	fouilleer/verb	rand/noun	bier/noun	werk_uit/verb	zojuist/adv	reëel/adj	vers/adj	lever/verb	maar/adv	maak_schuldig/verb	mondiaal/adj	vrij/adj	hier/noun	wapen/noun	beschuldig/verb	organisatie/noun	scoor/verb	fruit/noun	tegelijk/adj	ga_rond/verb	stuk/noun	al/adv	halfrond/adj	schelp_dier/noun	laag_DIM/noun	achterland/noun	dier/noun	bijvoorbeeld/adv	gemaakt/adj	bedreig/verb	ziekenhuis/noun	vervaardigd/adj	heet/adj	gebeur/verb	onderzoeker/noun	model/noun	constructie/noun	uitreiking/noun	zilveren/adj	Europees/adj	constructeur/noun	energiebron/noun	manifesteer/verb	reclame_campagne/noun	gooi/verb	biologisch/adj	kan/verb	knoei/verb	floreer/verb	vang/verb	verga/adj	sneuvel/verb	mensenrechten/noun	onschuldig/adj	pin_pas/noun	doe/verb	ingreep/noun	stoot_uit/verb	stook/verb	fraudeer/verb	oppervlak/noun	materiaal/noun	genees_middel/noun	lig/verb	glazen/adj	goedkoop/adj	straks/adv	onderzoeksresultaat/noun	aardbeving/noun	initiatief/noun	maat/noun	bekijk/verb	koud/adj	werk/verb	lening/noun	chemisch/adj	breng_uit/verb	moord/verb	overal/adv	verhandel/verb	garantie/noun	kunstacademie/noun	plat/adj	serveer/verb	gigantisch/adj	ruit/noun	vuur/noun	hot/adj	electoraal/adj	eerst/adv	ruimte/noun	bedacht/adj	hybride/adj	onderneming/noun	oven/noun	voer_door/verb	bedrijf/noun	vernieling/noun	school_bij/verb	haal/verb	vermeng/verb	produceer/verb	saneer/verb	dien_toe/verb	lanceer/verb	opgebouwd/adj	plunder/verb	mensenrechten_activist/noun	jarenlang/adj	overspel/noun	giet/verb	mogelijkheid/noun	glad/adj	deling/noun	xtc/noun	operatie/noun	condoom/noun	vlees/noun	realiseer/verb	toepassing/noun	varken/noun	hygiënisch/adj	klein/adj	megalomaan/adj	uranium/noun	collectief/adj	voorziening/noun	vul/verb	nano_meter/noun	werp/verb	aard_schok/noun	koop_in/verb	statistisch/adj	fraude/noun	doe_voor/verb	experiment/noun	begin/verb	kies/noun	weleer/adv	vat_post/verb	cocaïne/noun	erfelijk/adj	slechts/adv	groot/adj	verkrijgbaar/adj	milieu/noun	heb_plaats/verb	geproduceerd/adj	plaats/verb	methaan/noun	bereid/verb	kopij/noun	dealer/noun	tref/verb	soevereiniteit/noun	voer_uit/verb	consument/noun	regeling/noun	vaas/noun	gesneden/adj	gebouw/noun	hap_DIM/noun	glijd/adj	zuivering/noun	kleur/noun	bloed/noun	neem_over/verb	gerecht/noun	1/noun	corruptie/noun	menselijk/adj	Nederlands/adj	doping_controle/noun	wit_loof/noun	bord/noun	ongeveer/adv	misbruik/noun	eerst/adj	doorkruis/verb	flink/adj	gebruik/verb	vrij/verb	verspreid/verb	graad/noun	ijzeren/adj	koop_op/verb	negeer/verb	jacht/noun	grijp_in/verb	landelijk/adj	organiseer/verb	pit/noun	fiscus/noun	interim/noun	laag/adj	profiteer/verb	dier_beschermer/noun	Chinees/noun	bewapening/noun	pak_af/verb	betrekkelijk/adj	iets/adv	bekendmaking/noun	werkzoekende/noun	consolidatie/noun	zeker/adv	bottel/verb	er/adv	offer_op/verb	sterkte/noun	schoon/adj	cipier/noun	actief/adj	5/noun	uiteinde/noun	emmer/noun	energie/noun	kabel/noun	omhoog/adv	bloei/noun	kom_DIM/noun	hoog/adj	probleem/noun	schaf_aan/verb	gebruik/noun	moord/noun	belegging/noun	leg/verb	gekookt/adj	vervang/verb	decoder/noun	ruim/adj	drug/noun	plundering/noun	water/noun	maak_gebruik/verb	massa/noun	meng/verb	zal/verb	zondag_morgen/noun	individueel/adj	land/noun	voorheen/adv	drijf/verb	gezondheid_klacht/noun	meet/verb	preventief/adj	kaart/noun	voer/verb	spuit_in/verb	pleeg/verb	negen/noun	ondersteuning/noun	truc/noun	winkel/noun	verbouw/verb	bol_DIM/noun	etnisch/adj	olijf/noun	koop/verb	verantwoord/adj	kiosk/noun	richt_aan/verb	kom/adj	nietsvermoedend/adj	angstaanjagend/adj	cao/noun	apotheker/noun	maak/verb	dergelijk/adj	bied_aan/verb	verkoop/verb	overheid_gebouw/noun	politie_optreden/noun	productie/noun	provincie/noun	onwetendheid/noun	ambitieus/adj	steeds/adv	saus/noun	steel/verb	oefen/verb	staat/noun	giet_af/verb	nuttig/adj	regionaal/adj	topografische/adj	ijver/noun	New/adj	waar/adv	maquette/noun	werf/verb	dag_blad/noun	investeer/verb	veel/adj	verniel/verb	vervuild/adj	zet/verb	hervat/verb	globalisering/noun	hasj/noun	het/adj	binnenkort/adv	warm/adj	wraak/noun	los/adj	vertoond/adj	word/verb	voer_in/verb	bank/noun	mogelijk/adj	geld/noun	afgelopen/adj	ethiek/noun	blijk/verb	misbruik/verb	zijde/noun	couscous/noun	project/noun	bevraagd/noun	internet/noun	navolging/noun	techniek/noun	specifiek/adj	product/noun	slijt/verb	zet_voort/verb	verhinder/verb	internationaal/adj	relatief/adj	ga/verb	bescheiden/adj	stad/noun	alleen/adv	toon_aan/verb	motief/noun	verdring/verb	gewicht/noun	zet_om/verb	marktaandeel/noun	veroorzaak/verb	overtreed/verb	ei/noun	vervuiling/noun	win_in/verb	ontrouw/adj	belegger/noun	gekleurd/adj	nationaal/adj	beperkt/adj	informatie/noun	imposant/adj	Yorkse/adj	onderneem/verb	alcohol_controle/noun	schandaal/noun	gering/adj	strooi/verb	Russisch/adj	vervals/verb	nooit/adv	boom/noun	illegaal/adj	zet_in/verb	boer_DIM/noun	industrie/noun	offensief/adj	boor/verb	aandeel/noun	schend/verb	roker/noun	kant-en-klaar/adj	spoor_aan/verb	mooi/adj	verschil/adj	bovenkant/noun	tafel/noun	water_huishouding/noun	service/noun	daadwerkelijk/adj	maak_na/verb	publiek/adj	ongekend/adj	geef_vrij/verb	plant/noun	breed/adj	eiwit/noun	beker/noun	marinade/noun	slik/verb	kind_arbeid/noun	suiker/noun	eerder/adj	verdenk/verb	koel_af/verb	smokkel/verb	lift/noun	pas_toe/verb	lekkers/noun	atoom/noun	doping/noun	breid_uit/verb	ontwikkel/verb	lijd/verb	vorm/noun	dierlijk/adj	verstrek/verb	leger/noun	synergie/noun	burger_slachtoffer/noun	industrieel/adj	pan_Europees/adj
fouilleer/verb	0.0	0.93433017	0.9145746	0.844254	0.8420034	0.8537147	0.9130215	0.8251462	0.905902	0.9240936	0.9005931	0.9079573	0.94950575	0.6482568	0.9291688	0.9338484	0.9332434	0.89439756	0.91771245	0.9119686	0.9266732	0.9135546	0.97315013	0.9223807	0.9446616	0.8598492	0.8097245	0.8155569	0.92305505	0.75740933	0.80441743	0.94991606	0.9587204	0.8412	0.9287243	0.9168818	0.9160543	0.91269654	0.90316606	0.92977554	0.9226426	0.9094383	0.9040376	0.9551594	0.880949	0.83498096	0.81353486	0.9178562	0.9381192	0.8838399	0.86643505	0.93465185	0.91879755	0.8060067	0.8303642	0.9150915	0.7876824	0.9672941	0.9009679	0.8844262	0.93260837	0.8978028	0.79826343	0.9084096	0.9751105	0.8888114	0.7829563	0.9540181	0.9383739	0.9116466	0.9425987	0.8222207	0.9619297	0.7623011	0.96745986	0.8475233	0.8903532	0.9258119	0.8886508	0.7948328	0.92630076	0.9548862	0.93862873	0.9547123	0.9444403	0.94156253	0.9274811	0.9586307	0.93647087	0.8847546	0.90974545	0.91271836	0.93249273	0.9467205	0.9756993	0.8695518	0.90201133	0.8368383	0.7938905	0.9136238	0.92010725	0.8992981	0.90394974	0.7557522	0.8767751	0.8887295	0.86317766	0.8856466	0.9002197	0.9115124	0.96246916	0.75544435	0.9805954	0.96359664	0.78064656	0.84859776	0.8582748	0.95801544	0.87402135	0.858641	0.79710555	0.9147339	0.8852279	0.9351162	0.8470105	0.77155006	0.8262841	0.94054043	0.97082275	0.931395	0.85512626	0.8459533	0.9041492	0.88873315	0.85572845	0.8513516	0.84162235	0.92989093	0.93440706	0.76407135	0.7802639	0.8764783	0.88849854	0.91967756	0.8617423	0.93909836	0.857133	0.9148545	0.88765585	0.9660137	0.94410986	0.94531226	0.6754968	0.8437723	0.8857556	0.74241996	0.87135446	0.7913899	0.93391174	0.9585591	0.93149996	0.8935525	0.90123767	0.9521779	0.9599563	0.95811623	0.9083997	0.8881625	0.83535206	0.86110157	0.9166404	0.89333737	0.87603897	0.9781759	0.91959	0.94021404	0.8801095	0.9318398	0.93675834	0.9490333	0.7980352	0.9100296	0.8787427	0.9806756	0.89433384	0.88333565	0.85812277	0.7112274	0.77256423	0.8876785	0.80188173	0.9559753	0.84800446	0.9315456	0.965318	0.9081399	0.93674135	0.7994285	0.89308804	0.6126877	0.8831093	0.9269329	0.94165224	0.9137039	0.92991966	0.8796018	0.91164964	0.8319434	0.8447094	0.92410296	0.9675672	0.85357267	0.92420006	0.7778597	0.9664597	0.91337734	0.9703296	0.90394986	0.9447198	0.9523445	0.96312004	0.9686931	0.90704614	0.7862033	0.7811123	0.8906083	0.93819475	0.9284409	0.9528517	0.8690397	0.8693661	0.81409866	0.6928773	0.85855436	0.9489706	0.8757167	0.88165975	0.93643326	0.7903868	0.72085935	0.86065173	0.8794242	0.86369073	0.91991895	0.9326254	0.91398	0.603598	0.9373121	0.7521763	0.87128425	0.80263495	0.7884958	0.8211422	0.8657425	0.87880296	0.82932746	0.8436154	0.89769447	0.9512253	0.7880157	0.94064146	0.8885504	0.8734636	0.88471425	0.77163005	0.9281643	0.8072882	0.8534998	0.89791566	0.81575215	0.8357619	0.7873589	0.94331074	0.73928654	0.9015254	0.8596539	0.88163245	0.9608971	0.8680376	0.98383975	0.73175377	0.9157535	0.932068	0.97384477	0.80194706	0.9140543	0.92716026	0.90949696	0.9321143	0.8435823	0.9623556	0.8799819	0.96679336	0.9347706	0.89526343	0.8722145	0.8863624	0.92194647	0.88074005	0.9437753	0.7446941	0.9518596	0.8407674	0.95845073	0.8774745	0.92506605	0.90900844	0.71512234	0.72959954	0.90968823	0.76763517	0.8416101	0.878965	0.9424402	0.7937878	0.82050717	0.91548824	0.91810673	0.9133673	0.9046632	0.87329364	0.87175345	0.86667466	0.887364	0.94688463	0.8231808	0.84426963	0.7143452	0.9592079	0.9176035	0.7886872	0.9520442	0.95521116	0.9252028	0.89937806	0.92028666	0.92647004	0.93653685	0.9482443	0.8998402	0.89916325	0.91286594	0.94599926	0.886945	0.9393409	0.9752065	0.9194614	0.9478277	0.95709914	0.80288875	0.93186784	0.9406827	0.91822064	0.84184337	0.593626	0.9397298	0.9058547	0.811369	0.91966206	0.83962065	0.8789324	0.92142254	0.7565252	0.70079255	0.9702356	0.93694365	0.82605016	0.9030136	0.967601	0.89421415	0.8238545	0.9587493	0.77740496	0.94981015	0.85867	0.9827845	0.9376133	0.9669126	0.81023586	0.8042915	0.91707534	0.92189896	0.9189143	0.8647232	0.90803397	0.8754066	0.95910275	0.9535117	0.98168164	0.8556433	0.92313814	0.9484389	0.8598865	0.8314612	0.97802913	0.7279081	0.9315914	0.74564344	0.93940866	0.9426188	0.8626745	0.8076127	0.8703291	0.95605886	0.903141	0.93155175	0.82246137	0.88279986	0.9036575	0.8834181	0.93691444	0.920626
rand/noun	0.93433017	0.0	0.7600605	0.85555494	0.8305843	0.9698096	0.68172157	0.90099674	0.8787608	0.9624789	0.96318203	0.8852982	0.940672	0.916703	0.97397465	0.95504385	0.90370727	0.6755903	0.75887513	0.8472421	0.70877826	0.8916162	0.7991258	0.8635261	0.6444151	0.79729545	0.9102248	0.8154338	0.8033248	0.838149	0.8671336	0.83442974	0.65693766	0.975556	0.84432626	0.83780575	0.80930066	0.8370039	0.6596875	0.8847379	0.92246974	0.91051906	0.8821095	0.8516189	0.7123802	0.8936133	0.892992	0.9307148	0.8857625	0.7741674	0.9801421	0.89570606	0.9478698	0.9289105	0.96377474	0.8514378	0.97339	0.9535762	0.8884829	0.9177945	0.5992265	0.8001974	0.90412474	0.6878069	0.6236747	0.91196793	0.7791708	0.9718395	0.9087095	0.9185293	0.94946945	0.8658812	0.6645309	0.9310416	0.9406694	0.89172614	0.9405722	0.9696499	0.6792624	0.9523483	0.9600436	0.8513185	0.5614344	0.71222633	0.65356696	0.85204947	0.79279137	0.936862	0.8949081	0.82216805	0.7863152	0.84625417	0.9386365	0.8874155	0.72788954	0.9258295	0.93219596	0.9184129	0.9224046	0.79236096	0.82774067	0.8353548	0.96008515	0.9853853	0.9466237	0.8208525	0.8756571	0.8758128	0.9232377	0.97437876	0.662269	0.93342775	0.53488207	0.8825059	0.92172915	0.9442489	0.8189038	0.7500477	0.88900197	0.9010459	0.9307258	0.8710015	0.71207404	0.8428408	0.87294275	0.9455627	0.92562973	0.55213225	0.76030374	0.82202536	0.9064251	0.9320035	0.969453	0.93699807	0.9183857	0.8687698	0.88608855	0.7004919	0.8207513	0.8535379	0.8464988	0.969081	0.8616097	0.7323599	0.8530243	0.95692116	0.8740803	0.8799424	0.63693225	0.9648067	0.85536516	0.952759	0.87579376	0.8947075	0.92263085	0.9637235	0.8709265	0.9639088	0.69539976	0.78881896	0.8092631	0.72380835	0.81736135	0.9464412	0.6956016	0.81160843	0.93397623	0.80208266	0.9230133	0.93850386	0.9070984	0.9518866	0.97610044	0.9142869	0.63214815	0.8555852	0.9491882	0.95189893	0.82305086	0.75598824	0.8645441	0.9087099	0.8248396	0.8674395	0.6798519	0.90200627	0.8833126	0.93481934	0.9146816	0.93442106	0.89682096	0.69465214	0.9542241	0.99601805	0.846056	0.8877873	0.9893771	0.92213506	0.94313693	0.8783189	0.7749026	0.7091341	0.93614554	0.93904066	0.9345337	0.8715926	0.9484267	0.8656591	0.8903532	0.8892287	0.747258	0.8710036	0.95208234	0.95781386	0.73189986	0.6726846	0.84755313	0.83290935	0.7078548	0.8332951	0.74076766	0.8289995	0.9231419	0.84645754	0.9221941	0.96406484	0.9501533	0.72948545	0.7336334	0.79805946	0.9624537	0.81970674	0.9240968	0.91111976	0.61703056	0.9532458	0.56470585	0.76565415	0.92681974	0.94968784	0.8910819	0.8883416	0.83056396	0.69464624	0.99506795	0.83100855	0.9611082	0.882421	0.93289316	0.8710139	0.96736056	0.90438014	0.92867774	0.9057361	0.8008171	0.8327818	0.6626009	0.88501173	0.7157519	0.8579904	0.9137561	0.8095355	0.90159166	0.91615117	0.8168899	0.8577348	0.8883982	0.91882825	0.910319	0.8570694	0.88718486	0.88719004	0.91721594	0.9869426	0.89768964	0.8582976	0.9089772	0.8651208	0.81515646	0.7016465	0.86943	0.88739955	0.93026876	0.7486892	0.9244871	0.9178016	0.9355465	0.89742166	0.94693506	0.71637845	0.8203672	0.9564624	0.92426896	0.88510835	0.8333209	0.82263297	0.80129385	0.75247777	0.97639346	0.9700891	0.88516146	0.9449527	0.865561	0.66860235	0.91817003	0.7655048	0.9092775	0.9015134	0.8381793	0.91729176	0.8994567	0.9215405	0.95141	0.92996347	0.9095224	0.9145583	0.77323055	0.6866826	0.89354587	0.9568334	0.92617697	0.837858	0.87920547	0.8572963	0.88568115	0.8141742	0.940437	0.8842267	0.898998	0.8516506	0.8962893	0.88338816	0.8018203	0.839324	0.9334037	0.8292756	0.7640755	0.76162153	0.9431602	0.8983408	0.87407887	0.95576227	0.72294354	0.94208026	0.959162	0.9954198	0.9034822	0.5925337	0.93418795	0.914758	0.9271842	0.760489	0.9572792	0.9794272	0.9795018	0.94735754	0.932296	0.80168587	0.906791	0.96127856	0.9244659	0.74060786	0.9163319	0.91204226	0.9418761	0.8932725	0.9523149	0.72260475	0.94485223	0.95480645	0.9634198	0.8523662	0.9065083	0.641933	0.80770314	0.6526858	0.6401719	0.927526	0.9281524	0.87311053	0.9208798	0.9210781	0.8523121	0.9765251	0.80374837	0.7296529	0.79520524	0.75221884	0.7732446	0.84487426	0.96946335	0.76636934	0.94712204	0.9590823	0.7009781	0.94165087	0.8614752	0.8780871	0.7178837	0.76300645	0.9701273	0.889987	0.8905562	0.90834284	0.79807603	0.9229339	0.9516501	0.93234366	0.9621368	0.9826442	0.8767637	0.93564415
bier/noun	0.9145746	0.7600605	0.0	0.9021341	0.8693445	0.9228338	0.48351216	0.7430585	0.7856069	0.93332595	0.93090546	0.7810452	0.89678496	0.7490823	0.92133665	0.9322066	0.9298009	0.4678678	0.7082623	0.5980509	0.5919971	0.8798916	0.83750415	0.7076686	0.6000933	0.868728	0.7993362	0.6548893	0.67427045	0.9484588	0.9437478	0.7072286	0.60686684	0.83990765	0.8906418	0.6414043	0.84148705	0.86394286	0.62699085	0.8759944	0.8375539	0.79573274	0.9103332	0.8458628	0.65715456	0.6266882	0.7984445	0.81250817	0.921227	0.760608	0.89566654	0.8572994	0.9727826	0.872802	0.9257488	0.82340336	0.94009733	0.87407583	0.7748397	0.91473925	0.6903715	0.66396326	0.6803642	0.7795497	0.61238	0.54521775	0.7458539	0.92788756	0.95712835	0.94889194	0.7818459	0.90024674	0.5771934	0.909393	0.9042712	0.7391434	0.88635826	0.91464216	0.70436865	0.71599483	0.94112015	0.9194472	0.69549155	0.5075704	0.7371948	0.7958123	0.7322968	0.90304625	0.89248794	0.75304854	0.84609425	0.7732476	0.8092869	0.85421354	0.58798933	0.9235523	0.75929546	0.8913016	0.9362269	0.76494414	0.6218815	0.60084474	0.9113805	0.8540459	0.8504369	0.80337995	0.8631097	0.93898576	0.87207174	0.9104766	0.5787753	0.9139343	0.6363571	0.90951455	0.72440237	0.94364715	0.7731911	0.51462126	0.9310493	0.8521931	0.68133557	0.742684	0.68239677	0.9117458	0.7831375	0.926533	0.9359514	0.5332464	0.8939584	0.799591	0.94842815	0.7236582	0.92483217	0.91640925	0.928006	0.8684087	0.87014055	0.6925313	0.92105037	0.9502772	0.73213935	0.8304813	0.7737135	0.7965631	0.69625044	0.9189026	0.9211204	0.6057911	0.8153212	0.87618405	0.6119561	0.8739483	0.75634617	0.9651495	0.96492195	0.92089593	0.6895366	0.9347163	0.54718006	0.6978357	0.85290563	0.4822898	0.9276666	0.939973	0.6773432	0.6919291	0.9298522	0.5749636	0.9345304	0.94574046	0.79431254	0.89043975	0.92021	0.5683558	0.5541854	0.6841898	0.95281065	0.9120297	0.9389693	0.7218168	0.72518736	0.9135612	0.80763096	0.7526792	0.8089213	0.78927946	0.952616	0.83496445	0.93391955	0.8886231	0.95742655	0.7434523	0.9256705	0.954438	0.7608687	0.89739096	0.9399341	0.79885733	0.9361941	0.8457463	0.8094301	0.76813674	0.9118244	0.8989137	0.9620341	0.78311	0.66969776	0.7675142	0.944649	0.87811667	0.7015786	0.9225275	0.89757204	0.9323353	0.85273486	0.64174515	0.7337416	0.8661939	0.83352685	0.9239375	0.50894505	0.8544359	0.95263314	0.7650281	0.8159793	0.9707555	0.9067765	0.7614346	0.5161942	0.7904549	0.8354415	0.7571039	0.74009806	0.9178236	0.5450244	0.9048549	0.5678159	0.5667707	0.90320075	0.87255746	0.8707069	0.8210451	0.82648844	0.8390323	0.92800874	0.8064409	0.94006276	0.7594057	0.85266066	0.80874765	0.92684907	0.88769466	0.86007273	0.9099997	0.6911863	0.70685226	0.6928295	0.9299214	0.5937555	0.6387934	0.7615187	0.7618542	0.8891598	0.8914858	0.7674781	0.84314156	0.9265242	0.80232376	0.85781056	0.85699403	0.7327651	0.57241124	0.904584	0.9529867	0.76610553	0.9308014	0.9397961	0.9088007	0.816754	0.503399	0.7955923	0.7916679	0.94757026	0.73597896	0.8866075	0.83160174	0.92429644	0.94253093	0.9402535	0.73449165	0.84597385	0.8914533	0.9004583	0.8812219	0.7488934	0.8310472	0.8125901	0.7725513	0.90377104	0.92625487	0.68577766	0.9350411	0.757699	0.497607	0.94207644	0.6380912	0.9297595	0.70023227	0.8077712	0.8936439	0.83589274	0.7516992	0.90162677	0.9469511	0.87465	0.87087405	0.7886202	0.6718408	0.94121987	0.94490916	0.7649411	0.92234313	0.8039863	0.81618273	0.57285196	0.78886473	0.960598	0.84842634	0.90898937	0.7164128	0.83379406	0.8524476	0.9122351	0.7166118	0.8651278	0.8615579	0.83235675	0.72719795	0.8391923	0.80985665	0.8930481	0.9127545	0.47245306	0.89996976	0.9477341	0.97601247	0.8129169	0.69213	0.87421656	0.81682974	0.8448382	0.8645591	0.9032287	0.9351766	0.93096983	0.9450857	0.8961325	0.6977282	0.8904197	0.79614055	0.92029077	0.8358557	0.761987	0.91088176	0.9233469	0.8444628	0.84698266	0.8829862	0.81285346	0.946925	0.86391866	0.5793309	0.8962862	0.6871086	0.70974106	0.829893	0.5914701	0.9232473	0.84316295	0.8225623	0.6625131	0.86809415	0.8903994	0.849771	0.6957783	0.83102083	0.6357096	0.63457936	0.7055659	0.8560658	0.8904521	0.5119333	0.92517287	0.861555	0.61246866	0.8327617	0.83030957	0.8715884	0.60697526	0.79304016	0.8717375	0.92970693	0.8644346	0.95341897	0.76039404	0.68097705	0.8822353	0.9407622	0.89747256	0.9069365	0.72203904	0.85967326
werk_uit/verb	0.844254	0.85555494	0.9021341	0.0	0.94510365	0.8067795	0.8931797	0.71545184	0.914981	0.8649611	0.81154466	0.87293214	0.9007976	0.9145354	0.883069	0.7998486	0.9354745	0.904036	0.8484435	0.9292113	0.86061823	0.83744097	0.9224373	0.8832284	0.8846946	0.9294786	0.88210404	0.6869519	0.7196629	0.8567289	0.82205796	0.76450765	0.9382389	0.8909801	0.80544204	0.7336906	0.7601417	0.9637991	0.9011041	0.74057496	0.8880795	0.87231374	0.8330372	0.840958	0.97312635	0.88034946	0.8339687	0.9383045	0.916994	0.88629293	0.8261329	0.8107835	0.8598436	0.91107714	0.8916154	0.90717864	0.839169	0.9518817	0.9327098	0.9077704	0.87810665	0.78251374	0.7772768	0.92763156	0.8754142	0.8199292	0.8640231	0.8705707	0.93113697	0.7520118	0.79772514	0.7176924	0.952369	0.6191578	0.9024959	0.8737211	0.8115038	0.86590695	0.8911841	0.879791	0.81412494	0.8788263	0.9201013	0.90101516	0.7546872	0.95674884	0.971854	0.9502236	0.89774394	0.8286235	0.80651104	0.66887605	0.78420573	0.80001795	0.9370069	0.7398841	0.80061066	0.930407	0.60488814	0.9166511	0.9237917	0.7737811	0.90985316	0.87178916	0.6867737	0.8353262	0.90038306	0.8712265	0.8623035	0.9007087	0.9319437	0.74661165	0.8651489	0.9021442	0.9206658	0.8733959	0.91849124	0.91855526	0.62593246	0.6850006	0.8836092	0.8707058	0.8629472	0.7438085	0.92891514	0.74375427	0.8067739	0.93952465	0.97491866	0.89952415	0.9113919	0.7649704	0.7790711	0.8706342	0.910692	0.7669251	0.78297114	0.9291972	0.90203696	0.9180095	0.91272616	0.8896037	0.8831633	0.820156	0.80722857	0.80679715	0.91727644	0.8936501	0.8026605	0.95598125	0.8715333	0.8218351	0.86309075	0.76885164	0.9022209	0.7208343	0.8793138	0.67923456	0.96506274	0.85087454	0.8260475	0.8753439	0.9039994	0.9149194	0.7995068	0.894556	0.75401586	0.8713579	0.7758845	0.8856142	0.8449886	0.8707397	0.9286073	0.97325665	0.916727	0.9302884	0.84896153	0.9346057	0.7669951	0.9152121	0.7422569	0.9320006	0.8160441	0.95181054	0.84892404	0.8383307	0.8608649	0.88279337	0.7832024	0.7933239	0.7387347	0.92587614	0.7819313	0.9463303	0.9196261	0.8082119	0.9475297	0.93734354	0.9258132	0.9196652	0.8242289	0.90923405	0.87777877	0.7566273	0.9097319	0.8900101	0.93392587	0.79221386	0.8968199	0.8301783	0.92451775	0.9487518	0.8852689	0.96337056	0.94376516	0.9807587	0.8519571	0.92029184	0.92794	0.9260784	0.90477127	0.90997416	0.8053019	0.79012364	0.80275786	0.91497636	0.85246295	0.93696374	0.8881565	0.80076444	0.9173507	0.80496454	0.89492303	0.91893476	0.94172657	0.63754857	0.8676631	0.9192801	0.7961688	0.98553896	0.71094805	0.8888148	0.8472299	0.8827956	0.9045276	0.80052763	0.8172856	0.93664145	0.78347224	0.93069816	0.856068	0.9436305	0.6181909	0.8498868	0.9327149	0.8583246	0.94817084	0.8897516	0.9314046	0.85361904	0.8437454	0.88924676	0.92784435	0.8163585	0.96914244	0.9228473	0.7048653	0.83523715	0.7611437	0.5490792	0.7209171	0.856089	0.84860617	0.8300212	0.78809476	0.76990116	0.86870384	0.74270064	0.79897535	0.90330964	0.8926783	0.8753256	0.9020716	0.95829755	0.77400935	0.7864457	0.9683456	0.9363501	0.88012326	0.8540008	0.7816586	0.7991754	0.7999177	0.7166543	0.8976298	0.9459326	0.89262825	0.9035188	0.82726824	0.8667603	0.91714746	0.91356206	0.82565254	0.9464166	0.8901246	0.8844696	0.86362493	0.8329221	0.59242785	0.94060975	0.7415917	0.88846034	0.9345035	0.81898487	0.8876855	0.81557584	0.9044271	0.9311472	0.6279163	0.8378407	0.837194	0.6858525	0.76832175	0.5378009	0.80052704	0.9172017	0.7606617	0.8048623	0.82558876	0.8721564	0.84126174	0.8622966	0.82865584	0.869658	0.79631495	0.84654343	0.8954768	0.8968445	0.770959	0.9019408	0.90550697	0.86580145	0.94111603	0.8985035	0.8323518	0.9632045	0.89159596	0.9031711	0.89702517	0.8000636	0.82440215	0.85649574	0.9307518	0.7393005	0.8591861	0.9122587	0.8609264	0.9050276	0.87796366	0.91544414	0.9184714	0.91313386	0.8524947	0.7443422	0.9758337	0.8760583	0.9173869	0.901653	0.918715	0.79084456	0.91737974	0.813925	0.73209786	0.7369795	0.677672	0.9379485	0.8448418	0.8339211	0.9008927	0.78917	0.86556935	0.86507607	0.9242826	0.90542656	0.8827538	0.758804	0.89351165	0.96758825	0.95528865	0.92677945	0.8092133	0.91757447	0.8822723	0.89834183	0.94639426	0.9032414	0.9310136	0.5705798	0.9042103	0.85993993	0.9113275	0.6799178	0.6587541	0.8984627	0.7460197	0.8581317	0.81984943	0.9339905	0.8650034	0.93866366	0.79301715	0.80001163
