	inventaris/noun	kooi/noun	Louvière/name	Hoogovens/name	als/prep	urine_staal/noun	monitor/noun	waaronder/pp	per/prep	binnen/part	hard/adj	houten/adj	vat/verb	mentaal/adj	uitwerpsel/noun	onjuist/adj	schiet/verb	Waals/adj	dossier/noun	genomen/adj	bedek/verb	kilo_gram/noun	test/verb	traan/noun	Roularta/name	tast_aan/verb	fruit/noun	industrieel/adj	chirurgisch/adj	naar/prep	puur/adj	dagelijks/adj	hoop/noun	veel/det	stuk/noun	name/adv	dan/comparative	7.000/num	bijvoorbeeld/adv	die/det	5,5/num	onderzoek/noun	staal_bedrijf/noun	onderzoeker/noun	bijnaam/noun	300/num	constructie/noun	projectiel/noun	geometrisch/adj	dug-out/noun	Europees/adj	arts/noun	code/noun	en/vg	uitgebreid/adj	acht/num	kabaal/noun	high_tech/adj	symbool/noun	afgewerkt/adj	voldoende/adj	in/prep	kom_bij/adj	man/noun	schiet_uit/verb	pak/noun	geraamte/noun	wagon/noun	ingreep/noun	bouw_werk/noun	wit/adj	dienstverlening/noun	voordat/comp	spiraal/noun	ben/verb	materiaal/noun	behalve/comp	genees_middel/noun	lig/verb	bevolking/noun	3/num	plaats/comp	lood/noun	kunststof/noun	afval_bak/noun	traag/adj	wijn/noun	goedkoop/adj	op/prep	Nouveau/name	gebruikelijk/adj	mijn/noun	licht/adj	Raymond/name	boven/prep	5/num	auto/noun	dat/pron	licht/noun	Genua/name	hierdoor/pp	vliegtuig/noun	vijf/num	besmetting/noun	fles/noun	pers/verb	subsidie/noun	1.000/num	monster/noun	wals/verb	keer/noun	plat/adj	33/num	sommige/det	aureool/noun	uitgestrekt/adj	als/comparative	keramiek/noun	aanvankelijk/adj	indrukwekkend/adj	sector/noun	beheers/verb	Amerikaans/adj	beeld/noun	vraag/verb	waarvan/pp	uitgevoerd/adj	medisch/adj	verhoog/verb	onderneming/noun	Zweden/name	meer/det	20/num	romp/noun	onderzoek/verb	bedrijf/noun	garandeer/verb	stoot_af/verb	leuning/noun	die/pron	gerief/noun	universiteit/noun	produceer/verb	vier/num	100/num	gereedschap/noun	vluchtig/adj	zoals/comp	automobiel/noun	helemaal/adv	controleer/verb	hoogwaardig/adj	bewaar/verb	poot/noun	rubber/noun	gloeilamp/noun	allerlei/det	installatie/noun	doolhof/noun	verdacht/adj	zenuw/noun	uitsluitsel/noun	vlees/noun	om/comp	toepassing/noun	onregelmatig/adj	ontwar/verb	illustreer/verb	titanium/noun	bouwmateriaal/noun	ga_na/verb	klein/adj	magnetisch/adj	helft/noun	Verenigde/name	nieuw/adj	slachthuis/noun	verbanning/noun	met/adv	asbest/noun	februari/noun	paleis/noun	export/noun	zaag_door/verb	diep/adj	trek_op/verb	glas/noun	honderd/num	6.000/num	lading/noun	voortaan/adv	extra/adj	6,5/num	liefst/adv	groot/adj	Unie/name	tienduizend/num	val_op/verb	koraal/noun	kunst_werk/noun	dus/vg	zestig/num	Avignon/name	4,9/num	vernuft/noun	dubbel/adj	blink/verb	buig/verb	schaf_af/verb	voer_uit/verb	filter/verb	5.000/num	breng_aan/verb	gigant/noun	wanneer/adv	monumentaal/adj	inlands/adj	half/adj	verwerking/noun	gebouw/noun	aanduiding/noun	rail/noun	complex/noun	ruiter/noun	Pfaffs/name	pesticiden/noun	prijs/noun	afzondering/noun	til/verb	Apollo/name	duur_voort/adj	hand_greep/noun	kilo/noun	laat/verb	door/prep	marmer/noun	des/adv	plastiek/noun	klant/noun	1,8/num	geïmporteerd/adj	geweldig/adj	ongeveer/adv	overspoel/verb	tien/num	ultiem/adj	doos/noun	gebruik/verb	riskeer/verb	uithouding_vermogen/noun	volledig/adj	dik/adj	stalen/adj	gehuld/adj	textiel/noun	alle/det	graniet/noun	analyseer/verb	van/prep	verloren/adj	vast/adj	alge/noun	afgezaagd/adj	reusachtig/adj	kist/noun	dak/noun	overschot/noun	doorboor/verb	reus/noun	zodat/comp	zoals/prep	eet_tafel/noun	oerwoud/noun	opgetrokken/adj	invoer/noun	distributie/noun	degelijk/adv	rond/adj	ijzer/noun	ga_toe/verb	video_camera/noun	gepantserd/adj	Voedselagentschap/name	boer/noun	divisie/noun	verbrand/adj	neem_af/verb	schildering/noun	neem_mee/verb	honderden/noun	kracht/noun	zwaard/noun	slinger_rond/adj	allerijl/adv	brons/noun	gewenst/adj	mascotte/noun	beslag/fixed	er/adv	been/noun	omzet/noun	alleen/adj	inox/noun	ver/adj	zo'n/det	omhoog/adv	ogenblik/noun	muur/noun	vergelijking/noun	hoog/adj	twintig/num	blok/noun	Usinor/name	import_heffing/noun	Concorde/name	stellage/noun	tegel/noun	tank/noun	collectie/noun	eet_op/verb	werknemer/noun	beeldscherm/noun	enkel/det	waarin/pp	analyse/noun	eerder/vg	representatief/adj	vervaardig/verb	leer/noun	verloop/prep	staal/noun	migrant/noun	betonnen/adj	aanwezigheid/noun	miljoen/noun	heffing/noun	bevind/verb	water/noun	VS/name	campus/noun	vervolgens/adv	gootsteen/noun	methode/noun	totaal/adv	verzamel/verb	besmet/verb	ingenieur/noun	22,5/num	lichtgewicht/adj	sculptuur/noun	kantoor_gebouw/noun	gevel/noun	afdeling/noun	rook/noun	Johnson/name	glas_raam/noun	stel_vrij/verb	roest_vrij/adj	21/num	Azië/name	veertien/num	berg/noun	perikel/noun	hout/noun	landbouw_product/noun	vraag/noun	Japan/det	klank/noun	dun/adj	bronzen/adj	verpletterend/adj	particulier/noun	vervoer/verb	positief/adj	het/det	genoemd/adj	waardoor/pp	kwast/noun	gesteente/noun	meerder/adj	zwembad/noun	1998/noun	20.000/num	buitenlands/adj	soja/noun	bodem/noun	beperking/noun	modern/adj	papier/noun	procent/noun	pijp/noun	lager/noun	drie/num	uiteen/part	ruw/adj	vergelijk/verb	architect/noun	spuit/noun	nodig/adj	maak/verb	loop_terug/verb	na/part	verroest/adj	zacht/adj	12/num	FAVV/name	schilder/verb	plaat/noun	productie/noun	gemanipuleerd/adj	50/num	bewerk/verb	wellicht/adv	kubus/noun	parket/noun	bevestig/verb	locatie/noun	tref_aan/verb	voor/prep	begeef/verb	dan/vg	stenen/adj	baksteen/noun	olie/noun	verwrongen/adj	waar/adv	oud/adj	pilaar/noun	Brits/adj	stoel/noun	doordacht/adj	zuil/noun	Art/name	fabricage/noun	zolang/comp	investeer/verb	voordele/prep	bloed/prefix	slagveld/noun	minder/adj	besta/verb	draag/adj	goud/noun	centi_meter/noun	word/verb	chroom/noun	vet/noun	19/num	voer_in/verb	buitenland/noun	gepolijst/adj	12/name	koppeling/noun	46/num	blijk/verb	combineer/verb	verwijder/verb	ijl/adj	hoeveelheid/noun	aangekocht/adj	controle/noun	petrochemie/noun	jaarlijks/adj	stof/noun	beneden/adv	internet/noun	levend/adj	divers/adj	Oost-Vlaanderen/name	'99/noun	10/noun	verwerk/verb	leg_toe/verb	fijn/adj	middel/prep	uit/prep	plaats/prep	bos/noun	lijf/noun	album/noun	creatie/noun	glasvezel/noun	onderdeel/noun	pvc/noun	bijl/noun	gevoelig/adj	gehard/adj	gewicht/noun	oogappel/noun	zand/noun	schuil/verb	spoor/noun	samenspel/noun	waarde/noun	computer/noun	storing/noun	dijk/noun	aluminium/noun	sterk/adj	neem/verb	futuristische/adj	verdieping/noun	ton/noun	aluminium/adj	steen/noun	importeer/verb	verzink/verb	producent/noun	Angeles/name	makkelijk/adj	grond/noun	vloeibaar/adj	compromis_loos/adj	kool/noun	industrie/noun	Keulen/name	dikte/noun	dreig/verb	29/num	Fins/adj	uitvoering/noun	bel_DIM/noun	diamant/noun	Vlaams/adj	cachet/noun	van/comp	lab/noun	strak/adj	recent/adj	web/noun	boven_haal/verb	met/prep	verschil/adj	Thomas/name	minder/adv	ondertussen/adv	villa/noun	Charleroi/name	Staten/name	één/pron	ambachtelijk/adj	rol/noun	terwijl/comp	daardoor/pp	Corus/name	6,3/num	minder/det	geladen/adj	gebruikt/adj	bind_middel/noun	hier/adv	meer/adj	meter/noun	landbouw/noun	zuiver/adj	asfalt/noun	deel_uit/verb	tegenstelling/prep	mechanisch/adj	eindproduct/noun	markt/noun	geconcentreerd/adj	wijs_uit/verb	sober/adj	breed/adj	Oost-Europa/name	bestek/noun	tussen/prep	tegenover/prep	sindsdien/pp	Geboers/name	bevat/verb	straal_uit/verb	63/num	traditioneel/adj	auto_wrak/noun	zwaar/adj	eis/verb	betaam/verb	toevoeging/noun	grondstof/noun	wereldwijd/adj	een/det	waarmee/pp	das/noun	vorm/noun	gelakt/adj	onmiddellijk/adj	Claus/name	restant/noun	beton/noun	twee/num	voer_op/verb	waar/comp	elk/det	of/vg
inventaris/noun	0.0	0.8878146	0.9368353	0.8600718	0.8669315	0.8926081	0.8227688	0.7366898	0.8897108	0.8602081	0.9289177	0.79723644	0.8787411	0.90498316	0.8729127	0.8630081	0.95061195	0.88735104	0.7132119	0.7848665	0.86927205	0.88636243	0.84956574	0.9547773	0.89306945	0.85051215	0.87252	0.7751954	0.8654344	0.9045383	0.91599536	0.8569397	0.90346247	0.85921735	0.8028857	0.8725628	0.88633776	0.8381542	0.7508408	0.82604146	0.88758403	0.8007862	0.8899158	0.8233797	0.9120011	0.83451563	0.77075154	0.86900145	0.8493291	0.9433446	0.8891897	0.869534	0.8038662	0.7623781	0.753634	0.8954884	0.9093053	0.8483694	0.8550855	0.79651845	0.83461636	0.84013534	0.80291283	0.91735667	0.9499489	0.89786154	0.84467363	0.8424141	0.8333969	0.7450291	0.8977584	0.8430438	0.8513506	0.9180323	0.8315944	0.68884623	0.7907524	0.83174026	0.85853624	0.8977155	0.9615847	0.8551756	0.8764237	0.84548223	0.855797	0.8913566	0.88121724	0.8392895	0.89599806	0.9012202	0.85920346	0.837849	0.9005308	0.906105	0.9132503	0.9571252	0.84699386	0.76445836	0.8956866	0.89344037	0.8376758	0.8855647	0.88698494	0.8719367	0.8553308	0.89122075	0.8431872	0.84800214	0.85237354	0.93057436	0.9459264	0.87043864	0.9124835	0.8048899	0.9317322	0.85576785	0.8588691	0.82427436	0.907108	0.778681	0.8571265	0.88558203	0.9000047	0.7695965	0.8806186	0.7717232	0.8049019	0.817388	0.8934856	0.83152866	0.9352069	0.8546721	0.9360079	0.8790946	0.7724185	0.81039304	0.8727672	0.82489455	0.91402644	0.7864961	0.88356394	0.8710082	0.8258407	0.8823629	0.8777539	0.75472814	0.84263635	0.80024517	0.8887708	0.8973713	0.81677264	0.7986755	0.74726355	0.86714566	0.87062025	0.88801926	0.75347924	0.7229924	0.84354496	0.84341854	0.93404335	0.84369284	0.9021758	0.80008316	0.81465864	0.8612689	0.88663346	0.82775426	0.9251474	0.8049067	0.7352381	0.8465768	0.8666442	0.9315839	0.93344194	0.81091607	0.8279221	0.9086352	0.8770433	0.8459179	0.9237813	0.83601946	0.86319387	0.91982156	0.93822676	0.84679145	0.8651025	0.82635385	0.8096818	0.79927695	0.7654998	0.85955006	0.900085	0.87307906	0.8693352	0.90668523	0.8123495	0.89524806	0.86507934	0.67847526	0.84672236	0.8705751	0.9030093	0.9242763	0.8969224	0.8859022	0.8965747	0.86188763	0.87886804	0.82440245	0.8571542	0.8543018	0.8147006	0.91124845	0.8642026	0.7593366	0.88195425	0.94287026	0.8255176	0.70417976	0.81444514	0.8583255	0.74829745	0.8774697	0.9666879	0.860981	0.86393356	0.90200615	0.9184492	0.9041994	0.8943182	0.89868253	0.8680694	0.89727986	0.8493649	0.84378433	0.8754474	0.8513228	0.8394273	0.8835548	0.8507469	0.91204554	0.85801345	0.85726905	0.90947115	0.89722717	0.78087634	0.8185005	0.9070667	0.93463314	0.779378	0.90968317	0.8246946	0.9086071	0.8258323	0.7488146	0.8880763	0.7843665	0.78295	0.83096933	0.89356947	0.897972	0.9210057	0.77580124	0.8076513	0.8358562	0.86534095	0.8940302	0.90079725	0.76662606	0.772979	0.9169835	0.8755388	0.84592986	0.86332965	0.8362974	0.8279554	0.89402795	0.82285994	0.91910213	0.8421348	0.89751685	0.87895364	0.86866534	0.87415826	0.86278456	0.8939125	0.7947605	0.81103	0.7864365	0.9133768	0.86555105	0.89384615	0.85515386	0.91605234	0.8486919	0.9070743	0.7538633	0.84149146	0.95534414	0.93774825	0.85027206	0.9079097	0.90965533	0.81037855	0.93516004	0.8890111	0.8402534	0.84230286	0.91892695	0.88609755	0.8644046	0.9208875	0.92413294	0.88079554	0.913874	0.82185334	0.8479131	0.6570736	0.8952625	0.85270524	0.8667557	0.7975257	0.79359376	0.7585526	0.89303267	0.826325	0.76856214	0.8746094	0.88637555	0.8158653	0.88518095	0.82422745	0.87409663	0.873692	0.85072553	0.79430157	0.87521935	0.9273754	0.84005976	0.8083353	0.93656707	0.8246323	0.8199872	0.74905753	0.89992684	0.85135335	0.9028531	0.90486115	0.78989434	0.8188509	0.7874003	0.82794434	0.88297176	0.91395575	0.8245225	0.8654444	0.8702835	0.9470903	0.9042921	0.8741438	0.87146914	0.89209855	0.80609196	0.87822616	0.8796272	0.90388083	0.8665649	0.9172191	0.8459981	0.88759685	0.7616028	0.8415258	0.9155078	0.8026678	0.8492143	0.80730677	0.9065604	0.8516545	0.8733011	0.82435423	0.9092068	0.83302206	0.86490977	0.89905953	0.86957955	0.8630122	0.80700076	0.7865386	0.929944	0.84729177	0.9218266	0.88384813	0.8534634	0.84444374	0.85648036	0.80349	0.86881685	0.8529606	0.8562904	0.88034856	0.8532592	0.8542887	0.9112309	0.9490665	0.8905664	0.84348756	0.8638763	0.84027517	0.84527946	0.90863115	0.8273877	0.86098343	0.8725623	0.8675147	0.89464325	0.7612623	0.7730433	0.81656134	0.8697694	0.8290901	0.80178267	0.8208326	0.862897	0.9041693	0.82644045	0.7980878	0.8736398	0.88505125	0.87058115	0.84072095	0.83347833	0.8555002	0.8542235	0.8517304	0.84400505	0.860629	0.9305781	0.8529835	0.872576	0.8308318	0.90612626	0.88717854	0.898562	0.76966274	0.92040056	0.8761679	0.95821196	0.86234295	0.9019011	0.8921658	0.95323646	0.8478386	0.93978965	0.82967854	0.86371243	0.81425774	0.9031778	0.77899015	0.7824136	0.851613	0.9166967	0.8513865	0.81205356	0.90570563	0.80307096	0.8254496	0.7503813	0.8453003	0.89455134	0.9343178	0.825492	0.8626053	0.89381677	0.8159194	0.8182376	0.87256217	0.827358	0.9233243	0.8496381	0.82527095	0.8764654	0.7913206	0.8817481	0.86958885	0.86614215	0.9276461	0.89773333	0.938488	0.88253653	0.8731037	0.83569115	0.89613634	0.8270261	0.7702582	0.8848679	0.87172073	0.8365305	0.9139006	0.9116782	0.851888	0.8228607	0.81421185	0.84028685	0.8290488	0.85038817	0.8953549	0.8673991	0.902887	0.8941319	0.8411935	0.8658888	0.9055287	0.8868926	0.85011756	0.87630224	0.8956351	0.88055545	0.9460484	0.9026021	0.8471832	0.9063628	0.8021979	0.83636856	0.88311875	0.9159742	0.8028986	0.8956588	0.83336645	0.8072962	0.8685066	0.86837757	0.7837827	0.9510382	0.9217323	0.8126127	0.7981298	0.9428078	0.9352577	0.86301035	0.8302847	0.9260131	0.87246203	0.84899795	0.8759641	0.92666286	0.8686734	0.8584008	0.7768533	0.9089102	0.9067783	0.8614728	0.8940343	0.8513342	0.87372667	0.8703875	0.90248835	0.9161526	0.84431386	0.86874866	0.8876109	0.896532	0.8695222	0.8332709	0.85971844	0.86094564	0.7638891	0.9209814	0.90091294	0.85914916	0.9553252	0.7426089	0.9080335	0.9251758	0.87232995	0.82954484	0.9088705	0.8909387	0.8982715	0.8472346	0.8046416	0.8483282	0.7691876	0.8112883	0.89918786	0.8547072	0.9172336	0.8772226	0.8927946	0.7545857	0.83228904	0.8851961	0.89259845	0.7852391	0.82272226	0.80589044
kooi/noun	0.8878146	0.0	0.8740822	0.8950727	0.83408743	0.9495222	0.8039359	0.82398057	0.90023464	0.8273577	0.8866159	0.6016288	0.81851506	0.8778446	0.7262484	0.91773385	0.7902166	0.8969042	0.89908856	0.8176319	0.7048597	0.8208022	0.8440889	0.8246251	0.9293505	0.8454822	0.7899364	0.8429215	0.88378644	0.8628135	0.87926805	0.8277112	0.86782914	0.8822901	0.7893052	0.9154501	0.880549	0.8518687	0.80753016	0.80314916	0.90283674	0.940064	0.942253	0.87886125	0.849778	0.8606915	0.70666057	0.7949889	0.8117211	0.8349254	0.9435625	0.91708463	0.86307204	0.7031131	0.8914219	0.81446064	0.83263576	0.83540934	0.792734	0.784951	0.84955114	0.79509634	0.90325326	0.79647374	0.8861821	0.7889096	0.7111429	0.7014092	0.8824223	0.76438	0.6871632	0.91983145	0.8060813	0.8147567	0.8564474	0.76637614	0.7791182	0.87338746	0.79177773	0.915429	0.9452683	0.7756985	0.7962869	0.7453168	0.8334216	0.8350924	0.84784335	0.87514365	0.8261567	0.9368154	0.851782	0.7600158	0.8476085	0.8849538	0.7567181	0.9497068	0.78928226	0.8193201	0.77462107	0.86987936	0.8238713	0.7991384	0.838696	0.8621371	0.7376096	0.7781745	0.9286935	0.8580004	0.72200876	0.86198926	0.87833124	0.7409863	0.9113825	0.81531733	0.92271686	0.7606343	0.80867046	0.8269727	0.8704459	0.82395506	0.93765086	0.8869165	0.92806953	0.79873794	0.9332713	0.8203432	0.82099134	0.90581656	0.93907464	0.9097337	0.8952103	0.90467143	0.92460924	0.7501428	0.91063607	0.9068919	0.9005252	0.9059362	0.7807245	0.7693688	0.9174104	0.9418333	0.8375672	0.8196051	0.895195	0.7814746	0.85737437	0.8541807	0.8464845	0.81681293	0.8856883	0.8619264	0.8137055	0.722091	0.7725611	0.8355389	0.7909983	0.76936555	0.7351936	0.8511375	0.8336564	0.9246048	0.78849936	0.83013445	0.8783154	0.8435551	0.9437985	0.86169547	0.8482888	0.80999494	0.8953721	0.76573825	0.7891658	0.90154314	0.94950336	0.90220964	0.7815335	0.9010649	0.9208121	0.81249064	0.9235348	0.7062957	0.89178693	0.8200291	0.81582177	0.82476556	0.6980399	0.8237394	0.8482642	0.783898	0.8462801	0.8825544	0.9041322	0.8514922	0.8659384	0.9496811	0.8446895	0.85181427	0.816116	0.7643112	0.79353786	0.8574537	0.90497637	0.9465403	0.8751283	0.8410775	0.7949444	0.86985564	0.93080103	0.9245801	0.863276	0.857201	0.7378915	0.8751068	0.84409684	0.74449193	0.86636317	0.86742413	0.87213093	0.7126924	0.8682352	0.7779302	0.73085845	0.80945575	0.93634164	0.85499144	0.9043242	0.8066838	0.8185067	0.9235488	0.81986	0.81149936	0.79688764	0.81045866	0.7957561	0.7657071	0.8493429	0.81349725	0.88037395	0.91168356	0.85794926	0.88144904	0.87379754	0.8698397	0.8699553	0.8708049	0.632633	0.8352848	0.86373997	0.9006761	0.83313996	0.72927076	0.61176723	0.7792891	0.8097427	0.83195573	0.8506613	0.8505678	0.86848664	0.8682496	0.8870556	0.8220378	0.8992391	0.62207377	0.6537209	0.6608125	0.85566545	0.770681	0.7658346	0.6782745	0.8182148	0.77942586	0.75578433	0.76969814	0.841181	0.9007414	0.8790164	0.7260014	0.7545964	0.853477	0.78692657	0.79624593	0.89353	0.8472413	0.91649646	0.8034856	0.91982394	0.7855087	0.81945443	0.7477853	0.8790461	0.79658234	0.8725397	0.863234	0.86657405	0.85653746	0.8602204	0.8727982	0.85166043	0.7794461	0.9617447	0.8443835	0.82736975	0.8796841	0.7998389	0.8287419	0.8470093	0.61204636	0.89388406	0.87401384	0.85134315	0.7334813	0.9655311	0.95304054	0.86650115	0.7382137	0.71055317	0.7643047	0.84312034	0.7030022	0.93643636	0.7472099	0.81004834	0.7628998	0.886784	0.9067843	0.8993147	0.7922107	0.76537853	0.796085	0.7354816	0.8971349	0.6225985	0.8638894	0.93153036	0.89663047	0.79209983	0.71369684	0.92937094	0.7994694	0.6851733	0.8668027	0.8554966	0.86453307	0.8429785	0.81257915	0.8908055	0.9454967	0.8609563	0.73930687	0.7547355	0.684275	0.8877864	0.78799564	0.8722426	0.8519539	0.94173515	0.8143202	0.92368394	0.8791317	0.8449463	0.72219884	0.9065803	0.7008436	0.887847	0.93052566	0.9168029	0.81652665	0.75487036	0.7834474	0.8656585	0.8380021	0.7772538	0.9533051	0.8434974	0.87327397	0.74466234	0.79900795	0.8530894	0.8534357	0.7198198	0.93408734	0.8522855	0.8981682	0.8669076	0.74948263	0.8997882	0.8231352	0.78904986	0.96715784	0.7105398	0.87402284	0.8237081	0.873333	0.8011102	0.88039464	0.87858844	0.8236372	0.90212345	0.8887843	0.8977794	0.87692267	0.7545388	0.803231	0.93585837	0.9156569	0.7218107	0.7833488	0.88555586	0.81437707	0.90523046	0.80714685	0.8813651	0.73658967	0.9192034	0.9176128	0.8197069	0.7657573	0.86185545	0.7704935	0.8113613	0.66809326	0.7103626	0.8393619	0.7899165	0.72447634	0.79836607	0.72730196	0.927914	0.67665064	0.88770306	0.7025565	0.89756536	0.89275926	0.84865916	0.9360871	0.8968903	0.9364294	0.81085694	0.8816608	0.8827747	0.8850624	0.8600556	0.7135136	0.79027736	0.8401131	0.81006575	0.945625	0.9128676	0.88798386	0.85484415	0.9206539	0.8898856	0.93115336	0.89233863	0.8682293	0.75816613	0.82152987	0.80217075	0.8804291	0.92488736	0.95908237	0.89896	0.76350284	0.7008375	0.8978362	0.7048131	0.86659694	0.8991519	0.89006346	0.92447495	0.8306601	0.8943063	0.8173014	0.8118446	0.79654	0.7785305	0.7105521	0.7480129	0.8835411	0.8127993	0.8645131	0.8746589	0.87568235	0.80291057	0.8946704	0.88435894	0.81562835	0.90841115	0.7194712	0.7976396	0.8538699	0.8856573	0.9181769	0.8262158	0.8799573	0.7625525	0.7690189	0.9263407	0.90705067	0.79875445	0.7248279	0.8198265	0.71155477	0.69465613	0.85470366	0.8722729	0.8916919	0.85713357	0.8276426	0.7435019	0.8003044	0.9131584	0.79495615	0.9137852	0.8832267	0.8135444	0.87761855	0.91760945	0.88482094	0.90731883	0.81214136	0.81033725	0.93225735	0.9006294	0.8389474	0.7972479	0.77096575	0.9218898	0.8056319	0.83692575	0.7617325	0.8523048	0.9151547	0.934829	0.81253946	0.7211579	0.89839536	0.93692714	0.86903906	0.8384769	0.927876	0.72663987	0.8241121	0.9180073	0.93499434	0.89151055	0.80545384	0.7820983	0.9307326	0.7762279	0.8870439	0.7455652	0.8996057	0.83484906	0.7504863	0.85306174	0.89949304	0.7753792	0.89890385	0.8783861	0.8538899	0.89931035	0.7838223	0.83272225	0.8736007	0.7814907	0.8573275	0.89885426	0.78916514	0.9501989	0.83787245	0.8388574	0.9023858	0.8656362	0.813016	0.87497306	0.9243111	0.89358777	0.83900225	0.85315734	0.91221833	0.70493984	0.802168	0.8176978	0.85107076	0.82874876	0.84118223	0.9078994	0.7764878	0.6838876	0.788564	0.8992674	0.74481535	0.8274005	0.72468483
