	inventaris/noun	kooi/noun	urine_staal/noun	monitor/noun	hard/adj	houten/adj	vat/verb	mentaal/adj	uitwerpsel/noun	onjuist/adj	schiet/verb	Waals/adj	dossier/noun	genomen/adj	bedek/verb	kilo_gram/noun	test/verb	traan/noun	tast_aan/verb	fruit/noun	chirurgisch/adj	puur/adj	dagelijks/adj	hoop/noun	stuk/noun	name/adv	bijvoorbeeld/adv	onderzoek/noun	staal_bedrijf/noun	onderzoeker/noun	bijnaam/noun	constructie/noun	projectiel/noun	geometrisch/adj	dug-out/noun	Europees/adj	arts/noun	code/noun	uitgebreid/adj	kabaal/noun	high_tech/adj	symbool/noun	afgewerkt/adj	voldoende/adj	kom_bij/adj	man/noun	schiet_uit/verb	pak/noun	geraamte/noun	wagon/noun	ingreep/noun	bouw_werk/noun	wit/adj	dienstverlening/noun	spiraal/noun	ben/verb	materiaal/noun	genees_middel/noun	lig/verb	bevolking/noun	lood/noun	kunststof/noun	afval_bak/noun	traag/adj	wijn/noun	goedkoop/adj	gebruikelijk/adj	mijn/noun	licht/adj	auto/noun	licht/noun	vliegtuig/noun	besmetting/noun	fles/noun	pers/verb	subsidie/noun	monster/noun	wals/verb	keer/noun	plat/adj	aureool/noun	uitgestrekt/adj	keramiek/noun	aanvankelijk/adj	indrukwekkend/adj	sector/noun	beheers/verb	Amerikaans/adj	beeld/noun	vraag/verb	uitgevoerd/adj	medisch/adj	verhoog/verb	onderneming/noun	romp/noun	onderzoek/verb	bedrijf/noun	garandeer/verb	stoot_af/verb	leuning/noun	gerief/noun	universiteit/noun	produceer/verb	gereedschap/noun	vluchtig/adj	automobiel/noun	helemaal/adv	controleer/verb	hoogwaardig/adj	bewaar/verb	poot/noun	rubber/noun	gloeilamp/noun	installatie/noun	doolhof/noun	verdacht/adj	zenuw/noun	uitsluitsel/noun	vlees/noun	toepassing/noun	onregelmatig/adj	ontwar/verb	illustreer/verb	titanium/noun	bouwmateriaal/noun	klein/adj	ga_na/verb	magnetisch/adj	helft/noun	nieuw/adj	slachthuis/noun	verbanning/noun	met/adv	asbest/noun	februari/noun	paleis/noun	export/noun	zaag_door/verb	diep/adj	trek_op/verb	glas/noun	lading/noun	voortaan/adv	extra/adj	liefst/adv	groot/adj	val_op/verb	koraal/noun	kunst_werk/noun	vernuft/noun	dubbel/adj	blink/verb	buig/verb	schaf_af/verb	voer_uit/verb	breng_aan/verb	gigant/noun	wanneer/adv	monumentaal/adj	inlands/adj	half/adj	verwerking/noun	gebouw/noun	aanduiding/noun	rail/noun	complex/noun	ruiter/noun	pesticiden/noun	prijs/noun	afzondering/noun	til/verb	duur_voort/adj	hand_greep/noun	kilo/noun	laat/verb	marmer/noun	des/adv	plastiek/noun	klant/noun	geïmporteerd/adj	geweldig/adj	ongeveer/adv	overspoel/verb	ultiem/adj	doos/noun	gebruik/verb	riskeer/verb	uithouding_vermogen/noun	volledig/adj	dik/adj	stalen/adj	gehuld/adj	textiel/noun	graniet/noun	analyseer/verb	verloren/adj	vast/adj	alge/noun	afgezaagd/adj	reusachtig/adj	kist/noun	dak/noun	overschot/noun	doorboor/verb	reus/noun	eet_tafel/noun	oerwoud/noun	opgetrokken/adj	invoer/noun	distributie/noun	degelijk/adv	rond/adj	ijzer/noun	ga_toe/verb	video_camera/noun	gepantserd/adj	boer/noun	divisie/noun	verbrand/adj	neem_af/verb	schildering/noun	neem_mee/verb	honderden/noun	kracht/noun	zwaard/noun	slinger_rond/adj	allerijl/adv	brons/noun	gewenst/adj	mascotte/noun	er/adv	been/noun	omzet/noun	alleen/adj	inox/noun	ver/adj	omhoog/adv	ogenblik/noun	muur/noun	vergelijking/noun	hoog/adj	blok/noun	import_heffing/noun	stellage/noun	tegel/noun	tank/noun	collectie/noun	eet_op/verb	werknemer/noun	beeldscherm/noun	analyse/noun	representatief/adj	vervaardig/verb	leer/noun	staal/noun	migrant/noun	betonnen/adj	aanwezigheid/noun	miljoen/noun	heffing/noun	bevind/verb	water/noun	campus/noun	vervolgens/adv	gootsteen/noun	methode/noun	totaal/adv	verzamel/verb	besmet/verb	ingenieur/noun	lichtgewicht/adj	sculptuur/noun	kantoor_gebouw/noun	gevel/noun	afdeling/noun	rook/noun	glas_raam/noun	stel_vrij/verb	roest_vrij/adj	berg/noun	perikel/noun	hout/noun	landbouw_product/noun	vraag/noun	klank/noun	dun/adj	bronzen/adj	verpletterend/adj	particulier/noun	vervoer/verb	positief/adj	genoemd/adj	kwast/noun	gesteente/noun	meerder/adj	zwembad/noun	1998/noun	soja/noun	buitenlands/adj	bodem/noun	beperking/noun	modern/adj	papier/noun	procent/noun	pijp/noun	lager/noun	ruw/adj	vergelijk/verb	architect/noun	spuit/noun	nodig/adj	maak/verb	loop_terug/verb	verroest/adj	zacht/adj	schilder/verb	plaat/noun	productie/noun	gemanipuleerd/adj	bewerk/verb	wellicht/adv	kubus/noun	parket/noun	bevestig/verb	locatie/noun	tref_aan/verb	begeef/verb	stenen/adj	baksteen/noun	olie/noun	verwrongen/adj	waar/adv	oud/adj	pilaar/noun	Brits/adj	stoel/noun	doordacht/adj	zuil/noun	fabricage/noun	investeer/verb	slagveld/noun	minder/adj	besta/verb	draag/adj	goud/noun	centi_meter/noun	word/verb	chroom/noun	vet/noun	voer_in/verb	buitenland/noun	gepolijst/adj	koppeling/noun	blijk/verb	combineer/verb	verwijder/verb	ijl/adj	hoeveelheid/noun	aangekocht/adj	controle/noun	petrochemie/noun	jaarlijks/adj	stof/noun	beneden/adv	internet/noun	levend/adj	divers/adj	'99/noun	10/noun	verwerk/verb	leg_toe/verb	fijn/adj	bos/noun	lijf/noun	album/noun	creatie/noun	glasvezel/noun	onderdeel/noun	pvc/noun	bijl/noun	gevoelig/adj	gehard/adj	gewicht/noun	oogappel/noun	zand/noun	schuil/verb	spoor/noun	samenspel/noun	waarde/noun	computer/noun	storing/noun	dijk/noun	aluminium/noun	sterk/adj	neem/verb	futuristische/adj	verdieping/noun	ton/noun	aluminium/adj	steen/noun	importeer/verb	verzink/verb	producent/noun	makkelijk/adj	grond/noun	vloeibaar/adj	compromis_loos/adj	kool/noun	industrie/noun	dikte/noun	dreig/verb	Fins/adj	uitvoering/noun	bel_DIM/noun	diamant/noun	Vlaams/adj	cachet/noun	lab/noun	strak/adj	recent/adj	web/noun	boven_haal/verb	verschil/adj	minder/adv	ondertussen/adv	villa/noun	ambachtelijk/adj	rol/noun	geladen/adj	gebruikt/adj	bind_middel/noun	hier/adv	meer/adj	meter/noun	landbouw/noun	zuiver/adj	asfalt/noun	deel_uit/verb	mechanisch/adj	eindproduct/noun	markt/noun	geconcentreerd/adj	wijs_uit/verb	sober/adj	breed/adj	bestek/noun	bevat/verb	straal_uit/verb	traditioneel/adj	auto_wrak/noun	zwaar/adj	eis/verb	betaam/verb	toevoeging/noun	grondstof/noun	wereldwijd/adj	das/noun	vorm/noun	gelakt/adj	onmiddellijk/adj	restant/noun	beton/noun	voer_op/verb	industrieel/adj	filter/verb
inventaris/noun	0.0	0.9000951	0.75779176	0.8268211	0.908359	0.7811326	0.8877543	0.9285304	0.81609434	0.7604568	0.9182752	0.85139346	0.7183362	0.6727664	0.8246118	0.8361975	0.8063374	0.97442275	0.832787	0.84734607	0.8534223	0.8627064	0.87628466	0.9140969	0.85947764	0.8911515	0.779238	0.75455177	0.8899093	0.7989694	0.8335815	0.76574516	0.7903453	0.7840527	0.946403	0.8535981	0.9041313	0.816839	0.7109436	0.84580404	0.79607093	0.8266506	0.67054236	0.8345444	0.7797184	0.88022125	0.8909424	0.88406307	0.7694717	0.855493	0.8631202	0.68391603	0.8338283	0.8075508	0.9319701	0.8393932	0.72684723	0.7754724	0.8490243	0.8768503	0.83776414	0.8068323	0.8825979	0.8604129	0.8495388	0.8188711	0.83724695	0.81155574	0.896074	0.83913666	0.9398534	0.8159262	0.8468223	0.81121427	0.864579	0.8193388	0.79811376	0.8733469	0.9181343	0.8125806	0.89844114	0.80371475	0.8005676	0.907339	0.73257613	0.8252839	0.8397655	0.8497484	0.7784548	0.8613592	0.79014	0.77796376	0.85218644	0.83539116	0.84541786	0.76872945	0.7942289	0.85281396	0.77574897	0.9359826	0.7970912	0.8109959	0.80962336	0.78642416	0.76225287	0.8098917	0.89886004	0.7959443	0.77958405	0.6908291	0.8362278	0.8346837	0.913155	0.6914411	0.7780924	0.78301764	0.92781043	0.8198372	0.861567	0.8208015	0.86843956	0.83798516	0.6730275	0.8648641	0.7915169	0.8483909	0.73696476	0.8207992	0.945766	0.7782303	0.77403796	0.88520265	0.88384885	0.724262	0.92888683	0.77064	0.78948015	0.90275735	0.91924834	0.78124523	0.815658	0.82616144	0.7673522	0.84310234	0.8498294	0.80625856	0.8865516	0.8663941	0.6801114	0.8521459	0.88061893	0.9194672	0.9103273	0.79028004	0.74048865	0.8483649	0.8484857	0.8708966	0.71788716	0.845959	0.93907535	0.77199763	0.71271193	0.76852965	0.90456784	0.7373861	0.8078176	0.7304998	0.7818643	0.86473423	0.89557886	0.92191255	0.8902359	0.82188267	0.8952552	0.79100865	0.8609598	0.7889129	0.8250911	0.7040245	0.953684	0.8414264	0.8195769	0.9196898	0.76499593	0.79323876	0.8709099	0.92301965	0.7634391	0.9088036	0.82935095	0.8702613	0.7995538	0.8480099	0.7260071	0.84238863	0.82488084	0.84843373	0.846501	0.7397137	0.8069917	0.8391555	0.8531215	0.8585724	0.85743475	0.82381624	0.8658185	0.7600793	0.7925207	0.8158522	0.83113885	0.808255	0.8127362	0.86996865	0.8566147	0.86743796	0.87990534	0.8852693	0.83470106	0.8611596	0.8144454	0.78894913	0.7644278	0.96286297	0.8847675	0.8640611	0.93304056	0.9208706	0.88014895	0.88037443	0.79483104	0.9623396	0.90877426	0.83509094	0.899479	0.84943813	0.90805626	0.8935422	0.82531977	0.7318268	0.8689249	0.8768237	0.8633182	0.8748144	0.8249235	0.87454134	0.64071435	0.90178645	0.86936283	0.87143034	0.65710425	0.7177161	0.7515849	0.86913395	0.7737148	0.89907706	0.7842439	0.86425304	0.88158166	0.79456687	0.7527329	0.82973397	0.8164201	0.840332	0.93301094	0.8044146	0.8123863	0.7268601	0.80643654	0.8020023	0.8531981	0.7816494	0.78229594	0.782832	0.8602751	0.885979	0.8104822	0.7241744	0.84146523	0.8638874	0.83148086	0.80217296	0.8064288	0.91193414	0.82364094	0.9069242	0.85143006	0.90998673	0.73118126	0.7976632	0.9127438	0.8626356	0.90850496	0.79085577	0.8074379	0.79902667	0.9244295	0.82383037	0.83295393	0.8345152	0.85978943	0.73945075	0.7871461	0.8912232	0.8562471	0.88276535	0.79273254	0.8192445	0.7630104	0.76963687	0.8499819	0.7612476	0.8987443	0.823735	0.8763907	0.86387265	0.8267511	0.77621335	0.7562252	0.82383335	0.91374177	0.83049107	0.85768294	0.848269	0.8125849	0.7421423	0.8331277	0.75062346	0.7191487	0.8033582	0.8459763	0.8076438	0.72170615	0.8325666	0.8557171	0.8985117	0.76490974	0.78792465	0.80151826	0.85019755	0.8662957	0.8587523	0.75247705	0.85480857	0.90868664	0.9058554	0.75802046	0.88027906	0.818943	0.7846467	0.8728311	0.8350662	0.8275473	0.78755885	0.86293936	0.8115666	0.8662633	0.7675103	0.6803445	0.7784094	0.8735045	0.8220855	0.78223526	0.9007001	0.781739	0.80196637	0.7390562	0.8647877	0.9363276	0.7818969	0.7832197	0.88216764	0.87248504	0.93457717	0.7697295	0.8132461	0.8675993	0.7684704	0.8316812	0.90828335	0.83136666	0.8599975	0.924989	0.93771154	0.85934836	0.8263157	0.8378576	0.85029286	0.8308289	0.7836479	0.82849497	0.9064734	0.80415714	0.90377486	0.87538934	0.75495636	0.7681154	0.79768735	0.80551386	0.82230353	0.82190454	0.8289785	0.85751426	0.887704	0.8408718	0.7898222	0.78026986	0.84236604	0.8069187	0.9004785	0.87795585	0.8528886	0.83815193	0.8615169	0.7670954	0.7857987	0.8035376	0.7689721	0.8695166	0.74121535	0.88398296	0.7964946	0.72553843	0.90100646	0.7296818	0.7566881	0.76965326	0.9320987	0.84337884	0.76303554	0.80059683	0.9182057	0.8775326	0.8862429	0.8578186	0.8429045	0.86215234	0.86525446	0.7684977	0.77424306	0.877433	0.8648014	0.79860854	0.7344109	0.87913895	0.78406596	0.7224738	0.8892772	0.8639178	0.8052739	0.9075323	0.8810946	0.75254416	0.7761849	0.78430605	0.791554	0.8769834	0.79474676	0.89278245	0.8735438	0.71638316	0.8085954	0.8879897	0.76380116	0.77563083
kooi/noun	0.9000951	0.0	0.90085506	0.8613197	0.80503416	0.5750432	0.7617922	0.8577846	0.76036304	0.9303332	0.7614583	0.85679597	0.9090233	0.80416024	0.61109567	0.7121288	0.81625354	0.8451465	0.7007977	0.7908786	0.8074324	0.8929991	0.848289	0.6800879	0.6916102	0.94365084	0.8380095	0.94571614	0.93808955	0.8793159	0.8994412	0.5645697	0.73544836	0.71368444	0.8615814	0.9235348	0.89630526	0.85272133	0.92299604	0.75843984	0.7869051	0.7493965	0.76449823	0.7971002	0.85467666	0.84957534	0.81972885	0.7953305	0.54267836	0.59608597	0.9350522	0.73049265	0.7104568	0.95393884	0.8058387	0.8799213	0.7113469	0.87533027	0.71071136	0.9544172	0.70446074	0.71073425	0.85652244	0.8540936	0.8542808	0.87779194	0.8289291	0.7426549	0.70878273	0.6983854	0.72453827	0.79038584	0.84631777	0.74559814	0.6700987	0.96586156	0.6573657	0.8535887	0.90061015	0.7471647	0.8347664	0.77335775	0.75555795	0.90920335	0.7479893	0.9259047	0.84073585	0.9027519	0.8132999	0.97788894	0.79714763	0.92331773	0.8875695	0.9062208	0.6335699	0.79085433	0.9189911	0.9062118	0.91381365	0.711501	0.91044426	0.9560067	0.7587431	0.79496956	0.8936925	0.8593433	0.76987064	0.88145185	0.8558451	0.7752089	0.65076184	0.66213286	0.8691609	0.7290132	0.7884379	0.8540385	0.7988707	0.95663446	0.7726803	0.86708117	0.877772	0.9141222	0.9089141	0.77102137	0.781106	0.69833386	0.868309	0.6720067	0.9473417	0.86580837	0.8301678	0.92426085	0.9518678	0.7994071	0.9515489	0.78779924	0.8810663	0.81375587	0.81335664	0.6999942	0.61597013	0.6723289	0.8064232	0.85122573	0.8486594	0.7701653	0.80425465	0.78227866	0.7281876	0.8704269	0.6767501	0.8028325	0.8065854	0.9307842	0.85480547	0.6298089	0.8130574	0.82566917	0.7484603	0.86509633	0.8191743	0.872349	0.6707522	0.91450083	0.61142737	0.7325922	0.8722513	0.8543598	0.8665929	0.75128645	0.7997595	0.8646159	0.8179526	0.71848464	0.83715147	0.7470023	0.91879535	0.6167772	0.912144	0.87869334	0.861525	0.842563	0.8422662	0.89291006	0.64516175	0.7874	0.90880275	0.8433223	0.7212596	0.6463479	0.57398695	0.78527653	0.76710486	0.81608754	0.83858085	0.79462326	0.86404055	0.74480295	0.81129307	0.5474681	0.57215357	0.5340301	0.83953995	0.6090421	0.6796826	0.6786183	0.8538263	0.6733162	0.8783377	0.9081177	0.8450413	0.66078657	0.6510687	0.91166663	0.78131324	0.7209039	0.91307265	0.9040442	0.70890176	0.87705207	0.7604564	0.8096329	0.7390066	0.83596224	0.74582815	0.8264674	0.7865617	0.8087746	0.87175107	0.8029096	0.89722514	0.74758637	0.9574994	0.8193877	0.8051691	0.88551086	0.7922901	0.80377936	0.58755964	0.9204263	0.79772836	0.6902745	0.9356477	0.64095616	0.6648913	0.5638431	0.8206327	0.76180434	0.96391386	0.84393835	0.868926	0.8698202	0.7464249	0.70651627	0.6345386	0.91699517	0.5322938	0.8122674	0.9317244	0.9324932	0.70642745	0.6469397	0.84970456	0.686867	0.9289428	0.8877641	0.854246	0.7881998	0.8543408	0.8877129	0.7506002	0.6881194	0.76192296	0.6291163	0.8435135	0.7715228	0.6528383	0.9301693	0.7559227	0.7560669	0.912169	0.6658566	0.88450414	0.9476503	0.8846028	0.64410025	0.69124657	0.8427201	0.8667476	0.70963264	0.88080037	0.8450015	0.82313347	0.76021993	0.85463655	0.73676574	0.93414575	0.8689469	0.932202	0.63078487	0.9385026	0.8043165	0.72276294	0.9391527	0.6323847	0.7458051	0.77054286	0.8546864	0.82067	0.87375546	0.8620153	0.8023337	0.89888126	0.6106482	0.77766085	0.7254182	0.61260474	0.8212756	0.8710247	0.8404949	0.8994738	0.5983333	0.9166267	0.8520814	0.9250747	0.6879728	0.7065041	0.6836734	0.6778205	0.76758534	0.64271116	0.74160063	0.7342862	0.7104544	0.919706	0.71155536	0.95182645	0.65432596	0.8999028	0.9183717	0.7797649	0.91600484	0.7214081	0.6991003	0.8052147	0.62001497	0.7970462	0.73451453	0.7846184	0.89502305	0.9301141	0.79740334	0.89019024	0.8985192	0.83631057	0.6538227	0.82821983	0.6981099	0.93200266	0.91699666	0.90841496	0.8937655	0.67089176	0.57863337	0.9344138	0.71382815	0.86374897	0.9264015	0.9364831	0.7355934	0.9358925	0.7022011	0.69710773	0.73908013	0.93157583	0.77805746	0.88920975	0.7394177	0.75838053	0.77724254	0.8906549	0.77215075	0.6734415	0.90404695	0.654174	0.81621444	0.6714923	0.8813997	0.9128688	0.85594654	0.8850139	0.6818895	0.7201049	0.8292588	0.8797067	0.7742442	0.7138877	0.68870604	0.627064	0.657192	0.82691777	0.8386768	0.8262439	0.8847554	0.71857107	0.71160966	0.9426591	0.7350277	0.91136277	0.68300986	0.8895192	0.88702327	0.9064714	0.86001235	0.80620575	0.92554	0.88210773	0.837664	0.7835653	0.9587088	0.84906054	0.84850585	0.8318677	0.9237488	0.8989437	0.7683896	0.8750254	0.9323932	0.6994142	0.7664273	0.8986827	0.8161127	0.92134476	0.6197326	0.93108314	0.85549104	0.7012994	0.8198732	0.840781	0.86679953	0.90315485	0.8188505	0.8800246	0.7861353	0.7425821	0.7780484	0.7573434	0.8411034	0.8077936	0.75509703	0.73708534	0.9458584	0.903999	0.8148281	0.85378295	0.94376343	0.9034726	0.80267644	0.73096496	0.8309602	0.66919404	0.60712665	0.9309399	0.8149357	0.85706437
urine_staal/noun	0.75779176	0.90085506	0.0	0.88015723	0.9552282	0.9451235	0.9034097	0.89287966	0.7257394	0.82053125	0.94890356	0.8967495	0.71975553	0.6848761	0.9283992	0.8691262	0.68800217	0.9328363	0.91282237	0.8863066	0.8278085	0.91915447	0.8172787	0.908461	0.9082303	0.92741174	0.88745105	0.5469096	0.8686266	0.5910585	0.9129698	0.89028364	0.8333924	0.8738126	0.921676	0.9079994	0.76043093	0.78259474	0.6387237	0.84026736	0.8841646	0.9210462	0.87041044	0.76178765	0.76186466	0.84374785	0.85937953	0.91368663	0.87560004	0.82792866	0.824437	0.8736737	0.92288214	0.8534804	0.92591083	0.884413	0.7794132	0.7479819	0.9242688	0.8530742	0.8618554	0.89531416	0.8432392	0.9101476	0.9008249	0.9328489	0.83947563	0.858338	0.91536266	0.8397693	0.89611775	0.8302588	0.61789155	0.8731606	0.90600383	0.8986027	0.6115651	0.79047525	0.85834026	0.9606335	0.81738967	0.93230784	0.90296656	0.8461696	0.9071911	0.87906736	0.8911367	0.8277389	0.89491814	0.79515934	0.8428805	0.71858734	0.87752014	0.8778635	0.87753654	0.58469737	0.84883225	0.93215185	0.88792324	0.9395857	0.8473066	0.7286212	0.84534127	0.89093155	0.7139248	0.81855655	0.95725197	0.7487973	0.8809643	0.799983	0.9327306	0.9041842	0.9092883	0.87701344	0.8891082	0.6223363	0.87187773	0.69351345	0.83940184	0.8483609	0.87700915	0.8973328	0.88932335	0.9126107	0.87653285	0.9114275	0.58639944	0.7868682	0.8563534	0.9202691	0.73320353	0.8262016	0.92251563	0.69464004	0.84766936	0.9032036	0.8436842	0.9225144	0.89716786	0.9385255	0.9191296	0.80215615	0.863194	0.8473989	0.8346886	0.91647226	0.8922842	0.8919956	0.87064266	0.92336667	0.9045538	0.9357914	0.90900683	0.92615974	0.65611994	0.93463504	0.8941334	0.90303904	0.936398	0.8920406	0.9518377	0.87365186	0.90994024	0.85510534	0.90954137	0.9089314	0.83942956	0.7506138	0.94053	0.8672199	0.9393509	0.83893156	0.9187403	0.848223	0.7616581	0.9063402	0.94427925	0.8609086	0.85605764	0.72334194	0.949273	0.8198819	0.86989367	0.8807618	0.8334583	0.8868314	0.8802003	0.78988445	0.8906725	0.9401658	0.88662755	0.94155705	0.8948848	0.9305382	0.6227954	0.88041186	0.91951585	0.8456307	0.9022724	0.9087087	0.898812	0.9598714	0.7564918	0.92588395	0.9354327	0.91935104	0.8977616	0.9467912	0.8464278	0.8988181	0.81363696	0.9715836	0.878361	0.9638039	0.87069285	0.8840952	0.9021583	0.92214304	0.79934156	0.7834401	0.87933886	0.8702467	0.81701887	0.8840662	0.91389275	0.89443964	0.77196455	0.94345886	0.8599548	0.931399	0.6918692	0.9442942	0.8535948	0.8316658	0.9250874	0.7174218	0.9465122	0.88697565	0.9460114	0.7985794	0.9541165	0.968554	0.91135645	0.9500575	0.87937343	0.8511475	0.84645045	0.8976197	0.8312211	0.8771136	0.574967	0.7115097	0.86663693	0.8977236	0.752706	0.8433429	0.9389927	0.6990092	0.83202255	0.8508718	0.8070803	0.8521052	0.87548244	0.7929433	0.8962354	0.7373047	0.8251929	0.77758735	0.7156911	0.83200395	0.91674507	0.9551594	0.8986878	0.9274472	0.904255	0.88168985	0.8794179	0.87483764	0.9077386	0.92132896	0.8811061	0.8957614	0.93436944	0.77570593	0.8841085	0.9208132	0.9714095	0.8541919	0.9036196	0.8408321	0.7175629	0.8893262	0.95206696	0.73998326	0.8591246	0.9316831	0.8291153	0.84661055	0.8469769	0.8740576	0.85896695	0.92734253	0.85447633	0.8323045	0.9045903	0.9134366	0.88878524	0.8366382	0.93755186	0.709007	0.81270283	0.8967372	0.84926873	0.87045705	0.9204857	0.9633161	0.92617375	0.87086785	0.7837698	0.88155127	0.8700206	0.9431485	0.6341073	0.7491963	0.81746763	0.74015045	0.9278942	0.9252147	0.89316785	0.8426929	0.8748467	0.8996558	0.908556	0.9532922	0.80623055	0.9147129	0.8409299	0.9096222	0.9057508	0.88557893	0.8915775	0.9146422	0.86544275	0.9291665	0.91537756	0.9372823	0.7211859	0.8545177	0.8195545	0.87523115	0.89851046	0.915606	0.90663534	0.6567772	0.90288866	0.8855802	0.90222514	0.8029241	0.88774985	0.6907991	0.91148585	0.8096781	0.7319981	0.9440242	0.89419436	0.8913992	0.771443	0.69356024	0.8976411	0.8439873	0.9116476	0.9065797	0.9024712	0.9572158	0.8423307	0.89085007	0.8855011	0.9093193	0.85865724	0.91239727	0.8950706	0.8983371	0.8939721	0.8720572	0.8785082	0.92490923	0.7235146	0.927096	0.8730581	0.8113539	0.86903936	0.9246213	0.8959733	0.8799177	0.85811305	0.9269833	0.9348627	0.851177	0.90904886	0.90200514	0.87253493	0.89874816	0.9249559	0.93409115	0.92494315	0.8100376	0.9011905	0.8740014	0.8496802	0.8295256	0.94389004	0.86896133	0.8725618	0.8391886	0.8229695	0.9238678	0.8689957	0.5445646	0.92323905	0.7586901	0.856138	0.91468096	0.72315335	0.9073338	0.7199906	0.93097323	0.8720564	0.89638054	0.88767254	0.81931776	0.8829181	0.92477953	0.87632793	0.95647013	0.88690424	0.8572963	0.8714509	0.9162957	0.88678265	0.7900089	0.89475095	0.8979229	0.6325151	0.88853574	0.9416687	0.8867276	0.81037223	0.9047027	0.9122062	0.83062685	0.96056944	0.8430429	0.9022159	0.7986813	0.8111838	0.8500465	0.9397033	0.9374877	0.9324057	0.84396577	0.85701877	0.89637727	0.86907405	0.87339264	0.75278294
