	steun/verb	Albanees/noun	word/verb	winkel/verb	baas/noun	joods/adj	vrijheid/noun	inmiddels/adv	hoe/adj	tv/noun	Anthuenis/noun	vergadering/noun	wreed/adj	prostituee/noun	klus/noun	nuchterheid/noun	prietpraat/noun	13-jarige/adj	begin/noun	Amerikaan/noun	in/adv	journalist/noun	on_versneden/adj	Arabier/noun	ultra_orthodox/adj	jodendom/noun	moeder/noun	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	waarom/adv	verrekt/adj	kunst/noun	liberaal/adj	woord/noun	leer/verb	Duitser/noun	islam/noun	systeem/noun	meute/noun	dagelijks/adj	varken/noun	zelfs/adv	grinnik/verb	type/noun	hoe/noun	overigens/adv	politiek/noun	super_held/noun	kind/noun	luister/adj	Syriër/noun	ga/verb	evenzeer/adv	intens/adj	oorlog/noun	religieus/adj	stad/noun	verlies/verb	schop/verb	bemin/verb	soort/noun	zal/verb	lach/verb	regel_DIM/noun	Javaan/noun	diep/adj	zo/adv	vraag_af/verb	kater/noun	namaak/noun	talentvol/adj	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	meest/adj	begin/verb	land/noun	Waal/noun	pas/noun	zeg/verb	onderwijs/noun	laconiek/adj	Tutsi/noun	opgesloten/adj	draadloos/adj	liefde/noun	las/verb	onderonsje/noun	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	geit/noun	eeuwig/adj	hoezeer/adv	realiteit/noun	tegenstander/noun	vervloek/verb	destijds/adv	tevoren/adv	verdwaal/verb	nooit/adv	niet/adv	computer_spel_DIM/noun	tennis/noun	man/noun	gelijkelijk/adv	maandag/noun	vrouw/noun	middelmaat/noun	criticus/noun	armband/noun	toestand/noun	film/noun	ons/noun	etiket/noun	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	geweld/noun	persoonlijk/adj	medium/noun	reden/noun	tegenwoordig/adj	heel/adj	soms/adv	wereld/noun	modern/adj	trend/noun	genocide_wet/noun	Democraat/noun	gezeik/verb	allebei/adv	vader/noun	aartsvijand/noun	romantisch/adj	mens/noun	misschien/adv	volk/noun	intellectueel/adj	ras/noun	tuig/noun	perfectie/noun	gewoon/adj	ander/adj	voordracht/noun	steeds/adv	dirigent/noun	waarschijnlijk/adj	zeur/verb	gevoel/noun	hier/adv	staat/noun	ongelijkheid/noun	voetbal/noun	wantrouw/verb	natuurlijk/adj	pest/noun	schoen/noun	ander/noun	verhuis/verb	strafschop/noun	huis_werk/noun	Kosovo_crisis/noun	Engelsman/noun	vecht/verb	oud/adj	baan_DIM/noun	kerst/noun	allemaal/adv	pop_ster/noun	fel/adj	boek/noun	regelrecht/adj	duif_liefhebber/noun	feite/adv	vraag/verb	sprookje/noun	Nederlander/noun	zwart/adj	Iraans/adj	president/noun
middelmaat/noun	0.9028634	0.9231908	0.9232335	0.9326559	0.94587487	0.9203313	0.8085965	0.97928435	0.8825419	0.84595853	0.84113926	0.9693383	0.82476616	0.93277925	0.967126	0.8885705	0.7773242	0.9929364	0.9598451	0.93672943	0.8604823	0.8368946	0.73974067	0.9031946	0.9664863	0.9704907	0.97804344	0.7069999	0.8811774	0.87825924	0.66403884	0.86895263	0.91764295	0.8218924	0.91407526	0.88530236	0.9009713	0.9213289	0.85558903	0.896156	0.9426701	0.8336096	0.9727473	0.68285424	0.8611875	0.81492746	0.91947734	0.8809299	0.91357046	0.47758073	0.8993719	0.94307333	0.8918724	0.85721195	0.8143984	0.8061355	0.82867455	0.89829344	0.9837212	0.90441144	0.8201636	0.9167675	0.6907855	0.90511304	0.9292245	0.8919829	0.9711993	0.94564223	0.8585087	0.91471076	0.91221637	0.864427	0.5741937	0.86442167	0.8186571	0.7892022	0.93867207	0.7461928	0.9539838	0.8477664	0.91826546	0.96829015	0.90987504	0.82706505	0.93327445	0.92479676	0.9885107	0.96106935	0.7625288	0.92999005	0.80569375	0.76772463	0.63453084	0.6658504	0.8535654	0.9816003	0.9818269	0.8108415	0.9250178	0.7890036	0.88901067	0.8640054	0.9688384	0.8601382	0.9313662	0.76157045	0.7798635	0.8804832	0.7946827	0.95878506	0.96473706	0.9778592	0.93806934	0.0	0.75641584	0.9609786	0.8772786	0.6445862	0.91191196	0.9190752	0.9150337	0.9273381	0.8586298	0.76637363	0.81291544	0.92483866	0.77245796	0.8949548	0.9688802	0.6928899	0.84858155	0.7394167	0.92166895	0.83521473	0.8653438	0.9906984	0.9746811	0.87121737	0.89810073	0.96198875	0.88062084	0.67427725	0.82932866	0.76712406	0.7784096	0.7505665	0.89790463	0.8794841	0.58126	0.7645421	0.9200056	0.92306596	0.8590702	0.7644499	0.9249385	0.87495	0.820791	0.7835596	0.84817064	0.839095	0.72588587	0.93663377	0.6985024	0.8991621	0.956657	0.9545034	0.9896327	0.6336447	0.8958371	0.91450155	0.90159804	0.8899934	0.8750965	0.9195082	0.9001379	0.8730348	0.87610674	0.8712161	0.78010887	0.627738	0.9180026	0.8316372	0.9367619	0.7651471	0.94125545	0.9653922	0.83426225	0.9521571
criticus/noun	0.77145517	0.8699919	0.8216615	0.90125537	0.79761404	0.7668078	0.7525778	0.9124755	0.7310368	0.8696401	0.93910104	0.98093534	0.7552457	0.9079461	0.9474933	0.85863894	0.7617891	0.90465736	0.8768355	0.7492994	0.88781476	0.6119598	0.7945398	0.7550348	0.8397125	0.7888322	0.8646596	0.78524417	0.8940596	0.8747506	0.83934826	0.6839628	0.86702466	0.72154415	0.64209175	0.72055656	0.870518	0.847841	0.62761104	0.791762	0.816165	0.9091829	0.9335069	0.71190083	0.8395784	0.8490468	0.87160385	0.7831636	0.65291256	0.7088963	0.88584256	0.8750569	0.68646765	0.8697703	0.7773859	0.8316117	0.72767776	0.7115902	0.90846235	0.9107646	0.826303	0.92218226	0.8096199	0.87065667	0.88945436	0.7072792	0.84125775	0.8807197	0.71091235	0.76947373	0.8526895	0.7661148	0.84620863	0.7955609	0.78754884	0.7717656	0.7159666	0.75313866	0.7601273	0.7954799	0.7618963	0.89078635	0.74268454	0.91913795	0.8075657	0.83316743	0.93886596	0.93376327	0.8395492	0.8073522	0.72320545	0.8106835	0.6819764	0.8594442	0.8064725	0.707063	0.944952	0.77081597	0.8397047	0.87218606	0.5676645	0.74642277	0.7038348	0.8340007	0.8049385	0.8066192	0.7206003	0.83247113	0.90280604	0.8644387	0.89506525	0.9237176	0.84509146	0.75641584	0.0	0.9429504	0.91893154	0.7403225	0.8515817	0.6785423	0.9039024	0.8579296	0.8165502	0.7831583	0.67068684	0.8360388	0.745402	0.605847	0.80552924	0.77429646	0.9077612	0.6407418	0.8019098	0.7199701	0.8905808	0.9326575	0.71037424	0.79195225	0.9591029	0.794527	0.7766888	0.7909663	0.7784531	0.71496767	0.7199744	0.7333342	0.8463097	0.87518924	0.76317286	0.9017997	0.853557	0.9012592	0.70057875	0.80679137	0.8647853	0.74028647	0.8880507	0.8574802	0.6872549	0.8998523	0.9417262	0.68739784	0.7561124	0.86461073	0.9377529	0.89334345	0.9260232	0.7465912	0.87058204	0.8549083	0.90171146	0.7808236	0.8615917	0.9425246	0.82492346	0.8532634	0.7882587	0.56541735	0.6761323	0.85491097	0.91173995	0.8726067	0.80593073	0.8345596	0.7950732	0.9059556	0.5873959	0.64755344
armband/noun	0.85407615	0.94707847	0.9288573	0.8309672	0.9520365	0.9140937	0.94462144	0.9668428	0.9179897	0.95695484	0.9494815	0.9944527	0.9457449	0.76516336	0.9933197	0.8873964	0.870952	0.9354666	0.99401504	0.85001624	0.77873445	0.9761996	0.94476753	0.8773977	0.94033134	0.9680467	0.7920317	0.86757153	0.9412684	0.89809287	0.8441328	0.91613525	0.9488581	0.9200318	0.95421445	0.95615226	0.8762069	0.9666384	0.93534184	0.9699933	0.88196033	0.94507855	0.9300372	0.9403283	0.8977257	0.8731882	0.9095128	0.9563385	0.92296773	0.8352485	0.7760502	0.9110256	0.86617595	0.8399543	0.8535929	0.92890686	0.9386604	0.96123594	0.9421712	0.90056556	0.8720706	0.9182089	0.9006647	0.93811774	0.8796993	0.9415324	0.94897926	0.9356426	0.93293905	0.9694582	0.85418075	0.8516803	0.9126105	0.9825716	0.9262335	0.9292972	0.9275024	0.9502101	0.9270291	0.9486105	0.9419305	0.9866917	0.928054	0.93633515	0.96632457	0.941442	0.82744855	0.9287752	0.9535671	0.92939115	0.9894404	0.84774166	0.95332015	0.90072656	0.94190466	0.9233655	0.90529364	0.9629952	0.967922	0.9401296	0.9239613	0.93165517	0.8995594	0.8977911	0.9396778	0.8622985	0.92168033	0.91091037	0.9649028	0.6974719	0.8901935	0.9887048	0.69749814	0.9609786	0.9429504	0.0	0.9661683	0.9720152	0.8210019	0.9283822	0.5190127	1.0	0.8815813	0.92639303	0.9450166	0.9595933	0.86541814	0.9524675	0.9280122	0.90267414	0.9387656	0.9123357	0.9586835	0.9158278	0.9623581	0.95477974	0.8909266	0.9171509	0.8540368	0.8454368	0.9320226	0.9731092	0.864564	0.9277489	0.93281883	0.9511456	0.89104676	0.8789245	0.9573869	0.7611259	0.9364016	0.9590179	0.9130589	0.99275404	0.9687645	0.882305	0.9557617	0.84876394	0.9334223	0.89693046	0.9724493	0.9489011	0.91191167	0.9079304	0.3662209	0.9611384	0.9466788	0.94945115	0.9362551	0.9358351	0.971912	0.929378	0.8033046	0.8676309	0.8379927	0.83512324	0.9361445	0.87398	0.88971937	0.9619461	0.9242924	0.7935983	0.8849092	0.9129463	0.9232487	0.48654735	0.91498244	0.91770023
toestand/noun	0.76981133	0.8658248	0.748569	0.92868006	0.9188687	0.8987963	0.80972093	0.8741455	0.80015635	0.80442786	0.7804884	0.96391904	0.70724964	0.84284097	0.88847804	0.8928989	0.83277136	0.8083854	0.96716064	0.9391859	0.89123684	0.9051195	0.9270543	0.7920306	0.9312144	0.9806625	0.8407142	0.8722505	0.7971465	0.89122903	0.70828617	0.86473817	0.798077	0.8672294	0.8334954	0.8672706	0.89654213	0.9509651	0.86687887	0.7695724	0.9135641	0.84403694	0.88162875	0.76853627	0.9593786	0.83986235	0.8877695	0.7933921	0.8513752	0.78111553	0.7954899	0.9293019	0.86970586	0.8917069	0.75208706	0.82658374	0.7735263	0.89115584	0.8113964	0.7630465	0.86672264	0.928776	0.6847493	0.89119154	0.8465812	0.8994654	0.93597734	0.79891795	0.7515099	0.77404934	0.956789	0.89511424	0.8727008	0.8314122	0.92399985	0.7555498	0.8581755	0.8457598	0.86727977	0.7630426	0.8516978	0.99459094	0.94493735	0.89613664	0.75744617	0.8668459	0.88778114	0.9673474	0.8810147	0.947876	0.73175436	0.6844275	0.8156401	0.69281375	0.9328217	0.8798452	0.95680225	0.8400328	0.93407834	0.85018027	0.8043849	0.8498952	0.79591674	0.9727169	0.89434993	0.91854066	0.814384	0.91259766	0.88306063	0.8528551	0.911032	0.8657559	0.8475746	0.8772786	0.91893154	0.9661683	0.0	0.89644456	0.91863036	0.88990444	0.89678544	0.9814621	0.87559485	0.7723931	0.7749227	0.8058277	0.8729039	0.8844666	0.91115576	0.72768205	0.69619	0.7305113	0.77137554	0.82984495	0.8831452	0.83428323	0.9767054	0.91865444	0.86272806	0.8558334	0.9120894	0.88430744	0.69138664	0.8142084	0.7823489	0.72410166	0.9057007	0.8922341	0.90259516	0.82139003	0.8187243	0.9774545	0.82307947	0.94206464	0.89180887	0.9359171	0.66126025	0.7509059	0.90458226	0.73672605	0.83684784	0.8840518	0.7666946	0.79243445	0.912531	0.91439426	0.824121	0.92345446	0.9046271	0.92909604	0.96606493	0.8678582	0.868742	0.83143544	0.87845457	0.7044522	0.81264365	0.94424915	0.8411541	0.87888557	0.89381325	0.8802376	0.869674	0.82780933	0.9034267	0.87455034	0.9392749	0.9446245
film/noun	0.88054717	0.9092593	0.85533816	0.93381053	0.8890826	0.91312206	0.81713396	0.8794565	0.80352175	0.6135678	0.8980533	0.9573654	0.6294892	0.9065355	0.92384315	0.86445665	0.8817934	0.9439009	0.88034296	0.91000456	0.79972726	0.71189225	0.7185695	0.923982	0.9696692	0.92760366	0.8784861	0.82864976	0.78890455	0.84315103	0.67524433	0.8553472	0.95903105	0.6340848	0.86078095	0.8355887	0.8009857	0.9139473	0.83597904	0.85753167	0.92277676	0.6820444	0.97901475	0.66475785	0.86125976	0.80074793	0.83745706	0.72792614	0.7316456	0.81665117	0.7827605	0.88849354	0.94513446	0.8522157	0.8414679	0.71700037	0.76926494	0.7619172	0.8493907	0.9237682	0.86031866	0.8745961	0.6070562	0.90787286	0.9019739	0.8731383	0.95299894	0.8507557	0.8025958	0.8569338	0.9242277	0.871884	0.7514282	0.8117472	0.7592274	0.746832	0.8827411	0.68158793	0.8721188	0.8471683	0.9401309	0.90593207	0.8590532	0.87254333	0.83316857	0.9193254	0.95095336	0.7895001	0.63501096	0.7427177	0.7771422	0.75761074	0.67333865	0.7797862	0.90559006	0.95108813	0.95771384	0.8283239	0.68295395	0.60274994	0.90521544	0.8418485	0.8008865	0.85736626	0.91325617	0.83339375	0.9126491	0.68101573	0.8591092	0.90897256	0.90589124	0.90566885	0.8129771	0.6445862	0.7403225	0.9720152	0.89644456	0.0	0.8803426	0.8869739	0.75526714	0.9656144	0.82596964	0.8236623	0.8610261	0.71334696	0.8053305	0.580058	0.9058864	0.6017693	0.8868107	0.7093599	0.66759115	0.6010205	0.81628036	0.97748756	0.9051213	0.92061114	0.8131801	0.84683466	0.9057487	0.52216077	0.8533004	0.81217736	0.767651	0.7743509	0.9155277	0.86561227	0.6017252	0.840349	0.7928834	0.7919156	0.84115326	0.8855388	0.8519294	0.8769269	0.7746204	0.8502525	0.872627	0.9035837	0.645306	0.83934116	0.8535719	0.9157936	0.91985935	0.8977947	0.9166574	0.8584252	0.7433238	0.833246	0.9129944	0.89483505	0.7654994	0.94898856	0.6919279	0.84740794	0.8300008	0.81532806	0.5632812	0.57290334	0.9208112	0.833826	0.9249548	0.5526322	0.91532326	0.83170915	0.72314954	0.7846302
ons/noun	0.6654543	0.69009113	0.81899023	0.8217209	0.88105845	0.80395824	0.74845934	0.82703006	0.6381558	0.7818596	0.84030116	0.89134973	0.74645364	0.8581345	0.8761391	0.88182336	0.7816523	0.94251573	0.8312929	0.6517528	0.8543771	0.61754805	0.8654428	0.6786	0.7720097	0.8466431	0.782855	0.7358912	0.8804156	0.71628493	0.6589478	0.7322781	0.76605797	0.88801646	0.83222187	0.85093546	0.6412716	0.76104945	0.74805707	0.85767895	0.765301	0.7675615	0.9184891	0.85011727	0.8692583	0.75401163	0.6263686	0.8550112	0.7959405	0.8866755	0.7659057	0.8561358	0.7512125	0.68263495	0.8283274	0.8426452	0.681136	0.7699983	0.8521143	0.8201522	0.82900184	0.7791033	0.81554294	0.70663434	0.6907815	0.7706871	0.8028438	0.74929225	0.7344502	0.8364433	0.7532982	0.8576633	0.874074	0.7432726	0.7922083	0.65686965	0.6346639	0.79256207	0.74334455	0.7290914	0.84953433	0.98103225	0.7521663	0.8805743	0.9003264	0.9001135	0.7587016	0.9430868	0.80643386	0.83958685	0.96014464	0.66502357	0.73427343	0.69413114	0.8683526	0.82041883	0.9248085	0.7243529	0.6887357	0.77492267	0.86104035	0.83502996	0.81467617	0.8072573	0.8552069	0.67005134	0.7024917	0.82973284	0.8616975	0.80604374	0.8537636	0.9479894	0.8374202	0.91191196	0.8515817	0.8210019	0.91863036	0.8803426	0.0	0.88918746	0.76791203	0.91139	0.8345079	0.70976114	0.87336075	0.79614645	0.7935645	0.6913397	0.8924617	0.74645644	0.7054298	0.7909978	0.8352457	0.85874385	0.8554276	0.9083443	0.8145943	0.7529663	0.7707427	0.76658297	0.846227	0.8063907	0.6190926	0.6770554	0.7182622	0.804743	0.89027584	0.7227229	0.92108965	0.64779305	0.81480885	0.8440076	0.7593429	0.8144798	0.7775261	0.556548	0.77614534	0.62336403	0.77922255	0.90382123	0.9279535	0.7898539	0.6374891	0.8625841	0.74037445	0.80359066	0.8574104	0.96875334	0.9008584	0.75752574	0.80468947	0.6451646	0.8417599	0.78534305	0.71705115	0.65979475	0.7549283	0.8591085	0.91296536	0.89366627	0.92249143	0.83009857	0.6680199	0.86233145	0.7659138	0.7021946	0.7661922	0.7617081
etiket/noun	0.9210559	0.91695297	0.80069566	0.74590635	0.8691919	0.76628804	0.7886885	0.9205511	0.9152325	0.8555648	0.91931283	0.9922808	0.86541677	0.9444639	0.97137946	0.8824736	0.7735307	0.9934265	0.92266977	0.81057125	0.94184595	0.81368154	0.9057689	0.73709774	0.905374	0.8808344	0.9652159	0.8584238	0.87489474	0.92989814	0.8736661	0.899137	0.95364803	0.6211121	0.80922014	0.7659359	0.85452235	0.9122671	0.72656125	0.7090162	0.90968585	0.95004725	0.7907841	0.73940086	0.94778836	0.689152	0.9598545	0.8076519	0.6878258	0.9381344	0.95309275	0.823416	0.965293	0.85049576	0.77282923	0.90064883	0.8558339	0.76272684	0.8165713	0.97426236	0.909524	0.8848654	0.75571775	0.86557686	0.9612965	0.92935544	0.8839428	0.7525253	0.88283855	0.8320259	0.95302796	0.8489365	0.9357224	0.8352256	0.88320047	0.9156988	0.7664849	0.7607595	0.9368778	0.8621127	0.8280253	0.9778436	0.8059276	0.91356003	0.81097543	0.80117524	0.76309365	0.5700637	0.79405177	0.8607676	0.75906986	0.88344806	0.8303164	0.8496633	0.9769193	0.8035374	0.85834503	0.67987657	0.87296075	0.90900654	0.8759769	0.8205223	0.92817444	0.9620158	0.8907658	0.92858213	0.8642676	0.80207014	0.93793076	0.8845967	0.80641377	0.99855006	0.89901483	0.9190752	0.6785423	0.9283822	0.88990444	0.8869739	0.88918746	0.0	0.820343	0.93058205	0.92245346	0.8894374	0.9121165	0.92136055	0.8833605	0.7166642	0.81381804	0.680224	0.93421924	0.8438472	0.8179381	0.61423486	0.71101826	0.98235655	0.88293576	0.7462509	0.90356636	0.9142542	0.85317385	0.8534168	0.7322358	0.8500713	0.8170186	0.7307849	0.71833694	0.92025006	0.8615555	0.883652	0.7732005	0.866894	0.7895806	0.8812854	0.8905997	0.82286674	0.86297977	0.8437242	0.818544	0.8182126	0.89095503	0.6316391	0.8922044	0.8484036	0.84364265	0.8706697	0.9822775	0.98436487	0.92900354	0.9120356	0.940009	0.9120059	0.84168005	0.94927055	0.88618433	0.91910017	0.8369377	0.862589	0.87863463	0.9190318	0.9611821	0.80857307	0.9501286	0.77710956	0.8561225	0.807817	0.8791116	0.90464234
koop/verb	0.86813426	0.9042726	0.85925215	0.5543811	0.8701477	0.8850981	0.8989886	0.89466685	0.8275459	0.72295916	0.9279704	0.90125287	0.8578258	0.88568056	0.88684016	0.88324875	0.88287014	0.9082962	0.9920225	0.8454315	0.82986164	0.88284886	0.9213554	0.8999705	0.97204375	0.96125144	0.78887767	0.766683	0.82256204	0.9064943	0.6774106	0.7796898	0.85658705	0.7701409	0.9470924	0.89887726	0.7414658	0.8210148	0.9227086	0.88449657	0.91904604	0.72881407	0.69301915	0.76491916	0.8217569	0.8231133	0.83311033	0.80669534	0.90930814	0.92269236	0.7428106	0.9105306	0.8837345	0.6129993	0.9082099	0.9068041	0.9478113	0.8978523	0.8103778	0.8441427	0.75437635	0.85433304	0.6666511	0.8573178	0.8395491	0.9086528	0.93339086	0.9160092	0.8213752	0.84800535	0.9109841	0.6372564	0.91990256	0.9495187	0.842234	0.7816057	0.91303307	0.78552437	0.87169284	0.9407841	0.93661463	0.8712059	0.83228076	0.92346215	0.9417111	0.9571546	0.8587383	0.70306003	0.8503108	0.76518327	0.9605636	0.79445326	0.94649017	0.81163406	0.93681234	0.93152267	0.6778567	0.9193346	0.7809357	0.8478521	0.9289518	0.8678936	0.85065687	0.90320617	0.7793311	0.69762325	0.8427915	0.8094257	0.8897059	0.8085345	0.9239117	0.9779624	0.7853285	0.9150337	0.9039024	0.5190127	0.89678544	0.75526714	0.76791203	0.820343	0.0	0.8704613	0.71502876	0.8027852	0.9576075	0.8830386	0.90017706	0.8521528	0.9189674	0.5684439	0.7993178	0.8312459	0.8144789	0.72457683	0.78085124	0.96406436	0.86711675	0.85984635	0.67443264	0.8641109	0.96262914	0.87564903	0.7476943	0.80622613	0.90674925	0.82282466	0.8700185	0.82652205	0.9242666	0.58220947	0.7322728	0.8491149	0.77270365	0.95302314	0.7961627	0.68874264	0.86404395	0.61227643	0.9572519	0.9510456	0.8524921	0.8958037	0.73627937	0.87496924	0.4664474	0.8544473	0.84093225	0.9938204	0.8200831	0.9711361	0.8573126	0.82824755	0.62502486	0.87494767	0.6900473	0.6669082	0.81939185	0.8923394	0.775349	0.8932226	0.8822551	0.79824996	0.76296437	0.9038111	0.7780522	0.61898524	0.89901286	0.96604127
oprichter/noun	0.9097569	0.88908505	0.9270822	0.9857684	0.6057012	0.8874163	0.9565617	0.83189344	0.9107335	0.9694146	0.8518504	0.95068115	0.947228	0.96253514	0.7955279	0.9042494	0.96507055	0.8597387	0.9973493	0.92641723	0.96185213	0.8273531	0.9752078	0.9836611	0.983579	0.9694582	0.9185562	0.97791946	0.95626134	0.99035877	0.8931552	0.9373394	0.9603884	0.9790416	0.93237484	0.93626994	0.9728367	0.8602814	0.9284804	0.94576573	0.7721832	0.9138923	0.9741423	0.9350598	0.65064716	0.8875079	0.96455365	0.90850294	0.95998925	0.97648627	0.9617325	0.9669337	0.9426948	0.98942006	0.8280482	0.8870539	0.9829478	0.98082125	0.99818856	0.9011463	0.89553916	0.99188584	0.9356964	0.97299004	0.80590665	0.99620557	0.91600883	0.9465808	0.9505074	0.91907626	0.9119162	0.9425588	0.6806874	0.9966989	0.9745471	0.913641	0.9581965	0.7999011	0.88071907	0.9664745	0.99736595	0.99824643	0.6818479	0.9910821	0.83914983	0.9901922	0.9736025	0.9928038	0.9521763	0.9727913	0.95302576	0.959474	0.90628916	0.9379963	0.88865554	0.82306457	0.9829591	0.973976	0.85710037	0.9977842	0.8807126	0.95631856	0.82963634	0.836709	0.74505126	0.7288463	0.9774557	0.9613879	0.9076738	0.94180727	0.97581303	0.995343	0.94340265	0.9273381	0.8579296	1.0	0.9814621	0.9656144	0.91139	0.93058205	0.8704613	0.0	0.9770131	0.98138624	0.93869615	0.9621781	0.99062926	0.91752017	0.94203246	0.8442656	0.98102546	0.8918684	0.9630961	0.9734923	0.9252548	0.9887868	0.78952014	0.9303518	0.94164544	0.8648206	0.96174794	0.85698044	0.95359045	0.8985279	0.9581733	0.9373845	0.9768612	0.9961848	0.9384865	0.9597376	0.92387766	0.93279415	0.9608048	0.45975327	0.95096004	0.96842664	0.99095756	0.953186	0.95598054	0.9993789	0.9594154	0.90051603	0.93677694	0.9622704	0.9566715	0.9574766	0.9483002	0.99560684	0.8480546	0.9614995	0.89367265	0.9224335	0.9011043	0.7722977	0.99277925	0.9428163	0.65114355	0.8734467	0.9646224	0.9934329	0.7913287	0.92155755	0.76705205	0.95979357	0.9230421	0.92478704	0.92175734	0.8850969
stuk_DIM/noun	0.9636721	0.93838555	0.8851256	0.8142005	0.9227547	0.9620123	0.8228159	0.8921274	0.881994	0.8332816	0.98268574	0.943839	0.86988485	0.9255392	0.8754568	0.9172797	0.8836651	0.9940999	0.9639794	0.8870862	0.95995724	0.88722426	0.6444597	0.89209783	0.96931875	0.8942628	0.923819	0.709946	0.6781901	0.87079453	0.8247224	0.8828402	0.8646147	0.82787573	0.9507978	0.7935422	0.8188545	0.91676015	0.9198823	0.860894	0.8841818	0.729771	0.73046225	0.8023033	0.89377683	0.9043748	0.9282848	0.9629224	0.88405037	0.8186181	0.8274769	0.9132986	0.8752164	0.79418564	0.9214332	0.87513286	0.9319347	0.86415416	0.6451349	0.9148552	0.8821322	0.8933091	0.8909699	0.8939079	0.827608	0.71453774	0.86268556	0.9134064	0.8364517	0.9109862	0.76752514	0.8919776	0.90138173	0.9064473	0.8446734	0.8898463	0.9199742	0.8421367	0.8923598	0.80675125	0.82822484	0.9735707	0.97090936	0.85271704	0.9490218	0.9268471	0.91805327	0.9612724	0.8838874	0.59697974	0.948282	0.741027	0.9203665	0.83734477	0.90256524	0.9785745	0.7257275	0.91691625	0.862685	0.66321325	0.9635912	0.8173535	0.82755876	0.9384491	0.7509539	0.8016368	0.8050729	0.78381336	0.8493249	0.9100361	0.96826434	0.93519646	0.9094879	0.8586298	0.8165502	0.8815813	0.87559485	0.82596964	0.8345079	0.92245346	0.71502876	0.9770131	0.0	0.76712155	0.879348	0.9263354	0.86203086	0.8443872	0.9634128	0.77942145	0.80077076	0.7033911	0.8020929	0.83376884	0.8637681	0.97479314	0.9701702	0.85242724	0.8699202	0.95804775	0.95631635	0.770391	0.69562006	0.736586	0.89882725	0.9088659	0.9223152	0.8688185	0.8268554	0.74840254	0.87426376	0.9778487	0.77588713	0.8861649	0.8628515	0.78938824	0.78279173	0.6625229	0.91642755	0.8251334	0.95576847	0.8159355	0.8500271	0.8671193	0.81922114	0.8763995	0.7744415	0.96444386	0.90309095	0.8860901	0.91878086	0.85972077	0.8134469	0.8831288	0.73510814	0.76216805	0.90124786	0.88660526	0.5559907	0.864884	0.8955379	0.90625024	0.90513295	0.8256453	0.897746	0.84574986	0.83721733	0.96396863
toch/adv	0.90150815	0.9284185	0.8490331	0.6977062	0.8041494	0.9637771	0.8082599	0.8034533	0.56208444	0.77302504	0.8247726	0.97586143	0.8461416	0.93790907	0.7668207	0.83464444	0.6933799	0.94419	0.95926136	0.8596756	0.80330867	0.7501095	0.9014646	0.8778975	0.97206354	0.93776536	0.8496219	0.6590979	0.90445024	0.83738667	0.65259135	0.43630058	0.7075567	0.89810455	0.917721	0.8193953	0.72914684	0.79795325	0.9484441	0.87689525	0.8170601	0.7013999	0.870532	0.6688923	0.8421719	0.8220154	0.72674304	0.6373955	0.835956	0.9456327	0.83477914	0.8319066	0.73502016	0.565979	0.8892803	0.8084465	0.8709333	0.86544514	0.8810866	0.8314244	0.837433	0.81706667	0.6983873	0.6207271	0.5875813	0.6815181	0.885963	0.7555804	0.41467088	0.65114594	0.79412115	0.8812124	0.8041073	0.93122995	0.9127978	0.32580853	0.8338036	0.83512384	0.6160716	0.8532756	0.81608015	0.9788877	0.74267066	0.918613	0.88972133	0.96970516	0.87788177	0.94810694	0.82245964	0.8029412	0.9401619	0.46889734	0.84128344	0.5599539	0.9111491	0.944662	0.889338	0.8330096	0.8918743	0.8180296	0.92132235	0.78160924	0.8485711	0.8088025	0.7415881	0.568961	0.38187838	0.8926551	0.78747135	0.8587097	0.94131905	0.8867548	0.8942335	0.76637363	0.7831583	0.92639303	0.7723931	0.8236623	0.70976114	0.8894374	0.8027852	0.98138624	0.76712155	0.0	0.89663535	0.97297394	0.7907723	0.88840747	0.7305349	0.64968616	0.7248796	0.5597663	0.7894584	0.8784434	0.91588724	0.9461573	0.87104285	0.70549333	0.74420166	0.88250965	0.91713476	0.78227246	0.5323177	0.47533262	0.81286836	0.7414036	0.9090397	0.80155647	0.73303556	0.47523713	0.82106286	0.969769	0.72829103	0.9353909	0.71691364	0.56742585	0.751998	0.45698512	0.95426273	0.96113664	0.75956297	0.8231846	0.46865135	0.73509943	0.8521769	0.8413037	0.90699947	0.81561816	0.765505	0.95413727	0.8246585	0.8811567	0.8843101	0.76543087	0.8129424	0.5001094	0.82690597	0.9434119	0.841977	0.82736075	0.8668838	0.82129794	0.7491516	0.89424384	0.81101507	0.89422506	0.9791976	0.9759497
