	steun/verb	Albanees/noun	word/verb	winkel/verb	baas/noun	joods/adj	vrijheid/noun	gewezen/adj	inmiddels/adv	hoe/adj	tv/noun	Anthuenis/noun	vergadering/noun	vrouw_blad/noun	prostituee/noun	wreed/adj	klus/noun	nuchterheid/noun	hoeveel/adv	prietpraat/noun	dood/noun	13-jarige/adj	begin/noun	Amerikaan/noun	in/adv	journalist/noun	stilaan/adv	on_versneden/adj	zelfmoord/noun	nieuwslezer/noun	Arabier/noun	ultra_orthodox/adj	jodendom/noun	moeder/noun	alles/noun	Serviër/noun	platteland/noun	heb_lief/verb	namelijk/adv	lieg/verb	waarom/adv	dom/adj	verrekt/adj	schreeuw/verb	liberaal/adj	kunst/noun	woord/noun	leer/verb	systeem/noun	islam/noun	Duitser/noun	meute/noun	dagelijks/adj	varken/noun	altijd/adv	zelfs/adv	type/noun	grinnik/verb	overigens/adv	hoe/noun	politiek/noun	super_held/noun	kind/noun	luister/adj	Syriër/noun	ga/verb	evenzeer/adv	oorlog/noun	intens/adj	minachting/noun	alleen/adv	religieus/adj	stad/noun	verlies/verb	zozeer/adv	schop/verb	houd/verb	soort/noun	bemin/verb	zal/verb	lach/verb	regel_DIM/noun	diep/adj	zo/adv	Javaan/noun	vraag_af/verb	rechts/adj	kater/noun	namaak/noun	talentvol/adj	vrede/noun	hartstochtelijk/adj	moslim/noun	pas/noun	eigenlijk/adj	begin/verb	zeg/verb	land/noun	Waal/noun	meest/adj	onderwijs/noun	opgesloten/adj	Tutsi/noun	laconiek/adj	draadloos/adj	kleding/noun	zij/noun	liefde/noun	Servisch/adj	las/verb	onderonsje/noun	ding/noun	symbool/noun	vijand/noun	denk/verb	erg/adj	hartgrondig/adj	premier/noun	zozeer/adj	eng/adj	succesvol/adj	vroeg/adj	geit/noun	eeuwig/adj	grond/noun	hoezeer/adv	realiteit/noun	tegenstander/noun	vervloek/verb	destijds/adv	tevoren/adv	haat/verb	verdwaal/verb	nationalistisch/adj	stad_DIM/noun	niet/adv	nooit/adv	glimlach/noun	tennis/noun	man/noun	computer_spel_DIM/noun	gelijkelijk/adv	maandag/noun	vrouw/noun	middelmaat/noun	criticus/noun	vraag/noun	verafschuw/verb	armband/noun	toestand/noun	film/noun	Engels/adj	kunstgeschiedenis/noun	ons/noun	etiket/noun	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	geweld/noun	beur/verb	persoonlijk/adj	tegenwoordig/adj	reden/noun	medium/noun	heel/adj	soms/adv	wereld/noun	modern/adj	trend/noun	duivels/adj	anderzijds/adv	genocide_wet/noun	gezeik/verb	Democraat/noun	lees/verb	vader/noun	allebei/adv	aartsvijand/noun	romantisch/adj	mens/noun	verwerpelijk/adj	misschien/adv	volk/noun	intellectueel/adj	ras/noun	hoofd_rol_speler/noun	plaat/noun	tuig/noun	perfectie/noun	gewoon/adj	ander/adj	voordracht/noun	zeur/verb	steeds/adv	waarschijnlijk/adj	dirigent/noun	gevoel/noun	plezier/noun	hier/adv	staat/noun	ongelijkheid/noun	wantrouw/verb	voetbal/noun	pest/noun	schoen/noun	natuurlijk/adj	burger/noun	decadentie/noun	ander/noun	verhuis/verb	strafschop/noun	filmmaker/noun	huis_werk/noun	Kosovo_crisis/noun	Engelsman/noun	glimlach/adj	vecht/verb	oud/adj	baan_DIM/noun	vervolg/verb	kerst/noun	vak/noun	allemaal/adv	pop_ster/noun	ongebreideld/adj	regelrecht/adj	boek/noun	fel/adj	duif_liefhebber/noun	beeld/noun	vervelend/adj	feite/adv	vraag/verb	noem/verb	sprookje/noun	mijd/verb	muziek/noun	simpel/adj	Nederlander/noun	zeker/adv	zwart/adj	Iraans/adj	president/noun
steun/verb	0.0	0.7486465	0.8814946	0.92114025	0.87000316	0.7479346	0.80757	0.76731074	0.8478967	0.92639333	0.9214201	0.9042971	0.8312648	0.91913825	0.872967	0.806965	0.93217653	0.9358032	0.8855947	0.93422174	0.888032	0.93009794	0.8624643	0.6950256	0.8607772	0.80573076	0.9142473	0.8721768	0.8868083	0.92633134	0.73580694	0.7961302	0.8423859	0.92882454	0.9432193	0.7470319	0.8256634	0.9073633	0.84350044	0.85516083	0.88667965	0.8939814	0.9674357	0.8683336	0.59534246	0.8933002	0.93345296	0.9271526	0.8563876	0.7647257	0.840241	0.90450346	0.92323697	0.93079436	0.9005749	0.8236334	0.9104634	0.9270812	0.80041516	0.89224213	0.74432653	0.92658514	0.9121353	0.91798246	0.8708678	0.941098	0.78874505	0.69548047	0.8970307	0.8118677	0.8499861	0.71702385	0.81554955	0.8873522	0.8083892	0.884777	0.88407123	0.87053037	0.92708755	0.7601425	0.96009886	0.9198595	0.91955036	0.90979886	0.8860426	0.8652945	0.6753217	0.8931843	0.9416564	0.8840986	0.75155133	0.82750267	0.6906836	0.9385816	0.9503008	0.8782279	0.8594135	0.7246742	0.8743911	0.81299806	0.8524691	0.89076096	0.7932265	0.8883695	0.9390511	0.92485505	0.89239067	0.9032402	0.6667762	0.9245465	0.88237375	0.955512	0.77812016	0.7504422	0.9029628	0.9175913	0.86603785	0.66600573	0.8775846	0.8959354	0.82532316	0.8993279	0.92986816	0.87958753	0.90655684	0.81649935	0.8873423	0.76944035	0.9171118	0.7432208	0.8460885	0.78963643	0.9334692	0.634445	0.85941917	0.925465	0.9325861	0.9233918	0.9283051	0.9245458	0.9380971	0.8898245	0.86586756	0.88573706	0.93769306	0.76043856	0.8957751	0.81870496	0.94907725	0.89901817	0.9280366	0.871632	0.9284816	0.8911078	0.900146	0.9311201	0.8235954	0.96057427	0.9375091	0.88577926	0.74183965	0.89797306	0.8505299	0.8748839	0.8679872	0.78653175	0.89198524	0.9190063	0.8608866	0.8668755	0.9206797	0.84375596	0.79444146	0.8517494	0.95514464	0.6708523	0.94356364	0.9019365	0.90161926	0.7789998	0.920935	0.89126265	0.7677554	0.9366557	0.74313426	0.7832714	0.8854141	0.8788077	0.9387951	0.8870873	0.9301523	0.94191134	0.8424605	0.8552211	0.896369	0.84870183	0.85208523	0.9095871	0.9157302	0.93693227	0.9420361	0.6910846	0.8438953	0.69125926	0.9214235	0.89978576	0.9595247	0.9161633	0.7131444	0.9212371	0.9404268	0.9156806	0.9752248	0.83320075	0.9259709	0.82321775	0.8713948	0.90863043	0.72566533	0.8953712	0.9059165	0.8438665	0.9039152	0.91007096	0.9427362	0.88112	0.86133313	0.8181715	0.9379892	0.7347468	0.94422215	0.920417	0.9342068	0.80697626	0.7769371	0.71910906	0.92015475	0.82406586	0.9338722	0.91528755	0.87103355	0.8962059	0.8805551	0.6712669	0.59401155
Albanees/noun	0.7486465	0.0	0.7101205	0.88198364	0.87234855	0.6608368	0.7994596	0.8508898	0.7890615	0.88597983	0.89121604	0.88528365	0.90568113	0.94060874	0.7224982	0.69616437	0.93239194	0.9081361	0.894239	0.91906464	0.74437267	0.8012293	0.8859971	0.61997664	0.8156952	0.7410521	0.8600552	0.8831067	0.7513945	0.8964718	0.5367898	0.7953669	0.8562663	0.82022494	0.90741354	0.29991174	0.7563758	0.87663573	0.8010214	0.8489578	0.8406258	0.8753908	0.9262011	0.7828271	0.80073106	0.9024972	0.9059479	0.9182116	0.88723016	0.7062564	0.65777636	0.8176011	0.8624867	0.8506963	0.868156	0.82490534	0.8675869	0.8963657	0.83330476	0.8645119	0.7977776	0.9182541	0.79810166	0.9123572	0.772431	0.9141869	0.7887614	0.6662663	0.85743904	0.7943665	0.8323063	0.71252066	0.7298464	0.89906454	0.80358875	0.8328626	0.91086453	0.8497458	0.915446	0.7550421	0.9386835	0.90605956	0.88756275	0.8927029	0.81848806	0.91441	0.76748616	0.8814959	0.8897268	0.8953246	0.75591296	0.84001815	0.43392646	0.88706726	0.91269	0.88448787	0.9303649	0.6548386	0.76186323	0.8112547	0.8613479	0.80301034	0.55013096	0.8902177	0.92753917	0.8957993	0.8202127	0.8804218	0.3976133	0.899487	0.8894126	0.9196672	0.8028827	0.70424306	0.92730397	0.91207	0.8748957	0.7882683	0.8773009	0.853408	0.90823066	0.88556296	0.87323457	0.8354889	0.8617734	0.82781565	0.8431955	0.78989357	0.8768084	0.74930155	0.84883213	0.7563817	0.89272416	0.6296972	0.7220966	0.8647857	0.86230433	0.88587373	0.9178165	0.676395	0.8956331	0.8723702	0.8408874	0.7297977	0.9136512	0.7882402	0.9078504	0.8510425	0.9191573	0.8611374	0.93101263	0.87654525	0.9110353	0.8012767	0.8778676	0.9264219	0.86285675	0.9101486	0.89334524	0.7461674	0.5809229	0.88304013	0.85777295	0.8507989	0.87497383	0.79219365	0.8898044	0.8371648	0.83979404	0.8828348	0.90164065	0.82060647	0.7867221	0.8493476	0.92978305	0.7558632	0.9365239	0.787223	0.84061074	0.7630104	0.8997908	0.7389786	0.8091197	0.9053028	0.6807778	0.83165777	0.80555594	0.8447376	0.9365522	0.809781	0.8988409	0.8880783	0.81456745	0.91103655	0.8658079	0.8020009	0.7959094	0.90978634	0.8556075	0.9063787	0.8301646	0.70647246	0.8312675	0.76990885	0.9344901	0.84881824	0.92512405	0.90899265	0.5789942	0.9078423	0.8748646	0.89117795	0.94156766	0.8583293	0.92429197	0.7943752	0.7305746	0.88029593	0.6737551	0.88175166	0.8602563	0.7543611	0.8948309	0.9019344	0.9017216	0.8713554	0.8440682	0.78941244	0.93198586	0.7821718	0.9412763	0.87127453	0.8955647	0.78160113	0.8972604	0.8530677	0.89804435	0.8287444	0.9297452	0.9257041	0.73441494	0.8655169	0.8164083	0.6784929	0.71356064
word/verb	0.8814946	0.7101205	0.0	0.8282433	0.83717084	0.8067324	0.8393968	0.82790756	0.66555077	0.7983067	0.8562483	0.81977165	0.79609597	0.8747494	0.70637804	0.77156204	0.7850332	0.87169933	0.7968903	0.90596324	0.79436827	0.7924752	0.847774	0.7436806	0.7610537	0.7763919	0.8196305	0.886586	0.7987307	0.85704696	0.7593533	0.8775663	0.8630385	0.80541056	0.789836	0.69885015	0.81087065	0.8745612	0.6803286	0.8417791	0.8224907	0.8582636	0.913248	0.8455459	0.84817183	0.8430775	0.8307487	0.88488305	0.6968454	0.8185207	0.778741	0.82894397	0.7495795	0.74633276	0.84605175	0.74338686	0.8100225	0.8671918	0.73331404	0.81955427	0.81162846	0.9234706	0.76615596	0.89541906	0.8347425	0.86925626	0.7887404	0.8210935	0.8542391	0.8361167	0.8007853	0.8146799	0.77544904	0.9359297	0.7920488	0.8366233	0.8989205	0.78882366	0.8987207	0.54042447	0.92250925	0.80277836	0.9040613	0.77496195	0.9019905	0.9240573	0.8534399	0.83972543	0.84673476	0.8475595	0.85580516	0.8530998	0.778001	0.8254736	0.8922106	0.8524092	0.94059575	0.78242934	0.8136624	0.85710585	0.8300282	0.8323839	0.788565	0.8551967	0.79777235	0.7978919	0.8442104	0.87159103	0.75361925	0.87602514	0.8669958	0.8426572	0.8493298	0.7593142	0.9197807	0.86688346	0.906746	0.8047569	0.8511927	0.82129085	0.8558708	0.8412409	0.7679641	0.85427856	0.7764794	0.83058	0.8085824	0.79813063	0.8860468	0.695199	0.75815344	0.8595097	0.8858821	0.8085857	0.8254775	0.7498425	0.8008801	0.84255725	0.8685628	0.71421313	0.8396281	0.8855951	0.72741103	0.7557066	0.9099235	0.77503085	0.855436	0.8739294	0.87228346	0.7722917	0.84200776	0.87603104	0.88085145	0.72179085	0.7981976	0.86510676	0.882025	0.81474066	0.8537137	0.6780283	0.74923515	0.8431572	0.8082937	0.7691373	0.85787344	0.76310086	0.7918571	0.7930236	0.8668543	0.8493918	0.82787985	0.82675374	0.710068	0.7780078	0.9269844	0.78258646	0.9081473	0.8050641	0.81853354	0.8247497	0.8847232	0.7293853	0.81577045	0.86032176	0.8291912	0.83553	0.8150421	0.7988069	0.8386378	0.76621205	0.8325453	0.82579863	0.79954857	0.808152	0.8696835	0.76955235	0.70763135	0.8520125	0.86431766	0.89540046	0.8307174	0.7732488	0.8110362	0.8603581	0.884668	0.8128762	0.8628806	0.87935936	0.7147986	0.8975093	0.72517824	0.8596164	0.8826057	0.8216444	0.82519233	0.8551862	0.7864142	0.8415564	0.8923664	0.8259943	0.8292872	0.74328935	0.8164681	0.834233	0.86873776	0.8015743	0.80445933	0.8370919	0.8406924	0.819873	0.87298226	0.7821063	0.8513774	0.74697924	0.8911159	0.9096339	0.86674535	0.8322593	0.8546776	0.8347594	0.8200267	0.82431054	0.8673954	0.76240003	0.8005285
winkel/verb	0.92114025	0.88198364	0.8282433	0.0	0.86829257	0.86062527	0.8562689	0.9268952	0.86283034	0.83732074	0.77194256	0.9002067	0.899002	0.8646378	0.8150997	0.8742573	0.8560586	0.8914614	0.8449287	0.92197853	0.8988773	0.88261914	0.94253635	0.85494393	0.8820716	0.881029	0.84947777	0.8962761	0.87465924	0.8992846	0.85317427	0.9133053	0.910814	0.80578834	0.82426655	0.909715	0.8054734	0.8463287	0.7544906	0.8626977	0.82717687	0.8437145	0.9202556	0.8524006	0.88897985	0.814375	0.86934745	0.8006716	0.82535064	0.8750746	0.8727074	0.84367406	0.7652186	0.8538007	0.7345328	0.77060306	0.8054384	0.83681977	0.8340888	0.8222108	0.85059625	0.893005	0.77077645	0.8711107	0.9301619	0.76715016	0.8203587	0.9059901	0.8192398	0.8863909	0.7700064	0.86347675	0.78653795	0.9192371	0.80413735	0.86786366	0.88655937	0.7989453	0.86537457	0.8376113	0.8184799	0.8744465	0.9083168	0.778252	0.90562624	0.9210278	0.8967342	0.84032196	0.8736414	0.85968274	0.8896044	0.8671938	0.87696445	0.82831275	0.8006025	0.8791755	0.92053235	0.89454854	0.84300095	0.82740927	0.8739394	0.8658637	0.9181974	0.9026939	0.7876805	0.70339954	0.86157167	0.8368296	0.92364603	0.8391495	0.85611326	0.78773636	0.85740507	0.88827705	0.86560696	0.82233226	0.8677956	0.93904734	0.89146894	0.8234728	0.9015521	0.8326598	0.85670966	0.86310655	0.8907708	0.8560931	0.8643317	0.90101385	0.88371325	0.8706569	0.8506511	0.78324085	0.81221956	0.8891411	0.8366424	0.839345	0.84453803	0.8559811	0.76580215	0.8240233	0.7927314	0.9223038	0.916424	0.79909617	0.89369756	0.88324326	0.8968474	0.8849692	0.8382521	0.9000653	0.8779058	0.8934937	0.8915709	0.7907046	0.80120105	0.74742436	0.9191934	0.80907583	0.7860276	0.87851965	0.8758773	0.90151805	0.85783285	0.6740104	0.9032398	0.83357763	0.82614595	0.76388013	0.86338973	0.7943869	0.8308841	0.8405632	0.8062562	0.92794776	0.8634841	0.8859118	0.79653835	0.8525487	0.7828107	0.9100187	0.81136215	0.7379941	0.8796899	0.8016294	0.86315364	0.83422333	0.8690826	0.8713168	0.87339413	0.8618469	0.87620586	0.6627038	0.8326527	0.8495026	0.7870327	0.7887213	0.8675336	0.8866558	0.86845964	0.7530434	0.71442413	0.9335176	0.87483144	0.86561215	0.83227575	0.8548812	0.7858391	0.79479235	0.84962976	0.895031	0.8638759	0.8661487	0.9555176	0.85788035	0.8046446	0.93073505	0.82476664	0.8649922	0.89294577	0.84806275	0.7839562	0.9206284	0.74286056	0.7987634	0.7986337	0.81904435	0.826489	0.86543393	0.86352557	0.90150267	0.87715644	0.8702967	0.8369252	0.8360231	0.88186485	0.8592579	0.86059225	0.7799974	0.7819258	0.8301749	0.7965666	0.8192321	0.86450565	0.8828458	0.93956405
baas/noun	0.87000316	0.87234855	0.83717084	0.86829257	0.0	0.8895325	0.8967531	0.7714633	0.8176855	0.8572514	0.89094603	0.8538798	0.8790896	0.9175402	0.84007996	0.8515809	0.8657838	0.9112572	0.8794385	0.9246644	0.9042797	0.89467365	0.93576366	0.82972646	0.8925377	0.7995686	0.89866185	0.941769	0.88366777	0.85461956	0.8580748	0.90865266	0.9265421	0.7745835	0.88116986	0.87062615	0.8990068	0.88679814	0.82617337	0.83919895	0.838104	0.8345287	0.947618	0.8250311	0.88347834	0.9306208	0.90191984	0.8838833	0.87603426	0.89013624	0.84667575	0.8758964	0.88210964	0.88511366	0.8184346	0.8199832	0.84847784	0.8542851	0.8456934	0.84961987	0.8741685	0.9024174	0.8477347	0.8842062	0.9248724	0.88211626	0.84925175	0.9254009	0.8912021	0.8764671	0.84232855	0.9038648	0.91269445	0.91944337	0.87070024	0.820348	0.9113132	0.8862496	0.9059508	0.85361564	0.849049	0.8776535	0.9252804	0.82969487	0.929538	0.93554586	0.88185555	0.86921585	0.91299015	0.8843692	0.93872803	0.8620095	0.8868552	0.90223885	0.85891646	0.8947272	0.86645484	0.90771013	0.847975	0.8785628	0.9250104	0.877731	0.8952599	0.8653101	0.891288	0.87285674	0.8556983	0.8720617	0.8641051	0.89062494	0.8624035	0.8859569	0.8973962	0.84681714	0.8978887	0.8581941	0.89104956	0.77289814	0.9022374	0.8809225	0.8765192	0.8391851	0.89728785	0.86866796	0.92460483	0.8866399	0.9132144	0.84214014	0.887343	0.7716825	0.86049795	0.8523555	0.87797517	0.87989426	0.89032596	0.8550052	0.8422601	0.865699	0.88124865	0.7803121	0.8952854	0.9493908	0.9049611	0.7908046	0.9279139	0.8316485	0.917448	0.8955743	0.93273675	0.90166986	0.91623855	0.8595128	0.92491466	0.81273836	0.8697766	0.87498295	0.76196563	0.90300167	0.8516711	0.88553107	0.9039896	0.90665936	0.8276764	0.80072296	0.8883059	0.84174424	0.8833941	0.83026326	0.8922331	0.90138984	0.91055787	0.87222284	0.8478421	0.9145344	0.912676	0.86590046	0.9203084	0.767705	0.8228332	0.84742683	0.8951883	0.8123918	0.89380467	0.87330186	0.8782611	0.87215257	0.88386345	0.83854795	0.90239155	0.887488	0.89708966	0.80919707	0.8863935	0.89149445	0.837512	0.8362224	0.86959445	0.8303085	0.9014362	0.8725623	0.85963315	0.87386143	0.9028303	0.8696404	0.88545907	0.89583796	0.88790935	0.8717614	0.8487558	0.92065734	0.85576427	0.8675151	0.92958134	0.86487985	0.8681997	0.9163697	0.81398046	0.8418019	0.87330985	0.8768488	0.8315958	0.9034408	0.88083607	0.89805096	0.86723244	0.8283778	0.9048415	0.90659523	0.91816276	0.88770175	0.94563514	0.91739154	0.8574773	0.8422016	0.83278763	0.8697686	0.9057825	0.8517303	0.9144888	0.89359677	0.83829963	0.8854161	0.8882073	0.8584982	0.7820179
joods/adj	0.7479346	0.6608368	0.8067324	0.86062527	0.8895325	0.0	0.75502986	0.79451895	0.79856193	0.8778289	0.9083815	0.93321645	0.9150175	0.91585565	0.7740417	0.7410888	0.9436586	0.8963222	0.9016927	0.9210501	0.74244416	0.8191893	0.9140752	0.714982	0.8164604	0.7491204	0.88245136	0.8579353	0.7724196	0.90465057	0.59620726	0.68565035	0.6737094	0.75225246	0.93017113	0.67080796	0.7387991	0.8059549	0.8115179	0.8686759	0.8427366	0.8701529	0.95158345	0.83178407	0.6911788	0.76683307	0.8452959	0.8604136	0.88535726	0.6234195	0.73344916	0.85710406	0.8521205	0.8660449	0.8594683	0.83705485	0.85550684	0.88990664	0.8482846	0.84632456	0.7658912	0.88641554	0.76970667	0.86612815	0.8290489	0.9336589	0.7631805	0.7044451	0.8206953	0.7706504	0.8306563	0.5287384	0.71401316	0.8937247	0.7444308	0.8494346	0.9088908	0.7967912	0.873484	0.84535706	0.9343629	0.8862536	0.83758444	0.90727544	0.84443325	0.88281083	0.7549597	0.89718413	0.8764228	0.85853887	0.7514642	0.7898482	0.5255848	0.9162129	0.9085271	0.9120775	0.89204687	0.6954794	0.852519	0.7498623	0.84865606	0.79955256	0.7291707	0.8591414	0.93696207	0.85447586	0.8650908	0.7802797	0.6227529	0.8743978	0.874704	0.92614484	0.6617825	0.70338124	0.9027826	0.91109395	0.8671537	0.7956669	0.8571727	0.84173673	0.86292076	0.8257565	0.8878254	0.79297185	0.8673364	0.7578286	0.84874	0.8521178	0.8539536	0.7271163	0.891634	0.7200274	0.88633955	0.65669465	0.71310997	0.9269239	0.8759234	0.89452827	0.9147533	0.7900125	0.8872812	0.8462031	0.906131	0.75006384	0.9051668	0.7517622	0.90995765	0.7736834	0.89819735	0.8785658	0.88927144	0.74558544	0.81558883	0.8488907	0.8462368	0.9004979	0.7928926	0.8783381	0.9286699	0.7989043	0.7035631	0.8680701	0.78020525	0.7897564	0.91566277	0.79352117	0.83464575	0.8602097	0.7692389	0.74681187	0.9190171	0.7948155	0.7871034	0.8736216	0.9280283	0.80393225	0.8851489	0.70481694	0.81088936	0.82705617	0.8013197	0.792142	0.7650665	0.90412766	0.6608676	0.7047633	0.7141082	0.8307936	0.9175664	0.8520229	0.8850566	0.89969563	0.7688627	0.8500189	0.87797236	0.81730527	0.81473315	0.8403751	0.8267497	0.90279305	0.8373591	0.6619015	0.8168623	0.7494767	0.9192709	0.8243701	0.91467726	0.8988519	0.69472593	0.8500756	0.8916091	0.84256613	0.9551208	0.7747451	0.90992516	0.87285393	0.76332366	0.878923	0.7477511	0.7452986	0.8814698	0.7993568	0.84426254	0.8589026	0.9228836	0.8293912	0.8408974	0.80582917	0.8407161	0.80257183	0.9350802	0.81362236	0.89475787	0.78913015	0.85068005	0.75305665	0.81921256	0.78891474	0.8309137	0.90365314	0.77224416	0.8959057	0.76161635	0.6489483	0.78108996
vrijheid/noun	0.80757	0.7994596	0.8393968	0.8562689	0.8967531	0.75502986	0.0	0.9005733	0.8971063	0.8462577	0.9409379	0.88613015	0.9074103	0.9177547	0.8662092	0.7916668	0.9302449	0.8407135	0.87808216	0.893308	0.8273596	0.92708266	0.9320485	0.81740856	0.8705561	0.84403425	0.8719929	0.8467593	0.8580046	0.9360374	0.7679534	0.8493954	0.77483	0.9171633	0.84066314	0.8254826	0.8237332	0.7786925	0.77397144	0.87724775	0.8738297	0.8824226	0.93965197	0.8913834	0.6975391	0.7465073	0.8471069	0.83004475	0.7761027	0.61393505	0.8686692	0.90714985	0.89515656	0.9053521	0.80978644	0.8269615	0.86481583	0.9183046	0.831985	0.81298035	0.71873796	0.9037374	0.85628366	0.9071014	0.8781342	0.92878866	0.7074348	0.79680204	0.7720444	0.7437304	0.8059797	0.62769	0.8801905	0.9093156	0.7007588	0.8830475	0.8939818	0.76885325	0.8404468	0.8089309	0.9484946	0.83901864	0.84167176	0.86973757	0.89018846	0.88775325	0.8542986	0.90704566	0.9000226	0.89558816	0.6162262	0.7773403	0.7279924	0.92280746	0.87100786	0.91949815	0.9393203	0.785047	0.8657882	0.8419526	0.7478616	0.8663535	0.8783039	0.8909892	0.9116968	0.8777326	0.88677084	0.7063165	0.8430146	0.8968707	0.8982072	0.8516029	0.6677164	0.7491376	0.8751375	0.9022606	0.87048334	0.89800847	0.8211985	0.80664617	0.8976625	0.90280783	0.9084647	0.7506777	0.8972428	0.78282046	0.7913775	0.8581623	0.89153564	0.8372823	0.8694453	0.7923418	0.88417876	0.77091265	0.9047177	0.83572185	0.8495911	0.8838763	0.8826958	0.91225386	0.8988671	0.86233234	0.9509045	0.86785144	0.8755889	0.80958503	0.864335	0.793611	0.9228753	0.87359333	0.8973124	0.9104076	0.85693216	0.81094235	0.86336905	0.94006616	0.8846305	0.8839293	0.8608359	0.8547504	0.7674592	0.8734419	0.7095008	0.78907883	0.86873776	0.80678236	0.883787	0.8305594	0.75721276	0.7569915	0.8858779	0.84088564	0.6500214	0.8332656	0.8966669	0.84676707	0.9069295	0.8848581	0.84364253	0.8609053	0.80705047	0.7850888	0.72541213	0.86667114	0.69499123	0.62423027	0.74917763	0.8806302	0.93129265	0.8981639	0.76906586	0.87897825	0.82554555	0.8698176	0.8732072	0.80080926	0.9062762	0.8979766	0.73277855	0.79948366	0.8621026	0.6943387	0.72835547	0.772367	0.88573927	0.86732507	0.9387527	0.7984247	0.6705533	0.76019067	0.8428303	0.9571511	0.93703973	0.8292898	0.8909062	0.88697	0.8617985	0.9186897	0.7909263	0.87821	0.8815282	0.85304457	0.8782264	0.8145572	0.89861155	0.8638772	0.73797804	0.8246936	0.8907274	0.86051726	0.9480062	0.8503355	0.91057485	0.7436937	0.88684714	0.826836	0.84524095	0.8585035	0.8417423	0.8746622	0.8951723	0.8740767	0.9066007	0.8011696	0.8716911
gewezen/adj	0.76731074	0.8508898	0.82790756	0.9268952	0.7714633	0.79451895	0.9005733	0.0	0.77414864	0.93722916	0.89876556	0.89974594	0.87746793	0.91663957	0.81790733	0.83959866	0.9254616	0.9191262	0.8954708	0.95012254	0.8088597	0.85087234	0.94224304	0.832581	0.8636842	0.7163177	0.9071533	0.93320954	0.81942666	0.8844755	0.8605422	0.8748634	0.9162423	0.8119316	0.9501387	0.83098423	0.86472344	0.91290873	0.8836232	0.84654963	0.9038791	0.90660524	0.9614668	0.85960823	0.7228379	0.92665815	0.9074059	0.9187195	0.8937405	0.8866744	0.84580934	0.90271497	0.91339624	0.9411608	0.9095563	0.83430207	0.8963048	0.8568028	0.87778616	0.9061614	0.8524631	0.920908	0.9033135	0.8937765	0.90674925	0.94987977	0.83910936	0.8566072	0.9118931	0.8653323	0.9004397	0.8593082	0.8700059	0.8887819	0.87606055	0.76251125	0.9305696	0.9135405	0.9183271	0.8554477	0.9162843	0.93354464	0.924725	0.9329398	0.96309495	0.88212997	0.78734195	0.88796663	0.940436	0.7728426	0.9139843	0.8295389	0.8496221	0.90874606	0.92512333	0.9336251	0.70400625	0.87223595	0.8866793	0.85067004	0.9278933	0.8468703	0.8640046	0.8554855	0.9431921	0.9273972	0.8815268	0.906748	0.7459821	0.9176797	0.8138987	0.95357364	0.8637481	0.8139789	0.9500196	0.9444766	0.8979985	0.69682556	0.909402	0.92368335	0.83468837	0.7523597	0.94414353	0.8600495	0.9253558	0.87408596	0.9275885	0.8222109	0.88172257	0.6741325	0.881513	0.8365072	0.92015743	0.7854769	0.8314623	0.94089055	0.9097892	0.9009495	0.8867477	0.8454785	0.9345801	0.9387672	0.86373603	0.82538867	0.93599653	0.80944234	0.93486875	0.8799721	0.9196552	0.90309584	0.9194371	0.7445308	0.9166823	0.88910395	0.87835014	0.9215558	0.7176485	0.931155	0.93834734	0.85346675	0.88886493	0.897941	0.8581759	0.8153303	0.93963164	0.8391961	0.9356429	0.90841025	0.90615875	0.90277135	0.9517952	0.8635893	0.8726272	0.9040719	0.9451861	0.7945132	0.9407177	0.7579573	0.85659176	0.7994459	0.91538966	0.9173228	0.8888709	0.9323158	0.8338575	0.8600216	0.9083051	0.8399337	0.9339522	0.9029128	0.9491817	0.91885275	0.85983956	0.85592574	0.88559556	0.90867585	0.86554885	0.82824564	0.93481505	0.9320509	0.92311454	0.8121549	0.9311618	0.8297492	0.8504344	0.92020977	0.9249734	0.9314671	0.8499047	0.9084849	0.9167205	0.85898626	0.92845756	0.8122476	0.9072536	0.88900864	0.84955525	0.87598956	0.8256076	0.82864773	0.87541276	0.7992954	0.8891286	0.90721285	0.9309823	0.81180286	0.91419387	0.8697722	0.9271908	0.85483843	0.9378587	0.92617583	0.8978351	0.86166	0.8146771	0.7654235	0.8999301	0.868752	0.93202305	0.9453526	0.87957436	0.9174354	0.87422216	0.735428	0.6642781
