	Hewitt/name	alleen/adj	eraan/pp	alsof/comp	blijf/adj	als/prep	nog/adv	Nationaal/name	lief/adj	kerst_avond/noun	maar/adv	documentaire/noun	plek/noun	alles/noun	Eddy/name	discussie/noun	Lily/name	Michiels/name	versregel/noun	inwoner/noun	woord/noun	ook/adv	passage/noun	voorman/noun	bitter/adj	dagelijks/adj	zelfs/adv	altijd/adv	uit/prep	Madonna/name	niets/noun	minister-president/noun	gesprek/noun	daaraan/pp	feit/noun	niets/adv	Ria/name	alleen/adv	producer/noun	die/det	publiek/noun	Blok/name	zij/pron	mentor/noun	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	je/pron	amper/adv	bewindsman/noun	nota/noun	tv_kijker/noun	periode/noun	tekst/noun	magie/noun	wie/pron	Von/name	Marja/name	laat/adj	iedereen/pron	Ten/adv	dokter/noun	voornaam/noun	ze/pron	graag/adv	toen/adv	SP/name	niet/adv	les/noun	iets/noun	man/noun	weer/adv	aan/prep	ons/noun	Bram/name	The/name	kast/noun	Mike/name	niemand/pron	men/pron	vooral/adv	leraar/noun	haar/pron	meisje/noun	Croes/name	zich/pron	duur_voort/adj	opeens/adv	Grosjean/name	Tomislav/name	mens/noun	levendig/adj	song/noun	misschien/adv	Gerard/name	plaat/noun	ik/pron	Rosenmöller/name	klassieker/noun	partij_genoot/noun	voorts/adv	Lamine/name	dat/det	correct/adj	Rijkaard/name	achteraf/pp	meer/adj	concert/noun	u/pron	mij/pron	geleden/adj	toen/comp	foto/noun	Clinton/name	hij/pron	we/pron	VVD'er/noun	me/pron	weinig/adj	ons/pron	gelukkig/adj	lang/adj	Robert/name	dag/noun	begin_periode/noun	atlete/noun	Ids/name	vaak/adj	politicus/noun	veld_slag/noun	werk_dag/noun	voorzitter/noun	Frank/name	niks/noun	detail/noun	veel/adj	5-1/num	het/adj	muziek/noun	wij/pron	Charlotte/name	satire/noun	café_bezoeker/noun	hem/pron	eens/adv
amper/adv	0.8141867	0.8357146	0.9097587	0.8748033	0.8808582	0.9122996	0.7071581	0.96125346	0.87741977	0.87705374	0.72738177	0.92780304	0.89281136	0.8808362	0.8915153	0.9318931	0.8852232	0.86298525	0.9189335	0.6594584	0.8933019	0.8597088	0.906185	0.94879985	0.86672556	0.75716627	0.7560977	0.85421354	0.8275343	0.889713	0.8657309	0.9544486	0.9297124	0.90976536	0.9341919	0.9000342	0.8504552	0.82314	0.92830855	0.8465518	0.89085037	0.9103836	0.8696236	0.9086498	0.9127137	0.88959736	0.8559097	0.9298201	0.8285582	0.8472655	0.0	0.93885183	0.93510234	0.8027068	0.80498505	0.93328536	0.9031235	0.81478554	0.91492045	0.86378926	0.64779997	0.8549509	0.73113596	0.9207285	0.89311075	0.8138544	0.8772344	0.7667217	0.940169	0.82104355	0.87026495	0.8601389	0.7729274	0.81533384	0.9024476	0.82050586	0.8484844	0.96369225	0.88845646	0.8707921	0.82447606	0.86917245	0.8731572	0.88319457	0.8632774	0.77805364	0.8483017	0.90651906	0.85422266	0.82700926	0.8090309	0.87373626	0.74642235	0.9134236	0.852494	0.8652344	0.9149051	0.85997397	0.82905316	0.9144023	0.8908249	0.9529784	0.84366673	0.89484286	0.8822704	0.9248948	0.8817901	0.900757	0.6071406	0.87295014	0.8587003	0.87389827	0.6468049	0.75661916	0.9563535	0.94295913	0.80855316	0.77639806	0.9128103	0.86885333	0.7399012	0.84512687	0.839549	0.6749625	0.92577946	0.6112273	0.87840855	0.81461287	0.859719	0.8532854	0.9323573	0.8737045	0.65064895	0.9744275	0.92885745	0.85339504	0.9062381	0.7899132	0.7946761	0.87828887	0.92688674	0.82595253	0.848469	0.9255823	0.8527631	0.8604553	0.80907863
bewindsman/noun	0.8814014	0.804194	0.875325	0.8937423	0.8209827	0.79449844	0.8418483	0.8839556	0.8718865	0.9093813	0.878971	0.87215924	0.89731085	0.8799033	0.90148115	0.7269164	0.9146811	0.92998624	0.9039107	0.8773287	0.83005375	0.7743079	0.8000976	0.70661855	0.8524157	0.8752145	0.8307084	0.86460394	0.88599956	0.8726988	0.8499476	0.58412755	0.71484554	0.7984065	0.79275286	0.7903752	0.8542871	0.85595024	0.88469416	0.78666306	0.83857954	0.7899221	0.60443497	0.82365704	0.84580445	0.77464134	0.9352973	0.8780191	0.8847767	0.8642973	0.93885183	0.0	0.58089364	0.83943367	0.89414716	0.8456407	0.88128746	0.83188856	0.8171291	0.83708	0.90290415	0.8302772	0.8232371	0.83690906	0.8525845	0.7826105	0.85349935	0.8353259	0.69211066	0.8157167	0.90115136	0.8770288	0.89705193	0.8984953	0.8491487	0.843287	0.8698005	0.95555556	0.9372632	0.9168048	0.8181819	0.73876214	0.82081693	0.8139019	0.8154445	0.9126167	0.82414	0.7545325	0.79693925	0.8798813	0.90444386	0.89632434	0.8552476	0.8824996	0.8935247	0.8771919	0.84394	0.91912156	0.85066044	0.51531744	0.9027927	0.5321332	0.70213306	0.7548176	0.8116538	0.7744583	0.7408691	0.7767733	0.88558704	0.9069871	0.8250525	0.8338596	0.8918984	0.86329126	0.9598635	0.65064526	0.6807957	0.8213208	0.49582303	0.85084444	0.835116	0.8152314	0.90935326	0.905788	0.8885066	0.8920535	0.91119254	0.83722794	0.88388366	0.80685955	0.5654658	0.85634303	0.88909745	0.79104143	0.85658413	0.90408444	0.8096126	0.878438	0.9584926	0.8963737	0.9255803	0.76720786	0.90779394	0.8713082	0.9134551	0.76506126	0.85598516
nota/noun	0.91098624	0.854625	0.9165054	0.9217162	0.8589426	0.837602	0.86667705	0.8463532	0.8999629	0.9063512	0.93023443	0.8266866	0.8947234	0.904997	0.8988368	0.71062315	0.92302155	0.9133152	0.88210714	0.8955501	0.822936	0.82658124	0.7299828	0.80952847	0.8677354	0.8451423	0.89244896	0.9069021	0.8796675	0.8749036	0.896994	0.7133087	0.7216741	0.8576398	0.8151627	0.85635483	0.8593073	0.89150727	0.90030384	0.823996	0.89195335	0.7991054	0.7706957	0.86312807	0.8806766	0.79937595	0.92472136	0.91676736	0.90438753	0.9093208	0.93510234	0.58089364	0.0	0.8857063	0.88463587	0.703838	0.89479226	0.89704955	0.84017646	0.855524	0.89803	0.89909226	0.79165435	0.86785877	0.8383452	0.86029863	0.8734583	0.8654663	0.7255997	0.8985781	0.8778654	0.90679604	0.9425411	0.90956354	0.83816135	0.9026129	0.88341755	0.8967788	0.9079007	0.9249631	0.9120574	0.80773646	0.8484261	0.8690856	0.88467205	0.94002926	0.85819405	0.8356594	0.8426963	0.89743114	0.9159136	0.9350973	0.9168455	0.8405306	0.84799373	0.9183129	0.86581546	0.86662453	0.91613	0.7113553	0.86421275	0.673714	0.65956354	0.78597575	0.8696467	0.77363026	0.84666276	0.82681924	0.8893403	0.89225143	0.8498392	0.90288377	0.89642304	0.88892865	0.86955404	0.8092763	0.8126919	0.8633545	0.7026795	0.9099383	0.8674288	0.8875854	0.94074816	0.93460727	0.8862645	0.9239458	0.89299834	0.9046165	0.9092735	0.8454227	0.78852934	0.86140114	0.880607	0.78711855	0.85273415	0.9334675	0.77083474	0.9046371	0.9522524	0.91594243	0.8943918	0.82848865	0.8987973	0.8368043	0.91572225	0.86339813	0.89812595
tv_kijker/noun	0.877016	0.830439	0.88103694	0.8411025	0.8726794	0.8415135	0.8264001	0.92749965	0.84610987	0.85347676	0.8408506	0.7819618	0.8634655	0.8743774	0.9055089	0.8906355	0.8822711	0.8980416	0.87504363	0.73887956	0.8457017	0.78623813	0.85578585	0.8696864	0.8466727	0.79341954	0.82112336	0.8354261	0.860364	0.843309	0.8751603	0.8814817	0.8430675	0.8549349	0.89334375	0.86786145	0.85616946	0.84104896	0.8455068	0.81450635	0.7100677	0.8785347	0.8001251	0.8704686	0.8388288	0.70261216	0.86200076	0.89168817	0.83844185	0.79880834	0.8027068	0.83943367	0.8857063	0.0	0.87260175	0.8684039	0.8623015	0.80418664	0.85302925	0.87638295	0.83219695	0.8026713	0.8250799	0.88904864	0.82955813	0.7975837	0.8284867	0.8444995	0.90630764	0.83135766	0.8532779	0.8667463	0.842947	0.8660134	0.86625767	0.804087	0.91392994	0.89952254	0.90150666	0.88718843	0.8174519	0.79431677	0.8067348	0.8479951	0.81919104	0.84819686	0.88837963	0.8342091	0.8646397	0.8255334	0.8876352	0.91175705	0.7285876	0.84756136	0.8407129	0.8655152	0.8709823	0.85311663	0.8232506	0.8520623	0.816455	0.8697325	0.8090602	0.8655689	0.8444817	0.86928475	0.84114784	0.8503606	0.75885105	0.8272833	0.79281574	0.82559866	0.8419848	0.8349095	0.8917055	0.87905824	0.82098305	0.805584	0.87079984	0.8385351	0.820838	0.81502795	0.8602087	0.86228204	0.9094804	0.831107	0.8716111	0.83807755	0.8751184	0.83191836	0.77189535	0.8330806	0.81260514	0.91118014	0.917436	0.88358057	0.8367155	0.8280523	0.90418243	0.8568235	0.8177527	0.8037191	0.8830967	0.8421292	0.83943784	0.8049731	0.84342575
periode/noun	0.8919085	0.9056357	0.9460544	0.9136366	0.8453244	0.8928124	0.7997899	0.9386873	0.9130064	0.85532355	0.8782622	0.8695325	0.80927944	0.9149961	0.96735185	0.86351466	0.9059914	0.9476269	0.91500485	0.8743403	0.9099437	0.8904686	0.8057853	0.9420404	0.85780954	0.86675715	0.8149722	0.8686495	0.8818279	0.8972271	0.9238779	0.95299435	0.85589916	0.9250548	0.8659549	0.9134417	0.9368398	0.8993643	0.9393507	0.84876	0.92331773	0.93002665	0.8907953	0.8998784	0.8500421	0.9203333	0.8656743	0.9227302	0.87816924	0.90492004	0.80498505	0.89414716	0.88463587	0.87260175	0.0	0.9068912	0.9076547	0.93290037	0.9170822	0.91080326	0.8063157	0.9113366	0.8871168	0.94727296	0.89719504	0.90098137	0.9156098	0.8196112	0.9577138	0.92049813	0.87730217	0.8832026	0.89559054	0.8525986	0.9236769	0.894953	0.9405037	0.95904636	0.92456675	0.928185	0.93819535	0.90762216	0.8441351	0.9107784	0.9156572	0.9103224	0.90106237	0.9105344	0.8583329	0.8831822	0.9102303	0.9172092	0.8510909	0.8611798	0.85429025	0.8964494	0.9558456	0.8352214	0.8980557	0.9145268	0.8783433	0.9453577	0.861409	0.91371214	0.9052245	0.9136229	0.8875326	0.9115554	0.85630757	0.850864	0.92732954	0.916674	0.80272114	0.79389846	0.9648043	0.9170677	0.85823727	0.85104364	0.92491716	0.92005956	0.8812063	0.8969163	0.85671043	0.79658085	0.95175576	0.66135526	0.77776295	0.8724895	0.903536	0.8316679	0.9201896	0.81120247	0.7511781	0.9607869	0.9683249	0.91637266	0.8778623	0.8305035	0.8980522	0.8735823	0.8995171	0.88630295	0.92319363	0.895069	0.92991596	0.9209449	0.90622336
tekst/noun	0.9168422	0.80799985	0.92068785	0.78833526	0.8851378	0.82606643	0.8875746	0.9283374	0.836185	0.8885029	0.8635756	0.7583581	0.85882545	0.8435301	0.8719171	0.8317559	0.8454239	0.85730296	0.722836	0.9332255	0.57668066	0.8096573	0.5399225	0.8294387	0.8424201	0.8704244	0.8144516	0.8246299	0.8134403	0.75716424	0.8966968	0.86533535	0.8384153	0.8917569	0.84409744	0.88525254	0.833781	0.84011495	0.7582936	0.77295995	0.80054736	0.86291796	0.815495	0.84151345	0.80759346	0.67241865	0.8962202	0.88236535	0.8551843	0.7961157	0.93328536	0.8456407	0.703838	0.8684039	0.9068912	0.0	0.76424813	0.8484153	0.7905836	0.82128346	0.90943533	0.85018694	0.8592248	0.86738425	0.7041993	0.7951966	0.86517566	0.9083194	0.88876736	0.86920965	0.8212656	0.8269577	0.9089292	0.89356035	0.89069873	0.86444956	0.8541008	0.8179006	0.8293587	0.852448	0.883979	0.82436347	0.833745	0.82270515	0.8235042	0.8868329	0.8800175	0.85157996	0.8110843	0.7983016	0.93294626	0.93219805	0.8634629	0.71079206	0.5678606	0.85533285	0.8264965	0.68706656	0.8521737	0.8476708	0.7242675	0.8551782	0.76173	0.84304565	0.8404809	0.75958914	0.8744327	0.8217933	0.893334	0.8112993	0.818856	0.8503328	0.94913644	0.9319414	0.68851435	0.8669065	0.8077582	0.87379634	0.8763244	0.870855	0.846178	0.8789983	0.9022856	0.9282084	0.8542404	0.9336184	0.81926763	0.89668995	0.90537167	0.7482089	0.84408563	0.83804953	0.9242847	0.8789091	0.8673368	0.90870863	0.69265497	0.86134183	0.95777535	0.9136092	0.5765928	0.8601152	0.8064717	0.6964304	0.92030233	0.8437762	0.8750198
magie/noun	0.8626828	0.79458505	0.8704623	0.71802455	0.81872797	0.8048483	0.8407183	0.92838013	0.83176315	0.8488638	0.8311081	0.8103524	0.81204134	0.789409	0.92975557	0.85378325	0.85831934	0.9215204	0.8635918	0.9225889	0.79484206	0.7975133	0.77709454	0.86347675	0.8089985	0.8656188	0.8050456	0.76336384	0.8228225	0.7783211	0.85050106	0.92477846	0.89762414	0.85612947	0.8612242	0.8191143	0.8647569	0.7671472	0.81140983	0.7008544	0.79153734	0.91155297	0.7954269	0.85329014	0.8075816	0.76198214	0.84033114	0.8867822	0.8483575	0.7393688	0.9031235	0.88128746	0.89479226	0.8623015	0.9076547	0.76424813	0.0	0.83619845	0.7944319	0.8629402	0.8810518	0.8111241	0.85495985	0.8747078	0.83107984	0.7643254	0.812068	0.83520174	0.92647004	0.8193298	0.85953295	0.80069447	0.84890896	0.8122797	0.86826193	0.81004465	0.9151962	0.8654486	0.8425653	0.8838132	0.8208216	0.782572	0.7809141	0.86077094	0.7844041	0.8357314	0.904026	0.8426902	0.7636473	0.7540138	0.8930395	0.924887	0.7984561	0.7055223	0.75752866	0.7836635	0.9020744	0.797682	0.7999533	0.8548141	0.8070758	0.8970572	0.8475715	0.877567	0.782189	0.87398803	0.8415922	0.8535422	0.83624077	0.8279001	0.838079	0.7937532	0.9330239	0.85581267	0.8982463	0.8812075	0.7857688	0.81672466	0.8923567	0.8226806	0.7949213	0.8183446	0.84145486	0.88398844	0.8939807	0.9004544	0.8644637	0.85609365	0.8735502	0.7618575	0.8393278	0.8191839	0.91829866	0.9370406	0.9237188	0.85517305	0.7782121	0.79683715	0.93922925	0.9007762	0.6585599	0.8147464	0.85276294	0.7392541	0.89589804	0.80499226	0.87327385
wie/pron	0.87809736	0.65939254	0.81413007	0.75963026	0.84983504	0.75192046	0.71950173	0.9387603	0.6580256	0.83655775	0.6913825	0.90077937	0.82981044	0.7791518	0.91994494	0.89167154	0.8442197	0.9380675	0.87772846	0.83175194	0.79701006	0.68708503	0.8705161	0.8856792	0.86022973	0.8141634	0.75774854	0.66312456	0.8880862	0.8175999	0.7870768	0.8964283	0.87350714	0.79998946	0.84284884	0.7808393	0.83619004	0.7284349	0.8297654	0.7193675	0.7862153	0.8668949	0.5592064	0.8443565	0.7768856	0.6868879	0.89147913	0.86852795	0.77715534	0.5475687	0.81478554	0.83188856	0.89704955	0.80418664	0.93290037	0.8484153	0.83619845	0.0	0.8285247	0.8338164	0.8824714	0.61094165	0.7701727	0.7811574	0.7650155	0.5528688	0.7172686	0.7260486	0.91090244	0.6546709	0.85961795	0.761994	0.7320072	0.82285476	0.8422685	0.6968186	0.9006981	0.9583175	0.8909684	0.8839321	0.5952928	0.6407151	0.8106118	0.7918445	0.660617	0.7275773	0.88074607	0.8005459	0.79614365	0.7421166	0.8935314	0.9063673	0.62813014	0.86473763	0.8546785	0.67959577	0.8776075	0.8560578	0.5761741	0.8274285	0.8707608	0.87853634	0.79547316	0.843356	0.7520865	0.80088603	0.8236758	0.75716615	0.7579664	0.8849895	0.5566567	0.65132815	0.8534384	0.7588817	0.92745805	0.8396537	0.6194524	0.6497898	0.8069433	0.70761347	0.8010004	0.7177433	0.7611772	0.83193445	0.8971901	0.8451704	0.89918	0.8486454	0.85615337	0.7157673	0.754719	0.864475	0.8698556	0.9562291	0.9186352	0.76209116	0.8101165	0.7543977	0.95864195	0.7688037	0.848317	0.6015655	0.8284241	0.8658118	0.83726585	0.658744	0.67124224
Von/name	0.8074395	0.8529373	0.91802	0.8248803	0.86033195	0.7590268	0.90368474	0.86105275	0.84368443	0.82006615	0.8969024	0.73368967	0.8738579	0.8704974	0.7845404	0.8805021	0.7943089	0.77853835	0.8497093	0.8855609	0.8405167	0.8517343	0.7871723	0.77377856	0.86308706	0.8740746	0.8286736	0.8464699	0.8171375	0.704983	0.89206463	0.84063256	0.83375984	0.8964841	0.86186296	0.8595044	0.77291495	0.870439	0.7284317	0.81260455	0.8308076	0.8610348	0.7354923	0.78573394	0.8515525	0.81693786	0.8758481	0.9252377	0.8900448	0.83854914	0.91492045	0.8171291	0.84017646	0.85302925	0.9170822	0.7905836	0.7944319	0.8285247	0.0	0.8423457	0.8921286	0.853763	0.82577384	0.79388964	0.7875214	0.775653	0.828814	0.8171987	0.8888835	0.86901	0.8912967	0.89326763	0.84378994	0.8734587	0.86742115	0.8417632	0.7947086	0.77432084	0.89217156	0.7326205	0.8599143	0.80835867	0.8359303	0.8390788	0.7786493	0.84562343	0.80990094	0.84816957	0.83227617	0.82107854	0.82956076	0.8931104	0.85492253	0.82039595	0.76757807	0.8884	0.72739965	0.8217591	0.8438845	0.7917106	0.78186965	0.82297194	0.8048333	0.8287654	0.85904145	0.84919745	0.80104816	0.8429325	0.89352465	0.8151618	0.8330619	0.8561064	0.87616116	0.81670153	0.8487997	0.7672678	0.71380746	0.8528309	0.8137923	0.8671055	0.8717379	0.86383677	0.8840831	0.9156027	0.67503923	0.9097353	0.8710836	0.811396	0.85806334	0.82109976	0.7890027	0.82746416	0.91365945	0.8187664	0.7528318	0.90591156	0.85355896	0.8806433	0.8919841	0.8788036	0.8068483	0.820402	0.70577586	0.78913593	0.91550964	0.7827977	0.88233644
Marja/name	0.8670763	0.8791292	0.9068987	0.8359396	0.9077922	0.83828914	0.8742742	0.8789483	0.8772549	0.8778729	0.8749495	0.8610797	0.88688654	0.903096	0.80443215	0.908367	0.79519826	0.83562386	0.90251976	0.91349894	0.8425616	0.8535964	0.8592974	0.8082716	0.87358785	0.87455344	0.88324314	0.8422006	0.85065424	0.8124051	0.89662784	0.85027516	0.8439002	0.9057249	0.91886795	0.86732316	0.70488787	0.876139	0.83308876	0.8458772	0.8989276	0.8793709	0.7946367	0.83789283	0.84900486	0.8265105	0.9149088	0.9117944	0.8713459	0.8188278	0.86378926	0.83708	0.855524	0.87638295	0.91080326	0.82128346	0.8629402	0.8338164	0.8423457	0.0	0.8986652	0.84778625	0.8804561	0.8270681	0.8247925	0.79384327	0.89100134	0.80444074	0.8604264	0.86781174	0.88619	0.8708794	0.8487503	0.86804426	0.9075363	0.8544886	0.7935715	0.89820415	0.9141007	0.820976	0.87426305	0.8651573	0.90132296	0.8057124	0.81016076	0.8560365	0.845449	0.87921154	0.8708814	0.8290549	0.89661723	0.90568954	0.869102	0.86769223	0.8762175	0.8564839	0.6988385	0.8988437	0.8165277	0.7821819	0.8669231	0.7940632	0.86208093	0.85931754	0.8666163	0.88846236	0.82814205	0.85484576	0.9048214	0.90704685	0.8247906	0.8408862	0.89009124	0.8381672	0.89393383	0.86928064	0.7831566	0.84292257	0.7797134	0.85689664	0.89306176	0.8641263	0.8725604	0.89815295	0.7914067	0.88049304	0.8969526	0.86965615	0.8262768	0.84496486	0.8808247	0.9026872	0.8821011	0.80794454	0.786674	0.88588774	0.9101776	0.88701016	0.8969386	0.9093698	0.8791496	0.83612037	0.7635953	0.8553315	0.9068303	0.8387376	0.8696926
laat/adj	0.81037086	0.9134372	0.9275973	0.90256083	0.9222835	0.9026173	0.72333837	0.94158703	0.90134215	0.8399435	0.8275277	0.8806881	0.8640568	0.9091932	0.9324555	0.92775875	0.914459	0.9334485	0.9195901	0.89751244	0.8946131	0.8874602	0.8593334	0.9232311	0.8963677	0.83995825	0.8211467	0.8970682	0.8302041	0.8562236	0.91999733	0.9323159	0.88343513	0.9282743	0.8797324	0.91946495	0.9109436	0.910928	0.8981406	0.7881267	0.91048104	0.92968976	0.8444296	0.9058183	0.93228424	0.88236284	0.8580537	0.937098	0.8625132	0.8742175	0.64779997	0.90290415	0.89803	0.83219695	0.8063157	0.90943533	0.8810518	0.8824714	0.8921286	0.8986652	0.0	0.89228153	0.8506394	0.9012495	0.9049566	0.8063192	0.88735765	0.7211373	0.9552206	0.9060139	0.85412014	0.8726444	0.79409313	0.74001205	0.91873	0.86957866	0.9193447	0.9173872	0.9117312	0.90468925	0.89170974	0.88504136	0.90832186	0.92438644	0.8578649	0.82691777	0.8721231	0.9139156	0.88292617	0.8171976	0.8358111	0.8992657	0.87670004	0.90527946	0.8488607	0.86948913	0.93493485	0.85320055	0.83327407	0.8982424	0.8501435	0.9366309	0.89408433	0.88287956	0.8836266	0.92758375	0.85851705	0.8284072	0.8563906	0.83502805	0.8902427	0.8998089	0.6096045	0.6428662	0.9609427	0.89974844	0.7353658	0.7905426	0.91738755	0.9007298	0.8807677	0.8854106	0.8549415	0.6947475	0.94421273	0.6987183	0.8591982	0.8372445	0.83177286	0.84907997	0.9347804	0.865729	0.7759065	0.96433854	0.9544937	0.9215015	0.88993	0.89427596	0.8859047	0.87633705	0.91282296	0.8792561	0.8997917	0.90766114	0.8946339	0.8524511	0.8360778
iedereen/pron	0.86985755	0.65449524	0.8108288	0.66017175	0.85798043	0.881016	0.699489	0.9643938	0.6887647	0.831898	0.661206	0.92752373	0.81604254	0.5956942	0.9465828	0.8496454	0.88048375	0.95985407	0.8959776	0.8467903	0.7860323	0.5890114	0.8532872	0.9187718	0.8406171	0.81948465	0.72909915	0.46320915	0.92086065	0.85236883	0.7540356	0.91237164	0.8873415	0.8129703	0.84785557	0.7600032	0.87493014	0.7162781	0.87746763	0.69415677	0.63486767	0.8821033	0.58945596	0.86530685	0.6692194	0.6583296	0.8491153	0.86326355	0.7333867	0.44395483	0.8549509	0.8302772	0.89909226	0.8026713	0.9113366	0.85018694	0.8111241	0.61094165	0.853763	0.84778625	0.89228153	0.0	0.8527751	0.79395926	0.81212825	0.4448923	0.7366123	0.71119297	0.93345696	0.5421695	0.8449114	0.7033917	0.8085772	0.6638218	0.86077106	0.6370306	0.9390894	0.9837465	0.8428092	0.92617804	0.48296577	0.5029417	0.79689634	0.8144424	0.6246963	0.80325305	0.8841042	0.7518985	0.71910524	0.62352604	0.8637478	0.90414125	0.59261024	0.8195661	0.83276427	0.6634635	0.93879235	0.84865177	0.4112599	0.80289483	0.8777307	0.8859749	0.8223007	0.8436067	0.6732593	0.78995013	0.792105	0.68546456	0.7594696	0.89779335	0.55843776	0.5493146	0.9314596	0.804884	0.95177954	0.8615526	0.56040514	0.4949205	0.82560873	0.5401179	0.7622789	0.56344515	0.7029377	0.8413478	0.97382843	0.8392637	0.87052387	0.87980247	0.8599891	0.73797685	0.757799	0.8900412	0.85400504	0.97381294	0.96179944	0.7193389	0.8248305	0.73288953	0.9501809	0.7995744	0.81145823	0.47193956	0.8981153	0.8296021	0.82289517	0.61891955	0.66873276
Ten/adv	0.87849516	0.80666816	0.8637034	0.8731569	0.7512261	0.82911456	0.8334824	0.8860769	0.87049294	0.8177704	0.8427078	0.87967956	0.8546007	0.867233	0.85919464	0.85133183	0.8955268	0.85813713	0.90519494	0.7050656	0.8957203	0.73905647	0.83930624	0.8233255	0.86713254	0.7849686	0.8051709	0.86205775	0.797929	0.87182057	0.88032573	0.8082756	0.86120164	0.85031897	0.8571534	0.88201725	0.81510144	0.83786	0.8680648	0.7990395	0.86005425	0.78116274	0.7298228	0.84818333	0.8680487	0.8263857	0.8791609	0.9393833	0.87681174	0.85708064	0.73113596	0.8232371	0.79165435	0.8250799	0.8871168	0.8592248	0.85495985	0.7701727	0.82577384	0.8804561	0.8506394	0.8527751	0.0	0.8194867	0.866353	0.7902984	0.82324857	0.7973542	0.7960672	0.86088336	0.8458933	0.8783227	0.8012493	0.8571943	0.822224	0.825668	0.8999909	0.94287986	0.8775319	0.88625395	0.85397357	0.7664909	0.7979849	0.81742835	0.82925594	0.8166847	0.8418669	0.8337745	0.7980802	0.8413094	0.9010144	0.9153966	0.7564856	0.8687527	0.8646929	0.877629	0.90116704	0.872553	0.8777871	0.834273	0.8805789	0.8323623	0.5719839	0.8032966	0.82976115	0.82494634	0.88473123	0.8319347	0.73328835	0.8662932	0.83166337	0.8632438	0.7803246	0.80569446	0.88598514	0.84123224	0.78827494	0.8051233	0.8316651	0.8694421	0.8194233	0.83012795	0.8765838	0.8424641	0.88587976	0.7807477	0.9057715	0.84224373	0.8854889	0.80483073	0.8220285	0.82705873	0.7841984	0.85153013	0.88078195	0.90419126	0.85297	0.8287506	0.91877866	0.8788115	0.87659526	0.7818685	0.8728839	0.88366705	0.85672116	0.8085321	0.82774377
dokter/noun	0.9018356	0.81273484	0.84827363	0.8677723	0.83351564	0.8433193	0.86376446	0.92260504	0.83111763	0.84810984	0.8624446	0.8798939	0.90668315	0.87429434	0.70317876	0.93152654	0.8157842	0.7586221	0.9053524	0.89378685	0.88335323	0.83925235	0.88523906	0.77748686	0.86205626	0.8586047	0.82800967	0.8347044	0.8776823	0.8488456	0.86864924	0.8216871	0.86294234	0.8706068	0.8732759	0.8671831	0.728335	0.8654127	0.7420602	0.8352997	0.89153373	0.8757506	0.6788262	0.71433806	0.85045415	0.82856584	0.9339466	0.91202086	0.8822779	0.79276454	0.9207285	0.83690906	0.86785877	0.88904864	0.94727296	0.86738425	0.8747078	0.7811574	0.79388964	0.8270681	0.9012495	0.79395926	0.8194867	0.0	0.7849573	0.69000703	0.83117396	0.7953236	0.8288952	0.82503575	0.8665067	0.8539528	0.76369476	0.87305325	0.8352976	0.7947163	0.7944776	0.92559725	0.9342028	0.7989114	0.7742178	0.7587383	0.8853906	0.69393075	0.6845478	0.78060734	0.8050831	0.8785353	0.8507136	0.8336453	0.89205843	0.8670373	0.78435415	0.89945114	0.89495003	0.8569524	0.76036155	0.9111363	0.7473317	0.8284717	0.8824033	0.7540447	0.7857248	0.7895942	0.85461235	0.82068825	0.82825786	0.7559226	0.8846341	0.9099414	0.75653845	0.7843139	0.9078007	0.8007674	0.79823	0.83073455	0.6844889	0.7931208	0.82814074	0.7810602	0.87167037	0.8095219	0.84837544	0.9061181	0.7383476	0.88358176	0.9083016	0.81790096	0.8894377	0.75142366	0.8007118	0.8962659	0.9130377	0.71767724	0.75625944	0.86157274	0.8861113	0.86546504	0.9177089	0.91930175	0.8973006	0.7724774	0.7852974	0.8829727	0.8640112	0.705954	0.8135642
