	riek/verb	word/verb	pijnlijk/adj	vroeger/adv	alleen/adj	carrière/noun	blijf/adj	hoe/adj	eiland/noun	nog/adv	gozer/noun	voor_woord/noun	muur/noun	bepaald/adj	gisteren/adv	bar/noun	lief/adj	gespannen/adj	kerst_avond/noun	maar/adv	plek/noun	alles/noun	versregel/noun	kunstenares/noun	inwoner/noun	plaquette/noun	hoofd_redactie/noun	ook/adv	bitter/adj	staal_industrie/noun	dagelijks/adj	zelfs/adv	altijd/adv	niets/noun	gesprek/noun	feit/noun	niets/adv	er/noun	alleen/adv	producer/noun	zal/verb	gebeur/verb	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	echt/adv	amper/adv	moment/noun	nota/noun	commotie/noun	tijd/noun	gebeuren/noun	verrot/adj	Merksemse/adj	iemand/noun	tv_kijker/noun	periode/noun	tekst/noun	schilderij/noun	vroeg/adj	Ten/adv	kan/verb	graag/adv	schoonheid/noun	niet/adv	iets/noun	man/noun	weer/adv	wanneer/adv	gras/noun	context/noun	onraad/noun	midden/noun	ons/noun	plaat_zaak/noun	visser_dorp/noun	kast/noun	mooi/adj	atmosfeer/noun	jeugd/noun	lui/adj	vooral/adv	meer/adv	ingeslagen/adj	zomer/noun	meisje/noun	duur_voort/adj	sarcastisch/adj	mens/noun	misschien/adv	vervallen/adj	plaat/noun	partij_genoot/noun	protestants/adj	voorts/adv	homeopathisch/adj	correct/adj	herkomst/noun	bloed_heet/adj	jongeman/noun	meen/verb	concert/noun	meer/adj	aangrijpend/adj	vorig/adj	heroïsch/adj	weinig/adj	gelukkig/adj	lang/adj	dag/noun	kiezer/noun	atlete/noun	oud/adj	verleden/noun	vaak/adj	politicus/noun	veld_slag/noun	voorzitter/noun	meneer/noun	ooit/adv	niks/noun	liefst/adj	detail/noun	veel/adj	het/adj	kwaad/noun	eens/adv
politicus/noun	0.8212264	0.80063534	0.8213668	0.87585133	0.7856183	0.8674504	0.8159939	0.8072636	0.8774035	0.8715618	0.87615454	0.8219204	0.92484695	0.8104421	0.75260985	0.8915319	0.81909	0.7988576	0.8867917	0.8504342	0.85769737	0.883961	0.9013787	0.7883357	0.82141244	0.91004074	0.80430984	0.7508457	0.8213168	0.8275874	0.880264	0.77411264	0.7803836	0.87311596	0.77168095	0.81328815	0.83157146	0.81936264	0.8397827	0.8092367	0.7735096	0.8967838	0.803627	0.7058247	0.9013189	0.8435584	0.8469986	0.8442476	0.9323573	0.8730156	0.78852934	0.77975124	0.8964344	0.8431027	0.87682045	0.9043843	0.72858655	0.77189535	0.9201896	0.84408563	0.8818226	0.8870668	0.8220285	0.8343233	0.78920364	0.8300559	0.78538847	0.85670066	0.811439	0.9035218	0.8419485	0.91236407	0.7657534	0.89657813	0.8962186	0.7991954	0.8870112	0.8585595	0.9326683	0.910833	0.87682056	0.79086435	0.7972181	0.7314207	0.8697094	0.87875503	0.9338231	0.8151501	0.76484275	0.78171456	0.7424107	0.8318553	0.8959896	0.8862368	0.6276665	0.72572434	0.7608926	0.87499166	0.7696856	0.8251282	0.9134214	0.8595232	0.7228056	0.90797186	0.8319124	0.86176753	0.89904785	0.7981559	0.7852684	0.89673686	0.9029722	0.936488	0.49997497	0.7942177	0.86428666	0.76159734	0.7416074	0.0	0.83800316	0.80516094	0.7784846	0.7878019	0.89116144	0.86863273	0.8469047	0.8071562	0.88255954	0.82563555	0.8380966
veld_slag/noun	0.8587989	0.827533	0.8107823	0.87778085	0.8769146	0.79783076	0.8284478	0.8715893	0.7833029	0.86833525	0.91686976	0.8682262	0.857943	0.8863969	0.790066	0.8413501	0.8897594	0.8056895	0.808784	0.9048844	0.8369214	0.86803937	0.8820161	0.8392154	0.8253585	0.8976202	0.8973659	0.8545426	0.80951303	0.89098656	0.8399714	0.8055515	0.8755724	0.896874	0.76190346	0.84769255	0.87650454	0.9168467	0.8599181	0.8810364	0.825297	0.8666148	0.8674756	0.8409015	0.8482581	0.88884693	0.8898721	0.92977077	0.8737045	0.85543025	0.86140114	0.7934538	0.87557983	0.7603014	0.87815875	0.9032028	0.8878147	0.8330806	0.81120247	0.83804953	0.81257474	0.8900609	0.82705873	0.8637225	0.8786262	0.8187104	0.89438957	0.9102816	0.84297657	0.8782506	0.8797446	0.8727777	0.8190887	0.9089289	0.87426025	0.861469	0.87115717	0.8445814	0.899495	0.8442954	0.8336361	0.83539003	0.85096204	0.8092631	0.91499555	0.8745411	0.8397121	0.8601694	0.82620907	0.8528974	0.8365244	0.887989	0.8291966	0.8616824	0.886101	0.77529883	0.8405336	0.9134493	0.86404073	0.8607975	0.8587023	0.84126425	0.8939837	0.7636982	0.88291883	0.7932518	0.84398943	0.7074625	0.8558891	0.86823016	0.8757347	0.8174544	0.86837214	0.8323437	0.8567703	0.80110747	0.82440996	0.83800316	0.0	0.9115529	0.89847696	0.83899564	0.90144056	0.885528	0.8052428	0.8603866	0.915374	0.84445035	0.9006004
voorzitter/noun	0.93465286	0.9217255	0.9565281	0.93404686	0.9664943	0.9304465	0.9485192	0.9707606	0.9586703	0.9685317	0.92661667	0.76420224	0.98552305	0.9665031	0.62211657	0.9555581	0.9562825	0.9224796	0.9000426	0.9799557	0.9761256	0.98164314	0.94276375	0.8226501	0.9215773	0.9093253	0.8417361	0.95410603	0.9311012	0.9332147	0.94167334	0.957958	0.98020107	0.962889	0.7992142	0.960994	0.93702346	0.9820542	0.9715039	0.69789934	0.9184601	0.98048943	0.962593	0.94382197	0.9641935	0.9778179	0.9681251	0.9730396	0.9744275	0.9821121	0.78711855	0.8511222	0.99063313	0.91297185	0.95683837	0.87013406	0.95701414	0.91118014	0.9607869	0.8789091	0.8853	0.9587332	0.85153013	0.9692601	0.9160141	0.966792	0.97528607	0.9732311	0.9595185	0.9806417	0.9422826	0.978024	0.9302091	0.92018104	0.9363548	0.96115494	0.9461632	0.9440278	0.98295003	0.98429763	0.9608266	0.903699	0.95841396	0.9518168	0.9817671	0.92793006	0.9228581	0.96401286	0.96983314	0.88462305	0.9846691	0.9854297	0.9236981	0.963283	0.4982161	0.88522416	0.78382546	0.94103324	0.93999165	0.9550535	0.934164	0.9316128	0.54782814	0.9152233	0.9753917	0.9327669	0.8762448	0.90671504	0.96766704	0.96010184	0.99000484	0.97957724	0.8593334	0.8551743	0.9706166	0.9626122	0.9728059	0.80516094	0.9115529	0.0	0.740276	0.8932786	0.965036	0.9463932	0.9583379	0.9805887	0.9614791	0.9625696	0.96474344
meneer/noun	0.7662455	0.88299847	0.8663448	0.8305499	0.8250411	0.9040375	0.92069286	0.76800996	0.91068	0.8520282	0.7842011	0.76270944	0.885484	0.9144358	0.7818296	0.8431226	0.70940197	0.8631562	0.8554112	0.74214715	0.8690412	0.8146934	0.8934756	0.80981886	0.9216813	0.87200916	0.8393866	0.789507	0.85962033	0.93482745	0.89164865	0.82692856	0.73212874	0.8359997	0.8021421	0.8898608	0.80592906	0.81728566	0.8354012	0.79633534	0.8208462	0.87502205	0.7636875	0.76878023	0.888482	0.9086119	0.8522867	0.7432844	0.9208839	0.868899	0.83432996	0.8444914	0.9110889	0.8855251	0.8780798	0.92238027	0.6364707	0.8601488	0.93958557	0.8279502	0.8747045	0.857666	0.87596536	0.8261566	0.7702311	0.8694214	0.7722436	0.79393077	0.7801391	0.8144903	0.7810475	0.8666204	0.88678974	0.85256046	0.90823686	0.75141805	0.87226963	0.91987896	0.85445845	0.80384684	0.8874091	0.8790008	0.77914035	0.882538	0.8584045	0.8711456	0.90746546	0.800805	0.8389494	0.77347285	0.7704044	0.72602797	0.8733336	0.8631121	0.6726676	0.8907398	0.8367088	0.8982406	0.83150494	0.90085316	0.90726364	0.82281977	0.68983763	0.9137741	0.9037888	0.8548038	0.9139257	0.84977275	0.88628584	0.8018387	0.9119782	0.90612596	0.81873554	0.8834878	0.86057717	0.8822241	0.80318224	0.7784846	0.89847696	0.740276	0.0	0.7797424	0.7821379	0.80448496	0.87301195	0.8477205	0.9017679	0.8599716	0.73386097
ooit/adv	0.8362263	0.82756567	0.8618979	0.83942044	0.8111948	0.7339965	0.86560893	0.725052	0.8460828	0.7471734	0.8209289	0.7713324	0.8874609	0.86990726	0.8659042	0.84601027	0.74538195	0.89452684	0.86165893	0.79009676	0.8245956	0.8005465	0.87952006	0.8040462	0.91394293	0.8658588	0.8775562	0.77440786	0.8706438	0.8832656	0.88625395	0.7252065	0.72399104	0.8362478	0.86559534	0.873484	0.8268064	0.82853705	0.81689966	0.7156788	0.7891128	0.89281297	0.7491287	0.804973	0.8545689	0.87030303	0.7773887	0.77743024	0.8936665	0.7981871	0.9050184	0.89210796	0.8563521	0.86367047	0.860447	0.90616286	0.69306445	0.83685225	0.8743976	0.80454373	0.81081927	0.7861846	0.8752883	0.7664141	0.7514319	0.7950187	0.77185535	0.70778465	0.8199222	0.79582834	0.7396647	0.8582487	0.8689832	0.88982886	0.89179844	0.8131472	0.8628027	0.8847083	0.8843685	0.7396512	0.8819982	0.8146142	0.80674106	0.8420467	0.8249941	0.8826167	0.83842206	0.8013869	0.85453594	0.8047309	0.8124171	0.73236406	0.85445267	0.77903044	0.8792052	0.8409535	0.84514165	0.9147848	0.88023853	0.86324537	0.9020733	0.84432626	0.86652136	0.8434157	0.8591586	0.7974266	0.8556858	0.76287055	0.83955705	0.7929034	0.8673507	0.8838743	0.8709454	0.7819643	0.8030784	0.7821242	0.75695366	0.7878019	0.83899564	0.8932786	0.7797424	0.0	0.82317245	0.76017845	0.85943675	0.79525596	0.80958045	0.83543205	0.7299534
niks/noun	0.82977587	0.8977107	0.86390585	0.84315234	0.7349646	0.9095615	0.89559376	0.75201964	0.95523924	0.7417432	0.77820253	0.93418616	0.9447139	0.9189282	0.92693913	0.93824464	0.7275203	0.9292314	0.9135686	0.66802406	0.9051661	0.64647436	0.92642814	0.93313015	0.9472193	0.93641394	0.90007454	0.6836597	0.78866017	0.91709435	0.917152	0.80813605	0.7135875	0.14758962	0.92272455	0.89765704	0.44265163	0.72927725	0.75177205	0.91898865	0.7834364	0.8037562	0.7660157	0.8240664	0.90026474	0.8847532	0.7760647	0.59502137	0.85339504	0.86559594	0.9334675	0.8814679	0.87567085	0.9076706	0.87294304	0.94353515	0.7087706	0.88358057	0.91637266	0.90870863	0.93888676	0.8747595	0.90419126	0.7087759	0.7857296	0.8622222	0.6070463	0.43392646	0.9124929	0.80810726	0.7868109	0.8860451	0.87982804	0.9011858	0.966014	0.78528583	0.8970859	0.9370733	0.8927013	0.81900716	0.90845376	0.89317906	0.8155803	0.8996932	0.77185434	0.9076442	0.92972374	0.91179615	0.8393806	0.88830507	0.8248028	0.6799129	0.92623055	0.88454837	0.93748194	0.9452731	0.8907381	0.917275	0.88226396	0.9264551	0.9254766	0.9175059	0.90799314	0.95475805	0.78109366	0.9152131	0.9202802	0.8997499	0.6251544	0.7265671	0.92850345	0.9338303	0.88542795	0.92707735	0.9446967	0.89625645	0.7870126	0.89116144	0.90144056	0.965036	0.7821379	0.82317245	0.0	0.81831664	0.836267	0.7098019	0.8878382	0.82680625	0.7297244
liefst/adj	0.7374003	0.84129214	0.86693025	0.8498232	0.7550281	0.85421586	0.9025711	0.7942738	0.8396492	0.81953526	0.8371161	0.88043326	0.8169458	0.87392205	0.90069014	0.76706064	0.46958333	0.8497697	0.82738686	0.7534094	0.78182304	0.7794478	0.90168697	0.87793416	0.9286306	0.90285116	0.89738446	0.78222346	0.86055243	0.9404992	0.82378906	0.77001846	0.72429216	0.85420597	0.886472	0.92502236	0.8139295	0.8385945	0.7486383	0.8646661	0.807003	0.88664436	0.7861197	0.872114	0.85781515	0.9056919	0.80374074	0.7912577	0.8767582	0.8798832	0.9100437	0.8900054	0.85502017	0.8458132	0.84984577	0.9221236	0.7544955	0.8539651	0.9225416	0.8558502	0.88628554	0.7959194	0.8584324	0.72742105	0.64787954	0.81813383	0.80589247	0.81552625	0.83249575	0.7567541	0.79808956	0.7450875	0.87204415	0.86641717	0.8418331	0.78186995	0.847034	0.87875926	0.77179706	0.7660384	0.87374854	0.8163365	0.72315407	0.80636466	0.8331623	0.85899615	0.83290875	0.8112913	0.79313904	0.8637099	0.80773115	0.7989808	0.8472027	0.8168981	0.8967005	0.87520593	0.85289764	0.90246844	0.87640476	0.8740323	0.84091216	0.8724649	0.90177387	0.88695043	0.86166286	0.8520475	0.9283222	0.85194004	0.8498329	0.8251245	0.83688235	0.8155829	0.8737147	0.8812102	0.8224982	0.86518383	0.71142095	0.86863273	0.885528	0.9463932	0.80448496	0.76017845	0.81831664	0.0	0.8665712	0.7833236	0.7869553	0.88400936	0.76650065
detail/noun	0.8509846	0.7816382	0.7704601	0.81802464	0.7579882	0.8978461	0.8474823	0.68569374	0.9306213	0.783461	0.8870248	0.82016724	0.8807057	0.77291036	0.8377369	0.90237653	0.8107971	0.84843224	0.8921148	0.82152516	0.8018912	0.7710941	0.8450988	0.8629485	0.917874	0.88039845	0.8596778	0.76587725	0.8518978	0.91540617	0.8668909	0.848409	0.8234886	0.78921264	0.8042164	0.78442943	0.7877624	0.85079795	0.8325738	0.8890341	0.8059331	0.8537023	0.7684504	0.73243004	0.8728324	0.8760975	0.8330817	0.8370354	0.9062381	0.76999396	0.77083474	0.82207	0.8587213	0.80438167	0.9080237	0.9468068	0.82012016	0.8367155	0.8778623	0.69265497	0.76878875	0.9204265	0.85297	0.79723305	0.828991	0.7604622	0.7862197	0.7685854	0.89485455	0.88058937	0.77009606	0.8938029	0.69969153	0.9062968	0.9298978	0.83784735	0.9021895	0.9085313	0.85990256	0.7654604	0.8108047	0.8755802	0.87678367	0.7654459	0.85834646	0.9271757	0.89790803	0.89240384	0.7995634	0.8238294	0.8208064	0.81053853	0.880091	0.8183242	0.9259305	0.90161365	0.731618	0.8565316	0.7734012	0.758222	0.93575656	0.8966075	0.9060154	0.89412254	0.8376582	0.71413386	0.89947045	0.81437194	0.7596036	0.8859167	0.88662547	0.8858594	0.8716322	0.89081866	0.89354515	0.8016548	0.75134397	0.8469047	0.8052428	0.9583379	0.87301195	0.85943675	0.836267	0.8665712	0.0	0.76944405	0.9146396	0.8648827	0.8318637
veel/adj	0.7684504	0.8331662	0.7692897	0.791163	0.67216134	0.8761574	0.73417366	0.6745804	0.89853793	0.7267783	0.8614724	0.8971055	0.9082695	0.76707286	0.93704164	0.8731854	0.67504585	0.79547864	0.8928529	0.71943367	0.84271973	0.7557427	0.91186166	0.8950052	0.8824202	0.9371536	0.8926836	0.6099767	0.71561384	0.8473641	0.8106557	0.7262352	0.6022017	0.722081	0.9042955	0.87121177	0.73406625	0.6952312	0.6630268	0.8917575	0.7285254	0.84116113	0.6219765	0.75170046	0.84693736	0.8638426	0.6889128	0.7244656	0.7899132	0.8133906	0.9046371	0.8552863	0.74139774	0.79743016	0.8660116	0.93334156	0.7277887	0.8280523	0.8305035	0.86134183	0.89693195	0.7778442	0.8287506	0.69127053	0.7313325	0.74987304	0.7035854	0.63634276	0.86334145	0.7845762	0.84455323	0.81296074	0.80161375	0.89051485	0.91027075	0.76338655	0.88877034	0.8684031	0.9017286	0.75524795	0.7802747	0.7450042	0.745738	0.5887507	0.7423657	0.8989711	0.89784205	0.8651817	0.7219111	0.84357977	0.68640304	0.65434706	0.8808112	0.8436409	0.92583275	0.88861936	0.801001	0.8474444	0.7972408	0.85347503	0.8861022	0.8857046	0.8825014	0.9149515	0.5336353	0.7957799	0.9149992	0.81010383	0.37750512	0.7036946	0.8086464	0.8704676	0.8037808	0.88704264	0.85849994	0.81316	0.5569904	0.8071562	0.8603866	0.9805887	0.8477205	0.79525596	0.7098019	0.7833236	0.76944405	0.0	0.8552151	0.8064477	0.7697959
het/adj	0.8624599	0.82769126	0.8913851	0.9152644	0.8209683	0.8705442	0.8988216	0.80527943	0.90609324	0.8295722	0.8963117	0.9020163	0.9676346	0.8903926	0.89674467	0.92701554	0.84636486	0.92362505	0.8857888	0.86100256	0.88456863	0.8861154	0.904313	0.8976225	0.9127548	0.91800666	0.90753865	0.79216945	0.90904486	0.92589915	0.87372494	0.82981277	0.8160322	0.90383023	0.94909656	0.9089966	0.8625531	0.87214303	0.8483813	0.8986043	0.79908353	0.895328	0.8404008	0.8526943	0.9214563	0.9055727	0.832317	0.85693324	0.87828887	0.8731064	0.91594243	0.9133305	0.90435535	0.8956738	0.9292968	0.9453464	0.7871272	0.8568235	0.8735823	0.9136092	0.92544067	0.9053337	0.8788115	0.780023	0.8180188	0.88423973	0.8084284	0.8607464	0.91577166	0.8273913	0.7640812	0.902454	0.8916037	0.9038655	0.9244518	0.83407927	0.9139886	0.9409349	0.9346569	0.90125513	0.9152111	0.89001215	0.8701466	0.81324005	0.8583978	0.9460226	0.79299486	0.8919434	0.86253595	0.9009949	0.8379765	0.8038188	0.94764954	0.86319894	0.9438888	0.9359171	0.87522095	0.9239043	0.88815403	0.94146353	0.92479676	0.92247826	0.9367507	0.89683574	0.85616785	0.8800338	0.83299625	0.8835871	0.8434955	0.8835799	0.8846672	0.90403813	0.883277	0.8706858	0.91731507	0.9233756	0.81327486	0.88255954	0.915374	0.9614791	0.9017679	0.80958045	0.8878382	0.7869553	0.9146396	0.8552151	0.0	0.90502197	0.8107969
kwaad/noun	0.8065914	0.83291745	0.7911928	0.85400486	0.78041947	0.92235434	0.8073527	0.81327575	0.9095986	0.8588244	0.8832991	0.90309995	0.93170893	0.82541394	0.93731433	0.95565313	0.83491534	0.85548735	0.9199221	0.8114395	0.90292114	0.8598316	0.9124993	0.9236498	0.9424421	0.9477767	0.9074544	0.7973933	0.7948686	0.9033836	0.91574645	0.798714	0.796888	0.81486404	0.91873276	0.8332239	0.8199522	0.80154455	0.77896696	0.9299472	0.7971218	0.8545678	0.8078097	0.8291208	0.9161272	0.9092746	0.83380616	0.8545654	0.93958104	0.875859	0.9174622	0.86167276	0.8859453	0.89990133	0.87656873	0.934291	0.7783673	0.86812824	0.92535126	0.91157913	0.9356707	0.88762766	0.8987931	0.79428023	0.85201657	0.7467675	0.7750242	0.8036915	0.8987006	0.8866726	0.8714036	0.8824262	0.85205233	0.90934914	0.926669	0.8046224	0.9480277	0.9098464	0.94183713	0.8673528	0.8730766	0.87766576	0.85847867	0.8545411	0.83674836	0.91871715	0.9646684	0.90954083	0.78664815	0.8656125	0.7957181	0.78825223	0.9167093	0.924025	0.9146779	0.8477113	0.9060164	0.8802396	0.8535245	0.8782208	0.93371385	0.91842335	0.8531841	0.9575695	0.8590451	0.87185675	0.9597182	0.8091052	0.83012676	0.8135296	0.91602254	0.94338965	0.82902104	0.91857433	0.9096236	0.83299243	0.82068	0.82563555	0.84445035	0.9625696	0.8599716	0.83543205	0.82680625	0.88400936	0.8648827	0.8064477	0.90502197	0.0	0.8497933
eens/adv	0.7838588	0.8248354	0.83481663	0.81411207	0.76723063	0.9080347	0.91140044	0.6483636	0.94036657	0.63230693	0.796467	0.86726725	0.8875783	0.88967854	0.8989694	0.82887894	0.6873477	0.87595046	0.88145936	0.590096	0.87670434	0.72281337	0.8861532	0.9095393	0.8912665	0.9262761	0.8715097	0.66579485	0.8524488	0.9267178	0.83255357	0.72144556	0.6613936	0.78606546	0.8995632	0.87271553	0.80373824	0.6851099	0.74876964	0.9076936	0.74298847	0.8124763	0.7166068	0.753914	0.87340903	0.87865466	0.77959406	0.66467017	0.80907863	0.79921746	0.89812595	0.8716756	0.79696673	0.89721715	0.8533202	0.9152466	0.5614122	0.84342575	0.90622336	0.8750198	0.9033872	0.81565297	0.82774377	0.6729698	0.73829854	0.8744681	0.68816346	0.6209206	0.8316456	0.6344327	0.6694588	0.8487896	0.88662547	0.87875575	0.9333389	0.7082741	0.866484	0.9146129	0.8538611	0.7894631	0.8832838	0.8784881	0.75685424	0.86017495	0.78049386	0.8921479	0.8770669	0.84551966	0.7337176	0.8242328	0.7097354	0.6369718	0.8961144	0.84962344	0.9193825	0.9340527	0.83143544	0.89734584	0.87108886	0.910543	0.9116449	0.863943	0.92971826	0.91106206	0.81174016	0.89868724	0.90812653	0.88857985	0.8100903	0.74318963	0.82709074	0.81635815	0.8503451	0.8939864	0.8933823	0.8269969	0.6554849	0.8380966	0.9006004	0.96474344	0.73386097	0.7299534	0.7297244	0.76650065	0.8318637	0.7697959	0.8107969	0.8497933	0.0
