	beleg/verb	langzaam/adj	C/noun	oppervlakte/noun	slurp/verb	vis/noun	kondig_aan/verb	vers/adj	schaal/noun	wel/adv	uur_DIM/noun	filet/noun	in/verb	lief/adj	krijg_heen/verb	technologie_sector/noun	drift/noun	dossier/noun	alweer/adv	verkleumd/adj	Celsius/noun	najaar/noun	traan/noun	ui/noun	full_cd/noun	ontleen/verb	voorafgaand/adj	al/adv	slaaf/noun	gedeeltelijk/adj	verschrompel/verb	smaak/noun	spoel_af/verb	dicht/adj	echter/adv	lucht/noun	zomers/adj	volgorde/noun	ontploffing/noun	steek/verb	eikel/noun	heet/adj	wend_aan/verb	werk_af/verb	gedeelte/noun	portie/noun	kus/verb	beleef/verb	zomer_dag/noun	concurrent/noun	oven_schaal/noun	nacht/noun	vakantie/noun	migratie/noun	bel/noun	essentieel/adj	gooi/verb	mineraalwater/noun	schuif_uit/verb	gloeiend/adj	spotje/noun	weer/adv	brutaliteit/noun	kreet/noun	wacht/verb	speel_af/verb	vakbond/noun	toevoer/noun	braad/verb	hap/noun	stook/verb	zo/adj	ben/verb	bewust/adj	oppervlak/noun	opnieuw/adv	atmosfeer/noun	olijfolie/noun	water_plas/noun	wijn/noun	schuif_door/verb	omstandigheid/noun	te/adv	licht/adj	droog/adj	gemeenteraad_verkiezing/noun	brandend/adj	goudbruin/adj	prothese/noun	auto/noun	voet/noun	overgoten/adj	motor/noun	ander/adj	koud/adj	loop/noun	groen/adj	licht/noun	weer/noun	kop/noun	roer/noun	ontsta/verb	arm/noun	pers/verb	voorbij/adj	serveer/verb	peer/noun	lang/adj	zonovergoten/adj	uitgestrekt/adj	pap/noun	gemengd/adj	vuur/noun	baad/verb	matig/adj	marathon/noun	rol/verb	strand/noun	sector/noun	vaak/adj	zomermaand/noun	start_schot/noun	zweet/verb	ronduit/adv	lichaam/noun	braadpan/noun	circa/adv	saffraan/noun	vouw/verb	oven/noun	brok/noun	malaria/noun	diepte/noun	boter/noun	uitdrukking/noun	1976/noun	laag/noun	blijf_af/verb	stol/verb	snijd/verb	snoer/noun	grijp_aan/verb	koeling/noun	verschrikkelijk/adj	stoom/adj	mors/verb	giet/verb	eerstvolgend/adj	avond/noun	bedreigd/adj	koel/adj	uitschakeling/noun	avondeten/noun	duizenden/noun	woestijn/noun	voorwerp/noun	vlees/noun	ochtendgloren/noun	brij/noun	verwarmd/adj	altijd/adv	klein/adj	voeg_toe/verb	beloof/verb	Mexicaans/adj	drink/verb	wonder/noun	bak/verb	oorlog/noun	smelt/adj	lucratief/adj	nieuw_feit/noun	grill/noun	koffie/noun	Venetiaans/adj	vol/adj	berg_top/noun	weekend/noun	diep/adj	glas/noun	as/noun	verbrand/verb	kwestie/noun	druppel/noun	paar/noun	buiten/adv	debat/noun	bruin/adj	gas/noun	nek/noun	zon/noun	klimaat/noun	dubbel/adj	gans/adj	koningshuis/noun	2003/noun	latin/noun	eten/noun	achteren/adv	vlam/adj	thee/noun	fruit/verb	opzettelijk/adj	brand_DIM/noun	trend/noun	zomer/noun	teruggave/noun	plaag/noun	meteen/adv	proeve_rij/noun	laat/verb	bord/noun	toegepast/adj	vochtig/adj	spoel_door/verb	kom_vrij/verb	flauw/adj	mat_DIM/noun	dik/adj	werp_toe/verb	heet/verb	verdeler/noun	melk/noun	gevuld/adj	blijf/verb	graad/noun	ijzeren/adj	porie/noun	uitzonderlijk/adj	verscheiden/adj	ween/verb	doorboor/verb	ring/noun	abnormaal/adj	adem_in/verb	lok/verb	kom_bij/verb	bron/noun	koekepan/noun	fiscus/noun	barbecue/noun	vlucht/verb	kuip/noun	woensdag_middag/noun	duw/verb	eet/verb	dien_op/verb	stand/noun	overig/adj	ijzer/noun	mes/noun	kook_pot/noun	beetje/noun	ene/adj	koelkast/noun	ooit/adv	sta/verb	kil/adj	gedij/verb	love/noun	giftig/adj	onderwerp/noun	aardappel/noun	1901/noun	ren/verb	vluchteling/noun	schoon/adj	hopeloos/adj	aan/adj	vorm/verb	hoe/adj	rijst/noun	naald/noun	daar/adv	pasta/noun	stilaan/adv	spuw/verb	voorspel/verb	Genkse/adj	mompel/verb	tomaat/noun	smeed/verb	adem/noun	meermaals/adv	leg/verb	clandestien/adj	knoflook/noun	spuit/verb	snackbar/noun	saai/adj	water/noun	vervolgens/adv	drukkend/adj	almaar/adv	zo/adv	resistent/adj	aandeelhouder/noun	eenmaal/noun	brandweer/noun	slotminuut/noun	snel/adj	rook/noun	geef_door/verb	mals/adj	sojasaus/noun	genoeg/adv	begroet/verb	erg/adj	net/adj	geplet/adj	chocolademelk/noun	draai/verb	kus/noun	stoom/noun	hang_ijzer/noun	niet/adv	helder/adj	hout/noun	roer/verb	wek_op/verb	voel/verb	bovendien/adv	gras/noun	verslag/noun	bad/noun	aluminium_folie/noun	zit/verb	buitenkant/noun	winderig/adj	voortijdig/adj	gesteente/noun	zwembad/noun	aarde/noun	eeuw/noun	lepel/noun	getoond/adj	peper/noun	voel_aan/verb	zacht/adj	plaat/noun	naad/noun	bestand/adj	wellicht/adv	steeds/adv	onderhandeling/noun	olie/noun	even/adj	subtropisch/adj	draai_heen/verb	evacueer/verb	waar/adv	stoot_DIM/noun	slot/noun	kom/noun	inbreuk/noun	coalitiepartner/noun	vers/noun	maal/noun	wat/adv	blad/noun	bloot/adj	team_manager/noun	augustus/noun	zet/verb	patat/noun	buis/noun	warm/adj	spinazie/noun	gezocht/adj	geschiedenis/noun	patrouilleer/verb	verpleegster/noun	beschuldigd/adj	centi_meter/noun	coalitie/noun	middaguur/noun	vervlieg/verb	vet/noun	word/verb	kastanje/noun	zaal/noun	dan/adv	afgelopen/adj	juli/noun	nog/adv	binnen/adv	min/adj	behoorlijk/adj	rust/verb	voorjaar/noun	alles/noun	beneden/adv	kip/noun	smoor/verb	passage/noun	warmte/noun	zakelijkheid/noun	bak/noun	zelfs/adv	kwartier/noun	minuut/noun	verlangen/noun	album/noun	wind/noun	zeer/adv	leiding/noun	scherp/adj	pal/adv	stad/noun	een/adv	crash/noun	verwarm/verb	seks/noun	middag/noun	weekeinde/noun	moment/noun	rooster/verb	ei/noun	kern/noun	trek/noun	daarna/adv	morgen/noun	Cup/noun	regen/noun	zout/noun	politiek/adj	schep/verb	bloem/noun	kook/adj	grond/noun	estafette/noun	kool/noun	hang/verb	blus/verb	ga_in/verb	karakteristiek/noun	dreig/verb	room/noun	stuk_DIM/noun	ventilator/noun	behandel/verb	°/noun	kant/adj	echt/adj	soms/adv	mix/noun	ontzettend/adj	strijkijzer/noun	stand_DIM/noun	en/adj	nat/adj	telkens/adv	spaghetti/noun	vinger/noun	tafel/noun	streven/noun	soep/noun	even/adv	kachel/noun	herfst/noun	soap/noun	vlek/noun	pan/noun	schenk_in/verb	schil/noun	verbranding/noun	hier/adv	fusie_ploeg/noun	andijvie/noun	auto_verzekering/noun	deksel/noun	eiwit/noun	beker/noun	schuif/verb	dag/noun	slik/verb	spleet/noun	vonk/noun	koel_af/verb	fel/adj	benzine/noun	lamsvlees/noun	zwaar/adj	rem/noun	officieel/adj	liter/noun	binnen_plein/noun	rood/adj	loop_op/verb	om/adj	gordijn/noun	smelt/verb	winter/noun	doel/noun	Europa/noun
beleg/verb	0.0	0.82896405	0.7282318	0.9173034	0.9083477	0.61982983	0.9413641	0.648797	0.6827421	0.95537686	0.8491212	0.6850502	0.84694254	0.8329638	0.87254107	0.844124	0.9761403	0.924301	0.88224196	0.95468986	0.83050346	0.9071883	0.9169276	0.5528634	0.9902014	0.89145523	0.8889393	0.92260045	0.94896525	0.8347117	0.9208784	0.65811586	0.8214651	0.90257376	0.8894661	0.9287095	0.8610376	0.8763848	0.96327937	0.89601076	0.87095153	0.6885083	0.80103886	0.7904103	0.85172296	0.70658684	0.95001495	0.9355997	0.9768492	0.8860786	0.63364285	0.9482291	0.93956494	0.92168015	0.9726726	0.9071617	0.8768319	0.892574	0.95632833	0.8460323	0.92559266	0.9081816	0.9578465	0.94452685	0.9137464	0.9389174	0.86160207	0.9058518	0.6774196	0.8642513	0.8162756	0.8996927	0.88616794	0.95523655	0.8220678	0.8723463	0.9352119	0.5565176	0.9355209	0.7555877	0.9099313	0.93810546	0.8915607	0.7085531	0.75109774	0.94404274	0.8474538	0.7180512	0.91945064	0.9370293	0.9682659	0.8326453	0.9624419	0.83351237	0.77553725	0.94325346	0.69342935	0.8432695	0.91011333	0.91778064	0.81807745	0.90983343	0.89722735	0.85142213	0.92791265	0.59409916	0.67014915	0.93381464	0.9208266	0.91204035	0.8587606	0.69236785	0.69582367	0.912869	0.70587456	0.95209265	0.8819101	0.9305654	0.76213396	0.89150196	0.88100016	0.925607	0.8513138	0.8806696	0.94429684	0.77952135	0.55968356	0.7053715	0.84988797	0.57877326	0.8556963	0.9747797	0.9206291	0.5977182	0.87427026	0.9747472	0.6823842	0.8976714	0.86983204	0.543777	0.89265954	0.9368208	0.9105427	0.9229873	0.9321168	0.9542267	0.6247747	0.9420601	0.8979465	0.91580886	0.88822085	0.9321731	0.9307827	0.93665385	0.94376194	0.94714403	0.6366541	0.9501377	0.8577279	0.7926749	0.92989326	0.7766656	0.6835159	0.89387125	0.8994696	0.911341	0.96632934	0.5518204	0.96868855	0.84970015	0.766701	0.944658	0.69049394	0.84761906	0.99145067	0.8973293	0.945182	0.95195264	0.8107356	0.80241555	0.8901303	0.787965	0.94000447	0.84104925	0.8429983	0.90988433	0.89129144	0.68627095	0.8926413	0.93882483	0.8760293	0.9476793	0.89168555	0.9102978	0.91462076	0.96637666	0.8855655	0.84069675	0.9612149	0.9576379	0.7785541	0.6112328	0.9245562	0.9611694	0.83687294	0.9107647	0.87262446	0.9235518	0.925696	0.8862316	0.74330306	0.6937199	0.9141574	0.8707999	0.92907006	0.9123199	0.9172192	0.90481776	0.7730912	0.9316077	0.8787795	0.8445745	0.75898784	0.6736716	0.9085708	0.7623246	0.8707769	0.9462817	0.8891154	0.8719599	0.947694	0.93424475	0.7807086	0.92588186	0.9355246	0.9045413	0.89380443	0.8774687	0.6846776	0.74520004	0.75822186	0.94778377	0.90101373	0.9244131	0.89589983	0.7395673	0.66564655	0.829517	0.7532327	0.89316326	0.8719796	0.7819551	0.7541789	0.8831226	0.7930851	0.92329824	0.9250799	0.95667493	0.9200444	0.92421603	0.85906094	0.8875787	0.6113317	0.9510265	0.9520241	0.9714707	0.86229	0.92237806	0.8286557	0.8459504	0.9125129	0.6734676	0.92155033	0.9530156	0.69126564	0.9314052	0.9419312	0.94189346	0.9308822	0.9132029	0.6550698	0.96098155	0.9026498	0.9429965	0.63529766	0.9127747	0.631875	0.86805	0.8771722	0.8850538	0.76492083	0.7790321	0.9034538	0.8846846	0.9075215	0.9258474	0.77600354	0.9047055	0.9526649	0.96836597	0.9026614	0.9325895	0.9055728	0.70944846	0.7044599	0.9317334	0.9230495	0.8965207	0.8552895	0.7712045	0.880781	0.8356737	0.94079083	0.8608465	0.95476997	0.95243967	0.8988866	0.81907964	0.62229	0.8805816	0.9548008	0.8486084	0.842499	0.9555428	0.92258465	0.7072142	0.912865	0.8571043	0.90768147	0.96288985	0.9220978	0.9219929	0.8952621	0.9349505	0.7250536	0.9501076	0.6125499	0.9003128	0.6854941	0.8826073	0.9286182	0.891051	0.9158425	0.8633224	0.9227368	0.622758	0.85377145	0.9057565	0.93425584	0.9367508	0.90290743	0.93778837	0.8705107	0.6974781	0.91333187	0.89931166	0.8575268	0.8616479	0.80814195	0.75532615	0.9208696	0.97807455	0.95927334	0.7495102	0.7773224	0.9390118	0.72447383	0.6473413	0.8914045	0.9639103	0.90331185	0.95121425	0.86821616	0.7232307	0.9288988	0.93016744	0.9395839	0.73791957	0.8500705	0.6840534	0.9534672	0.88747287	0.92443097	0.94861954	0.9245945	0.92846173	0.8068707	0.9176893	0.8907223	0.8402536	0.8368962	0.85206276	0.6814698	0.74273086	0.9207218	0.8792306	0.83865273	0.6205135	0.8822275	0.8540464	0.6725921	0.95630294	0.9249927	0.90066624	0.7640649	0.98612195	0.89696455	0.8728975	0.91517437	0.88563204	0.9113409	0.66901326	0.9320058	0.87018484	0.9532994	0.9610283	0.6241403	0.705165	0.9496927	0.8905762	0.8588605	0.92388695	0.974744	0.9039117	0.6283697	0.92172104	0.5579482	0.711964	0.7013587	0.9067698	0.9773066	0.65463316	0.90306705	0.8868735	0.89276147	0.92019504	0.87478745	0.7219595	0.62426895	0.9621232	0.85958225	0.6734107	0.84427565	0.9212388	0.9073363	0.78332233	0.9258929	0.9411665	0.9252051	0.88537097	0.9038873	0.88706845	0.757408	0.8971568	0.7506721	0.9594101	0.7608749	0.73467463	0.91807526	0.87307435	0.9320241	0.91675276	0.6589831	0.9003732	0.7337596	0.8809069	0.86135054	0.96917874	0.7117048	0.92999756	0.69865876	0.7728636	0.888187	0.7323122	0.93711275	0.9167697	0.95156395	0.92698395	0.7719335	0.9275047	0.9208714	0.79068613	0.920997	0.9645382	0.93617994	0.85159016	0.94632953	0.69513017	0.9003082	0.83498704	0.91540086	0.67976207	0.8893231	0.9810216	0.9784801
langzaam/adj	0.82896405	0.0	0.72799504	0.63707054	0.81544805	0.5939313	0.9635976	0.57590234	0.6290921	0.9012422	0.7013714	0.67506146	0.73784244	0.6956096	0.7813184	0.85334486	0.7962995	0.8770033	0.7019955	0.7500546	0.6333921	0.8497706	0.70675457	0.5081427	0.9493178	0.8559892	0.8962563	0.8439801	0.8957944	0.6977658	0.8218825	0.64070904	0.7381376	0.6273107	0.76550925	0.502272	0.74081856	0.8713826	0.74159104	0.68499243	0.860713	0.3974464	0.86728555	0.80653644	0.66392326	0.66676	0.7709995	0.7968146	0.7975103	0.9076449	0.63587195	0.7693922	0.9020346	0.90209186	0.7651347	0.8029283	0.67360014	0.8176507	0.86656916	0.5278654	0.8119446	0.5986568	0.88748527	0.80900705	0.82665914	0.78772914	0.9224087	0.8017124	0.5562843	0.71287626	0.6979553	0.65934896	0.7440764	0.7488669	0.54775	0.71928173	0.6080244	0.53185284	0.75332534	0.6756494	0.7697887	0.811265	0.69837916	0.50268424	0.49150038	0.85844177	0.6101757	0.58570343	0.82438296	0.73391235	0.65273976	0.73659146	0.66681266	0.85566664	0.5171936	0.7521529	0.64287984	0.6181418	0.69175464	0.6924406	0.7372756	0.55643535	0.67958057	0.5545747	0.8552909	0.61078227	0.77076036	0.7841226	0.87476546	0.7146081	0.73919374	0.7625451	0.47690445	0.73040986	0.5400565	0.914716	0.6185473	0.78625596	0.87148315	0.78334993	0.8372599	0.8991202	0.6340053	0.82193756	0.5098136	0.5705097	0.5746052	0.7339845	0.7035645	0.5044424	0.7347014	0.8781381	0.6414062	0.47024047	0.87194085	0.8933316	0.53320825	0.91087806	0.5459524	0.51978534	0.8291093	0.88381386	0.7555648	0.7549262	0.82628596	0.77278036	0.5313163	0.9194186	0.8486012	0.87686414	0.6640917	0.90950435	0.87351835	0.77469194	0.7189422	0.77026725	0.52667916	0.82046336	0.7025658	0.6647556	0.8232636	0.6364051	0.49114227	0.87430537	0.8582067	0.7358896	0.71683323	0.4679091	0.8795461	0.7324742	0.8739169	0.91896445	0.6765119	0.7171921	0.8394189	0.6347772	0.765779	0.85216206	0.5630737	0.59434766	0.6164652	0.59338814	0.8342439	0.60541844	0.627716	0.5744524	0.8673193	0.45015705	0.59659314	0.71806175	0.51327175	0.7471071	0.74114215	0.80836886	0.8321855	0.89165145	0.8778015	0.6966569	0.7042186	0.7734213	0.67965436	0.52960443	0.75229704	0.8416134	0.89406127	0.7475605	0.9136058	0.9033116	0.7104331	0.9094443	0.4505453	0.6609134	0.86836666	0.5341838	0.78504413	0.6546495	0.7895826	0.8033533	0.4533692	0.8501258	0.7443805	0.9169545	0.555405	0.5747272	0.7713671	0.5560793	0.64110506	0.6753992	0.749681	0.8250623	0.8285901	0.7493713	0.6433984	0.8112019	0.6571231	0.80274105	0.75309354	0.8700147	0.5060422	0.8990127	0.69142234	0.79125845	0.7955488	0.8672505	0.59153867	0.70006406	0.5835213	0.8176398	0.7054378	0.65718067	0.7032002	0.7092513	0.54282224	0.7473687	0.6204728	0.7622841	0.79251146	0.70500374	0.74915487	0.87546396	0.6586539	0.8602626	0.5430589	0.906646	0.709751	0.9094555	0.6239026	0.7818041	0.60917675	0.66767484	0.7074637	0.62929785	0.7034055	0.7314954	0.62593645	0.5824394	0.66225237	0.7584256	0.8869093	0.7997583	0.5707693	0.83062	0.75607276	0.8431035	0.63317347	0.8847864	0.52825356	0.5690465	0.8083592	0.79112846	0.464702	0.42358345	0.7794994	0.6972936	0.78816646	0.83403873	0.8932655	0.58291054	0.7446508	0.91350394	0.59447134	0.6113004	0.8051423	0.683334	0.74534285	0.7252484	0.84667397	0.7782717	0.57715243	0.676658	0.80491686	0.58607966	0.7941958	0.6004069	0.84442574	0.9097727	0.66115826	0.6003848	0.49251175	0.648908	0.70505345	0.7700914	0.6665644	0.88142157	0.6674834	0.66102976	0.707424	0.6147176	0.7726072	0.7297521	0.584432	0.8417406	0.4610002	0.82445943	0.5546837	0.87756205	0.5513429	0.66341066	0.4403236	0.6962937	0.74004483	0.756238	0.80190533	0.7132159	0.9073142	0.46007425	0.54429865	0.8212271	0.8244666	0.8282003	0.7269708	0.86946905	0.7633544	0.5678168	0.9301607	0.80812806	0.7923913	0.8490784	0.5832152	0.7035529	0.6980697	0.90090454	0.9502789	0.70556307	0.69957155	0.6519058	0.49917984	0.6786134	0.90565956	0.8413586	0.8865425	0.8249318	0.8820132	0.5073969	0.88090026	0.7767709	0.7426656	0.4504814	0.70141405	0.7907991	0.7717766	0.6285635	0.919837	0.93692994	0.84337544	0.5541589	0.7342876	0.65723366	0.67870694	0.81265116	0.70538956	0.5821799	0.6152751	0.6318605	0.79343647	0.5278674	0.8623443	0.50647175	0.75040627	0.66154087	0.5159042	0.7174393	0.9076195	0.6022574	0.68555427	0.8224344	0.72882134	0.72623837	0.9043212	0.78839606	0.81243324	0.48256862	0.86164033	0.73109066	0.91889757	0.75806427	0.56095856	0.5492103	0.8316229	0.8214631	0.5370528	0.81376517	0.96049523	0.61110604	0.4927168	0.82473266	0.53703547	0.56270295	0.6120535	0.69345284	0.89482456	0.6139638	0.6503171	0.6946035	0.8165461	0.8826296	0.6945542	0.5952065	0.5097628	0.7130719	0.8466943	0.6408193	0.88465315	0.7822422	0.66556585	0.7915833	0.81587166	0.7761243	0.84257376	0.8834752	0.55562955	0.7064234	0.66529787	0.6698591	0.73859215	0.8786672	0.5958354	0.6961728	0.63760316	0.77897763	0.86517525	0.67065835	0.48865247	0.8437184	0.5940007	0.71940035	0.78374386	0.8961096	0.74364394	0.84294367	0.6015191	0.6201225	0.8629114	0.6690641	0.82139575	0.804955	0.66737854	0.72170234	0.42632902	0.71487486	0.79538125	0.80011344	0.66176873	0.73396665	0.9180716	0.6738353	0.8303901	0.6098476	0.8297962	0.6014604	0.6215954	0.42047638	0.7143766	0.9211376	0.9850948
C/noun	0.7282318	0.72799504	0.0	0.8994608	0.8852745	0.7341847	0.9469601	0.82458484	0.7244688	0.9301055	0.8042684	0.79063094	0.8590085	0.85787445	0.7742593	0.9497046	0.9030822	0.94595945	0.7885941	0.89405394	0.47948408	0.86544216	0.8976975	0.6626857	0.92877597	0.95870936	0.9565511	0.9321714	0.94917685	0.9026595	0.882633	0.8126746	0.79800767	0.8302106	0.86223555	0.666878	0.6542748	0.9304034	0.88755774	0.85325277	0.91154563	0.6848072	0.974155	0.774095	0.8674291	0.8077663	0.9039568	0.85317814	0.71750534	0.95203334	0.62651336	0.7347882	0.90359175	0.9820564	0.8787956	0.90456736	0.8743161	0.8804511	0.9467914	0.7726486	0.86947525	0.83387303	0.8739008	0.9555895	0.8997635	0.927064	0.9640134	0.82225925	0.6505202	0.85403633	0.762062	0.8478997	0.90575314	0.94758093	0.73634464	0.71394527	0.6330211	0.6788111	0.89905393	0.81262684	0.91156906	0.79981095	0.7902029	0.6609262	0.56129086	0.9668839	0.84325373	0.6349188	0.8085733	0.904644	0.8431455	0.79164743	0.8713424	0.97112167	0.6020907	0.93155503	0.8779356	0.81522995	0.6176724	0.8435606	0.9045306	0.89609367	0.9083978	0.7880075	0.90836334	0.6273104	0.73444253	0.87543494	0.7962189	0.8237258	0.8677448	0.93045914	0.72129184	0.81882644	0.51492757	0.93633896	0.7693222	0.72215235	0.85309505	0.8850039	0.78155327	0.91855294	0.7789914	0.8513763	0.83714753	0.73763037	0.5452714	0.8641306	0.86589324	0.5214894	0.88377607	0.9231966	0.828703	0.68142456	0.94405246	0.93810195	0.78292304	0.91914296	0.750105	0.6808293	0.91766405	0.9475216	0.74143946	0.8811408	0.85318017	0.8990857	0.70616543	0.96845096	0.8166814	0.95511276	0.62914675	0.9462596	0.90379703	0.91794413	0.828948	0.91087484	0.7454602	0.7787795	0.8109745	0.6464221	0.8661761	0.85067695	0.8009881	0.8906008	0.91276246	0.8545466	0.92456776	0.5850219	0.9286174	0.7277851	0.8917084	0.9308549	0.6726017	0.8362219	0.8830305	0.84074306	0.7547307	0.81419396	0.8102718	0.75013715	0.8730072	0.7368857	0.90377426	0.81733036	0.8771353	0.7078112	0.9862349	0.6947237	0.7463381	0.9030456	0.66808856	0.75203776	0.9264982	0.8818576	0.9204819	0.89435196	0.9165046	0.8504795	0.88020873	0.8410927	0.82312846	0.6232514	0.9535569	0.89673334	0.8849562	0.71761537	0.9385177	0.9465829	0.89122766	0.928687	0.72711384	0.74598897	0.9429285	0.6448649	0.820284	0.8969209	0.9216935	0.8901314	0.8057649	0.91127574	0.93671805	0.9327793	0.8221751	0.7074539	0.7461265	0.4497882	0.8400744	0.8982433	0.7782919	0.93907416	0.8881081	0.93097425	0.77497447	0.8645426	0.8465633	0.87925225	0.89298	0.9264664	0.64419365	0.9601917	0.8053878	0.9632414	0.837542	0.78570664	0.84380805	0.8640717	0.70857906	0.8461193	0.92350674	0.83736646	0.9062392	0.822904	0.78516966	0.8881622	0.7438513	0.97594446	0.8573235	0.69658947	0.81501234	0.93111974	0.8610707	0.9513139	0.6921636	0.8890629	0.9204522	0.94607615	0.83753985	0.93816507	0.8670668	0.88080746	0.8867737	0.69431067	0.8550793	0.9157541	0.7477832	0.7755618	0.848412	0.8459511	0.9025464	0.8888244	0.7757894	0.9050033	0.8991653	0.8949033	0.7847418	0.952827	0.7432516	0.865995	0.89921635	0.85386527	0.7128702	0.79324377	0.7556566	0.84967417	0.8733507	0.9424232	0.94601995	0.7942804	0.93130857	0.85033596	0.8764163	0.8582051	0.91480196	0.7783487	0.8594987	0.8748646	0.87063813	0.7563611	0.7976285	0.9048294	0.81992805	0.76332295	0.8450278	0.78064144	0.8733432	0.95388526	0.7443216	0.74811274	0.70908517	0.85981584	0.88736314	0.8638989	0.81222403	0.9239811	0.7870017	0.7114798	0.91043323	0.72804916	0.65884805	0.93227917	0.847649	0.76947236	0.7242632	0.9574766	0.82525206	0.9390027	0.79114705	0.63210523	0.6109202	0.7783918	0.885747	0.8610594	0.8925015	0.8806364	0.95847803	0.7125971	0.8074521	0.70242333	0.8689287	0.9154716	0.85250705	0.9313983	0.86358345	0.7608688	0.97110045	0.9497026	0.90886676	0.9313232	0.7322123	0.8566381	0.8530426	0.9299095	0.95088965	0.7872157	0.7157016	0.81728446	0.6007085	0.7650714	0.9237215	0.9773926	0.90148544	0.93866134	0.94478714	0.77912325	0.97921795	0.8583883	0.88203776	0.7219659	0.8493997	0.75738823	0.8622374	0.83647525	0.90013367	0.94489664	0.9069358	0.76047593	0.77379555	0.75899875	0.76497686	0.8341485	0.90291333	0.8377619	0.74764234	0.83829993	0.90466076	0.684206	0.8659159	0.6722881	0.83296835	0.7121991	0.6196365	0.9598686	0.9272697	0.6081242	0.7154794	0.9414989	0.86062145	0.774729	0.9370241	0.93774295	0.9174929	0.6133607	0.9699297	0.64979273	0.9269441	0.92847204	0.58406454	0.7763983	0.9533377	0.91375136	0.80642456	0.8262	0.9652973	0.73213243	0.74707675	0.94985217	0.6742666	0.7746629	0.6965913	0.86523926	0.9614641	0.80102164	0.815695	0.83806646	0.85784996	0.9142102	0.9174616	0.7832197	0.80794847	0.7774659	0.9391175	0.27568364	0.8714124	0.8681559	0.80854493	0.8548643	0.9075744	0.890238	0.82462907	0.9435627	0.75115883	0.876623	0.7906555	0.8686687	0.82250065	0.9811243	0.770205	0.8455678	0.80345285	0.7697183	0.9262947	0.8349644	0.69226503	0.88721305	0.69458055	0.7982191	0.83994544	0.83850026	0.744804	0.9368959	0.67322755	0.82606244	0.87694705	0.75651324	0.8186604	0.94287556	0.88447374	0.90276796	0.6069945	0.7942263	0.9033775	0.8304537	0.8681173	0.8735437	0.98268175	0.8211465	0.89581156	0.87619925	0.81396353	0.8371923	0.8428585	0.62156636	0.6677693	0.93662506	0.9654426
