	180/num	1901/noun	1976/noun	1991/noun	2001/noun	2003/noun	2004/num	300/num	40/num	Al/det	Antwerpen/name	Balkenende/name	Battle/name	Bordeaux/name	Brussel/name	CD&V/name	Cup/noun	Davidson/name	De/name	Den/name	EU/name	Flahaut/name	Frans/name	Ghana/name	Godefroot/name	GroenLinks/name	Haag/name	Hel/name	Hoogovens/name	Koude/name	Lommel/name	Mallorca/name	Mazzoleni/name	Nationale/name	Nieuw/name	Oorlog/name	Oostende/name	PvdA/name	Radio/name	Salou/name	Schafthuizen/name	Senegal/name	Singer/name	Stones/name	Terlouw/name	Ullrich/name	VVD/name	Venetiaans/adj	Wahid/name	Walter/name	Westen/name	Wetstraat/name	aan/adj	aan/part	aan/prep	aanraking/fixed	aardappel/noun	abnormaal/adj	achteren/adv	adem/noun	af/part	al/adv	album/noun	alle/det	alleen/adv	allemaal/adv	als/comp	als/prep	altijd/adv	aluminium_folie/noun	ander/adj	anderhalf/adj	as/noun	atmosfeer/noun	auto/noun	avondeten/noun	baby/noun	bad/noun	bak/verb	bedreigd/adj	beetje/noun	begin/noun	behandel/verb	behoorlijk/adj	beide/pron	beker/noun	bel/noun	belangrijk/adj	beloof/verb	ben/verb	bepaald/adj	berg_top/noun	beschuldigd/adj	bij/prep	bijvoorbeeld/adv	binnen/adv	binnen/prep	binnen_plein/noun	blad/noun	blijf/verb	blijf_af/verb	blijk/verb	blus/verb	bord/noun	boter/noun	braadpan/noun	brandend/adj	brij/noun	brok/noun	bron/noun	brutaliteit/noun	buis/noun	buiten/adv	centi_meter/noun	chocolademelk/noun	circa/adv	coalitie/noun	coalitiepartner/noun	crash/noun	daar/adv	daarna/adv	daarna/pp	dag/noun	dan/adv	dan/comparative	dat/comp	dat/det	dat/pron	de/det	decennium/noun	deel/noun	deze/det	dicht/adj	die/det	die/pron	dien/verb	diep/adj	diezelfde/det	dik/adj	ding/noun	dit/det	doch/vg	doe/verb	door/comp	door/part	door/prep	doorboor/verb	doordat/comp	dossier/noun	draai/verb	draai_heen/verb	drie/num	drift/noun	drink/verb	droog/adj	drukkend/adj	druppel/noun	dus/adv	dus/comp	echt/adj	een/det	een/fixed	eerste/num	eerstvolgend/adj	eet/verb	einde/noun	eindelijk/adj	elkaar/pron	en/adj	en/comp	en/vg	ene/adj	enkel/det	er/adv	er/noun	erg/adj	erop/pp	evacueer/verb	even/adv	evolueer/verb	extra/adj	februari/noun	finale/noun	flauw/adj	flauw/part	functie/noun	fusie_ploeg/noun	ga_in/verb	gas/noun	gebeur/verb	gedij/verb	geef/verb	geef_door/verb	geen/det	geld/verb	gemeente/noun	gemeenteraad_verkiezing/noun	genoeg/adv	gesteente/noun	gewoon/adj	giet/verb	giftig/adj	glas/noun	gloeiend/adj	goed/adj	goudbruin/adj	graad/noun	grill/noun	groot/adj	haar/det	hang/verb	hang_ijzer/noun	hap/noun	hard/adj	heb/verb	heen/part	heet/adj	helder/adj	hem/pron	herfst/noun	het/det	het/noun	hier/adv	hij/pron	hoe/adj	hoewel/comp	hoog/adj	hoor/verb	houd/verb	houd_aan/verb	hun/det	iets/noun	ijzeren/adj	ik/pron	in/fixed	in/prep	jaar/noun	je/pron	jongen/noun	juli/noun	jullie/pron	kachel/noun	kan/verb	kans/noun	kant/adj	kastanje/noun	ken/verb	kerk/noun	kern/noun	klimaat/noun	knoflook/noun	koekepan/noun	koel/adj	koffie/noun	kom/noun	kom/verb	kom_binnen/verb	kom_vrij/verb	kondig_aan/verb	koningshuis/noun	kook_pot/noun	kool/noun	kop/noun	koud/adj	kreet/noun	krijg/verb	kuip/noun	kus/noun	kus/verb	kwestie/noun	laag/noun	laat/verb	lang/adj	latin/noun	leef/verb	leg/verb	leiding/noun	lichaam/noun	lig/verb	lijk/verb	liter/noun	loop_op/verb	love/noun	lucht/noun	maak/verb	maal/noun	maand/noun	maar/vg	mals/adj	marathon/noun	mat_DIM/noun	matig/adj	meer/adj	meer/adv	meermaals/adv	melk/noun	men/pron	mes/noun	met/prep	middag/noun	middaguur/noun	mij/pron	min/adj	minder/det	mineraalwater/noun	minuut/noun	mix/noun	moet/verb	mogelijk/adj	moment/noun	mors/verb	motor/noun	museum/noun	na/prep	naald/noun	naar/prep	nacht/noun	nadat/comp	natuurlijk/adj	neem/verb	net/adv	niet/adv	niets/noun	nieuw/adj	nieuw_feit/noun	nog/adv	normaal/adj	nu/adv	object/noun	of/comp	of/vg	olie/noun	olijfolie/noun	om/adj	om/comp	om/prep	omstandigheid/noun	onder/prep	onderwerp/noun	ontleen/verb	ontzettend/adj	ooit/adv	ook/adv	op/part	op/prep	oven/noun	over/prep	overgoten/adj	overig/adj	pan/noun	pap/noun	passage/noun	pasta/noun	patat/noun	peper/noun	pers/verb	plaag/noun	plaat/noun	plaat_DIM/noun	plaats/noun	plus/prep	politicus/noun	presteer/verb	proeve_rij/noun	professioneel/adj	rem/noun	ren/verb	resistent/adj	roer/noun	ronduit/adv	rook/noun	rooster/verb	ruim_op/verb	samen/adj	schenk_in/verb	schoon/adj	schuif_door/verb	sector/noun	sinds/prep	slechts/adv	slik/verb	slotminuut/noun	slurp/verb	smeed/verb	smelt/adj	snackbar/noun	soap/noun	soep/noun	sojasaus/noun	sommige/det	speel_af/verb	spleet/noun	spoel_af/verb	spoel_door/verb	spotje/noun	spreek/verb	spuw/verb	sta/verb	stand_DIM/noun	steeds/adv	steek/verb	stilaan/adv	stook/verb	stoom/adj	stoom/noun	stoot_DIM/noun	strand/noun	strijkijzer/noun	te/adv	te/comp	tegen/prep	telecom/prefix	terrorist/noun	teruggave/noun	terwijl/comp	thee/noun	tiende/num	tijdens/prep	toegepast/adj	toen/comp	toevoer/noun	tomaat/noun	tot/comp	tot/prep	traan/noun	treed_op/verb	trend/noun	tweede/num	ui/noun	uit/prep	uitzonderlijk/adj	vaak/adj	vakantie/noun	van/prep	veel/adj	verbranding/noun	verdeler/noun	verhuis/verb	verkiezing/noun	verkoop/verb	verlangen/noun	vers/adj	vers/noun	verscheiden/adj	verschijn/verb	verschrikkelijk/adj	verschrompel/verb	vervlieg/verb	verwarm/verb	verwarmd/adj	vet/noun	via/prep	vier/num	vinger/noun	vis/noun	vlam/adj	vlees/noun	vlek/noun	vochtig/adj	voel/verb	voel_aan/verb	voet/noun	vol/adj	volg/verb	volgorde/noun	vonk/noun	voor/prep	voorafgaand/adj	vooral/adv	voorjaar/noun	voorspel/verb	voortijdig/adj	voorwerp/noun	vorig/adj	vorm/noun	vorm/verb	vouw/verb	vrij/adj	vuur/noun	waar/noun	waardoor/pp	waarin/pp	waarvan/pp	wacht_af/verb	warm/adj	wat/adv	wat/pron	water/noun	we/pron	ween/verb	weer/adv	weer/noun	weer/verb	weet/verb	weg/part	wek_op/verb	wel/adv	weliswaar/adv	wellicht/adv	wie/pron	wijk/noun	wil/verb	win/verb	wind/noun	winter/noun	woensdag_middag/noun	word/verb	zacht/adj	zakelijkheid/noun	zal/verb	ze/pron	zeg/verb	zeker/adj	zelf/adv	zich/pron	zijn/det	zit/verb	zo'n/det	zo/adj	zo/adv	zodat/comp	zomer/noun	zomer_dag/noun	zomermaand/noun	zomers/adj	zon/noun	zonder/comp	zonder/prep	zonovergoten/adj	zwaar/adj	zweet/verb	één/pron
180/num	0.0	0.869673	0.8802731	0.9289103	0.8454863	0.8515117	0.8584087	0.55142415	0.3821522	0.8486706	0.9278621	0.9500787	0.9503513	0.8049662	0.9515629	0.9467071	0.92773294	0.94210535	0.987359	0.9429302	0.9116732	0.9529373	0.92761755	0.9581978	0.9783822	0.94878244	0.92287624	0.9236982	0.8646265	0.9545408	0.9432553	0.8681948	0.9290279	0.9434992	0.9465684	0.95693827	0.89074	0.9685392	0.93880373	0.8961562	0.9275141	0.90792423	0.90391773	0.88021255	0.9374109	0.9392662	0.9781607	0.881323	0.92866933	0.95902735	0.98357844	0.9181125	0.8754991	0.95227015	0.91968024	0.90611213	0.68845415	0.8816143	0.8727889	0.9078798	0.9802643	0.8735884	0.87289125	0.86464417	0.8691621	0.90059507	0.9237409	0.9678679	0.94978213	0.68722576	0.9085499	0.679599	0.76286376	0.87466997	0.86095786	0.9416563	0.8091045	0.7615285	0.59532326	0.9204317	0.8459838	0.93056595	0.9290139	0.83409643	0.8268049	0.95709854	0.9046551	0.94563186	0.898056	0.9160427	0.9355128	0.8751439	0.95678836	0.8674683	0.87022996	0.8261165	0.88953316	0.9668596	0.8955194	0.87374	0.9288563	0.91321784	0.8112524	0.8006331	0.64884686	0.63323367	0.7782743	0.78130865	0.9039495	0.9175174	0.91461796	0.80249155	0.83049995	0.60607904	0.9176959	0.35578406	0.94730365	0.9684267	0.8197714	0.9277189	0.80703866	0.79391307	0.82200146	0.91653967	0.7257006	0.96427697	0.9632822	0.88239884	0.83299845	0.8795937	0.8672172	0.8923241	0.8306366	0.9272615	0.91789913	0.8706809	0.81900096	0.8956013	0.7166301	0.92617273	0.92518437	0.9215849	0.9725851	0.8570417	0.881327	0.9158025	0.9153351	0.8398166	0.89968204	0.74760336	0.9501157	0.6745184	0.9456891	0.89461815	0.72861516	0.87773615	0.8818619	0.88039225	0.87525946	0.9215455	0.79061496	0.9414903	0.821973	0.909094	0.82744503	0.91020536	0.90550876	0.92119706	0.9148123	0.9217096	0.75191486	0.8386266	0.7433878	0.86304563	0.9040538	0.9552735	0.9605822	0.8159586	0.8316857	0.9303658	0.69097877	0.907549	0.9655576	0.90218085	0.93914336	0.9348103	0.9394225	0.8774468	0.7836232	0.9296368	0.9342836	0.91292626	0.895584	0.9222881	0.90960455	0.8727298	0.94755965	0.927187	0.8671554	0.88589305	0.72060174	0.8389126	0.7777251	0.767819	0.8978472	0.62083095	0.47373754	0.5304552	0.856432	0.94497323	0.87976366	0.8941047	0.9084478	0.94481313	0.90851635	0.9002455	0.71226674	0.86034983	0.9229268	0.8641403	0.86707497	0.97674793	0.91389114	0.9362623	0.92272544	0.90372366	0.75073886	0.94284695	0.90520304	0.90850526	0.87705606	0.9283382	0.8453185	0.9683417	0.93910086	0.7783234	0.81244767	0.8920776	0.91871834	0.847386	0.9439632	0.77879155	0.899148	0.9374546	0.8747027	0.8773409	0.9502002	0.8592855	0.9659002	0.90206116	0.6739445	0.55837023	0.8280734	0.81900316	0.7738539	0.9408045	0.8481768	0.83583915	0.9388804	0.9496033	0.86551845	0.78472286	0.8778339	0.75144637	0.9254512	0.89178276	0.7831621	0.88515174	0.9512016	0.9342019	0.81595576	0.79109573	0.7988571	0.93730855	0.9481735	0.76927894	0.9256742	0.8248484	0.80429065	0.962267	0.67540383	0.6831174	0.95869845	0.7866684	0.9357813	0.86259353	0.8453308	0.94045246	0.82732284	0.88134396	0.883384	0.61896485	0.78279483	0.9584006	0.89718384	0.73108274	0.8618522	0.8525884	0.8193734	0.84631634	0.8749627	0.9732442	0.79584336	0.7686472	0.8123048	0.54959464	0.903471	0.886376	0.90909415	0.92869586	0.9091765	0.76089835	0.8986685	0.8220713	0.8329662	0.94450676	0.8263047	0.82181114	0.944442	0.8924186	0.88528013	0.9663447	0.9146794	0.8923827	0.91625774	0.9038666	0.78439987	0.91571987	0.8269738	0.9429772	0.7305389	0.65167916	0.62595564	0.8322332	0.87974423	0.8887294	0.92348546	0.858976	0.9472021	0.96021163	0.95519876	0.9366607	0.94836205	0.89350533	0.85720634	0.52738017	0.9728067	0.8657854	0.84937286	0.63611114	0.92537206	0.9583863	0.7525127	0.78501505	0.66862273	0.82883114	0.9506451	0.804649	0.8405385	0.8795207	0.63643193	0.9518013	0.9225594	0.8143461	0.89802873	0.9157301	0.9157082	0.89589006	0.8630143	0.93881	0.8499768	0.5857803	0.9027482	0.8976915	0.89293194	0.82901055	0.90727013	0.9249657	0.90255415	0.7056394	0.87192094	0.88475	0.9124509	0.9395786	0.85396856	0.8859307	0.9248644	0.7642505	0.812963	0.87109363	0.94788986	0.8500324	0.76152694	0.82749176	0.8238083	0.97654426	0.88058007	0.8464246	0.8172566	0.93074167	0.86702424	0.9382504	0.70452434	0.8725331	0.7662854	0.9127364	0.8205197	0.8413625	0.90247285	0.89000016	0.9298687	0.9272032	0.96347517	0.885544	0.79980004	0.8299569	0.8472054	0.8394562	0.9421042	0.909217	0.8379622	0.72213554	0.661992	0.6368506	0.932339	0.92936283	0.91541314	0.8318585	0.66781723	0.81728137	0.7248912	0.9192627	0.91410714	0.85267484	0.8988797	0.7966274	0.9571287	0.9027524	0.9404073	0.7821032	0.9143351	0.73888856	0.9170533	0.84112203	0.8950071	0.91890335	0.85960305	0.885805	0.6223082	0.685057	0.6637758	0.90761465	0.6417148	0.89280576	0.7145803	0.93234	0.6933366	0.857983	0.75811136	0.96110266	0.86168647	0.9207454	0.79841053	0.9283318	0.94305205	0.91598445	0.8542494	0.89536226	0.9079208	0.8322121	0.8752166	0.883683	0.83678436	0.884497	0.90803576	0.87953585	0.9042571	0.9125322	0.7075458	0.91568726	0.7726095	0.91347104	0.7601049	0.97391135	0.71298546	0.89619523	0.9805482	0.72931373	0.89637357	0.9477069	0.8889494	0.8288772	0.89533913	0.98307025	0.8784838	0.83459485	0.9839189	0.902193	0.89339185	0.91293335	0.9303548	0.96582824	0.94064844	0.8463124	0.7828721	0.7905947	0.7724493	0.7141149	0.92282647	0.90101945	0.79619074	0.9962902	0.95467514	0.9008086	0.93914855	0.9472728	0.89271164	0.63603544	0.9345849	0.9559154	0.7819971	0.83046776	0.87552565	0.81025916	0.8500031	0.7614788	0.8672619	0.8798185	0.8921274	0.8736888	0.8037521	0.8862211
1901/noun	0.869673	0.0	0.5221142	0.52352417	0.47417343	0.50681204	0.7099394	0.8880452	0.91526055	0.8045765	0.8168589	0.9225659	0.7798266	0.8677457	0.8096995	0.93043673	0.92470276	0.71720266	0.8829998	0.80376273	0.9163439	0.89352345	0.9102593	0.76172745	0.8579298	0.94407725	0.79047126	0.8441107	0.85908943	0.8626088	0.90917945	0.85914767	0.7582092	0.88319707	0.85596013	0.8550012	0.82273996	0.9655739	0.94796365	0.8237214	0.8087664	0.9022109	0.827561	0.8530327	0.8528606	0.8576286	0.97499174	0.8671948	0.8758882	0.85706395	0.90703106	0.86340874	0.8801447	0.9717055	0.9373155	0.86932826	0.89406884	0.8550091	0.8885816	0.81493175	0.9459743	0.7709962	0.7708137	0.9266637	0.9323056	0.94069797	0.90115863	0.9114999	0.92432225	0.91451627	0.9474844	0.8531512	0.8856574	0.86412215	0.84727305	0.9116796	0.91558355	0.84237146	0.9133186	0.9352944	0.92244816	0.60296994	0.87573266	0.82044506	0.8807217	0.9232205	0.9004371	0.94737643	0.7992173	0.90882134	0.95026064	0.84432644	0.90785784	0.8849441	0.9747715	0.89220494	0.9332844	0.85213614	0.84775305	0.8813658	0.915001	0.8816796	0.90098053	0.90840316	0.9309514	0.9187665	0.8745198	0.8457656	0.94673276	0.8835387	0.87298447	0.8691344	0.85025156	0.94590443	0.85558975	0.9335013	0.9453609	0.9696619	0.76631975	0.88797504	0.9178547	0.8773285	0.80691576	0.92332745	0.8953368	0.9651876	0.9802679	0.8156683	0.7926881	0.82510924	0.8773519	0.7353326	0.93531823	0.92288625	0.83011997	0.9145817	0.8991737	0.8618153	0.92209077	0.9685062	0.77313673	0.84976465	0.97057843	0.9473907	0.8658865	0.8791654	0.932615	0.9132959	0.84112394	0.8509481	0.8580029	0.84657663	0.87623966	0.92814296	0.85205287	0.83237016	0.8761766	0.94558334	0.9428903	0.8960639	0.8625995	0.8768282	0.799834	0.8286449	0.9066244	0.79950297	0.8414261	0.89609724	0.91739994	0.93705004	0.9080391	0.932264	0.8196889	0.8909454	0.9223778	0.89868134	0.91938376	0.9038391	0.8585247	0.90153533	0.949961	0.6715037	0.9330342	0.93866885	0.8551821	0.88146627	0.8437346	0.80675423	0.9023096	0.90013385	0.8400728	0.9273013	0.89982665	0.9537887	0.85627437	0.8689686	0.79959714	0.8846766	0.8816597	0.94973034	0.9103849	0.90917027	0.9448375	0.8855783	0.933418	0.85546833	0.8560029	0.8864745	0.9563861	0.8508774	0.8841759	0.7308668	0.86150557	0.94359255	0.8951983	0.8843429	0.84532773	0.91623425	0.8984528	0.610151	0.86813486	0.95009923	0.8896367	0.86842257	0.933892	0.85240024	0.9358872	0.9092139	0.8985164	0.7593609	0.8916784	0.9265491	0.90282875	0.9032299	0.9269695	0.70479774	0.70323086	0.9350083	0.9327822	0.6604214	0.955138	0.86398023	0.9361643	0.93287486	0.91589195	0.80957747	0.84561205	0.89147234	0.9143394	0.78191435	0.9485365	0.9046439	0.8650394	0.92811966	0.90486765	0.8253199	0.89071155	0.8472551	0.74940526	0.9046013	0.9097594	0.90743107	0.915319	0.8243186	0.9232312	0.9087455	0.87043214	0.8302743	0.9499405	0.851243	0.9046108	0.94137526	0.753932	0.8622585	0.8670796	0.92526853	0.90398014	0.9037534	0.8963895	0.9103001	0.92277145	0.80418366	0.9238236	0.82552165	0.9179139	0.88419235	0.78263175	0.9424583	0.9180867	0.7989152	0.8869802	0.81386316	0.940319	0.9151184	0.8672469	0.92402875	0.9389631	0.9393357	0.93236715	0.8697936	0.88235605	0.94755596	0.9033662	0.94589776	0.9003326	0.8307031	0.94055086	0.9003588	0.96273595	0.88958204	0.91033983	0.7515969	0.8628347	0.79283786	0.84818226	0.8916296	0.84674364	0.8185828	0.9730406	0.8907212	0.8589709	0.9361142	0.9574558	0.848525	0.85165393	0.8797014	0.8598504	0.9025575	0.9333776	0.968666	0.9313667	0.91702837	0.9341903	0.94149184	0.92756593	0.8788471	0.88961565	0.88760996	0.8271166	0.94836015	0.91443306	0.9109674	0.9501277	0.96805805	0.83420545	0.8745583	0.9174263	0.88243675	0.95897716	0.89866793	0.8679542	0.88950056	0.92074955	0.904023	0.9431735	0.8639598	0.88748765	0.83715206	0.9496374	0.8758397	0.9573128	0.90645754	0.9024663	0.92997694	0.9290957	0.8662318	0.8949755	0.91646844	0.8268547	0.933525	0.8581934	0.8901889	0.9568896	0.9033016	0.92807126	0.909587	0.83387756	0.88986844	0.6567675	0.9316384	0.94479346	0.8427926	0.9085013	0.81152254	0.86476004	0.85816914	0.9070455	0.86802673	0.96848434	0.94058514	0.89254576	0.8935368	0.8828108	0.85091764	0.8435596	0.8934057	0.9156449	0.8490373	0.8313986	0.8967202	0.9278291	0.853438	0.83708847	0.8589119	0.8753993	0.8620776	0.8910062	0.8329251	0.87160563	0.9407567	0.9129021	0.81975037	0.921072	0.88596475	0.86552733	0.9217774	0.8106102	0.79905367	0.83496153	0.7921508	0.9208405	0.9344732	0.9036482	0.8144851	0.8563073	0.8613149	0.812201	0.796675	0.93908733	0.94053626	0.7851682	0.90476155	0.83872426	0.84423953	0.9451587	0.8785833	0.8838605	0.7525843	0.8074231	0.8948877	0.93308073	0.950284	0.8577342	0.856947	0.7154792	0.8534352	0.8252493	0.80349976	0.87290984	0.87311125	0.90896195	0.969344	0.83982587	0.91200817	0.93374056	0.78621197	0.94405067	0.87572753	0.81249076	0.83873	0.88302785	0.8326646	0.88404197	0.81299573	0.8402292	0.87120676	0.88268286	0.8951841	0.8921744	0.6213726	0.6600294	0.8591102	0.9095298	0.5567373	0.9433218	0.9173226	0.9378419	0.9274489	0.8909745	0.93269694	0.92126405	0.89332414	0.9191449	0.8940963	0.86669815	0.86927104	0.9475936	0.8797183	0.89921796	0.87609	0.8104759	0.7982622	0.9263372	0.9586096	0.91670054	0.95958793	0.9670371	0.86368316	0.81781554	0.9411425	0.86575246	0.9193785	0.9373628	0.8767869	0.69701886	0.77110493	0.81458616	0.86945176	0.9264698	0.83539855	0.8866614	0.9048698	0.9531656	0.9376828	0.88539463	0.78816295	0.8936033	0.91183084	0.9255448	0.9029847	0.89800286	0.6056054	0.7420224	0.70771384	0.7932047	0.8443582	0.9379149	0.94857854	0.81851125	0.8264837	0.85555696	0.8393203
1976/noun	0.8802731	0.5221142	0.0	0.27420533	0.5200939	0.58014804	0.6681673	0.89979774	0.88992506	0.8035984	0.714558	0.8694279	0.7512426	0.8356801	0.7945174	0.8833696	0.7163513	0.9300142	0.8904253	0.8676086	0.9005752	0.83583593	0.86422163	0.7101744	0.8981415	0.92532444	0.82937026	0.90996164	0.81161076	0.7579748	0.8888839	0.78816694	0.8626256	0.86081547	0.7991684	0.7532336	0.7873087	0.91788566	0.81216556	0.8496759	0.8559842	0.80747944	0.8633515	0.6598996	0.88273954	0.8973865	0.9465116	0.87552893	0.8342131	0.89099145	0.8400142	0.8223889	0.9126845	0.95996225	0.9050221	0.833025	0.8897177	0.8830644	0.8951484	0.83043563	0.9344155	0.8045414	0.66650957	0.92270195	0.88896483	0.9577548	0.8813045	0.88245744	0.93223506	0.9340443	0.94613403	0.851827	0.8574529	0.8515731	0.8882298	0.9203304	0.88389206	0.82253504	0.90066856	0.89443517	0.9384699	0.634446	0.91313237	0.9227146	0.86073726	0.8066814	0.8993241	0.92404735	0.72771823	0.89994025	0.9515341	0.9005668	0.85780823	0.7700536	0.9535261	0.8952026	0.92295986	0.92206293	0.8803658	0.9304709	0.92525923	0.86201775	0.85592955	0.9033669	0.9167558	0.91454256	0.841884	0.90538657	0.9077662	0.9220685	0.92173433	0.8686308	0.8487791	0.94289654	0.91019607	0.87270397	0.9072987	0.9285702	0.7657263	0.86160475	0.86449045	0.83682233	0.8034698	0.924559	0.93355906	0.96523535	0.9813338	0.71419615	0.7429459	0.80675566	0.8684741	0.75297165	0.9249375	0.87882984	0.79613495	0.9298372	0.95232856	0.8583516	0.926917	0.96517783	0.80259246	0.9103257	0.9778088	0.8787608	0.8679188	0.8903063	0.8786311	0.894511	0.83787495	0.8416722	0.9023914	0.79981077	0.9191834	0.8956865	0.85032827	0.8491528	0.8221958	0.94510925	0.91041255	0.9094943	0.8413551	0.8732095	0.6678101	0.6506924	0.90542835	0.77180594	0.78569925	0.9339842	0.9367706	0.9427886	0.90387475	0.89152986	0.7987764	0.862761	0.929474	0.9323337	0.92550445	0.797324	0.8181197	0.91218466	0.90398055	0.61452144	0.72511035	0.9421214	0.8510431	0.8385738	0.9042053	0.8136888	0.872334	0.87288654	0.90821505	0.9404438	0.8833005	0.9627956	0.9008286	0.88420975	0.780977	0.9007072	0.8456402	0.92359763	0.89295036	0.86366844	0.92299306	0.85743046	0.9035593	0.89460945	0.859426	0.8669772	0.9445995	0.8136705	0.91752064	0.6942856	0.90975034	0.95685405	0.8980275	0.91092527	0.7791688	0.8990931	0.89252025	0.6446638	0.8247745	0.9542936	0.8764155	0.78294265	0.919803	0.86052483	0.9109603	0.87081176	0.90695167	0.77331686	0.89641833	0.96397954	0.8583699	0.9245388	0.9084343	0.6920378	0.64733845	0.9495076	0.8983833	0.58344203	0.9361923	0.86529607	0.92658085	0.9511518	0.9311592	0.87813294	0.87498635	0.9525999	0.94171065	0.8302185	0.94575375	0.88773465	0.833936	0.8929065	0.9058155	0.87646055	0.85298854	0.7795954	0.6851177	0.90903664	0.8599834	0.8698608	0.91321456	0.8569216	0.9059116	0.9476914	0.8998661	0.90484	0.9437458	0.9321916	0.9249005	0.93724895	0.85092086	0.89843524	0.8878022	0.93956256	0.882547	0.8745047	0.9320117	0.9194209	0.91032964	0.85552704	0.87645316	0.8835301	0.9033737	0.78069717	0.7627729	0.9526672	0.95494473	0.80407286	0.8384116	0.89026743	0.9496762	0.9039254	0.9063421	0.91766137	0.9556865	0.89906025	0.9056418	0.85019684	0.9098444	0.9502168	0.91037476	0.9230185	0.903709	0.8891703	0.92197114	0.92746276	0.93057597	0.938389	0.8866349	0.880118	0.8411387	0.6923232	0.8455826	0.8811124	0.8791971	0.75484014	0.95357984	0.9310169	0.8288872	0.956585	0.9645303	0.81482804	0.83668023	0.91899556	0.8761368	0.9390323	0.8788298	0.9752915	0.9143721	0.9004209	0.9404423	0.909088	0.95399445	0.8014327	0.9065849	0.9179037	0.8806877	0.8887925	0.9281727	0.82846683	0.9590791	0.915625	0.76619744	0.88282305	0.8880097	0.889348	0.9505492	0.89851797	0.9090719	0.876572	0.91283303	0.9239723	0.9405781	0.85802126	0.9322111	0.7269422	0.87600625	0.8489387	0.8647273	0.895118	0.8992794	0.92035264	0.9455116	0.8633326	0.8624059	0.9368319	0.7835813	0.8918531	0.8555105	0.9109273	0.8930799	0.8379319	0.9039104	0.88563704	0.8576312	0.9253709	0.57982075	0.8678044	0.9030714	0.8316714	0.90553606	0.7293925	0.87936604	0.8670703	0.87928104	0.88087845	0.9590032	0.9444506	0.8313707	0.8892875	0.9048363	0.8793504	0.8477898	0.9234072	0.8594666	0.8309826	0.8725756	0.94806266	0.9319549	0.8715669	0.84764993	0.87285006	0.85064656	0.8946631	0.8550019	0.82186425	0.918	0.95452327	0.83741915	0.9191768	0.86177677	0.8642677	0.89106023	0.8758363	0.73563397	0.6488944	0.9129984	0.6922023	0.923037	0.93942297	0.86506605	0.7498218	0.8676263	0.75630987	0.87012744	0.78545785	0.9410306	0.86205214	0.8426703	0.93494123	0.79582506	0.7187766	0.9562337	0.8913087	0.90225947	0.74670255	0.7644099	0.8787519	0.93313	0.92746866	0.82998556	0.82866925	0.69090354	0.8873392	0.8594546	0.84251827	0.9002817	0.90706384	0.9039886	0.92091095	0.8110478	0.91449225	0.93955135	0.85444397	0.9369041	0.90167993	0.8772501	0.91757154	0.85860074	0.8590205	0.8635494	0.8182341	0.8419856	0.8685227	0.76314855	0.7121148	0.871788	0.5837257	0.7768929	0.8810562	0.8404473	0.5454654	0.9399799	0.89909637	0.92667174	0.88754416	0.8905634	0.9183824	0.9219805	0.8230158	0.90576583	0.91127867	0.8211952	0.94184345	0.9570536	0.8641935	0.91285026	0.89053303	0.82924986	0.83582735	0.92059517	0.96892357	0.90461075	0.94644296	0.9725326	0.85183203	0.8231963	0.9353304	0.86069244	0.8969456	0.7313416	0.89853466	0.7724397	0.74844915	0.83398724	0.88079226	0.92886466	0.8299508	0.8825045	0.93187284	0.93813765	0.9384563	0.8867474	0.79750496	0.91892934	0.8389517	0.9219631	0.91429704	0.91386807	0.616428	0.7223995	0.7234769	0.81407785	0.8147058	0.95071167	0.9372167	0.7499684	0.87867856	0.9065947	0.8951503
