	beleg/verb	oppervlakte/noun	slurp/verb	vis/noun	kondig_aan/verb	vers/adj	schaal/noun	wel/adv	in/verb	lief/adj	technologie_sector/noun	drift/noun	dossier/noun	alweer/adv	verkleumd/adj	Celsius/noun	traan/noun	ui/noun	full_cd/noun	ontleen/verb	voorafgaand/adj	al/adv	slaaf/noun	gedeeltelijk/adj	verschrompel/verb	spoel_af/verb	dicht/adj	lucht/noun	zomers/adj	volgorde/noun	steek/verb	eikel/noun	heet/adj	wend_aan/verb	werk_af/verb	portie/noun	kus/verb	beleef/verb	zomer_dag/noun	nacht/noun	vakantie/noun	bel/noun	mineraalwater/noun	schuif_uit/verb	gloeiend/adj	spotje/noun	weer/adv	brutaliteit/noun	kreet/noun	wacht/verb	speel_af/verb	vakbond/noun	toevoer/noun	braad/verb	hap/noun	stook/verb	zo/adj	ben/verb	opnieuw/adv	atmosfeer/noun	olijfolie/noun	water_plas/noun	schuif_door/verb	omstandigheid/noun	te/adv	licht/adj	droog/adj	gemeenteraad_verkiezing/noun	brandend/adj	goudbruin/adj	prothese/noun	auto/noun	voet/noun	overgoten/adj	motor/noun	ander/adj	koud/adj	loop/noun	weer/noun	kop/noun	roer/noun	arm/noun	pers/verb	voorbij/adj	lang/adj	zonovergoten/adj	pap/noun	vuur/noun	baad/verb	matig/adj	marathon/noun	strand/noun	sector/noun	vaak/adj	zomermaand/noun	start_schot/noun	zweet/verb	ronduit/adv	lichaam/noun	braadpan/noun	circa/adv	saffraan/noun	vouw/verb	oven/noun	brok/noun	malaria/noun	diepte/noun	boter/noun	uitdrukking/noun	1976/noun	laag/noun	blijf_af/verb	verschrikkelijk/adj	stoom/adj	mors/verb	giet/verb	eerstvolgend/adj	bedreigd/adj	koel/adj	avondeten/noun	woestijn/noun	voorwerp/noun	vlees/noun	ochtendgloren/noun	brij/noun	verwarmd/adj	altijd/adv	klein/adj	voeg_toe/verb	beloof/verb	drink/verb	wonder/noun	bak/verb	oorlog/noun	smelt/adj	lucratief/adj	nieuw_feit/noun	grill/noun	koffie/noun	Venetiaans/adj	vol/adj	berg_top/noun	diep/adj	glas/noun	as/noun	verbrand/verb	kwestie/noun	druppel/noun	buiten/adv	debat/noun	bruin/adj	gas/noun	nek/noun	zon/noun	klimaat/noun	gans/adj	koningshuis/noun	2003/noun	latin/noun	achteren/adv	vlam/adj	thee/noun	fruit/verb	opzettelijk/adj	brand_DIM/noun	trend/noun	zomer/noun	teruggave/noun	plaag/noun	proeve_rij/noun	laat/verb	bord/noun	toegepast/adj	vochtig/adj	spoel_door/verb	kom_vrij/verb	flauw/adj	mat_DIM/noun	dik/adj	heet/verb	verdeler/noun	melk/noun	blijf/verb	graad/noun	ijzeren/adj	porie/noun	uitzonderlijk/adj	verscheiden/adj	ween/verb	doorboor/verb	ring/noun	abnormaal/adj	adem_in/verb	bron/noun	koekepan/noun	fiscus/noun	kuip/noun	woensdag_middag/noun	eet/verb	stand/noun	overig/adj	ijzer/noun	mes/noun	kook_pot/noun	beetje/noun	ene/adj	ooit/adv	sta/verb	kil/adj	gedij/verb	love/noun	giftig/adj	onderwerp/noun	aardappel/noun	1901/noun	ren/verb	vluchteling/noun	schoon/adj	aan/adj	vorm/verb	hoe/adj	naald/noun	daar/adv	pasta/noun	stilaan/adv	spuw/verb	voorspel/verb	Genkse/adj	mompel/verb	tomaat/noun	smeed/verb	adem/noun	meermaals/adv	leg/verb	knoflook/noun	snackbar/noun	saai/adj	water/noun	drukkend/adj	zo/adv	resistent/adj	aandeelhouder/noun	slotminuut/noun	snel/adj	rook/noun	geef_door/verb	mals/adj	sojasaus/noun	genoeg/adv	erg/adj	net/adj	chocolademelk/noun	draai/verb	kus/noun	stoom/noun	hang_ijzer/noun	niet/adv	helder/adj	wek_op/verb	voel/verb	gras/noun	verslag/noun	bad/noun	aluminium_folie/noun	zit/verb	winderig/adj	voortijdig/adj	gesteente/noun	zwembad/noun	lepel/noun	getoond/adj	peper/noun	voel_aan/verb	zacht/adj	plaat/noun	naad/noun	wellicht/adv	steeds/adv	onderhandeling/noun	olie/noun	even/adj	draai_heen/verb	evacueer/verb	stoot_DIM/noun	slot/noun	kom/noun	inbreuk/noun	coalitiepartner/noun	vers/noun	maal/noun	wat/adv	blad/noun	bloot/adj	team_manager/noun	zet/verb	patat/noun	buis/noun	warm/adj	gezocht/adj	geschiedenis/noun	patrouilleer/verb	verpleegster/noun	beschuldigd/adj	centi_meter/noun	coalitie/noun	middaguur/noun	vervlieg/verb	vet/noun	word/verb	kastanje/noun	dan/adv	juli/noun	nog/adv	binnen/adv	min/adj	behoorlijk/adj	rust/verb	voorjaar/noun	alles/noun	passage/noun	warmte/noun	zakelijkheid/noun	zelfs/adv	kwartier/noun	minuut/noun	verlangen/noun	album/noun	wind/noun	zeer/adv	leiding/noun	crash/noun	verwarm/verb	seks/noun	middag/noun	moment/noun	rooster/verb	ei/noun	kern/noun	trek/noun	daarna/adv	Cup/noun	regen/noun	zout/noun	politiek/adj	bloem/noun	kook/adj	grond/noun	estafette/noun	kool/noun	hang/verb	blus/verb	ga_in/verb	karakteristiek/noun	dreig/verb	room/noun	behandel/verb	°/noun	kant/adj	echt/adj	soms/adv	mix/noun	ontzettend/adj	strijkijzer/noun	stand_DIM/noun	en/adj	vinger/noun	tafel/noun	streven/noun	soep/noun	even/adv	kachel/noun	herfst/noun	soap/noun	vlek/noun	pan/noun	schenk_in/verb	verbranding/noun	hier/adv	fusie_ploeg/noun	andijvie/noun	auto_verzekering/noun	beker/noun	schuif/verb	dag/noun	slik/verb	spleet/noun	vonk/noun	benzine/noun	lamsvlees/noun	zwaar/adj	rem/noun	liter/noun	binnen_plein/noun	rood/adj	loop_op/verb	om/adj	gordijn/noun	winter/noun	doel/noun	Europa/noun
beleg/verb	0.0	0.8782149	0.9345951	0.8618701	0.84980726	0.8145098	0.79132223	0.86211944	0.7935227	0.8379931	0.82235223	0.9184208	0.8735852	0.9089751	0.96753067	0.92670196	0.9373281	0.8608446	0.94387645	0.8323525	0.8193606	0.9093746	0.8883863	0.8259492	0.8800353	0.9210688	0.9375841	0.9426361	0.8876512	0.87070197	0.8732639	0.94016063	0.8731415	0.72167313	0.8815336	0.8343607	0.9371002	0.9116103	0.96170914	0.9534922	0.8787005	0.90542763	0.9150487	0.9273759	0.9283481	0.871464	0.9004509	0.93155736	0.90480846	0.92038214	0.917351	0.8767489	0.89677405	0.90548563	0.84975195	0.8916241	0.9232888	0.85008514	0.90783346	0.8916579	0.8498427	0.95508945	0.8232725	0.8821729	0.8799985	0.8963374	0.90097386	0.9354395	0.930443	0.90434754	0.9292933	0.92573434	0.9617854	0.92029464	0.9057611	0.8246235	0.91025555	0.9195608	0.9287133	0.93074	0.9006211	0.9410776	0.87093276	0.90893006	0.9100889	0.9412604	0.87176985	0.9392974	0.90115565	0.86631095	0.93462706	0.931041	0.717904	0.85465	0.87912935	0.9061786	0.9132411	0.8882022	0.9234275	0.9186301	0.76368105	0.88961303	0.9013241	0.8518978	0.88971347	0.9153481	0.90463066	0.8511587	0.8706492	0.902119	0.8605756	0.9043716	0.93771255	0.9304691	0.9315224	0.8583489	0.8497169	0.88569355	0.90425056	0.9131587	0.91687495	0.88302994	0.8543288	0.9689255	0.9130449	0.9147048	0.8715955	0.84557664	0.86121595	0.83377445	0.90181035	0.904318	0.8451886	0.9335679	0.93151784	0.7445848	0.8959913	0.88432074	0.8551909	0.9551298	0.93176913	0.9182121	0.92911184	0.89589375	0.9168509	0.88891476	0.83436704	0.90765214	0.93619835	0.84454936	0.86610925	0.87021416	0.93539923	0.92167777	0.8162982	0.9057192	0.8618022	0.85977817	0.94179326	0.94993687	0.9348723	0.8548461	0.88325113	0.9117569	0.94440943	0.8105637	0.9229911	0.83252156	0.8991107	0.90954375	0.90365875	0.9012451	0.8431035	0.9145468	0.9222923	0.8822609	0.901787	0.9292765	0.8977039	0.92096555	0.886679	0.84717345	0.8780803	0.9522087	0.9178525	0.9445316	0.86334	0.8311946	0.9449084	0.9566851	0.90573215	0.91213566	0.93170124	0.8781591	0.9125115	0.7353176	0.9329258	0.88950545	0.8496292	0.91929466	0.808694	0.90835345	0.92287964	0.93078077	0.88888216	0.9014503	0.8955396	0.9363016	0.9101486	0.86303073	0.93696547	0.9081024	0.8244928	0.85832727	0.9416399	0.9261193	0.9179138	0.85871947	0.9329461	0.8566127	0.9026638	0.90458477	0.923836	0.8485557	0.8793861	0.919474	0.841916	0.92168176	0.9286433	0.84991795	0.8651859	0.91607463	0.90269583	0.86869544	0.8639674	0.8939463	0.8392534	0.90127724	0.9336955	0.87593603	0.9245636	0.6777606	0.9520706	0.87917036	0.9309014	0.85564697	0.8741177	0.91516507	0.8815538	0.8815596	0.8836763	0.9067385	0.90840983	0.93193316	0.88943976	0.89581215	0.8770354	0.8742149	0.84668744	0.94073975	0.8936612	0.85989416	0.8950265	0.9092797	0.91745555	0.94974566	0.87364364	0.9288464	0.9242689	0.8856269	0.9120704	0.87101233	0.89017034	0.8736682	0.90971357	0.94901174	0.8589162	0.82894737	0.8702569	0.8117233	0.9179387	0.9540689	0.93412155	0.9281373	0.8956047	0.8837566	0.8923713	0.8856115	0.90762985	0.90651697	0.85917395	0.8720471	0.9347997	0.9291053	0.914942	0.8813612	0.9169124	0.884338	0.8914734	0.9189345	0.9158871	0.9260086	0.9092845	0.91198003	0.8951855	0.8649266	0.91917247	0.86176294	0.8547916	0.92922455	0.87386423	0.9138394	0.89671284	0.93405646	0.77479047	0.8300426	0.9057812	0.90897775	0.90547186	0.9087922	0.8965799	0.9267167	0.82319427	0.9464139	0.9402641	0.8963784	0.89418685	0.93618387	0.82460815	0.90792704	0.9124636	0.8535968	0.8789747	0.8796198	0.92758816	0.86663854	0.8555178	0.9479581	0.7982556	0.89570844	0.95881593	0.9381648	0.86276203	0.8331077	0.88445807	0.90874606	0.90010774	0.9163258	0.8324908	0.95046186	0.92713594	0.87882704	0.9016603	0.87013566	0.87785065	0.86647207	0.9300161	0.9321102	0.89579713	0.8950672	0.85039914	0.9009255	0.9138215	0.8755847	0.9002864	0.9363908	0.8722212	0.84689856	0.8665883	0.8834397	0.9224339	0.90715486	0.88617057	0.9138324	0.8723492	0.94553715	0.8691396	0.91682446	0.9252776	0.907903	0.8465315	0.9386041	0.89710635	0.91521823	0.914749	0.95656204	0.94863576	0.8626299	0.88945574	0.9194931	0.8937254	0.88758415	0.9514668	0.9168696	0.88726276	0.89029336	0.9235054	0.92036843	0.8998721	0.95678973
oppervlakte/noun	0.8782149	0.0	0.9255257	0.80752766	0.93850845	0.8176705	0.7628479	0.910719	0.82069606	0.8946806	0.90950024	0.83039284	0.8843371	0.8633366	0.9072474	0.8028134	0.8858505	0.8555505	0.9371193	0.8668152	0.8957407	0.91083694	0.8540409	0.7629837	0.8830592	0.8676225	0.78287756	0.78083575	0.8377192	0.8406484	0.8835264	0.88167286	0.8074424	0.825103	0.85299087	0.81099606	0.8977087	0.9140194	0.88867676	0.885044	0.9165359	0.86569613	0.88380194	0.90606517	0.8256719	0.90481734	0.8550905	0.91793525	0.8620635	0.9349879	0.8044801	0.9231761	0.8431971	0.9097228	0.84848934	0.84046066	0.84893876	0.8318375	0.86670405	0.729684	0.8641802	0.80190575	0.9046502	0.8392018	0.8419917	0.82678396	0.78736275	0.9183967	0.77217275	0.8838867	0.8888964	0.8678246	0.841583	0.88945246	0.8517675	0.8239294	0.7921421	0.80959415	0.8634149	0.86630833	0.91082454	0.870579	0.8122575	0.8928075	0.8828037	0.8475514	0.90192354	0.8414565	0.8179655	0.8753408	0.9221679	0.77149785	0.8404081	0.81706786	0.8243254	0.93500555	0.8636621	0.85337406	0.754103	0.91432184	0.742928	0.9067496	0.8884629	0.79314244	0.775464	0.90647155	0.62269634	0.8713095	0.8399546	0.8804853	0.66646236	0.8973892	0.88212544	0.9044594	0.9023315	0.800463	0.9167004	0.8075294	0.76940364	0.9137376	0.76651305	0.7718192	0.84462804	0.9253892	0.87436765	0.79368234	0.883716	0.7324468	0.8586967	0.92382723	0.92292935	0.8697936	0.8577708	0.899408	0.84260404	0.8709682	0.9254167	0.91765726	0.889854	0.8649955	0.8461711	0.8346997	0.7490089	0.77353144	0.7452185	0.8120624	0.8765526	0.81843466	0.8234242	0.89376664	0.7931285	0.7794076	0.88182306	0.77977157	0.81839985	0.85621387	0.875563	0.8657807	0.9389996	0.8592485	0.9028574	0.8711306	0.92006797	0.85976684	0.846703	0.8891247	0.88083273	0.9048784	0.8456415	0.9225523	0.8815722	0.8265495	0.8680621	0.70401645	0.89081705	0.76560247	0.8781283	0.9056972	0.7959713	0.89514875	0.93069464	0.84505117	0.8382031	0.8195809	0.80743396	0.8445715	0.8282938	0.8129502	0.9125906	0.86104596	0.7982853	0.84092826	0.8408452	0.8323461	0.8932452	0.8695321	0.789524	0.8851886	0.8859238	0.8744428	0.8039699	0.7903737	0.86176026	0.87793106	0.87415487	0.8247634	0.8783757	0.845491	0.7744825	0.8116419	0.9156865	0.76837593	0.8627834	0.8008622	0.9192941	0.80646414	0.8669809	0.79227066	0.90917325	0.8108529	0.8564828	0.825282	0.801889	0.8438628	0.8487623	0.86002344	0.88443935	0.8839754	0.9081573	0.8446144	0.88021815	0.86654925	0.8751897	0.8708739	0.87110627	0.86292213	0.85020846	0.6793237	0.89139295	0.8478058	0.88277006	0.8982535	0.94348776	0.86667514	0.7853998	0.89965254	0.88531476	0.9174037	0.8822756	0.8678202	0.8499077	0.9341885	0.83688635	0.8707345	0.8405251	0.9201365	0.9001541	0.82711744	0.8078088	0.91570234	0.72877884	0.92302394	0.7598096	0.8702736	0.8273568	0.82542944	0.89364177	0.76751757	0.7206403	0.86624724	0.8748288	0.8664626	0.8372556	0.7823299	0.84661293	0.86336344	0.8453346	0.8249812	0.9180266	0.7633218	0.8823324	0.9285376	0.8222507	0.90302527	0.87804013	0.7974341	0.8970969	0.8843205	0.8602842	0.8866646	0.8467666	0.8439878	0.7996172	0.9480893	0.9181068	0.8982216	0.75049865	0.8283001	0.8857527	0.84946924	0.8764708	0.8967405	0.9200989	0.6666124	0.8939082	0.88290155	0.8901434	0.8209859	0.81126153	0.88324714	0.8796774	0.9320794	0.8876734	0.8147478	0.84230036	0.8460385	0.84513426	0.874025	0.88734037	0.8259619	0.7759728	0.9055332	0.82408935	0.89838874	0.89888644	0.8010677	0.8823401	0.8303637	0.80795926	0.9008921	0.8777976	0.7640238	0.89165044	0.8741925	0.88920784	0.88861084	0.8313987	0.86342514	0.853873	0.834568	0.951021	0.809158	0.8207955	0.857968	0.810817	0.8635345	0.6473832	0.90987915	0.8242099	0.8107349	0.8361379	0.8995436	0.858948	0.872172	0.85484546	0.9055718	0.8475536	0.9000039	0.8896718	0.7801286	0.82065725	0.88453144	0.8912746	0.8688896	0.86143374	0.8959303	0.8595319	0.84578776	0.8712745	0.79887515	0.81964636	0.8574901	0.87890315	0.7694472	0.8398217	0.9240835	0.82086754	0.8514907	0.93263686	0.91169673	0.9198672	0.9597593	0.85088676	0.89881635	0.9035974	0.8396994	0.8810237	0.8342642	0.90551287	0.88170576	0.87603027	0.78664637	0.83520204	0.84922063	0.86283755	0.8798352	0.777538	0.83640456	0.8866214	0.95764595
slurp/verb	0.9345951	0.9255257	0.0	0.7953793	0.9625755	0.7510039	0.8514827	0.91947883	0.8815986	0.8434932	0.93943965	0.9162159	0.95488566	0.8851545	0.8775798	0.8966239	0.86972827	0.80693865	0.96772295	0.92769015	0.9397334	0.921966	0.92686725	0.9489665	0.9276181	0.8959447	0.87301356	0.83582586	0.8425954	0.93496346	0.8494787	0.8634244	0.7723207	0.9330421	0.92621833	0.79910946	0.83998084	0.90451396	0.8763759	0.9049652	0.8922791	0.8865789	0.7739929	0.9031105	0.81833065	0.87496644	0.85617435	0.9056944	0.8814876	0.9110888	0.94213605	0.9457356	0.8781347	0.87408894	0.7726369	0.85952204	0.89054257	0.9310216	0.8966489	0.8861946	0.7738006	0.9227232	0.9136553	0.942542	0.83750683	0.9075774	0.81009424	0.9688188	0.82232744	0.89066225	0.90989935	0.891946	0.909506	0.822078	0.8467712	0.9012662	0.7708115	0.93561167	0.9056986	0.84844494	0.91700673	0.8645941	0.8152071	0.9314617	0.8954418	0.85736763	0.81668895	0.85320276	0.8589237	0.91146153	0.94830024	0.855274	0.94321334	0.8762676	0.88345104	0.94579893	0.84161556	0.9107015	0.8592688	0.88587534	0.9005908	0.88661754	0.84940404	0.84222376	0.8683919	0.93529826	0.87650687	0.82251716	0.90872693	0.9396503	0.8715447	0.88897014	0.904098	0.87668014	0.7681798	0.7519655	0.9391415	0.91589	0.83400756	0.8343789	0.8815018	0.88539636	0.80010724	0.8907503	0.8283656	0.82951695	0.86882627	0.84493446	0.8343557	0.93370223	0.630618	0.93400764	0.8186234	0.9550684	0.8781926	0.91625386	0.93127567	0.86768866	0.6882405	0.91512746	0.81281364	0.89123714	0.90319175	0.7286041	0.8994342	0.82539904	0.9444318	0.75666076	0.8212328	0.9526505	0.77370274	0.84341335	0.8547507	0.85686785	0.91947603	0.8868319	0.937726	0.96220785	0.9044048	0.8824873	0.89138246	0.68912095	0.8381847	0.927719	0.9100464	0.9270989	0.8967481	0.9538121	0.91856825	0.8726422	0.86971104	0.7843763	0.95904124	0.8327595	0.8130604	0.8786982	0.90171003	0.9050016	0.82885754	0.8896186	0.91934913	0.74955106	0.9167751	0.9321833	0.89301556	0.89982045	0.9107437	0.9180594	0.88528156	0.8586077	0.9065075	0.8886636	0.85210353	0.934816	0.8528648	0.94351685	0.848561	0.90621376	0.72875476	0.9459083	0.9293025	0.84097975	0.8859398	0.88948745	0.8734282	0.8460836	0.91809446	0.8570261	0.882392	0.8764386	0.9498184	0.84224343	0.9323606	0.78779864	0.94908243	0.8297349	0.953295	0.7900952	0.9289797	0.9214731	0.90035975	0.8621556	0.87933654	0.78855497	0.9108186	0.8444306	0.945807	0.92048556	0.8600746	0.8074945	0.92327183	0.8758622	0.8898077	0.8755202	0.8076224	0.83855164	0.9108377	0.76313454	0.9017306	0.8766146	0.9276774	0.9443347	0.9441662	0.9055897	0.8641393	0.8951587	0.8492553	0.8477546	0.89759135	0.90849125	0.8580104	0.7606893	0.8541379	0.8722289	0.83329	0.91901886	0.9393272	0.87883353	0.8634036	0.87727064	0.80851936	0.94722664	0.81461275	0.8662604	0.8245562	0.90587187	0.9218195	0.89388824	0.8934866	0.7547225	0.92414314	0.8134051	0.8554909	0.82477194	0.90136373	0.9151579	0.93789005	0.89153004	0.953297	0.8221133	0.82671034	0.8998798	0.9259687	0.9118979	0.93339235	0.8064513	0.9608991	0.9123179	0.8668016	0.9191193	0.8616685	0.896554	0.8542441	0.93896246	0.8613855	0.7661779	0.84065497	0.770552	0.941582	0.95106864	0.92604846	0.89946413	0.9442244	0.8823957	0.93993866	0.89711875	0.8997379	0.8353628	0.92061645	0.84380716	0.8679513	0.9647832	0.9310669	0.78478765	0.8751693	0.8959578	0.88945866	0.93576026	0.89119697	0.9235136	0.84257245	0.9425557	0.83682376	0.89728487	0.8972565	0.9093603	0.9522933	0.8738674	0.90844387	0.93903255	0.9282062	0.79356706	0.8696307	0.862194	0.9410605	0.8471287	0.8071294	0.9708832	0.8688379	0.8431562	0.9470589	0.8763492	0.81402624	0.9450772	0.8181511	0.7694061	0.8719075	0.9420146	0.8314234	0.82328576	0.87835205	0.916534	0.93224645	0.91335374	0.8196176	0.93813074	0.93116087	0.8802749	0.8987352	0.84003395	0.89787036	0.87592053	0.9084386	0.84846807	0.916545	0.88230014	0.76524657	0.92275137	0.72071767	0.8757278	0.855023	0.89980775	0.90551764	0.86880034	0.7918358	0.7555728	0.87888503	0.8604365	0.92263347	0.8908244	0.94398504	0.86648023	0.88507605	0.8541781	0.8617858	0.88498116	0.870991	0.8029427	0.8453473	0.92965525	0.90993965	0.7585288	0.90397906	0.82551134	0.93120456	0.87177855	0.8467771	0.8670791	0.936842	0.96910465
vis/noun	0.8618701	0.80752766	0.7953793	0.0	0.9634432	0.4164638	0.6538495	0.89081776	0.8685892	0.76754856	0.92594284	0.853993	0.9272254	0.8566162	0.87301534	0.7435821	0.8415254	0.49577343	0.9515804	0.8861085	0.924042	0.9182825	0.80428463	0.8973069	0.8908893	0.68141985	0.8691167	0.67727333	0.7598796	0.8451754	0.8464652	0.80450785	0.59215784	0.88406277	0.9111791	0.6010438	0.8078267	0.8953896	0.8116679	0.8703951	0.86394095	0.8565086	0.7477212	0.8996172	0.7259225	0.8854076	0.84338087	0.9223036	0.82558495	0.92669296	0.90443563	0.96361655	0.8153221	0.59657216	0.61742735	0.78001267	0.84916466	0.85362005	0.876391	0.7885386	0.4860943	0.835961	0.90860134	0.8720688	0.81869113	0.79691875	0.65210664	0.94732654	0.7597023	0.6593306	0.83857155	0.85770255	0.8397841	0.7235738	0.8289083	0.84958065	0.61311686	0.8586347	0.81673104	0.7498859	0.8537357	0.8116053	0.7196931	0.9161461	0.8892484	0.831933	0.70294446	0.784996	0.8006507	0.8238968	0.9393747	0.6931322	0.9086954	0.8151382	0.81928825	0.9153847	0.74638546	0.8731507	0.70802355	0.67913127	0.7959371	0.6629634	0.7823544	0.61801004	0.70545685	0.84781337	0.7651732	0.4866256	0.82618064	0.9176254	0.70470345	0.85109884	0.8388433	0.83103883	0.8357598	0.6287472	0.9315613	0.78641796	0.7679243	0.75153947	0.7913523	0.75945896	0.3440497	0.8608091	0.6994689	0.759995	0.84542036	0.7640165	0.6866019	0.937312	0.6707804	0.8599864	0.5053626	0.9262427	0.7668655	0.86777323	0.9443759	0.63291353	0.5921271	0.8765563	0.77613354	0.8650264	0.8301318	0.61778855	0.7962671	0.6810291	0.92241436	0.7133471	0.7835125	0.944273	0.5560505	0.74080646	0.7919035	0.7477713	0.85408926	0.84894854	0.8859641	0.9551327	0.89073825	0.85152125	0.89591235	0.57527137	0.6127683	0.88552123	0.9196283	0.89788663	0.869245	0.93964463	0.8418745	0.7924684	0.804386	0.63317513	0.90183383	0.6873852	0.777773	0.82512844	0.840392	0.91010267	0.6642895	0.8603289	0.91930413	0.4718691	0.8934772	0.8280835	0.7940956	0.85004896	0.8558865	0.86723614	0.8922599	0.8601797	0.78369683	0.8355169	0.7752067	0.8923352	0.6603441	0.92117417	0.74857175	0.87523997	0.43672323	0.9255884	0.8536208	0.7133082	0.7846621	0.72273433	0.7829493	0.8210025	0.87322044	0.8724952	0.8376019	0.756605	0.92422104	0.60770106	0.9021314	0.39695495	0.92583084	0.7762273	0.8777987	0.7212136	0.8758971	0.86345494	0.8388309	0.790585	0.8177522	0.46928322	0.8470011	0.81168646	0.93007606	0.89354265	0.8780003	0.42321342	0.90810764	0.8319537	0.8618466	0.78648514	0.5093808	0.8055557	0.85758746	0.5365169	0.87097454	0.8174145	0.81199193	0.9336867	0.9369282	0.86531955	0.7739301	0.8772047	0.6576237	0.6652726	0.853172	0.84961	0.76696634	0.70971227	0.85934186	0.8188007	0.79508984	0.94112074	0.8895486	0.8282808	0.8333383	0.8336635	0.58334816	0.9513839	0.7271366	0.7218589	0.77641606	0.8663732	0.9032282	0.7995655	0.81680393	0.6079191	0.8960917	0.5251869	0.8052583	0.6244578	0.82685804	0.8779775	0.8888788	0.84239	0.9683358	0.5636543	0.8137579	0.93997264	0.8748251	0.9123549	0.8868557	0.62048936	0.9456674	0.9213653	0.78910446	0.8547342	0.803046	0.79211086	0.7462015	0.94778985	0.8607044	0.5618282	0.75733775	0.6224118	0.882656	0.9236069	0.9154807	0.8654698	0.91391265	0.7159666	0.9550666	0.8835866	0.89515555	0.49662185	0.8187734	0.68573815	0.82468426	0.9534071	0.8915194	0.7692232	0.8362571	0.824226	0.797487	0.87507993	0.8292648	0.8874273	0.7440358	0.9314719	0.79176843	0.8909236	0.863178	0.8552945	0.876871	0.8035504	0.8446854	0.9316217	0.9033129	0.62656164	0.8426304	0.82146513	0.9315628	0.5883893	0.4292254	0.9587411	0.7753221	0.7645632	0.94940686	0.7812693	0.48308462	0.94006634	0.5329556	0.64378583	0.7737947	0.9230047	0.5321245	0.8244356	0.825644	0.938314	0.87123597	0.87543356	0.55954355	0.8997788	0.73752815	0.86991507	0.8253936	0.7765349	0.79935956	0.83363307	0.8557408	0.8079593	0.8774769	0.81376314	0.73183215	0.91442007	0.4611929	0.83319485	0.80628574	0.8297945	0.84980196	0.721533	0.55722964	0.8160843	0.78825796	0.7715622	0.910895	0.65783966	0.94724345	0.87618345	0.84741104	0.84100056	0.8415869	0.87313926	0.87875164	0.74195725	0.5554042	0.88305616	0.88700175	0.68791175	0.9127191	0.70376605	0.94537216	0.82419497	0.8118029	0.7545362	0.92900497	0.9464925
