	fouilleer/verb	rand/noun	epicentrum/noun	bier/noun	werk_uit/verb	Mathieu/name	5,8/num	stijf/adj	zojuist/adv	munt_uit/adj	reëel/adj	vers/adj	Saddam/name	lever/verb	maar/adv	maak_schuldig/verb	Brood/name	mondiaal/adj	vrij/adj	hier/noun	onvoldoende/det	wapen/noun	CO/name	Irma/name	beschuldig/verb	organisatie/noun	scoor/verb	fruit/noun	tegelijk/adj	ga_rond/verb	stuk/noun	veel/det	al/adv	dan/comparative	halfrond/adj	en/part	authenticiteit/noun	schelp_dier/noun	laag_DIM/noun	achterland/noun	dier/noun	bijvoorbeeld/adv	te/comp	gemaakt/adj	bedreig/verb	ziekenhuis/noun	vervaardigd/adj	5,5/num	heet/adj	gebeur/verb	onderzoeker/noun	model/noun	constructie/noun	uitreiking/noun	zilveren/adj	Europees/adj	en/vg	België/name	constructeur/noun	energiebron/noun	manifesteer/verb	reclame_campagne/noun	gooi/verb	biologisch/adj	in/prep	wat/det	kan/verb	knoei/verb	floreer/verb	vanuit/prep	vang/verb	verga/adj	sneuvel/verb	welk/det	tekenend/adj	Messier/name	mensenrechten/noun	onschuldig/adj	pin_pas/noun	doe/verb	ingreep/noun	stoot_uit/verb	stook/verb	fraudeer/verb	voordat/comp	oppervlak/noun	materiaal/noun	genees_middel/noun	lig/verb	men/pron	bevolking/noun	glazen/adj	het/comp	raadselachtig/adj	goedkoop/adj	op/prep	straks/adv	zodra/comp	onderzoeksresultaat/noun	aardbeving/noun	initiatief/noun	maat/noun	bekijk/verb	koud/adj	werk/verb	lening/noun	elektronica/noun	voor/part	chemisch/adj	breng_uit/verb	moord/verb	overal/adv	verhandel/verb	garantie/noun	kunstacademie/noun	plat/adj	serveer/verb	Justice/name	gigantisch/adj	ruit/noun	als/comparative	vuur/noun	hot/adj	electoraal/adj	Meijerink/name	eerst/adv	ruimte/noun	bedacht/adj	hybride/adj	onderneming/noun	oven/noun	meer/det	voer_door/verb	bedrijf/noun	vernieling/noun	die/pron	school_bij/verb	haal/verb	vermeng/verb	produceer/verb	saneer/verb	dien_toe/verb	lanceer/verb	opgebouwd/adj	zoals/comp	sorry/tag	plunder/verb	mensenrechten_activist/noun	jarenlang/adj	overspel/noun	proef/noun	giet/verb	mogelijkheid/noun	glad/adj	deling/noun	allerlei/det	xtc/noun	ad/prep	operatie/noun	condoom/noun	vlees/noun	1/num	om/comp	realiseer/verb	toepassing/noun	varken/noun	hygiënisch/adj	klein/adj	voeg_toe/verb	megalomaan/adj	dan/comp	uranium/noun	collectief/adj	Ethiopië/name	voorziening/noun	vul/verb	nano_meter/noun	werp/verb	aard_schok/noun	koop_in/verb	statistisch/adj	waarna/pp	fraude/noun	doe_voor/verb	honderd/num	experiment/noun	begin/verb	kies/noun	weleer/adv	vat_post/verb	zoiets/pron	cocaïne/noun	erfelijk/adj	slechts/adv	6,5/num	verzoek/noun	groot/adj	verkrijgbaar/adj	milieu/noun	dezelfde/det	heb_plaats/verb	deze/det	geproduceerd/adj	plaats/verb	methaan/noun	bereid/verb	erbij/pp	kopij/noun	dealer/noun	tref/verb	soevereiniteit/noun	voer_uit/verb	consument/noun	regeling/noun	zinnig/adj	schil/verb	vaas/noun	gesneden/adj	gebouw/noun	hap_DIM/noun	gevecht/noun	glijd/adj	schud/verb	kleur/noun	zuivering/noun	bloed/noun	neem_over/verb	gerecht/noun	zij/comp	1/noun	corruptie/noun	menselijk/adj	Nederlands/adj	doping_controle/noun	wit_loof/noun	bord/noun	KRO/name	gefortuneerd/adj	Vlaanderen/name	Wolters/name	ongeveer/adv	misbruik/noun	eerst/adj	tien/num	doorkruis/verb	flink/adj	waarbij/pp	gebruik/verb	vrij/verb	6,7/num	van/prep	5,4/num	verspreid/verb	graad/noun	ijzeren/adj	koop_op/verb	geef_weer/verb	negeer/verb	jacht/noun	grijp_in/verb	landelijk/adj	organiseer/verb	pit/noun	fiscus/noun	interim/noun	laag/adj	profiteer/verb	dier_beschermer/noun	verdienste/noun	Chinees/noun	waarop/pp	Dehaene/name	Duitsland/name	Sels/name	bewapening/noun	pak_af/verb	betrekkelijk/adj	iets/adv	inclusief/prep	420/num	bekendmaking/noun	met/vg	tot/prep	werkzoekende/noun	consolidatie/noun	zeker/adv	bottel/verb	er/adv	offer_op/verb	sterkte/noun	schoon/adj	cipier/noun	actief/adj	5/noun	uiteinde/noun	erover/pp	emmer/noun	energie/noun	kabel/noun	zo'n/det	omhoog/adv	Golfoorlog/name	bloei/noun	kom_DIM/noun	hoog/adj	probleem/noun	schaf_aan/verb	gebruik/noun	tot/vg	Steven/det	moord/noun	waarin/pp	belegging/noun	leg/verb	gekookt/adj	vervang/verb	decoder/noun	ruim/adj	drug/noun	plundering/noun	water/noun	maak_gebruik/verb	massa/noun	meng/verb	zal/verb	zondag_morgen/noun	gebruik/part	Europa/name	in/part	individueel/adj	land/noun	4,1/num	waartegen/pp	voorheen/adv	drijf/verb	gezondheid_klacht/noun	meet/verb	preventief/adj	kaart/noun	Hoessein/name	voer/verb	rond/part	spuit_in/verb	pleeg/verb	negen/noun	ondersteuning/noun	truc/noun	winkel/noun	verbouw/verb	bol_DIM/noun	etnisch/adj	olijf/noun	koop/verb	verantwoord/adj	kiosk/noun	ontduik/verb	richt_aan/verb	kom/adj	nietsvermoedend/adj	vergelijk/verb	Hagemeyer/name	angstaanjagend/adj	cao/noun	apotheker/noun	maak/verb	dergelijk/adj	sta_vol/verb	Hermann/name	bied_aan/verb	na/part	verkoop/verb	worst_DIM/noun	12/num	Kampioenschap/name	overheid_gebouw/noun	175/num	politie_optreden/noun	productie/noun	nieuw/fixed	Fifa/name	onwetendheid/noun	provincie/noun	ambitieus/adj	steeds/adv	saus/noun	steel/verb	oefen/verb	staat/noun	via/prep	de/det	giet_af/verb	nuttig/adj	regionaal/adj	topografische/adj	ijver/noun	5,2/num	New/adj	waar/adv	cq/vg	43/num	maquette/noun	werf/verb	dag_blad/noun	investeer/verb	Qwest/name	veel/adj	Fleur/name	verniel/verb	schuldig/part	vervuild/adj	Judith/name	hervat/verb	zet/verb	globalisering/noun	hasj/noun	het/adj	binnenkort/adv	warm/adj	wraak/noun	los/adj	vertoond/adj	word/verb	voer_in/verb	bank/noun	mogelijk/adj	geld/noun	afgelopen/adj	ethiek/noun	blijk/verb	misbruik/verb	termijn/noun	zijde/noun	couscous/noun	vol/prep	project/noun	aan/fixed	bevraagd/noun	internet/noun	navolging/noun	Solidariteit/name	techniek/noun	v./name	senator/noun	specifiek/adj	Lanaken/name	product/noun	bak/noun	slijt/verb	zet_voort/verb	verhinder/verb	internationaal/adj	Vaart/name	relatief/adj	ga/verb	doop/verb	Richter/name	bescheiden/adj	alleen/adv	stad/noun	toon_aan/verb	motief/noun	verdring/verb	gewicht/noun	zet_om/verb	marktaandeel/noun	veroorzaak/verb	overtreed/verb	niettemin/adv	feest/part	ei/noun	vervuiling/noun	win_in/verb	ontrouw/adj	belegger/noun	gekleurd/adj	nationaal/adj	beperkt/adj	informatie/noun	imposant/adj	Yorkse/adj	Nike/name	4,8/num	alcohol_controle/noun	onderneem/verb	schandaal/noun	gering/adj	strooi/verb	Russisch/adj	vervals/verb	weinig/det	nooit/adv	boom/noun	illegaal/adj	zet_in/verb	boer_DIM/noun	industrie/noun	offensief/adj	boor/verb	aandeel/noun	Hofstede/name	schend/verb	roker/noun	kant-en-klaar/adj	spoor_aan/verb	Nederland/name	mooi/adj	met/prep	verschil/adj	daarin/pp	bovenkant/noun	Staten/name	ervan/pp	tafel/noun	water_huishouding/noun	service/noun	daadwerkelijk/adj	maak_na/verb	publiek/adj	ongekend/adj	geef_vrij/verb	plant/noun	breed/adj	eiwit/noun	beker/noun	marinade/noun	slik/verb	kind_arbeid/noun	suiker/noun	eerder/adj	verdenk/verb	volgens/prep	koel_af/verb	smokkel/verb	lift/noun	pas_toe/verb	lekkers/noun	atoom/noun	zonder/comp	doping/noun	PSV/name	breid_uit/verb	een/det	ontwikkel/verb	Sala/name	lijd/verb	Londens/adj	vorm/noun	DA/name	dierlijk/adj	verstrek/verb	leger/noun	synergie/noun	burger_slachtoffer/noun	industrieel/adj	pan_Europees/adj	al/part	of/vg
fouilleer/verb	0.0	0.9364776	0.91487086	0.91356075	0.8341709	0.9869233	0.9699868	0.94911623	0.8617116	0.86979717	0.86723757	0.91596913	0.8359953	0.82882756	0.8825382	0.93355346	0.9121461	0.90135175	0.9123358	0.94413173	0.882661	0.66509104	0.937317	0.9724936	0.9336915	0.9270679	0.9363537	0.89645135	0.91219616	0.9091065	0.92792124	0.87967896	0.88321805	0.94030493	0.9655209	0.94213265	0.94215024	0.90728134	0.9401655	0.86709946	0.78317773	0.81841123	0.7957282	0.92415357	0.7788968	0.822643	0.94955623	0.96012396	0.95298684	0.8431233	0.9141494	0.90489405	0.9025793	0.9185809	0.9031768	0.92996776	0.84353495	0.91826624	0.91622996	0.89067566	0.904086	0.9471149	0.8828712	0.8289184	0.91311276	0.9110733	0.8130587	0.9059256	0.9423426	0.8357804	0.8780168	0.855481	0.9182108	0.8254281	0.9340899	0.97174764	0.9141982	0.811362	0.79555225	0.85841733	0.7916722	0.9525706	0.8797573	0.8649364	0.8213295	0.91836786	0.88186073	0.79033184	0.91868335	0.8253064	0.9194496	0.9721657	0.9174624	0.9464117	0.8877342	0.81125414	0.7980193	0.83480465	0.9324448	0.94331574	0.90237784	0.94156945	0.79428756	0.95819736	0.7625409	0.9522413	0.83537614	0.9100585	0.8368425	0.89209735	0.89744693	0.89688504	0.8026272	0.9123617	0.9305492	0.92835045	0.9474154	0.95883113	0.9418214	0.9364259	0.9407382	0.9239202	0.9559188	0.9289768	0.96760744	0.8315315	0.8969119	0.89347154	0.9230251	0.93871784	0.96694195	0.8643266	0.8458363	0.8963206	0.844782	0.80469525	0.7795267	0.9148186	0.9188146	0.89459646	0.87924945	0.7368374	0.8705708	0.88894117	0.85057855	0.9429126	0.8541963	0.8964336	0.91155195	0.9048943	0.7376505	0.9568283	0.7577423	0.9709511	0.939767	0.82356447	0.78957164	0.95869166	0.85004234	0.8518326	0.9451044	0.9822889	0.8061318	0.8594411	0.8626522	0.80029845	0.90115505	0.88760835	0.9726122	0.9322529	0.9098814	0.84482104	0.78113586	0.89800143	0.8232673	0.9347368	0.97302485	0.933433	0.8846686	0.84573376	0.9024878	0.88706154	0.89472175	0.8766612	0.8529829	0.8306064	0.79903674	0.9240618	0.9279404	0.788671	0.91872203	0.7953662	0.8633662	0.89788437	0.92984563	0.88554335	0.9211094	0.86830795	0.92835844	0.88928217	0.84658104	0.83922297	0.9183632	0.87705564	0.93928504	0.91979873	0.9300122	0.9244519	0.69494194	0.85436726	0.86461484	0.70919466	0.865028	0.78541726	0.8046271	0.90741515	0.9297873	0.95764446	0.92341936	0.88019216	0.9303509	0.8712185	0.95209223	0.9453336	0.942695	0.9486918	0.9112633	0.8840376	0.9062967	0.8462706	0.8688782	0.91340435	0.8978773	0.8709915	0.9714061	0.917086	0.92192876	0.9558148	0.94798535	0.97245306	0.9389595	0.88274664	0.9246093	0.87828326	0.9295021	0.9344906	0.7395214	0.7894573	0.89429307	0.95621526	0.91601104	0.92859274	0.88112926	0.97361195	0.8975034	0.87465835	0.9201176	0.8412216	0.731259	0.762233	0.86927414	0.81414896	0.9513395	0.85472536	0.9481666	0.9662204	0.91522443	0.89901775	0.895701	0.7924663	0.8918487	0.9142193	0.9362605	0.9839307	0.87593716	0.6246592	0.8777033	0.92334193	0.8775048	0.8814229	0.929684	0.96689874	0.8816488	0.91063726	0.92738336	0.88358366	0.90797067	0.8442488	0.8424533	0.91864145	0.95235974	0.8532501	0.92717946	0.8258407	0.96403307	0.92782944	0.9171172	0.95315146	0.90030277	0.86668277	0.95345473	0.88312316	0.9448501	0.9626013	0.96425986	0.9051392	0.7894355	0.784428	0.9595539	0.93924797	0.89041424	0.9353335	0.9275707	0.9244077	0.9416622	0.87609106	0.8669362	0.81999767	0.6998006	0.8669767	0.9446083	0.8599896	0.8874533	0.93552226	0.8009393	0.74658406	0.857098	0.8985403	0.8533603	0.83125126	0.87556756	0.975766	0.83139515	0.8685081	0.91526085	0.92400527	0.8924274	0.61117125	0.9355868	0.8566583	0.77335703	0.83514714	0.8561466	0.7914208	0.8017552	0.8254365	0.8626079	0.8732766	0.83257484	0.8431742	0.8985397	0.94544125	0.7839223	0.92840433	0.88595945	0.90168345	0.8630713	0.8835647	0.76127845	0.93506145	0.95545906	0.92601746	0.82595515	0.85347784	0.88059056	0.7974254	0.8660352	0.91664976	0.836442	0.8828845	0.79883504	0.9481149	0.93296546	0.93472815	0.92633957	0.948699	0.75765675	0.9045612	0.92426556	0.91483283	0.8690247	0.86696184	0.95874023	0.8690634	0.9705007	0.7602489	0.88403	0.9227546	0.8784044	0.8667399	0.97257155	0.8094027	0.8970909	0.91278315	0.90478325	0.98164463	0.93848044	0.8633407	0.925974	0.9055284	0.9509884	0.8648812	0.9634981	0.92705685	0.9467081	0.88950586	0.95269674	0.8628249	0.95082027	0.8803112	0.9477732	0.8826551	0.90446645	0.9296516	0.76566446	0.9405316	0.8306726	0.95453954	0.8772677	0.92513514	0.8988025	0.70906264	0.72178775	0.90583116	0.7687849	0.8396941	0.8795388	0.9353164	0.77852595	0.8141328	0.8207091	0.9165051	0.91364145	0.89465356	0.90239125	0.9124356	0.9052114	0.86189735	0.8699119	0.9265112	0.8540759	0.9775109	0.9298411	0.85603976	0.9184769	0.93435377	0.9343331	0.8328919	0.84899324	0.7302157	0.9408797	0.94601387	0.91578627	0.7721867	0.92741627	0.9363276	0.94540703	0.9321097	0.95228326	0.87643516	0.9101774	0.9260377	0.92020994	0.94290787	0.91242564	0.89748394	0.904371	0.9309914	0.8951258	0.93420917	0.8860094	0.9111136	0.93986005	0.9207603	0.93947273	0.9539117	0.8079357	0.9057167	0.93857014	0.92036337	0.9453761	0.9608487	0.60882324	0.82858616	0.9256617	0.9118763	0.8290003	0.9197661	0.8472109	0.90936303	0.88390034	0.9221206	0.7696561	0.7303827	0.9627973	0.9315588	0.83431697	0.88312405	0.96245015	0.9357226	0.88692296	0.8283076	0.940958	0.7718172	0.8769644	0.94848645	0.8920524	0.846078	0.9207016	0.98076236	0.92058307	0.85611236	0.92041457	0.9598209	0.8067579	0.7785911	0.89592266	0.9163725	0.92441934	0.8511125	0.89690137	0.8808385	0.946518	0.94136006	0.9715875	0.84433734	0.9177539	0.94212365	0.85505384	0.8519232	0.9233142	0.9542559	0.75287193	0.9324045	0.74373174	0.9282113	0.92435217	0.8500445	0.87144923	0.94783837	0.7959955	0.81043506	0.855056	0.9683968	0.95380086	0.9280729	0.8990685	0.959915	0.9130732	0.80575216	0.8897385	0.90364105	0.85969144	0.93603814	0.91505384	0.9426728	0.8411815
rand/noun	0.9364776	0.0	0.87876433	0.73027885	0.8797173	0.9624857	0.92099035	0.8673393	0.81472486	0.9036262	0.97072333	0.69033873	0.9509098	0.8778104	0.8869671	0.9681056	0.8582088	0.94568473	0.89673775	0.94525856	0.92413664	0.91803676	0.9211865	0.8758666	0.9562784	0.9490892	0.909251	0.7074678	0.7487991	0.8732573	0.72861946	0.8753011	0.8861816	0.8819318	0.8173996	0.7965338	0.9108159	0.8513322	0.6689551	0.8069648	0.90223455	0.82601357	0.8798369	0.8219023	0.839967	0.88126504	0.85072964	0.8783088	0.6694077	0.9780595	0.85435194	0.8379408	0.82189417	0.7786248	0.708048	0.8842236	0.7260606	0.9059072	0.9122717	0.9185439	0.8945059	0.874486	0.7114972	0.89886665	0.7808819	0.7866732	0.90752053	0.9257681	0.890038	0.82398117	0.7995237	0.9722813	0.8936626	0.8626093	0.89229953	0.8992896	0.93509114	0.90896785	0.95898616	0.88443446	0.96804583	0.96293044	0.8985401	0.9229104	0.87530375	0.62979233	0.81066716	0.90583134	0.67325985	0.83322436	0.82306755	0.63893634	0.88164604	0.9151737	0.9005158	0.7836903	0.77988255	0.7411254	0.96448255	0.8609418	0.92463386	0.942129	0.88915586	0.68114436	0.9199036	0.9093256	0.8804815	0.91525745	0.8915769	0.92268	0.96779424	0.6984894	0.9423845	0.9581327	0.8060502	0.5662949	0.74305654	0.9780827	0.6841538	0.85541236	0.824653	0.7925732	0.9085117	0.89655054	0.9921664	0.8413849	0.8162383	0.8592261	0.9389783	0.86242664	0.7469628	0.8672595	0.9249492	0.91126806	0.9116435	0.7982894	0.93169796	0.8132012	0.8431536	0.8497737	0.9601159	0.9846242	0.94905216	0.82383543	0.8753197	0.96374035	0.88005143	0.8897464	0.905197	0.96314484	0.86065245	0.6828774	0.93044966	0.5916762	0.8715734	0.8316414	0.9088011	0.9603213	0.9336383	0.82582825	0.75821114	0.8690689	0.8739277	0.8840944	0.8902162	0.91101253	0.8693898	0.73765993	0.7631471	0.8548	0.80029595	0.88592476	0.9484808	0.93791115	0.92601454	0.5726702	0.7585144	0.823209	0.8859589	0.93015695	0.96503735	0.7021743	0.9281386	0.91627717	0.8149023	0.8793715	0.89192075	0.7345282	0.8214932	0.82066405	0.85073936	0.8132566	0.9678315	0.8536666	0.8905251	0.9405998	0.7457955	0.86250836	0.959459	0.88450587	0.85781544	0.87150705	0.8854201	0.64304245	0.96789503	0.8361751	0.7963233	0.95403093	0.8564141	0.87357175	0.90693796	0.96113527	0.8740463	0.9596644	0.9625704	0.66991967	0.7107515	0.81229454	0.81242317	0.7453585	0.9106931	0.82856035	0.80109656	0.7323799	0.94121706	0.82057726	0.91328144	0.8107321	0.8917846	0.87243783	0.92743695	0.91046566	0.9054572	0.9386273	0.9186144	0.6567853	0.907824	0.8307407	0.85749125	0.93280816	0.8360483	0.94308203	0.93918455	0.8956794	0.8354263	0.7738468	0.82898366	0.8778908	0.91937286	0.9075361	0.8084936	0.90743816	0.8270761	0.87540513	0.69545776	0.90545523	0.79400873	0.9020509	0.9203595	0.92532444	0.91275513	0.90878534	0.7551118	0.9338025	0.95665866	0.84950584	0.8624819	0.97096086	0.84977293	0.8938277	0.7044107	0.8900471	0.8751265	0.9776969	0.9378696	0.89013064	0.7996044	0.761845	0.80333275	0.9094398	0.8977485	0.9248214	0.8591181	0.925625	0.9108797	0.8949477	0.95116013	0.87617815	0.9004264	0.8922359	0.7653098	0.8437403	0.9307878	0.9144313	0.75632775	0.8390787	0.6910208	0.848399	0.8368732	0.7116045	0.7626395	0.9729081	0.834986	0.76391953	0.8304081	0.9264762	0.86658156	0.9114638	0.87897784	0.95177376	0.93300414	0.7272595	0.9484404	0.75337315	0.7519872	0.81578207	0.9583147	0.81800514	0.916003	0.9019027	0.6412375	0.9402081	0.60534805	0.77560234	0.934393	0.9456089	0.9318916	0.8577231	0.86306465	0.88874817	0.8851754	0.9075133	0.93475324	0.8534397	0.73080593	0.9857597	0.8366299	0.96328914	0.87308764	0.9555606	0.92932427	0.7405228	0.8877185	0.96018136	0.904449	0.9240979	0.9093487	0.79742014	0.8592265	0.6882716	0.87295544	0.74340177	0.86233336	0.9143082	0.8173941	0.97146267	0.8870105	0.881362	0.8322384	0.8768556	0.90811396	0.8682664	0.8783308	0.9226433	0.9166666	0.8700481	0.86237466	0.9330089	0.8899317	0.9297917	0.87221	0.77520776	0.8881359	0.9655262	0.9156358	0.85125506	0.9533241	0.8931412	0.95231456	0.9660634	0.9028469	0.8316053	0.88550615	0.832719	0.7282377	0.8662969	0.87769157	0.9212014	0.89965224	0.7423496	0.7743931	0.92897624	0.9034065	0.9357918	0.9023605	0.93927705	0.93892634	0.7217787	0.9050653	0.92673546	0.8266787	0.9552039	0.9262461	0.8839525	0.93591183	0.8535023	0.9591485	0.8272093	0.96680754	0.8022275	0.9724173	0.96534264	0.75225157	0.9520513	0.8706231	0.9310473	0.85087025	0.70026404	0.91503185	0.75382906	0.91073567	0.90967035	0.8614519	0.8889594	0.9118275	0.9090011	0.89608365	0.9187522	0.9193746	0.9216614	0.8934045	0.7840539	0.71483827	0.55566823	0.90476847	0.9417875	0.9496606	0.91224694	0.8620169	0.94976336	0.88414127	0.97408986	0.9083066	0.8726113	0.9216541	0.88280666	0.59677386	0.8256358	0.91512644	0.89241606	0.88098025	0.9213289	0.8666841	0.8920663	0.79804677	0.8718924	0.89382696	0.8557766	0.7659599	0.93911695	0.8529887	0.797853	0.7483988	0.93696404	0.89073485	0.88089114	0.95595086	0.85054356	0.87764007	0.7473979	0.93964577	0.96402115	0.98254436	0.87324643	0.64563286	0.904516	0.89995116	0.93121576	0.75738215	0.93401814	0.8945301	0.90863466	0.97332394	0.9819258	0.9479307	0.9298139	0.80946	0.8977925	0.96140045	0.9309883	0.9297441	0.76025575	0.9169158	0.9102782	0.94996786	0.88416994	0.9465097	0.7550434	0.9109082	0.92309034	0.9539857	0.959614	0.8535009	0.9170666	0.92257524	0.6707598	0.67752445	0.8153868	0.80565715	0.6500491	0.9148739	0.94430655	0.65586704	0.91958094	0.9202746	0.882722	0.92617583	0.9044908	0.8229203	0.9716138	0.78973514	0.77538955	0.80979615	0.79617834	0.7955246	0.8468768	0.96822774	0.7787609	0.9463831	0.94609284	0.9586543	0.7282298	0.92848814	0.8730681	0.8911617	0.7297472	0.78696764	0.8545268	0.9387477	0.93741715	0.89156735	0.6766607	0.88578147	0.8948728	0.9144222	0.88035285	0.8162397	0.95113957	0.9199729	0.93249595	0.9206733	0.9588482	0.96555704	0.85905826	0.92622054	0.81680727	0.76848114
