	kijk_aan/verb	typisch/adj	gericht/adj	fobie/noun	bier/noun	erwt_soep/noun	figureer/verb	spiegel_DIM/noun	prachtig/adj	scherm/noun	hoe/adj	vluchtig/adj	staar/adj	danseres/noun	dan/adv	aangesloten/adj	zondig/adj	eenzijdig/adj	binnenkant/noun	keur_af/adj	gevolgd/adj	streng/adj	zie_vooruit/adj	dreigend/adj	droevig/adj	star/adj	zorgelijk/adj	verontrust/adj	voorbijganger/noun	achteloos/adj	Westers/adj	toe/adv	doordringend/adj	briefwisseling/noun	boos/adj	gelaatsuitdrukking/noun	komiek/noun	geef/verb	tegel/noun	collectie/noun	mismoedig/adj	bevestiging/noun	kijk/verb	kort/adj	lichaam_taal/noun	buitenaf/adv	koel/adj	gram/noun	dummy/noun	beneden/adv	intelligent/adj	lijk/verb	wakker/adj	woord/noun	schalks/adj	onderwerp/verb	oog/noun	volsta/verb	koek/noun	leer/verb	vertoon/noun	mannelijk/adj	inkt_zwart/adj	zelfs/adv	altijd/adv	kijk_op/verb	hersenen/noun	dichtbij/adj	zuiden/noun	vaag/adj	speelgoed/noun	nauwkeurig/adj	thee_lepel/noun	magnifiek/adj	opgelucht/adj	kleuter/noun	schuin/adj	scherp/adj	leid_af/verb	leeg/adj	intellectueel/noun	rug/noun	afval/noun	werp/verb	vertederd/adj	alleen/adv	paard/noun	voedsel/noun	toon/verb	koffie/noun	diepzinnig/adj	verliefd/adj	trek_op/verb	fris/adj	jongen/noun	glas/noun	werp_uit/verb	zomaar/adv	niet_westers/adj	snel/adj	begerig/adj	steevast/adj	vijandelijk/adj	merk_op/verb	buitenstaander/noun	iemand/noun	ding/noun	exclusief/adj	kritisch/adj	smeek/adj	glimlach/verb	worst/noun	erwt/noun	design/noun	kaart/noun	vervlecht/verb	eeuwig/adj	pasgeboren/adj	hautain/adj	angstig/adj	ontegenzeggelijk/adj	ironie/noun	wend_af/verb	dood/verb	man/noun	bewonder/adj	mild/adj	vraag/adj	stoeprand/noun	pak/noun	boekhouding/noun	weer/adv	bepaal/verb	voetballer/noun	werkelijkheid/noun	afstandelijk/adj	ongegeneerd/adj	oneindig/adj	heer/noun	regelmatig/adj	laat_af/adj	verwijtend/adj	val/verb	richting/noun	instrumentarium/noun	opzij/adv	zie/verb	schaduwzijde/noun	bedoeld/adj	enkel/adj	trek_open/verb	tegelijkertijd/adj	neergestort/adj	beschouwd/adj	bewust/adj	ernstig/adj	bied/verb	vitrine/noun	onvermijdelijk/adj	komisch/adj	strak/adj	wereld/noun	meewarig/adj	modern/adj	veelbetekenend/adj	meisje/noun	onthutsend/adj	stilte/noun	geregisseerd/adj	fascinatie/noun	vader/noun	laat/verb	verontschuldig/adj	objectief/adj	gezicht/noun	onvergetelijk/adj	bang/adj	bord/noun	meegereisd/adj	naïef/adj	bezoeker/noun	groente/noun	hoef/verb	dromerig/adj	wissel_uit/verb	blikvanger/noun	boon/noun	licht/adj	vooruit/adv	gebit/noun	guitig/adj	blanco/adj	gun/verb	droef/adj	straat/noun	mond/noun	bekijk/verb	ander/adj	weemoedig/adj	tred/noun	duister/adj	boekenkast/noun	recht/adj	publiek/adj	werp_toe/verb	Latijns-Amerikaans/adj	kop/noun	broeierig/adj	cockpit/noun	nauw/adj	monster/noun	even/adj	sober/adj	breed/adj	schouder/noun	raam/noun	coulisse/noun	schuif/verb	toekomst/noun	richt/verb	triomfantelijk/adj	naar/adj	hongerig/adj	spreek/verb	mama/noun	kwaad/adj	gedurfd/adj	tante/noun	verruim/verb	zoek/verb	ironisch/adj	kerkganger/noun	verleden/noun	fel/adj	kijker/noun	volg/verb	druk_in/verb	wat/adv	bekogel/verb	ene/adj	verwachtingsvol/adj	generaal/noun	onderzoek/adj	geniepig/adj	ontluik/verb	surf/adj	eigen_toe/verb	scheef/adj	klok/noun	sereen/adj	eender/adj	jaar_boek/noun	open/adj	bizar/adj	hecht/verb	moedeloos/adj	projectontwikkelaar/noun	vermoeid/adj	Vlaams_nationalist/noun	inspireer/adj	nauwelijks/adv	opzichtig/adj	zwart/adj	fles_DIM/noun	ongeluk/noun	lever_op/verb	vergeefs/adj	eens/adv
kijk_aan/verb	0.0	0.8586268	0.8648273	0.9104281	0.8774065	0.91787094	0.8670431	0.88167125	0.8447815	0.82928467	0.8100804	0.8341416	0.7561563	0.8367948	0.78974223	0.9140934	0.90130115	0.8793917	0.8364662	0.8116745	0.82814264	0.90770346	0.9033121	0.77858275	0.77595955	0.84104306	0.8190362	0.80802155	0.7662348	0.79050213	0.8522768	0.7318964	0.8406056	0.91683626	0.7340728	0.8132572	0.84965587	0.8983145	0.7950275	0.9225165	0.8587369	0.87811065	0.57325536	0.89777225	0.8283051	0.89801586	0.7815728	0.9075762	0.92716753	0.8084426	0.80390924	0.8000736	0.7909123	0.8301538	0.8210517	0.8796188	0.6697631	0.8016348	0.8823551	0.8685504	0.8668104	0.79907644	0.88815963	0.744503	0.77436215	0.60393286	0.87607616	0.80286884	0.9339748	0.84032017	0.8600226	0.88163424	0.9151705	0.90767336	0.76892626	0.81935036	0.75958925	0.8415171	0.84486276	0.81859505	0.8301884	0.78205514	0.90761656	0.74183905	0.7639734	0.8254311	0.848428	0.89952105	0.7362422	0.82829803	0.873051	0.75256157	0.87577707	0.8105845	0.7426264	0.7954847	0.943524	0.8351138	0.9256976	0.8583602	0.8713934	0.7617134	0.9142631	0.7658998	0.76485205	0.7631132	0.85366523	0.90089893	0.8552197	0.82931507	0.6539353	0.8694805	0.91049397	0.87707627	0.80645967	0.9344007	0.79764456	0.8430284	0.8348913	0.66357994	0.90198666	0.84336764	0.800507	0.87349445	0.7783328	0.7792514	0.79992485	0.7943293	0.8975203	0.7782563	0.91624403	0.8058488	0.92675656	0.8577586	0.8524416	0.77522343	0.8021169	0.81949586	0.7677635	0.84244806	0.86792815	0.8679334	0.8761435	0.9108665	0.92192394	0.7630789	0.74885654	0.8917739	0.8323851	0.84996736	0.79861	0.79762846	0.9441561	0.85103834	0.8708932	0.8867345	0.90310186	0.8283577	0.83346367	0.8612662	0.7725389	0.8547272	0.76173604	0.85890603	0.8162452	0.7649071	0.86057484	0.77467716	0.88907164	0.84212947	0.82150245	0.8517031	0.8149622	0.88399714	0.63630724	0.8524542	0.757446	0.78609216	0.85435647	0.7757502	0.7774018	0.88769364	0.83138424	0.76951456	0.86477005	0.89568496	0.868611	0.80193233	0.8165474	0.82126737	0.76311654	0.8738699	0.7962849	0.8156359	0.84741634	0.7456244	0.74960625	0.8722358	0.8266652	0.8142415	0.7975348	0.83653486	0.76138425	0.91689384	0.80420244	0.89525753	0.79164016	0.82754636	0.8889967	0.915372	0.8212071	0.7236475	0.81605303	0.8295531	0.7226286	0.7867612	0.8124879	0.82092685	0.8982751	0.86416423	0.81242794	0.8068808	0.7696601	0.8162514	0.76540947	0.81958157	0.8547473	0.80011696	0.9182267	0.8954195	0.79681146	0.85800034	0.8974019	0.8246459	0.83133996	0.87571925	0.8871071	0.73579	0.87709755	0.7988822	0.83195484	0.90431595	0.8345687	0.8523469	0.9122194	0.9333296	0.88504565	0.73810136	0.8382008	0.79381484	0.8777777	0.95133877	0.83132994	0.8134261	0.8839015	0.79534256	0.89676964	0.69336486	0.94627744	0.89239943	0.8545825	0.792294	0.75460833	0.835737	0.87521636	0.8570784	0.84195614	0.81382465
typisch/adj	0.8586268	0.0	0.80852014	0.8948871	0.7386416	0.836142	0.7527852	0.88794005	0.6152952	0.84852135	0.8507762	0.7472706	0.8928664	0.7377709	0.9134739	0.89911914	0.8415941	0.8136023	0.83753186	0.87288857	0.8073095	0.8708457	0.89480823	0.8150581	0.75373876	0.7595054	0.82489836	0.89333147	0.87107325	0.7788831	0.72650206	0.8063443	0.8220769	0.9010048	0.900681	0.821327	0.7754982	0.85376716	0.81176126	0.76551366	0.9079207	0.8685733	0.87140554	0.8780274	0.79454106	0.8866266	0.7072879	0.84923095	0.94110656	0.895448	0.701421	0.80118304	0.9237471	0.7965652	0.81577206	0.86523527	0.8512968	0.8490539	0.8152683	0.81404674	0.8071815	0.69543517	0.8285265	0.7957578	0.782801	0.85463214	0.83519685	0.8949598	0.8432398	0.75154513	0.80402476	0.8095814	0.87241405	0.79351544	0.89414203	0.83278334	0.80945593	0.753325	0.7656057	0.8814519	0.69715536	0.9218462	0.89318943	0.8326926	0.90407383	0.79341614	0.84814215	0.81473166	0.7759229	0.7960786	0.7998131	0.78247947	0.8734223	0.6608671	0.8276677	0.77371895	0.96319133	0.8692822	0.80408186	0.9007406	0.92218983	0.70625305	0.90571463	0.898308	0.7757221	0.85367215	0.8697661	0.70207894	0.7925916	0.91193926	0.8009485	0.76915526	0.873286	0.66302574	0.90648794	0.82395935	0.76411057	0.87597173	0.8300961	0.7990088	0.8016838	0.68897116	0.8871871	0.90310156	0.8746434	0.86047864	0.7601304	0.88661206	0.95158607	0.82561934	0.9083016	0.8945059	0.8146014	0.7728982	0.7830187	0.7145382	0.7882191	0.7513913	0.8027234	0.83045036	0.83197856	0.9060561	0.92705566	0.8991395	0.8058685	0.8682433	0.8688903	0.8600534	0.7503292	0.84989786	0.82813406	0.7493973	0.9150947	0.80983603	0.85322	0.9097751	0.8370761	0.79197246	0.80741495	0.67331725	0.6944922	0.8174617	0.85641944	0.57929254	0.8462349	0.8149826	0.81374943	0.82611537	0.8000053	0.69954836	0.8822399	0.8952203	0.8719101	0.81198263	0.774642	0.7471406	0.903518	0.83349717	0.8864455	0.70144796	0.8755891	0.759044	0.9080794	0.68413335	0.8233859	0.8448133	0.78915673	0.7501821	0.90118945	0.84319586	0.8348295	0.8954164	0.8707835	0.7953154	0.8792332	0.8176245	0.85583746	0.7518736	0.7072347	0.8378289	0.6990477	0.83373475	0.86793935	0.8532011	0.87785906	0.69979596	0.86125225	0.74668175	0.911062	0.84423506	0.76947	0.8771348	0.61620003	0.7744204	0.90274227	0.87953603	0.85975134	0.8693595	0.9196813	0.87491274	0.85456496	0.7654897	0.83958876	0.80773145	0.8535806	0.88285714	0.7163751	0.8353675	0.8710168	0.86497337	0.6639401	0.88264465	0.8182369	0.8242949	0.84676266	0.88245845	0.8502319	0.7672763	0.8706575	0.79260486	0.8997015	0.85563755	0.90070224	0.8793743	0.9038981	0.93393123	0.81371313	0.81825066	0.84162813	0.7527528	0.87411934	0.89439887	0.8591168	0.63455784	0.7900781	0.8727988	0.8816886	0.8329647	0.90512055	0.7470608	0.83933103	0.73599875	0.73417544	0.79480493	0.929663	0.869315	0.86308205	0.89658415
gericht/adj	0.8648273	0.80852014	0.0	0.8834508	0.88596314	0.9534822	0.8278223	0.9075677	0.8733716	0.8486098	0.84641635	0.80096775	0.88323087	0.88990146	0.90838933	0.81000566	0.8705813	0.6877873	0.8785354	0.85862565	0.78323686	0.7589343	0.86002374	0.7479486	0.85326135	0.81505793	0.81050783	0.8182647	0.8288431	0.85069263	0.71067953	0.88351446	0.90713346	0.86587095	0.8443126	0.87908775	0.89288807	0.8127431	0.8920206	0.8695426	0.9271723	0.80139846	0.8311577	0.86567265	0.84935826	0.77517307	0.8330042	0.93060803	0.9281239	0.90197587	0.7351366	0.819256	0.89457005	0.8810386	0.89534855	0.73212916	0.8546301	0.76372534	0.9047455	0.8039211	0.80499774	0.77381516	0.9039862	0.8281579	0.8582109	0.87868214	0.80594784	0.8239399	0.8348138	0.7887864	0.84601605	0.7616969	0.96135294	0.8839117	0.90578043	0.83289194	0.86014766	0.7677243	0.75173515	0.89193404	0.7856165	0.89386123	0.8456427	0.8015563	0.9270786	0.73630214	0.89221334	0.8032236	0.8324835	0.91782653	0.86511624	0.8901663	0.88467634	0.85005957	0.87502503	0.9046789	0.92141736	0.8892011	0.80532205	0.8229603	0.8989507	0.8024907	0.77407813	0.8640798	0.82669437	0.85736203	0.881778	0.7923985	0.75722474	0.8972293	0.88070434	0.8949038	0.93366	0.7692734	0.9008826	0.87367857	0.8629132	0.84696937	0.87921655	0.8166311	0.86201376	0.8479602	0.7905645	0.78480446	0.8690665	0.8857776	0.8180356	0.8025526	0.9351383	0.8834572	0.81280875	0.90399647	0.74166846	0.88316554	0.8518206	0.80671054	0.83685446	0.7861997	0.89443386	0.79332244	0.8011476	0.89468515	0.8871095	0.8032084	0.81361425	0.8719294	0.8621362	0.8379961	0.5906405	0.735851	0.8297528	0.7037727	0.9297135	0.79255027	0.7443017	0.8135287	0.68878657	0.8790942	0.77911174	0.8676931	0.80255127	0.8286202	0.8801321	0.73419785	0.8952365	0.88650775	0.85607266	0.8787738	0.84992445	0.8376859	0.9031785	0.899044	0.93636864	0.7514574	0.8884489	0.8955931	0.84062487	0.8957019	0.914316	0.8233123	0.85899967	0.88751566	0.8790975	0.85766816	0.76684785	0.86843663	0.9059792	0.8454712	0.85083836	0.88267773	0.9078438	0.88663197	0.8462504	0.89376396	0.88570756	0.8867456	0.80900085	0.79732436	0.88929504	0.84942126	0.8198823	0.88537157	0.85643077	0.7396377	0.8869209	0.8268248	0.91254246	0.87485695	0.8726931	0.77121055	0.83406305	0.90082693	0.7927503	0.7581694	0.8904313	0.8918141	0.86574274	0.8807528	0.82551277	0.3198322	0.8535918	0.8374375	0.8596408	0.8438179	0.8845759	0.88099295	0.77281857	0.9080113	0.75908166	0.78719866	0.8171045	0.89297074	0.84584635	0.80632544	0.83519673	0.7700375	0.84354365	0.8444448	0.8594063	0.841255	0.9080257	0.85377777	0.84980756	0.85743797	0.8980512	0.88526314	0.82026386	0.87015414	0.8773422	0.82393664	0.88434595	0.88659495	0.84474236	0.84632874	0.7311591	0.9039112	0.8479384	0.8520653	0.900893	0.8044523	0.77594334	0.81777716	0.85887384	0.89653707	0.85344	0.7775605	0.7972814	0.9279434
fobie/noun	0.9104281	0.8948871	0.8834508	0.0	0.9233149	0.9636372	0.91308707	0.9170997	0.9201731	0.92338055	0.87052256	0.89669824	0.9295909	0.93282306	0.87594056	0.9376931	0.9182386	0.92535305	0.92619544	0.92050815	0.93627584	0.9164499	0.920569	0.8823451	0.8762319	0.8894775	0.9019112	0.9084546	0.9209817	0.92232805	0.8884273	0.90490204	0.92110777	0.92474645	0.9177981	0.9207226	0.9288034	0.9267463	0.9152747	0.9237544	0.93624425	0.9327328	0.9161575	0.90308094	0.90256757	0.8826222	0.87207866	0.95565057	0.95142615	0.9337524	0.8979758	0.88213104	0.8980919	0.91494477	0.93823594	0.8915725	0.9149669	0.9280471	0.94694394	0.87754196	0.9397845	0.85339695	0.87462115	0.8303653	0.8608492	0.9185936	0.8785073	0.9396335	0.9253327	0.8600842	0.89670116	0.9096324	0.9542742	0.9427025	0.91909486	0.9188995	0.9289998	0.9340185	0.90482014	0.9321554	0.89156187	0.93585706	0.9195459	0.92811346	0.939577	0.8735639	0.9234821	0.9173124	0.9345446	0.95491076	0.9335501	0.9090725	0.9558921	0.9152487	0.9261222	0.9228529	0.95553434	0.91901845	0.9137779	0.889857	0.9431067	0.8898897	0.91569805	0.9536018	0.8678884	0.848948	0.86449826	0.9277141	0.9238036	0.9519263	0.92210996	0.92535985	0.95618474	0.8978372	0.967887	0.93584085	0.89414126	0.90167606	0.9216784	0.8615624	0.9169035	0.9023716	0.91993994	0.92736685	0.92259693	0.93607265	0.88290906	0.9320072	0.9185342	0.90604466	0.9152403	0.8974245	0.91101396	0.9234675	0.877763	0.878227	0.9100056	0.89357895	0.9410804	0.90138334	0.91354525	0.9230128	0.9264026	0.94686586	0.92685765	0.9398541	0.90802014	0.9118856	0.89951295	0.9029773	0.91973567	0.8672808	0.9565513	0.9029361	0.9140182	0.8476182	0.9220179	0.9135776	0.8963948	0.8861508	0.9063416	0.8836068	0.93164456	0.866132	0.9347547	0.9151976	0.9232112	0.9020431	0.9225078	0.85914326	0.9165969	0.9214518	0.9343081	0.88964015	0.9002405	0.92410713	0.888077	0.9440466	0.93797797	0.9009217	0.9182741	0.9214047	0.89843184	0.91739225	0.90120304	0.93812156	0.9287305	0.8881117	0.9468775	0.9176327	0.9304121	0.92457336	0.93457824	0.9056197	0.93132097	0.9025111	0.91515625	0.8563121	0.91396207	0.93514544	0.84051937	0.9098826	0.9372066	0.93572104	0.92780906	0.921082	0.9199587	0.9064859	0.92349494	0.93800145	0.8504984	0.92575204	0.90379596	0.9286965	0.9338206	0.9352879	0.9164873	0.93932015	0.94508785	0.90463865	0.9251371	0.90072703	0.9305134	0.9221511	0.9007807	0.89728767	0.9186239	0.9054757	0.9152128	0.91639477	0.8955011	0.9267404	0.889581	0.94704425	0.92494655	0.92745876	0.94406015	0.8858715	0.93825763	0.90323764	0.97143936	0.9588878	0.92812467	0.9411809	0.9279037	0.9369565	0.9198702	0.9139989	0.90674657	0.8979852	0.9214504	0.9493423	0.92771745	0.86168504	0.9151224	0.9176091	0.9269731	0.8869498	0.95373964	0.8986017	0.86580634	0.9190182	0.9359302	0.93051195	0.91056395	0.93500036	0.9254158	0.92043895
bier/noun	0.8774065	0.7386416	0.88596314	0.9233149	0.0	0.64795387	0.8756992	0.8593112	0.835636	0.84843016	0.89598054	0.83127475	0.8742751	0.8345906	0.8316338	0.8951527	0.90219426	0.9277595	0.8019091	0.91630435	0.8345187	0.93325806	0.9334557	0.88198364	0.85825384	0.88388073	0.9039395	0.92034066	0.8108877	0.776116	0.8825594	0.7491001	0.82669985	0.90533817	0.91907114	0.91330457	0.8825385	0.9044005	0.79294497	0.8502301	0.9158221	0.93160343	0.841907	0.9212435	0.880533	0.9096594	0.6886622	0.6149013	0.9149865	0.8045125	0.8464168	0.8873521	0.89683557	0.8940032	0.887028	0.92215216	0.8429737	0.8291226	0.6378339	0.8922266	0.8647688	0.85430944	0.87722564	0.7688501	0.82738864	0.85549	0.83031625	0.9120945	0.8907457	0.8918029	0.7247069	0.8761359	0.7069836	0.8968495	0.90100217	0.8192897	0.8150822	0.8883803	0.8777416	0.6559924	0.89463174	0.88528514	0.73276395	0.8199626	0.8844138	0.80606496	0.8251735	0.64113927	0.90386647	0.4004448	0.8968411	0.8919478	0.87624896	0.64221895	0.8392742	0.46012568	0.9375826	0.82481915	0.90551996	0.86997145	0.8685445	0.74640614	0.91457915	0.9114428	0.8881321	0.8493957	0.8661734	0.7497134	0.9193113	0.9070224	0.814695	0.551912	0.71795404	0.79006183	0.829577	0.9322757	0.8635806	0.8712269	0.9047178	0.8693698	0.9042731	0.83285475	0.89763063	0.9322488	0.8773276	0.903655	0.83532476	0.9065746	0.90056103	0.6923797	0.91925985	0.84463084	0.92419267	0.87523574	0.91189367	0.88354844	0.8009246	0.83225536	0.85973394	0.8051655	0.9208277	0.9269881	0.89202636	0.92386234	0.89671755	0.8472746	0.8905404	0.9188758	0.85571784	0.8239857	0.73024166	0.8381996	0.9383192	0.8952799	0.92598736	0.96503824	0.88731456	0.75458217	0.9055633	0.8754626	0.80939126	0.9025447	0.8856303	0.8401888	0.87487197	0.8497584	0.8992045	0.8734689	0.92182076	0.8766401	0.92293835	0.8416987	0.88018185	0.9086871	0.81635267	0.8321963	0.9422991	0.6951046	0.8788745	0.8863314	0.8365939	0.49966574	0.88797617	0.8378953	0.8524561	0.87458706	0.5710875	0.773257	0.9064689	0.85713035	0.88377404	0.8474178	0.88717526	0.8943603	0.8370093	0.7064036	0.90507525	0.86648905	0.8823275	0.88942564	0.8568923	0.84699726	0.89556485	0.92869157	0.8452494	0.86881816	0.77472085	0.82751834	0.88345134	0.95062673	0.8136612	0.8087403	0.8050653	0.8733557	0.8682277	0.80515677	0.896631	0.8610364	0.94875115	0.90043396	0.84653914	0.81718826	0.761694	0.92775977	0.80902004	0.92395157	0.8508507	0.8436029	0.90872616	0.92148453	0.8428163	0.91610813	0.92761034	0.8876865	0.8603195	0.93589884	0.89740634	0.80267197	0.79522276	0.8108927	0.88478875	0.93873775	0.916168	0.91891366	0.92805123	0.93065447	0.89869684	0.85837	0.83337927	0.87682	0.89291275	0.89704484	0.8337512	0.8569381	0.89607227	0.8931203	0.8812302	0.8358402	0.93868464	0.8873896	0.85575324	0.85313046	0.7898	0.38456613	0.90860236	0.87149674	0.89477867	0.83499664
erwt_soep/noun	0.91787094	0.836142	0.9534822	0.9636372	0.64795387	0.0	0.92110157	0.9175025	0.88654995	0.90465343	0.8804741	0.90197617	0.91400576	0.91043216	0.86596036	0.956605	0.92014235	0.94647455	0.8748302	0.9335275	0.8820822	0.95708364	0.94442505	0.94115955	0.89021254	0.91920006	0.9229705	0.9335018	0.9084688	0.87435246	0.941776	0.8221335	0.91489106	0.9213332	0.9342513	0.9555531	0.9326224	0.94440126	0.8783415	0.932568	0.9558173	0.96286714	0.88187516	0.92860097	0.9349411	0.9431502	0.850881	0.7357098	0.9356371	0.880339	0.92488277	0.9373292	0.9111716	0.9219311	0.9140472	0.9571239	0.9094557	0.89909923	0.71907395	0.9030148	0.9104075	0.9298945	0.9175918	0.87257123	0.8821375	0.90099823	0.9076636	0.94036865	0.940749	0.93041015	0.86400497	0.92664397	0.7604498	0.9029715	0.9208042	0.88806564	0.87248576	0.92469364	0.93136287	0.8406835	0.92178434	0.93587554	0.90049446	0.9114541	0.9432156	0.8995855	0.9007681	0.7858598	0.9403506	0.5885429	0.92198527	0.9107265	0.9318706	0.7818591	0.9018556	0.71259224	0.9229643	0.91594476	0.9455155	0.928831	0.8878719	0.8573952	0.964302	0.9564445	0.93838525	0.88466805	0.8807259	0.89964086	0.9421214	0.9226855	0.8779169	0.652954	0.8052181	0.90302235	0.89211065	0.944098	0.91382647	0.91682225	0.94692314	0.9187377	0.9497648	0.8901198	0.94162613	0.9519363	0.92753947	0.91166	0.8861655	0.9335463	0.9343769	0.8432244	0.961636	0.88698286	0.9632807	0.9092865	0.9425076	0.91229284	0.8899024	0.89540166	0.89313495	0.87379044	0.954334	0.9420636	0.9271361	0.9569339	0.91673255	0.89038354	0.9332948	0.9379266	0.932674	0.9255783	0.89623827	0.90713555	0.95807666	0.91153246	0.965061	0.96850145	0.92185676	0.8730792	0.93851715	0.90279543	0.89938813	0.9344002	0.9370027	0.9076167	0.9278132	0.92534405	0.93843144	0.9028892	0.9347186	0.93678874	0.9295877	0.8753422	0.9225491	0.93957794	0.90678716	0.8693342	0.93986255	0.7460958	0.9099252	0.9262428	0.912824	0.67381907	0.9197737	0.89546275	0.9011699	0.9204003	0.6556364	0.86447185	0.9360041	0.89362484	0.9183578	0.9173195	0.92395383	0.9103928	0.92221975	0.8370702	0.9321761	0.92670745	0.8831643	0.9361348	0.92219174	0.89794284	0.93110025	0.95154935	0.8589805	0.93987066	0.8213414	0.88007814	0.93332314	0.9687735	0.89503604	0.85726535	0.87847316	0.9279116	0.9027796	0.9076581	0.93459916	0.9168083	0.9598156	0.9590864	0.8870765	0.87023115	0.8058554	0.939397	0.8534498	0.9508791	0.9027825	0.8531962	0.9338621	0.9433291	0.89414674	0.92187077	0.9458216	0.9412233	0.89091986	0.9377164	0.90810436	0.8651012	0.90286684	0.9031547	0.91523093	0.95105684	0.9309007	0.91025853	0.92714053	0.9402324	0.9518451	0.8981503	0.9225837	0.91954154	0.90523565	0.9399618	0.9178001	0.92167896	0.94348615	0.9195851	0.93393815	0.8837089	0.95592314	0.92233455	0.9243633	0.9190877	0.8772255	0.7180879	0.941894	0.93800074	0.9369204	0.86980236
figureer/verb	0.8670431	0.7527852	0.8278223	0.91308707	0.8756992	0.92110157	0.0	0.89497805	0.69019127	0.78291816	0.87052673	0.8005045	0.8825712	0.7502829	0.9053186	0.86396694	0.90927327	0.8727106	0.88592505	0.8805658	0.8258939	0.8958713	0.9058604	0.82587403	0.815087	0.8158448	0.8691281	0.8737477	0.83095163	0.8225169	0.81972766	0.8469451	0.8742663	0.8368765	0.8775464	0.8589138	0.73545563	0.8872756	0.8436365	0.7762557	0.9080356	0.88645333	0.8211245	0.88718176	0.8255009	0.90936387	0.84229267	0.91610533	0.9138943	0.8961817	0.77421653	0.8286097	0.87419534	0.8488605	0.83726865	0.8367918	0.8885752	0.8427671	0.874859	0.8699768	0.81730545	0.7611922	0.848076	0.7755039	0.8451212	0.8384734	0.8709367	0.8673722	0.89200187	0.80298555	0.8017164	0.817502	0.93671554	0.7990325	0.89999735	0.8285706	0.8359439	0.8570365	0.80089664	0.87208086	0.7779584	0.9070394	0.9168561	0.8080143	0.9042284	0.81910723	0.79799527	0.8754776	0.74455094	0.89378107	0.84711	0.7827571	0.877925	0.83109075	0.8562278	0.86459845	0.9289294	0.85983944	0.8709624	0.91771346	0.89580584	0.73914564	0.8941098	0.844743	0.8166563	0.87107265	0.87454903	0.77286726	0.83422464	0.8942904	0.8295709	0.865115	0.9251132	0.7832232	0.9119245	0.8617616	0.8175029	0.8482917	0.8900683	0.8271955	0.8533105	0.7923317	0.85966474	0.8541865	0.86066926	0.8571694	0.8513397	0.898639	0.9405485	0.84913486	0.8812127	0.8880119	0.85501814	0.82562906	0.7843251	0.79367745	0.82026505	0.7982397	0.82661754	0.82617027	0.86573774	0.91457534	0.884443	0.9131264	0.8621273	0.8653594	0.76761544	0.8822405	0.77982795	0.8492838	0.8538759	0.7877095	0.9219041	0.8140728	0.83988214	0.9250546	0.8402756	0.791579	0.8683127	0.7169273	0.8139968	0.8208047	0.86379343	0.76382864	0.85178626	0.828225	0.8290353	0.8536282	0.7868125	0.76323235	0.84660155	0.8931595	0.90972775	0.8602468	0.8317512	0.7736103	0.8639959	0.85875565	0.8820199	0.8014326	0.86936074	0.87148565	0.9044657	0.73774993	0.8204431	0.82307607	0.87652516	0.86698675	0.8927591	0.8586129	0.85488236	0.8542235	0.84720147	0.8408371	0.864653	0.87061566	0.7587606	0.81212723	0.8173621	0.85156435	0.7450728	0.81933516	0.8796517	0.86776537	0.8752405	0.81465226	0.8548949	0.81400764	0.8919353	0.8742664	0.776469	0.87504476	0.73847294	0.85768116	0.9034849	0.87173635	0.8191719	0.8319276	0.9239154	0.8497214	0.8307729	0.8438185	0.8343974	0.8514727	0.84781986	0.90134704	0.7824788	0.84469974	0.8614669	0.85166	0.7715989	0.8802306	0.847765	0.8618332	0.8274027	0.86031324	0.8775027	0.8507559	0.8558344	0.77963865	0.89891577	0.8592862	0.9098908	0.91045916	0.91744363	0.91636497	0.83998907	0.873958	0.8534043	0.82388806	0.8945519	0.8392482	0.88657266	0.716581	0.8584715	0.90328354	0.896838	0.84897697	0.92885184	0.7953678	0.8835323	0.80244523	0.7537233	0.8636135	0.88030475	0.85075355	0.82054603	0.8889447
