	staar_aan/verb	langzaam/adj	exact/adj	plein/noun	gelaat/noun	jurk/noun	prachtig/adj	uitspanning/noun	stem/noun	struis/adj	benadering/noun	eenzijdig/adj	computergestuurd/adj	hard/adj	daarentegen/adv	houten/adj	maar/adv	achterkant/noun	drive/noun	doe_na/verb	combinatie/noun	kort/adj	vrij/adj	genomen/adj	bocht/noun	teken/verb	tegelijk/adj	stuk/noun	type/noun	pregnant/adj	handgebaar/noun	ontleend/adj	naam/noun	trots/noun	verfijnd/adj	parallel/adj	steek/verb	soort/noun	aanzien/noun	cd/noun	wolkenkrabber/noun	model/noun	portie/noun	pas/noun	handschrift/noun	constructie/noun	viool/noun	digitaal/adj	choreografie/noun	melodie/noun	spanning/noun	uitgebreid/adj	liefde/noun	meestal/adv	ruil_in/verb	symbool/noun	laan/noun	eikenhouten/adj	blik/noun	voldoende/adj	contrast/noun	geheel/noun	vang/verb	sneuvel/verb	jeugd_jaar/noun	wemel/verb	gekomen/adj	landschap/noun	weer/adv	breakdance/noun	lawine/noun	manier/noun	wip/verb	knie/noun	film/noun	acteur/noun	bouw_werk/noun	flamboyant/adj	wit/adj	geel/adj	fors/adj	zo/adj	ben/verb	eveneens/adv	karakter/noun	abstract/adj	gespeeld/adj	neem_door/verb	vijver/noun	loop/verb	kaak/noun	complex/adj	volume/noun	beeld_merk/noun	beeld_af/verb	te/adv	heup/noun	overzichtelijk/adj	bundel/noun	droog/adj	leun/verb	luid/adj	melancholisch/adj	hitsig/adj	handig/adj	prima/adj	kassei/noun	kop/noun	arm/noun	vloeiend/adj	fraai/adj	steil/adj	gekeerd/adj	leep/adj	briljant/adj	kom_over/verb	gebroken/adj	weinig/adj	lang/adj	macho/adj	swing/noun	beroemd/adj	computeranimatie/noun	ronding/noun	tevens/adv	kant/noun	aanvankelijk/adj	vaak/adj	vertoon/verb	beheers/verb	speel/verb	uitwerking/noun	beeld/noun	vraag/verb	fundamenteel/adj	lichaam/noun	pixels/noun	wissel_af/adj	tegendraads/adj	vleugel/noun	band/noun	resulteer/verb	oorbel/noun	roman/noun	woonkamer/noun	stijl/noun	zwart/adj	robuust/adj	auditorium/noun	afkomst/noun	gastheer/noun	steun/verb	typisch/adj	ongetwijfeld/adv	schril/adj	bijzonder/adj	uitdrukking/noun	produceer/verb	gezicht_DIM/noun	wring/verb	opgebouwd/adj	het/adv	als/adv	synchroon/adj	geleid/verb	uit/adj	lied_DIM/noun	solo/noun	weg/noun	zakelijk/adj	vogel_DIM/noun	geprononceerd/adj	gelaat_trek/noun	Oost_Vlaams/adj	gouden/adj	poëtisch/adj	gemak/noun	stamp/verb	oog/noun	fysiek/noun	altijd/adv	24-jarige/adj	klein/adj	gitarist/noun	good/noun	gebaar/verb	zorgvuldig/adj	neig/adj	extreem/adj	stevig/adj	jongen/noun	glas/noun	hectisch/adj	slechts/adv	dan_pas_DIM/noun	trouwring/noun	fotografie/noun	ritmisch/adj	groot/adj	debat/noun	houvast/noun	Chinees/adj	pedant/adj	blank/adj	handtas/noun	sound/noun	kies/verb	buig/verb	was_tafel/noun	iets/noun	breng_aan/verb	scherp/noun	soepel/adj	kap_DIM/noun	vaas/noun	bombastisch/adj	monumentaal/adj	camera/noun	gebouw/noun	doorzichtig/adj	schud/verb	kleur/noun	onaf/adj	langgerekt/adj	nogal/adv	hotel/noun	teoretisch/adj	geluid/noun	flat/noun	niks/adv	des/adv	grijs/adj	grooves/noun	geweldig/adj	canvas/noun	beweeg_voort/verb	effectief/adj	mineur/noun	aangekleed/adj	aantrekkelijk/adj	recht/adj	dik/adj	rammel/adj	Latijns-Amerikaans/adj	dynamiek/noun	blijf/verb	verloren/adj	rauw/adj	snerp/adj	geef_weer/verb	rechtop/adj	dak/noun	voorzien/adj	ongemakkelijk/adj	schouder/noun	waar/noun	reken_af/verb	roestig/adj	jaag/adj	laag/adj	opgetrokken/adj	improviseer/verb	rond/adj	donker/adj	zin/noun	beetje/noun	dans/verb	ene/adj	aanstekelijk/adj	bedien/verb	sta/verb	structuur/noun	iets/adv	open/adj	leef_uit/verb	herkenbaar/adj	decolleté/noun	scheur/noun	decor/noun	spel/noun	tentoonstelling_ruimte/noun	lever_op/verb	wonderlijk/adj	eens/adv	been/noun	duidelijk/adj	aloud/adj	agressief/adj	uiteinde/noun	alleen/adj	ingetogen/adj	gevaarte/noun	la/noun	speels/adj	teek_stijl/noun	hoofd/noun	klink/verb	gezin_vriendelijk/adj	muur/noun	sensueel/adj	allen/noun	tracht/verb	hoog/adj	toe/adv	blok/noun	logo/noun	golf/adj	beweeg/verb	hardcore/noun	roep_op/verb	swing/adj	lichaam_taal/noun	kom_uit/verb	stotter/adj	elleboog/noun	smeed/verb	kast_DIM/noun	speelstijl/noun	grap/noun	pas_DIM/noun	vel_DIM/noun	leg/verb	Japans/adj	vervang/verb	duister/noun	gevaarlijk/adj	schrijf/verb	ontbloot/adj	schuin/adj	danser/noun	juist/adj	4x4/noun	kaarsrecht/adj	stoer/adj	lip/noun	toon/verb	sleur_mee/verb	markant/adj	beschrijf/verb	zo/adv	snuit/noun	krachtig/adj	koets_werk/noun	beat/noun	snel/adj	ietwat/adv	vakkundig/adj	klink/adj	tekst/noun	genoeg/adv	rock/noun	voorheen/adv	denk/verb	body/noun	erg/adj	lied/noun	stram/adj	verfilming/noun	lijn/noun	draai/verb	mager/adj	one-liners/noun	ritme/noun	veelal/adv	uniform/noun	wijze/noun	terrein_wagen/noun	carrosserie/noun	rock_song/noun	neus_DIM/noun	kernachtig/adj	vrouw/noun	bovendien/adv	klank/noun	blues/noun	grof/adj	grafiek/noun	haar/noun	modern/adj	gitaar/noun	front/noun	vlak/adj	trant/noun	ruw/adj	vergelijk/verb	architect/noun	asymmetrische/adj	gezicht/noun	bruusk/adj	maak/verb	achterover/adv	uitgangspunt/noun	punk/noun	plak/verb	zacht/adj	verzakelijking/noun	plaat/noun	ga_over/verb	elegant/adj	drum_stel/noun	bezaaid/adj	last/noun	steeds/adv	tred/noun	nors/adj	onbekend/adj	onverschillig/adj	zwoel/adj	metalen/adj	stel/noun	arrangement/noun	even/adj	slurf/noun	huidig/adj	grappig/adj	stekel/noun	dansbare/adj	gereduceerd/adj	oud/adj	eigenzinnig/adj	allesbehalve/adv	ruig/adj	trap/noun	juist/adv	ken/verb	portret/noun	zuil/noun	patroon/noun	ingewikkeld/adj	wat/adv	heftigheid/noun	achtergrond/noun	veel/adj	studie/noun	eigenwijs/adj	snavel/noun	minder/adj	dance/noun	interview/noun	rouw/noun	ruimtelijk/adj	funky/noun	beschik/verb	kaal/adj	onnavolgbaar/adj	zaal/noun	sip/adj	combineer/verb	min/adj	koket/adj	beresterke/adj	muziekleven/noun	verzorger/noun	veilig/adj	overdadig/adj	stof/noun	zoet/adj	divers/adj	lijk/verb	teatraal/adj	neus/noun	kenmerk/verb	hoor/verb	net/adv	bijna/adv	mannelijk/adj	bak/noun	aarden/adj	nummer/noun	bos/noun	zorg/verb	mengsel/noun	spierwit/adj	zeer/adv	look/noun	bril_DIM/noun	intens/adj	atypische/adj	en/adv	energiek/adj	scherp/adj	letterlijk/adj	persoonlijkheid/noun	lezing/noun	snijdend/adj	smal/adj	vrolijkheid/noun	stug/adj	personage/noun	zand/noun	flard/noun	ondergrond/noun	gebogen/adj	gotisch/adj	figuur/noun	hartstochtelijk/adj	sterk/adj	moment/noun	break/noun	trek/noun	herleid/verb	kant_DIM/noun	zonnebril/noun	fragmentarisch/adj	imago/noun	aluminium/adj	cameraman/noun	Zwitser/noun	steen/noun	accent/noun	loodzwaar/adj	kader/noun	voorruit/noun	vest/noun	verraad/verb	hardhandig/adj	mimiek/noun	tafereel/noun	zet_in/verb	thema/noun	smerig/adj	vreemd/adj	afstandelijk/adj	sla_toe/verb	volwassen/adj	uitgestoken/adj	draag/verb	gevoeligheid/noun	kast/noun	bakstenen/adj	persoonlijk/adj	begeleiding/noun	taal/noun	mooi/adj	vormgeving/noun	heel/adj	soms/adv	strak/adj	vooral/adv	oeuvre/noun	af/adv	bluesy/noun	stilistisch/adj	gedreven/adj	vinger/noun	ritmiek/noun	song/noun	tafel/noun	letter/noun	even/adv	raak/adj	tamelijk/adj	doek/noun	gebaar/noun	set/noun	aanmerking/noun	vilein/adj	zie_uit/verb	uitbundig/adj	weg_net/noun	dirigent/noun	beweging/noun	gegoten/adj	kamer/noun	weerbarstig/adj	Macedonisch/adj	jongeman/noun	compositie/noun	hier/adv	meer/adj	charmant/adj	rijm/verb	korrel/noun	sober/adj	breed/adj	standaard/adj	vals/adj	raam/noun	effect/noun	beeldhouw/verb	lyriek/noun	zanger/noun	onderhuids/adj	val/adj	eerder/adj	dwars/adj	bevat/verb	straal_uit/verb	vierkant/adj	fel/adj	volg/verb	zwaar/adj	stuw/adj	verkrampt/adj	hip_hop/noun	generaal/noun	ontwerp/noun	lijd/verb	zet_neer/verb	nou/adv	rood/adj	vorm/noun	steek_uit/verb	animatie/noun	irritatie/noun	muziek/noun	beton/noun	motoriek/noun	piepklein/adj	gestileerd/adj	lekker/adj
staar_aan/verb	0.0	0.8528708	0.91478133	0.81242007	0.7796515	0.7820718	0.8286985	0.88724506	0.8704698	0.87462324	0.91251636	0.9205273	0.90249	0.90336347	0.8701749	0.7811434	0.85978395	0.8213721	0.916249	0.8241677	0.90222275	0.9140818	0.88798296	0.8904836	0.88622797	0.9012641	0.81634575	0.8789799	0.8426931	0.9101223	0.8982664	0.9091193	0.9000238	0.87314236	0.8783439	0.89767814	0.8567524	0.8621788	0.8791737	0.92329395	0.8797008	0.8581597	0.89470315	0.8879853	0.86322486	0.8611446	0.8583406	0.9144182	0.89894843	0.8836466	0.9062204	0.9022237	0.87405306	0.7877338	0.8513347	0.8604366	0.8769443	0.8615346	0.7095619	0.9267809	0.85617673	0.9182503	0.82122445	0.8917959	0.92049295	0.8210912	0.891165	0.82916504	0.88964105	0.93687594	0.89884686	0.89371115	0.901797	0.89636457	0.901393	0.8603753	0.8855135	0.8801919	0.7791973	0.87407285	0.959754	0.8518699	0.8579903	0.894648	0.90744364	0.8590733	0.865319	0.88169134	0.8692925	0.83860254	0.83997977	0.9115977	0.9146353	0.9213379	0.7447331	0.8716482	0.8616591	0.8910917	0.8710559	0.8726783	0.8220326	0.80963445	0.85059625	0.8437718	0.88557655	0.9234475	0.89153403	0.84868306	0.78633755	0.8735547	0.84060025	0.8550923	0.85512185	0.9018489	0.884478	0.85229766	0.8440077	0.9053161	0.88737416	0.8987496	0.91454697	0.83754617	0.91499275	0.84796166	0.8952353	0.89512926	0.8956607	0.7984395	0.8307109	0.90889615	0.916898	0.9177526	0.8335335	0.8512674	0.948393	0.8473816	0.93536973	0.80800754	0.8938385	0.88793594	0.90321946	0.9018524	0.8541024	0.90645677	0.81606126	0.8847673	0.7706824	0.84580714	0.89604276	0.9027442	0.8599394	0.9326111	0.89281195	0.8637706	0.88335675	0.865777	0.8508454	0.9181151	0.84766793	0.8675542	0.87203205	0.8595741	0.86963534	0.8921602	0.8833077	0.85441715	0.8648939	0.88543415	0.873345	0.9193435	0.7971563	0.8991174	0.87660074	0.9154251	0.9085203	0.8519205	0.8733014	0.84565544	0.7585393	0.9241781	0.8307565	0.8873888	0.83627635	0.9102718	0.926104	0.7762898	0.88395756	0.9008661	0.89322364	0.86844975	0.80956936	0.78227234	0.8939127	0.8888526	0.8599751	0.9319008	0.89249164	0.8642428	0.87645936	0.9359548	0.8793279	0.8733648	0.8946416	0.82506526	0.8588531	0.88431585	0.8986662	0.87458736	0.8443855	0.9011879	0.8604213	0.90378225	0.89485556	0.89158916	0.79182744	0.929857	0.8207929	0.7855014	0.87223864	0.8250705	0.79241586	0.8267207	0.9123699	0.835917	0.83772707	0.8549275	0.9437406	0.8343946	0.8591441	0.87203956	0.8464226	0.777879	0.91014385	0.8732213	0.87307054	0.82315767	0.9559417	0.9337403	0.8173104	0.8907417	0.81284475	0.7966757	0.88997155	0.9074945	0.91320777	0.8733773	0.9043286	0.8389256	0.90766263	0.87160647	0.8456499	0.8565856	0.8762135	0.80513895	0.8033058	0.86573875	0.91301537	0.8564441	0.88410574	0.9422238	0.826398	0.8874331	0.82753336	0.7430568	0.92709297	0.8284129	0.79375297	0.81683254	0.87838054	0.85185456	0.78809065	0.9293519	0.84620976	0.82531977	0.85480404	0.82655203	0.8393112	0.86008316	0.8127823	0.88320947	0.85704595	0.9059662	0.84181666	0.8656705	0.8203834	0.9514096	0.8990594	0.8223943	0.8673367	0.86204773	0.84020936	0.8604183	0.9165575	0.84371644	0.9191904	0.852743	0.8392349	0.95065004	0.7755231	0.84284973	0.8753413	0.8928611	0.93047726	0.80400157	0.87735	0.86102206	0.80278367	0.8234534	0.9208347	0.8776727	0.86240137	0.8912455	0.9542577	0.8615066	0.85264254	0.9111258	0.83961076	0.9004006	0.8799641	0.86642426	0.85451895	0.89520913	0.89491606	0.900106	0.8237557	0.88211364	0.92241836	0.79698396	0.7834755	0.79908586	0.93009335	0.9186462	0.8179451	0.77284896	0.7797893	0.815074	0.87254655	0.8639365	0.85540044	0.84376055	0.8501344	0.8976311	0.9214319	0.87739104	0.918499	0.79653597	0.8526049	0.87854934	0.8793914	0.88811755	0.8965033	0.87792885	0.8990082	0.88559985	0.83327997	0.89865524	0.86607367	0.9269658	0.8830843	0.9082951	0.8569411	0.90904397	0.90493846	0.80293596	0.80941856	0.8998784	0.8886473	0.9054832	0.91077715	0.86554784	0.896493	0.82469016	0.90012157	0.8713014	0.90477467	0.90138346	0.8898489	0.7919471	0.87054694	0.8647156	0.9037705	0.8391873	0.89841145	0.8563105	0.90359414	0.9089361	0.90666246	0.7475152	0.87045157	0.8998446	0.8048786	0.9324692	0.8941331	0.80338866	0.835997	0.94061416	0.88680387	0.91178256	0.80591005	0.91521037	0.83713484	0.9204424	0.84056354	0.86433226	0.7953609	0.8536312	0.8208909	0.8412266	0.80564195	0.7828584	0.90795374	0.812917	0.896239	0.9682578	0.8479319	0.8978725	0.93385553	0.9399059	0.8279007	0.8660928	0.86433196	0.82279915	0.8464632	0.8935623	0.8893944	0.8030497	0.8358692	0.8387909	0.926319	0.83234763	0.92384446	0.8566841	0.867753	0.9499496	0.8641491	0.8628497	0.87533444	0.9229054	0.90176374	0.86695373	0.94137055	0.9012236	0.92851543	0.7281244	0.88627917	0.77220345	0.8656955	0.89832	0.8758571	0.8379083	0.9421721	0.932567	0.88251483	0.9033156	0.8506016	0.8929267	0.8617079	0.8706623	0.8862541	0.8512019	0.8060309	0.87869453	0.84215194	0.8825443	0.8745601	0.80984044	0.834852	0.88386595	0.9260346	0.86679745	0.91490495	0.8935163	0.8070905	0.863426	0.85956043	0.8266025	0.84476244	0.92765754	0.8204149	0.8708967	0.8998707	0.81214213	0.87896657	0.9175473	0.8913679	0.80760956	0.8716817	0.8564457	0.8467096	0.8672685	0.84350395	0.88931215	0.75131375	0.88165975	0.8290202	0.8704491	0.9415825	0.91434145	0.90751165	0.8538368	0.9102753	0.89682645	0.77654845	0.9069642	0.92279804	0.8489889	0.83426744	0.9059011	0.83880454	0.87910473	0.8840578	0.90645593	0.8518238	0.8358883	0.7942832	0.8458963	0.8936333	0.8011111	0.91305846	0.9110672	0.8189174	0.8295187	0.8468283	0.9087081	0.83345765	0.894364	0.83992684	0.9069823	0.82808685	0.8178413	0.91926557	0.902976	0.89635646	0.8369051	0.9037038	0.86402667	0.74940467	0.810834	0.87328076	0.9088294	0.83355963	0.92896855	0.9005281	0.8656342	0.8623171	0.93390286	0.86936486	0.84093356	0.838197	0.80967665	0.88548815	0.8170477	0.7849492	0.8329735	0.93885267	0.97423244	0.88627964	0.8322054	0.8304844	0.94239765	0.8960718	0.8956792	0.85423017	0.8114212	0.8775864	0.91425496	0.8067038	0.8771598	0.83277607	0.9041426	0.8287132	0.9064895	0.9000669	0.8212098	0.8548871	0.8859907	0.88668877	0.78918815	0.9363133	0.8969137	0.9026166	0.8679267	0.8753994	0.83285886	0.94334644	0.8674614	0.89875436	0.85280246	0.86932826	0.8983084	0.8874913	0.91997343	0.9276458	0.85907054	0.9156579	0.91822577	0.9041702	0.9208423	0.8568757	0.8656802	0.83093333	0.9107778	0.81381	0.9022334	0.86852664	0.90356165	0.84374684	0.89732283	0.8174358	0.84751153	0.86064166
langzaam/adj	0.8528708	0.0	0.8410396	0.77604634	0.7505192	0.8206085	0.7828698	0.8959368	0.84016556	0.9048259	0.84809506	0.8544905	0.8400607	0.7905104	0.7260622	0.7398368	0.8107649	0.75218457	0.85720694	0.8547986	0.8097681	0.84135485	0.80768037	0.824633	0.74763334	0.91044426	0.72170407	0.7679397	0.83917713	0.89058816	0.88934344	0.8737091	0.9232346	0.8072288	0.8130984	0.7520709	0.8582778	0.7732472	0.8337878	0.895823	0.79215777	0.84286726	0.791093	0.8113352	0.87873614	0.7982039	0.8130997	0.8385624	0.81544995	0.74693596	0.7552823	0.9080808	0.7916914	0.72321355	0.83774143	0.7910763	0.8463824	0.8548588	0.75264084	0.7996519	0.7656955	0.7670497	0.77835	0.8558024	0.893062	0.8337435	0.80446744	0.7106788	0.6279218	0.9078719	0.8150797	0.8531376	0.8572224	0.8013308	0.8876677	0.8622797	0.77886677	0.8719909	0.7265361	0.83607846	0.80399024	0.7990266	0.82268727	0.83877	0.8249704	0.77963364	0.83356786	0.85895437	0.7485925	0.7978679	0.7847899	0.75320387	0.7232905	0.9127031	0.8214137	0.7949507	0.7594091	0.8274787	0.8395614	0.68335116	0.7977347	0.75243604	0.758568	0.8587284	0.84411347	0.8329819	0.7546017	0.7834533	0.75051886	0.7384454	0.8076744	0.6943517	0.8291355	0.91425115	0.84131825	0.87630856	0.7507371	0.8338535	0.79919505	0.9010703	0.809981	0.8812421	0.9146304	0.8515478	0.8823371	0.8035034	0.77850586	0.7830393	0.77758694	0.8109675	0.8951494	0.8436289	0.7879095	0.94756603	0.8210644	0.6500382	0.91167486	0.7323858	0.8432641	0.77212185	0.8381335	0.78858805	0.897701	0.8591193	0.7556186	0.81820023	0.7581641	0.77447647	0.8849154	0.9228655	0.8502427	0.93036324	0.8232249	0.815727	0.80786395	0.861676	0.80972743	0.8092246	0.82484674	0.77999353	0.7656945	0.6984744	0.71819305	0.7857339	0.8392717	0.75810295	0.83945954	0.7842842	0.7650104	0.862413	0.7945323	0.90252405	0.8921043	0.8927915	0.8592033	0.76703167	0.7620251	0.78538036	0.74233997	0.854501	0.8242966	0.88397425	0.79574513	0.8588923	0.89686805	0.8334697	0.78497064	0.882924	0.73843515	0.7428556	0.8467473	0.75259113	0.80313605	0.85070074	0.87176526	0.9145445	0.84556514	0.74044716	0.81703734	0.88376534	0.81879085	0.84497535	0.9229346	0.8401379	0.87564	0.8240757	0.9044469	0.854473	0.87885696	0.84851086	0.7805843	0.8330912	0.7082818	0.86571515	0.8243724	0.9116106	0.78383195	0.77389663	0.82810736	0.74887836	0.7822002	0.764415	0.87326574	0.7132679	0.8244258	0.8767451	0.85692585	0.70193976	0.8297563	0.8545345	0.7848083	0.695991	0.84074605	0.81632733	0.8336976	0.7457979	0.886152	0.84608984	0.869987	0.8870668	0.7344532	0.71480185	0.8354442	0.8412812	0.7441153	0.79914635	0.8164582	0.7306385	0.8202518	0.79285383	0.81335455	0.7565073	0.8193296	0.76534235	0.79406697	0.8036946	0.86007226	0.7695928	0.8612759	0.81686825	0.81995034	0.8051353	0.75356025	0.67334557	0.87665725	0.7400102	0.785725	0.75397563	0.8157813	0.8401763	0.8323983	0.7672669	0.7196692	0.8166795	0.8604825	0.7885449	0.8685061	0.7416501	0.7828182	0.8104608	0.8907204	0.8883031	0.7397977	0.8481279	0.7456387	0.83996356	0.7965732	0.82443464	0.77428114	0.85493964	0.7814043	0.7159406	0.8724891	0.79251057	0.9228193	0.7919228	0.8306708	0.93758345	0.7149637	0.7535647	0.7562349	0.74984986	0.83087206	0.6771466	0.8022474	0.86381054	0.700749	0.6531249	0.89963984	0.8828413	0.7827624	0.84801006	0.9017596	0.88246703	0.7913448	0.85000926	0.8243569	0.89067847	0.85579634	0.87607044	0.83441556	0.84752905	0.852685	0.8324975	0.79055774	0.79660964	0.9192919	0.8436607	0.7318144	0.7428795	0.81121546	0.8971785	0.76680577	0.7913252	0.7215558	0.86937726	0.778199	0.84428644	0.8081951	0.8032839	0.8596164	0.73377675	0.8590932	0.76702553	0.55681145	0.75719887	0.77093565	0.8256166	0.85268885	0.84283626	0.8179847	0.812895	0.90871257	0.85980743	0.83660173	0.8174875	0.78454304	0.90822434	0.81453145	0.7594	0.8080963	0.9103192	0.68865526	0.7771154	0.84919316	0.83185464	0.8300271	0.829603	0.88534576	0.90022796	0.89029056	0.85777664	0.76963633	0.72434545	0.8216013	0.83792526	0.8464091	0.7667502	0.81812686	0.8043969	0.7782508	0.71061313	0.92050976	0.7182088	0.8666421	0.91794735	0.8857838	0.75426674	0.72027075	0.86908996	0.7918421	0.8660392	0.8303286	0.7924051	0.62066805	0.89837664	0.809987	0.8379552	0.7541355	0.88235414	0.83950555	0.80802083	0.66066563	0.74779564	0.84088784	0.8589432	0.82763696	0.746053	0.72902524	0.80182725	0.83781946	0.71410227	0.81066656	0.8487014	0.85149395	0.86311275	0.87822443	0.86762834	0.791402	0.8183191	0.8055686	0.7340329	0.77976155	0.7741763	0.8677051	0.88254136	0.76681066	0.70244086	0.7986085	0.7091934	0.89092135	0.76906437	0.791902	0.9193758	0.8733603	0.8462091	0.79559785	0.86988604	0.9271912	0.81585354	0.8351735	0.8486631	0.90328497	0.7116651	0.8221904	0.8069837	0.9151953	0.84844923	0.80918336	0.8786014	0.9123821	0.89313185	0.85609686	0.812031	0.8144191	0.72722596	0.73697305	0.877863	0.72540605	0.768227	0.7728112	0.7387325	0.863726	0.80857044	0.7635748	0.8167608	0.72571266	0.8436958	0.8815479	0.7239204	0.81552225	0.7431856	0.8513957	0.830677	0.8556442	0.8624564	0.7590485	0.9251835	0.6689973	0.7953562	0.79892635	0.6592946	0.8039824	0.8934228	0.81793183	0.69044316	0.81274366	0.7867744	0.786037	0.6734426	0.7263349	0.6966129	0.76412886	0.88552904	0.81484324	0.816828	0.7823993	0.8099233	0.8409689	0.8195006	0.8315756	0.8613621	0.83147955	0.8605683	0.85804427	0.8144481	0.81096745	0.8326179	0.6995517	0.8111642	0.7878367	0.8583023	0.80145335	0.8424096	0.7402303	0.8283747	0.8675269	0.7936815	0.8664776	0.8496307	0.7776363	0.8035053	0.8408693	0.8158998	0.8096651	0.8759449	0.86921173	0.82020956	0.8101655	0.81856537	0.8787067	0.88794166	0.85490084	0.8144154	0.8430527	0.7715516	0.695325	0.7490034	0.812185	0.84132	0.6741447	0.88551784	0.83277565	0.8017394	0.7731657	0.84698987	0.79000056	0.8366331	0.83512497	0.76015896	0.84782237	0.7593721	0.76399356	0.7957985	0.841206	0.9548618	0.8618897	0.8571455	0.7524818	0.8509729	0.8535998	0.7136116	0.84103096	0.8279039	0.77273905	0.864523	0.8056835	0.7987391	0.78702456	0.8313509	0.8233518	0.855976	0.7971659	0.78468394	0.75581884	0.8503771	0.8862938	0.7685287	0.8290468	0.88695276	0.8333726	0.8466557	0.7586165	0.7558266	0.9034145	0.746279	0.8286519	0.7824052	0.8326324	0.81555015	0.8553152	0.8419835	0.82299095	0.79366374	0.8289726	0.9152038	0.90134233	0.85706854	0.83595	0.8708796	0.74810493	0.8114608	0.7897148	0.8854902	0.77769	0.818557	0.7063832	0.835683	0.7800675	0.79197097	0.747867
