	bijzonder/adj	gelaat/noun	la/noun	uitspanning/noun	opgebouwd/adj	benadering/noun	eenzijdig/adj	hoofd/noun	lied_DIM/noun	verzorger/noun	achterkant/noun	gelaat_trek/noun	lichaam_taal/noun	elleboog/noun	kast_DIM/noun	speelstijl/noun	bocht/noun	fysiek/noun	bak/noun	mengsel/noun	zeer/adv	look/noun	persoonlijkheid/noun	die/det	zo/adv	jongen/noun	figuur/noun	glas/noun	snuit/noun	wolkenkrabber/noun	model/noun	hartstochtelijk/adj	handschrift/noun	koets_werk/noun	constructie/noun	viool/noun	trek/noun	dan_pas_DIM/noun	trouwring/noun	kant_DIM/noun	choreografie/noun	ietwat/adv	en/vg	Zwitser/noun	steen/noun	symbool/noun	rock/noun	body/noun	lied/noun	verfilming/noun	lijn/noun	blik/noun	one-liners/noun	ze/pron	ritme/noun	veelal/adv	carrosserie/noun	iets/noun	thema/noun	landschap/noun	kap_DIM/noun	breakdance/noun	vaas/noun	manier/noun	uitgestoken/adj	film/noun	klank/noun	gebouw/noun	Jong/name	grafiek/noun	zo/adj	begeleiding/noun	taal/noun	karakter/noun	mooi/adj	nogal/adv	vijver/noun	gitaar/noun	kaak/noun	geluid/noun	volume/noun	beeld_merk/noun	gezicht/noun	des/adv	grooves/noun	ritmiek/noun	tafel/noun	heup/noun	te/adv	letter/noun	even/adv	tamelijk/adj	gebaar/noun	steeds/adv	tred/noun	beweging/noun	weg_net/noun	kassei/noun	kop/noun	compositie/noun	arrangement/noun	korrel/noun	even/adj	slurf/noun	schouder/noun	raam/noun	stekel/noun	eerder/adj	opgetrokken/adj	ronding/noun	aanvankelijk/adj	patroon/noun	uitwerking/noun	wat/adv	generaal/noun	heftigheid/noun	lichaam/noun	pixels/noun	veel/adj	vorm/noun	snavel/noun	minder/adj	dance/noun	decolleté/noun	muziek/noun	stijl/noun	woonkamer/noun	motoriek/noun	interview/noun	lekker/adj
handschrift/noun	0.74954677	0.807288	0.87616897	0.88927543	0.7798446	0.7994155	0.87392116	0.92713743	0.7605105	0.8979659	0.7835455	0.7965336	0.81908184	0.9111516	0.8346113	0.8049377	0.90742487	0.8879298	0.9100175	0.8276634	0.75938404	0.79430413	0.7436845	0.7792801	0.80487496	0.8888532	0.723531	0.8392977	0.889997	0.8694757	0.73871267	0.8492242	0.0	0.8457563	0.7953885	0.8109572	0.8218308	0.87211657	0.8796345	0.8091508	0.7723451	0.78847265	0.74481094	0.8808844	0.83041453	0.7877419	0.8425502	0.8642571	0.7472961	0.8238778	0.8828232	0.80480075	0.8717208	0.8159296	0.81425965	0.73064536	0.8624277	0.8535964	0.78477067	0.7211335	0.928278	0.88918763	0.72820544	0.80765975	0.8811432	0.76806223	0.7242044	0.7935619	0.89324224	0.6745614	0.84542644	0.88726705	0.73518443	0.73429847	0.7190424	0.80598736	0.8701507	0.8142987	0.8732201	0.7767734	0.8646003	0.85276836	0.81862897	0.83491015	0.88483113	0.84152246	0.88537055	0.90661633	0.8762706	0.7164931	0.7953198	0.7634398	0.78807163	0.826578	0.8931878	0.8215016	0.89474547	0.85753095	0.90623647	0.6780356	0.75542295	0.85638595	0.86779225	0.9503658	0.9288964	0.87997234	0.9273429	0.84667856	0.83707887	0.8588378	0.8753014	0.7251179	0.8285933	0.8504551	0.91879106	0.8881021	0.8048604	0.8850279	0.8534016	0.77822036	0.9058879	0.8676783	0.85799134	0.8855792	0.7471822	0.65785146	0.8340443	0.8370621	0.80389655	0.8801573
koets_werk/noun	0.8159728	0.82137835	0.9284278	0.9295848	0.8389305	0.851694	0.9211813	0.86101425	0.88358885	0.9058409	0.7516452	0.84608436	0.88280475	0.8233631	0.7907865	0.8541553	0.79057646	0.86390465	0.8195291	0.8514601	0.81446123	0.7775426	0.7978637	0.8483472	0.82819474	0.860885	0.81758904	0.77701116	0.83760786	0.83586216	0.7434763	0.9039686	0.8457563	0.0	0.7490469	0.89133656	0.8559743	0.8891734	0.9136395	0.88738257	0.8125851	0.79324424	0.7654549	0.91892195	0.77767015	0.8658443	0.8777676	0.8262799	0.90989435	0.888813	0.8386407	0.8395361	0.90560454	0.84786505	0.81955785	0.8365994	0.5779374	0.86773574	0.8882299	0.80317736	0.86051977	0.9234258	0.7999228	0.8515163	0.9165846	0.87008893	0.8039183	0.805205	0.9533575	0.85419357	0.8369466	0.917345	0.8750656	0.81111836	0.8411627	0.80738205	0.86546147	0.84877235	0.7873672	0.80314404	0.80394554	0.8940867	0.78672606	0.85049015	0.8780444	0.81678027	0.884629	0.7868515	0.8253948	0.80381006	0.8131446	0.80701536	0.85612696	0.8769198	0.82786465	0.8383452	0.8738387	0.82400835	0.8439554	0.7781595	0.84177387	0.8297467	0.8542	0.9128111	0.8348673	0.7866222	0.8853364	0.9335646	0.8000665	0.79233193	0.8917429	0.78719884	0.87335443	0.7835548	0.95247304	0.93341887	0.7832056	0.8992642	0.8230982	0.8439702	0.86555964	0.8229642	0.87599444	0.8561498	0.8594168	0.77704513	0.7924034	0.8445623	0.9434264	0.85170275
constructie/noun	0.76342964	0.8012289	0.8825473	0.87558687	0.6707213	0.70585847	0.80397433	0.85081136	0.84591013	0.86594635	0.7262409	0.8721722	0.86807054	0.86380357	0.7650715	0.79733914	0.8197566	0.8702335	0.7355617	0.7914368	0.7405878	0.7962959	0.75021803	0.7313088	0.76094073	0.89959025	0.68976736	0.7120502	0.84537137	0.69921434	0.6489556	0.8669791	0.7953885	0.7490469	0.0	0.845254	0.8021134	0.8421701	0.91204923	0.82400334	0.7501062	0.7402617	0.67969465	0.86463845	0.6938736	0.74985874	0.8419902	0.8503997	0.8437028	0.8392729	0.79101855	0.79319257	0.88318896	0.82774806	0.7781477	0.68971455	0.72152114	0.8077778	0.790724	0.6789482	0.85936886	0.9314136	0.7413566	0.70223486	0.90651417	0.81764895	0.72588724	0.5841749	0.9119552	0.79174286	0.808575	0.84427583	0.80131197	0.6900735	0.76516116	0.74551797	0.7159985	0.8367243	0.8339372	0.73933375	0.71354264	0.8721682	0.7914969	0.78488207	0.83850265	0.81678253	0.8197868	0.8269913	0.81158864	0.758789	0.7421791	0.70823264	0.7915202	0.79537165	0.776845	0.7639351	0.80441844	0.7788107	0.8437134	0.6832926	0.7388663	0.8027841	0.85451734	0.84910417	0.86779094	0.7309073	0.8477514	0.84502053	0.66187483	0.81240916	0.80088496	0.6617805	0.75343764	0.7862523	0.9002945	0.9088432	0.76344514	0.88142663	0.8003388	0.6631607	0.8631346	0.8050201	0.8422213	0.86500615	0.82345337	0.701562	0.7573669	0.83028376	0.9010038	0.87260574
viool/noun	0.780279	0.8336297	0.7824806	0.932086	0.7725362	0.80306625	0.8961866	0.87810254	0.59215933	0.8967405	0.8443287	0.87831855	0.8435005	0.8803335	0.8471417	0.8032847	0.90959316	0.8910064	0.84334123	0.798664	0.80763066	0.83101904	0.7767501	0.81079984	0.8345471	0.8289461	0.7913612	0.83720696	0.92133754	0.85878295	0.8128027	0.79658383	0.8109572	0.89133656	0.845254	0.0	0.8593412	0.79601336	0.92268896	0.8234709	0.69843906	0.74823856	0.69578326	0.89686054	0.8518582	0.83748066	0.67023015	0.84731156	0.5891316	0.8240066	0.89365166	0.808925	0.8687046	0.8027775	0.6519537	0.788997	0.89498	0.86283356	0.78350955	0.80202854	0.92024493	0.82714444	0.80281883	0.84299386	0.9203075	0.7890542	0.53096664	0.8860638	0.8979288	0.8383048	0.85521555	0.81293917	0.7954291	0.7922616	0.71193	0.8010181	0.87310976	0.4205913	0.86476856	0.66220707	0.80758065	0.9234537	0.8297883	0.8360827	0.76234555	0.7446249	0.8914438	0.8498436	0.8782909	0.8005522	0.7782473	0.7427254	0.7674699	0.8307728	0.8489344	0.8116639	0.93146586	0.87672514	0.86824155	0.5579511	0.6236801	0.8907329	0.82339716	0.91416085	0.87761164	0.87660253	0.91446406	0.9144797	0.86517453	0.8839587	0.8603336	0.7593161	0.8682022	0.80138946	0.9188535	0.9095549	0.838387	0.9424105	0.86533535	0.8259866	0.89346397	0.8542798	0.75252473	0.8849637	0.56105995	0.6784718	0.84457403	0.8542	0.885423	0.821393
trek/noun	0.79327095	0.7508327	0.83337486	0.9103845	0.81858593	0.7761103	0.853403	0.90294707	0.8180876	0.84969175	0.84909886	0.78103805	0.8437335	0.8642131	0.8834432	0.8208113	0.87294304	0.8590537	0.8389227	0.8035618	0.77797115	0.7988188	0.7572785	0.8121295	0.8219889	0.8492894	0.75951517	0.8058188	0.863266	0.88454294	0.7884332	0.81046695	0.8218308	0.8559743	0.8021134	0.8593412	0.0	0.85574925	0.92644125	0.7705342	0.817198	0.7181338	0.6848316	0.8838446	0.87779194	0.7580652	0.7909529	0.85836464	0.8016211	0.86172783	0.8547979	0.77266574	0.8985288	0.82964694	0.8003402	0.7012688	0.87517756	0.8453569	0.79184276	0.775288	0.8964145	0.90344656	0.8335904	0.8290563	0.8814555	0.79453236	0.7673211	0.8847979	0.92280585	0.8439544	0.82229674	0.84767234	0.8099909	0.706895	0.80767703	0.74867797	0.8558144	0.82816267	0.80683804	0.78795505	0.81572866	0.905373	0.7589619	0.7960088	0.85094726	0.8427097	0.8417932	0.8466328	0.82303655	0.8516832	0.76165086	0.75515455	0.78042585	0.764056	0.8344326	0.7798311	0.8959231	0.88305485	0.8296578	0.79814786	0.78249186	0.8608531	0.82287276	0.89729184	0.86743414	0.89291734	0.88471496	0.882491	0.8333417	0.8453239	0.8320403	0.7539414	0.83988434	0.7784557	0.9024542	0.87817997	0.816569	0.92043126	0.7986639	0.7799957	0.8522336	0.7864474	0.82645893	0.8575437	0.7864628	0.7433797	0.8440862	0.82869935	0.91563565	0.7674851
dan_pas_DIM/noun	0.8443835	0.8559081	0.8531623	0.9067637	0.83478725	0.85626143	0.9215892	0.88541424	0.70548433	0.89251137	0.88779736	0.8896591	0.82171106	0.8998769	0.87088186	0.8095432	0.8852545	0.9095883	0.88197094	0.87310153	0.86085343	0.820186	0.8442778	0.85461766	0.8387516	0.8337587	0.81644773	0.8817565	0.90023017	0.8773017	0.8129228	0.8474319	0.87211657	0.8891734	0.8421701	0.79601336	0.85574925	0.0	0.9209645	0.90298986	0.7317179	0.79059446	0.7890172	0.9339032	0.9153942	0.8981504	0.7948072	0.8481128	0.7646489	0.8257804	0.886303	0.8479094	0.8730371	0.80268365	0.770428	0.83851314	0.89834327	0.85519886	0.8692506	0.8494035	0.9040547	0.8202524	0.8479214	0.8328308	0.90221417	0.8185777	0.76013803	0.9100398	0.9218533	0.8602123	0.8757942	0.86812264	0.8527527	0.8525369	0.78490853	0.82941663	0.91373914	0.73692745	0.8914579	0.78207874	0.89765555	0.92676777	0.81558067	0.86729217	0.77962583	0.84440064	0.8780937	0.8394395	0.8639381	0.86366117	0.81918	0.8204896	0.7870959	0.88644576	0.8613974	0.8162743	0.9427592	0.9160149	0.9034224	0.7567928	0.78864735	0.90749836	0.8182851	0.93101704	0.84944135	0.9006246	0.91695756	0.9272087	0.8469502	0.8359097	0.89799684	0.8041918	0.879193	0.8012651	0.94948095	0.92495155	0.8531966	0.9176621	0.8667484	0.8452774	0.91309893	0.87235844	0.80280375	0.81370986	0.7343739	0.77026784	0.87281054	0.80367184	0.90053105	0.8521738
trouwring/noun	0.91986656	0.8777083	0.9512978	0.93820965	0.89987195	0.9480376	0.9387585	0.9133413	0.94044924	0.9120981	0.84937745	0.91598064	0.9122937	0.88684565	0.854993	0.95108604	0.90765977	0.9505002	0.90713596	0.91091937	0.9345393	0.89866257	0.91025686	0.88655967	0.8973207	0.877037	0.9106429	0.88328487	0.9205524	0.88440365	0.87134343	0.9157479	0.8796345	0.9136395	0.91204923	0.92268896	0.92644125	0.9209645	0.0	0.95211995	0.91728175	0.9088068	0.8540235	0.92076826	0.85583293	0.88401854	0.94036317	0.9117603	0.9288671	0.93696165	0.93829614	0.8964973	0.9496131	0.8084214	0.90795034	0.88827896	0.929106	0.87344724	0.929351	0.9177457	0.8370528	0.9570511	0.84388566	0.9339535	0.8970976	0.9315327	0.9063897	0.9012948	0.94830424	0.9281379	0.92719203	0.9579091	0.9413576	0.9251752	0.87915087	0.9227773	0.9022125	0.9085442	0.88065004	0.9007888	0.91499543	0.9166564	0.8847689	0.9284036	0.9489022	0.93678063	0.8784934	0.88058317	0.9149517	0.83868814	0.8926909	0.92197865	0.87209344	0.89190197	0.9012334	0.9084953	0.9305647	0.9021693	0.9216739	0.93581796	0.9275679	0.91694015	0.8925474	0.91708225	0.882223	0.8431644	0.9314343	0.8797111	0.9050735	0.91505235	0.9021609	0.8406798	0.95309764	0.92101157	0.930347	0.96049887	0.87302995	0.94373786	0.9084877	0.9122977	0.8771277	0.9098352	0.9379678	0.9093966	0.9367195	0.922868	0.8673669	0.9094751	0.92140394	0.91315234
kant_DIM/noun	0.7484949	0.8139403	0.8279221	0.9358069	0.82449377	0.75713897	0.8273733	0.9098478	0.7795757	0.9020501	0.8475382	0.8151492	0.8336611	0.89688694	0.8810199	0.83611786	0.8495793	0.8554462	0.8845349	0.8090577	0.7615096	0.8098904	0.7371333	0.8031735	0.75411636	0.83668053	0.736365	0.8584472	0.8809239	0.8932916	0.83036494	0.79915476	0.8091508	0.88738257	0.82400334	0.8234709	0.7705342	0.90298986	0.95211995	0.0	0.80782247	0.7242938	0.7379382	0.89979213	0.8701927	0.79263616	0.8118961	0.86531126	0.7975795	0.8376357	0.85950977	0.7935538	0.85517305	0.8226914	0.8140065	0.765861	0.8871665	0.7910739	0.79098725	0.781948	0.8981204	0.9273224	0.8469874	0.76678616	0.9230361	0.7762877	0.75588655	0.8925263	0.910266	0.8499906	0.8338385	0.9007935	0.82328093	0.68485326	0.78878057	0.7201313	0.87721217	0.8396405	0.8639968	0.7777958	0.86691517	0.93523204	0.8026731	0.7481141	0.84416574	0.8352252	0.8739784	0.88781214	0.80977565	0.8447915	0.7344147	0.7106471	0.78948015	0.8348625	0.8760243	0.8238547	0.91448945	0.8754174	0.8794329	0.7889334	0.81042904	0.83942246	0.8398789	0.9086429	0.9165135	0.90107125	0.89893115	0.8670305	0.8594874	0.8620629	0.8645866	0.76829433	0.8035874	0.75711495	0.8808001	0.8689295	0.8313691	0.9301647	0.81847465	0.7851138	0.88271165	0.82527184	0.86393267	0.8831289	0.78324986	0.7532396	0.8723766	0.8577058	0.87404466	0.8237115
choreografie/noun	0.6860932	0.8068013	0.7500782	0.9275395	0.7009927	0.7222906	0.8655836	0.9054896	0.601351	0.8880468	0.85260725	0.86170346	0.7577553	0.89687335	0.8795059	0.74451184	0.8551943	0.8364719	0.9022666	0.79127157	0.71400344	0.76605976	0.67469716	0.7878597	0.77082217	0.8787506	0.6967647	0.8462355	0.87596613	0.82107836	0.72020125	0.81154364	0.7723451	0.8125851	0.7501062	0.69843906	0.817198	0.7317179	0.91728175	0.80782247	0.0	0.6909545	0.6731814	0.88212526	0.8742098	0.80766463	0.65123564	0.7903187	0.6398328	0.7120478	0.83409804	0.7954653	0.8000022	0.8267293	0.57593715	0.7200085	0.83881557	0.8141397	0.694638	0.6991696	0.8870326	0.7747077	0.8087534	0.72458744	0.92679524	0.5873907	0.57235754	0.8511077	0.89997	0.7473656	0.78510684	0.8084197	0.74271905	0.651461	0.6863959	0.70628333	0.859848	0.6839775	0.883878	0.66463745	0.8048389	0.9018067	0.807424	0.77493536	0.7033459	0.6715282	0.9019744	0.8219697	0.80758005	0.8088627	0.68767345	0.6818306	0.73402244	0.80648214	0.8381599	0.70085585	0.90114236	0.85598385	0.8970955	0.47715706	0.61600876	0.88004243	0.81044894	0.9274917	0.8898148	0.9091905	0.9267207	0.8845535	0.8267819	0.8270875	0.8319312	0.6746005	0.7307094	0.74527764	0.94007856	0.86213833	0.79432356	0.87972254	0.7977133	0.7112465	0.8917973	0.8297252	0.6806499	0.84119236	0.5230258	0.54419386	0.8619486	0.7488707	0.84623164	0.836199
ietwat/adv	0.60974854	0.67788625	0.7788362	0.8914903	0.7087869	0.68352795	0.7695501	0.8360491	0.6719989	0.8151932	0.7670204	0.77520514	0.7458255	0.82457507	0.8299023	0.70830727	0.7971109	0.8379215	0.8200247	0.74791586	0.571567	0.71906346	0.6609921	0.70141923	0.6315125	0.73915887	0.63481194	0.76637435	0.8426198	0.82291245	0.7325425	0.74548626	0.78847265	0.79324424	0.7402617	0.74823856	0.7181338	0.79059446	0.9088068	0.7242938	0.6909545	0.0	0.62045205	0.8097424	0.8256715	0.75519556	0.70481104	0.8032681	0.7146543	0.7484163	0.8256399	0.603251	0.81407344	0.7348011	0.6936485	0.6633855	0.80645376	0.7382088	0.78776777	0.6990088	0.8561178	0.90775245	0.77241975	0.70463264	0.831785	0.7177814	0.61245567	0.8159684	0.8538456	0.8023748	0.68063635	0.85532147	0.74762285	0.6426809	0.65377575	0.44484574	0.82666755	0.722015	0.7873317	0.66353184	0.78852993	0.92089826	0.63005066	0.64433813	0.7834334	0.7667594	0.8439839	0.7669443	0.6378223	0.769691	0.53568035	0.45408517	0.6616134	0.7332711	0.7553557	0.7424786	0.91024214	0.83818585	0.81431603	0.6456455	0.7016653	0.83070433	0.6921723	0.8883613	0.78312415	0.8207607	0.84135413	0.81690186	0.73727584	0.79360646	0.7128238	0.70687324	0.73278457	0.41827923	0.8613447	0.87554705	0.7923012	0.88193035	0.7363188	0.7556947	0.86662585	0.7374251	0.76240003	0.8062962	0.7039805	0.5890268	0.788752	0.7425668	0.83701485	0.74385935
en/vg	0.66737276	0.69210804	0.77172697	0.8617047	0.6429467	0.6525241	0.7420031	0.72550994	0.6810523	0.71490526	0.6694685	0.81264704	0.7540759	0.77007747	0.7097682	0.75333214	0.774961	0.7804248	0.6454712	0.56844515	0.65229833	0.6782956	0.6515385	0.7086248	0.7344121	0.6785369	0.697941	0.5969528	0.81209236	0.75853777	0.69046664	0.69550765	0.74481094	0.7654549	0.67969465	0.69578326	0.6848316	0.7890172	0.8540235	0.7379382	0.6731814	0.62045205	0.0	0.8024407	0.66868234	0.61629456	0.66477334	0.7318996	0.6696517	0.80743694	0.77987295	0.64492023	0.84351265	0.6519939	0.62814075	0.53405136	0.78476775	0.8319499	0.6473149	0.6231581	0.8072263	0.8375331	0.68561363	0.68970466	0.82982135	0.73274153	0.58845925	0.69478893	0.82182395	0.73815125	0.7442216	0.6515893	0.67441976	0.6347168	0.6515343	0.6984601	0.70090425	0.6482869	0.74034065	0.61579335	0.6848451	0.86864614	0.69649076	0.6763207	0.7690993	0.7332679	0.7122818	0.70259297	0.70759183	0.7286109	0.6268354	0.639742	0.67120725	0.6848762	0.7311562	0.6450117	0.7981088	0.7492248	0.7458074	0.62438667	0.67061216	0.7149066	0.7216161	0.83338314	0.73725116	0.7062572	0.83130735	0.87640786	0.6899322	0.7953967	0.77266437	0.6045164	0.7302555	0.66099644	0.8202753	0.86133206	0.63649833	0.868567	0.6487502	0.5764179	0.7999009	0.6496912	0.72726774	0.7770349	0.59547126	0.60340405	0.66756874	0.7597747	0.8262805	0.6263753
Zwitser/noun	0.8773144	0.85430384	0.90033823	0.94567275	0.8532095	0.85986435	0.83569396	0.8858371	0.90839964	0.8384526	0.88410366	0.9512637	0.9170234	0.86355764	0.8986939	0.8569795	0.8517987	0.86380786	0.8876165	0.8851045	0.86269355	0.89718574	0.8470034	0.7885482	0.838607	0.84484816	0.84364843	0.887691	0.9182263	0.8943809	0.8869848	0.83636165	0.8808844	0.91892195	0.86463845	0.89686054	0.8838446	0.9339032	0.92076826	0.89979213	0.88212526	0.8097424	0.8024407	0.0	0.86359644	0.8651746	0.87895006	0.90968406	0.8951794	0.8739283	0.88960475	0.8797921	0.9233192	0.7695655	0.83910817	0.8074683	0.90232134	0.8887282	0.90109587	0.88029695	0.9379222	0.9361963	0.9006328	0.8525597	0.9243328	0.8939663	0.86972255	0.92374086	0.78327864	0.8845576	0.868998	0.9278574	0.88238716	0.85582525	0.8943016	0.8451059	0.88345927	0.8815736	0.91741693	0.88819325	0.871856	0.9459172	0.89318395	0.83790386	0.932655	0.9242904	0.90007204	0.8696048	0.8454205	0.8884182	0.8096834	0.80479276	0.8387173	0.82272243	0.84624	0.87438536	0.9110546	0.8508246	0.8596708	0.8768473	0.8914865	0.9065457	0.84603155	0.94127786	0.8683594	0.91324025	0.945574	0.77032137	0.91016	0.93825614	0.7490562	0.86701936	0.86118835	0.8501569	0.7979518	0.95014167	0.88640887	0.9529189	0.847809	0.8870009	0.9221018	0.8575161	0.89047855	0.9101374	0.89384955	0.8768293	0.9004939	0.8937197	0.8889475	0.89685476
steen/noun	0.88164055	0.76249695	0.87887645	0.8666124	0.76406765	0.90505755	0.91475594	0.7008492	0.88417995	0.8443316	0.67759395	0.8949756	0.90744823	0.7713919	0.7519792	0.90970683	0.79731256	0.9081877	0.61970365	0.75235784	0.8835119	0.8354177	0.867904	0.81431663	0.8741179	0.83385074	0.80165154	0.5616667	0.8399699	0.7198732	0.8245102	0.885559	0.83041453	0.77767015	0.6938736	0.8518582	0.87779194	0.9153942	0.85583293	0.8701927	0.8742098	0.8256715	0.66868234	0.86359644	0.0	0.7614385	0.8820091	0.8794895	0.86522245	0.9158915	0.85337913	0.73838854	0.9176333	0.77871895	0.8492787	0.7787111	0.78130335	0.8863363	0.89894754	0.729378	0.8133422	0.9574695	0.65473855	0.8997397	0.84592974	0.91683894	0.78723353	0.6669085	0.94263875	0.85391295	0.8792073	0.94288355	0.8982038	0.8635318	0.7904085	0.8488606	0.67903507	0.830952	0.7545102	0.78501415	0.77942175	0.8858897	0.74192744	0.86841094	0.9143813	0.90977526	0.7398238	0.74415165	0.84530175	0.72110975	0.8093077	0.82586783	0.8107535	0.8602247	0.8135481	0.8388687	0.90112066	0.5992321	0.7665461	0.8321474	0.8891354	0.736577	0.8361517	0.80709213	0.7581963	0.6010119	0.8384199	0.927068	0.65723836	0.8113225	0.9065317	0.71451217	0.9067083	0.8412026	0.8958487	0.94755	0.6745036	0.9006181	0.8577628	0.8295432	0.74999857	0.8823515	0.9069999	0.84395134	0.8888898	0.86194986	0.72490567	0.9117655	0.93971217	0.82867444
symbool/noun	0.81461465	0.7465011	0.8424746	0.93004054	0.7659957	0.7351176	0.77983665	0.86255574	0.81509674	0.8344922	0.78342706	0.8434939	0.81995124	0.8994549	0.8626943	0.85137665	0.9202484	0.88361907	0.8678048	0.7856386	0.8298186	0.7937337	0.7167474	0.7521545	0.8368931	0.85210115	0.62908924	0.83013374	0.86153126	0.8066174	0.72456783	0.76496994	0.7877419	0.8658443	0.74985874	0.83748066	0.7580652	0.8981504	0.88401854	0.79263616	0.80766463	0.75519556	0.61629456	0.8651746	0.7614385	0.0	0.8193518	0.8562235	0.703056	0.8576626	0.86753416	0.79498094	0.9242128	0.846916	0.8094491	0.70593953	0.9021576	0.86345184	0.66412354	0.684142	0.8707103	0.9368789	0.7594801	0.79227245	0.8863897	0.81294835	0.7309793	0.78736484	0.92998374	0.83272547	0.8579321	0.90385514	0.6764717	0.6865355	0.78692824	0.81377006	0.8360574	0.8678232	0.86694115	0.7948767	0.8677832	0.8000281	0.7616513	0.76932436	0.8967341	0.851619	0.89754325	0.8695599	0.88586426	0.73191416	0.77119887	0.77083725	0.70318604	0.79180443	0.8308256	0.66785896	0.90285975	0.87014365	0.8412337	0.75293314	0.8466953	0.87574774	0.899044	0.8983817	0.87599075	0.8505559	0.8951396	0.9202002	0.8076866	0.86455953	0.84487766	0.72587514	0.8048349	0.8700635	0.8071479	0.8968005	0.76816475	0.8894098	0.8412945	0.6462128	0.8363851	0.86249113	0.87872976	0.8585062	0.76652455	0.7189272	0.84462804	0.8575124	0.9104	0.9034082
rock/noun	0.7762041	0.82551247	0.7021189	0.92665815	0.77328175	0.75546306	0.8901174	0.9156592	0.54880434	0.8931692	0.85630035	0.89082104	0.82172745	0.9097771	0.88052803	0.771467	0.87681466	0.8718132	0.8533012	0.716993	0.7849585	0.73438585	0.7547636	0.8134407	0.800655	0.8397527	0.76540804	0.8438807	0.8943392	0.88296187	0.77730256	0.79644334	0.8425502	0.8777676	0.8419902	0.67023015	0.7909529	0.7948072	0.94036317	0.8118961	0.65123564	0.70481104	0.66477334	0.87895006	0.8820091	0.8193518	0.0	0.79629433	0.5982792	0.7626325	0.8847226	0.8160813	0.8297614	0.8440612	0.59157395	0.7714424	0.8863942	0.84650886	0.759555	0.7930246	0.9372424	0.77086675	0.8603892	0.7844602	0.92563206	0.64568776	0.5431497	0.9174946	0.90706193	0.8464378	0.82057834	0.83924043	0.75447106	0.72170264	0.7459368	0.7551933	0.871317	0.5821593	0.8806426	0.631256	0.83566034	0.91303563	0.8272836	0.81865245	0.6111004	0.72726285	0.90262806	0.86517936	0.82774454	0.8344349	0.7298407	0.7200584	0.7851329	0.82208014	0.8585603	0.78023446	0.9397144	0.84642947	0.87327397	0.59035087	0.63287187	0.89422387	0.83445513	0.93674743	0.9070314	0.90955687	0.90146416	0.91196615	0.83645296	0.88626283	0.8568702	0.77605695	0.83117706	0.77506346	0.92303693	0.8797096	0.85445845	0.92722154	0.81972784	0.7632867	0.9131404	0.8235552	0.45342284	0.8579241	0.40438533	0.5685116	0.8578207	0.8356724	0.85619783	0.7446511
body/noun	0.847379	0.8318871	0.8208884	0.9409538	0.8196996	0.8319456	0.89884824	0.8737366	0.8190688	0.89331865	0.83124375	0.85806984	0.821251	0.8748049	0.8274119	0.8490629	0.877023	0.8406342	0.8282834	0.8314372	0.8407408	0.7669226	0.7856257	0.8259892	0.8256601	0.8569342	0.8385612	0.78712505	0.8953737	0.8781903	0.78710127	0.837711	0.8642571	0.8262799	0.8503997	0.84731156	0.85836464	0.8481128	0.9117603	0.86531126	0.7903187	0.8032681	0.7318996	0.90968406	0.8794895	0.8562235	0.79629433	0.0	0.826596	0.8684113	0.85616386	0.82304	0.8862846	0.8454418	0.76387525	0.8111919	0.8384482	0.8636149	0.84568954	0.84256613	0.8541398	0.8839309	0.8039961	0.8584481	0.89280695	0.8127241	0.7930477	0.88725585	0.94235283	0.82816565	0.8616524	0.8953232	0.8486428	0.8172029	0.79804826	0.81871605	0.8678026	0.8166946	0.8406027	0.8054206	0.81090343	0.89962107	0.8270576	0.8482045	0.8211857	0.8300073	0.8494798	0.8026243	0.8264562	0.8016331	0.81711334	0.8151226	0.85121906	0.8530804	0.86106277	0.82730156	0.9332658	0.8901016	0.84322554	0.79826635	0.8344321	0.839405	0.8512706	0.8520464	0.8481287	0.88478994	0.88511205	0.9170677	0.8241157	0.82834315	0.88014627	0.8028346	0.8626164	0.81155586	0.9300723	0.935003	0.80709773	0.9316948	0.8235314	0.80494565	0.893256	0.82706	0.80561227	0.79345626	0.7926527	0.7636105	0.8511882	0.8239555	0.92435044	0.80161715
