	staar_aan/verb	gelaat/noun	jurk/noun	uitspanning/noun	als/prep	stem/noun	struis/adj	tegen/part	benadering/noun	eenzijdig/adj	computergestuurd/adj	hard/adj	daarentegen/adv	houten/adj	achterkant/noun	maar/adv	drive/noun	doe_na/verb	combinatie/noun	kort/adj	vrij/adj	genomen/adj	bocht/noun	teken/verb	tegelijk/adj	veel/det	stuk/noun	dankzij/prep	dan/comparative	pregnant/adj	ontleend/adj	elkaar/pron	trots/noun	die/det	verfijnd/adj	parallel/adj	Joe/name	aanzien/noun	wolkenkrabber/noun	model/noun	pas/noun	handschrift/noun	Bree/name	constructie/noun	viool/noun	choreografie/noun	melodie/noun	spanning/noun	en/vg	plaats/fixed	uitgebreid/adj	liefde/noun	meestal/adv	ruil_in/verb	symbool/noun	Kirk/name	laan/noun	eikenhouten/adj	blik/noun	contrast/noun	geheel/noun	Jean-Luc/name	sneuvel/verb	jeugd_jaar/noun	wemel/verb	gekomen/adj	landschap/noun	weer/adv	breakdance/noun	lawine/noun	manier/noun	wip/verb	knie/noun	film/noun	acteur/noun	bouw_werk/noun	flamboyant/adj	geel/adj	Top/name	fors/adj	zo/adj	ben/verb	eveneens/adv	behalve/comp	Tanger/name	karakter/noun	gespeeld/adj	neem_door/verb	vijver/noun	kaak/noun	complex/adj	volume/noun	beeld_merk/noun	te/adv	heup/noun	overzichtelijk/adj	Kosovo/name	bundel/noun	boven/prep	droog/adj	leun/verb	luid/adj	dat/pron	melancholisch/adj	hitsig/adj	handig/adj	prima/adj	kassei/noun	kop/noun	On/name	vloeiend/adj	steil/adj	gekeerd/adj	leep/adj	kom_over/verb	weinig/adj	gebroken/adj	lang/adj	33/num	macho/adj	swing/noun	beroemd/adj	als/comparative	computeranimatie/noun	ronding/noun	tevens/adv	zijn/det	kant/noun	aanvankelijk/adj	vaak/adj	beheers/verb	speel/verb	uitwerking/noun	beeld/noun	vraag/verb	fundamenteel/adj	lichaam/noun	pixels/noun	wissel_af/adj	tegendraads/adj	vleugel/noun	band/noun	er/fixed	oorbel/noun	resulteer/verb	woonkamer/noun	Zweden/name	stijl/noun	zwart/adj	robuust/adj	afkomst/noun	auditorium/noun	steun/verb	typisch/adj	ongetwijfeld/adv	schril/adj	die/pron	bijzonder/adj	uitdrukking/noun	produceer/verb	gezicht_DIM/noun	opgebouwd/adj	het/adv	zoals/comp	als/adv	synchroon/adj	Get/name	geleid/verb	uit/adj	lied_DIM/noun	solo/noun	weg/noun	zakelijk/adj	vogel_DIM/noun	geprononceerd/adj	gelaat_trek/noun	Oost_Vlaams/adj	gouden/adj	poëtisch/adj	gemak/noun	stamp/verb	door/part	Homer/name	oog/noun	fysiek/noun	altijd/adv	24-jarige/adj	klein/adj	gitarist/noun	good/noun	McCarthy/name	dan/comp	gebaar/verb	zorgvuldig/adj	Johan/name	neig/adj	extreem/adj	stevig/adj	genoeg/fixed	glas/noun	hectisch/adj	jongen/noun	Moore/name	dan_pas_DIM/noun	trouwring/noun	fotografie/noun	ritmisch/adj	groot/adj	debat/noun	houvast/noun	Chinees/adj	pedant/adj	blank/adj	erbij/pp	handtas/noun	sound/noun	kies/verb	ze/pron	was_tafel/noun	iets/noun	scherp/noun	kap_DIM/noun	tot/fixed	vaas/noun	bombastisch/adj	monumentaal/adj	camera/noun	gebouw/noun	Nick/name	doorzichtig/adj	schud/verb	kleur/noun	onaf/adj	langgerekt/adj	nogal/adv	hotel/noun	teoretisch/adj	geluid/noun	flat/noun	door/prep	des/adv	grooves/noun	grijs/adj	geweldig/adj	Frederic/name	canvas/noun	beweeg_voort/verb	effectief/adj	mineur/noun	aangekleed/adj	recht/adj	dik/adj	rammel/adj	Wiel/name	dynamiek/noun	open/part	blijf/verb	verloren/adj	rauw/adj	snerp/adj	ervandoor/pp	dak/noun	voorzien/adj	hun/det	ongemakkelijk/adj	schouder/noun	waar/noun	reken_af/verb	roestig/adj	jaag/adj	laag/adj	opgetrokken/adj	improviseer/verb	rond/adj	donker/adj	waarop/pp	Ederveen/name	beetje/noun	dans/verb	Dehaene/name	aanstekelijk/adj	82/num	bedien/verb	sta/verb	structuur/noun	iets/adv	open/adj	leef_uit/verb	herkenbaar/adj	decolleté/noun	scheur/noun	King's/name	decor/noun	spel/noun	tentoonstelling_ruimte/noun	lever_op/verb	wonderlijk/adj	duidelijk/adj	aloud/adj	agressief/adj	uiteinde/noun	alleen/adj	ingetogen/adj	gevaarte/noun	la/noun	speels/adj	zo'n/det	hoofd/noun	klink/verb	gezin_vriendelijk/adj	sensueel/adj	allen/noun	tracht/verb	hoog/adj	toe/adv	logo/noun	golf/adj	beweeg/verb	Misha/name	hardcore/noun	roep_op/verb	swing/adj	lichaam_taal/noun	kom_uit/verb	stotter/adj	elleboog/noun	smeed/verb	kast_DIM/noun	speelstijl/noun	grap/noun	pas_DIM/noun	West/name	vel_DIM/noun	leg/verb	Japans/adj	vervang/verb	duister/noun	gevaarlijk/adj	schrijf/verb	ontbloot/adj	schuin/adj	danser/noun	4x4/noun	kaarsrecht/adj	lip/noun	sleur_mee/verb	markant/adj	beschrijf/verb	zo/adv	Jef/name	Last/name	snuit/noun	krachtig/adj	stand/fixed	koets_werk/noun	beat/noun	Picasso/name	ietwat/adv	vakkundig/adj	klink/adj	maar/vg	tekst/noun	Douglas/name	genoeg/adv	rock/noun	voorheen/adv	denk/verb	body/noun	lied/noun	stram/adj	verfilming/noun	lijn/noun	draai/verb	one-liners/noun	ritme/noun	veelal/adv	wijze/noun	terrein_wagen/noun	carrosserie/noun	rock_song/noun	Disco/name	neus_DIM/noun	Dolmen/name	vrouw/noun	bovendien/adv	klank/noun	grof/adj	grafiek/noun	à/vg	home/name	haar/noun	Arjan/name	modern/adj	gitaar/noun	front/noun	vlak/adj	trant/noun	ruw/adj	vergelijk/verb	Mahler/name	asymmetrische/adj	Sims/name	gezicht/noun	bruusk/adj	maak/verb	achterover/adv	uitgangspunt/noun	na/part	punk/noun	verzakelijking/noun	plaat/noun	ga_over/verb	elegant/adj	al/comp	drum_stel/noun	bezaaid/adj	last/noun	steeds/adv	tred/noun	nors/adj	onbekend/adj	onverschillig/adj	zwoel/adj	metalen/adj	stel/noun	arrangement/noun	even/adj	slurf/noun	grappig/adj	stekel/noun	dansbare/adj	Gogh/name	gereduceerd/adj	oud/adj	eigenzinnig/adj	ruig/adj	juist/adv	ken/verb	portret/noun	zuil/noun	patroon/noun	ingewikkeld/adj	wat/adv	heftigheid/noun	achtergrond/noun	veel/adj	eigenwijs/adj	snavel/noun	minder/adj	dance/noun	vijftig/num	interview/noun	rouw/noun	af/part	funky/noun	rond/prep	beschik/verb	zaal/noun	sip/adj	combineer/verb	koket/adj	vol/prep	beresterke/adj	muziekleven/noun	verzorger/noun	veilig/adj	overdadig/adj	stof/noun	zoet/adj	divers/adj	lijk/verb	neus/noun	kenmerk/verb	hoor/verb	net/adv	mannelijk/adj	aarden/adj	bak/noun	nummer/noun	uit/prep	plaats/prep	bos/noun	Chris/name	zorg/verb	mengsel/noun	spierwit/adj	zeer/adv	look/noun	bril_DIM/noun	intens/adj	atypische/adj	en/adv	energiek/adj	scherp/adj	persoonlijkheid/noun	lezing/noun	snijdend/adj	smal/adj	vrolijkheid/noun	stug/adj	personage/noun	zand/noun	flard/noun	ondergrond/noun	gebogen/adj	gotisch/adj	figuur/noun	hartstochtelijk/adj	sterk/adj	moment/noun	trek/noun	herleid/verb	kant_DIM/noun	Franz/name	zonnebril/noun	imago/noun	aluminium/adj	cameraman/noun	Zwitser/noun	steen/noun	accent/noun	loodzwaar/adj	vanonder/prep	kader/noun	voorruit/noun	Staat/name	vest/noun	verraad/verb	hardhandig/adj	mimiek/noun	tafereel/noun	zet_in/verb	thema/noun	smerig/adj	vreemd/adj	afstandelijk/adj	sla_toe/verb	volwassen/adj	uitgestoken/adj	draag/verb	gevoeligheid/noun	dertig/num	Jong/name	kast/noun	Goor/name	bakstenen/adj	persoonlijk/adj	begeleiding/noun	taal/noun	mooi/adj	van/comp	heel/adj	soms/adv	strak/adj	vooral/adv	oeuvre/noun	af/adv	met/prep	bluesy/noun	stilistisch/adj	gedreven/adj	ritmiek/noun	song/noun	tafel/noun	Breuker/name	Kerry/name	letter/noun	even/adv	raak/adj	tamelijk/adj	doek/noun	gebaar/noun	set/noun	terwijl/comp	aanmerking/noun	Willem/name	vilein/adj	zie_uit/verb	haar/det	uitbundig/adj	weg_net/noun	kamer/noun	beweging/noun	gegoten/adj	weerbarstig/adj	minder/det	Macedonisch/adj	jongeman/noun	compositie/noun	hier/adv	meer/adj	charmant/adj	rijm/verb	korrel/noun	sober/adj	breed/adj	standaard/adj	vals/adj	raam/noun	beeldhouw/verb	lyriek/noun	zanger/noun	onderhuids/adj	val/adj	eerder/adj	dwars/adj	lekker/adj	bevat/verb	straal_uit/verb	vierkant/adj	fel/adj	volg/verb	zwaar/adj	stuw/adj	verkrampt/adj	hip_hop/noun	generaal/noun	een/det	waarmee/pp	lijd/verb	zet_neer/verb	nou/adv	vorm/noun	steek_uit/verb	animatie/noun	irritatie/noun	muziek/noun	beton/noun	motoriek/noun	piepklein/adj	of/vg
staar_aan/verb	0.0	0.7479444	0.7658343	0.82547814	0.85377264	0.777459	0.7283138	0.83762276	0.84250927	0.88061494	0.90689975	0.8516408	0.8623377	0.7885165	0.79985523	0.8498062	0.91139585	0.8866185	0.90571314	0.848267	0.8446349	0.89175737	0.84586674	0.78327787	0.80715	0.8990102	0.8272445	0.875997	0.8426899	0.85807735	0.88871783	0.8303586	0.8274929	0.83835596	0.81331307	0.86253864	0.88488346	0.8374076	0.8217564	0.7706171	0.92124844	0.83039945	0.9262688	0.8248781	0.89787155	0.8925233	0.8605925	0.838145	0.7450834	0.8278642	0.8792858	0.7808815	0.79809475	0.87993455	0.797596	0.9148602	0.8155789	0.7451281	0.6288984	0.81567955	0.84809846	0.89033115	0.8991748	0.8604879	0.8940319	0.83999324	0.7487979	0.7784895	0.91039175	0.9055936	0.82215846	0.8184773	0.8687929	0.86890805	0.83464915	0.8334277	0.8503312	0.78923833	0.87507397	0.9312515	0.8161559	0.84348834	0.8784473	0.89994407	0.71226215	0.80712885	0.8557729	0.8603517	0.8272787	0.7764195	0.8420101	0.8902478	0.8543625	0.85058546	0.79348636	0.836675	0.9416578	0.83259416	0.7576368	0.7783519	0.8014746	0.8724539	0.8456335	0.73335314	0.7777914	0.8793943	0.90014905	0.8944503	0.85550714	0.9573417	0.86111325	0.86237866	0.7623657	0.8677697	0.81196934	0.86872077	0.83196926	0.8179265	0.9283614	0.8179316	0.8858274	0.8361032	0.7722131	0.87355506	0.8029865	0.87115884	0.7442397	0.8894197	0.9000952	0.8324686	0.87583524	0.90486354	0.91671664	0.8030387	0.8884096	0.9329268	0.76715934	0.94262123	0.772308	0.82744694	0.8323882	0.8829718	0.7586372	0.8641294	0.84935653	0.7823135	0.93585354	0.80365574	0.69678724	0.80255115	0.8667079	0.93604004	0.8683512	0.8107754	0.9143047	0.8668679	0.7990669	0.86828935	0.75066054	0.9167512	0.8011596	0.8132918	0.8966544	0.8204665	0.9156929	0.83134997	0.9717135	0.8706111	0.8463546	0.85401165	0.8950136	0.86143845	0.8151955	0.8064109	0.81620705	0.77124965	0.9087513	0.9217434	0.7815362	0.8883581	0.79683363	0.9298774	0.88957477	0.6492798	0.88737786	0.7952613	0.8938015	0.8060799	0.9016337	0.917418	0.95536184	0.8425059	0.8179043	0.8289727	0.93900293	0.83300257	0.8340434	0.8727381	0.9124453	0.76870465	0.85685945	0.7927908	0.89871323	0.8444209	0.90906537	0.8566176	0.83845496	0.9039297	0.8879342	0.88931084	0.8529075	0.7960678	0.81077737	0.84368926	0.8619252	0.8941577	0.8708141	0.7482728	0.7642374	0.9004457	0.8819838	0.90940857	0.9326213	0.7696124	0.8256013	0.78235865	0.7213746	0.82292527	0.9184524	0.7605549	0.7974815	0.7773566	0.801867	0.78149706	0.8561357	0.8583354	0.905605	0.85809624	0.8761592	0.8792909	0.8837418	0.8626453	0.7515758	0.9053552	0.9452378	0.8338808	0.79043996	0.92543155	0.8306891	0.8049269	0.7635643	0.75468135	0.87375194	0.952533	0.89851177	0.8327706	0.8159178	0.8619463	0.7874052	0.8371053	0.88060737	0.8374353	0.88405234	0.75856847	0.7413282	0.7582947	0.8676436	0.92100275	0.8046349	0.9135013	0.8509759	0.754393	0.85969645	0.7467824	0.6424612	0.8320711	0.9116596	0.8650415	0.8175249	0.9017776	0.861703	0.9179841	0.8971406	0.7816513	0.8640642	0.83707976	0.806286	0.88542014	0.7285745	0.7110403	0.8144238	0.87224495	0.77915615	0.8646028	0.8723735	0.87708044	0.78720045	0.892271	0.87550867	0.86527115	0.868935	0.8463645	0.7696015	0.79935366	0.87616915	0.7670418	0.8291068	0.827858	0.79779816	0.9121922	0.7425252	0.8290447	0.85220027	0.8743149	0.87293893	0.8116494	0.75794435	0.80883455	0.8615873	0.92254275	0.82419133	0.8401777	0.82782865	0.92845064	0.8878759	0.86301893	0.89737034	0.88457817	0.7829014	0.8985088	0.85388017	0.95207685	0.7613131	0.82576895	0.90030295	0.8476649	0.7492022	0.9137442	0.8871038	0.70853186	0.69726175	0.8293828	0.90534955	0.8047186	0.7515663	0.8461167	0.75056213	0.8287482	0.8357153	0.9494413	0.9530148	0.81641847	0.79172593	0.9290348	0.83250076	0.8894565	0.80087125	0.7969855	0.8238229	0.8354791	0.7995763	0.8617625	0.92702585	0.8552019	0.88741744	0.79196304	0.8385098	0.88331914	0.87946284	0.76754713	0.8584448	0.80933166	0.8770251	0.846344	0.8795863	0.83323693	0.82756495	0.8687922	0.84523225	0.8064452	0.9386307	0.7530216	0.9380766	0.7578088	0.92709804	0.82683843	0.7988234	0.91129196	0.9359648	0.9564385	0.6985208	0.88917947	0.8565162	0.87005967	0.8977345	0.7916854	0.8523193	0.7837954	0.8263848	0.8657433	0.833485	0.9301373	0.6805355	0.81889236	0.89645106	0.7425522	0.91407126	0.92130035	0.8885825	0.8997848	0.85087705	0.87867403	0.74731094	0.8597467	0.92647636	0.78984	0.89780295	0.86115324	0.80836284	0.6522252	0.778847	0.6828214	0.7891536	0.80128545	0.8743564	0.89298856	0.8093234	0.84865856	0.76779014	0.87493896	0.93506193	0.83878773	0.92722577	0.7865297	0.8359691	0.8496874	0.83513236	0.81662613	0.7655382	0.78014266	0.818203	0.90347993	0.82221115	0.88195163	0.7731974	0.84628904	0.8030745	0.771081	0.8370745	0.906035	0.870183	0.89614254	0.7884533	0.8700222	0.8635041	0.8392477	0.9191385	0.7603407	0.6114407	0.88492054	0.7141938	0.7958831	0.90842295	0.8740207	0.8999695	0.91735184	0.7969632	0.7924358	0.74105036	0.8893931	0.7796476	0.70756805	0.84596884	0.89972234	0.91279083	0.7229678	0.92467916	0.86334395	0.9283044	0.8018403	0.8884053	0.8406659	0.9290536	0.8839507	0.89123565	0.7418854	0.81483674	0.806899	0.6843358	0.7745633	0.9379182	0.86825883	0.83540034	0.7540662	0.83776915	0.9309518	0.8245366	0.6978386	0.8815101	0.7794783	0.7795778	0.79619396	0.86408556	0.88177246	0.763432	0.85065067	0.74370635	0.81113213	0.91027623	0.89285976	0.83327764	0.9057023	0.8698595	0.8947517	0.7231884	0.8565625	0.8411582	0.7681198	0.8557755	0.8206824	0.85399187	0.8475951	0.73660374	0.8504292	0.82559824	0.917032	0.85159874	0.75926244	0.77464116	0.874766	0.7803308	0.904528	0.91039187	0.83336204	0.7635672	0.74187934	0.9230017	0.7792423	0.7881615	0.80757284	0.8615619	0.9249608	0.9484564	0.82814455	0.92658514	0.8027636	0.8815389	0.88332045	0.8683409	0.7158722	0.9016747	0.8074361	0.7903046	0.74022347	0.82400334	0.86114216	0.8800744	0.7610891	0.89271456	0.8306143	0.8334437	0.89659715	0.8541113	0.8388771	0.90144664	0.8515575	0.8034909	0.8226806	0.85566115	0.8228135	0.6952578	0.81242293	0.9568401	0.73652375	0.9677192	0.90081203	0.76443535	0.77796876	0.7064581	0.7673155	0.94038725	0.7739231	0.85997534	0.8196162	0.82469535	0.87895167	0.91706765	0.75652766	0.86578405	0.87075275	0.90909505	0.77948254	0.857347	0.88132143	0.7852304	0.7581279	0.89289105	0.88832617	0.77795416	0.84596133	0.79804707	0.848598	0.76777935	0.80345106	0.93094766	0.8322324	0.82059103	0.85348606	0.7451471	0.85152054	0.8372461	0.8647015	0.86881924	0.92215335	0.7019289	0.87845373	0.91918814	0.7258078	0.8273412	0.9203192	0.8459162	0.9220992	0.86220753	0.75032395	0.898052	0.8551986	0.8807289	0.81038356	0.84957385	0.7734914	0.7989222
gelaat/noun	0.7479444	0.0	0.66192704	0.882805	0.7846298	0.6939992	0.766801	0.84427965	0.7759801	0.83116317	0.8811976	0.8339057	0.7696496	0.7627349	0.7579652	0.8462813	0.8910666	0.8399918	0.8019563	0.78581965	0.7966292	0.85635126	0.8558827	0.7530654	0.7263498	0.79285824	0.8127682	0.7923182	0.87154454	0.8209493	0.81694674	0.7465442	0.7075484	0.7556828	0.73071754	0.88270646	0.85488707	0.8400923	0.8658242	0.7214474	0.87332827	0.779387	0.9412322	0.8220598	0.8115226	0.7621536	0.7468431	0.7535845	0.6214137	0.69357824	0.8245874	0.6870899	0.75929105	0.72885454	0.71175927	0.8746738	0.86520004	0.7753919	0.5511825	0.6444104	0.81668395	0.85140145	0.94550794	0.8845296	0.86397016	0.84339267	0.68477696	0.7719021	0.895463	0.8969097	0.73689413	0.8480582	0.7971866	0.8473173	0.7486906	0.82968533	0.76891315	0.75454324	0.90766424	0.85376394	0.72867084	0.7853316	0.847784	0.8104997	0.88373315	0.7219355	0.7747177	0.89837116	0.80693567	0.59695274	0.7804051	0.8330207	0.83354264	0.8421998	0.69716424	0.8432624	0.94201344	0.77921504	0.78135747	0.7286328	0.6887063	0.7841656	0.78995866	0.69611263	0.8473581	0.8750972	0.8884552	0.80289364	0.7017654	0.882854	0.7370833	0.76024896	0.6168752	0.893387	0.7561761	0.84204096	0.75228953	0.8051883	0.9315293	0.7720381	0.8290429	0.82076144	0.7209537	0.84803426	0.7698613	0.8053686	0.5957662	0.7606046	0.8210497	0.74052614	0.8042853	0.8608463	0.79112834	0.7076233	0.93407637	0.8669616	0.6058537	0.9023952	0.7064747	0.81016695	0.7632643	0.8461893	0.75263	0.74065816	0.8059989	0.78202206	0.8978819	0.7061875	0.62159884	0.72719085	0.786978	0.90587676	0.8391005	0.6789746	0.7712809	0.71844953	0.7005417	0.7659182	0.63871235	0.86345947	0.6397685	0.78756183	0.7557396	0.8099171	0.7675433	0.8023952	0.9170513	0.8682976	0.8016186	0.80579674	0.77772164	0.8619093	0.82567126	0.84425616	0.6642946	0.6531255	0.8890957	0.7843446	0.72328264	0.82656777	0.7981844	0.8267567	0.84176904	0.52718484	0.78281665	0.75335515	0.857772	0.8446349	0.8591931	0.8776405	0.9297793	0.7332969	0.70704174	0.7470372	0.9048261	0.7855201	0.69966805	0.7297442	0.8143069	0.71569484	0.8118219	0.7484648	0.8871657	0.8164944	0.87142825	0.73710454	0.7316695	0.83540964	0.857196	0.8643677	0.8316668	0.8495245	0.71746457	0.86562026	0.7851274	0.7724093	0.84156847	0.7570188	0.7677217	0.81561875	0.8785615	0.8061448	0.890296	0.78882694	0.863451	0.78886193	0.7233266	0.7994735	0.9111912	0.7756058	0.66755116	0.6335206	0.8426673	0.72876614	0.7346337	0.8664541	0.89014745	0.71897995	0.84002405	0.7645404	0.7562995	0.76698095	0.63321036	0.8358142	0.9417137	0.8136152	0.8002138	0.89638186	0.841968	0.7656982	0.7117006	0.6844045	0.86605936	0.8700322	0.7770751	0.8147627	0.88009024	0.86727273	0.6872022	0.80801135	0.85196	0.86347836	0.8525414	0.60133255	0.7286605	0.6693626	0.85502195	0.7957543	0.81421965	0.9360635	0.9082158	0.73398185	0.8208424	0.779968	0.6126396	0.743071	0.8598614	0.807727	0.7383486	0.82025504	0.74126387	0.95171	0.83461833	0.8221805	0.8306596	0.77524185	0.79021084	0.8398084	0.70271033	0.77256066	0.82623994	0.90698767	0.7019423	0.7295902	0.92013884	0.83388406	0.7074812	0.803277	0.8262261	0.7759628	0.7811908	0.847723	0.70878744	0.79678667	0.9033382	0.72977185	0.78733414	0.6604402	0.75339085	0.916329	0.70465785	0.82795084	0.776248	0.8822979	0.7782172	0.78927886	0.69765705	0.68497676	0.91920125	0.9056116	0.7830794	0.81945205	0.65771645	0.92229986	0.89236057	0.70342267	0.87876725	0.81373566	0.77678955	0.79570943	0.9007656	0.89717466	0.7803485	0.8658292	0.8482399	0.87232333	0.8283238	0.83511806	0.87268764	0.662941	0.74066454	0.7098564	0.8729471	0.7463988	0.5466556	0.8422832	0.7078173	0.7538971	0.8118638	0.86851573	0.91849095	0.74397075	0.69857776	0.90209186	0.80130875	0.8315935	0.8445228	0.6738736	0.797536	0.7909708	0.76432407	0.7468768	0.9182172	0.8074423	0.8136866	0.7694591	0.9282388	0.8003562	0.83250684	0.73611003	0.815011	0.7814738	0.7925005	0.8581766	0.7777941	0.74473214	0.72627574	0.84488875	0.8611203	0.84006757	0.952031	0.8146307	0.96864957	0.71879387	0.8816592	0.72550476	0.76001227	0.81047547	0.8960773	0.89812195	0.57771707	0.9186044	0.7918253	0.81308806	0.82959104	0.75075805	0.90503675	0.7205126	0.8401057	0.87871003	0.7939004	0.9054267	0.36961317	0.81448317	0.8291361	0.70491683	0.7982574	0.8424223	0.8468461	0.84745014	0.8330642	0.8141618	0.66072536	0.8269526	0.8556282	0.7932886	0.8556937	0.74876755	0.72827655	0.6565479	0.80541277	0.7197597	0.7564791	0.7840555	0.7895228	0.84417033	0.73147047	0.89358944	0.7147261	0.7750292	0.908778	0.852545	0.91887146	0.790967	0.73059386	0.7342856	0.7531818	0.7733516	0.6487385	0.8006431	0.72514105	0.8195786	0.72508645	0.8777754	0.70826656	0.8225379	0.7624694	0.7713232	0.8209852	0.85373807	0.8528135	0.8583803	0.7880652	0.7934022	0.79866743	0.867275	0.8653152	0.7635129	0.85276747	0.7811487	0.79193854	0.68503875	0.8987016	0.8498765	0.8558636	0.9393308	0.7160964	0.7597628	0.6928662	0.8405554	0.738922	0.64674866	0.71131396	0.8698814	0.8770855	0.6906384	0.88692856	0.8729757	0.9064484	0.7964313	0.85635126	0.79060495	0.8988029	0.8742206	0.77967834	0.6413268	0.69621456	0.7026286	0.7170677	0.67375565	0.9340862	0.8164512	0.74053526	0.7112773	0.6682291	0.8779464	0.8105248	0.72096014	0.73067427	0.7049427	0.63945585	0.72465026	0.7889675	0.8273095	0.65256655	0.88192904	0.6226041	0.7653798	0.81616247	0.8405998	0.70070153	0.7719991	0.73215365	0.92744565	0.6001078	0.7482206	0.8650907	0.8146842	0.8987515	0.790341	0.65586245	0.8182863	0.7471577	0.8055939	0.8525863	0.9376473	0.7266675	0.568244	0.7560388	0.6488357	0.7042279	0.9137867	0.8048091	0.7636353	0.7188599	0.73322046	0.90107226	0.7475779	0.7212005	0.6934494	0.75478745	0.9102702	0.8886602	0.85673225	0.87395597	0.81082654	0.74875355	0.8445759	0.80543244	0.74984175	0.74934685	0.76318556	0.66600496	0.6329294	0.75900364	0.79770595	0.78164023	0.6636801	0.8569555	0.78511596	0.75182235	0.7592377	0.7768302	0.82389367	0.9079863	0.8546642	0.7912997	0.72977006	0.829213	0.737037	0.67918617	0.6000876	0.9204042	0.6915456	0.9606467	0.9002056	0.84774375	0.7391529	0.561159	0.7042657	0.8943516	0.80543715	0.6925658	0.86202294	0.78848016	0.8846344	0.8910085	0.7135455	0.77945644	0.80107754	0.8559402	0.7701274	0.8161607	0.81371355	0.6802864	0.7349262	0.79484415	0.8132401	0.7992557	0.72305304	0.73892844	0.766982	0.78052735	0.78702974	0.87935	0.7869117	0.85966825	0.78424394	0.65594035	0.80291903	0.7324134	0.8337611	0.8789635	0.88150585	0.68762857	0.8128324	0.8802839	0.6597131	0.7848825	0.8911079	0.7949127	0.8585405	0.693998	0.7828996	0.90598047	0.71705353	0.7838035	0.81827515	0.70254016	0.86213994	0.72176665
