	uit/prep	het/noun	steek_over/verb	ieder/det	bevrijd/verb	paar/noun	poging/noun	haal_uit/verb	Palestina/name	zorg/verb	angst/noun	enquête/noun	Fransen/name	minst/adj	rit/noun	Rode/name	maak/verb	trek_aan/verb	temeer/adv	impasse/noun	tref_aan/verb	begrijp/verb	Kieldrecht/name	toer/noun	hun/det	buig_om/verb	om/comp	hoewel/comp	behoorlijk/adj	iets/adv	doorsta/verb	hij/pron	steeds/adv	structuur/noun	reuze/adj	verhaal/noun	uur_DIM/noun	zijn/adj	onderwerp/noun	haar/det	politiek/adj	ben/verb	toen/comp	schets/verb	Wall/name	vanuit/prep	lijm/verb	zeker/adv	het/prep	exercitie/noun	doel/noun	volk_raadpleging/noun	reis/noun	Afghanistan/name	complex/adj	dans/noun	Irak/name	bereik/verb	knot_gek/adj	ondanks/prep	elk/det	toch/adv	dreig/verb	hulp/noun	oversteek/noun	want/comp	wereldkampioen/noun	doceer/verb	plotseling/adj	meen/verb	zo/comp	bekom/verb	vaartuig/noun	haal_in/verb	zo'n/det	breng/verb	recensie/noun	het/det	na/prep	klus/noun	beloof/verb	even/adv	prognose/noun	financieel/adj	zo/adj	duur/verb	wat/adv	een/det	manoeuvreer/verb	zichzelf/pron	omgeving/noun	talloos/adj	ambulanciers/noun	ongetwijfeld/adv	bijzonder/adj	gezien/prep	club/noun	opgaaf/noun	maar/comp	regelmatig/adj	en/comp	beleef/verb	bespaar/verb	reconstrueer/verb	stand_DIM/noun	overigens/adv	dat/noun	want/vg	deze/det	koor/noun	oplossing/noun	hoe/adj	als/comparative	gezondheidszorg/noun	al/comp	voorspelling/noun	situatie/noun	blijk/verb	enkel/det	stunt_werk/noun	Asterix/name	waaruit/pp	strijd/noun	hem/pron	zaak/noun	lot/noun	uiterst/adj	katholiek/noun	voorbij/adj	vind/verb	tot/prep	pijnlijk/adj	tafereel/noun	vaak/adj	onhoudbaar/adj	doelman/noun	samenwerking/noun	zee/noun	meest/adj	lijk/verb	opdracht/noun	avontuur/noun	binnenlands/adj	daarom/pp	heel/adj	laat_toe/verb	dat/det	veiligheid_situatie/noun	onderweg/adj	clandestien/adj	breng_op/verb	dit/det	positie/noun	Kortrijk/name	zijn/det	muzikaal/adj	te/comp	claim/noun	sjeik/noun	stap/verb	standpunt/noun	olie_prijs/noun	nog/adv	voorspel/verb	blijf/verb	Elsevier/name	al/adv	kan/verb	bestrijding/noun	lastig/adj	operatie/noun	aandenken/noun	bedreig/verb	loop_mis/verb	bestaan/noun	Oostenrijk/name	bevind/verb	film/noun	omstandigheid/noun	man/noun	Brussels/adj	woon/verb	denk_terug/verb	aansprakelijk/adj	die/det	herinner/verb	cover/noun	zo/adv	wat/det	publicitair/adj	kom_terecht/verb	definitie/noun	begin/verb	uur/noun	wegens/prep	moment/noun	Harry/name	capriool/noun	verkeer/verb	brandweer/noun	te/adj	Amsterdam/name	leid/verb	in/prep	er/fixed	gevaarlijk/adj	allerlei/det	koers/noun	zomer_seizoen/noun	spreek/verb	parkoers/noun	overleef/verb	red/verb	omdat/comp	voor/prep	soms/adv	even/adj	ouverture/noun	zoals/pron	onderdeel/noun	word/verb	aangelegenheid/noun	knok/verb	op/adj	wagen/noun	Nicolas/name	ervaar/verb	besluit/noun	aandacht/noun	trek/verb	essentieel/adj	onderneem/verb	praat/verb	sprint/noun	ken/verb	overhaast/adj	altijd/adv	toon/verb	kwestie/noun	genoeg/adv	maar/vg	waarin/pp	stort/verb	tocht/noun	Dupuis/name	luk/verb	vergelijk/verb	heel/adv	toestand/noun	lever_op/verb	onderneming/noun	dergelijk/adj	vang/verb	ga_uit/verb	asymmetrische/adj	tal/det	zie_uit/verb	betref/verb	licht/prep	natuurlijk/adj	sport/noun	waarbij/pp	demonstreer/verb	grond_oorlog/noun	echter/adv
uit/prep	0.0	0.96408	0.81991005	0.8799691	0.66445136	0.9033599	0.7574631	0.932398	0.7148169	0.84476036	0.72341394	0.6798306	0.83635837	0.9432163	0.91644835	0.83120275	0.93151367	0.9116374	0.91672236	0.8642458	0.7194263	0.92220664	0.8804844	0.892803	0.72468215	0.91304	0.7592633	0.8374602	0.89103436	0.9404773	0.85623205	0.8533013	0.8855917	0.8627536	0.8676336	0.76932776	0.8603994	0.95124155	0.8380319	0.6910566	0.8026523	0.9630535	0.76860976	0.80237246	0.9056338	0.774809	0.9368787	0.95742077	0.93119884	0.91953325	0.91434604	0.8730755	0.8235127	0.83415365	0.8549124	0.80891186	0.7544125	0.84709096	0.8411057	0.76382494	0.8870085	0.9281249	0.76249266	0.8040097	0.89881355	0.90184677	0.9666416	0.88226265	0.7939111	0.9157155	0.8182333	0.91060233	0.7951544	0.88176936	0.8468173	0.7998364	0.8431832	0.8448356	0.7632927	0.89158607	0.87243944	0.8218092	0.8733351	0.8873408	0.9266875	0.8955865	0.95948386	0.74200934	0.8115017	0.7857685	0.85955906	0.77108324	0.79519767	0.8674916	0.8840902	0.9060703	0.8333419	0.88670045	0.9068906	0.83127904	0.9468821	0.84046	0.94201046	0.71173066	0.86649233	0.8674213	0.8826291	0.90758026	0.7605992	0.74707544	0.8097685	0.88805604	0.9213052	0.9348424	0.9524388	0.8558799	0.8377726	0.80356485	0.8621125	0.9161105	0.8682356	0.46928388	0.846673	0.8469536	0.9073288	0.8714964	0.9055467	0.7944218	0.84030944	0.92229503	0.9224169	0.81427807	0.8271877	0.8478184	0.8585563	0.87650543	0.87839293	0.8514687	0.8259052	0.87122595	0.85806096	0.791181	0.9213351	0.89599115	0.8922337	0.8971986	0.8947994	0.89519596	0.8271135	0.90190053	0.89385134	0.8636942	0.84073687	0.70885015	0.72708285	0.82909703	0.714394	0.89153075	0.9082988	0.83651197	0.8893818	0.92693466	0.9517715	0.91570884	0.94915766	0.8407721	0.8786056	0.86033344	0.93172204	0.9147266	0.8118057	0.9255021	0.8332849	0.87014157	0.8204613	0.82400954	0.68916726	0.8247074	0.91639495	0.70762366	0.8366314	0.75466037	0.8789643	0.968355	0.8344183	0.8606263	0.8596466	0.85286266	0.9475084	0.9598077	0.66201824	0.9188696	0.8734913	0.9046677	0.88405955	0.96047604	0.8974821	0.9151773	0.70746267	0.70005524	0.87898225	0.9020926	0.71390355	0.6417422	0.9509802	0.8671531	0.84344363	0.92443377	0.8850672	0.88084304	0.90723014	0.8534147	0.7835468	0.88986516	0.87911993	0.87404984	0.93686926	0.81704795	0.87690526	0.9145515	0.8302841	0.9311442	0.8968989	0.9500577	0.6520463	0.92109334	0.87986314	0.8432808	0.8540421	0.81796503	0.89079446	0.7635347	0.9393135	0.9401894	0.7845486	0.8796451	0.95881957	0.7711576	0.8717734	0.9042637	0.9062168	0.68223155	0.8521856	0.82921875	0.9400766	0.9001038	0.8729804	0.9413686	0.81525755	0.7478099	0.80488485	0.84690344	0.8138814	0.9559158	0.8117632	0.7993561	0.9792721	0.9054341	0.94562733	0.90819526	0.8709298	0.8004133	0.8139872	0.904812	0.872723
het/noun	0.96408	0.0	0.9342894	0.77538806	0.8914367	0.8795543	0.8629669	0.89486027	0.95996886	0.8936975	0.8717452	0.92228895	0.8372264	0.81639457	0.89956826	0.9873391	0.7577226	0.91341865	0.6745845	0.83447236	0.9165187	0.6433866	0.9178119	0.8811446	0.90414405	0.9344594	0.75665677	0.7126952	0.54270756	0.66297394	0.85131097	0.73941374	0.62536913	0.85329384	0.5400131	0.8248201	0.92081136	0.8407676	0.7452524	0.9549231	0.88651687	0.5069933	0.8587866	0.8558323	0.9432435	0.97686297	0.76271725	0.7287916	0.97844785	0.6356988	0.8926141	0.8617382	0.93268263	0.9574145	0.6820221	0.95599085	0.93419766	0.82952374	0.9041573	0.80575526	0.84834653	0.47308826	0.90454364	0.8897931	0.9239296	0.56115353	0.9697587	0.95813954	0.788481	0.79643476	0.8433701	0.8629495	0.9059498	0.8159279	0.75576216	0.91641915	0.9303751	0.7233262	0.91914624	0.65235484	0.84336257	0.8046518	0.8298521	0.9230443	0.53552175	0.76737696	0.53411883	0.85040057	0.73404086	0.7537446	0.86784506	0.9171065	0.8695633	0.73967254	0.5807873	0.7691914	0.9376173	0.6086545	0.43669593	0.90343904	0.4306894	0.8195061	0.76342267	0.8248759	0.90310013	0.62445754	0.4954527	0.42719358	0.7613287	0.9454298	0.7457522	0.7063327	0.7831621	0.8798607	0.46005625	0.7458687	0.70221007	0.7241844	0.88374406	0.83757883	0.9194919	0.88192517	0.9150446	0.6671877	0.7212455	0.9299617	0.7036705	0.82096845	0.81256485	0.5446232	0.93951833	0.61873686	0.86265135	0.59626937	0.827121	0.93603647	0.88006127	0.95325255	0.70610696	0.59620965	0.70198214	0.9180327	0.9071692	0.62166524	0.7745168	0.89019173	0.3402794	0.86217105	0.8745036	0.87933695	0.82124305	0.64751816	0.835708	0.97632056	0.94576573	0.89972484	0.75113463	0.89325744	0.9627939	0.9302514	0.7916946	0.9128765	0.6476109	0.77806777	0.56126237	0.9500606	0.74783313	0.72972965	0.85941684	0.5892268	0.841416	0.90868056	0.93104446	0.78510654	0.9078435	0.9436528	0.8937567	0.8905674	0.74189	0.92813504	0.98453724	0.90228796	0.7114023	0.8845648	0.6243655	0.76829255	0.9179112	0.58124626	0.7674328	0.78967035	0.89248013	0.76459163	0.9266584	0.99184686	0.9399736	0.75711274	0.96086514	0.8554449	0.86715055	0.98135424	0.90277225	0.98443055	0.8867415	0.9646627	0.49783194	0.7065687	0.8626001	0.87643296	0.89842117	0.7817691	0.75236964	0.7628169	0.8636036	0.6686063	0.81791234	0.531951	0.6131121	0.89048094	0.8913683	0.8013275	0.83310515	0.7266593	0.7320446	0.8324188	0.97761524	0.98274565	0.6004714	0.85076374	0.84654784	0.9185089	0.7249094	0.90327597	0.7649344	0.93655056	0.8116083	0.8198613	0.48522204	0.7791842	0.7163954	0.49591237	0.42169064	0.9216424	0.9498027	0.90462995	0.929726	0.6256244	0.8420303	0.54529524	0.81125104	0.7893516	0.87690675	0.77201015	0.810832	0.8552476	0.76901907	0.9090231	0.7037699	0.80076444	0.90692866	0.5442189	0.84190917	0.8774074	0.85040885	0.8474623	0.58969927
steek_over/verb	0.81991005	0.9342894	0.0	0.8659368	0.83201915	0.88314474	0.8743744	0.78171694	0.8325205	0.89388585	0.91793215	0.97540855	0.9727905	0.9102057	0.83389485	0.8611677	0.71699136	0.9145308	0.937929	0.84656	0.7069161	0.8896055	0.86296046	0.8760952	0.7267115	0.90367836	0.78452206	0.8272572	0.8930702	0.95114946	0.8886251	0.7985002	0.88663185	0.9616087	0.9043037	0.895437	0.85604894	0.9353659	0.9363267	0.785444	0.90365136	0.869238	0.66073626	0.94713986	0.9640562	0.4943028	0.9182683	0.90111727	0.9717942	0.8958169	0.87271345	0.9482056	0.6269262	0.770715	0.9527606	0.9575287	0.78164476	0.7814983	0.8543984	0.93581504	0.82858276	0.9170932	0.758144	0.789023	0.373788	0.91721946	0.942764	0.8416744	0.65697527	0.8930337	0.7304535	0.84440154	0.5154422	0.6893827	0.7937764	0.84745646	0.8909129	0.7477405	0.7841429	0.88005185	0.84221345	0.8228482	0.98851097	0.9220114	0.92862165	0.8256209	0.9427272	0.8171556	0.8022567	0.9022771	0.8332593	0.75649285	0.85673434	0.9140742	0.90346855	0.87834775	0.9574864	0.98059034	0.92026067	0.6300169	0.89582014	0.798174	0.91801566	0.7741383	0.80695736	0.9211637	0.9487972	0.8484905	0.8984176	0.97743773	0.94666976	0.9101569	0.84801626	0.98339546	0.92637736	0.93344223	0.8395218	0.8825804	0.81752706	0.89501613	0.74023956	0.83496034	0.76683146	0.86271477	0.97903067	0.8952674	0.8576824	0.82280123	0.7534559	0.9080079	0.96883816	0.89791477	0.8935804	0.87892646	0.92326456	0.9109374	0.9677121	0.44961864	0.86263937	0.8671893	0.76885605	0.7529603	0.89473	0.8276986	0.78479826	0.78195167	0.93916845	0.8619008	0.6102032	0.5937743	0.8525373	0.82790124	0.87792784	0.90219027	0.8161303	0.8789776	0.860349	0.90937215	0.94380337	0.6713741	0.8610685	0.94574785	0.8891313	0.9404342	0.9163043	0.9121337	0.8828628	0.8759855	0.8141389	0.8379888	0.73282754	0.9461106	0.7258799	0.889671	0.85584354	0.7441473	0.62445456	0.9284857	0.853307	0.76603246	0.9249754	0.8669815	0.83986324	0.9031834	0.88571244	0.86820894	0.9822689	0.9072581	0.8941589	0.859028	0.613161	0.9114232	0.60414165	0.79639804	0.8197841	0.88080704	0.90410465	0.8211223	0.9029671	0.8392492	0.9178527	0.8396429	0.8485871	0.7786144	0.939769	0.6148774	0.7990099	0.8847603	0.7856096	0.92815214	0.7192596	0.6752225	0.81143844	0.83175784	0.822826	0.84936917	0.85116446	0.9514596	0.9210017	0.96218795	0.78298557	0.9439747	0.8975258	0.90901	0.6391216	0.94284034	0.7773131	0.85240865	0.8901983	0.7489877	0.9511117	0.68627757	0.88355464	0.8873288	0.8463753	0.90336144	0.8774353	0.892816	0.9407464	0.8431531	0.91537106	0.84331656	0.76493657	0.57596326	0.9028413	0.9198609	0.8360032	0.8699343	0.8628002	0.9597577	0.8767208	0.82783353	0.6809918	0.88445026	0.8732914	0.81303096	0.92146564	0.9033403	0.9599374	0.9574553	0.9214684	0.7936076	0.88251317	0.8247331	0.9004473
ieder/det	0.8799691	0.77538806	0.8659368	0.0	0.8556464	0.79655707	0.83252084	0.85543704	0.9059864	0.74139744	0.73000914	0.9060688	0.8053909	0.8686708	0.7959162	0.7827587	0.77497566	0.9171944	0.82035744	0.78539824	0.89601284	0.79068613	0.90676546	0.88393426	0.72077954	0.8562821	0.69096196	0.77747726	0.7468133	0.80821294	0.7795983	0.78230774	0.788648	0.74323356	0.89053726	0.7646329	0.82938945	0.89394224	0.7695576	0.7770976	0.80001795	0.7724962	0.9226984	0.8048739	0.8693225	0.82284737	0.8350033	0.84391487	0.9380282	0.82936877	0.78137845	0.79527634	0.80082875	0.85269284	0.78739285	0.7977454	0.87009203	0.8211216	0.74415886	0.7562141	0.23725402	0.76409006	0.8738547	0.93401587	0.8501357	0.62886435	0.90815973	0.83588606	0.8593922	0.8733248	0.7188817	0.73940027	0.8572229	0.91699475	0.5816524	0.8399111	0.8078242	0.7531432	0.7683898	0.85566187	0.8039147	0.8138837	0.88500047	0.87699497	0.780553	0.79036295	0.830807	0.5657538	0.81515616	0.75004774	0.7843696	0.729828	0.90777844	0.7780199	0.7120998	0.85564303	0.7964117	0.8523525	0.71106756	0.7287997	0.78325915	0.74771583	0.86060846	0.8352358	0.83749807	0.7538409	0.74814606	0.67126936	0.7290436	0.8757541	0.7699701	0.77330816	0.8360041	0.84075606	0.7153933	0.82543916	0.7917793	0.88508093	0.70741713	0.9154566	0.784176	0.85526145	0.8150943	0.78904295	0.89228934	0.87155485	0.7635459	0.726768	0.8289095	0.8334937	0.6967231	0.7163427	0.7551506	0.7240566	0.8790781	0.83902377	0.79901326	0.8598008	0.7152053	0.7654695	0.8550122	0.7201496	0.90999746	0.7820768	0.75447655	0.8261508	0.7263812	0.91440636	0.7331046	0.8697569	0.7531209	0.6297929	0.83987933	0.8936702	0.7699277	0.7056833	0.7979938	0.9076146	0.8927548	0.85358155	0.81594014	0.9014425	0.81622064	0.8596492	0.6883764	0.8894491	0.80667216	0.79544103	0.90431625	0.76970184	0.8456759	0.6478665	0.795187	0.8919589	0.72319937	0.85758656	0.83797735	0.8016263	0.82996213	0.91135895	0.82213056	0.854906	0.81356406	0.87561166	0.72869706	0.82664424	0.903805	0.7506604	0.7687168	0.85301065	0.901101	0.728264	0.7836338	0.8859222	0.8519084	0.77661043	0.9036914	0.82655734	0.8647777	0.9565197	0.85513276	0.8849658	0.8068372	0.85574174	0.82325435	0.71722454	0.6892332	0.92449373	0.8524598	0.73960006	0.7653464	0.6774614	0.80205953	0.85530835	0.64167076	0.69925255	0.82843405	0.8568339	0.6304344	0.8532942	0.7981052	0.8773615	0.5912112	0.958614	0.9111113	0.9093391	0.7261658	0.87816447	0.8088132	0.86118364	0.77998567	0.8375392	0.8019825	0.87272674	0.70244026	0.9120637	0.715233	0.89048946	0.8120614	0.74724853	0.71286094	0.7202724	0.9083354	0.8485306	0.8928081	0.7967119	0.73239565	0.7826543	0.83676505	0.746142	0.7797994	0.7494242	0.8161802	0.8565182	0.76048124	0.6526506	0.7720795	0.8381877	0.9221645	0.73578244	0.6393442	0.69190717	0.806007	0.822806	0.7199701
bevrijd/verb	0.66445136	0.8914367	0.83201915	0.8556464	0.0	0.89713323	0.77205837	0.9084585	0.62726676	0.8830792	0.7435634	0.89839834	0.8521167	0.9346473	0.83430433	0.73644495	0.81693816	0.93164223	0.88209414	0.7307807	0.55770093	0.85697496	0.91883236	0.82084775	0.6857995	0.8603682	0.63015074	0.8475765	0.90223354	0.88206947	0.8199444	0.82368326	0.8074341	0.91189224	0.9185898	0.91020155	0.82134485	0.94879025	0.93988657	0.702654	0.7509671	0.9050826	0.6088854	0.8121994	0.9377085	0.7436404	0.8010698	0.9062847	0.9391592	0.8824237	0.8429155	0.9519009	0.86574537	0.6549268	0.8114885	0.93719983	0.62431186	0.7269794	0.8849411	0.69107914	0.8614714	0.924433	0.6285282	0.5604669	0.9164462	0.8351263	0.9232141	0.9787568	0.8147099	0.81634367	0.8531939	0.7559068	0.8354038	0.7973725	0.8250164	0.6498701	0.9301723	0.91646266	0.824466	0.7736263	0.7674322	0.81369823	0.89122045	0.67693263	0.89663833	0.8647994	0.9099747	0.81104004	0.6433236	0.7881738	0.7404442	0.873271	0.5362272	0.9209265	0.8399483	0.75162315	0.8132006	0.8963597	0.87862355	0.9007017	0.91808134	0.87467325	0.8567245	0.79934776	0.9387754	0.9267109	0.9290461	0.8383961	0.79546446	0.95431185	0.76148427	0.8320429	0.8976624	0.8721435	0.9016533	0.8659442	0.77414274	0.81188095	0.7778258	0.97380644	0.97078604	0.81637734	0.75098866	0.7666949	0.9175957	0.8609225	0.7861614	0.8364601	0.8814263	0.7933541	0.9063487	0.8349395	0.922036	0.85615975	0.7002107	0.82909536	0.84880954	0.93485916	0.9110511	0.8185632	0.83569455	0.88471	0.87295663	0.8830868	0.85070413	0.75378406	0.9130287	0.83513665	0.7595193	0.8205192	0.8671844	0.9351342	0.76949906	0.8178637	0.7115759	0.9239909	0.74560595	0.91716623	0.7997781	0.7030611	0.8610408	0.87758	0.89389634	0.87182415	0.88029516	0.94579333	0.906638	0.79261035	0.8336036	0.80906236	0.8079142	0.9231839	0.73659766	0.8747549	0.8295711	0.7940731	0.6726315	0.9458965	0.82927626	0.64247906	0.6936047	0.816283	0.875369	0.8882131	0.7231619	0.88040715	0.95879805	0.9067575	0.9306531	0.9194531	0.62168384	0.9032415	0.83188486	0.76841843	0.78579926	0.87677294	0.97993076	0.9075684	0.63166356	0.48816705	0.93602234	0.9381526	0.79316175	0.6880474	0.9068773	0.7923906	0.85273206	0.951836	0.9278909	0.7726164	0.9261695	0.7969802	0.57039505	0.79366714	0.80861247	0.84424686	0.90854156	0.9400888	0.81990886	0.86337465	0.81014764	0.93469006	0.82916975	0.93219286	0.6318789	0.9549311	0.7530738	0.8799967	0.89803267	0.79695016	0.82513505	0.7545601	0.8100188	0.89967656	0.80225766	0.8540012	0.88316953	0.89609367	0.8134872	0.8204877	0.8200264	0.712759	0.91170007	0.84674525	0.9462545	0.79403496	0.71149516	0.89744157	0.7337358	0.870742	0.88517046	0.76173913	0.7167692	0.9445962	0.8497368	0.9095535	0.9380505	0.8210178	0.9084457	0.921234	0.95690244	0.78344667	0.7689792	0.8670782	0.8045633
paar/noun	0.9033599	0.8795543	0.88314474	0.79655707	0.89713323	0.0	0.8522268	0.7691408	0.9283198	0.87074983	0.92570806	0.884122	0.9343975	0.78455925	0.78331274	0.9228134	0.877777	0.94287634	0.8810805	0.8651478	0.92015916	0.87240666	0.94619805	0.78919524	0.88359916	0.8600724	0.80106246	0.84085953	0.7810836	0.83628607	0.86088	0.78090954	0.8342138	0.9296795	0.9229338	0.84804386	0.44072896	0.77962124	0.8643049	0.81372434	0.9294514	0.82119983	0.7844108	0.8854995	0.8643161	0.91161156	0.8975653	0.80967534	0.9678668	0.87253296	0.8553971	0.85763806	0.80726874	0.896237	0.9037607	0.8769171	0.8957718	0.86454964	0.82780665	0.8466708	0.7091236	0.771549	0.8702895	0.9267287	0.9015468	0.87767595	0.91235375	0.85325897	0.8363634	0.9171647	0.7102833	0.8663665	0.8794449	0.72712946	0.74677837	0.90212286	0.7787434	0.88299906	0.65630233	0.70557994	0.8573352	0.71454155	0.94868016	0.9205307	0.9309174	0.60769767	0.7504957	0.6485329	0.8364353	0.890257	0.89684784	0.7658017	0.8943862	0.84455407	0.86916244	0.92261696	0.9106322	0.8711324	0.80251664	0.7473415	0.8431137	0.8292557	0.94525623	0.9285625	0.88719314	0.8437036	0.8834748	0.7394061	0.8630513	0.9448286	0.89876485	0.80300677	0.89191437	0.95957637	0.8171476	0.9010619	0.89774364	0.8620943	0.33393562	0.8247623	0.9601335	0.8995124	0.87655646	0.8240448	0.89858294	0.94369745	0.83379006	0.8731262	0.8597901	0.9119243	0.64897037	0.8408707	0.85985845	0.7845836	0.9407802	0.7972188	0.90826315	0.91010076	0.8231193	0.85485023	0.84619033	0.7927511	0.9659631	0.86223614	0.7814479	0.9406873	0.8414749	0.98925716	0.6878631	0.9447084	0.90369976	0.8867427	0.9346399	0.9029066	0.7919798	0.75593483	0.8448233	0.938988	0.9459423	0.8378279	0.91721743	0.97300196	0.7367302	0.865697	0.8257675	0.8660663	0.75563544	0.7951821	0.9236783	0.8637892	0.7922758	0.88755614	0.894481	0.87350327	0.9226645	0.91377974	0.94495434	0.80231833	0.9238021	0.8349192	0.94230425	0.8629975	0.8453177	0.9876737	0.849738	0.8402454	0.833073	0.85429966	0.70075047	0.9017616	0.91360587	0.79517174	0.6536304	0.5988341	0.90334034	0.8642331	0.89319074	0.8723011	0.93810254	0.8343091	0.8850638	0.8618274	0.91943944	0.8398709	0.9148393	0.7853639	0.73494124	0.84678566	0.8114565	0.83766234	0.78425825	0.89340657	0.9194808	0.84521365	0.85648835	0.7439033	0.574295	0.7833128	0.93087643	0.8797613	0.8613919	0.91734177	0.91910434	0.82052374	0.77472705	0.9284749	0.8429691	0.84731424	0.8747246	0.8751153	0.91650546	0.9218365	0.7481835	0.8470732	0.8791329	0.91735584	0.81071293	0.8589423	0.87150294	0.74072766	0.74387825	0.8618617	0.899079	0.69356406	0.9417704	0.8621272	0.8985869	0.8129327	0.92948455	0.7930864	0.93197143	0.86073405	0.8373154	0.9665597	0.9457787	0.7999889	0.94889164	0.92261744	0.9701517	0.9031576	0.7275642	0.86976814	0.9425035	0.8325306	0.81050587
poging/noun	0.7574631	0.8629669	0.8743744	0.83252084	0.77205837	0.8522268	0.0	0.861686	0.8510319	0.841252	0.80975825	0.90327364	0.8572273	0.91843134	0.8913171	0.89999694	0.8169699	0.82316166	0.85248876	0.69061303	0.83736324	0.88552105	0.9368179	0.837162	0.7270461	0.865203	0.5324145	0.8395871	0.8634734	0.8162719	0.85758245	0.8391239	0.85373753	0.8573762	0.9340163	0.7926734	0.8240944	0.88257086	0.8040898	0.77632034	0.73693836	0.8790593	0.83841753	0.8212262	0.87285024	0.85841656	0.6644074	0.9150874	0.8269193	0.79589814	0.79117894	0.8490449	0.68129736	0.792188	0.76972455	0.90709186	0.71620405	0.7041888	0.90172714	0.703378	0.8847961	0.826321	0.73756415	0.7678391	0.82334226	0.80983466	0.97195834	0.9529667	0.8692814	0.8448099	0.83189386	0.8539875	0.77563655	0.88016707	0.9085337	0.81593984	0.80802166	0.879486	0.7873916	0.8010822	0.75615436	0.8509803	0.845297	0.80861485	0.93631405	0.8334255	0.89592034	0.7973145	0.7730892	0.74696857	0.8269929	0.71586293	0.9130786	0.88641113	0.90157557	0.84170115	0.7570169	0.78206563	0.8306263	0.85744846	0.88432884	0.79418826	0.83677554	0.81707954	0.79439485	0.8965847	0.93980193	0.8096216	0.8000982	0.910358	0.7157378	0.8513696	0.90014756	0.88345444	0.91775286	0.7359431	0.73203266	0.88098985	0.77818084	0.8983635	0.971323	0.8864727	0.82037914	0.75532913	0.7636106	0.8363364	0.7707432	0.78657454	0.84125185	0.85395795	0.865309	0.7834977	0.8051917	0.85495734	0.8139763	0.7324958	0.75444555	0.8816116	0.8650694	0.7645043	0.73078334	0.7688062	0.8764947	0.81965	0.935494	0.814021	0.89222366	0.7941049	0.91047335	0.7930381	0.85446715	0.87918484	0.7393286	0.9047065	0.7232295	0.7936988	0.5760156	0.8042085	0.94952214	0.75231075	0.77757376	0.7749243	0.85311127	0.9006177	0.8120281	0.92879707	0.83656716	0.73436856	0.8605095	0.8348748	0.6686722	0.89498955	0.7744334	0.8361831	0.835749	0.8401379	0.8096743	0.8512517	0.74936616	0.823197	0.92114604	0.94595134	0.9588198	0.89360166	0.8470099	0.8836426	0.90344936	0.92970216	0.85275185	0.8415839	0.82861847	0.77545637	0.904638	0.84901667	0.8078171	0.8128256	0.98751795	0.7367441	0.78041124	0.8539397	0.9571378	0.95434916	0.72679436	0.8589287	0.9450892	0.7221067	0.76086026	0.9066392	0.8315325	0.8425249	0.896037	0.7989954	0.6113103	0.83181095	0.88677263	0.8168666	0.8762029	0.85112286	0.9311364	0.9237126	0.7211139	0.8381766	0.72077566	0.8811459	0.8647213	0.91614753	0.85618806	0.72055686	0.90252066	0.8443806	0.84804505	0.6020491	0.8280986	0.9224327	0.8433655	0.75959766	0.91270983	0.7391213	0.7973296	0.81483746	0.74617153	0.7745628	0.886829	0.6705565	0.92570937	0.7329989	0.8556547	0.9487727	0.7407234	0.80431557	0.7325467	0.80491066	0.6450555	0.8897623	0.9137318	0.71443886	0.9534403	0.9289211	0.8767391	0.9143307	0.874548	0.79619926	0.76796913	0.8508029	0.81675214
