	dam_in/verb	word/verb	bewondering/noun	Brusselaars/noun	die/pron	geluk_zoeker/noun	rond/prep	sprinkhaan/noun	hos/verb	rep/verb	100/num	VTM/name	vorm/verb	als/prep	militair/noun	storm_aan/adj	bezoek/verb	barbaars/adj	schuifel/verb	nog/adv	zo'n/det	bewonderaar/noun	fotograaf/noun	gevolgd/adj	immigrant/noun	mentaal/adj	omringd/adj	Amerikaan/noun	grijp_aan/verb	journalist/noun	voetbalelftal/noun	hoog/adj	blijf_thuis/verb	huurling/noun	neem_weg/verb	confrontatie/noun	Stephanie/name	aap/noun	krijg_heen/verb	ere_podium/noun	steward/noun	spreiding/noun	boos/adj	BMW/name	zoveel/det	kom_terecht/verb	kom_uit/verb	belaag/verb	vlieg/noun	blauw/adj	advocaat/noun	pelgrim/noun	sla_weg/verb	achter/prep	Aziatisch/adj	aanbieder/noun	natie/noun	sta_klaar/verb	loop_uit/verb	naar/prep	atleet/noun	betoger/noun	realiseer/verb	trek_aan/verb	sprong/noun	razend/adj	loop_rond/verb	laat_los/verb	scholier/noun	wacht_op/verb	slaaf/noun	kind/noun	woest/adj	werp_op/verb	podium/noun	lastig/adj	achtervolg/verb	vul/verb	stad/noun	win/verb	enorm/adj	parkoers/noun	die/det	poets_vrouw/noun	verdring/verb	omring/verb	zit_achterna/verb	bedreig/verb	medaille/noun	München/name	stedebouwkundig/adj	breng_op/verb	volg/adj	ren/verb	Mongools/adj	arm/adj	verzamel/verb	voorlaatst/adj	dijk/noun	neem/verb	stouw_vol/verb	wetenschapper/noun	dronken/adj	verspring/verb	jongere/noun	bestorm/verb	ondernemer/noun	Robin/name	en/vg	punt/noun	110/num	belegger/noun	bacterie/noun	achtervolgd/adj	zwijn/noun	verscholen/adj	spring/verb	sprint/noun	deze/det	laat/adj	krijg_heer/noun	blank/adj	tweede/num	wat/det	voorspelbaar/adj	vergezel/verb	stuif/verb	moet/verb	man/noun	kat/noun	snel_toe/verb	vrouw/noun	belangrijk/adj	wacht/verb	vracht_wagen/noun	zie/verb	Westen/name	gevecht/noun	overrompel/verb	meid/noun	stuur_af/verb	buitenlands/adj	heel/adj	bodem/noun	sprint/verb	Osama/name	vooruitzicht/noun	leg_af/verb	El/name	loop/verb	meisje/noun	verslaggever/noun	spurt/noun	struikel/verb	val_aan/verb	reeks/noun	op/prep	wek/verb	dame/noun	door/prep	grootouder/noun	mens/noun	bezoeker/noun	pluimage/noun	toeschouwer/noun	hoef/verb	overspoel/verb	poging/noun	dakloze/noun	tien/num	over/prep	gesteund/adj	ultiem/adj	versla/verb	tegen/prep	zwaai/adj	toerist/noun	procedureel/adj	overleef/verb	trek/verb	enig/adj	lol_broek/noun	insect/noun	val_binnen/verb	opstand/noun	formeel/adj	gebied/noun	supporter/noun	kom/verb	juich_toe/verb	tiener_meisje/noun	voor/prep	meter/noun	negende/num	burger/noun	zonder/prep	onttrek/verb	de/det	barbaar/noun	eerste/num	geplunderd/adj	hulpverlener/noun	stroom_toe/verb	zwerm/verb	Sisters/name	60/num	lok/verb	tiener/noun	Brit/noun	tussen/prep	Engelsman/noun	christen/noun	kakkerlak/noun	nationalist/noun	pers/noun	laag/adj	18-jarigen/adj	kijk_toe/verb	610/num	400_meter/noun	ken/verb	indrukwekkend/adj	langs/prep	politicus/noun	trouw/adj	volg/verb	beeld/noun	daal_af/verb	een/det	Duitsland/name	concentreer/verb	zet_neer/verb	tientallen/noun	sta/verb	opgejaagd/adj	paparazzi/noun	vierhonderdduizend/num	cameraploeg/noun	fan/noun	vermom/verb	400/num	Allen/name	plaag/verb	zwart/adj	angst/noun	hooligan/noun	drop/verb	grut/noun	vluchteling/noun
dam_in/verb	0.0	0.8253605	0.88765424	0.85649097	0.75528693	0.8062519	0.8488547	0.86803854	0.9342201	0.7994428	0.9344382	0.93997407	0.7896259	0.844398	0.8111594	0.8554724	0.85409254	0.7731345	0.9051738	0.8863979	0.8471816	0.874735	0.92249006	0.8649235	0.7369535	0.89214927	0.87832415	0.8425885	0.7692284	0.8712281	0.90447575	0.81881785	0.8314206	0.8384262	0.7818202	0.84954524	0.94046426	0.86597157	0.8216774	0.9366486	0.84546393	0.7468689	0.8627636	0.92349166	0.8268152	0.83258915	0.89050424	0.81663233	0.85666806	0.92109233	0.8787443	0.8676826	0.8653293	0.9225817	0.80461615	0.82086	0.80484265	0.8457216	0.8730783	0.85332084	0.91677105	0.8361158	0.8648482	0.83136666	0.8841208	0.8584387	0.88107693	0.84953415	0.8646716	0.8891064	0.8664244	0.87747765	0.8076886	0.79206073	0.9333128	0.8695606	0.8767277	0.9044595	0.8348861	0.9235401	0.7949605	0.9153093	0.82178295	0.9293541	0.8203797	0.8598872	0.9066875	0.75865185	0.9322498	0.92274654	0.86416554	0.88892823	0.8996287	0.894177	0.8786249	0.8149689	0.88496983	0.9315071	0.8547692	0.88396704	0.9127884	0.839539	0.87744147	0.9319258	0.8125633	0.81440294	0.7978293	0.9349928	0.7563575	0.9290117	0.9136804	0.8255606	0.8146664	0.8921548	0.8654703	0.8718055	0.90400445	0.9285581	0.82093924	0.9166231	0.79529625	0.85007024	0.92461133	0.85737175	0.84546703	0.8617928	0.89875907	0.8266045	0.8982994	0.9070879	0.9233924	0.8798976	0.85075694	0.8714484	0.8855031	0.90414995	0.7528834	0.8255494	0.8464806	0.88004756	0.8113636	0.79243726	0.89519584	0.87170047	0.8858939	0.8663855	0.83538383	0.9073496	0.925164	0.88186866	0.8940219	0.8861727	0.955715	0.84151614	0.78923345	0.89397347	0.8736062	0.83125514	0.9130633	0.74631965	0.9091456	0.849902	0.886997	0.9054791	0.9372351	0.8758328	0.7541745	0.7994202	0.8069598	0.91054	0.7959147	0.79261243	0.8626842	0.89309347	0.77107304	0.8969075	0.8261762	0.8620913	0.8290847	0.8878642	0.85139084	0.94936186	0.8433358	0.8382508	0.75923896	0.7785362	0.7497653	0.9009708	0.8768854	0.7969335	0.8708375	0.7928152	0.9440043	0.9311654	0.7721957	0.8088588	0.7704626	0.7150686	0.878864	0.9193965	0.92971313	0.7970511	0.82815385	0.90938926	0.9595895	0.93588555	0.8628715	0.8716653	0.8617544	0.8244201	0.90042156	0.8287814	0.87042224	0.77844155	0.8667574	0.8230275	0.90950644	0.87380093	0.951453	0.9509745	0.86111045	0.90450597	0.9029449	0.82119846	0.89365274	0.86803097	0.880145	0.86804914	0.8039854	0.83999443	0.82877636	0.91216785	0.82212055	0.9407895	0.82495403	0.89918953	0.88598365	0.8763859	0.90525454	0.8820951	0.9124073	0.9066644	0.74024737	0.8900836	0.74048746	0.811501	0.83263296	0.91909736	0.74324435
word/verb	0.8253605	0.0	0.88876116	0.7731159	0.6355758	0.8597014	0.81704026	0.8529386	0.9154454	0.84293	0.8568092	0.86008275	0.8902719	0.7856569	0.7252595	0.8090424	0.8414328	0.79862905	0.88206816	0.8013977	0.8279201	0.8622533	0.86331785	0.8770344	0.78402734	0.8713344	0.8620597	0.7712817	0.8624015	0.805822	0.8598945	0.85897315	0.8281059	0.8137603	0.8678184	0.8631462	0.882179	0.7622417	0.8406821	0.8904629	0.74359465	0.8084127	0.8740972	0.7902187	0.8547708	0.82793856	0.8719696	0.8163399	0.8157537	0.87502	0.803005	0.8012606	0.87371635	0.8908669	0.837967	0.7853473	0.80952007	0.8322129	0.88265204	0.8404474	0.7938263	0.74843353	0.8278917	0.9121204	0.85497177	0.82180476	0.86793685	0.84853595	0.79447734	0.8572962	0.7663053	0.79423594	0.8427537	0.84518766	0.8610133	0.8166638	0.8119493	0.8653257	0.8027681	0.91749376	0.8479836	0.81977886	0.70377564	0.77906615	0.8650981	0.8557875	0.86290646	0.8139029	0.8864994	0.89815146	0.7509841	0.88857913	0.7655528	0.8597586	0.86509585	0.8535936	0.8356985	0.86574626	0.80270684	0.86875474	0.87541175	0.7665814	0.72995555	0.878544	0.7579441	0.7975218	0.76504344	0.9144622	0.76304495	0.9116603	0.8438875	0.80199635	0.7136543	0.88037694	0.8035515	0.86724293	0.88128823	0.88492465	0.7271068	0.81177276	0.75779104	0.8184306	0.8932747	0.8591726	0.8381151	0.85246414	0.8553478	0.55638766	0.69669175	0.8330195	0.8878171	0.75743145	0.88780165	0.85696685	0.71668273	0.89099056	0.8088027	0.8305378	0.8646076	0.86123246	0.8451625	0.820488	0.8165564	0.83238417	0.8820248	0.81037474	0.86730665	0.8405266	0.9057865	0.86037093	0.7880292	0.8713855	0.8810341	0.8432108	0.8082097	0.8110251	0.8109613	0.8898192	0.8271897	0.60202074	0.8117241	0.75483066	0.82226837	0.8966762	0.8648074	0.8315629	0.83835155	0.78206146	0.74049157	0.83762	0.8672514	0.87896156	0.86159366	0.92923546	0.8600712	0.8835983	0.80544317	0.80289686	0.8711612	0.8863363	0.9072484	0.89620876	0.7582977	0.7960851	0.82411987	0.71204585	0.7699497	0.8288754	0.8413885	0.8658744	0.79315853	0.794072	0.90696007	0.8689778	0.72522986	0.81907904	0.8480264	0.80634165	0.8472203	0.8675711	0.8458797	0.71413517	0.8291966	0.8910612	0.909179	0.9148692	0.8894757	0.73355573	0.7833911	0.86505413	0.83062196	0.8351364	0.838321	0.7937148	0.79806113	0.861455	0.836344	0.88067514	0.92908317	0.9210673	0.9114744	0.8579417	0.84680617	0.80063534	0.8748798	0.80986875	0.78142	0.8589243	0.74670964	0.8649105	0.86678874	0.8927873	0.7059449	0.8625469	0.85824007	0.83527607	0.84278905	0.80751884	0.8538994	0.865997	0.8287303	0.86870074	0.84876317	0.880307	0.82929695	0.7103586	0.84761024	0.85768855	0.78511685
bewondering/noun	0.88765424	0.88876116	0.0	0.8571687	0.7409119	0.867138	0.93337846	0.9013203	0.91766435	0.8305293	0.94261	0.9218966	0.8844881	0.7493469	0.89815843	0.79878116	0.87314856	0.8358073	0.8496431	0.86041284	0.85380197	0.6257043	0.7728708	0.8744179	0.86291957	0.81311697	0.7984537	0.8042058	0.8262127	0.7842496	0.8882583	0.8956247	0.85163176	0.8621756	0.87836397	0.82667047	0.88837194	0.83987844	0.8437507	0.909552	0.88413286	0.89089763	0.7996465	0.92983127	0.7370727	0.93294305	0.91693574	0.83973324	0.84656227	0.8846579	0.8837353	0.8525384	0.89064974	0.8687507	0.8589548	0.89593184	0.8075784	0.8594476	0.91963863	0.9001065	0.8373813	0.8798267	0.90602463	0.862561	0.853765	0.7945975	0.83020794	0.8150636	0.8972184	0.84231925	0.8328556	0.8834743	0.7877822	0.8399411	0.8301923	0.8421418	0.86432713	0.8779384	0.92175525	0.8859309	0.78293467	0.8840299	0.78124124	0.8903653	0.80071586	0.76973116	0.8963825	0.88323945	0.8890781	0.9360344	0.8755835	0.8170996	0.94049406	0.8671844	0.8591126	0.8695482	0.85918695	0.9090813	0.9042213	0.9152825	0.88636845	0.81528574	0.89325994	0.87728035	0.87140274	0.86036086	0.8511498	0.8416916	0.73720086	0.9212992	0.9262426	0.8411838	0.904858	0.8992857	0.8505759	0.83806026	0.8834643	0.8724645	0.8305253	0.9305767	0.8646647	0.8127712	0.9168218	0.8241806	0.82898843	0.7954566	0.8863126	0.8667962	0.8734159	0.86715573	0.8931174	0.8533632	0.8821523	0.9031593	0.9331295	0.81522864	0.8068619	0.87202185	0.83554053	0.79604256	0.8489923	0.84918094	0.88205653	0.8914143	0.8413049	0.84721124	0.9182373	0.8883089	0.9318169	0.9216038	0.8707961	0.83767456	0.885371	0.83423454	0.83869565	0.891406	0.92250603	0.7719675	0.8299421	0.8052246	0.82738996	0.8151278	0.8774085	0.84596896	0.81799716	0.8455337	0.8637372	0.8771205	0.87315416	0.93280256	0.79713964	0.84145623	0.81388247	0.8505114	0.88949984	0.8401778	0.84194994	0.9055915	0.8729052	0.8916221	0.8682216	0.8453717	0.8591147	0.90600693	0.8722405	0.88352084	0.91739655	0.83048147	0.91321445	0.7737642	0.8541289	0.8394779	0.961939	0.90413815	0.839196	0.8580688	0.8576398	0.83950984	0.8383347	0.9260456	0.94203645	0.8549203	0.8618173	0.9046685	0.88750243	0.947406	0.8844273	0.8413461	0.8235421	0.88710034	0.8249686	0.85105354	0.8784004	0.8344898	0.82124466	0.9222841	0.93424386	0.7881768	0.9674447	0.94536084	0.79143584	0.75918186	0.9296982	0.7598989	0.7983422	0.89521545	0.79931545	0.8486062	0.8301111	0.9151491	0.8937518	0.8297887	0.8718684	0.89125085	0.85450214	0.8627772	0.92143506	0.8387505	0.76030636	0.8723106	0.93480647	0.8144028	0.82925355	0.87283444	0.71576405	0.8747247	0.8723836	0.9017655	0.9157339
Brusselaars/noun	0.85649097	0.7731159	0.8571687	0.0	0.7745639	0.85842264	0.81744516	0.8737044	0.8887371	0.83299106	0.8393308	0.8504244	0.85819423	0.8546339	0.86617976	0.813538	0.85531425	0.88242227	0.852843	0.7503303	0.81040305	0.84230626	0.8650827	0.82848716	0.80480283	0.82419026	0.84823364	0.7846067	0.8487821	0.84991163	0.8396237	0.8447827	0.803615	0.8222341	0.8440149	0.7808373	0.85212487	0.82123405	0.8310348	0.83755076	0.7525054	0.7833175	0.8654483	0.8614929	0.81603813	0.88160384	0.85438275	0.8408979	0.814415	0.8993296	0.9003766	0.7795793	0.8536123	0.8849957	0.82437015	0.8310307	0.82026553	0.8261056	0.7316183	0.8246712	0.7665071	0.791517	0.86938334	0.8335677	0.8408179	0.845402	0.8138224	0.8461727	0.75979507	0.84975487	0.85115206	0.8159839	0.8461431	0.8391323	0.8232259	0.8283114	0.83487034	0.8552346	0.76860404	0.7384546	0.8312804	0.8112606	0.76239264	0.837605	0.8216879	0.8268167	0.9023111	0.86812997	0.82638776	0.79194254	0.8212718	0.8288059	0.8027737	0.8509665	0.8707013	0.82170624	0.82252246	0.7326585	0.8269372	0.8604213	0.8977324	0.83138204	0.86454934	0.830318	0.7115157	0.8216744	0.7567861	0.8627196	0.75812435	0.7116862	0.84293675	0.8023002	0.8534835	0.8966554	0.8572046	0.86350405	0.85226214	0.82977915	0.8094958	0.7983937	0.8588356	0.82084966	0.7322197	0.8025626	0.8402622	0.8307677	0.84970677	0.7760191	0.8212708	0.84470916	0.8926855	0.8177114	0.8470023	0.8210382	0.8295176	0.86547107	0.8432877	0.86229235	0.7975022	0.8118221	0.8941721	0.82739395	0.8431824	0.8322828	0.8049651	0.91719925	0.84094846	0.84457624	0.8447937	0.84570825	0.8370038	0.8970195	0.81261504	0.8085687	0.87232536	0.8125681	0.79156184	0.8655213	0.833706	0.80669427	0.8248243	0.7474456	0.6437768	0.8671881	0.73615426	0.85447687	0.83416146	0.85583293	0.7825875	0.80550385	0.8479772	0.84220344	0.80808544	0.79798734	0.7402005	0.8719822	0.76909596	0.878118	0.8601146	0.79940987	0.83204436	0.8960687	0.821293	0.8698681	0.8742598	0.83489823	0.83930105	0.7292833	0.8128144	0.8317363	0.8392299	0.7591388	0.8407163	0.80099195	0.7789228	0.81229424	0.86799	0.76697063	0.89333075	0.7651144	0.9071816	0.80589545	0.8058496	0.8889059	0.9075084	0.83213687	0.7911381	0.79503715	0.78208387	0.806036	0.7536836	0.82363546	0.84980386	0.7862946	0.8219668	0.8517441	0.84357274	0.8362513	0.9020472	0.87368095	0.84349173	0.82527024	0.8365204	0.7764494	0.8350905	0.8366023	0.8725041	0.8574823	0.7648135	0.8644704	0.81559855	0.81968224	0.8364858	0.8197207	0.8497762	0.85698557	0.85519624	0.819895	0.77207065	0.89480144	0.8565304	0.8792975	0.8304862	0.8896941	0.8649016	0.7858	0.8058502	0.87752825	0.8358413
die/pron	0.75528693	0.6355758	0.7409119	0.7745639	0.0	0.7765347	0.8139087	0.81186426	0.86394143	0.7655343	0.8660084	0.8844001	0.75493574	0.5733297	0.6700151	0.7440672	0.73913765	0.71416986	0.79249954	0.83595145	0.6746028	0.70000297	0.7303661	0.83168936	0.66436815	0.793452	0.6823362	0.71070004	0.761247	0.6601101	0.82115376	0.8273084	0.7794856	0.7191237	0.8271023	0.79675484	0.854914	0.72135186	0.77793634	0.87206334	0.7270507	0.77349484	0.74467885	0.8313705	0.66685414	0.7734794	0.87517816	0.6136146	0.7697169	0.8106408	0.7902877	0.7292136	0.82380027	0.8056063	0.68842363	0.74380374	0.71871865	0.7251878	0.88840735	0.8518857	0.7355772	0.7411394	0.8719825	0.7540096	0.85500914	0.75254154	0.68954647	0.7694909	0.71484816	0.7202705	0.67295986	0.70427275	0.75698024	0.7307465	0.79894936	0.8008597	0.72764355	0.7914089	0.77155894	0.9067571	0.73905015	0.8485952	0.58816254	0.7893292	0.7047403	0.6529905	0.766009	0.69261295	0.8793699	0.89079463	0.7582109	0.8407951	0.87353945	0.7914299	0.7556652	0.7023629	0.6911838	0.8907628	0.84509885	0.8534715	0.7942227	0.6490889	0.70915437	0.8744559	0.65216756	0.72220206	0.65297014	0.8516768	0.6130147	0.9180734	0.83127296	0.79264784	0.7277367	0.7828371	0.7990351	0.78131807	0.82395864	0.89057213	0.575611	0.85523665	0.69776547	0.6140773	0.8901481	0.74328905	0.79857373	0.68421495	0.82987523	0.7350047	0.6994393	0.79049283	0.8025575	0.6586727	0.7656585	0.83511066	0.7724737	0.7958563	0.7329832	0.76974654	0.78128976	0.7458408	0.7282512	0.6311172	0.7832185	0.8105237	0.84455943	0.75302374	0.88807577	0.81480974	0.8724803	0.8539994	0.7010174	0.82232213	0.91276973	0.75188553	0.6942814	0.7856057	0.8494978	0.8182193	0.7445798	0.56839526	0.71032214	0.66663647	0.81419367	0.7081217	0.8285606	0.83685964	0.6971215	0.79603124	0.6700827	0.77789277	0.7608725	0.7413386	0.80811113	0.8832484	0.80973315	0.77713645	0.68592715	0.8119725	0.7248312	0.8378638	0.77557653	0.82834363	0.7091279	0.77866703	0.72083044	0.7410687	0.73880184	0.79576445	0.8330848	0.76359594	0.71279615	0.69415915	0.8987787	0.89461607	0.65006244	0.73313916	0.74216783	0.6201326	0.77769995	0.857499	0.82865584	0.6224079	0.7395896	0.7712329	0.8588067	0.886823	0.76663005	0.64562726	0.7271198	0.7681869	0.75459397	0.72237587	0.79519117	0.7067969	0.7918977	0.848244	0.83842754	0.7824824	0.8967824	0.93000007	0.7390659	0.75473106	0.8458667	0.6545546	0.7166238	0.8026057	0.74160504	0.8023615	0.6024618	0.843733	0.80194944	0.81689	0.54538405	0.823348	0.73853767	0.8264706	0.78498906	0.7326728	0.75918806	0.7235222	0.8060177	0.7838166	0.74130446	0.71660143	0.73413384	0.70956135	0.74100935	0.84969616	0.7128285
geluk_zoeker/noun	0.8062519	0.8597014	0.867138	0.85842264	0.7765347	0.0	0.8966574	0.8753073	0.8918964	0.888422	0.93108064	0.9481924	0.8662627	0.852505	0.8165732	0.8655872	0.87192976	0.86502063	0.8584094	0.87934464	0.87125075	0.83467263	0.8400029	0.9072859	0.6387309	0.94199115	0.8546065	0.8324579	0.8816312	0.8131964	0.91545504	0.91716146	0.894097	0.83773756	0.93159235	0.8782057	0.937071	0.8333621	0.86050725	0.90057284	0.8676358	0.8710306	0.85966283	0.9169582	0.8373096	0.8811446	0.923015	0.8249893	0.8283031	0.8992941	0.91441095	0.7753382	0.9023303	0.9043367	0.7877526	0.8214672	0.8173379	0.84093446	0.9410688	0.85422206	0.8383944	0.8206694	0.92155135	0.86737734	0.8735353	0.87928617	0.8172887	0.88902026	0.8334199	0.8602021	0.808427	0.85998803	0.8363361	0.864461	0.88897085	0.8867408	0.8837011	0.89063513	0.8399818	0.94799215	0.86612606	0.8944268	0.8523208	0.9125426	0.8137932	0.8557108	0.87645036	0.838654	0.9054955	0.94191885	0.89320076	0.91571724	0.93335617	0.8699096	0.8642243	0.77724975	0.8412948	0.9282303	0.9117984	0.93493617	0.90132654	0.82402676	0.8769705	0.9201612	0.78855175	0.81380177	0.7821617	0.921024	0.8331151	0.9427832	0.9226029	0.8449739	0.84591943	0.8716625	0.85328794	0.8677279	0.8882892	0.9087685	0.8843783	0.90625864	0.8557693	0.8199159	0.9440793	0.8533632	0.89613307	0.87764776	0.87291586	0.8783595	0.8529707	0.8724543	0.90890753	0.8434197	0.8925869	0.8806608	0.83676535	0.8869406	0.79721326	0.87645566	0.8619649	0.8639872	0.8781417	0.79773176	0.85994625	0.8687819	0.88159096	0.8856513	0.9043592	0.92237496	0.9263437	0.9108919	0.85762787	0.89162034	0.90732485	0.87461585	0.8447573	0.93382263	0.8880306	0.9018414	0.8622005	0.83896726	0.88750553	0.78452146	0.8196608	0.85605705	0.82389456	0.8887349	0.76085323	0.8717779	0.7792935	0.91297466	0.8805779	0.85332775	0.88889056	0.93423074	0.9082134	0.8429313	0.6919749	0.9307012	0.892186	0.8685154	0.89681625	0.8685565	0.820861	0.854185	0.84248996	0.8987767	0.8088894	0.837786	0.8902213	0.85841644	0.8284577	0.8669008	0.91827387	0.943823	0.80435765	0.8941218	0.8970909	0.8347648	0.80161023	0.9296257	0.8652823	0.79818153	0.80396587	0.8433647	0.92607445	0.9403917	0.83113563	0.827716	0.8383564	0.8828815	0.8480856	0.83733314	0.8479904	0.83446354	0.8696039	0.9201722	0.9074939	0.86623514	0.9471073	0.9442306	0.8630735	0.89315647	0.8716705	0.81896913	0.8929037	0.9181985	0.9006046	0.89762884	0.8449308	0.8586691	0.9099085	0.9104371	0.7985801	0.91012824	0.82345295	0.8744465	0.8718747	0.8207587	0.8172101	0.85828245	0.9103985	0.9009044	0.87464845	0.85696995	0.8563328	0.7977569	0.8450168	0.8737839	0.69685113
rond/prep	0.8488547	0.81704026	0.93337846	0.81744516	0.8139087	0.8966574	0.0	0.8926327	0.88254213	0.8144938	0.84780043	0.8308529	0.8187145	0.8926806	0.8250888	0.8878618	0.7048141	0.8828876	0.8033289	0.91024315	0.76157564	0.87076503	0.89577395	0.8258063	0.8842752	0.9152324	0.75568235	0.9255934	0.790828	0.9027024	0.89531857	0.851913	0.8572631	0.88477457	0.861716	0.8669968	0.88831955	0.8850907	0.8457851	0.9019888	0.8074727	0.8662486	0.8993024	0.8431705	0.89220834	0.80831796	0.8612247	0.8169411	0.85971045	0.84446275	0.9261606	0.79599845	0.83944154	0.804904	0.8439178	0.91241807	0.9010124	0.7596697	0.8158871	0.8060342	0.87585765	0.7633251	0.8589746	0.92059815	0.87556887	0.84512705	0.8372964	0.8806282	0.804032	0.7306268	0.89461607	0.8636846	0.8032386	0.87587416	0.81557894	0.91533196	0.81013083	0.8003647	0.71068025	0.88329667	0.83504266	0.83473146	0.8437173	0.84552026	0.82294255	0.7881974	0.86251223	0.8319257	0.90909916	0.87489563	0.8111251	0.883852	0.8714067	0.8119924	0.85180366	0.8862092	0.705805	0.85817444	0.7816718	0.9292171	0.8581223	0.89472294	0.76260763	0.90621907	0.7914492	0.73584044	0.86280906	0.91992366	0.7572426	0.8635535	0.82282084	0.88693166	0.87694085	0.8606645	0.87261856	0.7538513	0.83383214	0.8848596	0.79627573	0.7996097	0.8659748	0.8778271	0.89353055	0.8772774	0.8921812	0.8246263	0.8166925	0.9052609	0.8181172	0.9037555	0.9030079	0.8766558	0.87078846	0.8727127	0.7297259	0.8994257	0.9031068	0.8240936	0.8148682	0.8942857	0.85155606	0.88005495	0.7840372	0.85211134	0.8758186	0.90525985	0.8883281	0.84599996	0.8933722	0.77978384	0.8429538	0.8764915	0.8816817	0.83139765	0.84448826	0.7916643	0.6932206	0.83606267	0.8777684	0.78842974	0.86856586	0.8785488	0.81937826	0.87833923	0.82505065	0.9580508	0.77246314	0.89200485	0.79414195	0.8292388	0.7649493	0.89172715	0.88846606	0.90149826	0.8246716	0.85705894	0.80716306	0.90214574	0.84593713	0.7957109	0.91651815	0.9292124	0.8740226	0.69094235	0.85069567	0.8826815	0.76990235	0.82597315	0.86855936	0.8683412	0.8527235	0.82482314	0.8053632	0.86927426	0.89122856	0.8732326	0.84403753	0.70660734	0.91021776	0.8444181	0.83323956	0.84551823	0.791188	0.8449042	0.9068608	0.87515575	0.74678224	0.80195975	0.90154546	0.65526766	0.90265375	0.8736861	0.8814367	0.8800162	0.89532346	0.85119617	0.8983403	0.88039833	0.919811	0.929157	0.9111357	0.81817967	0.6429217	0.9011873	0.92478	0.8109549	0.8758888	0.78161454	0.7134354	0.9082182	0.82523936	0.8000231	0.75171304	0.79788697	0.87016606	0.894927	0.89505184	0.81025577	0.84537226	0.87511104	0.8404278	0.90467244	0.78437996	0.8710267	0.8623371	0.8101905	0.7876968	0.914336	0.8510896
sprinkhaan/noun	0.86803854	0.8529386	0.9013203	0.8737044	0.81186426	0.8753073	0.8926327	0.0	0.91233766	0.9327609	0.9138242	0.9462979	0.8980273	0.88198656	0.8666105	0.8705123	0.88564414	0.8770574	0.86397237	0.8811097	0.82135624	0.8906719	0.88261765	0.8978079	0.85165966	0.9224477	0.8317496	0.86171824	0.92618155	0.8956316	0.90301996	0.9079114	0.89581835	0.86441994	0.90506256	0.9278397	0.910896	0.6848691	0.86809134	0.90768564	0.8712578	0.91815645	0.9161233	0.9100585	0.84808207	0.89044875	0.9359598	0.8597634	0.7741776	0.83367187	0.95654774	0.8541856	0.8726392	0.8885789	0.8476963	0.89715177	0.866022	0.8788308	0.9268884	0.88730836	0.8675301	0.8629831	0.9351108	0.9215417	0.8637209	0.86139715	0.8505882	0.8360295	0.8836551	0.88919127	0.8416742	0.84126204	0.8090575	0.8998275	0.8725319	0.8872561	0.90243685	0.84925336	0.8706373	0.94927937	0.87435347	0.87676954	0.83954203	0.8851677	0.86542594	0.84016216	0.88603175	0.87520826	0.91673356	0.92971766	0.9219729	0.91561526	0.9474582	0.8456694	0.8499064	0.8272496	0.8752821	0.9371587	0.8531528	0.9453442	0.89040345	0.8515031	0.87588793	0.92152274	0.8595929	0.89273214	0.8939434	0.94634145	0.8164629	0.9390911	0.9039992	0.89462364	0.7386441	0.9192387	0.8090927	0.84359837	0.8685898	0.9007591	0.87511986	0.9130341	0.8749311	0.8533536	0.953183	0.8468491	0.88199747	0.85144556	0.8487276	0.88172525	0.84635437	0.75266	0.9099564	0.8491103	0.9295591	0.9278698	0.8646541	0.8835424	0.8874619	0.8588179	0.8787681	0.857245	0.88239753	0.90311265	0.85440886	0.8214267	0.90374815	0.8995845	0.9294427	0.93511164	0.90755767	0.88387054	0.84447837	0.91889477	0.9171762	0.87914973	0.83853936	0.92714286	0.890496	0.92037	0.85038805	0.8334921	0.873851	0.7980663	0.8911244	0.8740058	0.8763285	0.9123841	0.8648976	0.90855217	0.8398937	0.8838717	0.9169501	0.89623785	0.9111166	0.9294328	0.92635995	0.85365045	0.8052372	0.926484	0.86049503	0.8655385	0.90480214	0.8800393	0.6406574	0.88299745	0.8865106	0.92976236	0.8161593	0.89454293	0.9015378	0.93172544	0.84048086	0.91548294	0.8905558	0.94763577	0.86736685	0.8812303	0.88472414	0.87747985	0.881919	0.93886805	0.8611826	0.8412273	0.8771783	0.8519451	0.9257627	0.9348874	0.88329154	0.81777334	0.88184655	0.8925193	0.8565974	0.8426622	0.75043386	0.89295936	0.9059969	0.92144096	0.9185901	0.895395	0.93468446	0.95081353	0.91160524	0.89471054	0.86804056	0.8927089	0.9027814	0.935527	0.8601472	0.8587616	0.82424784	0.886706	0.91680473	0.89373267	0.8404675	0.90287864	0.8485145	0.883393	0.8931324	0.85949135	0.8652713	0.8698158	0.8902091	0.9056636	0.8830945	0.84286106	0.8566714	0.83836555	0.8797598	0.8923367	0.85788226
