	bega/verb	Serena/name	camera_mens/noun	opnieuw/adv	Laden/name	trouw/adj	Amerikaan/noun	seconde/noun	onttrek/verb	op/prep	politicus/noun	Dubrovnik/name	tientallen/noun	zweef/verb	zwart/adj	straks/adv	Gert-Jan/name	hoogspringen/verb	1940/noun	ondernemer/noun	Tom/name	hooligan/noun	been/fixed	meter/noun	vloeibaar/adj	verdeling/noun	insect/noun	overspoel/verb	voorlaatst/adj	win/verb	open/verb	timmer/verb	vorm/verb	ultiem/adj	610/num	grijp_aan/verb	330/num	opstand/noun	procedureel/adj	bin/name	Sisters/name	verbaasd/adj	kampioen/noun	beneden/prep	record/noun	dam_in/verb	1./num	leg_af/verb	huurling/noun	krijg_heen/verb	steward/noun	buitenlands/adj	tweede/num	scheid/verb	vlieg/noun	Ibiza/name	stroom_toe/verb	naar/prep	eerste/num	nabij/adj	enig/adj	zie/verb	vermom/verb	op/fixed	aap/noun	kom_tegen/verb	hoogstwaarschijnlijk/adj	hoef/verb	becommentarieer/verb	stad/noun	bedwing/verb	laat/adj	nog/adv	Japans/adj	lastig/adj	aantocht/fixed	kat/noun	loop_rond/verb	zich/pron	Euronext/name	fan/noun	neem/verb	spreiding/noun	zodra/comp	tussen/prep	snel/adj	belangrijk/adj	sprong/noun	aanvoering/prep	China/det	18-jarigen/adj	confronteer/verb	voordat/comp	overleef/verb	kakkerlak/noun	journalist/noun	even/adj	word/verb	horden/noun	verdring/verb	trek/verb	Lafeber/name	ken/verb	poseer/verb	waarvoor/pp	zweep/noun	Gail/name	Nsenga/name	zwijn/noun	EK/noun	buiten/prep	teleurstellend/adj	neem_weg/verb	hitte/noun	kwaadaardig/adj	onverdeeld/adj	pluimage/noun	vrede_proces/noun	moet/verb	Bourgeois/name	rond/prep	terwijl/comp	Damien/name	weg/adv	fond/noun	ga_voor/verb	achter/prep	rep/verb	slaags/fixed	tribune/noun	kielzog/noun	daar/adv	Amerikaans/adj	hoede/noun	Westen/name	geval_wel/verb	territorium/noun	verscholen/adj	Duitsland/name	nauwlettend/adj	Charles/name	stel_in/verb	grut/noun	tegen/prep	Lierde/name	waar/adv	Geens/name	Austin/name	discipline/noun	geplunderd/adj	blijf_thuis/verb	hoog/adj	poets_vrouw/noun	jong/adj	opeens/adv	dringend/adj	wek/verb	toen/comp	geluk_zoeker/noun	vul/verb	luidruchtig/adj	divers/adj	Japanner/noun	bestorm/verb	Afrikaans/adj	op/part	driftig/adj	bacterie/noun	half/adj	zo'n/det	vaderlands/adj	olympisch/adj	daal_af/verb	toeschouwer/noun	schuifel/verb	zonder/prep	voetbalelftal/noun	struikel/verb	te/adv	storm_aan/adj	vooruitzicht/noun	barbaar/noun	spurt/noun	Jonathan/name	4de/num	zwaai/adj	jongere/noun	aan/part	aanbieder/noun	sinds/comp	accoord/adj	deze/det	loop/prep	Tim/name	test/noun	gelovig/adj	christen/noun	enkel/det	verzamel/verb	vandaag/adv	verslaggever/noun	buiten/adv	belegger/noun	Lewis/name	enorm/adj	scholier/noun	heel/adj	Servisch/adj	bezoeker/noun	militair/noun	breng_op/verb	stedebouwkundig/adj	Europa/name	Dow/noun	Annelies/name	grootouder/noun	bedreig/verb	zwerm/verb	sla_weg/verb	reeks/noun	die/det	vluchteling/noun	val_aan/verb	wat/det	over/prep	belaag/verb	als/prep	13.20/num	meteen/adv	cameraploeg/noun	zestig/num	Smith/name	daarmee/pp	daling/noun	Nico/name	confrontatie/noun	advocaat/noun	kind/noun	vergezel/verb	voor/prep	soms/adv	genoeg/det	tv_camera/noun	buitenaards/adj	razend/adj	die/pron	dubbel/verb	onmiddellijk/adj	ergernis/noun	Morgens/adv	ren/verb	weg/adj	mentaal/adj	slaaf/noun	gil/adj	Khan/name	bezoek/verb	lok/verb	teister/verb	goedkeuring/noun	industrie/noun	langs/prep	Leslie/name	60/num	combineer/verb	camera/noun	Michael/name	zodoende/adv	kom_uit/verb	middag/noun	post/noun	tijdstip/noun	400_meter/noun	stouw_vol/verb	vierhonderdduizend/num	zie_af/verb	hoewel/comp	laag/adj	Ouedraogo/name	hos/verb	steeds/adv	pers/noun	sprint/verb	achtervolgd/adj	evenement/noun	Steven/name	BMW/name	Robin/name	weg/part	vol/part	zwijg/verb	Smedt/name	opgejaagd/adj	Osama/name	verspring/verb	wereldkampioen/noun	afstammeling/noun	Prinsjesdag/name	buis/noun	hulpverlener/noun	doek/noun	gratis/adj	raak/verb	strand/noun	daarna/pp	kom/verb	indrukwekkend/adj	vlot/adj	110/num	werp_op/verb	Morrison/name	barbaars/adj	Sex/name	Thompson/name	Italiaan/noun	meid/noun	en/comp	blank/adj	juich_toe/verb	bodem/noun	pas/fixed	terecht/part	atleet/noun	jaarlijks/adj	straat_beeld/noun	400/num	val_binnen/verb	mens/noun	wild/adj	blijk/verb	Strauss/name	door/prep	Pieter/name	en/vg	daadwerkelijk/adj	punt/noun	dame/noun	heen/part	Jacobs/name	agent/noun	fotograaf/noun	krijg_heer/noun	Sven/name	gevolgd/adj	nek_slag/noun	laat_toe/verb	Zweeds/adj	negeer/verb	200/num	wetenschapper/noun	bevolk/verb	opgefokt/adj	wacht/verb	inheems/adj	dagelijks/adj	zenuwslopend/adj	drop/verb	achtervolg/verb	overwin/verb	mee/adv	negende/num	paparazzi/noun	podium/noun	kom_terecht/verb	concentreer/verb	boos/adj	vecht/verb	winkel_DIM/noun	AFP/name	sta/verb	Allen/name	nu/comp	AT84/name	Congo/name	parkoers/noun	Versatel/name	bescherm/verb	Hubert/name	blauw/adj	langs/adv	betoger/noun	supporter/noun	meester/noun	volg/adj	gevecht/noun	in/adj	gisteren/adv	gretig/adj	particulier/adj	stuif/verb	stuur_af/verb	ver/adj	weer/adv	nummer/noun	leg/verb	stort/verb	zogenaamd/adj	immigrant/noun	er/adv	gebied/noun	sprint/noun	Pool/noun	natie/noun	keer/verb	ieder/det	zet_neer/verb	weerzinwekkend/adj	poging/noun	El/name	Sch/name	angst/noun	wetenschap/noun	gelukkig/adj	11.000/num	trek_aan/verb	foutloos/adj	Pieters/name	ACHL/name	toerist/noun	80/num	overrompel/verb	snel_toe/verb	vrouw/noun	behoorlijk/adj	Phillips/name	de/fixed	iets/adv	strijk_neer/verb	zwaar/adj	Slowaak/noun	arm/adj	wacht_op/verb	heer/noun	bewondering/noun	woedend/adj	Leipzig/name	kijk_toe/verb	spring/verb	ondanks/prep	elk/det	huiswaarts/adv	toestemming/noun	Mongools/adj	Brit/noun	sprinkhaan/noun	Breese/adj	kom_binnen/verb	baby/noun	straat_DIM/noun	nationalist/noun	voorspelbaar/adj	een/det	lol_broek/noun	thuis/part	zit_achterna/verb	haar/pron	professioneel/adj	bloot/adj	meisje/noun	burger/noun	Deens/adj	toevallig/adj	dijk/noun	Jef/name	bewonderaar/noun	uitdrukking/noun	Aziatisch/adj	München/name	Monique/name	cola/noun	potentieel/adj	slecht/verb	sta_klaar/verb	Kohl/name	zoveel/det	ingang/noun	stink/adj	waarmee/pp	bezit/noun	ere_podium/noun	pelgrim/noun	James/name	moeiteloos/adj	favoriet/noun	loop_uit/verb	Kristof/name	dag/noun	de/det	zaag/verb	dakloze/noun	vracht_wagen/noun	zeg/tag	man/noun	KTM/name	wanhopig/adj	Jo/name	dronken/adj	gewillig/adj	allen/adv	haalbaar/adj	beeld/noun	missie/noun	Piet/name	gesteund/adj	laat_los/verb	eén/num	tiener_meisje/noun	woest/adj	loop/verb	volg/verb	formeel/adj	op/adj	100/num	tiener/noun	lijd/verb	tien/num	Thailand/name	medaille/noun	realiseer/verb	Korving/name	niks/noun	versla/verb	omringd/adj	uitzinnig/adj	verwacht/verb	Stephanie/name	Schröder/name	VTM/name	Brusselaars/noun	nu/adv	Johnson/name	Engelsman/noun	ze/pron	omring/verb	plaag/verb	voor/comp
bega/verb	0.0	0.9361464	0.8749244	0.85782874	0.9179182	0.8529069	0.79636294	0.84774375	0.95135474	0.8610914	0.7504143	0.9049959	0.78590643	0.9371266	0.885646	0.9329789	0.9148987	0.9204	0.84998083	0.8895295	0.87107635	0.8354552	0.82487655	0.9280859	0.94036704	0.88273597	0.86454713	0.8383027	0.86676055	0.8647301	0.8590288	0.92256045	0.76118064	0.9357367	0.9444615	0.8282579	0.88689137	0.77017087	0.7962693	0.9429794	0.9714251	0.86040443	0.90125334	0.9384894	0.9112551	0.8738072	0.9225782	0.8331833	0.814578	0.8396279	0.8873203	0.8388114	0.85153955	0.79379535	0.8837931	0.92301047	0.8246361	0.88310146	0.8706609	0.9071356	0.85521793	0.8683254	0.8742964	0.8556002	0.85364777	0.84196186	0.87604046	0.9085818	0.9133375	0.84058166	0.87222356	0.8685978	0.8731738	0.7958186	0.8907716	0.9307854	0.9445261	0.856217	0.84778637	0.97218573	0.8955089	0.8392525	0.927276	0.87043726	0.79529643	0.8464474	0.8818726	0.8618566	0.79287624	0.8408565	0.90735114	0.76466954	0.8231512	0.89924437	0.87032807	0.80890095	0.8683564	0.8290721	0.8990743	0.84573936	0.8480624	0.9178537	0.84253836	0.850818	0.7062194	0.96966386	0.9460564	0.91633767	0.8884605	0.9459566	0.8006471	0.8943107	0.89906096	0.89171857	0.9110235	0.8451581	0.81134105	0.85773367	0.8450978	0.9173266	0.8978663	0.7977522	0.8646307	0.85026324	0.91860384	0.810349	0.86784565	0.8067055	0.7811446	0.90072715	0.8853571	0.89713776	0.80712974	0.7702157	0.7820085	0.94820064	0.80394506	0.92165446	0.90062225	0.7995136	0.85454965	0.7695806	0.98832667	0.8086467	0.9080918	0.8031938	0.8821927	0.91085374	0.87789315	0.8390372	0.89157295	0.9194907	0.92941624	0.86855924	0.8757232	0.8817401	0.8723819	0.7811827	0.84859455	0.85313773	0.8079798	0.85642815	0.860013	0.7775402	0.82539696	0.8721067	0.8801017	0.93994486	0.92440534	0.84140205	0.91024655	0.91761386	0.86982954	0.929376	0.92679065	0.84924996	0.89854336	0.8614251	0.81128895	0.8963392	0.92146516	0.81215346	0.8837682	0.8607811	0.9196044	0.8464806	0.85960424	0.8461463	0.9193518	0.7277439	0.833266	0.87350214	0.9616597	0.84032506	0.86477315	0.8150542	0.76777667	0.814893	0.8248041	0.9148319	0.82273006	0.87994593	0.9065815	0.8400652	0.8372106	0.885195	0.84371793	0.700428	0.90362585	0.68363905	0.86638033	0.7929034	0.8439222	0.9716496	0.92781675	0.91264826	0.710567	0.8509903	0.9600474	0.88466996	0.86893076	0.79406255	0.6645167	0.9177261	0.89584094	0.71170807	0.8120235	0.99043363	0.830458	0.8446216	0.8747507	0.88225317	0.89641345	0.9594797	0.86879957	0.77919626	0.800833	0.9058514	0.8122297	0.82802796	0.8257923	0.83069277	0.9048929	0.8719887	0.8943933	0.7055258	0.9082305	0.8397515	0.8808962	0.95497453	0.8486588	0.8980827	0.8246225	0.87086356	0.8885168	0.9473341	0.8089713	0.86580616	0.7801696	0.84316605	0.83605975	0.9030454	0.8958069	0.8787277	0.90289956	0.8931354	0.8524049	0.8116765	0.903388	0.904341	0.86241025	0.9478184	0.96834403	0.9333704	0.8555461	0.9116463	0.80180556	0.93771213	0.9415847	0.887329	0.7796433	0.8509456	0.84805155	0.8587467	0.89890224	0.8885513	0.8301699	0.91188717	0.89193994	0.8917083	0.8588848	0.9628017	0.81026554	0.94924253	0.8942145	0.8475303	0.8633008	0.92273307	0.9063429	0.80990803	0.88364303	0.93349266	0.7707469	0.9162759	0.8485801	0.8993442	0.89560944	0.880471	0.8794453	0.7585379	0.9370761	0.78130984	0.9606356	0.9028909	0.80026734	0.91908	0.8809315	0.7832588	0.86343807	0.8963747	0.89456224	0.8372798	0.8840981	0.9421397	0.9301225	0.90595984	0.69846857	0.8418801	0.8981323	0.89896643	0.87835205	0.77971184	0.88988173	0.7410513	0.77672434	0.91684175	0.88426805	0.88439435	0.89279634	0.79016936	0.8423847	0.89368665	0.8698718	0.837505	0.8828801	0.77416885	0.8981165	0.6402247	0.8802506	0.8941695	0.8514799	0.82783246	0.853421	0.8752062	0.8848902	0.8987041	0.7973803	0.78928125	0.7693463	0.8952303	0.8312359	0.8161571	0.8572267	0.85853344	0.84554243	0.7770343	0.6809106	0.94479614	0.8496435	0.90298283	0.87806416	0.81076056	0.96718794	0.8230787	0.878355	0.9719909	0.7270268	0.9298304	0.924353	0.90036136	0.81379443	0.88731503	0.8204423	0.9570528	0.6465601	0.85226	0.83141077	0.85474145	0.833988	0.92320704	0.84751844	0.8804456	0.9217297	0.91675097	0.8959352	0.8855646	0.85694546	0.87858653	0.8314078	0.7485532	0.8924383	0.8246001	0.777544	0.8777441	0.8281956	0.9273572	0.84040356	0.8567691	0.9088672	0.98238087	0.8257538	0.9386757	0.8622236	0.81978834	0.8603482	0.901889	0.8567239	0.9639947	0.8657414	0.9422335	0.7900368	0.8794844	0.88177615	0.8907361	0.83357966	0.93849397	0.9035387	0.82500887	0.8378205	0.85495865	0.851166	0.8206699	0.8910553	0.8884705	0.76144266	0.940779	0.8278594	0.87228113	0.80707896	0.8528162	0.8557372	0.84350705	0.9235544	0.77393436	0.9153359	0.92439395	0.83916104	0.86165917	0.92362964	0.7580363	0.8093047	0.7568036	0.90545285	0.8610895	0.8069189	0.850359	0.85398686	0.92720574	0.8789121	0.7078036	0.8429267	0.88343537	0.96216404	0.9192655	0.9301748	0.86394703	0.85272616	0.93564665	0.93664026	0.8861991	0.8489568	0.8960547	0.7909468	0.8645675	0.856083	0.8754248	0.8630862	0.8209624	0.90871084	0.8923248	0.87811345	0.8755798	0.8819705	0.88554394	0.8688982	0.89422077	0.88346213	0.79612905	0.790466	0.80761003	0.8400848	0.93770117	0.8313985	0.9066424	0.8321913	0.8765863	0.7818474	0.88448477	0.76128256	0.8854474	0.8262043	0.7884332	0.89374	0.7897967	0.8919968	0.86874354	0.91668177	0.87172997	0.91898775	0.9102592	0.7616526	0.90289646	0.91204166	0.8452493	0.76754415	0.8309356	0.9253304	0.9447013	0.8788995	0.89826	0.9028263	0.83906007	0.80947554	0.8200393	0.9269827	0.93984234	0.91597676	0.9067316	0.86363953	0.89545584	0.8792847	0.78838456	0.79187274	0.81816643	0.7724221	0.85265356
Serena/name	0.9361464	0.0	0.80370843	0.80507576	0.9220875	0.9224615	0.8018606	0.77699935	0.8789829	0.859756	0.8681127	0.9308048	0.8761714	0.88687277	0.82076037	0.81899065	0.81846595	0.8893184	0.8828198	0.82882607	0.86643326	0.83156645	0.88088423	0.8708695	0.91655654	0.88531035	0.87148535	0.9060963	0.79834807	0.7252061	0.901321	0.90948963	0.9242077	0.7721778	0.8882557	0.82231545	0.8450372	0.8347415	0.9740932	0.9290239	0.8686929	0.86304104	0.75207764	0.9505977	0.8687421	0.9169448	0.8955834	0.8760266	0.8984704	0.88745636	0.8957035	0.92133737	0.717132	0.89928436	0.9279021	0.8711829	0.89265275	0.8464532	0.7272957	0.8612021	0.894726	0.84261286	0.94222605	0.95547515	0.896911	0.8838157	0.8280002	0.87668043	0.90344965	0.9076669	0.7382566	0.74217665	0.88066477	0.864219	0.79688466	0.8874635	0.89439064	0.8913798	0.8670441	0.85784394	0.7895509	0.8675832	0.8968203	0.88645065	0.8276937	0.8230646	0.89315534	0.8194993	0.88911074	0.88909185	0.9767301	0.8661904	0.8763804	0.8579716	0.85059166	0.8340515	0.78263885	0.8216036	0.90696746	0.88492465	0.9265039	0.8584532	0.91625035	0.7718084	0.8826852	0.94456315	0.8652404	0.88503456	0.9122265	0.7814206	0.9679973	0.8096736	0.9383783	0.7935864	0.8668313	0.9607745	0.9780103	0.8894163	0.8166654	0.90531075	0.9352546	0.77141297	0.90554345	0.90185696	0.8542814	0.77126616	0.8576387	0.94517004	0.8976705	0.81878746	0.8589734	0.86116356	0.8237585	0.88991356	0.8599136	0.85549366	0.91130877	0.86177045	0.69590914	0.9293051	0.8608685	0.92620265	0.85341454	0.7554447	0.7921757	0.8939855	0.83224094	0.8217056	0.8566427	0.9703522	0.80574554	0.9054844	0.91882956	0.7834414	0.8239317	0.9385549	0.9015378	0.77157533	0.91071886	0.8366554	0.8466942	0.9205035	0.7400905	0.8056187	0.8858253	0.8791543	0.858405	0.8962323	0.6703207	0.8865016	0.8688928	0.7895303	0.85871744	0.77604467	0.8166682	0.90444493	0.8898163	0.7901795	0.9114726	0.873843	0.9117448	0.94118834	0.7636285	0.89855325	0.9032407	0.85391545	0.859861	0.87468135	0.82185334	0.8820415	0.9503014	0.8390608	0.943751	0.8680196	0.8973844	0.8696711	0.83222455	0.88919115	0.8971081	0.81426156	0.83829856	0.8429074	0.88208157	0.82171476	0.81343234	0.8061145	0.87900484	0.9147563	0.8274237	0.86838377	0.8188404	0.9781375	0.83673537	0.8882356	0.90896213	0.8910575	0.8756785	0.9154719	0.919246	0.80233395	0.8293706	0.93712825	0.8387859	0.92145103	0.85678846	0.8676178	0.8276548	0.9406211	0.80086195	0.8244048	0.87502944	0.8259678	0.7840595	0.9024998	0.8631191	0.74568856	0.9287028	0.83885217	0.8502463	0.7874512	0.8319628	0.9088335	0.8662146	0.8091778	0.8166057	0.8326427	0.73905444	0.85252935	0.92172426	0.8553204	0.84258544	0.8830981	0.7003259	0.8779987	0.849645	0.9123634	0.8686886	0.93746936	0.8141644	0.884142	0.89958715	0.88727504	0.8813393	0.91086644	0.8259659	0.8352994	0.762115	0.8207115	0.88230056	0.8269316	0.9111274	0.9255072	0.8993578	0.92019814	0.91131616	0.90297246	0.8528738	0.9192729	0.9244824	0.8633591	0.85576403	0.8396221	0.8710472	0.9682809	0.9188255	0.8593259	0.7780714	0.8631324	0.9272305	0.8703624	0.93179816	0.90865934	0.86643064	0.91677845	0.8491575	0.79160655	0.9085835	0.911972	0.9059074	0.9022827	0.8749603	0.8937945	0.938319	0.85471225	0.74852204	0.9451282	0.78905517	0.77264243	0.8587309	0.85062563	0.86179405	0.94368094	0.84523135	0.8373836	0.7409426	0.7880078	0.77469707	0.8407099	0.86707944	0.888817	0.8780906	0.9438891	0.8214438	0.94016254	0.87689286	0.88163	0.8870941	0.86162055	0.8958588	0.8495469	0.8589273	0.790632	0.8527726	0.7909363	0.8980032	0.7613863	0.77063614	0.8482971	0.9231872	0.8528811	0.81674474	0.89063466	0.79623663	0.83750224	0.8035063	0.96813905	0.82766646	0.87727153	0.9081441	0.83391535	0.84319854	0.8838627	0.8645464	0.8982551	0.94419146	0.8354411	0.92495406	0.84137034	0.82640207	0.82458496	0.84746575	0.89669704	0.7975639	0.9162168	0.96545905	0.8315403	0.8785508	0.8777216	0.8121382	0.88807094	0.82393557	0.80358744	0.88964957	0.9112401	0.78621995	0.8918471	0.88945353	0.8365787	0.84934795	0.79772955	0.843423	0.8281913	0.822889	0.861627	0.8237235	0.9176797	0.7914438	0.8406302	0.94700205	0.8781074	0.86004114	0.92567104	0.8404705	0.69724464	0.9148004	0.8725683	0.90116477	0.91227984	0.9264502	0.92588866	0.79488635	0.7643963	0.87629694	0.850121	0.81092286	0.8354428	0.88685167	0.865418	0.84558976	0.91084653	0.84555197	0.88527894	0.87878144	0.8710455	0.9129335	0.79614687	0.9268609	0.9249693	0.8573173	0.89706767	0.901886	0.91772693	0.7527958	0.8489128	0.8828856	0.9381584	0.8921993	0.90524757	0.8529121	0.6971842	0.8824661	0.8851851	0.8390307	0.8288504	0.83076173	0.66470367	0.8347458	0.8255891	0.8450788	0.8723065	0.91917616	0.9334739	0.91489035	0.7803812	0.91428345	0.9238309	0.88900965	0.83363175	0.8699331	0.88276553	0.8284445	0.7833896	0.9402871	0.86403733	0.92399865	0.6860471	0.8938262	0.7510388	0.73164475	0.8947874	0.8039957	0.88603026	0.9217105	0.9134725	0.8505893	0.9183279	0.8528342	0.6512736	0.8787383	0.9415218	0.8656635	0.8012522	0.91492367	0.82154423	0.84713024	0.8731309	0.91755927	0.81410825	0.8579808	0.8341657	0.8574656	0.82587224	0.69619435	0.6926729	0.8202904	0.8923866	0.8731556	0.77482706	0.91736984	0.8962786	0.92763805	0.7852629	0.78103256	0.8956942	0.89114606	0.89348084	0.80790347	0.82226825	0.82525814	0.8851269	0.85315967	0.8386752	0.8970995	0.8831959	0.9158948	0.79608977	0.84217536	0.8694732	0.91323256	0.826101	0.78100485	0.92667705	0.86809283	0.77644217	0.8605265	0.8507034	0.85763514	0.8593092	0.9363781	0.8455995	0.8535099	0.6732506	0.87959117	0.8372871	0.9254303	0.84861416	0.8190962	0.89819014	0.75507283	0.8922253	0.8045814	0.79427874	0.733731	0.8791592	0.86108804	0.8723258
camera_mens/noun	0.8749244	0.80370843	0.0	0.8561944	0.90123355	0.81993467	0.8829925	0.90297663	0.94280565	0.8520792	0.73688483	0.84147745	0.61591774	0.7986814	0.8783594	0.8941951	0.8678952	0.96939546	0.8836926	0.8648814	0.9421072	0.7555803	0.8932524	0.91660476	0.92520636	0.95080835	0.91030824	0.8424793	0.92075974	0.98052514	0.9380208	0.9147849	0.90541595	0.9093069	0.95790565	0.9158572	0.8813898	0.9326101	0.95137626	0.8994319	0.8405705	0.8385116	0.9420731	0.9569727	0.9185229	0.94039357	1.0	0.94340587	0.8864715	0.83541584	0.7953169	0.7315639	0.9185797	0.89298236	0.88537514	0.9170608	0.8277106	0.83522	0.9261198	0.91784585	0.92864996	0.8026213	0.88184774	0.9160825	0.895157	0.8879813	0.8727603	0.89540094	0.7466266	0.8593043	0.92322177	0.88478595	0.8813085	0.8006317	0.84246844	0.7815231	0.83206224	0.8186526	0.71127576	0.93403935	0.6286779	0.91397697	0.9707303	0.75693524	0.94475675	0.83726674	0.9722424	0.87802535	0.9669171	0.9143505	0.9570173	0.84883964	0.8511898	0.9511407	0.8989798	0.53486407	0.7635788	0.7814352	0.97725457	0.6334219	0.8794872	0.87019956	0.9687458	0.71943915	0.8019655	0.90680075	0.95602375	0.9377524	0.844612	0.9684161	0.8610117	0.9773634	0.961386	0.8364309	0.90248823	0.91931355	0.8838855	0.90818155	0.911911	0.9189074	0.8990176	0.7235027	0.97129166	0.8827375	0.9544778	0.86972463	0.8336805	0.89669925	0.83162725	0.7770766	0.7173925	0.79983675	0.78713506	0.8846895	0.89058465	0.80581915	0.84997666	0.82354254	0.91719115	0.8083122	0.8962185	0.9123565	0.8693408	0.8674115	0.9192132	0.8275904	0.9493178	0.90966177	0.9208605	0.8030281	0.9129812	0.8909312	0.89159244	0.7877976	0.7581077	0.91243166	0.9191354	0.7520107	0.8492099	0.8578206	0.78262234	0.8301513	0.8308171	0.7783035	0.8403405	0.85311323	0.7567061	0.9100079	0.9594937	0.9138515	0.8099711	0.9534616	0.8572114	0.7458956	0.83613133	0.8598485	0.8855372	0.85752475	0.91512704	0.8727386	0.95924115	0.9012959	0.94531655	0.9555654	0.980568	0.76517475	0.8076	0.89141554	0.9075598	0.860941	0.9498818	0.8926167	0.9687063	0.94399834	0.95468	0.8639618	0.8492127	0.7346835	0.8301121	0.91788685	0.58847564	0.67281085	0.83543015	0.91158617	0.8406925	0.84115386	0.80653703	0.8045038	0.8272583	0.7621143	0.8961469	0.9533829	0.8936557	0.9041813	0.9543347	0.9634537	0.84075683	0.78541964	0.88995475	0.9016837	0.90094125	0.8624977	0.8172685	0.9049767	0.8679512	0.6585288	0.81790364	0.98637027	0.790667	0.40515292	0.8876804	0.8995153	0.8526846	0.9444747	0.9088061	0.8969276	0.82016504	0.8351084	0.81807315	0.8441943	0.82514954	0.9461399	0.5628671	0.8509582	0.7610985	0.73336476	0.93727404	0.7823175	0.8861611	0.89190555	0.76966	0.9007618	0.9194098	0.9012338	0.6349174	0.8627678	0.8174563	0.8550819	0.8687099	0.9510764	0.92354757	0.80740166	0.9664177	0.96981233	0.9527849	0.5080974	0.90686786	0.8624177	0.96474653	0.85710585	0.91702855	0.94121236	0.9662715	0.78754795	0.8644627	0.9251335	0.8669846	0.90884125	0.96614623	0.83569443	0.7644259	0.6342021	0.87107086	0.74379927	0.86292607	0.96378434	0.8452636	0.9213752	0.92772967	0.8817994	0.8433389	0.9192081	0.74426293	0.8826392	0.94894797	0.9274282	0.9493318	0.8813944	0.80635226	0.70009375	0.78429735	0.93776894	0.88897383	0.7611915	0.7755596	0.9488496	0.8157753	0.94483066	0.96827114	0.9238969	0.916137	0.95051676	0.88388777	0.9168519	0.8609005	0.7706929	0.88116586	0.8737676	0.8217746	0.93491364	0.89893085	0.9544605	0.8492049	0.9277143	0.792999	0.8989658	0.9019151	0.7889126	0.83246034	0.9454008	0.9080187	0.6162135	0.93651146	0.77550584	0.9176901	0.954737	0.7298986	0.7822436	0.9047632	0.7263066	0.44655454	0.8660275	0.9442201	0.8158932	0.9663873	0.84542316	0.8301561	0.82202595	0.9360244	0.83813465	0.8454069	0.77985966	0.83349556	0.81834257	0.78911924	0.8791948	0.8980169	0.6582773	0.9465811	0.7755296	0.9580703	0.6083438	0.75444865	0.95028055	0.9267655	0.7060355	0.898127	0.88054955	0.8828495	0.8187926	0.9316416	0.8651749	0.9989294	0.9367034	0.86803764	0.9342684	0.89428246	0.89220196	0.79330814	0.8226474	0.7340017	0.69012934	0.8859344	0.96164906	0.9126737	0.93369013	0.84432214	0.6829363	0.8911416	0.85693985	0.876662	0.92425287	0.8766409	0.9479633	0.94440836	0.8427616	0.8728583	0.9333288	0.8993432	0.8832553	0.9416129	0.91774607	0.8763661	0.9174778	0.8521348	0.8586532	0.9469606	0.8828243	0.8910099	0.97229666	0.86160636	0.930599	0.84824955	0.88426936	0.8787862	0.9409615	0.9555924	0.98533326	0.76130354	0.97153366	0.7416966	0.82347363	0.7833382	0.8602839	0.96683145	0.9156214	0.9140861	0.8402879	0.9047259	0.8557941	0.9518729	0.7353895	0.86547214	0.8677552	0.6840734	0.8814063	0.80063766	0.8234688	0.87384444	0.8705273	0.82389367	0.88840675	0.79723394	0.8623953	0.8905032	0.93348455	0.8489367	0.8969218	0.8536453	0.9131219	0.84896743	0.8007747	0.8334433	0.9459566	0.75687915	0.66478056	0.7569983	0.76833904	0.7576554	0.82167196	0.7427049	0.8209387	0.8887362	0.8955079	0.7476387	0.90968204	0.8289934	0.9250884	0.8906914	0.87400717	0.9079818	0.9058049	0.8629005	0.8730151	0.81970805	0.8245483	0.89783585	0.7629962	0.95888245	0.8529575	0.83744633	0.9164624	0.83603585	0.9153962	0.95351	0.95065653	0.8610046	0.8037459	0.85883737	0.8437301	0.84109914	0.85642886	0.7854488	0.9713579	0.7636485	0.9008791	0.8187911	0.6893088	0.8720336	0.9738012	0.7378098	0.9185295	0.8726962	0.8503401	0.8195572	0.8806421	0.77947354	0.8024465	0.8879043	0.80257106	0.87496704	0.9183345	0.93274283	0.790436	0.9119619	0.9029866	0.8350916	0.9512086	0.96144646	0.948525	0.95586944	0.95185524	0.66940755	0.69532084	0.9151821	0.9541316	0.8835702	0.8138621	0.8324369	0.89275336	0.8732584	0.8550844	0.73999	0.77313876	0.9343369	0.84392077
