	geluk_zoeker/noun	sprinkhaan/noun	Morrison/name	VTM/name	als/prep	tegen/part	onrust/noun	kondig_aan/verb	mentaal/adj	Amerikaan/noun	adverteerder/noun	gisteren/adv	spreiding/noun	krijg_heen/verb	Stephanie/name	aap/noun	ere_podium/noun	keer/verb	belaag/verb	poseer/verb	blauw/adj	visser/noun	achter/prep	natie/noun	aanbieder/noun	naar/prep	atleet/noun	betoger/noun	tegelijk/adj	trek_aan/verb	dagelijks/adj	sprong/noun	razend/adj	scholier/noun	Damien/name	slaaf/noun	champagne/noun	podium/noun	lastig/adj	parkoers/noun	enorm/adj	zodoende/adv	die/det	omring/verb	bedreig/verb	München/name	KTM/name	volg/adj	Ouedraogo/name	arm/adj	Lafeber/name	voorlaatst/adj	Charles/name	schaap/noun	test/noun	wetenschapper/noun	moeilijk/adj	verspring/verb	and/name	bestorm/verb	verdeling/noun	en/vg	punt/noun	Servisch/adj	andapos;s/adv	inheems/adj	zwijn/noun	laat/adj	Prinsjesdag/name	wat/det	vlot/adj	1./num	gretig/adj	man/noun	slaags/fixed	weerzinwekkend/adj	professioneel/adj	weer/adv	wacht/verb	1940/noun	boomgaard/noun	zie/verb	Westen/name	aanvoering/prep	meid/noun	zwijg/verb	stuur_af/verb	opnieuw/adv	eén/num	haar/pron	loop/verb	meisje/noun	verslaggever/noun	val_aan/verb	fond/noun	op/prep	straks/adv	grootouder/noun	tent_DIM/noun	zodra/comp	te/adv	bezoeker/noun	pluimage/noun	toeschouwer/noun	1948/noun	gesteund/adj	voet/noun	procedureel/adj	enig/adj	13.20/num	formeel/adj	missie/noun	Strauss/name	nauw/adj	zweep/noun	city/name	stroom_toe/verb	Sisters/name	daling/noun	bin/name	dringend/adj	strand/noun	indrukwekkend/adj	skater/noun	kielzog/noun	langs/prep	woedend/adj	politicus/noun	Oostenrijk/name	mee/adv	beeld/noun	binnen/prefix	geen/fixed	concentreer/verb	verwacht/adj	enerzijds/adv	zeg/tag	asielzoeker/noun	Trimble/name	400/num	1992/noun	plaag/verb	zwart/adj	hooligan/noun	drop/verb	tijdstip/noun	grut/noun	dam_in/verb	Dubrovnik/name	slecht/verb	Brusselaars/noun	die/pron	verwacht/verb	thuis/part	uitdrukking/noun	100/num	zoals/comp	vaderlands/adj	4de/num	val/fixed	weg/part	grijp_aan/verb	confrontatie/noun	zweef/verb	Laden/name	allen/adv	zoveel/det	nauwlettend/adj	advocaat/noun	56/num	door/part	Aziatisch/adj	te/prep	realiseer/verb	exotisch/adj	loop_rond/verb	Pauline/name	werp_op/verb	drink/verb	vul/verb	zit_achterna/verb	koffie/noun	nu/adv	stedebouwkundig/adj	twee/noun	daarna/pp	11.000/num	Austin/name	dronken/adj	langs/adv	wereldkampioen/noun	Euronext/name	terecht/part	110/num	favoriet/noun	jong/adj	sprint/noun	territorium/noun	deze/det	zestig/num	blank/adj	ze/pron	kies/verb	kat/noun	gewillig/adj	belangrijk/adj	camera/noun	familie_lid/noun	half/adj	gevecht/noun	overrompel/verb	tuin/noun	nu/comp	driftig/adj	Gert-Jan/name	vooruitzicht/noun	opeens/adv	tien/noun	struikel/verb	meteen/adv	dame/noun	door/prep	aan/part	hoede/noun	record/noun	overspoel/verb	poging/noun	tien/num	ultiem/adj	spraak_technologie_bedrijf/noun	Slowaak/noun	toerist/noun	Justitie/name	lol_broek/noun	olympisch/adj	poort/noun	gebied/noun	supporter/noun	kom/verb	juich_toe/verb	tiener_meisje/noun	teleurstellend/adj	onttrek/verb	grond_gebied/noun	hulpverlener/noun	dubbel/verb	geplunderd/adj	begeleider/noun	overwin/verb	weg/adv	Plaza/name	lok/verb	laag/adj	gil/adj	been/fixed	18-jarigen/adj	pas/fixed	Duitsland/name	sta/verb	iets/adv	cameraploeg/noun	vermom/verb	volstrekt/adj	boos/adj	Japanner/noun	daal_af/verb	er/adv	vluchteling/noun	Korving/name	wanhopig/adj	ren/verb	Lewis/name	Kohl/name	hos/verb	rep/verb	militair/noun	storm_aan/adj	zie_af/verb	barbaars/adj	naast/prep	loop/prep	bewonderaar/noun	gevolgd/adj	zo'n/det	Ibiza/name	voetbalelftal/noun	journalist/noun	hoog/adj	kansloos/adj	huurling/noun	blok/noun	race/noun	Deens/adj	toevallig/adj	kom_uit/verb	Hoek/name	Raeymaekers/name	de/fixed	pelgrim/noun	sla_weg/verb	enkel/det	pol_stok/noun	loop_uit/verb	leg/verb	kom_binnen/verb	Japans/adj	wacht_op/verb	onverdeeld/adj	straat_beeld/noun	verzamel/verb	ISS/name	Leipzig/name	Europa/name	stink/adj	snel/adj	ondernemer/noun	Robin/name	cola/noun	gecharmeerd/adj	Johnson/name	achtervolgd/adj	spring/verb	confronteer/verb	krijg_heer/noun	tweede/num	vergezel/verb	aannemelijk/adj	rond/part	China/det	Kaboel/name	vier/verb	kam/verb	waarvoor/pp	daarmee/pp	Khan/name	heer/noun	huiswaarts/adv	kwaadaardig/adj	op/fixed	vracht_wagen/noun	instantie/noun	gratis/adj	buitenlands/adj	Bourgeois/name	bodem/noun	El/name	Liefers/name	zich/pron	foutloos/adj	nietsvermoedend/adj	spurt/noun	opgefokt/adj	reeks/noun	wek/verb	200/num	Joegoslavië/name	gezicht/noun	hoef/verb	moeiteloos/adj	dakloze/noun	versla/verb	tegen/prep	zwaai/adj	steeds/adv	insect/noun	val_binnen/verb	baby/noun	voor/prep	de/det	twijfel/fixed	kennis/noun	Versatel/name	Congo/name	bescherm/verb	even/adj	tiener/noun	60/num	vol/part	Brit/noun	raak/verb	Engelsman/noun	becommentarieer/verb	kakkerlak/noun	gelovig/adj	nationalist/noun	waar/adv	nachts/adv	kijk_toe/verb	610/num	400_meter/noun	juist/adv	ken/verb	trouw/adj	bloot/adj	stel_in/verb	opgejaagd/adj	vierhonderdduizend/num	Dui/name	tribune/noun	zaag/verb	vijf/noun	kampioenschap/noun	angst/noun	word/verb	bewondering/noun	en/comp	rond/prep	inmiddels/adv	Nico/name	van/det	luidruchtig/adj	schuifel/verb	nog/adv	fotograaf/noun	immigrant/noun	verbaasd/adj	genoeg/det	omringd/adj	blijk/verb	combineer/verb	hoewel/comp	blijf_thuis/verb	neem_weg/verb	steward/noun	behoorlijk/adj	BMW/name	wild/adj	jaarlijks/adj	kom_terecht/verb	vlieg/noun	buitenaards/adj	techniek/noun	divers/adj	op/adj	sta_klaar/verb	laat_toe/verb	stem_recht/noun	Zweeds/adj	bos/noun	kind/noun	winkel_DIM/noun	woest/adj	achtervolg/verb	Schröder/name	dubieus/adj	stad/noun	win/verb	poets_vrouw/noun	verdring/verb	Breese/adj	medaille/noun	Australië/name	Mongools/adj	Afrikaans/adj	middag/noun	Bay/name	particulier/adj	dijk/noun	aantocht/fixed	elk/adv	neem/verb	stouw_vol/verb	jongere/noun	gekleed/adj	1996/noun	belegger/noun	bacterie/noun	staart/noun	vrede_proces/noun	verscholen/adj	bezit/noun	tv_camera/noun	vloeibaar/adj	voorspelbaar/adj	Pool/noun	moet/verb	industrie/noun	snel_toe/verb	haalbaar/adj	op/part	Elke/name	seconde/noun	vandaag/adv	camera_mens/noun	heel/adj	soms/adv	vooral/adv	Osama/name	uitzinnig/adj	80/num	discipline/noun	mens/noun	accoord/adj	heen/part	over/prep	doek/noun	hoogspringen/verb	ergernis/noun	daadwerkelijk/adj	hoogstwaarschijnlijk/adj	trek/verb	opstand/noun	1966/noun	jullie/pron	meter/noun	negende/num	toen/comp	burger/noun	zonder/prep	City/name	barbaar/noun	eerste/num	zwerm/verb	geval_wel/verb	zenuwslopend/adj	straat_DIM/noun	gelukkig/adj	glimlach/adj	tussen/prep	unionist/noun	dag/noun	christen/noun	potentieel/adj	Anderlecht/name	nek_slag/noun	Thailand/name	volg/verb	zwaar/adj	een/det	niks/noun	zet_neer/verb	tientallen/noun	paparazzi/noun	330/num	bezwijk/verb	onmiddellijk/adj	weg/adj	scheid/verb	fan/noun	Allen/name	wetenschap/noun	derde/num	meester/noun	timmer/verb	elk/det
geluk_zoeker/noun	0.0	0.8489065	0.896432	0.91860056	0.83497345	0.75118506	0.8190635	0.9433047	0.94688725	0.79640555	0.71134603	0.89955896	0.82282984	0.8648108	0.9864131	0.83335805	0.87244165	0.8647326	0.83533496	0.9238582	0.8783629	0.7866761	0.91539395	0.83048713	0.8108582	0.7015953	0.8644506	0.7733156	0.77244794	0.7333549	0.7466514	0.8636738	0.8358793	0.7648114	0.95551103	0.8527368	0.9146703	0.85319036	0.8688045	0.910123	0.7939705	0.80454916	0.8453542	0.8679719	0.88181525	0.93722427	0.9307308	0.9372589	0.96060115	0.68673474	0.91386837	0.91561896	0.931394	0.8560012	0.9284221	0.83845633	0.925488	0.97372836	0.9752095	0.7933315	0.8719138	0.81213737	0.9511767	0.8296605	0.827478	0.75527585	0.84663624	0.879708	0.94931006	0.78067476	0.8643441	0.99665904	0.7412106	0.8688281	0.80799794	0.86094666	0.90695244	0.7703972	0.8461313	0.9557867	0.87824965	0.8433558	0.689898	0.9090316	0.8583894	0.9223684	0.89184445	0.82766104	0.9379216	0.87388134	0.90602016	0.8429759	0.88248634	0.8316916	0.9429874	0.9281891	0.7609072	0.8925827	0.8539854	0.7745664	0.82368964	0.66244817	0.7493509	0.77417815	0.90776837	0.8582792	0.90134394	0.9250436	0.8978117	0.9956673	0.917176	0.81871945	0.9150382	0.87101996	0.8958108	0.901296	0.69737655	0.97001934	0.8684641	0.9481511	0.8733388	0.861994	0.9215441	0.8288379	0.794685	0.8230885	0.8282324	0.7336147	0.8726594	0.8502254	0.8929819	0.7249136	0.8908883	0.82835734	0.9144863	0.84804845	0.9198464	0.54261047	0.96811235	0.8217373	0.9249261	0.89632404	0.85815525	0.8213675	0.8360867	0.92132103	0.91013765	0.684733	0.8415307	0.8949301	0.6550958	0.67938864	0.89003766	0.9384155	0.9036244	0.9303108	0.8371929	0.8772152	0.9760808	0.9181701	0.91549104	0.7748656	0.8804537	0.92233324	0.94387114	0.7477757	0.72172344	0.91499305	0.8469173	0.9582866	0.903683	0.72239316	0.9414971	0.9046676	0.8542677	0.78012407	0.97303605	0.839268	0.92584413	0.86188364	0.8822871	0.9175578	0.84369016	0.916749	0.9517999	0.8862941	0.81133807	0.9100426	0.8320449	0.86335754	0.937197	0.94289625	0.85177195	0.9209244	0.9261412	0.6914917	0.9280411	0.8357809	0.9159656	0.85173786	0.73823375	0.82237	0.9164951	0.8312475	0.91420805	0.8868966	0.8411007	0.7385501	0.91761434	0.84735966	0.783596	0.88847613	0.8267869	0.8545384	0.95221126	0.929742	0.79928863	0.9286654	0.91651344	0.85871077	0.8677012	0.8150552	0.8548634	0.9143358	0.95301896	0.6230686	0.7989027	0.85842097	0.9328682	0.8876123	0.7824863	0.5972345	0.9014583	0.8300954	0.94759315	0.7142362	0.74912155	0.82519436	0.80127907	0.8223136	0.835497	0.9150553	0.9230455	0.7766184	0.7497026	0.91379863	0.79171914	0.8646443	0.89912194	0.82534015	0.91401434	0.70052665	0.8961564	0.852893	0.90144396	0.9542446	0.8433629	0.81908816	0.9043956	0.87087727	0.7250961	0.8563558	0.8215191	0.7476342	0.7461715	0.9325507	0.80339766	0.51071054	0.9471882	0.7115755	0.8744776	0.97167456	0.9080534	0.8785602	0.9190269	0.8284996	0.8810373	0.9508915	0.84892166	0.85794866	0.89502406	0.90534633	0.88120544	0.81403947	0.8921157	0.92064804	0.7707633	0.8742422	0.8153883	0.7556267	0.9107895	0.9506754	0.92897695	0.85722506	0.9285667	0.9372881	0.9594495	0.92031974	0.72201985	0.90209496	0.82778776	0.9832911	0.89377004	0.9563061	0.71949434	0.8013513	0.8546989	0.8347172	0.87667143	0.813713	0.9031707	0.87510085	0.56286234	0.8552564	0.8559709	0.7213811	0.96122694	0.95373684	0.78984755	0.95375264	0.8422399	0.8732147	0.83638036	0.87457836	0.90942335	0.8787852	0.92069906	0.7618474	0.8142203	0.8867133	0.9577526	0.90730387	0.826392	0.8662578	0.9237635	0.95332927	0.84280795	0.8542135	0.8847505	0.74528235	0.8324654	0.88941395	0.6712461	0.9525692	0.888145	0.94860744	0.9404061	0.8333519	0.9218364	0.8512891	0.91389734	0.8080591	0.9307921	0.83547455	0.90300834	0.79951566	0.88523066	0.87572825	0.91750205	0.73470056	0.9079452	0.8660994	0.77724594	0.69216824	0.85285914	0.8581395	0.89853084	0.83076763	0.8119188	0.9346702	0.8839712	0.94608885	0.78303635	0.83840084	0.88053256	0.79651225	0.91870636	0.9167617	0.8685616	0.8602399	0.803951	0.9109922	0.91982675	0.69653255	0.85939133	0.7804655	0.87527955	0.8295953	0.9792122	0.9663867	0.8213867	0.89283866	0.8822931	0.9173982	0.903362	0.7642718	0.8257407	0.9938258	0.9200475	0.8244399	0.9129417	0.93756616	0.8260232	0.8403938	0.85713375	0.82174444	0.9388946	0.7824907	0.96205187	0.74831975	0.8234645	0.8782531	0.86053324	0.8748981	0.50035167	0.8611849	0.859162	0.86294323	0.89449465	0.8979165	0.87295234	0.8955809	0.9311789	0.8411331	0.8176455	0.90605134	0.822278	0.72138566	0.84349597	0.8713905	0.84106433	0.87689656	0.70699334	0.76344085	0.8661565	0.7272475	0.90399504	0.9180167	0.88808984	0.8290558	0.87485814	0.7746111	0.8703134	0.9188611	0.85124683	0.7320417	0.96221936	0.8960684	0.8004913	0.9113195	0.9455459	0.7853044	0.8556136	0.6832508	0.8429254	0.899267	0.8449711	0.9045861	0.9099569	0.87961763	0.92845654	0.79867744	0.694504	0.8852208	0.92995644	0.7670452	0.8648691	0.88791883	0.8966446	0.8506918	0.951192	0.8118191	0.8799183	0.9281022	0.8429377	0.85326934	0.7798973	0.89576423	0.9714392	0.8924546	0.9480446	0.9274556	0.89857507	0.84491974	0.7934618	0.8233174	0.6799089	0.94152635	0.8165835	0.86228085	0.9218685	0.6630627	0.95849866	0.8756984	0.90941113	0.8880436	0.9874572	0.8487277	0.84243894	0.8603559	0.82497597	0.820363	0.94090265	0.87978315	0.9452051	0.93533814	0.87654084	0.72538066	0.8181687	0.9181331	0.73141336	0.893107	0.8140724	0.88938737	0.95626277	0.78701144	0.91006994	0.9101453	0.89259017	0.97811556	0.8589801	0.8460268	0.67405605	0.8130478	0.93990254	0.76700747	0.8782939	0.89700913	0.8715744	0.9435611	0.9115337	0.67169183	0.87666506	0.9249363	0.9020906	0.86275876	0.7943546	0.88899195	0.7459508	0.91752064	0.8992963	0.93321824	0.86814356	0.9234564	0.77384245
sprinkhaan/noun	0.8489065	0.0	0.9583552	0.9651982	0.841547	0.8562418	0.8598829	0.9548346	0.9326154	0.8133935	0.91734874	0.9099121	0.97654724	0.8813572	0.94409907	0.77147114	0.89063025	0.9394041	0.7079427	0.94733006	0.87690353	0.81470895	0.9343055	0.8299669	0.93503565	0.8957817	0.85296	0.8667668	0.8576943	0.82002336	0.8306497	0.91179883	0.88089967	0.85159665	0.86539984	0.9186729	0.9304768	0.90152866	0.76466763	0.9204134	0.7964805	0.8461397	0.8844737	0.9509863	0.72227025	0.92810935	0.9991428	0.95276445	0.9694243	0.871407	0.9527627	0.9064952	0.9538338	0.8280524	0.9474263	0.8032788	0.95079607	0.96876097	0.9925382	0.9334348	0.9695846	0.76493114	0.96534264	0.8491715	0.9196665	0.80704325	0.89377695	0.927353	0.94391114	0.8967346	0.89685124	0.983708	0.90423715	0.76064754	0.95310265	0.7118341	0.9565245	0.83840334	0.9766862	0.9282263	0.94117665	0.85307914	0.9004	0.91715956	0.7837988	0.92576253	0.97040737	0.8398236	0.8250631	0.7061991	0.87931156	0.78942394	0.88438475	0.6967553	0.9567259	0.89598095	0.9209479	0.9348315	0.93622637	0.71729803	0.9461775	0.8785822	0.9183487	0.8901082	0.96144974	0.96702105	0.85366833	0.8942644	0.9465634	0.97250116	0.9445946	0.90109295	0.981586	0.93344414	0.94080466	0.9547931	0.92732525	0.9697418	0.97651476	0.8939193	0.9175348	0.8078399	0.9397023	0.832545	0.9605235	0.87605846	0.7710651	0.82599735	0.9029653	0.9075132	0.8762369	0.9385811	0.93383193	0.875689	0.97778696	0.9333529	0.96653235	0.8841027	0.96155006	0.919438	0.95548105	0.6356114	0.8369678	0.8441952	0.8983226	0.9857142	0.84423256	0.9252469	0.9091174	0.98142344	0.91260946	0.7240652	0.95875716	0.8688499	0.94012976	0.9538235	0.8447144	0.9154174	0.9868226	0.92929715	0.8802738	0.945298	0.9479287	0.8452865	0.89774907	0.88595986	0.8242514	0.8851269	0.9379714	0.95616364	0.86080074	0.8369435	0.87267417	0.9795312	0.80217516	0.84000796	0.9018773	0.9484539	0.89306897	0.87208676	0.83435005	0.91063154	0.8601276	0.873582	0.8673061	0.815589	0.96165204	0.9357145	0.8407687	0.94692415	0.91352946	0.9359888	0.9809817	0.9701244	0.88738126	0.7849651	0.91047925	0.7971121	0.9381231	0.8763459	0.83594203	0.7118704	0.9604402	0.7168065	0.9557927	0.94684947	0.8053597	0.8497273	0.89982694	0.84102476	0.8772806	0.92788744	0.90949285	0.9136633	0.95373213	0.950934	0.7027564	0.9596592	0.90499395	0.8136764	0.8402625	0.654847	0.87403196	0.7990779	0.9260963	0.80147004	0.89865994	0.9011106	0.954553	0.9740858	0.842911	0.8023137	0.9640244	0.94026005	0.9345642	0.94428647	0.7826265	0.8634286	0.9534468	0.9786863	0.7892632	0.9283067	0.91814685	0.8699301	0.78746235	0.9076883	0.89877206	0.9338008	0.761052	0.86312604	0.9660662	0.8667288	0.9197457	0.82219565	0.9706882	0.9480387	0.9293542	0.9145349	0.92137325	0.936222	0.7956431	0.869594	0.8898146	0.81135124	0.7263308	0.85659754	0.86918056	0.8316326	0.944604	0.7726202	0.82103264	0.90257424	0.91132855	0.92249393	0.955568	0.83285975	0.8515087	0.95350623	0.80559635	0.93918496	0.9142182	0.91125065	0.9409839	0.8665929	0.97476757	0.88359743	0.73139155	0.9107688	0.8676169	0.9291732	0.9250398	0.8620727	0.84759617	0.8948668	0.9713347	0.9451869	0.9737645	0.94977325	0.8915845	0.8898351	0.8199991	0.93680596	0.9722308	0.87268865	0.9055672	0.8964999	0.87649256	0.9692	0.95680594	0.86092746	0.91614825	0.90914214	0.80878013	0.9130044	0.93811494	0.92210996	0.9367011	0.95516133	0.92305875	0.9546418	0.9326817	0.8166509	0.945598	0.9201352	0.9310444	0.9367036	0.96420306	0.7855308	0.9633289	0.91538763	0.97506994	0.9444132	0.96289796	0.86014575	0.95658237	0.96037793	0.95008427	0.7757733	0.92668337	0.86493593	0.950843	0.9471243	0.8874319	0.9733916	0.84613454	0.9504963	0.94745517	0.8631099	0.8783965	0.85787	0.87578434	0.9200901	0.92660135	0.90597063	0.9445528	0.8471725	0.9145931	0.9431265	0.846471	0.82296324	0.8666209	0.804415	0.8465409	0.8247031	0.45072198	0.9215957	0.8058749	0.9445603	0.8921339	0.942336	0.9459566	0.9456073	0.90350586	0.7521072	0.88723737	0.7366321	0.9558355	0.9649222	0.878839	0.9009619	0.83504605	0.9220103	0.44300246	0.8999282	0.8997656	0.90099657	0.77841675	0.92682517	0.9398029	0.9863105	0.9092135	0.93545425	0.96857464	0.888011	0.9312075	0.8958304	0.9256208	0.9965019	0.9026625	0.91264236	0.97648054	0.938386	0.6875828	0.68815684	0.89818645	0.89505374	0.82175934	0.8173641	0.95097184	0.7977105	0.84213465	0.941901	0.9162035	0.833444	0.84025687	0.94848734	0.8416809	0.91942716	0.8867016	0.9564891	0.8826672	0.9166434	0.9404124	0.86945903	0.93124515	0.8846921	0.8176429	0.8709593	0.91890526	0.4769895	0.705071	0.90435624	0.8699159	0.8532475	0.94140166	0.8942743	0.98396206	0.90596235	0.84033906	0.8302938	0.96731657	0.76057184	0.7526969	0.93677974	0.9545918	0.8204289	0.9582734	0.8815215	0.8868511	0.95610416	0.9323702	0.7653527	0.96705294	0.8716888	0.93803775	0.9461463	0.94094425	0.89824986	0.90411544	0.92063034	0.9578942	0.94059384	0.79246014	0.92781734	0.96902716	0.92965865	0.69206023	0.75107646	0.9464405	0.94477236	0.9746953	0.9184486	0.90755796	0.92948943	0.8481397	0.93828607	0.76859915	0.9312923	0.98665637	0.9118036	0.9404955	0.92668355	0.94684106	0.8991906	0.75627524	0.81996274	0.8358757	0.93287504	0.87878203	0.95299524	0.9194107	0.82087696	0.9852139	0.7493535	0.8344616	0.9046822	0.9561753	0.9129701	0.88051915	0.969901	0.9289366	0.8189063	0.9685569	0.85172904	0.928581	0.93562436	0.8508998	0.8564042	0.90353507	0.93970203	0.8374632	0.9432335	0.6825571	0.98159003	0.95760477	0.9284608	0.89961046	0.9330784	0.9053775	0.98526293	0.8832669	0.8500602	0.90618074	0.9008427	0.9849568	0.8085341	0.95692545	0.87594867	0.82218075	0.90321404	0.9612523	0.8102691	0.7962066	0.93096834	0.9306022	0.87601477	0.84661835	0.95013773	0.8223585	0.9405784	0.9209512	0.9394827	0.9013293	0.97207046	0.94461715
Morrison/name	0.896432	0.9583552	0.0	0.81938124	0.83508885	0.9200548	0.94468665	0.9241229	0.9374883	0.6746867	0.8850894	0.8867445	0.95144004	0.89699996	0.85977966	0.8720083	0.92444456	0.9384013	0.8517144	0.8638963	0.89932555	0.9112545	0.8741329	0.8981787	0.9354283	0.9513621	0.87464386	0.8972237	0.8585571	0.9344182	0.94905865	0.9115989	0.8614378	0.8604162	0.8298491	0.8016113	0.86786544	0.75217545	0.9321994	0.9415899	0.8303464	0.90843576	0.89548516	0.84697604	0.9114723	0.89104855	0.88881564	0.9773801	0.95248693	0.9136171	0.8793733	0.8489442	0.6570319	0.8643999	0.95612454	0.8705054	0.9662347	0.9284764	0.89425546	0.7816529	0.9478997	0.8155582	0.91858715	0.90789354	0.9185676	0.9187571	0.90960306	0.9007775	0.93944097	0.9344631	0.948487	0.8965303	0.8576252	0.8149298	0.88130176	0.92761016	0.9263898	0.9106723	0.9512664	0.86864007	0.9360162	0.89251834	0.86826277	0.7712447	0.90308523	0.91115105	0.9274561	0.8918525	0.86780155	0.82793725	0.94420326	0.83341324	0.93114024	0.86229813	0.8872001	0.90348166	0.876251	0.88230044	0.91551185	0.85701156	0.9034109	0.93063897	0.9159165	0.8990095	0.9081992	0.8489322	0.88978076	0.94239944	0.91577566	0.95093244	0.8804699	0.9372366	0.87847245	0.9288702	0.8561671	0.9078718	0.8827645	0.91763145	0.9686024	0.88873565	0.9492475	0.85742867	0.8794658	0.9487077	0.90985596	0.9086502	0.825069	0.89914834	0.9195063	0.886281	0.9398456	0.9147458	0.9507663	0.9583312	0.9726539	0.87850785	0.90392154	0.93405384	0.9233144	0.90922225	0.77274275	0.90049803	0.82340086	0.8225436	0.8889582	0.8722886	0.84871936	0.8866239	0.93301094	0.8865114	0.88653517	0.8171903	0.9504623	0.9015198	0.9067619	0.91534936	0.83622426	0.8804418	0.909495	0.92787987	0.8528828	0.9496699	0.88565505	0.9138991	0.87018865	0.8701124	0.847319	0.91511655	0.8556979	0.8271684	0.9605935	0.8487202	0.9616024	0.9534473	0.9301081	0.8648678	0.9111748	0.932321	0.8614921	0.88295263	0.9377255	0.8906499	0.9067657	0.920465	0.9212161	0.8716184	0.9137386	0.85959095	0.731295	0.85959417	0.82996523	0.893855	0.9488673	0.89010286	0.78324187	0.8	0.8814821	0.9352665	0.9351301	0.87328684	0.8251466	0.8242272	0.881614	0.87149847	0.797027	0.9841651	0.8908764	0.82636654	0.9022913	0.9132221	0.87664056	0.90340245	0.9000637	0.8638763	0.82940006	0.97398156	0.8288514	0.85904336	0.87616	0.90708375	0.89906013	0.8679973	0.9589866	0.8553889	0.9314404	0.8916131	0.94497323	0.90284836	0.9513528	0.9422423	0.92305046	0.88978696	0.9510631	0.90688956	0.88256776	0.9102019	0.9536525	0.84379995	0.9579244	0.90514445	0.91524744	0.9432208	0.96735257	0.9520863	0.8806	0.92103064	0.92774475	0.83698237	0.9557985	0.8562299	0.8215598	0.94815016	0.98474956	0.8392594	0.93038476	0.9676775	0.95322305	0.9500793	0.89559877	0.90134525	0.8799411	0.90900385	0.90526795	0.8531884	0.7893397	0.88776267	0.9105902	0.9549089	0.95272434	0.85328674	0.87984776	0.6096152	0.88292575	0.8985875	0.9415752	0.8767408	0.78528684	0.956698	0.90848255	0.8784638	0.9472721	0.7029096	0.88618004	0.8675284	0.8329346	0.9563486	0.86101747	0.93397534	0.89602953	0.8586266	0.8475574	0.9316557	0.86173314	0.87691844	0.9457516	0.9551285	0.9401667	0.95568556	0.8867662	0.7546492	0.87335885	0.8990155	0.92276454	0.98570895	0.9023877	0.8741727	0.8716266	0.87271726	0.8630027	0.88252294	0.9136778	0.87711036	0.86529225	0.90243095	0.92033494	0.91534287	0.87375975	0.9319523	0.8878578	0.75361496	0.9145944	0.884606	0.9263959	0.86173046	0.9629593	0.85865915	0.88836896	0.8853799	0.8892769	0.9352241	0.9002192	0.88789517	0.88488704	0.9141178	0.8333831	0.85980415	0.8349428	0.91999084	0.9352248	0.95564955	0.91171527	0.94074136	0.92229193	0.91660595	0.83201444	0.882239	0.96397066	0.92449915	0.90707344	0.8941901	0.90676755	0.8394809	0.89664185	0.82154083	0.9186244	0.88305736	0.9039488	0.8772598	0.8623476	0.8960244	0.8316682	0.91866565	0.87753326	0.8883758	0.938813	0.89001364	0.9109478	0.8785876	0.8375741	0.9196006	0.88031685	0.8605449	0.9342997	0.9469458	0.88384235	0.826643	0.8339115	0.9332452	0.5709137	0.896659	0.6671314	0.8883871	0.9410205	0.86970854	0.84564495	0.8953751	0.87032783	0.790553	0.9111968	0.90511554	0.8901956	0.8603147	0.72041875	0.9155026	0.94599867	0.84558696	0.90142626	0.8390553	0.7993605	0.9012793	0.80411834	0.9531473	0.8990907	0.88416165	0.7103319	0.88355964	0.9433312	0.8339455	0.7506194	0.94363505	0.7834543	0.8504208	0.9427828	0.876867	0.9175077	0.8448785	0.9029654	0.8231151	0.87279904	0.95897853	0.84885454	0.9124734	0.96708167	0.84742016	0.8918004	0.8800593	0.8473518	0.9299182	0.931805	0.8098227	0.8449747	0.865084	0.90186924	0.9505596	0.91832703	0.92949575	0.9052085	0.9108786	0.9541816	0.88687927	0.9217293	0.8460376	0.90384406	0.9401489	0.8900176	0.9458555	0.8965287	0.9350744	0.919858	0.79476196	0.9021063	0.86555535	0.9317962	0.8861722	0.89468014	0.9121823	0.9397655	0.85235256	0.88935924	0.88304114	0.9086406	0.9043495	0.8798877	0.7954082	0.89599705	0.9448524	0.94288003	0.884745	0.95625275	0.91884845	0.9112521	0.84687847	0.9448193	0.85734177	0.7654346	0.89701873	0.92350733	0.9390331	0.9392706	0.9154332	0.90768135	0.90295625	0.9308849	0.893227	0.90618384	0.8888461	0.8712707	0.883183	0.8197228	0.9183628	0.9400157	0.87288356	0.934098	0.899609	0.9672696	0.86505353	0.92256826	0.79722613	0.9602225	0.87846243	0.92580485	0.8045994	0.8096144	0.8864559	0.898178	0.9482987	0.8155182	0.9464011	0.8727262	0.92502266	0.8823522	0.9492195	0.8794678	0.9364861	0.9414164	0.9628711	0.92768353	0.8918818	0.91975105	0.9606143	0.90142584	0.8559514	0.9036166	0.9035712	0.8840983	0.8605244	0.959947	0.92802227	0.8723749	0.8905643	0.90208703	0.8550894	0.9431101	0.89854443	0.7919062	0.921215	0.9221054	0.8616994	0.7559279	0.7576188	0.9464992	0.9166187	0.7696069	0.9166914	0.9341616
