	rand/noun	plein/noun	cowboy_hoed/noun	bijt/verb	jurk/noun	leeuw/noun	spiegel_DIM/noun	prachtig/adj	aantal/noun	feestelijk/adj	scherm/noun	vis/noun	benadering/noun	rose/adj	eenzijdig/adj	houten/adj	projector/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	blauw/adj	blok_DIM/noun	mascara/noun	fruit/noun	gedetailleerd/adj	samenleving/noun	zee/noun	overstroming/noun	stuk/noun	scholier/noun	farmaceutisch/adj	was_middel/noun	bescherming/noun	banaan/noun	podium/noun	naam/noun	dier/noun	bijvoorbeeld/adv	volgorde/noun	streep/noun	zangeres/noun	soort/noun	paars_groen/adj	bontjas/noun	jeans/noun	model/noun	bodemloos/adj	unilateralisme/noun	kleding/noun	slinger_rond/verb	decennium/noun	ding_DIM/noun	zeil/noun	symbool/noun	laan/noun	spaarzaam/adj	biologisch/adj	schelp/noun	vang/verb	combi/noun	Indisch/adj	ruik/verb	weer/adv	huiskamer/noun	Mechelaar/noun	geel/adj	wit/adj	fontein_DIM/noun	zie/verb	knus/adj	verhaal/noun	baseer/verb	rood/noun	apparaat_DIM/noun	gespierd/adj	eveneens/adv	rock/adj	lig/verb	bevolking/noun	voorbij/adv	wereld/noun	paars/adj	vloeistof/noun	doorn/noun	vijver/noun	meisje/noun	mobieltje/noun	traag/adj	aangezet/adj	fonkel/adj	voorstelling/noun	tafel_DIM/noun	te/adv	toneel/noun	groente/noun	licht/adj	raar/adj	ideologisch/adj	gun/verb	inderdaad/adv	melancholisch/adj	bekijk/verb	rookwolk/noun	groen/adj	licht/noun	waarschijnlijk/adj	kop/noun	huis/noun	ronde_DIM/noun	fraai/adj	fles/noun	gracht/noun	beschimp/verb	communautair/adj	monster/noun	oorspronkelijk/adj	accessoire/noun	blaas/verb	lang/adj	gigantisch/adj	vergeleken/adj	onschuld/noun	stap_pers/noun	glim/adj	strand/noun	kaars_DIM/noun	kous/noun	spreekkoor/noun	verstik/adj	cast/noun	vaak/adj	versierd/adj	herinner/verb	opvallend/adj	grillig/adj	rechthoek/noun	beeld/noun	band_DIM/noun	lichaam/noun	bedevaart/noun	vleugel/noun	gedoseerd/adj	traditie/noun	bind/verb	voering/noun	glasplaat/noun	noot/noun	zwart/adj	voorhoofd/noun	markeer/verb	afkomst/noun	bijzonder/adj	metropool/noun	stadion/noun	anoniem/adj	antilichaam/noun	substantie/noun	ga_schuil/verb	vlak/noun	stoel_DIM/noun	spiegel/noun	viltstift/noun	Braziliaans/adj	plek/noun	natuur_steen/noun	versleten/adj	word/adj	oog/noun	duizenden/noun	voorwerp/noun	zit_aan/verb	lingerie/noun	vredig/adj	altijd/adv	klein/adj	Mexicaans/adj	buik/noun	beplak/verb	horizontaal/adj	Caraïbische/adj	nationalisme/noun	hul/verb	kop_DIM/noun	snel/verb	trui/noun	jongen/noun	glas/noun	bijeen/adj	relaxt/adj	loop_af/adj	bord_DIM/noun	buiten/adv	kleurig/adj	hotelkamer/noun	groot/adj	bruin/adj	jong/adj	boodschap/noun	tropisch/adj	overtuigend/adj	plastic/noun	sta_op/verb	blank/adj	matras/noun	weef/verb	breng_aan/verb	begrip/noun	hemd/noun	autentiek/adj	reis_rond/verb	herken/verb	thee/noun	vrolijk/adj	bril/noun	slim/adj	doorzichtig/adj	visie/noun	kleur/noun	bloed/noun	schittering/noun	klodder/noun	duurzaam/adj	links/adj	bord/noun	grijs/adj	toef_DIM/noun	wol/noun	opdrachtgever/noun	versier/verb	jas_DIM/noun	sluier/noun	lokaal/adj	gebruik/verb	riskeer/verb	volledig/adj	vele/adj	olympisch/adj	stalen/adj	gehuld/adj	bal/noun	gevuld/adj	inzending/noun	alge/noun	bliksem/noun	foto/noun	nieuws/noun	decoratief/adj	hemel/noun	scheidsrechter/noun	ring/noun	effen/adj	her/adv	instrumentatie/noun	waar/noun	huid/noun	tol/noun	marketing/noun	vlek_DIM/noun	herinnering/noun	allemaal/adv	apartheid/noun	donker/adj	voorkeur/noun	bedien/verb	sta/verb	kil/adj	honderden/noun	bizar/adj	Frans/noun	elite/noun	inkt/noun	giftig/adj	tenger/adj	speler/noun	voor/adv	commentaar/noun	vier/noun	weerstand/noun	neutraal/adj	drummer/noun	rood-groen/adj	stedelijk/adj	pasta/noun	reliëf/noun	boei/noun	onderaan/adv	T-shirt/noun	geef/verb	dissonanten/noun	tegel/noun	beweeg/verb	pot_DIM/noun	wollig/adj	katholiek/noun	gebruik/noun	identiteit_crisis/noun	ruis/verb	werknemer/noun	colbert/noun	der/adv	voorraad/noun	woord/noun	nestel/verb	historisch/adj	benader/verb	knot_gek/adj	vervang/verb	versie/noun	lik_DIM/noun	water/noun	definitie/noun	compleet/adj	wapper/adj	stoer/adj	toon/verb	één/adv	overhemd/noun	gevel/noun	kunstmatig/adj	varieer/adj	origineel/adj	sla_op/verb	wijk/noun	geparfumeerd/adj	tekst/noun	nostalgie/noun	bont/adj	erg/adj	net/adj	drijf/verb	lijn/noun	kaart/noun	gezien/adj	ritme/noun	tros/noun	naamloos/adj	plastic/adj	helder/adj	stof_DIM/noun	rundvlees/noun	vrouw/noun	voeling/noun	winkel/noun	armband/noun	Engels/adj	bol_DIM/noun	hilariteit/noun	trappenhuis/noun	rood-wit_blauw/adj	waarheid/noun	kartel/noun	stip_DIM/noun	haar/noun	exemplaar/noun	papier/noun	lichtbruin/adj	kauwgum/noun	reeks/noun	maak/verb	levendig/adj	pastel/noun	selecteer/verb	tragisch/adj	plak/verb	vaar/verb	zacht/adj	buurt/noun	perspectief/noun	touw/noun	glas_DIM/noun	wellicht/adv	bamboe/noun	zeur/verb	krul/verb	Studio/noun	schoen/noun	staaf_DIM/noun	giet_af/verb	vlinder/noun	wijlen/adv	baksteen/noun	regionaal/adj	pols/noun	waar/adv	sowieso/adv	vriendin/noun	brok_DIM/noun	trap/noun	genre/noun	intiem/adj	contour/noun	portret/noun	patroon/noun	blad/noun	barst_DIM/noun	veel/adj	boot_DIM/noun	onderdaan/noun	huis_DIM/noun	berichtgeving/noun	warm/adj	voorganger/noun	geschiedenis/noun	kook/verb	wilg/noun	inhoud/noun	bestelling/noun	gestapeld/adj	gen_therapie/noun	manschappen/noun	inmiddels/adv	pantoffel/noun	zaal/noun	stam/noun	bij/noun	sorteer/verb	vlag_DIM/noun	min/adj	bloedrood/adj	religie/noun	verwissel/verb	bak_DIM/noun	wild/adj	rosé/noun	vergelijkbaar/adj	divers/adj	kip/noun	Zuidafrikaans/adj	op/adj	kenmerk/verb	zit_DIM/noun	warmte/noun	concept/noun	verwerk/verb	stralend/adj	felgekleurd/adj	cultureel/adj	kind/noun	zeer/adv	onder_klasse/noun	week/verb	bril_DIM/noun	plooi/noun	intens/adj	en/adv	alleen/adv	letterlijk/adj	stad/noun	dien/verb	lippenstift/noun	zoek_uit/verb	publiek/noun	zand/noun	potlood/noun	mysterieus/adj	flard/noun	aquarel/noun	figuur/noun	aanblik/noun	elk/adv	sterk/adj	bovenlaag/noun	trek/noun	imago/noun	informatie/noun	chocolade/noun	mythologie/noun	accent/noun	afkomstig/adj	politiek/adj	anders/adj	bloem/noun	geheel/adj	verschuif/verb	wand/noun	grond/noun	medemens/noun	bastaard/noun	hang/verb	episode/noun	thema/noun	tatoeage/noun	kaart_DIM/noun	vreemd/adj	voetballer/noun	moralistisch/adj	richting/noun	crew/noun	wit/noun	draag/verb	blond/adj	noteer/verb	sluit_uit/adj	diamant/noun	persoonlijk/adj	plexiglas/noun	soms/adv	zie_terug/verb	lantaarnpaal/noun	afval_water/noun	verschil/adj	tover_om/verb	mens/noun	vlieg/verb	tafel/noun	fris_op/verb	vrouw_DIM/noun	sierlijk/adj	ouderwets/adj	hagel_slag/noun	schreeuw/adj	tamelijk/adj	touroperator/noun	doek/noun	set/noun	ergernis/noun	vlek/noun	ets/noun	hele/adv	straat/noun	zie_uit/verb	trek/verb	kamer/noun	geheugen/noun	meer/adj	meter/noun	erger/verb	geconcentreerd/adj	sfeer/noun	breed/adj	naar/adj	ballon/noun	bezet/adj	in/adj	traditioneel/adj	fel/adj	bekleed/verb	afzonderlijk/adj	opereer/verb	standpunt/noun	shirt/noun	tint_DIM/noun	toevoeging/noun	metaal/noun	jubel/adj	verschijnsel/noun	rood/adj	maatschappij/noun	vorm/noun	goal/noun	rood_wit/adj	tapijt/noun	fles_DIM/noun
rand/noun	0.0	0.60526484	0.8146955	0.86486375	0.66202927	0.817976	0.7437314	0.5907955	0.8803735	0.74670255	0.66900575	0.672974	0.9256695	0.54998016	0.91446984	0.47347975	0.8287051	0.90362877	0.6568063	0.82826024	0.54457444	0.6661542	0.7260381	0.7015924	0.8734597	0.80703175	0.6745756	0.8171878	0.69825584	0.8269867	0.8996834	0.86446506	0.81102693	0.686108	0.6472901	0.8121342	0.82595664	0.7533437	0.78170526	0.67337203	0.82870436	0.7192157	0.90386087	0.79068774	0.73289156	0.810387	0.8570793	0.9792967	0.74353814	0.79099643	0.85056424	0.7925577	0.703461	0.72628844	0.66652846	0.7981515	0.86194694	0.5646755	0.7850379	0.87575996	0.7847247	0.72548646	0.8248122	0.7223593	0.8585979	0.54878336	0.48856705	0.73068804	0.76647663	0.69775414	0.89967525	0.92190266	0.670351	0.8112546	0.78959954	0.7628597	0.849913	0.59813946	0.84713507	0.7507398	0.8691406	0.6178722	0.65865594	0.8638551	0.53257966	0.7833812	0.81387544	0.80754846	0.84420174	0.7507208	0.8539209	0.6799516	0.84824	0.8005316	0.7413031	0.7168444	0.83859646	0.88703007	0.8647191	0.80557084	0.8909571	0.8116349	0.78581595	0.53005385	0.66464496	0.86688817	0.74263924	0.651101	0.70697606	0.63099194	0.6118263	0.6850841	0.95249665	0.9430802	0.72967243	0.72668207	0.8129291	0.775301	0.7832502	0.5991044	0.8679813	0.92137975	0.8216163	0.5861864	0.65265226	0.77884734	0.7663482	0.9290789	0.90587413	0.9425996	0.8400189	0.60255563	0.8547287	0.7278033	0.73000336	0.5609309	0.7063144	0.76599526	0.7251381	0.8765472	0.7267444	0.87249744	0.87052464	0.8028631	0.7855964	0.7122899	0.7884808	0.5596715	0.74087626	0.6328694	0.86503035	0.8418743	0.76319575	0.730262	0.9047132	0.91854703	0.764095	0.7761738	0.74408764	0.6088835	0.6177255	0.7581728	0.7963171	0.64039874	0.59153146	0.68253434	0.7290347	0.7094151	0.7221359	0.65307254	0.87357813	0.87500226	0.7354081	0.8215648	0.592473	0.77820945	0.7006804	0.7031779	0.62563115	0.915137	0.933956	0.7742292	0.653273	0.77884376	0.73276174	0.83489275	0.5095528	0.77231216	0.78031886	0.8059842	0.6297982	0.61683035	0.5787274	0.79456556	0.6027944	0.5581577	0.92456305	0.8699256	0.79503727	0.8726295	0.6403909	0.7803967	0.7308017	0.6925776	0.82906234	0.63216406	0.88659173	0.7174108	0.79791164	0.940468	0.76702833	0.70115674	0.6818384	0.70293117	0.7907424	0.6088929	0.8926563	0.6184484	0.7297163	0.75922734	0.74770355	0.8536104	0.76067907	0.5636355	0.55027986	0.7600766	0.72044456	0.9103812	0.6434812	0.7182169	0.7760496	0.9270354	0.7029285	0.8776751	0.76644385	0.79882157	0.8343979	0.5629989	0.76145613	0.65406847	0.5846637	0.9019961	0.76648355	0.89051527	0.8031653	0.9236821	0.7355629	0.74415106	0.7929679	0.6362987	0.7637769	0.70449275	0.94175553	0.70668644	0.6731937	0.8867411	0.97535676	0.7720556	0.84951234	0.80343735	0.8408666	0.5821382	0.82270694	0.77037627	0.64512056	0.75134987	0.69580007	0.8773295	0.9532603	0.90108657	0.66764414	0.8039951	0.8684386	0.8564377	0.80228555	0.9245861	0.8180519	0.84010905	0.7863161	0.82554126	0.84488773	0.771808	0.74195063	0.7050835	0.72551465	0.65121806	0.7325134	0.8574723	0.9145359	0.5422175	0.72900236	0.6977334	0.8249824	0.8803578	0.80362684	0.91579235	0.8285436	0.943248	0.7159442	0.65496534	0.8040915	0.89016205	0.7335748	0.8014852	0.863523	0.94359404	0.6432298	0.8479911	0.8442589	0.59498495	0.86217666	0.69375193	0.74475396	0.76726115	0.785318	0.84916955	0.6918905	0.5889264	0.73634326	0.83539283	0.81987786	0.77390826	0.6682747	0.82480544	0.8098205	0.8325312	0.71276224	0.8509114	0.6948298	0.7010113	0.6400417	0.7159943	0.88323545	0.8298439	0.70754987	0.8407069	0.53241396	0.68052995	0.8652075	0.8645396	0.85988396	0.8637258	0.73778605	0.73514163	0.8711154	0.6725435	0.8727459	0.7145673	0.8038827	0.92681336	0.88741004	0.67826617	0.62551814	0.7359646	0.6177266	0.7256471	0.81447136	0.87887704	0.8338175	0.78639376	0.7803111	0.9336228	0.8717082	0.6602231	0.81277514	0.6502836	0.64544326	0.8510916	0.6591438	0.70950866	0.8854315	0.7285396	0.91114604	0.7200874	0.9132301	0.655649	0.70476925	0.8270407	0.7785768	0.9063191	0.60002106	0.90557534	0.7636638	0.565398	0.853517	0.83908236	0.71782994	0.5517768	0.89601654	0.85571015	0.6962416	0.80194485	0.6521394	0.6455348	0.8855463	0.8537218	0.6713092	0.91272575	0.61718285	0.89521724	0.68968225	0.89380926	0.8542401	0.78557974	0.7946191	0.814196	0.86065435	0.62675476	0.9773805	0.8683363	0.82311505	0.84387136	0.6938485	0.73639405	0.7349673	0.8149481	0.71413875	0.87388635	0.7342436	0.88506085	0.7855922	0.63507473	0.723182	0.8041737	0.80305415	0.76956904	0.76689434	0.78939897	0.7643992	0.80776715	0.7381468	0.7760233	0.8520082	0.732679	0.735513	0.67137766	0.8596376	0.8774312	0.85641575	0.8451284	0.88699216	0.768456	0.7854626	0.72194755	0.7051996	0.7783495	0.74295443	0.6857075	0.77582026	0.8178401	0.8524358	0.81839454	0.58960605	0.7297744	0.8060771	0.7580169	0.84031206	0.8003783	0.70726824	0.7212802	0.88819915	0.7945045	0.7223822	0.84655493	0.9373595	0.7768657	0.9269792	0.74507487	0.8384633	0.8983841	0.89837074	0.5585486	0.7486509	0.88853025	0.5244448	0.632215	0.84536856	0.9522821	0.60841316	0.86896694	0.8476767	0.84086055	0.7522065	0.84428257	0.8590963	0.90796167	0.71271944	0.9001355	0.6230579	0.69239914	0.7191285	0.86527705	0.7632369	0.7048193	0.94279796	0.7126312	0.77503026	0.85841274	0.7015747	0.7992983	0.765998	0.6867733	0.89119744	0.74771726	0.61954755	0.83062184	0.7948464	0.64580154	0.68934524	0.8278507	0.8172852	0.7962386	0.8912666	0.5831517	0.87502515	0.77906054	0.6140687	0.8643675	0.8198544	0.62373435	0.7355287	0.7690437	0.6606827	0.7884903	0.9248619	0.606803	0.8489046	0.7964488	0.82889926	0.6714808	0.77488136	0.6961115	0.8055223	0.8340002	0.78796977	0.71669674	0.66505	0.8513174	0.8555774	0.9405739	0.7559504	0.8154812	0.80997944	0.7081491	0.86254346	0.88606244	0.5119898	0.82691205	0.6814054	0.8583391	0.73360443	0.624002	0.6581632
plein/noun	0.60526484	0.0	0.9052566	0.9220274	0.7736877	0.8429159	0.81605935	0.58374083	0.8165574	0.65620166	0.76775527	0.84110343	0.85620666	0.7481775	0.887905	0.6116986	0.83387613	0.92813987	0.8140526	0.83366024	0.70507616	0.862571	0.93305284	0.85356176	0.7855707	0.84303695	0.75569147	0.8605901	0.760623	0.8313991	0.96974075	0.95606756	0.88075507	0.91844225	0.5900934	0.823161	0.8760331	0.8280684	0.86606383	0.7987524	0.87180376	0.7680044	0.87350583	0.8993687	0.8875163	0.7727076	0.9014916	0.9277688	0.8224849	0.76689947	0.83032393	0.8443074	0.76886535	0.7450261	0.5273051	0.841991	0.88295174	0.7853422	0.8615709	0.90510225	0.82617533	0.816552	0.7907766	0.6704127	0.8539846	0.77745557	0.6917602	0.7826521	0.78481543	0.5677649	0.7931152	0.93940043	0.8120282	0.8703763	0.84063315	0.79123926	0.87547314	0.693388	0.8999142	0.81281376	0.83752215	0.78946257	0.7761488	0.9104319	0.5115042	0.8341371	0.87073165	0.79587054	0.8641093	0.75974154	0.7312517	0.67942995	0.87834466	0.67064166	0.89435536	0.76972294	0.88500696	0.8491171	0.831869	0.7998291	0.82244563	0.8735516	0.82298744	0.68419117	0.68905663	0.8745368	0.819564	0.5320823	0.71998334	0.5795377	0.7491795	0.60778785	0.92240685	0.8940134	0.802196	0.75865406	0.81029314	0.7598272	0.83521855	0.6501462	0.89445937	0.9025678	0.83575046	0.685545	0.64156646	0.7218164	0.8635193	0.82430655	0.8281348	0.8808836	0.8046893	0.634351	0.74094164	0.77797806	0.7140856	0.74394304	0.6853123	0.860077	0.8379381	0.83794993	0.7474266	0.832045	0.8107755	0.87255096	0.90040296	0.7409594	0.83868223	0.7772572	0.8464024	0.69373596	0.9299937	0.7532384	0.6451953	0.6326435	0.84264743	0.89564073	0.85746115	0.77343404	0.8563517	0.6985083	0.72689635	0.8264915	0.8471414	0.5683979	0.57093686	0.78195435	0.8422375	0.838724	0.69045657	0.719516	0.8961017	0.8140459	0.6511544	0.8033974	0.7241632	0.8444615	0.83710897	0.838241	0.7340441	0.8693191	0.91097295	0.8326891	0.7980998	0.8639086	0.86988425	0.8586149	0.698035	0.803102	0.81196064	0.83903956	0.79584897	0.6515654	0.6685985	0.734667	0.76918995	0.7218436	0.8822053	0.8452003	0.8037764	0.8670839	0.7612523	0.8404236	0.8283292	0.8590394	0.8476462	0.6905509	0.90356016	0.84342796	0.7118385	0.9373642	0.7592099	0.88705796	0.67314726	0.83040243	0.91472334	0.7603656	0.8589821	0.72780514	0.7823683	0.87579125	0.8635688	0.83130246	0.7769866	0.7431417	0.6939138	0.84417033	0.8906956	0.8828232	0.6803863	0.78448737	0.8373444	0.8887282	0.86444306	0.8648633	0.7421862	0.7237025	0.8213163	0.70789784	0.81071275	0.81927526	0.7576584	0.8536428	0.8761687	0.8827504	0.70031995	0.8947385	0.71490353	0.79695874	0.9138008	0.73612976	0.80520403	0.69224	0.8865386	0.78873634	0.8153261	0.8921411	0.9463058	0.89951247	0.72938585	0.799784	0.9500134	0.66322577	0.8215162	0.86240995	0.6711379	0.72329956	0.65643084	0.7837453	0.8935456	0.8982034	0.8335687	0.9024183	0.8866225	0.86905843	0.7783661	0.9027062	0.91355383	0.8697117	0.7733549	0.86373436	0.91444063	0.7446295	0.8637693	0.7410912	0.8043866	0.7886164	0.82395685	0.8460926	0.9057253	0.62109685	0.79872143	0.8651202	0.8721285	0.8599499	0.8656028	0.9403918	0.8247124	0.79046386	0.83100516	0.7147066	0.8433637	0.88019454	0.7854242	0.6541678	0.8760766	0.9465289	0.70105535	0.86161244	0.85239136	0.73392665	0.85455847	0.69275814	0.77818286	0.8346877	0.80514795	0.82795	0.84229213	0.5192554	0.8119369	0.83322483	0.7620948	0.80958337	0.47220194	0.93062794	0.7903364	0.6845993	0.7412766	0.83870786	0.7218795	0.7801186	0.76651764	0.8529781	0.8102149	0.7548219	0.8385485	0.7965931	0.7096587	0.7397007	0.880656	0.95448554	0.88235843	0.8995129	0.64562166	0.81690156	0.8842905	0.8426374	0.79091245	0.65181214	0.8524518	0.8950292	0.9036118	0.8198036	0.8402283	0.8089224	0.8312445	0.8767382	0.8930081	0.8346371	0.8085606	0.71164167	0.87952316	0.87871325	0.8601759	0.7536766	0.8469567	0.7916921	0.49445564	0.8720783	0.8207364	0.90311944	0.8761616	0.8087414	0.9115745	0.8340559	0.8910787	0.8575709	0.86636096	0.9748287	0.8457223	0.91020507	0.67782193	0.88391376	0.87861234	0.5299255	0.85764945	0.90948635	0.8497128	0.62057424	0.7978735	0.7515795	0.7622543	0.7687473	0.71002865	0.7494335	0.88953954	0.8615014	0.803431	0.88426274	0.6186748	0.946146	0.7384851	0.87342834	0.82553184	0.87946665	0.86538124	0.87568426	0.900093	0.6426892	0.96812797	0.85663736	0.71423244	0.92312044	0.58778274	0.8330461	0.90983117	0.93561995	0.7272169	0.83664185	0.8361091	0.90661716	0.87726617	0.79789567	0.8218987	0.9183279	0.8668655	0.6918036	0.8815721	0.84015316	0.88768196	0.761194	0.75334686	0.82659197	0.8329208	0.8134592	0.72701526	0.74585474	0.7640854	0.7678735	0.81421113	0.92148507	0.9542339	0.87598693	0.8523432	0.75504917	0.7659194	0.79643023	0.7752316	0.46759558	0.78273726	0.907694	0.90238094	0.75713575	0.76651883	0.83824706	0.7545917	0.77999717	0.8376722	0.77431786	0.6953465	0.8412788	0.90431106	0.8277704	0.8031761	0.8067536	0.90195435	0.91134566	0.91687727	0.7857051	0.8828195	0.8789154	0.8628234	0.6833841	0.7712823	0.8723583	0.6784654	0.6806288	0.9112413	0.8834617	0.67168784	0.84836566	0.8564907	0.8816532	0.810233	0.837584	0.8503581	0.9352284	0.8521842	0.939135	0.79330766	0.86144304	0.850105	0.9081055	0.8756372	0.7900069	0.89397895	0.8913376	0.7756957	0.8912977	0.71481895	0.8580229	0.75479996	0.59932184	0.8024473	0.7887102	0.71239007	0.76314217	0.87057555	0.74037945	0.66151226	0.95141155	0.80291635	0.7849163	0.9076509	0.743428	0.9370207	0.7669452	0.7738147	0.8417183	0.8410002	0.46170086	0.7008889	0.80610776	0.61291045	0.78258085	0.92501235	0.7104949	0.885172	0.88081276	0.66439414	0.64748746	0.8508523	0.7333596	0.8208112	0.8932915	0.7665891	0.81534165	0.7389948	0.8711882	0.8523835	0.8577214	0.84926915	0.8180039	0.8181024	0.7478387	0.8704064	0.90982425	0.7631682	0.89176637	0.80791837	0.8896377	0.79646325	0.71879894	0.8396177
