	inhoud/noun	jurk/noun	stadion/noun	prachtig/adj	feestelijk/adj	scherm/noun	pantoffel/noun	vis/noun	substantie/noun	bij/noun	pasta/noun	vlak/noun	stoel_DIM/noun	vlag_DIM/noun	boei/noun	T-shirt/noun	bloedrood/adj	tegel/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	kip/noun	blok_DIM/noun	mascara/noun	oog/noun	op/adj	lingerie/noun	samenleving/noun	vredig/adj	knot_gek/adj	stuk/noun	versie/noun	straat_beeld/noun	smaak/noun	podium/noun	onder_klasse/noun	bril_DIM/noun	intens/adj	water/noun	letterlijk/adj	publiek/noun	streep/noun	potlood/noun	zand/noun	zangeres/noun	kop_DIM/noun	flard/noun	trui/noun	aquarel/noun	glas/noun	jongen/noun	sterk/adj	bovenlaag/noun	overhemd/noun	gevel/noun	kunstmatig/adj	unilateralisme/noun	bord_DIM/noun	kleding/noun	imago/noun	ding_DIM/noun	groot/adj	informatie/noun	tekst/noun	bruin/adj	zeil/noun	bont/adj	anders/adj	politiek/adj	erg/adj	geheel/adj	laan/noun	lijn/noun	kaart/noun	plastic/noun	gezien/adj	medemens/noun	matras/noun	episode/noun	variant/noun	tros/noun	thema/noun	tatoeage/noun	helder/adj	kaart_DIM/noun	vreemd/adj	begrip/noun	voetballer/noun	hemd/noun	vrouw/noun	bol_DIM/noun	Mechelaar/noun	thee/noun	trappenhuis/noun	vrolijk/adj	bril/noun	verhaal/noun	waarheid/noun	diamant/noun	visie/noun	plexiglas/noun	bevolking/noun	stip_DIM/noun	haar/noun	wereld/noun	haar/pron	papier/noun	lichtbruin/adj	vloeistof/noun	afval_water/noun	verschil/adj	links/adj	mens/noun	bord/noun	groente/noun	vrouw_DIM/noun	licht/adj	jas_DIM/noun	hagel_slag/noun	tamelijk/adj	doek/noun	ideologisch/adj	perspectief/noun	glas_DIM/noun	vlek/noun	ets/noun	melancholisch/adj	kamer/noun	licht/noun	huis/noun	bal/noun	geheugen/noun	ronde_DIM/noun	alge/noun	bliksem/noun	staaf_DIM/noun	baksteen/noun	hemel/noun	monster/noun	scheidsrechter/noun	sfeer/noun	ring/noun	regionaal/adj	huid/noun	ballon/noun	tol/noun	stap_pers/noun	genre/noun	contour/noun	kous/noun	cast/noun	fel/adj	portret/noun	opvallend/adj	grillig/adj	rechthoek/noun	standpunt/noun	beeld/noun	tint_DIM/noun	blad/noun	band_DIM/noun	lichaam/noun	barst_DIM/noun	veel/adj	bedevaart/noun	boot_DIM/noun	vleugel/noun	rood/adj	onderdaan/noun	voering/noun	rood_wit/adj	Frans/noun	huis_DIM/noun	berichtgeving/noun	glasplaat/noun	inkt/noun	noot/noun	zwart/adj	speler/noun	afkomst/noun
groot/adj	0.8622736	0.901713	0.863109	0.8129035	0.85116994	0.8690995	0.9164056	0.859982	0.8840183	0.8773532	0.89289206	0.8038975	0.8768015	0.85648924	0.9185814	0.8660513	0.900064	0.8526901	0.8427706	0.8585024	0.8933024	0.88645244	0.8862658	0.9270441	0.8995665	0.9109576	0.8747884	0.7806698	0.8574593	0.8924944	0.8733353	0.9175014	0.8534062	0.89303726	0.8380007	0.8815827	0.9085721	0.7974175	0.8467149	0.8484869	0.81906074	0.8764713	0.8722035	0.8560319	0.8784976	0.8835357	0.8586805	0.8877894	0.88069683	0.86209315	0.9214081	0.7672358	0.8564521	0.91310054	0.84714985	0.79075825	0.910704	0.8572477	0.85200477	0.85519916	0.9051141	0.0	0.8957215	0.90431756	0.8519166	0.85559833	0.81697464	0.95171785	0.75711423	0.91228783	0.8072673	0.893108	0.92174166	0.94232255	0.8285032	0.8088894	0.8499233	0.8734978	0.87766194	0.8889406	0.88152236	0.8570291	0.91900325	0.8779006	0.9138374	0.8641496	0.79471433	0.87674415	0.901417	0.92752695	0.86544687	0.9123052	0.8913286	0.886656	0.8489431	0.8759354	0.9049096	0.89502937	0.8398576	0.8507466	0.8786591	0.81022817	0.9457338	0.90960133	0.8059772	0.90549517	0.8667493	0.901029	0.8761243	0.8835067	0.77285576	0.851332	0.8704903	0.8670993	0.871014	0.8680194	0.81221974	0.8912542	0.9344904	0.8679864	0.83979046	0.7859279	0.84165055	0.9170546	0.8503096	0.8595755	0.88321054	0.8955653	0.8856038	0.89733183	0.9239357	0.8572753	0.8626472	0.8832577	0.8846024	0.9043963	0.8239422	0.87962556	0.83636355	0.9152774	0.8468617	0.8773982	0.77238387	0.87537646	0.8521445	0.8365729	0.9218395	0.8364112	0.8455772	0.9286108	0.8707044	0.8527466	0.8754388	0.75675654	0.8100951	0.8834907	0.907949	0.87900376	0.87328696	0.8767882	0.89775467	0.8719773	0.89756835	0.7491908	0.90869695	0.88068104	0.85691077	0.8752448	0.86535275	0.95165575	0.8438086	0.9206884	0.84787834	0.884373	0.9067946	0.8727428	0.8773538	0.8271088	0.8791646	0.89376926
informatie/noun	0.6707884	0.9259895	0.91842806	0.8899255	0.8937765	0.8597883	0.94059485	0.89044815	0.81782186	0.8577187	0.88995653	0.80967873	0.92298394	0.8750002	0.9098463	0.87309885	0.94555837	0.8871662	0.8931427	0.8811539	0.9182539	0.8997409	0.8978744	0.9485513	0.92012805	0.85471284	0.86871916	0.86326444	0.9441763	0.9382918	0.80840576	0.80250275	0.9112234	0.8700968	0.93616295	0.92702055	0.9062723	0.86044204	0.8900585	0.89295936	0.8489585	0.9495271	0.8571732	0.9079299	0.9457032	0.8968282	0.866013	0.9381201	0.87642336	0.91036063	0.9295516	0.9169826	0.9177691	0.93229896	0.9224116	0.8348965	0.942781	0.89205843	0.8145866	0.864197	0.88670635	0.8957215	0.0	0.72253776	0.91450626	0.91869676	0.88258594	0.9308256	0.8240264	0.8547858	0.8301593	0.91892546	0.925774	0.75823843	0.86899954	0.8068906	0.8635751	0.9014379	0.8667974	0.8263575	0.88899046	0.8044002	0.91961867	0.8109273	0.73133826	0.8973622	0.82188046	0.92449844	0.9004084	0.938347	0.8839158	0.9113557	0.8930663	0.9289044	0.91478664	0.8741888	0.8037777	0.8343305	0.8128628	0.8172396	0.9157407	0.867569	0.9471226	0.9375626	0.88074243	0.88958764	0.7511646	0.9249927	0.8147559	0.8437058	0.72831154	0.93249047	0.8361191	0.89773417	0.8601636	0.90576	0.93367517	0.91529787	0.9595963	0.8299166	0.8840072	0.8424276	0.8265069	0.92597646	0.8853852	0.85925853	0.9173323	0.8825599	0.9007578	0.92807674	0.901018	0.77800477	0.91779447	0.90689343	0.90437454	0.90257627	0.9088023	0.9494793	0.8383475	0.90648645	0.9024465	0.9131967	0.8123473	0.9015725	0.8993119	0.90565765	0.9206395	0.87466615	0.8667619	0.9278896	0.90251917	0.94576746	0.872767	0.8891828	0.8690655	0.9419826	0.82064474	0.74677926	0.8906797	0.8094371	0.8314452	0.8500352	0.95832074	0.8367374	0.9209471	0.90633446	0.9213061	0.9359366	0.8445793	0.94313604	0.9282817	0.87544084	0.92708766	0.75039685	0.92369807	0.8610389	0.8514338	0.9288058	0.8787952	0.8900695
tekst/noun	0.60909706	0.7999033	0.8994132	0.59523165	0.78222436	0.7716828	0.9068237	0.87636685	0.87293124	0.8273692	0.85520387	0.8740014	0.87938374	0.79099405	0.9082867	0.7514064	0.8595206	0.8070177	0.8948575	0.8595748	0.83134663	0.90366066	0.8178543	0.9272804	0.8819693	0.9180904	0.81206167	0.8529653	0.8755207	0.8431774	0.6507038	0.57803965	0.80261576	0.7865472	0.80507123	0.9392774	0.85612315	0.71780753	0.9097792	0.7015017	0.8139817	0.89277947	0.77554256	0.8574558	0.75279695	0.8293046	0.6420176	0.88616204	0.74203205	0.8331401	0.889126	0.88816786	0.91786337	0.852309	0.7726367	0.84876186	0.94677645	0.79319364	0.7667386	0.8611115	0.81659937	0.90431756	0.72253776	0.0	0.81971633	0.87206024	0.75629365	0.8925008	0.8284718	0.8235563	0.79439557	0.8935742	0.8545022	0.8369819	0.8106046	0.8500165	0.84981024	0.8948467	0.7224828	0.71917593	0.87955374	0.6470547	0.84290695	0.6306331	0.77932346	0.8045398	0.7620112	0.9017355	0.830227	0.91383374	0.85307586	0.9301975	0.87081295	0.88025546	0.6914508	0.800304	0.5016241	0.7764316	0.8439056	0.70420605	0.8519819	0.9148246	0.8700768	0.8610945	0.83633405	0.82912123	0.7212019	0.89570147	0.84978986	0.916292	0.7541028	0.87347233	0.876782	0.79720426	0.85908735	0.87215066	0.84276223	0.80236167	0.92846626	0.6794386	0.6955627	0.7867515	0.7790841	0.89036477	0.819187	0.69966507	0.6755744	0.8847665	0.8326337	0.9250957	0.89861906	0.78401077	0.899088	0.90302485	0.88886476	0.8880965	0.8202497	0.83782876	0.81638056	0.90153813	0.7774217	0.8824206	0.90001917	0.83221954	0.80553985	0.9305465	0.92926514	0.67364794	0.74465054	0.8880585	0.74622273	0.86786544	0.6393274	0.74011695	0.7319875	0.8617799	0.74409056	0.5740381	0.75691205	0.706246	0.71366614	0.8268484	0.9561313	0.84800375	0.8688557	0.9015691	0.8512988	0.8335253	0.879468	0.89718163	0.85265017	0.7122555	0.86432594	0.8605708	0.8257091	0.74435836	0.6148531	0.8064582	0.9164854	0.8762809
bruin/adj	0.8085099	0.51180995	0.86780554	0.66565824	0.7605937	0.7742033	0.71356887	0.5560505	0.68597126	0.71503854	0.5302097	0.90198714	0.7164477	0.7118165	0.8460479	0.5532646	0.64589244	0.5985843	0.92467594	0.67565644	0.7393675	0.5947062	0.5152273	0.7663487	0.7052411	0.8844094	0.7255862	0.9144099	0.7683486	0.8857432	0.69436014	0.8474585	0.7543937	0.62960297	0.7723425	0.9316282	0.6738636	0.7584015	0.5838432	0.6895888	0.8524736	0.67588186	0.71011436	0.5735432	0.8434645	0.53241014	0.73622334	0.60530066	0.8025816	0.48507923	0.761418	0.9001297	0.82354754	0.5405402	0.67402303	0.7798251	0.95795166	0.64982647	0.60561657	0.85453856	0.790572	0.8519166	0.91450626	0.81971633	0.0	0.7050419	0.6814508	0.9155853	0.91965294	0.8368841	0.8189213	0.83415234	0.8442409	0.8250631	0.49412352	0.8690892	0.8267679	0.6802348	0.881141	0.75229895	0.747986	0.8821908	0.80394626	0.7271037	0.8451596	0.7950785	0.9069028	0.88874465	0.538255	0.8014436	0.57228565	0.9348867	0.54086846	0.79852104	0.63036704	0.5927951	0.8493781	0.90776694	0.79188526	0.9124696	0.7661574	0.91769177	0.75558126	0.50287473	0.8880452	0.7567863	0.69441605	0.48540908	0.6455896	0.86789393	0.8235775	0.8412435	0.8543304	0.6104877	0.5597681	0.68222946	0.6837411	0.55883133	0.67146945	0.7660929	0.6214272	0.8527226	0.8716836	0.6634089	0.5514921	0.8459997	0.80511224	0.73921645	0.70483696	0.80531746	0.8222635	0.8419649	0.75719476	0.7658634	0.8270561	0.7144622	0.60843956	0.7025008	0.6938546	0.88843757	0.82219726	0.7147492	0.935447	0.55697143	0.6924187	0.90507555	0.8679909	0.8592187	0.7042599	0.66026366	0.8733816	0.775506	0.7914036	0.726911	0.74256146	0.75093096	0.931079	0.78833246	0.80942047	0.72816527	0.7593475	0.7303163	0.8683509	0.830437	0.91708666	0.76769215	0.76247	0.4061888	0.8981533	0.69149965	0.70759296	0.84909046	0.6963469	0.9358913	0.7970868	0.6617565	0.695098	0.42172182	0.92213976	0.8940654
zeil/noun	0.870927	0.75839525	0.84841627	0.7969835	0.83297765	0.77224064	0.8355297	0.78923726	0.8653893	0.8266207	0.8295327	0.89889795	0.7162886	0.7512223	0.79048	0.72930205	0.83142716	0.6717733	0.9037131	0.7712256	0.85537386	0.8432693	0.76958084	0.8816247	0.80920434	0.8983225	0.8419803	0.912123	0.83510816	0.9056774	0.7837558	0.8846112	0.8170985	0.8769749	0.79980844	0.93045413	0.8277651	0.84527075	0.71131027	0.77442837	0.8708145	0.79554605	0.8418405	0.65076363	0.90012896	0.79090357	0.7786737	0.76632214	0.88547736	0.69077843	0.86503744	0.9068904	0.87080336	0.74130464	0.699281	0.83840984	0.9510247	0.7289177	0.76838213	0.84062076	0.88002074	0.85559833	0.91869676	0.87206024	0.7050419	0.0	0.78387064	0.9345651	0.9107086	0.8811275	0.85944116	0.87819004	0.85453653	0.883388	0.6587135	0.8995833	0.86574507	0.68345153	0.88834137	0.8530023	0.79455155	0.899034	0.88606954	0.825932	0.84144014	0.9011326	0.91165835	0.9079681	0.7574765	0.9064717	0.7755149	0.93418324	0.80542254	0.83138	0.7774762	0.7580596	0.88946927	0.9240357	0.8497417	0.90378886	0.7995132	0.9173094	0.82587117	0.74234116	0.9013732	0.8302591	0.765753	0.85245204	0.78627914	0.88050497	0.89051926	0.85882366	0.90858686	0.7273462	0.84571755	0.84074455	0.8127508	0.75843257	0.9196679	0.8308966	0.6930039	0.8599025	0.8878542	0.8051351	0.7392459	0.90756756	0.8811471	0.80832344	0.7856703	0.82048666	0.79528904	0.86649764	0.7679257	0.86648333	0.8069917	0.81706524	0.7027005	0.7766571	0.7908559	0.8777728	0.8365177	0.7825966	0.90512437	0.73506135	0.7000928	0.8666419	0.88686836	0.8942835	0.8066049	0.82281566	0.8819676	0.8117733	0.8675667	0.8438705	0.80400336	0.799778	0.9005707	0.84037125	0.8349093	0.8048751	0.8139549	0.78551865	0.92282075	0.8601495	0.88875157	0.7194845	0.7767386	0.74313354	0.9035052	0.8801627	0.75157267	0.9108094	0.75324917	0.91080236	0.78735375	0.80739284	0.83743584	0.7558402	0.9036906	0.9250593
bont/adj	0.8209301	0.6499892	0.85417295	0.6279106	0.6952676	0.7727747	0.825194	0.81856054	0.8513793	0.80487704	0.8407468	0.8725383	0.7792177	0.76783323	0.8576751	0.6763041	0.7983136	0.77111804	0.8574688	0.8207299	0.8201556	0.8292522	0.8218747	0.8754925	0.8304471	0.8844571	0.78573596	0.8335469	0.7874094	0.79227483	0.78262585	0.82988954	0.7588116	0.78145754	0.6831802	0.9209936	0.7935693	0.750054	0.83410233	0.7506441	0.7661365	0.7817099	0.82248515	0.7848139	0.78291	0.8155221	0.7375316	0.7482192	0.7742938	0.78325105	0.8052424	0.8593891	0.8736906	0.72328305	0.76514626	0.80125105	0.9342129	0.7930947	0.6895141	0.8606418	0.8218062	0.81697464	0.88258594	0.75629365	0.6814508	0.78387064	0.0	0.9174685	0.82593954	0.85665405	0.7847061	0.8580917	0.84843767	0.88420403	0.73632884	0.835951	0.8411136	0.78512496	0.82358754	0.78703904	0.8007896	0.7636553	0.8434028	0.7522172	0.84618205	0.7230122	0.8427837	0.8376251	0.7111763	0.8203776	0.7960137	0.91019857	0.81628877	0.8531264	0.5723491	0.72895235	0.7750451	0.8795068	0.81841874	0.83066714	0.82049143	0.86879086	0.8098687	0.7305405	0.8382957	0.8175478	0.8100254	0.82755435	0.8223456	0.909349	0.69941676	0.7850606	0.8384166	0.80844295	0.8119576	0.7677233	0.80251753	0.684783	0.9178569	0.7309682	0.71750724	0.789183	0.82513875	0.85291076	0.7387252	0.81330246	0.76123184	0.81784725	0.78046703	0.84438086	0.86821514	0.83400095	0.8114975	0.84742606	0.86742735	0.8776895	0.7616065	0.8001385	0.78147024	0.90581876	0.76862735	0.8225072	0.8606086	0.76247907	0.7322626	0.8719194	0.8760961	0.74542934	0.76631963	0.7854451	0.75702953	0.7831584	0.71844685	0.66870904	0.6945675	0.8680173	0.8776319	0.7470417	0.7478801	0.7983688	0.7567204	0.81756455	0.9216209	0.82251817	0.862553	0.77744776	0.7727986	0.70750546	0.86329246	0.83358425	0.7219635	0.8427623	0.76091564	0.88831496	0.84761316	0.7860837	0.7432916	0.6437358	0.88199407	0.8076966
anders/adj	0.89225525	0.92640233	0.9328756	0.9161554	0.9051865	0.9136844	0.9231073	0.9133709	0.9150362	0.8679711	0.9221301	0.9227445	0.9290377	0.95168513	0.9412368	0.93936133	0.9607104	0.93669134	0.9122221	0.897399	0.9445655	0.92125756	0.9039419	0.93014735	0.88173234	0.9290159	0.9240863	0.8694522	0.87040675	0.93615806	0.8650229	0.9387822	0.9089311	0.8906207	0.91862136	0.92604184	0.90192497	0.86905426	0.92818433	0.85016835	0.86668843	0.94462407	0.92085886	0.9426688	0.94334567	0.9070276	0.9148234	0.94299126	0.96305925	0.93746513	0.85043436	0.90953827	0.94111764	0.92880577	0.9396545	0.897273	0.9234331	0.9427475	0.9151995	0.91680646	0.87544924	0.95171785	0.9308256	0.8925008	0.9155853	0.9345651	0.9174685	0.0	0.8876396	0.77806026	0.8832622	0.93951577	0.9345851	0.9247472	0.9212864	0.8773574	0.8531505	0.9171339	0.9041588	0.92231125	0.9487237	0.89348364	0.93167925	0.86543477	0.93841517	0.7586356	0.8591887	0.87419736	0.91806835	0.907086	0.9233416	0.91143507	0.92922086	0.9218095	0.85157686	0.873027	0.8946907	0.84689486	0.9525351	0.86560667	0.96426725	0.91423595	0.944512	0.91643256	0.87356704	0.83016765	0.89052224	0.95685476	0.9166156	0.9402657	0.87346095	0.9195422	0.78920126	0.94161105	0.9227371	0.89050424	0.920047	0.93974626	0.9690575	0.8137707	0.93499196	0.8790601	0.85666686	0.9228926	0.91156024	0.9489628	0.89658093	0.9163548	0.91453934	0.92610425	0.90365076	0.90845865	0.8871281	0.9374779	0.92798245	0.9535072	0.9339816	0.93097633	0.8982483	0.89105207	0.88756984	0.9510985	0.93766755	0.9055543	0.93752843	0.9439448	0.9443166	0.90233564	0.9317642	0.9335358	0.9089353	0.9060175	0.9499666	0.8892577	0.88482237	0.91352165	0.8772166	0.8982499	0.95765895	0.9260969	0.90952253	0.8909744	0.9484415	0.7676492	0.89872557	0.92269266	0.92559797	0.94023204	0.89802104	0.95128953	0.9325953	0.88309956	0.91932076	0.95567083	0.9396149	0.9108114	0.8930179	0.9377465	0.88048524	0.92947245
politiek/adj	0.72353005	0.92650974	0.9234616	0.89717495	0.8930448	0.86110467	0.9562497	0.94006634	0.8836434	0.9000857	0.9425947	0.7059157	0.9337905	0.90955746	0.92532784	0.9221295	0.930848	0.9153924	0.662643	0.9105702	0.892514	0.9532271	0.91699684	0.96633327	0.90654904	0.9306192	0.9021127	0.57316446	0.8367847	0.9172968	0.9068537	0.8915092	0.8568141	0.84359974	0.91028196	0.83871394	0.94232	0.75932336	0.93642306	0.84771305	0.8773966	0.92848957	0.91308093	0.9247954	0.9229114	0.9255778	0.8773286	0.9259556	0.90383404	0.9471972	0.9174422	0.7543141	0.8330234	0.9331872	0.9194911	0.7900187	0.81905514	0.9287058	0.8828167	0.78026015	0.9195984	0.75711423	0.8240264	0.8284718	0.91965294	0.9107086	0.82593954	0.8876396	0.0	0.8488676	0.7449241	0.8890333	0.86884755	0.9399166	0.92162406	0.7372214	0.8129208	0.9207149	0.75910234	0.8141991	0.910172	0.664214	0.9183491	0.7207923	0.955805	0.8337536	0.6332296	0.8966279	0.9106457	0.8893931	0.91157097	0.90130526	0.93810153	0.9302397	0.88059723	0.89004624	0.8252098	0.7789651	0.89031255	0.5988192	0.9468101	0.7255491	0.9502197	0.9557364	0.77459425	0.9068341	0.8998383	0.9657795	0.8934081	0.9296503	0.7036077	0.6010748	0.8448078	0.93300354	0.93354404	0.8826854	0.8916927	0.89606476	0.97031623	0.7395874	0.8871546	0.4079405	0.68979263	0.9515922	0.8668954	0.90994847	0.85296506	0.9455291	0.8957504	0.9525107	0.9362644	0.84292686	0.922727	0.9327978	0.9117276	0.92782086	0.8929461	0.91815597	0.8444269	0.8847597	0.83201295	0.9236846	0.67998767	0.9195975	0.9117072	0.84148204	0.94421667	0.77535707	0.81633395	0.92851186	0.8664606	0.7344662	0.8386569	0.8068141	0.78902924	0.91213214	0.62595874	0.81762826	0.8274486	0.84384924	0.9127387	0.8594539	0.93882555	0.80710727	0.86004627	0.92342585	0.8165964	0.937563	0.7568197	0.9555296	0.8897345	0.8557961	0.9275599	0.74841005	0.9391931	0.89305925	0.86510986	0.87003016	0.88874507	0.80898833
erg/adj	0.80581754	0.81938577	0.9251869	0.8203506	0.85301685	0.88362056	0.9046353	0.84961	0.85231733	0.8341866	0.8341036	0.8159945	0.8666458	0.91220385	0.92859066	0.85469836	0.92029995	0.8624438	0.8717536	0.85540587	0.8520595	0.890792	0.86938596	0.9061421	0.82144403	0.8795687	0.8462015	0.83326304	0.8264687	0.882451	0.7116217	0.80223155	0.8575293	0.77169234	0.88430214	0.92904794	0.8611086	0.6666456	0.88553065	0.8549975	0.7437582	0.8935185	0.8920104	0.8915142	0.85889804	0.82073	0.86128646	0.88491285	0.87039	0.87520075	0.739981	0.75728023	0.90016466	0.8505084	0.8882893	0.85395354	0.8993793	0.8919439	0.8091638	0.74353135	0.79149187	0.91228783	0.8547858	0.8235563	0.8368841	0.8811275	0.85665405	0.77806026	0.8488676	0.0	0.8656475	0.88042873	0.85063696	0.9330733	0.847875	0.76354873	0.7545122	0.882473	0.77211267	0.7382295	0.9002321	0.80089986	0.90150404	0.7419601	0.917164	0.803922	0.8174572	0.8089088	0.8690785	0.85051346	0.8839347	0.8773759	0.8674802	0.9064769	0.74117684	0.8127358	0.72425765	0.84032845	0.9021146	0.7912038	0.9335997	0.86560553	0.9000887	0.8529178	0.8143731	0.81106436	0.87435246	0.91196966	0.8653944	0.9120395	0.91311425	0.90028596	0.7002192	0.9068057	0.85945255	0.7966405	0.76451683	0.8223735	0.9406603	0.4802435	0.8565512	0.8077684	0.78735936	0.8565468	0.839487	0.9003959	0.73878944	0.89523715	0.87365025	0.9180092	0.8682428	0.8515887	0.8624177	0.8895562	0.9045146	0.90662754	0.8600147	0.8939247	0.8222606	0.9002731	0.7515429	0.90786564	0.9380226	0.81239486	0.8949283	0.8561702	0.8540706	0.7783464	0.82680154	0.886606	0.7979282	0.80861753	0.7953418	0.72773814	0.7464324	0.86531013	0.8351334	0.7499559	0.8119409	0.8631918	0.8396318	0.83503854	0.91394883	0.6005482	0.88300323	0.87540466	0.8826048	0.90901625	0.86403716	0.92183	0.87450796	0.8611817	0.8719305	0.86098593	0.9036041	0.87348634	0.778517	0.8844174	0.8240803	0.90907145
geheel/adj	0.7476935	0.8326552	0.81867373	0.7578654	0.8026548	0.8038562	0.90500784	0.873742	0.84522516	0.851881	0.8659053	0.81893283	0.8423283	0.8696563	0.8836393	0.8485552	0.8751652	0.80854696	0.8207797	0.8500188	0.86294395	0.8620582	0.839071	0.93187016	0.8279	0.9200183	0.8288286	0.73575515	0.8209582	0.9124026	0.7787015	0.7963126	0.8054799	0.8014783	0.84277874	0.857383	0.8839531	0.7945513	0.8386181	0.776762	0.83832484	0.8866724	0.85546577	0.8359246	0.86982816	0.8539696	0.8233554	0.87507576	0.8367188	0.82428086	0.9112176	0.80417174	0.8529513	0.86381286	0.7515601	0.77185655	0.90906936	0.8419204	0.79094964	0.81329083	0.86381876	0.8072673	0.8301593	0.79439557	0.8189213	0.85944116	0.7847061	0.8832622	0.7449241	0.8656475	0.0	0.83681107	0.81909484	0.8795122	0.8088627	0.8109741	0.82383746	0.8461264	0.7987089	0.77127695	0.87278277	0.7770805	0.8892585	0.72787833	0.8902641	0.80315447	0.7564504	0.89263105	0.8616257	0.8689561	0.84109336	0.899626	0.85103995	0.8439175	0.8024797	0.815851	0.7939387	0.8162286	0.8206587	0.73596513	0.87165934	0.8324555	0.8977615	0.8437235	0.77441436	0.85983324	0.8239558	0.8909646	0.8230665	0.8582357	0.7180965	0.86054695	0.8443235	0.8527289	0.8498142	0.8515498	0.8292011	0.82156146	0.9341356	0.69619673	0.7759997	0.7354332	0.75876135	0.88910633	0.8006936	0.85426295	0.83456796	0.81226724	0.82952076	0.80935186	0.8756182	0.8031131	0.8551354	0.8659312	0.8756198	0.87847626	0.7894789	0.83149725	0.8159015	0.8709281	0.8326678	0.83273363	0.779096	0.8059476	0.8265526	0.8619078	0.9140748	0.75843537	0.7756094	0.87157124	0.8324009	0.84529227	0.8120016	0.77378774	0.7313067	0.8679613	0.8081604	0.7444906	0.8366379	0.7908806	0.8368544	0.78313357	0.93618184	0.85467184	0.8628227	0.8703468	0.7755287	0.8490757	0.81315756	0.91199195	0.8478438	0.8722917	0.78661996	0.8327744	0.8579513	0.8110777	0.8085556	0.8026856	0.8850097	0.8587991
laan/noun	0.9107575	0.8179628	0.8096291	0.77334017	0.83572435	0.8472985	0.9080583	0.90700483	0.9080817	0.8642263	0.9142235	0.90402	0.83943266	0.84696	0.8979248	0.87285984	0.88732076	0.7847463	0.9057583	0.8698108	0.9078406	0.91832286	0.8691205	0.9266279	0.886144	0.9119823	0.87817335	0.8996481	0.8459075	0.9483528	0.84453547	0.89897835	0.82627547	0.9006018	0.837981	0.946758	0.8912711	0.8827485	0.8376843	0.8507403	0.87694067	0.8493303	0.89363575	0.82482505	0.9062457	0.87545556	0.86200464	0.8674554	0.89100724	0.84803706	0.8924061	0.91757816	0.8944922	0.85147023	0.73642635	0.85316205	0.9445693	0.8318924	0.87129563	0.85601705	0.8988101	0.893108	0.91892546	0.8935742	0.83415234	0.87819004	0.8580917	0.93951577	0.8890333	0.88042873	0.83681107	0.0	0.8366231	0.8892585	0.87016124	0.896237	0.8786086	0.86426926	0.865232	0.8618791	0.8631784	0.8874807	0.92117125	0.86221075	0.88780415	0.92019254	0.8942232	0.88166726	0.87027484	0.92016673	0.8711998	0.9159334	0.89810437	0.8221233	0.85569024	0.8843673	0.8952475	0.9393402	0.88229287	0.8854434	0.8735422	0.9016307	0.8953539	0.86251086	0.8898273	0.8950065	0.8953608	0.90161294	0.8877194	0.89262277	0.86992717	0.82860523	0.90618306	0.8529378	0.89687103	0.8696536	0.87111324	0.8131998	0.965137	0.83537936	0.84264493	0.8886434	0.8918835	0.8940425	0.84944665	0.89217854	0.8881299	0.809428	0.82419324	0.77023053	0.87149954	0.8971619	0.833249	0.9216788	0.87551314	0.90458864	0.79438263	0.8709943	0.8601779	0.86549896	0.8661523	0.76712865	0.88483095	0.8864805	0.8378633	0.88294303	0.91040856	0.90001523	0.82323164	0.8999664	0.89347845	0.86961794	0.86579156	0.8698002	0.8229761	0.8352662	0.9015562	0.8612324	0.8661159	0.86025834	0.8699194	0.8946238	0.94865084	0.8911757	0.8796082	0.8179032	0.8265175	0.8331908	0.88052547	0.9324553	0.8181827	0.89909565	0.7701171	0.91379803	0.9016091	0.8742907	0.89756066	0.84758365	0.8855285	0.89287853
