	Danny/name	mag/verb	na/prep	tolk/noun	aldus/prep	stem/verb	kondig_aan/verb	wel/adv	betoon/verb	gisteren/adv	luid/verb	Mandel/name	Craen/name	bind_aan/verb	toe/part	Bodson/name	keer/verb	kijk/verb	kort/adj	poseer/verb	moedig/adj	gedoopt/prep	zestienjarige/adj	alweer/adv	natie/noun	strohalm/noun	naar/prep	tegelijk/adj	uitlating/noun	kwalificatie_reeks/noun	Koffrie/name	Adventure/name	diens/det	volg/adj	seizoen_start/noun	toekomstig/adj	cd/noun	telefoontje/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	breng/verb	Rompaey/name	blik/noun	opgewekt/adj	pak/noun	tekenend/adj	weer/adv	wacht/verb	film/noun	bewoording/noun	zie/verb	onervaren/adj	dus/adv	bezegel/verb	ben/verb	emotioneel/adj	stroom/noun	men/pron	opnieuw/adv	bevolking/noun	veelbelovend/adj	voorbeeld/noun	paars/adj	want/comp	Tony/name	toneel/noun	misschien/adv	vooruit/adv	extreem-rechts/adj	droef/adj	dat/det	maak_plaats/verb	substantieel/adj	waarschuw/verb	kwetsbaar/adj	promotie/noun	tik_weg/verb	Eric/name	missie/noun	afloop/noun	blik_vooruit/verb	we/pron	vanzelfsprekend/adj	overleg/noun	weinig/adj	evenmin/adv	seizoen/noun	teken/noun	wen/verb	kant/noun	Wijk/name	Waregem/name	week/noun	langs/prep	zomermaand/noun	boek/noun	wat/pron	Winter/name	Meyssen/name	glorieus/adj	noem/verb	Rob/name	er/fixed	Van/name	Wall/name	Witte/name	opper/verb	Tolkien/name	eindig/verb	afkomst/noun	president/noun	kijk_aan/verb	oorsprong/noun	bijzonder/adj	getal/noun	verwacht/verb	Gent/name	dit/det	daarom/pp	gegeven/noun	vlak/noun	email/noun	trainer/noun	lied_DIM/noun	Dekker/name	oplossing/noun	Fund/name	Newconomy/name	optimistisch/adj	Faber/name	dat/comp	duizenden/noun	of/comp	Christian/name	integratie/noun	want/vg	2003/num	nieuw/adj	overigens/adv	waarnaar/pp	Jean-Marie/name	Clark/name	twee/noun	diep/adj	Timmerman/name	vrede/noun	val_af/verb	vind/verb	wanhoop/noun	begin/verb	plak_boek/noun	generatie/noun	Unie/name	uitslag/noun	oppositie/noun	Govaerts/name	jong/adj	boodschap/noun	het/noun	deze/det	feestganger/noun	verandering/noun	doorbraak/noun	realiteit/noun	ze/pron	2003/noun	grond/prep	liberalisering/noun	laat_af/adj	vrolijk/adj	Midden-Oosten/name	toch/adv	competitie_start/noun	VLD/name	gisteravond/adv	intussen/adv	geluid/noun	Platform/name	Wotte/name	auteur/noun	aan/part	Freddy/name	Persson/name	jas_DIM/noun	ieder/det	Hecke/name	Cédric/name	heet/verb	alle/det	evenals/comp	Hamme/name	accoord/noun	blijf/verb	mij/pron	toegang_kaart/noun	internet_ondernemer/noun	ANWB/name	me/pron	toekomst/noun	gestemd/adj	uitkomst/noun	veel/noun	ondertitel/noun	J./name	aanvang/noun	waarop/pp	indicator/noun	Simons/name	vertrouwen/noun	donderdag_nacht/noun	iets/adv	stem_voor/verb	Swatch/name	ondanks/prep	Grisham/name	er/adv	commentaar/noun	Blair/name	Roland/name	klink/verb	direct/adj	stilaan/adv	kansloos/adj	Vandekerckhove/name	Meerhout/name	geval/noun	Harold/name	kans/noun	ook/adv	analyse/noun	vooraf/adv	besluit/verb	tendens/noun	schrijf/verb	coöperatie/noun	toon/verb	zij/pron	eind/noun	zo/adv	brief/noun	dorp_DIM/noun	zeg/verb	De/name	klim/verb	waartussen/pp	buurtbewoner/noun	maar/vg	woordvoerder/noun	hacker/noun	fluister/verb	denk/verb	erg/adj	Cremers/name	draai/verb	iedereen/pron	delegatie/noun	kind_DIM/noun	liefde_verhaal/noun	Pakistaans/adj	Aimé/name	negatief/adj	plus/noun	trip/noun	omdat/comp	Polen/name	positief/adj	titelstrijd/noun	Gerets/name	dramatisch/adj	cultiveer/verb	kom_af/verb	beken/verb	sterf/verb	Muyters/name	kom/adj	gelijkspel/noun	macro_economisch/adj	sarcastisch/adj	Grosjean/name	bruid/noun	felicitatie/noun	laat_uit/verb	verwachting/noun	Demol/name	ingewijd/adj	ik/pron	perspectief/noun	wending/noun	Maier/name	hedendaags/adj	mond/noun	steeds/adv	verklaring/noun	alom/adv	voor/prep	Street/name	de/det	hij/pron	Turks/adj	even/adj	ons/pron	dansbare/adj	firma/noun	Benjamin/name	maar/comp	7/noun	Werchter/name	herdershond/noun	ABVV/name	Howard/name	sluit_af/verb	wedloop/noun	vertel/verb	minder/adj	ziekte/noun	buis/noun	crediteur/noun	geschiedenis/noun	beide/det	regisseur/noun	gericht/adj	en/comp	raad/verb	pijnlijk/adj	toenadering/noun	Ariel/name	reageer/verb	blik/verb	Magda/name	dan/adv	nog/adv	voren/adv	aanpak/noun	cohabitation/noun	roep/verb	signaal/noun	begin/noun	min/adj	hoewel/comp	project/noun	Willekens/name	complicatie/noun	uit/part	Belge/name	lijk/verb	tegemoet/part	teneur/noun	actrice/noun	Priscilla/name	Belgisch/adj	Lijn/name	Millennium/name	kijk_op/verb	beteken/verb	Marc/name	ouder/noun	Chris/name	Monti/name	voorschot/noun	zeer/adv	spierwit/adj	durf/verb	gesprek/noun	onderuit/adv	Coster/name	beschamend/adj	buitengewoon/adj	Aelvoet/name	aanblik/noun	elkaar/det	niettemin/adv	weekeinde/noun	moment/noun	luchtig/adj	dj/noun	W./name	Gelders/adj	reddeloos/adj	Vanneste/name	gezamelijke/adj	einde/noun	weinig/det	Zuid-Afrika/name	alleszins/adv	CD&V/name	Son/name	constatering/noun	feest_stemming/noun	student/noun	vertwijfeld/adj	echt/adj	bied/verb	ontzettend/adj	ontwikkeling/noun	analist/noun	verkondig/verb	één/pron	mevrouw/noun	over/prep	zege/noun	zie_uit/verb	Grieks_Cyprioot/noun	gestoken/adj	Buurmeijer/name	vooruit/part	Declercq/name	rots/noun	achteraf/pp	u/pron	Bekkers/name	Antonis/name	belofte/noun	natuurlijk/adj	resultaat/noun	eerste/num	markt/noun	dag/noun	zie_tegemoet/verb	zanger/noun	rest/noun	spreek/verb	vrees/verb	overwinnaar/noun	volgens/prep	kwartaal/noun	Kinshasa/name	Gabriëls/name	vermager/verb	een/det	Aartsen/name	zet_neer/verb	gloor/verb	Hezbollah/name	Anthuenis/name	herstel/noun	Franco/name	wij/pron	Standaard/name	Bernlef/name	kijk_uit/verb
Danny/name	0.0	0.9369465	0.86504316	0.89433086	0.5723007	0.9318394	0.877889	0.9652849	0.86613333	0.8313103	0.9761753	0.8725834	0.6450987	0.7809296	0.9528265	0.8328634	0.8883583	0.9643009	0.97658944	0.82238525	0.8565322	0.93604004	0.75956273	0.8583749	0.96723634	0.90268826	0.9310763	0.95268404	0.8607911	0.9405599	0.9277299	0.8848884	0.7212931	0.8986693	0.8262557	0.8853142	0.92842436	0.92133874	0.5248475	0.831787	0.9638862	0.9469236	0.742743	0.94883806	0.5390131	0.96363264	0.8790409	0.94376	0.91301084	0.943608	0.9560026	0.87943226	0.93095887	0.9580832	0.8131835	0.9573499	0.84748715	0.96019566	0.9502262	0.9798087	0.95702475	0.85249484	0.95746	0.8672824	0.956288	0.9416257	0.9548452	0.49543244	0.9167623	0.9605691	0.9303193	0.9186983	0.917976	0.975913	0.89286005	0.96205235	0.8870907	0.9607851	0.8899868	0.8808725	0.26175892	0.9390012	0.8142725	0.6112438	0.94235766	0.9525157	0.9534222	0.9602391	0.9088011	0.7620684	0.97103536	0.9501818	0.9559115	0.76581866	0.6012564	0.9282533	0.93160427	0.9353639	0.94401705	0.97708166	0.57594275	0.6965637	0.88764656	0.88880014	0.5199454	0.9773743	0.31375617	0.9435191	0.7208466	0.7592217	0.9214469	0.84330106	0.9257958	0.90966713	0.849865	0.94000626	0.9550437	0.90200996	0.94368285	0.6892719	0.96571296	0.95528626	0.97257644	0.9679277	0.95858514	0.47721225	0.9098312	0.648414	0.97897923	0.89963496	0.90841895	0.9058826	0.79489994	0.9532044	0.96283346	0.9753916	0.41201723	0.97033405	0.95248574	0.82113934	0.94017065	0.94262016	0.9290996	0.56747925	0.7574581	0.923668	0.95773727	0.48795944	0.9768123	0.849627	0.9417469	0.8946613	0.9577177	0.9340765	0.9354529	0.9723853	0.8477167	0.92993337	0.51989496	0.8289006	0.9690736	0.9831131	0.9559651	0.9539081	0.98464566	0.9237782	0.9706621	0.936203	0.930201	0.96780837	0.9716605	0.9308989	0.9304546	0.9717856	0.9438889	0.77809465	0.67238796	0.83465123	0.8490467	0.9635354	0.9025476	0.79871047	0.7756264	0.96712834	0.366916	0.86127424	0.9136548	0.94186646	0.51381564	0.45193982	0.8545274	0.9623373	0.8257277	0.5635023	0.95643586	0.92876893	0.9495241	0.8883572	0.90969664	0.92974263	0.9499857	0.9786694	0.89119923	0.98001623	0.93215907	0.91105735	0.54504013	0.89508015	0.9569118	0.96574074	0.50002456	0.92828846	0.8674741	0.96089005	0.91022354	0.944747	0.9372182	0.9147366	0.97591645	0.88617647	0.9047733	0.50296426	0.9661307	0.9489764	0.8833611	0.78644794	0.53059596	0.5701496	0.97926706	0.6875676	0.9268212	0.9479902	0.93407816	0.9090775	0.78635365	0.9584164	0.86899924	0.9499431	0.8815506	0.9339442	0.9702836	0.9699077	0.93181235	0.9562635	0.5875247	0.34803545	0.8721092	0.9772784	0.86055934	0.9375001	0.7318251	0.93552905	0.8358232	0.9726233	0.9680759	0.6546707	0.94441843	0.95365775	0.91860664	0.8839635	0.9209416	0.9404473	0.6779412	0.9686949	0.90097785	0.839371	0.9467212	0.9211496	0.95313585	0.8300505	0.74836284	0.9508796	0.92958605	0.9547249	0.7985833	0.897579	0.8840561	0.9523731	0.84674287	0.9585689	0.88329506	0.7476381	0.8886987	0.81294185	0.9173558	0.960967	0.5933302	0.90630597	0.9417922	0.9492255	0.912663	0.7690097	0.9442771	0.967238	0.9721573	0.9339191	0.8869207	0.9324804	0.9363083	0.9158123	0.8837874	0.9179741	0.94070137	0.9531168	0.9390509	0.88461703	0.47561234	0.9642279	0.8577425	0.76902175	0.9206736	0.7931786	0.76639646	0.9483376	0.9574361	0.5685498	0.9409712	0.9662995	0.94700736	0.9760591	0.9678019	0.91867816	0.63131785	0.97102386	0.96491814	0.924285	0.9453057	0.922961	0.88997847	0.77886873	0.8253227	0.65137386	0.9610476	0.95245117	0.9020714	0.96805984	0.95790964	0.90016186	0.9738435	0.97342956	0.9662533	0.92996424	0.9637934	0.6276854	0.94880897	0.96434253	0.89964813	0.9568645	0.96605146	0.93218416	0.727712	0.8302287	0.8365072	0.89605856	0.9099049	0.8987226	0.9622875	0.252416	0.94053924	0.2483995	0.92006385	0.93371236	0.96456605	0.96584636	0.9564557	0.87983453	0.7865792	0.48556286	0.9001303	0.9558803	0.82591593	0.9356884	0.9372173	0.8842365	0.91371197	0.96689755	0.9176999	0.6999022	0.58376753	0.8738344	0.9527766	0.46761203	0.95852727	0.96545684	0.97319496	0.9233678	0.8907912	0.6722896	0.8004597	0.9202982	0.927462	0.9273564	0.86234486	0.9465233	0.98459244	0.9529714	0.9839672	0.8698063	0.87799513	0.92192835	0.7844857	0.9730507	0.7671331	0.977928	0.9680892	0.8859153	0.9366936	0.81339425	0.40324295	0.923416	0.89898515	0.9325722	0.80998605	0.8065798	0.7066532	0.9662465	0.9745956	0.90162194	0.9695948	0.9553625	0.84949255	0.6798329	0.9657477	0.92141277	0.93425447	0.8931854	0.8121794	0.9303933	0.91257954	0.7148608	0.897425	0.93227893	0.9142597	0.8860264	0.93030393	0.9546395	0.72678924	0.9722615	0.68795025	0.9497751	0.79873854	0.8973868	0.87523943
mag/verb	0.9369465	0.0	0.85586673	0.8179668	0.9291824	0.83789957	0.91723776	0.72109586	0.8494422	0.8668667	0.91110444	0.90629643	0.91681665	0.89662325	0.855126	0.8789995	0.85678244	0.7809467	0.9053155	0.8421419	0.8282015	0.9126682	0.8555933	0.77530015	0.8434341	0.8588603	0.82888997	0.80438423	0.8673202	0.86701614	0.90770787	0.9189953	0.89135313	0.78778183	0.8145131	0.846753	0.89173996	0.8442166	0.85360295	0.9198033	0.8939301	0.8610981	0.8828568	0.9010357	0.90835124	0.8633556	0.8429369	0.8323772	0.87492543	0.729508	0.7956801	0.90922934	0.87027276	0.7901936	0.8237889	0.6114551	0.8861217	0.79207456	0.8954685	0.86304545	0.62269324	0.745644	0.90509975	0.87100774	0.914199	0.873628	0.65136284	0.93685716	0.9068063	0.7303753	0.8214759	0.89562565	0.8533995	0.7299316	0.89793634	0.8502536	0.8880011	0.87301195	0.7992467	0.8774214	0.9411096	0.8434105	0.7708499	0.84296155	0.57575434	0.75611806	0.8794029	0.8057442	0.73137605	0.8071268	0.879097	0.8146719	0.90975094	0.89534295	0.8861237	0.8151497	0.88922405	0.81856763	0.8985055	0.7303891	0.8988506	0.8975061	0.85004485	0.8610616	0.935905	0.8715158	0.9606651	0.9267129	0.9266458	0.87298	0.8982383	0.90371054	0.8790403	0.9093375	0.8453793	0.9231942	0.8562479	0.8363167	0.8118828	0.89903855	0.8135536	0.7102885	0.83769286	0.87596595	0.8696022	0.85264987	0.87826574	0.8568445	0.89635754	0.9063878	0.84714615	0.8526538	0.8531992	0.7327165	0.8236697	0.7468206	0.9368886	0.8911335	0.648212	0.87524766	0.8634516	0.7627047	0.8358331	0.8738556	0.8812103	0.86138153	0.90582854	0.90698075	0.87367713	0.78906274	0.8519031	0.8791182	0.83259284	0.8706578	0.86870366	0.8894035	0.8591466	0.8738174	0.9086355	0.872661	0.8328148	0.8132047	0.82741493	0.81655073	0.89699763	0.89388734	0.86656713	0.60060036	0.884947	0.82321745	0.8844093	0.88961077	0.8247295	0.90569633	0.65256166	0.792847	0.9252802	0.85476846	0.77724874	0.8747555	0.90401846	0.8209242	0.91032314	0.8657057	0.93160313	0.88999665	0.8789966	0.7490665	0.91232735	0.9081764	0.86035204	0.80466294	0.84051204	0.8696839	0.87411046	0.7767379	0.70287716	0.8507488	0.9121296	0.8384969	0.7478504	0.8590013	0.87271035	0.8639942	0.8284464	0.8874939	0.9673959	0.87740934	0.80324423	0.89594024	0.8955813	0.8266654	0.88027644	0.8354273	0.8834111	0.8982036	0.89262617	0.9268396	0.7343219	0.8939423	0.85639095	0.9191837	0.8974292	0.81707907	0.8423129	0.83973074	0.88382787	0.85699433	0.83286357	0.9071816	0.8271644	0.66616476	0.89258724	0.75421107	0.8468088	0.8722447	0.9212392	0.87557256	0.86494666	0.629856	0.901324	0.8001077	0.8880565	0.91868335	0.8669304	0.9688446	0.890962	0.8892715	0.83192986	0.69780725	0.95184284	0.86702824	0.8227484	0.76521254	0.82681036	0.8924017	0.8834349	0.6838765	0.8502504	0.81088424	0.92212105	0.8908879	0.7932524	0.87467265	0.91018695	0.82457256	0.69479084	0.88460577	0.85172486	0.8260174	0.77928054	0.88380086	0.8761476	0.8119364	0.8604763	0.8852764	0.8887301	0.829274	0.8365607	0.88781434	0.8868682	0.8737011	0.82851857	0.82747936	0.88612753	0.8685108	0.86605024	0.8369512	0.6109406	0.86013114	0.89609295	0.84985244	0.94133794	0.8475077	0.79694986	0.85707486	0.83010924	0.77711225	0.9362337	0.85178	0.661729	0.86995137	0.74050415	0.7033713	0.9405146	0.85590243	0.93292665	0.6732137	0.9334387	0.84491843	0.8673784	0.90057445	0.8936371	0.89537406	0.88141847	0.86366457	0.7961681	0.8837763	0.8680621	0.8669218	0.92895544	0.83690065	0.9402917	0.86335564	0.62625945	0.797039	0.8812358	0.89083785	0.89550656	0.9077777	0.84274834	0.90010417	0.6057679	0.7059209	0.8873034	0.897452	0.91646445	0.8273924	0.8657	0.924128	0.81986034	0.7589904	0.87288916	0.9307246	0.87011254	0.8478687	0.9195411	0.83927476	0.8606868	0.8817824	0.925226	0.8968932	0.8390722	0.8638744	0.8910946	0.8034588	0.82247615	0.9376329	0.79486537	0.9455567	0.85383636	0.83779424	0.86573017	0.9113636	0.65398455	0.88568956	0.88679546	0.92867637	0.8340696	0.8714614	0.8461828	0.8698798	0.8045448	0.7742851	0.82649463	0.84578073	0.8828856	0.92322534	0.9465632	0.8791603	0.87947696	0.92228305	0.88766676	0.9187617	0.82571626	0.8924107	0.7529807	0.90944123	0.9112193	0.84522414	0.8664308	0.8383165	0.85523736	0.7362592	0.8769828	0.78544426	0.9137497	0.8773695	0.81986433	0.9065025	0.8230491	0.8675069	0.8593469	0.88082117	0.8576877	0.8835042	0.8949485	0.8851673	0.92403245	0.9018652	0.71982765	0.6760956	0.9073757	0.8801895	0.83962595	0.7224015	0.8670337	0.86364114	0.8723826	0.80799776	0.84101295	0.9342851	0.847574	0.8375165	0.85377365	0.8439434	0.87960947	0.9425693	0.8773329	0.8631805	0.84614956	0.8271707	0.87925696	0.8844224	0.8518944	0.8574033	0.7657352	0.9052743	0.88972235	0.57525086	0.9045777	0.8731446	0.83400077
na/prep	0.86504316	0.85586673	0.0	0.88138354	0.94173515	0.88264334	0.74057937	0.94280124	0.87635195	0.71930814	0.89817923	0.905584	0.8820902	0.87121534	0.884967	0.8614164	0.7900893	0.9367434	0.7884955	0.8809223	0.78458965	0.93525755	0.79545	0.5718167	0.8952284	0.8943936	0.8231532	0.8830936	0.88413393	0.7856985	0.8943592	0.90847594	0.7824598	0.7120633	0.74161434	0.8938418	0.90048945	0.839064	0.81044394	0.926237	0.9310929	0.8431526	0.7847465	0.84110886	0.85582936	0.9352973	0.85406095	0.9197576	0.80217886	0.7857571	0.7429508	0.90191245	0.8558596	0.9230566	0.8775789	0.90059566	0.70418775	0.8896539	0.83976614	0.87697065	0.93319654	0.67979026	0.9210608	0.8189849	0.91874725	0.85182863	0.9114519	0.8838414	0.82793814	0.9194081	0.8665294	0.8763758	0.85306776	0.9379918	0.83482945	0.86816907	0.8874229	0.9180004	0.8506867	0.7973002	0.89792025	0.8405565	0.76954067	0.8210704	0.8339766	0.9258237	0.8284914	0.90842664	0.8919016	0.67705786	0.90615416	0.92681545	0.9092915	0.8137636	0.76968527	0.6471357	0.86167103	0.8403142	0.910346	0.9683671	0.85645086	0.8146486	0.73982763	0.86409664	0.89061993	0.9142119	0.8827385	0.83223903	0.8687401	0.86655784	0.9137473	0.60907644	0.9498135	0.84556484	0.7727384	0.9182025	0.8627942	0.86606014	0.8465272	0.8223239	0.8530982	0.9006004	0.9296577	0.92496234	0.9240353	0.8046701	0.91612256	0.827722	0.9296005	0.9035686	0.8278319	0.8855731	0.8577713	0.9156422	0.8614534	0.94320107	0.88583666	0.9181719	0.86279285	0.826338	0.8632712	0.86929667	0.8559935	0.87658316	0.8661829	0.7462446	0.89229953	0.82021433	0.8780956	0.80281323	0.94243896	0.8798263	0.6647706	0.90514696	0.8891308	0.9170873	0.7612759	0.8593946	0.871521	0.87219036	0.94010574	0.96028674	0.76578474	0.8458853	0.9147345	0.82728016	0.93284357	0.88350207	0.80977315	0.84828544	0.8970114	0.86398125	0.90257025	0.87303334	0.85761994	0.70891047	0.93003094	0.65019405	0.7980771	0.9274188	0.9190353	0.7901717	0.9264814	0.88033247	0.8939011	0.8583642	0.91794235	0.85976917	0.8648128	0.8387481	0.94054073	0.88232076	0.8481885	0.77591485	0.8580246	0.8658335	0.95550823	0.8808805	0.9307718	0.8939305	0.9446799	0.9416133	0.8776914	0.832351	0.89048165	0.90998447	0.9145885	0.66524804	0.883489	0.9032106	0.81665134	0.88815016	0.787583	0.9175729	0.88384247	0.938645	0.6405833	0.9495848	0.83999765	0.8736261	0.82998013	0.8487104	0.89470935	0.82177913	0.82734627	0.7181542	0.8323535	0.73763	0.92258596	0.8669468	0.7780739	0.93566036	0.88830954	0.8131726	0.76328737	0.90757114	0.9333349	0.88622415	0.8668377	0.8864982	0.72911334	0.9134584	0.9083634	0.8933102	0.93481576	0.91027796	0.736377	0.9319322	0.8497666	0.8185776	0.95122576	0.89025104	0.8892722	0.9577281	0.90679914	0.86327875	0.8973774	0.92542464	0.8220785	0.8338956	0.9053924	0.87563646	0.79497373	0.8864987	0.83269715	0.7980283	0.8371577	0.81263125	0.8806156	0.7621508	0.7396765	0.71505076	0.9295427	0.88742435	0.7963071	0.78741455	0.90010715	0.73584574	0.7089406	0.8864908	0.89200485	0.7899336	0.89640194	0.84322184	0.86895066	0.88467616	0.8309038	0.86785114	0.90023214	0.8740631	0.787107	0.7799014	0.9494978	0.9368653	0.9136826	0.87032056	0.8441529	0.7485917	0.84468836	0.7148128	0.78147	0.8790985	0.82452977	0.91557664	0.9333119	0.9057964	0.8672459	0.9310282	0.8145025	0.84558004	0.8900333	0.8944578	0.8652547	0.7666577	0.9190146	0.9274958	0.8521321	0.8528356	0.86979055	0.9143609	0.8760046	0.81073266	0.93118715	0.87883985	0.9295879	0.8986253	0.7420249	0.8645242	0.8359704	0.82428205	0.8637612	0.91432333	0.85588145	0.8134419	0.89810646	0.92405206	0.9174623	0.9175955	0.925579	0.6939715	0.89920366	0.8319061	0.9123586	0.89231837	0.84866416	0.85772145	0.91356814	0.8427253	0.86347014	0.8540365	0.9048593	0.90883315	0.8778005	0.89701414	0.8790125	0.90812904	0.78813416	0.8903868	0.8945952	0.8858422	0.8738654	0.86610985	0.8734245	0.936402	0.92529327	0.83923066	0.72002304	0.8670022	0.7597256	0.84671736	0.86995167	0.89172053	0.9186512	0.7655337	0.69945204	0.81990534	0.8913139	0.91502225	0.89261115	0.8503541	0.89081573	0.8512973	0.8560322	0.65433323	0.93358344	0.8301507	0.8154242	0.922157	0.90844893	0.8578136	0.8646979	0.8894015	0.8554293	0.8929444	0.9325958	0.9129266	0.9284295	0.9077642	0.87337524	0.87406194	0.90803194	0.7844758	0.674204	0.91962343	0.89457595	0.89434195	0.9158229	0.8583995	0.87592834	0.88588864	0.8354306	0.92830086	0.93652326	0.9172289	0.8404601	0.92651093	0.81720686	0.6017021	0.9229974	0.6696363	0.8054262	0.91633034	0.9076667	0.8724909	0.83585393	0.8136221	0.9240749	0.86821306	0.82594943	0.8559083	0.86723936	0.669387	0.8425335	0.8272879	0.80321443	0.85529816	0.77595246	0.8578887	0.8333701	0.9003974	0.8842598	0.9315542	0.86216605
tolk/noun	0.89433086	0.8179668	0.88138354	0.0	0.8575418	0.88141274	0.8611066	0.8641877	0.82685435	0.73539066	0.8821294	0.9251482	0.9191251	0.85391617	0.9114635	0.8433713	0.87662077	0.89225906	0.87381023	0.8397038	0.8296193	0.9073038	0.79203296	0.8891941	0.7851393	0.87982655	0.8401968	0.8185135	0.81833756	0.9232398	0.9180094	0.90453035	0.7723881	0.9019662	0.90057385	0.82191974	0.90752786	0.8055817	0.8345105	0.7921727	0.91460264	0.8809347	0.89338326	0.879572	0.8678248	0.88160604	0.815822	0.87526435	0.86500704	0.8840351	0.8796056	0.86569303	0.8055524	0.8943223	0.77198446	0.85415226	0.8592411	0.8435021	0.82755935	0.8223732	0.8058967	0.83906376	0.75783825	0.86630636	0.8771565	0.9046017	0.8617088	0.87815654	0.88072985	0.8980992	0.9006031	0.85520923	0.8353401	0.85478735	0.8542531	0.8348046	0.78982556	0.8616731	0.8763271	0.9186803	0.8778107	0.792312	0.8484903	0.90979064	0.8272133	0.8329915	0.80225086	0.86265147	0.8081019	0.9221771	0.8618642	0.89471024	0.90168	0.8566135	0.9168072	0.8609357	0.90330637	0.82906616	0.87450457	0.88020647	0.8739893	0.9329763	0.86829734	0.85950166	0.86099505	0.94779444	0.9151446	0.92245895	0.8781448	0.8050112	0.8664124	0.92288613	0.6980722	0.7853591	0.87573665	0.79168606	0.87584126	0.8558326	0.91420054	0.89450365	0.8873577	0.8006935	0.8051044	0.86723214	0.84067845	0.87747186	0.8327357	0.87160915	0.8817463	0.88544667	0.8652695	0.89373964	0.82662666	0.82202214	0.75655746	0.86523664	0.86344147	0.808311	0.8546193	0.8912509	0.8657673	0.81382453	0.82698137	0.8406175	0.8173224	0.85561293	0.90859616	0.8488039	0.8715433	0.8657676	0.8820652	0.8332581	0.8769062	0.9056763	0.8433813	0.8598656	0.9092105	0.8336515	0.88410836	0.8054626	0.832945	0.91519403	0.8415785	0.83162934	0.8884391	0.8964719	0.8812932	0.74553716	0.92069626	0.8120907	0.8790164	0.87384963	0.87223065	0.85504484	0.88301843	0.8966373	0.91365075	0.8031786	0.79791844	0.8751169	0.84680057	0.858919	0.77783346	0.83956826	0.85523677	0.87008977	0.8844322	0.8221641	0.89393264	0.8965742	0.88157386	0.78870714	0.762998	0.91472715	0.8624741	0.8920483	0.8435788	0.88102007	0.8687779	0.80818677	0.858535	0.9089169	0.89323306	0.8506993	0.8590124	0.8036047	0.8687976	0.87454575	0.8373406	0.8723341	0.9003132	0.89371353	0.8191376	0.8868517	0.90320325	0.9329766	0.8754787	0.9075065	0.81761664	0.85275114	0.8261886	0.88397026	0.8942807	0.78940666	0.9136691	0.9018574	0.8689468	0.8884342	0.9132248	0.83928746	0.91704834	0.79723525	0.84372544	0.8179102	0.8267648	0.8855264	0.88022494	0.84768945	0.873043	0.68346965	0.8983662	0.8795676	0.8321382	0.84845746	0.8482299	0.9173665	0.92884386	0.90258616	0.79530245	0.8507405	0.82458895	0.7891415	0.80342376	0.9056084	0.8988404	0.8766308	0.9053375	0.82434165	0.71833473	0.8181113	0.89322627	0.71790695	0.859145	0.89257675	0.91444826	0.8647706	0.76385343	0.8687388	0.8908499	0.90072644	0.86007226	0.86546564	0.87911534	0.8700417	0.8045255	0.86775017	0.86907905	0.89927036	0.930255	0.87820035	0.85537493	0.92083204	0.79582417	0.8469754	0.8477417	0.9139591	0.83810985	0.81072056	0.843155	0.86337566	0.8617039	0.9069798	0.84096456	0.8729779	0.8198001	0.78487957	0.8258135	0.8189975	0.9240358	0.7848075	0.7405998	0.7060413	0.85750747	0.8454379	0.93236464	0.7793319	0.8627707	0.878542	0.93088686	0.87871695	0.86790806	0.8590165	0.8405668	0.9184602	0.9020573	0.8300466	0.86986893	0.8977179	0.8715675	0.87160087	0.8435046	0.8417916	0.8298856	0.8121636	0.8699801	0.83939266	0.87386805	0.82807946	0.85352117	0.86250895	0.8341955	0.8499934	0.86703074	0.86996275	0.8859939	0.8644476	0.9305849	0.8186108	0.86041707	0.91511357	0.88090086	0.810753	0.8542038	0.9155277	0.83289945	0.91227114	0.9168478	0.9054107	0.8740437	0.8596356	0.8424168	0.8618269	0.82838607	0.836349	0.8848767	0.85529184	0.90463054	0.875206	0.7210544	0.880933	0.84508437	0.83783984	0.861492	0.8986924	0.86081815	0.79639584	0.9210794	0.8905934	0.8560364	0.84894496	0.83159447	0.86546654	0.80803114	0.81813365	0.815983	0.9179139	0.8673288	0.8476912	0.84187746	0.8840519	0.89446104	0.878712	0.8998109	0.9127198	0.8426496	0.86983466	0.84789675	0.90589917	0.879941	0.8575034	0.88119054	0.7003994	0.8214672	0.88028324	0.85121435	0.8776952	0.8856843	0.88798314	0.84436965	0.8578839	0.7940675	0.83525515	0.9318622	0.94737536	0.8854042	0.82996476	0.92294836	0.91452146	0.88704413	0.8790369	0.82586956	0.84728396	0.9002485	0.88795847	0.9075792	0.89836895	0.893377	0.9097279	0.882536	0.8755457	0.8682304	0.8186232	0.8865392	0.76609194	0.82456565	0.8442537	0.73912	0.95757693	0.807238	0.85028017	0.90620536	0.7747431	0.8260001	0.9232685	0.89737713	0.8020636	0.86100364	0.876171	0.85790515	0.80115426	0.8895326	0.8756093	0.92840564
