	windstoot/noun	bijzonder/adj	hoe/adj	stem/noun	helling/noun	ziektekiem/noun	kop_stoot/noun	bedrieger/noun	wel/adv	min/adj	reactie/noun	blok/noun	spel_DIM/noun	elleboog_stoot/noun	ondertoon/noun	ook/adv	waarin/pp	dat/comp	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	schrijnend/adj	syfilis/noun	Madonna/name	volwassene/noun	schuiver/noun	pleeg_ouder/noun	weide/noun	rap/adj	soort/noun	door/adv	streek/noun	Kim/name	god/noun	zo/adv	campagne/noun	vernedering/noun	dijk/noun	tand_DIM/noun	Waal/noun	tovenaar/noun	zaak/noun	in_borst/noun	ding_DIM/noun	ding/noun	genoeg/adv	bas_lijn/noun	uiterst/adj	producent/noun	schilderij/noun	fout/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	ze/pron	overtreding/noun	glimlach/noun	man/noun	oog_DIM/noun	voetballer/noun	manier/noun	criticus/noun	vraag/noun	opmerking/noun	klank/noun	rivale/noun	broodje/noun	echt/adj	blessure/noun	kindervriend/noun	ernstig/adj	Esther/name	rotzooi/noun	val_partij/noun	heel/adj	ontzettend/adj	haai/noun	nogal/adv	loer/noun	spul/noun	schurk/noun	met/prep	bluesy/noun	mens/noun	volk/noun	nicht_DIM/noun	ik/pron	lief/noun	tackle/noun	dat/det	kwasi/adj	daad/noun	gevoel/noun	val/noun	kop/noun	kanker/noun	racist/noun	charmant/adj	lek/noun	complot/noun	heel/adv	hij/pron	stroper/noun	machine/noun	recht/noun	deler/noun	naar/adj	virus/noun	overval/noun	trap/noun	tante/noun	vaak/adj	portret/noun	wat/adv	beetje/noun	veelvoud/noun	ronduit/adv	chef/noun	sprookje/noun	veel/adj	Chantal/name	jood/noun	iets/adv	drempel/noun	sheriff/noun	spel/noun	paal_DIM/noun
rotzooi/noun	0.83975375	0.872772	0.8154793	0.855922	0.8193853	0.8221954	0.8820872	0.8473457	0.78214437	0.84423864	0.82383394	0.8158941	0.77985895	0.90980905	0.8363672	0.7938234	0.80890346	0.8244516	0.8025406	0.7833047	0.8062478	0.9209422	0.8292769	0.9004932	0.8518311	0.86322683	0.9096383	0.8634132	0.7723372	0.77050626	0.74995595	0.77692986	0.8535994	0.95153517	0.8344758	0.78695023	0.8859006	0.8101215	0.81598336	0.8518558	0.836132	0.8387004	0.8532591	0.8520089	0.7301921	0.71339786	0.85269797	0.89509726	0.87103295	0.8697779	0.8592273	0.8528677	0.8170952	0.77103335	0.8520997	0.857548	0.6700225	0.86644816	0.80968976	0.8302592	0.8473074	0.85388106	0.8366271	0.846341	0.85301816	0.7980753	0.8128378	0.89214164	0.7544353	0.7583053	0.8942464	0.88540995	0.8869925	0.8581224	0.0	0.8419087	0.7924082	0.7510686	0.7614603	0.7805985	0.85564953	0.58206815	0.79390275	0.8129894	0.91862917	0.7390201	0.816954	0.86232495	0.7326155	0.79382545	0.8586092	0.7733908	0.8356824	0.8592831	0.7934392	0.8823471	0.82198626	0.86555904	0.78155804	0.8172919	0.8174789	0.8276912	0.7896948	0.7666464	0.84917474	0.74213684	0.89889604	0.88294375	0.81642735	0.82547206	0.90226555	0.8152119	0.81163955	0.7487219	0.878686	0.7822691	0.767564	0.84255564	0.8465403	0.9063301	0.828945	0.7765353	0.896894	0.8437823	0.80889773	0.81174177	0.88056374	0.8617739	0.78683007
val_partij/noun	0.8036878	0.86621666	0.87875456	0.9064851	0.727193	0.8680551	0.7859936	0.8872951	0.8819985	0.8685957	0.8412374	0.858789	0.86540216	0.7635492	0.872172	0.8662708	0.873702	0.86382174	0.8113407	0.85289335	0.8924737	0.87427175	0.8483278	0.8906844	0.8878576	0.8823158	0.724446	0.8966249	0.8527174	0.78001535	0.8756959	0.83109814	0.88184816	0.8372452	0.9124291	0.84995884	0.9001568	0.78530234	0.82033175	0.83692205	0.81890225	0.89170736	0.8904885	0.92385495	0.86511075	0.8492931	0.86155176	0.9174715	0.8720071	0.9023613	0.8990227	0.7395258	0.8658212	0.88786316	0.8207612	0.8172458	0.82444227	0.796641	0.882117	0.84221596	0.90231764	0.8802651	0.8597905	0.87660825	0.9068409	0.83233654	0.8759341	0.81995684	0.8929673	0.847345	0.6064997	0.9203599	0.74644446	0.8613975	0.8419087	0.0	0.874276	0.8283243	0.8351171	0.8187337	0.8613721	0.8800053	0.8538236	0.8364357	0.93824977	0.8237171	0.90199393	0.8773614	0.830848	0.8419718	0.72133744	0.8443654	0.8105649	0.86593026	0.8522283	0.5767195	0.830417	0.7996629	0.8832217	0.8778398	0.6728913	0.847092	0.85124886	0.789295	0.8585446	0.8568529	0.93626237	0.9315785	0.84837437	0.7898922	0.76367056	0.7912198	0.8673923	0.80847484	0.9093036	0.8449238	0.8205089	0.8892495	0.8380851	0.90947574	0.8761333	0.8403944	0.84735775	0.8946652	0.889665	0.8810913	0.91324925	0.8525803	0.7840333
heel/adj	0.8491976	0.68940353	0.75746435	0.87265146	0.8306591	0.8925282	0.90787923	0.8666974	0.7714107	0.798442	0.87684274	0.81538427	0.7885668	0.9343848	0.8174701	0.7823647	0.7251732	0.86921954	0.8401027	0.8076035	0.834707	0.86929506	0.8418889	0.9210667	0.8515974	0.8352611	0.9117257	0.8949141	0.807856	0.79463303	0.7835938	0.7569017	0.8143215	0.9414591	0.8691163	0.7159899	0.87387556	0.86510146	0.82253796	0.87091553	0.8692173	0.8643259	0.8438398	0.8517321	0.7866498	0.7515823	0.7390152	0.84630364	0.7593598	0.91233814	0.8556736	0.90604234	0.80978537	0.856606	0.8586465	0.8937902	0.74733436	0.92481893	0.8278222	0.86441725	0.8542435	0.8390834	0.81560737	0.89736336	0.86933976	0.8661043	0.76976275	0.93607044	0.82222927	0.75932336	0.8854571	0.9008825	0.923951	0.8910053	0.7924082	0.874276	0.0	0.6843213	0.8288173	0.7445232	0.9000428	0.786865	0.83605564	0.8029055	0.8757406	0.78619426	0.8326627	0.85682887	0.74761915	0.81693333	0.9070886	0.8005532	0.7846467	0.9131395	0.8326749	0.943028	0.8400579	0.918964	0.87796044	0.7875457	0.8772435	0.8784085	0.5656295	0.80074596	0.8727414	0.7974435	0.91503406	0.8917067	0.794882	0.8603832	0.9158007	0.8776612	0.8195823	0.7701447	0.8527396	0.70969206	0.7473583	0.856156	0.8104347	0.9067505	0.8068726	0.75367016	0.93115926	0.8915256	0.7970326	0.8676496	0.88780177	0.81757224	0.84352833
ontzettend/adj	0.90909666	0.56003606	0.64453524	0.8553101	0.88669896	0.89229625	0.8895531	0.8770097	0.5848517	0.6717495	0.79561836	0.8988926	0.70348895	0.914836	0.76903856	0.65468454	0.83174086	0.7585551	0.8503274	0.85827136	0.7692486	0.9284413	0.8067652	0.9248864	0.8500136	0.79315424	0.87921077	0.8153023	0.8830655	0.7902357	0.77175677	0.7327186	0.86167026	0.9248107	0.82267547	0.5153136	0.8864149	0.8228992	0.9036848	0.85104597	0.8250242	0.8324211	0.85680676	0.83779466	0.676733	0.57263243	0.6199211	0.8196608	0.70174396	0.9224379	0.9017718	0.8342576	0.78517294	0.9139158	0.80245876	0.83078045	0.61181045	0.9010884	0.7732998	0.8187308	0.8605104	0.7925034	0.7563606	0.8450243	0.859159	0.7685	0.7650117	0.9198304	0.84036016	0.5453164	0.85565424	0.8726181	0.8925546	0.8679443	0.7510686	0.8283243	0.6843213	0.0	0.83551675	0.6019012	0.86905754	0.8052084	0.8417248	0.81769794	0.8720383	0.6661937	0.8261727	0.83932173	0.5039743	0.74525833	0.84133756	0.6628624	0.83308005	0.85219973	0.70024157	0.9166734	0.8405237	0.88904387	0.8368307	0.7208649	0.887578	0.89218307	0.39321828	0.7065403	0.8835628	0.83807874	0.91695523	0.9205618	0.77897507	0.8667133	0.95225096	0.8830672	0.7587336	0.651387	0.87155473	0.57838225	0.5092006	0.8769289	0.7068521	0.90526664	0.7585077	0.5112767	0.88498247	0.90177923	0.701944	0.8872047	0.8760765	0.74260795	0.89050645
haai/noun	0.8246866	0.8618764	0.8667812	0.88153875	0.8131711	0.7925346	0.86963534	0.8584124	0.8594416	0.856701	0.871457	0.81326264	0.8268561	0.89820933	0.83659106	0.85828304	0.84231853	0.8849657	0.7946631	0.75098515	0.8446087	0.9166025	0.859074	0.85534006	0.80928105	0.82289976	0.87246895	0.8389701	0.7650536	0.8134824	0.7705571	0.82275826	0.8201171	0.90969956	0.8241159	0.84643877	0.8789479	0.82998794	0.7790514	0.8606632	0.8427044	0.7960063	0.9076626	0.88995886	0.7950545	0.8432113	0.86768055	0.9106734	0.85051304	0.87365377	0.8267566	0.89182556	0.8377737	0.8286424	0.818727	0.832388	0.72367084	0.8795834	0.82672596	0.76938736	0.82876706	0.8621756	0.86577	0.86796814	0.9096851	0.8869799	0.84064627	0.85669976	0.8083247	0.83153576	0.89548033	0.88169765	0.83692706	0.8675059	0.7614603	0.8351171	0.8288173	0.83551675	0.0	0.8294411	0.90628576	0.8015133	0.76393497	0.8198628	0.92304397	0.7347462	0.848338	0.83302283	0.8220514	0.8155874	0.86495864	0.8680738	0.8460611	0.88199604	0.87512845	0.8680761	0.8230113	0.78923154	0.8350576	0.84120524	0.8011925	0.8397217	0.8381392	0.77772486	0.7234942	0.78325176	0.9239688	0.89941144	0.81754994	0.6830348	0.8686365	0.84231555	0.7971897	0.79174685	0.85968995	0.8120838	0.8010991	0.8273269	0.85577244	0.9074103	0.8307023	0.8393473	0.864017	0.81653374	0.8482534	0.8631325	0.8602702	0.86631465	0.7927925
nogal/adv	0.8475863	0.60397226	0.69595814	0.84353983	0.85608506	0.8641418	0.883477	0.84745646	0.6607294	0.63794637	0.6864352	0.85144067	0.77886456	0.89054555	0.6925126	0.6369095	0.72940123	0.74360883	0.72728765	0.8609748	0.71346635	0.86921996	0.7553439	0.89358693	0.8119432	0.8228193	0.87016857	0.8527966	0.8973359	0.8146857	0.70393544	0.7588109	0.8317316	0.9435258	0.85045666	0.6117073	0.8409517	0.807856	0.8808922	0.8822218	0.7879891	0.8545789	0.80975926	0.7678509	0.73702013	0.7128812	0.685779	0.83492595	0.59665287	0.9108254	0.8593694	0.8066926	0.7131564	0.8942228	0.79304963	0.81583685	0.7472723	0.8447465	0.77984977	0.84487754	0.8765596	0.85214764	0.7544188	0.72390145	0.7953477	0.6857243	0.7097709	0.89911646	0.86811584	0.71846807	0.8350482	0.89068925	0.77209973	0.8682478	0.7805985	0.8187337	0.7445232	0.6019012	0.8294411	0.0	0.893929	0.84063864	0.8081126	0.8068644	0.85642135	0.76672804	0.84855	0.86462396	0.7502212	0.8287889	0.82203877	0.67422175	0.78510326	0.83459485	0.7471963	0.9131191	0.8702242	0.8640684	0.7916461	0.72471225	0.8521541	0.80907303	0.4742967	0.7781036	0.8630771	0.8374395	0.89956874	0.8449801	0.74518764	0.8126248	0.9128293	0.88312316	0.8344698	0.5000654	0.8358159	0.48761642	0.56755704	0.8328578	0.58690375	0.9133395	0.76911426	0.55395323	0.89601696	0.87378895	0.6509658	0.82393134	0.88487476	0.74916553	0.8409533
loer/noun	0.93102944	0.9150545	0.8812263	0.91921324	0.90655	0.9249238	0.8828897	0.87207305	0.87451583	0.9080377	0.90728736	0.88273543	0.8719418	0.8838997	0.88473624	0.8744386	0.88907063	0.870499	0.8993356	0.8934001	0.8847055	0.928799	0.8871314	0.9494364	0.9195879	0.9309676	0.8911567	0.9032292	0.91208297	0.889315	0.92603046	0.8606253	0.9022391	0.90363085	0.87135047	0.85580385	0.91496396	0.8600067	0.92803013	0.87449145	0.89171654	0.8746888	0.89202183	0.88910997	0.88620263	0.8750335	0.8963184	0.93197155	0.90791786	0.9308542	0.9182477	0.88830054	0.91955096	0.91835725	0.896256	0.8699856	0.8644029	0.9208436	0.89481825	0.90456927	0.8624655	0.8764669	0.8800433	0.921305	0.8978613	0.87539315	0.907863	0.86236775	0.9441679	0.8579416	0.9038322	0.9124148	0.9429072	0.89838207	0.85564953	0.8613721	0.9000428	0.86905754	0.90628576	0.893929	0.0	0.8959413	0.86896414	0.90697616	0.9407626	0.8880948	0.9067517	0.87456775	0.86219066	0.84949636	0.87968916	0.893178	0.8790567	0.8921604	0.87661225	0.91651857	0.8940858	0.9233186	0.86632085	0.88892174	0.8923731	0.8469528	0.8645508	0.864208	0.90142155	0.884362	0.90185344	0.9350255	0.9191736	0.9141991	0.9197358	0.90721387	0.86378276	0.8860442	0.9101325	0.8836651	0.8968383	0.90881956	0.8922073	0.9145645	0.90601265	0.8649004	0.87048984	0.9133448	0.8935618	0.91129446	0.9067499	0.8777887	0.9058359
spul/noun	0.89379704	0.84937334	0.82122695	0.86285394	0.8741143	0.8118526	0.8848078	0.833378	0.817979	0.84468544	0.88576543	0.8261851	0.7504131	0.92576414	0.87145984	0.77052414	0.84539217	0.8853847	0.8404372	0.8284351	0.8358746	0.93735325	0.8813431	0.9058813	0.8683398	0.850206	0.9107534	0.8383912	0.7446094	0.8180293	0.76137125	0.8295544	0.8256822	0.9666523	0.8823597	0.8088723	0.8988954	0.8823919	0.8479583	0.8658839	0.8622154	0.85591644	0.82717174	0.8962189	0.68630624	0.69282126	0.86383	0.8913752	0.869268	0.8144734	0.707208	0.8855652	0.8277308	0.7255148	0.8914986	0.9020684	0.62586355	0.86160856	0.8274406	0.7912403	0.86671543	0.86850154	0.80391705	0.9065189	0.87389636	0.83246636	0.80679786	0.9175522	0.66974604	0.83331704	0.9039193	0.8993373	0.9329665	0.8737061	0.58206815	0.8800053	0.786865	0.8052084	0.8015133	0.84063864	0.8959413	0.0	0.8268717	0.79878914	0.92776775	0.75790846	0.8662969	0.8174298	0.7760476	0.7820025	0.88266504	0.8255961	0.8462237	0.8931441	0.8107542	0.94150585	0.8569217	0.87185854	0.85982764	0.84222126	0.8185999	0.88589907	0.79404205	0.7875503	0.8273463	0.63116395	0.88508385	0.91117746	0.831692	0.76559806	0.8364059	0.843331	0.7854198	0.7750284	0.8860251	0.8144712	0.82098573	0.8099516	0.8842828	0.9143451	0.8614767	0.8041247	0.8975277	0.8494679	0.8034759	0.83439016	0.8918469	0.86643714	0.7676376
schurk/noun	0.91183656	0.8411233	0.8375306	0.87012416	0.9053086	0.8751958	0.87177306	0.7854948	0.86253786	0.8412489	0.87405986	0.85191345	0.782987	0.86982536	0.79839087	0.8530554	0.762771	0.830083	0.8039579	0.82860196	0.78319097	0.9048257	0.8435189	0.89289534	0.7584971	0.8427931	0.8971317	0.8400606	0.848043	0.83628887	0.81446606	0.8131963	0.8494146	0.85346234	0.7700411	0.80282754	0.83305144	0.79526657	0.8687668	0.87485677	0.84149903	0.7227342	0.8827605	0.82781136	0.8412488	0.8171896	0.862799	0.8676569	0.8496334	0.8607812	0.8030113	0.873786	0.8471538	0.8971707	0.83354837	0.77621937	0.77204233	0.8634503	0.81898236	0.73335993	0.8451084	0.7880865	0.8105978	0.76495934	0.8993201	0.8212267	0.80296916	0.7562387	0.8780517	0.81624377	0.864971	0.8508866	0.87264574	0.8223051	0.79390275	0.8538236	0.83605564	0.8417248	0.76393497	0.8081126	0.86896414	0.8268717	0.0	0.8250738	0.8574009	0.81170255	0.8070959	0.7677756	0.84241384	0.8021259	0.834353	0.84819317	0.8256818	0.79464495	0.8488488	0.85002893	0.87953204	0.83679414	0.73026776	0.7163638	0.85750484	0.7351649	0.84122235	0.7621222	0.75525177	0.8642772	0.89508724	0.91342217	0.84153295	0.7951555	0.848843	0.88407433	0.79762775	0.7812749	0.7460858	0.8533484	0.8353543	0.8574244	0.81244755	0.8298064	0.7344505	0.856929	0.83603644	0.7613945	0.8722116	0.9107517	0.7200712	0.8155453	0.88860595
met/prep	0.85962725	0.8111533	0.8520292	0.83647585	0.8364973	0.8804543	0.84280384	0.88733315	0.8782959	0.8240942	0.87838644	0.81713223	0.7740234	0.8914757	0.8298099	0.8435242	0.72737	0.882185	0.8048793	0.8376611	0.808504	0.8137934	0.8312947	0.9134183	0.8015144	0.8052962	0.8606628	0.8361943	0.8180002	0.78890896	0.74001336	0.7986398	0.86441916	0.8901426	0.85159266	0.86686105	0.8249515	0.824673	0.84337044	0.8551973	0.8181812	0.83712316	0.8531481	0.86542386	0.8047533	0.8530737	0.8927255	0.857635	0.82241476	0.8205063	0.8234248	0.8831939	0.76499873	0.8591718	0.8367206	0.8251623	0.76958966	0.8564292	0.79627967	0.80008614	0.84041476	0.83640075	0.7941333	0.84579927	0.86989963	0.8577703	0.74097705	0.80558383	0.7776939	0.8099765	0.8505623	0.9133443	0.8274944	0.840372	0.8129894	0.8364357	0.8029055	0.81769794	0.8198628	0.8068644	0.90697616	0.79878914	0.8250738	0.0	0.87566113	0.80513525	0.8596114	0.8117082	0.84179157	0.80018187	0.8621553	0.8758247	0.8016997	0.8681059	0.82074875	0.89879966	0.83295834	0.849274	0.879186	0.7836171	0.8561366	0.8693958	0.82236385	0.8011872	0.8750882	0.7908994	0.8738629	0.8793103	0.8130163	0.861615	0.8608527	0.8257867	0.8087001	0.73848104	0.83664274	0.8123106	0.8216049	0.8235399	0.8349609	0.8761609	0.8214633	0.78430414	0.8619225	0.87190926	0.80164135	0.8639653	0.85767436	0.7912818	0.82614064
bluesy/noun	0.93462247	0.83282316	0.90509313	0.8007433	0.91766006	0.9391111	0.93518734	0.9392821	0.8997446	0.86390775	0.9355362	0.93262327	0.8627506	0.95705014	0.7948266	0.8841228	0.8164262	0.9476491	0.8684682	0.9018463	0.82407355	0.93846905	0.89908516	0.9405107	0.80312335	0.91519856	0.92233294	0.9224639	0.9111038	0.8401123	0.874089	0.8866968	0.9198016	0.90884507	0.92089385	0.8490907	0.91086185	0.94477814	0.9443487	0.9145868	0.906218	0.888176	0.9311754	0.8754686	0.855206	0.89025295	0.8955243	0.72305745	0.8761556	0.93805426	0.882093	0.9376638	0.90010613	0.9510822	0.87935114	0.91599774	0.8847299	0.95915675	0.88249195	0.92952657	0.9190918	0.9064111	0.86474377	0.89621794	0.9630202	0.909492	0.65607584	0.9122184	0.9026952	0.8535518	0.9582411	0.882302	0.95469445	0.9076184	0.91862917	0.93824977	0.8757406	0.8720383	0.92304397	0.85642135	0.9407626	0.92776775	0.8574009	0.87566113	0.0	0.91951686	0.9127209	0.91921926	0.89008826	0.8981641	0.90136445	0.8879137	0.89360267	0.9223643	0.82377374	0.96630776	0.9244016	0.9392823	0.90046763	0.774722	0.9423925	0.94116205	0.84113574	0.89512485	0.91331327	0.90057874	0.9732056	0.92857313	0.8974562	0.9280265	0.959614	0.9160026	0.9209689	0.84997076	0.86348164	0.82091224	0.8747066	0.9154574	0.8221534	0.9485095	0.8117961	0.86857057	0.9251333	0.9409882	0.8502931	0.957806	0.88075846	0.82715607	0.95291895
mens/noun	0.86470914	0.8080542	0.6960495	0.79470307	0.8431989	0.774845	0.9249608	0.81944853	0.7122314	0.7421884	0.8205085	0.8870724	0.75919724	0.90672153	0.8353728	0.7210848	0.82421184	0.7626957	0.8070924	0.813499	0.776641	0.93582815	0.75225437	0.835836	0.86241305	0.55834156	0.9069882	0.7598641	0.8351893	0.81537753	0.7148105	0.7537201	0.80023664	0.9475479	0.7345567	0.6946691	0.8861487	0.8063376	0.85927445	0.8859366	0.7855153	0.805459	0.8333973	0.8431289	0.74297386	0.6130913	0.8019315	0.8833009	0.8477832	0.8859672	0.8327637	0.8366995	0.81402975	0.8856369	0.86158234	0.8413063	0.54260767	0.81959254	0.8235263	0.577955	0.84579045	0.78091	0.70994014	0.822861	0.8055153	0.8134849	0.8191953	0.90947735	0.85316646	0.7075543	0.88183296	0.869274	0.7860154	0.85365784	0.7390201	0.8237171	0.78619426	0.6661937	0.7347462	0.76672804	0.8880948	0.75790846	0.81170255	0.80513525	0.91951686	0.0	0.67351437	0.7920291	0.60638165	0.76446307	0.8976288	0.75139904	0.8386531	0.8150536	0.76600075	0.88013405	0.8991884	0.75625044	0.80373424	0.8233196	0.8714901	0.8501494	0.6792145	0.6694331	0.8002483	0.7973298	0.8241896	0.8752117	0.7928863	0.72387993	0.84803355	0.91136885	0.7564931	0.64156246	0.8994044	0.753821	0.72654796	0.7630818	0.84833705	0.9043745	0.82407045	0.68640304	0.8851632	0.6782916	0.777612	0.8074487	0.8598865	0.8442353	0.85675454
volk/noun	0.9265417	0.8664323	0.83374345	0.82051015	0.8887967	0.88136035	0.92890906	0.84877324	0.8527409	0.8797756	0.8284406	0.8724643	0.86268204	0.9358401	0.84988046	0.84283596	0.7995336	0.8248486	0.83051354	0.80527616	0.82375276	0.8530918	0.83662266	0.90472543	0.8687211	0.8573942	0.94181126	0.8692843	0.8792893	0.8552867	0.8086245	0.8182058	0.80734587	0.925994	0.6750909	0.8443221	0.8336978	0.7247257	0.87942594	0.9122127	0.80300117	0.83315843	0.8883591	0.8175349	0.864262	0.8136479	0.873284	0.92759395	0.8791246	0.8961044	0.90364623	0.8920443	0.86525285	0.9054887	0.86277676	0.7891435	0.76184416	0.9004253	0.83304584	0.79643494	0.8659818	0.79415774	0.84415925	0.78255653	0.88147134	0.86199546	0.8139319	0.8274669	0.89168686	0.8152925	0.9338854	0.9118034	0.89094067	0.88343006	0.816954	0.90199393	0.8326627	0.8261727	0.848338	0.84855	0.9067517	0.8662969	0.8070959	0.8596114	0.9127209	0.67351437	0.0	0.8523149	0.80060804	0.83757097	0.9079547	0.8561587	0.87135273	0.7784974	0.7879839	0.8337001	0.92714554	0.90761197	0.82480305	0.8549508	0.92253697	0.786849	0.80682325	0.7826724	0.86699843	0.8956625	0.7742995	0.9006978	0.8553756	0.8807477	0.9301909	0.9025529	0.84063727	0.8393816	0.8349823	0.85009223	0.8389863	0.8732857	0.874743	0.8546906	0.808361	0.7757772	0.9216003	0.6390141	0.89208454	0.88902366	0.8785855	0.8655365	0.9071475
nicht_DIM/noun	0.9184407	0.8939588	0.86712104	0.85431796	0.898955	0.92029196	0.8694439	0.8735678	0.89257854	0.90240747	0.90005153	0.89060587	0.8210288	0.9002036	0.8735448	0.8553608	0.84047264	0.8808034	0.8635744	0.8198863	0.82791924	0.9082875	0.8539997	0.92456084	0.7480765	0.8123222	0.9222406	0.787462	0.8361051	0.8504918	0.8810866	0.84500843	0.8640645	0.8141217	0.8307587	0.87784207	0.90100646	0.8397618	0.8915684	0.85986865	0.85226595	0.81173676	0.9128754	0.8806949	0.8309622	0.86254805	0.9250545	0.9147143	0.892438	0.8955709	0.84717005	0.9061372	0.89428407	0.9019283	0.877918	0.87530726	0.7016594	0.89708734	0.82995355	0.70189023	0.82655597	0.8254765	0.8916808	0.86341095	0.92028415	0.84019923	0.858428	0.82254267	0.8817065	0.85957015	0.8893058	0.8708134	0.87660825	0.72193843	0.86232495	0.8773614	0.85682887	0.83932173	0.83302283	0.86462396	0.87456775	0.8174298	0.7677756	0.8117082	0.91921926	0.7920291	0.8523149	0.0	0.7949799	0.70464236	0.8783504	0.8882566	0.8681992	0.85861903	0.86323774	0.8845903	0.8980153	0.8065781	0.8368602	0.76987606	0.88353145	0.842661	0.8616795	0.7397846	0.83865356	0.8975553	0.8843798	0.93906164	0.8760065	0.88732827	0.8367983	0.8975025	0.5611514	0.8131406	0.761969	0.8551862	0.84076416	0.8827252	0.8917295	0.831356	0.7921309	0.87191474	0.7364242	0.8231914	0.8772935	0.9102971	0.7983777	0.8987389	0.8743405
ik/pron	0.9231547	0.80011106	0.6121075	0.8670113	0.878514	0.8957016	0.8877046	0.827684	0.46522492	0.8023659	0.81632155	0.8896711	0.72991323	0.8884378	0.82188594	0.58554935	0.89385116	0.5923001	0.8885769	0.85089433	0.79954344	0.92614144	0.8459892	0.90011835	0.8289241	0.8027001	0.89780134	0.78460115	0.87458754	0.7557575	0.82387424	0.73452085	0.8870501	0.89775586	0.7190092	0.5853977	0.9128723	0.8254036	0.8969165	0.8238587	0.7988268	0.8380125	0.84493244	0.84390444	0.67723894	0.53710794	0.70413315	0.8715834	0.8947707	0.9444064	0.9250106	0.82840437	0.8815832	0.9102923	0.7974565	0.8309709	0.32076526	0.91711915	0.7373109	0.8010118	0.83386064	0.7789451	0.800466	0.8076415	0.82295775	0.76631695	0.8404435	0.92451	0.8188485	0.48669106	0.82781565	0.86674666	0.8794282	0.83287346	0.7326155	0.830848	0.74761915	0.5039743	0.8220514	0.7502212	0.86219066	0.7760476	0.84241384	0.84179157	0.89008826	0.60638165	0.80060804	0.7949799	0.0	0.6645645	0.8570307	0.556652	0.82642424	0.85223156	0.6882988	0.9170213	0.8559391	0.8731054	0.7683957	0.8213637	0.85863495	0.87823874	0.611756	0.4063241	0.85899013	0.8795744	0.87825745	0.9317294	0.7603755	0.87898535	0.93787247	0.8841469	0.72084945	0.67288524	0.937632	0.63639915	0.53616005	0.8947254	0.77490306	0.9087796	0.8070155	0.63742626	0.859791	0.89077675	0.73034084	0.86751926	0.86043966	0.81672084	0.86075217
lief/noun	0.9223451	0.85003865	0.77501655	0.85259646	0.8509321	0.9039984	0.8631431	0.8488317	0.79080087	0.8649038	0.88318205	0.8692869	0.7858979	0.908274	0.8228921	0.8013577	0.84054273	0.8738769	0.8387461	0.8098303	0.812369	0.9244611	0.8463396	0.91795087	0.7683641	0.8285215	0.8788227	0.81338376	0.8409562	0.7729261	0.8395494	0.8009351	0.85644317	0.8270377	0.75238276	0.7886544	0.9061736	0.8149686	0.87872344	0.842986	0.83318955	0.806611	0.9182102	0.8495722	0.75775695	0.7691504	0.8518565	0.89556164	0.8914368	0.9034897	0.8429266	0.88799745	0.86840117	0.89096916	0.83108544	0.856905	0.65576625	0.90973663	0.78209925	0.7668707	0.8589303	0.8178767	0.8194661	0.8712599	0.88325757	0.8519317	0.8173772	0.8341558	0.8129296	0.7391802	0.8559108	0.8837774	0.9006645	0.782653	0.79382545	0.8419718	0.81693333	0.74525833	0.8155874	0.8287889	0.84949636	0.7820025	0.8021259	0.80018187	0.8981641	0.76446307	0.83757097	0.70464236	0.6645645	0.0	0.86629164	0.8089921	0.8279842	0.8628615	0.79557294	0.8901944	0.84438086	0.83309156	0.8248495	0.74822676	0.8861793	0.8769754	0.78470695	0.74496496	0.85895073	0.8462763	0.89334494	0.90819937	0.78055376	0.8651222	0.9110888	0.86129737	0.6762155	0.7716657	0.8177819	0.77399695	0.73827493	0.864177	0.8416076	0.8530118	0.77016234	0.7758082	0.7915932	0.88081	0.8184646	0.8987762	0.86444044	0.85131323	0.8704819
