	amok/noun	ieder/adv	vijandig/adj	gericht/adj	notabene/adv	spreek_aan/verb	bijzonder/adj	windstoot/noun	brutaal/adj	verpest/verb	slecht/adj	1997/noun	passie/noun	hoe/adj	stem/noun	helling/noun	ziektekiem/noun	dan/adv	affiche/noun	kop_stoot/noun	sliert/noun	hard/adj	ontaard/verb	daarentegen/adv	bijtend/adj	bedrieger/noun	onbetrouwbaar/adj	klink/verb	immigrant/noun	wel/adv	min/adj	onjuist/adj	vermoeden/noun	schilder_af/verb	beschuldiging/noun	verschrikkelijk/adj	blok/noun	live_band/noun	spel_DIM/noun	postuur/noun	moeder/noun	death/noun	overduidelijk/adj	collega/noun	kijk/verb	ruïneer/verb	elleboog_stoot/noun	roep_af/verb	klauw/noun	stel/verb	elleboog/noun	hier/noun	ondertoon/noun	doortrapt/adj	stapel_op/verb	kunst/noun	bond_genoot/noun	lijk/verb	ook/adv	bocht/noun	inslag/noun	teken/verb	leer/verb	woestijn/noun	fantasie/noun	schrijnend/adj	bespreking/noun	respect_loos/adj	Vaticaan/noun	groep_DIM/noun	guy/noun	syfilis/noun	nummer/noun	begeer/verb	klein/adj	gevaarlijk/adj	schakel_over/verb	ouder/noun	volwassene/noun	scheld/verb	handvol/noun	schuiver/noun	smaak/noun	pleeg_ouder/noun	kanker/noun	weide/noun	wantrouwend/adj	rap/adj	verontwaardiging/noun	bevind/verb	niets/adv	onverbiddelijk/adj	bega/verb	durf/verb	en/adv	dier/noun	ontdek/verb	raak_kwijt/verb	soort/noun	transfer/noun	door/adv	jong/noun	streek/noun	verliefd/adj	lach/verb	god/noun	chagrijnig/adj	zo/adv	sheriff/noun	campagne/noun	vernedering/noun	dijk/noun	vind/verb	treed_op/verb	tand_DIM/noun	meest/adj	Waal/noun	gemeen/adj	polder/noun	woed/verb	daarna/adv	tovenaar/noun	ontvlucht/verb	blaas_in/verb	keihard/adj	zaak/noun	in_borst/noun	meestal/adv	ding_DIM/noun	iemand/noun	favoriet/noun	groot/adj	ding/noun	genoeg/adv	bas_lijn/noun	inheems/adj	erg/adj	kenmerk/noun	voorwaardelijk/adv	het/noun	uiterst/adj	brug/noun	minstens/adv	fout/noun	producent/noun	schilderij/noun	aanmerkelijk/adj	grond/noun	grimas/noun	kan/verb	tegenstander/noun	hang/verb	overtreding/noun	louter/adv	wijze/noun	traumatisch/adj	glimlach/noun	man/noun	iets/noun	on_gefundeerd/adj	misdadiger/noun	stekelig/adj	oog_DIM/noun	ontroerend/adj	egoïstisch/adj	manier/noun	criticus/noun	truc/noun	vraag/noun	opmerking/noun	bad/noun	doe/verb	klank/noun	excuseer/verb	inzicht/noun	tot/adv	vrolijk/adj	zie/verb	rivale/noun	make-up/noun	net/noun	toch/adv	buitenlander/noun	broodje/noun	echt/adj	ben/verb	val_partij/noun	wars/adj	gespierd/adj	blessure/noun	dat/noun	ernstig/adj	rotzooi/noun	incident/noun	heel/adj	ontzettend/adj	soms/adv	des/adj	haai/noun	gruwelijk/adj	loer/noun	nogal/adv	spul/noun	web/noun	schurk/noun	ambtenaar/noun	misdrijf/noun	heb/verb	bluesy/noun	zogenaamd/adj	vader/noun	goedkoop/adj	geblesseerd/adj	drang_hek/noun	humor/noun	maak/verb	mens/noun	plant/noun	ondoorzichtig/adj	te/adv	wel_gemikt/adj	overdreven/adj	volk/noun	dreigement/noun	nicht_DIM/noun	ontsier/verb	guitig/adj	beklijf/adj	hoofdpersoon/noun	lief/noun	tackle/noun	winnaar/noun	voorts/adv	gewoon/adj	hypocrisie/noun	schuldig/adj	ander/adj	drugs_handelaar/noun	vele/adj	beveilig/verb	groen/adj	daad/noun	kwasi/adj	gevoel/noun	monarchie/noun	val/noun	muzikaal/adj	kop/noun	aantijging/noun	versperring/noun	bal/noun	bezet/verb	woonhuis/noun	racist/noun	steel/verb	metalen/adj	lek/noun	complot/noun	stel/noun	senior/noun	heel/adv	rauw/adj	hoek/noun	vlieg/adj	charmant/adj	stroper/noun	partner/noun	weet/verb	even/adj	eigenschap/noun	machine/noun	op_stoot_DIM/noun	recht/noun	zoek/adj	deler/noun	naar/adj	virus/noun	overval/noun	gedurfd/adj	worstel/verb	laag/adj	trap/noun	zielig/adj	tante/noun	zeker/adj	slachtoffer/noun	vaak/adj	portret/noun	fel/adj	spectaculair/adj	onderdruk/verb	jaloers/adj	speel/verb	wat/adv	veelvoud/noun	beetje/noun	ronduit/adv	beurt/noun	chef/noun	elf/noun	sprookje/noun	veel/adj	spartel/verb	papa/noun	kindervriend/noun	Colombiaans/adj	jood/noun	iets/adv	leger/noun	slinks/adj	drempel/noun	geschiedenis/noun	boos/adj	spel/noun	paal_DIM/noun	Nederlander/noun
amok/noun	0.0	0.8974676	0.8457893	0.84429324	0.74312407	0.7578096	0.8786217	0.8320613	0.7544977	0.80638766	0.9418209	0.90520847	0.91904825	0.8782578	0.925044	0.8959855	0.8188885	0.8836569	0.9254533	0.79488206	0.89172816	0.7467284	0.822668	0.9104684	0.8572888	0.850806	0.84124875	0.850903	0.8680327	0.8612899	0.8629976	0.9335524	0.90688765	0.8865842	0.885363	0.9000414	0.8327363	0.8430768	0.8650037	0.80782795	0.9244374	0.8209264	0.8979499	0.86822975	0.82915765	0.830347	0.88302684	0.8493046	0.8525304	0.93901545	0.77359724	0.86715615	0.8761495	0.83132756	0.8997364	0.8986976	0.93875045	0.91755444	0.8766845	0.77807593	0.85893655	0.97968495	0.9057627	0.87881196	0.86762327	0.9390915	0.91261184	0.86205256	0.8811591	0.7738542	0.91160965	0.7824767	0.97216266	0.8664615	0.7911111	0.89478636	0.8388114	0.8590007	0.853052	0.6973615	0.7892274	0.81253827	0.84409034	0.85641587	0.89009327	0.7858258	0.7456267	0.77030134	0.90951693	0.898625	0.77504754	0.9247428	0.8806888	0.8145504	0.7070095	0.9479936	0.9477663	0.9165123	0.87026906	0.96736336	0.85399055	0.8876432	0.8069306	0.8809707	0.7619375	0.9270567	0.80854166	0.87487435	0.8779882	0.93935853	0.8696948	0.880463	0.8763955	0.86878335	0.8888657	0.9093453	0.9294401	0.825878	0.8018069	0.9475826	0.83176655	0.8530479	0.80843556	0.91999865	0.821519	0.81933117	0.8030357	0.802385	0.89323527	0.82900274	0.82883835	0.8970651	0.8268304	0.9249751	0.8477135	0.87542427	0.8976963	0.8485061	0.8151133	0.9025238	0.8656863	0.90203506	0.93295234	0.8171581	0.95677316	0.91176486	0.86226106	0.93584764	0.86617076	0.87795424	0.8924803	0.822507	0.85702	0.9161455	0.8668087	0.8734395	0.8617867	0.8154071	0.8080112	0.84302354	0.8453562	0.7870188	0.8744271	0.79621416	0.8069074	0.8914566	0.8545827	0.8381232	0.9241756	0.7616614	0.9547007	0.8806928	0.92159617	0.88791573	0.91138434	0.88884515	0.8375434	0.871563	0.91413456	0.8780739	0.9323406	0.90052897	0.7695413	0.7855772	0.8745543	0.91314673	0.8984107	0.8443903	0.8665189	0.94231135	0.91779274	0.86843574	0.78013873	0.95661515	0.91972464	0.7768815	0.7914824	0.8391324	0.8001715	0.7854569	0.7976487	0.9172174	0.7917358	0.9494554	0.7874715	0.836661	0.9268658	0.84209585	0.8529904	0.9161122	0.95315975	0.8701912	0.9457312	0.90730375	0.89674616	0.8923212	0.78264284	0.9365865	0.85346603	0.952047	0.8065021	0.91284275	0.8199197	0.82256055	0.921376	0.90922886	0.81288993	0.8419509	0.8460463	0.8679627	0.79800326	0.8917846	0.8990511	0.84388155	0.8673241	0.8494458	0.907699	0.8542646	0.8549159	0.90834475	0.9248766	0.9279652	0.92244303	0.9321023	0.8462212	0.9121099	0.92516327	0.78485096	0.8240489	0.70272523	0.89650035	0.8614503	0.81052196	0.80720663	0.87512964	0.84676635	0.95004344	0.890734	0.84158516	0.85596764	0.8356901	0.9236606	0.79075557	0.8893357	0.8570092	0.7516427	0.96067977	0.9447555	0.849381	0.86030227	0.8586412	0.80636895	0.7569114	0.89283013	0.75937593	0.86292064	0.89575696	0.88832134	0.90133625	0.8880168	0.9113605	0.8458677	0.7597677	0.8862983	0.9715428	0.9066728	0.81366277	0.86830723	0.87748355	0.89074516	0.9192101	0.83991295	0.91379505	0.8250092	0.7592257	0.90414816	0.8170326	0.8983787	0.8920673	0.8721252	0.80437636	0.85581446	0.8614207	0.7870123	0.842906	0.90377223	0.78855336	0.83641905	0.94790196	0.8493474	0.878554	0.952597	0.83733815	0.84704286	0.8200506	0.75576633
ieder/adv	0.8974676	0.0	0.9186254	0.78124267	0.75971824	0.72730744	0.7912675	0.8950707	0.8329987	0.8180897	0.83078444	0.86329454	0.71163964	0.83533376	0.89322174	0.9122014	0.8920657	0.8946419	0.9039516	0.8872439	0.8976149	0.9167143	0.87985533	0.84769714	0.8449554	0.8715092	0.84470624	0.87130326	0.80525315	0.90349585	0.8606342	0.9104024	0.93419737	0.8910784	0.9037707	0.83067435	0.916223	0.89432347	0.8415985	0.9031255	0.7936982	0.6729125	0.8215767	0.8650469	0.8204318	0.8606424	0.8828887	0.8805788	0.90402246	0.9553448	0.9349791	0.8164737	0.84740937	0.856478	0.9048453	0.8098054	0.8483849	0.96179587	0.8523865	0.9330514	0.89732707	0.8910265	0.78428274	0.7955062	0.8375935	0.83493096	0.9124807	0.79238904	0.90321684	0.7449224	0.9381807	0.83301497	0.88419646	0.8513299	0.79624724	0.9364814	0.87968904	0.7513789	0.7129481	0.8743931	0.8294989	0.8713551	0.7161987	0.7394935	0.88134825	0.8576616	0.8523586	0.85956395	0.787048	0.9258184	0.8943093	0.8442599	0.89445174	0.8972342	0.927962	0.798424	0.74895155	0.73113936	0.79614204	0.92332715	0.8670475	0.7666047	0.874061	0.7517087	0.9065192	0.7622471	0.8933925	0.88085335	0.91912735	0.8056082	0.81475365	0.8826839	0.78084564	0.83095104	0.84252286	0.8162987	0.8949288	0.7201626	0.84733266	0.8761625	0.8122982	0.85790724	0.85860354	0.8738524	0.87239087	0.92816806	0.88860816	0.8332246	0.91963017	0.8699534	0.85903114	0.7437273	0.86717075	0.9308007	0.87721586	0.7448485	0.8651805	0.81759274	0.8432015	0.9355703	0.8598062	0.8591666	0.81632185	0.9420944	0.9276478	0.8830413	0.89376265	0.9188615	0.9337065	0.844937	0.9103236	0.8954512	0.90804315	0.8298719	0.8818399	0.8751497	0.9285087	0.79516244	0.8893854	0.8302455	0.8479178	0.87047404	0.82055235	0.81402415	0.8434929	0.85265636	0.8604783	0.9253755	0.9292929	0.9361874	0.8541114	0.86360997	0.82715595	0.89374095	0.7020768	0.9115612	0.8958749	0.8518374	0.87924236	0.7802415	0.85135	0.8739771	0.83827966	0.8772324	0.8150582	0.85091645	0.9443271	0.8092495	0.8622786	0.9380058	0.88500786	0.91221106	0.9058194	0.9569264	0.7976899	0.8561048	0.833921	0.85707474	0.8294508	0.8068816	0.8774988	0.80884856	0.89588904	0.8819063	0.8649254	0.8940829	0.9183441	0.775847	0.90280396	0.8675768	0.8302594	0.86244816	0.95231885	0.88100624	0.7895695	0.8512598	0.789586	0.8265348	0.8365546	0.9298213	0.9358223	0.8793818	0.8656553	0.93747485	0.7728893	0.9209484	0.8841987	0.80796057	0.83638716	0.72418493	0.9238783	0.82489663	0.893812	0.85200495	0.77209795	0.900054	0.6704047	0.88134	0.78220993	0.894787	0.8317678	0.922292	0.83378404	0.8722298	0.865697	0.92062277	0.71175456	0.9218689	0.9309307	0.9087428	0.87277925	0.75505954	0.8743272	0.8955626	0.93243325	0.9365613	0.96389884	0.89809304	0.7827513	0.7889429	0.8514365	0.8406829	0.8851485	0.91792834	0.7961045	0.74775195	0.77159226	0.9113483	0.91470546	0.7913517	0.9346724	0.9333368	0.7565247	0.64920276	0.8051645	0.7659733	0.8803683	0.8951186	0.78720963	0.8260392	0.8601428	0.8665732	0.8187746	0.77867174	0.8504493	0.8789357	0.83968276	0.8801436	0.9130331	0.8499912	0.81871176	0.7940954	0.88799095	0.88363004	0.8813462	0.8378446	0.88936883	0.7390071	0.85116494	0.90878147	0.869103	0.88698214	0.84765685	0.834687	0.8433173	0.9046303	0.84002876	0.89358747	0.8915056	0.6956861	0.81629014	0.8818271	0.837775	0.8440155	0.9316725	0.8372061
vijandig/adj	0.8457893	0.9186254	0.0	0.7502259	0.8154012	0.80302054	0.78908294	0.8233825	0.65584826	0.7975899	0.69603175	0.8398897	0.87914264	0.77546245	0.8840169	0.90298843	0.83208287	0.8691089	0.91294754	0.8791619	0.87712705	0.7749396	0.7075118	0.6013166	0.7878835	0.83345336	0.65253305	0.7478988	0.7023655	0.8742933	0.78959894	0.732787	0.86856335	0.6962884	0.85548747	0.68000656	0.6773181	0.8880063	0.7980144	0.9411808	0.8432413	0.92875594	0.740078	0.80210316	0.81633985	0.8776957	0.8979543	0.8957834	0.8652983	0.81020606	0.90270275	0.8774232	0.8248754	0.87531227	0.8298961	0.910048	0.72411555	0.79262197	0.7895967	0.8209551	0.65028185	0.93074286	0.88030386	0.80389035	0.764314	0.7228632	0.7944906	0.7505101	0.8175739	0.87695897	0.8889944	0.8946625	0.9198437	0.73289126	0.8637918	0.6294778	0.91523004	0.84612554	0.8862098	0.6870257	0.8304611	0.9009025	0.8311443	0.855488	0.84193456	0.8872356	0.6788058	0.9398643	0.7647246	0.8153252	0.8034861	0.8087673	0.78703624	0.726676	0.6929949	0.8655777	0.8031885	0.84236336	0.76655793	0.8807269	0.6824134	0.9090004	0.7894308	0.8709672	0.88512325	0.83029586	0.7130343	0.7108202	0.82258	0.77797604	0.6887371	0.8703707	0.77229285	0.8202225	0.88818294	0.66614354	0.73953617	0.66042805	0.84505594	0.8682637	0.88459677	0.94473064	0.76100624	0.86200756	0.7621547	0.8102188	0.8837965	0.7339877	0.89700365	0.80446815	0.9139148	0.85584474	0.84176046	0.7516495	0.8703162	0.76582235	0.7148023	0.80645245	0.9121524	0.7894412	0.5627512	0.8148502	0.8304841	0.86389863	0.8473673	0.8978949	0.8381658	0.9354501	0.8304667	0.7995359	0.7745282	0.8776619	0.84807414	0.8386799	0.70349866	0.6430219	0.872056	0.7712719	0.84316134	0.8501415	0.73031074	0.85574996	0.8394131	0.8193711	0.6918993	0.790815	0.624662	0.8563306	0.947892	0.77112716	0.8979795	0.8701173	0.81342584	0.8693831	0.8263175	0.6401713	0.8600824	0.89414155	0.7838564	0.890894	0.828835	0.7910855	0.56033367	0.88594747	0.88789284	0.64750373	0.86523396	0.94459474	0.80853015	0.9495676	0.83840597	0.8453145	0.8490422	0.7815175	0.8248459	0.84011817	0.577188	0.92453337	0.880922	0.65345	0.8551583	0.6568314	0.83266914	0.744899	0.84548247	0.78712714	0.8903785	0.8773047	0.8727535	0.8008598	0.814157	0.8643427	0.95606095	0.9012588	0.8132032	0.8016925	0.74957794	0.8698143	0.7690394	0.75251436	0.931789	0.7447773	0.65393466	0.8154186	0.9619475	0.8724507	0.8377106	0.80383	0.77082443	0.8801711	0.84680235	0.9527532	0.88659084	0.8578745	0.8665745	0.8081221	0.80587196	0.8964919	0.71291375	0.7413283	0.8657813	0.6758594	0.7816417	0.7564787	0.8021896	0.8880501	0.8418335	0.90500677	0.8435793	0.8426782	0.88651776	0.71764565	0.821265	0.8133646	0.9132	0.87610394	0.7900239	0.87598014	0.84585905	0.932343	0.7791252	0.8129752	0.79873824	0.9097187	0.7803437	0.8744794	0.73518264	0.934674	0.7988035	0.82313555	0.8378843	0.83994156	0.79616654	0.8880156	0.91498554	0.8180082	0.76518834	0.7202239	0.6724094	0.87553376	0.941552	0.8959322	0.6856808	0.9127236	0.9509859	0.83484364	0.61477625	0.8847589	0.76798975	0.6626284	0.730729	0.72634727	0.8650544	0.73379165	0.8044811	0.78572816	0.6497264	0.73899114	0.8411928	0.8954727	0.8358291	0.82732046	0.9270795	0.8613806	0.86709607	0.73242176	0.6693616	0.8358752	0.6764771	0.77330995	0.89074075	0.8607716	0.81302565	0.6682942	0.8434166	0.70302474
gericht/adj	0.84429324	0.78124267	0.7502259	0.0	0.75136435	0.6802753	0.82796705	0.8247805	0.7509867	0.80528283	0.7988318	0.84811604	0.8360367	0.8045691	0.9145637	0.8870319	0.8118281	0.8761726	0.81330454	0.81896985	0.8437958	0.624475	0.8187274	0.74230766	0.76203233	0.88546103	0.7824926	0.80075467	0.78992	0.8291067	0.79081076	0.82505715	0.722895	0.8236128	0.7611194	0.80585545	0.84620476	0.8827927	0.8250259	0.77501965	0.9059735	0.74147546	0.7874346	0.90317136	0.8342806	0.82278633	0.75880075	0.8439096	0.8885359	0.76589334	0.8660294	0.77841216	0.84914976	0.83463424	0.81139874	0.8302796	0.8305689	0.78547907	0.7949959	0.7939308	0.8074142	0.89266294	0.8155011	0.86744666	0.78494066	0.8429274	0.8614885	0.8097793	0.76531523	0.78826195	0.9000632	0.7935592	0.90060616	0.84558946	0.71824044	0.7332155	0.8603784	0.8393204	0.79364526	0.78338027	0.82028913	0.8628539	0.69192666	0.7717466	0.88403183	0.8972266	0.8214649	0.83488643	0.7719448	0.8588553	0.78569156	0.82452637	0.70325494	0.8252067	0.82644004	0.88521945	0.7061503	0.8969516	0.7494838	0.78837097	0.82775295	0.8032623	0.841522	0.8451128	0.8050548	0.7892206	0.8043702	0.8512366	0.8737849	0.73001754	0.86283803	0.9021114	0.762338	0.7540299	0.827528	0.78561914	0.86148155	0.65051234	0.9125031	0.9262667	0.8829619	0.8809135	0.8053056	0.8612295	0.70462537	0.8125155	0.89247	0.77393013	0.8690564	0.8405689	0.89585686	0.6742248	0.8348726	0.83271646	0.8311662	0.7725607	0.80106604	0.7659094	0.81341845	0.8207598	0.8401067	0.86888933	0.9096131	0.835711	0.9246209	0.863379	0.8033907	0.829478	0.8283261	0.81192863	0.76056576	0.9238313	0.73213273	0.78525573	0.841225	0.85092837	0.8490886	0.8635521	0.85226405	0.77703226	0.76974404	0.855651	0.88002807	0.86614823	0.8200953	0.8718815	0.79558206	0.88484293	0.8577409	0.8209114	0.9306703	0.8827264	0.8569281	0.87051475	0.7642632	0.70953727	0.87665445	0.7662952	0.74782026	0.76432973	0.8221367	0.82766134	0.7825577	0.8807509	0.8487141	0.73393476	0.841695	0.8390951	0.83599937	0.89471525	0.7907723	0.7272788	0.83932686	0.7526322	0.82675207	0.8311965	0.7775019	0.8416645	0.89275986	0.7351725	0.80723524	0.80434453	0.81550294	0.85179025	0.845932	0.86598223	0.80106676	0.8101292	0.8781452	0.73216605	0.88531363	0.782753	0.8351315	0.9475648	0.79796326	0.79683733	0.8219669	0.84898853	0.78950274	0.7992629	0.7775028	0.8215167	0.77789974	0.78538215	0.89034516	0.8001604	0.84397995	0.8071347	0.81519496	0.84164655	0.7574776	0.95422304	0.8657165	0.81720895	0.80685085	0.7592591	0.8082662	0.85181177	0.7770383	0.84060365	0.938614	0.7908018	0.8269762	0.8301797	0.7390319	0.8806031	0.796436	0.93575513	0.7675085	0.9171589	0.78879905	0.83206	0.89326864	0.79395145	0.92889863	0.92379284	0.822124	0.69440985	0.84890765	0.7778301	0.7746271	0.81951547	0.7950964	0.79759705	0.8382913	0.795234	0.9105098	0.9235977	0.86421484	0.85824084	0.84596896	0.77786344	0.74722695	0.79810333	0.82701415	0.7262872	0.8267054	0.8480776	0.7767824	0.8355612	0.72830486	0.8566797	0.79342973	0.83448774	0.8934813	0.69986165	0.7184876	0.93248814	0.720237	0.7566793	0.81953126	0.75625354	0.8161478	0.7919962	0.78682315	0.8767919	0.7943548	0.88351774	0.86663204	0.89334315	0.8528767	0.7146363	0.871794	0.87250924	0.8486147	0.8672014	0.72048074	0.8105287	0.80714726	0.8596085	0.7427669	0.857862	0.86205935	0.7813623	0.8852699	0.76848245
notabene/adv	0.74312407	0.75971824	0.8154012	0.75136435	0.0	0.80920565	0.93407553	0.78067815	0.8481461	0.87533253	0.91438305	0.8176037	0.93021053	0.865905	0.8716215	0.8602123	0.7741013	0.91128886	0.9658787	0.791516	0.90047383	0.8615179	0.84660345	0.7916049	0.8412475	0.88872796	0.8023846	0.8579897	0.9053423	0.9067143	0.8586361	0.8349972	0.79214513	0.8352004	0.82452357	0.85200644	0.89548993	0.8190825	0.8445887	0.89045024	0.807742	0.6228345	0.8449987	0.91920006	0.8690273	0.873182	0.83697826	0.863226	0.8313081	0.8649912	0.8812745	0.79878265	0.91407424	0.8213672	0.8876668	0.9434158	0.71016777	0.93124855	0.9266464	0.85643965	0.91870445	0.92430484	0.9441435	0.86508226	0.92184407	0.9264779	0.8998186	0.84894973	0.7891693	0.80743164	0.92191434	0.8465343	0.74877685	0.86479145	0.82354605	0.83376336	0.8781066	0.88283324	0.9145107	0.6486069	0.8698633	0.8168187	0.7862669	0.8081067	0.877371	0.7856213	0.83399296	0.92228746	0.7952485	0.91550964	0.84937406	0.9038631	0.8805805	0.8763895	0.8376215	0.8566829	0.88757795	0.8263116	0.84336275	0.7702556	0.86739516	0.87483907	0.87812984	0.81546545	0.88119173	0.8930394	0.88850754	0.9009529	0.8958501	0.8666466	0.8710183	0.7214801	0.8254189	0.8251525	0.90443593	0.8988401	0.8330804	0.74056053	0.85886014	0.88659525	0.808542	0.84318984	0.8541368	0.91905695	0.87719077	0.8422983	0.8320862	0.8821877	0.92006797	0.8181951	0.9080011	0.64372015	0.89234614	0.9084742	0.80543506	0.88831365	0.88908505	0.8838141	0.8680573	0.91318953	0.8302783	0.8361937	0.9105089	0.9366778	0.9642408	0.85390604	0.8488716	0.87955034	0.8788795	0.89913106	0.8147415	0.95759875	0.8847451	0.84830344	0.90836596	0.8645065	0.9094967	0.8671809	0.89723504	0.8068322	0.82260364	0.90415514	0.8137693	0.92252797	0.8310748	0.9550003	0.80534023	0.8251223	0.97002655	0.9039202	0.9407306	0.8397325	0.918165	0.9022563	0.9445472	0.83088785	0.92011863	0.9008587	0.6980835	0.7404169	0.84672993	0.8711186	0.87028086	0.93296134	0.82589877	0.8256938	0.89862096	0.9408806	0.8283417	0.90961415	0.92864287	0.86133176	0.86248666	0.9375747	0.9486709	0.8060367	0.8443971	0.81961346	0.8900144	0.834291	0.7632221	0.8923799	0.8554972	0.942614	0.86223173	0.875078	0.88563913	0.8603766	0.821852	0.8736893	0.83242345	0.97287774	0.9692032	0.89850175	0.9005811	0.94117296	0.91222775	0.842817	0.9043221	0.9370972	0.8852845	0.8701294	0.8869055	0.8303008	0.8329779	0.89557314	0.87312293	0.8622147	0.86100423	0.87589693	0.7869668	0.795114	0.90211666	0.91665363	0.8818364	0.8738288	0.92086643	0.8598136	0.8864989	0.90122306	0.9084857	0.8468128	0.8912647	0.9481004	0.86047786	0.91163003	0.8384403	0.90306395	0.84005946	0.8457312	0.9244957	0.9447968	0.87310416	0.8155482	0.8748822	0.917806	0.83908767	0.8130884	0.87076104	0.96331847	0.88451886	0.92241824	0.83220905	0.9306389	0.8949535	0.83829427	0.8525875	0.9685971	0.9322345	0.91912746	0.8907376	0.90473545	0.81713045	0.79478884	0.70676625	0.9266036	0.8474874	0.89419013	0.87293345	0.90366226	0.7998602	0.8481412	0.8296507	0.86485994	0.9124602	0.88224643	0.888612	0.959228	0.8122293	0.91207266	0.9170749	0.810134	0.8961172	0.88322216	0.7871514	0.8755108	0.8571487	0.9032533	0.9253957	0.9341222	0.9104321	0.91100216	0.8701983	0.8522642	0.8957844	0.8352648	0.79392946	0.9108521	0.8908203	0.8162576	0.74752456	0.9502896	0.86193407	0.87991834	0.88455117	0.9421044
spreek_aan/verb	0.7578096	0.72730744	0.80302054	0.6802753	0.80920565	0.0	0.7431423	0.8624842	0.6628558	0.73473066	0.72565573	0.87689495	0.84554905	0.7048764	0.87203586	0.9204501	0.8277496	0.7496015	0.836625	0.86938107	0.8123008	0.7488358	0.8566466	0.73689044	0.8045161	0.7663812	0.78859687	0.7643248	0.8343482	0.6907989	0.7748096	0.84144574	0.8178789	0.7283891	0.9118272	0.6505593	0.9340359	0.84078956	0.7569684	0.78984857	0.8139084	0.79478264	0.75722027	0.82410955	0.7077887	0.721143	0.93113196	0.89774674	0.76286006	0.7764088	0.8861592	0.702566	0.7894312	0.80748755	0.86650574	0.84215415	0.9160175	0.7352199	0.67250216	0.89122736	0.81585556	0.84887874	0.6042606	0.83990866	0.6970569	0.74106324	0.9013257	0.6984006	0.8151333	0.7114872	0.82058865	0.82524323	0.93095493	0.8286487	0.7578118	0.8282777	0.8177401	0.70295936	0.6460103	0.6883724	0.8621154	0.9355751	0.71233034	0.7910409	0.7597223	0.91756094	0.7761788	0.8345959	0.79607993	0.9161188	0.8341741	0.8604848	0.7310842	0.66978574	0.65924627	0.80791605	0.72602415	0.803162	0.75128794	0.9082506	0.713482	0.6806592	0.719661	0.7197061	0.63511425	0.7622022	0.705409	0.71198565	0.88295543	0.7838742	0.8688242	0.9053867	0.71092975	0.8047714	0.87267375	0.7498255	0.8663716	0.6425631	0.888614	0.88025767	0.8188883	0.8128747	0.7468391	0.8821109	0.7904292	0.89305496	0.81842417	0.6920955	0.8356981	0.7155366	0.89101136	0.75257945	0.7319457	0.80822325	0.8777664	0.81288224	0.7482381	0.75097084	0.8993567	0.75530124	0.81830764	0.915486	0.8265547	0.8005191	0.9582005	0.82403076	0.88864505	0.9261983	0.87182295	0.7396367	0.8069877	0.8390579	0.90712094	0.77582574	0.800534	0.78892213	0.69991064	0.72376084	0.70953655	0.8275592	0.7563982	0.7488419	0.75994796	0.77584755	0.7146282	0.7894258	0.79567206	0.7933271	0.8347408	0.7766579	0.775355	0.77244693	0.89105266	0.74203366	0.75782454	0.8327267	0.6994779	0.6983384	0.89123684	0.7814355	0.8700408	0.7179729	0.80983055	0.889792	0.7073791	0.6898716	0.92638326	0.8118067	0.78968513	0.9101986	0.7826	0.814503	0.72434735	0.923053	0.72925544	0.6816912	0.64174604	0.8498868	0.7951418	0.75081766	0.78341556	0.73599696	0.8485531	0.9133431	0.78702337	0.7957718	0.89077044	0.7336656	0.8628676	0.8060148	0.78538406	0.7962159	0.95657074	0.9248073	0.6862298	0.7559715	0.71747315	0.8385729	0.740649	0.8362812	0.96098936	0.798754	0.81476814	0.907223	0.8187282	0.84834605	0.7731617	0.8062317	0.7247853	0.77291846	0.89941955	0.8875757	0.86939913	0.6923382	0.80638766	0.86341697	0.7496439	0.90478957	0.7242569	0.8929443	0.9223125	0.8215367	0.7851301	0.71516806	0.8244333	0.92800224	0.71304464	0.8654599	0.90021396	0.93549466	0.8922001	0.8140126	0.90046245	0.79919934	0.9003733	0.93382967	0.926143	0.8778275	0.743104	0.7227688	0.6685139	0.8402473	0.8942738	0.8859488	0.6431968	0.77177715	0.9090362	0.7231989	0.75412786	0.76323974	0.8277565	0.90128356	0.771535	0.7253177	0.83733946	0.7726677	0.87823635	0.8485102	0.71075463	0.7917062	0.83295184	0.93472546	0.6789035	0.7643269	0.77387345	0.8302083	0.65030515	0.8144338	0.85779786	0.80458236	0.7303065	0.68922746	0.845243	0.79576653	0.8759418	0.79435986	0.8147576	0.77796036	0.79226375	0.93428826	0.74921787	0.6226168	0.8626722	0.733585	0.80392534	0.8920306	0.77700394	0.75867426	0.9056614	0.7261797	0.7823849	0.8239765	0.68695766	0.7571665	0.9552066	0.77720237
