	dissertatie/noun	slecht/adj	aantal/noun	rendabiliteit/noun	beslissing/noun	aldus/prep	hoofd_zetel/noun	kondig_aan/verb	Henkel/name	lever/verb	voor/comp	keer/adv	basis/prep	luid/verb	kosten/noun	maar/adv	zekerheid/noun	privatiseer/verb	kruispunt/noun	onderscheid/noun	namelijk/adv	op/adv	organisatie/noun	gedetailleerd/adj	systeem/noun	binnen/prep	samenleving/noun	trek_aan/verb	al/adv	bescherming/noun	bank_sector/noun	sociaal/adj	Landamp;H/name	huishouding/noun	verbeter/verb	diep/noun	bijvoorbeeld/adv	die/det	baan/noun	te/comp	netwerk/noun	maak_bekend/verb	druk/noun	reorganiseer/verb	Limburgs/adj	intercommunale/adj	moeilijk/adj	onderwijs/noun	Europees/adj	Shell/name	choreografie/noun	dollar/noun	efficiënt/adj	tijd/noun	voorrang/noun	en/vg	uitgebreid/adj	kader/prep	België/name	meestal/adv	vermogen/noun	eindelijk/adj	GIA/name	KBC/name	Camera/name	minstens/adv	succesvol/adj	voldoende/det	vorm_om/verb	voldoende/adj	voeg_samen/verb	weer/adv	voorstel/noun	NMBS/name	manier/noun	natuur/noun	groei/verb	ingreep/noun	als/comp	fabriek/noun	7,5/num	Top/name	jaar/noun	dus/adv	fors/adj	log/adj	IMF/name	eveneens/adv	opnieuw/adv	conflict/noun	veelbelovend/adj	voorbeeld/noun	het/comp	heb/verb	zeventig/num	noodlijdend/adj	goedkoop/adj	Izegem/name	want/comp	geldelijk/adj	links/noun	groep/noun	maak_uit/verb	genoeg/adj	initiatief/noun	dat/pron	jeugd_voetbal/noun	ander/adj	ten/adv	lening/noun	wil/verb	kop/noun	meen/verb	multinational/noun	Franse/name	optisch/adj	ervaring/noun	vorig/adj	we/pron	moderniseer/verb	Bayer/name	overheid/noun	voorbij/adj	sommige/det	Italiaan/noun	top/noun	dringend/adj	gemengd/adj	zijn/det	fantastisch/adj	administratie/noun	het/prep	sector/noun	vaak/adj	verdwijn/verb	Amerikaans/adj	ABX/name	eerst/adv	eventueel/adj	waarvan/pp	band/noun	concern/noun	geloof/verb	onderneming/noun	zichzelf/pron	voer_door/verb	sluit/verb	bedrijf/noun	Koninkrijk/name	stoot_af/verb	eraan/pp	saneer/verb	zoals/comp	vernieuw/verb	Groep/name	dit/det	Jacobs/name	touw_DIM/noun	daarom/pp	geregeld/adj	toezicht/noun	loods_binnen/verb	voetbal_bond/noun	bepaald/adj	aanvraag/noun	mogelijkheid/noun	Eastman/name	moeilijkheid/noun	verlieslatend/adj	door/part	Herent/name	familie_bedrijf/noun	om/comp	rationaliseer/verb	spoor_weg/noun	Adriaan/name	nieuw/adj	winst/noun	Bie/name	Belgische/name	luchtvaart_maatschappij/noun	ons/det	probeer/verb	voorziening/noun	er/noun	sneltrein_vaart/noun	gewapend/adj	Post/name	personeel/noun	top_club/noun	beperk/verb	nu/adv	China/name	extreem/adj	kost/noun	ga_door/verb	sponsor/noun	honderd/num	luchtvaart_bedrijf/noun	slechts/adv	smelt_samen/verb	vlucht/noun	schooljaar/noun	AG/name	het/noun	stel_aan/verb	bezig/adj	ze/pron	hetgeen/pron	aan/comp	toen/adv	opleiding/noun	regeling/noun	begin/adv	Thijs/name	intern/adj	duur/verb	Vinck/name	neem_over/verb	1/noun	bio_technologie_bedrijf/noun	intussen/adv	duur_voort/adj	merk/noun	schrap/verb	Nederlands/adj	scheepsbouw/noun	directie/noun	aan/part	twaalf/num	poging/noun	specialist/noun	120/num	waarbij/pp	flink/adj	lokaal/adj	noorden/noun	gebruik/verb	onder/adv	volledig/adj	regio/noun	gebied/noun	dienst/noun	vestiging/noun	accoord/noun	blijf/verb	lek/noun	koop_op/verb	bestuurder/noun	weg/adv	hun/det	zodat/comp	container_park/noun	wat/prep	marketing/noun	fiscus/noun	laag_loon_land/noun	dagenlang/adj	mes/noun	J./name	divisie/noun	Airways/name	waarop/pp	help/verb	honderden/noun	tot/prep	Al-Qaeda/name	consolidatie/noun	Nederlander/noun	staat_bedrijf/noun	Italiaans/adj	prikkel/noun	er/adv	bedrijf_terrein/noun	eens/adv	aan/adj	momenteel/adj	hoe/adj	onderga/verb	ver/adj	vast/part	eerder/noun	in/adv	structureel/adj	Meerhout/name	Usinor/name	activiteit/noun	Wereldbank/name	doordat/comp	dochter/noun	geef/verb	december/noun	Argentijns/adj	dele/adv	werknemer/noun	geval/noun	tot/vg	Palm/name	andere/adv	RTBF/name	balans/noun	besluit/verb	software_bedrijf/noun	landbouw_sector/noun	Japans/adj	drastisch/adj	gevaarlijk/adj	vervolgens/adv	Fabricom/name	maak_gebruik/verb	Irak/name	zal/verb	Frans/adj	zo/adv	Group/name	om/part	totaal/adv	stel_uit/verb	Ford/name	Europa/name	Wellink/name	brandweer/noun	Dagblad/name	snel/adj	secretariaat/noun	betreft/prep	afdeling/noun	schuldeiser/noun	overname/noun	maar/vg	versneld/adj	grotendeels/adv	sinds/prep	slaag/verb	Nissan/name	enig/det	hervorm/verb	zwak/adj	kwaliteit/noun	winstgevend/adj	voorwaarde/noun	132/num	eindig/adj	noodzaak/noun	wijze/noun	investering/noun	verplicht/verb	besta/adj	faillissement/noun	bovendien/adv	wijs/verb	negatief/adj	bedraag/verb	marge/noun	filiaal/noun	omdat/comp	door/comp	positief/adj	tegelijkertijd/adj	het/det	waardoor/pp	1998/noun	inspanning/noun	buitenlands/adj	drie/num	zich/pron	keus/noun	bespaar/verb	financieel/adj	Vanenburg/name	nodig/adj	aandeel_beurs/noun	Bax/name	maak/verb	na/part	marketing_afdeling/noun	verkoop/verb	Stefaan/name	productie/noun	Vlaamse/name	Duits/adj	vermoedelijk/adj	totaal/noun	kosten/prep	prof_voetbal/noun	Tsetsjeens/adj	rendabel/adj	hand_DIM/noun	voetbal/noun	de/det	Herck/name	bestuur/noun	huidig/adj	regionaal/adj	topman/noun	zorg/noun	bedrijfsleven/noun	plan/noun	last/prep	oud/adj	1999/noun	Kodak/name	tijd/adj	management/noun	ken/verb	uiteindelijk/adj	Verenigd/name	Boeing/name	import_verbod/noun	scheld_kwijt/verb	medium_groep/noun	voortgang/noun	werkgever_organisatie/noun	doorgaans/adv	investeer/verb	Roemeens/adj	kapitaal/noun	betref/verb	Valère/name	dicht/verb	tijdlang/noun	raad/noun	EU/name	presteer/verb	word/verb	bank/noun	hoogte/noun	toenmalig/adj	overheid_schuld/noun	afgelopen/adj	juli/noun	dwing/verb	termijn/noun	ontsla/verb	arrestatie/noun	alles/noun	kom_terecht/verb	Carestel/name	administratief/adj	bekend/part	Bekaert/name	economie/noun	Belgisch/adj	breng_onder/verb	staal_industrie/noun	zet_voort/verb	beteken/verb	leiding/noun	Spoorwegen/name	danwel/vg	internationaal/adj	Fortis/name	ga/verb	onderdeel/noun	failliet/adj	dien/verb	Hof/name	ingekort/adj	miljard/noun	reserveer/verb	volop/adv	terug/adj	verlies/noun	morgen/noun	nationaal/adj	staart/noun	mede/adv	anders/adj	Karel/name	zwaarst/adj	tak/noun	eeuwig/adj	ga_in/verb	nooit/adv	voornemen/noun	moet/verb	samen/adj	Ghosn/name	Chrysler/name	betaal_af/verb	boek/verb	aandeel/noun	vandaag/adv	maatregel/noun	tennis_bond/noun	Agfa-Gevaert/name	verlieslatende/adj	Vlaams/adj	gerechtelijk/adj	van/comp	heel/adj	Philips/name	daarop/pp	keten/noun	sanering/noun	jeugd_beleid/noun	openbaar/adj	tover_om/verb	wens/noun	Staten/name	verstoring/noun	vermindering/noun	terwijl/comp	kost/verb	daardoor/pp	gewoon/adj	haar/det	beweging/noun	Franstalig/adj	principe/noun	zonder/prep	crisis_manager/noun	resultaat/noun	markt/noun	charter_maatschappij/noun	eufemisme/noun	fuseer/verb	koers/noun	Unilever/name	omvangrijk/adj	slank_af/verb	grondig/adj	sommig/adj	verleden/noun	volgens/prep	club/noun	zwaar/adj	voorzitter/noun	zonder/comp	gemeente/noun	omroep/noun	breid_uit/verb	schuld/noun	fond_beheerder/noun	traject/noun	Alcatel/name	leger/noun	record_tijd/noun	wij/pron	voer_op/verb	industrieel/adj	kijk_uit/verb	of/vg
dissertatie/noun	0.0	0.89849377	0.9214929	0.9076963	0.89765126	0.9599277	0.9216021	0.88834345	0.91345465	0.9588938	0.8189167	0.9642269	0.8375692	0.9612162	0.95092034	0.8870448	0.9187492	0.9180387	0.9054527	0.89011425	0.8787433	0.95280606	0.85956097	0.7626859	0.8764108	0.9391069	0.8863028	0.97376716	0.8930882	0.93225193	0.89334226	0.8805394	0.92426133	0.9062553	0.9262632	0.86535	0.93514544	0.85836446	0.9244081	0.873685	0.8389554	0.9299817	0.9467953	0.89305973	0.9698695	0.9517609	0.9113126	0.9254452	0.88313174	0.9444099	0.86402524	0.9448147	0.9067307	0.8634437	0.95393	0.89397955	0.7849293	0.73197055	0.9451216	0.85493684	0.88870955	0.79136735	0.95024556	0.96527433	0.9734868	0.8928733	0.8550111	0.9413907	0.80277824	0.9348276	0.8928738	0.8811829	0.871263	0.8968352	0.8119963	0.8889107	0.9317587	0.8745011	0.92314374	0.9261492	0.94918	0.96946514	0.88546234	0.89709044	0.93267536	0.84754676	0.9482734	0.8924237	0.9252764	0.9318319	0.94441986	0.8645478	0.89700323	0.88107467	0.90357816	0.93208367	0.9364956	0.96712023	0.922632	0.8602426	0.93317443	0.85919166	0.92434263	0.9361751	0.8348603	0.86672604	0.93856657	0.934218	0.9533789	0.90948004	0.86468065	0.93964344	0.9192136	0.8931053	0.9348914	0.8580228	0.8074429	0.9617634	0.81818116	0.8678043	0.9355142	0.8792314	0.90828407	0.89154863	0.9527411	0.95015204	0.921843	0.902175	0.7382741	0.9271392	0.8538844	0.78247947	0.92349714	0.9597278	0.88068104	0.9401079	0.93259084	0.8628317	0.9180984	0.840143	0.91520655	0.89192283	0.9616315	0.89437795	0.8302071	0.84435576	0.9412128	0.8945419	0.9593274	0.9384583	0.96449006	0.86595094	0.9364973	0.861645	0.9636489	0.9071165	0.9676626	0.937467	0.86785233	0.92109203	0.9216861	0.9389939	0.91465235	0.9534318	0.8684707	0.92555106	0.9596837	0.9503782	0.8971413	0.83506113	0.92709774	0.93286455	0.91235924	0.91384405	0.87608856	0.9433854	0.93329155	0.93871087	0.93294793	0.97615117	0.92556286	0.91695344	0.9155434	0.87560034	0.8691317	0.84653807	0.9409898	0.9183296	0.9522139	0.89047086	0.91496974	0.86491513	0.9465226	0.9231466	0.93352956	0.8858607	0.9520156	0.9160688	0.9136417	0.8434939	0.941203	0.9365396	0.9275642	0.953741	0.91485554	0.9473864	0.8510897	0.76082325	0.92738986	0.9141371	0.90187705	0.8189102	0.8813174	0.9315031	0.9734971	0.91938454	0.85333526	0.92038053	0.91573346	0.92136383	0.941139	0.8477316	0.9255623	0.8944031	0.9374587	0.9289558	0.9216886	0.954642	0.9381773	0.88437045	0.9084992	0.8541326	0.92632335	0.83885455	0.9550529	0.91848445	0.98037726	0.9129729	0.8781032	0.8946903	0.950706	0.8396321	0.9295162	0.92442656	0.9092745	0.93285704	0.91397214	0.92593634	0.9601108	0.8206293	0.8951814	0.8440188	0.9018222	0.96386945	0.94178456	0.9170395	0.90356797	0.8345862	0.9273892	0.89002293	0.9481688	0.8946191	0.7689998	0.9724756	0.915276	0.82307696	0.94670784	0.8678247	0.9093015	0.8833285	0.9435113	0.93584245	0.8585329	0.89463836	0.84056437	0.9058433	0.8842158	0.8866853	0.8462076	0.9267162	0.91063815	0.92450994	0.94470024	0.88833994	0.9413597	0.90677786	0.88626784	0.9154203	0.9298357	0.9028547	0.892425	0.90633357	0.96818334	0.9120673	0.9504681	0.93424547	0.80342263	0.9636419	0.87949485	0.93697643	0.95117366	0.85293937	0.905669	0.897755	0.8952167	0.92806286	0.9626831	0.83746254	0.9339521	0.9262998	0.9422985	0.8730295	0.9450677	0.85576236	0.9099679	0.7309101	0.9263169	0.96138465	0.95023364	0.9375773	0.93064916	0.94657683	0.9362233	0.8829778	0.9233375	0.9656759	0.93907	0.94417673	0.92473245	0.87987775	0.8881582	0.87582123	0.9035277	0.8916445	0.92858046	0.91293097	0.8703933	0.89406407	0.9013309	0.9076189	0.93963486	0.9565723	0.8470632	0.8795116	0.8111234	0.91365737	0.94309294	0.8406368	0.9441681	0.8770463	0.9109651	0.92654014	0.93050176	0.932737	0.8860426	0.9041026	0.9142549	0.8981309	0.92056715	0.9132327	0.93247914	0.94002926	0.9054497	0.9156771	0.8378937	0.83670354	0.94072926	0.95499074	0.9406646	0.923494	0.89142734	0.8166935	0.94244045	0.94527	0.8948454	0.91293466	0.93475103	0.985677	0.9135692	0.91902745	0.91295725	0.9505144	0.93979096	0.9672249	0.93333095	0.9499393	0.9138175	0.93051547	0.91110075	0.91137266	0.98106605	0.9492371	0.8929001	0.8909857	0.95459473	0.95135045	0.8916494	0.8303031	0.9222935	0.8575342	0.8970883	0.9602028	0.9091508	0.9305129	0.7728168	0.8704238	0.97194207	0.9582646	0.88537943	0.942141	0.8766458	0.9377774	0.90231884	0.82357574	0.9381817	0.9398724	0.9048733	0.9008783	0.9053126	0.9403794	0.92252535	0.96001947	0.89386564	0.9425342	0.8298934	0.9054497	0.8784356	0.8945343	0.9028267	0.9028908	0.90179616	0.9218216	0.8919214	0.91718775	0.871292	0.8934661	0.9573056	0.9021447	0.9077082	0.91319734	0.95210755	0.89828855	0.9607348	0.9487795	0.87845534	0.93527865	0.9546969	0.88895595	0.9273019	0.9637086	0.8775104	0.96886414	0.91488546	0.90960157	0.94514185	0.8952297	0.9467749	0.89608175	0.9304547	0.95223767	0.93845	0.925914	0.93181276	0.8976631	0.9273677	0.8917329	0.88536394	0.93084264	0.9848349	0.89089954	0.89820796	0.8991389	0.87846845	0.87378335	0.87278044	0.89375037	0.9136251	0.8789636	0.92383325	0.92822087	0.9340095	0.9253419	0.9085978	0.8826128	0.90953493	0.90510947	0.91166043	0.90007234	0.88984066	0.81877816	0.91245794	0.9343707	0.88452256	0.8758736	0.86610234	0.83063257	0.8889048	0.9232491	0.872674	0.97445863	0.8776357	0.9470886	0.86278427	0.94688606	0.9484749	0.84489655	0.75466883	0.87816715	0.9637014	0.89818096	0.8842617	0.8977495	0.87281793	0.91265416	0.8849462	0.9394829	0.92192686	0.9303421	0.93687445	0.74921316	0.8894174	0.8079346	0.91710246	0.8626454	0.93971086	0.9117141	0.96400034	0.9528993	0.9034559	0.91186017	0.89062893	0.89664555	0.936185	0.88778687	0.884112	0.91516256	0.8585853	0.915683	0.8238367	0.9277663	0.89184606	0.9523817	0.93615884
slecht/adj	0.89849377	0.0	0.8189195	0.8183671	0.83966994	0.93365604	0.8483667	0.77723926	0.8840338	0.66322756	0.8813945	0.86405015	0.6984414	0.82430774	0.773024	0.81667113	0.78902626	0.72200596	0.9512832	0.87447083	0.8234724	0.89478767	0.8174113	0.85389173	0.8096213	0.7629205	0.81845605	0.7374501	0.7963351	0.81167406	0.7605593	0.7547418	0.7679912	0.8153134	0.69659346	0.9157015	0.6294426	0.7679368	0.77164257	0.8533795	0.82675093	0.7233405	0.7093557	0.72128314	0.8427307	0.93108284	0.6802657	0.75789046	0.70788753	0.8002034	0.89291924	0.7403133	0.72516483	0.85542876	0.82579756	0.7038788	0.83094805	0.921617	0.7599572	0.71900165	0.758452	0.8075341	0.9612134	0.68190044	0.9262562	0.8749582	0.77065945	0.69728523	0.86332524	0.729819	0.83876646	0.8140339	0.8865125	0.83685076	0.90260625	0.85646284	0.7537911	0.853117	0.77125895	0.8161832	0.8312531	0.9527131	0.82235396	0.82916975	0.6756146	0.8310041	0.8143188	0.83656317	0.8138437	0.835233	0.76746255	0.7779832	0.8966897	0.69362044	0.90854484	0.67808706	0.6528611	0.9697394	0.72828996	0.85312444	0.8733576	0.78395593	0.8200908	0.775352	0.878575	0.7620752	0.88432604	0.74713445	0.87318754	0.73786294	0.7966284	0.8889418	0.8359364	0.7616167	0.9129626	0.8343219	0.724519	0.7918197	0.7663146	0.80710024	0.80793947	0.7436749	0.75543207	0.75351745	0.91365904	0.7239092	0.79549325	0.82784307	0.819675	0.6516825	0.79638577	0.8331149	0.6419777	0.7191651	0.81786346	0.6663169	0.77791774	0.8386141	0.8123098	0.7808118	0.8380047	0.7110833	0.88580567	0.7071063	0.8285242	0.7461652	0.69714856	0.68095386	0.8905451	0.7136078	0.812214	0.71598846	0.6522029	0.84548473	0.8401325	0.77443266	0.9514737	0.8588035	0.7781005	0.79679024	0.73475164	0.8930422	0.8977077	0.75757784	0.86899954	0.83705926	0.8110025	0.66954297	0.7866497	0.88874453	0.90881747	0.8726845	0.82787955	0.8711122	0.807357	0.9345616	0.79839915	0.7112013	0.98378724	0.8104099	0.85267377	0.7185533	0.8228209	0.73796886	0.840462	0.84956604	0.9555284	0.8192284	0.7155067	0.8543215	0.7586118	0.79106593	0.86407727	0.7513608	0.72283983	0.82024586	0.7894393	0.916862	0.8710651	0.85533214	0.8849471	0.83150256	0.9180548	0.8184996	0.84313977	0.8896507	0.8132882	0.77276945	0.7789721	0.89016664	0.8145802	0.7672255	0.83591264	0.85721314	0.9742479	0.7165411	0.8717262	0.8982868	0.71794033	0.8865809	0.9013527	0.76647276	0.8535106	0.81307703	0.7068726	0.7573533	0.76744604	0.76412666	0.84130824	0.8994583	0.86848056	0.81435156	0.8784672	0.7911617	0.7194272	0.77468747	0.92067415	0.7047106	0.76306266	0.7767452	0.84367394	0.8533295	0.7840861	0.81632006	0.81055063	0.69678867	0.88293546	0.80634826	0.7398306	0.88597053	0.7273073	0.80957294	0.9389479	0.6639483	0.72402525	0.84879315	0.8432197	0.899788	0.890185	0.9544204	0.67553186	0.85818017	0.89238125	0.792889	0.86384803	0.91793996	0.9235397	0.79325837	0.8527875	0.76311433	0.81731236	0.76942325	0.8333691	0.8832451	0.86088616	0.8880099	0.7693087	0.81714475	0.8620505	0.8199019	0.87528044	0.8930456	0.84278995	0.6777865	0.96492845	0.86210257	0.7545245	0.81118166	0.66503656	0.78260976	0.80208385	0.9116786	0.825219	0.84781414	0.7009138	0.77030885	0.8295871	0.9377914	0.83291423	0.9066782	0.76785064	0.8334067	0.8157065	0.8867099	0.69220656	0.8317431	0.8262852	0.86633235	0.9430934	0.7656584	0.9227031	0.76778316	0.7992132	0.8037705	0.8499145	0.89264673	0.839295	0.81083095	0.7669483	0.6940534	0.8555988	0.9094567	0.9179211	0.76067	0.8819748	0.6823262	0.72706765	0.81431115	0.6734719	0.75525796	0.7608073	0.73152804	0.8326988	0.78746164	0.86068505	0.7656464	0.7779378	0.5059486	0.68218714	0.7420051	0.79289675	0.86940235	0.8744882	0.81106603	0.87135816	0.6560453	0.83614886	0.8256007	0.7555715	0.6645106	0.8180623	0.5609173	0.8064514	0.7486216	0.8091352	0.6589657	0.8227006	0.67719436	0.776	0.7438546	0.70729005	0.79006785	0.77844954	0.6817823	0.90058434	0.8895174	0.80116105	0.7813685	0.64053047	0.84603286	0.7625346	0.77868485	0.9411111	0.85355383	0.7851959	0.77873415	0.6710841	0.97052467	0.7715827	0.9420095	0.7189518	0.8732361	0.8159468	0.8335223	0.8647572	0.9389991	0.7623737	0.92626464	0.8405986	0.7304848	0.9852649	0.7858228	0.7500863	0.8175031	0.7353126	0.7199594	0.7340646	0.8119772	0.8659735	0.8339665	0.828545	0.74198127	0.873582	0.6196178	0.7330348	0.80078757	0.9207688	0.77652127	0.907005	0.80510736	0.8763094	0.8835893	0.8468944	0.65093213	0.68867147	0.82021683	0.72960764	0.62153053	0.95037186	0.804965	0.9087312	0.81769806	0.85209507	0.5969513	0.84454226	0.73649067	0.8401282	0.8462749	0.8676449	0.70001507	0.9271604	0.765157	0.7170872	0.78687567	0.9597778	0.8647981	0.7781227	0.8022553	0.80888146	0.767292	0.8703712	0.7373017	0.7457949	0.80588067	0.8472724	0.8691363	0.73850095	0.7573862	0.80583084	0.8320453	0.7322675	0.6943389	0.7618197	0.75243616	0.6801555	0.7694427	0.95205295	0.9034857	0.75368655	0.90337586	0.7983521	0.91481876	0.63928926	0.9154033	0.8335252	0.94221723	0.6469097	0.7892184	0.94714713	0.82543325	0.79721093	0.9415577	0.8998321	0.8250661	0.9091928	0.7885887	0.8496227	0.87950593	0.8078098	0.7967592	0.68553925	0.6377208	0.84600717	0.8236335	0.93906903	0.7665198	0.7632135	0.8475209	0.8384332	0.88565975	0.72923875	0.757273	0.8228908	0.86779505	0.6882143	0.8242497	0.81897	0.89429003	0.86319166	0.7745941	0.85172975	0.8224572	0.7438798	0.8761668	0.6602934	0.77709264	0.85647476	0.8799675	0.88421834	0.86428344	0.75561076	0.8698002	0.70195377	0.7012694	0.86219394	0.82574904	0.7379745	0.67548996	0.79791546	0.75190353	0.7835621	0.79400086	0.7794801	0.768192	0.785438	0.8273587	0.72447795	0.9094681	0.80955684	0.84626997	0.9080328	0.8240684	0.78635734	0.8262031	0.83031785	0.8170074	0.9125247	0.9319264	0.75518125	0.9107241	0.80180156	0.82887805	0.7756954
aantal/noun	0.9214929	0.8189195	0.0	0.71594584	0.7694573	0.93100244	0.7794982	0.67994106	0.71567947	0.78428674	0.8945557	0.9169632	0.837149	0.90510225	0.61977047	0.887941	0.76136976	0.75659317	0.89584726	0.77670246	0.77826124	0.9255235	0.75051165	0.8542172	0.73202133	0.7255744	0.91020274	0.7881303	0.7823179	0.74282	0.71572816	0.7028561	0.8013438	0.85574317	0.66621923	0.8854556	0.6930641	0.7190455	0.6805549	0.7238401	0.6894922	0.77367157	0.72912204	0.6081692	0.80775857	0.80016863	0.85274386	0.7040698	0.73047256	0.6979122	0.77656746	0.82887095	0.7270852	0.8564317	0.73146117	0.7648889	0.8274805	0.80165184	0.73851717	0.7613529	0.65275604	0.89731455	0.8379592	0.820066	0.86185133	0.77462035	0.7253381	0.83032835	0.7378553	0.8078536	0.6939342	0.84083843	0.74006265	0.7605609	0.86753976	0.8741108	0.6645632	0.6383673	0.8692093	0.6952839	0.7750869	0.8793157	0.76388127	0.8409566	0.59372556	0.84007496	0.74108666	0.7137831	0.7394701	0.81096697	0.80601156	0.8178453	0.7564759	0.8223305	0.7790539	0.68673855	0.73083043	0.9123174	0.8941013	0.77344286	0.9252111	0.7573106	0.83793205	0.89582163	0.7688653	0.7862488	0.8725318	0.66531575	0.8693029	0.68164575	0.69443244	0.9198123	0.86642104	0.71408135	0.83822507	0.7836596	0.8353929	0.7263864	0.8227363	0.7388785	0.77063346	0.691838	0.80330735	0.5735663	0.90374994	0.84400475	0.7625421	0.8985553	0.7798194	0.9297101	0.7452414	0.7893332	0.6507235	0.7903758	0.7488296	0.7734825	0.7385847	0.81937915	0.6300075	0.76361763	0.85766506	0.6161488	0.9770815	0.6415877	0.85625124	0.6183155	0.6681758	0.60487914	0.78812087	0.6461456	0.92105186	0.63002414	0.7096816	0.7304225	0.7916913	0.74069977	0.9811279	0.86417615	0.7513113	0.78967047	0.72983587	0.891235	0.84465206	0.6134849	0.67287385	0.7192435	0.8191947	0.7571211	0.734385	0.8216621	0.82456315	0.7036449	0.74132	0.76457095	0.7744507	0.9421561	0.67948925	0.71343833	0.9437129	0.87712735	0.68502605	0.74742293	0.8159746	0.66057	0.920828	0.7412243	0.8893791	0.7771777	0.6273199	0.87117106	0.6486112	0.813337	0.7786941	0.8056693	0.51244706	0.8431623	0.8493557	0.6922302	0.74271876	0.7296697	0.76275665	0.6940081	0.7263922	0.8413157	0.94540733	0.82379466	0.84404635	0.87802035	0.74457943	0.7543582	0.86378163	0.7063949	0.62313366	0.7695862	0.93188167	0.7373384	0.8780144	0.836483	0.745595	0.8040381	0.769575	0.78437406	0.8375868	0.7116019	0.6255971	0.7901181	0.6723328	0.7067822	0.8017514	0.7293247	0.8276558	0.8245175	0.7067166	0.66244876	0.6951736	0.74837565	0.8772687	0.82246065	0.6836097	0.74304616	0.74851286	0.7397851	0.72990453	0.61945844	0.7008712	0.85266185	0.8244884	0.6809696	0.8766231	0.86683214	0.6302922	0.7023077	0.76020265	0.6817536	0.74959296	0.7449473	0.7542701	0.8437187	0.7715516	0.96215755	0.75745964	0.7134576	0.91327	0.7893267	0.6879514	0.6950228	0.87326694	0.71271384	0.87397707	0.7223655	0.8366962	0.72883224	0.75548744	0.68521523	0.9020952	0.8810876	0.71101093	0.93004465	0.7553347	0.6760733	0.851475	0.79411316	0.8055991	0.6363052	0.8721851	0.80979943	0.6098826	0.7672282	0.6722127	0.808794	0.9017267	0.81596154	0.833755	0.8504051	0.6438643	0.8341539	0.80519855	0.8452451	0.74268734	0.89788383	0.8373602	0.78132176	0.75505316	0.72287416	0.7663255	0.5498086	0.8381584	0.8510494	0.77546775	0.7795812	0.80231905	0.6325436	0.796637	0.8604386	0.7301237	0.8449602	0.68721026	0.8006726	0.7316563	0.68303233	0.84237933	0.88044286	0.85363704	0.7587583	0.80444986	0.6681876	0.74018025	0.7589584	0.67418504	0.8532566	0.639923	0.6883228	0.7695508	0.8635675	0.801596	0.84159994	0.7351326	0.87652475	0.7621677	0.61859417	0.72141623	0.7737314	0.78874826	0.7222345	0.84042156	0.6191391	0.65724355	0.62823087	0.6506743	0.678455	0.86696243	0.78191555	0.807939	0.72173643	0.7293605	0.7387155	0.66969943	0.85050714	0.6791663	0.7315291	0.6070106	0.76249516	0.7842914	0.6524851	0.69565946	0.7606111	0.80843556	0.62945795	0.67050534	0.80515313	0.7499787	0.7534511	0.8890811	0.91396767	0.8853339	0.82723314	0.74605006	0.9688639	0.58564174	0.8728614	0.776088	0.8393552	0.6157092	0.780359	0.7751206	0.90554404	0.66647166	0.8962384	0.88642657	0.71491927	0.95568717	0.8168135	0.7415652	0.74301994	0.8136391	0.7897049	0.6936545	0.69238883	0.7379347	0.8527252	0.76064	0.76598096	0.84934527	0.69420993	0.8773681	0.8141892	0.79774284	0.78812575	0.85576105	0.76530635	0.7434382	0.729936	0.81188637	0.76497334	0.65107924	0.8676303	0.7124371	0.6934806	0.90946615	0.9188932	0.80225146	0.907442	0.73105043	0.7969114	0.6508948	0.6993091	0.63129634	0.8781121	0.7472566	0.6771038	0.845074	0.6736681	0.6313959	0.7603937	0.85342205	0.8698675	0.86099875	0.81264555	0.5884919	0.7350374	0.76222503	0.72940457	0.77061117	0.743536	0.7459066	0.7279968	0.6174556	0.86602056	0.7887944	0.71614814	0.75535077	0.7288676	0.75544304	0.71342933	0.7182101	0.72006977	0.91362596	0.7357797	0.7839242	0.7791417	0.82912314	0.90316105	0.6575604	0.926784	0.8569208	0.9052429	0.7370379	0.9041655	0.9547376	0.83106947	0.7560963	0.93397593	0.83524936	0.9296722	0.7837814	0.66553605	0.8370217	0.8196723	0.7153257	0.7830108	0.7452619	0.70190346	0.8549202	0.6376829	0.8304976	0.7689755	0.6674679	0.8466073	0.713367	0.8895602	0.81767905	0.67728853	0.8160187	0.68187076	0.6206919	0.7231252	0.796082	0.8800823	0.825687	0.81619745	0.79690003	0.5978507	0.7841377	0.7956674	0.6485783	0.8943212	0.8057781	0.8458209	0.8673192	0.788474	0.80941457	0.83042127	0.7637682	0.7564185	0.7616316	0.82537377	0.6886046	0.7304259	0.6799903	0.7083273	0.6396054	0.7703874	0.84705937	0.8742521	0.8012425	0.82352316	0.8104364	0.9359662	0.81993353	0.7242391	0.82124674	0.64195347	0.7121446	0.84721625	0.73075014	0.6903471	0.80283517	0.83453405	0.8458282	0.7269904	0.71609235	0.9097474	0.72723645
