	middaguur/noun	boter/noun	vet/noun	kastanje/noun	hoe/adj	nog/adv	pasta/noun	min/adj	verschrikkelijk/adj	stoom/adj	behoorlijk/adj	drift/noun	dossier/noun	adem/noun	traan/noun	passage/noun	voorwerp/noun	brij/noun	verlangen/noun	album/noun	wind/noun	smelt/adj	lucht/noun	water/noun	drukkend/adj	die/det	nieuw_feit/noun	grill/noun	koffie/noun	middag/noun	zo/adv	glas/noun	as/noun	slotminuut/noun	zomer_dag/noun	kwestie/noun	vakantie/noun	genoeg/adv	erg/adj	gas/noun	zon/noun	klimaat/noun	mineraalwater/noun	chocolademelk/noun	grond/noun	kus/noun	stoom/noun	hang_ijzer/noun	ze/pron	kool/noun	gloeiend/adj	niet/adv	spotje/noun	latin/noun	verslag/noun	bad/noun	vlam/adj	thee/noun	hap/noun	het/det	zo/adj	gesteente/noun	atmosfeer/noun	mix/noun	ontzettend/adj	strijkijzer/noun	olijfolie/noun	trend/noun	stand_DIM/noun	zomer/noun	peper/noun	omstandigheid/noun	bord/noun	te/adv	soep/noun	kachel/noun	plaat/noun	herfst/noun	brandend/adj	auto/noun	vlek/noun	pan/noun	motor/noun	weer/noun	kop/noun	melk/noun	fusie_ploeg/noun	olie/noun	abnormaal/adj	dag/noun	bron/noun	koekepan/noun	woensdag_middag/noun	vuur/noun	kom/noun	matig/adj	marathon/noun	strand/noun	sector/noun	mes/noun	zomermaand/noun	wat/adv	rem/noun	beetje/noun	patat/noun	oven/noun	buis/noun	warm/adj	brok/noun	onderwerp/noun	aardappel/noun
album/noun	0.9179164	0.9219769	0.88655585	0.91123915	0.88224053	0.8814906	0.8781082	0.84763885	0.90482724	0.82048947	0.8301114	0.8819465	0.8704945	0.8745679	0.8727894	0.70978296	0.78327847	0.9074938	0.8435653	0.0	0.91670805	0.9189578	0.8997363	0.9234897	0.9253257	0.81187993	0.88438725	0.9359626	0.8889821	0.89833874	0.8253032	0.86639416	0.87417555	0.9402136	0.9138177	0.93177354	0.8981932	0.83956325	0.8372455	0.9175126	0.88506067	0.90707266	0.9037304	0.9243091	0.91740423	0.8389257	0.895348	0.9320422	0.83927155	0.89433646	0.891441	0.91304207	0.8386164	0.78672004	0.7843647	0.8628234	0.88267976	0.87734836	0.8812822	0.85815185	0.86702335	0.8697591	0.8584806	0.6778009	0.8359516	0.9175353	0.9027539	0.8558497	0.86414087	0.8269573	0.9196245	0.90930533	0.89161384	0.89714205	0.8787372	0.88590217	0.35190248	0.80118173	0.8945739	0.9163912	0.8858772	0.8957217	0.8727769	0.9000961	0.89405066	0.8729147	0.90795815	0.9063943	0.9120471	0.8844918	0.8850871	0.94813895	0.91463196	0.9535829	0.90968347	0.8507102	0.85649526	0.91154635	0.9232344	0.93512297	0.8624726	0.8359401	0.87712693	0.8689249	0.91632104	0.90617025	0.8557197	0.8493852	0.8068904	0.8258833	0.877425
wind/noun	0.83036613	0.84175766	0.8423042	0.8612986	0.90538657	0.88760096	0.8421079	0.8502926	0.80768853	0.85720396	0.7803844	0.84907085	0.95201784	0.8005125	0.84775317	0.8672004	0.8905483	0.84037954	0.8481082	0.91670805	0.0	0.70522654	0.5534967	0.6402176	0.7540456	0.8467525	0.9439025	0.90194297	0.85652936	0.6547779	0.8457931	0.77466786	0.76207167	0.929898	0.7770402	0.94150114	0.88984615	0.8611275	0.8317789	0.7745357	0.47894	0.7242886	0.8808235	0.8791344	0.8101755	0.8628312	0.7447296	0.94525343	0.8482567	0.81465966	0.7562402	0.91145056	0.9031383	0.89994234	0.9556761	0.8228949	0.87532765	0.84975016	0.8471627	0.8091731	0.84562427	0.82315224	0.6785643	0.8821841	0.8298846	0.91816634	0.8456497	0.8710307	0.87700707	0.7834369	0.86505216	0.82105625	0.86292034	0.8098263	0.8240485	0.8137584	0.86341584	0.7592925	0.7564283	0.861199	0.79069716	0.78978163	0.7659824	0.5090755	0.78159046	0.8765137	0.8880332	0.776554	0.83747643	0.8208971	0.9175691	0.8557374	0.8679215	0.7597215	0.82958704	0.60310054	0.92495084	0.684493	0.85842514	0.866108	0.78429264	0.73940635	0.79888046	0.81743217	0.85138476	0.8163004	0.7740412	0.64311874	0.8095542	0.9345409	0.84105754
smelt/adj	0.9050999	0.76558626	0.79380506	0.8349595	0.89917856	0.9108646	0.80121684	0.90936536	0.85724926	0.88313794	0.86832064	0.87172127	0.9544297	0.85636497	0.87111825	0.862374	0.8571416	0.7947713	0.8406842	0.9189578	0.70522654	0.0	0.731233	0.70386493	0.8383221	0.8700135	0.93503785	0.8708895	0.8429927	0.83463895	0.88779664	0.76691777	0.84291506	0.94206214	0.8271036	0.9281011	0.92711043	0.9269172	0.8924464	0.84189326	0.71936953	0.8524206	0.89259076	0.85617316	0.86553687	0.8220688	0.8338248	0.9352214	0.892965	0.77648246	0.76675856	0.9477235	0.92181385	0.90160793	0.95636433	0.860146	0.89367574	0.8176726	0.84855676	0.86824405	0.8876053	0.8051487	0.7621573	0.86702734	0.9058968	0.91369224	0.7866651	0.9111137	0.9067963	0.84823716	0.79554963	0.89754575	0.8691356	0.8776914	0.79956704	0.84290135	0.85882914	0.8490299	0.77831346	0.8958668	0.8005573	0.819276	0.86449385	0.77488637	0.86966056	0.799874	0.940357	0.7739366	0.8647212	0.89051384	0.9254955	0.85137856	0.9191389	0.827159	0.81567925	0.80669993	0.96133405	0.8008512	0.9297019	0.8890828	0.8824437	0.8367864	0.88237166	0.86938673	0.8311827	0.79897565	0.8051249	0.733511	0.79840934	0.9138839	0.77540743
lucht/noun	0.82175267	0.7664034	0.72658	0.81022	0.89340144	0.90176046	0.76171446	0.87385356	0.84403676	0.86505634	0.81838083	0.84953475	0.927444	0.75394654	0.79524195	0.8536306	0.8127524	0.78478736	0.8480891	0.8997363	0.5534967	0.731233	0.0	0.49446768	0.790999	0.8265816	0.9283554	0.8438734	0.7875092	0.7329741	0.85951847	0.66868305	0.71793175	0.910911	0.7829243	0.92289275	0.91451234	0.87584627	0.87152976	0.6144979	0.56578666	0.7629325	0.82493365	0.8321784	0.6817185	0.7979966	0.7248435	0.9335816	0.8042416	0.71867293	0.6651181	0.90901685	0.8659724	0.91808	0.93812597	0.7358606	0.83657193	0.7790283	0.7912676	0.8307776	0.8684682	0.7549202	0.5991689	0.8726461	0.8697905	0.9130232	0.7666116	0.8988737	0.85351956	0.8053207	0.8119961	0.87540036	0.77705956	0.83111656	0.7500584	0.751701	0.8528273	0.7896125	0.6627898	0.79480207	0.7027048	0.72869813	0.7539507	0.6491995	0.7731531	0.76024854	0.90513474	0.6970482	0.8163488	0.80639684	0.8736118	0.8127693	0.8664992	0.72112894	0.73803306	0.7753471	0.9325073	0.68444335	0.89849055	0.8044293	0.80390203	0.79758674	0.8319802	0.8347752	0.7725504	0.7193382	0.672993	0.62846196	0.78154325	0.9297682	0.7493172
water/noun	0.8160336	0.5669515	0.55198747	0.72678053	0.8855202	0.8823649	0.6140733	0.86055416	0.86408275	0.8507517	0.8249961	0.8368396	0.9171285	0.8092611	0.77371514	0.8887562	0.7803229	0.6672139	0.85397303	0.9234897	0.6402176	0.70386493	0.49446768	0.0	0.8359742	0.8395964	0.9417921	0.7656275	0.6280103	0.75099653	0.8543825	0.5182507	0.70581996	0.9201217	0.7867694	0.92616785	0.90675235	0.87112296	0.88553065	0.5726284	0.60717714	0.8094295	0.69663215	0.74497014	0.6084243	0.8016988	0.678469	0.9204033	0.77626497	0.5677161	0.6033054	0.89568055	0.86301404	0.93298197	0.956364	0.5666425	0.8796868	0.6071825	0.71694756	0.80145556	0.86781526	0.71637404	0.6646948	0.8528596	0.8702229	0.8627844	0.5356725	0.91033787	0.8342575	0.81044567	0.59991723	0.8796983	0.69290113	0.80937886	0.59470993	0.69631517	0.8175531	0.8054816	0.6285778	0.78302693	0.6968913	0.54248595	0.7603816	0.72053546	0.7743312	0.5286313	0.9226546	0.45100337	0.8219838	0.8112204	0.8467566	0.6766006	0.84699	0.6459527	0.58816415	0.7873454	0.9279956	0.6071951	0.8814606	0.7886297	0.78371656	0.8094237	0.8337468	0.8180229	0.73339576	0.61848766	0.60924196	0.57798165	0.72224194	0.9370502	0.56838995
drukkend/adj	0.83446467	0.90356416	0.8815724	0.8960085	0.8947736	0.89723593	0.89261746	0.8405986	0.8399409	0.9006476	0.83752966	0.8630478	0.9424157	0.84926	0.8659171	0.88685	0.91190934	0.8849154	0.8514867	0.9253257	0.7540456	0.8383221	0.790999	0.8359742	0.0	0.8260831	0.91440874	0.9259911	0.87877536	0.8005374	0.871049	0.8737329	0.88496006	0.91921127	0.8037142	0.9223963	0.9010262	0.8980161	0.87038314	0.8468775	0.7066202	0.7858036	0.9272593	0.89047277	0.91411334	0.89492667	0.8448566	0.9088029	0.87095237	0.8862404	0.8140164	0.9050087	0.9159545	0.94429284	0.93615305	0.8563539	0.9022579	0.8781189	0.8672229	0.8471599	0.8634867	0.8916062	0.74626005	0.9060123	0.8674869	0.9033261	0.90654534	0.8744458	0.8737318	0.8404372	0.9085462	0.86975616	0.9056085	0.8313211	0.87712884	0.8743254	0.8910589	0.85660684	0.8318251	0.9447961	0.84815013	0.89008087	0.8916265	0.76284146	0.9203435	0.88961416	0.9065264	0.8566539	0.83386046	0.86933005	0.9279937	0.893659	0.8974043	0.87562656	0.88956875	0.7899036	0.92782176	0.8386215	0.8952898	0.9063841	0.8474617	0.8187697	0.8673478	0.8626424	0.8914297	0.87637675	0.886575	0.7591711	0.86918473	0.91086537	0.8728367
die/det	0.8628143	0.88105816	0.7912608	0.8635765	0.7054911	0.77415335	0.83175766	0.7789109	0.7154051	0.86547035	0.7244262	0.76417536	0.77918136	0.8373957	0.8281159	0.7456461	0.7567087	0.8111196	0.6610985	0.81187993	0.8467525	0.8700135	0.8265816	0.8395964	0.8260831	0.0	0.85613453	0.8969352	0.8609109	0.85522825	0.7058457	0.8378476	0.84496915	0.8549591	0.8609046	0.770371	0.86243063	0.79851323	0.79390866	0.8111337	0.82340765	0.7717124	0.88280517	0.8930441	0.8199939	0.81111455	0.8080783	0.8503419	0.6427799	0.81942225	0.8245388	0.6641546	0.7994311	0.89939606	0.84001076	0.82900697	0.8289448	0.8440512	0.82483953	0.8673604	0.7888386	0.80588937	0.7542378	0.78042483	0.7215497	0.87057734	0.8844993	0.773857	0.83101904	0.8542046	0.8996224	0.78248525	0.82407	0.76375616	0.83570904	0.84066105	0.80821246	0.8114213	0.8050864	0.8698473	0.77483296	0.88104093	0.8377599	0.823193	0.8446022	0.83812857	0.8592782	0.84811187	0.73883146	0.8552691	0.7988415	0.9301812	0.8539367	0.89097023	0.83289766	0.8301405	0.8701205	0.8523127	0.80179083	0.8767792	0.81333315	0.7506182	0.7821319	0.7451861	0.84099627	0.82864237	0.79609203	0.83049273	0.76444554	0.76799273	0.83561677
nieuw_feit/noun	0.92968583	0.94719654	0.93216693	0.922445	0.89556384	0.90781194	0.94029266	0.86302626	0.9192115	0.9340819	0.9141252	0.9035374	0.85689676	0.9199631	0.92893016	0.8239032	0.88237566	0.89537686	0.90982383	0.88438725	0.9439025	0.93503785	0.9283554	0.9417921	0.91440874	0.85613453	0.0	0.95471233	0.9591058	0.9228209	0.87866473	0.93513966	0.9370809	0.95186955	0.93609524	0.84861565	0.94089943	0.8929553	0.915368	0.92498225	0.9374208	0.90037316	0.92684877	0.94750774	0.93640804	0.9033367	0.92563766	0.85792434	0.8820152	0.9184895	0.9352019	0.8741793	0.8806278	0.9445472	0.8220655	0.9372393	0.9067074	0.93584913	0.94018924	0.8899732	0.9394451	0.9088025	0.89658695	0.88580304	0.9152425	0.93204314	0.94396687	0.8466946	0.88826925	0.9217815	0.96162206	0.89720124	0.93957484	0.9198489	0.9354217	0.947064	0.8935751	0.9229809	0.9173718	0.9566947	0.9199597	0.94434506	0.9418277	0.9291185	0.9247384	0.9388967	0.9345812	0.9255693	0.9353304	0.90725136	0.85898757	0.9491291	0.9378065	0.9551542	0.9514753	0.94583935	0.93678695	0.9404659	0.8954043	0.95970935	0.92456865	0.9203308	0.92880434	0.9353	0.94250643	0.9444921	0.91761065	0.9471169	0.92191225	0.75033855	0.9472632
grill/noun	0.911742	0.60222995	0.7126153	0.7755828	0.9125402	0.91391814	0.60789824	0.89223063	0.93258536	0.8582566	0.9057871	0.9633542	0.9178001	0.8759921	0.91895646	0.9339624	0.88356614	0.7966613	0.92981005	0.9359626	0.90194297	0.8708895	0.8438734	0.7656275	0.9259911	0.8969352	0.95471233	0.0	0.72103024	0.87123334	0.89617324	0.7496247	0.8502622	0.95890236	0.88117474	0.9235617	0.938732	0.9293472	0.92070436	0.8466753	0.8279411	0.93369746	0.8293939	0.7874633	0.8945684	0.8887216	0.8334349	0.911512	0.8574527	0.67868686	0.763353	0.92922	0.8883575	0.9186716	0.9636757	0.84340405	0.92250323	0.7009334	0.7741108	0.9223736	0.9169486	0.8960356	0.86945456	0.86274	0.92038596	0.84537524	0.6050313	0.94145024	0.8775803	0.9208682	0.62199223	0.9437297	0.69964725	0.890917	0.62540853	0.78321964	0.868194	0.8936499	0.8359077	0.9127931	0.8573509	0.6115147	0.8829435	0.9094308	0.8577623	0.7045765	0.9218316	0.75315857	0.92681855	0.91377586	0.9471834	0.6854758	0.92082894	0.756816	0.7374997	0.85946	0.955986	0.8632394	0.9471135	0.83599454	0.8936463	0.88573784	0.91185665	0.8698325	0.70047164	0.58203137	0.8662857	0.74363685	0.83236235	0.9345493	0.6348858
koffie/noun	0.850386	0.5344543	0.63533723	0.75450695	0.9156036	0.8631036	0.4877361	0.8499848	0.87776244	0.8121308	0.8277229	0.9264876	0.940424	0.8561322	0.82266283	0.9293156	0.84805506	0.80333596	0.8994165	0.8889821	0.85652936	0.8429927	0.7875092	0.6280103	0.87877536	0.8609109	0.9591058	0.72103024	0.0	0.7329963	0.8518906	0.4949261	0.8344232	0.9229508	0.8320897	0.925883	0.8560058	0.8756475	0.8666026	0.8030639	0.7847208	0.87709767	0.6304467	0.46354544	0.83702946	0.77176887	0.8134017	0.93633723	0.74961257	0.6389221	0.770198	0.9006353	0.8646667	0.899189	0.9362364	0.7115385	0.8945375	0.25677174	0.6001298	0.88890696	0.9032545	0.87920666	0.85674286	0.82229054	0.836506	0.87914836	0.50779486	0.9063659	0.77033496	0.8643958	0.5716176	0.9361881	0.63381237	0.824509	0.39129698	0.7645576	0.8488935	0.8573588	0.7967434	0.8598242	0.81540376	0.6198786	0.85045034	0.828284	0.742683	0.45250303	0.9001342	0.6632163	0.88525885	0.7910192	0.93303984	0.75956255	0.8363103	0.7931062	0.629987	0.82139665	0.9348701	0.8074211	0.92563653	0.80665314	0.83066916	0.783753	0.88739395	0.8044468	0.56255525	0.65585464	0.789164	0.5394211	0.7836058	0.91853493	0.52464545
middag/noun	0.5601209	0.83171856	0.8634524	0.86826515	0.89041823	0.829112	0.7955604	0.8589914	0.8404545	0.87118787	0.82225096	0.9117994	0.91019994	0.8475696	0.84527963	0.8681945	0.88914585	0.86716396	0.88595426	0.89833874	0.6547779	0.83463895	0.7329741	0.75099653	0.8005374	0.85522825	0.9228209	0.87123334	0.7329963	0.0	0.84848	0.7885293	0.8348548	0.91029453	0.738994	0.9315329	0.7445746	0.8842586	0.8530074	0.8277821	0.6303439	0.82289755	0.8656632	0.8006795	0.8791001	0.86179596	0.8123653	0.92703205	0.76288927	0.83282596	0.81060266	0.9072387	0.87522817	0.924785	0.8738854	0.76851344	0.8719121	0.7384144	0.7646383	0.80336905	0.86319345	0.89803874	0.74649817	0.8791947	0.83716047	0.92492247	0.84577245	0.8793488	0.8418541	0.66515136	0.8700212	0.8639436	0.82215035	0.83960676	0.75961643	0.7949792	0.8733612	0.7433702	0.755409	0.80806017	0.85328215	0.8113799	0.8424678	0.6399168	0.83056295	0.826868	0.89807975	0.8321448	0.8695904	0.52936876	0.9141274	0.87972796	0.63181233	0.7999061	0.8046419	0.7335683	0.8859847	0.68393457	0.89076126	0.88535565	0.72945714	0.75566506	0.8549359	0.8397571	0.7953428	0.7786448	0.7959811	0.6705028	0.82357794	0.8961412	0.81281334
zo/adv	0.8912661	0.88113487	0.8251026	0.8880657	0.46042025	0.7625136	0.8188783	0.5336569	0.6398662	0.89266104	0.6430048	0.8340074	0.85285753	0.81371343	0.825518	0.7122759	0.81214553	0.82546407	0.74970853	0.8253032	0.8457931	0.88779664	0.85951847	0.8543825	0.871049	0.7058457	0.87866473	0.89617324	0.8518906	0.84848	0.0	0.8357056	0.883877	0.8768441	0.81141436	0.83037907	0.84690666	0.49374473	0.4295612	0.8851769	0.8320074	0.76032233	0.89384943	0.8873087	0.8800338	0.79918134	0.85296345	0.9051476	0.6066388	0.8474618	0.8735433	0.6507474	0.8151949	0.87228274	0.82817113	0.82765114	0.87854123	0.84637135	0.8062551	0.83733696	0.40209943	0.86411285	0.7665628	0.746949	0.52103996	0.90840614	0.8643937	0.8104799	0.8394214	0.86202705	0.8775931	0.7536944	0.85996914	0.5215517	0.82390773	0.85924697	0.76997435	0.85030717	0.8725951	0.90714824	0.8017114	0.8787603	0.8488644	0.7691772	0.82191026	0.8482698	0.86667347	0.90043277	0.805667	0.8656654	0.83365625	0.8926579	0.89188325	0.901829	0.8474511	0.82866305	0.9089721	0.84971094	0.86226535	0.90964144	0.8559275	0.52224755	0.8387973	0.61089796	0.83692443	0.8878788	0.8315403	0.8041846	0.80137044	0.745282	0.8374438
glas/noun	0.84127235	0.60421515	0.65614593	0.74037707	0.90061593	0.89874	0.570452	0.8731218	0.8802979	0.82795846	0.82858247	0.88665664	0.93399096	0.84061086	0.7674946	0.8650039	0.67566895	0.7506281	0.86390513	0.86639416	0.77466786	0.76691777	0.66868305	0.5182507	0.8737329	0.8378476	0.93513966	0.7496247	0.4949261	0.7885293	0.8357056	0.0	0.761551	0.93383074	0.82390904	0.93688005	0.9169359	0.86658907	0.87520075	0.77610445	0.6900773	0.8810165	0.66780996	0.67417717	0.7080678	0.73701906	0.7774744	0.9365971	0.76231796	0.6406172	0.6513619	0.9229666	0.82128215	0.9068	0.94436604	0.6373128	0.84391093	0.4890557	0.665702	0.8246652	0.8576023	0.76600665	0.7774511	0.81518996	0.85550314	0.8388377	0.57032305	0.909454	0.7880208	0.86704564	0.62307817	0.9269534	0.5692885	0.82184803	0.5509988	0.71600294	0.72681427	0.83510125	0.67188823	0.7897948	0.6550372	0.5904582	0.8166017	0.8263048	0.7232102	0.58212876	0.92175174	0.6706326	0.8710532	0.83375263	0.93250066	0.73946035	0.8596802	0.7595241	0.60544205	0.848897	0.92387265	0.7323158	0.9313644	0.7202554	0.8426042	0.7826636	0.83642375	0.81535065	0.669548	0.6771145	0.6010459	0.5811281	0.6885078	0.91675776	0.57934743
as/noun	0.8616961	0.8190637	0.7859695	0.8411577	0.9103382	0.8886734	0.8245261	0.8812978	0.86722326	0.8421401	0.85294026	0.8704958	0.9068964	0.84084153	0.85724247	0.87271845	0.8030027	0.82422286	0.8697665	0.87417555	0.76207167	0.84291506	0.71793175	0.70581996	0.88496006	0.84496915	0.9370809	0.8502622	0.8344232	0.8348548	0.883877	0.761551	0.0	0.9282212	0.8711249	0.9160201	0.9087929	0.89692235	0.8798364	0.7238282	0.74913913	0.87002045	0.92234397	0.9161519	0.7242873	0.8334736	0.7733635	0.9123641	0.83566606	0.73089254	0.7212011	0.92181903	0.8872774	0.9178435	0.9187933	0.79497075	0.88297516	0.813104	0.84725285	0.8281127	0.88274163	0.8026409	0.79235303	0.8552135	0.87230426	0.8770942	0.8338404	0.9250458	0.88346195	0.88684994	0.8259205	0.9132595	0.8044622	0.8790335	0.82739866	0.75290316	0.82529724	0.84473926	0.6567001	0.81026936	0.77444434	0.7693832	0.76700866	0.8419688	0.8460128	0.8273622	0.88467	0.7617295	0.8798898	0.88323164	0.9010323	0.8332176	0.8641663	0.70269006	0.7881488	0.833474	0.92652833	0.7878314	0.8820755	0.8128757	0.8586573	0.8592664	0.83191836	0.8688693	0.80478185	0.7519653	0.713032	0.8091911	0.7723851	0.9092391	0.77163124
slotminuut/noun	0.92149794	0.9432408	0.92652845	0.9545623	0.92109823	0.84526676	0.9420981	0.89206135	0.9028582	0.9228931	0.8682319	0.9281165	0.946412	0.9072641	0.90910786	0.9239703	0.94094604	0.95582217	0.9480862	0.9402136	0.929898	0.94206214	0.910911	0.9201217	0.91921127	0.8549591	0.95186955	0.95890236	0.9229508	0.91029453	0.8768441	0.93383074	0.9282212	0.0	0.92884505	0.9422218	0.93352115	0.8940213	0.89602834	0.9190282	0.92615974	0.9359097	0.94834864	0.9536132	0.9035706	0.9152232	0.8895875	0.9583437	0.87522763	0.927485	0.92408264	0.9002587	0.9311807	0.9469656	0.94523185	0.92745507	0.889732	0.9279363	0.9293783	0.91770643	0.9258816	0.9606146	0.9216773	0.91283065	0.8984395	0.9622347	0.95084655	0.9522207	0.9011502	0.9316874	0.95385724	0.90771425	0.8368645	0.8862702	0.941437	0.93821925	0.9277595	0.9295691	0.92547226	0.9330613	0.92097855	0.9427946	0.9243878	0.92530316	0.9232036	0.940561	0.775905	0.9565217	0.91773325	0.90277165	0.95718837	0.9523594	0.93379307	0.93929183	0.9195597	0.8553821	0.9180608	0.9407409	0.9533805	0.93297446	0.93339825	0.88688064	0.906538	0.9020986	0.9372506	0.9441146	0.9196414	0.94116485	0.9096709	0.9527432	0.9444147
zomer_dag/noun	0.8707712	0.87852263	0.8767391	0.85975134	0.8410026	0.89729846	0.8296864	0.8755518	0.8485726	0.8706472	0.8807322	0.90899014	0.94202983	0.85314524	0.8784101	0.8545117	0.88170236	0.8412281	0.879126	0.9138177	0.7770402	0.8271036	0.7829243	0.7867694	0.8037142	0.8609046	0.93609524	0.88117474	0.8320897	0.738994	0.81141436	0.82390904	0.8711249	0.92884505	0.0	0.94565815	0.7918035	0.8953226	0.8672348	0.86847615	0.6697013	0.8009544	0.8840797	0.8403777	0.8907944	0.81206155	0.83133554	0.9050501	0.83491325	0.85517967	0.8438234	0.91725725	0.86475456	0.89681727	0.932822	0.8131764	0.8947257	0.83274406	0.8470175	0.8605743	0.8668643	0.8844276	0.82515097	0.8547981	0.8631379	0.89709777	0.8689102	0.9204846	0.83978343	0.69306177	0.89788634	0.8494946	0.86201143	0.840494	0.821843	0.82131225	0.85203975	0.7695012	0.83686566	0.89290047	0.8386791	0.865817	0.86769485	0.6601926	0.9063809	0.87118804	0.92215085	0.8917873	0.8542195	0.7456219	0.9303743	0.91753376	0.86543345	0.89037865	0.86039853	0.843142	0.9094439	0.7080959	0.9279449	0.9193918	0.74272376	0.82764477	0.90004504	0.8760102	0.8275714	0.8463888	0.83649874	0.7153195	0.87121034	0.90449095	0.83669287
