	Charlie/name	Gerbrandy/name	prostituee/noun	klus/noun	nuchterheid/noun	dood/noun	13-jarige/adj	Amerikaan/noun	on_versneden/adj	zelfmoord/noun	platteland/noun	heb_lief/verb	namelijk/adv	Boyd/name	schreeuw/verb	systeem/noun	islam/noun	Olympische/name	dagelijks/adj	veel/det	type/noun	dan/comparative	luister/adj	elkaar/pron	wegens/prep	te/comp	Mississippi/name	die/det	Irving/name	soort/noun	rechts/adj	kater/noun	moslim/noun	pas/noun	onderwijs/noun	kleding/noun	toch/tag	en/vg	zij/noun	liefde/noun	Servisch/adj	ding/noun	symbool/noun	vijand/noun	York/name	succesvol/adj	hoezeer/adv	L.A./name	Serena/name	glimlach/noun	man/noun	tennis/noun	maandag/noun	Borms/name	film/noun	als/comp	ons/noun	Mugabe/name	men/pron	wereld/noun	haar/pron	gezeik/verb	romantisch/adj	want/comp	misschien/adv	dat/det	Ren/name	dat/pron	ander/adj	waarschijnlijk/adj	Volkskrant/name	pest/noun	we/pron	Boudewijn/name	verhuis/verb	wanneer/comp	sommige/det	Berlin/name	zijn/det	vervolg/verb	kerst/noun	regelrecht/adj	boek/noun	wat/pron	beeld/noun	Frank/name	vraag/verb	noem/verb	mijd/verb	Red/name	Pinochet/name	zichzelf/pron	simpel/adj	hem/pron	zwart/adj	president/noun	steun/verb	Albanees/noun	Libanon/name	die/pron	zoals/comp	vergadering/noun	daarom/pp	wreed/adj	vanwege/prep	Linda/name	Stefan/name	nieuwslezer/noun	jodendom/noun	gij/pron	lieg/verb	waarom/adv	liberaal/adj	dat/comp	om/comp	varken/noun	altijd/adv	want/vg	grinnik/verb	overigens/adv	Kijk/name	Syriër/noun	ons/det	oorlog/noun	zozeer/adv	schop/verb	houd/verb	regel_DIM/noun	diep/adj	daarna/pp	vraag_af/verb	talentvol/adj	vrede/noun	begin/verb	Tutsi/noun	las/verb	om/prep	eng/adj	mijn/det	realiteit/noun	ze/pron	vervloek/verb	haat/verb	stad_DIM/noun	criticus/noun	toch/adv	opzettelijk/adj	tegenwoordig/adj	trend/noun	Amerika/name	Democraat/noun	aartsvijand/noun	Self/name	Spelen/name	verwerpelijk/adj	ras/noun	perfectie/noun	voordracht/noun	gevoel/noun	alle/det	ongelijkheid/noun	wantrouw/verb	mij/pron	ander/noun	Manet/name	hun/det	me/pron	strafschop/noun	Kosovo_crisis/noun	Chirac/name	Schenk/name	allemaal/adv	Derksen/name	zeker/adv	Reagan/name	baas/noun	joods/adj	gelijk/part	gewezen/adj	hoe/adj	tv/noun	Anthuenis/noun	vrouw_blad/noun	hoeveel/adv	Blair/name	in/adv	journalist/noun	stilaan/adv	Leys/name	Arabier/noun	ultra_orthodox/adj	moeder/noun	Serviër/noun	dom/adj	kunst/noun	woord/noun	Duitser/noun	hoe/noun	politiek/noun	super_held/noun	Kremlin/name	evenzeer/adv	VS/name	zij/pron	bemin/verb	zal/verb	lach/verb	zo/adv	namaak/noun	je/pron	eigenlijk/adj	zeg/verb	land/noun	Waal/noun	Holiday/name	draadloos/adj	maar/vg	aangezien/comp	onderonsje/noun	denk/verb	erg/adj	hartgrondig/adj	premier/noun	zozeer/adj	vroeg/adj	iedereen/pron	Bardot/name	niet/adv	computer_spel_DIM/noun	Wout/name	vrouw/noun	vraag/noun	armband/noun	Engels/adj	kunstgeschiedenis/noun	etiket/noun	omdat/comp	koop/verb	oprichter/noun	het/det	beur/verb	reden/noun	Goya/name	Sperwer/name	modern/adj	anderzijds/adv	lees/verb	vader/noun	NAVO/name	intellectueel/adj	plaat/noun	ik/pron	Wimbledon/name	tuig/noun	van/pron	Mona/name	zeur/verb	steeds/adv	Mussolini/name	staat/noun	voetbal/noun	schoen/noun	decadentie/noun	hij/pron	Khatami/name	ons/pron	filmmaker/noun	huis_werk/noun	Engelsman/noun	oud/adj	ongebreideld/adj	maar/comp	vervelend/adj	feite/adv	sprookje/noun	Iraans/adj	EU/name	word/verb	winkel/verb	en/comp	vrijheid/noun	inmiddels/adv	prietpraat/noun	begin/noun	hoewel/comp	alles/pron	Cools/name	alles/noun	verrekt/adj	leer/verb	meute/noun	zelfs/adv	Friesland/name	kind/noun	ga/verb	intens/adj	minachting/noun	alleen/adv	religieus/adj	stad/noun	verlies/verb	Javaan/noun	hartstochtelijk/adj	meest/adj	opgesloten/adj	laconiek/adj	Barend/name	wie/pron	geit/noun	eeuwig/adj	grond/noun	tegenstander/noun	destijds/adv	tevoren/adv	verdwaal/verb	nationalistisch/adj	nooit/adv	gelijkelijk/adv	middelmaat/noun	verafschuw/verb	toestand/noun	stuk_DIM/noun	geweld/noun	persoonlijk/adj	medium/noun	heel/adj	soms/adv	duivels/adj	genocide_wet/noun	allebei/adv	Mondriaan/name	mens/noun	ervan/pp	u/det	volk/noun	hoofd_rol_speler/noun	Tripp/name	gewoon/adj	haar/det	Pim/name	dirigent/noun	Cézanne/name	erom/pp	plezier/noun	Johnny/name	jullie/pron	hier/adv	u/pron	natuurlijk/adj	burger/noun	hen/pron	Blue/name	Billy/name	glimlach/adj	vecht/verb	McDonald's/name	baan_DIM/noun	vak/noun	jezelf/pron	pop_ster/noun	fel/adj	duif_liefhebber/noun	overzee/pp	mezelf/pron	muziek/noun	wij/pron	Nederlander/noun	of/vg
Charlie/name	0.0	0.89229906	0.83243567	0.9032181	0.8763186	0.7904527	0.7581996	0.75760704	0.8336005	0.7914709	0.8728179	0.8366569	0.86501557	0.7683549	0.83617395	0.9190441	0.91796905	0.91933036	0.9078475	0.88232994	0.8313353	0.9148201	0.83806616	0.8737186	0.9066214	0.87001675	0.7900716	0.8565971	0.6810951	0.86074865	0.8507105	0.8362793	0.9065181	0.88536423	0.9503541	0.8793098	0.85450256	0.71828413	0.83376056	0.806538	0.8769372	0.8820815	0.859781	0.87448204	0.7751249	0.7745483	0.8279866	0.75455654	0.81542504	0.8353672	0.80635285	0.8342856	0.89216584	0.81737983	0.6428629	0.8757988	0.86447895	0.84336865	0.88225734	0.8830814	0.7953266	0.9078756	0.678764	0.8691472	0.8727298	0.89224946	0.8596884	0.83465016	0.87360895	0.883232	0.89833796	0.86745477	0.88422316	0.74626184	0.8592739	0.8334135	0.86453134	0.7501608	0.74674225	0.8836026	0.8465129	0.8435199	0.78735846	0.8965903	0.83835685	0.7198654	0.90302676	0.78855413	0.86807513	0.68438756	0.851467	0.84658307	0.8733258	0.8254527	0.8024258	0.8329872	0.9041689	0.9019687	0.868411	0.7622106	0.81376445	0.9310256	0.91117746	0.81348693	0.8753081	0.69235754	0.7391982	0.8174122	0.8941691	0.8343968	0.875657	0.8928136	0.880527	0.8953675	0.8932046	0.89187914	0.8524777	0.8705741	0.78019667	0.8652751	0.81723404	0.8935752	0.8724807	0.9034243	0.86827	0.8204418	0.9247644	0.8943604	0.9079093	0.85129225	0.9194679	0.7681924	0.9199777	0.86868596	0.8943347	0.7827127	0.9296506	0.83079123	0.82012135	0.8888427	0.82114005	0.85593295	0.79768896	0.8322672	0.81439924	0.86657447	0.86676085	0.81441164	0.91176283	0.8289789	0.83550394	0.811118	0.8038735	0.9176518	0.8790212	0.84553206	0.8264417	0.8690059	0.89265835	0.8985789	0.9066127	0.87724835	0.87500805	0.88285875	0.86293936	0.82319516	0.8820186	0.88189113	0.8943831	0.84942156	0.8254389	0.8617733	0.8015133	0.90730196	0.73433626	0.77804875	0.83297396	0.9060599	0.72657335	0.85914373	0.85781497	0.8787559	0.88383687	0.8827239	0.81502444	0.91774994	0.7415389	0.8788296	0.78425175	0.85921276	0.92707455	0.763865	0.8865713	0.8604729	0.8937659	0.8642916	0.79299027	0.8188658	0.9033211	0.7862191	0.8508575	0.81787944	0.7838687	0.83533186	0.8701445	0.89616627	0.81920236	0.86998695	0.88673836	0.8647611	0.884342	0.77951163	0.9136147	0.83094406	0.71056145	0.90310454	0.85176754	0.87560487	0.81977546	0.92881775	0.88123316	0.90258163	0.8631036	0.8680419	0.8710303	0.87890595	0.77959454	0.9043694	0.8525019	0.7453339	0.782206	0.94117385	0.8860652	0.69288456	0.8589272	0.8550683	0.8884832	0.9041417	0.71916115	0.87830037	0.9067592	0.94024765	0.8472725	0.91310954	0.84336483	0.87576896	0.8679036	0.6778039	0.90131927	0.85590065	0.744827	0.8650486	0.8139641	0.8578818	0.90570736	0.77905077	0.865687	0.8847144	0.7983242	0.91059154	0.8850645	0.9029196	0.8795603	0.7825085	0.8823115	0.8969972	0.66187704	0.8726425	0.7241401	0.83483404	0.87530094	0.881939	0.8701056	0.8891886	0.7210485	0.82415164	0.92489415	0.8584742	0.8903405	0.86297286	0.91175663	0.8037796	0.90679604	0.92138886	0.85171086	0.9050048	0.7779674	0.8995751	0.93735254	0.88031256	0.8558675	0.84480643	0.89330477	0.8469019	0.91442984	0.8083524	0.8790794	0.90065414	0.89784616	0.90848297	0.8828985	0.93535036	0.76037884	0.8407554	0.8607659	0.8169853	0.7915393	0.8323984	0.85855776	0.8067495	0.94170684	0.8810446	0.73801255	0.84844685	0.8392417	0.8573503	0.8799593	0.9240685	0.84852785	0.8389557	0.8983073	0.86051834	0.91267467	0.8633815	0.88168824	0.89784676	0.8253031	0.7800963	0.91249454	0.744678	0.81176853	0.8708816	0.9285599	0.8526007	0.88357246	0.6229103	0.85773706	0.87881356	0.76018906	0.8427251	0.69631875	0.8626784	0.86169994	0.87449193	0.55149126	0.85397696	0.88086075	0.87451863	0.8776245	0.902094	0.8629841	0.6398201	0.49308378	0.79638684	0.8735539	0.8044583	0.83388066	0.88661194	0.882799	0.67854416	0.90923494	0.90539384	0.89702475	0.89541435	0.76223916	0.8788501	0.82447726	0.7967624
Gerbrandy/name	0.89229906	0.0	0.8910308	0.9442422	0.86806345	0.9229618	0.91312945	0.92059547	0.886452	0.91083664	0.92272896	0.87977237	0.88560116	0.90175813	0.9212317	0.9433905	0.90431595	0.9596791	0.9171902	0.8853132	0.9148423	0.93194294	0.9041735	0.8898764	0.95149535	0.90050405	0.9173656	0.8779923	0.85436517	0.9067172	0.90258366	0.94337183	0.9352908	0.94854754	0.9237966	0.92519605	0.9089457	0.87239057	0.88671255	0.8707596	0.9306346	0.8777444	0.9271446	0.90060586	0.9379862	0.9181946	0.8665118	0.9152519	0.93927324	0.9084905	0.92241055	0.9149034	0.88045835	0.8947725	0.8939892	0.90956295	0.88346696	0.88952035	0.8762253	0.9223507	0.8492018	0.9267363	0.86564684	0.88632935	0.89949465	0.88194627	0.94268006	0.9067375	0.926402	0.92250603	0.82591045	0.91923785	0.9073377	0.88886195	0.9477751	0.8778315	0.86453056	0.90553236	0.8574839	0.9103483	0.90635294	0.9310757	0.8038923	0.87992895	0.8752346	0.9030788	0.90752447	0.84573203	0.9318764	0.9452524	0.8740518	0.869739	0.8860596	0.84057117	0.9314176	0.9054258	0.9444689	0.9243637	0.93570024	0.85783553	0.87072986	0.92706597	0.90481496	0.88815796	0.92733574	0.90042	0.8512226	0.8814657	0.88223356	0.8811307	0.88945335	0.8943884	0.8879312	0.8798046	0.9090551	0.945893	0.885329	0.90081286	0.8786216	0.86765254	0.8901461	0.91479063	0.92645884	0.94240314	0.91213226	0.89214253	0.9192813	0.87839025	0.9349606	0.90614885	0.90168786	0.89658356	0.95150447	0.9126323	0.9372568	0.81667656	0.9380709	0.88426185	0.90056795	0.89575243	0.85181123	0.89259064	0.8720786	0.9323292	0.7797079	0.9039829	0.8890223	0.8692276	0.94071907	0.92539746	0.8962566	0.9121087	0.89919555	0.9566028	0.8905747	0.920587	0.8778113	0.85577404	0.89867276	0.9171216	0.9249317	0.86900866	0.8673217	0.9165542	0.8990837	0.9045916	0.8832855	0.9334502	0.88306266	0.8689191	0.85139495	0.8923924	0.8575024	0.93993926	0.8954049	0.91386855	0.9227201	0.8962624	0.8571417	0.88990927	0.9346295	0.9101017	0.8791358	0.91213816	0.8475134	0.9562566	0.8299054	0.949631	0.883235	0.92037123	0.93535817	0.9206784	0.93460655	0.90185297	0.89957756	0.8319256	0.91390353	0.8848094	0.92251533	0.9450427	0.89315295	0.880175	0.9479382	0.8612013	0.8795579	0.90142924	0.87561876	0.86253136	0.91958714	0.86964273	0.903342	0.8256098	0.949659	0.89984065	0.9109278	0.93827647	0.87179327	0.9105885	0.8747844	0.9149228	0.90526915	0.8903514	0.8898791	0.89649934	0.9223968	0.8661974	0.8880402	0.90488786	0.92824274	0.8695976	0.90834826	0.9390447	0.93994457	0.85300803	0.87480605	0.921849	0.8999416	0.94403493	0.8748474	0.9343479	0.8991604	0.966679	0.91337395	0.93368936	0.882387	0.91887635	0.7806333	0.88775414	0.9196308	0.88018924	0.9088597	0.87303567	0.93566287	0.9134263	0.9192676	0.8938057	0.9020708	0.9110232	0.9098896	0.95622563	0.9429824	0.9505742	0.89405036	0.8189164	0.89901024	0.8951456	0.8613096	0.9233156	0.91107583	0.91305774	0.8987249	0.8790558	0.89744914	0.9220669	0.86066645	0.89694196	0.9334197	0.8935215	0.920363	0.8878714	0.9232303	0.9090168	0.9177448	0.93148893	0.86812866	0.9188168	0.8856635	0.9257965	0.9469799	0.8814826	0.9136958	0.8890386	0.8962009	0.9356185	0.9401784	0.88247186	0.89865595	0.9237765	0.89726126	0.9476824	0.96768785	0.95562637	0.8292617	0.90210897	0.95134056	0.8307589	0.86211556	0.8883915	0.9358042	0.9259464	0.9469724	0.92068493	0.8415374	0.8865698	0.90914065	0.88747644	0.8946773	0.93776035	0.89358616	0.8899183	0.9397259	0.8813916	0.9406606	0.8952382	0.8867817	0.93171376	0.85325396	0.89126486	0.92552006	0.89143986	0.8474751	0.8929016	0.94413036	0.88826275	0.9203195	0.86510926	0.9190835	0.89906526	0.8734671	0.8972374	0.88166183	0.92804444	0.88726413	0.8956998	0.8814937	0.89388114	0.89812756	0.8720312	0.90698755	0.92970884	0.8971227	0.94402665	0.9171792	0.88055706	0.94338304	0.9239191	0.90673417	0.9019838	0.874686	0.9036764	0.9068358	0.9329858	0.918679	0.88129914	0.8674516	0.8986423	0.8809765	0.9187815
prostituee/noun	0.83243567	0.8910308	0.0	0.920427	0.89430106	0.8005871	0.758517	0.79659784	0.8786665	0.7579104	0.7530868	0.86253715	0.78943616	0.86684006	0.83544195	0.85678333	0.8551085	0.9393366	0.78651196	0.82125616	0.830062	0.8456922	0.8584067	0.85455364	0.74596345	0.7764275	0.8608578	0.83538616	0.8714755	0.8317549	0.90539086	0.8692516	0.723768	0.8781009	0.86798143	0.80977845	0.9200645	0.7412522	0.8252424	0.8445791	0.7895684	0.9015652	0.83789194	0.8422973	0.88140297	0.88866025	0.8346712	0.8673089	0.9099607	0.8732569	0.6083027	0.89789987	0.87095934	0.9344295	0.8543995	0.8597617	0.8389627	0.8137644	0.82374305	0.8739432	0.7363952	0.91486764	0.84923506	0.86808777	0.91865754	0.89051586	0.9494569	0.8169731	0.8283336	0.85594714	0.914596	0.8570528	0.8705946	0.89509517	0.846146	0.7891388	0.78838086	0.8893729	0.80049235	0.7959143	0.86936575	0.8482547	0.8847182	0.9079575	0.86713976	0.92226684	0.8616502	0.8791072	0.8274194	0.901225	0.7840463	0.81847334	0.9122108	0.7704427	0.8130221	0.84387946	0.883335	0.7020209	0.81679523	0.6587274	0.84812033	0.9010248	0.81917584	0.801328	0.77311176	0.8438615	0.9276406	0.8456289	0.88025504	0.8570875	0.8519119	0.8923237	0.8809886	0.8482832	0.80535454	0.8160446	0.8678087	0.8877425	0.8725016	0.8389853	0.88831055	0.8130875	0.836763	0.8807143	0.8351729	0.833941	0.90562195	0.84642035	0.9157857	0.84292626	0.92687696	0.8397373	0.90458554	0.9079721	0.75053793	0.88563854	0.8864634	0.8550434	0.84869325	0.86090213	0.7277534	0.87938815	0.8599454	0.80897826	0.84041816	0.9128277	0.77663547	0.7871256	0.89185554	0.8375882	0.8564112	0.85587114	0.9333138	0.9325138	0.8531261	0.8115642	0.88143647	0.9152645	0.8886334	0.80493665	0.8365369	0.82635224	0.8794744	0.8736005	0.91495067	0.7147242	0.8845348	0.9280888	0.8826378	0.85709625	0.883269	0.88933927	0.8867918	0.89091706	0.8364534	0.85185564	0.76266694	0.92509234	0.85433495	0.8602529	0.864333	0.90842193	0.8881422	0.84952366	0.8778766	0.7983181	0.708394	0.91496396	0.864884	0.76700556	0.85128486	0.71504754	0.72000456	0.8973174	0.88551164	0.902284	0.8279795	0.8262756	0.8379118	0.87877053	0.80433697	0.8255298	0.8621068	0.67434514	0.880236	0.8242352	0.9233897	0.88261485	0.83195794	0.85368794	0.921971	0.9252482	0.76739365	0.85360575	0.8617208	0.8686393	0.8692751	0.7973812	0.828629	0.9248885	0.8989503	0.89796627	0.85753673	0.8760629	0.8693159	0.85194707	0.8502028	0.8843787	0.8111753	0.88587755	0.56667393	0.906258	0.84837866	0.8687606	0.8640039	0.864476	0.74277014	0.8601384	0.88817614	0.8594603	0.8891167	0.9034309	0.8726482	0.9006624	0.884688	0.84110534	0.92955244	0.7551719	0.8455905	0.8507688	0.8878513	0.8750799	0.9045142	0.7917098	0.90994316	0.8166049	0.8857939	0.8065069	0.84165174	0.81904024	0.9053185	0.8974505	0.8772184	0.75674677	0.87686807	0.8712671	0.78807724	0.8840047	0.8352712	0.79068893	0.8397024	0.8982839	0.8795923	0.8723997	0.8708362	0.7517329	0.8336258	0.6976336	0.8310778	0.8965378	0.8660812	0.7297729	0.9136083	0.9315179	0.8196783	0.9109456	0.8642888	0.88669634	0.93024427	0.87528026	0.83209044	0.8454007	0.80978775	0.6726754	0.8762073	0.8588114	0.83389086	0.8559779	0.812177	0.80192876	0.90081936	0.8645025	0.81207	0.8357602	0.72919285	0.87352103	0.88432753	0.77035517	0.828416	0.86872727	0.88255394	0.87254256	0.7775758	0.83677816	0.84605646	0.84235203	0.875136	0.8754941	0.89437044	0.8499032	0.8609152	0.9035929	0.7635635	0.8299847	0.8023797	0.8711407	0.82823366	0.8255273	0.871699	0.8052585	0.844527	0.66112924	0.86643076	0.8419173	0.82986814	0.8143414	0.8804897	0.86402947	0.7561029	0.85746163	0.8792537	0.9102082	0.8506285	0.8852453	0.8776359	0.86401665	0.828582	0.87162524	0.90295887	0.6866604	0.68624014	0.9088317	0.843526	0.8302454	0.8693501	0.828043	0.807294	0.864189	0.84875935	0.7573094	0.8939148	0.90175366	0.82886374	0.8772327	0.86024487	0.8411353	0.756132	0.76605934
klus/noun	0.9032181	0.9442422	0.920427	0.0	0.87673926	0.9502468	0.9160836	0.9049825	0.90382826	0.90777934	0.9190853	0.9095338	0.7864471	0.94127893	0.8914571	0.81501216	0.9523655	0.9326951	0.9054022	0.86435384	0.82960105	0.8199233	0.87911475	0.88645744	0.9085252	0.79384315	0.90697753	0.81000054	0.93184507	0.87576616	0.9299226	0.7918558	0.94034714	0.8525833	0.9173139	0.8853317	0.8319339	0.8359372	0.87327564	0.92022043	0.9496057	0.76221484	0.9322583	0.9095762	0.97435915	0.8673878	0.8862684	0.91839325	0.88298	0.87886906	0.91790175	0.8513907	0.9237649	0.91404337	0.8956207	0.8295009	0.7976895	0.917724	0.7929077	0.9002353	0.88349104	0.9107101	0.89490557	0.79882896	0.8165155	0.781586	0.9563081	0.87679607	0.90503776	0.8367881	0.9655456	0.899522	0.7212333	0.9184604	0.8425733	0.8235598	0.8673029	0.9116082	0.89256394	0.90703696	0.85508454	0.89124024	0.9017184	0.87467515	0.9009671	0.93062925	0.91081995	0.9034234	0.8866795	0.92828	0.9245748	0.86724865	0.81519747	0.8606611	0.92359626	0.9649096	0.93115044	0.92876774	0.91758263	0.86485326	0.8969214	0.8850896	0.8152781	0.89495516	0.86017215	0.9272061	0.8967672	0.8958717	0.93263847	0.90744084	0.90653026	0.8934363	0.94660485	0.8762595	0.76664066	0.8877938	0.78808683	0.7234213	0.857569	0.8268983	0.871752	0.9253439	0.8737641	0.92340523	0.8963808	0.899549	0.89831734	0.80925155	0.9230803	0.8067306	0.9121733	0.85812706	0.9188771	0.83664495	0.90395975	0.89483076	0.90958285	0.850148	0.8742315	0.8754245	0.7981334	0.89993227	0.90967107	0.9180642	0.90852726	0.74626493	0.903819	0.82089907	0.89454174	0.9402089	0.90364194	0.89164776	0.95489454	0.9204526	0.90089905	0.9020994	0.84323514	0.9068907	0.88751096	0.8718976	0.8983943	0.911559	0.8352274	0.8679854	0.95725435	0.8814441	0.860098	0.8466866	0.93028367	0.93504703	0.89729667	0.7716733	0.8992918	0.7497614	0.9240532	0.8777736	0.9568634	0.80864394	0.91746557	0.817822	0.92095655	0.84638095	0.9094979	0.8545772	0.92742455	0.89986825	0.91686845	0.83811593	0.9095865	0.9185552	0.9269377	0.9386339	0.908658	0.83125675	0.92914855	0.8782547	0.8827281	0.87392026	0.9127294	0.9188686	0.9081642	0.8700006	0.9639596	0.8556983	0.92140174	0.74367577	0.88768566	0.76843286	0.8921411	0.7865513	0.8263962	0.9160309	0.9210285	0.82812977	0.91024846	0.8622887	0.713593	0.78148353	0.8470766	0.88022614	0.763191	0.92641175	0.95194334	0.90904546	0.8756218	0.8302607	0.9519541	0.76957524	0.87287635	0.887843	0.92532486	0.8474978	0.90441155	0.9369955	0.90481114	0.8539783	0.7981231	0.9153562	0.9464955	0.8726783	0.86207825	0.84221613	0.94791967	0.92269903	0.908617	0.8104652	0.91555274	0.9413169	0.91567105	0.8765033	0.86183107	0.8148222	0.89414024	0.82748306	0.89929473	0.91761416	0.84489137	0.8378384	0.9127242	0.9304972	0.83089745	0.881122	0.9361445	0.84347403	0.9213312	0.7915964	0.9019051	0.7599736	0.8773012	0.93651134	0.9130391	0.78291136	0.8098702	0.8607877	0.88921964	0.95750934	0.9139516	0.7924635	0.8404714	0.81845	0.9277005	0.86886835	0.90194845	0.90333736	0.8056775	0.89948505	0.89970934	0.79424334	0.8593443	0.8916742	0.8633429	0.8330981	0.9014011	0.8929144	0.8851273	0.8577506	0.90972096	0.8630445	0.9353805	0.8802694	0.83196974	0.93756115	0.89333165	0.85988766	0.89043874	0.88878596	0.9250571	0.8901774	0.8789593	0.89094234	0.8893792	0.75859183	0.8704622	0.86891574	0.8430948	0.92853785	0.8424114	0.9390671	0.8929493	0.90206754	0.85969794	0.87310207	0.9387032	0.91122675	0.9126792	0.78921384	0.7741053	0.8500448	0.89851534	0.84895456	0.903205	0.832184	0.90988016	0.893656	0.90433073	0.89331937	0.9498881	0.8217928	0.91986334	0.93181235	0.9165097	0.9423877	0.8828962	0.8839954	0.92351764	0.82272464	0.8498289	0.87417734	0.79868317	0.91495186	0.84761536	0.93703985	0.9154926	0.89391196	0.89152676	0.8984052	0.766642	0.83970845	0.85875684	0.90579414	0.9100742	0.91572905	0.9191525	0.8529568	0.89874256	0.77501893	0.8915569	0.8904005
nuchterheid/noun	0.8763186	0.86806345	0.89430106	0.87673926	0.0	0.88542014	0.88175887	0.8514999	0.8117422	0.8800526	0.85642135	0.80524653	0.79852235	0.89590985	0.8836006	0.873068	0.8607939	0.9341433	0.9011962	0.8046557	0.8418283	0.8943349	0.851927	0.8648064	0.9025092	0.82989323	0.87939835	0.755871	0.87240064	0.7937614	0.90208995	0.83760804	0.8897554	0.8919474	0.91178936	0.8448664	0.7936612	0.78178847	0.86341196	0.7748232	0.9285955	0.80515367	0.84826434	0.8460959	0.9540145	0.87043077	0.7641082	0.8987886	0.8892922	0.81633365	0.8764234	0.7973652	0.93271923	0.8952541	0.84309864	0.82049906	0.8168218	0.87718254	0.7704582	0.86236894	0.8175632	0.87366396	0.8080407	0.74413496	0.7880759	0.7765124	0.9265545	0.83202267	0.8566796	0.8627541	0.91206264	0.846448	0.7814696	0.87596124	0.90857744	0.82362884	0.83241653	0.87814415	0.8247503	0.90059006	0.86289567	0.8426614	0.85105664	0.8159139	0.8408357	0.89568585	0.8838654	0.83935714	0.8579459	0.9059418	0.889963	0.8226799	0.82317513	0.8101542	0.9102998	0.9274896	0.90964335	0.89555687	0.8925134	0.8075593	0.829885	0.9417001	0.82534695	0.83200866	0.83274806	0.885486	0.8795866	0.85180056	0.85138834	0.81837726	0.8757888	0.8344843	0.8571199	0.78932685	0.8352977	0.89282715	0.7835946	0.7737844	0.832451	0.8092958	0.825691	0.91039157	0.8015436	0.89492685	0.8094411	0.8918128	0.87846255	0.83803296	0.8666861	0.88768923	0.8946438	0.8370202	0.8792629	0.89944285	0.9066152	0.87108624	0.8999412	0.81064594	0.8211571	0.8063208	0.7631791	0.8541613	0.8210814	0.8562546	0.818824	0.77037734	0.8832657	0.7894071	0.87351525	0.8653962	0.87508905	0.8816842	0.91891	0.93365735	0.8294829	0.8145683	0.7652564	0.9004392	0.758074	0.83875513	0.8680783	0.81028056	0.81138384	0.8750777	0.89926183	0.82248217	0.8166474	0.9167478	0.8807933	0.864395	0.84490055	0.81100166	0.86602724	0.85277265	0.85900164	0.869343	0.8942425	0.86701334	0.8821329	0.8165395	0.8926926	0.82442456	0.8844941	0.8555562	0.85799146	0.9316809	0.85492235	0.84508073	0.87898314	0.857001	0.93086267	0.87354696	0.90411675	0.84176564	0.8025008	0.848586	0.87351257	0.80783105	0.8107733	0.88086146	0.8557458	0.7865913	0.9326019	0.77755916	0.8385233	0.8410743	0.8136229	0.8177847	0.8595979	0.77470016	0.80788666	0.8543791	0.8980962	0.8367028	0.89149487	0.8945588	0.76262575	0.81615436	0.82788664	0.8453132	0.83444464	0.87103546	0.9012978	0.8308892	0.89704734	0.80821466	0.89401007	0.817664	0.8518903	0.8562386	0.85251725	0.8884577	0.88730675	0.86247134	0.84459984	0.8537245	0.8246239	0.91051936	0.8933933	0.8675155	0.85554695	0.86872053	0.8822149	0.919364	0.8114371	0.79623866	0.8696133	0.86447334	0.89160746	0.7636882	0.8734006	0.784911	0.8982167	0.84604883	0.8804985	0.85280824	0.83089554	0.8199158	0.8581516	0.89940107	0.8019811	0.8672098	0.8336821	0.7748323	0.88693297	0.7984731	0.82893825	0.86897725	0.84398174	0.88655585	0.80174744	0.7531704	0.84340996	0.8461674	0.81313527	0.90710557	0.896985	0.8458024	0.85722005	0.768118	0.8177476	0.8679304	0.8708545	0.9530317	0.7937241	0.8815471	0.8982246	0.8315652	0.90395534	0.8342397	0.8686055	0.82552403	0.8625673	0.8888006	0.9045458	0.80126405	0.77888256	0.83961976	0.8464234	0.89925545	0.87973094	0.907449	0.7986008	0.8405353	0.8972517	0.76522267	0.87781537	0.85049397	0.8705324	0.8325695	0.9225136	0.82700294	0.8026098	0.8484397	0.8438173	0.8377135	0.83554137	0.9160135	0.8255584	0.8212092	0.8516019	0.83542717	0.883387	0.831813	0.82594705	0.89897543	0.7893191	0.84335077	0.8882517	0.82835704	0.86554676	0.8289903	0.89165723	0.8224544	0.84723604	0.8532194	0.9148561	0.8278745	0.8225971	0.86516154	0.85165393	0.9261989	0.8140532	0.8246185	0.89098626	0.81692994	0.8055595	0.8407048	0.7717035	0.86715305	0.8377159	0.9188136	0.87793523	0.8208381	0.8776587	0.8700993	0.87087816	0.8428677	0.7963265	0.85883987	0.8687346	0.9172664	0.86348236	0.81328386	0.8249489	0.75809985	0.8293905	0.8764708
