	regel/noun	slecht/adj	mag/verb	prachtig/adj	tof/adj	prostituee/noun	klus/noun	nuchterheid/noun	dood/noun	13-jarige/adj	tegendeel/noun	Amerikaan/noun	Palestijn/noun	ziel/noun	on_versneden/adj	lief/adj	zelfmoord/noun	tatoeages/noun	studeer/verb	platteland/noun	heb_lief/verb	imperium/noun	namelijk/adv	schreeuw/verb	op/adv	islam/noun	systeem/noun	zee/noun	dagelijks/adj	Arabisch/adj	type/noun	luister/adj	vriend/noun	bijvoorbeeld/adv	gedood/adj	soort/noun	arm/adj	rechts/adj	kater/noun	richt_in/verb	kweek_vijver/noun	moslim/noun	pas/noun	geslagen/adj	onderwijs/noun	merk/verb	kleding/noun	zij/noun	liefde/noun	meestal/adv	Servisch/adj	dictator/noun	ding/noun	symbool/noun	vijand/noun	glimlach/verb	succesvol/adj	hoezeer/adv	schaatser/noun	vijf_ster_hotel/noun	glimlach/noun	tennis/noun	man/noun	maandag/noun	manier/noun	film/noun	plotseling/adj	ons/noun	verdraag/verb	bezit/verb	zo/adj	wereld/noun	kan_op/verb	verslaggever/noun	gezeik/verb	romantisch/adj	misschien/adv	verdriet/noun	zuster/noun	ander/adj	waarschijnlijk/adj	pest/noun	subsidie/noun	verhuis/verb	pers/noun	thuis/noun	vervolg/verb	kerst/noun	kant/noun	ga_mee/verb	bewaak/verb	regelrecht/adj	boek/noun	politicus/noun	beeld/noun	vraag/verb	naast/adj	noem/verb	hart/noun	leef/verb	mijd/verb	simpel/adj	realistisch/adj	zwart/adj	voorhoofd/noun	president/noun	steun/verb	Albanees/noun	Hollander/noun	waar/adj	keerzijde/noun	vergadering/noun	bed/noun	wreed/adj	lied_DIM/noun	verschrikkelijk/adj	nieuwslezer/noun	jodendom/noun	lieg/verb	inwoner/noun	patriottisme/noun	waarom/adv	liberaal/adj	varken/noun	altijd/adv	grinnik/verb	overigens/adv	sla/verb	opgelucht/adj	Syriër/noun	oorlog/noun	zozeer/adv	schop/verb	houd/verb	woede/noun	regel_DIM/noun	diep/adj	vraag_af/verb	geliefd/adj	talentvol/adj	vrede/noun	begin/verb	neger/noun	Tutsi/noun	belediging/noun	fout/adj	las/verb	haat/noun	geef_op/verb	eng/adj	draad/noun	realiteit/noun	sound/noun	vervloek/verb	haat/verb	toen/adv	schoonheid/noun	stad_DIM/noun	schande/noun	criticus/noun	ijdel/adj	thee/noun	thuis/adv	toch/adv	opzettelijk/adj	tegenwoordig/adj	trend/noun	vertrouw/verb	Democraat/noun	zogenaamd/adj	aartsvijand/noun	verwerpelijk/adj	Irakees/noun	afwezig/adj	ras/noun	perfectie/noun	voordracht/noun	recht/adj	revolutie/noun	gevoel/noun	dwaas/adj	ongelijkheid/noun	wantrouw/verb	ander/noun	bloed_neus/noun	scheidsrechter/noun	strafschop/noun	Kosovo_crisis/noun	denk_na/verb	eet/verb	allemaal/adv	rijk/adj	zin/noun	ooit/adv	jood/noun	nazi/noun	kring/noun	zeker/adv	schoon/adj	baas/noun	carrière/noun	joods/adj	gewezen/adj	hoe/adj	tv/noun	Anthuenis/noun	vrouw_blad/noun	steiger/verb	weleens/adv	hoeveel/adv	klink/verb	in/adv	journalist/noun	stilaan/adv	verliezer/noun	Arabier/noun	ultra_orthodox/adj	moeder/noun	ex_trainer/noun	vies/adj	Serviër/noun	dom/adj	kunst/noun	woord/noun	Duitser/noun	begrijp/verb	hoe/noun	politiek/noun	super_held/noun	schrijf/verb	niets/noun	aanbid/verb	evenzeer/adv	saai/adj	hond/noun	althans/adv	bemin/verb	duur/adv	zal/verb	lach/verb	zo/adv	geding/noun	verzamel/verb	namaak/noun	eigenlijk/adj	zeg/verb	land/noun	Waal/noun	sluit_op/verb	draadloos/adj	trendy/adj	vrouwelijk/adj	tekst/noun	onderonsje/noun	zak_af/verb	fluister/verb	denk/verb	erg/adj	hartgrondig/adj	premier/noun	zozeer/adj	vroeg/adj	zwakte_bod/noun	mager/adj	respect/noun	niet/adv	televisie/noun	computer_spel_DIM/noun	vrouw/noun	gek/adj	vraag/noun	winkel/noun	armband/noun	ga_voorbij/verb	Engels/adj	etnisch/adj	kunstgeschiedenis/noun	drank/noun	etiket/noun	koop/verb	oprichter/noun	beur/verb	reden/noun	shop/verb	media_aandacht/noun	modern/adj	anderzijds/adv	lees/verb	vader/noun	hekel/noun	bang/adj	intellectueel/adj	plaat/noun	tuig/noun	zeur/verb	steeds/adv	daad/noun	eerlijk/adj	staat/noun	voetbal/noun	schoen/noun	rebel/noun	decadentie/noun	optimisme/noun	verjaag/verb	filmmaker/noun	Brit/noun	huis_werk/noun	Engelsman/noun	sowieso/adv	worstel/verb	oud/adj	leven/noun	ken/verb	ongebreideld/adj	vervelend/adj	feite/adv	huur/verb	sprookje/noun	Iraans/adj	word/verb	soldaat/noun	winkel/verb	vrijheid/noun	bevrijder/noun	inmiddels/adv	drukte/noun	juweel/noun	prietpraat/noun	immigrant/noun	begin/noun	alles/noun	verplichting/noun	diner/noun	verrekt/adj	bond_genoot/noun	leer/verb	net/adv	meute/noun	zelfs/adv	lijf/noun	kind/noun	schrijver/noun	woest/adj	ga/verb	intens/adj	minachting/noun	alleen/adv	religieus/adj	stad/noun	verlies/verb	huil/verb	personage/noun	cliché/noun	seks/noun	Javaan/noun	hartstochtelijk/adj	meest/adj	opgesloten/adj	laconiek/adj	nagel/noun	terreur/noun	gedachte/noun	antwoord/verb	hobby/noun	uiterlijk/noun	islamitisch/adj	geit/noun	eeuwig/adj	grond/noun	video/noun	tegenstander/noun	destijds/adv	tevoren/adv	verdwaal/verb	Russisch/adj	nationalistisch/adj	nooit/adv	gelijkelijk/adv	voetballer/noun	middelmaat/noun	verafschuw/verb	toestand/noun	onvrede/noun	langdradig/adj	stuk_DIM/noun	label/noun	echt/adj	geweld/noun	persoonlijk/adj	medium/noun	heel/adj	soms/adv	strak/adj	vooral/adv	koester/verb	duivels/adj	genocide_wet/noun	vermoord/verb	buiten_wereld/noun	allebei/adv	mens/noun	volk/noun	hoofd_rol_speler/noun	ergernis/noun	gewoon/adj	dirigent/noun	non/noun	plezier/noun	kots/verb	hier/adv	natuurlijk/adj	burger/noun	zucht/verb	juf/noun	vals/adj	burgerlijk/adj	glimlach/adj	vecht/verb	christen/noun	rest/noun	baan_DIM/noun	sommig/adj	vak/noun	pop_ster/noun	fel/adj	duif_liefhebber/noun	geschokt/adj	omroep/noun	niks/noun	den/adv	school/noun	leger/noun	muziek/noun	Nederlander/noun
regel/noun	0.0	0.88545954	0.7930671	0.8559102	0.9139385	0.92527825	0.88735336	0.85315764	0.9473888	0.9664579	0.9166428	0.8933957	0.87986636	0.8878179	0.92286235	0.84119916	0.90805954	0.8890907	0.8532683	0.9066563	0.79644316	0.8350554	0.67609394	0.93591654	0.93370426	0.6565354	0.64707947	0.91213405	0.8815622	0.8478942	0.8225622	0.8902102	0.9467415	0.7015512	0.94265234	0.7195378	0.86182374	0.89301926	0.95330584	0.82794774	0.94756347	0.82175183	0.9181309	0.9508539	0.77970684	0.88742685	0.809186	0.9113518	0.7707013	0.79232305	0.9581377	0.84970427	0.7728603	0.7668748	0.8619812	0.9109457	0.9481319	0.8406362	0.7884079	0.9656007	0.8628122	0.9222009	0.8271146	0.98345786	0.78770137	0.9188351	0.90648866	0.77025956	0.8728936	0.91031784	0.82117796	0.80266654	0.88957953	0.94753647	0.8960563	0.8155366	0.85995317	0.899251	0.8989437	0.85295373	0.9185301	0.8687009	0.7909303	0.9549632	0.71031404	0.9233722	0.83911186	0.90504235	0.9091188	0.929957	0.892061	0.9165684	0.75888443	0.8647477	0.8180716	0.8550066	0.9288256	0.8314712	0.8920555	0.8233872	0.91677576	0.6948497	0.8101344	0.80537903	0.8154431	0.97015184	0.8631693	0.8931688	0.90250593	0.8089827	0.83411574	0.88436544	0.92415947	0.8848536	0.76693976	0.91148865	0.8906529	0.73538125	0.8545259	0.93526065	0.8094915	0.8192875	0.76216495	0.9294691	0.73949885	0.9408497	0.824005	0.9403691	0.9530043	0.90837663	0.86704457	0.7889683	0.96436566	0.6705146	0.86188745	0.51587737	0.82319105	0.8842101	0.923585	0.88161576	0.8966892	0.96190286	0.922748	0.88989276	0.856269	0.82125914	0.8707545	0.8273179	0.8790637	0.8262115	0.72795266	0.8820771	0.88932884	0.8699724	0.70641977	0.9273958	0.84225905	0.95322037	0.9383817	0.8063595	0.8665885	0.93714654	0.8410218	0.86530596	0.8997111	0.77131367	0.8571075	0.83270967	0.8914174	0.87187886	0.9544504	0.8189987	0.93333375	0.91237456	0.8472094	0.89465016	0.8115092	0.73537	0.8282027	0.80285406	0.8360268	0.8870144	0.7795339	0.7913799	0.96668124	0.9290911	0.9518261	0.8696776	0.8599167	0.92020833	0.7142441	0.9031828	0.8298422	0.8428042	0.8129991	0.85998476	0.8196658	0.8868016	0.8075303	0.9316984	0.95944715	0.8251245	0.9160123	0.7989053	0.9051106	0.88225883	0.89654624	0.90498954	0.84150565	0.84591234	0.82962966	0.8700726	0.8798448	0.95316327	0.9082341	0.8261058	0.8228362	0.869709	0.96152425	0.8092111	0.8745226	0.7529059	0.72603005	0.802597	0.92359	0.82042027	0.83927906	0.73482394	0.8687272	0.7896751	0.82364213	0.86045724	0.816658	0.83629525	0.91628075	0.85878956	0.8777032	0.87612516	0.86498356	0.91755915	0.74222344	0.9418563	0.8031952	0.89990735	0.7946515	0.9090389	0.82086796	0.92357767	0.9451457	0.8668918	0.8292179	0.87380314	0.5861765	0.9504781	0.97037584	0.9104769	0.8544657	0.84213185	0.8673679	0.92350096	0.9270341	0.83609134	0.96398026	0.88605076	0.70480126	0.8039664	0.8989525	0.9149694	0.8264267	0.8513195	0.83348805	0.9711932	0.8648267	0.884833	0.9048224	0.8499309	0.88461596	0.92381245	0.77530694	0.9169955	0.9333518	0.8724113	0.82071114	0.8722053	0.86036944	0.71037763	0.7305412	0.77062595	0.8532164	0.82167554	0.88241714	0.714267	0.88928556	0.9009474	0.8360414	0.79356563	0.841054	0.85635495	0.7373301	0.86178136	0.89295924	0.9218286	0.8347829	0.88311225	0.96390593	0.9219955	0.9189614	0.9340253	0.8889373	0.80932647	0.7916376	0.8624872	0.8323952	0.73254716	0.78025717	0.86336386	0.82216865	0.94615185	0.8517575	0.87700856	0.81557477	0.91179544	0.90745157	0.73184687	0.97080046	0.92700815	0.84365094	0.9074352	0.8479829	0.7984568	0.92218924	0.6910078	0.5687738	0.96145403	0.912035	0.9049062	0.71815145	0.8708612	0.9305864	0.84579027	0.8222302	0.8792877	0.8518281	0.9122472	0.89961857	0.8671572	0.8008918	0.77160233	0.714168	0.92971754	0.9299399	0.9178951	0.84125596	0.8448612	0.8115401	0.8845011	0.85378635	0.84015936	0.8781595	0.87255466	0.88658875	0.869888	0.82648957	0.82974434	0.87636936	0.8570749	0.7827861	0.9349866	0.90438366	0.89349234	0.9037212	0.7699968	0.90783274	0.8792207	0.805527	0.930729	0.8495673	0.843429	0.89278626	0.8452468	0.85849935	0.84786487	0.8463055	0.9098087	0.9216405	0.8460882	0.85669136	0.8712394	0.7815443	0.7710217	0.8499378	0.8625119	0.7774471	0.66619647	0.8572669	0.8137555	0.91317326	0.93094206	0.9536058	0.87385917	0.90251493	0.7852161	0.8112899	0.95278573	0.8709126	0.8456967	0.88829887	0.91067183	0.8464037	0.92932254	0.8172293	0.84155697	0.7932044	0.9356376	0.9424884	0.9019048	0.77887684	0.8768346	0.90230274	0.7411459	0.8475598	0.841441	0.8161872	0.8559427	0.8955105	0.850687	0.9345575	0.960963	0.8767899	0.84018266	0.9262847	0.740009	0.9181271	0.7615007	0.8168911
slecht/adj	0.88545954	0.0	0.6684828	0.8382592	0.7517675	0.9284064	0.79204124	0.9258419	0.8719498	0.8937561	0.80573267	0.8937232	0.8851385	0.88731366	0.9037135	0.7401614	0.83922076	0.8289405	0.86923885	0.86357486	0.87594897	0.91261923	0.7283213	0.8445735	0.8578718	0.8437644	0.80265373	0.91818166	0.80297893	0.85137075	0.80003357	0.89982766	0.9043617	0.78658843	0.92055464	0.7105572	0.7475268	0.86930263	0.8755754	0.83353704	0.8833525	0.87174135	0.82354474	0.86546326	0.826785	0.80503166	0.868796	0.84406585	0.8646338	0.6722912	0.91321784	0.8700776	0.6867745	0.86771566	0.8600166	0.8582983	0.78750616	0.8918371	0.84875387	0.9137029	0.8860988	0.8106978	0.85688937	0.8850234	0.8237059	0.85315764	0.82793474	0.8212066	0.7652347	0.8809112	0.6569786	0.7696686	0.7748428	0.8997538	0.85626936	0.87029815	0.68405235	0.78405666	0.92146975	0.76043516	0.74581546	0.8381951	0.8892678	0.91529715	0.8790958	0.7893685	0.8780703	0.8330836	0.89155364	0.7993163	0.90947723	0.86625934	0.85020435	0.81861067	0.8322154	0.82967913	0.86342084	0.7187998	0.86057055	0.7984103	0.7695204	0.7469358	0.7774772	0.8659935	0.883488	0.9559063	0.882949	0.89020944	0.782429	0.849961	0.84505635	0.8279349	0.8515958	0.78985506	0.827288	0.65333796	0.92272305	0.8914207	0.79284257	0.90049124	0.79185814	0.7606842	0.8251197	0.89262426	0.70041186	0.7938864	0.74774957	0.87954855	0.8550804	0.9033594	0.8306845	0.8494022	0.86347556	0.8056401	0.851935	0.8279913	0.82076526	0.72135556	0.82635	0.8678489	0.8995787	0.83970666	0.84098077	0.92073715	0.8399036	0.665473	0.89491147	0.84397006	0.8173295	0.68259954	0.9159768	0.7751904	0.91000897	0.86812127	0.67062163	0.8123369	0.8353882	0.83844984	0.7776487	0.83772564	0.79637784	0.8581723	0.8061836	0.6530008	0.8365127	0.64153445	0.9107957	0.8355578	0.8083769	0.8979546	0.8425934	0.77660847	0.8949065	0.87232596	0.8676371	0.86116755	0.8150409	0.8842112	0.9282003	0.7708407	0.73361623	0.7687888	0.8517021	0.8243845	0.9317683	0.87940335	0.8507917	0.9380586	0.8256602	0.8060479	0.65898925	0.7948608	0.7931819	0.7882253	0.87286174	0.92041755	0.8927537	0.6645835	0.8696877	0.8637451	0.851043	0.83998525	0.8967004	0.7353882	0.8019547	0.8111936	0.8303902	0.8234042	0.74983823	0.8424133	0.75251573	0.8960061	0.849532	0.80646855	0.6877642	0.85241455	0.91815567	0.8718606	0.90877384	0.6726575	0.90511054	0.6281045	0.87823975	0.7881529	0.88117325	0.7290215	0.80812526	0.8199391	0.8931485	0.89460474	0.8353151	0.8730889	0.8278457	0.6604133	0.8844146	0.82627493	0.8712439	0.7849486	0.7394711	0.73403776	0.7260649	0.85498327	0.92443	0.7713663	0.6390319	0.8329264	0.8593338	0.86861813	0.8982965	0.95252496	0.84570956	0.87115604	0.86991334	0.89589864	0.87081075	0.8806254	0.73220384	0.6279539	0.8844278	0.94600964	0.8673314	0.8015074	0.80933034	0.80585676	0.88095903	0.6323409	0.8135139	0.86079085	0.8589616	0.68946695	0.82698363	0.85899866	0.9092482	0.7979802	0.8677386	0.84947854	0.91750616	0.8770784	0.8461417	0.8556933	0.9557766	0.8385308	0.89168787	0.8802322	0.7807596	0.8585351	0.8238442	0.79217935	0.8795949	0.7606603	0.6560451	0.7921648	0.8161481	0.8510944	0.7682073	0.7375357	0.80382526	0.8182584	0.8251067	0.82027066	0.8229718	0.9700652	0.855241	0.89406633	0.94329256	0.93735754	0.93103504	0.79820395	0.849513	0.65786123	0.8422891	0.83501935	0.81080216	0.71377087	0.8465835	0.5860535	0.83792305	0.90387064	0.8744189	0.88218766	0.8533862	0.93186146	0.84550005	0.8560344	0.9173849	0.8244529	0.8235039	0.941509	0.8234319	0.87282526	0.88017005	0.79203665	0.8489949	0.93498546	0.85685647	0.9142597	0.7703806	0.7979135	0.8521694	0.71707076	0.82435924	0.8076457	0.8793161	0.82246584	0.7609086	0.78319883	0.763163	0.61218095	0.87406707	0.8956491	0.77249986	0.7843542	0.7766607	0.77657473	0.8086552	0.8453198	0.8315364	0.7847178	0.848945	0.88158566	0.8868277	0.8383715	0.7274467	0.90915483	0.8260937	0.81208813	0.84184915	0.9001204	0.80206597	0.93741983	0.9211348	0.8695481	0.8223665	0.9085279	0.82901186	0.84358513	0.84014755	0.7198632	0.92173445	0.80832124	0.76062703	0.8542093	0.69791543	0.8647077	0.77282625	0.89797646	0.8997894	0.6285567	0.83881056	0.8434891	0.8705822	0.72336626	0.6411012	0.9042022	0.7356527	0.85674804	0.8500061	0.94426596	0.90443504	0.8929493	0.778424	0.7196622	0.8127318	0.92850244	0.7699586	0.6398885	0.92150366	0.9449785	0.8434868	0.7977066	0.6697998	0.67478716	0.8381853	0.7884697	0.9022556	0.8345901	0.86856425	0.8873663	0.84931993	0.8854256	0.85596895	0.7899987	0.71072435	0.82580626	0.88919765	0.7998532	0.8707495	0.8396037	0.8583733	0.79183143	0.7831207	0.8389965	0.90999365	0.84379846	0.82023174
mag/verb	0.7930671	0.6684828	0.0	0.83167446	0.73584723	0.8334479	0.8443575	0.8317173	0.8639136	0.890955	0.79426235	0.85618854	0.88625216	0.8783664	0.8607331	0.60170394	0.8744019	0.9049597	0.8376935	0.8572563	0.7914333	0.8797401	0.6699064	0.77314246	0.9000004	0.83244276	0.81535995	0.8740345	0.77543056	0.87253773	0.82642674	0.9072118	0.8153392	0.7077739	0.84492564	0.76975	0.83668303	0.8716917	0.7987438	0.8754463	0.81909764	0.83112967	0.9497943	0.8136356	0.8587715	0.64489084	0.81628823	0.8217175	0.84311295	0.7099085	0.8903403	0.85225713	0.74068284	0.8574708	0.84591806	0.82232386	0.80772287	0.85742164	0.8220519	0.859519	0.82172936	0.8387307	0.80082643	0.9318486	0.8485409	0.9222908	0.84511304	0.73277164	0.7857135	0.86349213	0.7252137	0.8540899	0.79958624	0.8046745	0.79349077	0.8699461	0.68314946	0.84002656	0.85527825	0.8111103	0.7815042	0.83582354	0.83593667	0.8631129	0.7692702	0.7277957	0.81934285	0.7727654	0.9372543	0.75454277	0.8546114	0.8924821	0.902199	0.80480546	0.86773103	0.69259316	0.8612112	0.8294282	0.8278405	0.7896396	0.7744949	0.75457203	0.8068355	0.8517988	0.85226464	0.9113347	0.88693637	0.9040978	0.7463755	0.7910205	0.87189907	0.882651	0.7882708	0.8115348	0.81697464	0.7681673	0.85507387	0.85614634	0.6657656	0.9061841	0.90165865	0.6526717	0.83781886	0.7319766	0.6170706	0.7365159	0.66945475	0.85478127	0.83463377	0.90151477	0.8765705	0.8190071	0.79934204	0.70575875	0.86128986	0.7537039	0.8814779	0.6900291	0.8393648	0.8621342	0.87503827	0.7523726	0.81699395	0.9353099	0.83749574	0.71446943	0.83171564	0.8582246	0.77395856	0.6830138	0.8695092	0.82621825	0.9202081	0.81791896	0.6565788	0.76538146	0.8573477	0.89454013	0.8242911	0.8283252	0.71313906	0.85171485	0.6513256	0.6134657	0.8132764	0.6595572	0.8180717	0.74352455	0.9025403	0.8911941	0.8764384	0.78731656	0.8671527	0.86896825	0.8189806	0.84632564	0.88104945	0.87004805	0.8989541	0.75875676	0.78436834	0.91026187	0.7974111	0.82256734	0.92104316	0.82591516	0.88907796	0.95522785	0.77277416	0.62474537	0.64978826	0.8164141	0.74994934	0.7457937	0.8671258	0.85958004	0.845721	0.7617878	0.83331317	0.79708713	0.8271686	0.8905747	0.8878865	0.7343796	0.75320613	0.82518005	0.87333065	0.86019677	0.6565945	0.7508862	0.8714613	0.87144005	0.79598415	0.83667505	0.85256755	0.84500015	0.91639477	0.7639104	0.89470255	0.68600076	0.88655555	0.6649206	0.87169695	0.8042697	0.8528745	0.61227226	0.7569251	0.8237942	0.89493966	0.8738018	0.73413426	0.7996782	0.8098198	0.7481142	0.74079347	0.80202234	0.82249606	0.8242074	0.63445455	0.69162214	0.7058371	0.9021788	0.8193884	0.82726395	0.61112136	0.6815554	0.8987835	0.8663762	0.8004558	0.86748946	0.7661499	0.806678	0.86690986	0.8973713	0.80820185	0.82160896	0.62956136	0.74893105	0.83737516	0.8750602	0.887682	0.73794335	0.7695569	0.81188285	0.78221303	0.59348387	0.7696202	0.8457949	0.7714349	0.569286	0.79815555	0.8232684	0.88575	0.79846704	0.84077436	0.8959285	0.88374346	0.8167889	0.86150753	0.7080766	0.95192236	0.72106636	0.81833947	0.7379801	0.78784347	0.8808535	0.7450234	0.74444914	0.78966105	0.7654689	0.6547209	0.76140916	0.839276	0.83339775	0.5745687	0.76586956	0.8823037	0.7386824	0.8980601	0.81555957	0.8184124	0.9460902	0.92497486	0.8387858	0.8673706	0.8898296	0.86746156	0.7574338	0.8351054	0.70543545	0.7903811	0.82272506	0.82516193	0.696324	0.83948183	0.6978227	0.7908944	0.874501	0.88987553	0.87959284	0.75031674	0.9095622	0.77934223	0.78286135	0.8689099	0.86418873	0.7692378	0.85183996	0.83073103	0.88354325	0.91893625	0.6626445	0.77813137	0.8653152	0.8219928	0.8971408	0.6911537	0.8290302	0.8143017	0.7290791	0.84774953	0.75239205	0.8533213	0.77266455	0.6654638	0.83573806	0.7595682	0.6073602	0.8753201	0.8705543	0.711717	0.770687	0.85102177	0.8195968	0.73591864	0.8992472	0.7795212	0.80935276	0.85551417	0.81915843	0.8957053	0.9011644	0.8138716	0.8277824	0.691169	0.8272189	0.8940442	0.7384726	0.7687282	0.87623906	0.870839	0.86317915	0.80546033	0.78248864	0.8179971	0.8865921	0.85265553	0.62262505	0.87522656	0.79042315	0.8553032	0.81937975	0.81047213	0.9096732	0.89573	0.8632462	0.8871175	0.6362555	0.87078345	0.8645599	0.7970042	0.7805593	0.7600995	0.8594769	0.7798743	0.81930876	0.83585083	0.95079786	0.8403635	0.7622117	0.79089236	0.7224375	0.86250305	0.9469509	0.8365685	0.58954245	0.918752	0.87633574	0.7823819	0.8077211	0.6018342	0.6409917	0.8385753	0.7693927	0.7730602	0.7781246	0.8556856	0.87103623	0.86478573	0.8312546	0.840706	0.8141513	0.7206094	0.82530963	0.81240857	0.8966575	0.91947085	0.85877174	0.81726784	0.64226824	0.8740324	0.7986976	0.9437725	0.86106694	0.78870636
prachtig/adj	0.8559102	0.8382592	0.83167446	0.0	0.6676639	0.9393714	0.9666593	0.8765506	0.8448221	0.91013616	0.89862865	0.8480254	0.9446941	0.6329001	0.79000926	0.72261834	0.8929815	0.739676	0.84305227	0.7163236	0.8289336	0.89885646	0.75139284	0.8372586	0.8776169	0.88572186	0.884041	0.6860942	0.7871245	0.79364973	0.81630063	0.80272835	0.8901225	0.69096303	0.927823	0.6965648	0.78176796	0.8945302	0.8777635	0.7768407	0.85305166	0.90483034	0.8934609	0.82075745	0.9081658	0.82793784	0.7175051	0.88627434	0.6404738	0.7012903	0.90130854	0.88141584	0.78994584	0.77855587	0.87978345	0.87995124	0.76245	0.8031858	0.84398746	0.8566001	0.85214233	0.8091222	0.8190106	0.9745964	0.7528189	0.60949904	0.78606904	0.8553996	0.75165755	0.68893564	0.75416046	0.7534752	0.80394953	0.8438595	0.8502659	0.57028866	0.7589005	0.83217317	0.84107256	0.79723054	0.8695015	0.8322025	0.9199696	0.8578931	0.90539366	0.78988016	0.945088	0.8093191	0.8255944	0.88409805	0.9264579	0.88349783	0.65985173	0.908854	0.60873497	0.86425173	0.91018283	0.8554078	0.76998425	0.7257409	0.8728323	0.6859868	0.68694663	0.6892922	0.8106458	0.9486682	0.89990497	0.9387932	0.84287274	0.7636492	0.8832458	0.9002199	0.88018745	0.68490404	0.54329187	0.73074794	0.88424194	0.93081903	0.8522957	0.8097445	0.8909037	0.8789003	0.934528	0.9205338	0.7448101	0.87886727	0.8853241	0.8685361	0.8906853	0.9361149	0.8884331	0.74411327	0.85210526	0.84583104	0.86822253	0.8103659	0.8043679	0.8535556	0.77438194	0.82663023	0.8987074	0.8226365	0.8008218	0.94630796	0.852612	0.78226525	0.73247814	0.8756493	0.85657054	0.69739914	0.73057705	0.75739574	0.6401734	0.81054676	0.66624355	0.8443739	0.54981756	0.75392365	0.8883881	0.80909085	0.81288683	0.9055326	0.8763729	0.76537293	0.9285267	0.7035159	0.87148315	0.9107282	0.87478024	0.7575923	0.8815561	0.85177636	0.9019233	0.90625894	0.8447279	0.7588709	0.7509222	0.803122	0.8689647	0.7756851	0.8171004	0.8753034	0.8689525	0.88834417	0.93380713	0.9402572	0.96465665	0.9574685	0.8140684	0.8277116	0.72384524	0.7248831	0.754486	0.60881746	0.8942812	0.85554695	0.88349366	0.8735899	0.69082737	0.9218679	0.804548	0.85656565	0.91083705	0.7353215	0.7587359	0.90252924	0.86176574	0.83946073	0.7571974	0.80128884	0.60462207	0.88482624	0.83904314	0.8624845	0.9425991	0.8857136	0.96173525	0.8434792	0.932917	0.760522	0.9274433	0.80243444	0.71203953	0.7525628	0.89141077	0.8013545	0.77619797	0.89759254	0.81976044	0.5684482	0.9069905	0.7650094	0.8249286	0.5810721	0.8724863	0.86137	0.81327903	0.85541177	0.91998446	0.82238847	0.7408508	0.94464576	0.7682408	0.8270226	0.7480768	0.89992976	0.8538828	0.8522439	0.9299214	0.8678381	0.71900856	0.76857966	0.5154433	0.8448026	0.87310314	0.85287946	0.8356377	0.7258295	0.92477345	0.9463514	0.74154425	0.8084489	0.82183206	0.83637536	0.86484635	0.8928432	0.76588845	0.8342735	0.80553985	0.69982064	0.8811502	0.82047534	0.7385266	0.8638389	0.66223997	0.8652972	0.7775893	0.81876695	0.84358215	0.71872115	0.9516663	0.8827787	0.96125627	0.8654715	0.8379272	0.58137155	0.8499981	0.65922	0.8664274	0.7843009	0.86535764	0.83484125	0.60377675	0.91119725	0.83558124	0.77359617	0.8786319	0.80490786	0.8974573	0.7760021	0.79254097	0.91879606	0.79661965	0.9059876	0.9160198	0.80421937	0.8862882	0.9217195	0.8559149	0.844996	0.81373847	0.61807853	0.7158042	0.7337343	0.8013332	0.76361835	0.87791383	0.77484936	0.6207111	0.8375181	0.82595015	0.86546135	0.8453941	0.8435306	0.8708521	0.83536977	0.84681016	0.70767653	0.9053387	0.89474845	0.84153646	0.76773226	0.9358325	0.8716435	0.8675422	0.9090343	0.7398862	0.7474796	0.8419524	0.78303474	0.7456936	0.81838286	0.73693794	0.74382627	0.83708405	0.6728512	0.88658375	0.75329304	0.82227993	0.76955235	0.9405341	0.82253236	0.66606706	0.6785324	0.7917986	0.9151725	0.7436615	0.7355095	0.9643266	0.7657043	0.83956456	0.9348155	0.7884033	0.9160558	0.80592155	0.72243834	0.9011221	0.9154836	0.77452904	0.79574305	0.62727416	0.95558476	0.8412381	0.8362479	0.7519499	0.7897583	0.85051894	0.7838454	0.8947346	0.77630675	0.8061886	0.7351344	0.877087	0.9230897	0.78303635	0.6398181	0.7054285	0.7226052	0.92654365	0.77463883	0.8401127	0.7272445	0.6485008	0.66856277	0.6812128	0.7443855	0.8575257	0.96767825	0.9289675	0.86198586	0.8455174	0.7952768	0.8026731	0.75256956	0.8726629	0.7873764	0.77361304	0.89440703	0.7202297	0.8448179	0.6955874	0.8033565	0.87690645	0.89557767	0.8638129	0.7336961	0.9009613	0.8738775	0.88082254	0.907238	0.8308754	0.8987546	0.835209	0.78563833	0.719036	0.84376466	0.9010866	0.8074064	0.87718093	0.8742963	0.8541947	0.8935427	0.922625	0.5242534	0.8305292
