	bier/noun	orkest_lid/noun	slecht/adj	als/prep	middel/noun	per/prep	lever/verb	wel/adv	derdewereldlanden/noun	medicijn/noun	vrij/adj	scoor/verb	oog/adj	naar/prep	stuk/noun	dankzij/prep	type/noun	generiek/adj	arbeid/noun	dan/comparative	sociaal/adj	factuur/noun	sherry/noun	bijvoorbeeld/adv	die/det	te/comp	Ryanair/name	model/noun	onderwijs/noun	dollar/noun	efficiënt/adj	kleding/noun	en/vg	meestal/adv	ticket/noun	ding/noun	duur/noun	KBC/name	Chanel/name	kan/verb	arbeid_kracht/noun	charme/noun	ergens/adv	verbinding/noun	manier/noun	als/comp	fabriek/noun	tarief/noun	dus/adv	zo/adj	ben/verb	bewering/noun	materiaal/noun	eveneens/adv	start/adj	populist/noun	genees_middel/noun	langer/adv	kunststof/noun	verwerf/verb	mest/noun	misschien/adv	paraplu/noun	dat/det	tong/noun	ander/adj	enig/adj	werk/verb	lening/noun	wil/verb	monotoon/adj	opvang/noun	vliegtuig/noun	pin/verb	heel/adv	fles/noun	subsidie/noun	makelaar/noun	vergeleken/adj	concurrentie/noun	strafschop_doelpunt/noun	vaak/adj	terug_reis/noun	ster_restaurant/noun	euro_cent/noun	1000/num	restaurant/noun	lawaaierig/adj	uit/fixed	20/num	werk/adj	bedrijf/noun	fabrikant/noun	die/pron	produceer/verb	100/num	concurreer/verb	veruit/adv	daarom/pp	vanwege/prep	bus/noun	skeeler/verb	Braziliaans/adj	bar/noun	oplossing/noun	krediet/noun	inwoner/noun	Oxfam/name	defect/adj	of/comp	vlees/noun	vervoer/noun	om/comp	altijd/adv	want/vg	lofzang/noun	woning/noun	exclusief/prep	klein/adj	overigens/adv	toevloed/noun	Eurostar/name	inferieur/adj	luchtvaart_maatschappij/noun	mode/noun	koffie/noun	kop_DIM/noun	nu/adv	China/name	extreem/adj	privé_firma/noun	reis/verb	maaltijd/noun	vind/verb	huis_brand_olie/noun	vlucht/noun	uitgave/noun	het/noun	dus/vg	morbide/adj	rij/verb	kantoor_ruimte/noun	ze/pron	Canada/name	kies/verb	Easyjet/name	bank_garantie/noun	btw/noun	consument/noun	iets/noun	regeling/noun	eenvoudig/adj	toch/adv	formule/noun	prijs/noun	gerecht/noun	bestel/verb	hotel/noun	Amerika/name	zogenaamd/adj	merk/noun	aan/part	sperma/noun	toegepast/adj	ongeveer/adv	flink/adj	lokaal/adj	alternatief/noun	gebruik/verb	gekopieerd/adj	inseminatie/noun	milieuvriendelijk/adj	spul_DIM/noun	merkelijk/adj	blijf/verb	scheep_af/verb	hun/det	devaluatie/noun	zodat/comp	lok/verb	doorzie/verb	strafschop/noun	zoek/adj	reis/noun	rij_auto/verb	heruitgave/noun	slagvaardig/adj	assortiment/noun	honderden/noun	*/tag	dit/noun	tot/prep	bezuinig/verb	zeker/adv	aanzienlijk/adj	gemakkelijk/adj	diesel/noun	schoon/adj	hoe/adj	patiënt/noun	zo'n/det	bewerkt/adj	hooguit/adv	site/noun	gebruik/noun	elders/adv	tot/vg	de/fixed	ook/adv	andere/adv	versie/noun	ongeschoold/adj	internet/verb	water/noun	indien/comp	modificatie/noun	export_product/noun	meng/verb	zal/verb	zo/adv	je/pron	ING/name	Baudouin/name	snel/adj	ondernemer/noun	aangenaam/adj	euro/noun	draadloos/adj	maar/vg	erg/adj	kwaliteit/noun	veelal/adv	niet/adv	scrupule/noun	hout/noun	besta/adj	specialiseer/verb	bovendien/adv	truc/noun	abonnement/noun	winkel/noun	trip/noun	omdat/comp	koop/verb	verantwoord/adj	KPN/name	door/comp	grafiek/noun	waardoor/pp	buitenlands/adj	verkoop/noun	beperking/noun	papier/noun	procent/noun	tweewieler/noun	maak/verb	Iers/adj	pak_DIM/noun	bied_aan/verb	leven_middel/noun	dakloze/noun	productie/noun	lijn_dienst/noun	provincie/noun	wellicht/adv	huur_woning/noun	locatie/noun	monteer/verb	voor/prep	winkelier/noun	gulden/noun	bedrijf_investering/noun	via/prep	bescherm/verb	Brussel/name	riskant/adj	val_uit/verb	waar/adv	juist/adv	uiteindelijk/adj	35/num	huur/verb	beheer/noun	veel/adj	tekort/noun	besta/verb	voorganger/noun	artikel/noun	bus/fixed	goud/noun	word/verb	en/comp	vermogen_beheer/noun	mogelijk/adj	buitenland/noun	rund/noun	nog/adv	hoofdzakelijk/adj	vlag/noun	nou/tag	min/adj	amusement/noun	veilig/adj	BMW/name	uit/part	alles/noun	effectbejag/noun	internet/noun	techniek/noun	lijk/verb	betaal_bij/verb	schrijf_over/verb	product/noun	prullaria/noun	uit/prep	relatief/adj	cent/noun	alleen/adv	stad/noun	lig_om/adj	H&M/name	10/num	Afrikaans/adj	antibioticum/noun	campagne/noun	prijs_daling/noun	goed/adj	teken_film/noun	olie_maatschappij/noun	1,4/num	ton/noun	beperkt/adj	wie/pron	rommel/noun	hout_soort/noun	30/num	vest/noun	makkelijk/adj	grond/noun	Thai/noun	elektriciteit/noun	kool/noun	huisvuil_zak/noun	alleszins/adv	zet_in/verb	boek/verb	brood/noun	aandeel/noun	onderhoud/noun	student/noun	bedenk/verb	echt/adj	appartement/noun	speeltuin/noun	Nederland/name	bied/verb	voordelig/adj	vooral/adv	595/num	spul/noun	aangetrokken/adj	openbaar/adj	duur/adj	kost/verb	bevroren/adj	maak_na/verb	aanmerking/noun	daardoor/pp	gewoon/adj	slot_koers/noun	getekend/adj	kamer/noun	zowel/adv	exploiteer/verb	hier/adv	natuurlijk/adj	Drachten/name	markt/noun	sober/adj	effect/noun	lamp_DIM/noun	lekker/adj	zoek/verb	sigaret/noun	weet/adj	benzine/noun	grondstof/noun	gemeente/noun	een/det	ontwikkel/verb	tientallen/noun	telecom_aandeel/noun	maatschappij/noun	coke/noun	voorzie/verb	Alcatel/name	wij/pron	rij_DIM_huis/noun	fles_DIM/noun	of/vg	ham/noun
bier/noun	0.0	0.8405604	0.83853835	0.7972489	0.8289176	0.6788002	0.64127946	0.88995683	0.8420029	0.6396884	0.86885035	0.9340265	0.892469	0.9155363	0.72132427	0.8623195	0.7248379	0.76803017	0.845729	0.80441153	0.9347489	0.85430264	0.44300425	0.67674416	0.80351114	0.8094982	0.8648293	0.73917896	0.91751486	0.8056684	0.84051824	0.64179325	0.5525512	0.70831096	0.8211839	0.8282642	0.8744178	0.90167594	0.7481899	0.80481637	0.85068643	0.77522427	0.7728917	0.8783819	0.8875247	0.8678499	0.7074691	0.84591144	0.8194307	0.8624477	0.83758825	0.8618347	0.71794116	0.7730911	0.9114705	0.8889855	0.6833117	0.87921846	0.6995436	0.91059464	0.7389439	0.9166038	0.71895367	0.86785346	0.7215911	0.75387377	0.85821784	0.85517997	0.87410814	0.8782164	0.9138911	0.87813705	0.8416574	0.82321775	0.8263679	0.32363057	0.89205885	0.80332243	0.7734829	0.85608816	0.9527511	0.79929507	0.8847108	0.8139703	0.6985785	0.8266511	0.6288214	0.8685245	0.96726066	0.79454356	0.8740872	0.7611052	0.6420501	0.7673757	0.5908224	0.7415423	0.81663644	0.842007	0.8745708	0.9062728	0.86552286	0.94444716	0.78498703	0.49228072	0.93558985	0.8478785	0.84206724	0.7609724	0.9307027	0.8000783	0.50645393	0.7972611	0.8507544	0.87904584	0.846141	0.7661283	0.8631356	0.812077	0.6867012	0.91080034	0.88360286	0.9065563	0.64821297	0.8619552	0.8988485	0.4235531	0.58029646	0.86533105	0.7941402	0.8517548	0.8985887	0.87816244	0.5143551	0.8408518	0.7618284	0.88520503	0.82051444	0.9262337	0.72492087	0.9674082	0.8950773	0.8484627	0.7277764	0.8167534	0.8393779	0.8875847	0.88923895	0.8396288	0.69057196	0.88343126	0.9133128	0.7581905	0.87216777	0.84233737	0.62711096	0.5697251	0.47398013	0.73358095	0.8421962	0.7989378	0.54913545	0.85004234	0.75407636	0.8652675	0.756851	0.73213613	0.6747072	0.84029394	0.7246544	0.86274654	0.8731962	0.73868006	0.7953974	0.8683312	0.8733173	0.80578256	0.7690035	0.8876672	0.7692966	0.83656204	0.91290796	0.9795091	0.91795605	0.83064294	0.75354636	0.89302754	0.91735935	0.5136658	0.68869215	0.8082331	0.8723682	0.87051845	0.8790069	0.8817589	0.7920433	0.85006815	0.7621704	0.7071657	0.8757577	0.8912913	0.7367691	0.6806092	0.69204366	0.8453912	0.7972579	0.79282475	0.8396086	0.9489162	0.7708662	0.7380488	0.8091751	0.9038925	0.8387717	0.5497061	0.8649597	0.94396037	0.68975675	0.57498693	0.89030653	0.8718209	0.76157665	0.87058264	0.83027	0.89078164	0.8477838	0.8253321	0.78487444	0.85987425	0.84976447	0.8473063	0.6586065	0.77373165	0.88239324	0.8840725	0.6025789	0.82287204	0.669773	0.78611505	0.85801876	0.8177341	0.59246325	0.87364656	0.80078703	0.5881821	0.7753728	0.88879454	0.72677815	0.9165009	0.7792071	0.7877377	0.68698454	0.85725594	0.65489	0.83079624	0.8450122	0.87274206	0.7783967	0.4265102	0.6725429	0.54634434	0.81006646	0.6211562	0.90716296	0.87844235	0.87797594	0.8469138	0.82611847	0.8296041	0.81198597	0.7373528	0.77941346	0.9309039	0.81014234	0.8391176	0.9151479	0.8679789	0.89367354	0.7565141	0.82197404	0.8781416	0.8241653	0.889296	0.8785635	0.803989	0.85837364	0.76984537	0.8063781	0.7824054	0.97450775	0.72399765	0.7532033	0.79687494	0.86058164	0.8581888	0.7774747	0.7860677	0.8912544	0.71848094	0.84660214	0.8343341	0.782948	0.7387094	0.832348	0.8032232	0.85711026	0.80514014	0.8797775	0.787182	0.8431144	0.89534473	0.87874717	0.8411271	0.54211575	0.7304871	0.6690342	0.7310566	0.7381674	0.75509614	0.8794606	0.8318963	0.8306051	0.859022	0.7445022	0.68715036	0.857658	0.73834705	0.79184836	0.85848534	0.8362155	0.7749586	0.63509995	0.7950742	0.83755654	0.7195661	0.7679164	0.83229	0.84102124	0.81548786	0.8072909	0.7295667	0.6883607	0.61298156	0.7827494	0.92206025	0.8983335	0.87193805	0.3393839	0.83789635	0.85390663	0.79766214	0.8808291	0.83939284	0.85090685	0.85627973	0.74621314	0.84328884	0.758757	0.7513934	0.84440327	0.541877	0.90862906	0.89854425	0.6040019	0.70475566	0.6307371	0.74919605	0.9592599	0.8293794	0.63685876	0.8581018	0.8900381	0.7563207	0.76575255	0.8296784	0.75853026	0.77637297	0.94564795	0.7110978	0.7979478	0.83166736	0.7416736	0.5021614	0.90068215	0.44115174	0.79795015	0.5863795	0.5631517	0.91517854	0.64950955	0.8513414	0.6725974	0.8298274	0.8852056	0.54175204	0.80006546	0.8573222	0.82578105	0.8907122	0.3259704	0.51827836	0.4698276
orkest_lid/noun	0.8405604	0.0	0.8179391	0.94582856	0.89528406	0.76800054	0.8873711	0.80362105	0.85093284	0.79281026	0.9082499	0.74862254	0.9645671	0.9085255	0.886303	0.89370596	0.9050708	0.91714203	0.89675057	0.63706017	0.87916714	0.90818655	0.87983435	0.82624674	0.846987	0.8697634	0.96831524	0.8647487	0.8119761	0.80581903	0.90561223	0.83740246	0.83197963	0.8624365	0.8635731	0.79815733	0.94329447	0.9300114	0.90856504	0.85399365	0.85549366	0.93835247	0.8481077	0.9254754	0.9305667	0.9006856	0.88910675	0.90528625	0.81251776	0.9116374	0.8186106	0.9632869	0.8626416	0.920733	0.8971282	0.91396844	0.9011982	0.9526459	0.85638654	0.9377207	0.8238554	0.9048919	0.8680439	0.7877453	0.9293418	0.88514346	0.8753846	0.8930826	0.8195754	0.91066587	0.9517048	0.7788038	0.89467436	0.9475795	0.86781436	0.8334007	0.876062	0.9196136	0.9356458	0.81915426	0.9280567	0.817248	0.8525584	0.95517284	0.8656999	0.8376039	0.93437487	0.90428555	0.9232285	0.8301078	0.87794405	0.88641363	0.798868	0.8435407	0.8662981	0.8154392	0.9252026	0.95109683	0.8376142	0.8616514	0.78638035	0.9428499	0.9419298	0.93099236	0.90396726	0.94515586	0.7421352	0.91521263	0.8624078	0.9231778	0.85875076	0.8676752	0.83894026	0.89271855	0.8358948	0.964569	0.80263233	0.886267	0.843905	0.8217145	0.8909058	0.87980664	0.8075032	0.9768134	0.8668885	0.8542502	0.866835	0.7336086	0.89254487	0.90459317	0.8706603	0.90184265	0.839338	0.90327936	0.8721909	0.94393694	0.8907801	0.80393577	0.83315027	0.91872853	0.82545644	0.868021	0.7441846	0.8887297	0.87787175	0.9205319	0.8869476	0.90400183	0.89013624	0.8670686	0.92904526	0.91229075	0.8138486	0.920963	0.8146675	0.9548738	0.84594524	0.9408341	0.89741313	0.92892474	0.8244233	0.9080777	0.83826274	0.9178258	0.7462415	0.8906018	0.8808229	0.93484545	0.9335271	0.82727194	0.9376075	0.8680532	0.8748918	0.8469047	0.881134	0.8432743	0.8254604	0.8826647	0.88111675	0.8278269	0.91648173	0.8653417	0.93344355	0.91158783	0.8734065	0.9067806	0.9253143	0.86797893	0.9208892	0.8443929	0.942022	0.84498686	0.81852174	0.8890055	0.87744236	0.86441636	0.781427	0.83494	0.9301026	0.89817333	0.7585739	0.8773567	0.79942703	0.9427918	0.9573327	0.7845632	0.7515853	0.97147644	0.7322119	0.8083627	0.9470818	0.8888559	0.893044	0.82464004	0.9269594	0.95688057	0.92226446	0.95709693	0.7986604	0.94609296	0.8304523	0.9522906	0.9359087	0.8197232	0.85248286	0.7737058	0.8325013	0.9257343	0.85785854	0.8897589	0.86979204	0.87418175	0.87044203	0.86953044	0.90194917	0.9426142	0.9146616	0.77405393	0.9058471	0.88044167	0.8775697	0.864725	0.87650716	0.8412732	0.8587081	0.95569366	0.8942167	0.8865818	0.84221065	0.94905454	0.8513765	0.9347489	0.87319326	0.82705694	0.8581184	0.9465687	0.97150093	0.76526845	0.9102456	0.81344575	0.8525367	0.90165347	0.93704927	0.93718916	0.9082725	0.79750896	0.9030237	0.8867879	0.89800423	0.880762	0.8154721	0.9612858	0.935407	0.9522572	0.7646272	0.8874718	0.7657023	0.89943177	0.87272394	0.9192684	0.85579145	0.91440195	0.94673365	0.8275182	0.8366935	0.8405965	0.9538042	0.9049184	0.93090504	0.85944235	0.8592826	0.8520104	0.9674299	0.9223599	0.8888872	0.8967889	0.8516715	0.9038983	0.9300358	0.93792105	0.8341944	0.8138747	0.89916074	0.933645	0.8946717	0.9001337	0.8796061	0.9373697	0.92103523	0.9256948	0.877016	0.87088424	0.8308729	0.8704993	0.9209028	0.893653	0.8472408	0.80405414	0.90320545	0.8092573	0.8114447	0.8363961	0.8746402	0.8869897	0.9647031	0.87664145	0.70339525	0.8821105	0.91563785	0.8879485	0.784133	0.88240933	0.90086234	0.86121994	0.8787348	0.85154223	0.8296205	0.85774815	0.9385623	0.92966384	0.8159722	0.8484144	0.8090235	0.78160346	0.87696844	0.94116306	0.8467574	0.87255776	0.93706423	0.8504983	0.9386341	0.89512867	0.9114287	0.9387116	0.86264837	0.88250715	0.78910035	0.8131777	0.9375652	0.8395786	0.853233	0.9190619	0.7846992	0.84106654	0.946398	0.8914897	0.9361321	0.8967788	0.8396731	0.9018105	0.9678996	0.9089509	0.8960835	0.9082135	0.79413265	0.90530217	0.9083241	0.9254329	0.91247606	0.90702623	0.9074615	0.7829904	0.91040593	0.8302326	0.85270166	0.7437484	0.8508438	0.87562907	0.88652015	0.91939986	0.91498363	0.92019105	0.93701786	0.85839856	0.9015471	0.931046	0.80439854	0.97495157	0.8633612	0.8134811	0.8486446
slecht/adj	0.83853835	0.8179391	0.0	0.78108466	0.81357425	0.8706112	0.8023484	0.6838628	0.84840715	0.8319979	0.7797808	0.67413634	0.9638058	0.92568624	0.8038126	0.79306185	0.80529994	0.8838678	0.7647076	0.7241668	0.77704495	0.8501134	0.86740017	0.70752	0.7095135	0.8244947	0.8453798	0.8384284	0.77650136	0.80623865	0.6843393	0.8405095	0.72232544	0.6746658	0.91195333	0.6915354	0.78478676	0.8529391	0.95166117	0.74428725	0.79784167	0.8715967	0.8620775	0.84303105	0.8501061	0.71600854	0.85944325	0.8118714	0.67135876	0.6953707	0.59776115	0.9054066	0.78678715	0.8126081	0.7833177	0.8322804	0.84219384	0.78300935	0.84521854	0.82619387	0.8824542	0.69888103	0.95399266	0.6520288	0.9133036	0.7963002	0.7321935	0.7970904	0.71405697	0.77779263	0.8848511	0.8251225	0.85670507	0.9066868	0.6715671	0.87720656	0.793208	0.7832434	0.83816075	0.75140446	0.9038511	0.5842073	0.9212253	0.9092029	0.88429844	0.8975011	0.95039904	0.8435178	0.73192453	0.8293821	0.6896671	0.7713699	0.87612706	0.7743848	0.8061292	0.8425809	0.8261116	0.7223545	0.71796477	0.68371093	0.88877624	0.9127933	0.918074	0.93611693	0.76763225	0.6975052	0.88564533	0.9283563	0.7781298	0.7937615	0.84896123	0.83292663	0.83844423	0.70544595	0.6656462	0.9028212	0.8320019	0.90161085	0.68353266	0.68128073	0.83806974	0.85918045	0.6437808	0.83924854	0.8771835	0.89405996	0.9366982	0.7159056	0.8839191	0.6722799	0.8524716	0.88410664	0.8849532	0.72596514	0.91047585	0.87736523	0.7823359	0.706416	0.72098744	0.82552344	0.8763737	0.8604661	0.68372655	0.9413158	0.76799613	0.86026895	0.80507827	0.89971936	0.74874145	0.71052516	0.7797698	0.6878718	0.63668084	0.78887856	0.8266549	0.9041731	0.91104066	0.9319941	0.809036	0.82250035	0.8481937	0.8361039	0.7898513	0.87168014	0.86144364	0.72678417	0.81780535	0.78566986	0.80301726	0.82694113	0.8354623	0.7648137	0.8817445	0.763874	0.75008154	0.7974391	0.7441125	0.9064981	0.7503837	0.8463633	0.7987671	0.883008	0.8992924	0.88035023	0.7568853	0.90494764	0.8004365	0.89817894	0.8684491	0.9146292	0.739588	0.9521359	0.75075006	0.68897015	0.6906731	0.5044975	0.8839663	0.8261019	0.76739293	0.82070136	0.7931415	0.8744635	0.81772506	0.8687805	0.8219686	0.7141855	0.9005762	0.7763708	0.6571462	0.822689	0.87466395	0.7971159	0.9026526	0.88409513	0.78420985	0.8638097	0.8820154	0.8773966	0.68382657	0.7526613	0.7097865	0.81129134	0.9572893	0.64934725	0.7636434	0.72845733	0.8500009	0.86702967	0.60122836	0.62970936	0.66395503	0.6873552	0.61170924	0.8976549	0.8466971	0.7413374	0.8265441	0.60239714	0.82817006	0.90917623	0.9072802	0.92265767	0.61767805	0.7861463	0.7797634	0.7926922	0.7375039	0.909483	0.6792335	0.7666149	0.7738602	0.8504528	0.7662004	0.7635207	0.8248689	0.8571661	0.947245	0.9006032	0.7755765	0.87054807	0.87200236	0.8556752	0.93316454	0.83198506	0.683184	0.7712463	0.81605196	0.9013922	0.7416686	0.88670146	0.8070109	0.8194684	0.82832015	0.87791693	0.9025115	0.5349676	0.7566055	0.90282905	0.65502024	0.737218	0.84388816	0.8940381	0.73200876	0.6187079	0.77581847	0.81050223	0.82129526	0.9474059	0.8593803	0.9151101	0.77496123	0.69129103	0.7438419	0.80409825	0.82237613	0.857038	0.6905192	0.78278375	0.9532512	0.86567354	0.57317626	0.8581703	0.7981189	0.9193889	0.79596424	0.7565574	0.74620825	0.82043576	0.8588774	0.67849404	0.8667194	0.8587567	0.7892341	0.89565927	0.9090414	0.6591506	0.87235546	0.62390363	0.907317	0.8785832	0.88423824	0.88598067	0.9200169	0.8717387	0.9035549	0.84129703	0.39420152	0.8778081	0.88000673	0.8265818	0.8568642	0.7334708	0.809373	0.7991607	0.7891688	0.8555881	0.90740865	0.5099458	0.9085276	0.9130862	0.84156895	0.90085196	0.8934174	0.7385384	0.88027596	0.8694702	0.9090977	0.7581297	0.76631093	0.7966842	0.7937243	0.7274303	0.9133456	0.9582305	0.74669707	0.75275874	0.6337333	0.6624079	0.9516823	0.7939385	0.85115844	0.8025016	0.6450881	0.85653216	0.800709	0.8701333	0.7915685	0.65992826	0.68908244	0.86493206	0.86036557	0.9279964	0.8479687	0.861688	0.764148	0.71931386	0.9755038	0.7839675	0.83020437	0.74730694	0.84312636	0.7283336	0.84560984	0.8606489	0.7505894	0.8553309	0.8416773	0.83856714	0.78316844	0.81662416	0.84927624	0.7813238	0.78066635	0.90738314	0.74728256	0.84107906	0.67550266	0.90621114	0.8878563	0.7362539	0.9078403
als/prep	0.7972489	0.94582856	0.78108466	0.0	0.72880363	0.9167174	0.6525308	0.90999615	0.7797639	0.75171685	0.86618173	0.8678388	0.8713644	0.8546941	0.88267356	0.7825292	0.6442606	0.7631732	0.6901331	0.8583485	0.7985619	0.85690594	0.87292993	0.63114774	0.8297276	0.80366695	0.79573244	0.7129964	0.8068001	0.91699624	0.72206545	0.7411948	0.6426842	0.6615995	0.88447857	0.8675806	0.873609	0.8839778	0.8170015	0.8027357	0.75628036	0.851174	0.8978608	0.7904334	0.8182303	0.727125	0.6628324	0.8220371	0.75487703	0.9009386	0.79391766	0.846467	0.7160991	0.7154622	0.7938421	0.8129935	0.75331503	0.69588584	0.75159514	0.79866475	0.8426034	0.8831706	0.84279424	0.90225035	0.9065367	0.6649295	0.72893476	0.7388141	0.8040538	0.7438116	0.9091988	0.82519376	0.7984583	0.8910816	0.8841729	0.8488233	0.82414263	0.8120743	0.76095694	0.7194456	0.9805723	0.6970763	0.8331109	0.9305715	0.9197214	0.92363477	0.82934636	0.78127867	0.7294427	0.9504254	0.726024	0.68399096	0.6865969	0.59347737	0.671251	0.8785279	0.7263435	0.6920844	0.7447909	0.7670891	0.9124341	0.83328557	0.78481936	0.8889398	0.7432855	0.8089371	0.9223552	0.79008603	0.9164337	0.8187018	0.76498854	0.78182375	0.74412173	0.8360493	0.78663284	0.8354369	0.85713595	0.92510766	0.80733395	0.77626824	0.84298337	0.92115164	0.7813077	0.80704355	0.77316654	0.77054965	0.88930804	0.8407204	0.7463768	0.6980077	0.90761995	0.86492693	0.78264797	0.78081363	0.816305	0.80580044	0.8649182	0.9209828	0.74014866	0.8554666	0.93502486	0.8589233	0.87459034	0.8156364	0.703273	0.75336987	0.94777197	0.8939105	0.6984215	0.8290412	0.77139515	0.7655127	0.88392824	0.7901581	0.7264986	0.83011127	0.80033386	0.88453835	0.78216106	0.7640573	0.70187455	0.8344686	0.840042	0.7951473	0.8896569	0.80766445	0.73706245	0.70371294	0.67336214	0.85613537	0.9368322	0.73736095	0.87539464	0.9027101	0.8734533	0.79539776	0.72950053	0.87222457	0.76628584	0.8280394	0.8976351	0.98327047	0.727211	0.86130595	0.8878187	0.918151	0.8454473	0.7632848	0.7809229	0.8966115	0.78075325	0.85998654	0.87593275	0.8805996	0.82448673	0.8048502	0.8606696	0.72565544	0.85854286	0.7751525	0.8538592	0.9013494	0.8080177	0.8291228	0.7130983	0.74274445	0.8831538	0.66097754	0.79472816	0.6562541	0.80244964	0.8128545	0.9087307	0.8131308	0.7521106	0.871456	0.8140079	0.77320826	0.7925096	0.9042036	0.8879503	0.84994304	0.96570265	0.86601496	0.7060716	0.81344587	0.94688356	0.83629215	0.84650594	0.90783	0.66961265	0.6571232	0.85700834	0.8265285	0.7264527	0.7109866	0.7456596	0.655276	0.82139444	0.9186418	0.7994919	0.87480456	0.71578497	0.75758004	0.7693044	0.8999199	0.71764	0.858624	0.741891	0.70227396	0.7886503	0.87095046	0.79087627	0.8668126	0.819571	0.8182695	0.7595931	0.8915786	0.7118343	0.7301134	0.8597323	0.6585328	0.85945594	0.8310018	0.87156796	0.8805981	0.7710883	0.8706484	0.6795557	0.8085217	0.93753576	0.91057354	0.8308543	0.72102	0.8959683	0.8313775	0.9086678	0.7411994	0.7905128	0.8199203	0.88372517	0.8243184	0.8242354	0.826717	0.7476204	0.76682556	0.80438167	0.9127423	0.8620424	0.7992799	0.7658811	0.885431	0.87079823	0.80393165	0.7725786	0.8613781	0.910957	0.74252516	0.8891542	0.9032086	0.7557236	0.8192063	0.8012159	0.8185836	0.92461526	0.9039931	0.90890044	0.7821791	0.729571	0.8264063	0.8043617	0.9425164	0.66939217	0.9038696	0.78211105	0.7055529	0.8857387	0.7377147	0.8534505	0.880373	0.75078994	0.96956956	0.71356004	0.77017283	0.73544943	0.7740462	0.7243974	0.82595223	0.88573396	0.8851714	0.84445894	0.8102592	0.82003665	0.8700347	0.789538	0.9385858	0.8096833	0.7916889	0.8426381	0.822964	0.8357385	0.7303742	0.8809433	0.8995461	0.76547587	0.8167977	0.8014864	0.8357241	0.88443625	0.7731284	0.7614523	0.789858	0.8568938	0.7993819	0.74510115	0.6486076	0.7260015	0.6694578	0.9505982	0.75886524	0.77312994	0.87522745	0.6830843	0.90095556	0.88207	0.80974925	0.8737029	0.72122526	0.81526625	0.9010387	0.8874194	0.891837	0.7894693	0.81520224	0.84482735	0.8415512	0.9273085	0.6281442	0.86886436	0.8048184	0.91098475	0.8305297	0.7069915	0.80423576	0.8990845	0.8046857	0.7030578	0.8716465	0.75691575	0.6389325	0.7767082	0.902814	0.7347242	0.9099885	0.7492461	0.88297796	0.80694425	0.8766555	0.80717576	0.68118304	0.8422816
