	goud/noun	fabrikant/noun	vervanging/noun	diesel/noun	bier/noun	hoe/adj	middel/noun	nog/adv	bus/noun	hoofdzakelijk/adj	vlag/noun	pc/noun	amusement/noun	krediet/noun	medicijn/noun	BMW/name	alles/noun	effectbejag/noun	vrij/adj	internet/noun	techniek/noun	Kinepolis/name	oog/adj	vlees/noun	product/noun	vervoer/noun	om/comp	stuk/noun	woning/noun	type/noun	overigens/adv	arbeid/noun	versie/noun	factuur/noun	luchtvaart_maatschappij/noun	relatief/adj	mode/noun	te/comp	die/det	kop_DIM/noun	zo/adv	antibioticum/noun	extreem/adj	maaltijd/noun	model/noun	onderwijs/noun	dollar/noun	euro/noun	kleding/noun	en/vg	meestal/adv	vlucht/noun	ticket/noun	ding/noun	uitgave/noun	erg/adj	rommel/noun	hout_soort/noun	het/noun	grond/noun	elektriciteit/noun	kantoor_ruimte/noun	kool/noun	kwaliteit/noun	ze/pron	programma/noun	arbeid_kracht/noun	huisvuil_zak/noun	niet/adv	charme/noun	consument/noun	iets/noun	Gill/name	eten/noun	truc/noun	boek/verb	aandeel/noun	abonnement/noun	winkel/noun	trip/noun	tarief/noun	grafiek/noun	zo/adj	echt/adj	formule/noun	appartement/noun	bewering/noun	prijs/noun	populist/noun	genees_middel/noun	stroom/noun	vooral/adv	gerecht/noun	spul/noun	hotel/noun	merk/noun	mest/noun	tweewieler/noun	sperma/noun	pak_DIM/noun	leven_middel/noun	paraplu/noun	Konmar/name	productie/noun	flink/adj	alternatief/noun	lijn_dienst/noun	dat/det	wao/noun	huur_woning/noun	kamer/noun	bel/verb	inseminatie/noun	lening/noun	opvang/noun	spul_DIM/noun	bedrijf_investering/noun	merkelijk/adj	pin/verb	heel/adv	makelaar/noun	devaluatie/noun	strafschop/noun	Brussel/name	Unilever/name	rook/verb	inkoop/noun	reis/noun	rij_auto/verb	lekker/adj	juist/adv	uiteindelijk/adj	strafschop_doelpunt/noun	vaak/adj	technologie/noun	heruitgave/noun	permanent/adj	grondstof/noun	veel/adj	ster_restaurant/noun	telecom_aandeel/noun	maatschappij/noun	coke/noun	was_poeder/noun	wij/pron	rij_DIM_huis/noun	artikel/noun	bedrijf/noun	aanzienlijk/adj	ham/noun
vlucht/noun	0.89129674	0.8780431	0.85840213	0.8674637	0.90548	0.91574824	0.88880247	0.896474	0.7070286	0.80417526	0.8734031	0.87543434	0.89536524	0.85041696	0.85751104	0.8081688	0.88468426	0.9390744	0.884605	0.86034787	0.90639496	0.8605453	0.89781547	0.9044632	0.849727	0.72891617	0.8266368	0.8801056	0.8437872	0.85112286	0.89360654	0.852661	0.8942675	0.87003374	0.65105885	0.84100854	0.9260061	0.79882365	0.84457785	0.89686316	0.8978219	0.89914054	0.83883816	0.8069622	0.883986	0.90663105	0.9028835	0.8954113	0.8704369	0.8149875	0.8111848	0.0	0.8110213	0.9268669	0.8389092	0.91477805	0.86525416	0.95146084	0.97372603	0.8589961	0.8534164	0.8860936	0.88931274	0.9279922	0.8354519	0.863378	0.8431632	0.89452	0.9127319	0.8894892	0.8821502	0.92993605	0.9203761	0.8628683	0.8828678	0.8602754	0.8725908	0.8186102	0.86038315	0.7138054	0.8121449	0.90292245	0.9162097	0.9269924	0.85583305	0.8758658	0.910906	0.88492656	0.91869104	0.8746818	0.8087306	0.86011237	0.8829695	0.8513574	0.75883687	0.8840908	0.86110294	0.86205834	0.8965583	0.85777783	0.86187685	0.8786498	0.8987635	0.78884786	0.86163425	0.8721997	0.69760174	0.9062524	0.8939867	0.8391879	0.85390645	0.8404304	0.935763	0.85548985	0.8249834	0.89325297	0.9214198	0.8899701	0.87405825	0.92160785	0.8730613	0.86956954	0.9111116	0.8155849	0.88925886	0.91086996	0.8415745	0.65856314	0.881046	0.9296554	0.9100369	0.7842987	0.92089975	0.84805715	0.87479746	0.9112574	0.85012025	0.8620135	0.8870318	0.9116405	0.9130107	0.7547263	0.83972734	0.9344687	0.8926337	0.93932146	0.9370609	0.83462125	0.8002532	0.9127523
ticket/noun	0.78363544	0.8409987	0.89523584	0.8441392	0.84124494	0.97124445	0.8642552	0.88640875	0.8174381	0.89552563	0.8869815	0.79521245	0.87974536	0.77572405	0.83524764	0.864743	0.87688303	0.93911105	0.9030611	0.747648	0.9306724	0.80554223	0.9343643	0.90479016	0.7983508	0.81272763	0.85991126	0.8423285	0.8756398	0.91593015	0.88650084	0.88759434	0.8631015	0.7780248	0.820315	0.90499204	0.93538463	0.8258913	0.8654788	0.8797422	0.9456098	0.9078151	0.95747775	0.7756326	0.8648633	0.93981856	0.78554714	0.6881039	0.8306178	0.8737943	0.8689509	0.8110213	0.0	0.9507742	0.85935736	0.9674788	0.87203896	0.94455266	0.9718941	0.8712947	0.86255777	0.87815845	0.9161857	0.9253735	0.85938084	0.8688078	0.8962846	0.7766581	0.91330767	0.9116994	0.8211491	0.9285608	0.9217136	0.87342834	0.9257806	0.8526063	0.80200607	0.509418	0.8089342	0.8273013	0.7936232	0.9009609	0.96806544	0.9333166	0.84704405	0.85490257	0.9404267	0.7369077	0.94580775	0.8171037	0.8659262	0.9269496	0.9033082	0.77784115	0.8167493	0.84061074	0.9141131	0.8989235	0.9273131	0.779213	0.84610087	0.88314277	0.9035519	0.8880901	0.9032123	0.89007366	0.8717484	0.92275	0.9345284	0.8242103	0.8733516	0.8217274	0.9391222	0.7978168	0.8849295	0.8588414	0.97529584	0.935684	0.8547023	0.94899887	0.8326935	0.94178414	0.88821477	0.82802796	0.8742658	0.9506283	0.8905092	0.78147244	0.88766044	0.93545717	0.9621377	0.8657775	0.9462926	0.9136411	0.9022576	0.91598856	0.87346	0.87860394	0.8999535	0.91167253	0.9224335	0.8742544	0.8866626	0.9091265	0.8568194	0.94166887	0.8793984	0.8493877	0.8937131	0.90386796
ding/noun	0.9229538	0.8937382	0.90202236	0.9197169	0.8661734	0.60467017	0.8651515	0.760154	0.9375065	0.8774238	0.932436	0.8559443	0.81773144	0.92078614	0.8681482	0.9129545	0.6102947	0.8634764	0.8491682	0.8856131	0.7709137	0.93492085	0.8339689	0.87267464	0.83046407	0.9265936	0.7706934	0.8118304	0.9463472	0.7702278	0.7934845	0.8792558	0.8835632	0.9103087	0.9413287	0.90051675	0.7872166	0.74102885	0.70972013	0.84975725	0.5736916	0.87271553	0.8304901	0.8608396	0.8237772	0.90247947	0.96913743	0.96775717	0.7893582	0.81951034	0.74895453	0.9268669	0.9507742	0.0	0.89869136	0.70150506	0.78926057	0.8798975	0.6536758	0.9190267	0.9201459	0.93209296	0.9050221	0.86348665	0.62119275	0.84283596	0.91154414	0.9261103	0.6699877	0.80882585	0.83161837	0.47118247	0.93361545	0.7827296	0.75054926	0.94505906	0.9540899	0.92289495	0.88860375	0.840094	0.92915034	0.8494956	0.74415994	0.6666943	0.78671753	0.93935907	0.84833395	0.9221727	0.8768046	0.88512796	0.914135	0.77894306	0.8561717	0.7350326	0.91597503	0.8571116	0.8805715	0.87860394	0.9001333	0.8489921	0.8883064	0.85475224	0.9239709	0.90404683	0.9075372	0.8318181	0.9477145	0.61251116	0.9044048	0.9300029	0.89826745	0.91069764	0.9106774	0.938389	0.9061667	0.772709	0.967451	0.9317749	0.87085277	0.59194094	0.8625039	0.9288215	0.9376389	0.9747513	0.9153726	0.8656758	0.88394034	0.82786256	0.8063714	0.7705499	0.73550195	0.8865451	0.9735248	0.6947081	0.810386	0.9106256	0.91833603	0.8856444	0.69410884	0.9233099	0.94518244	0.8432354	0.9006746	0.94389045	0.6824279	0.86720777	0.8893122	0.914871	0.9213066	0.88198256
uitgave/noun	0.9264734	0.79107714	0.79818106	0.81406844	0.88420194	0.88705873	0.70872486	0.8833463	0.9082731	0.7523469	0.9106179	0.81082296	0.8421977	0.6670172	0.768713	0.8959362	0.880097	0.9284746	0.8601156	0.7759531	0.78500295	0.8406708	0.88645923	0.89615345	0.7267878	0.7249126	0.77793986	0.8314329	0.87599707	0.8595468	0.73990345	0.68576473	0.74421394	0.698776	0.80440694	0.76099193	0.8661127	0.78274846	0.7896094	0.9070532	0.8800702	0.828892	0.85065985	0.81119543	0.794477	0.6808344	0.71716833	0.69795185	0.7990128	0.7620084	0.8186841	0.8389092	0.85935736	0.89869136	0.0	0.88529235	0.8873625	0.89784247	0.9112838	0.901112	0.78648037	0.82283807	0.88368875	0.72766984	0.9027047	0.76452374	0.76926255	0.79893047	0.8712959	0.8891656	0.7306726	0.898455	0.9319667	0.8708046	0.8513682	0.77719253	0.7719248	0.7369013	0.8559983	0.8207572	0.65575683	0.79221815	0.9152172	0.9174068	0.8078831	0.8982516	0.8293654	0.71113575	0.9460938	0.71207446	0.7876869	0.7655894	0.88941205	0.851286	0.8835689	0.82301724	0.8360867	0.91445893	0.90473986	0.8474598	0.7984294	0.90187335	0.87217724	0.6398536	0.7735686	0.8256374	0.87540233	0.81529486	0.7308888	0.7695191	0.8863849	0.9453039	0.93839985	0.6362949	0.7559329	0.8715113	0.77047247	0.8591304	0.867288	0.8884771	0.841998	0.8279261	0.9285264	0.89544374	0.77956843	0.8916915	0.71935695	0.82486534	0.8754992	0.9473376	0.81608766	0.87887007	0.952973	0.8376875	0.7611268	0.72371304	0.8260058	0.7772795	0.85900825	0.92181224	0.86624086	0.8018588	0.9171929	0.9153938	0.8655673	0.9110095	0.7493157	0.7428811	0.66574347	0.90000683
erg/adj	0.93569773	0.88895524	0.8522777	0.88027924	0.86357623	0.6119269	0.861303	0.8180906	0.9552729	0.86199784	0.94584775	0.89419866	0.8079001	0.8887875	0.8690895	0.8980509	0.8128774	0.8614833	0.71621543	0.91088384	0.79996574	0.8984382	0.73623115	0.86994076	0.8497988	0.898789	0.81701607	0.7116217	0.93801636	0.7326645	0.7139975	0.8482069	0.80223155	0.9196286	0.9300446	0.7047386	0.81470406	0.87472236	0.79390866	0.82073	0.4295612	0.8472271	0.6240336	0.8569684	0.803562	0.9149889	0.947413	0.9607507	0.8091638	0.7212457	0.68473583	0.91477805	0.9674788	0.70150506	0.88529235	0.0	0.87656593	0.8610766	0.7032789	0.89730525	0.9262825	0.90897995	0.87677723	0.830262	0.7162101	0.84016085	0.8674222	0.94329345	0.70659375	0.79454684	0.78070307	0.7101632	0.9207649	0.81981623	0.8174075	0.9047028	0.9185847	0.9365369	0.92202955	0.7902957	0.91447103	0.8719224	0.4422201	0.61338234	0.7869203	0.91495216	0.83632857	0.8817233	0.85580647	0.87759775	0.88971853	0.6267228	0.8492317	0.8557286	0.91335404	0.85207903	0.89027464	0.8979959	0.89531064	0.8724268	0.91270584	0.88732	0.8940031	0.87045324	0.8580724	0.8051864	0.9412525	0.72194505	0.8915786	0.91237575	0.89523715	0.9181572	0.91514874	0.9151999	0.89064014	0.8584979	0.93373394	0.8343114	0.8747856	0.3340757	0.85954034	0.90173197	0.9264577	0.9684824	0.87126607	0.87636125	0.9029105	0.8531492	0.800596	0.7338833	0.69389164	0.8670531	0.95505524	0.6436254	0.84003556	0.88886863	0.90671843	0.86084765	0.6005482	0.95118743	0.8898345	0.8576846	0.89324933	0.93879634	0.7366061	0.8707642	0.90466166	0.9066837	0.83085334	0.88634634
rommel/noun	0.86277276	0.8241373	0.8525232	0.8495383	0.75049514	0.88470256	0.8690325	0.8605361	0.8245679	0.8116546	0.8492589	0.8146974	0.8362634	0.9080432	0.8221524	0.8604446	0.77684903	0.91555405	0.8806723	0.8608635	0.8512037	0.90298146	0.8296913	0.7740584	0.77460396	0.8636193	0.8151249	0.77671415	0.8107302	0.83657354	0.8509872	0.8867494	0.872031	0.8503549	0.92077404	0.8864218	0.8477645	0.7892479	0.7825142	0.7651324	0.8517767	0.8133815	0.8671074	0.7963393	0.8278567	0.93838286	0.9236764	0.9239128	0.70327926	0.7170032	0.7655475	0.86525416	0.87203896	0.78926057	0.8873625	0.87656593	0.0	0.8903894	0.8993102	0.7802566	0.8242581	0.8469869	0.77999765	0.8928903	0.72024614	0.87815756	0.8793364	0.7915101	0.8395764	0.8589804	0.82004887	0.8523763	0.92311287	0.71990204	0.8041494	0.9346912	0.9139949	0.875619	0.76210284	0.85448915	0.91261184	0.85047805	0.8788059	0.8295487	0.86366093	0.807803	0.89541996	0.86776423	0.88652825	0.83098453	0.8359338	0.84423524	0.8439156	0.5567173	0.8149191	0.82796574	0.73131883	0.8283446	0.8239487	0.71859515	0.77402633	0.75782603	0.90214217	0.8439913	0.8117109	0.88524806	0.9291239	0.84946823	0.9054577	0.8493156	0.76901907	0.89923173	0.9449316	0.91809493	0.9115252	0.65791166	0.9457522	0.918854	0.86437935	0.8556806	0.8546189	0.92142016	0.9484486	0.9361226	0.8884101	0.83341426	0.8637631	0.8594481	0.8554566	0.7687856	0.86889905	0.86413306	0.95842373	0.79567254	0.8590741	0.9139401	0.854034	0.78782547	0.8005949	0.908208	0.90498847	0.9013302	0.8196048	0.79840744	0.83769184	0.856988	0.88721627	0.8763269	0.8646842	0.79410595
hout_soort/noun	0.8392648	0.8692142	0.8867656	0.86297274	0.8442944	0.9044561	0.866858	0.92423713	0.9655384	0.8741671	0.91158336	0.89089125	0.90451115	0.9144218	0.8344912	0.9156193	0.91360223	0.92047495	0.89592487	0.9177716	0.7901288	0.95348585	0.8730645	0.8246114	0.7834548	0.88029695	0.88303024	0.8162768	0.88929796	0.8221422	0.88131255	0.8763378	0.8580177	0.9380128	0.92050326	0.85143316	0.8647209	0.91150576	0.8749205	0.8754781	0.87099326	0.84556973	0.88303906	0.85372627	0.78165805	0.9260777	0.9450286	0.9638529	0.7648436	0.8062391	0.8321394	0.95146084	0.94455266	0.8798975	0.89784247	0.8610766	0.8903894	0.0	0.92738175	0.8917441	0.88635665	0.890444	0.840726	0.8866457	0.9009572	0.8930086	0.86254805	0.90558743	0.9250201	0.8706684	0.8893692	0.8816593	0.944944	0.882647	0.8811432	0.9461934	0.94433516	0.9060329	0.8931172	0.8857677	0.90130913	0.8757778	0.89221334	0.8993335	0.84021956	0.89592236	0.92263925	0.87515485	0.9358558	0.8291214	0.90262634	0.8702003	0.85449153	0.8178037	0.8981451	0.8060645	0.87152857	0.9021631	0.8960756	0.8982709	0.8547398	0.90289086	0.931492	0.86100304	0.91895753	0.84422004	0.93341464	0.9086392	0.9134003	0.8913593	0.8584837	0.9727557	0.9286316	0.91204274	0.8927519	0.86826503	0.9582592	0.94129807	0.92940474	0.82740235	0.9119607	0.9500544	0.96008307	0.9603607	0.94151473	0.94788855	0.8796409	0.9062142	0.89417374	0.86814976	0.8736227	0.9350424	0.97160894	0.8625761	0.83321935	0.92756885	0.9101257	0.7963259	0.85046524	0.9369263	0.9441266	0.9095555	0.9190877	0.9102201	0.92582387	0.89777994	0.91491026	0.906276	0.9130839	0.8507574
het/noun	0.95356673	0.94552606	0.89550316	0.9361665	0.92879903	0.69707716	0.89632803	0.79996073	0.97753143	0.94265413	0.96225834	0.938211	0.8708061	0.92418844	0.91279465	0.94344884	0.82509506	0.8982486	0.8866112	0.94888884	0.87632406	0.95106816	0.8878956	0.9350661	0.9161905	0.9498202	0.7909651	0.8694639	0.98409796	0.8791913	0.6687976	0.9088505	0.9371097	0.9285483	0.96341777	0.9004231	0.90366596	0.8684334	0.7903358	0.9203632	0.65218234	0.892963	0.8796476	0.9234991	0.90840065	0.9398106	0.9730907	0.97269815	0.9151038	0.915878	0.83221436	0.97372603	0.9718941	0.6536758	0.9112838	0.7032789	0.8993102	0.92738175	0.0	0.9534342	0.9610116	0.9462657	0.945513	0.9075601	0.8316507	0.9210557	0.9089854	0.94939566	0.6738	0.8946279	0.8626195	0.7576483	0.94728285	0.88937974	0.84385425	0.9428403	0.9605757	0.95029265	0.97010744	0.8664588	0.93749654	0.92643106	0.77380705	0.70906985	0.8727782	0.9774354	0.8054124	0.92710423	0.91083336	0.92406595	0.94552815	0.8335398	0.9130672	0.9000613	0.97471374	0.9317578	0.93631196	0.93202496	0.91586095	0.92310715	0.93743694	0.9209904	0.93233657	0.96071976	0.93446803	0.8450994	0.9723699	0.5276321	0.91380316	0.9533526	0.96531695	0.95378774	0.9291846	0.9340622	0.93670416	0.917183	0.9487608	0.95836043	0.8869364	0.7021896	0.92327976	0.92277354	0.92954296	0.9829771	0.9341121	0.8960575	0.9370378	0.9018557	0.8085404	0.86218214	0.72903	0.8797251	0.95742303	0.771062	0.9061419	0.91822386	0.95400906	0.9336409	0.76285076	0.95413005	0.9433631	0.9031066	0.9364768	0.9621993	0.7659947	0.92854327	0.9341756	0.9579333	0.9443008	0.93118554
grond/noun	0.8286353	0.86957544	0.8287466	0.8359546	0.8430266	0.9099407	0.8372993	0.8944605	0.8229828	0.81725353	0.8362462	0.8444842	0.88709426	0.8325026	0.8631364	0.8291386	0.85254383	0.92620325	0.8504528	0.9045141	0.87243557	0.84964955	0.8552495	0.7799019	0.8266336	0.84662557	0.81779945	0.7223667	0.6942879	0.8564116	0.8787805	0.8688916	0.9278591	0.8577655	0.8681313	0.8457705	0.9228093	0.77711713	0.8199939	0.7876698	0.8800338	0.86818194	0.8635907	0.8656809	0.8532481	0.91796887	0.875574	0.8798996	0.80565035	0.7155794	0.819559	0.8589961	0.8712947	0.9190267	0.901112	0.89730525	0.7802566	0.8917441	0.9534342	0.0	0.7858256	0.75759053	0.7650228	0.896214	0.786827	0.9253336	0.8610227	0.8658221	0.9022504	0.89355516	0.8865708	0.9054878	0.9302532	0.84441644	0.85708314	0.9444713	0.8369509	0.8703239	0.7955946	0.9173535	0.8815238	0.90018237	0.8902787	0.9209073	0.8871091	0.724853	0.878507	0.84434444	0.92382306	0.856691	0.8144194	0.88410515	0.89842093	0.7409482	0.7978305	0.87355065	0.72020113	0.8611283	0.8635274	0.82306075	0.82584906	0.7945226	0.91647446	0.8583573	0.81421506	0.84807867	0.9130316	0.9247211	0.88597167	0.7583776	0.75871044	0.94720715	0.92972755	0.8673663	0.8775792	0.8416837	0.9533089	0.9144584	0.88528496	0.89638543	0.8239437	0.9232956	0.89100873	0.93457377	0.8648826	0.91130924	0.90019894	0.9164386	0.8736352	0.84017384	0.89183384	0.83753866	0.9456082	0.8633202	0.85332376	0.9531107	0.81950474	0.75958085	0.8765901	0.94394535	0.915375	0.85368127	0.891799	0.8904561	0.88566285	0.8667649	0.92056865	0.8314324	0.85934955	0.84076756
elektriciteit/noun	0.86992127	0.7279426	0.7761518	0.66943276	0.8067028	0.9168406	0.7809848	0.9218178	0.8082314	0.7855331	0.8979893	0.7245288	0.8622572	0.7679789	0.71941996	0.8164779	0.8706584	0.9507165	0.8611403	0.7516071	0.7724142	0.86357564	0.9022944	0.78348553	0.674556	0.6703707	0.7961911	0.84736574	0.7328188	0.8180984	0.8777706	0.76683736	0.8953946	0.76039946	0.84988225	0.7629553	0.8990377	0.7953515	0.8162958	0.8626682	0.9102416	0.82167083	0.83337045	0.78301454	0.80984414	0.81866944	0.8537367	0.8241784	0.77453226	0.6978091	0.8099177	0.8534164	0.86255777	0.9201459	0.78648037	0.9262825	0.8242581	0.88635665	0.9610116	0.7858256	0.0	0.75706553	0.6951554	0.80987453	0.8533692	0.8796558	0.7665571	0.76212084	0.91392255	0.880196	0.7305753	0.92281395	0.92335355	0.81240284	0.8515836	0.91498685	0.83361995	0.74019355	0.7963304	0.8792161	0.7499305	0.85711384	0.92625034	0.9235902	0.85132647	0.78668493	0.90023863	0.76355517	0.94278544	0.70093894	0.4484653	0.8188845	0.8962581	0.72525233	0.8273742	0.8059322	0.6861341	0.86817944	0.85044676	0.8279114	0.6993097	0.8650397	0.9012474	0.68612874	0.803298	0.7940078	0.8625876	0.89505273	0.8701383	0.7348782	0.77327573	0.8724407	0.9170276	0.80126786	0.82246965	0.86542284	0.8870991	0.8536397	0.8782227	0.9200219	0.8124462	0.8933851	0.93898946	0.89205086	0.832794	0.89802206	0.7073124	0.8846091	0.82362187	0.88636893	0.87047344	0.87765616	0.96669203	0.84459245	0.6874001	0.9273067	0.79443526	0.5958872	0.8450633	0.9414095	0.9193494	0.8161377	0.8435277	0.8230568	0.8837142	0.884985	0.8933041	0.7520824	0.75683546	0.876445
kantoor_ruimte/noun	0.91724765	0.8503371	0.830523	0.8602399	0.8740592	0.9282247	0.7861961	0.90183586	0.8740237	0.8321851	0.89992887	0.79476947	0.8651832	0.7946347	0.837601	0.86897993	0.87077564	0.9307263	0.8761649	0.82473385	0.83834904	0.8365594	0.8678159	0.9167324	0.81677926	0.78988	0.8178632	0.8478581	0.5575527	0.84107816	0.8605269	0.8106886	0.87970775	0.8563667	0.8785903	0.83272815	0.91444075	0.8201185	0.8684718	0.88315904	0.8926518	0.85667205	0.89516973	0.8640665	0.8121189	0.84793353	0.8636828	0.834948	0.8094247	0.7849047	0.84459215	0.8860936	0.87815845	0.93209296	0.82283807	0.90897995	0.8469869	0.890444	0.9462657	0.75759053	0.75706553	0.0	0.8941009	0.8663663	0.87374055	0.8887215	0.76416373	0.8665657	0.90885043	0.8963498	0.8665266	0.93345964	0.9302757	0.8914773	0.8972651	0.90151685	0.85969603	0.8271007	0.63656837	0.8915705	0.84008473	0.8733216	0.8946728	0.93989474	0.8109105	0.53230774	0.91614187	0.83615565	0.95477694	0.8171812	0.8391584	0.8695643	0.9057524	0.7800739	0.6657013	0.8402622	0.85286	0.8871997	0.9015859	0.8744984	0.85322154	0.89767903	0.86541027	0.8101374	0.85670906	0.82538986	0.8671074	0.90371525	0.8693052	0.6243968	0.6195911	0.9090928	0.92261106	0.83817875	0.7720711	0.8679018	0.91547644	0.91048706	0.90741765	0.8857354	0.76692235	0.9210869	0.960961	0.88084215	0.8760935	0.9151188	0.8391478	0.9002609	0.90285355	0.92728424	0.8766469	0.90291196	0.9662823	0.87374485	0.81246185	0.9207289	0.7784863	0.8183369	0.87418693	0.91430503	0.90406907	0.84143865	0.9021951	0.91806394	0.8883447	0.85123944	0.93253803	0.79800373	0.79851985	0.9218778
kool/noun	0.75111455	0.8145803	0.8761232	0.7218469	0.660205	0.8956689	0.86886656	0.8831365	0.8547221	0.7907234	0.8426815	0.8547491	0.8439151	0.87076557	0.80946	0.88203627	0.8401748	0.9258069	0.89035153	0.8854842	0.834895	0.8951186	0.8575309	0.4920894	0.7180669	0.8116242	0.81870884	0.7456707	0.8796146	0.8355139	0.8890697	0.8553385	0.8909019	0.8828988	0.9039532	0.78265375	0.88421696	0.81783295	0.81942225	0.6756439	0.8474618	0.80120456	0.8458823	0.6768187	0.8513197	0.92044103	0.8865741	0.8912276	0.75892997	0.65288424	0.75565183	0.88931274	0.9161857	0.9050221	0.88368875	0.87677723	0.77999765	0.840726	0.945513	0.7650228	0.6951554	0.8941009	0.0	0.86977196	0.7891397	0.9060676	0.84828466	0.80721295	0.9121369	0.8709774	0.8057841	0.8987407	0.9263647	0.63532495	0.8376032	0.92196554	0.8842052	0.88834393	0.8381013	0.8821203	0.87977195	0.87909067	0.88208663	0.8613958	0.86624324	0.8853359	0.8926699	0.79200774	0.9150569	0.8104873	0.74010026	0.84775454	0.7608199	0.7329409	0.8868272	0.8414062	0.6099709	0.89134973	0.8069654	0.6965606	0.69017994	0.8276694	0.8849026	0.7514818	0.7133462	0.82662046	0.9460356	0.9016056	0.90072936	0.88792825	0.8499107	0.9393593	0.9439599	0.9020829	0.92288643	0.82225597	0.921115	0.9040104	0.9045812	0.86184937	0.8780367	0.907292	0.94724053	0.9316088	0.8364014	0.8503033	0.7771741	0.90108746	0.848881	0.663633	0.8692397	0.89530194	0.9640614	0.8661246	0.8317073	0.9407784	0.8863394	0.6386086	0.83320194	0.9133795	0.92118746	0.8810881	0.80344427	0.7662287	0.88960993	0.8948878	0.9351774	0.84709126	0.83788	0.5817423
kwaliteit/noun	0.89574814	0.8010789	0.84245765	0.83225745	0.8480093	0.8337414	0.74212205	0.8728382	0.9489031	0.75522864	0.95130026	0.81707525	0.76195854	0.824837	0.8001305	0.8827963	0.8625104	0.8599676	0.833164	0.8437691	0.6075764	0.8707603	0.8752469	0.8255446	0.67143375	0.74557674	0.7806319	0.8338424	0.90878636	0.7863543	0.7566685	0.7075859	0.8566698	0.85789263	0.8863611	0.7628678	0.7708763	0.78762627	0.75846326	0.89150196	0.84082174	0.8464241	0.8128544	0.8097659	0.7735534	0.66411287	0.90398264	0.9049129	0.7919374	0.6721262	0.77788484	0.9279922	0.9253735	0.86348665	0.72766984	0.830262	0.8928903	0.8866457	0.9075601	0.896214	0.80987453	0.8663663	0.86977196	0.0	0.8586731	0.7932562	0.782357	0.8853008	0.8091812	0.7491725	0.69065666	0.8563708	0.926987	0.8310436	0.83929324	0.89019865	0.86221504	0.8694115	0.8653821	0.8898624	0.79620874	0.8106926	0.88568455	0.8023884	0.7772444	0.9263243	0.8218392	0.71883154	0.9170086	0.75426006	0.8383342	0.6361729	0.8499504	0.86484426	0.9035427	0.76924133	0.83825696	0.8903185	0.84179854	0.8772869	0.77663046	0.90989804	0.86619	0.7271003	0.81602407	0.8078945	0.9301979	0.8018119	0.8453396	0.8267673	0.9086441	0.96294695	0.905072	0.86542064	0.76929027	0.91657156	0.86893034	0.8397607	0.8977426	0.8154568	0.8491991	0.8976042	0.9452588	0.9317287	0.8128464	0.8715517	0.804873	0.9066804	0.8505653	0.87898725	0.6838956	0.856315	0.9709672	0.7825971	0.679727	0.87418455	0.78457576	0.7441273	0.750119	0.8964452	0.91580504	0.7719127	0.9014527	0.85002935	0.7461482	0.90705097	0.8623682	0.8140373	0.7481109	0.86050415
ze/pron	0.8378031	0.80389434	0.84965026	0.8672946	0.78238875	0.62219584	0.8444503	0.7290368	0.76665944	0.8321731	0.809306	0.77615905	0.82045376	0.86536866	0.7895803	0.7674599	0.6415994	0.86544585	0.8436748	0.8182284	0.8042184	0.86202973	0.7836051	0.7741618	0.83625317	0.8842459	0.6159133	0.79322845	0.7972935	0.7597766	0.75493896	0.8539735	0.8842605	0.8088554	0.8560895	0.8741402	0.80772454	0.45423943	0.6427799	0.73340034	0.6066388	0.815418	0.802887	0.7628237	0.80424714	0.88811326	0.91266817	0.91592276	0.7034811	0.6519939	0.63258517	0.8354519	0.85938084	0.62119275	0.9027047	0.7162101	0.72024614	0.9009572	0.8316507	0.786827	0.8533692	0.87374055	0.7891397	0.8586731	0.0	0.881037	0.85897297	0.8582315	0.55699575	0.78322524	0.72847277	0.6294249	0.83862686	0.6725216	0.7318889	0.94949204	0.89995277	0.8549826	0.7828899	0.79286206	0.89466226	0.8518518	0.727685	0.63238883	0.8040247	0.78084147	0.80667293	0.8859942	0.8302029	0.8327174	0.84041375	0.7989752	0.7573525	0.64909035	0.78609407	0.8222572	0.7916249	0.78605235	0.79238623	0.6843932	0.8185826	0.7484414	0.87438303	0.90290254	0.7878452	0.8605664	0.91462106	0.6866368	0.8566887	0.86615753	0.740358	0.7756402	0.88558114	0.8922123	0.85748756	0.7525251	0.9433414	0.89133185	0.824526	0.66429937	0.7423656	0.90700144	0.8903726	0.87945294	0.84011173	0.7500534	0.8499594	0.79143137	0.7398098	0.6706132	0.78593326	0.6878859	0.9382436	0.59748876	0.8244334	0.91455054	0.82661295	0.8551651	0.68473136	0.90844274	0.89922494	0.81799155	0.7813925	0.85680753	0.46800572	0.8618556	0.8793054	0.845081	0.8969819	0.8008348
