	bier/noun	orkest_lid/noun	slecht/adj	middel/noun	ontvanger/noun	lever/verb	wel/adv	Westers/adj	alternatief/adj	maar/adv	derdewereldlanden/noun	medicijn/noun	vrij/adj	kooldioxyde/noun	scoor/verb	oog/adj	dollar_koers/noun	stuk/noun	type/noun	generiek/adj	rijkelijk/adj	arbeid/noun	sociaal/adj	factuur/noun	persoon_wagen/noun	sherry/noun	uitgerust/adj	bijvoorbeeld/adv	reis_bureau/noun	model/noun	onderwijs/noun	dollar/noun	efficiënt/adj	kleding/noun	haal_binnen/verb	meestal/adv	ticket/noun	ding/noun	duur/noun	kan/verb	bouw/verb	arbeid_kracht/noun	charme/noun	ergens/adv	verbinding/noun	manier/noun	binnenlands/adj	fabriek/noun	huis_wijn/noun	tarief/noun	dus/adv	zo/adj	ben/verb	bewering/noun	materiaal/noun	eveneens/adv	start/adj	populist/noun	genees_middel/noun	stroom/noun	langer/adv	kunststof/noun	verwerf/verb	goedkoop/adj	mest/noun	misschien/adv	paraplu/noun	boek_week_geschenk/noun	gemiddeld/adj	auto/noun	tong/noun	ander/adj	enig/adj	wil/verb	werk/verb	lening/noun	bel/verb	monotoon/adj	opvang/noun	vliegtuig/noun	pin/verb	heel/adv	fles/noun	subsidie/noun	makelaar/noun	inkoop/noun	vergeleken/adj	gezin/noun	concurrentie/noun	strafschop_doelpunt/noun	vaak/adj	boek/noun	technologie/noun	opvallend/adj	terug_reis/noun	ster_restaurant/noun	euro_cent/noun	restaurant/noun	lawaaierig/adj	werk/adj	schip/noun	bedrijf/noun	fabrikant/noun	produceer/verb	winkel_centrum/noun	concurreer/verb	veruit/adv	bus/noun	pc/noun	skeeler/verb	Braziliaans/adj	bar/noun	oplossing/noun	krediet/noun	trouwens/adv	inwoner/noun	defect/adj	vlees/noun	vervoer/noun	altijd/adv	lofzang/noun	brandstof/noun	woning/noun	klein/adj	overigens/adv	toevloed/noun	inferieur/adj	luchtvaart_maatschappij/noun	mode/noun	werkgever/noun	koffie/noun	knel/noun	kop_DIM/noun	nu/adv	extreem/adj	privé_firma/noun	reis/verb	maaltijd/noun	vind/verb	paar/noun	huis_brand_olie/noun	vlucht/noun	Chinees/adj	uitgave/noun	het/noun	morbide/adj	rij/verb	kantoor_ruimte/noun	kies/verb	bank_garantie/noun	btw/noun	consument/noun	iets/noun	regeling/noun	rente/noun	eenvoudig/adj	eten/noun	toch/adv	formule/noun	prijs/noun	lui/adj	gerecht/noun	bestel/verb	hotel/noun	zogenaamd/adj	merk/noun	compenseer/verb	sperma/noun	toegepast/adj	ongeveer/adv	flink/adj	lokaal/adj	alternatief/noun	gebruik/verb	toerist/noun	gekopieerd/adj	inseminatie/noun	milieuvriendelijk/adj	onderhoud/verb	merkelijk/adj	spul_DIM/noun	blijf/verb	scheep_af/verb	windstreek/noun	devaluatie/noun	ring/noun	onuitputtelijk/adj	lok/verb	doorzie/verb	strafschop/noun	zoek/adj	illegaal/noun	laag/adj	reis/noun	rij_auto/verb	schadelijk/adj	profiteer/verb	heruitgave/noun	slagvaardig/adj	boer/noun	assortiment/noun	honderden/noun	dit/noun	bezuinig/verb	Europeaan/noun	zeker/adv	lever_op/verb	aanzienlijk/adj	tweedehands/adj	gemakkelijk/adj	diesel/noun	schoon/adj	momenteel/adj	hoe/adj	patiënt/noun	prettig/adj	daar/adv	bewerkt/adj	hooguit/adv	site/noun	schaf_aan/verb	gebruik/noun	elders/adv	ook/adv	andere/adv	degelijk/adj	import/noun	Japans/adj	versie/noun	ongeschoold/adj	super_markt/noun	internet/verb	water/noun	modificatie/noun	inflatie/noun	export_product/noun	schenk/verb	bemand/adj	meng/verb	zal/verb	zo/adv	land/noun	snel/adj	kunstmatig/adj	grens_gemeente/noun	ondernemer/noun	aangenaam/adj	euro/noun	draadloos/adj	overname/noun	introductie/noun	erg/adj	frekwent/adj	kwaliteit/noun	programma/noun	veelal/adv	niet/adv	scrupule/noun	hout/noun	besta/adj	specialiseer/verb	bovendien/adv	truc/noun	abonnement/noun	winkel/noun	behandeling/noun	trip/noun	koop/verb	verantwoord/adj	grafiek/noun	gratis/adj	buitenlands/adj	belachelijk/adj	verkoop/noun	beperking/noun	modern/adj	papier/noun	procent/noun	rechtstreeks/adj	bespaar/verb	tweewieler/noun	maak/verb	Iers/adj	pak_DIM/noun	bied_aan/verb	sentimentaliteit/noun	verkoop/verb	leven_middel/noun	dakloze/noun	productie/noun	lijn_dienst/noun	provincie/noun	wellicht/adv	huur_woning/noun	locatie/noun	monteer/verb	winkelier/noun	gulden/noun	bedrijf_investering/noun	bescherm/verb	huidig/adj	riskant/adj	val_uit/verb	waar/adv	juist/adv	uiteindelijk/adj	plaatselijk/adj	investeer/verb	huur/verb	beheer/noun	veel/adj	tekort/noun	buitenschools/adj	besta/verb	thriller/noun	voorganger/noun	artikel/noun	goud/noun	word/verb	vermogen_beheer/noun	mogelijk/adj	buitenland/noun	rund/noun	leverancier/noun	nog/adv	verwarming/noun	hoofdzakelijk/adj	vlag/noun	min/adj	amusement/noun	gekwalificeerd/adj	veilig/adj	alles/noun	effectbejag/noun	geraak/verb	internet/noun	techniek/noun	lijk/verb	kip/noun	speen/verb	op/adj	betaal_bij/verb	schrijf_over/verb	product/noun	prullaria/noun	zeer/adv	frank/noun	relatief/adj	onderdeel/noun	cent/noun	alleen/adv	stad/noun	lig_om/adj	huishoudelijk/adj	Afrikaans/adj	antibioticum/noun	campagne/noun	behoefte/noun	prijs_daling/noun	goed/adj	teken_film/noun	olie_maatschappij/noun	ton/noun	beperkt/adj	gauw/adj	technologie_aandeel/noun	rommel/noun	hout_soort/noun	vest/noun	makkelijk/adj	grond/noun	Thai/noun	elektriciteit/noun	kool/noun	huisvuil_zak/noun	alleszins/adv	zet_in/verb	boek/verb	brood/noun	aandeel/noun	vlieg_ticket/noun	onderhoud/noun	student/noun	bedenk/verb	echt/adj	uitermate/adv	appartement/noun	speeltuin/noun	bied/verb	voordelig/adj	soms/adv	succes/noun	vooral/adv	spul/noun	keten/noun	aangetrokken/adj	reservoir/noun	openbaar/adj	duur/adj	overstap/noun	vermindering/noun	service/noun	kost/verb	bevroren/adj	maak_na/verb	aanmerking/noun	gewoon/adj	slot_koers/noun	zie_uit/verb	getekend/adj	kamer/noun	zowel/adv	kwartje/noun	exploiteer/verb	bouw_sector/noun	hier/adv	natuurlijk/adj	home/noun	markt/noun	sober/adj	opkomst/noun	effect/noun	lamp_DIM/noun	merk_kleding/noun	zoek/verb	kern_centrale/noun	traditioneel/adj	sigaret/noun	weet/adj	benzine/noun	pas_toe/verb	grondstof/noun	gemeente/noun	ontwikkel/verb	tientallen/noun	liter/noun	telecom_aandeel/noun	maatschappij/noun	coke/noun	voorzie/verb	was_poeder/noun	rij_DIM_huis/noun	fles_DIM/noun	lekker/adj	ham/noun
bier/noun	0.0	0.8477057	0.8420408	0.8328854	0.87274265	0.65280557	0.89783084	0.8134409	0.84425473	0.77642155	0.78632855	0.6304219	0.87745255	0.7741388	0.9398409	0.86414284	0.8219691	0.73421454	0.7614199	0.7520772	0.63324517	0.8415829	0.93126774	0.8445883	0.8462893	0.44700813	0.8111435	0.68072724	0.81331784	0.7166154	0.89187086	0.7825043	0.83454967	0.6415127	0.88052285	0.6905446	0.77394915	0.8492065	0.9043524	0.789441	0.9010058	0.8152008	0.76697934	0.7725375	0.8908993	0.8738588	0.8069534	0.71732223	0.4996379	0.8290281	0.8169865	0.8532729	0.8352299	0.8669757	0.7038385	0.7752339	0.91058254	0.8964222	0.6647537	0.7327066	0.86511	0.7036971	0.9039888	0.5880246	0.70203614	0.92189026	0.71738625	0.94529617	0.7177459	0.78935647	0.7259954	0.78833246	0.8635138	0.8661675	0.8760949	0.87978506	0.87572074	0.9176542	0.9048773	0.8613919	0.80130213	0.8434911	0.31858015	0.8741354	0.7847054	0.67030823	0.78233504	0.8010479	0.79457116	0.93027586	0.78376156	0.77952427	0.8256528	0.8602687	0.8790323	0.7115693	0.66761535	0.6191423	0.88090724	0.89452595	0.8055484	0.7657315	0.68458015	0.6062322	0.81809044	0.7731465	0.8294705	0.86799467	0.78907704	0.94841784	0.76492834	0.5308996	0.919542	0.8028772	0.81173474	0.8303973	0.9381082	0.5142074	0.79018843	0.8765007	0.7929699	0.6055192	0.87214446	0.71610045	0.89031476	0.85184497	0.6791719	0.8355371	0.8763191	0.9164439	0.3751247	0.9115428	0.5732763	0.865238	0.8699281	0.8922987	0.84772295	0.51820725	0.8447953	0.6597473	0.7213967	0.8760835	0.74167717	0.8165536	0.9377081	0.96297836	0.899527	0.88407826	0.80375576	0.89401144	0.78816724	0.6870501	0.883258	0.893281	0.93406475	0.7463845	0.53955686	0.883629	0.8177045	0.6118798	0.7885716	0.5977042	0.4831648	0.7424389	0.819761	0.55186677	0.82038546	0.7735872	0.853243	0.7373156	0.7366204	0.7108791	0.82227945	0.73680454	0.810467	0.8719948	0.8890107	0.7155384	0.8928577	0.85172737	0.76114583	0.8893686	0.82706094	0.8031604	0.8744184	0.7508693	0.80366826	0.8096177	0.9018992	0.89542603	0.89116204	0.89561826	0.83022106	0.8166379	0.7430457	0.81801957	0.8655888	0.846251	0.8715245	0.7411628	0.55066264	0.70696676	0.87964535	0.8765456	0.7050811	0.8757467	0.8381605	0.7863001	0.7753829	0.85503674	0.7204236	0.7386594	0.8316405	0.8857747	0.8929899	0.84567827	0.7447185	0.6603097	0.7223212	0.8417794	0.73637533	0.79218435	0.7931739	0.7662654	0.7439363	0.8256491	0.6804631	0.80710757	0.7745931	0.8622616	0.52664834	0.8349421	0.53691286	0.9338122	0.8384633	0.7038364	0.4779263	0.76021117	0.5897497	0.8836937	0.8682042	0.814008	0.87747926	0.80806077	0.86877155	0.8299551	0.8379914	0.74269515	0.85860145	0.8303645	0.824365	0.8450744	0.90454376	0.6770902	0.82750964	0.7570129	0.89891386	0.8931885	0.6171373	0.8153647	0.68766546	0.7680758	0.8646754	0.78561425	0.630261	0.8818946	0.84383166	0.603446	0.7867805	0.88160634	0.6917415	0.7964787	0.87863415	0.70359015	0.81123936	0.84418154	0.7310227	0.8318007	0.8318445	0.77855384	0.8344505	0.88629043	0.7387241	0.4285344	0.6525892	0.9264315	0.5840347	0.58136606	0.8339615	0.656816	0.88192177	0.9034021	0.88445324	0.83752304	0.8221668	0.8156738	0.7388387	0.7475368	0.9144858	0.82475746	0.91032064	0.87082136	0.89710367	0.7275233	0.79933655	0.8884795	0.71733904	0.8841563	0.8764829	0.88096225	0.783364	0.88671166	0.9103816	0.80492127	0.9141846	0.79570764	0.7841415	0.6937082	0.7439345	0.8720831	0.83869123	0.77966666	0.7811321	0.67189765	0.90049523	0.83697814	0.716199	0.83524984	0.79033303	0.7781742	0.88283426	0.83835673	0.79357296	0.89870024	0.8866089	0.77110076	0.86047655	0.88320667	0.54373574	0.9037386	0.8774363	0.8583154	0.8567426	0.5727008	0.69949734	0.84181607	0.71226174	0.72867405	0.7375605	0.7065288	0.7454474	0.8596879	0.85556537	0.722098	0.7462893	0.7278674	0.8338165	0.8221883	0.70822364	0.7913841	0.8472725	0.83642316	0.6588646	0.7750529	0.6523673	0.8108945	0.7086675	0.7821069	0.84987426	0.8129896	0.7884158	0.7483253	0.7126576	0.61204755	0.72413385	0.93433666	0.90572214	0.87763214	0.36211228	0.81277114	0.77011275	0.86363995	0.8148103	0.86126584	0.84630275	0.8256272	0.85112184	0.8571368	0.84674305	0.7487918	0.83674407	0.9107489	0.7578578	0.56899166	0.64853716	0.90823156	0.7261076	0.8763786	0.6214454	0.866036	0.8597407	0.7034284	0.6817736	0.66570497	0.7812611	0.94441813	0.65598726	0.8697525	0.8479105	0.9031539	0.7665799	0.74239886	0.6526738	0.8379811	0.8938323	0.73839086	0.77173835	0.874522	0.72126615	0.8062831	0.7948055	0.86234075	0.7599586	0.6569542	0.90750104	0.8722361	0.67759657	0.47693783	0.7806952	0.5520395	0.8687846	0.5633935	0.8941502	0.84302247	0.6637048	0.52874434	0.8215587	0.8725351	0.5417055	0.7522771	0.5938244	0.8842324	0.31916964	0.53823626	0.5155658
orkest_lid/noun	0.8477057	0.0	0.8215395	0.8927808	0.9360595	0.88880384	0.80845654	0.85231924	0.93546224	0.8728726	0.858201	0.789334	0.914924	0.85105145	0.76704067	0.9353106	0.8813793	0.87733537	0.8908722	0.9051226	0.9199791	0.89965844	0.86556745	0.91149485	0.9146599	0.87155795	0.93059444	0.8109919	0.9360353	0.8057797	0.8138288	0.8937008	0.87657213	0.8550594	0.94718826	0.8544189	0.9319799	0.8043238	0.9383423	0.86462414	0.9258502	0.8524985	0.95205307	0.85716516	0.9255175	0.9084904	0.9368469	0.8657491	0.88377684	0.918535	0.770532	0.8627474	0.82815075	0.95751816	0.86013657	0.924891	0.91978484	0.92480254	0.89368093	0.8716175	0.96543825	0.8528346	0.9453795	0.78712314	0.87889606	0.9068499	0.85612404	0.94758487	0.84013456	0.8420068	0.9640325	0.88346195	0.87815493	0.9121507	0.9211102	0.8199984	0.8758847	0.93773955	0.80999637	0.8887198	0.9450889	0.84913063	0.8493075	0.9498789	0.9354426	0.88359046	0.9094006	0.91902524	0.8259133	0.9365371	0.82038987	0.95340264	0.8993317	0.8628467	0.8630545	0.9303563	0.89939404	0.90656185	0.9023336	0.92158264	0.9352306	0.87967145	0.7774171	0.8680148	0.9349677	0.90334046	0.9262459	0.84123635	0.9037796	0.94854957	0.9350339	0.92507696	0.87700987	0.93715864	0.81229484	0.84822714	0.8956395	0.86636245	0.86076397	0.8867543	0.96477604	0.8413018	0.7885908	0.83714586	0.78748167	0.91751033	0.8074559	0.9429165	0.84733325	0.9080105	0.8524637	0.94089824	0.86340433	0.7083909	0.9126346	0.86415577	0.86309046	0.8240346	0.8963744	0.83036506	0.84014404	0.94674015	0.9109448	0.89865667	0.7741428	0.9249473	0.88598573	0.8497823	0.8927629	0.9193452	0.92562425	0.8821224	0.8836989	0.9283925	0.91988766	0.8667618	0.8115337	0.7903636	0.8977602	0.84408987	0.919526	0.9416479	0.8817466	0.9108836	0.9421921	0.7805923	0.8801534	0.8494873	0.92341745	0.880988	0.9122518	0.8841429	0.9250872	0.9387209	0.88527215	0.85875005	0.9362826	0.85590714	0.9452898	0.8070285	0.8666368	0.8955511	0.84180874	0.8847663	0.94144803	0.95849925	0.9371692	0.83048576	0.904724	0.9280859	0.9303803	0.93877757	0.78949296	0.9128108	0.8549458	0.8478446	0.9343004	0.92761004	0.92208177	0.9034087	0.8780017	0.92615294	0.9297589	0.86758214	0.88409233	0.9316444	0.9236716	0.86023974	0.877126	0.8536587	0.8337017	0.8300753	0.8096966	0.9005763	0.9396815	0.86669505	0.8332519	0.8717303	0.8726137	0.93413705	0.8814404	0.959194	0.77139384	0.7462697	0.8024584	0.77527404	0.89283794	0.882395	0.90614486	0.90300125	0.91418356	0.9011242	0.8600478	0.9466816	0.9344926	0.88147825	0.88486826	0.9275767	0.95718884	0.792762	0.91115254	0.83491415	0.80957764	0.9115596	0.8653875	0.8702055	0.7589997	0.9244918	0.92041636	0.9710423	0.95734996	0.87164336	0.8221228	0.87636167	0.8586327	0.880701	0.8948438	0.86377025	0.8914286	0.938454	0.9091259	0.76713526	0.8959834	0.8917568	0.88960314	0.9464581	0.8999938	0.8500074	0.8435004	0.91354394	0.8545983	0.93922454	0.8812232	0.8612786	0.9353234	0.9142321	0.8246395	0.89885503	0.94565123	0.92349625	0.90637934	0.93232864	0.95689374	0.7984785	0.8827986	0.92502284	0.8239379	0.8201792	0.90370744	0.8865938	0.9121734	0.94228745	0.9171941	0.8055862	0.89379555	0.88820475	0.90195256	0.9394875	0.937362	0.9598988	0.94740593	0.8879397	0.7848602	0.8846245	0.90190977	0.9305805	0.9700126	0.8791198	0.89776826	0.94307363	0.80683976	0.85746706	0.9095976	0.9005609	0.9583626	0.95084715	0.9411342	0.9599337	0.85646796	0.946784	0.9198065	0.89457726	0.96634215	0.89597416	0.84662795	0.9012351	0.9022005	0.9040675	0.85790426	0.859463	0.8624117	0.89514524	0.90996796	0.9205619	0.9087858	0.9305881	0.925745	0.94054663	0.9418098	0.92085284	0.9311473	0.9397085	0.92718834	0.8445572	0.88004255	0.90126765	0.9184214	0.88072205	0.8879545	0.8930476	0.8334749	0.8787683	0.8037474	0.87790036	0.92317814	0.8910868	0.95287865	0.92042047	0.87696236	0.6854408	0.8584455	0.9320221	0.8763477	0.8832391	0.92843485	0.9038449	0.8523199	0.83592	0.8583915	0.8518471	0.9230815	0.91570854	0.8568848	0.88496774	0.8822936	0.73545164	0.9012497	0.93171823	0.8517811	0.8982191	0.92157257	0.9481408	0.88316184	0.935461	0.89488244	0.936213	0.89793277	0.93810076	0.8823676	0.77583414	0.8668652	0.91771173	0.832174	0.8618655	0.87801003	0.8501009	0.89722985	0.9129692	0.80466163	0.9506961	0.8986808	0.90861756	0.92153704	0.94035476	0.8792561	0.9622957	0.8510592	0.9546531	0.77229947	0.9444834	0.89577717	0.93152857	0.87235415	0.9082845	0.8957994	0.8137907	0.9191066	0.90600896	0.8972846	0.8811412	0.7883001	0.92480123	0.8892244	0.844483	0.9052763	0.86742604	0.78640926	0.8275784	0.8766197	0.77151	0.93935084	0.8589711	0.8732586	0.9113403	0.91384333	0.8914973	0.8452823	0.8934529	0.8881214	0.9155421	0.8281883	0.92404276	0.8864416	0.772248	0.8879117
slecht/adj	0.8420408	0.8215395	0.0	0.8259742	0.8768776	0.7889134	0.71549934	0.7953976	0.8526871	0.750232	0.8762693	0.84335303	0.7937927	0.91681147	0.664974	0.94980484	0.850171	0.8177373	0.8285838	0.8979274	0.8247377	0.80109394	0.80365187	0.85236144	0.9505896	0.8964698	0.8168639	0.70749605	0.87281346	0.8152574	0.82064736	0.81275064	0.69580364	0.8406468	0.8958155	0.6871326	0.93206346	0.7536129	0.76494074	0.7705711	0.8797653	0.84956896	0.89543587	0.89934194	0.8156097	0.8541168	0.86030036	0.84986967	0.7963619	0.8092145	0.65966123	0.7011398	0.62903786	0.8964497	0.7901584	0.7310296	0.8063485	0.81971276	0.84528255	0.8802912	0.81184435	0.8565337	0.8643917	0.63849	0.9188194	0.75313246	0.9497835	0.9746021	0.7359129	0.8630494	0.9256016	0.82638556	0.7528704	0.82467717	0.81906456	0.76835364	0.8706578	0.9059607	0.86227274	0.85357183	0.94109416	0.71017724	0.83609563	0.8375988	0.76024044	0.84054005	0.8140528	0.76967275	0.788375	0.8891797	0.629198	0.8906275	0.80125666	0.6897391	0.91523355	0.8877987	0.87738365	0.88685656	0.82357675	0.7228749	0.8750988	0.77816635	0.8483429	0.8127223	0.9024485	0.83506966	0.73029906	0.8868252	0.81988245	0.9414861	0.9366963	0.90317094	0.8691101	0.7736394	0.7112852	0.9018539	0.8143946	0.8461328	0.8478973	0.7276259	0.87948215	0.84988856	0.80686325	0.700244	0.6634944	0.88206744	0.70529926	0.8282704	0.8686163	0.82643336	0.87187797	0.86833286	0.9459912	0.7293629	0.6713943	0.8553113	0.8743491	0.8701003	0.75340295	0.86431575	0.92047846	0.89340675	0.894332	0.8044821	0.66189003	0.86097616	0.9074136	0.87961423	0.80658984	0.8470384	0.9082162	0.7568568	0.82617176	0.86341846	0.75296915	0.6521641	0.8282374	0.6766702	0.81212664	0.82055235	0.7693828	0.868875	0.8457256	0.8953671	0.83454174	0.8238971	0.80545795	0.8363255	0.8755949	0.8336833	0.72084284	0.8018607	0.8494104	0.82051075	0.8938392	0.8633513	0.8829029	0.7575233	0.79012203	0.79776096	0.88949686	0.7633817	0.84275776	0.914293	0.9123672	0.9032025	0.854399	0.8218415	0.8318264	0.8963613	0.8900324	0.83036613	0.6112996	0.8886502	0.81046396	0.78228784	0.73744804	0.94587517	0.78572553	0.8124208	0.8607169	0.87113166	0.74525476	0.78208375	0.8465268	0.73940253	0.7626241	0.73959094	0.89088506	0.5459789	0.8885605	0.7993449	0.752223	0.7643458	0.8134591	0.7300211	0.8042333	0.8652261	0.83088285	0.8276085	0.89027655	0.8487102	0.77805305	0.6595573	0.81653684	0.622445	0.88988066	0.8152874	0.87074435	0.870426	0.8262681	0.8891077	0.8596754	0.8937322	0.8622253	0.9034908	0.84031326	0.872507	0.8657164	0.7371533	0.7815841	0.86226755	0.6713299	0.8437263	0.8964114	0.79650325	0.6856607	0.83388686	0.8559434	0.8088274	0.864363	0.6572676	0.72886384	0.62498784	0.8855971	0.6933266	0.6981404	0.9111351	0.861518	0.7466263	0.838395	0.5527124	0.8530621	0.9125819	0.899085	0.87280273	0.93872976	0.79680395	0.7637482	0.8704388	0.8427843	0.8003224	0.80516195	0.7687341	0.9038096	0.8034741	0.7753843	0.75446075	0.83402854	0.82736254	0.8386645	0.87860554	0.94908464	0.8840639	0.7453377	0.84386325	0.80387837	0.8501943	0.8786675	0.8565259	0.8935433	0.8531359	0.6902732	0.77206564	0.8728459	0.8485855	0.88189995	0.82210934	0.8460083	0.853742	0.8108938	0.57024795	0.7994822	0.88812053	0.70105857	0.80733865	0.8523262	0.774119	0.8753322	0.76243764	0.6692128	0.8135461	0.8935254	0.8002064	0.90638816	0.8091351	0.92197275	0.9036751	0.80971324	0.7649281	0.83515775	0.8286358	0.9139541	0.8435803	0.73691237	0.7670935	0.7530557	0.9260124	0.6494831	0.858584	0.78606665	0.7984364	0.7806473	0.8216858	0.8062414	0.8231234	0.84146404	0.70675313	0.9148677	0.82117414	0.8845955	0.87298393	0.89636284	0.7954254	0.901284	0.6525085	0.8819721	0.6622049	0.7885946	0.877425	0.7079298	0.8977787	0.87309635	0.83796805	0.9172765	0.87164474	0.894089	0.7846974	0.8688068	0.33048773	0.8799225	0.8624315	0.8733772	0.6894022	0.81337315	0.7642481	0.83493054	0.8250506	0.8610993	0.5579773	0.9213636	0.88979506	0.83636093	0.9171369	0.90766114	0.72955346	0.8211077	0.8661024	0.89313346	0.7608681	0.8714165	0.76754713	0.8168223	0.83914065	0.75734127	0.7872609	0.8842753	0.88915384	0.74183595	0.69178146	0.7202252	0.8492024	0.66027015	0.80573	0.8856279	0.89061624	0.93010896	0.8149863	0.67751217	0.8913215	0.82083714	0.73280215	0.81596607	0.8452816	0.88094586	0.83520794	0.7070925	0.94420356	0.6517903	0.85922885	0.8676629	0.82976794	0.89227545	0.8614131	0.83942616	0.7847527	0.744622	0.93944013	0.7920767	0.7699589	0.7895299	0.75815547	0.8638261	0.84615195	0.85416484	0.8436109	0.79815644	0.88341635	0.7733681	0.8586321	0.9063668	0.8401528	0.85052896	0.81797147	0.84536177	0.88992536	0.765645	0.8137491	0.93400085	0.7826632	0.9238001	0.91921186	0.88166034	0.68773097	0.92635286
