	eind/adv	schielijk/adj	word/verb	belast/adj	regel/noun	haast/adv	stam_nummer/noun	inmiddels/adv	'96/noun	stem/noun	instructie/noun	beslissing/noun	dan/adv	rechtbank/noun	regering/noun	tegendeel/noun	termijn/noun	hoog/adj	ontslag/noun	gisteren/adv	beschuldiging/noun	gevangenis_straf/noun	ongelukkig/adj	december/noun	zitting/noun	alles/noun	federaal/adj	kort/adj	telefoon_gesprek/noun	onteigening/noun	foltering/noun	stellingname/noun	genomen/adj	verboden/adj	internet/noun	wetswijziging/noun	betrokken/adj	veiligheidsmaatregel/noun	desnoods/adv	wapen/noun	getuigenis/noun	woord/noun	ook/adv	ministerie/noun	passage/noun	altijd/adv	historisch/adj	al/adv	bezwaar/noun	overigens/adv	antwoord/noun	staking/noun	kort/adv	probeer/verb	mode/noun	feit/noun	drug/noun	handtekening/noun	echter/adv	vervolgens/adv	uitspraak/noun	gemaakt/adj	vonnis/noun	zet_om/verb	februari/noun	nu/adv	wijzig/verb	stroom_binnen/verb	twee/noun	zal/verb	zondag_avond/noun	contact/noun	bestuur_accoord/noun	brandweer/noun	weekeinde/noun	veroordeling/noun	moment/noun	definitief/adj	publiekelijk/adj	snel/adj	hof/noun	uitdrukkelijk/adj	beklaagd/adj	directeur/noun	overname/noun	schriftelijk/adj	baat/verb	benoemd/adj	bevel/noun	foutief/adj	politiek/adj	anders/adj	uitslag/noun	oordeel/noun	braaf/adj	lijnrechter/noun	laat/adj	ongestraft/adj	woensdag/noun	vroeg/adj	in_vrijheid_stelling/noun	jaar_cijfer/noun	kan/verb	destijds/adv	programma/noun	nooit/adv	niet/adv	moet/verb	voorwaardelijk/adj	gerechtshof/noun	decreet/noun	maandag/noun	weer/adv	voorstel/noun	zuiver/verb	belangrijk/adj	straf_af/verb	functionaris/noun	begin/adv	vandaag/adv	maatregel/noun	wet/noun	half/adj	vernietiging_kamp/noun	vonnis/verb	uitgeweken/adj	versoepeling/noun	verhaal/noun	baseer/verb	dus/adv	tegelijkertijd/adj	2000/noun	bewering/noun	reden/noun	verdachte/noun	verschiet/noun	conflict/noun	meer/adv	stuntelig/adj	1/noun	intussen/adv	heb/verb	laat/verb	afschaffing/noun	ambitie/noun	dergelijk/adj	verkondig/verb	besluit/noun	onder/adv	getuige/noun	inderdaad/adv	gepaard/adj	zaterdag/noun	kamer/noun	of/adv	wil/verb	formeel/adj	september/noun	verklaring/noun	bekentenis/noun	aantijging/noun	jas/verb	1993/noun	opvolger/noun	onlangs/adv	belofte/noun	federatie/noun	referendum/noun	vorig/adj	schort_op/verb	nieuws/noun	vrijlating/noun	meld/verb	oorspronkelijk/adj	scheidsrechter/noun	valreep/noun	vals/adj	keer/noun	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	blokkeer/verb	bron/noun	plan/noun	schorsing/noun	rijs/verb	pers/noun	uitstel/noun	eerder/adj	benoeming/noun	sta_toe/verb	1973/noun	beroep_commissie/noun	invoering/noun	refs/noun	week/noun	Amerikaans/adj	maal/noun	gemeente/noun	eventueel/adj	arrest/noun	stel_in/verb	gepubliceerd/adj	2001/noun	augustus/noun	dring_aan/verb	patent/noun	richtlijn/noun	onmiddellijk/adj	iets/adv	amnestie_wet/noun	democratisch/adj	gesteld/adj	bond/noun	deels/adv	overtuiging/noun	haastig/adj	voorganger/noun	raad/noun	fatwa/noun	schip/noun	vergeefs/adj	vluchteling/noun
eind/adv	0.0	0.783201	0.573943	0.9428691	0.9352462	0.97474927	0.78332824	0.9255993	0.35080582	0.9383814	0.96652186	0.79467505	0.8850887	0.75278705	0.76359546	0.9606552	0.88269275	0.9413652	0.6912111	0.8131151	0.9348625	0.8662367	0.8951381	0.34171647	0.71854925	0.95601046	0.749713	0.95020705	0.92383224	0.818203	0.9560261	0.92230517	0.8676746	0.95217127	0.9429223	0.7699163	0.8943047	0.87839043	0.8536761	0.9214205	0.96754533	0.95887953	0.9298408	0.9148008	0.94487286	0.9527985	0.916884	0.6433941	0.9046734	0.91505855	0.9268762	0.6909128	0.8208494	0.94437486	0.99987787	0.8036393	0.9107252	0.8527632	0.8701455	0.9255908	0.7582241	0.8895987	0.67965084	0.822499	0.3858177	0.8611193	0.84153587	0.9181682	0.9227042	0.70916986	0.822588	0.9387954	0.7907713	0.97342986	0.7139349	0.75848657	0.96809787	0.6238251	0.90371746	0.9233117	0.77243376	0.86346895	0.7584722	0.88376164	0.79268956	0.8139739	0.94198847	0.850226	0.89797026	0.9383732	0.9082919	0.9351347	0.8785938	0.8248895	0.98166823	0.8962779	0.8583408	0.9528497	0.56538934	0.90333277	0.8924181	0.636348	0.9537655	0.89081216	0.8683593	0.9671772	0.96300906	0.8274406	0.82529587	0.7585596	0.68442094	0.5935399	0.92579	0.8132493	0.8652781	0.91990256	0.94701684	0.94449675	0.11145806	0.816516	0.88173413	0.84187365	0.9683077	0.9635964	0.5786147	0.9155242	0.9091724	0.96750075	0.90067846	0.918513	0.92399246	0.28326458	0.9440973	0.87493044	0.91386396	0.8333068	0.91105646	0.98174834	0.93307173	0.32039273	0.8022421	0.90985036	0.91915023	0.8934716	0.9369718	0.8891443	0.8827301	0.79099673	0.96606517	0.9103186	0.89052224	0.9152671	0.57811564	0.91357106	0.94688267	0.8929755	0.833394	0.34163272	0.93813753	0.91435176	0.94622564	0.9268779	0.4102347	0.87218106	0.89052737	0.8746067	0.90474516	0.76949006	0.43682706	0.61409557	0.90822756	0.8562858	0.7988248	0.8440831	0.9209671	0.8628983	0.9780135	0.84146947	0.89470685	0.79885507	0.5760037	0.8022388	0.86357546	0.9560847	0.77843845	0.82898366	0.8747849	0.8872961	0.7199627	0.8531014	0.8313718	0.89381534	0.5673965	0.90816754	0.8044721	0.8543496	0.61472255	0.9001707	0.84703285	0.8830995	0.80659646	0.71329504	0.7779015	0.7105998	0.32933527	0.3575263	0.86378205	0.8628142	0.87589204	0.8620863	0.96827716	0.6990237	0.88951236	0.92727435	0.8323992	0.9050642	0.86986667	0.9298492	0.8411912	0.8525471	0.83462036	0.870263	0.85670656	0.97446394
schielijk/adj	0.783201	0.0	0.7827146	0.82924837	0.97440004	0.8905051	0.96997637	0.8347046	0.8800425	0.9198927	0.81653696	0.94061595	0.88030946	0.8506932	0.84423894	0.8814788	0.9433985	0.9186039	0.7786665	0.7810652	0.93421185	0.9538786	0.88082916	0.788231	0.87562394	0.9101475	0.86087644	0.7825764	0.8868908	0.9022184	0.91852283	0.9096827	0.87502414	0.8912973	0.83603334	0.87849903	0.8484658	0.912307	0.8358662	0.9292694	0.9217295	0.89063424	0.8618548	0.9022978	0.8851542	0.86674154	0.8969698	0.76858294	0.92632806	0.8986606	0.9440063	0.809352	0.7669071	0.8554036	0.91424376	0.9562734	0.9427794	0.8670056	0.91276646	0.7944076	0.9239766	0.80921763	0.9136933	0.8162469	0.7973548	0.8958983	0.87522286	0.7433252	0.83248496	0.82822764	0.73921514	0.89452165	0.7863336	0.9021454	0.709046	0.8966269	0.9599206	0.8151598	0.6866828	0.84465694	0.836381	0.83243257	0.89510536	0.7873551	0.9177254	0.6489168	0.9150134	0.8010123	0.8354978	0.88702303	0.85117763	0.8811966	0.9266335	0.92113775	0.8147111	0.9857302	0.82571775	0.90092427	0.8082139	0.9467895	0.89505196	0.8111102	0.9063253	0.86258245	0.8177531	0.804655	0.9157436	0.8449935	0.91740286	0.83167654	0.91531175	0.80491394	0.8334366	0.89834875	0.9304851	0.94837415	0.897913	0.8126482	0.80728596	0.80458355	0.9437438	0.9421121	0.86931616	0.75062513	0.89750385	0.80141467	0.909339	0.8745633	0.8383292	0.91972274	0.85558593	0.8383896	0.9436909	0.8836595	0.8695475	0.87562704	0.8882215	0.88260406	0.82992065	0.84221876	0.8812662	0.813406	0.84548986	0.96007	0.98353165	0.84794897	0.75634986	0.8963115	0.86195236	0.83547986	0.900923	0.89836985	0.83870953	0.98971117	0.9376385	0.89887524	0.75290334	0.77891636	0.8978447	0.8932376	0.9027261	0.8599758	0.8502431	0.8417422	0.82776654	0.829943	0.97572285	0.85172033	0.83962584	0.8079416	0.75966084	0.8426223	0.74029964	0.8613806	0.97759676	0.83785903	0.8073338	0.85961974	0.93446946	0.92896926	0.7686957	0.7587134	0.9152914	0.77667	0.887587	0.8976613	0.7734402	0.8034192	0.92687464	0.8025979	0.816662	0.9205905	0.7479	0.853413	0.9241712	0.87749237	0.71522677	0.79605126	0.9118424	0.9357014	0.8633309	0.8601646	0.880956	0.76549715	0.8475946	0.770501	0.84366876	0.8665431	0.96093196	0.7747865	0.8842146	0.8875832	0.9619359	0.868309	0.84480095	0.9189736	0.988115	0.74518013	0.7632216	0.8358515	0.8771075	0.7811499	0.7948064	0.84950495
word/verb	0.573943	0.7827146	0.0	0.8353327	0.6685091	0.70104706	0.8071812	0.64403784	0.6773962	0.88696724	0.6754169	0.65602076	0.7228345	0.662086	0.60394204	0.8627497	0.7160226	0.9052399	0.57727355	0.7273456	0.6832185	0.7553663	0.8043795	0.59536767	0.6726574	0.793259	0.6749123	0.7999172	0.6981399	0.7463028	0.7949206	0.69800377	0.5792477	0.76107377	0.7980776	0.5620985	0.75329006	0.7254212	0.6178788	0.74006283	0.73374546	0.7058773	0.7470182	0.75019073	0.85377824	0.87715596	0.816462	0.69076574	0.7980234	0.69335246	0.70891523	0.6222179	0.6138292	0.7625684	0.9332204	0.73252964	0.7754132	0.7385621	0.6548253	0.57915974	0.68207943	0.66234493	0.57296216	0.63891673	0.6088498	0.7242782	0.6342687	0.75178957	0.7700575	0.48814118	0.6923968	0.70449567	0.7792379	0.70354897	0.73522425	0.60545	0.888181	0.60849684	0.7602144	0.685325	0.6589024	0.74411464	0.69549906	0.8428509	0.7092284	0.72546136	0.7149341	0.7858573	0.65731925	0.6523684	0.79074836	0.8025324	0.7102796	0.67520076	0.9222368	0.78018224	0.70728123	0.64676857	0.6968246	0.7893213	0.6812341	0.6632152	0.69069105	0.7539891	0.7483187	0.8158532	0.78865135	0.50026214	0.73629814	0.6626468	0.5543449	0.66398686	0.6776494	0.68038535	0.7117148	0.8566295	0.76160103	0.7683922	0.6109028	0.7837849	0.67455715	0.57223636	0.828518	0.9318718	0.6361247	0.81740755	0.71280503	0.85175896	0.7694559	0.6943683	0.78413385	0.65246767	0.6837455	0.76523805	0.7167176	0.83480155	0.85493267	0.89547026	0.6782975	0.6110931	0.72945845	0.7383554	0.6845281	0.7365653	0.7767929	0.72286713	0.7808159	0.60135484	0.8539984	0.7471745	0.7504537	0.7991358	0.76231897	0.87145984	0.77879536	0.67098814	0.6371677	0.5728799	0.6988752	0.7138023	0.7259398	0.83184266	0.5894842	0.7947183	0.7697121	0.72834337	0.7972416	0.7066552	0.63312817	0.59797645	0.736688	0.6550468	0.60320544	0.73865104	0.7578472	0.73194337	0.791774	0.75819314	0.7785474	0.74355876	0.68463385	0.74500144	0.6702049	0.86991394	0.6158346	0.72436213	0.72016263	0.75229424	0.6689589	0.76455736	0.7151326	0.7158948	0.6470793	0.8172115	0.6400742	0.86205316	0.68033934	0.82251316	0.7585123	0.688147	0.6458144	0.6465118	0.6829531	0.68012536	0.62381566	0.6003033	0.68580675	0.78517777	0.6267494	0.5695623	0.819733	0.6728603	0.7548503	0.77033377	0.7273924	0.7405178	0.87109184	0.73866785	0.76330274	0.72395	0.7948007	0.8014022	0.8397174	0.8573836
belast/adj	0.9428691	0.82924837	0.8353327	0.0	0.88877076	0.8959551	0.92798793	0.68754524	0.9062519	0.9566539	0.7373316	0.8178961	0.9662447	0.6272863	0.7817857	0.5791073	0.88476276	0.7536104	0.8938163	0.58533764	0.5377079	0.76008093	0.9035606	0.92336065	0.57740855	0.990218	0.7886743	0.7684744	0.7455473	0.790796	0.5021357	0.84202945	0.86931515	0.73583317	0.8674141	0.80315995	0.4870128	0.8705596	0.7719507	0.8753172	0.5410112	0.819035	0.9043056	0.6701224	0.7213649	0.9227935	0.6783664	0.92454916	0.6668638	0.75445825	0.8225697	0.940827	0.67111325	0.8263556	0.93171716	0.57509685	0.7992675	0.77315366	0.68161136	0.8597127	0.76448476	0.84905	0.70490277	0.85039043	0.93277323	0.9424156	0.8129426	0.87046313	0.7460059	0.82871324	0.74694026	0.69767064	0.93877	0.9627317	0.8100218	0.6675594	0.9101119	0.8545982	0.6254821	0.91266453	0.5349245	0.72174394	0.5559909	0.91489863	0.9051737	0.51186025	0.977548	0.81318897	0.6922692	0.72184265	0.811943	0.9302276	0.8908115	0.8146949	0.9247738	0.9298315	0.85358155	0.8240912	0.90079856	0.8640469	0.8372315	0.9478986	0.89031094	0.57663995	0.9236893	0.8908755	0.9192077	0.89726967	0.8055236	0.67382175	0.8460815	0.8569758	0.9524122	0.85097086	0.7504126	0.6953894	0.9542116	0.6727632	0.8949668	0.8196314	0.8813099	0.83898944	0.9516633	0.76021266	0.801978	0.9306657	0.9078036	0.7912918	0.43844855	0.94306767	0.85104716	0.9333687	0.55467284	0.8934001	0.45838213	0.95766366	0.89107215	0.90158445	0.87943256	0.9488456	0.7060343	0.69546247	0.82156646	0.8777703	0.8561657	0.61625916	0.7764678	0.80284077	0.7236072	0.39391	0.83862674	0.7767015	0.98487335	0.88218254	0.86110693	0.90615165	0.54729635	0.9478301	0.4968384	0.57167745	0.6048597	0.8633774	0.89497536	0.9345473	0.7641061	0.78844845	0.88027287	0.88178307	0.9317406	0.81070197	0.9630764	0.75096923	0.7064394	0.8258192	0.9724431	0.8858137	0.42472488	0.981361	0.78374654	0.9077611	0.86025155	0.9482945	0.8505133	0.65042233	0.8456135	0.92897576	0.8204492	0.6924217	0.8208488	0.67363304	0.816076	0.78577936	0.8221167	0.87397534	0.92287576	0.87301165	0.93069416	0.66023326	0.92686456	0.8340931	0.74304974	0.6508951	0.71541524	0.71798486	0.9029803	0.97331977	0.7548528	0.92963386	0.8228377	0.73809874	0.96248305	0.90611714	0.8616052	0.7075536	0.857746	0.7267926	0.89792275	0.8272757	0.9461801	0.8740647	0.9336872	0.86586165	0.82474047	0.7349186
regel/noun	0.9352462	0.97440004	0.6685091	0.88877076	0.0	0.9098461	0.96474534	0.7993928	0.9399304	0.9059843	0.6336963	0.7272208	0.9077446	0.87736833	0.6147822	0.8384171	0.64676607	0.90167326	0.84797	0.8314407	0.7505001	0.8897665	0.8430339	0.89419854	0.87072754	0.8096162	0.72108716	0.930464	0.8487588	0.8666476	0.7915889	0.7766325	0.8132552	0.65729964	0.8522105	0.67253447	0.8550702	0.7251706	0.73938215	0.84450364	0.89335865	0.90654504	0.8758677	0.68774056	0.82253635	0.80634254	0.9404939	0.91820353	0.7213537	0.72491264	0.7990288	0.7772251	0.8475257	0.8839664	0.968603	0.85115826	0.86779773	0.72960615	0.68018496	0.82966286	0.77898514	0.69755036	0.77016747	0.67191726	0.9213482	0.7878418	0.5547247	0.90121365	0.9508056	0.6877517	0.9437577	0.8258908	0.8767698	0.91423994	0.90060174	0.7587534	0.9194304	0.82261205	0.8645477	0.87287873	0.8046744	0.66803974	0.90590525	0.9381049	0.8734402	0.7848395	0.8517089	0.857767	0.7786564	0.82559484	0.8318584	0.8863656	0.8735635	0.8006761	0.83357614	0.91013145	0.93767345	0.76284885	0.9263347	0.9106175	0.6050527	0.93627405	0.8007538	0.81099576	0.85074383	0.8227965	0.72830087	0.604714	0.7749719	0.8904614	0.48915303	0.9179797	0.8936876	0.5556539	0.7777685	0.90846205	0.8959996	0.842757	0.94330066	0.86848414	0.55957043	0.2782756	0.875108	0.9946646	0.9406144	0.9492971	0.49046928	0.91466445	0.7905222	0.77540743	0.7062954	0.9092275	0.80775017	0.77881825	0.81490153	0.94567883	0.9196225	0.9155018	0.8333259	0.80314237	0.835747	0.81155026	0.81674737	0.52789843	0.84579086	0.65896165	0.8526899	0.54062724	0.75141287	0.8932777	0.7561845	0.73496747	0.95715994	0.80565095	0.8274363	0.71032095	0.64695525	0.95179766	0.81237924	0.8718642	0.73773247	0.89582556	0.7462752	0.95174205	0.82448214	0.75972414	0.5789651	0.6149813	0.91492414	0.7019806	0.9626216	0.84889394	0.89820874	0.7489542	0.8417365	0.8714473	0.8951861	0.91127264	0.93435776	0.86392474	0.9529186	0.919249	0.6828822	0.9124305	0.75459826	0.8277054	0.8113261	0.85775465	0.7543553	0.7785624	0.8422828	0.45359135	0.7369548	0.8625263	0.5641553	0.893269	0.9305961	0.8335763	0.8773776	0.64208555	0.7196788	0.82571566	0.6466422	0.8530375	0.90387625	0.9523798	0.630813	0.7714138	0.35395527	0.7764763	0.8416306	0.9281579	0.67772317	0.59417796	0.6529311	0.86897427	0.8666242	0.85634035	0.8838977	0.80737793	0.77205646	0.9270279	0.8882879	0.90648717
haast/adv	0.97474927	0.8905051	0.70104706	0.8959551	0.9098461	0.0	0.92617065	0.84008086	0.971534	0.8413016	0.8677546	0.90901726	0.71442866	0.9180584	0.84548306	0.78964853	0.933099	0.9585909	0.8243461	0.9314775	0.85929906	0.94809085	0.85742927	0.97882235	0.8996234	0.6565689	0.9184984	0.86706877	0.8084299	0.8807183	0.82793134	0.7622284	0.8772362	0.85145706	0.7892025	0.9444287	0.8643098	0.8835588	0.8701037	0.8748531	0.8314041	0.63180435	0.80647355	0.95897126	0.8216942	0.70100063	0.78684175	0.89368093	0.8853126	0.7254871	0.7772629	0.9111767	0.82396173	0.8560517	0.8489653	0.8174379	0.88241476	0.83456707	0.7101648	0.6947124	0.81540114	0.7404671	0.86315006	0.84777814	0.9818817	0.7501727	0.7331047	0.8882402	0.9152019	0.61536723	0.950636	0.77594256	0.94766283	0.8438286	0.9294631	0.904849	0.9043999	0.89088994	0.74986565	0.8665816	0.87564075	0.912036	0.90219593	0.9783089	0.97386223	0.9075987	0.7880506	0.97248363	0.78126144	0.77620375	0.82906044	0.62441564	0.8898481	0.8965856	0.9020267	0.9083289	0.80593824	0.75574803	0.9443787	0.71141076	0.8641201	0.94097733	0.5630071	0.8200644	0.893804	0.65098166	0.6159347	0.7585108	0.9591371	0.95496297	0.8998211	0.9242711	0.6473965	0.89458084	0.9064022	0.897681	0.83953565	0.86766446	0.90613663	0.8935354	0.90143925	0.8820101	0.79176843	0.93876797	0.9440338	0.9201407	0.9596408	0.75423956	0.86511266	0.5937928	0.76623523	0.97526073	0.8219461	0.8632121	0.86794394	0.9391863	0.7667153	0.8149691	0.8313568	0.9788556	0.8473226	0.7775179	0.6642041	0.8781862	0.8427113	0.7132937	0.7172846	0.91769266	0.7096571	0.84074813	0.7934058	0.7590611	0.9874527	0.9889778	0.72344244	0.8488924	0.87962097	0.9265038	0.82832277	0.8085111	0.8048966	0.94120204	0.9756174	0.85007495	0.87454695	0.73946524	0.97794807	0.9173842	0.90681636	0.88291454	0.74319494	0.86014605	0.8075471	0.8576768	0.851328	0.8678249	0.88097954	0.9179392	0.9041653	0.88082385	0.97201973	0.86045367	0.85237205	0.9277695	0.8628503	0.9112749	0.7859886	0.70559394	0.93096775	0.7467418	0.93994737	0.7518391	0.9802171	0.97306067	0.92858773	0.90717477	0.9274649	0.9082915	0.8784469	0.9267456	0.8868631	0.91536975	0.85384905	0.86499256	0.8976426	0.93415695	0.881634	0.9003825	0.9463797	0.8152079	0.80143374	0.8824244	0.86228955	0.8542631	0.9467657	0.90754694	0.75907195	0.9325936	0.76445305	0.892737	0.8096114	0.9357052	0.93906426	0.8540598
stam_nummer/noun	0.78332824	0.96997637	0.8071812	0.92798793	0.96474534	0.92617065	0.0	0.9380274	0.90065527	0.99665207	0.93946135	0.8618281	0.8338385	0.963087	0.9151654	0.93060505	0.86913705	0.99481654	0.84214807	0.8825694	0.95457447	0.97420406	0.9700374	0.90384334	0.9239668	0.91515934	0.93959624	0.9813684	0.9862774	0.8636826	0.9804671	0.9132021	0.9546848	0.9073723	0.98889434	0.8872203	0.8944729	0.8967378	0.9178483	0.86392343	0.9540834	0.9726217	0.8279792	0.95739347	0.9916881	0.92662627	0.94473547	0.876467	0.8434641	0.902655	0.9260465	0.8387467	0.9124817	0.90902615	0.9836888	0.8490943	0.91613644	0.9391295	0.89609945	0.95795953	0.89425135	0.9868048	0.9093238	0.9414658	0.8931138	0.84585357	0.8912447	0.92116666	0.99369526	0.6735221	0.9393933	0.87499315	0.89795923	0.9470058	0.93363583	0.88218564	0.97733915	0.7405355	0.9176759	0.9589549	0.9633947	0.9228763	0.93610626	0.93476915	0.42638904	0.9510841	0.9655315	0.9673866	0.9760793	0.9534462	0.979444	0.81917644	0.88301384	0.88172567	0.9693092	0.9862506	0.92247224	0.94184196	0.94055945	0.8039746	0.933586	0.8169581	0.86282223	0.9565548	0.9580874	0.9348818	0.92897713	0.868623	0.9809855	0.9609961	0.93827754	0.89041984	0.9144373	0.867587	0.92109615	0.9177849	0.96574414	0.966504	0.885604	0.8497884	0.8743626	0.9762353	0.99406606	0.97968197	0.92049444	0.9242569	0.93708116	0.881689	0.9456293	0.96571577	0.96525806	0.8495871	0.92669445	0.96974933	0.9372932	0.9562007	0.8763423	0.9726525	0.9799035	0.9148795	0.7823603	0.89880013	0.9157014	0.8982308	0.94124484	0.91126347	0.95265806	0.8631292	0.9304701	0.9027901	0.95840406	0.8866549	0.943759	0.99980265	0.9678228	0.77006006	0.9090477	0.8875146	0.9444195	0.95549643	0.94525313	0.8850873	0.916241	0.8621325	0.94586647	0.9811532	0.88093597	0.91104776	0.8720356	0.8413147	0.8542503	0.9251703	0.8271296	0.93648696	0.97129685	0.9007016	0.96973586	0.9832053	0.7803903	0.8920374	0.9318529	0.9545026	0.773308	0.945475	0.766114	0.8884649	0.8548632	0.7977425	0.90670997	0.94781166	0.8922006	0.94456506	0.9637839	0.8974179	0.9133577	0.901014	0.89880896	0.8011138	0.9816531	0.92243475	0.68785703	0.9235611	0.9182324	0.9330517	0.8651076	0.8613807	0.93313545	0.91753405	0.88616896	0.9447613	0.94999814	0.98759186	0.9848187	0.9415046	0.7700485	0.8765843	0.99130386	0.9212804	0.96379644	0.9672004	0.9732127	0.97525907	0.9161177	0.96720624
inmiddels/adv	0.9255993	0.8347046	0.64403784	0.68754524	0.7993928	0.84008086	0.9380274	0.0	0.87505805	0.8728606	0.75302327	0.7710326	0.7522599	0.7324085	0.6573961	0.93340653	0.77925694	0.82189775	0.70925915	0.62342477	0.6524588	0.8599849	0.96412164	0.8888472	0.75562686	0.82025856	0.7066122	0.86124414	0.7274213	0.85559684	0.7046326	0.84568876	0.7720971	0.79061085	0.7185596	0.72588485	0.63680893	0.7985213	0.68232614	0.7505894	0.6775876	0.8246864	0.78265834	0.64426655	0.8100351	0.8300886	0.92819375	0.7771987	0.62004256	0.5394632	0.7246865	0.84386677	0.69306284	0.80854815	0.88305426	0.8056884	0.82089853	0.7374933	0.63433677	0.5018389	0.71652687	0.8089084	0.73631966	0.8485068	0.8962666	0.6436182	0.8290741	0.7065369	0.7548766	0.6928121	0.73710585	0.5578266	0.89409584	0.8661495	0.5745514	0.72051203	0.96247923	0.86013234	0.69705236	0.6197881	0.77924657	0.673399	0.7573429	0.77366686	0.80251765	0.6894927	0.88854975	0.8348601	0.7240153	0.88907856	0.8258153	0.9040037	0.8233614	0.75004566	0.8979518	0.9651245	0.82058203	0.7728965	0.8307478	0.80942786	0.773128	0.9117339	0.82436836	0.6016074	0.90344715	0.7733592	0.8739359	0.70856285	0.84361273	0.79696786	0.7813771	0.76506543	0.82676196	0.6942718	0.85403204	0.8386196	0.91431713	0.69484663	0.8270091	0.7168992	0.7318937	0.72509646	0.8360807	0.9708339	0.8640478	0.92687	0.83290803	0.8852152	0.7891811	0.7317411	0.7960183	0.93638605	0.755106	0.77500725	0.71172833	0.92019284	0.7474368	0.918827	0.9049205	0.8670485	0.3512385	0.5912156	0.73166776	0.8488281	0.81187326	0.647126	0.79492104	0.64554155	0.78532785	0.7204364	0.74278545	0.70372105	0.94789684	0.8386667	0.71920705	0.75056887	0.59215987	0.8793285	0.64168537	0.7182647	0.6801555	0.9659695	0.7448338	0.7525203	0.42873323	0.75256956	0.8262499	0.83926815	0.7603897	0.7740303	0.81521696	0.7174589	0.75627494	0.6999986	0.9461264	0.6567534	0.71933633	0.8492019	0.83942664	0.8836876	0.8342638	0.83288825	0.8501679	0.7026154	0.6660427	0.82490057	0.809926	0.7558413	0.8640846	0.5443915	0.7478303	0.7257987	0.7747609	0.852939	0.7434303	0.9393934	0.7284843	0.7518212	0.7547266	0.6942924	0.6880841	0.7743871	0.72064877	0.81202817	0.87122643	0.91401243	0.67907	0.70787776	0.65799206	0.62140125	0.8667615	0.9561108	0.72017336	0.7855149	0.68610036	0.8007348	0.8738529	0.6831509	0.6798023	0.67724746	0.91283035	0.7452475	0.8209185	0.665978
'96/noun	0.35080582	0.8800425	0.6773962	0.9062519	0.9399304	0.971534	0.90065527	0.87505805	0.0	0.9332361	0.85874856	0.8930549	0.9833557	0.81179535	0.86071295	0.909048	0.9463099	0.8905705	0.7267581	0.76552343	0.88569325	0.8367288	0.97101176	0.484192	0.8263854	0.9466587	0.8362183	0.9670725	0.86315656	0.87153643	0.917831	0.93140835	0.8969592	0.9232985	0.92239016	0.8151796	0.85095465	0.9260632	0.8883916	0.96065134	0.85576856	0.929311	0.94110954	0.8858427	0.80529135	0.9585008	0.91639173	0.64141893	0.8954578	0.8894624	0.8446311	0.8241544	0.85492504	0.83365446	0.98961234	0.82368505	0.95291185	0.78694123	0.8844945	0.901978	0.7596979	0.8519506	0.6671006	0.77892053	0.53604877	0.9075463	0.80378085	0.80140483	0.883867	0.7996922	0.8386526	0.85799354	0.8760768	0.958762	0.81138253	0.71957827	0.9973244	0.6467545	0.8937601	0.954657	0.7569552	0.8315358	0.79591864	0.9185239	0.9377481	0.77091336	0.8596648	0.91870666	0.87207735	0.93122	0.867603	0.92813975	0.8866521	0.9075997	0.9342593	0.97960067	0.90123916	0.9497688	0.66860044	0.8728578	0.89515805	0.7515656	0.95215446	0.8173577	0.92218226	0.88245636	0.9697214	0.8489141	0.8311983	0.7241156	0.6819776	0.70485926	0.96445256	0.77864635	0.8753658	0.94393224	0.9275065	0.9592306	0.36414433	0.7790792	0.9397648	0.8504232	0.97655606	0.9755848	0.650195	0.90546966	0.94465595	0.8886203	0.7751907	0.95636183	0.94877166	0.36367482	0.93324953	0.92575896	0.8665389	0.8239568	0.9602771	0.9940911	0.97169113	0.58371997	0.90665054	0.85219985	0.91950345	0.8790389	0.8884249	0.88404286	0.8569553	0.82973063	0.92408264	0.8819091	0.9574582	0.9540496	0.6748085	0.9012764	0.94146836	0.92869985	0.8067861	0.51539123	0.8247592	0.888466	0.95826024	0.92109776	0.39150083	0.88715893	0.7888935	0.88022006	0.83776975	0.7863327	0.48643297	0.71634835	0.95779413	0.8539706	0.8549994	0.7438885	0.9846046	0.8921358	0.91801864	0.85845506	0.9681604	0.8401678	0.6625111	0.87179345	0.89949775	0.8909557	0.8475297	0.89800256	0.88899827	0.91093206	0.7796574	0.730605	0.8941453	0.9178724	0.5984968	0.94925696	0.84181046	0.92292273	0.686226	0.9113138	0.8093388	0.8819404	0.83934104	0.65749824	0.77263665	0.71591246	0.37951422	0.4920113	0.8327881	0.83647007	0.852041	0.88924724	0.94368804	0.87589735	0.92739534	0.80593514	0.9082669	0.87533194	0.8008218	0.8427404	0.77436787	0.8831334	0.78171855	0.91434807	0.72824955	0.9857283
