	regel/noun	na/prep	stem/noun	beslissing/noun	comité/noun	rechtbank/noun	aldus/prep	Vandenberg/name	tegendeel/noun	stelling/noun	gisteren/adv	beschuldiging/noun	verbied/verb	zitting/noun	kort/adj	onteigening/noun	foltering/noun	Bush/name	genomen/adj	noch/vg	wapen/noun	proces/noun	bereid/adj	protest/noun	bedoeling/noun	Leterme/name	1978/noun	al/adv	verbod/noun	antwoord/noun	boycot/noun	Lagos/name	echter/adv	wegens/prep	te/comp	die/det	gemaakt/adj	Peter/name	enzovoorts/vg	druk/noun	contact/noun	bestuur_accoord/noun	doende/adj	plots/adj	vooralsnog/adv	directeur/noun	punt/noun	acht/num	baat/verb	benoemd/adj	Florida/name	mededeling/noun	doodvonnis/noun	braaf/adj	persbericht/noun	laat/adj	kan/verb	Auschwitz/name	onderschrijf/verb	maandag/noun	weer/adv	voorstel/noun	straf_af/verb	functionaris/noun	verhaal/noun	baseer/verb	dus/adv	2000/noun	bewering/noun	verdachte/noun	afspraak/noun	verschiet/noun	conflict/noun	trouwens/tag	Groen/name	heb/verb	Wahid/name	inderdaad/adv	dat/det	parlement/noun	wil/verb	formeel/adj	bekentenis/noun	duidelijkheid/noun	vorig/adj	schort_op/verb	oorspronkelijk/adj	NIOD/name	keer/noun	dinsdag/noun	Inbeschuldigingstelling/name	blokkeer/verb	schorsing/noun	dictatuur/noun	rijs/verb	pers/noun	zijn/det	refs/noun	week/noun	Amerikaans/adj	Oostenrijk/name	AWW/name	Supreme/name	vraag/verb	eventueel/adj	arrest/noun	patent/noun	richtlijn/noun	amnestie_wet/noun	bond/noun	deels/adv	schip/noun	LPF/name	schielijk/adj	belast/adj	Vries/name	Arafat/name	zulk/det	dit/det	aanklager/noun	daarom/pp	ijlings/adv	Öcalan/name	angst/prep	zoveel/det	stellingname/noun	verboden/adj	getuigenis/noun	dat/comp	ministerie/noun	om/comp	altijd/adv	bezwaar/noun	overigens/adv	staking/noun	probeer/verb	mode/noun	handtekening/noun	journaal/noun	uitspraak/noun	februari/noun	nu/adv	twee/noun	zondag_avond/noun	China/name	daarna/pp	opgelegd/adj	Gore/name	zoiets/pron	beklaagd/adj	bevel/noun	uitslag/noun	deze/det	om/prep	mijn/det	woensdag/noun	jaar_cijfer/noun	ze/pron	GVB/name	nadat/comp	voorwaardelijk/adj	regeling/noun	zuiver/verb	Ray/name	vergissing/noun	belangrijk/adj	begin/adv	wet/noun	half/adj	Hooggerechtshof/name	1/noun	intussen/adv	duur_voort/adj	laat/verb	door/prep	onder/adv	gebruik/verb	huiveringwekkend/adj	Hecke/name	I./name	alle/det	bezetter/noun	aantijging/noun	jas/verb	1993/noun	onlangs/adv	rechter/noun	vast/adj	referendum/noun	Clinton/name	nieuws/noun	vrijlating/noun	scheidsrechter/noun	hun/det	capitulatie/noun	bron/noun	keur_goed/verb	sta_toe/verb	Greenpeace/name	voltallig/adj	A./name	gepubliceerd/adj	iets/adv	gesteld/adj	overtuiging/noun	fatwa/noun	vergeefs/adj	schrift/noun	zinvol/adj	vluchteling/noun	voor/adv	haast/adv	stam_nummer/noun	'96/noun	regering/noun	hoog/adj	ontslag/noun	gevangenis_straf/noun	dochter/noun	Bill/name	december/noun	federaal/adj	roep_op/verb	telefoon_gesprek/noun	woord/noun	ook/adv	waarin/pp	schoon_vader/noun	historisch/adj	militair/adj	diezelfde/det	EADS/name	drug/noun	vervolgens/adv	vonnis/noun	zij/pron	leugen/noun	wijzig/verb	stroom_binnen/verb	zal/verb	zondag_morgen/noun	brandweer/noun	veroordeling/noun	snel/adj	hof/noun	uitdrukkelijk/adj	!/name	overname/noun	raadpleeg/verb	maar/vg	foutief/adj	woordvoerder/noun	Volkscongres/name	Omar/name	premier/noun	vroeg/adj	in_vrijheid_stelling/noun	tweede/num	programma/noun	Kamer/name	niet/adv	decreet/noun	daarmee/pp	vraag/noun	vernietiging_kamp/noun	vonnis/verb	omdat/comp	uitgeweken/adj	versoepeling/noun	tegelijkertijd/adj	het/det	waardoor/pp	reden/noun	stuntelig/adj	Turnhout/name	voordeel/noun	IOC/name	afschaffing/noun	ambitie/noun	financieel/adj	R./name	dergelijk/adj	gebrek/noun	beweer/verb	getuige/noun	al/comp	zaterdag/noun	steeds/adv	minister/noun	verklaring/noun	Bruno/name	federatie/noun	de/det	hij/pron	valreep/noun	aankoop/noun	Brussel/name	plan/noun	benoeming/noun	1973/noun	beroep_commissie/noun	bekrachtig/verb	invoering/noun	maar/comp	maal/noun	geneigd/adj	stel_in/verb	augustus/noun	sluit_af/verb	democratisch/adj	18/num	wijsheid/noun	voorganger/noun	raad/noun	Tweede/name	weiger/verb	eind/adv	word/verb	mogelijk/adj	inmiddels/adv	Microsoft/name	instructie/noun	dan/adv	afgelopen/adj	Congres/name	dwing/verb	blijk/verb	termijn/noun	ongelukkig/adj	voorjaar/noun	alles/noun	westen/noun	internet/noun	wetswijziging/noun	betrokken/adj	veiligheidsmaatregel/noun	desnoods/adv	Nantes/name	passage/noun	zwak_af/verb	kort/adv	feit/noun	Patrick/name	zet_om/verb	Hof/name	Blatter/name	weekeinde/noun	moment/noun	definitief/adj	publiekelijk/adj	daarna/adv	schriftelijk/adj	waardering/noun	politiek/adj	anders/adj	oordeel/noun	controversieel/adj	lijnrechter/noun	Abraham/name	ongestraft/adj	één/num	destijds/adv	nooit/adv	moet/verb	illegaal/adj	gerechtshof/noun	leg_vast/verb	blij/adj	vandaag/adv	maatregel/noun	min/adv	constitutioneel/adj	meer/adv	probatie_uitstel/noun	openbaar/adj	verval/verb	verkondig/verb	één/pron	besluit/noun	plan/fixed	gepaard/adj	haar/det	kamer/noun	of/adv	september/noun	recht_zaak/noun	opvolger/noun	toen/comp	belofte/noun	meld/verb	charter_maatschappij/noun	vals/adj	dag/noun	Collection/name	uitstel/noun	eerder/adj	Jan/name	Maasmechelen/name	stap/adv	volgens/prep	club/noun	standpunt/noun	gemeente/noun	Dierckxsens/name	waarmee/pp	2001/noun	Castro/name	dring_aan/verb	Britney/name	onmiddellijk/adj	beroep/noun	haastig/adj	Spears/name	of/vg
regel/noun	0.0	0.94497865	0.887805	0.7894	0.8204608	0.8665793	0.9175332	0.9689069	0.87974143	0.78552824	0.90160936	0.8264717	0.68324864	0.89468515	0.90086114	0.8195726	0.82741153	0.89845884	0.76850593	0.8170896	0.8567817	0.8265813	0.83865815	0.86686397	0.867524	0.88411295	0.9180148	0.8982778	0.58214927	0.8046179	0.8140884	0.9185853	0.7480557	0.8545626	0.7452196	0.73692036	0.79825795	0.980557	0.85275334	0.85554695	0.85994935	0.8390312	0.8581511	0.937003	0.7718436	0.9370084	0.9374101	0.9325895	0.92167413	0.84901214	0.9006573	0.81761825	0.83243036	0.87406206	0.8420443	0.9493246	0.7789338	0.9012632	0.7947064	0.94353455	0.91788536	0.74198216	0.90851974	0.80558115	0.83173317	0.8155758	0.7846023	0.93762887	0.79922414	0.8713986	0.5734582	0.91135186	0.83359164	0.85668963	0.9359601	0.83616215	0.86154926	0.8332889	0.7764064	0.82348394	0.7776203	0.6786487	0.8704911	0.82627654	0.93170357	0.8201028	0.83569264	0.89975244	0.93074876	0.9556641	0.93738014	0.8530338	0.88567543	0.8495505	0.85199034	0.87533325	0.90196604	0.88967204	0.92457545	0.9097936	0.8643577	0.9156346	0.901962	0.853237	0.77141374	0.7381755	0.78358257	0.3595007	0.77663577	0.7773044	0.8203226	0.9346983	0.8580286	0.91661227	0.81101924	0.9151739	0.88023823	0.7180651	0.8133831	0.8684169	0.7274009	0.9101692	0.8602147	0.8600561	0.87545747	0.75706595	0.779985	0.85724324	0.79591024	0.8536475	0.7633916	0.83528006	0.7429919	0.7148551	0.8867201	0.858702	0.86283326	0.86313003	0.90690035	0.7841625	0.9595281	0.83927006	0.9244716	0.9550121	0.8797853	0.9232821	0.64559644	0.9045377	0.81999004	0.8823655	0.83800405	0.88493615	0.7784968	0.9156337	0.9216661	0.9590498	0.92023224	0.8251535	0.8030358	0.9176277	0.87794006	0.480999	0.8586051	0.94624364	0.858295	0.87254393	0.9307203	0.36660355	0.96452445	0.8293862	0.8687999	0.86615396	0.8223872	0.8828909	0.834723	0.8309363	0.8547176	0.8819258	0.95100236	0.9530865	0.75694764	0.8665501	0.8187322	0.88359016	0.87510735	0.8705114	0.79622173	0.85308623	0.75567085	0.89455366	0.9036076	0.8711847	0.9238609	0.8342891	0.9127936	0.82559514	0.78491384	0.6403165	0.85232776	0.89335763	0.970115	0.8933835	0.8361617	0.719133	0.7597368	0.85417986	0.8978678	0.7723136	0.7861091	0.8877857	0.8760136	0.8388757	0.91999906	0.921383	0.78715414	0.8871236	0.8784114	0.90269816	0.9612408	0.9510819	0.9526681	0.8102608	0.86890256	0.8494539	0.79175764	0.7999734	0.79677576	0.9305272	0.87399113	0.85700256	0.8475394	0.9177479	0.8654176	0.84116936	0.7641338	0.7373369	0.8515467	0.76903874	0.91194683	0.7415317	0.9435528	0.934146	0.8195441	0.8489541	0.8167558	0.7602503	0.9572161	0.8961047	0.83923334	0.8080158	0.82486963	0.9081469	0.8648496	0.90115273	0.92194897	0.93346035	0.8023728	0.9653521	0.84800375	0.8404721	0.7777302	0.5865669	0.7811643	0.80672747	0.9553411	0.8888829	0.74192727	0.9491364	0.663373	0.7397547	0.852551	0.75328624	0.8095002	0.88553876	0.9746713	0.8311787	0.76286054	0.761137	0.8806667	0.8033898	0.9691816	0.6853353	0.8501023	0.8941216	0.90646315	0.8274141	0.98288095	0.80261457	0.8915084	0.778185	0.9690703	0.8008339	0.82113093	0.8621254	0.88068247	0.8839323	0.9360017	0.7660767	0.8173945	0.9208966	0.86488	0.809691	0.74292505	0.8152335	0.9081751	0.8195838	0.75597084	0.97126985	0.923843	0.7138511	0.9796902	0.78764087	0.88819915	0.8383232	0.8919245	0.8282905	0.93075436	0.74142677	0.754882	0.85124874	0.8315527	0.66836625	0.8550188	0.9378351	0.83469474	0.8072647	0.86203516	0.7461896	0.91380805	0.91285	0.8227235	0.93250716	0.8733171	0.69816136	0.823747	0.6885301	0.7808913	0.9657708	0.772784	0.8136989	0.953061	0.85130453	0.9821487	0.85142267	0.84783137	0.8597642	0.92649513	0.90682703	0.8636622	0.8321707	0.9034078	0.8072047	0.8264419	0.78518003	0.87193817	0.7745163	0.84334195	0.9035619	0.91742396	0.83286107	0.87378454	0.83147454	0.88306075	0.6918464	0.8272635	0.8478874	0.6703011	0.937281	0.9122904	0.58649254	0.78717345	0.6967226	0.8408653	0.9447268	0.8037276	0.7772343	0.85252404	0.91252583	0.7107069	0.8714347	0.8390891	0.89770836	0.92015964	0.8053105	0.96174824	0.85457367	0.9417285	0.96140486	0.8605531	0.90284383	0.88646775	0.8846258	0.9236518	0.94881016	0.866325	0.8217896	0.96898025	0.9717374	0.83453643	0.7833623	0.8873053	0.7016722	0.7765065	0.9566318	0.82330227	0.9219729	0.8835989	0.81387585	0.92932	0.8528936	0.8469159	0.8435155	0.923986	0.8527686
na/prep	0.94497865	0.0	0.8831423	0.8717577	0.89689684	0.8750316	0.94173515	0.89842534	0.9239477	0.89341354	0.71930814	0.8739586	0.8904673	0.80014205	0.7884955	0.8810067	0.8537508	0.8488911	0.85498154	0.9015572	0.90920436	0.8347028	0.90910906	0.79974174	0.94920945	0.8789749	0.78502536	0.711253	0.8879446	0.92572165	0.84506994	0.8317519	0.81688154	0.68985206	0.88897175	0.8144592	0.88682693	0.9132582	0.8872543	0.87159336	0.9188133	0.8934917	0.8746228	0.75051093	0.8549615	0.9398013	0.720435	0.6855533	0.83212215	0.895895	0.8509709	0.8334291	0.84893084	0.9270696	0.84745336	0.54204977	0.8864915	0.86790574	0.88078105	0.76955533	0.7857571	0.9162441	0.7138927	0.85842294	0.89480287	0.8993811	0.90059566	0.77307695	0.89566666	0.80454904	0.9227667	0.7458855	0.8507748	0.88703847	0.9022747	0.85793555	0.78689814	0.8854401	0.9379918	0.8751429	0.9115268	0.8139039	0.8361288	0.89918196	0.6820066	0.77666825	0.90150964	0.8869961	0.7139121	0.777372	0.92258763	0.8514818	0.7769984	0.85220706	0.84143484	0.87299633	0.7375732	0.8208576	0.6471357	0.8806457	0.82094973	0.9167124	0.9154849	0.8973904	0.7281302	0.8647066	0.8833201	0.91531694	0.9154783	0.84729064	0.864195	0.8895601	0.8657545	0.84395456	0.88562113	0.92733634	0.80385774	0.84161234	0.8530982	0.87070453	0.9006004	0.8390294	0.8308066	0.7761992	0.90673256	0.9031996	0.91009855	0.8634119	0.9156422	0.9277462	0.88794076	0.92969245	0.8956009	0.86929667	0.8062047	0.89292115	0.93808347	0.9068537	0.84112465	0.881145	0.7896316	0.8774686	0.7462446	0.69477487	0.8485306	0.595978	0.83219767	0.8609351	0.95050794	0.82131374	0.85893846	0.7612759	0.76578474	0.80648476	0.86539507	0.7608213	0.8452384	0.88350207	0.8816351	0.5241199	0.83021843	0.91273427	0.90352565	0.89829445	0.8664998	0.8878216	0.7653876	0.9067385	0.7512878	0.82773876	0.8239691	0.7980771	0.8532012	0.88651556	0.7626569	0.89377594	0.93941563	0.8639331	0.8648128	0.86558527	0.88232076	0.8406805	0.88526434	0.88408464	0.7530592	0.8238628	0.8711373	0.9259774	0.8629988	0.8321343	0.82770264	0.8175051	0.7373093	0.8552	0.83807796	0.92286587	0.8619838	0.8759753	0.8592818	0.7979407	0.9117525	0.8691645	0.9175729	0.89103323	0.9346192	0.9122407	0.7738255	0.8941876	0.8881047	0.89522606	0.879754	0.8646896	0.8761922	0.7613396	0.87909997	0.8996138	0.8404999	0.8155482	0.8623659	0.89670366	0.78422487	0.9137697	0.8522949	0.8334417	0.930523	0.93566036	0.8301517	0.8626281	0.8620004	0.8580046	0.72821945	0.9044172	0.90028197	0.7888598	0.8610512	0.8864982	0.87977517	0.8769833	0.85361695	0.8332129	0.73309267	0.8196706	0.80986446	0.7991766	0.8893154	0.8787663	0.94724715	0.86989105	0.9045918	0.8185776	0.7802244	0.95122576	0.8700298	0.839838	0.8474685	0.80494547	0.8941382	0.6319015	0.867904	0.8758668	0.94426423	0.9018174	0.8447814	0.94817567	0.87426656	0.8986365	0.8371577	0.8903935	0.9088582	0.88962924	0.85108095	0.78504765	0.85218436	0.85683733	0.77759206	0.90090096	0.84768593	0.8977268	0.9028144	0.9008847	0.8926649	0.8189889	0.9223921	0.93119574	0.80003977	0.89834243	0.7651944	0.9136826	0.92106783	0.87032056	0.8765035	0.8845943	0.7148128	0.78147	0.7221129	0.9078845	0.88715017	0.90348184	0.8489393	0.7768518	0.8846098	0.80910593	0.8933345	0.9310282	0.73660636	0.9233255	0.87174034	0.78159547	0.7666577	0.90535223	0.85742885	0.9102968	0.89263	0.89722043	0.8491105	0.8589921	0.77165216	0.828985	0.8269559	0.8009	0.88691175	0.8795609	0.85588145	0.68381375	0.87506837	0.8428841	0.82561696	0.8682444	0.70958805	0.7843919	0.9467807	0.905844	0.93180376	0.8587835	0.7906766	0.8585315	0.8365439	0.741357	0.876176	0.8460697	0.4302926	0.8906112	0.88638806	0.7952781	0.9128679	0.8106137	0.69945204	0.81990534	0.73825675	0.83686393	0.66817856	0.8563564	0.92102325	0.8642574	0.9524622	0.9172784	0.8435135	0.812487	0.866575	0.86305654	0.7724961	0.8259121	0.90742016	0.86829245	0.873523	0.86552423	0.8444898	0.87075186	0.7735788	0.9128525	0.84656024	0.8624422	0.93948287	0.8875567	0.90295553	0.8575109	0.87337524	0.87406194	0.84427726	0.892036	0.73517597	0.79429054	0.881154	0.84283996	0.78314996	0.8314531	0.88743556	0.62383485	0.8404601	0.8274766	0.8691411	0.902724	0.6696363	0.948412	0.804356	0.7196842	0.9235594	0.7564366	0.89779484	0.9240749	0.8078172	0.93535763	0.9063569	0.84878576	0.89042765	0.7867412	0.80159414	0.8131753	0.8829677	0.7396436	0.9097358	0.8089148	0.89276916	0.8484005
stem/noun	0.887805	0.8831423	0.0	0.8789521	0.892829	0.9417075	0.93348056	0.94049436	0.89650667	0.8266345	0.846119	0.9066823	0.8997793	0.87103534	0.9246423	0.8833145	0.92128766	0.7864637	0.8931031	0.8166616	0.9001234	0.91293716	0.85618293	0.8186528	0.9367392	0.8213898	0.8913772	0.8679627	0.8939768	0.875604	0.8383425	0.8387069	0.85246336	0.92670584	0.84870833	0.85231334	0.8783242	0.86939484	0.8394198	0.88508725	0.8940667	0.848236	0.8696443	0.8557017	0.85852265	0.95607066	0.6978612	0.8498908	0.87694085	0.84813935	0.77871686	0.8915551	0.84118146	0.8489527	0.89853674	0.89690226	0.86753714	0.9072144	0.83411956	0.92135644	0.8875923	0.81159544	0.86550146	0.87867	0.81160337	0.92129743	0.8554169	0.8583511	0.84894884	0.8880782	0.9189075	0.8944318	0.90794694	0.8455056	0.81734955	0.8373001	0.8506867	0.8519437	0.8709669	0.7445954	0.84539664	0.85678864	0.9070957	0.8985164	0.86562896	0.9015749	0.8808784	0.9122673	0.85308206	0.9227866	0.95798737	0.864855	0.93734425	0.8475948	0.89725894	0.8692412	0.83245575	0.87502295	0.8922789	0.87940556	0.8971858	0.91135365	0.8407589	0.8682295	0.90608984	0.8764676	0.86680925	0.8951226	0.9101205	0.8908459	0.88564986	0.9049887	0.78422433	0.9005592	0.90755224	0.92090076	0.87839866	0.8411018	0.9051995	0.90583104	0.85247177	0.9126847	0.899279	0.88335955	0.83371377	0.8024999	0.94248337	0.83217144	0.8739954	0.9661412	0.8491901	0.83463186	0.8517564	0.8284448	0.9016396	0.87654716	0.9112778	0.7680743	0.86975926	0.85514784	0.9302679	0.85722524	0.8680902	0.9001008	0.91294163	0.86516505	0.8783424	0.67763215	0.89119285	0.87782204	0.88323396	0.82261443	0.8908633	0.91108984	0.87075055	0.9194809	0.9391012	0.8175933	0.9030276	0.8817034	0.90341413	0.90079373	0.8891866	0.8382307	0.90000993	0.9090761	0.9242186	0.87034094	0.90752697	0.8334847	0.93063956	0.82553387	0.87203306	0.8575747	0.8507195	0.9174732	0.90297335	0.8244007	0.83215016	0.8523911	0.8522271	0.89021873	0.8795568	0.91322184	0.894043	0.8574263	0.89639527	0.91313267	0.78523403	0.83519626	0.88561386	0.8854275	0.9033872	0.8353093	0.88937044	0.91124153	0.8298855	0.8770355	0.9119762	0.82564	0.8742897	0.90028	0.79478735	0.86304957	0.82851094	0.913083	0.8656153	0.84866786	0.88778657	0.8805449	0.8384473	0.8030307	0.8809139	0.88377565	0.84015495	0.8954166	0.86747646	0.8791637	0.8745294	0.840222	0.922779	0.8639463	0.78752965	0.84829754	0.76825523	0.8701436	0.82546955	0.89208645	0.89571947	0.91891956	0.84456736	0.87376684	0.9434082	0.8350573	0.8846359	0.8326962	0.8697769	0.88815993	0.8726109	0.83967173	0.902977	0.96132153	0.8721615	0.9090075	0.9111399	0.85442567	0.8150464	0.92748195	0.8690296	0.8017119	0.89944315	0.93601006	0.81981945	0.8613826	0.85100687	0.9287184	0.907416	0.9081703	0.8831354	0.7991626	0.8888771	0.8567851	0.8325341	0.8754845	0.9427241	0.9355121	0.8468106	0.9311099	0.8644413	0.8054265	0.87979573	0.8241257	0.89561814	0.87755793	0.9060942	0.8472945	0.896675	0.8438007	0.88395834	0.9289897	0.87208885	0.9011673	0.925475	0.8827551	0.889127	0.8438363	0.937597	0.82642007	0.91232306	0.8770168	0.8485227	0.8600127	0.85514575	0.8324733	0.8479638	0.89858806	0.91537577	0.89809674	0.82431966	0.8898267	0.9436874	0.8276321	0.87824786	0.8661449	0.81209314	0.8415415	0.9286854	0.9451689	0.95237285	0.7901732	0.8025944	0.7994516	0.8471243	0.8628502	0.8603827	0.8765036	0.9251239	0.8785015	0.8960849	0.78401166	0.89174235	0.8329016	0.8621166	0.8691462	0.7938354	0.8853205	0.8844649	0.9212466	0.90666604	0.89110446	0.881191	0.91511846	0.885	0.85908216	0.92818785	0.9030131	0.83444035	0.82190716	0.78176457	0.8592186	0.9219095	0.9240836	0.87580746	0.86877036	0.9227352	0.84988654	0.8839692	0.85588986	0.8929825	0.84236974	0.88018304	0.8533126	0.836706	0.8179645	0.908914	0.8456671	0.83388853	0.8953378	0.8096098	0.89778274	0.8413366	0.8298787	0.8821258	0.895048	0.9199925	0.9134962	0.8980206	0.92168254	0.8749982	0.902085	0.886634	0.8623014	0.918303	0.926315	0.94611657	0.8844033	0.7994802	0.856235	0.8665648	0.90555215	0.8924091	0.83921075	0.82106906	0.86876786	0.942571	0.8906168	0.8542539	0.8776504	0.8869648	0.9347883	0.9041696	0.890294	0.84774685	0.9123297	0.8847726	0.87945235	0.8878571	0.91642183	0.9162527	0.89607114	0.91562456	0.7727442	0.8866222	0.7982866	0.83694893	0.8831221	0.82221174	0.84559804	0.81709176	0.89088976	0.92321426	0.8748489	0.8266703	0.8398473
beslissing/noun	0.7894	0.8717577	0.8789521	0.0	0.7241242	0.7916856	0.86254275	0.9544766	0.8755442	0.7301173	0.7188444	0.76402694	0.80839133	0.7101214	0.9155586	0.7063745	0.8181796	0.8027062	0.80238926	0.7620074	0.8917133	0.735515	0.78059024	0.72900885	0.86530006	0.78380096	0.9221505	0.87235725	0.6903839	0.73961234	0.8063477	0.8904099	0.6806165	0.8214628	0.76882106	0.8163308	0.8924071	0.95178396	0.9172763	0.8566379	0.86470646	0.78249985	0.8760589	0.8879702	0.7829301	0.90532076	0.9111452	0.92314875	0.87486625	0.788326	0.8149798	0.6964023	0.7280658	0.9137651	0.78366405	0.8823145	0.801898	0.9139017	0.7991747	0.83078676	0.8827769	0.57393587	0.8605805	0.79766536	0.8951474	0.87503535	0.796498	0.9062295	0.73259544	0.8492281	0.72103304	0.90172845	0.79555666	0.86966074	0.84526324	0.7555763	0.7723419	0.8384305	0.7790549	0.72384393	0.74871695	0.6598138	0.7720781	0.68419	0.8507495	0.72493005	0.9104319	0.84163415	0.9272202	0.8505026	0.863166	0.80039525	0.7671421	0.87176585	0.79418933	0.8581353	0.86047083	0.82428443	0.81197715	0.8728357	0.88368714	0.8631887	0.8351093	0.7375816	0.72172964	0.57579875	0.8465262	0.68342626	0.80848503	0.7213686	0.8422737	0.91103154	0.83793676	0.9071641	0.81545186	0.8902777	0.80321395	0.8096156	0.8014758	0.7918287	0.6930498	0.89046776	0.814801	0.8539852	0.89812833	0.7029592	0.91684455	0.80509746	0.73654366	0.82015413	0.78721064	0.8620155	0.65385026	0.7557043	0.7672805	0.85614103	0.9375796	0.83118093	0.92101765	0.47658002	0.888794	0.82128197	0.93321615	0.9057592	0.89592904	0.8800227	0.7578927	0.8241249	0.82210225	0.8209274	0.76789916	0.7131035	0.8080383	0.9209457	0.90559816	0.854144	0.8220444	0.8118487	0.8035606	0.7718606	0.86467195	0.68465424	0.852456	0.9464458	0.74733543	0.88566077	0.81098145	0.7296099	0.9383008	0.71094704	0.8970884	0.79314685	0.87645465	0.843479	0.8201108	0.8884102	0.9074223	0.9272295	0.87830603	0.93155336	0.8528488	0.8699167	0.74221605	0.9375356	0.89806587	0.7947967	0.7211423	0.9348494	0.7308826	0.8106312	0.8095502	0.75100577	0.85403645	0.85240054	0.84237045	0.8581177	0.6357491	0.7961209	0.8090162	0.71674657	0.9541584	0.8856473	0.895949	0.8313475	0.8256766	0.88114256	0.8240222	0.9008508	0.82336915	0.91047615	0.9183721	0.8910995	0.91752714	0.8872541	0.7248241	0.8977674	0.6437061	0.9192073	0.9457971	0.89929765	0.8820276	0.7475616	0.80755365	0.8498734	0.8349819	0.80863804	0.892499	0.88517	0.878549	0.83432317	0.85098946	0.87907434	0.9272461	0.8415875	0.56098235	0.7557169	0.85073406	0.7467317	0.90690815	0.6763669	0.9184828	0.91664845	0.69485843	0.89645207	0.72008646	0.74999124	0.95520407	0.8109998	0.76837736	0.78129697	0.79525965	0.81966394	0.8030081	0.918445	0.829118	0.9303663	0.76290965	0.9229541	0.90074545	0.75171304	0.79795104	0.7047353	0.7873632	0.76099	0.9364939	0.84066	0.72335947	0.9334625	0.7365395	0.8238056	0.8086545	0.8466412	0.7855387	0.90804136	0.88252467	0.85541093	0.78275764	0.7645332	0.8427428	0.8173697	0.9483251	0.7865237	0.8663143	0.8713569	0.87724227	0.81328166	0.93841517	0.8804355	0.80938256	0.74581707	0.9324275	0.7861363	0.798784	0.79977596	0.8215138	0.7731524	0.8665172	0.63049686	0.5892071	0.9252796	0.73941284	0.66305673	0.77606463	0.81077385	0.9192172	0.8025261	0.75090975	0.91731673	0.8796743	0.8060402	0.97359	0.83497524	0.8882565	0.7181004	0.8183161	0.7004361	0.79961765	0.7889924	0.8076556	0.86173344	0.84284925	0.77167374	0.8265222	0.90733206	0.76683843	0.80388814	0.86575204	0.7908244	0.8610163	0.8576193	0.8818852	0.9544171	0.9504622	0.6794654	0.79584813	0.7765911	0.79020095	0.93471426	0.8345248	0.80187815	0.89302504	0.76030594	0.90620536	0.8807343	0.77169466	0.77414346	0.8812548	0.7936343	0.69481426	0.74728775	0.8535842	0.70650375	0.83274853	0.7830313	0.8940258	0.5553198	0.8400605	0.8135811	0.92473483	0.8935859	0.92935354	0.7963005	0.8611996	0.76440716	0.91497934	0.75740385	0.8124046	0.8901745	0.7834132	0.5871018	0.8633057	0.7253061	0.8727286	0.9491502	0.825197	0.84241027	0.8574902	0.9404525	0.26628488	0.7810868	0.8837342	0.882671	0.9312517	0.88738096	0.8938359	0.7119795	0.8468753	0.875563	0.83579737	0.8760938	0.8408672	0.93135273	0.9082004	0.9606483	0.7776794	0.78038454	0.94707686	0.9121514	0.8926071	0.78964144	0.87878	0.57542336	0.80868983	0.9035784	0.8868146	0.89996934	0.86965793	0.7223046	0.9184035	0.7792198	0.7046342	0.8856006	0.92607707	0.90966004
