	eind/adv	gemakkelijk/adj	soldaat/noun	verhouding/noun	evengoed/adv	ontbinding/noun	alleen/adj	haast/adv	moreel/adj	geur_hinder/noun	vorm/verb	inmiddels/adv	omtrek/noun	train/verb	tv/noun	dan/adv	nutteloos/adj	ver/adj	helemaal/adv	nog/adv	hard/adj	jarenlang/adj	daarentegen/adv	geregeld/adj	daar/adv	week/adj	gips/noun	mentaal/adj	blijk/verb	wel/adv	ziel/noun	leeftijd/noun	vandaar/adv	strijd/noun	binnen/adv	verschrikkelijk/adj	gevaar/noun	luid/verb	Hilversums/adj	maar/adv	behoorlijk/adj	gevormd/adj	twijfel/noun	combinatie/noun	kom_terecht/verb	kom_voorbij/verb	leer_kracht/noun	werkelijk/adv	waterput/noun	werk_omstandigheid/noun	operatie/noun	luchtvochtigheid/noun	leer/verb	net/adv	systeem/noun	warmte/noun	schrijnend/adj	bijna/adv	koorts/noun	Amsterdammer/noun	sprong/noun	zelfs/adv	teen/noun	louter/adj	staal/noun	al/adv	katalysator/noun	overigens/adv	voeg_toe/verb	sla/verb	extern/adj	wind/noun	kind/noun	sociaal/adj	zeer/adv	politie/noun	stress/noun	water/noun	lucht/noun	strijder/noun	tegenslag/noun	alleen/adv	rest/verb	fiets/noun	vuiligheid/noun	Koreaan/noun	zak/noun	steek/verb	verlokking/noun	duur/adv	vol/adj	klaag/verb	luk/verb	brouwerij/noun	weekend/noun	haal_uit/verb	zo/adv	extreem/adj	stel_uit/verb	ga_door/verb	eenmaal/noun	echt/adv	vind/verb	amper/adv	rijp/verb	coach/noun	beleef/verb	tocht/noun	script/noun	zwem/verb	eigenlijk/adj	moeilijk/adj	zeg/verb	plots/adj	slechts/adv	klaar/adj	snel/adj	rook/noun	oorlog_ervaring/noun	kern/noun	daarna/adv	buiten/adv	spanning/noun	wijd/adj	zaak/noun	buurtbewoner/noun	meestal/adv	droog/verb	jeugdig/adj	hitte/noun	broer/noun	geestelijk/adj	kriebel/verb	simpelweg/adv	sterk/adj	politiek/adj	milieu/noun	geluid_overlast/noun	geef_op/verb	anders/adj	bloem/noun	opdracht/noun	gedachte/noun	minstens/adv	makkelijk/adj	voldoende/adj	geheel/noun	fiets/verb	draai/verb	kan/verb	's/adv	oksel/noun	rustig/adj	wereld_DIM/noun	niet/adv	geef_toe/verb	moet/verb	stank/noun	zeeman/noun	overlast/noun	smerig/adj	professioneel/adj	dring_binnen/verb	temperatuur/noun	voel/verb	vlak/adv	weer/adv	bovendien/adv	reuk/noun	maand/noun	knie/noun	workshop/noun	avontuur/noun	toestand/noun	val/verb	klank/noun	duik_op/verb	tot/adv	kritiek/noun	thuis/adv	vrolijk/adj	verwonderlijk/adj	dochter_DIM/noun	daglicht/noun	toch/adv	student/noun	dus/adv	echt/adj	ben/verb	oppervlak/noun	sterk/verb	maak_mee/verb	karakter/noun	lig/verb	verkeer/noun	jeugd/noun	verander/verb	heel/adj	bestaan/noun	voorbeeld/noun	luister/verb	vooruitzicht/noun	soms/adv	meer/adv	langer/adv	zomer/noun	sloop/adj	intussen/adv	hevig/adj	golfplaat/noun	heb/verb	lawaai/noun	stilte/noun	gezond/adj	slag/noun	mest/noun	ondertussen/adv	discipline/noun	bang/adj	pupil/noun	selecteer/verb	bezoeker/noun	heup/noun	list/noun	misschien/adv	uiteraard/adv	buurt/noun	vooral/adv	verdriet/noun	EK/noun	daar/noun	geur/noun	kaas/noun	toerist/noun	wellicht/adv	eigenaardig/adj	gewoon/adj	trilling/noun	verkeer_overlast/noun	straat/noun	werk/noun	werk/verb	slang_kuil/noun	weer/noun	situatie/noun	monotoon/adj	pijn/noun	rat/noun	rot/adj	voertuig/noun	hier/adv	oefen/verb	meter/noun	afloop/noun	verspreid/verb	overal/adv	verscheiden/adj	lade/noun	Palestijns/adj	ervaring/noun	gedwongen/adj	beslotenheid/noun	wenk/verb	weet/verb	wijs_uit/verb	sfeer/noun	even/adj	weinig/adj	provincie_raad_lid/noun	kind_soldaat/noun	evenwel/adv	woon_bij/verb	huid/noun	dag/noun	in_activiteit/noun	fit/adj	laag/adj	concurrentie/noun	leven/noun	stemming/noun	afvoer/noun	verleden/noun	aanvankelijk/adj	blijkbaar/adj	week/noun	vaak/adj	politicus/noun	vervolg/noun	avonds/adv	wat/adv	schitterend/adj	eerst/adv	beetje/noun	bewoner/noun	kamp/noun	meest/adj	den/adv	schaar/verb	moment/noun	leef/verb	geloof/verb	innovatie/noun	2001/noun	slijp/verb	medewerker/noun	vorm/noun	verhoog/verb	wieler_sport/noun	spier_pijn/noun	betref/verb	huid_ziekte/noun	vertel/verb	minder/adj	meting/noun	leger/noun	beroep/noun	geest/noun	warm/adj	beton/noun	nauwelijks/adv	reclame/noun	winter/noun	angst/noun	speler/noun	er/adv	lies/noun
eind/adv	0.0	0.9156745	0.9133393	0.93057936	0.89240396	0.85245824	0.9034946	0.913427	0.9387359	0.8744507	0.9440833	0.7323673	0.92112136	0.8987051	0.92976046	0.82206213	0.8972865	0.89643717	0.8713491	0.8069433	0.9492529	0.8928995	0.89349496	0.830454	0.84609926	0.86129344	0.89993525	0.94076234	0.8863241	0.9298759	0.95018137	0.89728785	0.8927973	0.9065972	0.9014755	0.9419128	0.93606555	0.9293774	0.8806273	0.9260952	0.9313333	0.9207009	0.9283139	0.93057185	0.92741555	0.9473577	0.86730695	0.96093774	0.9045033	0.89223987	0.8044071	0.9375058	0.96271294	0.8533685	0.8658764	0.93801206	0.93705946	0.81855786	0.9207692	0.87406266	0.9193901	0.9116183	0.93645746	0.90243685	0.88990486	0.7385458	0.9356855	0.85358095	0.96107596	0.9622691	0.85626817	0.94918656	0.9416965	0.88571215	0.9524193	0.8580488	0.93111646	0.9283912	0.9544178	0.9030874	0.8888346	0.9188036	0.86337763	0.91392726	0.94619024	0.91644764	0.9124553	0.94393086	0.97558224	0.8987693	0.93524843	0.935249	0.9269792	0.8062287	0.71308887	0.92480737	0.9284525	0.92850494	0.6796185	0.82546747	0.8181414	0.93645084	0.9639618	0.8629586	0.8965187	0.8711959	0.91872907	0.89377195	0.9013157	0.9341669	0.94126856	0.91683525	0.9643106	0.85162073	0.87328565	0.72652215	0.824594	0.91701925	0.96389973	0.90293163	0.73420525	0.9330591	0.93942446	0.91697264	0.8455436	0.8321779	0.8970598	0.92480046	0.912631	0.90570706	0.91724944	0.9364505	0.95263404	0.88483894	0.9424641	0.9152297	0.9509986	0.89612865	0.91723835	0.9233445	0.9208211	0.8552112	0.96172756	0.79690087	0.9086354	0.9221853	0.8842286	0.93889874	0.918317	0.8571322	0.8723688	0.96591276	0.92775774	0.92173105	0.91144884	0.9318017	0.7572162	0.9260335	0.89385283	0.91494143	0.93290496	0.9038118	0.90787774	0.9223792	0.97271013	0.8009524	0.8249161	0.8509982	0.9536444	0.5365616	0.92323303	0.86755604	0.9097201	0.91139907	0.92631805	0.93754333	0.9103158	0.85185635	0.9326034	0.9138059	0.9388322	0.92744404	0.911902	0.9252373	0.92022383	0.8794337	0.87711036	0.933424	0.87321806	0.9391477	0.92531335	0.90730184	0.94894814	0.9250215	0.88029504	0.93518096	0.941634	0.87412024	0.9189449	0.9576108	0.97121614	0.881105	0.94454896	0.9167401	0.9040486	0.59951615	0.8912668	0.68097067	0.89800787	0.9268258	0.8392015	0.9288732	0.91033816	0.95925325	0.9071108	0.9064759	0.6931181	0.9385674	0.9547101	0.8994204	0.8836954	0.9033166	0.93493986	0.927978	0.9380085	0.89685786	0.8706939	0.9386248	0.94183356	0.85094905	0.95180494	0.94100106	0.95499253	0.9005851	0.76554835	0.91331863	0.9120865	0.91514254	0.9235188	0.9015318	0.82446814	0.91543895	0.95080173	0.900422	0.94272584	0.94271106	0.9502205	0.93344486	0.92911327	0.9044985	0.9005198	0.8876022	0.9253423	0.90769607	0.91560745	0.87643826	0.78893965	0.9054301	0.8860266	0.9541658	0.82782394	0.916901	0.8900243	0.97340244	0.8768271	0.95667684	0.8997455	0.9436	0.85777825	0.91404736	0.8283549	0.8719611	0.95743316	0.76912427	0.84464663	0.9023285	0.9028478	0.9177908	0.94090956	0.86662835	0.8996434	0.92483324	0.83820236	0.93155926	0.58801377	0.9255854	0.92738026	0.8923	0.86628413	0.93824613	0.9132636	0.78993714	0.95431334	0.8578604	0.9016429	0.92711973	0.8997297	0.88729286	0.9044569	0.95558804	0.9727488	0.90779835	0.45346993	0.920115	0.8523164	0.9319456	0.8933436	0.89606386	0.9569805	0.8727856	0.9521344	0.9747391	0.8979533	0.84524727	0.88394797	0.8804083	0.95340484	0.938663	0.89340466	0.93100697	0.93969375	0.8343543	0.9445255	0.8950926	0.8379849	0.9192979
gemakkelijk/adj	0.9156745	0.0	0.9197856	0.8861196	0.77248585	0.9054291	0.7232449	0.7687136	0.8703642	0.91623783	0.8779361	0.8175482	0.9101989	0.8909997	0.8656053	0.7314366	0.82554364	0.87208164	0.79942334	0.8284673	0.85364777	0.8491869	0.78391325	0.78507626	0.8132359	0.8665903	0.8926009	0.8269563	0.8493799	0.77474385	0.8875351	0.88265806	0.7799496	0.91663134	0.85759646	0.82300854	0.8728907	0.8673541	0.88031614	0.78035444	0.78785986	0.8543581	0.8916551	0.8310305	0.873752	0.8551675	0.8569367	0.8992738	0.89984953	0.896846	0.897094	0.8886774	0.7992556	0.84034663	0.7757653	0.81700855	0.85939497	0.8552882	0.8823438	0.8088698	0.85733867	0.7629585	0.8659687	0.8177488	0.84289557	0.8523427	0.88766086	0.8115675	0.9183016	0.8905939	0.8379572	0.8564296	0.8620641	0.88686126	0.8280946	0.8862358	0.81332123	0.84607804	0.8663051	0.8933304	0.83772284	0.7707969	0.792992	0.80425984	0.8965229	0.8498929	0.8602397	0.8903696	0.8906007	0.77553165	0.9030972	0.88925683	0.7484081	0.8841367	0.8792415	0.8810723	0.7472648	0.829763	0.92098486	0.9072548	0.745811	0.79402447	0.85360545	0.7796162	0.8843254	0.85689837	0.9218633	0.87705714	0.8775197	0.8756652	0.8211317	0.48294425	0.95750487	0.8015374	0.81970346	0.88375074	0.6407403	0.8866967	0.9405295	0.9102367	0.75483584	0.85233	0.87235373	0.84151864	0.8800284	0.888287	0.7226429	0.84109324	0.8247612	0.8453455	0.9064899	0.8808971	0.901266	0.7084807	0.8481348	0.8590505	0.8705505	0.90639013	0.88623935	0.8035001	0.88232946	0.84460896	0.8003133	0.86111844	0.14108211	0.8039101	0.82763743	0.84956133	0.89675605	0.57781136	0.8861313	0.9054299	0.78244126	0.8560521	0.73657703	0.91269904	0.70803297	0.87616307	0.90305156	0.8807009	0.85156363	0.81877744	0.8941732	0.8417247	0.8750899	0.8806939	0.7901907	0.6732892	0.9031158	0.934814	0.9034305	0.88958484	0.88222146	0.8886422	0.8582582	0.83644617	0.87105256	0.80631477	0.85782236	0.8256419	0.84918535	0.8611728	0.90355027	0.8732735	0.7393135	0.8500181	0.73068005	0.83420074	0.8030957	0.82669365	0.8690583	0.9315286	0.86796135	0.8948118	0.8563181	0.8683783	0.8941083	0.82819706	0.8896475	0.9079162	0.8840126	0.90781784	0.7544165	0.76349133	0.79323024	0.9085914	0.87052095	0.79836816	0.9018033	0.91429764	0.81216234	0.8625985	0.8674092	0.83225197	0.9087589	0.8365965	0.7978101	0.8588106	0.86758465	0.8617624	0.8762279	0.8032665	0.86074394	0.8602656	0.7573861	0.78922766	0.90576273	0.814971	0.8496685	0.9011345	0.84059435	0.82114315	0.8741256	0.84748495	0.76382184	0.8203843	0.737268	0.8501974	0.9352602	0.8581658	0.8786375	0.8799717	0.9294133	0.864958	0.8435011	0.8772502	0.84591883	0.82517457	0.8641789	0.8433781	0.79517883	0.8627475	0.8998	0.8677281	0.86788905	0.7858119	0.83936745	0.87974787	0.92670745	0.8729199	0.8477208	0.9341067	0.8788633	0.82867914	0.88042533	0.8912227	0.78929377	0.7833271	0.9455363	0.91214865	0.74540985	0.9493057	0.8420208	0.8805122	0.87878364	0.90702474	0.8818214	0.85485154	0.8841647	0.8443136	0.90471554	0.8656386	0.7961905	0.73773706	0.92047477	0.6964803	0.8397026	0.8811171	0.885131	0.8147669	0.8602097	0.756463	0.8413512	0.8882457	0.87602746	0.8302761	0.79567385	0.9097931	0.8747574	0.8910546	0.89676917	0.8618746	0.9229712	0.8998907	0.89731765	0.8480345	0.9180652	0.85856503	0.9288749	0.85821354	0.9343517	0.9321065	0.7685288	0.84725267	0.9196914	0.9063171	0.8512313	0.85848707	0.8637585	0.72176707	0.8305781	0.86974955	0.82827556	0.85923034	0.83140975	0.9311083
soldaat/noun	0.9133393	0.9197856	0.0	0.8982406	0.84778243	0.8922199	0.877329	0.86142653	0.8642781	0.93259	0.8597175	0.80900294	0.8624987	0.89151776	0.85453975	0.9023044	0.83775365	0.9056819	0.92941296	0.92759025	0.8895659	0.78566617	0.84635854	0.7653705	0.7906946	0.88004684	0.9156292	0.90111476	0.9037233	0.94144565	0.7944004	0.8943516	0.8724957	0.7603723	0.861842	0.80730516	0.87380844	0.92237353	0.8987872	0.92519057	0.9071636	0.86272585	0.93159753	0.93141437	0.86747074	0.84326077	0.8382731	0.9337233	0.8371732	0.9021704	0.79261637	0.96457523	0.93253744	0.8933114	0.90328515	0.8671811	0.84930253	0.8847025	0.90361416	0.818701	0.90310156	0.840512	0.87874824	0.86167264	0.86210805	0.8990585	0.91481173	0.91433895	0.9443451	0.84457815	0.90548164	0.8955953	0.74327505	0.9329318	0.9169216	0.6099059	0.9028776	0.85491866	0.8297347	0.38855135	0.9066021	0.8806308	0.82614446	0.8746627	0.9071862	0.8198419	0.86724836	0.8757959	0.9228989	0.87555844	0.907583	0.87371486	0.9497163	0.86717045	0.87720686	0.9017605	0.9087792	0.86521554	0.9108475	0.8822977	0.8190993	0.90115803	0.90215915	0.91599715	0.9297477	0.8735359	0.93428445	0.8266082	0.9014825	0.91902375	0.9350079	0.94332004	0.8960577	0.8137345	0.8923578	0.94653994	0.88987	0.8512785	0.88628495	0.93866867	0.8042714	0.8174808	0.8737234	0.8432922	0.90772355	0.8194294	0.8431657	0.9133926	0.82857585	0.80724823	0.69534653	0.83767074	0.93576604	0.84184563	0.92565274	0.8450569	0.89211303	0.8978902	0.8404069	0.9468532	0.8502106	0.85637355	0.9122895	0.77245164	0.920616	0.8922961	0.9277231	0.901442	0.9506652	0.8925578	0.8269596	0.9061684	0.90546376	0.884504	0.9242797	0.87876487	0.8610989	0.84564614	0.6806837	0.8964795	0.80077326	0.8853625	0.68618464	0.9235886	0.86719066	0.7918396	0.88860154	0.87914073	0.921531	0.8979753	0.8956439	0.91822964	0.844524	0.8489459	0.86275005	0.9028846	0.8329855	0.7786416	0.90130866	0.87241745	0.87011546	0.8883089	0.7358471	0.8964235	0.92632645	0.77992666	0.918163	0.914696	0.8649858	0.91412264	0.8807057	0.9055468	0.8888462	0.85426295	0.89341855	0.8735904	0.9370816	0.86679304	0.8950118	0.89471024	0.8845927	0.9277071	0.8379886	0.92236066	0.8468212	0.90819335	0.87544525	0.8017606	0.75958365	0.9093081	0.79607576	0.86166805	0.8324126	0.9105629	0.889834	0.8824241	0.808219	0.90911674	0.80631554	0.84082454	0.903262	0.87005854	0.88035923	0.8573474	0.92418826	0.91918194	0.78969604	0.87870413	0.84544873	0.944404	0.95189476	0.8862418	0.9225035	0.67372495	0.88260835	0.8856317	0.87688684	0.90173566	0.9595305	0.76111364	0.93735635	0.9282275	0.90612143	0.92154634	0.91267216	0.91160417	0.8903352	0.78115755	0.855356	0.7627747	0.8426216	0.8399942	0.91112274	0.875832	0.83308434	0.79097724	0.6653196	0.9040162	0.5659788	0.93172765	0.82230055	0.9103736	0.9160356	0.9399944	0.84556913	0.9155903	0.8863894	0.93900836	0.94630885	0.7000389	0.87855387	0.8192265	0.8761873	0.8081386	0.9315385	0.9345128	0.9528376	0.9177487	0.86133015	0.90696573	0.908815	0.8736642	0.8463483	0.9149343	0.86948794	0.82389224	0.75110817	0.8858868	0.85866296	0.92233676	0.91739714	0.85428405	0.9151425	0.77226585	0.5751767	0.8622859	0.8710344	0.8368617	0.9090604	0.82625747	0.92006975	0.92788815	0.9253356	0.89153075	0.7442558	0.91132927	0.9489197	0.9081543	0.94375014	0.90311086	0.9326408	0.8734665	0.9238069	0.91519046	0.33966243	0.9203149	0.8472471	0.91688466	0.86083436	0.91043127	0.91981524	0.8758769	0.8071309	0.8733394	0.8871059	0.9360266
verhouding/noun	0.93057936	0.8861196	0.8982406	0.0	0.7915848	0.8660582	0.7835742	0.7895943	0.72692907	0.89687467	0.74136895	0.8330055	0.90494794	0.9157264	0.9243735	0.885415	0.83842444	0.89722675	0.88273823	0.8934779	0.895049	0.7980095	0.7292112	0.8783914	0.91527504	0.8809298	0.9442313	0.8262895	0.82518536	0.86213577	0.826251	0.82043844	0.8070478	0.81020784	0.9495104	0.87192273	0.8475996	0.88958365	0.904291	0.8755073	0.7594118	0.81229246	0.8359946	0.76521856	0.89939004	0.9022508	0.8448342	0.9197934	0.9164596	0.79362667	0.8321055	0.8825531	0.8617868	0.89392716	0.7458172	0.8382359	0.7683695	0.8534832	0.88727915	0.8890986	0.8559854	0.80897474	0.88267505	0.7468952	0.85581005	0.89458984	0.8148612	0.782025	0.87998426	0.9365423	0.80649006	0.9067255	0.87916106	0.7128494	0.70880026	0.9316836	0.82517505	0.91337276	0.90982205	0.86253625	0.8608999	0.78064436	0.8591531	0.9353821	0.9158134	0.88000137	0.94145876	0.926333	0.89522594	0.76967543	0.9038907	0.84530807	0.92281604	0.888338	0.95453995	0.8854512	0.80213594	0.74312246	0.91193646	0.9527934	0.88623893	0.9220723	0.8542089	0.9129828	0.8654982	0.91304696	0.8431674	0.8978092	0.8649816	0.94174135	0.85688174	0.87636393	0.92790234	0.8712328	0.83509433	0.9430969	0.8742088	0.9117947	0.87207246	0.8825196	0.90384275	0.9188757	0.7104671	0.8824836	0.77894884	0.9173394	0.7842754	0.9133531	0.8447198	0.88558835	0.91297233	0.7690313	0.9329738	0.7698494	0.78405297	0.66052604	0.74367815	0.8657638	0.8903403	0.8913588	0.91859806	0.8727163	0.8083625	0.89005685	0.8942969	0.7843986	0.76276237	0.9365191	0.88846326	0.8370067	0.9579101	0.9342669	0.88208777	0.8435805	0.8704839	0.8970989	0.8326299	0.9088955	0.8984635	0.85968715	0.86496603	0.84119356	0.90483385	0.83995456	0.8579033	0.935669	0.89435697	0.69967127	0.93313813	0.92493457	0.9364166	0.9151579	0.83652985	0.7122685	0.931047	0.7883645	0.8807707	0.82851857	0.8197079	0.9397681	0.8870245	0.81850296	0.91317976	0.83877575	0.8415608	0.8502177	0.778955	0.87013286	0.76618665	0.8215337	0.85122705	0.89363766	0.6750586	0.89639544	0.87008405	0.861427	0.7977473	0.833092	0.7785821	0.81266207	0.8857636	0.79544455	0.762046	0.90399146	0.8182147	0.9368081	0.90465873	0.84012944	0.88057524	0.9469962	0.8466059	0.90139747	0.8339221	0.79641265	0.9411992	0.8856106	0.85576653	0.8166927	0.85989875	0.8551005	0.8596597	0.9156959	0.86718285	0.89580137	0.83134127	0.78769356	0.9209916	0.7391525	0.84790456	0.9509781	0.87746394	0.8612586	0.91752785	0.9229137	0.8312216	0.83278775	0.89598143	0.8565956	0.92973244	0.9338819	0.84708184	0.8597363	0.8996732	0.88121355	0.63921225	0.8744614	0.90273327	0.89280087	0.9183516	0.9445724	0.88190144	0.8877886	0.9408935	0.8981214	0.861867	0.86956364	0.82120997	0.93102115	0.86787665	0.7937459	0.8373584	0.8580419	0.9119852	0.9173184	0.858413	0.71362704	0.8997914	0.8098732	0.9178286	0.90262985	0.77679074	0.9084298	0.8508159	0.94424975	0.90562797	0.9300314	0.7741512	0.80982155	0.75608563	0.7707132	0.9129294	0.8149635	0.8217485	0.8321777	0.93153334	0.74502057	0.79879826	0.87281954	0.95504624	0.8224759	0.8782645	0.88741386	0.86134386	0.90905005	0.88562375	0.77000606	0.7537387	0.8460502	0.87471807	0.7310887	0.86025304	0.7873477	0.8884378	0.87939674	0.8928153	0.7285962	0.76771986	0.85388523	0.93578035	0.7260015	0.9400528	0.89448965	0.7713264	0.8050931	0.8825516	0.8886007	0.7604629	0.8824727	0.8853136	0.79419434	0.8874607	0.92091686	0.79540205	0.89731777	0.8717786	0.95445967
evengoed/adv	0.89240396	0.77248585	0.84778243	0.7915848	0.0	0.8864519	0.6817016	0.6883497	0.73927975	0.899874	0.7801441	0.800044	0.8664415	0.8815534	0.8039242	0.75880915	0.7741915	0.8435566	0.7910052	0.83101225	0.86226416	0.761942	0.6871885	0.7619523	0.7623867	0.82576716	0.8827275	0.82007927	0.8033797	0.76434445	0.74423647	0.8404812	0.74094117	0.83353215	0.8236489	0.740136	0.84102285	0.8381993	0.83580637	0.757043	0.74261713	0.8081907	0.8418699	0.70666265	0.820522	0.800791	0.8268868	0.8926384	0.87916934	0.87068284	0.86263406	0.9112597	0.7755398	0.78194267	0.7853342	0.7707656	0.7486089	0.82354975	0.8335946	0.7801659	0.8094057	0.6708615	0.84107685	0.6696897	0.8093341	0.8464784	0.8328632	0.72645104	0.8208176	0.88654035	0.8244044	0.8526521	0.7930851	0.8080579	0.7454263	0.8972283	0.799628	0.82207006	0.8348813	0.83485675	0.80505323	0.6915766	0.77921045	0.84551877	0.90334296	0.8224608	0.8469463	0.8504233	0.8583845	0.74806905	0.83740246	0.8442285	0.8615122	0.8398476	0.84805614	0.8359374	0.7390386	0.74075055	0.90701413	0.9080362	0.7621391	0.7993077	0.8180029	0.8362386	0.83096284	0.8587308	0.80517673	0.81572145	0.79580337	0.862485	0.7247594	0.8179974	0.8895348	0.7917876	0.81236583	0.8686903	0.8304599	0.83587444	0.9109249	0.8783791	0.77263284	0.8120323	0.81255674	0.77661556	0.83700997	0.8473176	0.64114827	0.8385751	0.7467873	0.7934965	0.855541	0.772451	0.8683315	0.69280267	0.81959957	0.751446	0.80337286	0.8650876	0.89054245	0.8371432	0.8089404	0.8388095	0.74973524	0.81711483	0.7735644	0.8017907	0.73797166	0.83180666	0.8264435	0.7343317	0.8459229	0.8726355	0.83994937	0.7674298	0.766886	0.870744	0.7839029	0.82721955	0.81983113	0.86881626	0.78678954	0.7763706	0.83394545	0.84462947	0.8259261	0.85118973	0.80433553	0.71693707	0.90365	0.9034797	0.9117059	0.7949821	0.7686833	0.818396	0.8684683	0.72467035	0.7675751	0.80503094	0.8220538	0.8186935	0.7186334	0.80333894	0.8288989	0.8258307	0.7380114	0.7850841	0.7133841	0.72526526	0.706118	0.7898812	0.8357222	0.82577974	0.7205081	0.85408235	0.8913242	0.7865648	0.85202086	0.7684963	0.8002112	0.7827906	0.80613405	0.8523025	0.64495444	0.76653266	0.7384905	0.8451884	0.85425365	0.7799155	0.83577675	0.89499146	0.8180368	0.81180537	0.7771099	0.77334195	0.9083116	0.83211493	0.77684194	0.77939075	0.81066984	0.82712567	0.83358526	0.8200784	0.8422811	0.83693177	0.7052405	0.7008682	0.85088784	0.68135756	0.7568294	0.89693207	0.85580933	0.77518624	0.80280584	0.7877895	0.74481255	0.73159146	0.7252675	0.86895245	0.94291407	0.84894013	0.8244338	0.83727366	0.9017582	0.8338792	0.83455825	0.82501936	0.85636544	0.7806884	0.80623835	0.8823717	0.7203245	0.82562876	0.9027655	0.8077247	0.80285954	0.7202377	0.76134133	0.86571825	0.8653245	0.80527973	0.838875	0.88581806	0.85262305	0.88846743	0.857292	0.7714337	0.79017836	0.7819108	0.91958493	0.87615615	0.73237085	0.87279177	0.8134347	0.8492099	0.9069984	0.90075445	0.88718605	0.84278905	0.78657997	0.824108	0.86976117	0.775315	0.7713735	0.75239265	0.88907474	0.6567798	0.77504563	0.78993785	0.81984496	0.76702225	0.7576881	0.79556584	0.7764884	0.84815997	0.83027047	0.72481394	0.75774384	0.82265496	0.81996936	0.7787888	0.8159071	0.8044828	0.90626454	0.83669114	0.86468387	0.7233398	0.8946404	0.80897063	0.9125515	0.72815347	0.88931024	0.83243406	0.78068113	0.83664095	0.86537385	0.8806059	0.74467623	0.7853416	0.81339216	0.7503761	0.78351057	0.83094174	0.74966705	0.8447151	0.81799215	0.93797004
