	verhouding/noun	evengoed/adv	stad_bestuurder/noun	snauw/verb	alleen/adj	haast/adv	moreel/adj	later/adv	vorm/verb	train_mee/verb	inmiddels/adv	omtrek/noun	train/verb	buit_uit/verb	dan/adv	helemaal/adv	nog/adv	aanpak/noun	jarenlang/adj	daar/adv	gips/noun	week/adj	mentaal/adj	blijk/verb	leeftijd/noun	wel/adv	ziel/noun	strijd/noun	verschrikkelijk/adj	Hilversums/adj	luid/verb	behoorlijk/adj	maar/adv	beweeg/verb	gevormd/adj	wild/adj	werkelijk/adv	waterput/noun	werk_omstandigheid/noun	voorraad/noun	operatie/noun	net/adv	systeem/noun	bijna/adv	sprong/noun	teen/noun	louter/adj	al/adv	katalysator/noun	overigens/adv	verkoper/noun	extern/adj	sla/verb	voeg_toe/verb	kind/noun	sociaal/adj	scheel/verb	zeer/adv	stress/noun	water/noun	lucht/noun	wandel_in/verb	alleen/adv	rest/verb	verdring/verb	fiets/noun	verlokking/noun	Koreaan/noun	vuiligheid/noun	duur/adv	zo/adv	extreem/adj	stel_uit/verb	eenmaal/noun	ga_door/verb	echt/adv	verderop/adj	amper/adv	eigenlijk/adj	coach/noun	beleef/verb	meest/adj	rijp/verb	kus/verb	slijp/verb	moeilijk/adj	oorlog_ervaring/noun	akoestiek/noun	kern/noun	rook/noun	slechts/adv	snel/adj	buiten/adv	zaak/noun	meestal/adv	droog/verb	hitte/noun	simpelweg/adv	stel_vast/verb	anders/adj	bloem/noun	opdracht/noun	minstens/adv	makkelijk/adj	fiets/verb	draai/verb	geheel/noun	voldoende/adj	file/noun	kan/verb	eczeem/noun	niet/adv	moet/verb	stank/noun	zeeman/noun	overlast/noun	smerig/adj	professioneel/adj	dring_binnen/verb	weer/adv	bovendien/adv	reuk/noun	maand/noun	val/verb	duik_op/verb	thuis/adv	vrolijk/adj	ploeg_maat/noun	daglicht/noun	student/noun	toch/adv	ben/verb	oppervlak/noun	sterk/verb	wielren/verb	expert/noun	karakter/noun	verander/verb	verkeer/noun	jeugd/noun	soms/adv	vooral/adv	meer/adv	sloop/adj	vooruitzicht/noun	vermoed/verb	langer/adv	loop/verb	intussen/adv	golfplaat/noun	heb/verb	stilte/noun	zogenaamd/adj	discipline/noun	pupil/noun	selecteer/verb	bezoeker/noun	sterfte/noun	list/noun	buurt/noun	opdrachtgever/noun	verdriet/noun	daar/noun	vind/verb	geur/noun	kaas/noun	toerist/noun	wellicht/adv	gewoon/adj	mis/verb	werk/noun	aantrekkelijk/adj	weer/noun	monotoon/adj	pijn/noun	zeg/verb	hier/adv	afloop/noun	verspreid/verb	overal/adv	natuurlijk/adj	beslotenheid/noun	weet/verb	welbeschouwd/adj	wenk/verb	wijs_uit/verb	even/adj	provincie_raad_lid/noun	waar/noun	dag/noun	huid/noun	in_activiteit/noun	verwittig/verb	fit/adj	laag/adj	concurrentie/noun	leven/noun	verleden/noun	blijkbaar/adj	week/noun	Berchemse/adj	vaak/adj	vervolg/noun	beetje/noun	bewoner/noun	eerst/adv	schaar/verb	geloof/verb	2001/noun	wieler_sport/noun	boeiend/adj	spier_pijn/noun	betref/verb	huid_ziekte/noun	minder/adj	zwem/verb	nauwelijks/adv	zeker/adv	angst/noun	speler/noun	er/adv
verhouding/noun	0.0	0.7915848	0.9058089	0.9379394	0.7835742	0.7895943	0.72692907	0.9187545	0.74136895	0.9441022	0.8330055	0.90494794	0.9157264	0.78582364	0.885415	0.88273823	0.8934779	0.7592275	0.7980095	0.91527504	0.9442313	0.8809298	0.8262895	0.82518536	0.82043844	0.86213577	0.826251	0.81020784	0.87192273	0.904291	0.88958365	0.7594118	0.8755073	0.82854605	0.81229246	0.9000009	0.9197934	0.9164596	0.79362667	0.85946333	0.8321055	0.89392716	0.7458172	0.8534832	0.8559854	0.88267505	0.7468952	0.89458984	0.8148612	0.782025	0.8722917	0.80649006	0.9365423	0.87998426	0.87916106	0.7128494	0.87831134	0.70880026	0.82517505	0.91337276	0.90982205	0.95361835	0.78064436	0.8591531	0.82155323	0.9353821	0.89522594	0.88000137	0.9158134	0.76967543	0.80213594	0.74312246	0.91193646	0.88623893	0.9527934	0.9220723	0.9317733	0.9129828	0.85688174	0.91304696	0.8431674	0.77000606	0.8654982	0.88958615	0.87939674	0.87636393	0.87207246	0.82713604	0.8825196	0.9117947	0.83509433	0.8742088	0.9188757	0.77894884	0.7842754	0.9133531	0.88558835	0.7698494	0.8530843	0.8913588	0.91859806	0.8727163	0.89005685	0.8942969	0.9365191	0.88846326	0.76276237	0.7843986	0.9028768	0.8370067	0.9141591	0.8704839	0.8326299	0.9088955	0.8984635	0.85968715	0.86496603	0.84119356	0.90483385	0.89435697	0.69967127	0.93313813	0.92493457	0.931047	0.8807707	0.9397681	0.8870245	0.91755545	0.83877575	0.8502177	0.8415608	0.76618665	0.8215337	0.85122705	0.906507	0.84525543	0.6750586	0.7977473	0.87008405	0.861427	0.762046	0.7391525	0.90399146	0.90465873	0.79544455	0.8619393	0.8182147	0.91037077	0.84012944	0.9469962	0.8466059	0.8339221	0.7736038	0.8166927	0.8551005	0.8596597	0.9156959	0.8545112	0.89580137	0.9209916	0.8290317	0.84790456	0.87746394	0.8542089	0.8612586	0.91752785	0.9229137	0.8312216	0.89598143	0.9039987	0.84708184	0.7939976	0.88121355	0.8744614	0.90273327	0.92790234	0.88190144	0.8981214	0.861867	0.86956364	0.8004922	0.8580419	0.9173184	0.856971	0.9119852	0.858413	0.8997914	0.9178286	0.8123835	0.94424975	0.8508159	0.90562797	0.91714674	0.9300314	0.7741512	0.80982155	0.75608563	0.8149635	0.8321777	0.93153334	0.9243634	0.74502057	0.87281954	0.86134386	0.90905005	0.88741386	0.8460502	0.86025304	0.8884378	0.85388523	0.8048788	0.93578035	0.7260015	0.9400528	0.7713264	0.94174135	0.79419434	0.8344172	0.79540205	0.89731777	0.8717786
evengoed/adv	0.7915848	0.0	0.9044669	0.90919834	0.6817016	0.6883497	0.73927975	0.87692666	0.7801441	0.9214532	0.800044	0.8664415	0.8815534	0.7688906	0.75880915	0.7910052	0.83101225	0.77598816	0.761942	0.7623867	0.8827275	0.82576716	0.82007927	0.8033797	0.8404812	0.76434445	0.74423647	0.83353215	0.740136	0.83580637	0.8381993	0.74261713	0.757043	0.7916521	0.8081907	0.7658993	0.8926384	0.87916934	0.87068284	0.8165163	0.86263406	0.78194267	0.7853342	0.82354975	0.8094057	0.84107685	0.6696897	0.8464784	0.8328632	0.72645104	0.78392816	0.8244044	0.88654035	0.8208176	0.7930851	0.8080579	0.8365976	0.7454263	0.799628	0.82207006	0.8348813	0.89779305	0.6915766	0.77921045	0.73926085	0.84551877	0.8583845	0.8224608	0.90334296	0.74806905	0.7390386	0.74075055	0.90701413	0.7621391	0.9080362	0.7993077	0.8074844	0.8362386	0.7247594	0.8587308	0.80517673	0.72481394	0.83096284	0.826001	0.83669114	0.8179974	0.9109249	0.83900636	0.8783791	0.83587444	0.81236583	0.8304599	0.8120323	0.83700997	0.64114827	0.8385751	0.7934965	0.69280267	0.87068206	0.8371432	0.8089404	0.8388095	0.81711483	0.7735644	0.83180666	0.8264435	0.73797166	0.8017907	0.8830641	0.7343317	0.9186137	0.766886	0.7839029	0.82721955	0.81983113	0.86881626	0.78678954	0.7763706	0.83394545	0.80433553	0.71693707	0.90365	0.9034797	0.8684683	0.7675751	0.8186935	0.7186334	0.84833485	0.8258307	0.7850841	0.7380114	0.706118	0.7898812	0.8357222	0.8333707	0.81102777	0.7205081	0.85202086	0.8913242	0.7865648	0.64495444	0.68135756	0.76653266	0.85425365	0.8523025	0.79077697	0.7384905	0.87922186	0.7799155	0.89499146	0.8180368	0.7771099	0.7162842	0.77939075	0.82712567	0.83358526	0.8200784	0.88641596	0.83693177	0.85088784	0.7983844	0.7568294	0.85580933	0.8180029	0.77518624	0.80280584	0.7877895	0.74481255	0.7252675	0.8485013	0.8244338	0.813056	0.8338792	0.82501936	0.85636544	0.8895348	0.7203245	0.8077247	0.80285954	0.7202377	0.70997226	0.88581806	0.88846743	0.851699	0.85262305	0.857292	0.79017836	0.91958493	0.73963153	0.8492099	0.8134347	0.9069984	0.8658109	0.90075445	0.88718605	0.84278905	0.78657997	0.775315	0.75239265	0.88907474	0.9364221	0.6567798	0.78993785	0.7764884	0.84815997	0.79556584	0.82265496	0.8159071	0.90626454	0.80897063	0.7365262	0.9125515	0.72815347	0.88931024	0.78068113	0.862485	0.7503761	0.7618023	0.74966705	0.8447151	0.81799215
stad_bestuurder/noun	0.9058089	0.9044669	0.0	0.94631773	0.8795873	0.9048818	0.8950736	0.9371221	0.9058775	0.9513164	0.9024227	0.9230375	0.9452862	0.93100995	0.86286104	0.9146807	0.8923063	0.8956634	0.877873	0.9116749	0.958259	0.9242016	0.9630443	0.9012306	0.9512182	0.8535396	0.934576	0.91775066	0.9012851	0.9067917	0.9507539	0.9053836	0.8841716	0.8812436	0.9051389	0.926273	0.92728204	0.92311776	0.9269089	0.9415236	0.9200016	0.93885714	0.9026722	0.946903	0.95020473	0.9517515	0.8998063	0.8958573	0.9150392	0.86175936	0.9024632	0.91604304	0.94254464	0.95676684	0.9293835	0.90388143	0.92653865	0.88291407	0.92203486	0.9359608	0.95221305	0.92139524	0.90051955	0.8974523	0.9222836	0.9498915	0.946794	0.88969576	0.9269634	0.91435295	0.87916917	0.8894806	0.92112136	0.9160426	0.9092325	0.91419584	0.9289547	0.94512075	0.8804686	0.9165494	0.93086666	0.878277	0.93471014	0.90868807	0.928403	0.93123114	0.920696	0.90100133	0.95581865	0.93317723	0.9308099	0.9174279	0.93732893	0.88147545	0.88114446	0.92162395	0.94014883	0.8924372	0.9265188	0.92458475	0.93842757	0.9199121	0.9467189	0.91274524	0.9363718	0.9544518	0.90806293	0.9182202	0.92974836	0.90035385	0.94573045	0.8834521	0.8692653	0.9476665	0.91473603	0.909414	0.90559703	0.91313577	0.9495656	0.9086113	0.8534867	0.9432756	0.9249501	0.94037163	0.9111017	0.93614864	0.90732515	0.9194903	0.93432933	0.9004783	0.8715519	0.85953385	0.9327567	0.91952676	0.9434703	0.88033146	0.87925833	0.9336606	0.9128839	0.9085188	0.86870944	0.8881481	0.9319945	0.9276592	0.9530293	0.9262239	0.89470387	0.94278216	0.89238584	0.9627675	0.8974697	0.9084557	0.88584137	0.9266736	0.91028786	0.9212183	0.9320203	0.94108903	0.92436033	0.9334752	0.86374986	0.910254	0.8729454	0.9035201	0.94081455	0.95861626	0.8947091	0.90168196	0.90289026	0.9548283	0.9239162	0.92549115	0.95837575	0.92751795	0.94324565	0.93869376	0.90220463	0.9205224	0.94391835	0.8989741	0.9065644	0.92027026	0.9116119	0.93415236	0.9109867	0.927783	0.9023979	0.9277474	0.8912893	0.9380849	0.9493655	0.96729016	0.94185185	0.95504606	0.9534908	0.93579125	0.9123543	0.89248407	0.8797212	0.90650034	0.9264911	0.854944	0.93776345	0.9041258	0.88906556	0.88279253	0.89198285	0.93598646	0.9414969	0.9183605	0.91526175	0.9542505	0.8852747	0.9540162	0.9240211	0.95593953	0.89600617	0.9176471	0.9097414	0.92787206	0.893854
snauw/verb	0.9379394	0.90919834	0.94631773	0.0	0.90760094	0.9134541	0.94045883	0.9463191	0.9230018	0.95430726	0.9240616	0.9442761	0.9477999	0.9305053	0.85034907	0.9058908	0.9113307	0.9436399	0.90776503	0.8998058	0.9565322	0.94026643	0.9607601	0.94480485	0.9289738	0.8986421	0.92861027	0.9308734	0.86140335	0.9195803	0.9264237	0.91496944	0.8511486	0.9145699	0.9129236	0.8939583	0.9314252	0.96202534	0.93543917	0.9608305	0.9560407	0.8995504	0.9707551	0.92892224	0.9318989	0.90872574	0.92561203	0.9388969	0.9671014	0.9182472	0.8952356	0.9444856	0.87796956	0.9449944	0.89012676	0.9515436	0.93776166	0.9203611	0.93151706	0.94630146	0.9359549	0.9559788	0.9010967	0.9507027	0.90626913	0.9431237	0.94158435	0.87770116	0.955585	0.9231536	0.8739636	0.9347625	0.9435096	0.8844812	0.93537027	0.8922217	0.8871002	0.94531184	0.9031741	0.93057305	0.9672961	0.9172219	0.95109594	0.8467821	0.9207003	0.95286	0.94714695	0.9294038	0.9644911	0.9256035	0.9374573	0.908589	0.841524	0.9428363	0.85861933	0.93625563	0.92697394	0.9037214	0.9518196	0.92593807	0.95675665	0.9442617	0.91667247	0.9300865	0.9334985	0.9280445	0.94517577	0.9510785	0.94923747	0.91725314	0.96849936	0.8981115	0.8869555	0.95049906	0.9059756	0.9337328	0.8838043	0.90755343	0.9190087	0.9056996	0.91681284	0.9426492	0.9270272	0.946517	0.9214224	0.89791703	0.8889567	0.9265231	0.9406825	0.9012379	0.8941889	0.89884	0.93426585	0.95081824	0.9453621	0.92776716	0.934449	0.9522509	0.94051915	0.93022996	0.85296273	0.9014242	0.9231746	0.95903826	0.96842456	0.91308624	0.90597194	0.9245203	0.9056855	0.94269115	0.8724457	0.89220333	0.91097254	0.93170404	0.8954266	0.9277536	0.9128276	0.9449637	0.92208993	0.9140654	0.90925467	0.91423315	0.88676065	0.92882776	0.96017563	0.9646893	0.88692164	0.92675585	0.85660696	0.94987696	0.92888355	0.9410242	0.9296663	0.9199339	0.9277054	0.8381905	0.8780693	0.88247204	0.94468915	0.91316956	0.9101	0.9607902	0.9146215	0.9429517	0.9245675	0.95901674	0.8419421	0.9685707	0.89915526	0.9332706	0.938069	0.9584483	0.88322836	0.9673707	0.97487926	0.95263803	0.92787284	0.9480672	0.89832807	0.9218904	0.95148027	0.85234416	0.92932534	0.8879834	0.9061601	0.88453025	0.9267102	0.9178903	0.9687004	0.9613315	0.9476271	0.94240654	0.9411842	0.9673177	0.90606946	0.9204308	0.92590225	0.93137777	0.9173799	0.93951225	0.92191064
alleen/adj	0.7835742	0.6817016	0.8795873	0.90760094	0.0	0.7795047	0.7204447	0.88467246	0.8579883	0.9025902	0.81410325	0.88432384	0.8716517	0.80447525	0.6823667	0.7813492	0.7452204	0.76771	0.7874925	0.77670854	0.88858706	0.8505519	0.80399984	0.8143655	0.8390406	0.64162093	0.8225821	0.8504761	0.8015439	0.87736887	0.851834	0.77508867	0.66250074	0.8326702	0.83897865	0.84815943	0.84136325	0.8793973	0.83053064	0.8124212	0.82154083	0.86033106	0.73486483	0.8698056	0.85147417	0.86853325	0.5938261	0.842681	0.84889543	0.6494808	0.7509076	0.7681532	0.9205768	0.8918092	0.7692703	0.7730252	0.8410977	0.7581982	0.7965931	0.8845019	0.9055112	0.9322455	0.39597344	0.77629524	0.8235419	0.84751517	0.8522984	0.83659506	0.8792678	0.71286446	0.74210095	0.77207243	0.9025197	0.79040647	0.9050463	0.72344184	0.87626225	0.7703398	0.6823095	0.87469554	0.86551404	0.7690309	0.86763656	0.8696387	0.8875229	0.7380568	0.8917252	0.8354927	0.8928922	0.88515276	0.6615915	0.82296026	0.84874064	0.77620226	0.64280283	0.88760793	0.85437816	0.6776662	0.87159264	0.7907288	0.8800833	0.80529743	0.82942545	0.71446073	0.85016763	0.8846736	0.7975294	0.7398702	0.87654716	0.6442974	0.88071847	0.61545116	0.6771835	0.86143076	0.86236167	0.82656753	0.8286663	0.74040353	0.9154958	0.8390486	0.5804776	0.8817806	0.90552974	0.88561517	0.8721362	0.8052243	0.8636005	0.84899914	0.83899343	0.7946903	0.72568494	0.6732369	0.8424684	0.8432082	0.83202386	0.8039081	0.7877183	0.8561474	0.8612157	0.7823374	0.7235099	0.59884894	0.62054414	0.8657417	0.86933553	0.85492504	0.60120666	0.9133617	0.8145657	0.9162103	0.7728741	0.82848024	0.7522038	0.7780273	0.83900857	0.8262603	0.8416257	0.84651494	0.85673803	0.89011025	0.76539636	0.8091682	0.7621893	0.8149188	0.82498676	0.8521594	0.822635	0.7472625	0.6893127	0.8884807	0.82249343	0.7798615	0.87590736	0.8576774	0.84189427	0.9093315	0.7104726	0.85311145	0.8519988	0.7557684	0.6828241	0.87480336	0.86280024	0.8404443	0.89750826	0.8493004	0.8058271	0.9276998	0.7364793	0.8733227	0.84197164	0.8789761	0.880351	0.8939818	0.8674173	0.8097986	0.8155097	0.8419776	0.7471701	0.9026348	0.91473407	0.6426438	0.8398135	0.7958256	0.8426306	0.7735248	0.8630321	0.85274345	0.90487957	0.7871814	0.839466	0.8920718	0.72885305	0.902571	0.72899103	0.8609052	0.6307311	0.76620233	0.7699866	0.83035696	0.75690114
haast/adv	0.7895943	0.6883497	0.9048818	0.9134541	0.7795047	0.0	0.76060396	0.9166383	0.7862296	0.91940916	0.7893245	0.86635506	0.85919195	0.7739941	0.7350787	0.75538087	0.8245698	0.78508675	0.8184481	0.827874	0.88515276	0.81121063	0.8264451	0.83094054	0.87774426	0.7878547	0.72709453	0.8550751	0.727425	0.85313547	0.82676184	0.7360406	0.7952483	0.7463817	0.7958649	0.78164244	0.8750808	0.8880533	0.8627115	0.8451401	0.87425226	0.80445766	0.8014419	0.47278172	0.8086842	0.81428355	0.6912718	0.8451534	0.85040915	0.7357216	0.81592995	0.8680883	0.877265	0.80080444	0.85061836	0.8546293	0.8753753	0.7367612	0.7737269	0.8378816	0.81642777	0.8988159	0.76399636	0.78734034	0.75360054	0.8692892	0.8850241	0.7894009	0.86708605	0.711642	0.712008	0.7197608	0.924653	0.78435093	0.9005869	0.80749625	0.8316646	0.7829089	0.72176635	0.8698487	0.77279377	0.7267623	0.8504556	0.78747165	0.86258173	0.78940004	0.9183557	0.8177774	0.86219585	0.84195006	0.8293437	0.8012109	0.8137813	0.8617151	0.675745	0.8646113	0.79594314	0.70227385	0.8789794	0.8288816	0.82370704	0.85017717	0.8361938	0.787199	0.8495666	0.83095104	0.73213434	0.82769877	0.86816704	0.7867079	0.90936035	0.77352345	0.84811836	0.8445202	0.82322776	0.8907071	0.7732109	0.79121983	0.8651229	0.8061043	0.7311498	0.90274477	0.91145325	0.84437287	0.7590841	0.8523131	0.67134976	0.83389556	0.8101313	0.8443066	0.7111152	0.6848834	0.78169477	0.83662283	0.83521795	0.8463973	0.6642755	0.8345488	0.88961804	0.80566245	0.5374146	0.7336103	0.80776596	0.8026439	0.8755699	0.85718703	0.8021656	0.895786	0.78075314	0.89846814	0.82914495	0.7184388	0.7724167	0.77727216	0.83181405	0.8407129	0.81610453	0.8951861	0.8321351	0.8938205	0.8332139	0.70735055	0.8538881	0.8465748	0.7728499	0.8655964	0.8192054	0.74797785	0.7888951	0.8289212	0.8094355	0.79872954	0.85255086	0.7372155	0.7918065	0.8686092	0.7689991	0.7878888	0.84429115	0.7487059	0.7080121	0.88134634	0.8759661	0.8339718	0.84039664	0.89043885	0.7409124	0.9460853	0.7594914	0.8625686	0.7661927	0.8920314	0.8955039	0.87243295	0.91100085	0.8485168	0.74145764	0.8153887	0.73028505	0.89336705	0.9379771	0.6380329	0.79665357	0.7230098	0.8776062	0.8331872	0.8274406	0.816939	0.9251033	0.80807805	0.7156416	0.8956838	0.78499895	0.87996864	0.7672101	0.8462861	0.72107995	0.7625201	0.76077676	0.85637134	0.8017286
moreel/adj	0.72692907	0.73927975	0.8950736	0.94045883	0.7204447	0.76060396	0.0	0.92392826	0.7603511	0.95266396	0.86155224	0.934357	0.9409076	0.795895	0.86218	0.8864564	0.9003945	0.73268366	0.7790905	0.9250373	0.946261	0.8772163	0.6957145	0.8583654	0.8835142	0.84004295	0.8081597	0.7603435	0.8053881	0.9002219	0.7851935	0.8005732	0.88074404	0.87969613	0.8435454	0.8880938	0.9067677	0.9330342	0.82831067	0.90047145	0.84771335	0.91728956	0.77288437	0.88586664	0.8655095	0.91786635	0.6253089	0.9142091	0.82790637	0.7440195	0.8443089	0.7674104	0.92637295	0.8886318	0.8701513	0.63538826	0.91018695	0.78663087	0.79933673	0.9357769	0.9248929	0.9632467	0.7655566	0.8040886	0.8254087	0.94827867	0.8561331	0.8594593	0.9317172	0.79168123	0.8549267	0.73454803	0.8986463	0.87811357	0.90704477	0.9028082	0.95051163	0.93305045	0.8434253	0.8895916	0.8818413	0.82518625	0.88573086	0.9011242	0.91289383	0.85657287	0.9161519	0.891013	0.87994546	0.9218207	0.8592603	0.8946165	0.91731834	0.77972794	0.81939614	0.94747806	0.8723136	0.7490003	0.842768	0.89865875	0.9303636	0.8508864	0.86458206	0.893894	0.94783264	0.9330164	0.8059471	0.77426374	0.92226684	0.8017469	0.9191854	0.81281203	0.7944832	0.8894783	0.89750546	0.8554814	0.87134385	0.7779372	0.92132723	0.9021618	0.7000042	0.91788006	0.9247862	0.88641834	0.8737031	0.93796664	0.89068866	0.88722306	0.873933	0.8558378	0.8308164	0.7475623	0.9002513	0.7743366	0.88811845	0.79146326	0.70797133	0.84000885	0.90170354	0.83363456	0.7794019	0.7435293	0.85005677	0.8670832	0.8658024	0.85798264	0.7077061	0.9506182	0.8554549	0.95984894	0.7697557	0.86374503	0.73446786	0.73144495	0.865734	0.892909	0.9178247	0.9184247	0.8492577	0.9255205	0.8087399	0.7654038	0.8528122	0.83656347	0.87475467	0.9431377	0.9048428	0.80587566	0.8965554	0.87725306	0.86391926	0.87348413	0.93099535	0.8859588	0.83933103	0.9162723	0.88936794	0.8741691	0.87218225	0.86078435	0.77411795	0.8905091	0.94133055	0.8577681	0.90986466	0.89448607	0.9067583	0.9297006	0.788492	0.9420263	0.9130317	0.88834643	0.92261463	0.91946	0.8994494	0.86483634	0.78847444	0.7713334	0.77675354	0.9335065	0.9435141	0.74521804	0.837688	0.8696054	0.89289826	0.8865687	0.7838913	0.8186807	0.9323967	0.7948023	0.8152319	0.91637623	0.7139346	0.92288464	0.846274	0.9461802	0.80175954	0.83065915	0.7256367	0.8748891	0.8533442
later/adv	0.9187545	0.87692666	0.9371221	0.9463191	0.88467246	0.9166383	0.92392826	0.0	0.9062951	0.9073099	0.8337326	0.9266739	0.9134054	0.9257953	0.8578463	0.90285635	0.845897	0.90695065	0.9029571	0.8553605	0.9278584	0.88029945	0.9276367	0.8913842	0.91586506	0.91794765	0.9323725	0.934698	0.922686	0.8886995	0.9230137	0.907783	0.92438996	0.9318767	0.9157329	0.89837945	0.95837224	0.94749266	0.92604554	0.90407926	0.8611398	0.8871427	0.8744314	0.905379	0.9126674	0.93044055	0.8976396	0.8443659	0.9140523	0.84942096	0.87322634	0.90293074	0.93260705	0.92200303	0.907473	0.8927193	0.93629825	0.90646577	0.9221913	0.935807	0.9438102	0.9248254	0.8958058	0.883899	0.9009694	0.88766474	0.9502438	0.8865255	0.9484115	0.8941022	0.9160917	0.9111237	0.7726451	0.8586624	0.8436732	0.9392177	0.900114	0.8799618	0.9257922	0.92561287	0.8704318	0.8981422	0.9003539	0.9151298	0.9221849	0.92483115	0.9354356	0.93100065	0.9108431	0.9210894	0.8937088	0.86547935	0.900984	0.88430727	0.8623856	0.93024737	0.91028476	0.874596	0.92266405	0.9403292	0.8988729	0.90802664	0.85232836	0.9048896	0.9223889	0.9289656	0.8928842	0.9110882	0.89810646	0.86816305	0.9501094	0.90325135	0.8514932	0.9365079	0.91236305	0.9070624	0.9133829	0.9053925	0.9036659	0.8381287	0.8616713	0.9501509	0.7848068	0.90974927	0.8918685	0.8805454	0.8950669	0.91932225	0.9114396	0.89222205	0.9043111	0.87706786	0.93371373	0.89853513	0.9020283	0.8705049	0.90597844	0.94955486	0.87392884	0.9300481	0.9069928	0.89193386	0.906701	0.8810243	0.8530973	0.92262256	0.891137	0.9292159	0.81538725	0.929399	0.8742021	0.90744704	0.8569998	0.9263147	0.9011471	0.8885009	0.87595016	0.92350596	0.9221268	0.9021135	0.88303226	0.93574595	0.95016134	0.93291306	0.9355985	0.9383558	0.8696406	0.823936	0.8920433	0.9358259	0.87814695	0.8990518	0.8820347	0.93097246	0.94870454	0.9500345	0.8868562	0.88666666	0.9028958	0.87745714	0.9315836	0.89631903	0.9600594	0.9365678	0.88780785	0.90601397	0.88197744	0.9160079	0.9202898	0.819414	0.94427466	0.89292157	0.9107106	0.9285232	0.90495974	0.9107554	0.9203363	0.93648165	0.9257935	0.74265885	0.8991744	0.8960933	0.87558645	0.9414073	0.88650334	0.83467954	0.8720838	0.95846486	0.77833855	0.8992462	0.8948513	0.9622668	0.8742169	0.9468011	0.88310724	0.9294577	0.91509145	0.9049647	0.92104375	0.91750455	0.8447355
vorm/verb	0.74136895	0.7801441	0.9058775	0.9230018	0.8579883	0.7862296	0.7603511	0.9062951	0.0	0.9370538	0.87618285	0.8788937	0.8996988	0.79345024	0.93693215	0.92477983	0.9257363	0.78183395	0.8277788	0.90878373	0.9005009	0.86768466	0.8385153	0.8330141	0.8997705	0.9105251	0.8137612	0.8065055	0.86799717	0.8697035	0.86287636	0.8411832	0.91273844	0.7934601	0.6493096	0.8372492	0.9611976	0.8823026	0.88144207	0.8495995	0.86839044	0.89977145	0.7993568	0.8951458	0.8073345	0.89060676	0.7611407	0.9440455	0.8281274	0.8384305	0.8660181	0.81037635	0.8977928	0.78089595	0.89793354	0.75086486	0.90371096	0.7528214	0.8584653	0.8317745	0.86161065	0.91697633	0.8294908	0.7998247	0.75828594	0.91329074	0.8688228	0.8751946	0.9030701	0.8199414	0.8735844	0.7499039	0.9228761	0.8829295	0.9261612	0.93695974	0.8551651	0.9265292	0.88474953	0.9186896	0.8372384	0.76307416	0.8615502	0.8737726	0.8616741	0.8891017	0.9205023	0.85333836	0.84619415	0.8708612	0.84465027	0.8819992	0.8999217	0.8972669	0.79186416	0.8757679	0.8521097	0.81623405	0.87551785	0.95386475	0.82968205	0.88342375	0.8852234	0.89372295	0.88067746	0.8646393	0.6950036	0.7992617	0.891446	0.9034056	0.9241338	0.9419618	0.8932209	0.89702874	0.88787156	0.85120356	0.849189	0.82253027	0.8394313	0.8984782	0.78458965	0.93252856	0.95858043	0.91025746	0.7504853	0.9472099	0.79566777	0.9037817	0.8517535	0.8639765	0.89307666	0.75335664	0.81649727	0.8420138	0.8987922	0.8304804	0.7149703	0.80966353	0.86374	0.83573276	0.8061129	0.75063455	0.91198486	0.88336337	0.8462425	0.84495556	0.8259922	0.87625843	0.88697594	0.9021233	0.88713837	0.86369836	0.72333527	0.8134174	0.908998	0.8181074	0.89037836	0.88726074	0.8943687	0.8608372	0.8606057	0.8691453	0.92736834	0.8295034	0.8298067	0.87935615	0.86255735	0.8287224	0.9142423	0.8638949	0.8407243	0.7775924	0.87809885	0.82527655	0.91923916	0.96282905	0.87884355	0.9230058	0.80905783	0.81585693	0.7947624	0.8887948	0.95509243	0.877422	0.8984078	0.86155814	0.9122249	0.93834543	0.7852393	0.9457889	0.8472401	0.933972	0.9283769	0.93948376	0.8822512	0.8624654	0.83520097	0.83837783	0.8502448	0.95949495	0.92957467	0.78455806	0.846285	0.91519535	0.8744983	0.8989879	0.77495563	0.8720808	0.93974596	0.84804773	0.72873384	0.9344206	0.7310822	0.92949915	0.83698964	0.8912571	0.8408074	0.86158055	0.825961	0.89029074	0.84279263
