	eind/adv	verhouding/noun	evengoed/adv	dan/adv	daarom/pp	nog/adv	uzelf/pron	daar/adv	gips/noun	mentaal/adj	wel/adv	binnen/adv	ziel/noun	voor/comp	verschrikkelijk/adj	maar/adv	behoorlijk/adj	ertegen/pp	twijfel/noun	net/adv	om/comp	bijna/adv	Amsterdammer/noun	al/adv	overigens/adv	Chris/name	kind/noun	sinds/comp	lucht/noun	tegenslag/noun	alleen/adv	weekend/noun	zo/adv	eenmaal/noun	amper/adv	snel/adj	plots/adj	meestal/adv	hitte/noun	andapos;s/adv	simpelweg/adv	anders/adj	bloem/noun	Lelièvre/name	makkelijk/adj	's/adv	ze/pron	wereld_DIM/noun	niet/adv	stank/noun	zeeman/noun	tijdens/prep	weer/adv	bovendien/adv	als/comp	thuis/adv	tot/adv	student/noun	toch/adv	karakter/noun	men/pron	soms/adv	haar/pron	intussen/adv	zich/pron	golfplaat/noun	door/prep	Verhaegen/name	Schneider/name	zodra/comp	pupil/noun	verdriet/noun	ik/pron	geur/noun	tegen/prep	kaas/noun	gewoon/adj	dat/det	werk/noun	pijn/noun	hier/adv	mij/pron	toen/comp	zonder/prep	hen/pron	hij/pron	we/pron	even/adj	zodat/comp	me/pron	provincie_raad_lid/noun	evenwel/adv	wanneer/comp	dag/noun	huid/noun	concurrentie/noun	leven/noun	volgens/prep	blijkbaar/adj	week/noun	vaak/adj	wat/pron	beetje/noun	eerst/adv	zolang/comp	Ronaldo/name	wieler_sport/noun	spier_pijn/noun	beton/noun	nauwelijks/adv	Lance/name	hem/pron	angst/noun	ondanks/prep	speler/noun	er/adv
zonder/prep	0.8695599	0.8216783	0.76447594	0.80850506	0.80799246	0.82625556	0.8414457	0.8077286	0.87669134	0.79055417	0.82179236	0.78471076	0.8346881	0.72089386	0.81461114	0.8442857	0.77456164	0.8517582	0.8542408	0.82934153	0.68658805	0.8741726	0.8236675	0.86753094	0.79224485	0.8982694	0.82783294	0.808529	0.8526589	0.8249915	0.68910193	0.8512269	0.8607719	0.7618572	0.8287242	0.7891416	0.758634	0.71557117	0.79854816	0.797332	0.7447263	0.88203627	0.8454287	0.8846858	0.75257814	0.81139857	0.7561413	0.85695505	0.8357141	0.8397284	0.85533565	0.84627557	0.814036	0.7154579	0.7192816	0.8049057	0.81296194	0.84231555	0.80936384	0.8302593	0.8126683	0.7449422	0.83041894	0.8177514	0.89542305	0.8936611	0.7830385	0.86372334	0.8748086	0.65111756	0.85097885	0.81278425	0.8388701	0.80844283	0.81346506	0.8523162	0.7466868	0.8399895	0.86988664	0.8206836	0.81044364	0.87433845	0.80682826	0.0	0.7986331	0.7843006	0.83239114	0.83155745	0.6601703	0.8938455	0.9125383	0.7370614	0.67454875	0.8177613	0.83462673	0.88333666	0.83074045	0.8578804	0.78780615	0.86329794	0.7313285	0.8969364	0.81132483	0.76307786	0.6569486	0.80834407	0.8285037	0.8904207	0.8430635	0.7344651	0.84687996	0.8418658	0.7850962	0.70117986	0.8325398	0.7467071
hen/pron	0.8966843	0.887467	0.7838378	0.73567176	0.65456235	0.8314967	0.7103947	0.75319093	0.90102935	0.8137454	0.7555174	0.86237526	0.81461835	0.7508354	0.77558553	0.7996736	0.8365226	0.8385628	0.854933	0.8648838	0.6402442	0.8644408	0.737767	0.84632593	0.75851804	0.89390695	0.6220566	0.8070654	0.8722399	0.8460969	0.7748614	0.88455003	0.7998749	0.77491945	0.8414939	0.8156048	0.7811837	0.7625318	0.8203252	0.81030124	0.7290927	0.8474224	0.8618027	0.7772907	0.7782051	0.8362503	0.46952462	0.81789213	0.67723554	0.8177005	0.8053856	0.85655916	0.8147327	0.6846683	0.69262123	0.76648974	0.79304403	0.7169322	0.7572914	0.8732965	0.6948761	0.7539655	0.31022614	0.7451757	0.7586444	0.9275607	0.66148174	0.85389954	0.8692233	0.72344184	0.73837864	0.8017956	0.7136344	0.8404545	0.8393531	0.927612	0.78465205	0.74311936	0.847863	0.827549	0.77026707	0.47489697	0.72602546	0.7986331	0.0	0.5535306	0.72577965	0.79852486	0.7582884	0.50786793	0.8982751	0.75185	0.6762576	0.83769655	0.8641814	0.8390361	0.81488377	0.8147307	0.6915802	0.87357926	0.71200895	0.71710336	0.8242292	0.7471113	0.72476983	0.84963703	0.8320609	0.87989384	0.8905874	0.76127756	0.8046644	0.23528242	0.7725677	0.88366044	0.7671041	0.8369056
hij/pron	0.8166335	0.89468247	0.7413648	0.5910046	0.6475822	0.7326454	0.724023	0.66836	0.82659394	0.80731493	0.6641606	0.8137815	0.76652277	0.6249912	0.695752	0.6894131	0.7693299	0.82378525	0.84313834	0.73740435	0.71256095	0.8298471	0.69212437	0.6959703	0.70309174	0.7513591	0.7226951	0.7131898	0.8615136	0.7953861	0.7724806	0.80926865	0.6680098	0.6585792	0.77888304	0.7509738	0.66897535	0.73038864	0.8127599	0.7742832	0.71570545	0.77217644	0.8378459	0.74094653	0.75741863	0.77867275	0.2543298	0.77485865	0.63909405	0.84852356	0.7820841	0.7920087	0.6894509	0.72213745	0.5727916	0.72611296	0.73834586	0.77537394	0.64306414	0.8459481	0.5698421	0.64837104	0.4781741	0.66405916	0.72042704	0.90332234	0.7277864	0.7448583	0.71881187	0.6607826	0.69488454	0.7540188	0.38742977	0.8540654	0.8330848	0.91118723	0.7007779	0.7478186	0.83369315	0.7596951	0.70131433	0.60095143	0.56855047	0.7843006	0.5535306	0.0	0.59505314	0.6369411	0.79463893	0.5746821	0.84080774	0.69457626	0.58022857	0.7653999	0.8389885	0.8497092	0.77279824	0.87826437	0.7154554	0.73029304	0.6682469	0.70346546	0.69407237	0.6592871	0.7628387	0.6665025	0.77567005	0.85154444	0.87040627	0.754686	0.67469704	0.4445842	0.79150367	0.82914495	0.70557415	0.81935745
we/pron	0.8363722	0.8978056	0.7963015	0.4593218	0.5610064	0.5929692	0.7630808	0.6757859	0.894464	0.7696356	0.54509157	0.84463704	0.8748848	0.690604	0.7648177	0.59985226	0.716804	0.8763206	0.8879723	0.77410144	0.61640793	0.8335273	0.72983307	0.6774453	0.7715421	0.89424706	0.8031418	0.85334116	0.9136877	0.7587919	0.7480325	0.7677802	0.6568552	0.73973966	0.73052096	0.7109645	0.7670583	0.74528533	0.8563245	0.77392197	0.72552323	0.713808	0.88962346	0.88490045	0.689643	0.76701766	0.45023358	0.81759775	0.5902758	0.8759571	0.890009	0.86943465	0.6605929	0.6506672	0.573786	0.6726785	0.7842656	0.82764024	0.49589896	0.8500339	0.44083506	0.73355126	0.74328005	0.6700055	0.81881046	0.9378048	0.8889766	0.80736566	0.8625889	0.73169696	0.7990331	0.8528625	0.3942536	0.88198715	0.8366161	0.88409793	0.6190661	0.6558119	0.8392598	0.831826	0.6524852	0.69246805	0.7723704	0.83239114	0.72577965	0.59505314	0.0	0.64249253	0.68232834	0.6832218	0.91886413	0.68026185	0.66926205	0.7902183	0.9040226	0.80770606	0.8329973	0.908993	0.64954597	0.7816276	0.739532	0.6573868	0.6875531	0.6127219	0.7481314	0.81736636	0.81868404	0.86375374	0.8877733	0.72674334	0.7716581	0.73696226	0.86393523	0.82287335	0.69698745	0.7053208
even/adj	0.8997455	0.8997914	0.79017836	0.527248	0.75235575	0.675316	0.8098007	0.704463	0.85939586	0.866145	0.66690236	0.72175276	0.8299382	0.6461874	0.7652491	0.64422244	0.72621703	0.86876017	0.89027905	0.728212	0.7529193	0.82553476	0.81293476	0.8264494	0.8194052	0.8740288	0.8662436	0.8549326	0.80093646	0.8074787	0.8032739	0.81985724	0.6284292	0.67507493	0.78192484	0.71772057	0.5889906	0.712025	0.7817534	0.7155547	0.77866447	0.7750283	0.8186732	0.89130205	0.77154106	0.6923685	0.57988876	0.8209901	0.7238065	0.8218049	0.87859076	0.8755294	0.5984447	0.79290545	0.60046804	0.73029786	0.8569795	0.8882919	0.5987869	0.8551001	0.70405006	0.60091305	0.7274489	0.72893524	0.8483953	0.90519726	0.83899033	0.80113685	0.83888984	0.67277026	0.81956744	0.81827086	0.6125529	0.78382736	0.8843457	0.82365364	0.6473899	0.79930115	0.87535435	0.79419136	0.6934484	0.75358295	0.6343491	0.83155745	0.79852486	0.6369411	0.64249253	0.0	0.70266956	0.73025537	0.9539774	0.7242706	0.5913239	0.77384305	0.80854714	0.8619899	0.8260061	0.9471885	0.7157476	0.8360581	0.7246673	0.80841553	0.6122856	0.6309519	0.79189247	0.78088814	0.8596492	0.8826929	0.83659244	0.799682	0.7927953	0.73911744	0.84974694	0.8417413	0.83590055	0.7851689
zodat/comp	0.7705798	0.7798172	0.7447909	0.6653599	0.63077945	0.73282087	0.80668414	0.73651564	0.7646107	0.7707418	0.78785443	0.68940365	0.8183713	0.64275503	0.8408807	0.77754486	0.68510103	0.8154471	0.87538284	0.8069327	0.56064093	0.7648628	0.78683877	0.8078779	0.77765864	0.91532546	0.8150044	0.80236554	0.70133525	0.79369533	0.6963415	0.7940124	0.718898	0.65189385	0.72912586	0.5993628	0.6676199	0.64281744	0.6692642	0.7003595	0.65467674	0.8551885	0.73595536	0.88068855	0.640328	0.7239721	0.6761245	0.83726346	0.7503267	0.7399614	0.83634484	0.8512534	0.65106326	0.510115	0.6705121	0.7553035	0.76984096	0.81155264	0.7528369	0.790332	0.6920333	0.70845056	0.8002865	0.6513001	0.8069683	0.7738178	0.67714953	0.82148206	0.8551497	0.50475705	0.7961062	0.8484195	0.824047	0.7138328	0.7978551	0.7698363	0.70397186	0.78584886	0.7752931	0.8193245	0.7653613	0.85540825	0.7617664	0.6601703	0.7582884	0.79463893	0.68232834	0.70266956	0.0	0.83320296	0.88823086	0.6492695	0.5606662	0.7754636	0.6433199	0.7708653	0.84961087	0.83150995	0.7303229	0.81306434	0.7138442	0.8570392	0.77074516	0.6415438	0.6422411	0.80937713	0.81937665	0.8510542	0.61159253	0.6922322	0.8345963	0.80122745	0.82849	0.77031493	0.7824398	0.6943333
me/pron	0.95029795	0.92324543	0.81822693	0.6338701	0.67805225	0.80007434	0.73264587	0.7839689	0.91288316	0.8319075	0.6282393	0.8798833	0.8051567	0.82688195	0.6938392	0.7129189	0.7640029	0.85980797	0.90987974	0.8529995	0.7652591	0.8876831	0.7694477	0.82577693	0.77775335	0.9027709	0.76282144	0.87981176	0.89842725	0.83775085	0.7953973	0.91651	0.6760876	0.7962761	0.8529691	0.82255507	0.7653669	0.8117594	0.8511491	0.85677785	0.7950599	0.7850893	0.8786621	0.8638235	0.7961587	0.8519348	0.5160187	0.81351894	0.61024994	0.8348264	0.8871398	0.9249781	0.7637995	0.77029014	0.6131644	0.7981249	0.85784817	0.8467197	0.6103879	0.8924359	0.6720127	0.66170126	0.44482642	0.81733346	0.50543743	0.9294249	0.818951	0.85889566	0.86988425	0.80677843	0.786905	0.80784893	0.45437145	0.83344936	0.91874856	0.9194071	0.734993	0.68039715	0.8695017	0.77617717	0.7550964	0.16308117	0.7741121	0.8938455	0.50786793	0.5746821	0.6832218	0.73025537	0.83320296	0.0	0.9348187	0.81514406	0.69919884	0.87877816	0.8572602	0.882336	0.81308633	0.94432527	0.65089524	0.9176449	0.7520766	0.6521516	0.6571388	0.7986982	0.8046335	0.8333284	0.8412024	0.85525006	0.8963559	0.76987815	0.80829024	0.42203724	0.8240727	0.90296656	0.7957132	0.8674955
provincie_raad_lid/noun	0.85777825	0.9178286	0.91958493	0.92624146	0.8598595	0.9445385	0.9327729	0.9442093	0.9692419	0.9640384	0.951828	0.9512415	0.95645434	0.8996094	0.95958036	0.95596725	0.9362434	0.90917903	0.96510136	0.9522724	0.8673991	0.95760435	0.9156512	0.91924924	0.9062968	0.874758	0.9490545	0.8668359	0.95042026	0.9364897	0.9334237	0.92448324	0.9471531	0.91894215	0.9587139	0.92462057	0.91343516	0.94942933	0.9584582	0.93589544	0.93006325	0.9578406	0.9440521	0.91800874	0.95232713	0.9467628	0.889708	0.93384063	0.9511176	0.92353696	0.9373624	0.913245	0.93609214	0.8817392	0.9125466	0.94979876	0.93019384	0.88980496	0.94823223	0.9346882	0.89127886	0.9371386	0.90560746	0.8815685	0.9277948	0.9670664	0.8682986	0.8663901	0.90399736	0.892684	0.9379934	0.95575446	0.93195206	0.9542303	0.90270543	0.9609979	0.94223106	0.9377557	0.9122398	0.96263635	0.9517402	0.92921144	0.8882219	0.9125383	0.8982751	0.84080774	0.91886413	0.9539774	0.88823086	0.9348187	0.0	0.8974143	0.896473	0.947473	0.96593684	0.9395746	0.9450123	0.9081631	0.93733436	0.9106008	0.925715	0.9413884	0.96154916	0.89602387	0.9057596	0.92977005	0.9383941	0.92834926	0.95898813	0.94295096	0.93521106	0.88104147	0.9619054	0.92688155	0.9183185	0.92504615
evenwel/adv	0.8283549	0.77679074	0.73237085	0.69395685	0.6185367	0.66267955	0.80538505	0.8242647	0.88990116	0.7749476	0.6521305	0.8241263	0.85317457	0.7706803	0.79951745	0.75908935	0.6916498	0.815704	0.7389102	0.8225036	0.68566275	0.8089362	0.7809755	0.7630334	0.5051671	0.86988145	0.90601826	0.7971748	0.8123722	0.7162577	0.7293025	0.8087331	0.7286021	0.77962464	0.7627938	0.702827	0.71748936	0.67403007	0.7880203	0.86800265	0.687297	0.8099773	0.8912806	0.85261697	0.7635573	0.8846389	0.734216	0.8394178	0.6189645	0.8423269	0.8496587	0.86320883	0.7684182	0.5510633	0.70225096	0.8891014	0.6301685	0.8696771	0.58157325	0.7537353	0.6345796	0.6842807	0.80713797	0.67198694	0.7924908	0.9064288	0.7427793	0.786544	0.831087	0.69719684	0.82870805	0.7972782	0.78104234	0.83171624	0.76067674	0.90499914	0.8330481	0.6470683	0.8602201	0.8383319	0.8239846	0.7706947	0.75254065	0.7370614	0.75185	0.69457626	0.68026185	0.7242706	0.6492695	0.81514406	0.8974143	0.0	0.6620805	0.84160763	0.8557921	0.776619	0.84086543	0.69982433	0.63871205	0.81149757	0.6989213	0.79711294	0.7707416	0.7430233	0.64368904	0.7582766	0.8192799	0.86624867	0.8386563	0.697366	0.8121095	0.76704675	0.7752413	0.6117515	0.7930435	0.6739079
wanneer/comp	0.7633798	0.77313787	0.6908602	0.4941821	0.66867304	0.7310864	0.7626832	0.6797381	0.8624656	0.791748	0.676689	0.7687941	0.75518334	0.5332631	0.6646904	0.699588	0.7029809	0.807464	0.8056239	0.696452	0.65265363	0.7722263	0.7673701	0.77722865	0.7168212	0.87974703	0.7256297	0.6879211	0.764634	0.7729916	0.6717059	0.79503626	0.682324	0.5709828	0.77065885	0.668939	0.52483237	0.5885722	0.6945108	0.67513835	0.663256	0.76723915	0.80129075	0.83055115	0.7296752	0.6615585	0.5072062	0.8057674	0.6435758	0.7420824	0.7786325	0.80557024	0.62354875	0.62842405	0.3013537	0.7270497	0.744943	0.8206459	0.65132713	0.8113274	0.6254708	0.55216455	0.6429024	0.6787893	0.7743772	0.8756287	0.7070024	0.81377226	0.8198775	0.38334936	0.7838164	0.7010358	0.60994124	0.73517597	0.8289043	0.85139966	0.6710057	0.6886823	0.83803684	0.71891904	0.6599537	0.69122255	0.4986096	0.67454875	0.6762576	0.58022857	0.66926205	0.5913239	0.5606662	0.69919884	0.896473	0.6620805	0.0	0.7311888	0.73115987	0.81568605	0.7580365	0.8210479	0.6700734	0.7704193	0.56645966	0.6925417	0.67268556	0.6795361	0.60247785	0.78060436	0.8074421	0.8305863	0.7850655	0.6849482	0.7698594	0.6742567	0.6996401	0.78814125	0.81757635	0.6716904
dag/noun	0.76912427	0.94424975	0.8492099	0.7771468	0.86788887	0.7745267	0.8803126	0.7493606	0.87904435	0.8854763	0.885501	0.82079273	0.90223074	0.71039414	0.8131201	0.82729125	0.83506435	0.9213681	0.94039387	0.7943345	0.8317814	0.78082985	0.8320201	0.7284292	0.8818354	0.93879175	0.8164946	0.7831055	0.80639684	0.83170277	0.84600824	0.5302811	0.8656654	0.78727794	0.74549663	0.8228603	0.777528	0.7476747	0.78197455	0.61861014	0.86750233	0.89544153	0.8372786	0.86905825	0.8682201	0.58252203	0.74400395	0.89863735	0.88320863	0.8545853	0.8486449	0.638514	0.7243138	0.85492134	0.77612793	0.72769845	0.86019254	0.863674	0.8670528	0.9114797	0.86165833	0.80392295	0.8333508	0.753226	0.9202017	0.91577524	0.8382431	0.8984988	0.9003786	0.7534268	0.866122	0.86886823	0.79062885	0.85373527	0.90082026	0.8564769	0.79067343	0.9095079	0.89923275	0.8903057	0.74574304	0.8808591	0.7486508	0.8177613	0.83769655	0.7653999	0.7902183	0.77384305	0.7754636	0.87877816	0.947473	0.84160763	0.7311888	0.0	0.8828009	0.9349084	0.83333397	0.92650086	0.89571255	0.4292494	0.8037343	0.92549217	0.8621915	0.7719411	0.83598924	0.856266	0.8944002	0.90387505	0.8713388	0.84153944	0.8400772	0.8517443	0.89236814	0.8255509	0.88172424	0.7711781
huid/noun	0.95743316	0.8508159	0.8134347	0.84260374	0.86784184	0.88756967	0.86011654	0.8417974	0.75384104	0.8606842	0.89024806	0.74369097	0.67804444	0.8245811	0.83206326	0.8384453	0.8015723	0.88104683	0.9146514	0.8318232	0.84565836	0.8329234	0.87776875	0.92845684	0.8862449	0.90928924	0.84157544	0.8809336	0.68402916	0.88990337	0.79143554	0.90825194	0.78475624	0.7862832	0.85291946	0.84437484	0.7757658	0.7088012	0.705482	0.84542406	0.81991863	0.9055543	0.7046684	0.9308312	0.8271246	0.84111327	0.7392456	0.8707706	0.8827401	0.76853585	0.8596879	0.9258415	0.8098355	0.7907041	0.8039461	0.87162334	0.87082493	0.92607754	0.854072	0.8119919	0.8679587	0.69812787	0.73071235	0.8517025	0.8570205	0.7854568	0.7643793	0.91724455	0.8930633	0.7280005	0.8532164	0.8208551	0.8736538	0.65687144	0.89968807	0.72691566	0.8225895	0.88104224	0.91337967	0.7373973	0.83361745	0.8907562	0.87732077	0.83462673	0.8641814	0.8389885	0.9040226	0.80854714	0.6433199	0.8572602	0.96593684	0.8557921	0.73115987	0.8828009	0.0	0.8906633	0.8515355	0.9352953	0.8228497	0.9486559	0.78146195	0.89678335	0.7892131	0.8127958	0.85602975	0.8613988	0.8653238	0.83653975	0.65648174	0.81919396	0.8924552	0.85000116	0.81974256	0.87690043	0.9130814	0.8912773
concurrentie/noun	0.9177908	0.80982155	0.84278905	0.84160185	0.77905226	0.8509499	0.8864443	0.8849663	0.93352437	0.8160331	0.86768913	0.9294943	0.92144334	0.8933005	0.88977927	0.8628738	0.80087113	0.8709488	0.84818786	0.9033744	0.793705	0.87838507	0.8400811	0.8786063	0.8061611	0.9217336	0.91383076	0.83121765	0.9113195	0.79462564	0.78098565	0.90922755	0.8209947	0.87964356	0.8673453	0.79140764	0.8427758	0.8388722	0.8213198	0.91831356	0.8030694	0.9160054	0.94265044	0.9586235	0.86838174	0.933196	0.83469445	0.8636148	0.8047236	0.8476922	0.9019004	0.9258043	0.8336759	0.6453192	0.84555256	0.9263396	0.8214903	0.8510996	0.83318806	0.8497888	0.81884825	0.833364	0.8766526	0.8167223	0.8746482	0.9439121	0.7707846	0.8899846	0.8812372	0.82624036	0.8431312	0.889146	0.86474025	0.89343166	0.8751631	0.91398704	0.87448883	0.81850255	0.8935569	0.8422015	0.90161735	0.88029575	0.8934736	0.88333666	0.8390361	0.8497092	0.80770606	0.8619899	0.7708653	0.882336	0.9395746	0.776619	0.81568605	0.9349084	0.8906633	0.0	0.9150372	0.8462173	0.80978924	0.9218358	0.82026756	0.87697864	0.86706686	0.89031905	0.8124418	0.8913956	0.84667885	0.876515	0.88749206	0.78852624	0.8465973	0.86655045	0.8195971	0.7752609	0.8347417	0.8639128
leven/noun	0.94090956	0.75608563	0.78657997	0.8478246	0.8342644	0.8699317	0.80831283	0.8538014	0.93830824	0.81852543	0.8423639	0.911285	0.71696246	0.8579154	0.7310977	0.82629615	0.8256664	0.8910638	0.85652566	0.8541936	0.8255771	0.8421202	0.83632416	0.8712003	0.8712684	0.92822266	0.78836906	0.82628	0.881703	0.8006511	0.8201336	0.8754361	0.7519504	0.83915555	0.9047602	0.8682995	0.8235353	0.78957057	0.8543121	0.900689	0.8188111	0.8585085	0.87631726	0.91318065	0.8898165	0.91123116	0.76515883	0.77262115	0.85430413	0.8610335	0.8315144	0.89905226	0.8316632	0.82858527	0.80411524	0.87346846	0.8829121	0.87567776	0.7870677	0.7351299	0.83954763	0.7023705	0.7894891	0.83845985	0.86045617	0.93592715	0.82771957	0.90111893	0.8738998	0.84863204	0.87800467	0.715777	0.7792753	0.81608367	0.9303661	0.9085908	0.8107123	0.7984166	0.780916	0.8076736	0.8018117	0.78071797	0.85627955	0.83074045	0.81488377	0.77279824	0.8329973	0.8260061	0.84961087	0.81308633	0.9450123	0.84086543	0.7580365	0.83333397	0.8515355	0.9150372	0.0	0.9244976	0.8354652	0.91397953	0.75836307	0.81634706	0.7933964	0.87572473	0.81633973	0.8645816	0.7925481	0.93676794	0.8698906	0.84852743	0.8670284	0.82243276	0.7616816	0.8409847	0.9077022	0.89103174
volgens/prep	0.84805846	0.8302385	0.8223641	0.88619107	0.7375656	0.88774896	0.9032745	0.90153015	0.9560721	0.9147011	0.875406	0.95079374	0.9153056	0.87785554	0.8940398	0.93074	0.87690216	0.85929316	0.83590215	0.94255537	0.8186584	0.9027873	0.87156874	0.8928123	0.65353036	0.8546758	0.9146688	0.77796376	0.94098324	0.8820847	0.83965284	0.95419717	0.87144125	0.8985659	0.9293612	0.88491565	0.919039	0.83954626	0.9039329	0.9379248	0.7667114	0.90230596	0.96298456	0.84686184	0.89329755	0.953004	0.8876263	0.88052166	0.8148353	0.8969292	0.8508869	0.9008363	0.9374661	0.6740585	0.8169422	0.95345545	0.72797143	0.8607636	0.89717954	0.88361126	0.84996545	0.8844227	0.89397496	0.7572236	0.85804117	0.95084786	0.7035905	0.90641004	0.85270566	0.81060654	0.9068237	0.9215563	0.9627635	0.9305745	0.81873333	0.94890785	0.9147357	0.75610507	0.88009924	0.93213415	0.89697474	0.9173813	0.88157034	0.8578804	0.8147307	0.87826437	0.908993	0.9471885	0.83150995	0.94432527	0.9081631	0.69982433	0.8210479	0.92650086	0.9352953	0.8462173	0.9244976	0.0	0.8249507	0.8565383	0.80025053	0.87628764	0.9378518	0.85405385	0.7084536	0.91136515	0.87594503	0.9499101	0.91910195	0.85204655	0.92948866	0.8474698	0.8425394	0.84936225	0.93098027	0.84667534
blijkbaar/adj	0.93155926	0.8321777	0.75239265	0.671496	0.66129285	0.70182824	0.78435016	0.7609286	0.91846555	0.72687316	0.56942344	0.8631908	0.81513786	0.7699557	0.7304041	0.71404505	0.66592824	0.85150766	0.79714835	0.81069326	0.6773685	0.85064644	0.76708096	0.7753768	0.6776998	0.9021327	0.8456099	0.8408642	0.8761019	0.76511866	0.72069424	0.8703166	0.6941378	0.7519828	0.78451	0.7389348	0.713302	0.7056775	0.7875345	0.8375732	0.6990019	0.76969403	0.8643056	0.8804139	0.7578327	0.87009275	0.6408169	0.7723501	0.53646874	0.8103464	0.88026375	0.9155899	0.7553434	0.61813664	0.64048386	0.84168667	0.7775787	0.8332837	0.57179546	0.8190733	0.5921377	0.6533732	0.72948456	0.72337735	0.7742989	0.9270758	0.79206645	0.8473183	0.87347186	0.7322368	0.841309	0.7757476	0.60812664	0.784304	0.88260746	0.88116705	0.71565855	0.6313828	0.84530866	0.7737992	0.73435974	0.6143105	0.8198801	0.78780615	0.6915802	0.7154554	0.64954597	0.7157476	0.7303229	0.65089524	0.93733436	0.63871205	0.6700734	0.89571255	0.8228497	0.80978924	0.8354652	0.8249507	0.0	0.9053532	0.674635	0.7035154	0.6678719	0.80625796	0.713312	0.84133977	0.8080148	0.84936744	0.8573191	0.65007615	0.8167044	0.69645673	0.7621462	0.7780465	0.7662979	0.7430481
week/noun	0.58801377	0.93153334	0.88907474	0.804374	0.8125169	0.7363727	0.90164936	0.81950843	0.8433062	0.8695531	0.8939041	0.90659475	0.9432735	0.6953002	0.8927952	0.8770845	0.86818564	0.9292895	0.90717995	0.80356324	0.83735704	0.82106966	0.8233729	0.6339286	0.82746106	0.87280375	0.89339554	0.72197044	0.9392842	0.8358543	0.9030203	0.5461244	0.882685	0.79539144	0.7927215	0.8368136	0.81551886	0.85835195	0.8721317	0.80196804	0.8818019	0.91407406	0.93774426	0.8916069	0.91642386	0.79267824	0.8088376	0.9213099	0.8952101	0.921375	0.8903147	0.6266763	0.7339066	0.85434186	0.81741035	0.8022665	0.7986705	0.8869675	0.86664826	0.94057864	0.8908634	0.8927469	0.8833414	0.66385925	0.90582454	0.9571599	0.82417744	0.855517	0.87076	0.7529983	0.85395247	0.915955	0.83962727	0.941106	0.817732	0.9615132	0.8777187	0.90184337	0.8727364	0.9086164	0.84021014	0.9141394	0.73234034	0.86329794	0.87357926	0.73029304	0.7816276	0.8360581	0.81306434	0.9176449	0.9106008	0.81149757	0.7704193	0.4292494	0.9486559	0.9218358	0.91397953	0.8565383	0.9053532	0.0	0.85438395	0.9226372	0.9182806	0.75790226	0.8217408	0.792517	0.89908975	0.9079078	0.93453896	0.8742128	0.8489274	0.85363954	0.91955304	0.81120056	0.806358	0.81062114
vaak/adj	0.9255854	0.74502057	0.6567798	0.6794111	0.6881686	0.8109928	0.7768019	0.7403577	0.89099395	0.7530736	0.7007947	0.8441232	0.7788334	0.79201895	0.6163197	0.70377517	0.6643032	0.8234348	0.8212924	0.79207504	0.718958	0.77871275	0.70341885	0.7876741	0.66248596	0.885925	0.6647161	0.8027549	0.858616	0.77506363	0.6705439	0.8483422	0.64533573	0.7397805	0.83267796	0.7746437	0.7176583	0.385413	0.76786995	0.7825626	0.65582216	0.7758746	0.8550529	0.85593086	0.7213347	0.7664075	0.59748876	0.7527303	0.7211561	0.78923047	0.7747905	0.8283372	0.79532194	0.6014093	0.6177529	0.73570555	0.71504486	0.74014556	0.6841167	0.70691323	0.64863974	0.31621748	0.6920644	0.79874134	0.7843443	0.8946562	0.70908386	0.8922999	0.83354753	0.71695864	0.7901794	0.6987708	0.6780312	0.774647	0.83466613	0.86003125	0.6690674	0.69965506	0.773535	0.7237961	0.6682823	0.7180564	0.78745526	0.7313285	0.71200895	0.6682469	0.739532	0.7246673	0.7138442	0.7520766	0.925715	0.6989213	0.56645966	0.8037343	0.78146195	0.82026756	0.75836307	0.80025053	0.674635	0.85438395	0.0	0.7398308	0.6573434	0.7732496	0.7362065	0.8124885	0.8269676	0.8248956	0.83700883	0.6707779	0.837405	0.72708356	0.66615045	0.75935304	0.7997364	0.76385367
wat/pron	0.94065666	0.82281077	0.7918676	0.6551348	0.7392397	0.73044	0.79492056	0.79557943	0.9532702	0.9033777	0.59694076	0.92772585	0.8540321	0.82961226	0.745254	0.6472001	0.81219435	0.89964116	0.8380188	0.8782887	0.80867517	0.87963766	0.8438315	0.8261303	0.7139325	0.92720073	0.8671832	0.91114885	0.94295144	0.89741975	0.7179978	0.9425291	0.6796308	0.8412375	0.83119	0.87258583	0.8526205	0.7837929	0.8907167	0.92436504	0.76498175	0.75345606	0.91706854	0.88647926	0.8389648	0.93213886	0.63057184	0.8304008	0.6423142	0.8757344	0.909925	0.9396864	0.8587395	0.75217205	0.68202055	0.8827996	0.85116595	0.89908195	0.64196694	0.8478511	0.6251588	0.72421205	0.71868837	0.83523023	0.83283186	0.93248254	0.89159876	0.9031961	0.8916679	0.8229736	0.87028015	0.82170194	0.58849233	0.8532113	0.9534064	0.9148215	0.74395216	0.51684004	0.8735275	0.8435004	0.7395474	0.569904	0.8936968	0.8969364	0.71710336	0.70346546	0.6573868	0.80841553	0.8570392	0.6521516	0.9413884	0.79711294	0.6925417	0.92549217	0.89678335	0.87697864	0.81634706	0.87628764	0.7035154	0.9226372	0.7398308	0.0	0.77562135	0.7891794	0.7762747	0.8888307	0.83658254	0.8921067	0.92503643	0.6989638	0.86706126	0.7057002	0.82115984	0.91959846	0.8592924	0.7344612
