	doorsta/verb	gedrag/noun	slecht/adj	rage/noun	middel/noun	stem/noun	melding/noun	bericht/noun	Amerikaan/noun	Australisch/adj	misverstand/noun	gisteren/adv	maar/adv	affaire/noun	derhalve/adv	Afrikaan/noun	namelijk/adv	mening/noun	organisatie/noun	functie/noun	bocht/noun	proces/noun	WK/noun	alsnog/adv	systeem/noun	atleet/noun	protest/noun	uitlating/noun	post/noun	stuk/noun	al/adv	rehabiliteer/verb	echter/adv	parkoers/noun	zangeres/noun	deelnemer/noun	leid/adj	onderzoeker/noun	geenszins/adv	argument/noun	moslim/noun	per/adv	iemand/noun	wedstrijd/noun	wissel/noun	laat/adj	A_merk/noun	buitensporig/adj	land_genoot/noun	's/adv	conservatief/adj	genetisch/adj	inefficiënt/adj	knie/noun	Marokkaan/noun	dus/adv	marxistisch/adj	gewoonte/noun	wagen/noun	voorronde/noun	opnieuw/adv	veelbelovend/adj	verkiezing/noun	tijdperk/noun	overdaad/noun	loop/verb	start/verb	logischerwijze/adv	heb/verb	luchtvaart_autoriteit/noun	te/adv	misschien/adv	licht/adj	auto/noun	ongeoorloofd/adj	forceer/verb	automatisch/adj	klassement/noun	afloop/noun	zondag/noun	deelname/noun	keer/noun	klacht/noun	opponent/noun	schorsing/noun	kiezer/noun	Italiaan/noun	100/noun	aanvankelijk/adj	sector/noun	boek/noun	politicus/noun	risico/noun	speel/verb	eerst/adv	start/noun	wel/verb	taalgebruik/noun	1992/noun	denigrerend/adj	discutabel/adj	haal/verb	allround/noun	onderhandelaar/noun	vis_op/verb	Braziliaans/adj	trio/noun	druk/verb	prompt/adj	plek/noun	technisch/adj	wedstrijd_leiding/noun	ronde/noun	verboden/adj	waarom/adv	kwalificatie/noun	400/noun	oog/noun	zenuw/noun	gesprekspartner/noun	match/noun	country/noun	sla/verb	sprinter/noun	stom/adj	verontwaardiging/noun	Fransman/noun	niets/adv	voorbaat/adv	uitspraak/noun	Canadees/noun	februari/noun	110/noun	opzicht/noun	as/noun	kwestie/noun	dicteer/verb	wereldkampioen/noun	zwemmer/noun	serieus/adj	favoriet/noun	verzoek/noun	fout/adj	staatssecretaris/noun	strategie/noun	opdracht/noun	uiterst/adj	plaats/verb	woensdag/noun	rij/verb	behartig/verb	toen/adv	arrogantie/noun	veiligheid_reden/noun	finish/noun	ploeg/noun	m/noun	breng_toe/verb	half/adj	toch/adv	20/noun	kleur/noun	stem_biljet/noun	sprint/verb	gisteravond/adv	verschijn/verb	meteen/adv	onrechtmatig/adj	Nederlands/adj	mankement/noun	onvoldoende/adj	EK/noun	coureur/noun	forum/noun	bestuur_lid/noun	gebied/noun	val/noun	kwartet/noun	bestuurder/noun	voetstuk/noun	scheidsrechter/noun	commissie/noun	haak_af/verb	kilo_meter/noun	renner/noun	stand/noun	Deen/noun	snijd_af/verb	kracht/noun	cross/noun	noodzakelijkerwijs/adv	kwalificatie_toernooi/noun	speler/noun	team/noun	waarschuwing/noun	beval/verb	hopeloos/adj	moreel/adj	terstond/adv	diskwalificeer/verb	lat/noun	heilig/adj	besef/noun	in/adv	vrijdag/noun	race/noun	homohuwelijk/noun	doelbewust/adj	gebruik/noun	geval/noun	deal/noun	kunst/noun	horden/noun	politiek/noun	LPF_kamer_lid/noun	vervolgens/adv	stap_uit/verb	toon/verb	wijk_af/verb	zal/verb	lach/verb	jury/noun	eigenlijk/adj	stichting/noun	Zuid-Koreaan/noun	actie/noun	vrouwelijk/adj	tekst/noun	foutief/adj	kandidaat/noun	erg/adj	lied/noun	fout/noun	vroeg/adj	ingesloten/adj	verkeerd/adj	manoeuvre/noun	niet/adv	wijze/noun	carrosserie/noun	geëindigd/adj	kwartfinale/noun	val/verb	grof/adj	positief/adj	zwemster/noun	eigen/adj	finale/noun	Belg/noun	verklaar/verb	elftal/noun	eindklassement/noun	reeks/noun	bang/adj	achterover/adv	uiteraard/adv	kinderloos/adj	weinig/noun	getuige/noun	zaterdag/noun	pleit/verb	Duits/adj	koop_om/verb	orde/noun	hoek/noun	protesteer/verb	huidig/adj	klasse/noun	Brit/noun	wisselslag/noun	verover/verb	herhaald/adj	rede/noun	management/noun	mensheid/noun	voorlopig/adj	feite/adv	heat/noun	doorgaans/adv	schoolslag/noun	gistermiddag/adv	shorttrack/noun	viertal/noun	kampioenschap/noun	se/adv	word/verb	inmiddels/adv	justitie/noun	roep/verb	gevaar/noun	techniek/noun	lijk/verb	muis_DIM/noun	zelfs/adv	nummer/noun	200_meter/noun	ouder/noun	verlangen/noun	bij/adv	internationaal/adj	kort/adv	onderdeel/noun	feit/noun	legitiem/adj	win/verb	dien/verb	paard/noun	groep_lid/noun	weigering/noun	smal/adj	medaille/noun	vorm/adj	behoefte/noun	11/noun	definitief/adj	daarna/adv	veroorzaker/noun	1996/noun	politiek/adj	anders/adj	achterstand/noun	bevolking_groep/noun	grond/noun	deugdelijk/adj	tegenstander/noun	dreig/verb	beiden/adv	draag/verb	echt/adj	medium/noun	nationaal-socialisme/noun	nandrolon/noun	allebei/adv	mens/noun	donderdag/noun	liberaal/noun	winnaar/noun	publiek/adj	bouwkunst/noun	duatlon/noun	meter/noun	hinder/verb	racket/noun	partij/noun	vals/adj	effect/noun	dag/noun	stadium/noun	vanmorgen/adv	rest/noun	eerder/adj	fel/adj	onreglementair/adj	overweeg/verb	Mexicaan/noun	avonds/adv	doping/noun	start_blok/noun	onderweg/adj	reus_slalom/noun	maatschappij/noun	betrap/verb	Nederlander/noun	commercieel/adj
doorsta/verb	0.0	0.8551737	0.88944256	0.96593416	0.9491558	0.8836347	0.93375915	0.9203361	0.8820673	0.85255337	0.84410924	0.84353113	0.9262547	0.85790956	0.83003956	0.9139469	0.78276825	0.923107	0.8841328	0.8353406	0.87609655	0.6986772	0.8269764	0.8015008	0.8951175	0.8707276	0.8601776	0.87767327	0.8411564	0.96846527	0.7163216	0.82642984	0.7971513	0.8467591	0.93349445	0.8096268	0.8668282	0.87195146	0.7972268	0.9002798	0.9275491	0.913887	0.9037101	0.79925966	0.9402443	0.7474141	0.9587666	0.88125336	0.9410418	0.90306896	0.8711616	0.8356508	0.86861336	0.9124934	0.913832	0.85355294	0.9039145	0.9117092	0.8819363	0.7923845	0.90575624	0.8368206	0.8695147	0.83819884	0.91268843	0.77628964	0.8309999	0.92540187	0.75093913	0.8640051	0.87451607	0.7729733	0.87356913	0.91765934	0.9442344	0.9584304	0.85848194	0.880909	0.85904086	0.9298747	0.7140392	0.9560852	0.908972	0.871686	0.94797087	0.89156735	0.9219621	0.9576237	0.82456714	0.9003974	0.95632696	0.9203282	0.91302496	0.7954124	0.7206215	0.8245044	0.8042882	0.88005346	0.8851117	0.9394152	0.88297814	0.89618266	0.9169952	0.81599194	0.83954406	0.90273654	0.91367424	0.8992466	0.8621321	0.92348135	0.9182501	0.8928976	0.85850143	0.9385807	0.89669394	0.76657176	0.9441706	0.9169718	0.66935134	0.8854274	0.824983	0.8990227	0.91082895	0.7876932	0.7857768	0.80681115	0.8668954	0.8429417	0.8174919	0.85807014	0.7886419	0.93789035	0.9554741	0.89691556	0.96795815	0.8303669	0.8930864	0.9088161	0.8317601	0.8405498	0.9091666	0.92018104	0.89498305	0.95107806	0.9286931	0.81286085	0.89909935	0.84314835	0.91568357	0.8663292	0.9124777	0.8071544	0.88930184	0.83180845	0.87876034	0.85962194	0.90905243	0.857907	0.90711045	0.7635611	0.9723409	0.97928756	0.93633986	0.9164962	0.83873	0.9173431	0.921433	0.8873461	0.8853253	0.8867792	0.8636381	0.8239504	0.88287514	0.8845711	0.9237388	0.95672286	0.7959017	0.9172232	0.9378449	0.9600432	0.9298249	0.8286346	0.77489567	0.9139094	0.91229725	0.9018649	0.8793368	0.80504686	0.9200722	0.8835415	0.96366173	0.7761654	0.8729826	0.84908557	0.86508924	0.8495377	0.9375375	0.8697942	0.89515734	0.7432014	0.9209066	0.8989699	0.8760478	0.87626356	0.9569442	0.82774603	0.9287003	0.80976063	0.9586813	0.9453745	0.88901067	0.9314966	0.9784196	0.85043013	0.90300596	0.89424735	0.86931723	0.8244722	0.8938951	0.7438138	0.87746274	0.7416804	0.80782473	0.9590712	0.8630452	0.9364794	0.88251734	0.96966064	0.92234993	0.79903173	0.79732907	0.9760069	0.81730354	0.80387795	0.9453916	0.86772025	0.84139	0.81220627	0.91800845	0.90327305	0.89156336	0.87374496	0.9524947	0.9520002	0.94538605	0.84215736	0.8893427	0.8900901	0.9028747	0.90461826	0.92868066	0.8740371	0.8837309	0.8467234	0.92054087	0.792524	0.95798427	0.91668046	0.8398508	0.925231	0.8583511	0.91581416	0.89043504	0.88470984	0.9166763	0.9376705	0.8880526	0.90730566	0.86738384	0.98593926	0.8986385	0.9220953	0.90348464	0.9044102	0.793271	0.9522841	0.87906504	0.90701425	0.8326888	0.919152	0.90517974	0.87188464	0.85878664	0.79921263	0.9148826	0.9093151	0.7360106	0.89549947	0.8973089	0.7885734	0.8175052	0.87590516	0.8679579	0.8038477	0.9029371	0.92540985	0.89494956	0.91431195	0.8577524	0.8088528	0.8753449	0.90975124	0.91898596	0.9513179	0.8364332	0.7906579	0.78101444	0.95340025	0.87757	0.90180683	0.88867956	0.86942065	0.9041883	0.9747461	0.92596066	0.9140072	0.9832686	0.95667696	0.8446425	0.9352851	0.88454115	0.8891951	0.9839584	0.92916214	0.80358726	0.76369673	0.8845514	0.91432667	0.84245193	0.86515987	0.8292952	0.92572117	0.9000954	0.8780368	0.93564945	0.8804405	0.8214603	0.83466214	0.9638126	0.9430036	0.9207368	0.7963978	0.95288265	0.90230376	0.9379172	0.8867296	0.8276917	0.74128807	0.89042175	0.965769	0.75891346	0.9347137	0.920936	0.8357111	0.94768333	0.9301794	0.7887503	0.83215827	0.88167095	0.93142873	0.8777921	0.95511854	0.9213414	0.8968267
gedrag/noun	0.8551737	0.0	0.76468813	0.85631907	0.6717291	0.82097787	0.6019174	0.70116305	0.8116658	0.89067304	0.7685436	0.8331049	0.8313263	0.7157247	0.61507034	0.79671115	0.56445783	0.67305946	0.85801613	0.83997464	0.8468319	0.77809167	0.929873	0.83844244	0.7705761	0.86488485	0.69890064	0.5314442	0.76889837	0.88699234	0.877556	0.90820795	0.69262886	0.91355246	0.90142155	0.91389453	0.80587775	0.65363824	0.70073855	0.59132296	0.7721661	0.73143256	0.7499516	0.91812116	0.8521944	0.9007481	0.9044133	0.6958976	0.9242062	0.9007437	0.70368934	0.7214143	0.7888221	0.9087428	0.8114967	0.6774454	0.7985695	0.6028571	0.85063875	0.9770437	0.9075675	0.83917457	0.8949474	0.80543745	0.7829751	0.9116274	0.91919875	0.9246245	0.6701259	0.8123288	0.7717191	0.723464	0.84114236	0.86788696	0.64636517	0.88792753	0.7961117	0.9293388	0.7640599	0.91722345	0.88252264	0.8686073	0.52699405	0.8546652	0.82463175	0.7400315	0.85145295	0.98803407	0.782314	0.77935004	0.8938857	0.616122	0.62948376	0.94658595	0.7702267	0.92918855	0.80512136	0.53112453	0.8538233	0.6112819	0.7861885	0.92577046	0.9666791	0.8849394	0.9567932	0.72124135	0.8801693	0.8884726	0.7375766	0.8935716	0.87387216	0.8741788	0.9669966	0.8117256	0.67097557	0.87920403	0.99625087	0.7175244	0.88592744	0.73858255	0.9283803	0.94644547	0.8441766	0.9260897	0.8217364	0.59360856	0.79076165	0.82217145	0.7268075	0.50552714	0.896685	0.93509465	0.98254985	0.58131754	0.9433976	0.6839405	0.7754581	0.9004434	0.9509021	0.80445254	0.96294814	0.7386867	0.7133618	0.85406315	0.7873909	0.8780373	0.7227644	0.8602715	0.89496523	0.91737497	0.8238235	0.8311527	0.62332726	0.9027501	0.95540637	0.9333267	0.9821986	0.5523691	0.9631129	0.8293477	0.97363496	0.85376614	0.8000408	0.9115883	0.85122126	0.90223855	0.8798146	0.6488378	0.821275	0.80541545	0.68455166	0.9709461	0.8579887	0.8551239	0.8261113	0.86268824	0.86344904	0.9225328	0.74329144	0.8487153	0.7491917	0.72620547	0.90080726	0.98708403	0.91351444	0.9325133	0.8791113	0.91869617	0.8024586	0.9479623	0.76764846	0.9788518	0.86214477	0.9304045	0.5395423	0.8336079	0.7718234	0.58310354	0.8928846	0.5223808	0.7816702	0.7642566	0.72631013	0.67652607	0.9625482	0.9171771	0.772801	0.6740234	0.52654946	0.6861075	0.82602066	0.8632193	0.9786712	0.6723736	0.7407422	0.7974843	0.9039152	0.7486432	0.7442711	0.7122525	0.8019379	0.87849075	0.8639299	0.8114626	0.9032781	0.60480595	0.6530237	0.7110925	0.75151205	0.86999375	0.744372	0.9163553	0.6711542	0.88143384	0.8268508	0.69527876	0.64060295	0.69945836	0.40214795	0.9375755	0.93396246	0.94484955	0.9096155	0.5474744	0.8395995	0.91705173	0.7975778	0.9704066	0.86150134	0.7066498	0.9090416	0.9584893	0.94649214	0.78411204	0.91685784	0.78292954	0.7909498	0.8085053	0.7834968	0.96176267	0.8012759	0.83294034	0.8292447	0.7516678	0.8508669	0.6712635	0.81448686	0.8636168	0.80757576	0.99220186	0.928437	0.67499804	0.7366282	0.67675376	0.724174	0.9516523	0.6899818	0.952109	0.6239561	0.97321993	0.81047434	0.97075987	0.80299425	0.9554867	0.7235454	0.7127697	0.8469858	0.7300352	0.7691742	0.7989406	0.72187227	0.82368237	0.83375406	0.6321944	0.9472147	0.987486	0.6389149	0.57912064	0.7290267	0.8276309	0.8624151	0.9083639	0.746001	0.7127126	0.9695632	0.63683885	0.93273115	0.82254803	0.58039176	0.95294327	0.9505551	0.87449723	0.70062804	0.9469587	0.90742487	0.8398143	0.8366729	0.8394216	0.7005842	0.8543828	0.92404455	0.62413704	0.84136117	0.78613997	0.72477233	0.837461	0.93647647	0.7890623	0.8226888	0.63370585	0.8624733	0.78762114	0.865816	0.67968035	0.937227	0.83595884	0.8742878	0.7344589	0.9377843	0.98557	0.9919812	0.723565	0.9481029	0.8108483	0.72640514	0.68149257	0.9620939	0.86354804	0.7613406	0.86549485	0.7674557	0.78265995	0.85264885	0.7548899	0.8665051	0.8600471	0.7116461	0.9221568	0.89424556	0.9725194	0.737253	0.75022984	0.8399846	0.79278135
slecht/adj	0.88944256	0.76468813	0.0	0.73721474	0.92486656	0.97033733	0.8497614	0.87448394	0.9170805	0.905436	0.84406465	0.8706404	0.7759073	0.84868056	0.72666335	0.807414	0.6585632	0.87906516	0.7504996	0.87070346	0.832288	0.79484856	0.87586683	0.87407815	0.7636184	0.8476411	0.90465856	0.86723316	0.86641115	0.88674533	0.7983582	0.89014035	0.741984	0.831091	0.86089116	0.8247523	0.85178983	0.8632038	0.68621045	0.9096221	0.85062665	0.84028846	0.84339	0.77741104	0.7311988	0.80795956	0.9629899	0.83879423	0.8584627	0.8102072	0.7232977	0.8952309	0.65078676	0.86456263	0.83782876	0.75378203	0.89719296	0.70692146	0.90673923	0.8993652	0.8504881	0.6682819	0.954155	0.9158885	0.9557421	0.89400965	0.8854161	0.87973875	0.78003204	0.89343536	0.7843207	0.75834024	0.89829916	0.88873154	0.84516525	0.81559145	0.8602071	0.91964287	0.882276	0.84899473	0.90389776	0.8937092	0.85025877	0.7777054	0.8476497	0.8775676	0.87283134	0.9106748	0.82626957	0.72790766	0.86503005	0.8385268	0.8320041	0.84226656	0.8623108	0.8028579	0.7753382	0.7650332	0.92815	0.8062449	0.6979073	0.9407711	0.9501355	0.918675	0.9602781	0.8424921	0.88973016	0.8590283	0.8588599	0.9212582	0.7629057	0.810115	0.8634918	0.9595423	0.81857896	0.8933243	0.8648391	0.79121625	0.7370032	0.80844593	0.7746165	0.9502444	0.9092519	0.79949516	0.82775605	0.8978131	0.88104296	0.78176296	0.7837095	0.90209466	0.91489863	0.9486697	0.9800981	0.80183274	0.92781013	0.814942	0.79598564	0.86505115	0.85341376	0.8280938	0.85698843	0.9513429	0.6796158	0.97695386	0.82097113	0.8473563	0.6898802	0.9468798	0.9095171	0.85855395	0.7949455	0.7707964	0.71986794	0.905968	0.8308847	0.77024955	0.89869225	0.81211835	0.9008727	0.7514315	0.9384537	0.9575971	0.94648343	0.85804164	0.8209691	0.7454871	0.67591405	0.8429489	0.822487	0.8509258	0.7359857	0.86563396	0.7849388	0.8595017	0.94445056	0.9301081	0.87499094	0.8961425	0.8396535	0.81556475	0.8378819	0.9558245	0.91325974	0.87608653	0.7851925	0.90767866	0.85432106	0.88557076	0.9007801	0.8935374	0.8807036	0.8412969	0.8017523	0.769582	0.86172736	0.684541	0.69179523	0.8198128	0.8996403	0.6641792	0.82306015	0.9302348	0.8366583	0.859909	0.94488215	0.7908326	0.97080123	0.8666778	0.8527195	0.74090457	0.8724828	0.9598878	0.98452604	0.79329956	0.9507079	0.88098794	0.91450214	0.80460006	0.7176553	0.76916707	0.82270104	0.90151554	0.73113966	0.9111238	0.8855295	0.8970189	0.8766681	0.9725109	0.7435893	0.9333887	0.6278695	0.96220976	0.8841166	0.7271111	0.7959384	0.7131814	0.8396567	0.66064763	0.84155124	0.9749056	0.79073286	0.9236725	0.8750133	0.7982444	0.7746629	0.86547023	0.8076082	0.89121366	0.843631	0.85452676	0.8309685	0.92031497	0.8281993	0.8358766	0.8094187	0.74638677	0.82524604	0.8314029	0.93652534	0.8688613	0.8960867	0.82642704	0.9138969	0.94411296	0.9172921	0.87061906	0.7284909	0.8651037	0.947761	0.9683862	0.93584573	0.89854527	0.9011868	0.6427839	0.87840253	0.92721033	0.7859894	0.8949349	0.763008	0.93411124	0.839481	0.9498695	0.86286086	0.84827846	0.8097926	0.82914925	0.8422195	0.88723177	0.8527873	0.86722326	0.85808384	0.69737625	0.78540957	0.797433	0.9588619	0.9158317	0.80622584	0.9169542	0.7547617	0.8484586	0.7233296	0.9132398	0.8644546	0.8384341	0.91390586	0.806139	0.86653376	0.80533457	0.8566196	0.8887357	0.9584777	0.9468854	0.84668887	0.93486935	0.8135425	0.84607434	0.81774247	0.961797	0.83109283	0.84801596	0.73465276	0.90805256	0.9050955	0.7897621	0.8051628	0.85201156	0.910876	0.94410616	0.7203027	0.8541846	0.9212073	0.96650356	0.8577269	0.78557646	0.94377375	0.9025841	0.9128715	0.8025196	0.92562973	0.87290055	0.8891954	0.7700129	0.9055342	0.9068003	0.7187418	0.830069	0.86584836	0.88589174	0.83275485	0.819041	0.8708631	0.79621655	0.83251846	0.7931843	0.89404595	0.8233026	0.95764923	0.79918915	0.88396126	0.92587864	0.8263295	0.9491561	0.8749335	0.7113706
rage/noun	0.96593416	0.85631907	0.73721474	0.0	0.9448064	0.98424625	0.9362095	0.94853777	0.8912866	0.95779055	0.9661316	0.95094454	0.87156445	0.964517	0.9091414	0.92888796	0.68136036	0.89712316	0.88688743	0.84385544	0.9694337	0.9803991	0.9643551	0.92017627	0.897292	0.95212823	0.9791149	0.93707335	0.87134176	0.9703864	0.9231133	0.91964316	0.9038042	0.96888053	0.92724955	0.9713198	0.9373356	0.97025156	0.85706526	0.8979609	0.9508028	0.9443137	0.9012256	0.95922637	0.9216376	0.8707214	0.9043688	0.9132676	0.9416396	0.8863056	0.87872267	0.89862746	0.85126865	0.99551	0.9336353	0.85505116	0.96647954	0.8003103	0.97435564	0.99196804	0.9411824	0.8825455	0.9758097	0.6136111	0.8401003	0.9290311	0.89901006	0.9838565	0.89363617	0.9839834	0.9036898	0.83995014	0.9470792	0.9790505	0.88435847	0.9766463	0.9482458	0.91209555	0.9546363	0.96961415	0.9647669	0.9411246	0.9549385	0.980419	0.9836027	0.9548344	0.9410269	0.9768143	0.91657716	0.7494813	0.94111866	0.91027206	0.9345122	0.9809867	0.9077453	0.9433014	0.9261255	0.88175905	0.8712703	0.8617015	0.8639052	0.9777169	0.94374204	0.9888932	0.93619376	0.96544576	0.9880138	0.9659132	0.82342184	0.90592	0.8678632	0.90656936	0.95501596	0.95794314	0.80197036	0.8901992	0.9633165	0.92395097	0.9678705	0.8996427	0.9445523	0.91169626	0.9553505	0.9254929	0.83824134	0.9305973	0.93657917	0.9021043	0.89328873	0.9686181	0.9016702	0.9878352	0.9720153	0.8789283	0.99539095	0.89894444	0.88126004	0.9101334	0.95898676	0.9098385	0.9502574	0.9712731	0.87725216	0.9165601	0.80665493	0.905758	0.92040014	0.98004305	0.993041	0.9642902	0.8509833	0.8018826	0.8511951	0.9387057	0.96095246	0.9041606	0.9928437	0.9121257	0.9777223	0.8182671	0.99907976	0.8474057	0.9584666	0.95137554	0.9485889	0.9416907	0.87269455	0.9249179	0.92760825	0.95231545	0.82952225	0.9733354	0.89446914	0.9575028	0.9227322	0.93983287	0.9690037	0.9595899	0.90642375	0.9234977	0.97943294	0.9831528	0.9301073	0.96500057	0.96079147	0.8896278	0.9325031	0.981844	0.96482587	0.9566202	0.93734497	0.9678335	0.952787	0.8819736	0.9456076	0.9228375	0.859493	0.9247658	0.9262639	0.8178656	0.98707116	0.9465984	0.91586185	0.96784574	0.99165666	0.8936547	0.97695035	0.94574815	0.9191705	0.84755164	0.861238	0.88122433	0.9660166	0.8842621	0.9441777	0.9268739	0.97625244	0.9372531	0.8206396	0.87720734	0.75827724	0.97747964	0.89907956	0.97236204	0.9029143	0.97229654	0.9411472	0.9436238	0.9168115	0.95537895	0.88480365	0.97546417	0.9699074	0.8271407	0.8915784	0.87921196	0.9609433	0.82876074	0.95423615	0.9458658	0.94582987	0.9917121	0.9684781	0.9171561	0.9417211	0.9531516	0.8764291	0.97937375	0.9387485	0.9352633	0.9477377	0.9450674	0.96118504	0.9066681	0.9533513	0.717987	0.9104698	0.929592	0.945675	0.97419035	0.95326436	0.9259274	0.9858308	0.96856654	0.9853068	0.9614022	0.71152824	0.96451443	0.90906847	0.95218676	0.9132437	0.95271534	0.9640646	0.65633357	0.9679874	0.8489481	0.80512166	0.956407	0.8053694	0.9704099	0.9720495	0.9441474	0.9714863	0.9519201	0.93651223	0.8387878	0.7202349	0.98639876	0.955469	0.9364258	0.866619	0.71471524	0.9135524	0.7790972	0.93323725	0.9622406	0.77451956	0.9413163	0.934886	0.937047	0.9716919	0.9346211	0.96018785	0.9128394	0.95004964	0.9011872	0.9434567	0.8520105	0.95045286	0.95643216	0.93145496	0.9525373	0.84457916	0.96439344	0.86121655	0.93370247	0.8792906	0.9475467	0.8695056	0.8901751	0.9466869	0.95443434	0.9798047	0.8049135	0.9484067	0.95852643	0.94767964	0.8807922	0.6210202	0.8766594	0.98152095	0.96536434	0.9213432	0.84830976	0.99238354	0.9316796	0.94091636	0.8102023	0.8425971	0.9505649	0.9678383	0.9105328	0.9434547	0.9823573	0.9455688	0.90638256	0.9316645	0.8243051	0.9840044	0.9254292	0.9436558	0.93599266	0.89194006	0.87296426	0.94774365	0.8889302	0.9729185	0.903759	0.9823934	0.9485178	0.85017276	0.96109414	0.8824271	0.7340262
middel/noun	0.9491558	0.6717291	0.92486656	0.9448064	0.0	0.9512046	0.8497032	0.9303315	0.94211733	0.8642098	0.8033534	0.9718299	0.92755395	0.7078695	0.67434967	0.8620368	0.6465529	0.830106	0.7386122	0.81598157	0.95398116	0.84552777	0.8799483	0.9183538	0.7459371	0.6325376	0.83269393	0.8172834	0.85286576	0.8744593	0.96937364	0.8025752	0.7874931	0.8939772	0.9748461	0.939962	0.91751176	0.7935986	0.8839663	0.76463157	0.79947215	0.8929965	0.87815267	0.95589715	0.92502636	0.9788262	0.94753176	0.70205045	0.9563483	0.9651685	0.8563991	0.6901651	0.6993563	0.9767205	0.9627479	0.70887464	0.8467306	0.778315	0.88175845	0.9878313	0.93647194	0.84621465	0.9107224	0.9040324	0.69090366	0.9353423	0.90205926	0.930516	0.7600538	0.97742146	0.77548164	0.8755036	0.941493	0.8222118	0.48598164	0.9386663	0.77432364	0.96550167	0.94759154	0.97198844	0.8943489	0.9248538	0.8700748	0.90613705	0.6294004	0.8877934	0.90806603	0.9801336	0.79470956	0.7391146	0.8411942	0.8484966	0.723295	0.9902011	0.887171	0.9220677	0.8337468	0.66879845	0.86795056	0.8459979	0.836445	0.9614413	0.9789141	0.95207304	0.9269569	0.77138907	0.9279951	0.9070067	0.9263829	0.8261421	0.9046813	0.9520013	0.97399795	0.4008001	0.86475235	0.9602607	0.97202224	0.83781147	0.95991886	0.81615067	0.99237657	0.91178834	0.93785876	0.75856775	0.93302566	0.8540178	0.8734299	0.9012046	0.84877384	0.8348047	0.8973818	0.9346195	0.9687838	0.78653824	0.9917753	0.7896123	0.85481644	0.93353623	0.6784314	0.86982554	0.97478807	0.8434026	0.8728685	0.8604563	0.87761974	0.9152119	0.76629746	0.92210394	0.96922195	0.92212474	0.7081313	0.9302376	0.85690594	0.7615238	0.9487078	0.8901555	0.99230677	0.68526363	0.9853805	0.9430696	0.9996716	0.8361138	0.9231283	0.8445097	0.94800824	0.9781356	0.962855	0.6637595	0.90246725	0.8848618	0.8387457	0.96474147	0.69775736	0.8557782	0.87453914	0.67263347	0.9739584	0.895328	0.9168672	0.9658426	0.9393536	0.79856277	0.9431373	0.97045547	0.72752666	0.9481943	0.96421754	0.97112936	0.84509134	0.94597745	0.9272402	0.9941089	0.7908861	0.9102068	0.761541	0.92023176	0.9067805	0.8367647	0.9334152	0.680818	0.96744317	0.9148259	0.90541166	0.90750873	0.98918676	0.9465579	0.94405884	0.75290155	0.31597912	0.7353283	0.9359294	0.8557565	0.9365595	0.8457239	0.79408383	0.84059995	0.9433614	0.899501	0.91661894	0.8039949	0.9580589	0.97804487	0.88225347	0.9269341	0.915351	0.75308406	0.84786814	0.8814868	0.82969916	0.9447291	0.89041954	0.9497728	0.76213026	0.9571198	0.83186495	0.8168759	0.7359471	0.9096119	0.55708337	0.90883124	0.9656238	0.99302155	0.9562982	0.70862854	0.53446436	0.8756982	0.84425664	0.98752254	0.9471281	0.7658386	0.89697707	0.93612117	0.98375624	0.9227779	0.9570359	0.75690174	0.94939625	0.968295	0.9434038	0.98634887	0.7658936	0.8743574	0.86510205	0.8428274	0.90999544	0.8572548	0.85119414	0.9511153	0.93411833	0.95117605	0.9202155	0.87333524	0.7808249	0.76269615	0.9031099	0.7724646	0.8074055	0.96222067	0.8051474	0.97883964	0.9500648	0.9577816	0.9109842	0.94050455	0.90184426	0.74042237	0.7901537	0.77599084	0.94569635	0.8655222	0.669822	0.83829355	0.900614	0.76445204	0.9657674	0.98843277	0.94606936	0.7187115	0.9169563	0.80485785	0.9572975	0.868355	0.94403845	0.7485396	0.95820487	0.73208904	0.8948969	0.903775	0.8751087	0.9492323	0.88274443	0.8969308	0.7441305	0.98359096	0.9792484	0.9276561	0.8942322	0.93627334	0.80889046	0.9774653	0.9324716	0.80241406	0.8544666	0.8674911	0.8401206	0.8828792	0.85031086	0.8261784	0.9205416	0.8653546	0.8015783	0.32642454	0.8566297	0.91434956	0.9720216	0.88780975	0.954787	0.82537353	0.95048213	0.9611432	0.978574	0.881919	0.96314883	0.8310457	0.75760007	0.6236527	0.9890937	0.9569051	0.91947824	0.9560636	0.9213761	0.9106617	0.8348185	0.8181973	0.89535326	0.9933884	0.4683596	0.8801924	0.9565768	0.9898483	0.86709565	0.39343435	0.98118126	0.73821664
