	denigrerend/adj	discutabel/adj	word/verb	beval/verb	doorsta/verb	allround/noun	hopeloos/adj	moreel/adj	terstond/adv	onderhandelaar/noun	stem/noun	melding/noun	roep/verb	heilig/adj	Amerikaan/noun	misverstand/noun	vis_op/verb	trio/noun	gisteren/adv	druk/verb	race/noun	maar/adv	affaire/noun	homohuwelijk/noun	prompt/adj	doelbewust/adj	plek/noun	geval/noun	derhalve/adv	deal/noun	techniek/noun	Afrikaan/noun	kwalificatie/noun	namelijk/adv	lijk/verb	kunst/noun	400/noun	functie/noun	oog/noun	alsnog/adv	gesprekspartner/noun	protest/noun	uitlating/noun	match/noun	post/noun	zelfs/adv	stuk/noun	nummer/noun	al/adv	200_meter/noun	horden/noun	ouder/noun	sla/verb	internationaal/adj	bij/adv	kort/adv	verontwaardiging/noun	niets/adv	echter/adv	legitiem/adj	vervolgens/adv	voorbaat/adv	dien/verb	win/verb	paard/noun	uitspraak/noun	Canadees/noun	groep_lid/noun	smal/adj	stap_uit/verb	medaille/noun	weigering/noun	februari/noun	deelnemer/noun	zal/verb	lach/verb	110/noun	opzicht/noun	behoefte/noun	geenszins/adv	argument/noun	jury/noun	11/noun	definitief/adj	kwestie/noun	per/adv	wereldkampioen/noun	daarna/adv	1996/noun	Zuid-Koreaan/noun	serieus/adj	iemand/noun	fout/adj	wedstrijd/noun	foutief/adj	politiek/adj	anders/adj	kandidaat/noun	erg/adj	staatssecretaris/noun	lied/noun	opdracht/noun	achterstand/noun	plaats/verb	laat/adj	fout/noun	woensdag/noun	A_merk/noun	grond/noun	deugdelijk/adj	behartig/verb	buitensporig/adj	ingesloten/adj	land_genoot/noun	's/adv	tegenstander/noun	conservatief/adj	toen/adv	genetisch/adj	niet/adv	wijze/noun	veiligheid_reden/noun	carrosserie/noun	ploeg/noun	inefficiënt/adj	kwartfinale/noun	m/noun	dreig/verb	half/adj	beiden/adv	grof/adj	toch/adv	dus/adv	gewoonte/noun	marxistisch/adj	finale/noun	echt/adj	eigen/adj	wagen/noun	stem_biljet/noun	medium/noun	voorronde/noun	sprint/verb	veelbelovend/adj	verkiezing/noun	tijdperk/noun	nandrolon/noun	Belg/noun	loop/verb	start/verb	logischerwijze/adv	elftal/noun	heb/verb	eindklassement/noun	allebei/adv	meteen/adv	reeks/noun	onrechtmatig/adj	bang/adj	mens/noun	donderdag/noun	te/adv	uiteraard/adv	onvoldoende/adj	kinderloos/adj	EK/noun	coureur/noun	getuige/noun	winnaar/noun	auto/noun	forum/noun	zaterdag/noun	pleit/verb	Duits/adj	koop_om/verb	orde/noun	publiek/adj	automatisch/adj	bouwkunst/noun	gebied/noun	val/noun	duatlon/noun	meter/noun	afloop/noun	hinder/verb	zondag/noun	deelname/noun	hoek/noun	kwartet/noun	bestuurder/noun	protesteer/verb	partij/noun	huidig/adj	keer/noun	klasse/noun	vals/adj	Brit/noun	effect/noun	dag/noun	opponent/noun	vanmorgen/adv	Italiaan/noun	rest/noun	herhaald/adj	100/noun	renner/noun	rede/noun	management/noun	aanvankelijk/adj	sector/noun	onreglementair/adj	mensheid/noun	Deen/noun	Mexicaan/noun	snijd_af/verb	avonds/adv	speel/verb	voorlopig/adj	eerst/adv	start/noun	schoolslag/noun	gistermiddag/adv	wel/verb	noodzakelijkerwijs/adv	betrap/verb	taalgebruik/noun	kampioenschap/noun	speler/noun	waarschuwing/noun
denigrerend/adj	0.0	0.59649414	0.79292285	0.8045994	0.7901273	0.84694046	0.77407384	0.8314753	0.95607084	0.8577246	0.9083511	0.8277282	0.8309219	0.8924197	0.8540495	0.7597065	0.8583224	0.943002	0.7241709	0.844513	0.8111452	0.8610129	0.75707906	0.8679405	0.73395085	0.6915668	0.9494513	0.74788296	0.70778924	0.9435775	0.8435807	0.8095728	0.9150802	0.7838958	0.6951935	0.9105821	0.92181253	0.89731234	0.8703021	0.82989013	0.71152234	0.70356166	0.7916501	0.8629956	0.92181927	0.82187057	0.9724056	0.9717335	0.7085759	0.89104325	0.9287333	0.92325616	0.81244934	0.91317225	0.74741143	0.85438585	0.658651	0.839794	0.688349	0.7839203	0.8565135	0.75477356	0.7715899	0.88362765	0.94743925	0.7428912	0.85628223	0.77978176	0.89882356	0.92851084	0.89828694	0.7672141	0.8926739	0.9477311	0.8778017	0.69288325	0.903524	0.8240596	0.8209442	0.8391355	0.7681749	0.8623983	0.93991333	0.8015748	0.77255046	0.90335155	0.9086451	0.90205395	0.89498305	0.91889346	0.79271054	0.83347535	0.7958582	0.9025841	0.7657281	0.7240047	0.9218729	0.90091425	0.8553241	0.7669493	0.9031873	0.8570767	0.83721006	0.9076879	0.90434784	0.7774426	0.892706	0.9855555	0.9365237	0.71388334	0.8185103	0.8567243	0.95787394	0.8526067	0.9746417	0.8341792	0.77704453	0.8135764	0.7916973	0.8075763	0.9335455	0.8442853	0.90523726	0.89616156	0.79094034	0.85733956	0.93417567	0.8825758	0.9260621	0.8895647	0.6715498	0.828169	0.766464	0.87171614	0.7167165	0.9035592	0.88043934	0.8117324	0.9257466	0.8534867	0.6222127	0.8692217	0.86197746	0.78423303	0.86655027	0.885328	0.7772289	0.8153662	0.8894131	0.9417088	0.919999	0.8267399	0.8494165	0.9219996	0.89266044	0.8391257	0.9567093	0.69341826	0.76137507	0.8955554	0.89064467	0.9015013	0.8753788	0.8492337	0.93168855	0.8821056	0.8194295	0.83818674	0.8314299	0.94051224	0.79392314	0.9246856	0.82734233	0.84347224	0.8348875	0.7583023	0.7354807	0.80163974	0.96946716	0.971931	0.94384694	0.8930924	0.9455661	0.7735436	0.6323132	0.8980769	0.88070256	0.95032334	0.8187311	0.8351618	0.598351	0.89688885	0.8462666	0.791881	0.8833754	0.8426372	0.88177603	0.8406187	0.9657657	0.75763595	0.6095151	0.82528305	0.95991474	0.7333372	0.9442334	0.91335607	0.84331703	0.8254839	0.85720146	0.8871646	0.8652518	0.85231864	0.8556865	0.96471703	0.8253724	0.9822438	0.8904761	0.86692	0.9126892	0.8937292	0.94449997	0.6772927	0.68395853	0.82313627	0.8030771	0.76450527	0.8864743	0.92296743	0.66932935
discutabel/adj	0.59649414	0.0	0.7636051	0.8875174	0.82204264	0.87751585	0.6812979	0.72266436	0.8889241	0.91082406	0.7504537	0.8438709	0.8892299	0.89982665	0.83803856	0.8031843	0.8924854	0.62339	0.76805466	0.8257542	0.90713537	0.8668	0.68586326	0.8150532	0.729777	0.87696683	0.8026488	0.80493414	0.77783	0.8695635	0.82294595	0.8602643	0.9330007	0.7024656	0.7638221	0.96112305	0.97030985	0.8808415	0.6803925	0.8487427	0.82795715	0.894428	0.71471465	0.93055594	0.8954163	0.7192687	0.87564033	0.9317661	0.9366684	0.9577916	0.985421	0.93425834	0.7135813	0.84433997	0.90188974	0.68121266	0.7641729	0.82996637	0.6573298	0.6906127	0.8319111	0.82905936	0.8274311	0.870043	0.937016	0.7489847	0.73899615	0.8453373	0.9107111	0.8938897	0.9259658	0.8856852	0.9407268	0.9474091	0.83984125	0.8427002	0.9677463	0.72321403	0.8935032	0.8447832	0.67227644	0.72261953	0.95628756	0.88757753	0.7660476	0.9324951	0.8505999	0.7754787	0.88733125	0.8662718	0.85213494	0.88513756	0.6808871	0.90491295	0.7813938	0.7452295	0.8827432	0.83137375	0.6487132	0.8750809	0.60592127	0.915897	0.79304314	0.943045	0.89580655	0.71879506	0.94352496	0.9698827	0.82902884	0.720194	0.8163971	0.78475046	0.9080329	0.8926147	0.98147696	0.7669512	0.67425954	0.82154864	0.86168915	0.8394008	0.7745172	0.9032694	0.9195751	0.9158815	0.5399891	0.95289546	0.9762047	0.8412888	0.9610397	0.8406153	0.7049074	0.863355	0.804202	0.9124073	0.69137216	0.9393692	0.86163986	0.76877534	0.8710597	0.8431219	0.80061686	0.90241325	0.89515066	0.77286816	0.87645805	0.91028494	0.82736146	0.7976942	0.86761785	0.95016736	0.88294345	0.8989132	0.79705787	0.9203927	0.9167477	0.85441136	0.9283283	0.6784662	0.8616677	0.94186443	0.9383061	0.77871156	0.66942024	0.8211111	0.9465139	0.982465	0.84401083	0.76977694	0.81206495	0.8399826	0.81423956	0.9654681	0.7943374	0.74033564	0.8298722	0.9042156	0.7877345	0.7860561	0.9560757	0.94692963	0.90281594	0.9115548	0.9411745	0.81443626	0.8217557	0.96233636	0.91628945	0.97120696	0.8456337	0.7387657	0.7968927	0.9197507	0.72546244	0.8590929	0.95123273	0.8179179	0.7917311	0.7153357	0.9653855	0.83144736	0.8620986	0.79279417	0.956728	0.85908824	0.9746733	0.8936235	0.71428525	0.64680994	0.88371277	0.8073446	0.79897106	0.82358134	0.8146718	0.78580415	0.89073455	0.98017114	0.88718885	0.89829195	0.89597833	0.9258347	0.9682555	0.75963116	0.8421141	0.9028515	0.71247524	0.71647537	0.96611124	0.9325858	0.8300382
word/verb	0.79292285	0.7636051	0.0	0.85337067	0.8974538	0.7789653	0.81912255	0.83311725	0.80052257	0.82930565	0.8283582	0.59031403	0.776474	0.9263288	0.8335228	0.72876036	0.7999064	0.74003714	0.79317796	0.72246003	0.747131	0.85231304	0.72991145	0.88433963	0.6983848	0.7466018	0.7864655	0.8228547	0.733341	0.8359819	0.8725939	0.74016774	0.7614008	0.6257349	0.765326	0.9040664	0.93280876	0.73652273	0.78036594	0.62828004	0.7736827	0.769247	0.8011451	0.84601843	0.73027074	0.717826	0.73819846	0.7805693	0.83882856	0.91774994	0.9579659	0.93920743	0.6369188	0.8513791	0.8467838	0.67020315	0.9219661	0.82731724	0.62883055	0.8566114	0.5609274	0.83611315	0.68414295	0.77631605	0.75705326	0.665986	0.84828454	0.79913723	0.80554676	0.6292826	0.8079611	0.7225809	0.7663083	0.8517775	0.5597805	0.8641446	0.93341684	0.89536333	0.914284	0.7554796	0.81541955	0.7029116	0.809944	0.72325647	0.84664893	0.9100478	0.7527578	0.6157445	0.7006077	0.790684	0.78478396	0.5947111	0.7107241	0.79430306	0.5685771	0.8611758	0.8316423	0.7792294	0.82117456	0.89305687	0.913029	0.7656499	0.6751431	0.7156037	0.715259	0.6821544	0.8064905	0.93667114	0.70510644	0.8451735	0.7922266	0.7708614	0.8383342	0.7211268	0.8810544	0.6735081	0.8987317	0.6609009	0.92737746	0.71407783	0.71760285	0.8439046	0.7926023	0.7770253	0.83190864	0.8072614	0.9742228	0.6936033	0.8521059	0.81563306	0.7668066	0.8114284	0.7575923	0.86307776	0.81389105	0.8462879	0.8728678	0.80807084	0.5489772	0.72740984	0.73259366	0.81925344	0.7612535	0.8720107	0.7306839	0.87711674	0.6988272	0.8438866	0.83551395	0.77409685	0.7999675	0.7868068	0.79090196	0.9038619	0.90846276	0.7559962	0.94765836	0.7696246	0.9160506	0.81927645	0.75902563	0.7027344	0.67073286	0.8019345	0.8061032	0.8292527	0.71561974	0.5610989	0.7913266	0.5387368	0.87688756	0.81788254	0.80755866	0.7636258	0.85668254	0.7918669	0.8642132	0.63712776	0.9319993	0.7721194	0.7745848	0.8023123	0.8979532	0.75019723	0.696819	0.8098807	0.7717922	0.7578721	0.8994064	0.59456056	0.8086628	0.83229744	0.8170633	0.650296	0.7713604	0.6578543	0.8937303	0.752038	0.87776864	0.7149099	0.7875759	0.76206005	0.7434206	0.8367104	0.9263698	0.6774447	0.81759495	0.8365427	0.7698913	0.8357663	0.8461748	0.83266616	0.81591296	0.92296594	0.71077	0.91450244	0.89727485	0.74027586	0.65295005	0.7791177	0.9464367	0.674455	0.76711833	0.7403449	0.6283226	0.83432597	0.8275465	0.7452675	0.66854566
beval/verb	0.8045994	0.8875174	0.85337067	0.0	0.7376435	0.95358723	0.8697938	0.8741147	0.8989048	0.8757777	0.90737337	0.91101545	0.91238487	0.8850503	0.8732086	0.88852006	0.9097966	0.9605619	0.9622753	0.81296855	0.9662386	0.76186025	0.8870535	0.7938087	0.92250746	0.7962198	0.8879605	0.68967295	0.7853431	0.90319556	0.9584824	0.8965515	0.91835284	0.76903945	0.67782223	0.9123217	0.99318665	0.8876249	0.8634918	0.9246053	0.75415987	0.78129274	0.915967	0.8773443	0.91913635	0.7981732	0.91589344	0.96213233	0.918065	0.98901325	0.9949649	0.8438703	0.8263865	0.8014698	0.94162464	0.934647	0.9341732	0.66235256	0.6635884	0.77455425	0.89338493	0.83764803	0.80539834	0.819664	0.9584845	0.8520987	0.8634252	0.94177383	0.87590986	0.83902127	0.91739094	0.8942292	0.934367	0.83671117	0.8083769	0.65714204	0.9818193	0.7974762	0.73453444	0.7409589	0.7924497	0.90741533	0.8133545	0.777186	0.8365761	0.82370466	0.8267988	0.8117465	0.9395829	0.94144434	0.75952375	0.8288759	0.8192832	0.8620542	0.86230385	0.7820964	0.78793657	0.8764031	0.67417514	0.87938213	0.94466543	0.8165827	0.9216399	0.96994793	0.9246747	0.88223875	0.90816283	0.8738998	0.9064357	0.81580967	0.90939146	0.91849697	0.8804113	0.93616164	0.77202666	0.8520113	0.7656795	0.8168674	0.8922629	0.71181613	0.87365466	0.87131643	0.9127366	0.90607	0.88570136	0.9132891	0.98657835	0.92739964	0.9230678	0.8264319	0.845963	0.68016124	0.6442437	0.7987444	0.90346736	0.9496049	0.78185695	0.88266104	0.9815763	0.88422686	0.93585616	0.9394816	0.94937515	0.91368467	0.8931724	0.94190025	0.9523003	0.8732802	0.82921755	0.79424924	0.85403156	0.86321735	0.80553734	0.96788657	0.7507632	0.76732373	0.9915913	0.86202127	0.74168706	0.8961182	0.9081727	0.8917979	0.65957	0.91730434	0.86155415	0.88111895	0.9266925	0.93862504	0.8654693	0.96131116	0.9597586	0.90756595	0.9198097	0.8682264	0.92152405	0.8579093	0.9334139	0.85599965	0.95665085	0.90949714	0.9310839	0.87637204	0.98472327	0.7493346	0.7174912	0.831267	0.85246336	0.89992356	0.80219287	0.9650077	0.8751062	0.89318925	0.8446394	0.8864154	0.9842626	0.95153576	0.9049201	0.93158853	0.91440296	0.7374558	0.89386487	0.8834057	0.95771426	0.940734	0.99804515	0.95370257	0.8153248	0.88738704	0.7820348	0.9461192	0.8520894	0.94917667	0.85425305	0.8336042	0.87983537	0.876265	0.8783906	0.748894	0.9318317	0.8301637	0.99552786	0.8559979	0.7448322	0.8957228	0.92906094	0.8938563	0.8458135	0.9272708	0.9168186
doorsta/verb	0.7901273	0.82204264	0.8974538	0.7376435	0.0	0.81612813	0.8987615	0.8498443	0.9150536	0.86060333	0.87771577	0.9133704	0.9497457	0.83494294	0.7923213	0.8625376	0.7938138	0.87566805	0.8609642	0.9373494	0.81383574	0.806664	0.8107215	0.8993575	0.91679966	0.7811456	0.9344492	0.7835413	0.83971846	0.9196949	0.8721581	0.840116	0.77117443	0.7762995	0.8272831	0.9302338	0.92862505	0.84227467	0.88761294	0.82078016	0.8184745	0.8398489	0.9235414	0.8314175	0.8660959	0.80512255	0.9636453	0.8894837	0.85961455	0.9093641	0.939518	0.88341004	0.9075054	0.81856716	0.90399706	0.8886156	0.7961607	0.77617407	0.74782133	0.86369765	0.84405744	0.87632775	0.80035484	0.8113548	0.7545475	0.8993878	0.7660567	0.9463975	0.9213048	0.93968165	0.83796006	0.87988913	0.95657456	0.7944995	0.80795133	0.82841295	0.9132476	0.8754331	0.8408397	0.8181811	0.90081954	0.80559635	0.97532153	0.90025985	0.8309305	0.93589616	0.86072934	0.9078658	0.92459303	0.82812274	0.80894285	0.87921965	0.85849416	0.7881764	0.85599536	0.8614812	0.8731117	0.7639354	0.83285254	0.93997604	0.96189904	0.78975296	0.82162964	0.82762176	0.796996	0.89214164	0.90342695	0.91298103	0.98168606	0.8610561	0.8611832	0.8506855	0.9200238	0.91802657	0.9435992	0.79225934	0.7868005	0.8099348	0.78915143	0.8225033	0.89482564	0.8229828	0.89169115	0.8183389	0.90353364	0.8395684	0.8499468	0.8854192	0.90369993	0.7936675	0.84833515	0.79953545	0.77532864	0.849244	0.85122395	0.85632116	0.8191545	0.8661556	0.91615355	0.8780364	0.8406184	0.7150052	0.91397697	0.8721463	0.89821357	0.908112	0.91818666	0.783979	0.88363284	0.85164094	0.89973885	0.831899	0.7598626	0.91159743	0.83850473	0.8385325	0.8810588	0.87882113	0.8200084	0.8858758	0.9231155	0.9126929	0.73269296	0.89108986	0.9387615	0.80714554	0.8771391	0.937226	0.82037854	0.9552893	0.82577896	0.9038857	0.91145116	0.93928075	0.88614464	0.88447857	0.83347356	0.83197176	0.97136366	0.9578361	0.83595484	0.9185244	0.90445465	0.81601465	0.7876303	0.94867903	0.7382058	0.9706452	0.86919415	0.96698254	0.87822044	0.89156055	0.8714898	0.9148684	0.87399113	0.9144186	0.7812541	0.82105696	0.87933856	0.79570186	0.91994834	0.8542792	0.9454985	0.9566095	0.9617625	0.94128823	0.8672747	0.90190184	0.8489583	0.89273524	0.8698355	0.8346207	0.8475702	0.82422423	0.95659405	0.9725751	0.81272054	0.9293417	0.70890254	0.8664758	0.9388252	0.90693855	0.7286234	0.88304245	0.9695171	0.9001197	0.7987787	0.9081028	0.86702776
allround/noun	0.84694046	0.87751585	0.7789653	0.95358723	0.81612813	0.0	0.9213469	0.93773746	0.8213117	0.9288098	0.9536322	0.93245625	0.9740203	0.9538832	0.80816257	0.93834996	0.6820782	0.9612584	0.75141245	0.96836084	0.55117893	0.9276609	0.9577721	0.8982814	0.7985899	0.956706	0.8110417	0.97473073	0.8115667	0.9252909	0.9709301	0.85226357	0.49284947	0.8926663	0.90256196	0.9411419	0.7387248	0.9387902	0.9477779	0.64117116	0.92319155	0.91793025	0.95594275	0.90786356	0.93723935	0.8451551	0.9423478	0.8597405	0.87680477	0.73472726	0.8042855	0.9791071	0.9094136	0.81553006	0.96171355	0.84796405	0.9771567	0.93200284	0.93714	0.89756215	0.7849114	0.8934075	0.8407937	0.58643365	0.8271913	0.9123239	0.70301676	0.9650095	0.9736879	0.90459347	0.4832139	0.9401611	0.7979648	0.66274965	0.88740426	0.9430977	0.73630816	0.9547118	0.9359646	0.90094185	0.937842	0.93572783	0.9140806	0.7569891	0.9324009	0.93837553	0.5267799	0.87761164	0.53065777	0.78995216	0.8847499	0.9735116	0.88539803	0.70173717	0.90148044	0.9445467	0.97479886	0.85485023	0.96951926	0.949674	0.9821374	0.894009	0.79153526	0.5867231	0.7053795	0.9531491	0.8728665	0.91993386	0.9336112	0.9353627	0.8269664	0.95067656	0.9364306	0.5740879	0.9922847	0.8738905	0.9355194	0.8178555	0.9841584	0.9389158	0.9359425	0.74766064	0.935271	0.6957848	0.93351966	0.5012234	0.81754416	0.8848002	0.7231852	0.81645226	0.9765156	0.92303026	0.95565987	0.960711	0.9581201	0.61677974	0.8907228	0.926838	0.95402324	0.91673636	0.96095675	0.55085385	0.5427725	0.9357705	0.8630115	0.95398736	0.86744404	0.590188	0.8074827	0.766413	0.8995581	0.57844305	0.93992275	0.63277656	0.8776213	0.8059943	0.91219956	0.7949198	0.9653578	0.98436946	0.883712	0.9635687	0.83107376	0.9087249	0.8636383	0.44279325	0.6447145	0.9663085	0.64542806	0.8955158	0.9003596	0.75246084	0.8737558	0.66432667	0.97440094	0.94490135	0.96037763	0.71777105	0.9258069	0.96093374	0.69482756	0.4435572	0.6852621	0.83615017	0.84820473	0.7601776	0.52800775	0.94741386	0.86885655	0.9700628	0.8616162	0.9300363	0.8302604	0.6058959	0.79809976	0.914244	0.7755526	0.9840411	0.798782	0.8553191	0.9000039	0.66426355	0.9821908	0.94492507	0.7114099	0.7193421	0.9565321	0.954744	0.9562846	0.9725892	0.75363654	0.91899335	0.757123	0.8630872	0.94079375	0.99153537	0.8032811	0.88473314	0.91599786	0.69473636	0.73848474	0.70291984	0.9127927	0.88771844	0.90356934	0.9566208	0.47590768	0.87442976	0.9160233
hopeloos/adj	0.77407384	0.6812979	0.81912255	0.8697938	0.8987615	0.9213469	0.0	0.7785111	0.85572624	0.7769625	0.8787976	0.82744586	0.81621754	0.8209384	0.8245702	0.5871665	0.9285425	0.78813607	0.92857575	0.68410385	0.83913225	0.8854112	0.7515866	0.80875695	0.737272	0.8089073	0.8888467	0.64526	0.52936137	0.8835622	0.79087836	0.8810771	0.9197329	0.7614923	0.5699426	0.9286634	0.9744423	0.90868175	0.72539854	0.7732848	0.7660762	0.79567933	0.8373804	0.8515048	0.9111005	0.6600975	0.8647829	0.89525175	0.634709	0.9546907	0.9786829	0.7871727	0.86169344	0.8467774	0.4728446	0.8128193	0.8733542	0.78202194	0.5881759	0.73237824	0.86291957	0.46089303	0.7336223	0.92927986	0.9027164	0.7656684	0.8310002	0.8016559	0.9290887	0.913604	0.95628417	0.8107059	0.9832588	0.8838776	0.8139988	0.87265944	0.9717555	0.68120694	0.82000756	0.7167405	0.78137755	0.8459934	0.97149426	0.7879336	0.7733848	0.8217004	0.93385136	0.8720708	0.8802034	0.88716257	0.72931683	0.8638196	0.6867709	0.90661085	0.73766196	0.71676517	0.8052013	0.8141707	0.66310877	0.9387635	0.7880956	0.6501175	0.54308295	0.85125047	0.8743009	0.76573867	0.96401525	0.8704045	0.87535334	0.87928003	0.7749229	0.87080675	0.90387684	0.9205128	0.96686906	0.709756	0.6667377	0.7599591	0.81169355	0.77457434	0.7526668	0.9228565	0.9221939	0.88914	0.49030864	0.93165743	0.98550975	0.668072	0.9451654	0.934323	0.67597324	0.7647921	0.71311843	0.80422926	0.947687	0.9855802	0.8188635	0.86911595	0.90657794	0.83953774	0.7559339	0.9545844	0.9410712	0.67197967	0.86659986	0.75989515	0.9059144	0.879562	0.80828726	0.97441244	0.9137655	0.9224494	0.8112322	0.9328245	0.8649796	0.7687037	0.92549753	0.81564236	0.8340922	0.8896611	0.97256386	0.6804171	0.87664074	0.6731473	0.6939915	0.9553091	0.9051354	0.9385986	0.812714	0.870299	0.8374122	0.9726669	0.8080363	0.76869726	0.9259263	0.85317504	0.7866084	0.8521608	0.9213234	0.814023	0.82958734	0.9408892	0.95234084	0.8106444	0.7343165	0.94890696	0.9205412	0.86443555	0.84492564	0.9168607	0.791188	0.82873535	0.6616241	0.8449753	0.96351814	0.864416	0.93042415	0.8074301	0.94424444	0.8240308	0.9186134	0.8711425	0.84417677	0.93356365	0.98036313	0.9364855	0.8919028	0.6845753	0.79423594	0.67598695	0.9626382	0.839233	0.85980976	0.77680683	0.79787123	0.92526007	0.9548559	0.84372526	0.8197746	0.9063855	0.98943764	0.9099581	0.80662334	0.84797585	0.8890189	0.7374747	0.95721585	0.93528736	0.86517185
moreel/adj	0.8314753	0.72266436	0.83311725	0.8741147	0.8498443	0.93773746	0.7785111	0.0	0.88706493	0.88085973	0.6891303	0.89897203	0.77011883	0.6769077	0.797711	0.72935915	0.9686552	0.9294251	0.8104775	0.91001534	0.90369904	0.8586918	0.6345096	0.64064837	0.9114188	0.77420235	0.8759494	0.7872615	0.6342235	0.8022913	0.80517733	0.8644073	0.87887067	0.7848446	0.6283684	0.84824276	0.9661434	0.7895769	0.8013588	0.8004762	0.69438493	0.62089527	0.56064343	0.91748506	0.84689415	0.70196944	0.8583688	0.9610075	0.9219948	0.98932445	0.97883457	0.8639929	0.8669821	0.6624136	0.83246064	0.9004532	0.6049898	0.76385266	0.70485175	0.60846734	0.85630393	0.7222633	0.6197653	0.9661143	0.9563694	0.61665165	0.8453281	0.8873482	0.9568812	0.96316105	0.9382502	0.65745664	0.96967244	0.9189708	0.79239887	0.92211896	0.9836511	0.6086322	0.6588663	0.7368878	0.5382485	0.72427857	0.9446401	0.8291302	0.5042852	0.8968823	0.89715046	0.86031693	0.89061576	0.94393086	0.77571803	0.9136195	0.7421943	0.9231352	0.77557296	0.46586102	0.8996612	0.84262985	0.7933328	0.86257136	0.85367477	0.8341359	0.80211943	0.8839518	0.9069437	0.8176161	0.9502192	0.9253707	0.7863894	0.7932343	0.7402334	0.6103312	0.84304106	0.9148455	0.99199474	0.7037504	0.6173235	0.909397	0.6540364	0.76032066	0.680038	0.87888336	0.9620354	0.95093954	0.8048236	0.9083113	0.9799843	0.74934983	0.94194764	0.91410315	0.7657062	0.8957479	0.7247485	0.75380933	0.8634696	0.9386369	0.82142365	0.8148664	0.9537883	0.81679785	0.60241926	0.91131353	0.9071855	0.9122066	0.794044	0.76469177	0.922592	0.958261	0.92314506	0.9895932	0.9301321	0.91046095	0.83724594	0.891356	0.9526143	0.9043628	0.9398092	0.7671737	0.9338777	0.826252	0.9595432	0.8833768	0.66497666	0.6942142	0.8599198	0.9360405	0.89871323	0.8309012	0.8268623	0.9396612	0.7741005	0.9675464	0.7067909	0.89703465	0.92640364	0.7316982	0.5976379	0.70946085	0.7756978	0.7711041	0.90791875	0.94910115	0.9598183	0.77959013	0.8423201	0.9710852	0.88587517	0.8309512	0.93303937	0.8518618	0.785951	0.65827733	0.7712275	0.9520142	0.88749045	0.80980635	0.90560937	0.80002916	0.89618075	0.82362276	0.85253316	0.836991	0.8720727	0.8039873	0.9765847	0.9119706	0.7171095	0.7869649	0.81611246	0.8674205	0.91674596	0.7112857	0.859136	0.8772794	0.90273017	0.9938784	0.95300233	0.87226105	0.8685853	0.98173296	0.98448527	0.8720257	0.8902518	0.90420985	0.8907736	0.729429	0.9413638	0.94227934	0.8710936
terstond/adv	0.95607084	0.8889241	0.80052257	0.8989048	0.9150536	0.8213117	0.85572624	0.88706493	0.0	0.8465672	0.9259274	0.90685844	0.838207	0.9281601	0.9131182	0.7539272	0.9006969	0.9109127	0.860702	0.90170604	0.93275744	0.89175266	0.8387759	0.78419435	0.68484217	0.95609283	0.8083848	0.8911951	0.7823211	0.9177465	0.95587116	0.8411973	0.86555564	0.87266254	0.87895006	0.8987663	0.97763824	0.8621269	0.9147984	0.8292455	0.7483195	0.9513073	0.8349835	0.95655537	0.9127673	0.8792443	0.91024125	0.9515412	0.92949337	0.9159725	0.9744292	0.97262347	0.72064906	0.9276453	0.9220783	0.8084175	0.95833075	0.8905036	0.8505563	0.80896366	0.68197006	0.8092397	0.6945858	0.88745177	0.9379796	0.880805	0.9276463	0.9271406	0.8681521	0.7836056	0.96820676	0.98104125	0.963245	0.916614	0.7969838	0.83688915	0.983702	0.84786695	0.8600316	0.78462565	0.89842606	0.88746065	0.97338045	0.8551845	0.9291867	0.8910897	0.86878294	0.9034757	0.9574519	0.95564544	0.8381495	0.8230401	0.8257126	0.90772796	0.7690669	0.8833227	0.87444746	0.89088583	0.9213085	0.8594167	0.95863193	0.8888687	0.8169219	0.9172046	0.9064923	0.91306305	0.93132836	0.788906	0.9001807	0.9047932	0.6616219	0.916117	0.87761086	0.9213972	0.91826713	0.889909	0.93242556	0.80190575	0.92572266	0.8745433	0.9043069	0.9102688	0.85061485	0.9532521	0.8268908	0.8340242	0.98885137	0.8732273	0.9034733	0.8637694	0.89620095	0.91242254	0.88361144	0.943741	0.9509316	0.89680165	0.9160031	0.88187987	0.8466958	0.8506076	0.8780753	0.90839535	0.81711936	0.93393517	0.9489363	0.98549634	0.8662174	0.8918715	0.90032566	0.9470457	0.86976147	0.8979194	0.8357643	0.8287961	0.9347038	0.6589126	0.95431143	0.7735434	0.9263497	0.8847549	0.96655846	0.9211267	0.8004365	0.82287306	0.83171207	0.8930388	0.7992158	0.8720175	0.8330707	0.79421943	0.8816025	0.9419743	0.8334741	0.8882481	0.9328222	0.784431	0.7875277	0.8538467	0.9431195	0.8656608	0.94730556	0.97519225	0.9661767	0.91663575	0.79673	0.96190643	0.9391098	0.94108033	0.9262241	0.7472383	0.9699756	0.890064	0.87051964	0.93629456	0.9693242	0.9433579	0.90252733	0.92263746	0.97111315	0.86326784	0.9528938	0.8483617	0.9318149	0.9091891	0.9865161	0.8834477	0.9354711	0.9101753	0.8724127	0.87982416	0.86742514	0.76752263	0.83801174	0.9021488	0.81238234	0.9018623	0.8991325	0.8021935	0.6874884	0.94506824	0.9407183	0.889396	0.9174871	0.8851289	0.9019732	0.8520313	0.9487246	0.8236191	0.81424594
