	doorsta/verb	Cipollini/name	gedrag/noun	slecht/adj	als/prep	middel/noun	na/prep	rage/noun	stem/noun	per/prep	melding/noun	bericht/noun	Amerikaan/noun	Australisch/adj	misverstand/noun	voor/comp	gisteren/adv	Conte/name	basis/prep	maar/adv	affaire/noun	toe/part	derhalve/adv	Afrikaan/noun	namelijk/adv	mening/noun	organisatie/noun	functie/noun	bocht/noun	proces/noun	WK/noun	alsnog/adv	systeem/noun	atleet/noun	protest/noun	uitlating/noun	Olympische/name	post/noun	stuk/noun	al/adv	rehabiliteer/verb	Hermans/name	echter/adv	parkoers/noun	wegens/prep	te/comp	die/det	zangeres/noun	deelnemer/noun	Kim/name	leid/adj	onderzoeker/noun	Fortuyn/name	Salo/name	geenszins/adv	argument/noun	moslim/noun	FARC/name	per/adv	de/name	België/name	iemand/noun	wedstrijd/noun	wissel/noun	Engeland/name	laat/adj	A_merk/noun	buitensporig/adj	land_genoot/noun	Tournament/name	's/adv	1500/num	conservatief/adj	genetisch/adj	welk/det	inefficiënt/adj	Bailey/name	knie/noun	als/comp	Marokkaan/noun	dus/adv	gewoonte/noun	marxistisch/adj	niemand/pron	wagen/noun	men/pron	Mei/name	opnieuw/adv	voorronde/noun	veelbelovend/adj	verkiezing/noun	6./num	haar/pron	overdaad/noun	tijdperk/noun	loop/verb	start/verb	logischerwijze/adv	4/num	heb/verb	hiermee/pp	luchtvaart_autoriteit/noun	Can/name	te/adv	Stam/name	misschien/adv	Carpenter/name	licht/adj	van/name	auto/noun	Wereldoorlog/name	x/num	ongeoorloofd/adj	forceer/verb	automatisch/adj	klassement/noun	afloop/noun	zondag/noun	deelname/noun	Gordon/name	keer/noun	klacht/noun	opponent/noun	schorsing/noun	kiezer/noun	Italiaan/noun	100/noun	zijn/det	aanvankelijk/adj	sector/noun	boek/noun	politicus/noun	risico/noun	speel/verb	gunste/prep	eerst/adv	start/noun	Antje/name	wel/verb	Van/name	zichzelf/pron	400/num	taalgebruik/noun	1992/noun	May/name	hem/pron	denigrerend/adj	discutabel/adj	haal/verb	Aus/name	allround/noun	100/num	zoals/comp	onderhandelaar/noun	vanwege/prep	Maleisië/name	Nicholson/name	vis_op/verb	Braziliaans/adj	trio/noun	druk/verb	prompt/adj	plek/noun	technisch/adj	wedstrijd_leiding/noun	ronde/noun	verboden/adj	waarom/adv	kwalificatie/noun	Val/name	400/noun	oog/noun	zenuw/noun	gesprekspartner/noun	om/comp	Fra/name	match/noun	country/noun	sla/verb	Verenigde/name	sprinter/noun	stom/adj	verontwaardiging/noun	Fransman/noun	niets/adv	voorbaat/adv	uitspraak/noun	Canadees/noun	februari/noun	China/name	110/noun	opzicht/noun	as/noun	kwestie/noun	dicteer/verb	wereldkampioen/noun	zwemmer/noun	serieus/adj	favoriet/noun	Frankrijk/name	verzoek/noun	fout/adj	Donovan/name	staatssecretaris/noun	strategie/noun	dezelfde/det	opdracht/noun	uiterst/adj	deze/det	plaats/verb	woensdag/noun	Vitesse/name	rij/verb	behartig/verb	ze/pron	toen/adv	arrogantie/noun	veiligheid_reden/noun	finish/noun	nadat/comp	tijdens/prep	ploeg/noun	grond/prep	Thorpe/name	m/noun	breng_toe/verb	Balkan/name	half/adj	UCK/name	toch/adv	20/noun	kleur/noun	stem_biljet/noun	X/name	sprint/verb	gisteravond/adv	verschijn/verb	meteen/adv	onrechtmatig/adj	Nederlands/adj	door/prep	Spelen/name	mankement/noun	onvoldoende/adj	Jack/name	EK/noun	Maas/name	coureur/noun	forum/noun	bestuur_lid/noun	gebied/noun	val/noun	kwartet/noun	bestuurder/noun	voetstuk/noun	scheidsrechter/noun	me/pron	commissie/noun	Berlijn/name	haak_af/verb	kilo_meter/noun	renner/noun	Parijs/name	stand/noun	Deen/noun	Steels/name	snijd_af/verb	Drummond/name	Duitsland/name	kracht/noun	cross/noun	noodzakelijkerwijs/adv	kwalificatie_toernooi/noun	Nederlander/noun	speler/noun	team/noun	waarschuwing/noun	beval/verb	hopeloos/adj	moreel/adj	Beweging/name	terstond/adv	diskwalificeer/verb	Rintje/name	lat/noun	heilig/adj	besef/noun	in/adv	vrijdag/noun	race/noun	homohuwelijk/noun	doelbewust/adj	gebruik/noun	ten/prep	geval/noun	deal/noun	Rousseau/name	kunst/noun	waarin/pp	horden/noun	politiek/noun	LPF_kamer_lid/noun	VS/name	vervolgens/adv	Irvine/name	stap_uit/verb	toon/verb	wijk_af/verb	zij/pron	zal/verb	lach/verb	om/part	Raad/name	Europa/name	je/pron	jury/noun	eigenlijk/adj	stichting/noun	Spirit/name	Zuid-Koreaan/noun	actie/noun	vrouwelijk/adj	maar/vg	tekst/noun	foutief/adj	kandidaat/noun	erg/adj	lied/noun	fout/noun	vroeg/adj	iedereen/pron	ingesloten/adj	tweede/num	verkeerd/adj	manoeuvre/noun	niet/adv	wijze/noun	carrosserie/noun	geëindigd/adj	kwartfinale/noun	daarmee/pp	Ouattara/name	val/verb	grof/adj	omdat/comp	Durand/name	Koolhaas/name	door/comp	positief/adj	zwemster/noun	waardoor/pp	eigen/adj	finale/noun	Sydney/name	Belg/noun	zich/pron	verklaar/verb	elftal/noun	eindklassement/noun	Saive/name	reeks/noun	IOC/name	200/num	Joegoslavië/name	bang/adj	achterover/adv	Melkert/name	uiteraard/adv	kinderloos/adj	weinig/noun	Eurosong/name	getuige/noun	NU/name	11/num	pleit/verb	Duits/adj	koop_om/verb	zaterdag/noun	orde/noun	voor/prep	Schumacher/name	hoek/noun	hij/pron	protesteer/verb	Maij/name	huidig/adj	klasse/noun	Brussel/name	Brit/noun	Heerenveen/name	wisselslag/noun	verover/verb	herhaald/adj	Georgiev/name	rede/noun	management/noun	mensheid/noun	voorlopig/adj	feite/adv	heat/noun	doorgaans/adv	schoolslag/noun	gistermiddag/adv	shorttrack/noun	viertal/noun	kampioenschap/noun	Tweede/name	beide/det	Groenewold/name	se/adv	word/verb	inmiddels/adv	justitie/noun	Hakkinen/name	ermee/pp	roep/verb	A./tag	degeen/pron	Instituut/name	gevaar/noun	techniek/noun	lijk/verb	Velde/name	muis_DIM/noun	zelfs/adv	nummer/noun	200_meter/noun	plaats/prep	ouder/noun	verlangen/noun	bij/adv	internationaal/adj	kort/adv	onderdeel/noun	feit/noun	daarover/pp	Ritsma/name	legitiem/adj	win/verb	dien/verb	paard/noun	groep_lid/noun	weigering/noun	smal/adj	medaille/noun	Australië/name	10/num	vorm/adj	behoefte/noun	11/noun	definitief/adj	Huub/name	Rem/name	daarna/adv	veroorzaker/noun	1996/noun	Jon/name	Ferrari/name	anders/adj	politiek/adj	achterstand/noun	30/num	bevolking_groep/noun	grond/noun	Adelmund/name	deugdelijk/adj	tegenstander/noun	één/num	Ronny/name	Zuid-Afrika/name	dreig/verb	vijfde/num	beiden/adv	draag/verb	echt/adj	medium/noun	Nederland/name	nationaal-socialisme/noun	daarop/pp	nandrolon/noun	Martina/name	welk/pron	allebei/adv	Tsjmil/name	3.000/num	Staten/name	donderdag/noun	liberaal/noun	mens/noun	Bauer/name	winnaar/noun	Willem/name	daardoor/pp	haar/det	publiek/adj	bouwkunst/noun	duatlon/noun	achteraf/pp	meter/noun	hinder/verb	toen/comp	Schalken/name	hen/pron	eerste/num	racket/noun	partij/noun	Romme/name	vals/adj	effect/noun	dag/noun	Marcus/name	IAAF/name	stadium/noun	vanmorgen/adv	rest/noun	eerder/adj	Jan/name	volgens/prep	fel/adj	onreglementair/adj	Jezus/name	overweeg/verb	Mexicaan/noun	avonds/adv	doping/noun	Libië/name	waarmee/pp	start_blok/noun	onderweg/adj	reus_slalom/noun	Florian/name	maatschappij/noun	betrap/verb	twee/num	derde/num	500/num	elk/det	commercieel/adj
doorsta/verb	0.0	0.8277418	0.8600414	0.9112038	0.81016576	0.934647	0.7899347	0.7953236	0.82890415	0.9368812	0.88535094	0.8844111	0.7871067	0.82022595	0.8270911	0.7982182	0.8509891	0.84465206	0.8597877	0.8426472	0.8063834	0.9160245	0.7525827	0.7931838	0.71475047	0.86993647	0.8893366	0.8259908	0.86745834	0.803275	0.7947435	0.7035281	0.9084854	0.83568937	0.87347734	0.875537	0.79144835	0.85321254	0.93838054	0.79812664	0.7173922	0.9144924	0.75471836	0.8157707	0.8491641	0.8718252	0.81324935	0.86222434	0.81284034	0.8555911	0.84221613	0.88273984	0.88652015	0.8692277	0.79593134	0.84467334	0.85925835	0.85080206	0.88144636	0.94039506	0.8386924	0.8727389	0.76973975	0.88082534	0.84143233	0.71382827	0.83130825	0.8098072	0.858266	0.80456597	0.9031855	0.8718259	0.77738845	0.82584876	0.8290989	0.83084315	0.74021214	0.8647709	0.8061527	0.8937806	0.78642845	0.8214526	0.81024253	0.91357344	0.9121548	0.8274242	0.90406215	0.8726835	0.71737933	0.82133865	0.8602337	0.94168884	0.80931264	0.85195154	0.80975986	0.81502664	0.809843	0.8395705	0.9334671	0.76200265	0.84540796	0.8236273	0.88640785	0.85696006	0.85100955	0.7903808	0.79888314	0.8788816	0.91185546	0.9191028	0.75648063	0.91696495	0.8636033	0.77006507	0.8276262	0.8599287	0.782114	0.9270276	0.70654947	0.8316839	0.8739365	0.91036457	0.7657037	0.9081439	0.8772754	0.80864537	0.8935812	0.861649	0.81391436	0.89006996	0.89903307	0.92399716	0.86983055	0.77624047	0.834813	0.70803237	0.80030006	0.8868439	0.75914216	0.98539543	0.77162826	0.90390867	0.8342173	0.8416996	0.81608075	0.78913283	0.7989446	0.770892	0.85804474	0.8991927	0.8546729	0.9052428	0.8496011	0.82475686	0.8248473	0.8074141	0.7991836	0.7931243	0.8546354	0.8558773	0.87108326	0.80243057	0.8563882	0.8826941	0.8345666	0.7783085	0.8778697	0.8348431	0.7749994	0.8639069	0.89420646	0.87496877	0.70390785	0.7889515	0.88483775	0.9567759	0.80507433	0.8822596	0.88480985	0.9342365	0.8098066	0.7879579	0.81659126	0.82009065	0.8111547	0.7698983	0.85418576	0.72809774	0.92377245	0.90912604	0.8554141	0.88186663	0.9302288	0.79829067	0.7810784	0.8395339	0.8354906	0.8215555	0.8451302	0.81319165	0.84845185	0.8226664	0.72348005	0.931849	0.87285924	0.87209344	0.8280623	0.8544659	0.8204075	0.7912284	0.9110329	0.88819236	0.8619005	0.7892134	0.8141685	0.7497916	0.85441196	0.76212	0.842618	0.7829215	0.6909047	0.7742515	0.7669641	0.8090565	0.84314156	0.7996317	0.70901567	0.8643669	0.8497254	0.8025387	0.9499719	0.93975544	0.83647645	0.88839304	0.8278866	0.85682595	0.81693274	0.8434494	0.8141321	0.81710446	0.8205101	0.78185683	0.8441889	0.8501785	0.7921059	0.76739746	0.9360712	0.8588692	0.82256687	0.89971954	0.93730646	0.8393666	0.8515991	0.9309741	0.81506175	0.8938152	0.82084584	0.8873532	0.81899726	0.7680909	0.93165284	0.85926026	0.83813643	0.93020993	0.8110166	0.8612853	0.7676594	0.79156363	0.8300487	0.89075863	0.8650689	0.78699875	0.7817186	0.8335415	0.86231035	0.7843863	0.8192229	0.7852177	0.84141743	0.8417629	0.8937402	0.85005844	0.7432237	0.8163706	0.8734458	0.8460045	0.7728534	0.8886881	0.9202396	0.76956314	0.84035814	0.7202097	0.9172957	0.8943089	0.8596632	0.8410994	0.89198613	0.89818555	0.8002257	0.90679806	0.8628894	0.8461258	0.91310024	0.78952914	0.86975837	0.80816483	0.7967901	0.84572214	0.79821473	0.77956945	0.8629773	0.90718496	0.8829585	0.8579461	0.83556205	0.79925966	0.83930606	0.92419624	0.89083016	0.7816713	0.8937431	0.8428949	0.7984217	0.9251464	0.8360944	0.7785479	0.83558065	0.8407999	0.8175938	0.82628095	0.91265327	0.81073546	0.78749055	0.84713817	0.78379905	0.83404905	0.8674501	0.8220458	0.84039205	0.79679954	0.78584963	0.8683033	0.89659214	0.8521911	0.77201664	0.87678057	0.8603467	0.78350604	0.84437305	0.82863843	0.80076534	0.8618106	0.80315065	0.7978031	0.8323474	0.73713905	0.88782436	0.8349701	0.77620447	0.8249266	0.8802961	0.7961762	0.8643425	0.7243751	0.82105756	0.8237555	0.8358338	0.77641314	0.84252274	0.86853397	0.8203844	0.8376894	0.8548697	0.9600113	0.8588192	0.7813169	0.82144105	0.87584126	0.8377155	0.73307496	0.85381997	0.9050339	0.78830427	0.8462872	0.7891103	0.87791765	0.8728609	0.9400216	0.7976272	0.8148724	0.9312928	0.7985139	0.86710954	0.84293723	0.82400525	0.8674254	0.7531887	0.8879905	0.81488883	0.8431261	0.76830363	0.87227905	0.8460191	0.79032123	0.81107503	0.77848697	0.77497256	0.85950524	0.8335649	0.87985235	0.8144602	0.801782	0.89142376	0.86910045	0.85781854	0.84417933	0.86168313	0.78136563	0.86555886	0.80284107	0.8262762	0.84070206	0.8544065	0.7910995	0.82744676	0.86107546	0.8635876	0.8730957	0.8774438	0.8566756	0.8416312	0.85795456	0.8350329	0.879555	0.86405444	0.82287145	0.7801833	0.841456	0.78141874	0.7656117	0.80296975	0.8801659	0.84834886	0.8688719	0.821877	0.80872846	0.95151246	0.7829312	0.8474513	0.9669738	0.8454091	0.9034257	0.8813978	0.8559884	0.8042401	0.8745078	0.87341034	0.83231884	0.83892566	0.8427299	0.8491452	0.9470405	0.79077697	0.9475285	0.85650337	0.80492	0.76580274	0.87604904	0.9363317	0.8384159	0.8356922	0.85664976	0.7681106	0.84912616	0.76368797	0.8931667	0.7983059	0.7403116	0.8993101	0.87508047	0.8647005	0.77851343	0.84681904	0.90562123	0.8465841	0.91330725	0.90781015	0.8637343	0.8784272	0.67607695	0.7707602	0.929579	0.79498005	0.83969563	0.86193836	0.885556	0.8880181	0.8029728	0.8765874	0.73954463	0.78120327	0.80526876	0.84087527	0.7616288	0.8100729	0.8793908	0.7941008	0.8653329	0.9004487	0.83836627	0.8656284	0.8009788	0.7386259	0.8717975	0.91001445	0.81792897	0.90118325	0.8935853	0.90828747	0.84241873	0.7764779	0.8456812	0.7753773	0.93733853	0.7820264	0.8405938	0.85024005	0.7099322	0.7740501	0.86462766	0.84784245	0.8728479	0.86169046	0.809558	0.7987367	0.85506916	0.84800696	0.8911695
Cipollini/name	0.8277418	0.0	0.8963956	0.8677193	0.7270607	0.9416479	0.7408354	0.8892354	0.91644424	0.9115832	0.89820695	0.897891	0.8204037	0.70549226	0.902655	0.86215395	0.70199686	0.61778575	0.92635477	0.9045477	0.8927492	0.88965076	0.8938154	0.7689502	0.86459357	0.9171369	0.91187644	0.92847645	0.7540215	0.9128361	0.7062315	0.7564572	0.9670938	0.7575283	0.89170766	0.9101805	0.7904514	0.91854405	0.9210648	0.83409667	0.8277736	0.92192054	0.8713969	0.6418781	0.8103622	0.8879762	0.90810746	0.88149166	0.7613307	0.7627447	0.7650001	0.93510014	0.9397886	0.7103123	0.87814975	0.8898952	0.9260329	0.8879689	0.90543634	0.94072866	0.83381635	0.9314908	0.74075544	0.82532156	0.82509094	0.76168466	0.899889	0.83445287	0.59262073	0.76540005	0.92557925	0.73565626	0.8997008	0.91058004	0.9054017	0.90088284	0.79003596	0.8636522	0.8614489	0.8589972	0.8572535	0.8585061	0.8995524	0.8737609	0.84263796	0.9089314	0.87816	0.73298615	0.7493063	0.779215	0.86595654	0.8191027	0.91541654	0.8561346	0.9044491	0.86204106	0.72725976	0.7888247	0.8562077	0.8518722	0.925716	0.8501837	0.9152303	0.8856436	0.78268623	0.87573075	0.7285832	0.81849635	0.9058371	0.8375243	0.9179876	0.81275344	0.85357416	0.77014554	0.83009934	0.54449725	0.7763715	0.7264689	0.77239007	0.83533776	0.71153915	0.93999183	0.7983234	0.7929192	0.931083	0.49448097	0.76673985	0.75856084	0.83337426	0.96237034	0.9151245	0.96314406	0.93808556	0.87667716	0.8450146	0.89985067	0.5858674	0.8827345	0.8166868	0.8729164	0.8775111	0.86427265	0.88607365	0.7894688	0.8501263	0.8256482	0.8676959	0.7862468	0.799118	0.7647737	0.73274195	0.75767964	0.8758009	0.8025109	0.8656609	0.7428776	0.85376626	0.83022505	0.7595747	0.7976601	0.9182622	0.771019	0.9060381	0.90087163	0.79090834	0.6114507	0.85099614	0.89551985	0.75784874	0.754213	0.8112482	0.90390164	0.8393251	0.8620976	0.9284021	0.8346615	0.8248125	0.87172246	0.9092133	0.9312167	0.49237597	0.8470148	0.9077225	0.59228724	0.8982602	0.7853988	0.9001473	0.7502659	0.8862818	0.90984	0.78037447	0.9093202	0.90129405	0.9090685	0.8705028	0.59493434	0.8216185	0.8906469	0.64556503	0.7259816	0.8837098	0.8798831	0.77352595	0.9425016	0.9376945	0.8772799	0.91635615	0.9159701	0.90780836	0.88366663	0.8900983	0.85160094	0.5785937	0.78699744	0.8511612	0.817315	0.82284683	0.8364954	0.46338326	0.72125536	0.84642476	0.6313834	0.91443825	0.6852907	0.87248826	0.8944893	0.9202807	0.7925737	0.90024585	0.83583593	0.9127487	0.9545413	0.90773475	0.8712368	0.45697278	0.8270236	0.82673705	0.74980795	0.82882965	0.81470317	0.8501169	0.77336663	0.9079905	0.93215644	0.88388425	0.8111745	0.89475304	0.5139701	0.90184623	0.9012039	0.95316356	0.75259686	0.7754724	0.903883	0.80692804	0.89456797	0.8823349	0.93694144	0.8049983	0.6453747	0.6441314	0.38149834	0.7434443	0.7805251	0.6710516	0.21698529	0.8647974	0.7192876	0.83325255	0.7922312	0.7027297	0.9103467	0.7894764	0.7569425	0.8714812	0.68005455	0.8855876	0.8711718	0.90456307	0.88412833	0.9279743	0.8519521	0.71247846	0.70129156	0.89357805	0.94585145	0.87461793	0.8977002	0.8824379	0.62319994	0.8673167	0.865897	0.9308031	0.9107382	0.9568639	0.8979426	0.79320604	0.92154765	0.90709084	0.84374106	0.96338683	0.86943924	0.93217397	0.81967044	0.6229476	0.80388886	0.8248981	0.81258255	0.8814786	0.89913553	0.82735175	0.9013851	0.8847432	0.94078445	0.9142	0.7564372	0.8978965	0.94697994	0.87430656	0.8198152	0.9202209	0.877551	0.835358	0.9526378	0.8590578	0.8562602	0.90838915	0.900172	0.9135198	0.80351794	0.8822811	0.7658857	0.6715728	0.8956765	0.7882519	0.8920452	0.9074123	0.8639596	0.7820425	0.76639223	0.8345493	0.87163186	0.92013574	0.93379295	0.8455355	0.5287697	0.8740759	0.86440414	0.8312173	0.7431396	0.8792343	0.876314	0.733415	0.738238	0.58304113	0.8313213	0.8624121	0.8253138	0.6231925	0.72949004	0.8406571	0.8703494	0.75255305	0.8410655	0.933419	0.8838037	0.87300074	0.76929665	0.89710534	0.88665575	0.8172622	0.90919983	0.8665614	0.8240218	0.92101413	0.7811228	0.9038386	0.773103	0.95225483	0.7820157	0.6247355	0.97111857	0.73959863	0.8691268	0.8260516	0.8744216	0.7748851	0.8266356	0.785331	0.78965724	0.81068516	0.7679803	0.85919887	0.7107134	0.84334016	0.9208803	0.9008684	0.82880366	0.9047695	0.7140504	0.8076728	0.8033757	0.6461048	0.82521284	0.74151695	0.716885	0.91582215	0.7854636	0.736761	0.89533436	0.7767383	0.87072945	0.90357417	0.60741806	0.8592977	0.94648266	0.8842097	0.8811752	0.9252749	0.9421749	0.93310916	0.92023736	0.79837614	0.8481697	0.8259506	0.8497002	0.75542223	0.8803206	0.90348446	0.94341457	0.8095207	0.92373973	0.8185693	0.9141054	0.95001084	0.9227696	0.6468134	0.8999247	0.5998638	0.9323563	0.821015	0.85446	0.86762726	0.8917078	0.75204384	0.69440085	0.8124224	0.86879706	0.94909024	0.909607	0.796465	0.74887705	0.8823967	0.8533766	0.87084556	0.8259599	0.8121709	0.661858	0.9036306	0.9379219	0.67818844	0.832369	0.9136585	0.9553056	0.8908349	0.8587928	0.8097097	0.78492254	0.8362508	0.8314125	0.89950967	0.62556565	0.77335155	0.91881347	0.80144286	0.94944304	0.88773197	0.90931624	0.9427649	0.78658557	0.7711091	0.8171091	0.77235764	0.47463232	0.8512281	0.9105288	0.8705432	0.89698464	0.9326875	0.8060833	0.58309925	0.92380375	0.8359055	0.87869734	0.9567497	0.8874094	0.69815105	0.8185946	0.77859735	0.71084565	0.8102592	0.75495315	0.90299875	0.74395394	0.8516269	0.92179614	0.6655581	0.8311336	0.9624508	0.872669	0.7326274	0.75250065	0.8743726	0.87983686	0.8820266	0.83205277	0.7781449	0.95212007	0.8156846	0.74445355	0.91023886	0.8976406	0.79856443	0.9045064	0.74179	0.8300785	0.91151226	0.7057164	0.608637	0.6438713	0.7429699	0.9401069	0.800761	0.6883361	0.6829819	0.7335136	0.88574785	0.923577
gedrag/noun	0.8600414	0.8963956	0.0	0.73346305	0.7396252	0.6468748	0.8324988	0.8764758	0.80638033	0.9648286	0.7020275	0.7368893	0.81381893	0.9157968	0.71422935	0.8673261	0.86122066	0.9215865	0.64540994	0.8518088	0.6639948	0.8187947	0.7203568	0.8268221	0.59790885	0.6865737	0.8691232	0.7705192	0.8835279	0.7490997	0.9147998	0.7889771	0.7665777	0.84516895	0.63315535	0.58182037	0.9642124	0.7373562	0.8971	0.91271424	0.8403736	0.89118755	0.68174374	0.89471155	0.5432378	0.84476805	0.7231132	0.87851214	0.92584074	0.8967762	0.8303379	0.7168486	0.74767864	0.850629	0.7551758	0.6037524	0.80211073	0.8480172	0.80525756	0.9288585	0.9055035	0.78569734	0.8875701	0.7748475	0.90641516	0.8858416	0.88679594	0.7152626	0.82056403	0.9173998	0.908622	0.91468143	0.74394464	0.73582923	0.6969236	0.76480377	0.8996576	0.8848202	0.77769816	0.83232445	0.7286768	0.6826293	0.81593275	0.8754665	0.8096013	0.7880895	0.87598306	0.8801689	0.9570108	0.85608995	0.85635936	0.9376552	0.80835503	0.7817783	0.8497617	0.8404672	0.91274667	0.8989694	0.9616109	0.7219186	0.75805616	0.82988095	0.9474114	0.7620871	0.8647128	0.75462115	0.9404107	0.82428366	0.95358765	0.7855284	0.8710936	0.9704081	0.64283496	0.87907463	0.78131056	0.918273	0.780236	0.9251888	0.87842935	0.9125918	0.8420266	0.55512226	0.786356	0.68181956	0.75601876	0.8631246	0.972253	0.6984925	0.82591116	0.8137137	0.8403492	0.6808095	0.6678797	0.94169873	0.8088187	0.81555116	0.8449553	0.9304838	0.8222455	0.9033114	0.69484246	0.93797517	0.5649604	0.8927722	0.8546761	0.7574562	0.6936878	0.7252109	0.9109681	0.96257156	0.91686666	0.91008896	0.8162868	0.8624145	0.54322433	0.7915505	0.86369795	0.928062	0.7379317	0.85474235	0.8905516	0.7698677	0.88266796	0.7805612	0.83303016	0.92253596	0.73567414	0.7145648	0.8920518	0.91648245	0.97593987	0.6760493	0.81638145	0.78002644	0.82656014	0.9511866	0.9269643	0.9426051	0.87164783	0.9325298	0.84383655	0.79949754	0.6950148	0.81712353	0.76887447	0.78884953	0.5985899	0.82906604	0.95722985	0.8784131	0.9562304	0.6754285	0.93416774	0.7254649	0.79822195	0.9235401	0.91672045	0.8232821	0.95506555	0.9229822	0.7576711	0.6374206	0.9170413	0.87289786	0.7692164	0.8075324	0.84913623	0.6990141	0.74143344	0.8259211	0.91274333	0.8482944	0.8509378	0.8298188	0.838882	0.82430536	0.6892438	0.825101	0.9103003	0.7275052	0.9117702	0.89099765	0.60812396	0.93615615	0.9715856	0.67805785	0.8639099	0.92883605	0.8609612	0.85823375	0.95168734	0.7961155	0.7781638	0.86363477	0.8213888	0.80629694	0.84282225	0.8219396	0.67676985	0.86563385	0.65251046	0.9451034	0.7839127	0.7350134	0.9104464	0.93989795	0.91357654	0.87750363	0.8155597	0.86772025	0.85693896	0.8548274	0.92411536	0.78084946	0.83863044	0.6938882	0.867169	0.8075001	0.9204824	0.86106217	0.951635	0.87610316	0.8847048	0.8953411	0.87744105	0.90609497	0.87020546	0.8502335	0.91722083	0.817088	0.94161224	0.81136656	0.9514297	0.8544426	0.83382493	0.88794875	0.58333606	0.85387546	0.7873763	0.60489595	0.95290875	0.87278455	0.56114626	0.9414932	0.8606805	0.8049513	0.75519264	0.79285693	0.96384037	0.812237	0.7798084	0.7298202	0.54008144	0.7923118	0.76687527	0.82850254	0.9524996	0.8829106	0.80542314	0.969502	0.71273327	0.8220148	0.8464049	0.7917831	0.9310699	0.8704668	0.74714255	0.7152729	0.6650775	0.7741568	0.80950165	0.81806433	0.87166506	0.8889301	0.86420757	0.7110016	0.8724793	0.8707168	0.8893765	0.90452766	0.6003374	0.73702013	0.7060716	0.74357146	0.74419713	0.8588847	0.74642754	0.8301627	0.62043643	0.8602233	0.9075183	0.85093105	0.9171578	0.6574927	0.69110215	0.78919613	0.45209318	0.91525275	0.931865	0.87457305	0.710572	0.8911427	0.8477778	0.57702744	0.55473924	0.8985142	0.9187245	0.644806	0.8212335	0.91905624	0.73285127	0.7915869	0.93829733	0.9135894	0.8918113	0.755284	0.75857097	0.9165648	0.93987167	0.9117906	0.94220287	0.8712866	0.92371523	0.8563639	0.8403799	0.89647216	0.7663827	0.75039214	0.8057382	0.8148306	0.9216723	0.79626197	0.8727814	0.93091345	0.820715	0.8844238	0.7889576	0.9254207	0.8014969	0.8817618	0.8719356	0.8787477	0.79540676	0.7228788	0.9016954	0.7879801	0.87027395	0.850339	0.82897973	0.92016125	0.9752601	0.9127091	0.6835603	0.9013879	0.6953744	0.6840868	0.7098237	0.8860135	0.7746645	0.9273349	0.6787405	0.9546967	0.82518786	0.90789485	0.8399292	0.9598598	0.8862856	0.79748404	0.8848878	0.82283235	0.6979865	0.84938097	0.7296798	0.90915644	0.9038417	0.8056937	0.79547316	0.7057733	0.9319268	0.78874993	0.7544811	0.80152416	0.9163615	0.8355104	0.68244684	0.92589295	0.96723837	0.82514733	0.7335851	0.67865694	0.8455584	0.8005556	0.8530024	0.8808865	0.6771411	0.7802437	0.89631075	0.77089065	0.9227259	0.72508013	0.8442353	0.8658451	0.62009335	0.8928124	0.91483426	0.91755843	0.93836516	0.8853253	0.66506886	0.9615557	0.8623594	0.9258872	0.9200205	0.80398154	0.852772	0.8889752	0.8390517	0.8091075	0.86482674	0.7046198	0.8822647	0.912288	0.7104225	0.7722845	0.8334966	0.7591679	0.71519315	0.88795036	0.9494136	0.89678055	0.83285725	0.95572966	0.8747593	0.69912374	0.8680472	0.63607454	0.88505554	0.83057636	0.78204787	0.79329824	0.9088825	0.74753517	0.8853236	0.89633936	0.9071692	0.92641616	0.91213447	0.7718745	0.81095034	0.90432787	0.8949107	0.9098692	0.8223448	0.73739934	0.7240417	0.9114188	0.95473135	0.7194354	0.9437487	0.7581562	0.78421235	0.83959424	0.7411139	0.9226292	0.8906677	0.8289627	0.86698055	0.6286192	0.6872153	0.966149	0.9333529	0.83712447	0.8561411	0.8488995	0.89916193	0.77196926	0.9504571	0.7914283	0.73258114	0.8257519	0.8088827	0.7889501	0.86055505	0.9025853	0.74479854	0.88605964	0.74486625	0.9287637	0.89293754	0.94599825	0.92111856	0.7984997	0.77980745	0.89316654	0.9315682	0.88987523	0.8984116	0.7998854
