	doorsta/verb	als/prep	na/prep	stem/noun	melding/noun	Amerikaan/noun	misverstand/noun	voor/comp	gisteren/adv	maar/adv	affaire/noun	toe/part	derhalve/adv	Afrikaan/noun	namelijk/adv	functie/noun	alsnog/adv	protest/noun	uitlating/noun	post/noun	stuk/noun	al/adv	echter/adv	wegens/prep	te/comp	die/det	deelnemer/noun	Kim/name	geenszins/adv	argument/noun	per/adv	de/name	België/name	iemand/noun	wedstrijd/noun	Engeland/name	laat/adj	A_merk/noun	buitensporig/adj	Tournament/name	's/adv	land_genoot/noun	conservatief/adj	genetisch/adj	inefficiënt/adj	als/comp	dus/adv	gewoonte/noun	marxistisch/adj	wagen/noun	men/pron	voorronde/noun	veelbelovend/adj	verkiezing/noun	haar/pron	tijdperk/noun	loop/verb	start/verb	logischerwijze/adv	4/num	heb/verb	te/adv	Stam/name	Carpenter/name	auto/noun	Wereldoorlog/name	x/num	automatisch/adj	afloop/noun	zondag/noun	deelname/noun	Gordon/name	keer/noun	opponent/noun	Italiaan/noun	100/noun	zijn/det	aanvankelijk/adj	sector/noun	speel/verb	gunste/prep	eerst/adv	start/noun	Antje/name	wel/verb	zichzelf/pron	taalgebruik/noun	May/name	hem/pron	denigrerend/adj	discutabel/adj	Aus/name	allround/noun	onderhandelaar/noun	vanwege/prep	Nicholson/name	vis_op/verb	trio/noun	druk/verb	prompt/adj	plek/noun	kwalificatie/noun	Val/name	400/noun	oog/noun	gesprekspartner/noun	om/comp	match/noun	sla/verb	verontwaardiging/noun	niets/adv	voorbaat/adv	uitspraak/noun	Canadees/noun	februari/noun	110/noun	opzicht/noun	kwestie/noun	wereldkampioen/noun	serieus/adj	Frankrijk/name	fout/adj	staatssecretaris/noun	dezelfde/det	opdracht/noun	deze/det	plaats/verb	woensdag/noun	behartig/verb	ze/pron	toen/adv	veiligheid_reden/noun	nadat/comp	tijdens/prep	ploeg/noun	grond/prep	Thorpe/name	m/noun	half/adj	UCK/name	toch/adv	stem_biljet/noun	sprint/verb	meteen/adv	onrechtmatig/adj	door/prep	onvoldoende/adj	Jack/name	EK/noun	Maas/name	coureur/noun	forum/noun	gebied/noun	val/noun	kwartet/noun	bestuurder/noun	Berlijn/name	renner/noun	Deen/noun	snijd_af/verb	Drummond/name	Duitsland/name	noodzakelijkerwijs/adv	speler/noun	waarschuwing/noun	beval/verb	hopeloos/adj	moreel/adj	Beweging/name	terstond/adv	Rintje/name	heilig/adj	race/noun	homohuwelijk/noun	doelbewust/adj	ten/prep	geval/noun	deal/noun	Rousseau/name	kunst/noun	horden/noun	VS/name	vervolgens/adv	stap_uit/verb	zij/pron	zal/verb	lach/verb	je/pron	jury/noun	Spirit/name	Zuid-Koreaan/noun	maar/vg	foutief/adj	kandidaat/noun	erg/adj	lied/noun	fout/noun	iedereen/pron	ingesloten/adj	tweede/num	niet/adv	wijze/noun	carrosserie/noun	kwartfinale/noun	daarmee/pp	Ouattara/name	grof/adj	omdat/comp	Koolhaas/name	door/comp	eigen/adj	finale/noun	Sydney/name	Belg/noun	zich/pron	elftal/noun	eindklassement/noun	reeks/noun	IOC/name	200/num	Joegoslavië/name	bang/adj	Melkert/name	uiteraard/adv	kinderloos/adj	getuige/noun	NU/name	11/num	pleit/verb	Duits/adj	koop_om/verb	zaterdag/noun	orde/noun	voor/prep	Schumacher/name	hoek/noun	hij/pron	protesteer/verb	Maij/name	huidig/adj	klasse/noun	Brussel/name	Brit/noun	herhaald/adj	Georgiev/name	rede/noun	management/noun	mensheid/noun	voorlopig/adj	schoolslag/noun	gistermiddag/adv	kampioenschap/noun	Tweede/name	Groenewold/name	beide/det	word/verb	Hakkinen/name	ermee/pp	roep/verb	A./tag	degeen/pron	Instituut/name	techniek/noun	lijk/verb	zelfs/adv	nummer/noun	200_meter/noun	plaats/prep	ouder/noun	bij/adv	internationaal/adj	kort/adv	daarover/pp	Ritsma/name	legitiem/adj	win/verb	dien/verb	paard/noun	groep_lid/noun	weigering/noun	smal/adj	medaille/noun	Australië/name	10/num	behoefte/noun	11/noun	definitief/adj	Rem/name	daarna/adv	1996/noun	Jon/name	politiek/adj	Ferrari/name	anders/adj	achterstand/noun	grond/noun	deugdelijk/adj	Adelmund/name	tegenstander/noun	Ronny/name	Zuid-Afrika/name	dreig/verb	vijfde/num	beiden/adv	echt/adj	medium/noun	Nederland/name	daarop/pp	nandrolon/noun	Martina/name	welk/pron	allebei/adv	3.000/num	mens/noun	donderdag/noun	Bauer/name	winnaar/noun	daardoor/pp	Willem/name	haar/det	publiek/adj	bouwkunst/noun	duatlon/noun	meter/noun	hinder/verb	toen/comp	Schalken/name	hen/pron	eerste/num	partij/noun	Romme/name	vals/adj	effect/noun	dag/noun	vanmorgen/adv	rest/noun	onreglementair/adj	Mexicaan/noun	avonds/adv	Libië/name	waarmee/pp	Florian/name	betrap/verb	twee/num	derde/num	500/num
doorsta/verb	0.0	0.81822854	0.7540843	0.876553	0.855693	0.82903814	0.82657933	0.844764	0.856208	0.86198235	0.80433834	0.8951994	0.771485	0.7955146	0.8060678	0.881232	0.8706955	0.8264375	0.85429573	0.88126945	0.8422753	0.8058149	0.81238866	0.8481317	0.886749	0.77127373	0.8789401	0.8948894	0.8044467	0.8221927	0.841086	0.9135828	0.8535992	0.8589739	0.84436095	0.84444165	0.84928274	0.8710174	0.8306452	0.91144985	0.91457796	0.84961045	0.83863467	0.8079586	0.87311167	0.8140013	0.8167312	0.84853494	0.8555292	0.9145311	0.83568335	0.8795232	0.79807055	0.8948556	0.8628259	0.8113097	0.82480866	0.8720639	0.9195522	0.9435942	0.8052125	0.8403393	0.8559165	0.9248906	0.91031027	0.84473103	0.94503057	0.88081825	0.8356915	0.90179056	0.854424	0.8517782	0.86274993	0.808346	0.8707373	0.92682886	0.8172898	0.8313445	0.8375231	0.8360392	0.8631428	0.843663	0.8383983	0.9203409	0.8101026	0.85226953	0.816018	0.8922982	0.8682443	0.8431778	0.887549	0.9638537	0.9162588	0.8675755	0.750936	0.8662787	0.85082847	0.86608064	0.89019483	0.85942435	0.88057333	0.8554793	0.8736681	0.94109803	0.84245884	0.82660455	0.8436066	0.8583253	0.8683709	0.7863133	0.8739532	0.8290633	0.8653794	0.8461462	0.940704	0.9356526	0.7506923	0.8482869	0.87876624	0.81204677	0.85184014	0.8372003	0.949634	0.8546906	0.8636731	0.7654668	0.87363756	0.9030329	0.85227793	0.8268077	0.83662236	0.8863627	0.8278245	0.75624734	0.84530413	0.8383964	0.85038626	0.9064356	0.88940746	0.8682265	0.79829794	0.8933697	0.8402065	0.8618776	0.87037253	0.7838099	0.8505491	0.88071173	0.8767882	0.90193343	0.8205932	0.8455466	0.8363634	0.8691854	0.8221793	0.89146996	0.87616265	0.8500333	0.81963575	0.83961433	0.93906677	0.85677016	0.8809366	0.83687526	0.8452009	0.8278948	0.8248966	0.80883145	0.8854719	0.87423015	0.8484602	0.8689205	0.8599807	0.8770292	0.83057547	0.85692024	0.869169	0.87673545	0.88032687	0.8663217	0.9211578	0.86164653	0.8701839	0.85814977	0.8503545	0.8114502	0.8169821	0.82017434	0.8611561	0.9203414	0.8692298	0.7902865	0.83950037	0.8559576	0.80752003	0.85509914	0.8554645	0.86935675	0.9071975	0.8699121	0.8676519	0.84421194	0.86441314	0.8992383	0.86877656	0.92888075	0.8629066	0.81020534	0.86772406	0.84620476	0.8908241	0.9070122	0.8705786	0.85763055	0.85037965	0.84455276	0.8986136	0.82518816	0.846493	0.92048055	0.82287085	0.8219749	0.8774841	0.809581	0.855337	0.85449415	0.9280828	0.9397192	0.846334	0.86612993	0.89032936	0.9055708	0.8995801	0.80916095	0.8795877	0.8776637	0.8351849	0.8603072	0.89277005	0.84468967	0.9021202	0.9139226	0.8404606	0.8109634	0.9074566	0.8302287	0.8532983	0.81979847	0.8836526	0.9058294	0.85046613	0.872087	0.8842095	0.88377404	0.85870415	0.85369974	0.89848083	0.9079646	0.8828386	0.9195621	0.8420784	0.9526796	0.8088334	0.7892814	0.80912316	0.9220175	0.8995579	0.87862515	0.8768759	0.8540338	0.81503046	0.8587874	0.87770265	0.8262249	0.82638896	0.8387351	0.8145908	0.86475986	0.8355484	0.8380404	0.892723	0.8940149	0.8607306	0.9440733	0.8565448	0.9177293	0.8957299	0.9057081	0.8594151	0.88247323	0.87194896	0.8067147	0.8559209	0.90295565	0.88570964	0.8969073	0.8210018	0.86756945	0.8239457	0.9100306	0.8328817	0.80758435	0.88078374	0.84034985	0.77041966	0.84319806	0.85083115	0.8917034	0.8825381	0.88516563	0.8380018	0.8081225	0.89585054	0.83000225	0.9054894	0.8488679	0.87758577	0.84007215	0.8967311	0.83053386	0.8830391	0.8835279	0.91785604	0.9146191	0.7708148	0.8374794	0.8526649	0.8632674	0.84060425	0.8753588	0.8640692	0.8860357	0.80738723	0.8482961	0.88358635	0.90280133	0.9282914	0.8527394	0.92422533	0.85385275	0.767149	0.90753686	0.9001622	0.8486005	0.8855083	0.917925
als/prep	0.81822854	0.0	0.88822263	0.8377928	0.8879137	0.80633134	0.8576493	0.85914946	0.8246891	0.8954824	0.79897815	0.93373644	0.7056135	0.78843987	0.75620663	0.70672333	0.8359573	0.84049284	0.7781135	0.82441986	0.86535	0.8850755	0.8328132	0.8665246	0.8372444	0.7960657	0.8804075	0.85367835	0.77949005	0.8055966	0.7738113	0.8617158	0.8277208	0.8269361	0.8690213	0.8030951	0.9026173	0.8605287	0.7836187	0.8787325	0.9450329	0.81107616	0.72287613	0.8244667	0.8264595	0.79558456	0.8356747	0.8213202	0.76167685	0.9294099	0.84817415	0.8829418	0.6686446	0.8479545	0.842358	0.76656014	0.91299134	0.9142738	0.87184906	0.96780074	0.80671126	0.8841336	0.81266224	0.86604685	0.9157434	0.8374618	0.9464426	0.8320492	0.8436576	0.9282882	0.85577023	0.74914944	0.888157	0.79866076	0.8013843	0.889195	0.6856675	0.798143	0.83381563	0.79969764	0.7684517	0.87131596	0.88782257	0.86160266	0.80237854	0.73156047	0.7652752	0.8055279	0.8170606	0.7607758	0.82046473	0.95627385	0.8539413	0.8139044	0.809651	0.81104755	0.84068793	0.85589516	0.91081816	0.80189025	0.82683563	0.8546061	0.84741676	0.8975675	0.8768833	0.72926205	0.8109529	0.90205735	0.8883349	0.8208556	0.8699903	0.7897108	0.8500434	0.7978528	0.9319128	0.8989793	0.7763912	0.8520515	0.8080653	0.74738884	0.84781176	0.85387856	0.8774988	0.8041464	0.8165494	0.75786376	0.8649688	0.9278686	0.7681997	0.854443	0.83219314	0.85591507	0.8074833	0.88020486	0.8270011	0.8204751	0.8175861	0.90394884	0.9340807	0.8179674	0.8580762	0.87168473	0.829602	0.8311741	0.8163048	0.7552123	0.79881114	0.7492043	0.84020674	0.8158395	0.79277694	0.7797481	0.82421166	0.8825756	0.77179545	0.82814133	0.85724425	0.8472723	0.7996166	0.8458899	0.879761	0.8363832	0.80593765	0.79644614	0.8088507	0.856093	0.7967906	0.75640327	0.83274764	0.8346851	0.82874	0.79192847	0.8475846	0.84124094	0.7911327	0.8631215	0.90586996	0.83320373	0.8393301	0.7926181	0.89566475	0.82015085	0.8400388	0.86987036	0.7652799	0.81928533	0.8720103	0.85716265	0.7900372	0.85158783	0.84922034	0.82052594	0.85673934	0.75000674	0.8626805	0.79905564	0.86499804	0.881016	0.9021972	0.8686636	0.8698336	0.79075694	0.86712384	0.91037554	0.79725754	0.8796402	0.8349315	0.7997019	0.81288207	0.82212925	0.8200494	0.90688103	0.83017373	0.8254098	0.79399043	0.7996154	0.84575784	0.8103321	0.81413776	0.9126758	0.81938416	0.84324557	0.7676941	0.7908663	0.8258962	0.8290883	0.87071794	0.96996695	0.8172983	0.7428515	0.7977317	0.93295395	0.8914385	0.7275425	0.8289293	0.9003539	0.76720834	0.87661725	0.8493246	0.76750386	0.86209214	0.9136386	0.8142079	0.8117577	0.9016753	0.811985	0.7904652	0.7805266	0.8472459	0.8963379	0.8337017	0.8584021	0.8930762	0.8486161	0.78251743	0.7856569	0.8646104	0.8785824	0.79558116	0.91202307	0.7757049	0.9127626	0.8189653	0.8317675	0.7884184	0.8592307	0.9088956	0.8519225	0.8544662	0.8738586	0.7536935	0.8903119	0.90362465	0.7892565	0.74463683	0.8624074	0.73508555	0.85814476	0.79279214	0.7862732	0.9128782	0.871787	0.8172958	0.97677296	0.8316495	0.93433756	0.8755179	0.8483815	0.8923847	0.8243748	0.75463045	0.6961599	0.82132185	0.86395717	0.9102499	0.91759336	0.8197655	0.84864193	0.82091117	0.8560305	0.796293	0.85415626	0.8691666	0.7808732	0.7665169	0.7954845	0.79642254	0.85778534	0.8811382	0.8580095	0.782745	0.78901446	0.88596106	0.8597662	0.9282948	0.79333824	0.81896913	0.84139305	0.7843733	0.754801	0.8116229	0.85541904	0.87359154	0.94320405	0.8190615	0.8339192	0.833501	0.8437142	0.8550191	0.81441796	0.7932508	0.8767605	0.8870995	0.94050705	0.86878276	0.8912874	0.8852154	0.8539122	0.9422325	0.8099332	0.7200905	0.8654219	0.8966762	0.81440246	0.8807498	0.9032117
na/prep	0.7540843	0.88822263	0.0	0.8831423	0.7561753	0.8541764	0.85846806	0.73778313	0.71930814	0.8895087	0.8078587	0.884967	0.8160734	0.8438183	0.9087483	0.9101405	0.6901995	0.79974174	0.88413393	0.88390356	0.9014492	0.711253	0.81688154	0.68985206	0.88897175	0.8144592	0.8058387	0.83447963	0.83059084	0.9173391	0.89835936	0.95800364	0.8424451	0.91915035	0.6067611	0.76854527	0.54204977	0.93690574	0.8674017	0.86977905	0.8070237	0.8187883	0.9090483	0.9098954	0.9264273	0.86804175	0.90059566	0.9127097	0.8964399	0.86191255	0.93319654	0.7677808	0.8189849	0.8398857	0.90668386	0.8712797	0.8442772	0.735964	0.8486339	0.8688151	0.85793555	0.91616595	0.793295	0.9163523	0.87620056	0.8196537	0.9100542	0.8516499	0.76954067	0.758081	0.7967087	0.90310156	0.7139121	0.7570019	0.78869724	0.86609745	0.7375732	0.8172165	0.91686773	0.7660381	0.8585538	0.80946565	0.66912377	0.91642356	0.8637866	0.9337052	0.9098325	0.89244175	0.89588445	0.9129905	0.8378371	0.9513309	0.8260817	0.86491966	0.71303976	0.9058349	0.87115693	0.8578842	0.88450223	0.7357335	0.8853292	0.7509691	0.8584392	0.8793822	0.93260396	0.8972785	0.88794076	0.6315659	0.8817905	0.8459775	0.92426306	0.83200663	0.881145	0.80600446	0.7896316	0.86815923	0.8962594	0.92241704	0.80381846	0.87290955	0.8300996	0.8837775	0.9319139	0.8756889	0.9154577	0.76578474	0.8531127	0.7608213	0.9208564	0.88350207	0.73819345	0.84151953	0.5241199	0.5187942	0.689095	0.84828544	0.8226402	0.88991404	0.7512878	0.88486624	0.85761994	0.89081365	0.7886666	0.6693951	0.85244596	0.7626569	0.8877556	0.9112601	0.7647074	0.8874785	0.7910631	0.88527864	0.9228133	0.7934729	0.8205875	0.8703209	0.7793949	0.75989175	0.7749659	0.86408395	0.878265	0.81855166	0.92517555	0.74094677	0.84928405	0.89842033	0.83766645	0.9027636	0.89542854	0.8497872	0.853662	0.92087656	0.7177354	0.88221085	0.859006	0.8330252	0.92258596	0.88984656	0.8501547	0.9549097	0.88724506	0.8616828	0.7888598	0.86644524	0.8864982	0.8332129	0.9372343	0.933824	0.90622187	0.9228826	0.8008051	0.8185776	0.7802244	0.8448622	0.90679914	0.91393125	0.830364	0.92542464	0.9165179	0.6319015	0.94426423	0.8599809	0.91658586	0.7944749	0.8447814	0.8932953	0.90898407	0.8371577	0.89502347	0.8559292	0.93479717	0.7843448	0.7882856	0.82366675	0.91933876	0.7619549	0.8074744	0.68552375	0.84768593	0.90811324	0.80498195	0.896729	0.83246005	0.87560284	0.87096894	0.80003977	0.9244544	0.85442543	0.87764835	0.8808491	0.9178547	0.7651944	0.9115387	0.7485917	0.7752648	0.88615155	0.78147	0.8149967	0.89726967	0.8958717	0.79177	0.88715017	0.83829236	0.74793935	0.8319153	0.8290335	0.8865404	0.9062645	0.8204381	0.86535245	0.6698512	0.78521943	0.8491105	0.81351286	0.81073266	0.828985	0.8039846	0.9377855	0.9175955	0.90654033	0.8874056	0.9502718	0.94035697	0.8427253	0.8100705	0.8442317	0.86040753	0.8134137	0.8945952	0.8553512	0.8735846	0.4302926	0.85771805	0.7942096	0.87761134	0.6777625	0.88877225	0.866791	0.8633525	0.84819996	0.92638195	0.81506974	0.79515684	0.8610333	0.94528043	0.8008319	0.73825675	0.9321258	0.66817856	0.7371801	0.8486433	0.8642574	0.8087615	0.9524622	0.69002664	0.916886	0.9067309	0.87456477	0.77466714	0.8650007	0.8301507	0.7251272	0.6874652	0.8131279	0.8929444	0.90742934	0.85716516	0.7539186	0.9031096	0.827242	0.8651985	0.8294009	0.89313984	0.90106815	0.7733875	0.8695782	0.77243286	0.83132637	0.86400545	0.79429054	0.9069554	0.9369449	0.8514907	0.8388381	0.83355546	0.62383485	0.76593065	0.90851444	0.6017021	0.83279616	0.80323076	0.902724	0.8670038	0.6696363	0.7635143	0.9076667	0.88208985	0.84277815	0.8136174	0.8289113	0.89042765	0.8761101	0.8497662	0.6731764	0.6730312	0.8968561
stem/noun	0.876553	0.8377928	0.8831423	0.0	0.87991285	0.81719756	0.9244678	0.905516	0.846119	0.82798755	0.9122236	0.92714274	0.84911186	0.81810707	0.84786147	0.8758534	0.83002234	0.8186528	0.8515789	0.8440815	0.7977779	0.8679627	0.85246336	0.92670584	0.84870833	0.85231334	0.7092598	0.8869389	0.8678477	0.7841114	0.88296896	0.9326553	0.8963321	0.8314858	0.8636662	0.9398058	0.89690226	0.8892456	0.8691213	0.95181996	0.91259074	0.8359575	0.7733899	0.91014344	0.9130611	0.8362034	0.8554169	0.8780313	0.8824743	0.9117445	0.86715245	0.8958001	0.8658878	0.7155999	0.84899306	0.8649961	0.91538787	0.96356636	0.9187888	0.8190086	0.8373001	0.8687064	0.90490305	0.9013481	0.8976689	0.9506811	0.7872552	0.8529712	0.8914812	0.92410594	0.86055005	0.8502451	0.85308206	0.81497633	0.8446377	0.91361696	0.83245575	0.8408168	0.90592486	0.86463964	0.832655	0.89094114	0.9155838	0.87260455	0.8527825	0.8521892	0.81360376	0.85432374	0.8564291	0.8758969	0.88858813	0.84743214	0.92039806	0.8523286	0.8669147	0.8787548	0.8543206	0.8352959	0.8851507	0.8175108	0.8587662	0.87801987	0.9063808	0.9310683	0.8258072	0.81011033	0.8491901	0.87129	0.90852576	0.8279097	0.8905422	0.83615994	0.85514784	0.8388114	0.9302679	0.94119596	0.8636099	0.9065723	0.9264215	0.89640313	0.9237958	0.9126786	0.9208743	0.8817909	0.87910974	0.8908633	0.9138388	0.9194809	0.84991777	0.8175933	0.82396317	0.9239279	0.8817034	0.9249451	0.88550127	0.9034639	0.87129164	0.9148296	0.90752697	0.89827377	0.8247717	0.72140515	0.87681735	0.8601423	0.9057389	0.8507195	0.8771795	0.87788796	0.94072443	0.9146857	0.8471487	0.8399054	0.9043843	0.9254274	0.8037202	0.8852709	0.9226757	0.7900135	0.8321045	0.89394087	0.89506567	0.92506814	0.9004802	0.8495879	0.8509362	0.9032862	0.8707601	0.8702792	0.8780736	0.8798225	0.8656126	0.9218233	0.8394536	0.8177397	0.86807483	0.87111217	0.88191366	0.87677574	0.8761923	0.9085063	0.9357177	0.92757934	0.8350573	0.898195	0.8326962	0.83967173	0.8813336	0.84426266	0.8451331	0.80427974	0.85140395	0.8017119	0.89944315	0.6486764	0.8501588	0.72760415	0.8645936	0.8639157	0.91115373	0.9081703	0.8888771	0.8372655	0.8587558	0.936947	0.8325341	0.89173436	0.89499	0.8468106	0.8918965	0.8385807	0.8470012	0.93267804	0.9213185	0.7919053	0.8530531	0.9225999	0.88223445	0.8943841	0.896675	0.8785322	0.91376346	0.90320385	0.81249654	0.86513567	0.86841416	0.889127	0.8729312	0.8036181	0.83174455	0.91504997	0.8810295	0.937597	0.938818	0.8578472	0.84550864	0.8817302	0.8324733	0.82901907	0.858532	0.88009447	0.8919991	0.91537577	0.79927635	0.8377696	0.8721285	0.82602215	0.91559035	0.888503	0.90385807	0.9120229	0.88158435	0.925985	0.8603827	0.9207669	0.87146187	0.8785015	0.8397477	0.90271956	0.8296506	0.8545105	0.83810097	0.9611515	0.84992886	0.8564851	0.7948015	0.69308805	0.91247463	0.76816905	0.8787872	0.87905324	0.9171088	0.9219095	0.8569654	0.87511635	0.8567863	0.87625146	0.88930434	0.8771974	0.8269565	0.8473682	0.8966981	0.81503516	0.92223537	0.81279814	0.8747945	0.9681283	0.8929825	0.9214524	0.88018304	0.8932188	0.81894183	0.8179645	0.89070827	0.908914	0.8715607	0.9061431	0.8845457	0.8780211	0.8524565	0.88051295	0.8868695	0.86963457	0.9020115	0.7977158	0.8768559	0.84453607	0.8836871	0.87096035	0.9357065	0.88032156	0.8612825	0.8181556	0.8776664	0.79470307	0.91179913	0.8235878	0.8513899	0.8458077	0.8978543	0.83921075	0.88700485	0.9329465	0.9222052	0.7971744	0.88735586	0.8776504	0.8814742	0.86027604	0.9069222	0.68342805	0.8764309	0.890294	0.8827805	0.84774685	0.8791046	0.8935537	0.95279014	0.82171553	0.91360086	0.90906364	0.83694893	0.9082836	0.9529076	0.8743688	0.9068998	0.8747262
melding/noun	0.855693	0.8879137	0.7561753	0.87991285	0.0	0.87283385	0.83158606	0.86591214	0.7621765	0.9028353	0.7830924	0.8894413	0.8322038	0.8138436	0.83133984	0.85602367	0.86202985	0.78295255	0.7808403	0.7416065	0.8437713	0.8051864	0.8134835	0.7319799	0.88323206	0.85754514	0.7992445	0.94546056	0.87101436	0.86429846	0.91709024	0.9574304	0.8750985	0.84969515	0.89483917	0.92834145	0.8375768	0.90789527	0.79558843	0.9484007	0.79973495	0.8941126	0.8993713	0.8595166	0.8792246	0.8832548	0.9014083	0.86715734	0.88169813	0.76600564	0.86331064	0.9081916	0.88672864	0.8826895	0.8820314	0.8796717	0.87847644	0.8418286	0.90259004	0.9133661	0.80175155	0.917336	0.9129961	0.9367918	0.77482164	0.9000154	0.88925594	0.7993841	0.8953246	0.8918099	0.8675097	0.9005408	0.8415636	0.89640933	0.9198478	0.9509495	0.8720485	0.83005357	0.87510675	0.91565824	0.8657609	0.86979383	0.8792314	0.9343607	0.84606385	0.91580635	0.8504275	0.8945575	0.87302065	0.8721708	0.87457854	0.9694023	0.9261575	0.8304583	0.7690945	0.8979817	0.84746766	0.8859046	0.88015974	0.8187555	0.8872412	0.9111015	0.9063228	0.95258784	0.94228184	0.8415754	0.8658519	0.90900314	0.8469551	0.78725684	0.8868656	0.8661627	0.81110305	0.8824176	0.8324995	0.9675176	0.8928511	0.8740239	0.9216041	0.8419756	0.9224732	0.8744408	0.92727965	0.87070084	0.8127269	0.8241454	0.845773	0.81443554	0.85158813	0.870878	0.84707177	0.8119263	0.69034815	0.81773704	0.9266312	0.7929047	0.90521806	0.9382498	0.9072729	0.82025623	0.92324203	0.79083234	0.91985667	0.83857954	0.7779781	0.75276226	0.85071373	0.9235196	0.9248595	0.8852011	0.86638	0.8243973	0.8405753	0.8975896	0.9042437	0.8148259	0.89268917	0.8659675	0.8901286	0.8484387	0.9228575	0.917947	0.88936645	0.89472324	0.6759566	0.9215013	0.8879501	0.85375375	0.91078377	0.8620991	0.92089087	0.92348677	0.9090636	0.8861951	0.8224588	0.7895486	0.7644007	0.8531605	0.93927944	0.9246136	0.9583208	0.8865254	0.8303767	0.8340711	0.8274597	0.83116144	0.9534126	0.90219486	0.9120299	0.94151735	0.8654787	0.8891872	0.78251356	0.8480889	0.91538054	0.92400646	0.8405879	0.90833706	0.8776291	0.93254876	0.90840995	0.87237823	0.91551286	0.9404074	0.8726952	0.9274179	0.8347429	0.81751627	0.90422624	0.86138666	0.9330826	0.94186306	0.9139323	0.87277514	0.86886674	0.9371247	0.917735	0.8079869	0.8403223	0.80633336	0.85134375	0.84293485	0.8716533	0.8868904	0.8922495	0.6612342	0.93093896	0.8971004	0.8528671	0.86173236	0.8171694	0.8669467	0.90612805	0.85044634	0.9181602	0.9044276	0.86460567	0.7552943	0.9080567	0.91499275	0.94317144	0.8651756	0.8661264	0.7307113	0.9503743	0.8519427	0.8782543	0.89716536	0.86556005	0.95052516	0.72466016	0.9247717	0.8865897	0.92030233	0.8815635	0.7789725	0.9232599	0.93291116	0.8775995	0.916525	0.85097873	0.9371376	0.9001616	0.9062563	0.8311525	0.8484101	0.9541378	0.83601654	0.84246993	0.91377777	0.85170615	0.74147165	0.8269991	0.9036374	0.84885776	0.9282143	0.83402014	0.86222935	0.86341417	0.78103375	0.93005097	0.8955236	0.9106295	0.8803188	0.8671836	0.8245839	0.8924559	0.9116597	0.8878809	0.8185749	0.91743076	0.8661277	0.90941167	0.94077027	0.89510167	0.9202466	0.8525008	0.85373545	0.9075613	0.9440696	0.8951222	0.82289565	0.92983115	0.93158555	0.9111179	0.7831625	0.84777296	0.79229194	0.8523806	0.9221153	0.8301935	0.9153368	0.7999336	0.77498347	0.79630077	0.8951962	0.90559167	0.8426862	0.9385949	0.8739996	0.86814064	0.9385203	0.93120563	0.8413087	0.79235077	0.746856	0.9062607	0.85291445	0.86885643	0.9010899	0.89004934	0.740312	0.8232466	0.78195804	0.751978	0.94382644	0.892624	0.876431	0.81442	0.83796966	0.8451335	0.92609936	0.7419884	0.798795	0.93310577	0.79746234
