	rede/noun	rage/noun	zwemmer/noun	LPF_kamer_lid/noun	tijdens/prep	Velde/name	per/adv	Amerikaan/noun	Tony/name	stadium/noun	politicus/noun	techniek/noun	gistermiddag/adv	aanvankelijk/adj	om/comp	wissel/noun	zaterdag/noun	prompt/adj	meter/noun	knie/noun	stom/adj	logischerwijze/adv	voorlaatst/adj	win/verb	dezelfde/det	staatssecretaris/noun	me/pron	Nicholson/name	terstond/adv	men/pron	behoefte/noun	plaats/verb	erg/adj	kwartfinale/noun	trio/noun	commissie/noun	10/num	leg_af/verb	toe/part	daardoor/pp	welk/pron	tweede/num	voorbaat/adv	moreel/adj	eerste/num	4/num	verklaar/verb	Wereldoorlog/name	functie/noun	Antje/name	overdaad/noun	geëindigd/adj	200_meter/noun	hem/pron	val/verb	geenszins/adv	zangeres/noun	partij/noun	lach/verb	stand/noun	Ferrari/name	draag/verb	laat/adj	argument/noun	al/adv	vals/adj	gunste/prep	Aus/name	zich/pron	Groenewold/name	11/num	Raad/name	haal/verb	vis_op/verb	genetisch/adj	stem/noun	jury/noun	smal/adj	kwartet/noun	word/verb	zij/pron	Hakkinen/name	FARC/name	zoals/comp	kinderloos/adj	toen/adv	EK/noun	Salo/name	wisselslag/noun	Nederlander/noun	Fortuyn/name	Anker/name	viertal/noun	ploeg/noun	feite/adv	grond/prep	uitspraak/noun	500/num	weinig/noun	Gordon/name	land_genoot/noun	Afrikaan/noun	fel/adj	Arafat/name	as/noun	Duitsland/name	wedstrijd/noun	verontwaardiging/noun	Maij/name	herhaald/adj	rest/noun	vrouwelijk/adj	Australië/name	keer/noun	start/verb	verover/verb	Engeland/name	finale/noun	besef/noun	hij/pron	winnaar/noun	Marcus/name	toen/comp	Bauer/name	IOC/name	Rem/name	daarna/adv	stem_biljet/noun	vroeg/adj	heilig/adj	risico/noun	tijdperk/noun	systeem/noun	want/comp	Ritsma/name	onreglementair/adj	bevolking_groep/noun	Nederlands/adj	half/adj	ouder/noun	huidig/adj	je/pron	hen/pron	opmerking/noun	nationaal-socialisme/noun	carrosserie/noun	definitief/adj	forum/noun	deze/det	bij/adv	overweeg/verb	publiek/adj	vrijdag/noun	marxistisch/adj	Durand/name	van/name	automatisch/adj	wedstrijd_leiding/noun	strategie/noun	deelnemer/noun	Mexicaan/noun	Tweede/name	Europa/name	Parijs/name	scheidsrechter/noun	zijn/det	snijd_af/verb	veroorzaker/noun	gesprekspartner/noun	als/comp	400/noun	reeks/noun	die/det	vijfde/num	echt/adj	sla/verb	als/prep	Zuid-Koreaan/noun	meteen/adv	zal/verb	Florian/name	stichting/noun	lied/noun	daarmee/pp	geval/noun	Huub/name	twee/num	Hermans/name	voor/prep	luchtvaart_autoriteit/noun	ten/prep	eerst/adv	match/noun	weigering/noun	hiermee/pp	volgens/prep	niet/adv	misverstand/noun	kwestie/noun	Frankrijk/name	maar/vg	waarin/pp	Maas/name	start/noun	in/adv	één/num	impliciet/adj	kunst/noun	NU/name	Deen/noun	kandidaat/noun	pleit/verb	coureur/noun	internationaal/adj	foutief/adj	verlangen/noun	kleur/noun	opzicht/noun	onvoldoende/adj	nadat/comp	Kim/name	management/noun	bestuurder/noun	heb/verb	protest/noun	Joegoslavië/name	hinder/verb	onderzoeker/noun	boek/noun	sprint/verb	donderdag/noun	duatlon/noun	serieus/adj	gisteravond/adv	derde/num	fout/noun	verzoek/noun	wereldkampioen/noun	sector/noun	schoolslag/noun	zichzelf/pron	Sydney/name	renner/noun	Italiaan/noun	tegenstander/noun	kilo_meter/noun	Adelmund/name	Duits/adj	atleet/noun	vanmorgen/adv	Drummond/name	mens/noun	elftal/noun	door/prep	waarom/adv	inmiddels/adv	Canadees/noun	namelijk/adv	waardoor/pp	verschijn/verb	kampioenschap/noun	deal/noun	Thorpe/name	opdracht/noun	oog/noun	A_merk/noun	Nederland/name	vervolgens/adv	te/comp	zwemster/noun	mensheid/noun	rij/verb	dien/verb	opponent/noun	kort/adv	maar/adv	wegens/prep	bouwkunst/noun	Libië/name	Vitesse/name	taalgebruik/noun	zondag/noun	Australisch/adj	Martina/name	Olympische/name	val/noun	door/comp	gisteren/adv	Can/name	toon/verb	Willem/name	Mei/name	1996/noun	fout/adj	nummer/noun	lat/noun	Spirit/name	wijk_af/verb	tekst/noun	100/noun	plek/noun	gedrag/noun	kracht/noun	uiteraard/adv	misschien/adv	Instituut/name	alsnog/adv	ieder/det	mag/verb	's/adv	grof/adj	eigen/adj	May/name	VS/name	verkiezing/noun	doelbewust/adj	Carpenter/name	Jan/name	Braziliaans/adj	bericht/noun	Van/name	politiek/adj	voorlopig/adj	woensdag/noun	iedereen/pron	groep_lid/noun	Beweging/name	elk/det	Donovan/name	dreig/verb	organisatie/noun	Brit/noun	rehabiliteer/verb	Spelen/name	uitlating/noun	na/prep	conservatief/adj	kiezer/noun	avonds/adv	haak_af/verb	haar/pron	beiden/adv	ermee/pp	daarop/pp	liberaal/noun	beide/det	breng_toe/verb	getuige/noun	lijk/verb	waarmee/pp	bestuur_lid/noun	WK/noun	noodzakelijkerwijs/adv	Belg/noun	Saive/name	allround/noun	wijze/noun	favoriet/noun	betrap/verb	dag/noun	leid/adj	medium/noun	Brussel/name	Schumacher/name	kwalificatie/noun	Bailey/name	maatschappij/noun	stap_uit/verb	6./num	doordat/comp	ronde/noun	omdat/comp	loop/verb	speel/verb	Jack/name	100/num	Jon/name	wagen/noun	klacht/noun	auto/noun	diskwalificeer/verb	Melkert/name	11/noun	Rintje/name	ze/pron	homohuwelijk/noun	stuk/noun	voor/comp	echter/adv
rede/noun	0.0	0.84636563	0.8703925	0.7729355	0.8035224	0.909937	0.74129796	0.7261541	0.7737218	0.8693878	0.7750872	0.79953384	0.69742906	0.76474017	0.83052844	0.80947024	0.8792824	0.76323056	0.9244174	0.76189053	0.79488313	0.7832911	0.85940707	0.8665284	0.7767641	0.8872573	0.90031123	0.72295964	0.8170509	0.78404313	0.84849524	0.81500155	0.85198355	0.8610889	0.8419192	0.76080453	0.94437194	0.83341074	0.7968259	0.75735927	0.7125542	0.88265383	0.73301834	0.77473	0.90145326	0.94202423	0.7309154	0.8722894	0.7256043	0.85423857	0.85344934	0.8796785	0.91192687	0.7255342	0.8509021	0.70901	0.7866801	0.70694506	0.7955753	0.83984655	0.87019134	0.692508	0.824811	0.6486248	0.8682864	0.7633512	0.7930487	0.8575199	0.7189903	0.84566253	0.8989323	0.8620825	0.8721696	0.83602756	0.82626003	0.8172801	0.8057792	0.85325193	0.8324548	0.7816053	0.7408667	0.86268854	0.76732326	0.87403154	0.80627906	0.6870091	0.8404623	0.8881744	0.9332517	0.86692625	0.78039324	0.84216243	0.8168992	0.8156356	0.8221127	0.7714226	0.6528207	0.9115939	0.77983373	0.7987438	0.7991494	0.7317185	0.7484048	0.64224553	0.85707396	0.86625564	0.8215527	0.8205975	0.65816045	0.7886689	0.8737076	0.8405712	0.8621994	0.88713074	0.88626295	0.90974414	0.9260179	0.8671474	0.79103607	0.7343521	0.85443705	0.7888347	0.75934577	0.8491283	0.8503199	0.86016095	0.85640216	0.82944083	0.87714666	0.823002	0.8928919	0.8666563	0.80878896	0.76732785	0.8734445	0.8391173	0.73475105	0.90751874	0.8836355	0.8695818	0.8468072	0.85730356	0.780333	0.66086274	0.8231174	0.82328266	0.7058633	0.69692826	0.82482255	0.80692494	0.7893399	0.7677053	0.88984203	0.73281264	0.86616933	0.887961	0.8050002	0.79974943	0.72805154	0.83660716	0.8151083	0.8134264	0.88307863	0.8689212	0.7843112	0.73886245	0.7894978	0.8130201	0.6927969	0.7739922	0.9054804	0.8748953	0.7763088	0.89197206	0.8907849	0.8379317	0.7289648	0.77447313	0.80198836	0.74282116	0.8066541	0.845218	0.8026141	0.71835697	0.8912071	0.8586192	0.846916	0.8512549	0.86181337	0.805462	0.8205576	0.80970675	0.8870221	0.72131836	0.6536869	0.7530991	0.7785631	0.843266	0.816963	0.8790013	0.79432905	0.74667954	0.88515174	0.8375858	0.89663225	0.8406165	0.69806707	0.85948074	0.8311054	0.7867448	0.71404135	0.719147	0.86467296	0.7626174	0.82517654	0.76775837	0.766721	0.7939923	0.7597117	0.70863926	0.84725565	0.8389354	0.81708825	0.6884453	0.70978224	0.75468016	0.7919358	0.85697323	0.8658608	0.8966266	0.8585805	0.90292144	0.7791842	0.76727045	0.90768564	0.74593234	0.8486788	0.88251185	0.76168436	0.9081584	0.6960765	0.85977435	0.78233564	0.81712484	0.7074107	0.92833567	0.8185047	0.83291346	0.8242052	0.72715986	0.77787966	0.7801789	0.8629992	0.7198957	0.70319766	0.85725546	0.81187165	0.6722164	0.7631474	0.8621065	0.9166972	0.745447	0.86427945	0.7706599	0.77950037	0.7875912	0.8943215	0.72492933	0.81291246	0.853304	0.8338241	0.8731466	0.81171733	0.73193675	0.85592675	0.89978325	0.71400017	0.83395004	0.7083165	0.8579064	0.74169624	0.9331098	0.86511993	0.9087943	0.9090122	0.8009934	0.8064145	0.7182804	0.85792017	0.68710166	0.93326855	0.88382494	0.88315684	0.77930576	0.8665976	0.855333	0.7986968	0.68220115	0.7703603	0.9005003	0.7959149	0.7718755	0.7810432	0.7002305	0.8027404	0.9122703	0.74998873	0.81939155	0.76556075	0.8993458	0.8185947	0.8198432	0.77396	0.7678336	0.8018049	0.7820318	0.88458586	0.9438787	0.8615336	0.7836871	0.95043284	0.72264266	0.7405122	0.8477426	0.7778073	0.69938654	0.89865255	0.87694395	0.8463862	0.766963	0.71836233	0.7699036	0.81583345	0.8704295	0.7244456	0.8263505	0.7446759	0.7555717	0.96170324	0.76324695	0.79061615	0.66413176	0.818691	0.7373421	0.71568406	0.756966	0.8495738	0.8155507	0.8456498	0.7326642	0.8645962	0.89631534	0.7945122	0.82450205	0.7927388	0.9027684	0.7000984	0.8693627	0.8657341	0.8427774	0.8064217	0.85139436	0.8771245	0.88968354	0.88788974	0.82005954	0.8320112	0.84937954	0.90324503	0.71642023	0.80517566	0.6804596	0.93516755	0.83143175	0.7904253	0.92605734	0.7686999	0.8494556	0.8485886	0.77820295	0.63776755	0.6711724	0.9532284	0.8712214	0.82188016	0.72265065	0.9234101	0.8226614	0.6851474
rage/noun	0.84636563	0.0	0.86793774	0.839074	0.89747775	0.9105936	0.8269088	0.82889444	0.82433784	0.777319	0.9093215	0.7988404	0.89970577	0.84241796	0.91848	0.8005611	0.899793	0.7901534	0.90609854	0.91954464	0.77621883	0.82637095	0.86184406	0.8493783	0.90185106	0.9258609	0.7769859	0.7595434	0.8089574	0.7828591	0.8060875	0.859955	0.8233729	0.79399705	0.9106922	0.9451901	0.9597255	0.91539365	0.9715903	0.85806084	0.7790025	0.88651973	0.8293062	0.8545348	0.89357805	0.9423242	0.8656153	0.81837463	0.82300276	0.80795777	0.7647497	0.7890219	0.80700177	0.807863	0.847708	0.81564945	0.8258413	0.94182587	0.8088411	0.89153486	0.8572492	0.88430035	0.8314898	0.8329518	0.8252915	0.8511988	0.8250078	0.88068926	0.8329065	0.8217921	0.96128494	0.85262483	0.85373914	0.7497231	0.84596467	0.93751115	0.8559148	0.8429771	0.8565068	0.71812266	0.84202504	0.8367083	0.8515325	0.7334688	0.7392691	0.78277034	0.8335477	0.85224426	0.8964909	0.8288671	0.88422495	0.8125562	0.8517964	0.86411196	0.8374369	0.7936089	0.8869413	0.88707805	0.82173514	0.7722184	0.8476205	0.8056786	0.8744805	0.87894505	0.9229795	0.7246156	0.85916764	0.8348325	0.8467821	0.8668618	0.8373028	0.89990985	0.69570094	0.903886	0.8131996	0.8098723	0.68746644	0.8458334	0.7765269	0.7481807	0.8631487	0.8699684	0.8428635	0.76058567	0.81657386	0.7954871	0.8645552	0.8357223	0.8207303	0.90264606	0.9035351	0.67943275	0.8410551	0.7159388	0.8434088	0.7987906	0.8162302	0.92439485	0.8444105	0.81184053	0.7643125	0.8029816	0.897668	0.82460487	0.8190621	0.7988178	0.78445494	0.85060287	0.8118248	0.8772341	0.85548896	0.8532273	0.9366056	0.8532647	0.84482855	0.9026445	0.8431237	0.78845084	0.7892014	0.910043	0.7626693	0.9171223	0.72557616	0.86419547	0.83041096	0.8849299	0.798872	0.6887492	0.79247767	0.8505862	0.8635049	0.8795957	0.76580006	0.8710833	0.6588341	0.8398073	0.8617206	0.7838743	0.79905653	0.79982626	0.73383254	0.8897066	0.84801316	0.8044818	0.8892066	0.8228127	0.91549337	0.9285747	0.8976623	0.81197804	0.8880721	0.7953136	0.85133564	0.85126275	0.86405885	0.9091657	0.8003638	0.8675447	0.8331833	0.72920406	0.7776914	0.8407055	0.91506493	0.8733283	0.84615874	0.9335501	0.81177604	0.85465074	0.84818864	0.8122768	0.88452595	0.92720026	0.84777355	0.9144233	0.7699946	0.87761855	0.856233	0.87842155	0.7935098	0.83240014	0.792665	0.6834238	0.8779522	0.8239673	0.8957745	0.7940944	0.8315107	0.9254877	0.907454	0.82955873	0.9340086	0.8502523	0.8548603	0.89905155	0.9222179	0.87730837	0.8615138	0.8402598	0.755473	0.8697166	0.80568784	0.8226805	0.8962401	0.83503854	0.86218286	0.9599167	0.8480245	0.8972157	0.8661194	0.8934285	0.7907629	0.8586565	0.8519559	0.83853346	0.7816086	0.7432588	0.83351094	0.6954252	0.830057	0.8276093	0.8835326	0.76123804	0.77630913	0.8892016	0.86441076	0.7769748	0.699368	0.8163328	0.8998998	0.8421329	0.85266674	0.94813967	0.8768906	0.8401881	0.9175548	0.8244956	0.83311963	0.7583858	0.80604005	0.89065015	0.8212948	0.95144045	0.8472108	0.845221	0.8611997	0.92455775	0.88683814	0.90784645	0.9220143	0.88207805	0.9156594	0.8676516	0.8554771	0.77601093	0.86941355	0.84253454	0.90435827	0.7992077	0.9257551	0.8949239	0.8773063	0.8401202	0.9510605	0.7018317	0.8395432	0.86027956	0.8195468	0.88494	0.8220224	0.9211323	0.87846047	0.900691	0.781143	0.78368276	0.92706	0.82763517	0.79932046	0.9455523	0.90399176	0.84223115	0.9660374	0.8550801	0.8123799	0.9400444	0.74967664	0.74292696	0.8866924	0.8893006	0.8634318	0.8785806	0.86285084	0.86148655	0.78407997	0.83754647	0.8594878	0.8854689	0.78657705	0.91702497	0.9187628	0.8460965	0.7973163	0.8465415	0.8206361	0.86552715	0.8556255	0.86915636	0.86070967	0.8624721	0.77934414	0.8758783	0.87130016	0.8617133	0.7666062	0.8757137	0.82162	0.86850643	0.89066774	0.84041005	0.83003014	0.9129792	0.84598804	0.8836777	0.9368497	0.84304714	0.8286537	0.88287705	0.83347017	0.8109595	0.90736586	0.84434426	0.8969149	0.7873443	0.8838619	0.86199075	0.8014418	0.94517255	0.86141723	0.9443525	0.8933248	0.9251945	0.8007927	0.8509761	0.9167447	0.8443317	0.77851075	0.81580526	0.92178977	0.780342	0.8455049
zwemmer/noun	0.8703925	0.86793774	0.0	0.90874994	0.6078016	0.8266808	0.85289043	0.8094523	0.92265224	0.82425815	0.91359866	0.68078226	0.85159826	0.80861706	0.9121543	0.6235605	0.7846668	0.79956245	0.5115696	0.8702649	0.8844549	0.865318	0.79412115	0.5557518	0.8517276	0.9298755	0.9275187	0.89016837	0.8690067	0.9103304	0.9411244	0.60833657	0.9579102	0.7536011	0.81696916	0.90547574	0.9312959	0.7018916	0.96080595	0.82555723	0.85558224	0.76153433	0.79635084	0.904211	0.8261212	0.8918513	0.8350005	0.9340795	0.93446285	0.7929018	0.90838796	0.7886958	0.6304525	0.8316661	0.833063	0.8582616	0.8015827	0.91288257	0.88003147	0.8768584	0.8671895	0.835413	0.8044764	0.9232821	0.8446084	0.81159765	0.8302525	0.67311656	0.7549688	0.6954436	0.9684427	0.9063386	0.64233935	0.8166015	0.84848726	0.8564482	0.8760546	0.8815926	0.72179353	0.8140342	0.83844197	0.835009	0.8885006	0.90347815	0.87168336	0.78778434	0.5730829	0.8875637	0.45768666	0.7362467	0.93672824	0.88363355	0.7233155	0.6639413	0.9010328	0.9140387	0.89413667	0.7848387	0.8494761	0.9187192	0.6667838	0.7413728	0.8874778	0.90999514	0.88940376	0.8597412	0.7661127	0.94782364	0.8552339	0.9028633	0.9081481	0.8232026	0.5014007	0.7541383	0.7496128	0.4799974	0.83130705	0.5515647	0.87517273	0.8173025	0.6463975	0.850244	0.84703124	0.89708716	0.57916284	0.8624409	0.8287982	0.890851	0.859626	0.934196	0.9133021	0.8855843	0.9217335	0.8918568	0.7042199	0.8953056	0.864277	0.64001644	0.65985143	0.91709536	0.9484862	0.91888714	0.8571286	0.82014984	0.89417905	0.82969	0.7747703	0.8909794	0.9327329	0.79943585	0.74074805	0.9167447	0.90406203	0.9102334	0.88950527	0.8504189	0.7899249	0.8574725	0.93054026	0.6217446	0.8838725	0.92874175	0.89533293	0.72497743	0.87777615	0.8369608	0.7924072	0.87855375	0.8461484	0.8650527	0.4078722	0.7511031	0.90956646	0.6440722	0.95795083	0.8543746	0.7786088	0.7878534	0.84342307	0.8731705	0.8424044	0.9188508	0.82774043	0.76896214	0.8545733	0.84584546	0.76433676	0.93436843	0.7463818	0.8799879	0.8656365	0.86010265	0.85426486	0.86956596	0.9010696	0.92782	0.9213896	0.9238827	0.9452925	0.83487797	0.89637566	0.9235604	0.9101166	0.6456846	0.91590226	0.84669733	0.90265757	0.8980884	0.89456314	0.8809523	0.7910086	0.88529724	0.68909067	0.8355862	0.88145196	0.89760846	0.9427233	0.89675987	0.9143615	0.8153583	0.78337646	0.9077286	0.85320085	0.78150713	0.8719636	0.8645237	0.8286553	0.81339496	0.9545389	0.7200267	0.84339714	0.70641315	0.8820126	0.7608831	0.7086252	0.8933974	0.8670609	0.5821183	0.9389803	0.42136067	0.81387556	0.29263353	0.7560959	0.7970897	0.8369503	0.7995348	0.9162101	0.75209683	0.4244476	0.7409519	0.8138521	0.90831417	0.71712184	0.8543217	0.9182076	0.71883464	0.8615574	0.7988469	0.8270128	0.85025734	0.46805066	0.8976598	0.39140648	0.92975426	0.9047013	0.88256395	0.82082105	0.8381216	0.85923517	0.3516084	0.8701859	0.8537105	0.8364806	0.6903929	0.7779145	0.9203837	0.8478137	0.8541511	0.8891698	0.8752739	0.91953206	0.7920585	0.3019225	0.6957437	0.34258592	0.8337163	0.8249376	0.71589804	0.8256601	0.8611111	0.9229135	0.92536414	0.70053136	0.917441	0.70972073	0.7849105	0.89368093	0.9127868	0.95896715	0.46004486	0.78508943	0.94287044	0.9122674	0.8526728	0.8620223	0.89526576	0.76588166	0.807819	0.7753568	0.9009504	0.9447094	0.8524026	0.86029893	0.7739091	0.89717454	0.8572447	0.9200609	0.90543383	0.80338025	0.840009	0.92105174	0.9478924	0.8505714	0.8356475	0.91918296	0.82567066	0.8757523	0.87539476	0.80144286	0.8583483	0.7752571	0.85570705	0.84532285	0.33980608	0.8781779	0.79235935	0.9010095	0.9106879	0.9379084	0.73139435	0.8236557	0.78177863	0.9032313	0.8559098	0.89017725	0.8554928	0.79860955	0.8800894	0.876868	0.8924869	0.89956284	0.55968857	0.8292561	0.7606416	0.7412516	0.7041893	0.87398005	0.5526476	0.6309829	0.857327	0.8656868	0.81172705	0.9292828	0.84504914	0.5193521	0.8359686	0.83213216	0.8176825	0.9606412	0.88523364	0.8054197	0.8514905	0.80654526	0.871964	0.8616371	0.6875559	0.8681025	0.8903881	0.92165333	0.88573956	0.64163595	0.8935635	0.96177274	0.730667	0.79986024	0.91560215	0.9115294	0.87298226	0.83253646
LPF_kamer_lid/noun	0.7729355	0.839074	0.90874994	0.0	0.82136303	0.79186434	0.8879123	0.86645967	0.75861233	0.8737892	0.6740818	0.90082794	0.7010343	0.7555289	0.8901938	0.87647563	0.9022101	0.79549295	0.9447039	0.7968185	0.85877216	0.8395733	0.90329254	0.9113447	0.91129565	0.61013854	0.9157327	0.83160615	0.8152386	0.85800207	0.8998199	0.9271349	0.9085778	0.8950511	0.92178214	0.7744495	0.9607295	0.8409357	0.94704324	0.8495306	0.8064689	0.9431873	0.7872755	0.7540774	0.9577162	0.96359545	0.76445866	0.8349112	0.8330909	0.8047979	0.81500345	0.85691667	0.9054714	0.79602	0.8755021	0.8640175	0.82769614	0.75827664	0.8966129	0.9278033	0.91602033	0.9367827	0.8866123	0.7621509	0.928767	0.8617496	0.7961305	0.9313458	0.7337219	0.8387268	0.9553478	0.68282825	0.9091409	0.7477162	0.88573354	0.85055363	0.78958714	0.86129236	0.86761904	0.7931723	0.82184243	0.8956523	0.8243709	0.8981161	0.7442411	0.8739187	0.94808596	0.8963286	0.8862275	0.85380334	0.53497374	0.7330574	0.86287576	0.9124904	0.90254426	0.7371374	0.68950343	0.90787065	0.80275327	0.83637226	0.9153606	0.85239327	0.73954946	0.72618026	0.84376836	0.8905132	0.92701495	0.69495714	0.6527586	0.7867251	0.9674674	0.9148821	0.90848786	0.9199296	0.888883	0.9220158	0.9344737	0.92780197	0.84504277	0.76434857	0.87858534	0.85277146	0.7699289	0.8570909	0.8091876	0.6945875	0.9076976	0.82510126	0.8624238	0.85351205	0.96401983	0.8445059	0.87249494	0.8404554	0.81394064	0.8171364	0.77673304	0.8738125	0.92835337	0.8895749	0.87064767	0.89255476	0.8971867	0.7302661	0.7164062	0.8419173	0.8409921	0.7165698	0.7997594	0.9018505	0.8379169	0.7121918	0.93951845	0.73074377	0.860494	0.81880885	0.8939725	0.76961356	0.87767607	0.95207906	0.843436	0.69391775	0.8451671	0.8355302	0.81598645	0.8108021	0.8221011	0.79444975	0.7680062	0.79889804	0.9306183	0.91808087	0.88937795	0.94137096	0.94572526	0.8475274	0.82905114	0.87045777	0.8837684	0.84788126	0.81763256	0.8121967	0.8497979	0.7969334	0.9349169	0.6419216	0.92702967	0.73015964	0.8585247	0.5960547	0.8960029	0.9082899	0.9363213	0.7490443	0.76088095	0.7376319	0.9124377	0.830649	0.8012373	0.8622018	0.8569736	0.8627715	0.64001215	0.87922496	0.9158653	0.93889236	0.6623322	0.90836316	0.8176009	0.8656298	0.79051757	0.6903486	0.8720744	0.86226696	0.7924298	0.88767314	0.8893712	0.88964206	0.757986	0.72759867	0.8861314	0.8242444	0.73953354	0.7735624	0.77839506	0.8181113	0.8030063	0.82111907	0.87987435	0.86959624	0.88152605	0.8254932	0.85391045	0.73435766	0.96337795	0.9004688	0.8186577	0.9422308	0.8347985	0.90069556	0.80059874	0.9593611	0.9233317	0.90491295	0.8042248	0.9757452	0.5579848	0.81649524	0.93670946	0.69068897	0.87545615	0.9511364	0.9136955	0.8241074	0.84858036	0.899729	0.914112	0.8521474	0.871715	0.82776946	0.9734759	0.8133019	0.8666417	0.90862757	0.8512531	0.8054705	0.84814817	0.7867794	0.84568566	0.85093284	0.87148094	0.896596	0.8322797	0.7205577	0.82572216	0.91975653	0.80215466	0.8430196	0.8456254	0.8184536	0.76059633	0.9480669	0.9130929	0.89615595	0.97799426	0.8835064	0.7857959	0.7293094	0.93823946	0.7486857	0.71869385	0.8619064	0.9331075	0.8359223	0.9484912	0.86226785	0.713787	0.8302831	0.9373979	0.9215147	0.9358398	0.8447088	0.9431701	0.89134353	0.9298078	0.7458794	0.8122624	0.91054046	0.9127283	0.8104659	0.7965838	0.9001408	0.75227684	0.92009866	0.78850716	0.8020636	0.8287736	0.69890535	0.8969378	0.75273705	0.7902987	0.72543377	0.86191887	0.92186165	0.8853573	0.77984047	0.83529675	0.9463233	0.88211644	0.8198162	0.83261114	0.8996537	0.72357243	0.9509447	0.62014	0.81547225	0.7623127	0.7862788	0.86644226	0.8614607	0.82863015	0.815079	0.7918031	0.8545727	0.6688786	0.82467204	0.81980807	0.83216465	0.8270637	0.8715944	0.6378706	0.969849	0.83799154	0.94554615	0.89684826	0.9242674	0.8813831	0.9348214	0.84740263	0.92295015	0.854403	0.72804177	0.8774284	0.89951634	0.9499525	0.8657242	0.89039373	0.8313484	0.8840084	0.86523616	0.9536922	0.7684899	0.9093468	0.91987026	0.8333219	0.97566307	0.83500695	0.93121886	0.9230798	0.89956754	0.81608343	0.48461473	0.8788328	0.8442588	0.85085464	0.7676395	0.9541467	0.836215	0.7511625
