	terstond/adv	inmiddels/adv	als/prep	na/prep	Rintje/name	Hakkinen/name	ermee/pp	in/adv	voor/comp	trio/noun	gisteren/adv	maar/adv	prompt/adj	ten/prep	deal/noun	Afrikaan/noun	namelijk/adv	alsnog/adv	atleet/noun	om/comp	stuk/noun	nummer/noun	al/adv	bij/adv	VS/name	echter/adv	vervolgens/adv	wegens/prep	die/det	Canadees/noun	zangeres/noun	Australië/name	zij/pron	deelnemer/noun	Kim/name	onderzoeker/noun	behoefte/noun	geenszins/adv	je/pron	jury/noun	stichting/noun	Spirit/name	definitief/adj	wereldkampioen/noun	daarna/adv	zwemmer/noun	veroorzaker/noun	1996/noun	Zuid-Koreaan/noun	Frankrijk/name	Donovan/name	Jon/name	Ferrari/name	kandidaat/noun	staatssecretaris/noun	erg/adj	Engeland/name	plaats/verb	laat/adj	bevolking_groep/noun	A_merk/noun	woensdag/noun	iedereen/pron	land_genoot/noun	's/adv	tegenstander/noun	ze/pron	toen/adv	genetisch/adj	niet/adv	nadat/comp	tijdens/prep	ploeg/noun	Thorpe/name	daarmee/pp	als/comp	omdat/comp	Durand/name	door/comp	toch/adv	echt/adj	Nederland/name	men/pron	nationaal-socialisme/noun	daarop/pp	impliciet/adj	haar/pron	gisteravond/adv	overdaad/noun	tijdperk/noun	Belg/noun	Martina/name	zich/pron	logischerwijze/adv	elftal/noun	meteen/adv	IOC/name	hiermee/pp	Joegoslavië/name	door/prep	luchtvaart_autoriteit/noun	mens/noun	donderdag/noun	Melkert/name	liberaal/noun	uiteraard/adv	misschien/adv	Carpenter/name	kinderloos/adj	Bauer/name	Jack/name	weinig/noun	coureur/noun	getuige/noun	winnaar/noun	auto/noun	daardoor/pp	NU/name	11/num	zaterdag/noun	automatisch/adj	bestuur_lid/noun	voor/prep	achteraf/pp	toen/comp	zondag/noun	Schumacher/name	hen/pron	hij/pron	kwartet/noun	Maij/name	Gordon/name	partij/noun	scheidsrechter/noun	Brussel/name	commissie/noun	Brit/noun	dag/noun	Marcus/name	opponent/noun	vanmorgen/adv	Italiaan/noun	rest/noun	renner/noun	management/noun	volgens/prep	aanvankelijk/adj	sector/noun	boek/noun	mensheid/noun	Deen/noun	Mexicaan/noun	voorlopig/adj	Libië/name	eerst/adv	Duitsland/name	gistermiddag/adv	Van/name	noodzakelijkerwijs/adv	zichzelf/pron	viertal/noun	twee/num	hem/pron	Tweede/name	Groenewold/name
stichting/noun	0.8861337	0.75505614	0.83210737	0.93123555	0.90519565	0.93430775	0.90719163	0.87922657	0.92673254	0.9165009	0.78135115	0.9579637	0.8447407	0.8767701	0.84211725	0.8904343	0.8120977	0.78776413	0.857917	0.80765927	0.9078904	0.92233104	0.8797895	0.9240394	0.85507655	0.8831488	0.82809174	0.8769622	0.87941736	0.88037324	0.8906008	0.92679304	0.7381742	0.88818336	0.94109416	0.7242102	0.8749322	0.86381996	0.9508544	0.81954443	0.0	0.84916294	0.86717504	0.9236219	0.9077812	0.8771932	0.91758347	0.7918755	0.9098443	0.89609593	0.9546533	0.8983999	0.8822169	0.84847254	0.7722179	0.9662441	0.9209712	0.90352595	0.9558325	0.83577526	0.9088568	0.88109666	0.92781353	0.90804815	0.9701935	0.92228377	0.88135284	0.8976698	0.8958177	0.93444026	0.838339	0.88413674	0.92346305	0.9128431	0.8242555	0.9256502	0.8520355	0.9420348	0.82521045	0.96346	0.9664494	0.7754557	0.8856302	0.91485816	0.84746206	0.8408972	0.8934818	0.8006261	0.9285277	0.9187631	0.92843145	0.91555846	0.8626162	0.9454254	0.9035158	0.91764224	0.7197578	0.781544	0.85426724	0.7867285	0.89464706	0.8863325	0.885031	0.83448064	0.86857843	0.8952783	0.96861947	0.91579115	0.89434236	0.8644924	0.85751325	0.9041166	0.90369236	0.87928843	0.89450955	0.9284526	0.8876797	0.85550904	0.94906175	0.90286064	0.8484677	0.6482262	0.80112076	0.917915	0.91237956	0.9380751	0.9397644	0.8391607	0.84954166	0.8564621	0.81237745	0.8388735	0.80030316	0.8959653	0.8506267	0.6549704	0.8781289	0.9456427	0.89445335	0.9041891	0.7803309	0.918766	0.89756423	0.9269836	0.73226696	0.740205	0.83938044	0.79407626	0.86611116	0.8924409	0.89128256	0.90604824	0.84035176	0.8016217	0.8895566	0.89033836	0.78642684	0.8913558	0.8776215	0.87655205	0.8536755	0.9256355	0.87422246	0.8400732	0.906191
Spirit/name	0.8971934	0.89514905	0.85158783	0.9228826	0.90981376	0.8964728	0.90468633	0.929495	0.8962669	0.8404852	0.7611064	0.91539586	0.82135653	0.9341248	0.88042194	0.9030754	0.88783413	0.8505681	0.9101804	0.8539154	0.93711406	0.8992928	0.91133684	0.9174879	0.89695865	0.86843246	0.8824512	0.9350975	0.8755952	0.8707212	0.8637675	0.9214763	0.82542545	0.89019775	0.84489995	0.89887744	0.9248001	0.8397298	0.91923594	0.8561884	0.84916294	0.0	0.8419776	0.9231871	0.9069009	0.9115265	0.93957776	0.8833241	0.9093236	0.9174445	0.89636016	0.8660261	0.889722	0.7830102	0.7612062	0.935008	0.9361456	0.94018495	0.93310547	0.907766	0.93706274	0.85249543	0.89794	0.85137963	0.9531742	0.90739393	0.86957383	0.8833377	0.93452436	0.88762	0.8812138	0.9099965	0.88679194	0.9216727	0.8658322	0.89417404	0.8754647	0.882514	0.88399893	0.9014795	0.92488545	0.9123402	0.8488108	0.93904835	0.86653334	0.8606927	0.9220827	0.8235515	0.9165503	0.91191906	0.859776	0.91682214	0.8756143	0.91403615	0.9247106	0.8778906	0.83955216	0.8400226	0.90859103	0.8758501	0.9203847	0.9293333	0.84344053	0.8160802	0.6113409	0.8915063	0.9303103	0.9221441	0.9160181	0.8622855	0.80071163	0.86463434	0.9050623	0.9320011	0.8775505	0.9451349	0.914895	0.83136475	0.8843085	0.87662184	0.89545506	0.8069875	0.86244965	0.89883375	0.9130014	0.8860612	0.90250456	0.9066738	0.8555405	0.8179779	0.8214074	0.8374077	0.696402	0.89472586	0.7926831	0.7570209	0.86946356	0.94309866	0.8539119	0.86776245	0.8834342	0.91383505	0.92579025	0.8845929	0.8580899	0.8209186	0.876572	0.91000813	0.8927991	0.9146005	0.88420117	0.90415734	0.86541533	0.9018854	0.88974625	0.9273428	0.871287	0.73467284	0.9073187	0.9018719	0.85803974	0.90927833	0.9098941	0.85250545	0.92241544
definitief/adj	0.83274364	0.778656	0.8755179	0.73825675	0.8559313	0.8400672	0.8344269	0.9247545	0.71675986	0.90802103	0.73312753	0.89141506	0.760012	0.89791095	0.7634226	0.9037352	0.84597117	0.5619468	0.87243843	0.7847334	0.91846615	0.92402935	0.8033888	0.8366796	0.88323265	0.7311696	0.7415577	0.7942139	0.77160025	0.8630662	0.92448103	0.8702188	0.7841861	0.91184163	0.91252565	0.89202386	0.9349561	0.78565633	0.9017237	0.80895495	0.86717504	0.8419776	0.0	0.8814451	0.7270553	0.8816268	0.9215755	0.7341821	0.86037236	0.883063	0.9269845	0.901646	0.86331064	0.83097565	0.85155565	0.96412337	0.8826819	0.8609191	0.8023965	0.88745624	0.936761	0.7611036	0.90305716	0.89530325	0.91612756	0.85668945	0.8173635	0.8159882	0.8782489	0.87731296	0.6927301	0.8378551	0.8419376	0.8560191	0.7262619	0.836712	0.78274584	0.9248524	0.8242773	0.86049205	0.8593049	0.8882921	0.8208267	0.8775405	0.77615714	0.7898924	0.8777353	0.7564063	0.90510476	0.84676737	0.9146063	0.89304173	0.863166	0.83969927	0.8406186	0.7149977	0.7663349	0.7300158	0.8379663	0.81653404	0.8386892	0.9461207	0.7575054	0.8219499	0.82468426	0.8709527	0.89527255	0.9456888	0.91558486	0.90105605	0.9277085	0.87283206	0.84472054	0.9106467	0.86332613	0.90598774	0.8291451	0.9186835	0.92918384	0.8333875	0.76869905	0.89582217	0.7799403	0.8621501	0.8102945	0.8289596	0.8725666	0.87038165	0.7853855	0.8801352	0.87684005	0.9131379	0.79758185	0.8562956	0.8439826	0.74109703	0.87310004	0.854732	0.90688103	0.8523666	0.80138797	0.858612	0.8695557	0.83301735	0.84198415	0.84519917	0.8147537	0.90428144	0.89878654	0.8859325	0.8346858	0.8901399	0.5594484	0.7919864	0.7261909	0.88792896	0.7909019	0.95282304	0.8737401	0.8764898	0.80641866	0.84470564	0.8445546	0.80625665	0.8616881
wereldkampioen/noun	0.9274513	0.88059187	0.8080653	0.80381846	0.7802265	0.70852804	0.93787664	0.91421795	0.920774	0.83572096	0.7994587	0.93812376	0.842734	0.85957277	0.91452754	0.8506297	0.9249624	0.8300607	0.6771414	0.9438725	0.9359533	0.8156537	0.8274476	0.9142027	0.7769792	0.91791916	0.89797795	0.9057445	0.9122895	0.61188316	0.8036887	0.6236751	0.9168427	0.7774534	0.69002306	0.88285446	0.9749378	0.873112	0.9436545	0.9050561	0.9236219	0.9231871	0.8814451	0.0	0.89339894	0.7197795	0.9600861	0.70283324	0.79627025	0.6955273	0.7887319	0.79494864	0.65417004	0.8498707	0.89853543	0.96514	0.67736495	0.8226837	0.8339366	0.93236893	0.93145776	0.89102846	0.9405497	0.5341265	0.9636779	0.7603522	0.91749334	0.8087379	0.9614948	0.9429747	0.7865964	0.8178134	0.6897925	0.6705958	0.8658687	0.9301103	0.9518552	0.7708585	0.8972984	0.9222569	0.91847926	0.7912698	0.94194925	0.9297641	0.9388364	0.92193717	0.9346613	0.7907227	0.92494106	0.8946211	0.63375175	0.71450144	0.9328555	0.8764559	0.6818423	0.8732178	0.83130133	0.90843594	0.7642638	0.8585434	0.90896547	0.9489311	0.9145606	0.8900995	0.89990246	0.8814657	0.92577815	0.86534	0.9101103	0.8273306	0.8147186	0.9184825	0.6135452	0.94257396	0.53817475	0.9285917	0.9121245	0.9287104	0.9002516	0.84528935	0.9139862	0.8424165	0.85569924	0.9167039	0.7945648	0.81610036	0.6152026	0.9475614	0.80905694	0.7437922	0.920508	0.8158325	0.92118514	0.8141705	0.89217335	0.94775665	0.75117046	0.8864508	0.7751139	0.7049186	0.908948	0.6265545	0.9189404	0.6816156	0.93723416	0.9161259	0.9054382	0.9685072	0.9448832	0.92220855	0.67322683	0.85176694	0.9109643	0.8456553	0.9274841	0.70652586	0.8239815	0.81035423	0.9435649	0.9066145	0.8037738	0.8137161	0.9145349	0.94831926	0.7405478
daarna/adv	0.7684756	0.7760787	0.8923847	0.66817856	0.7824421	0.82600695	0.75765145	0.9049246	0.5172209	0.8418703	0.81535465	0.7371378	0.6178554	0.9255896	0.8571392	0.81083405	0.8039079	0.6617757	0.8607798	0.70583755	0.8081783	0.88585365	0.80113524	0.8194526	0.9203517	0.72942734	0.36553854	0.837761	0.76671195	0.81338525	0.8893192	0.8464613	0.7126373	0.89675325	0.89081895	0.90913385	0.9026645	0.830968	0.68996036	0.8923787	0.9077812	0.9069009	0.7270553	0.89339894	0.0	0.82389665	0.9060518	0.84045666	0.8170351	0.87908286	0.913608	0.86581933	0.8405281	0.87982404	0.9442521	0.8662047	0.8298408	0.87992364	0.6775054	0.8823469	0.9028975	0.85285735	0.75348043	0.8692362	0.7220155	0.8025333	0.5718224	0.59751093	0.8972065	0.7867721	0.6183926	0.79124016	0.7809529	0.8303863	0.76654744	0.6506463	0.7512232	0.90422547	0.6846018	0.7115146	0.77918077	0.87858737	0.7680332	0.89940476	0.61818784	0.8878057	0.7143078	0.7779983	0.8495873	0.88641214	0.87109363	0.8812393	0.8219485	0.8429285	0.84113085	0.5919601	0.86933416	0.80279875	0.87465	0.7791635	0.884827	0.8127558	0.84155345	0.87478167	0.89978516	0.7968933	0.8246345	0.93401384	0.8893701	0.84716636	0.9062588	0.8534805	0.8131765	0.82197416	0.91200334	0.75388086	0.7149881	0.9263898	0.9451157	0.8649692	0.75096625	0.9258998	0.8514041	0.78719634	0.62764144	0.8471908	0.8311421	0.7424019	0.62837064	0.8240987	0.8851126	0.89932966	0.8697517	0.8057387	0.9085504	0.8941173	0.85731965	0.74258935	0.90135604	0.77307856	0.82204586	0.8281541	0.77244174	0.8113775	0.8733199	0.92278326	0.77662134	0.9086663	0.8939808	0.85096014	0.7897126	0.8363732	0.77017593	0.8417926	0.5297182	0.8731278	0.74704695	0.93673456	0.889448	0.7951861	0.69418323	0.75330925	0.7233994	0.9023386	0.8495502
zwemmer/noun	0.86676115	0.7966162	0.83292305	0.8200242	0.7714473	0.80304015	0.9096531	0.8127053	0.8536906	0.8296701	0.84354156	0.8480166	0.8339334	0.8570681	0.88191783	0.7575481	0.8126185	0.80388755	0.4713586	0.7906075	0.8443609	0.7997396	0.80422586	0.88493043	0.89388055	0.83052826	0.8133348	0.85052675	0.83752126	0.7368535	0.80541986	0.79096615	0.785105	0.6483549	0.77756035	0.8162864	0.89125127	0.8224994	0.8225641	0.86136043	0.8771932	0.9115265	0.8816268	0.7197795	0.82389665	0.0	0.90162736	0.8081595	0.7838536	0.8821699	0.82600415	0.8312887	0.8002579	0.7636646	0.92557985	0.86210835	0.85729873	0.8288136	0.83093613	0.84439796	0.9045533	0.8841166	0.83537763	0.7191421	0.8558635	0.8231519	0.7814607	0.84463143	0.8565749	0.850181	0.8144927	0.81369996	0.70562005	0.6101277	0.8273492	0.83471215	0.8321106	0.84714997	0.7852573	0.83984727	0.8604434	0.8284682	0.83124554	0.917841	0.8720927	0.8913919	0.8276971	0.83664167	0.85799706	0.8723739	0.72779226	0.8359138	0.8530035	0.8797633	0.75893486	0.8396966	0.7786658	0.86156714	0.87834394	0.8150635	0.8955396	0.7297938	0.8830129	0.8881959	0.8817975	0.8118264	0.862268	0.89551437	0.86800915	0.8561301	0.85702074	0.86883426	0.6553352	0.86394054	0.7598261	0.84964734	0.8053664	0.90350735	0.8584816	0.85914195	0.83765376	0.8325846	0.7849679	0.875152	0.81704485	0.8450767	0.7883321	0.8010465	0.78656447	0.73254937	0.9015712	0.859022	0.8852167	0.83134055	0.9008151	0.90430284	0.7837325	0.7808372	0.85980064	0.78252876	0.87953806	0.7989467	0.8752727	0.648287	0.8799014	0.8928684	0.8325943	0.8572515	0.90489393	0.8552612	0.77209175	0.8411195	0.845569	0.8689767	0.8523478	0.88228196	0.82146466	0.86140704	0.8917521	0.8425762	0.73400986	0.79507256	0.83246976	0.94024885	0.7712713
veroorzaker/noun	0.8802254	0.8463656	0.87133086	0.85442734	0.90686715	0.9103517	0.93031186	0.91943383	0.91116405	0.9418881	0.8702421	0.90154	0.88121843	0.852633	0.90039456	0.8496173	0.7972502	0.8649482	0.8911413	0.83327323	0.91497	0.9381629	0.88517123	0.8882148	0.88375396	0.8232301	0.85892475	0.79349244	0.8332366	0.8909702	0.9273331	0.92808485	0.7851452	0.936372	0.9673902	0.84218466	0.8673748	0.8478241	0.87400424	0.9126405	0.91758347	0.93957776	0.9215755	0.9600861	0.9060518	0.90162736	0.0	0.9081374	0.89966184	0.9111036	0.94804823	0.9229475	0.9013048	0.8787461	0.91124916	0.87352854	0.9208188	0.94095176	0.9436946	0.79435015	0.9081412	0.937024	0.88430244	0.92303985	0.95218885	0.8687791	0.848467	0.8802689	0.8186561	0.88464856	0.82821906	0.90508264	0.9429881	0.90529513	0.83506656	0.85761577	0.76851743	0.9465473	0.8018078	0.901934	0.87667984	0.878584	0.8327776	0.88647294	0.8667283	0.8341348	0.87977004	0.87910986	0.85898954	0.9066924	0.91567546	0.93849283	0.87359697	0.9187181	0.9556886	0.8814949	0.8808206	0.84474385	0.890103	0.7804029	0.8986455	0.81793594	0.9319455	0.8576509	0.8966625	0.87564045	0.90185416	0.9482151	0.9066802	0.9151391	0.9193827	0.88750374	0.8672148	0.80794835	0.9127424	0.8845398	0.80505836	0.9373257	0.956365	0.9629086	0.8746234	0.9123703	0.8497999	0.83576554	0.859822	0.96183956	0.9074303	0.8179071	0.85141903	0.9186241	0.8947563	0.91578305	0.8867607	0.90845007	0.9434082	0.8706758	0.8766958	0.92544836	0.92888206	0.87935364	0.8556988	0.9112231	0.91589755	0.9039376	0.8699416	0.8678223	0.8599969	0.8230559	0.931957	0.8279059	0.91006327	0.8852684	0.8992793	0.8395647	0.8901503	0.90513766	0.8630564	0.9550727	0.87103117	0.85197616	0.8806608	0.87606156	0.8593163	0.91186166	0.9037592
1996/noun	0.88987195	0.73534125	0.8243748	0.7371801	0.85812855	0.84029645	0.90573406	0.86681855	0.81829923	0.8448721	0.7169609	0.95768857	0.7849733	0.8071283	0.82540786	0.8564517	0.8751097	0.77356744	0.8010951	0.90041864	0.9144127	0.8680302	0.7656191	0.91450447	0.7132626	0.9020419	0.83478785	0.80590236	0.9101743	0.72898924	0.83602583	0.7217042	0.81418	0.84464705	0.826239	0.8580033	0.9685967	0.90082234	0.96233004	0.8781692	0.7918755	0.8833241	0.7341821	0.70283324	0.84045666	0.8081595	0.9081374	0.0	0.83720076	0.77267015	0.81174624	0.7922797	0.80631727	0.8604626	0.8940377	0.9711607	0.770887	0.87413836	0.81351024	0.8957134	0.9169368	0.59387213	0.9635923	0.7857777	0.88203156	0.87942034	0.8760489	0.7160878	0.91553843	0.96624106	0.6180428	0.73784894	0.8620825	0.7888956	0.84175545	0.9136865	0.8639189	0.871743	0.8864218	0.95516557	0.92697096	0.756039	0.934696	0.92612886	0.83100533	0.88731176	0.88104707	0.75788504	0.9255329	0.8546137	0.8112702	0.80200744	0.91531867	0.90749115	0.83044606	0.8661739	0.7655616	0.8547911	0.7521527	0.7880678	0.872849	0.8943434	0.5958628	0.86634636	0.8789823	0.93896776	0.9627563	0.82836396	0.8710532	0.84692526	0.77815175	0.8987234	0.82982385	0.86540645	0.7368655	0.91511834	0.88704634	0.90090525	0.7891918	0.6154705	0.8721219	0.8189713	0.8509611	0.9187207	0.641231	0.6241816	0.8391264	0.8739654	0.74998474	0.8082949	0.8935982	0.8098831	0.8778685	0.9043417	0.7791569	0.8388315	0.76136804	0.8196725	0.8138437	0.86223024	0.79896414	0.8350133	0.9295706	0.8527313	0.8749912	0.8186799	0.852306	0.915615	0.86741984	0.9054334	0.82303226	0.8570229	0.84861904	0.76850533	0.8988355	0.7856219	0.7336403	0.9014936	0.92022544	0.899715	0.79684705	0.8144919	0.86222243	0.8645003	0.8588087
Zuid-Koreaan/noun	0.8590328	0.7979898	0.84922034	0.8008051	0.820392	0.8428265	0.9159798	0.84793866	0.8547375	0.88688695	0.81842333	0.8744676	0.7974882	0.8651128	0.8910421	0.74892354	0.85043746	0.7923514	0.78022695	0.8377029	0.88598275	0.8491198	0.8212972	0.8693527	0.81412405	0.82166076	0.81342167	0.8468957	0.84367496	0.7360927	0.83957005	0.7690226	0.78057826	0.80237174	0.7827883	0.89256114	0.9183183	0.81699264	0.8689842	0.8845394	0.9098443	0.9093236	0.86037236	0.79627025	0.8170351	0.7838536	0.89966184	0.83720076	0.0	0.7990329	0.8587264	0.81810606	0.8152593	0.8179338	0.9246702	0.87804085	0.76754045	0.86977863	0.847754	0.8518814	0.90041274	0.87278485	0.8118361	0.7290077	0.9054895	0.75000805	0.79163563	0.82249993	0.8937424	0.8519769	0.77051854	0.8282133	0.77251446	0.8113705	0.84089494	0.8359023	0.802582	0.88960594	0.8234167	0.85182685	0.86421824	0.82749844	0.85264814	0.9124106	0.8395034	0.85555863	0.8254757	0.7740929	0.89268637	0.92011994	0.7235496	0.8157728	0.8621254	0.9065893	0.7745015	0.82892346	0.8053572	0.865852	0.8086139	0.8077417	0.90312046	0.7617242	0.8947427	0.8606354	0.8587388	0.83929765	0.8857498	0.89422184	0.8659552	0.8528625	0.8611665	0.8686956	0.8027991	0.88381445	0.8324274	0.87793916	0.8402544	0.9248669	0.8907564	0.8695457	0.8722503	0.88454723	0.8426865	0.8792117	0.8237475	0.86884916	0.8191596	0.80573374	0.77427137	0.8266702	0.88435876	0.8501739	0.85451394	0.8184663	0.88965	0.9037095	0.6923606	0.82984984	0.8528909	0.7593986	0.85633206	0.730828	0.8962645	0.79958475	0.89541507	0.90431005	0.814284	0.90192217	0.9057712	0.8633028	0.7342465	0.7790338	0.85643923	0.80618954	0.8462073	0.7947958	0.80634904	0.90712523	0.90717506	0.86317796	0.81709474	0.7950235	0.81602967	0.8906726	0.8353984
Frankrijk/name	0.9053969	0.8178052	0.84781176	0.8300996	0.8939047	0.83705294	0.92732316	0.9358667	0.9102399	0.9007617	0.80824554	0.96192175	0.83933544	0.8284402	0.90205085	0.82298446	0.8964302	0.84150153	0.8624442	0.9135001	0.9420121	0.9014337	0.86230284	0.9266846	0.59086406	0.9118963	0.8671014	0.8643212	0.9157485	0.78276396	0.91655666	0.3629498	0.8674039	0.89153504	0.8300318	0.92970693	0.9467814	0.89150596	0.95434606	0.93387675	0.89609593	0.9174445	0.883063	0.6955273	0.87908286	0.8821699	0.9111036	0.77267015	0.7990329	0.0	0.9027894	0.86248493	0.82738066	0.8789684	0.9289385	0.9531073	0.3136537	0.8573964	0.8716191	0.8371153	0.9153014	0.86810666	0.9507601	0.76971966	0.94613403	0.7826057	0.90538824	0.85877174	0.91248363	0.9551578	0.81643176	0.7884344	0.8268982	0.8347953	0.8572464	0.91344535	0.8647864	0.8572785	0.8763166	0.94674027	0.9501182	0.46963114	0.911825	0.9068756	0.89871734	0.8607713	0.9352138	0.8103211	0.93276167	0.88013494	0.74556637	0.84600484	0.9079869	0.9277422	0.7745569	0.9100392	0.85046095	0.88325936	0.5594676	0.83656645	0.8822809	0.93035424	0.89829487	0.9096908	0.84800744	0.92323124	0.95829606	0.92434573	0.9109693	0.89133227	0.9016315	0.9057785	0.822387	0.9422169	0.7637456	0.9132253	0.8958466	0.93014556	0.9141198	0.8769348	0.905147	0.9281296	0.887371	0.9577376	0.8591246	0.8904561	0.7947966	0.90716887	0.8677547	0.8489082	0.9229947	0.8819115	0.8643933	0.91149026	0.79056585	0.9132339	0.7612867	0.9094168	0.84726727	0.79505396	0.8681734	0.73993874	0.846851	0.8351168	0.912814	0.9028508	0.8667367	0.8684002	0.9325216	0.9049654	0.7628493	0.83181465	0.8963542	0.65494514	0.9131381	0.2081886	0.8499782	0.9327919	0.914737	0.92157704	0.8532635	0.8692563	0.91773564	0.8629895	0.8702272
Donovan/name	0.92535156	0.8891998	0.85634303	0.860248	0.85695386	0.85093576	0.9504652	0.90962243	0.9251219	0.84827846	0.880895	0.949744	0.8754303	0.92705745	0.93364745	0.90228057	0.9481956	0.9087345	0.80926156	0.95288193	0.9043001	0.836105	0.91063905	0.95640516	0.84749186	0.9342344	0.9131071	0.8957157	0.92207813	0.76877683	0.76858914	0.8585033	0.9080119	0.8186063	0.78477013	0.9050429	0.960639	0.9026096	0.9388115	0.8929805	0.9546533	0.89636016	0.9269845	0.7887319	0.913608	0.82600415	0.94804823	0.81174624	0.8587264	0.9027894	0.0	0.72545254	0.86698264	0.9034092	0.92543215	0.93226945	0.86497796	0.92263454	0.9054181	0.9426216	0.97345513	0.8909927	0.9352905	0.7830395	0.9461877	0.8975689	0.91163117	0.87894106	0.95987046	0.9637838	0.84317225	0.8891712	0.845281	0.8076235	0.9374343	0.9330921	0.9243823	0.8779823	0.92639726	0.9293063	0.9088964	0.9147812	0.9420264	0.9432776	0.89734226	0.938211	0.8929534	0.8697666	0.91726196	0.92917025	0.84748787	0.8289465	0.93359023	0.9233395	0.8500079	0.90108216	0.8784978	0.9447205	0.9002291	0.86451304	0.9424589	0.9212874	0.90288687	0.9117934	0.9303701	0.9241024	0.94178605	0.7912585	0.91126615	0.8415284	0.72855	0.9234209	0.85410833	0.9025655	0.83714455	0.95432645	0.9328453	0.9245317	0.81760335	0.88292557	0.9199151	0.88662994	0.9209167	0.9270201	0.83506036	0.87393177	0.79378957	0.93677616	0.86200607	0.81529546	0.9234222	0.7476616	0.952202	0.9046001	0.93729126	0.9670429	0.81279844	0.91302055	0.78559774	0.8699609	0.92690355	0.86648935	0.958067	0.8698843	0.9409977	0.914897	0.9127691	0.9676721	0.90331775	0.9354391	0.8518962	0.8845757	0.9328971	0.90237045	0.9333748	0.9129704	0.88358635	0.8010193	0.93719363	0.93372256	0.8695387	0.86821216	0.9073482	0.9516608	0.86063814
Jon/name	0.8929618	0.8220084	0.75463045	0.8486433	0.8231648	0.8271161	0.9315296	0.88474894	0.8890345	0.7542841	0.8471297	0.92359555	0.8473056	0.9095213	0.8759397	0.83817255	0.8830061	0.8646236	0.80748224	0.9003708	0.8768421	0.77613354	0.89145565	0.9013166	0.77708954	0.89875776	0.85419375	0.9008542	0.887548	0.6978153	0.6862991	0.81335306	0.8575922	0.8288076	0.7360172	0.8422199	0.9359458	0.8673967	0.9083123	0.84657353	0.8983999	0.8660261	0.901646	0.79494864	0.86581933	0.8312887	0.9229475	0.7922797	0.81810606	0.86248493	0.72545254	0.0	0.8077935	0.8839545	0.8970436	0.9169568	0.81877375	0.918063	0.87883174	0.90552604	0.9156699	0.88099176	0.9061725	0.74840784	0.9317127	0.8335565	0.86101496	0.84243786	0.9003941	0.92076516	0.8200422	0.8854269	0.8256815	0.80803317	0.90772754	0.8985395	0.90163165	0.7821348	0.89364564	0.9036042	0.86940485	0.8891065	0.91771597	0.93650216	0.88946855	0.9044297	0.87763196	0.8191321	0.8874617	0.8798463	0.81439096	0.76493764	0.90036887	0.93183774	0.8106406	0.8850312	0.87965757	0.91194594	0.8770177	0.79603845	0.9412516	0.90991765	0.8956753	0.86112976	0.8947091	0.8936266	0.9208224	0.7633666	0.86975855	0.76528007	0.60171777	0.87032557	0.8356156	0.881502	0.8124839	0.9409835	0.91625375	0.9174511	0.7945279	0.8792733	0.90897864	0.82893604	0.88589436	0.90516067	0.82566905	0.89770925	0.7562492	0.8978204	0.8216509	0.74523926	0.91138744	0.6203036	0.9206868	0.7965379	0.90622103	0.916854	0.73122066	0.9213957	0.6286459	0.78319526	0.9064012	0.7860218	0.9335813	0.8414599	0.88323075	0.86283946	0.87438935	0.9503652	0.84646326	0.904516	0.753022	0.8378377	0.89420545	0.8712209	0.8999947	0.8820601	0.84040904	0.73842216	0.9274481	0.8799055	0.8034626	0.8466757	0.87206185	0.94837904	0.8585576
