	amok/noun	slecht/adj	passie/noun	stem/noun	ziektekiem/noun	affiche/noun	prostituee/noun	hard/adj	daarentegen/adv	bezorg/verb	wel/adv	onjuist/adj	beschuldiging/noun	schiet/verb	provoceer/verb	kijk/verb	wreek/verb	hier/noun	wapen/noun	commentator/noun	bocht/noun	teken/verb	schrijnend/adj	militie/noun	schakel_over/verb	smaak/noun	geef_mee/verb	wantrouwend/adj	vriend/noun	omslag/noun	bega/verb	dier/noun	zangeres/noun	soort/noun	robbertje/noun	door/adv	reis_bureau/noun	rechts/adj	treed_op/verb	gemeen/adj	zaak/noun	in_borst/noun	liefde/noun	ding_DIM/noun	iemand/noun	meestal/adv	ding/noun	inheems/adj	braaf/adj	voorwaardelijk/adv	brug/noun	minstens/adv	voetbal/verb	kan/verb	land_genoot/noun	conservatief/adj	glimlach/noun	stier/noun	man/noun	weerzinwekkend/adj	oog_DIM/noun	manier/noun	onschuldig/adj	film/noun	doe/verb	excuseer/verb	eenmaal/adv	ons/noun	inzicht/noun	tot/adv	zie/verb	baseer/verb	broodje/noun	zo/adj	ben/verb	rood/noun	stik/verb	emotioneel/adj	gespierd/adj	wars/adj	val_partij/noun	incident/noun	gespeeld/adj	meisje/noun	schurk/noun	heb/verb	om_weg/noun	goedkoop/adj	briefschrijver/noun	te/adv	genoeg/adj	geld/verb	lief/noun	ander/adj	drugs_handelaar/noun	enig/adj	kwetsbaar/adj	groen/adj	graas/verb	automatisch/adj	elektronica/noun	troep/noun	kop/noun	kruis/verb	moralisme/noun	ontsta/verb	racist/noun	zalm/noun	heel/adv	vlieg/adj	heks/noun	gedurfd/adj	slachtoffer/noun	verleid/verb	vaak/adj	gadgets/noun	speel/verb	veelvoud/noun	ronduit/adv	beurt/noun	chef/noun	noem/verb	slinks/adj	vruchteloos/adj	vijandig/adj	spreek_aan/verb	bijzonder/adj	bekend/adj	verpest/verb	1997/noun	nijlpaard/noun	anoniem/adj	consensus/noun	arbiter/noun	helemaal/adv	kop_stoot/noun	sliert/noun	ontaard/verb	bijtend/adj	verschrikkelijk/adj	toevlucht/noun	collega/noun	schepsel/noun	stel/verb	publiceer/verb	ondertoon/noun	stapel_op/verb	hand/noun	oog/noun	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	toegangspoort/noun	guy/noun	klein/adj	overigens/adv	sla/verb	voeding_middel/noun	scheld/verb	werp_op/verb	dusverre/adv	rap/adj	verontwaardiging/noun	Fransman/noun	niets/adv	uitspraak/noun	raak_kwijt/verb	schop/verb	veeg/verb	transfer/noun	jong/noun	verbind/verb	stad_genoot/noun	woede/noun	god/noun	trek_op/verb	extreem/adj	vind/verb	geworden/adj	schiet_dood/verb	polder/noun	slechts/adv	merk_op/verb	favoriet/noun	groot/adj	debat/noun	kenmerk/noun	het/noun	uiterst/adj	traumatisch/adj	iets/noun	onderling/adj	sport_wagen/noun	criticus/noun	vrolijk/adj	slim/adj	toch/adv	des/adj	dood/adj	gruwelijk/adj	haai/noun	loer/noun	lot/noun	nogal/adv	opeens/adv	zogenaamd/adj	dame/noun	geblesseerd/adj	ondoorzichtig/adj	poging/noun	zicht/noun	held/noun	voorts/adv	vele/adj	relatie/noun	gevoel/noun	val/noun	woonhuis/noun	aantijging/noun	bal/noun	bezet/verb	versperring/noun	lek/noun	senior/noun	rauw/adj	eigenschap/noun	op_stoot_DIM/noun	zoek/adj	deler/noun	laag/adj	tante/noun	zeker/adj	spectaculair/adj	beetje/noun	bedien/verb	officieus/adj	jaag/verb	prinses/noun	jeugdherinnering/noun	jood/noun	iets/adv	allerijl/adv	bui/noun	Nederlander/noun	leg_uit/verb	boos/adj	spel/noun	ieder/adv	been/noun	medestudent/noun	windstoot/noun	agressief/adj	brutaal/adj	hoe/adj	tv/noun	helling/noun	spek_glad/adj	bedrieger/noun	onbetrouwbaar/adj	klink/verb	in/adv	journalist/noun	pad/noun	reactie/noun	toe/adv	blok/noun	live_band/noun	spel_DIM/noun	manische/adj	moeder/noun	ruïneer/verb	elleboog_stoot/noun	klauw/noun	elleboog/noun	dom/adj	doortrapt/adj	kunst/noun	ook/adv	flits/verb	respect_loos/adj	syfilis/noun	tand_arts/noun	gevaarlijk/adj	pedagogisch/adj	versie/noun	oud_staatssecretaris/noun	volwassene/noun	schrijf/verb	verdediger/noun	pleeg_ouder/noun	weide/noun	bevind/verb	streek/noun	verliefd/adj	cd-rom/noun	chagrijnig/adj	haal_uit/verb	zo/adv	lach/verb	besmet/verb	tand_DIM/noun	Waal/noun	woed/verb	nota/noun	ontvlucht/verb	keihard/adj	trendy/adj	klink/adj	genoeg/adv	erg/adj	spring/verb	kaart/noun	fout/noun	programma/noun	overtreding/noun	louter/adv	wijze/noun	on_gefundeerd/adj	wek_op/verb	egoïstisch/adj	truc/noun	vraag/noun	bad/noun	klank/noun	vet/adj	net/noun	blessure/noun	dat/noun	ernstig/adj	rotzooi/noun	reduceer/verb	scène/noun	haar/noun	elftal/noun	ruw/adj	vader/noun	drang_hek/noun	gezicht/noun	maak/verb	veld/noun	overeind/adv	hoef/verb	buurt/noun	overdreven/adj	dreigement/noun	stok/noun	nicht_DIM/noun	Grieks/adj	tackle/noun	mond/noun	uit/verb	beveilig/verb	verveling/noun	daad/noun	muzikaal/adj	steel/verb	metalen/adj	complot/noun	stel/noun	plaveisel/noun	hoek/noun	stroper/noun	weet/verb	cool/adj	wraakzuchtig/adj	even/adj	recht/noun	grappig/adj	onwaar/adj	overval/noun	worstel/verb	trap/noun	portret/noun	onderdruk/verb	duel/noun	coupé/noun	wat/adv	feite/adv	elf/noun	sprookje/noun	veel/adj	spartel/verb	weliswaar/adv	papa/noun	Colombiaans/adj	drempel/noun	geschiedenis/noun	verwijt/verb	overvloed/noun	paal_DIM/noun	gericht/adj	notabene/adv	koerier_bedrijf/noun	regeer/verb	dan/adv	immigrant/noun	min/adj	vermoeden/noun	mik/verb	doelwit/noun	postuur/noun	death/noun	overduidelijk/adj	wild/adj	staat/adj	roep_af/verb	treffend/adj	reputatie/noun	oom/noun	bond_genoot/noun	lijk/verb	teatraal/adj	leer/verb	Vaticaan/noun	groep_DIM/noun	zelfs/adv	vloer/verb	nummer/noun	begeer/verb	intelligentie/noun	ouder/noun	kind/noun	handvol/noun	schuiver/noun	zeer/adv	onverbiddelijk/adj	durf/verb	stijg/adj	scherp/adj	en/adv	aas/verb	ontdek/verb	tand/noun	campagne/noun	vernedering/noun	dijk/noun	lelijk/adj	meest/adj	goor/adj	daarna/adv	tovenaar/noun	blaas_in/verb	veroorzaker/noun	wissel_af/verb	imago/noun	bas_lijn/noun	politiek/adj	producent/noun	schilderij/noun	bevolking_groep/noun	aanmerkelijk/adj	grond/noun	grimas/noun	spannend/adj	gering/adj	tegenstander/noun	hang/verb	misdadiger/noun	smerig/adj	stekelig/adj	kaart_DIM/noun	vreemd/adj	ontroerend/adj	kilo_meter_lang/adj	sla_toe/verb	opmerking/noun	seconde/noun	timide/adj	accommodatie/noun	make-up/noun	buitenlander/noun	koe/noun	rivale/noun	echt/adj	kindervriend/noun	mooi/adj	heel/adj	ontzettend/adj	soms/adv	chaotisch/adj	spul/noun	web/noun	af/adv	ambtenaar/noun	duivels/adj	misdrijf/noun	bluesy/noun	ondertussen/adv	mens/noun	naïef/adj	Braziliaan/noun	wel_gemikt/adj	volk/noun	ontsier/verb	guitig/adj	beklijf/adj	hoofdpersoon/noun	rol/noun	winnaar/noun	gewoon/adj	hypocrisie/noun	schuldig/adj	kwasi/adj	monarchie/noun	voornamelijk/adv	beweging/noun	publiek/adj	kanker/noun	humor/noun	plant/noun	charmant/adj	deel_uit/verb	partner/noun	machine/noun	breed/adj	hilarisch/adj	Spaans/adj	vecht/verb	naar/adj	virus/noun	binding/noun	zielig/adj	zoek/verb	tekst_zet/noun	fel/adj	jaloers/adj	niks/noun	sluw/adj	leger/noun	gestolen/adj	sheriff/noun	kwaad/noun	schilder_af/verb
amok/noun	0.0	0.9397619	0.9402622	0.94389755	0.94397885	0.9122625	0.85150576	0.88530546	0.905664	0.8988887	0.93565476	0.94443774	0.8976632	0.87274706	0.81730187	0.9221244	0.8833591	0.90692973	0.8797632	0.90683883	0.92317414	0.9569453	0.9137533	0.8592409	0.91820407	0.94629204	0.92291504	0.9209422	0.85865104	0.930247	0.88612175	0.9120179	0.9212215	0.9149345	0.9020577	0.89959276	0.89335716	0.8883751	0.8611072	0.88590235	0.92742676	0.9287956	0.95231843	0.91656244	0.8682407	0.8676796	0.94219196	0.89403045	0.89732224	0.9178907	0.92145723	0.89735985	0.91366625	0.90459526	0.91017306	0.9090012	0.9198431	0.9025141	0.808648	0.9160739	0.90852255	0.91309386	0.88075376	0.9406946	0.9526907	0.8928864	0.9204771	0.9029011	0.957408	0.89088494	0.90013176	0.96346927	0.9148999	0.9073075	0.9164043	0.94691664	0.8805226	0.9138387	0.9001899	0.9306049	0.90784305	0.7971134	0.9034972	0.8533691	0.89389277	0.8687602	0.904909	0.9086201	0.9273451	0.9081593	0.93661284	0.95069635	0.89831376	0.887656	0.85345304	0.9415927	0.90993804	0.9356384	0.9011123	0.8952918	0.9188261	0.8887288	0.8986702	0.89363694	0.95399785	0.90847445	0.8713355	0.9465633	0.9163261	0.88300675	0.92151093	0.9441419	0.86750424	0.9126707	0.8444239	0.9459198	0.9345047	0.8963166	0.92278314	0.9086458	0.90244675	0.938747	0.9219032	0.9005937	0.8613095	0.8546643	0.92953205	0.9223978	0.85738117	0.91991687	0.93239886	0.8757816	0.9244338	0.89889264	0.92749876	0.8646171	0.9299148	0.87352735	0.90659076	0.92667496	0.87343585	0.88638175	0.94805294	0.95620096	0.9501207	0.9413857	0.93888843	0.91786015	0.9470254	0.92440647	0.8907497	0.94113135	0.9295114	0.88302654	0.9321277	0.89699733	0.9305057	0.8333925	0.94265217	0.8107097	0.91483825	0.90588474	0.9010765	0.89399105	0.88836384	0.94225883	0.9284599	0.9121397	0.778392	0.9323351	0.9362195	0.9157053	0.9233235	0.8916958	0.8537568	0.91760087	0.8972676	0.9077742	0.9506728	0.93340266	0.7657325	0.9277919	0.915523	0.86669797	0.93486065	0.9213106	0.92303336	0.947666	0.9670363	0.93500406	0.9242965	0.94198674	0.9221735	0.92111313	0.9353885	0.86792094	0.92240965	0.91830504	0.9388534	0.87076765	0.9103816	0.9027405	0.9131036	0.9275715	0.89218223	0.8644278	0.9032088	0.8820874	0.94695264	0.94363683	0.89443225	0.9245963	0.91710216	0.90354633	0.8622597	0.92694986	0.9542659	0.9374297	0.8980985	0.90881795	0.9181261	0.86512315	0.9175043	0.89563245	0.8952266	0.9258937	0.93556416	0.77847695	0.9185785	0.95349896	0.9502548	0.90195626	0.9474202	0.93918824	0.942435	0.9164186	0.916508	0.8479235	0.9218662	0.94919515	0.8631484	0.9318086	0.86607355	0.9023238	0.86558944	0.94055897	0.82353115	0.94265276	0.91892517	0.91571945	0.9149883	0.8722396	0.7893945	0.84006363	0.92886484	0.91279316	0.93906075	0.91516924	0.91349137	0.91380024	0.93002194	0.89110416	0.87247586	0.89474976	0.9130199	0.8593341	0.92162085	0.9375278	0.9292618	0.9227983	0.8905173	0.9262201	0.9423719	0.9143682	0.919812	0.92620206	0.93703854	0.95167637	0.91092116	0.8764446	0.92175263	0.95488334	0.91217	0.8847475	0.9235327	0.94817084	0.960237	0.90344816	0.9632269	0.94428957	0.9323408	0.88262856	0.8443645	0.90952045	0.9063013	0.95422184	0.89443684	0.90393496	0.919317	0.9217904	0.9004357	0.9501961	0.9312515	0.8678119	0.9355216	0.84279835	0.893435	0.8844474	0.9218031	0.955596	0.93630874	0.86113787	0.9413831	0.91489595	0.9461506	0.8934987	0.9050093	0.91943616	0.9243601	0.92311823	0.9272082	0.92328316	0.9569703	0.9156269	0.926623	0.9143368	0.9409598	0.9335656	0.94646657	0.901497	0.8378143	0.9171808	0.9193538	0.94040483	0.9197237	0.92593825	0.88089454	0.84713614	0.93149126	0.9336402	0.88547164	0.89933956	0.94647557	0.822165	0.89916545	0.85605645	0.80435264	0.8880448	0.8734659	0.91612947	0.9354572	0.9023337	0.90771407	0.8868503	0.91740507	0.94361556	0.8399514	0.9093523	0.89097553	0.84147173	0.92031884	0.8796027	0.88383734	0.94893146	0.92061156	0.8992958	0.9050566	0.9324527	0.9453263	0.94459224	0.8454027	0.91214937	0.9105583	0.93118745	0.8864407	0.9214763	0.87756735	0.92466915	0.93044436	0.8385767	0.9389195	0.9012345	0.9376276	0.9217582	0.9015951	0.8725522	0.91087717	0.9452279	0.91912705	0.9262999	0.92342174	0.8858221	0.9058765	0.91347533	0.90029424	0.90436125	0.8744245	0.92328036	0.9087589	0.93298334	0.83173513	0.9490866	0.92099684	0.8895881	0.8603183	0.93683344	0.9181919	0.9301413	0.92805177	0.89418405	0.9096151	0.9353584	0.9336775	0.9278477	0.9219565	0.74192995	0.88799316	0.9254327	0.9637652	0.93956745	0.9345418	0.8807368	0.8799228	0.8702965	0.9352887	0.9397326	0.8950628	0.91062325	0.9332645	0.9276324	0.868462	0.9305753	0.88776416	0.9221455	0.8918946	0.9045229	0.931058	0.91218394	0.9049629	0.90435773	0.88851446	0.9288856	0.9337597	0.913332	0.91534287	0.9428576	0.9765916	0.9238603	0.97095615	0.9412609	0.8713269	0.92390525	0.9309925	0.9280496	0.93428314	0.916131	0.9134915	0.90753347	0.85387135	0.8822354	0.9299671	0.8690869	0.920785	0.95007205	0.8834682	0.8639793	0.8941407	0.9486998	0.9422409	0.90538615	0.9514423	0.8525848	0.8977226	0.9276281	0.9055326	0.94799393	0.9393154	0.9065683	0.908275	0.8797529	0.8609289	0.901245	0.93218297	0.87782437	0.8848194	0.9170225	0.88004017	0.9684093	0.87298167	0.8756577	0.9359703	0.90290135	0.94753563	0.89848596	0.87811697	0.9270835	0.93984115	0.9369224	0.9641993	0.9609313	0.8884042	0.93071455	0.89099276	0.91773486	0.94472784	0.81900036	0.8942088	0.9227536	0.93578476	0.94146407	0.93033224	0.9253016	0.8696228	0.9382812	0.9269063	0.9515981	0.94009596	0.8845888	0.86280876	0.9170235	0.90433955	0.8893432	0.91499805	0.9206577	0.95484567	0.8784962	0.89728767	0.9631799	0.92751193	0.86823314	0.8671406	0.8934374	0.91735613	0.8743871
slecht/adj	0.9397619	0.0	0.8805823	0.9298899	0.90726566	0.9322764	0.8951266	0.82437	0.79882985	0.8471805	0.8513892	0.82600373	0.9211005	0.91321266	0.8998985	0.9120243	0.8538034	0.86354977	0.9342352	0.89207345	0.87917024	0.9216375	0.79424167	0.92082083	0.8829625	0.86672556	0.84300584	0.904368	0.9369737	0.85798717	0.8867295	0.86786306	0.91877156	0.82848203	0.9372085	0.8272449	0.9083565	0.8804359	0.92884487	0.8446273	0.8734373	0.9306049	0.8786031	0.91761094	0.839306	0.75777125	0.8737371	0.90375483	0.838217	0.9509599	0.9032555	0.91660506	0.8667562	0.81941533	0.9020642	0.8491934	0.9184444	0.918836	0.9067775	0.8623663	0.9403954	0.85689974	0.8834868	0.88742864	0.907371	0.91612744	0.8037013	0.84112555	0.85186857	0.828625	0.8951599	0.86264896	0.9343703	0.83798426	0.8023306	0.9031356	0.9023582	0.84808767	0.87968117	0.9039519	0.8263567	0.8666905	0.8925115	0.9224239	0.87916243	0.8343091	0.8980351	0.8304733	0.90905845	0.8217696	0.8624223	0.8707461	0.8611902	0.85971224	0.9166264	0.8914126	0.79397887	0.90329546	0.93247676	0.8714421	0.88331133	0.93316805	0.932576	0.8790911	0.9176887	0.86866546	0.87995493	0.90802747	0.83257914	0.87008727	0.90731937	0.8560457	0.92151475	0.87405723	0.75753236	0.92426735	0.89416	0.8793967	0.73809266	0.87616765	0.8864302	0.85664225	0.9102348	0.9145256	0.8505417	0.8634919	0.78816974	0.91304165	0.79938143	0.91191375	0.9501781	0.9059905	0.89818144	0.84664375	0.82898533	0.91996515	0.92604226	0.8886178	0.90626425	0.77955323	0.8976885	0.8988319	0.9268396	0.87862104	0.88240004	0.91384387	0.84349465	0.9344915	0.920452	0.8762028	0.91132784	0.87985295	0.9123218	0.9487445	0.9222641	0.9033941	0.80424154	0.9309753	0.87368006	0.8802234	0.91015244	0.86677474	0.8325707	0.88113284	0.8809654	0.8720671	0.9145606	0.84168714	0.89357746	0.89804137	0.9070956	0.87176347	0.90210766	0.9047288	0.89828455	0.8994146	0.9099736	0.77434295	0.87578964	0.86602193	0.95870864	0.88995546	0.8695932	0.9420787	0.920099	0.87540936	0.91063267	0.8684514	0.86390877	0.833549	0.8392205	0.88111264	0.84315157	0.9312608	0.8528863	0.8835731	0.8221539	0.81236327	0.93811584	0.9300599	0.8515713	0.8872234	0.94524413	0.92251414	0.8037548	0.8581968	0.87514275	0.91056144	0.91416466	0.8547839	0.90944964	0.901201	0.89142156	0.85483545	0.8427303	0.8794469	0.8644047	0.88860446	0.92222726	0.91068023	0.9005902	0.9253984	0.950118	0.8644445	0.87632805	0.86783135	0.84110624	0.93293816	0.9110509	0.93081415	0.7662406	0.8987407	0.8972772	0.85371315	0.83629864	0.88564086	0.894605	0.8978026	0.91904116	0.9170085	0.91031677	0.817961	0.90124506	0.8913101	0.8681634	0.91279835	0.8975128	0.8531456	0.87437856	0.9003129	0.8958588	0.8869853	0.8017106	0.8790212	0.81188595	0.8972165	0.88261235	0.8786864	0.89133453	0.78454053	0.91459614	0.89199054	0.90595555	0.9105092	0.8899695	0.8751132	0.86229813	0.93185145	0.88596356	0.9277468	0.89289576	0.8556408	0.92689615	0.93125504	0.89916855	0.7982099	0.92762595	0.89936197	0.8106718	0.9038248	0.8857261	0.9399903	0.8770992	0.8267013	0.87239265	0.92922485	0.9561756	0.8713665	0.93635035	0.87408996	0.9010812	0.91208166	0.91446716	0.86734104	0.9161422	0.9051099	0.8947694	0.9062372	0.8159814	0.88811654	0.8880852	0.90843594	0.8609948	0.93438154	0.8835146	0.90550774	0.82017815	0.87780535	0.87457967	0.8750733	0.8092782	0.9195244	0.94236106	0.8283579	0.90736103	0.90196985	0.7860446	0.86404836	0.90629125	0.87483644	0.87061256	0.89512974	0.9233858	0.8834803	0.89219856	0.84921354	0.87893003	0.8452406	0.8308422	0.81916	0.880104	0.86039907	0.88366437	0.92889327	0.86402434	0.8472372	0.9221749	0.9342315	0.9237669	0.8873853	0.85363084	0.87774897	0.87008536	0.9071264	0.8235184	0.8920809	0.93614596	0.9399026	0.9113255	0.8877476	0.90906036	0.88510704	0.9053008	0.8489629	0.8679065	0.876421	0.9643652	0.92646706	0.899599	0.87501067	0.94179565	0.9223912	0.9014962	0.9208077	0.87194884	0.9141221	0.87310565	0.8969653	0.8727275	0.92402256	0.9298859	0.82252127	0.8821542	0.93328583	0.8605567	0.86716074	0.89690405	0.81828284	0.83719814	0.9174083	0.89670473	0.7759102	0.9264691	0.8103943	0.8873433	0.9052274	0.8932431	0.9087652	0.85261476	0.84064597	0.91805136	0.8441257	0.8965792	0.9219558	0.8763403	0.82906055	0.8718146	0.71116066	0.9046751	0.8839399	0.9357139	0.9101658	0.9492005	0.8236952	0.89754194	0.82206523	0.9244075	0.8804332	0.8693772	0.90369844	0.90585077	0.8334137	0.866833	0.8563044	0.88801366	0.9151083	0.8228282	0.9105585	0.9413675	0.9410873	0.8425894	0.8554183	0.8785663	0.8707509	0.88396454	0.77470505	0.87746006	0.8820468	0.79520327	0.8195592	0.8946346	0.91715246	0.9295962	0.8971326	0.88251895	0.8673314	0.87797666	0.81560403	0.8296297	0.90384614	0.8505571	0.91398156	0.91238445	0.89208996	0.8656222	0.85702145	0.959494	0.8473557	0.9026092	0.93105525	0.8609077	0.78120756	0.9253331	0.9218224	0.863468	0.79036784	0.8392262	0.9377921	0.88497055	0.8289384	0.92947006	0.938602	0.8394398	0.89446044	0.9249816	0.88248986	0.88771737	0.9222482	0.91565347	0.85621446	0.9147524	0.86514205	0.9205979	0.8918156	0.8271873	0.92520857	0.8050521	0.84483826	0.82217413	0.7973306	0.77639395	0.9094402	0.89611703	0.8770328	0.8501899	0.8853416	0.90533215	0.95794237	0.83891934	0.8167255	0.8472788	0.8625945	0.9260147	0.8861265	0.89514095	0.9371613	0.8999738	0.8562502	0.8934929	0.910061	0.82381135	0.8727833	0.9153458	0.8683217	0.8793164	0.82210237	0.8927383	0.83158195	0.8578364	0.86657727	0.8855326	0.86904085	0.923773	0.9076657	0.8469421	0.8734328	0.8879354	0.9216822	0.91641396	0.79779035	0.8805193	0.88603145	0.84616375	0.9095053	0.9352932	0.882934	0.8619094	0.8868878	0.8991602	0.9340069	0.9479634	0.9313464	0.8684998	0.86719286
passie/noun	0.9402622	0.8805823	0.0	0.7968337	0.9008296	0.82590437	0.8504058	0.86065024	0.7884554	0.84329194	0.8744253	0.8978503	0.8918608	0.90005755	0.82681745	0.86215514	0.8561636	0.85423297	0.8771744	0.81373566	0.9038939	0.8411878	0.7456411	0.88629764	0.84037846	0.7289634	0.7743721	0.90475816	0.8185859	0.8278383	0.8617116	0.8068323	0.76945037	0.6627369	0.89394534	0.7478754	0.9004867	0.87839854	0.89515996	0.77136916	0.8974202	0.80275726	0.3837906	0.8333379	0.7929324	0.7563064	0.80378276	0.81321114	0.76854205	0.9455534	0.9002832	0.913268	0.8352633	0.802973	0.8624959	0.8457491	0.79278976	0.8383621	0.83701336	0.8221979	0.8791875	0.7424738	0.8098036	0.7274065	0.89422363	0.88468933	0.71166456	0.80164254	0.7079861	0.87774634	0.86089385	0.8039777	0.8647377	0.8266797	0.8050047	0.9004622	0.8493082	0.7104941	0.79890895	0.74562013	0.88407123	0.8764312	0.7236786	0.8342291	0.8091062	0.8373883	0.812177	0.8994053	0.8842382	0.8686578	0.8217142	0.8995222	0.7791836	0.8308348	0.9183338	0.85899127	0.8229342	0.8751852	0.8971406	0.88300383	0.76572394	0.90574175	0.90176386	0.83861256	0.8462172	0.8085072	0.8986923	0.82764804	0.79015267	0.8223847	0.79025936	0.74677825	0.9016685	0.73004997	0.73141295	0.8519045	0.8251551	0.85580695	0.8024167	0.86063874	0.8358859	0.8408743	0.9121019	0.85098386	0.8412607	0.8079661	0.76988745	0.84956026	0.84177506	0.9249939	0.8818561	0.86339504	0.83557177	0.8840123	0.8313352	0.90781754	0.87783724	0.7929639	0.78525066	0.7809807	0.8526575	0.8666357	0.8664378	0.9556637	0.89436144	0.7392509	0.8745221	0.9021062	0.8336248	0.78239137	0.8066598	0.5751115	0.90155077	0.90172595	0.89486355	0.879646	0.84738684	0.90104	0.88915646	0.8542265	0.8599212	0.87958694	0.7993152	0.7027537	0.8672451	0.8275159	0.8911849	0.8505271	0.83227396	0.89143306	0.9053232	0.7946528	0.82081926	0.8695198	0.6455429	0.7308041	0.9209213	0.742999	0.88175356	0.7841525	0.9065639	0.8220482	0.9033351	0.8930229	0.90405524	0.8097225	0.83797807	0.7141532	0.8952049	0.8184579	0.83276236	0.8023813	0.8292946	0.87142724	0.78685606	0.7239789	0.8365002	0.8235452	0.93769866	0.8686974	0.7623258	0.8564272	0.89711136	0.85474503	0.78995985	0.761884	0.8193518	0.7923771	0.94483775	0.8687068	0.874786	0.8987589	0.7334555	0.8349594	0.7782314	0.74127924	0.60753274	0.8939011	0.88895524	0.88618934	0.8839244	0.9205364	0.9580371	0.897448	0.8673903	0.64308023	0.6891899	0.8869875	0.81720024	0.88200223	0.9298395	0.8243475	0.8554712	0.8176838	0.77192247	0.86949426	0.8955584	0.7951433	0.831967	0.7992566	0.84525037	0.829984	0.92302096	0.8911125	0.8620014	0.89041966	0.8836028	0.72414684	0.8069175	0.89783806	0.87834084	0.92387724	0.8047681	0.79291266	0.7902628	0.8419437	0.88312435	0.941034	0.9190854	0.84634274	0.78755355	0.878477	0.84433633	0.84797597	0.87414	0.7864433	0.8736131	0.8847324	0.74042976	0.859118	0.82535374	0.87430274	0.9440999	0.8787204	0.90842223	0.84488577	0.8748518	0.6180618	0.7822424	0.8741938	0.8916881	0.9252449	0.8579768	0.84623885	0.82492435	0.8235318	0.9494368	0.78894657	0.7757268	0.8963325	0.89783895	0.8560046	0.9072786	0.83147633	0.7334297	0.8595201	0.86572915	0.8871657	0.80175704	0.83919275	0.8727804	0.9190923	0.8477954	0.8497289	0.880791	0.8509662	0.81626266	0.80423963	0.74778426	0.8589387	0.8507758	0.8535608	0.92986137	0.92211837	0.85094035	0.92236006	0.70441335	0.7528256	0.9117828	0.7052235	0.7970219	0.8033794	0.9052251	0.8345363	0.65436167	0.77731913	0.89049023	0.92130214	0.86299074	0.89526945	0.86592364	0.80418396	0.7072752	0.86083794	0.88484246	0.80228776	0.809953	0.9192661	0.7929849	0.8466173	0.87637305	0.837806	0.86126894	0.91718835	0.800687	0.86635244	0.874524	0.8573309	0.74391764	0.88764584	0.84570265	0.7726718	0.92741257	0.6838908	0.77968484	0.63109934	0.9156864	0.8648083	0.8468487	0.7623874	0.9190184	0.88013035	0.8828686	0.91578877	0.7817133	0.8686962	0.8428854	0.8879036	0.7459854	0.9248217	0.9185437	0.74935025	0.9108556	0.73977256	0.7443502	0.91242105	0.862376	0.8166715	0.7908006	0.87281656	0.6848049	0.7430619	0.9139663	0.79521906	0.79956955	0.8632209	0.8979916	0.6863768	0.88329136	0.75255084	0.9402187	0.82663894	0.89716834	0.9456957	0.79045486	0.8546496	0.8422711	0.847688	0.8764037	0.88852143	0.8923975	0.89528966	0.92430747	0.76002353	0.711902	0.8578608	0.8958824	0.72537255	0.83857805	0.80927396	0.8528395	0.8079857	0.6837821	0.7274213	0.85134387	0.84098065	0.763224	0.91147786	0.8463417	0.8401205	0.6683857	0.8646917	0.835095	0.8159891	0.9378468	0.82803726	0.82591015	0.8464486	0.8803363	0.8178053	0.7973142	0.87759334	0.7503977	0.864656	0.8852547	0.7899941	0.87627167	0.819387	0.8097271	0.82670164	0.82625014	0.82304573	0.7544853	0.91078377	0.71443427	0.81163764	0.88752735	0.7783261	0.9034708	0.7660526	0.82764226	0.850881	0.9052348	0.8424856	0.77339303	0.8563515	0.8699484	0.88304657	0.83119726	0.82955587	0.8288003	0.9073532	0.7744859	0.6842081	0.90774214	0.86643994	0.8427053	0.9105375	0.8398979	0.8831408	0.8338313	0.87380487	0.861588	0.8615737	0.7204008	0.8972618	0.7350303	0.82970905	0.7450139	0.666862	0.794163	0.86166096	0.81118846	0.7879027	0.90749717	0.7387395	0.9013137	0.8417005	0.82877266	0.7995789	0.7144457	0.84862566	0.9505408	0.7642737	0.8964183	0.8669194	0.79699594	0.6780697	0.8343998	0.92547536	0.82974374	0.7523991	0.90910184	0.862201	0.8298709	0.77346045	0.7497632	0.8371553	0.8768563	0.58829105	0.82176065	0.7407916	0.91549695	0.8639102	0.8380821	0.8258718	0.72571784	0.8349542	0.8469774	0.8000891	0.84557515	0.81280583	0.83610797	0.84032065	0.9469248	0.818807	0.8096545	0.8701572	0.83541715	0.8995563	0.88525033	0.89276713	0.78937405	0.8482817
