	amok/noun	slecht/adj	passie/noun	als/prep	stem/noun	ziektekiem/noun	affiche/noun	prostituee/noun	hard/adj	daarentegen/adv	Saddam/name	wel/adv	onjuist/adj	schilder_af/verb	beschuldiging/noun	kijk/verb	daartussen/pp	hier/noun	commentator/noun	bocht/noun	teken/verb	schrijnend/adj	je/det	steek/fixed	militie/noun	dan/comparative	schakel_over/verb	Meersen/name	smaak/noun	wantrouwend/adj	bega/verb	Marguerite/name	dier/noun	wegens/prep	die/det	soort/noun	robbertje/noun	door/adv	reis_bureau/noun	Kim/name	rechts/adj	treed_op/verb	gemeen/adj	Jacqueline/name	zaak/noun	en/vg	in_borst/noun	meestal/adv	ding_DIM/noun	iemand/noun	ding/noun	Kirk/name	inheems/adj	voorwaardelijk/adv	brug/noun	minstens/adv	wat/det	kan/verb	land_genoot/noun	conservatief/adj	Serena/name	glimlach/noun	man/noun	stier/noun	oog_DIM/noun	welk/det	manier/noun	Louis/det	film/noun	doe/verb	excuseer/verb	als/comp	eenmaal/adv	wie/det	tot/adv	inzicht/noun	zie/verb	baseer/verb	broodje/noun	zo/adj	ben/verb	val_partij/noun	wars/adj	emotioneel/adj	gespierd/adj	behalve/comp	incident/noun	haar/pron	Voltaire/name	meisje/noun	schurk/noun	heb/verb	goedkoop/adj	briefschrijver/noun	te/adv	6-3/num	genoeg/adj	geld/verb	lief/noun	dat/det	dat/pron	ander/adj	drugs_handelaar/noun	enig/adj	groen/adj	graas/verb	troep/noun	kop/noun	kruis/verb	moralisme/noun	racist/noun	zalm/noun	heel/adv	vlieg/adj	heks/noun	wanneer/comp	sommige/det	bin/name	gedurfd/adj	als/comparative	zijn/det	slachtoffer/noun	vaak/adj	wat/pron	gadgets/noun	speel/verb	Merlijn/name	veelvoud/noun	ronduit/adv	beurt/noun	chef/noun	noem/verb	waarvan/pp	Beate/name	slinks/adj	vruchteloos/adj	Robbie/name	hem/pron	beide/pron	vijandig/adj	die/pron	bijzonder/adj	spreek_aan/verb	verpest/verb	1997/noun	nijlpaard/noun	helemaal/adv	kop_stoot/noun	jij/pron	sliert/noun	ontaard/verb	vanwege/prep	bijtend/adj	verschrikkelijk/adj	toevlucht/noun	Laden/name	Paauwe/name	collega/noun	schepsel/noun	stel/verb	zo_niet/sbar	publiceer/verb	ondertoon/noun	stapel_op/verb	dat/comp	hand/noun	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	toegangspoort/noun	guy/noun	want/vg	klein/adj	overigens/adv	voeding_middel/noun	scheld/verb	dusverre/adv	rap/adj	verontwaardiging/noun	niets/adv	uitspraak/noun	raak_kwijt/verb	schop/verb	Wauters/name	zeker/tag	transfer/noun	jong/noun	verbind/verb	stad_genoot/noun	god/noun	extreem/adj	vind/verb	schiet_dood/verb	polder/noun	slechts/adv	favoriet/noun	groot/adj	Vos/name	kenmerk/noun	geen/det	Victor/name	het/noun	uiterst/adj	ze/pron	Nottingham/name	honderdduizend/num	traumatisch/adj	iets/noun	Mulisch/name	sport_wagen/noun	criticus/noun	Kat/name	vrolijk/adj	totdat/comp	toch/adv	Squadra/name	Mountains/name	des/adj	haai/noun	dood/adj	gruwelijk/adj	loer/noun	Coltrane/name	lot/noun	nogal/adv	zogenaamd/adj	door/prep	geblesseerd/adj	Brahms/name	ondoorzichtig/adj	Freddy/name	poging/noun	zicht/noun	voorts/adv	vele/adj	Grass/name	gevoel/noun	val/noun	alle/det	aantijging/noun	bal/noun	bezet/verb	versperring/noun	woonhuis/noun	lek/noun	senior/noun	rauw/adj	eigenschap/noun	hun/det	me/pron	op_stoot_DIM/noun	zoek/adj	deler/noun	jegens/prep	laag/adj	tante/noun	zeker/adj	spectaculair/adj	beetje/noun	bedien/verb	officieus/adj	jeugdherinnering/noun	jood/noun	iets/adv	allerijl/adv	zowel/vg	boos/adj	spel/noun	ieder/adv	been/noun	medestudent/noun	windstoot/noun	agressief/adj	brutaal/adj	hoe/adj	zesde/num	tv/noun	helling/noun	spek_glad/adj	bedrieger/noun	onbetrouwbaar/adj	klink/verb	in/adv	journalist/noun	reactie/noun	toe/adv	Vuitton/name	blok/noun	live_band/noun	spel_DIM/noun	manische/adj	moeder/noun	ruïneer/verb	elleboog_stoot/noun	klauw/noun	de/fixed	elleboog/noun	Bad/name	Hitler/name	dom/adj	doortrapt/adj	kunst/noun	ook/adv	waarin/pp	flits/verb	respect_loos/adj	syfilis/noun	tand_arts/noun	Madonna/name	gevaarlijk/adj	pedagogisch/adj	versie/noun	oud_staatssecretaris/noun	volwassene/noun	schrijf/verb	pleeg_ouder/noun	weide/noun	bevind/verb	zij/pron	streek/noun	verliefd/adj	cd-rom/noun	chagrijnig/adj	haal_uit/verb	zo/adv	lach/verb	besmet/verb	Günter/name	je/pron	tand_DIM/noun	Waal/noun	woed/verb	nota/noun	ontvlucht/verb	keihard/adj	trendy/adj	klink/adj	maar/vg	Douglas/name	genoeg/adv	erg/adj	Kuip/name	spring/verb	fout/noun	overtreding/noun	louter/adv	wijze/noun	on_gefundeerd/adj	wek_op/verb	egoïstisch/adj	truc/noun	vraag/noun	bad/noun	klank/noun	omdat/comp	vet/adj	door/comp	net/noun	Pauw/name	blessure/noun	dat/noun	ernstig/adj	rotzooi/noun	reduceer/verb	scène/noun	elftal/noun	vader/noun	Aalders/name	drang_hek/noun	maak/verb	overeind/adv	overdreven/adj	dreigement/noun	stok/noun	nicht_DIM/noun	ik/pron	Grieks/adj	tegen/prep	tackle/noun	Haan/name	beveilig/verb	daad/noun	muzikaal/adj	steel/verb	onder/prep	metalen/adj	complot/noun	stel/noun	plaveisel/noun	hoek/noun	hij/pron	stroper/noun	weet/verb	even/adj	recht/noun	60/num	grappig/adj	onwaar/adj	overval/noun	worstel/verb	trap/noun	maar/comp	Somers/name	portret/noun	onderdruk/verb	duel/noun	wat/adv	elf/noun	sprookje/noun	veel/adj	spartel/verb	papa/noun	Chantal/name	Colombiaans/adj	drempel/noun	geschiedenis/noun	verwijt/verb	overvloed/noun	beide/det	paal_DIM/noun	gericht/adj	notabene/adv	en/comp	koerier_bedrijf/noun	alsof/comp	dan/adv	Aalbers/name	immigrant/noun	min/adj	vermoeden/noun	mik/verb	postuur/noun	death/noun	overduidelijk/adj	wild/adj	staat/adj	roep_af/verb	treffend/adj	oom/noun	bond_genoot/noun	lijk/verb	teatraal/adj	Spanje/name	Hertz/name	leer/verb	Vaticaan/noun	groep_DIM/noun	nummer/noun	begeer/verb	ouder/noun	handvol/noun	schuiver/noun	onverbiddelijk/adj	durf/verb	stijg/adj	en/adv	aas/verb	ontdek/verb	campagne/noun	vernedering/noun	dijk/noun	lelijk/adj	meest/adj	goor/adj	Duisenberg/name	daarna/adv	tovenaar/noun	blaas_in/verb	veroorzaker/noun	imago/noun	midden/prep	bas_lijn/noun	wie/pron	producent/noun	schilderij/noun	bevolking_groep/noun	aanmerkelijk/adj	grond/noun	grimas/noun	spannend/adj	gering/adj	tegenstander/noun	één/num	hang/verb	misdadiger/noun	smerig/adj	stekelig/adj	ontroerend/adj	op/part	Verkest/name	Sigmund/name	kilo_meter_lang/adj	Dolores/name	opmerking/noun	seconde/noun	timide/adj	accommodatie/noun	make-up/noun	buitenlander/noun	rivale/noun	echt/adj	kindervriend/noun	Esther/name	mooi/adj	heel/adj	ontzettend/adj	soms/adv	Osama/name	chaotisch/adj	spul/noun	web/noun	ambtenaar/noun	misdrijf/noun	duivels/adj	met/prep	bluesy/noun	mens/noun	ervan/pp	naïef/adj	Braziliaan/noun	wel_gemikt/adj	volk/noun	over/prep	ontsier/verb	guitig/adj	beklijf/adj	hoofdpersoon/noun	terwijl/comp	winnaar/noun	gewoon/adj	hypocrisie/noun	haar/det	kwasi/adj	monarchie/noun	schuldig/adj	voornamelijk/adv	ach/tag	beweging/noun	publiek/adj	jullie/pron	kanker/noun	humor/noun	plant/noun	charmant/adj	deel_uit/verb	hen/pron	Blue/name	partner/noun	machine/noun	Spaans/adj	Unilever/name	vecht/verb	naar/adj	virus/noun	Mobilcom/name	binding/noun	tegenover/prep	zielig/adj	zoek/verb	tekst_zet/noun	fel/adj	jaloers/adj	Weide/name	een/det	niks/noun	sluw/adj	leger/noun	gestolen/adj	sheriff/noun	Papadopoulos/name	Nederlander/noun	of/vg
amok/noun	0.0	0.9430539	0.89393497	0.8709875	0.9338468	0.8554646	0.9346477	0.881081	0.77305526	0.88625896	0.8910108	0.8794862	0.9275425	0.84430593	0.8609662	0.85961145	0.83444196	0.86988676	0.88162076	0.8333898	0.9261776	0.93177724	0.8851944	0.93640566	0.84016424	0.88770384	0.8636676	0.89117795	0.8534293	0.80458355	0.841395	0.88609505	0.8749865	0.89469445	0.8732796	0.8643399	0.7780782	0.83906245	0.91732854	0.8462521	0.8566951	0.842008	0.8286061	0.92641664	0.8202383	0.7966852	0.7821041	0.8308575	0.89347637	0.82994235	0.8386302	0.9230839	0.8441443	0.8382525	0.8995982	0.9313874	0.85490644	0.8670066	0.9161763	0.90168196	0.9255272	0.8654516	0.8096086	0.82730335	0.89913565	0.90112936	0.881249	0.91103536	0.9042988	0.8611139	0.9017372	0.8619462	0.887581	0.8637941	0.9078091	0.90524006	0.8794955	0.9538225	0.8492507	0.88792866	0.88918614	0.88241404	0.8610039	0.91088116	0.87674767	0.9040673	0.93175715	0.8333302	0.8978001	0.8495916	0.7786361	0.82575595	0.88661855	0.8023977	0.89969075	0.9889225	0.94865394	0.9214035	0.8587571	0.8788888	0.8791455	0.9032246	0.87113285	0.95650005	0.9416575	0.85751534	0.85591394	0.80849165	0.8601998	0.8975234	0.79344594	0.8161504	0.8268697	0.86451447	0.85949767	0.86098605	0.86649513	0.9115261	0.8654633	0.88157976	0.864993	0.84288466	0.8377245	0.90743214	0.8707825	0.8792786	0.9106285	0.8060973	0.8307613	0.8719152	0.8482641	0.8845119	0.9291833	0.90211177	0.8682027	0.90170866	0.84324944	0.80935407	0.8502593	0.8174751	0.817837	0.8781956	0.7764848	0.83249736	0.93618876	0.8355727	0.9233562	0.8606565	0.80428797	0.9015621	0.8557108	0.8837003	0.8785823	0.88736844	0.7756853	0.9073431	0.82920706	0.8772789	0.87587154	0.93749136	0.87478673	0.9126625	0.884312	0.89157736	0.8687906	0.85968137	0.840111	0.9314781	0.8702145	0.92743164	0.8168782	0.89766693	0.8346348	0.8368057	0.85695875	0.89869505	0.70249236	0.87891734	0.84579057	0.8714559	0.8234348	0.92684954	0.87614924	0.6819246	0.92900145	0.92193955	0.96892977	0.8365924	0.9047394	0.8780018	0.90131366	0.8657943	0.8887838	0.79933465	0.8437496	0.8713287	0.901594	0.9156728	0.9584144	0.8485764	0.8533782	0.9411252	0.9156647	0.8312872	0.7733082	0.89976776	0.8737326	0.8894924	0.8478557	0.9245484	0.8547443	0.8851152	0.90014017	0.8605499	0.8537588	0.8923169	0.86777234	0.9227631	0.7315506	0.82035935	0.8986306	0.8109511	0.8411121	0.89297473	0.8976052	0.854887	0.8582828	0.83785313	0.94837564	0.930528	0.86302227	0.91051596	0.9473932	0.9511419	0.91233563	0.8412131	0.90762246	0.934889	0.9232908	0.91209406	0.81758696	0.84369683	0.8428984	0.77200294	0.8665987	0.94444126	0.86600375	0.91922224	0.8365475	0.8231783	0.8596003	0.80524474	0.92326635	0.8164325	0.83754104	0.9151367	0.8938271	0.9650177	0.9123587	0.90783477	0.84108216	0.85965735	0.9115852	0.84066594	0.844071	0.7805718	0.8750299	0.8271959	0.8340748	0.8911635	0.85255116	0.8612037	0.84515053	0.819233	0.77533734	0.8847749	0.97036487	0.8142173	0.9193455	0.8789933	0.8736739	0.84175336	0.8910137	0.9358182	0.8130958	0.87654316	0.8060281	0.9028747	0.8581667	0.8789064	0.8475728	0.87560755	0.9368065	0.843359	0.9092855	0.80712533	0.8030727	0.8258414	0.91878474	0.8687162	0.8863542	0.856838	0.90405685	0.8697953	0.9147835	0.92366844	0.8641001	0.8816447	0.9257364	0.90144444	0.8692597	0.9222205	0.92103374	0.86735016	0.86512434	0.95360684	0.8736984	0.8492815	0.9107473	0.8540888	0.7992416	0.8937083	0.90194035	0.81778157	0.83194256	0.86967707	0.7886025	0.85574573	0.9295419	0.85877067	0.85852695	0.8856509	0.86628854	0.95169055	0.8206902	0.82083714	0.9002988	0.89303595	0.84705245	0.8868402	0.90740854	0.8954272	0.89767563	0.79996127	0.8404373	0.8721336	0.87917507	0.8591887	0.84993184	0.86089534	0.82547635	0.880464	0.9175267	0.9531182	0.8776201	0.85686153	0.88197666	0.869609	0.8791137	0.929301	0.91267073	0.9090187	0.8765345	0.76019716	0.8923278	0.8820791	0.9024476	0.94112265	0.8967019	0.89320874	0.87930024	0.8439152	0.9200632	0.8450265	0.78940666	0.91393304	0.8830379	0.9545436	0.7501827	0.798132	0.9614785	0.8781431	0.88426244	0.9366838	0.8861921	0.86059594	0.882522	0.8282645	0.84030414	0.89625293	0.8213463	0.8160192	0.7882669	0.9054118	0.86406505	0.8065301	0.9764088	0.8909217	0.84769595	0.89788544	0.85602504	0.8482498	0.8790374	0.91222274	0.8927764	0.8674703	0.90020335	0.8432424	0.8813633	0.87375957	0.85708964	0.8566252	0.8454304	0.9391835	0.9196661	0.8684815	0.95637107	0.9140501	0.87217104	0.92741925	0.8575698	0.8547666	0.8012315	0.8485157	0.86621314	0.84925425	0.89542526	0.88207847	0.88707054	0.8352235	0.8605983	0.8764366	0.82693714	0.8634533	0.8841517	0.83746535	0.90934646	0.86466306	0.90014625	0.92735714	0.8886168	0.8910577	0.9065029	0.89950097	0.9220704	0.8977338	0.8717237	0.8008545	0.96914256	0.8530014	0.8612337	0.84973735	0.8894396	0.91623354	0.7985438	0.92492294	0.7750313	0.90281075	0.93734264	0.9130961	0.8016343	0.8996176	0.8889799	0.90387833	0.75204086	0.9296273	0.8555458	0.8621133	0.9201402	0.8918996	0.8801012	0.7917883	0.90334463	0.84786534	0.94958514	0.92827106	0.79413885	0.8717327	0.88747966	0.8468843	0.93195665	0.8690342	0.8323616	0.949653	0.87268776	0.82204837	0.8885976	0.8491037	0.86888134	0.8804604	0.92616814	0.91875255	0.78041923	0.8757842	0.8059377	0.95410794	0.7874491	0.82537246	0.8896079	0.7970968	0.8233352	0.89152914	0.87663317	0.9063284	0.92007965	0.90796894	0.84365886	0.8112364	0.9351793	0.8868047	0.8164754	0.89956576	0.8572577	0.9086233	0.86959624	0.8058361	0.88336015	0.7973578	0.87225944	0.8682587	0.8847313	0.8491433	0.8211453	0.8786114	0.91538656	0.8353408	0.88653916	0.90190667	0.8157505	0.9233823	0.84652925	0.8911828	0.9032408	0.92059124	0.8464687	0.8305222	0.88519245	0.9129007	0.8367302	0.86041415	0.8481455	0.8789363	0.88991904	0.87713313	0.8919372	0.79285634	0.83473337	0.9231917	0.8953291	0.845515	0.9553632	0.9604231	0.7179081	0.8558544	0.8558078	0.8631133	0.8087759	0.8070328	0.81247425	0.8978976	0.8853822	0.8684877	0.8376534	0.91936296	0.8584434	0.91831774	0.8611993	0.8559418	0.9003858	0.8794903	0.9033484	0.81608576	0.80545956
slecht/adj	0.9430539	0.0	0.8621355	0.7818142	0.85329056	0.8326732	0.9265534	0.91907936	0.67768407	0.71451515	0.865557	0.73233986	0.71833736	0.79492414	0.81144404	0.83542866	0.87840503	0.8066888	0.8539389	0.8324039	0.925711	0.71225953	0.74009264	0.86987793	0.91787064	0.7667327	0.8822979	0.92163306	0.68008226	0.8202972	0.80003726	0.9465579	0.8341035	0.8749641	0.6421862	0.76412165	0.9223702	0.71670234	0.9163097	0.93505603	0.7629153	0.8826611	0.65517557	0.87908757	0.7546246	0.76186013	0.85157645	0.7046801	0.8345371	0.71348006	0.682673	0.96503204	0.9065836	0.8989867	0.8728529	0.88097876	0.8128613	0.7358898	0.91383624	0.6888702	0.8729844	0.9025357	0.8260652	0.91571367	0.89185214	0.82601804	0.7785726	0.9286596	0.86396	0.73960966	0.83585215	0.76197165	0.639963	0.80597055	0.8898629	0.79194236	0.8199198	0.8481806	0.8718732	0.6678229	0.611601	0.7955626	0.91167235	0.70862633	0.7578168	0.80720043	0.80025125	0.80414486	0.9048743	0.86995167	0.7973422	0.7335105	0.7292702	0.8790078	0.69080186	0.97316915	0.82600594	0.8407905	0.81920975	0.6409707	0.80792326	0.7902483	0.8752271	0.8712374	0.82884794	0.93968624	0.8952237	0.8567899	0.8827049	0.8111104	0.77327335	0.8887906	0.73289466	0.8883274	0.7837211	0.7670317	0.68700635	0.9616942	0.78446895	0.73123837	0.7578161	0.87531316	0.61386144	0.8133975	0.877856	0.7656065	0.8594974	0.88876534	0.74564564	0.879881	0.89881223	0.7275002	0.83495426	0.8950843	0.8457408	0.9144963	0.967241	0.7676186	0.7805383	0.7579058	0.74831223	0.67401844	0.7877225	0.69859815	0.9205403	0.8585237	0.73365897	0.8869033	0.7449824	0.88868684	0.8382493	0.6922604	0.8464709	0.63894117	0.8973753	0.91886765	0.9072603	0.8375752	0.8373531	0.82490647	0.84343654	0.9164233	0.8191502	0.8770441	0.7508251	0.9029661	0.78953946	0.87299705	0.8361652	0.9280582	0.91612494	0.80517644	0.6297357	0.77308613	0.72835207	0.8298261	0.8124113	0.89360225	0.726482	0.8336265	0.7496797	0.7880298	0.64153993	0.877298	0.95802474	0.8198333	0.90322214	0.8531102	0.84739697	0.910808	0.8340215	0.70104647	0.65415037	0.9066694	0.8626929	0.8604226	0.9056221	0.82750565	0.9098511	0.83309174	0.73437196	0.9154637	0.66807836	0.73022866	0.72036487	0.94662285	0.84052825	0.78505737	0.7245047	0.8571019	0.8643571	0.78722715	0.9564577	0.7291614	0.8382822	0.69122803	0.88900375	0.9210637	0.9205526	0.8206661	0.8958848	0.77782	0.8523357	0.8119498	0.8717314	0.7024873	0.8219729	0.8018589	0.90532905	0.8802318	0.7573246	0.9669627	0.78658754	0.81674874	0.8612985	0.7992257	0.9139874	0.75968546	0.8492364	0.8600609	0.8226285	0.8546963	0.90186745	0.9126128	0.8823725	0.8418169	0.8876889	0.75076854	0.7595093	0.7334746	0.7147856	0.868576	0.8740311	0.87506866	0.849952	0.735675	0.90366197	0.78498363	0.7140266	0.7461252	0.80898106	0.92478496	0.8635884	0.8456793	0.7438155	0.9197234	0.8283182	0.668491	0.69545233	0.8745819	0.87318766	0.88650215	0.8722788	0.6199418	0.74044394	0.7677196	0.9392018	0.86048627	0.8952426	0.8540228	0.7723456	0.6413756	0.69957495	0.8723507	0.81323063	0.7779226	0.83671445	0.88508344	0.8001815	0.9008231	0.7665645	0.86492735	0.88682747	0.8442092	0.8443961	0.8197044	0.8917028	0.87724906	0.91472775	0.8853751	0.60941505	0.8473419	0.91089886	0.754028	0.81616336	0.8380529	0.8223239	0.9020083	0.8845734	0.8005204	0.58668005	0.84768724	0.84404355	0.9013938	0.84533215	0.8932469	0.8758352	0.926008	0.93182915	0.78805554	0.7850278	0.81065714	0.89512336	0.74591815	0.86292243	0.6539745	0.820324	0.88870203	0.953741	0.6875056	0.87180954	0.84252846	0.92135	0.9198491	0.90391827	0.8166318	0.78503376	0.8852505	0.6405658	0.9172034	0.7454139	0.6717545	0.8922716	0.88611656	0.70736957	0.8235688	0.75311464	0.81025296	0.8468315	0.8108104	0.6616572	0.7873509	0.8440681	0.80844337	0.73849386	0.70461595	0.7830659	0.7673789	0.8456796	0.8877906	0.7657698	0.706836	0.7488239	0.7696531	0.813964	0.7680558	0.82594347	0.8651868	0.88610595	0.9432151	0.7976772	0.84930736	0.7403991	0.8461884	0.89935946	0.9518051	0.67533284	0.83301806	0.84169805	0.8206693	0.92770535	0.8184827	0.79900396	0.7227558	0.92339504	0.8795968	0.8823403	0.9043677	0.8221074	0.8950799	0.85913324	0.72739017	0.8268293	0.8258205	0.7772885	0.87020385	0.93731743	0.7257874	0.79161966	0.90783155	0.7866914	0.9013669	0.69745797	0.93345165	0.90623665	0.8544915	0.88396907	0.686428	0.86490905	0.8607141	0.6669251	0.8626452	0.84698886	0.9357959	0.907384	0.8555012	0.8791982	0.80656254	0.78731966	0.8171861	0.8490379	0.84057975	0.8928059	0.6914029	0.91485035	0.7656739	0.7391288	0.8297708	0.92023194	0.6666358	0.820243	0.86336064	0.861185	0.8620287	0.7662727	0.8065597	0.7960577	0.90156966	0.8107504	0.88510424	0.87385666	0.6866776	0.79347754	0.89679027	0.93406296	0.81038916	0.90782577	0.89588904	0.9084306	0.83787096	0.8279931	0.85413355	0.87187546	0.86356044	0.7431462	0.8809715	0.81764144	0.90692335	0.8140038	0.82030916	0.82884175	0.86571693	0.59644437	0.7641876	0.7856351	0.88134766	0.8260931	0.8621478	0.8964959	0.8504672	0.76853216	0.8744284	0.89567477	0.84785086	0.93687487	0.8682027	0.8844097	0.79371214	0.8570336	0.8398498	0.73014754	0.7287028	0.76344484	0.8560374	0.8885183	0.781706	0.68628985	0.8901895	0.7783678	0.83573663	0.8996428	0.92733586	0.92272514	0.8955124	0.7822566	0.91911334	0.70309705	0.8318676	0.81749666	0.83828235	0.90044624	0.67115146	0.79135895	0.94461066	0.67221427	0.72866714	0.711853	0.6401925	0.9477568	0.6832998	0.8028368	0.8950393	0.8361129	0.8669431	0.75968677	0.81970453	0.90770036	0.715482	0.82329583	0.63925755	0.88905257	0.9263865	0.78565836	0.814306	0.8058419	0.8838298	0.81591344	0.8102291	0.77302617	0.9417622	0.65062094	0.84440297	0.81141704	0.7308888	0.82094896	0.8366692	0.8591424	0.7801435	0.88253725	0.8456045	0.730826	0.8491242	0.7482037	0.85424006	0.7327063	0.90386486	0.8304318	0.9256852	0.87738883	0.85754424	0.940001	0.9012253	0.85646635	0.67795706	0.8008449	0.8985835	0.8904811	0.8099839	0.62578356	0.8983332	0.79197264	0.83133805	0.7358073	0.8519069	0.792065	0.7823119	0.80776435	0.9315195	0.90330493	0.878511	0.8801528	0.83152604	0.7508948
