	het/noun	bega/verb	kruis/verb	Dolores/name	Serena/name	paal_DIM/noun	maak/verb	seconde/noun	Squadra/name	klein/adj	vader/noun	schrijnend/adj	criticus/noun	schilderij/noun	Victor/name	wel_gemikt/adj	bocht/noun	virus/noun	wantrouwend/adj	ernstig/adj	blok/noun	worstel/verb	Jim/name	buitenlander/noun	dat/comp	steek/fixed	drempel/noun	onderdruk/verb	me/pron	brug/noun	heks/noun	beklijf/adj	groep_DIM/noun	erg/adj	daad/noun	honderdduizend/num	onjuist/adj	respect_loos/adj	vrolijk/adj	windstoot/noun	slinks/adj	Saddam/name	dat/noun	beschouw/verb	klank/noun	als/comparative	door/adv	broodje/noun	zie/verb	dan/adv	hem/pron	lot/noun	zaak/noun	vind/verb	producent/noun	Beate/name	lach/verb	elleboog_stoot/noun	weet/verb	onverbiddelijk/adj	toevlucht/noun	hand/noun	hoef/verb	Spanje/name	aanmerkelijk/adj	affiche/noun	Marguerite/name	besmet/verb	ambtenaar/noun	ontvlucht/verb	iemand/noun	wel/adv	minstens/adv	partner/noun	elleboog/noun	Chantal/name	cd-rom/noun	grimas/noun	notabene/adv	emotioneel/adj	schurk/noun	ding/noun	je/det	stem/noun	stekelig/adj	even/adj	commentator/noun	behalve/comp	grond/noun	wek_op/verb	zij/pron	senior/noun	ronduit/adv	goedkoop/adj	Madonna/name	chaotisch/adj	ook/adv	louter/adv	zeker/adj	Nederlander/noun	smerig/adj	Mulisch/name	terwijl/comp	Nottingham/name	teken/verb	chagrijnig/adj	bas_lijn/noun	sliert/noun	loer/noun	stad_genoot/noun	Aalders/name	monarchie/noun	agressief/adj	nogal/adv	fel/adj	gewoon/adj	overtreding/noun	vraag/noun	misdrijf/noun	spul/noun	verontwaardiging/noun	hypocrisie/noun	mik/verb	gericht/adj	tegen/prep	ontaard/verb	dan/comparative	kanker/noun	egoïstisch/adj	kop_stoot/noun	hij/pron	publiceer/verb	treffend/adj	collega/noun	binding/noun	misdadiger/noun	blessure/noun	volwassene/noun	op/part	ouder/noun	soort/noun	schuldig/adj	keihard/adj	vreemd/adj	portret/noun	stel/noun	zo/adj	te/adv	je/pron	tand_DIM/noun	wie/det	voetbal/verb	zielig/adj	opmerking/noun	handvol/noun	Esther/name	kindervriend/noun	totdat/comp	deler/noun	versie/noun	rivale/noun	tekst_zet/noun	hoewel/tag	Coltrane/name	ontsier/verb	tv/noun	Hitler/name	klauw/noun	truc/noun	uiterst/adj	chef/noun	flits/verb	hoofdpersoon/noun	meest/adj	inzicht/noun	af/adv	gruwelijk/adj	smaak/noun	fantasie/noun	heel/adj	verpest/verb	Freddy/name	syfilis/noun	zijn/det	hard/adj	als/comp	naar/adj	die/det	zo/adv	zowel/vg	Weide/name	wat/det	over/prep	echt/adj	sla/verb	als/prep	pleeg_ouder/noun	weide/noun	Kirk/name	veelvoud/noun	leid/verb	doortrapt/adj	alle/det	spel_DIM/noun	soms/adv	die/pron	polder/noun	maar/vg	waarin/pp	ach/tag	Merlijn/name	slachtoffer/noun	dier/noun	mond/noun	ontdek/verb	racist/noun	één/num	zicht/noun	kunst/noun	ondertoon/noun	beveilig/verb	gevoel/noun	bluesy/noun	been/noun	Vos/name	Jacqueline/name	doe/verb	vernedering/noun	en/adv	drugs_handelaar/noun	Kim/name	overvloed/noun	laag/adj	veel/adj	heb/verb	bezet/verb	volk/noun	tand_arts/noun	onbetrouwbaar/adj	tovenaar/noun	schiet_dood/verb	stapel_op/verb	kenmerk/noun	scheld/verb	lek/noun	toch/adv	bedien/verb	jong/noun	verleid/verb	fout/noun	baseer/verb	gemeen/adj	lief/noun	recht/noun	woed/verb	Vaticaan/noun	wat/adv	bijzonder/adj	brutaal/adj	Duisenberg/name	tegenstander/noun	en/comp	jullie/pron	want/vg	vijandig/adj	on_gefundeerd/adj	sport_wagen/noun	dat/pron	mens/noun	elftal/noun	door/prep	en/vg	incident/noun	stroper/noun	aantijging/noun	tante/noun	of/vg	ontzettend/adj	regeer/verb	noem/verb	oog/noun	overval/noun	metalen/adj	muzikaal/adj	geschiedenis/noun	onwaar/adj	helling/noun	film/noun	geen/det	jij/pron	leger/noun	tegenover/prep	boos/adj	vecht/verb	beetje/noun	rap/adj	wegens/prep	Robbie/name	slecht/adj	Blue/name	jood/noun	tackle/noun	val/noun	door/comp	glimlach/noun	woestijn/noun	genoeg/adv	min/adj	midden/prep	charmant/adj	spartel/verb	onder/prep	zogenaamd/adj	Sigmund/name	misschien/adv	rauw/adj	Meersen/name	spectaculair/adj	guitig/adj	kwasi/adj	aas/verb	treed_op/verb	moralisme/noun	streek/noun	op_stoot_DIM/noun	Verkest/name	overdreven/adj	manier/noun	iets/adv	humor/noun	de/fixed	met/prep	trap/noun	gedurfd/adj	voetballer/noun	ondoorzichtig/adj	schuiver/noun	geblesseerd/adj	merk_op/verb	ben/verb	blaas_in/verb	spel/noun	Unilever/name	kijk/verb	zo_niet/sbar	complot/noun	oog_DIM/noun	duel/noun	groot/adj	deel_uit/verb	versperring/noun	Louis/det	klink/verb	rotzooi/noun	een/det	val_partij/noun	nicht_DIM/noun	wat/pron	alsof/comp	imago/noun	maar/comp	ziektekiem/noun	extreem/adj	haar/pron	reis_bureau/noun	overigens/adv	god/noun	dijk/noun	steel/verb	excuseer/verb	Wauters/name	hoe/adj	schrijf/verb	reduceer/verb	in_borst/noun	bijtend/adj	vele/adj	sheriff/noun	vaak/adj	graas/verb	dat/det	wijze/noun	ik/pron	ontsta/verb	kan/verb	bevind/verb	bedrieger/noun	sluw/adj	man/noun	stier/noun	kwalificatie/noun	groen/adj	woonhuis/noun	zoek/verb	jegens/prep	des/adj	gespierd/adj	web/noun	jaloers/adj	live_band/noun	begeer/verb	net/noun	omdat/comp	sprookje/noun	spreek_aan/verb	stel/verb	speel/verb	Kat/name	inslag/noun	wie/pron	Waal/noun	ding_DIM/noun	zeker/tag	kop/noun	elf/noun	passie/noun	roep_af/verb	heel/adv	bespreking/noun	nota/noun	bad/noun	wissel_af/verb	machine/noun	campagne/noun	ze/pron
het/noun	0.0	0.86623955	0.89370453	0.88529813	0.91887647	0.91109884	0.8153759	0.9345421	0.93514097	0.7853613	0.8834229	0.6562154	0.8379634	0.8954762	0.967321	0.9405087	0.8428929	0.901054	0.7589824	0.8058761	0.93487513	0.86374885	0.9708381	0.8656061	0.5321299	0.81963485	0.83552647	0.92399985	0.55333734	0.96260566	0.9169868	0.8356461	0.9085225	0.56176937	0.84370255	0.8987076	0.69967806	0.8212428	0.7937778	0.90668195	0.90949434	0.9312233	0.5838619	0.7673347	0.83043134	0.77134466	0.8098831	0.8654493	0.6813998	0.62659895	0.7415383	0.8748741	0.68205416	0.4571212	0.967892	0.93036675	0.70147645	0.9604837	0.6725949	0.85522497	0.8939763	0.92423916	0.717396	0.94850457	0.9219773	0.96320635	0.92389137	0.88692534	0.89150834	0.91203856	0.6419933	0.4269696	0.8594828	0.93087506	0.92788804	0.9459937	0.9162835	0.8359939	0.9111169	0.7287133	0.87637466	0.58192384	0.7870127	0.8838153	0.8689114	0.73515725	0.8412817	0.8138353	0.8901729	0.86081195	0.686088	0.92435	0.7229296	0.81678367	0.87577057	0.71736515	0.5662734	0.85803044	0.7068225	0.8307524	0.76774305	0.88323545	0.81934565	0.9218156	0.9255638	0.692502	0.84641075	0.92203224	0.83481157	0.9310254	0.8294494	0.8405099	0.7573737	0.7460867	0.8479367	0.59354424	0.9086331	0.82791567	0.90410644	0.8070037	0.8257606	0.88035685	0.8930651	0.86580396	0.94696444	0.8952102	0.83022535	0.9005652	0.68079233	0.9469432	0.6538292	0.85966855	0.77342975	0.86721295	0.8817726	0.8248835	0.89002156	0.8917105	0.9135576	0.80887026	0.8001251	0.779402	0.8948302	0.5936767	0.86845064	0.87147	0.55661917	0.7224611	0.547605	0.8997565	0.91192216	0.732947	0.550265	0.6839974	0.89690346	0.9438966	0.8867636	0.8719224	0.90169346	0.88917285	0.9286097	0.84861404	0.6619822	0.9201343	0.8974862	0.87371135	0.88947314	0.9010613	0.858384	0.8582069	0.9287409	0.85073066	0.8989882	0.79707015	0.8446336	0.8306319	0.8074165	0.76978874	0.80879974	0.6689751	0.8686451	0.99081194	0.9101621	0.9471012	0.73396814	0.67339	0.76313	0.60497296	0.6101191	0.92025614	0.94525236	0.7235875	0.83794963	0.6531913	0.9251752	0.86262476	0.8259779	0.9443154	0.9606755	0.9273226	0.8274597	0.87486154	0.89555717	0.82121027	0.5716094	0.85378337	0.9451164	0.5093281	0.8915471	0.7007216	0.95629466	0.8856592	0.83081657	0.8380752	0.8419224	0.76641315	0.9026246	0.9120695	0.90407294	0.78040886	0.85057425	0.6915772	0.8895323	0.9156923	0.89522755	0.9269867	0.5562011	0.86855793	0.8140064	0.9246576	0.9739457	0.8750617	0.87568915	0.6701143	0.76878715	0.9092802	0.8490834	0.8989711	0.6918264	0.92333376	0.92239547	0.9083126	0.8853183	0.748407	0.88847023	0.5183507	0.87078583	0.92221415	0.88026536	0.87191224	0.8488719	0.7636973	0.74783385	0.8570693	0.92535275	0.8540979	0.6283909	0.72987425	0.81072307	0.81714803	0.89518076	0.58801794	0.63102114	0.4553405	0.8386479	0.71715105	0.8847646	0.9221715	0.68902135	0.8895342	0.9476666	0.88808876	0.9178509	0.9106635	0.749822	0.8974383	0.77787554	0.6839194	0.89099807	0.6712221	0.82756597	0.95468	0.95648175	0.8683746	0.89033777	0.7234162	0.93250626	0.8795941	0.70060164	0.6490076	0.93213546	0.844929	0.68666387	0.89982176	0.6175002	0.8503736	0.8709181	0.9778826	0.6663717	0.9579726	0.8834134	0.9255346	0.9657561	0.84894514	0.8809795	0.92841417	0.6604303	0.7832487	0.93445134	0.78036416	0.8512006	0.95791966	0.9319281	0.8460716	0.5877001	0.8459962	0.97032017	0.8117277	0.8578228	0.8403585	0.96006703	0.87614936	0.8221053	0.8855733	0.94855505	0.9654321	0.59317434	0.7698442	0.7505522	0.793275	0.85169756	0.946407	0.94849676	0.8075585	0.82461977	0.7137556	0.9544833	0.95309794	0.8105356	0.4363168	0.939201	0.8398781	0.95062447	0.7150478	0.8317817	0.9107499	0.91459113	0.9499367	0.8471868	0.9380268	0.93277055	0.8988707	0.5539093	0.7969361	0.84320307	0.9473084	0.9592137	0.6621542	0.7484298	0.86043054	0.5344683	0.8195852	0.7706219	0.7173059	0.92231435	0.6535902	0.77618736	0.91214275	0.9598216	0.7492066	0.98720074	0.68254876	0.8199673	0.88644767	0.81303555	0.8136392	0.8767529	0.9240731	0.6317454	0.9555994	0.33501428	0.8058049	0.4348864	0.8579518	0.70913815	0.9305693	0.7643949	0.85930294	0.8721295	0.9387631	0.8347656	0.9537664	0.95893526	0.88458616	0.87202024	0.8337609	0.8431118	0.94623184	0.73792565	0.8740898	0.8145721	0.8089788	0.62829083	0.8419339	0.70784426	0.7148361	0.8247113	0.9833678	0.86163163	0.8302427	0.88892657	0.7497393	0.7036593	0.89451516	0.9758428	0.89639103	0.9001996	0.61702955	0.90816605	0.9034337	0.9089834	0.9112766	0.8955409	0.9433354	0.5288943
bega/verb	0.86623955	0.0	0.8787528	0.86218345	0.8621759	0.89058626	0.6436298	0.91281474	0.9041046	0.75978065	0.81768817	0.81864387	0.817545	0.9412343	0.8933058	0.8728725	0.8602736	0.86830735	0.78013736	0.5661596	0.8981562	0.8762481	0.91242015	0.68071437	0.804179	0.85978985	0.9064231	0.76719964	0.84719276	0.9016737	0.75747573	0.8504007	0.90969867	0.8569298	0.6700056	0.8502306	0.8251369	0.8301169	0.8837107	0.9077242	0.8033234	0.74303275	0.8473178	0.6985283	0.8919698	0.75458026	0.82611054	0.9008399	0.8164754	0.85492957	0.7324693	0.700123	0.80169535	0.83207834	0.96821904	0.9327662	0.8688112	0.7364421	0.8638894	0.68733144	0.8975846	0.7988363	0.8985831	0.9080875	0.85500884	0.95913494	0.8765302	0.840396	0.7217585	0.7711645	0.7907774	0.8825689	0.8337212	0.901675	0.8536302	0.9094411	0.9513259	0.89254594	0.8835697	0.81246877	0.7685217	0.80542105	0.8578596	0.8978873	0.902479	0.8662123	0.86570984	0.8321349	0.80678886	0.8061656	0.79670227	0.9570371	0.8689524	0.8638785	0.90653855	0.85845226	0.8865459	0.8574191	0.8637113	0.78117603	0.69900525	0.85308456	0.8349234	0.84659874	0.92354614	0.8483845	0.87976027	0.89356107	0.792351	0.87285733	0.90585184	0.81864667	0.7829197	0.83613634	0.8491858	0.7675077	0.55087054	0.9153043	0.50057507	0.87366974	0.76180387	0.7936306	0.86403257	0.74404967	0.771865	0.84264636	0.8718195	0.8497121	0.8276991	0.77335644	0.7692615	0.893009	0.9113604	0.8762083	0.87858105	0.70892775	0.8625978	0.822021	0.8794033	0.83359236	0.7799695	0.6097931	0.73139036	0.842203	0.90439653	0.90167445	0.7924128	0.83170503	0.8840183	0.8803244	0.8019408	0.8586464	0.8137648	0.84754896	0.84424525	0.95677435	0.85448825	0.8384254	0.9127565	0.8986303	0.78594065	0.78159684	0.8677994	0.9005731	0.78438705	0.8649474	0.7863377	0.86394227	0.7959885	0.8463243	0.8973378	0.76082826	0.8336785	0.76339805	0.84431905	0.8925998	0.5566537	0.9058082	0.8598479	0.84783757	0.8390886	0.94337416	0.89152676	0.77176785	0.7070871	0.79801714	0.88902164	0.79786485	0.8288274	0.8344335	0.92010325	0.863698	0.8488842	0.83291256	0.8531395	0.7984375	0.8519623	0.8869294	0.8838446	0.74797356	0.7730918	0.84833825	0.7723158	0.86388755	0.8257544	0.69298303	0.8815835	0.73791075	0.8748799	0.91365504	0.8074961	0.6841912	0.8256169	0.8713315	0.8053609	0.810945	0.8814085	0.856362	0.9131176	0.8143435	0.85745895	0.8325779	0.9043873	0.90849733	0.88833946	0.89501196	0.85202104	0.7382904	0.87923276	0.8636202	0.9221034	0.80477655	0.85313916	0.7492422	0.73517346	0.8523906	0.72761273	0.9066697	0.7741264	0.8126477	0.7936243	0.70258915	0.8818229	0.8274735	0.8831935	0.8603642	0.8259892	0.8549814	0.79741085	0.54627717	0.85626584	0.6830038	0.8822712	0.73438674	0.8346864	0.8498852	0.88667053	0.863251	0.7699424	0.928501	0.68480366	0.87267506	0.83125377	0.7839079	0.7431387	0.84304017	0.9248885	0.84541434	0.8298589	0.89724934	0.769427	0.83612335	0.79666567	0.8398865	0.7845306	0.91911757	0.7500302	0.816119	0.80706906	0.8325986	0.8422363	0.82826066	0.9176979	0.89619946	0.8071445	0.78341705	0.9167255	0.91288215	0.7334033	0.87813693	0.80518264	0.7757015	0.84433985	0.8318391	0.88553745	0.9272218	0.56354934	0.9618443	0.81905067	0.8973468	0.7154466	0.7669353	0.87506527	0.7479342	0.8858243	0.87822866	0.8147253	0.82871354	0.85855734	0.8493075	0.8923947	0.82339156	0.8462803	0.93227845	0.87400097	0.87031734	0.93075526	0.84275657	0.9359251	0.9210566	0.78946817	0.74707	0.8687299	0.78903735	0.8567333	0.8864934	0.8157345	0.8097124	0.8969452	0.91525614	0.85148704	0.85299957	0.85093534	0.8912048	0.8193584	0.7639231	0.828848	0.90113837	0.8355166	0.77241987	0.8977995	0.81747675	0.9638801	0.8981855	0.7672457	0.8249788	0.84905815	0.83654815	0.8295739	0.78070307	0.892224	0.945555	0.87767965	0.8575436	0.74497473	0.8392615	0.89119375	0.886594	0.81883377	0.8590896	0.76312166	0.86768067	0.78591764	0.83365124	0.915837	0.8057303	0.76605815	0.91923535	0.8332297	0.76641184	0.93432456	0.8167256	0.86701393	0.90828824	0.84902644	0.9117377	0.75923085	0.8447801	0.767978	0.91489774	0.8491049	0.7135515	0.8577827	0.8552439	0.80688006	0.80111283	0.8419869	0.7427479	0.853769	0.8988772	0.8976992	0.907127	0.8935946	0.8940115	0.6510879	0.9110298	0.8790081	0.93086624	0.8819153	0.90291697	0.8319868	0.8841427	0.7198109	0.87309736	0.7421137	0.74276316	0.8596004	0.94729495	0.7872226	0.7688716	0.8573823	0.924808	0.88541096	0.92566335	0.8697662	0.8977162	0.80469894	0.86601937	0.956854	0.94292766	0.9335811	0.90358686	0.9214466	0.8456728	0.8441236
kruis/verb	0.89370453	0.8787528	0.0	0.85522425	0.919091	0.814914	0.8655097	0.93552405	0.89910305	0.76911914	0.7398486	0.8129908	0.9006419	0.81244034	0.8066828	0.85675186	0.71907586	0.85582817	0.8575672	0.8910978	0.8176781	0.80228746	0.78772825	0.8910658	0.9036074	0.87244934	0.7240578	0.8358227	0.9128252	0.6847297	0.83222604	0.8569074	0.68047655	0.85653394	0.86218053	0.9191706	0.9194806	0.8592371	0.85508233	0.79035807	0.8372565	0.90285623	0.9282262	0.83813584	0.880701	0.87185746	0.76590824	0.8362369	0.83019954	0.8526414	0.8540914	0.7916059	0.85829324	0.8191567	0.9023284	0.8840902	0.83079034	0.8996782	0.9306942	0.81864077	0.8522905	0.7840333	0.8233478	0.93968016	0.9154369	0.8767974	0.83717173	0.86670834	0.9109912	0.8147771	0.7878065	0.87105584	0.9225198	0.8680713	0.8015257	0.85738206	0.75894105	0.84226894	0.7277374	0.8663324	0.80676484	0.82132435	0.78112894	0.8528437	0.76440316	0.8345405	0.8797619	0.85275984	0.828291	0.82610226	0.8769605	0.8001475	0.7970408	0.9246247	0.88479125	0.81147766	0.8702012	0.8425	0.945598	0.89198077	0.8584887	0.8710821	0.810707	0.9036764	0.90119314	0.8322903	0.80432826	0.83676946	0.84278524	0.8370502	0.894873	0.81454337	0.8349975	0.86695987	0.8785788	0.8328511	0.93357545	0.90570116	0.88690436	0.86266303	0.79252994	0.8952279	0.67286444	0.78776324	0.89271736	0.8750167	0.92426646	0.8251196	0.8314191	0.87184167	0.8485907	0.925736	0.82198066	0.79000986	0.8343576	0.7934137	0.9153056	0.8008976	0.8827224	0.7961159	0.7725352	0.89040047	0.8434394	0.8743236	0.7816572	0.7861067	0.8880206	0.8575913	0.801338	0.8575186	0.65868056	0.91439825	0.7847077	0.7976962	0.90829134	0.8994953	0.8743427	0.84239453	0.76732206	0.84830177	0.86544734	0.87725985	0.8098512	0.64916503	0.83382773	0.8383362	0.8751256	0.84303147	0.84313595	0.8587433	0.86842036	0.83002377	0.7044184	0.88170487	0.81193537	0.8199202	0.81458896	0.773793	0.74153763	0.8585217	0.8189265	0.87904716	0.8598192	0.8357676	0.85309064	0.8259059	0.8261233	0.8337241	0.8565461	0.8179557	0.9442112	0.8477072	0.79753554	0.8391883	0.745659	0.7685352	0.8028435	0.8283283	0.8557057	0.86297053	0.86017907	0.8637402	0.7950858	0.84884584	0.82762945	0.7893872	0.80943435	0.8734638	0.81306267	0.8536023	0.87897795	0.8477925	0.7352631	0.84454095	0.78541946	0.8744117	0.7982426	0.8848786	0.8661431	0.89408934	0.84812295	0.87387985	0.8804882	0.764189	0.82059544	0.7817564	0.8709874	0.8811432	0.8084253	0.8527181	0.8560589	0.750754	0.8293813	0.90998864	0.89402586	0.8429105	0.8665663	0.8731371	0.8627684	0.86491334	0.853295	0.9466565	0.80383253	0.80309844	0.8738847	0.83676153	0.7139528	0.69616884	0.8274213	0.89359593	0.9035406	0.69720113	0.7876124	0.8195419	0.81646365	0.923321	0.8291271	0.8907379	0.81904024	0.8884659	0.89015585	0.8416443	0.8706048	0.8625808	0.9166611	0.81004643	0.8735427	0.8730252	0.81431997	0.9514541	0.8288131	0.72259486	0.94829696	0.7472451	0.88456446	0.82321113	0.79897714	0.8651886	0.7782577	0.8435215	0.8178564	0.89780784	0.8037678	0.722965	0.8541224	0.89645296	0.67453384	0.7801607	0.8512456	0.8500191	0.91302603	0.9372519	0.88513434	0.8148601	0.8252684	0.80858094	0.9535128	0.70447755	0.89199805	0.6816328	0.86280596	0.83634037	0.79333496	0.80334187	0.8156176	0.8366559	0.8860311	0.88610077	0.86990166	0.79347044	0.7905755	0.72825056	0.91277784	0.86110634	0.89788914	0.8640249	0.9075927	0.8250884	0.78945315	0.9097592	0.91654205	0.82254636	0.8864796	0.85358393	0.9137278	0.9134298	0.9052161	0.883035	0.8382983	0.7864642	0.9521457	0.8139118	0.7369026	0.813888	0.87353545	0.8421912	0.8453864	0.8945578	0.8724388	0.8664095	0.88013715	0.7970579	0.9025301	0.7838971	0.8546462	0.8596709	0.8690886	0.9392874	0.72773945	0.87880176	0.85223144	0.89440393	0.8106393	0.8474096	0.8268346	0.8470768	0.87452924	0.91967046	0.78363323	0.80049235	0.894271	0.828201	0.73721844	0.8370111	0.8912669	0.8976279	0.8108189	0.76271635	0.9046385	0.88063335	0.90032715	0.8011919	0.8566243	0.7286116	0.81223553	0.81411326	0.8110234	0.8167199	0.83109516	0.8205326	0.8811909	0.8552531	0.88365656	0.8618368	0.83898604	0.876235	0.8038939	0.85932255	0.76872766	0.8439909	0.98006177	0.8783697	0.7739409	0.8193667	0.89628655	0.8911054	0.7727654	0.8988116	0.86681384	0.88892424	0.8302338	0.83803546	0.86950177	0.7630404	0.7144711	0.9197861	0.81623495	0.5904709	0.85088205	0.9117692	0.8337867	0.8512688	0.8947651	0.8291424	0.92218494	0.7578393	0.8780088	0.83942175	0.86746514	0.94130975	0.82537365	0.822656	0.87310475	0.9201582	0.80920726
Dolores/name	0.88529813	0.86218345	0.85522425	0.0	0.90432817	0.9160338	0.8789598	0.95876724	0.7982559	0.8921587	0.7389696	0.85060036	0.69701195	0.9453163	0.82602	0.8791505	0.89442575	0.902636	0.8225776	0.85478115	0.9154175	0.8197547	0.8534077	0.90835786	0.88550836	0.7764949	0.9121313	0.84651095	0.82750416	0.974254	0.7953434	0.8624052	0.9096336	0.8756688	0.785328	0.9060621	0.91589767	0.8512418	0.89452744	0.7738936	0.7666868	0.89313173	0.9177773	0.8861128	0.8788133	0.84725547	0.8719052	0.8540839	0.9173964	0.9158282	0.76804054	0.749743	0.79545885	0.87675977	0.9477856	0.6969602	0.8353303	0.89790696	0.9492208	0.84581375	0.89089876	0.8598183	0.9119031	0.95555294	0.8441531	0.9418407	0.84499484	0.8746216	0.90781	0.82071733	0.8369836	0.85463476	0.9705228	0.85599387	0.9064544	0.8468294	0.9131159	0.854027	0.83177274	0.85659206	0.8148054	0.86888623	0.8360114	0.8358411	0.8402221	0.85938704	0.84009504	0.8518511	0.95529544	0.7938044	0.8350449	0.9467163	0.89098006	0.9493178	0.82521635	0.8798036	0.87107074	0.87270904	0.920972	0.8997625	0.876886	0.7654352	0.8543621	0.87805355	0.9010958	0.7236372	0.8105509	0.86234665	0.8640046	0.8471772	0.80827546	0.92255014	0.8433579	0.8550724	0.88812125	0.8656466	0.89003927	0.95469993	0.95334315	0.8640011	0.8583239	0.8604357	0.8833888	0.8599381	0.9321429	0.866714	0.89748263	0.86331004	0.7926594	0.89868397	0.82878983	0.9169318	0.842435	0.74063504	0.8899832	0.831931	0.936345	0.860884	0.8717295	0.78062904	0.8653619	0.9391613	0.861525	0.84556454	0.92437387	0.84901464	0.8932683	0.937685	0.8888204	0.866919	0.7298291	0.906772	0.8302096	0.84584016	0.8544905	0.7442025	0.85025334	0.88630706	0.79779816	0.9007839	0.79146504	0.84617007	0.8597102	0.8703662	0.8945658	0.9271279	0.777916	0.8854876	0.8942198	0.89945143	0.89425594	0.8865942	0.6677746	0.9046336	0.92655504	0.87420034	0.8228806	0.87250715	0.8221498	0.8841526	0.8928612	0.9280766	0.8664936	0.7309794	0.80859613	0.8629828	0.81000125	0.90601957	0.8712696	0.8512115	0.90636307	0.87677765	0.8950333	0.8925474	0.9415778	0.8529732	0.7939157	0.8903536	0.82678246	0.7828758	0.9364938	0.8776773	0.90890056	0.8910293	0.8430456	0.85765636	0.9425178	0.8818868	0.86690474	0.87637055	0.8591552	0.8980985	0.8492589	0.87786263	0.91764116	0.82974315	0.92384356	0.9871381	0.8957929	0.7982556	0.9052149	0.8711941	0.7922622	0.9199814	0.94056123	0.7995713	0.9008632	0.8853188	0.85013103	0.74882317	0.8539219	0.92660254	0.91788286	0.89393157	0.8912158	0.93215907	0.82809526	0.8253669	0.8548987	0.8651437	0.8457895	0.8645162	0.85307	0.85517704	0.91031724	0.8753261	0.89567584	0.8655777	0.7929288	0.93443155	0.92981184	0.819703	0.8087609	0.8531586	0.9160631	0.88880557	0.8331206	0.92763543	0.87484366	0.79679406	0.9264715	0.89029646	0.83310544	0.81337893	0.8438862	0.833422	0.92614055	0.8867271	0.83092666	0.92120767	0.84046495	0.8556254	0.80039024	0.8177529	0.8728002	0.70226634	0.8834983	0.83887327	0.8901481	0.82456046	0.8334485	0.9501431	0.94054997	0.91096365	0.9208537	0.8434825	0.9115331	0.84780765	0.91389066	0.83867264	0.89469224	0.8572161	0.8737967	0.87348026	0.80943656	0.92680573	0.94852036	0.9187691	0.91594684	0.8885966	0.8303919	0.8757685	0.93595076	0.889734	0.9071491	0.9032029	0.88421965	0.84706783	0.863071	0.87233824	0.86017066	0.9033679	0.9179345	0.836648	0.8456322	0.8713056	0.8743931	0.8874835	0.84712565	0.91055727	0.9118903	0.82590514	0.8484376	0.8906686	0.8979996	0.896688	0.9139525	0.91090053	0.7882918	0.8884796	0.76883316	0.8753493	0.9130015	0.82989925	0.87326163	0.84150153	0.86751604	0.9646226	0.8229625	0.84469146	0.907682	0.8766321	0.91110235	0.84144545	0.85098076	0.8352876	0.87895757	0.9405912	0.90577	0.91260105	0.86009395	0.85327566	0.8405146	0.89627755	0.919299	0.9009785	0.64668936	0.9273084	0.810855	0.9632109	0.8721762	0.8344192	0.864318	0.7557184	0.89351535	0.89085793	0.7783513	0.9403664	0.9533113	0.8602433	0.9216804	0.89356625	0.84464294	0.8465668	0.80899924	0.8183473	0.812099	0.88976574	0.8212679	0.90160626	0.88824725	0.91431797	0.8725138	0.95428973	0.88302994	0.94977945	0.8032796	0.8857096	0.7904662	0.86412	0.9493652	0.94931	0.8925224	0.93726534	0.84367573	0.8190313	0.7882395	0.9426434	0.72985387	0.8161294	0.82050776	0.9183224	0.8504385	0.80361986	0.9033412	0.8700028	0.89092773	0.8102686	0.8594679	0.8463762	0.8894808	0.8790237	0.8305385	0.84717804	0.9094902	0.82736635	0.81835383	0.8299379	0.9124805	0.9391603	0.9402541	0.9306299	0.9335909	0.9461736	0.8169306
