	*/tag	1/noun	1/num	10/num	1930/noun	2.500/num	21ste/num	24/num	25/num	3.000/num	30%/num	30/num	4/num	400/num	5/num	50/num	6,5/num	84/num	Albanees/noun	Amerikaan/noun	Amerikaans/adj	Amsterdam/name	Angenent/name	Arabisch/adj	Brits/adj	Brussel/name	Brussels/adj	Camiel/name	Canada/name	De/name	Decoster/name	Europees/adj	Francis/name	Henk/name	Hollands/adj	ING/name	Johan/name	KLM/name	Keiem/name	LPF_minister/noun	Lanaken/name	Leandro/name	Litmanen/name	Londens/adj	Luc/name	Milieu/name	Máxima/name	Nederlands/adj	Nico/name	Onderwijs/name	Palestijns/adj	Saskia/name	Temmink/name	Turks/adj	VS/name	Van/name	Vlaams/adj	Vrienden/name	Waal/name	Westmalle/name	Zuid/name	aan/prep	aandeel/noun	aandeelhouder/noun	aantal/noun	aanvankelijk/adj	accijns/noun	administratie/noun	afgelopen/adj	afkomst/noun	afkomstig/adj	aflevering/noun	afloop/noun	al/adv	al/det	algemeen/adj	alleenstaand/adj	als/comp	als/comparative	als/prep	alsof/comp	alvast/adv	ander/adj	anders/adj	arm/adj	arm/noun	avond/noun	bank_DIM/noun	basis/prep	beeld_DIM/noun	been/noun	begin/noun	behaal/verb	behoorlijk/adj	beide/det	bekend/adj	belangrijk/adj	belasting/noun	ben/verb	benut/verb	bepaal/verb	beschik/verb	beslissing/noun	besluit/verb	besta/verb	bestuur/noun	bestuur_kamer/noun	betrekking/fixed	bezitter/noun	beëindig/verb	bij/prep	bijna/adv	binnenlands/adj	blijf/verb	blik_DIM/noun	boer_DIM/noun	boete/noun	borst/noun	bouw_op/verb	boven/prep	bovendien/adv	bovenop/prep	box/noun	brandstof/noun	btw/noun	buitenland/noun	buitenlands/adj	café/noun	coca/noun	college_geld/noun	daarna/adv	daarvoor/pp	dame/noun	dan/adv	dan/comparative	dankbaar/adj	danseres/noun	dat/comp	dat/det	dat/pron	de/det	de/name	deal/noun	deelnemer/noun	deelstaat/noun	democratisch/adj	denkbeeldig/adj	destijds/adv	deze/det	dezelfde/det	die/det	die/pron	dit/det	dochter/noun	door/comp	door/prep	dring_terug/verb	dringend/adj	droog/adj	dubbel_slag/noun	duizendste/num	durf/verb	dwingend/adj	echter/adv	ecotax/noun	een/det	eens/adv	eer/noun	eerst/adj	eerste/num	eeuw/noun	eigen/adj	eigenlijk/adj	elite/noun	elk/det	en/noun	en/vg	energie/prefix	enig/adj	enkel/adv	enkel/det	enorm/adj	entree/noun	er/adv	er/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	federaal/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	fout/adj	frank/noun	ga/verb	gebied/noun	gebruik/noun	gecontroleerd/adj	gedachte/noun	geen/det	geheel/adj	gehuld/adj	gelegenheid/noun	gemeente/noun	genoeg/det	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	god/tag	goed/adj	gouden/adj	graag/adj	grif/adj	groen/adj	groot/adj	haal_op/verb	haar/det	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	harmonisering/noun	heb/verb	hecht/adj	heel/adj	heer/noun	heffing/noun	hem/pron	hemel/noun	hen/pron	her_stelling_werk/noun	het/adj	het/det	het/noun	hierover/pp	hij/pron	hoe/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	houd/verb	houder/noun	huize/noun	hulpeloos/adj	hun/det	hé/tag	ik/pron	immers/adv	imposant/adj	in/adv	in/prep	industrie/noun	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	instelling/noun	internationaal/adj	invoer_recht/noun	inwoner/noun	irriteer/verb	jaar/noun	je/pron	jongeman/noun	juist/adj	juli/noun	kalmte/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	kijk_aan/verb	kilo_meter/noun	kind/noun	klaar/adj	klein/adj	koers_winst/noun	kom/verb	kop_positie/noun	kroon_prins/noun	kroost/noun	laat/adj	laat_na/verb	lach/adj	land/noun	landelijk/adj	lang/adj	langer/adv	langzaam/adj	leerling/noun	leg_op/verb	leven/noun	lidstaat/noun	lig_om/adj	liter/noun	lokaal/adj	loon_belasting/noun	loop/verb	louter/adj	luistergeld/noun	maak/verb	maak_bekend/verb	maandag/noun	maandag_avond/noun	maar/comp	maar/vg	mag/verb	makkelijk/adj	man/noun	meen/verb	meer/adj	meer/adv	meest/adj	men/pron	met/prep	meteen/adv	middel/prep	milieu_belasting/noun	milieuvriendelijk/adj	miljard/noun	miljoen/noun	minder/det	miniem/adj	minister/noun	ministerie/noun	moeilijk/adj	moet/verb	mogelijk/adj	mogelijkheid/noun	motivatie/noun	na/prep	naar/prep	nalatenschap/noun	neem_in/verb	negen/num	nergens/adv	netjes/adj	niet/adv	nieuw/adj	niks/adv	noem/verb	nog/adv	nooit/adv	nu/adv	of/comp	of/vg	ogenblik/noun	oktober/noun	om/comp	omdat/comp	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ons/det	onszelf/pron	ontbreek/adj	ook/adv	op/part	op/prep	opdat/comp	opnieuw/adv	oranje/adj	oud/adj	over/prep	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	paar/noun	parkeer_plaats/noun	parochiekerk/noun	particulier/noun	pas/adv	pc/noun	pensioen_premie/noun	per/prep	plaats/verb	plastic/adj	poot/noun	premie/noun	prijs/noun	prijs_aan/verb	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provinciaal/adj	provincie/noun	pub/noun	regering/noun	regio/noun	rekening/noun	rekeningrijden/noun	rendement/noun	rente/noun	reserve/noun	rij/verb	roerend/adj	rond/prep	samenwerking/noun	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	snel/adj	snel_weg/noun	soort/noun	spaar_geld/noun	spaarder/noun	speciaal/adj	speculatie/noun	speler/noun	sport_wereld/noun	sprake/noun	spreid/verb	spuw/verb	sta/verb	sta_toe/verb	staal/noun	staat/noun	stad/noun	stadhuis/noun	standaard/adj	statie_geld/noun	steenkool/noun	stel/verb	stel_aan/verb	stel_voor/verb	sterk/adj	stijg/verb	stroom/noun	stuk_DIM/noun	stuur/verb	successie_recht/noun	superieur/adj	systeem/noun	taks/noun	taksen/noun	tarief/noun	te/adv	te/comp	te/prep	teatraal/adj	teelt/noun	tegelijk/adj	tegen/prep	tegenwoordig/adj	tel/noun	ten/fixed	tentoonstelling/noun	ter/prep	terecht/adj	terwijl/comp	tijd/adj	toch/adv	toe/part	toegang/noun	toegang_prijs/noun	toekomst/noun	toekomstig/adj	toelage/noun	toen/adv	toeslag/noun	tol/noun	tot/prep	transactie/noun	transport_sector/noun	triomfantelijk/adj	troon/noun	tussen/prep	tweede/num	uitgebreid/adj	van/prep	vanaf/prep	vandaag/adv	vastgoed/noun	veel/det	vennootschap_belasting/noun	ver/adj	verbouw/verb	verdeel/verb	verder/adv	verlaag/verb	verlies/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verontschuldig/adj	verschil/adj	verschil/noun	verstandig/adj	vertrek/verb	verwacht/verb	verzekerd/adj	vier/num	vier/verb	vind_plaats/verb	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voer_in/verb	voldoende/det	voor/adj	voor/prep	vooral/adv	voorheffing/noun	vooropgezet/adj	voorstel/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorig/adj	vorm/noun	vraag/verb	vriendschap/noun	vrijwel/adv	vul_aan/adj	waar/adv	waarde/prep	waarop/pp	waarover/pp	waarschuw/verb	wanhoop/noun	want/comp	wat/pron	we/pron	week/noun	weer/adv	weg/noun	weids/adj	weiger/verb	weinig/det	wekenlang/adj	wel/adv	wens/verb	wereld/noun	wetsvoorstel/noun	wettelijk/adj	wijn/noun	wijze/noun	wil/verb	winst/noun	woon_wagen_kamp/noun	word/verb	zal/verb	ze/pron	zeg/verb	zeker/adj	zelf/adv	zelfs/adv	zenuwachtig/adj	zeventien/num	zich/pron	zichzelf/pron	zie/verb	zij/pron	zijn/det	zo/adv	zoals/comp	zondag_middag/noun	zonder/comp	zonder/prep	zoveel/num	zwaar/adj	à/vg
*/tag	0.0	0.8320054	0.73460865	0.7917837	0.8779384	0.7629014	0.88461053	0.7860648	0.7911305	0.7871056	0.9157184	0.78587997	0.7471414	0.75308675	0.7876631	0.77527773	0.86071116	0.85004807	0.866547	0.9342785	0.9246353	0.81515205	0.9432927	0.93456	0.9123895	0.7640393	0.74725544	0.89142674	0.91886944	0.86575246	0.89367443	0.94452804	0.8809459	0.9190044	0.8515249	0.93094325	0.9079064	0.9076686	0.8743859	0.9634773	0.5797074	0.9648566	0.94282997	0.8500231	0.9136344	0.903863	0.8805145	0.9217007	0.9135486	0.9279136	0.9146887	0.9017818	0.941219	0.8655986	0.9454591	0.95631593	0.8688912	0.8925714	0.9187118	0.827696	0.7880554	0.8534681	0.9387259	0.9446878	0.79629266	0.90268236	0.86849964	0.8644109	0.8586504	0.91150707	0.83085513	0.90224785	0.9052055	0.9110866	0.90105385	0.9264725	0.84808767	0.903358	0.9012791	0.91049635	0.905307	0.8597661	0.8672255	0.97963536	0.90320385	0.8810578	0.8405062	0.8486358	0.8996018	0.8469684	0.85214293	0.91876847	0.93697035	0.90397537	0.8637736	0.8798962	0.9324772	0.8895414	0.90412474	0.90534556	0.9272836	0.86890584	0.94208807	0.8829591	0.931161	0.94006616	0.921002	0.86251223	0.83973503	0.902999	0.7821217	0.8857154	0.9353617	0.8842266	0.7529145	0.9547471	0.8197462	0.8920098	0.9498335	0.8520353	0.8513526	0.8252346	0.85078585	0.801685	0.8730286	0.91567695	0.9131668	0.70122194	0.9290564	0.9505586	0.7849134	0.8893901	0.83127666	0.9184059	0.90730923	0.9180466	0.89800954	0.96071196	0.9564216	0.8897579	0.7495753	0.9457234	0.93844205	0.8874725	0.9139642	0.9409286	0.8946093	0.90239525	0.88489604	0.8697534	0.9152603	0.85408056	0.9186978	0.89161885	0.8531151	0.7780028	0.8346889	0.836397	0.8258249	0.95638686	0.88301414	0.9296583	0.9335522	0.90711355	0.9376585	0.7357544	0.9072209	0.9446577	0.9324645	0.9166991	0.92818123	0.91032106	0.95938885	0.93657076	0.80423236	0.9200652	0.6762326	0.9461289	0.94951797	0.7691261	0.75315833	0.8954044	0.83603865	0.84822655	0.9481925	0.91303736	0.86016995	0.8840059	0.7959491	0.78914326	0.8019103	0.8667143	0.8119028	0.8359371	0.9342336	0.9015964	0.755224	0.8225597	0.91199946	0.81003964	0.8652023	0.84975445	0.82600236	0.790259	0.95277226	0.89192015	0.8852583	0.8783605	0.88089347	0.7827481	0.8895696	0.8705684	0.8360771	0.7719244	0.8145347	0.92390645	0.93260735	0.8888112	0.9160095	0.9387567	0.79001987	0.89529574	0.79954296	0.86775696	0.9044047	0.77963334	0.8408693	0.9281645	0.9181208	0.91006434	0.95218086	0.8978268	0.9459945	0.8832832	0.93010134	0.8685244	0.908053	0.9125803	0.86575377	0.7899742	0.95743406	0.83108044	0.97677696	0.90305984	0.8815627	0.95687115	0.934267	0.8807924	0.93419355	0.92643565	0.9092496	0.8736565	0.84486187	0.9061906	0.844556	0.8928468	0.9553096	0.86424506	0.85854226	0.83312654	0.7657145	0.8972325	0.85495466	0.917786	0.8690126	0.8845415	0.93776363	0.9204339	0.8183642	0.9200127	0.87283707	0.9145677	0.64338773	0.9188945	0.79932964	0.91451573	0.88289213	0.8604535	0.88680404	0.9166966	0.8685589	0.93973607	0.9159859	0.84593594	0.84389734	0.8496785	0.8102703	0.94402766	0.85519695	0.96026045	0.92631274	0.87253135	0.90014267	0.87787324	0.88999826	0.9388724	0.8710282	0.9001994	0.9026083	0.8689559	0.8779037	0.8563435	0.9293966	0.9463545	0.74639386	0.7879317	0.8035685	0.9498683	0.84421974	0.9106585	0.93108356	0.91950774	0.9079506	0.7247336	0.5902212	0.9541079	0.8981791	0.851311	0.8968617	0.745185	0.95038986	0.8554236	0.9004044	0.89488745	0.89856285	0.8056182	0.83536947	0.83209616	0.88588697	0.8218094	0.95063096	0.9094646	0.84363514	0.8780583	0.9493783	0.92503595	0.9596283	0.8474098	0.8609011	0.8974803	0.92243415	0.8153515	0.8389578	0.9274401	0.9035625	0.78609157	0.8508573	0.82706803	0.9599747	0.84237576	0.9155368	0.95259625	0.92027706	0.9376866	0.92848134	0.9326804	0.6604377	0.8256982	0.7951618	0.8651133	0.8223703	0.88293535	0.94775474	0.93771785	0.8741347	0.9492233	0.84076875	0.8785824	0.8899483	0.7970746	0.8196483	0.8031607	0.8135389	0.8262191	0.8922764	0.9634076	0.90471625	0.77503544	0.9208009	0.89073926	0.842209	0.7261368	0.84575576	0.83366597	0.8622354	0.8613129	0.9335197	0.7934013	0.8363557	0.78967726	0.86902964	0.89967763	0.8862838	0.8380166	0.88431275	0.8996018	0.92286634	0.85339147	0.9054627	0.86266834	0.8403094	0.8375588	0.9407938	0.7478001	0.91154146	0.9077712	0.95629495	0.9503433	0.9207826	0.7001302	0.8558213	0.7246987	0.9409642	0.92398936	0.87642527	0.90684116	0.72407436	0.8480429	0.8477014	0.72976995	0.86287224	0.9000876	0.91612387	0.8175088	0.93218035	0.9424876	0.9422011	0.8979995	0.88069814	0.8511168	0.8488686	0.8656045	0.8382777	0.91753435	0.80495995	0.7816195	0.8186025	0.89805245	0.88736016	0.9433935	0.8797128	0.8945755	0.94706255	0.9024245	0.85983163	0.7892669	0.86693126	0.93714535	0.92179227	0.898811	0.8676318	0.87982607	0.8849543	0.89772016	0.86798877	0.8780827	0.93043333	0.86461747	0.87567776	0.8714275	0.8775815	0.8964994	0.87208843	0.86802185	0.65250444	0.8794923	0.81574225	0.9104681	0.95722854	0.894488	0.81210345	0.8542357	0.94063216	0.8880732	0.8542242	0.8612799	0.8897631	0.84757787	0.87031984	0.9134725	0.9028251	0.8874598	0.9369717	0.8601154	0.92031753	0.84993076	0.831517	0.77382815	0.8577238	0.9145106	0.8929584	0.9325481	0.9138821	0.7788479	0.8378717	0.85648346	0.89612603	0.9230523	0.94674176	0.94146365	0.9048316	0.94394875	0.81800735	0.9470045	0.9351435	0.82487726	0.9264464	0.8450736	0.73457927	0.8516021	0.79060197	0.91363317	0.9225539	0.80661607	0.8244754	0.8229538	0.8758138	0.9450976	0.7976786	0.8767493	0.9145968	0.95026815	0.9276689	0.75373983	0.8922047	0.92368144	0.8549472	0.8922562	0.8769399	0.9446367	0.8806589	0.87304395	0.7866638	0.85243535	0.8837037	0.91396666	0.8763446	0.91359687	0.9234405	0.9755951	0.9267326	0.8709779	0.8740636	0.76926476	0.91360486	0.88537747	0.9305059	0.8487468	0.9616507	0.9007105	0.93023515	0.9186767	0.8950157	0.8034057	0.8991757	0.8911971	0.9545607	0.8832323	0.7600595	0.9011202	0.84141666	0.9682933	0.95628345	0.9038715	0.8701946	0.91309416	0.7869618	0.9503362	0.9462751	0.92022556	0.8781939	0.8843082	0.93827987	0.8540357	0.6789222	0.8484305	0.80286723	0.85128456	0.75776017	0.8495921
1/noun	0.8320054	0.0	0.81692606	0.6909164	0.81138456	0.85814893	0.88028866	0.75675726	0.7837453	0.8325372	0.8636596	0.76897895	0.8049626	0.8572931	0.7763952	0.82688653	0.8111541	0.91754764	0.95116913	0.9436931	0.9302446	0.80673033	0.9108311	0.96338326	0.9200837	0.7807231	0.871492	0.89753485	0.8927033	0.88842356	0.9003218	0.84995663	0.9250532	0.8878257	0.9604257	0.8380203	0.90411776	0.7884934	0.92004484	0.9168262	0.8793391	0.9453397	0.90805286	0.89324987	0.8892468	0.8866918	0.91751355	0.91678417	0.9083386	0.8924707	0.94463164	0.93143636	0.928325	0.93079585	0.90891516	0.9158932	0.865723	0.89871275	0.90321535	0.92666185	0.88614726	0.9149418	0.8766561	0.8643863	0.85533583	0.90037614	0.80667675	0.85040194	0.8180376	0.95340353	0.94704163	0.8945152	0.96104825	0.8603546	0.94662523	0.8056228	0.876877	0.8687531	0.94890976	0.9034603	0.9595844	0.8761785	0.9218915	0.9581139	0.94621176	0.9582261	0.8787077	0.9474051	0.8786954	0.9480779	0.9698014	0.66586053	0.91827416	0.96152633	0.90348744	0.9598407	0.93329	0.7596593	0.90661424	0.9586839	0.8518586	0.93103385	0.880045	0.78926325	0.9417486	0.8527771	0.95236933	0.8596447	0.87509763	0.82772374	0.85764796	0.8952906	0.88240385	0.91387117	0.9174718	0.96376234	0.8757174	0.97066945	0.95304906	0.92893976	0.84865683	0.8563585	0.87692094	0.88340294	0.78448164	0.90667266	0.89580566	0.8976013	0.95821005	0.87485766	0.8393864	0.8602523	0.96151036	0.8717861	0.9053909	0.9596128	0.9483064	0.95284045	0.9320163	0.8604957	0.84655875	0.9306146	0.87648135	0.9231451	0.891054	0.93259335	0.95151293	0.89987403	0.8557085	0.89030004	0.86271363	0.86952764	0.81638616	0.9296192	0.87835234	0.91642404	0.90108573	0.9086107	0.9655456	0.95340866	0.8912248	0.9484445	0.9112095	0.90565854	0.7960952	0.891437	0.95922315	0.96668243	0.82412875	0.8781572	0.93528485	0.9383214	0.959158	0.91007924	0.8617611	0.90265995	0.90892833	0.91550237	0.9631696	0.8425434	0.8935763	0.9733134	0.8934406	0.9192918	0.9742464	0.86424434	0.81192636	0.94948393	0.942899	0.81841135	0.8502995	0.81647885	0.9433971	0.9445798	0.8938541	0.8515574	0.94537383	0.9113458	0.9443743	0.8282263	0.9161943	0.93056375	0.891852	0.91623914	0.9800133	0.9068529	0.8796102	0.9723753	0.9272038	0.80891436	0.9483461	0.9294077	0.90277493	0.96441823	0.96483403	0.9675831	0.96223265	0.94442844	0.9384867	0.94188374	0.9356744	0.9571315	0.91316915	0.9125022	0.9690448	0.916524	0.92507964	0.9368727	0.96768034	0.97080517	0.89063466	0.91363096	0.9578635	0.93318784	0.9532971	0.7503552	0.9403261	0.9582536	0.93428636	0.83829665	0.92546827	0.88670623	0.98792845	0.84948844	0.8938751	0.9734237	0.9351144	0.96074265	0.89503723	0.9492688	0.93366563	0.8484003	0.93321663	0.96936566	0.8723749	0.95476115	0.96108174	0.82042885	0.95096403	0.88120246	0.8401434	0.90696746	0.7911557	0.7607447	0.8321078	0.8737527	0.91300297	0.8172573	0.90532327	0.9681702	0.66652447	0.95812863	0.92615986	0.9438419	0.36774093	0.950344	0.88026094	0.9174804	0.8741046	0.895421	0.8897239	0.808929	0.963837	0.93785846	0.94128495	0.8152579	0.92963743	0.91648877	0.93121487	0.94924897	0.87607276	0.94066125	0.86749613	0.95252186	0.9537038	0.89014274	0.8199916	0.92733413	0.84757215	0.92426085	0.93259615	0.8605496	0.9638388	0.793929	0.9070888	0.9230083	0.87495947	0.8274125	0.87487936	0.92455447	0.81020206	0.9580846	0.737929	0.57934606	0.82624936	0.9536729	0.9424951	0.85318184	0.9285288	0.95384395	0.9496038	0.9105693	0.89862305	0.95148194	0.9060195	0.8846748	0.8616802	0.88473403	0.8296525	0.89895743	0.88188636	0.87742376	0.86388725	0.91139114	0.8777965	0.90659916	0.9571457	0.8009852	0.86987615	0.8818233	0.9363943	0.84757006	0.9102595	0.924634	0.954828	0.87055504	0.923609	0.91028917	0.92205137	0.7759639	0.9599283	0.9584863	0.90309983	0.94838226	0.87193817	0.93648493	0.8656529	0.89858073	0.44940102	0.8707886	0.82844996	0.8823561	0.82169306	0.83384836	0.93556404	0.9334504	0.9280026	0.9038063	0.92140573	0.80274564	0.8471437	0.8082772	0.954802	0.9159926	0.9125991	0.9344266	0.8550868	0.9282848	0.9002894	0.8042903	0.9276787	0.8899759	0.90102977	0.802755	0.63318133	0.90708035	0.8309104	0.7270193	0.9366835	0.9479625	0.9479138	0.7644276	0.8577065	0.9314794	0.9266386	0.8173126	0.8219611	0.8956263	0.9140359	0.877882	0.90013725	0.90950143	0.8567111	0.9424827	0.8672875	0.86861026	0.9014044	0.8148806	0.89044935	0.93199337	0.90931886	0.8896215	0.9119771	0.8326526	0.96412194	0.9828644	0.91567284	0.9704176	0.87940586	0.91524667	0.95079076	0.86388475	0.89015454	0.8547083	0.8997032	0.92660964	0.9244615	0.93449134	0.8771486	0.9427994	0.937363	0.8364651	0.9083151	0.90409905	0.91966033	0.85597014	0.8769988	0.8639258	0.9244728	0.91818726	0.8677156	0.8592149	0.9452022	0.8021841	0.8701303	0.9665474	0.91839194	0.81645787	0.9709087	0.82572913	0.8168551	0.8229592	0.7253039	0.9608158	0.8369334	0.9047462	0.95888114	0.9002433	0.90011317	0.88907033	0.9287999	0.9208	0.96121013	0.8596225	0.88441586	0.93545014	0.90838	0.92077255	0.9626984	0.9448413	0.8767267	0.82092553	0.95462203	0.8906649	0.8225198	0.88706815	0.77264845	0.8933064	0.74753344	0.8145895	0.8552087	0.9371892	0.93687516	0.9033636	0.91103417	0.9076205	0.8569045	0.49231684	0.7413144	0.8914732	0.95184726	0.7968433	0.92189074	0.9234203	0.90520775	0.93360084	0.792131	0.93801683	0.9647824	0.9128158	0.9371845	0.9778735	0.9082507	0.92946756	0.9418932	0.81354773	0.8466143	0.848138	0.8939401	0.82622904	0.743412	0.97089046	0.93278855	0.94684356	0.8816262	0.72700113	0.93844414	0.8771103	0.8124516	0.95131373	0.79273766	0.9201227	0.848994	0.75732875	0.9556564	0.80362296	0.6645453	0.9220233	0.8983226	0.9484194	0.8953408	0.7774335	0.9259547	0.8870269	0.8928052	0.91066223	0.93682945	0.9601516	0.95227563	0.9743335	0.9163113	0.7996188	0.8873857	0.94666857	0.98273003	0.82177293	0.9610162	0.9138034	0.96007335	0.87138176	0.95153	0.8375531	0.77234745	0.9638814	0.9414144	0.8198103	0.883954	0.9463097	0.7702102	0.74441355	0.9226121	0.96406627	0.957945	0.9319924	0.92754847	0.94179356	0.8854782	0.96672314	0.93639064	0.9687117	0.8632063	0.9009277	0.95796955	0.9075068	0.8316677	0.86553794	0.8678001	0.9283152	0.9592988	0.9031505
