	'99/noun	's/det	1/noun	1/num	10/num	100.000/num	12/noun	12/num	125/num	145/num	15/num	18-jarige/adj	18/noun	19/noun	1950/noun	2-1/num	2/num	20/noun	20/num	2000/noun	2002/noun	2004/noun	21/noun	27/noun	3/noun	30/noun	31/noun	35-jarige/adj	4/num	45/num	50/num	8000/num	9/noun	9/num	Aartselaar/name	Arafat/name	Barcelona/name	Belg/noun	Belgisch/adj	België/name	Bon/name	Canadees/noun	EU/name	Egypte/name	Enquist/name	Europese/name	FC/name	Frankrijk/name	Fransman/noun	Golden/name	Guy/name	HSBC/name	Habibie/name	ING/name	Italië/name	Ivorianen/noun	Kroaat/noun	League/name	Levi/name	Madonna/name	Malle/name	Merchtem/name	Nederland/name	Papon/name	Pool/name	Poperinge/name	Primo/name	Somaliër/noun	Spectrum/name	Totti/name	Unie/name	Vlaanderen/name	Zellik/name	aan/part	aanbesteding/noun	aanbieding/noun	aanbod/noun	aandeel/noun	aanklacht/noun	aantal/noun	aanvaard/verb	aanvraag/noun	abonnement/noun	accoord/noun	acht/num	achter/prep	adres/noun	advies/noun	af/part	afgegeven/adj	afgekeurd/adj	al/adv	al/det	algemeen/adj	alibi/noun	alle/det	alleen/adj	alleen/adv	alleszins/adv	als/comp	als/prep	alsnog/adv	alternatief/noun	altijd/adv	ander/adj	anderzijds/adv	antwoord/verb	april/noun	arbeid_vergunning/noun	arbeider/noun	argument/noun	arriveer/verb	augustus/noun	bedrijf/noun	behalve/comp	behandel/verb	beide/det	bekentenis/noun	beklaagd/adj	beleid/noun	ben/verb	ben_uit/verb	bepaal/verb	beschadig/verb	beschik/verb	beschouw/verb	besef/verb	beslis/verb	bestemming/noun	bestrijd/verb	bestuurder/noun	betaal_middel/noun	betaal_terug/verb	betwist/verb	bewijs/noun	bezit/noun	bezit/verb	bied_aan/verb	bij/prep	bijstandsgerechtigden/noun	biljet/noun	binnen/part	blijf/adj	blijf/verb	blijk/verb	bloed/noun	bod/noun	bon/noun	bond/noun	boord_document/noun	bouw_aanvraag/noun	breng_over/verb	breng_uit/verb	bromfiets/noun	buitenlander/noun	buitenlands/adj	circa/adv	club/noun	congres/noun	consument/noun	controle/noun	conventie/noun	daar/adv	daar/noun	daarover/pp	dag/noun	dagvaarding/noun	dan/adv	dan/comparative	dat/comp	dat/det	dat/noun	dat/pron	datum/noun	de/det	december/noun	deelnemer/noun	degelijk/adv	degradeer/verb	dele/adv	der/name	deze/det	die/det	die/pron	diploma/noun	dit/det	document/noun	doelpunt/noun	dokter/noun	donderdag_voormiddag/noun	door/adj	door/comp	door/prep	drie/num	duizenden/noun	durf/verb	dus/adv	dus/vg	duur/noun	echt/adj	echter/adv	een/det	eerste/num	eigenaar/noun	eind/noun	eind_uitslag/noun	elektronica_concern/noun	elk/det	en/prep	en/vg	enig/det	enkel/adj	enkel/adv	enquête/noun	er/adv	euro/noun	euthanasie/noun	evenmin/adv	eventueel/adj	excuus/noun	exploitatie_vergunning/noun	familie/noun	februari/noun	feit/noun	ga_terug/verb	ga_uit/verb	ga_voor/adj	gebruik/verb	gedrukt/adj	gedurende/prep	geen/det	geheel/adj	geld/verb	gelijk/adj	gemeente/noun	genoeg/adv	geschrapt/adj	gevangenis/noun	gewoon/adj	gezien/adj	goal/noun	goedkeuring/noun	gouverneur/noun	gratis/adj	grens/noun	groep/noun	groot/adj	haar/det	half/adj	handtekening/noun	heb/verb	heel/adj	heel/adv	helft/noun	hem/pron	hen/pron	het/det	het/noun	hier/adv	hiervoor/pp	hij/pron	hoe/adj	honderdduizend/num	hoog_seizoen/noun	humanitair/adj	hun/det	huur_contract/noun	huur_prijs/noun	huwelijk/noun	idee/noun	identiteitsbewijs/noun	idioot/adj	iedereen/pron	ik/pron	immers/adv	in/part	in/prep	inschrijving/noun	internationaal/adj	jaar/noun	jammer/adj	januari/noun	joker/noun	jongere/noun	juli/noun	juni/noun	juridisch/adj	kaart/noun	kade/noun	kan/verb	kan_binnen/verb	kanaal/noun	kandidatuur/noun	kans/noun	keer/noun	kerel/noun	keur_af/verb	kilo_gram/noun	kilo_meter/noun	kind/noun	klant/noun	klasse/noun	kom/verb	kom_binnen/verb	kom_in/verb	kom_langs/verb	koop/verb	kort/adj	kost/verb	krediet_kaart/noun	krijg/verb	krijg_binnen/verb	laag/adj	laat/adj	laat/verb	land/noun	lands/det	lang/adj	leerling/noun	leg_voor/verb	legende/noun	letter_DIM/noun	leven/noun	lever_op/verb	licentie/noun	lid_kaart/noun	lijk/verb	locatie/noun	loop/verb	maak/verb	maand/noun	maandelijks/adj	maar/adv	maar/comp	maar/vg	maart/noun	mag/verb	mag_op/verb	markt/noun	match/noun	maximum/adj	meer/adj	meer/adv	meer/det	meest/adj	meestal/adv	mei/noun	mening/fixed	merk/noun	met/prep	meteen/adv	meter/noun	metro/noun	mijn/det	minstens/adv	moeilijk/adj	moet/verb	moreel/adj	mythe/noun	na/prep	naar/prep	nationaal/adj	neem_af/verb	niet/adv	niet/vg	niettemin/adv	nieuw/adj	niveau/noun	nodig/adj	nog/adv	normaal/adj	nu/adv	nummer/noun	nummerplaat/noun	of/comp	of/vg	oktober/noun	om/comp	omdat/comp	on_verzekerd/adj	onbeperkt/adj	onder/prep	ongeldig/adj	onmiddellijk/adj	ons/det	ons/pron	ontbreek/verb	ontsla/verb	onveranderlijk/adj	onverminderd/adj	ook/adv	op/part	op/prep	opdat/comp	openbaar/adj	opkomst/noun	oppervlakkig/adj	organisatie/noun	oud/adj	oudejaar_avond/noun	over/prep	overal/adv	overdreven/adj	overeenkomst/noun	overigens/adv	overleef/verb	overschrijd/verb	overwinning/noun	paar/noun	papier/noun	partij/noun	pas/adv	paspoort/noun	passagier/noun	patent/noun	patiënt/noun	pendel_bus/noun	periode/noun	personeel/noun	persoon/noun	persoonlijk/adj	plaats/comp	plaatselijk/adj	poging/noun	post_kantoor/noun	precies/adv	prevaleer/verb	principe/noun	procedure/noun	procent/noun	proces-verbaal/noun	punt/noun	rede/noun	reden/noun	redeneer/verb	referendum/noun	regel/noun	regering/noun	reis_pas/noun	reiziger/noun	reken/verb	relatie/noun	reservatie/noun	rij/verb	rij_rond/verb	rijbewijs/noun	roep/verb	roep_in/verb	roker/noun	rood/noun	rust/noun	scheidsrechter/noun	schraal/adj	schrijf/verb	schrijf_in/verb	schrijf_uit/verb	schrijf_voor/verb	scoor/verb	september/noun	slag/noun	slechts/adv	sloop/verb	sluit_af/verb	sluit_in/verb	sofi_nummer/noun	software/noun	spaar_kaart/noun	speler/noun	sport_raad/noun	stap/verb	start/verb	status/noun	statuut/noun	steeds/adv	stel_op/verb	stem/noun	stem_biljet/noun	straf/noun	strikt/adj	strip_kaart/noun	stuur/noun	tarief/noun	tart/verb	te/adv	te/comp	tegen/prep	tel/verb	telkens/adv	ten/adv	termijn/noun	terug/part	terug_reis/noun	ticket/noun	tijdens/prep	tik_aan/verb	toch/adv	toekomst/noun	toelating/noun	toen/adv	toestemming/noun	toon/verb	tot/comp	tot/prep	tot/vg	totaal/adj	transparant/adj	treffer/noun	trein_kaart_DIM/noun	trein_reiziger/noun	tussen/prep	twaalf/num	twee/num	tweede/num	typering/noun	u/pron	uit/part	uit/prep	uitgebracht/adj	uitkomst/noun	uitslag/noun	universeel/adj	uur/noun	vaderschap/noun	van/comp	van/fixed	van/name	van/prep	vanaf/prep	vast/part	vat_op/verb	verblijf_status/noun	verblijfsvergunning/noun	verdediging/noun	vergunning/noun	verhouding/noun	verkeer/noun	verklaar/verb	verklaring/noun	veronderstelling/noun	veroorzaak/verb	vers/adj	vers/noun	verslag/noun	verticaal/adj	vertrek/noun	vervoer_bewijs/noun	verzamel/verb	verzekerd/adj	verzekering/noun	verzoek/noun	vier/num	vijandigheid/noun	vijf/num	vind/verb	visum/noun	vlieg/verb	voer_uit/verb	voldoende/adj	voldoende/det	volgens/prep	volk/noun	vonnis/noun	voor/prep	voordeel/noun	voorschot/noun	voorstel/noun	voorwaarde/noun	voorziening/noun	vorm/noun	vraag/noun	vraag/verb	vracht_wagen/noun	waar/adv	waarde/noun	waarna/pp	waarop/pp	waaruit/pp	wagen/noun	wat/det	we/pron	week/noun	weer/adv	weet_af/verb	weinig/adj	weinig/det	wel/adj	wel/adv	wereld_voetbal_bond/noun	wereldwijd/adj	werk_dag/noun	werk_vergunning/noun	werknemer/noun	westers/adj	wet/noun	wettelijk/adj	wie/pron	wiel_klem/noun	wijs_uit/verb	wijze/noun	wil/verb	wil_beschikking/noun	word/verb	zak/noun	zal/verb	zaterdag/noun	ze/pron	zeg/verb	zelfstandige/noun	zes/num	zet/verb	zich/pron	zie/verb	zij/pron	zijn/det	zo/adv	zolang/comp	zonder/prep	zopas/adv	één/num
'99/noun	0.0	0.95180076	0.33818412	0.7206147	0.60359526	0.8834649	0.3523332	0.64867246	0.8478979	0.84828424	0.64860487	0.91812515	0.36534917	0.33914495	0.34134388	0.9237865	0.77820706	0.3174348	0.6444373	0.24502712	0.28145003	0.3364324	0.31649792	0.3047166	0.30540073	0.32387853	0.3368851	0.79405534	0.7397747	0.849064	0.8633199	0.87144417	0.3230561	0.6055851	0.8297549	0.8767284	0.8640527	0.87565416	0.8652955	0.75231594	0.8764187	0.84525037	0.8120705	0.80031806	0.8558942	0.86670864	0.86988664	0.87815857	0.8957556	0.8429836	0.8379983	0.9476606	0.8226138	0.8974386	0.8918744	0.8512955	0.8079338	0.94428986	0.93444616	0.8329098	0.82580614	0.80465794	0.89082	0.8930156	0.8867414	0.6383024	0.9583864	0.8242897	0.85952854	0.94150686	0.8992974	0.84427726	0.77822775	0.92943764	0.8070338	0.8826306	0.9396546	0.88301057	0.8802054	0.8853758	0.9215764	0.72166264	0.8482447	0.7472409	0.83604693	0.95995295	0.9478914	0.9359524	0.90086126	0.826623	0.88777953	0.7791089	0.95021254	0.8260915	0.875088	0.85859656	0.88732255	0.91925764	0.92494035	0.87683463	0.9086179	0.8882305	0.95063454	0.94681096	0.9087705	0.92695725	0.9125349	0.3335502	0.80265236	0.9003095	0.94461495	0.68186307	0.37666273	0.8897339	0.90994835	0.870054	0.8898487	0.9062126	0.76205903	0.9252777	0.93776286	0.9458517	0.8859136	0.92923355	0.87403774	0.93411696	0.94425535	0.6610402	0.9286288	0.9350102	0.9073741	0.7766503	0.84155345	0.7893045	0.9508358	0.83198047	0.82783926	0.9299991	0.9050994	0.8816004	0.8493952	0.9133039	0.9596237	0.9306952	0.8921596	0.9659817	0.8435317	0.85828567	0.85709184	0.92395514	0.78795457	0.9444893	0.790327	0.90373826	0.83624583	0.85263765	0.8518621	0.8705852	0.7347771	0.90117806	0.8760833	0.85402685	0.9579779	0.9629839	0.8739103	0.7949463	0.8435354	0.93340576	0.89153975	0.92758495	0.94224405	0.89463747	0.80466557	0.52050775	0.83760166	0.3862821	0.876171	0.9162839	0.89561397	0.9318983	0.9841963	0.8383151	0.87416166	0.86463505	0.9105927	0.75686145	0.9022713	0.89987934	0.94378436	0.786762	0.961553	0.90164703	0.90270436	0.84938157	0.92091376	0.9484196	0.90382236	0.95922613	0.8700204	0.93116903	0.9141333	0.8625309	0.8100345	0.9388647	0.4787814	0.89195853	0.87165314	0.8732391	0.27121955	0.87377244	0.9288727	0.91027266	0.84975487	0.9068489	0.8920146	0.8983722	0.9186188	0.8792112	0.9024384	0.94763863	0.7389728	0.94808006	0.40542912	0.90686685	0.84810024	0.9689601	0.8909103	0.96248364	0.9265699	0.8534435	0.87774324	0.94648623	0.8572617	0.90655047	0.90270543	0.9122975	0.8721962	0.89268243	0.9233232	0.8999187	0.9256018	0.84615	0.8695808	0.7592045	0.9135802	0.9208205	0.9408783	0.92785764	0.8862519	0.9287616	0.85466707	0.93799114	0.9272146	0.88705146	0.9207087	0.9161277	0.9351476	0.95644224	0.913937	0.8722104	0.8691947	0.9769783	0.8895598	0.70841455	0.94825107	0.89782107	0.6835031	0.9037672	0.8647644	0.97904605	0.9277529	0.9499249	0.9336735	0.9340237	0.84603906	0.91736764	0.6208924	0.5514216	0.9020649	0.6699654	0.9093507	0.39721936	0.9282042	0.9207832	0.3684373	0.3422565	0.9046155	0.8621754	0.8946331	0.8851805	0.89846015	0.9110057	0.7736522	0.9525952	0.93277025	0.9346371	0.9332824	0.8685417	0.8707788	0.92552346	0.9222033	0.8858408	0.8661587	0.86316377	0.86307764	0.81377923	0.9211316	0.9108637	0.9103838	0.90453553	0.85071456	0.8880671	0.9116334	0.8715066	0.950866	0.8924521	0.93601	0.91646147	0.9234711	0.78388834	0.94060344	0.936929	0.94402385	0.9444382	0.7703974	0.8398914	0.95374125	0.84992826	0.49504346	0.9526799	0.66878796	0.85058	0.9470564	0.93094134	0.8932996	0.3614881	0.86459917	0.8120244	0.94753736	0.875396	0.85127515	0.8753189	0.9161956	0.8969853	0.9153657	0.9229508	0.3728066	0.95166326	0.94160825	0.87236905	0.886659	0.85623217	0.9479436	0.93576163	0.86929584	0.8946093	0.8415113	0.9435084	0.95395696	0.82079	0.9456176	0.8588706	0.86873055	0.95033544	0.9483412	0.9314714	0.8626276	0.9059206	0.89511484	0.888878	0.9163307	0.8881612	0.9201848	0.9101553	0.9365433	0.9058248	0.3706361	0.91366285	0.88417935	0.9162338	0.82961905	0.93840384	0.86206305	0.8889464	0.92383456	0.94530994	0.90144217	0.7055824	0.9327478	0.8932135	0.91440547	0.9512465	0.48208165	0.94907075	0.9355602	0.927964	0.9519515	0.9327737	0.9460923	0.7633257	0.9087346	0.9462717	0.92774475	0.7726228	0.8577045	0.9417593	0.89418787	0.9102287	0.8818522	0.9257325	0.9372164	0.5205666	0.87067634	0.88744247	0.8935952	0.94510466	0.7944755	0.67747337	0.92059237	0.89608896	0.9373352	0.8692125	0.9436435	0.9463604	0.8416049	0.8061761	0.9329146	0.9028213	0.902845	0.8361616	0.85411596	0.8988792	0.91885316	0.95951486	0.9677022	0.7552058	0.9102805	0.878172	0.86551857	0.9301092	0.90915376	0.9308773	0.7822224	0.8628452	0.91017747	0.89967513	0.943367	0.9117855	0.89363825	0.91965836	0.93938106	0.9221488	0.9451887	0.94006246	0.5931841	0.79426277	0.9095602	0.92009217	0.3576895	0.8778243	0.860143	0.9225136	0.69332176	0.92632324	0.8561181	0.94568163	0.78212726	0.80677974	0.7809168	0.8402793	0.4057492	0.92887545	0.89408374	0.92439103	0.88548505	0.93378025	0.8944604	0.8732081	0.91622126	0.8543528	0.9491484	0.8374551	0.90472686	0.95198137	0.90386415	0.8446345	0.8488368	0.50181055	0.92427	0.93212456	0.92938775	0.8265413	0.80180573	0.743443	0.86972994	0.9339629	0.9523476	0.8719137	0.8405036	0.9093456	0.92391384	0.8978627	0.43966687	0.5382176	0.9166965	0.9605513	0.93207455	0.82958126	0.8042304	0.7192247	0.8445264	0.83684516	0.87093806	0.8920195	0.83123326	0.9286473	0.9088441	0.8519081	0.95722705	0.87102824	0.9443443	0.47552335	0.9300046	0.92023426	0.7230652	0.96705574	0.8476118	0.38005948	0.9029338	0.95669764	0.92827356	0.83747125	0.93390316	0.83142495	0.92334044	0.9055451	0.87883025	0.9538448	0.9281339	0.9654273	0.9466633	0.9548167	0.8758934	0.95577073	0.725769	0.88555634	0.9055258	0.93812084	0.8759012	0.8766016	0.84328634	0.9461245	0.81882644	0.9539208	0.83777714	0.8398949	0.8055798	0.9495446	0.92571485	0.90746456	0.964972	0.5721895	0.86126053	0.934426	0.8776697	0.85910374	0.88602096	0.9649941	0.95214105	0.9580185	0.92864585	0.91659176	0.951707	0.9352944	0.8275813	0.9210737	0.9332125	0.92659044	0.9266635	0.90860957	0.85006595	0.9277645	0.92984086	0.9448643	0.94636047	0.9507209	0.9555315	0.8119833	0.87357396	0.5224243	0.8674197	0.8313981	0.94863003	0.8546675	0.9110966	0.9322556	0.8690423	0.9288647	0.94747955	0.92326397	0.94208354	0.6870185	0.86464554	0.8467732	0.31883657	0.89907956	0.9697226	0.8848624	0.8408333	0.9433955	0.93671346	0.9694074	0.8978821	0.9110587	0.96131724	0.8647702	0.85705817	0.8538674	0.87587744
's/det	0.95180076	0.0	0.97349924	0.930598	0.9583473	0.94057804	0.9806605	0.95431006	0.95873076	0.93268955	0.97051656	0.9584719	0.9789729	0.97521013	0.94950426	0.9655784	0.93655944	0.98648566	0.94865596	0.9653363	0.95613074	0.9530611	0.96338344	0.9752311	0.9760337	0.9814118	0.957688	0.91730356	0.9462946	0.9347397	0.9582659	0.93828636	0.98962	0.9554497	0.9079285	0.918496	0.93667233	0.87955576	0.88066787	0.90554726	0.94358957	0.8612167	0.9231094	0.92981255	0.8910797	0.9467844	0.9660846	0.94274133	0.89663064	0.9222735	0.9267068	0.89976716	0.94888514	0.78077185	0.9013384	0.93487567	0.91616476	0.96407235	0.9272697	0.85942364	0.94152415	0.9687405	0.9074908	0.9394071	0.92500186	0.971763	0.936908	0.89166427	0.9058094	0.88125634	0.95379853	0.93744856	0.9621665	0.9506106	0.9392988	0.89439005	0.8915105	0.86105263	0.89569575	0.92379045	0.8988849	0.9199856	0.9503829	0.92667687	0.9164787	0.94025993	0.9227021	0.8659327	0.91247565	0.91447365	0.9596068	0.9652884	0.9158397	0.9071909	0.8611949	0.8660762	0.9379232	0.9227306	0.8948035	0.9609331	0.7628775	0.89527655	0.9097072	0.9599397	0.8996134	0.944226	0.8689944	0.9667225	0.9704023	0.929726	0.87741816	0.9560678	0.96693474	0.8633565	0.87710786	0.9646369	0.9069959	0.8457517	0.8228203	0.91712326	0.8967181	0.9150476	0.94011754	0.9036722	0.8969935	0.8089835	0.9547324	0.92635256	0.86285263	0.9371597	0.8913993	0.89955884	0.9727818	0.9310061	0.86086595	0.89680207	0.8615413	0.9489256	0.9210859	0.95082426	0.92548376	0.9557513	0.957691	0.92767704	0.90596473	0.97315824	0.8242081	0.94518983	0.8850995	0.91823304	0.9111507	0.9717864	0.8383513	0.93739295	0.93908256	0.84516835	0.9469433	0.8385338	0.94172716	0.9287686	0.9607274	0.872323	0.94862247	0.9565104	0.89191234	0.9424376	0.89824146	0.9587978	0.9240668	0.928152	0.92525625	0.9098575	0.8205875	0.92704165	0.86418986	0.9585554	0.94349563	0.8774948	0.88542354	0.9170179	0.9141189	0.8737855	0.8972926	0.8677622	0.93450457	0.8336394	0.87737143	0.9247729	0.96146333	0.9880357	0.9286009	0.9047351	0.9534846	0.90413547	0.9408187	0.9259933	0.9562986	0.94962937	0.97394633	0.9267174	0.88697404	0.8500963	0.7860574	0.87959254	0.9491544	0.97458655	0.6868268	0.8670586	0.9701527	0.90229195	0.9288876	0.9530648	0.92435783	0.92938673	0.95258796	0.9519625	0.9403987	0.89711165	0.95194286	0.93650997	0.94485736	0.8997252	0.9688697	0.8844279	0.9431815	0.9131057	0.9313936	0.9135474	0.88459826	0.95142937	0.917464	0.8741851	0.8256861	0.9504739	0.9339082	0.9146545	0.9336334	0.8137541	0.93986255	0.8923423	0.9042163	0.9257931	0.7567819	0.95004725	0.8525363	0.855449	0.6010884	0.87161493	0.9735203	0.91175675	0.87019825	0.9535603	0.97193253	0.8712578	0.91384155	0.88824147	0.8375377	0.9460461	0.9481344	0.8857621	0.90329087	0.92974246	0.9484898	0.977375	0.8997519	0.8617107	0.9512018	0.9355074	0.9275698	0.8979766	0.9299322	0.68281347	0.95104563	0.96801925	0.8953151	0.93917906	0.9267774	0.96645504	0.8696905	0.9294223	0.9652609	0.9689463	0.9523137	0.9237106	0.9862171	0.9731048	0.8610836	0.91005427	0.9821596	0.9561817	0.96825	0.95931655	0.86035645	0.9026213	0.92184246	0.9424324	0.93661433	0.9670739	0.98183584	0.95157707	0.9139285	0.7607853	0.96075535	0.935687	0.94170415	0.93784285	0.92931914	0.92337006	0.97374463	0.9302313	0.9257879	0.958766	0.9357544	0.93487996	0.9577958	0.8922301	0.30519438	0.9705872	0.9288571	0.85520697	0.8997643	0.9435451	0.96729493	0.8445554	0.88991153	0.95957905	0.8692009	0.933486	0.960828	0.962639	0.9334796	0.94956774	0.9359726	0.89749575	0.91346246	0.95965	0.90638435	0.9818959	0.9047172	0.92281556	0.9672351	0.9496112	0.96257764	0.95021325	0.6078166	0.9203241	0.9652549	0.9586787	0.7718554	0.91871184	0.9318031	0.95665103	0.9885643	0.93816674	0.93108976	0.97096866	0.9655473	0.80659986	0.8720622	0.9443893	0.96177876	0.7798952	0.92694205	0.9575101	0.8968028	0.79253316	0.8741327	0.8965976	0.9499228	0.9456879	0.9613287	0.93302184	0.72514343	0.9699543	0.9635387	0.9085409	0.9695934	0.9205775	0.9437937	0.959674	0.93227977	0.90361273	0.9071011	0.94783646	0.89705974	0.9507582	0.87482107	0.8965913	0.9315734	0.8937482	0.9490025	0.9622786	0.90596473	0.9559604	0.9202708	0.88099486	0.9206758	0.88369673	0.8247417	0.7827814	0.8900072	0.9618548	0.9445436	0.91277367	0.90571296	0.9180561	0.92327803	0.90091646	0.93550265	0.90399057	0.79546225	0.96547776	0.8973272	0.94396114	0.8656441	0.9510708	0.9852905	0.9486987	0.87372804	0.94988966	0.8955418	0.9500431	0.942105	0.8213332	0.95073336	0.9293441	0.9139763	0.91666687	0.9083685	0.9096433	0.9279107	0.9368352	0.9220654	0.9346379	0.78008443	0.9096093	0.8895123	0.911345	0.9390029	0.9562572	0.9439973	0.91756135	0.95604014	0.9656675	0.9433077	0.9578679	0.9487888	0.916926	0.9306993	0.9313011	0.9590766	0.84196335	0.96069974	0.8942541	0.9467639	0.9381428	0.9550147	0.8963134	0.9695078	0.9668018	0.9155756	0.95479965	0.9615865	0.96225166	0.9456359	0.86772275	0.9795573	0.8590687	0.92264843	0.9359357	0.9637131	0.7239349	0.9235812	0.91215676	0.9413319	0.8600043	0.8904259	0.9028166	0.9329067	0.97576934	0.9511996	0.9100165	0.870626	0.9228114	0.9259916	0.92797756	0.9452281	0.9429047	0.9351863	0.94203436	0.9457147	0.9743193	0.95230925	0.94550383	0.96368146	0.9049382	0.86443955	0.9201544	0.94345826	0.9418055	0.86548716	0.91672313	0.92430043	0.9563938	0.93402225	0.93499357	0.9005096	0.9535265	0.9543654	0.9578359	0.9039293	0.88899916	0.8291979	0.8651284	0.94561094	0.88566387	0.9243396	0.9043447	0.92726403	0.9409639	0.85508424	0.97674584	0.97976536	0.9644316	0.8667904	0.933197	0.7552868	0.9689498	0.9363097	0.8926722	0.9459943	0.9362816	0.8116257	0.9424801	0.8804294	0.9807687	0.8866117	0.83587056	0.9303385	0.93318856	0.9547245	0.86243737	0.79263383	0.9577846	0.90596205	0.9542449	0.91043234	0.95975286	0.95603347	0.90132356	0.91525126	0.92774093	0.9237339	0.896484	0.93945515	0.9228643	0.9550058	0.9109476	0.9223194	0.89216113	0.9432577	0.91705287	0.9002164	0.89419794	0.97183466	0.90132517	0.9334142	0.94818765	0.84449726	0.91581905	0.94885224	0.9483509	0.9132339	0.8218729	0.85363615	0.8353298	0.8216084	0.96109164	0.95358217	0.95997894	0.9276453	0.93708056	0.8879832	0.95725614	0.9381643	0.8825075	0.9710589	0.9724248	0.7701585	0.9402428	0.95992273	0.909475	0.8251074	0.9009122	0.8766225	0.9210563	0.9772156	0.9400674	0.8107327	0.9093137	0.96283424	0.9244009	0.95105773	0.93173265	0.98508567	0.9478244	0.9364609	0.9265462	0.9149687	0.9240583	0.96302277	0.9302962	0.91579634	0.8209546	0.9140394	0.9197066	0.9312944	0.8684375	0.7723762
