	dam_in/verb	wanhopig/adj	slecht/verb	word/verb	Brusselaars/noun	geluk_zoeker/noun	bewondering/noun	sprinkhaan/noun	hos/verb	rep/verb	inmiddels/adv	militair/noun	vaderlands/adj	storm_aan/adj	zie_af/verb	barbaars/adj	luidruchtig/adj	schuifel/verb	onrust/noun	nog/adv	bewonderaar/noun	gevolgd/adj	fotograaf/noun	immigrant/noun	stouw_vol/verb	verbaasd/adj	mentaal/adj	omringd/adj	Amerikaan/noun	grijp_aan/verb	journalist/noun	combineer/verb	hoog/adj	kansloos/adj	adverteerder/noun	gisteren/adv	spreiding/noun	huurling/noun	blijf_thuis/verb	confrontatie/noun	aap/noun	krijg_heen/verb	boos/adj	ere_podium/noun	neem_weg/verb	steward/noun	behoorlijk/adj	wild/adj	jaarlijks/adj	allen/adv	Deens/adj	kom_terecht/verb	kom_uit/verb	belaag/verb	vlieg/noun	poseer/verb	blauw/adj	advocaat/noun	buitenaards/adj	visser/noun	pelgrim/noun	sla_weg/verb	divers/adj	op/adj	Aziatisch/adj	aanbieder/noun	sta_klaar/verb	loop_uit/verb	tegelijk/adj	atleet/noun	betoger/noun	realiseer/verb	trek_aan/verb	leg/verb	kom_binnen/verb	razend/adj	loop_rond/verb	scholier/noun	Japans/adj	wacht_op/verb	stem_recht/noun	slaaf/noun	kind/noun	werp_op/verb	straat_beeld/noun	lastig/adj	drink/verb	woest/adj	achtervolg/verb	vul/verb	win/verb	parkoers/noun	enorm/adj	zodoende/adv	poets_vrouw/noun	verdring/verb	omring/verb	Breese/adj	bedreig/verb	medaille/noun	nu/adv	volg/adj	stedebouwkundig/adj	Mongools/adj	arm/adj	Afrikaans/adj	middag/noun	verzamel/verb	voorlaatst/adj	particulier/adj	dijk/noun	stink/adj	schaap/noun	neem/verb	test/noun	wetenschapper/noun	moeilijk/adj	dronken/adj	snel/adj	verspring/verb	wereldkampioen/noun	bestorm/verb	verdeling/noun	ondernemer/noun	jongere/noun	gekleed/adj	cola/noun	gecharmeerd/adj	punt/noun	belegger/noun	bacterie/noun	Servisch/adj	achtervolgd/adj	zwijn/noun	jong/adj	verscholen/adj	spring/verb	sprint/noun	territorium/noun	bezit/noun	confronteer/verb	laat/adj	tv_camera/noun	vloeibaar/adj	krijg_heer/noun	blank/adj	voorspelbaar/adj	kies/verb	vergezel/verb	vlot/adj	Pool/noun	moet/verb	gretig/adj	man/noun	industrie/noun	weerzinwekkend/adj	professioneel/adj	kam/verb	weer/adv	kat/noun	snel_toe/verb	gewillig/adj	haalbaar/adj	belangrijk/adj	heer/noun	seconde/noun	vandaag/adv	1940/noun	camera/noun	half/adj	kwaadaardig/adj	vracht_wagen/noun	zie/verb	vluchteling/noun	gevecht/noun	camera_mens/noun	overrompel/verb	meid/noun	zwijg/verb	stuur_af/verb	gratis/adj	opnieuw/adv	driftig/adj	buitenlands/adj	heel/adj	soms/adv	vooruitzicht/noun	uitzinnig/adj	loop/verb	meisje/noun	verslaggever/noun	foutloos/adj	opeens/adv	spurt/noun	struikel/verb	val_aan/verb	opgefokt/adj	fond/noun	reeks/noun	straks/adv	dame/noun	wek/verb	discipline/noun	grootouder/noun	tent_DIM/noun	mens/noun	te/adv	bezoeker/noun	pluimage/noun	toeschouwer/noun	hoef/verb	overspoel/verb	poging/noun	dakloze/noun	gesteund/adj	ultiem/adj	versla/verb	doek/noun	hoogspringen/verb	zwaai/adj	toerist/noun	daadwerkelijk/adj	procedureel/adj	trek/verb	enig/adj	lol_broek/noun	olympisch/adj	steeds/adv	insect/noun	opstand/noun	formeel/adj	missie/noun	supporter/noun	kom/verb	juich_toe/verb	tiener_meisje/noun	meter/noun	teleurstellend/adj	burger/noun	zweep/noun	onttrek/verb	overwin/verb	hulpverlener/noun	dubbel/verb	stroom_toe/verb	geplunderd/adj	barbaar/noun	zwerm/verb	even/adj	geval_wel/verb	bescherm/verb	tiener/noun	lok/verb	gelukkig/adj	Brit/noun	raak/verb	daling/noun	Engelsman/noun	glimlach/adj	dag/noun	kakkerlak/noun	gelovig/adj	nationalist/noun	waar/adv	christen/noun	dringend/adj	laag/adj	gil/adj	nachts/adv	18-jarigen/adj	kijk_toe/verb	potentieel/adj	strand/noun	400_meter/noun	ken/verb	indrukwekkend/adj	skater/noun	kielzog/noun	woedend/adj	politicus/noun	grut/noun	trouw/adj	volg/verb	zwaar/adj	Japanner/noun	bloot/adj	daal_af/verb	niks/noun	zet_neer/verb	tientallen/noun	sta/verb	enerzijds/adv	stel_in/verb	opgejaagd/adj	paparazzi/noun	bezwijk/verb	tribune/noun	iets/adv	weg/adj	cameraploeg/noun	fan/noun	vermom/verb	zaag/verb	plaag/verb	wetenschap/noun	zwart/adj	angst/noun	hooligan/noun	timmer/verb	drop/verb	er/adv	tijdstip/noun	ren/verb
dam_in/verb	0.0	0.83907455	0.8650265	0.8604824	0.88271683	0.8382267	0.91632724	0.93145156	0.9513074	0.8288303	0.85327375	0.82834685	0.8795284	0.8980266	0.8718229	0.83428776	0.8663981	0.927311	0.74502134	0.91588825	0.9260221	0.86564624	0.9397168	0.7698638	0.93369853	0.9082391	0.90345436	0.88941336	0.856068	0.81253827	0.8964908	0.89799297	0.8580201	0.91843045	0.8836217	0.86473894	0.75034195	0.8541523	0.87038076	0.86202335	0.8973494	0.866937	0.89551127	0.9525839	0.82086945	0.8635275	0.86003923	0.852654	0.8624096	0.86214167	0.8830792	0.8309284	0.9214111	0.8363492	0.8794619	0.9396529	0.9220142	0.89693993	0.86539054	0.839303	0.8879556	0.9004891	0.8474236	0.9353138	0.80775803	0.8561002	0.88503444	0.8814215	0.84766984	0.91336375	0.8526631	0.88822144	0.8531622	0.9358226	0.8573538	0.8792613	0.8746823	0.85628396	0.86806285	0.89185536	0.86058336	0.8933947	0.89238834	0.8233588	0.87442404	0.9033793	0.9378766	0.8519694	0.88503647	0.91495997	0.9651179	0.936693	0.811887	0.81926256	0.93072015	0.8296615	0.8642578	0.9456126	0.7630688	0.9422076	0.9061091	0.9054113	0.89301413	0.9046545	0.8319554	0.814887	0.9149817	0.909339	0.9458601	0.86708355	0.8624285	0.86936754	0.8871274	0.9073254	0.9004023	0.846658	0.93750745	0.8655523	0.8339143	0.95436007	0.93941766	0.83069104	0.8379319	0.8297565	0.8135047	0.92241585	0.9292079	0.90317494	0.9500323	0.85068715	0.81456506	0.79381126	0.90282816	0.89334714	0.89735764	0.8940887	0.9064495	0.942345	0.85024685	0.88418704	0.74041843	0.9245339	0.90188974	0.899807	0.8282477	0.85687524	0.87754565	0.89523983	0.89417505	0.90309155	0.8946159	0.8687539	0.8962846	0.8942235	0.816412	0.8797881	0.8882653	0.9310628	0.8920082	0.9343592	0.94164026	0.9296359	0.88675874	0.86822563	0.9325918	0.9482869	0.90697557	0.90649706	0.9185846	0.91982013	0.840844	0.8746168	0.9214046	0.751554	0.8141514	0.9212765	0.8653276	0.8830657	0.89766794	0.8421209	0.92318475	0.8753036	0.9061277	0.81342816	0.8944435	0.8539187	0.8541475	0.8919815	0.88651663	0.8947786	0.91086495	0.93528736	0.87839687	0.9600888	0.8823367	0.81372094	0.8712748	0.9456763	0.89154583	0.88689876	0.91608685	0.8695341	0.9051132	0.9216286	0.9292239	0.84623003	0.87785935	0.9048965	0.9350919	0.9382443	0.90323997	0.7820443	0.8328456	0.8340858	0.8502829	0.8918911	0.93391126	0.94244933	0.9627296	0.89880764	0.8376599	0.7491533	0.88416606	0.90906554	0.8825026	0.97311807	0.93283254	0.7915365	0.8672621	0.8049463	0.8243778	0.8631298	0.89780664	0.8754407	0.8441456	0.8978012	0.93105537	0.91760504	0.79368067	0.93313843	0.8363929	0.81815994	0.80228394	0.93307143	0.8641387	0.9421549	0.90831035	0.9223085	0.91231084	0.90606433	0.7309673	0.8796002	0.8814927	0.92286646	0.8788261	0.87210596	0.8363956	0.8999121	0.9284247	0.926353	0.91040975	0.87849605	0.81854105	0.83635813	0.86119175	0.85831594	0.8514154	0.89722466	0.9029816	0.9093678	0.89529693	0.7781614	0.9105361	0.96729493	0.889115	0.91867024	0.90093756	0.8777925	0.8345668	0.8540772	0.9340544	0.92160463	0.8823111	0.8448775	0.8827251	0.93263245	0.8965774	0.9315663	0.9335759	0.80954075	0.94614184	0.7857114	0.8179922	0.8446281	0.9188868	0.8247752	0.8996473	0.89101225	0.8964262	0.8987556	0.91447484	0.8808814	0.8692556	0.7856776	0.8832696	0.8862383	0.76304	0.8135274	0.9246177	0.86760306	0.8476878	0.88385475	0.8932455
wanhopig/adj	0.83907455	0.0	0.880203	0.8267154	0.81898487	0.842692	0.7600404	0.88007855	0.88858783	0.7677276	0.79496694	0.77730465	0.8202666	0.84166455	0.86929846	0.7857343	0.74508035	0.8029636	0.8143301	0.8519238	0.79480445	0.8196258	0.7830086	0.7923997	0.8813185	0.7302513	0.8637553	0.75918907	0.7603613	0.775541	0.74834067	0.85087085	0.895593	0.82184786	0.8406385	0.8458634	0.88674533	0.80865085	0.7919539	0.79602355	0.7695546	0.84391606	0.6489197	0.89524335	0.82237744	0.82714593	0.79988784	0.7532775	0.90177035	0.73455864	0.83919793	0.82203996	0.94038314	0.731107	0.79844826	0.7986398	0.8172101	0.8296355	0.76484007	0.75978506	0.77325803	0.8751641	0.8290194	0.78622574	0.81027573	0.8893908	0.80656517	0.834226	0.659492	0.8490448	0.7702537	0.92076075	0.854387	0.87868685	0.77765363	0.741933	0.767201	0.8237144	0.82873976	0.74852943	0.9007128	0.76248395	0.76606345	0.79832417	0.8405256	0.81720376	0.8659639	0.668099	0.73976225	0.82472277	0.9404968	0.89630723	0.8137026	0.7871506	0.8549471	0.7205525	0.7639046	0.91008294	0.79951113	0.9083473	0.8533769	0.9340718	0.8852356	0.84137464	0.7248374	0.7840624	0.85358447	0.8088428	0.8768933	0.8743112	0.8589317	0.80489916	0.82306015	0.9205807	0.9112574	0.8089635	0.8619243	0.74996734	0.8248413	0.90384495	0.88830715	0.7737661	0.8787034	0.8283522	0.82197475	0.77412975	0.8710953	0.838827	0.9243023	0.83219236	0.8576124	0.77785385	0.8163512	0.84675026	0.75282204	0.8245991	0.7830889	0.8982259	0.83765286	0.88414603	0.7501954	0.8643342	0.81006426	0.84969974	0.81505656	0.7353742	0.76923794	0.8669208	0.7847676	0.87475246	0.8200705	0.8352501	0.757007	0.70085055	0.88292646	0.79601914	0.8324139	0.88922596	0.81385946	0.7967323	0.8478454	0.80435944	0.9221357	0.8992618	0.7973035	0.8949978	0.90250784	0.83080244	0.8006366	0.90973777	0.8005382	0.8605715	0.79378	0.7897777	0.765257	0.85689574	0.82968026	0.7578227	0.7570453	0.8269335	0.90063417	0.8311722	0.7116146	0.8349645	0.8275827	0.6306226	0.87403435	0.7398346	0.8593211	0.7032423	0.7809513	0.8927416	0.68466514	0.90142685	0.7686729	0.7690339	0.8176436	0.9231827	0.881004	0.83699554	0.74658144	0.78772324	0.86170274	0.7899204	0.8491419	0.72002816	0.830428	0.8522982	0.88950294	0.8042316	0.8269736	0.75763893	0.7568758	0.7464614	0.78292817	0.7341094	0.8950058	0.8138698	0.9552764	0.7843316	0.77227753	0.79915434	0.9003397	0.85072607	0.836618	0.8946323	0.90761966	0.71296597	0.8251503	0.7654978	0.8623334	0.82737255	0.79090846	0.86588115	0.8028798	0.7604925	0.89537615	0.8570281	0.7795061	0.8732525	0.78483653	0.76103556	0.71194905	0.9031198	0.81326234	0.8820853	0.8443689	0.87471586	0.7692393	0.85828793	0.7958039	0.6907701	0.8289417	0.77165484	0.77622354	0.77603614	0.9263653	0.76951206	0.7619673	0.8497381	0.8273519	0.7316389	0.80305475	0.7974262	0.7694049	0.80190337	0.92659587	0.7695345	0.7760645	0.94363636	0.72922933	0.79377073	0.81298655	0.9475397	0.8444276	0.8014927	0.83977723	0.82514906	0.6327795	0.771972	0.8866857	0.79763126	0.8742221	0.8501625	0.7300764	0.7632326	0.78621316	0.88549703	0.82495356	0.72149837	0.84671396	0.7504742	0.89764875	0.7328371	0.8498595	0.7902783	0.77305347	0.82592887	0.82740325	0.7798397	0.7605292	0.82207817	0.752434	0.81705904	0.85117155	0.7801269	0.70700634	0.8023469	0.8458726	0.8120983	0.8526791	0.85657597	0.69999677
slecht/verb	0.8650265	0.880203	0.0	0.90354705	0.85866	0.90193814	0.88195074	0.94591695	0.9487829	0.8934478	0.8903166	0.9083093	0.84867007	0.90722924	0.87550086	0.861337	0.88102084	0.8983579	0.8498376	0.87566555	0.89881927	0.86660844	0.880533	0.82286274	0.891865	0.9115237	0.840956	0.8639804	0.86793303	0.8506374	0.87897706	0.81584233	0.8656184	0.8915353	0.88084835	0.89612794	0.8547447	0.90411836	0.89960253	0.83043456	0.8947058	0.866664	0.90717053	0.9183838	0.77569777	0.9263976	0.83343035	0.9064341	0.92149794	0.88458335	0.876994	0.88317734	0.9128148	0.85720986	0.88831043	0.91067576	0.9061254	0.9258816	0.8765387	0.8911636	0.8938463	0.8958825	0.83530194	0.90966797	0.8274327	0.88255095	0.89921236	0.88082254	0.8327806	0.8678577	0.88598573	0.87979525	0.8891735	0.8993101	0.91515166	0.8685738	0.8975063	0.89754856	0.84860575	0.90198946	0.8868878	0.85998225	0.9152386	0.78337336	0.885849	0.84948575	0.93997425	0.85617375	0.89674044	0.8786464	0.8776749	0.87527955	0.80741554	0.8265745	0.9249609	0.8322316	0.85324347	0.9313864	0.88350654	0.9266902	0.8788382	0.92520225	0.88352823	0.88645095	0.8485157	0.8026681	0.90023494	0.88523424	0.89289254	0.8810906	0.8758977	0.9081607	0.92263126	0.9182099	0.88556516	0.8434891	0.8593482	0.9152907	0.8695482	0.8902683	0.8893798	0.8767566	0.88699055	0.85693663	0.8616205	0.89255804	0.92201155	0.87582934	0.86210227	0.8740782	0.90363634	0.87031174	0.9245741	0.939536	0.86803675	0.8725619	0.85829145	0.8879596	0.8565682	0.90657127	0.8111014	0.8881341	0.9206177	0.8952679	0.8725393	0.85284543	0.8405968	0.8642964	0.90849555	0.86981404	0.8707271	0.8855569	0.8878156	0.92876893	0.8666888	0.8937565	0.871027	0.93733096	0.8737333	0.9368105	0.92629653	0.8824329	0.8658585	0.8261929	0.91538465	0.8690053	0.9119022	0.8848058	0.915277	0.9152584	0.8967574	0.9255946	0.875966	0.8895745	0.86708313	0.9372057	0.873083	0.88281673	0.8992042	0.89828354	0.9414656	0.8709833	0.8734208	0.86598146	0.8787278	0.82693493	0.87664795	0.8764933	0.88315994	0.9171564	0.8937445	0.8646131	0.85410064	0.887645	0.8453156	0.8752127	0.8945125	0.9325093	0.8959261	0.88550514	0.90209335	0.8767437	0.83507776	0.9110593	0.9294111	0.8708999	0.88520914	0.8947907	0.89053047	0.8882044	0.90182674	0.8638499	0.8543569	0.8785864	0.87794405	0.841139	0.8721712	0.8929012	0.9083873	0.9257093	0.88599914	0.8581775	0.8750653	0.881718	0.8636188	0.93284875	0.8900772	0.81658727	0.8881748	0.8942638	0.88769037	0.883081	0.9068364	0.92076427	0.8979555	0.9020201	0.8792483	0.87626505	0.85633296	0.92132074	0.8543606	0.7306038	0.87166184	0.905334	0.90140796	0.94610703	0.87533927	0.9185428	0.893475	0.94114584	0.83624107	0.8809844	0.8876076	0.89206123	0.8774051	0.90949035	0.89175516	0.86491424	0.9111505	0.9254864	0.9034871	0.86046165	0.8464961	0.8607095	0.88112724	0.91795856	0.8595166	0.91128224	0.9329027	0.91301966	0.87871045	0.8680649	0.910655	0.8977003	0.86283064	0.84240866	0.9040378	0.8910533	0.9039107	0.83795315	0.93697166	0.88614035	0.87301075	0.8979782	0.8541486	0.8788164	0.88039815	0.92038083	0.87918204	0.8789176	0.8764293	0.78493536	0.89473814	0.88838935	0.94320726	0.8871261	0.901009	0.84944355	0.86473185	0.89656544	0.88069224	0.9048839	0.86887765	0.8722061	0.8186143	0.873834	0.84299654	0.8861348	0.8798141	0.8715655	0.84732056	0.88755596	0.8849755
word/verb	0.8604824	0.8267154	0.90354705	0.0	0.8025083	0.8883621	0.8675857	0.8755175	0.93929297	0.83417284	0.66555077	0.70031416	0.8542131	0.8223146	0.8418096	0.8169967	0.7969394	0.9014677	0.82532763	0.8318684	0.86272407	0.8585083	0.8225853	0.7801287	0.8982733	0.8944588	0.8381176	0.8763473	0.7436806	0.84178853	0.7763919	0.8961408	0.87318903	0.86460733	0.79711854	0.7290593	0.83254623	0.8063039	0.85518104	0.8572629	0.77815044	0.86638117	0.85065794	0.90943354	0.8509377	0.75270164	0.81050986	0.8280009	0.7369256	0.75725275	0.82177293	0.8561598	0.92060566	0.82468057	0.8181832	0.8898462	0.8684453	0.7499424	0.82071877	0.7397027	0.81336623	0.88461465	0.7202611	0.9090225	0.812233	0.7939803	0.86122966	0.88343465	0.7162371	0.7797328	0.7364236	0.8902471	0.9253129	0.90044975	0.84741014	0.81767166	0.88307065	0.749172	0.8453475	0.88070345	0.78726566	0.75616974	0.76615596	0.8622328	0.8131395	0.8076623	0.8913987	0.8211014	0.81990504	0.8751627	0.94710857	0.8330507	0.8528762	0.7080564	0.8121858	0.8686491	0.8649303	0.87435734	0.81497467	0.8871454	0.73757625	0.77181137	0.7736395	0.8914827	0.8332913	0.82839227	0.7975073	0.8288679	0.8615733	0.75750506	0.7902268	0.8280034	0.7454049	0.90630066	0.7648791	0.76389164	0.82817256	0.74389803	0.7510625	0.90471244	0.8776074	0.85135293	0.8127952	0.75642747	0.7417089	0.8792748	0.834827	0.9121975	0.89476854	0.78616065	0.72933114	0.75361925	0.8951318	0.8333889	0.8560552	0.89897215	0.8985379	0.8806025	0.7923249	0.7746892	0.8570119	0.8163961	0.86136746	0.7924141	0.79486096	0.80184305	0.8468901	0.89794767	0.85923606	0.8531047	0.7656089	0.55161846	0.7855731	0.71421313	0.77901095	0.8263651	0.8073708	0.9116508	0.8058475	0.8192463	0.89796275	0.8165822	0.87064755	0.90441656	0.82437336	0.882915	0.7501769	0.7672198	0.759011	0.891561	0.80081064	0.72788507	0.91635716	0.7665306	0.82547694	0.84367144	0.9042915	0.839249	0.84954363	0.86873525	0.828954	0.6588923	0.7892984	0.7978389	0.7918571	0.7930236	0.86652327	0.85021454	0.9061185	0.7756305	0.7835527	0.8410537	0.8229475	0.87622386	0.85820836	0.810023	0.86409396	0.91367817	0.8047495	0.75461674	0.8254959	0.90559494	0.82157254	0.8020937	0.8697903	0.7293853	0.82442975	0.80458325	0.92669547	0.82816184	0.79975295	0.86500794	0.7760385	0.74745834	0.8722377	0.86045885	0.93672174	0.81776047	0.91324186	0.89401746	0.789241	0.5919398	0.8197441	0.9317948	0.92325354	0.90445644	0.88074815	0.76955235	0.78457046	0.83721733	0.7216014	0.7772497	0.7904967	0.8920992	0.8341696	0.81839854	0.878829	0.86152357	0.7147986	0.863658	0.8584948	0.8843216	0.7029059	0.9081818	0.8762537	0.85487807	0.84756935	0.9209759	0.8283422	0.9065986	0.80780804	0.72285485	0.89148235	0.8517232	0.73109317	0.8225965	0.8421086	0.7864142	0.8415564	0.78059447	0.86543226	0.77771246	0.8175414	0.8008522	0.81734836	0.7626505	0.8783108	0.8389638	0.76227033	0.85900116	0.86583155	0.7646512	0.8181221	0.93075424	0.9428685	0.85759175	0.810676	0.8713558	0.8037145	0.80617803	0.8899818	0.8633888	0.867653	0.75980616	0.74975514	0.8438243	0.87409735	0.8943967	0.9062089	0.6729815	0.89671326	0.7640619	0.8212837	0.8688246	0.85071003	0.8321122	0.8294628	0.8488051	0.8855812	0.7910764	0.8226018	0.89164484	0.8224325	0.8685578	0.84573793	0.8673954	0.8054769	0.6901583	0.8458876	0.8620152	0.80317056	0.73163784	0.8618748
Brusselaars/noun	0.88271683	0.81898487	0.85866	0.8025083	0.0	0.8604177	0.8473904	0.8987819	0.9031074	0.8588087	0.84851885	0.8759555	0.79792565	0.85303295	0.86571777	0.89797604	0.82280177	0.878058	0.8769769	0.76384676	0.8544104	0.853884	0.85681576	0.7825626	0.92687875	0.8571675	0.8424086	0.87746185	0.78307617	0.84493315	0.85043013	0.8659258	0.870109	0.814901	0.81203777	0.85429734	0.8088719	0.8612938	0.8262582	0.81596893	0.85064334	0.8907543	0.8790631	0.8856653	0.85831285	0.81902504	0.77239615	0.8530961	0.8618951	0.8218723	0.84459436	0.883085	0.90724796	0.8742124	0.85637313	0.88364923	0.89054316	0.9007754	0.871322	0.8171306	0.83556896	0.8914169	0.8419036	0.8577015	0.81281734	0.83994865	0.8936192	0.8003258	0.8084509	0.8083615	0.81462806	0.8908059	0.85812277	0.90675896	0.8775129	0.8553748	0.8725324	0.784684	0.8716003	0.86689746	0.81481	0.869878	0.83899367	0.86182487	0.8297808	0.86040866	0.896125	0.8530391	0.85298336	0.8788473	0.82538855	0.84625113	0.8217549	0.74472	0.8826476	0.8460393	0.8564619	0.8756436	0.89458096	0.86343694	0.771043	0.8365679	0.870751	0.88836694	0.8307139	0.83891666	0.86051136	0.8757665	0.77938133	0.83129	0.8398094	0.8791448	0.87471074	0.8844083	0.87963116	0.8600298	0.8517528	0.88761246	0.81410503	0.8717774	0.81933	0.8637427	0.84540904	0.76931554	0.72974855	0.87835664	0.89370394	0.8683126	0.7902294	0.78804547	0.8669697	0.87593913	0.91809976	0.88187706	0.8540998	0.8845716	0.8654434	0.8197006	0.85067713	0.9209421	0.8602221	0.83950984	0.8933092	0.8801682	0.87073517	0.8174012	0.84324455	0.84229344	0.8653033	0.7905478	0.82115644	0.7803325	0.78283113	0.85402024	0.8438375	0.89735156	0.8454837	0.9302116	0.7691139	0.8639568	0.9036616	0.84622383	0.8381113	0.87256	0.85158074	0.8503883	0.8636924	0.8817358	0.865812	0.8704033	0.8984081	0.88629127	0.896284	0.84268034	0.87606543	0.9174584	0.8473815	0.82364	0.8935542	0.9252548	0.8581546	0.72987473	0.85578996	0.822768	0.8610036	0.80565006	0.8528128	0.8469125	0.8772693	0.8614764	0.8691455	0.85431623	0.8261342	0.80909365	0.84054965	0.8879328	0.88284045	0.9265127	0.8295529	0.7511519	0.83320165	0.88457143	0.8158188	0.8291077	0.8743513	0.76810706	0.82209295	0.6766739	0.8983308	0.7964781	0.86286086	0.85943353	0.86428463	0.8121333	0.86114925	0.8177551	0.84436417	0.883098	0.91553175	0.88993424	0.79135454	0.7998783	0.9008432	0.86727846	0.85894823	0.90171003	0.8455036	0.7761138	0.84800136	0.8634606	0.8526678	0.8495641	0.78754187	0.8441982	0.8511055	0.8693681	0.89114696	0.8302454	0.77563024	0.89786994	0.8618176	0.84158075	0.80591124	0.8889906	0.8512502	0.91845626	0.90741134	0.90314144	0.78304505	0.86103284	0.8925532	0.82149726	0.8468668	0.8136252	0.7890092	0.89293015	0.9017141	0.76133436	0.84977686	0.86436564	0.8809754	0.8039462	0.83571184	0.8329176	0.8358352	0.87159234	0.87390447	0.87881356	0.85638463	0.86799204	0.84936154	0.8196273	0.8486515	0.899219	0.888922	0.85066277	0.8517207	0.86383486	0.86336523	0.8114772	0.9024339	0.8699258	0.86707234	0.88518035	0.77868795	0.8666818	0.8667871	0.85346043	0.8387613	0.84934247	0.8754908	0.7690452	0.90250564	0.88900465	0.88854927	0.8888892	0.84992874	0.848274	0.8764059	0.85896266	0.80331665	0.904975	0.8543558	0.8626552	0.8859519	0.8833599	0.86714554	0.83658785	0.8893285	0.8651513	0.8305018	0.847203	0.8653523
geluk_zoeker/noun	0.8382267	0.842692	0.90193814	0.8883621	0.8604177	0.0	0.90236723	0.9174585	0.9051302	0.9094124	0.8685485	0.8468198	0.8910498	0.89763963	0.9368047	0.90251136	0.87093484	0.8957176	0.8770692	0.92103374	0.86513513	0.92687565	0.8589793	0.6847433	0.92683613	0.9009137	0.9551952	0.87617385	0.8459513	0.90392566	0.84289265	0.9262007	0.9186584	0.9044845	0.858117	0.92727476	0.87152326	0.82919645	0.9100013	0.9020406	0.8806765	0.89330435	0.88609695	0.92158	0.9484297	0.8816435	0.88543576	0.8591941	0.88816357	0.8652558	0.8999256	0.8861098	0.9519874	0.84705716	0.87845796	0.92611474	0.904511	0.904665	0.8812855	0.8166461	0.8253851	0.92873096	0.8801607	0.8901205	0.8239008	0.84426713	0.89278376	0.93427557	0.84950066	0.8519437	0.8541813	0.9329734	0.8828521	0.9435369	0.8611522	0.8981694	0.8632752	0.8622574	0.88537174	0.87854666	0.9182406	0.8425062	0.88890076	0.89821374	0.91438574	0.90992355	0.94625473	0.8469116	0.88821596	0.90319437	0.9545131	0.9020284	0.8671827	0.8644854	0.9153578	0.84363866	0.8747107	0.93596345	0.8682976	0.9175269	0.9070583	0.9484432	0.91864234	0.8988255	0.797148	0.7789227	0.90003294	0.8807377	0.93283397	0.87584984	0.9067994	0.88340515	0.8760072	0.9589107	0.9017159	0.852125	0.93269485	0.88128215	0.9014151	0.9499355	0.914328	0.8369226	0.89379203	0.8276911	0.80662113	0.90871835	0.9351752	0.90257394	0.95913595	0.86395526	0.88557976	0.8787599	0.861012	0.8869482	0.80868936	0.8881772	0.89955235	0.92284435	0.84081215	0.902215	0.8908734	0.9316875	0.9054415	0.9263581	0.8976895	0.8347126	0.91937804	0.9162585	0.8979668	0.94015914	0.85908407	0.9078245	0.88030547	0.85867494	0.8862101	0.92417264	0.902839	0.9284535	0.8880418	0.90343654	0.945665	0.89405274	0.9164533	0.9257822	0.92363983	0.9332871	0.9336317	0.91467345	0.9062561	0.9293598	0.87801516	0.8680544	0.8966532	0.71919733	0.88908637	0.90039194	0.8723168	0.88420725	0.92677724	0.89615095	0.93561643	0.90126336	0.9005706	0.8260486	0.89797163	0.86460817	0.9085564	0.8888811	0.9356911	0.8628112	0.87433755	0.9142016	0.8695392	0.9150177	0.8931594	0.87095565	0.8920054	0.94793606	0.9351107	0.871764	0.8773435	0.93505013	0.8994727	0.9037557	0.88782084	0.8174473	0.9047198	0.8427254	0.8809663	0.84929764	0.93313974	0.8129961	0.8847998	0.80916876	0.884253	0.8871162	0.9323548	0.92980343	0.953585	0.879216	0.72527564	0.87174606	0.9435959	0.89158237	0.92220104	0.87015057	0.9219388	0.838779	0.8627984	0.85107696	0.91165227	0.8869576	0.85305995	0.91943115	0.89571756	0.88079715	0.9358301	0.93062335	0.8347135	0.92908037	0.9173389	0.90024996	0.8330338	0.9209866	0.83979595	0.9087555	0.8521446	0.88111126	0.90453506	0.9277298	0.87486196	0.8375865	0.84827155	0.92297184	0.8478445	0.91738653	0.9430068	0.8439393	0.91468287	0.92137367	0.884592	0.8423765	0.8591737	0.83176476	0.8775799	0.94210845	0.92380047	0.88844234	0.90239185	0.93095696	0.8779987	0.8076611	0.8544678	0.9483408	0.91363084	0.9099747	0.8522319	0.8406585	0.86108553	0.8595412	0.90866625	0.90756	0.9336458	0.9313564	0.84836876	0.9055655	0.8901767	0.9227654	0.9268396	0.8143267	0.94528466	0.8567763	0.93084544	0.8445854	0.91849405	0.894572	0.9161769	0.9124516	0.88331217	0.8460657	0.8298174	0.89110804	0.8892671	0.8985656	0.9089947	0.8680234	0.89338565	0.81417406	0.9098356	0.8666176	0.89386874	0.9155152	0.9009399
