	kijk_aan/verb	gericht/adj	Danny/name	bijzonder/adj	raad/verb	verwacht/verb	reageer/verb	mag/verb	na/prep	blik/verb	Magda/name	dit/det	dan/adv	daarom/pp	aldus/prep	stem/verb	nog/adv	kondig_aan/verb	Blair/name	gegeven/noun	vlak/noun	klink/verb	cohabitation/noun	begin/noun	signaal/noun	wel/adv	lied_DIM/noun	betoon/verb	direct/adj	kansloos/adj	stilaan/adv	gisteren/adv	hoewel/comp	project/noun	Willekens/name	luid/verb	Dekker/name	Mandel/name	oplossing/noun	uit/part	toe/part	Fund/name	keer/verb	kijk/verb	kort/adj	Newconomy/name	poseer/verb	moedig/adj	geval/noun	Harold/name	alweer/adv	optimistisch/adj	lijk/verb	Faber/name	dat/comp	ook/adv	natie/noun	duizenden/noun	tegemoet/part	strohalm/noun	actrice/noun	of/comp	teneur/noun	naar/prep	tegelijk/adj	vooraf/adv	besluit/verb	Christian/name	Lijn/name	kijk_op/verb	integratie/noun	want/vg	2003/num	beteken/verb	kwalificatie_reeks/noun	nieuw/adj	overigens/adv	tendens/noun	Marc/name	ouder/noun	Chris/name	Monti/name	schrijf/verb	zeer/adv	spierwit/adj	durf/verb	onderuit/adv	toon/verb	waarnaar/pp	Coster/name	volg/adj	Clark/name	twee/noun	buitengewoon/adj	diep/adj	zo/adv	Aelvoet/name	cd/noun	brief/noun	telefoontje/noun	dorp_DIM/noun	Timmerman/name	vrede/noun	wanhoop/noun	aanblik/noun	niettemin/adv	coach/noun	begin/verb	zeg/verb	weekeinde/noun	dichter/noun	aangeschaft/adj	plak_boek/noun	De/name	klim/verb	waartussen/pp	generatie/noun	buurtbewoner/noun	luchtig/adj	maar/vg	hacker/noun	fluister/verb	oppositie/noun	Govaerts/name	jong/adj	boodschap/noun	denk/verb	erg/adj	Cremers/name	dj/noun	Rompaey/name	het/noun	deze/det	Gelders/adj	blik/noun	verandering/noun	draai/verb	iedereen/pron	kind_DIM/noun	reddeloos/adj	Vanneste/name	ze/pron	liefde_verhaal/noun	einde/noun	2003/noun	weinig/det	Zuid-Afrika/name	alleszins/adv	opgewekt/adj	grond/prep	tekenend/adj	weer/adv	Pakistaans/adj	liberalisering/noun	wacht/verb	laat_af/adj	film/noun	plus/noun	Son/name	constatering/noun	bewoording/noun	trip/noun	vrolijk/adj	omdat/comp	zie/verb	Midden-Oosten/name	Polen/name	toch/adv	positief/adj	dus/adv	titelstrijd/noun	beide/det	student/noun	bezegel/verb	ben/verb	competitie_start/noun	Gerets/name	vertwijfeld/adj	echt/adj	stroom/noun	men/pron	opnieuw/adv	bied/verb	bevolking/noun	ontzettend/adj	beken/verb	veelbelovend/adj	voorbeeld/noun	VLD/name	sterf/verb	ontwikkeling/noun	kom/adj	gisteravond/adv	analist/noun	geluid/noun	Platform/name	gelijkspel/noun	geschiedenis/noun	macro_economisch/adj	sarcastisch/adj	Grosjean/name	felicitatie/noun	laat_uit/verb	Wotte/name	auteur/noun	aan/part	verwachting/noun	verkondig/verb	toneel/noun	één/pron	Freddy/name	mevrouw/noun	Persson/name	overwinnaar/noun	Demol/name	jas_DIM/noun	ingewijd/adj	over/prep	ik/pron	perspectief/noun	extreem-rechts/adj	ieder/det	wending/noun	droef/adj	zege/noun	dat/det	maak_plaats/verb	waarschuw/verb	Hecke/name	hedendaags/adj	mond/noun	kwetsbaar/adj	steeds/adv	promotie/noun	zie_uit/verb	tik_weg/verb	Buurmeijer/name	vooruit/part	Declercq/name	rots/noun	alle/det	evenals/comp	verklaring/noun	alom/adv	voor/prep	u/pron	Street/name	afloop/noun	Bekkers/name	blik_vooruit/verb	blijf/verb	mij/pron	Antonis/name	belofte/noun	toegang_kaart/noun	de/det	hij/pron	we/pron	Turks/adj	markt/noun	ANWB/name	even/adj	weinig/adj	me/pron	ons/pron	toekomst/noun	dag/noun	dansbare/adj	zie_tegemoet/verb	gestemd/adj	spreek/verb	teken/noun	firma/noun	veel/noun	kant/noun	Wijk/name	Waregem/name	ondertitel/noun	Benjamin/name	week/noun	maar/comp	zomermaand/noun	boek/noun	wat/pron	volgens/prep	J./name	kwartaal/noun	Kinshasa/name	Gabriëls/name	vermager/verb	Winter/name	waarop/pp	Werchter/name	Meyssen/name	glorieus/adj	indicator/noun	een/det	noem/verb	herdershond/noun	Rob/name	gloor/verb	Hezbollah/name	Anthuenis/name	vertrouwen/noun	er/fixed	Van/name	iets/adv	Franco/name	opper/verb	minder/adj	ziekte/noun	stem_voor/verb	Swatch/name	wij/pron	crediteur/noun	ondanks/prep	Grisham/name	Tolkien/name	er/adv	kijk_uit/verb	regisseur/noun
kijk_aan/verb	0.0	0.87135476	0.849865	0.89440185	0.8448305	0.87177885	0.7560724	0.8453793	0.7727384	0.75354624	0.90706885	0.92593443	0.7809001	0.8695446	0.89403296	0.85613674	0.8252647	0.88775134	0.8991262	0.9491648	0.91168183	0.7737266	0.9300803	0.9268484	0.87569916	0.8154773	0.85772693	0.8421668	0.8767138	0.7431104	0.86621654	0.89207697	0.8224321	0.9624978	0.9103258	0.92422444	0.870841	0.9504556	0.9502822	0.870548	0.87941873	0.940728	0.7700937	0.6289433	0.91016644	0.8975277	0.7537515	0.76647013	0.9429745	0.86742145	0.78554064	0.878608	0.7475421	0.87979305	0.84502715	0.8492152	0.88904196	0.87456554	0.84250784	0.87193537	0.901026	0.85757595	0.87287414	0.88699114	0.82007444	0.85469544	0.87617886	0.88411206	0.9363347	0.6024263	0.9257998	0.7788192	0.90587324	0.8999388	0.8917729	0.9401052	0.8772978	0.89878124	0.8757494	0.8623946	0.8648226	0.93552047	0.88696235	0.85160416	0.8433262	0.7587848	0.71041787	0.7657737	0.86922264	0.86005217	0.8978632	0.8790954	0.88737935	0.8832214	0.83793783	0.80535877	0.9133251	0.9312795	0.88385344	0.8200033	0.91629755	0.853357	0.9287985	0.8018967	0.7786742	0.8365639	0.8390372	0.8660818	0.79537946	0.89557576	0.8843858	0.9236101	0.87898153	0.86733985	0.7698566	0.88184094	0.862094	0.88001287	0.8524139	0.78631216	0.92237246	0.68456197	0.9223316	0.87856436	0.82647306	0.8642698	0.76119727	0.80895346	0.8859161	0.8995694	0.86697304	0.85857666	0.9062807	0.887847	0.6189363	0.9295386	0.86473864	0.8029171	0.8223324	0.8625503	0.84071636	0.7569466	0.89513487	0.8969588	0.9411693	0.9044801	0.920135	0.8433336	0.7949233	0.9524883	0.8588005	0.80166733	0.9177567	0.92500246	0.80393887	0.87745595	0.9191129	0.89910233	0.9267966	0.847538	0.843274	0.8469748	0.76565963	0.8189486	0.7297847	0.931814	0.9002743	0.76832706	0.92076576	0.8470576	0.8596251	0.8686037	0.92494476	0.8228394	0.829717	0.79478574	0.81018275	0.75888366	0.82704425	0.89348066	0.83178186	0.83359134	0.9115554	0.9141509	0.7925316	0.83295953	0.85728645	0.926217	0.9294777	0.8462052	0.9410753	0.9273882	0.8453815	0.89732355	0.82397735	0.95035714	0.7999909	0.9268634	0.9293865	0.838044	0.8396605	0.8351758	0.8138625	0.8591452	0.90979695	0.83139145	0.9125679	0.81125087	0.86749464	0.8883436	0.88697225	0.8144585	0.9129547	0.8810227	0.8430884	0.80534863	0.8894278	0.8742549	0.76655006	0.8735809	0.9126055	0.8400164	0.8186481	0.80922794	0.77094156	0.86205095	0.8155695	0.84515524	0.8780011	0.91523147	0.7696951	0.8488725	0.85132015	0.90114343	0.77297014	0.7961821	0.9605959	0.8391664	0.85641724	0.8406098	0.8885797	0.85823673	0.9245855	0.85775626	0.86233604	0.84121114	0.9033291	0.7964622	0.90640855	0.8293578	0.8251616	0.80194145	0.9348319	0.8813565	0.92144346	0.83300114	0.78918475	0.79488677	0.8862827	0.9326062	0.92034984	0.7304543	0.8782778	0.79020894	0.81890106	0.9240378	0.90209866	0.91620874	0.8565892	0.84476334	0.79070354	0.89237684	0.9196976	0.86995447	0.867921	0.8726264	0.8212293	0.91237193	0.86021495	0.89215183	0.82344365	0.9034268	0.92283595	0.841598	0.902678	0.90720105	0.93247265	0.91387844	0.8807871	0.88331056	0.8399721	0.84736437	0.88320637	0.8409765	0.860898	0.9184255	0.7861195	0.83249676	0.8903014	0.8713033	0.8818006	0.9198584	0.8285951	0.8712862	0.78505605	0.8487651	0.81105393	0.900203	0.84772784	0.8654574	0.92305607	0.9225942	0.96150005	0.80687994	0.9270168	0.8475103	0.9378028	0.8839786	0.88140523	0.79115003	0.9000474
gericht/adj	0.87135476	0.0	0.97102386	0.80535394	0.86259425	0.8357815	0.8229655	0.86335564	0.87883985	0.86936677	0.9381387	0.8581898	0.9099759	0.7693469	0.92843163	0.87306404	0.91214174	0.83330065	0.8635179	0.7767679	0.6482109	0.8929611	0.92021894	0.93296075	0.7898249	0.8982169	0.89172316	0.8087759	0.74085045	0.8954327	0.86229265	0.8916471	0.74745196	0.7763699	0.9477036	0.8741898	0.93605715	0.9236307	0.81766427	0.87983066	0.87281525	0.8780018	0.7973911	0.82097006	0.86309993	0.862823	0.8578702	0.82005286	0.87793106	0.91617346	0.90425694	0.85217535	0.8295592	0.88263756	0.8543856	0.79180217	0.7658175	0.81704354	0.8313919	0.88238025	0.94449204	0.86207145	0.8633253	0.8104359	0.7508452	0.82887137	0.8713966	0.9562971	0.85338295	0.892456	0.65875214	0.87649316	0.8909108	0.7611917	0.938008	0.75973463	0.8241928	0.76220644	0.97562516	0.83116955	0.97008526	0.83931905	0.91232824	0.76273763	0.90762603	0.8744809	0.9234718	0.8348497	0.7673255	0.9480382	0.9121551	0.8878593	0.9283929	0.814464	0.89098305	0.88306904	0.8744197	0.9060148	0.87695134	0.8674146	0.89642286	0.9343888	0.7823518	0.8445258	0.86388123	0.82609785	0.9273655	0.87581825	0.9584528	0.88998806	0.9057064	0.90401447	0.9260677	0.98067164	0.9207885	0.8753583	0.8260197	0.852443	0.8262861	0.80646014	0.7670407	0.9070442	0.8128612	0.9493164	0.822821	0.8157172	0.88361514	0.8739183	0.91201824	0.9231768	0.9388969	0.91792107	0.72536564	0.88605666	0.8120245	0.7668518	0.8402561	0.89468193	0.9257249	0.9105397	0.9368409	0.87089896	0.8692368	0.9074394	0.92006946	0.7524859	0.8464455	0.8358616	0.83336675	0.7683382	0.78836167	0.89392436	0.7966893	0.7673729	0.8902345	0.7640258	0.86508536	0.910375	0.9148641	0.84159714	0.8219935	0.88924026	0.88209516	0.7758341	0.85358036	0.7444484	0.86289966	0.91149056	0.7804853	0.8227188	0.9205252	0.8380734	0.7499132	0.8719412	0.8358847	0.93325263	0.9047817	0.85538214	0.8819923	0.7982656	0.82648116	0.874659	0.6995262	0.76341695	0.8802979	0.90586776	0.7923751	0.8176512	0.9438671	0.9204282	0.6611123	0.8680526	0.9022257	0.888847	0.837697	0.84646857	0.9488425	0.8310094	0.7587037	0.8629549	0.9302839	0.88365805	0.83715737	0.9061306	0.8817561	0.83441836	0.86028683	0.82081026	0.84273654	0.9063439	0.96567553	0.9318067	0.89330834	0.8912007	0.92275774	0.87347364	0.8457043	0.7467481	0.91664714	0.70697904	0.80643886	0.80123436	0.8754126	0.8676409	0.94932157	0.8838523	0.746961	0.7957948	0.93950903	0.75795126	0.89912987	0.72308177	0.7590176	0.8016104	0.90141904	0.9296287	0.9346049	0.85944104	0.9483304	0.89225227	0.7487884	0.7947965	0.86619073	0.83439434	0.6764202	0.91995156	0.917488	0.9378883	0.9256296	0.91617924	0.8570556	0.91603065	0.90144324	0.89280146	0.89365786	0.7138542	0.88882244	0.8468533	0.7781089	0.75911826	0.8199092	0.90596855	0.7888792	0.9255951	0.88901705	0.824229	0.929187	0.90675193	0.8427073	0.884408	0.85871387	0.81023914	0.86486495	0.8544295	0.8769773	0.9152137	0.94647616	0.8795843	0.9346868	0.91557276	0.86687195	0.8306712	0.897495	0.90320605	0.8401123	0.9713892	0.927677	0.84461	0.89620715	0.8787184	0.9289998	0.80080885	0.92023295	0.92951113	0.86058176	0.7961992	0.72508895	0.8273057	0.88508856	0.94873315	0.85230637	0.7663544	0.9078712	0.8372067	0.8891748	0.98681664	0.8505825	0.911223	0.85433775	0.8081603	0.8167534	0.916597	0.90291685	0.8133001	0.88838166	0.77124023	0.93540764	0.9071121	0.8412897	0.87308675	0.9239563
Danny/name	0.849865	0.97102386	0.0	0.9550437	0.924285	0.94368285	0.77886873	0.9369465	0.86504316	0.8253227	0.65137386	0.96571296	0.9610476	0.95528626	0.5723007	0.9318394	0.95245117	0.877889	0.9047733	0.97257644	0.9679277	0.9661307	0.95790964	0.97342956	0.9738435	0.9652849	0.9098312	0.86613333	0.9489764	0.78644794	0.8833611	0.8313103	0.92996424	0.9637934	0.6276854	0.9761753	0.648414	0.8725834	0.97897923	0.96434253	0.9528265	0.89963496	0.8883583	0.9643009	0.97658944	0.90841895	0.82238525	0.8565322	0.97926706	0.6875676	0.8583749	0.9058826	0.9568645	0.79489994	0.9532044	0.9479902	0.96723634	0.96283346	0.96605146	0.90268826	0.727712	0.9753916	0.93218416	0.9310763	0.95268404	0.9090775	0.78635365	0.41201723	0.89605856	0.8987226	0.97033405	0.95248574	0.82113934	0.9622875	0.9405599	0.94017065	0.94262016	0.9584164	0.252416	0.94053924	0.2483995	0.92006385	0.86899924	0.96456605	0.96584636	0.9564557	0.7865792	0.8815506	0.9290996	0.48556286	0.8986693	0.7574581	0.923668	0.9558803	0.95773727	0.9699077	0.82591593	0.92842436	0.93181235	0.92133874	0.9562635	0.48795944	0.9768123	0.8946613	0.9356884	0.8842365	0.5248475	0.9577177	0.5875247	0.91371197	0.831787	0.9638862	0.9340765	0.34803545	0.8721092	0.9772784	0.9354529	0.86055934	0.9176999	0.9375001	0.93552905	0.8358232	0.92993337	0.51989496	0.8289006	0.9690736	0.9726233	0.9680759	0.6546707	0.6999022	0.5390131	0.9831131	0.9559651	0.8738344	0.96363264	0.98464566	0.94441843	0.95365775	0.8839635	0.9527766	0.46761203	0.936203	0.9209416	0.96545684	0.930201	0.97319496	0.9233678	0.8907912	0.8790409	0.96780837	0.91301084	0.943608	0.9404473	0.9716605	0.9560026	0.9308989	0.87943226	0.90097785	0.8004597	0.9202982	0.93095887	0.839371	0.9304546	0.9467212	0.9580832	0.9717856	0.9211496	0.9438889	0.95313585	0.9573499	0.8300505	0.91867816	0.9273564	0.84748715	0.96019566	0.77809465	0.74836284	0.86234486	0.9465233	0.9798087	0.95702475	0.85249484	0.98459244	0.95746	0.9529714	0.7985833	0.8672824	0.956288	0.67238796	0.897579	0.9839672	0.9523731	0.83465123	0.8698063	0.9635354	0.9025476	0.84674287	0.9678019	0.9585689	0.88329506	0.7476381	0.81294185	0.9173558	0.79871047	0.7756264	0.96712834	0.960967	0.87799513	0.9167623	0.92192835	0.366916	0.7844857	0.86127424	0.8931854	0.5933302	0.9136548	0.90630597	0.9730507	0.9417922	0.9492255	0.9186983	0.94186646	0.912663	0.917976	0.7671331	0.975913	0.89286005	0.8870907	0.51381564	0.9442771	0.967238	0.9607851	0.9721573	0.8899868	0.977928	0.8808725	0.9366936	0.81339425	0.40324295	0.923416	0.9623373	0.8257277	0.9339191	0.8869207	0.9324804	0.9325722	0.9363083	0.8142725	0.80998605	0.6112438	0.92876893	0.9495241	0.8065798	0.7066532	0.8883572	0.9158123	0.8837874	0.94235766	0.9179741	0.9695948	0.92974263	0.94070137	0.9602391	0.9499857	0.9531168	0.9786694	0.9553625	0.9390509	0.84949255	0.89119923	0.92141277	0.97103536	0.88461703	0.93215907	0.9559115	0.76581866	0.6012564	0.91105735	0.47561234	0.9282533	0.9642279	0.9353639	0.94401705	0.97708166	0.8121794	0.54504013	0.9303933	0.91257954	0.7148608	0.897425	0.57594275	0.9569118	0.76902175	0.6965637	0.88764656	0.96574074	0.93227893	0.88880014	0.9206736	0.5199454	0.93030393	0.9546395	0.72678924	0.92828846	0.9773743	0.31375617	0.96089005	0.68795025	0.7592217	0.9409712	0.9662995	0.91022354	0.944747	0.9497751	0.9760591	0.9372182	0.9147366	0.9214469	0.97591645	0.87523943	0.63131785
bijzonder/adj	0.89440185	0.80535394	0.9550437	0.0	0.8379735	0.8555551	0.8272231	0.8562479	0.8627942	0.8629184	0.9176382	0.7688143	0.86197656	0.746028	0.9385027	0.8625149	0.847028	0.9074229	0.898165	0.8144053	0.76047945	0.7134856	0.8892999	0.91058356	0.8613594	0.7295572	0.77473325	0.7799393	0.83800864	0.91940516	0.84544367	0.9088562	0.72870624	0.7948986	0.95020944	0.9040092	0.9074098	0.9319707	0.8581198	0.8567308	0.8912373	0.9212909	0.9148977	0.8735514	0.8556254	0.88407785	0.86916083	0.75110674	0.8476793	0.8933612	0.8483346	0.8236681	0.75497365	0.8843857	0.833741	0.68843544	0.84707403	0.907954	0.8231269	0.8906622	0.8774588	0.889159	0.81209254	0.9316489	0.6666672	0.8499452	0.90074176	0.94621575	0.90842855	0.9010686	0.81149036	0.682021	0.8745303	0.8573421	0.8705468	0.7805299	0.7197807	0.80453855	0.95600194	0.8531867	0.9489792	0.8785377	0.871109	0.3717742	0.87911654	0.88434345	0.91116065	0.689419	0.7869302	0.9364246	0.9056252	0.87628686	0.9173136	0.32041436	0.8617898	0.6407872	0.8898038	0.84476995	0.9051568	0.9062025	0.9084718	0.91061455	0.9071625	0.88887143	0.767089	0.66667014	0.91598034	0.87942356	0.92390263	0.89228517	0.8430794	0.8986911	0.8758128	0.9789843	0.9201835	0.85013115	0.87806267	0.85636765	0.6730388	0.6355348	0.8491613	0.86864394	0.8814553	0.92947656	0.81086636	0.8410128	0.88448375	0.4147023	0.8926166	0.8986289	0.91285837	0.74600124	0.6567194	0.87579733	0.80886734	0.8263624	0.8662337	0.797908	0.8938653	0.9219437	0.93726647	0.81318724	0.7786065	0.89820284	0.9342137	0.75138116	0.91121197	0.6487073	0.7447506	0.8217821	0.76566494	0.86385	0.9320661	0.8580153	0.8913131	0.8124822	0.7307446	0.89647484	0.8901464	0.7805425	0.7615452	0.8505736	0.7357975	0.7325533	0.84966475	0.8698761	0.93441844	0.70291126	0.76556957	0.7806539	0.87903124	0.8261041	0.8486835	0.88650584	0.6432657	0.81666565	0.8699294	0.9083604	0.6868305	0.9092796	0.80070764	0.86945796	0.76325256	0.8973656	0.56003606	0.9333379	0.7441589	0.80560267	0.9424439	0.9161332	0.76683843	0.90507674	0.9033682	0.8667526	0.75388014	0.898116	0.8834096	0.7534209	0.7777158	0.79904026	0.8991723	0.86495405	0.825438	0.8803457	0.81363314	0.8857501	0.8686031	0.8657009	0.81375057	0.7858473	0.94891983	0.8943817	0.9140974	0.8871881	0.90404856	0.83736336	0.8309252	0.77429867	0.80011106	0.7510867	0.8891086	0.78468543	0.7148724	0.77189595	0.8785319	0.7544123	0.8018743	0.9216824	0.91999733	0.6793909	0.88636976	0.7149462	0.7015108	0.85544646	0.76097083	0.901764	0.9006813	0.8719368	0.92797035	0.8684417	0.7968935	0.82832205	0.8605774	0.7896679	0.75202715	0.8369919	0.9070347	0.8294664	0.8882193	0.8785248	0.79295576	0.7904347	0.8740746	0.9242373	0.8982654	0.81525993	0.8291619	0.80120754	0.9190081	0.8808634	0.86340415	0.79310906	0.6465038	0.81741107	0.80900264	0.87459666	0.92347586	0.83116734	0.84502614	0.83492494	0.86696774	0.83891284	0.913356	0.73264736	0.8454038	0.90909433	0.9297255	0.81355935	0.9186853	0.9264458	0.79409504	0.81108725	0.76263946	0.84975755	0.8966217	0.96641296	0.90140176	0.8812532	0.9123911	0.8825542	0.8997337	0.7818861	0.87774074	0.9353094	0.80861115	0.8249918	0.6508695	0.8276847	0.9238359	0.93061215	0.88102	0.8892087	0.85964984	0.8889704	0.7615404	0.9776709	0.7455067	0.8969984	0.88042665	0.6303301	0.85064197	0.9178725	0.9076878	0.7887476	0.9009952	0.71227527	0.8736969	0.82510644	0.8240224	0.8647677	0.8591585
raad/verb	0.8448305	0.86259425	0.924285	0.8379735	0.0	0.8107667	0.8520149	0.797039	0.8986253	0.8552483	0.903904	0.8500872	0.71582156	0.8295634	0.890393	0.81943774	0.7769666	0.8900272	0.8837258	0.8331869	0.9053001	0.8317019	0.92421824	0.9375334	0.86532617	0.77990586	0.8263836	0.8523489	0.825876	0.879483	0.883394	0.8942509	0.77082705	0.90596914	0.94521886	0.8187184	0.90036273	0.9528262	0.86042017	0.890603	0.87261075	0.9183897	0.8556265	0.7701348	0.8917634	0.87839866	0.8395578	0.844077	0.8826259	0.8938079	0.8552667	0.8233666	0.79567087	0.8725679	0.79675937	0.7661953	0.8848076	0.8545554	0.86596835	0.87800115	0.9092603	0.79842305	0.8457962	0.8883893	0.8493288	0.7868221	0.8688694	0.92748576	0.9309442	0.77940214	0.8809139	0.7669564	0.8992914	0.86931485	0.9234609	0.8927404	0.7972424	0.8562052	0.9274101	0.87260395	0.91651833	0.89702535	0.81629294	0.8381411	0.86895543	0.8022245	0.90478677	0.8219892	0.82420695	0.9182713	0.89869285	0.88037086	0.87953603	0.8549291	0.8624859	0.792565	0.8960284	0.89738977	0.8738479	0.84972167	0.924882	0.90647465	0.9096086	0.822702	0.84947324	0.8214732	0.90654963	0.88349897	0.8131274	0.90107185	0.8568832	0.8923036	0.9112544	0.94391996	0.9004801	0.88498116	0.8814477	0.8861107	0.8163016	0.780341	0.8451653	0.7999387	0.90227175	0.9160582	0.8765578	0.81446666	0.73313445	0.82772994	0.9165005	0.8979142	0.9049061	0.80679774	0.81139046	0.9037643	0.85775846	0.8767545	0.8501946	0.8087164	0.86325735	0.8697993	0.9294509	0.7741228	0.86853516	0.91494066	0.94166535	0.78371596	0.9191937	0.8371039	0.8367558	0.8575175	0.825239	0.84788436	0.9081613	0.90824467	0.79175407	0.8728789	0.86097723	0.9001385	0.8916879	0.81039083	0.8511809	0.8800286	0.7834147	0.80966705	0.76994455	0.91040975	0.9308213	0.76544183	0.8189793	0.7549225	0.883568	0.87427914	0.88085407	0.8647829	0.74519914	0.8876741	0.859869	0.7930729	0.78467023	0.9012996	0.7537582	0.88959646	0.8590908	0.90744835	0.83120763	0.83511865	0.85438836	0.8607164	0.9237845	0.87041724	0.9037461	0.91965723	0.8821558	0.8969593	0.83982694	0.9130684	0.9086351	0.87431675	0.86265624	0.8262288	0.92333615	0.86855054	0.8174237	0.89838636	0.8386589	0.8784812	0.8873658	0.818778	0.8811686	0.8518164	0.9244024	0.8371462	0.9226712	0.872307	0.9021158	0.8494712	0.81415033	0.8281121	0.78049594	0.8457307	0.883113	0.78769624	0.8265086	0.8365388	0.9102067	0.77166975	0.85356706	0.8152646	0.9258313	0.8609401	0.84729266	0.8678865	0.8247806	0.9001043	0.8613384	0.9125384	0.9315487	0.87284666	0.90645605	0.89308566	0.827173	0.83508813	0.85130304	0.84328645	0.8489994	0.76609516	0.9224726	0.86688477	0.9198612	0.8871802	0.828876	0.780859	0.9061185	0.9096584	0.9143244	0.81025577	0.80366945	0.7849835	0.89417017	0.899549	0.8801453	0.81148946	0.7916074	0.82306576	0.81545216	0.90760267	0.90647304	0.90216976	0.8611312	0.8720648	0.8021456	0.882086	0.90478337	0.7972696	0.90779006	0.89592826	0.93502915	0.8362107	0.9105314	0.89511436	0.75336087	0.8904488	0.82872254	0.7611858	0.8444604	0.9504626	0.9550558	0.9054169	0.89929706	0.83314407	0.8924429	0.8206303	0.8933731	0.91544735	0.8564947	0.8793494	0.81986606	0.8042115	0.898489	0.901496	0.87838864	0.89573586	0.85497403	0.87082815	0.87382984	0.9439651	0.80202746	0.89858544	0.8283303	0.82934266	0.8683413	0.89944136	0.9366315	0.78771734	0.9190721	0.87591976	0.90046144	0.85800874	0.78708595	0.82048523	0.90005505
verwacht/verb	0.87177885	0.8357815	0.94368285	0.8555551	0.8107667	0.0	0.7569574	0.8118828	0.8465272	0.90464485	0.943266	0.75208175	0.8476318	0.80860364	0.78335637	0.8155512	0.78982013	0.63374364	0.8916072	0.8722627	0.85480684	0.90373755	0.91830385	0.82495165	0.7852783	0.8456472	0.94236094	0.8390268	0.8374524	0.8826434	0.8706781	0.76217735	0.7155862	0.8567136	0.9399096	0.8982537	0.90111613	0.93822503	0.88393915	0.84486413	0.8460597	0.80179	0.84129107	0.8792417	0.87751174	0.7666553	0.92726505	0.83523655	0.8582286	0.9279488	0.8578768	0.6309218	0.8014408	0.88818944	0.78743607	0.80843806	0.92936397	0.8569768	0.7688626	0.87915504	0.968213	0.83626175	0.849357	0.91455185	0.8694267	0.78638834	0.7570151	0.9429455	0.86215055	0.835894	0.87889093	0.8162035	0.7814954	0.6338117	0.8932982	0.85762495	0.7481993	0.79303837	0.93898004	0.9291399	0.94703096	0.8346474	0.90334004	0.8322453	0.94275856	0.82410944	0.86865604	0.8251461	0.8506109	0.95511764	0.809049	0.9113622	0.9177285	0.80680674	0.93679875	0.86629087	0.8849372	0.92363054	0.86180246	0.85189337	0.9538776	0.9295399	0.91791177	0.9104508	0.8971851	0.7295348	0.9211588	0.8307475	0.8116191	0.82917655	0.96264386	0.89576995	0.9529857	0.9555633	0.77957416	0.92537504	0.91856587	0.88932765	0.9114243	0.8197169	0.8976002	0.8564315	0.8877987	0.9371355	0.90865195	0.8965944	0.73867846	0.8528578	0.9017559	0.95461154	0.9436196	0.8703539	0.81606334	0.88891995	0.9345036	0.8364105	0.8796397	0.90300244	0.93862087	0.91965735	0.94257253	0.9207912	0.9437071	0.88303673	0.68292904	0.79487115	0.9043042	0.79811215	0.87286556	0.8927154	0.8246503	0.85069877	0.89496005	0.82621074	0.7474723	0.8808427	0.9234435	0.7809422	0.93657017	0.8330019	0.8564053	0.895916	0.91373634	0.7996762	0.7593449	0.89708894	0.8936303	0.7979513	0.73273313	0.78047526	0.8840775	0.8528625	0.87470245	0.8341811	0.8332529	0.8757575	0.8842808	0.88509315	0.8321155	0.8406903	0.8475494	0.80666345	0.7454219	0.89380217	0.8875884	0.8541478	0.8201115	0.90166175	0.93898875	0.90407974	0.8404803	0.7085324	0.8140608	0.63423294	0.8997642	0.88365877	0.88688624	0.93397737	0.782332	0.8886737	0.92183936	0.87703276	0.7972004	0.8669455	0.9532827	0.86410105	0.5159079	0.83828676	0.92251164	0.9189645	0.94554275	0.904605	0.90590435	0.9115568	0.9213547	0.9276876	0.7931265	0.8288602	0.87122744	0.817175	0.9083195	0.84120286	0.8772819	0.92070824	0.92074376	0.8464353	0.8542396	0.68288064	0.9325737	0.94172204	0.94881004	0.8676374	0.8278297	0.9205132	0.85791236	0.9187328	0.9060546	0.7192193	0.9455939	0.9249412	0.865611	0.81397754	0.8368026	0.8719292	0.79858327	0.90270543	0.8053195	0.85352415	0.9219875	0.86003864	0.83060867	0.8827361	0.9060956	0.87571967	0.8596189	0.75203943	0.9172778	0.8301436	0.89832246	0.7990414	0.8141637	0.90683484	0.81991017	0.9097462	0.87630844	0.8630632	0.8487382	0.93693846	0.69748926	0.81947887	0.7882304	0.80766094	0.919473	0.84089667	0.9521108	0.8574742	0.92606306	0.9377622	0.94947433	0.79927236	0.81144536	0.8113743	0.93600184	0.8828223	0.71398026	0.9160399	0.6230731	0.8873909	0.9057651	0.8980178	0.94787604	0.9052719	0.87714326	0.9316948	0.8772332	0.754627	0.8111234	0.75558245	0.9656995	0.9036782	0.8324907	0.9102372	0.86215585	0.7639872	0.85489476	0.9585331	0.74827933	0.9269533	0.7989558	0.7467802	0.9251554	0.8940679	0.85999364	0.8394441	0.84027886	0.72408617	0.93337935	0.9368175	0.7492992	0.8134075	0.96152496
