	kijk_aan/verb	gericht/adj	oorsprong/noun	bijzonder/adj	getal/noun	commentaar/noun	raad/verb	verwacht/verb	pijnlijk/adj	toenadering/noun	reageer/verb	mag/verb	blik/verb	dan/adv	tolk/noun	stem/verb	nog/adv	voren/adv	aanpak/noun	kondig_aan/verb	gegeven/noun	vlak/noun	klink/verb	cohabitation/noun	email/noun	begin/noun	wel/adv	trainer/noun	lied_DIM/noun	betoon/verb	direct/adj	kansloos/adj	stilaan/adv	min/adj	gisteren/adv	project/noun	luid/verb	oplossing/noun	bind_aan/verb	complicatie/noun	keer/verb	kijk/verb	kort/adj	poseer/verb	moedig/adj	zestienjarige/adj	geval/noun	alweer/adv	kans/noun	optimistisch/adj	lijk/verb	ook/adv	natie/noun	duizenden/noun	teneur/noun	strohalm/noun	actrice/noun	analyse/noun	tegelijk/adj	vooraf/adv	besluit/verb	uitlating/noun	Belgisch/adj	kijk_op/verb	integratie/noun	beteken/verb	kwalificatie_reeks/noun	nieuw/adj	overigens/adv	tendens/noun	ouder/noun	voorschot/noun	zeer/adv	schrijf/verb	spierwit/adj	durf/verb	gesprek/noun	coöperatie/noun	onderuit/adv	toon/verb	volg/adj	seizoen_start/noun	twee/noun	eind/noun	beschamend/adj	buitengewoon/adj	diep/adj	toekomstig/adj	zo/adv	cd/noun	brief/noun	telefoontje/noun	dorp_DIM/noun	aanblik/noun	vrede/noun	val_af/verb	vind/verb	wanhoop/noun	coach/noun	begin/verb	zeg/verb	niettemin/adv	weekeinde/noun	moment/noun	dichter/noun	aangeschaft/adj	plak_boek/noun	Europees/adj	debuut/noun	klim/verb	generatie/noun	breng/verb	buurtbewoner/noun	luchtig/adj	woordvoerder/noun	hacker/noun	fluister/verb	uitslag/noun	oppositie/noun	jong/adj	denk/verb	boodschap/noun	erg/adj	dj/noun	het/noun	feestganger/noun	Gelders/adj	blik/noun	verandering/noun	draai/verb	doorbraak/noun	delegatie/noun	kind_DIM/noun	realiteit/noun	liefde_verhaal/noun	reddeloos/adj	gezamelijke/adj	einde/noun	2003/noun	alleszins/adv	opgewekt/adj	pak/noun	tekenend/adj	weer/adv	Pakistaans/adj	liberalisering/noun	wacht/verb	laat_af/adj	negatief/adj	film/noun	plus/noun	constatering/noun	bewoording/noun	trip/noun	vrolijk/adj	zie/verb	feest_stemming/noun	onervaren/adj	toch/adv	positief/adj	dus/adv	titelstrijd/noun	student/noun	vertwijfeld/adj	bezegel/verb	ben/verb	competitie_start/noun	dramatisch/adj	emotioneel/adj	echt/adj	stroom/noun	bied/verb	opnieuw/adv	cultiveer/verb	bevolking/noun	kom_af/verb	beken/verb	veelbelovend/adj	voorbeeld/noun	sterf/verb	paars/adj	roep/verb	kom/adj	gisteravond/adv	ontzettend/adj	ontwikkeling/noun	intussen/adv	analist/noun	geluid/noun	gelijkspel/noun	macro_economisch/adj	sarcastisch/adj	bruid/noun	felicitatie/noun	laat_uit/verb	er/adv	auteur/noun	verkondig/verb	verwachting/noun	toneel/noun	misschien/adv	mevrouw/noun	vooruit/adv	jas_DIM/noun	ingewijd/adj	perspectief/noun	extreem-rechts/adj	wending/noun	droef/adj	zege/noun	maak_plaats/verb	substantieel/adj	waarschuw/verb	hedendaags/adj	mond/noun	steeds/adv	kwetsbaar/adj	signaal/noun	promotie/noun	zie_uit/verb	tik_weg/verb	Grieks_Cyprioot/noun	heet/verb	gestoken/adj	rots/noun	verklaring/noun	missie/noun	alom/adv	afloop/noun	accoord/noun	blik_vooruit/verb	blijf/verb	natuurlijk/adj	belofte/noun	toegang_kaart/noun	resultaat/noun	vanzelfsprekend/adj	Turks/adj	markt/noun	overleg/noun	internet_ondernemer/noun	even/adj	weinig/adj	toekomst/noun	dag/noun	dansbare/adj	zie_tegemoet/verb	gestemd/adj	uitkomst/noun	evenmin/adv	teken/noun	seizoen/noun	wen/verb	zanger/noun	rest/noun	spreek/verb	vrees/verb	firma/noun	kijk_uit/verb	veel/noun	kant/noun	ondertitel/noun	overwinnaar/noun	kwartaal/noun	week/noun	zomermaand/noun	boek/noun	aanvang/noun	vermager/verb	7/noun	indicator/noun	glorieus/adj	noem/verb	herdershond/noun	zet_neer/verb	gloor/verb	herstel/noun	vertrouwen/noun	donderdag_nacht/noun	iets/adv	sluit_af/verb	wedloop/noun	opper/verb	vertel/verb	minder/adj	ziekte/noun	buis/noun	stem_voor/verb	crediteur/noun	geschiedenis/noun	eindig/verb	afkomst/noun	president/noun	regisseur/noun
kijk_aan/verb	0.0	0.8648273	0.87079793	0.83850175	0.8837679	0.85090286	0.8466046	0.88975644	0.7994232	0.85808116	0.712541	0.8613061	0.76081914	0.78974223	0.8585318	0.8736346	0.85881054	0.808856	0.8877783	0.9207321	0.93107235	0.91076773	0.7468462	0.9278144	0.92383254	0.93097	0.8321755	0.8715323	0.8543569	0.8578253	0.873772	0.8027628	0.8588926	0.81427616	0.8939185	0.9597648	0.90665716	0.94561297	0.8627316	0.9106842	0.83053684	0.57325536	0.89777225	0.7440685	0.77495843	0.878631	0.92407477	0.7870959	0.8923981	0.88737863	0.8000736	0.85347015	0.84660155	0.833386	0.87584174	0.915818	0.85577106	0.8877485	0.74787366	0.8523303	0.8806592	0.8170496	0.91113436	0.60393286	0.90075594	0.9010103	0.9206245	0.9332602	0.8664509	0.8922914	0.8422138	0.9213869	0.8012632	0.9109967	0.8260008	0.80381864	0.89207006	0.93830085	0.803931	0.7362422	0.9269048	0.8958618	0.8558278	0.9385053	0.8473869	0.8220141	0.81300426	0.89991057	0.78502345	0.9361358	0.8831828	0.8027996	0.8941458	0.7663344	0.9276008	0.8500585	0.8646434	0.79835165	0.8557469	0.8833266	0.7815192	0.79242206	0.9065601	0.8713872	0.86125994	0.9304282	0.9161595	0.9236072	0.8887938	0.8001201	0.8708197	0.87313396	0.8283943	0.8385353	0.9514477	0.9210362	0.7129532	0.8924684	0.8952179	0.81080765	0.80651	0.86085075	0.7720648	0.88895893	0.89823866	0.87613934	0.90053594	0.56335574	0.930546	0.8812336	0.9185966	0.8995695	0.8129617	0.8608222	0.88611007	0.8701903	0.9591122	0.89678574	0.9443619	0.85599774	0.7724694	0.7782563	0.83008206	0.8058488	0.9032706	0.92257094	0.814541	0.86792815	0.9004197	0.9056543	0.9013518	0.8263443	0.8489515	0.84129477	0.70780087	0.74885654	0.9056502	0.8480335	0.7720388	0.92495924	0.83528936	0.87286687	0.88640136	0.7639519	0.86821616	0.8003294	0.8623457	0.84710467	0.84773266	0.8309927	0.87954456	0.90310186	0.8617124	0.88607293	0.89388627	0.7636723	0.83445555	0.8539115	0.9260292	0.8494552	0.8025391	0.7124723	0.94682324	0.85770494	0.7712074	0.9130992	0.8584313	0.8948848	0.80371726	0.8618487	0.9190607	0.81370884	0.80685407	0.84408206	0.7868768	0.8991253	0.8981859	0.832879	0.90963006	0.85249776	0.77377367	0.757434	0.8165474	0.78731704	0.87007153	0.8485273	0.8962382	0.83737016	0.8156359	0.8744346	0.7990488	0.92439646	0.8556104	0.8840149	0.7456244	0.81043965	0.82448405	0.8733381	0.92951	0.73038185	0.84167016	0.9296049	0.8568433	0.7538386	0.8439294	0.90656936	0.9114612	0.8302079	0.7729456	0.9430295	0.8497012	0.8119532	0.8318463	0.91088957	0.9276114	0.91214544	0.8458278	0.87673426	0.91407216	0.91402864	0.93088007	0.7236475	0.8704798	0.8982751	0.89315677	0.9306133	0.8379056	0.83820546	0.8639877	0.8268957	0.8539943	0.89348376	0.7844313	0.8514153	0.88537437	0.8162514	0.8506181	0.92509794	0.77442735	0.8748869	0.8543861	0.8961622	0.8750914	0.945094	0.9194886	0.89802843	0.91098356	0.8645114	0.9108433	0.9492413	0.9192204	0.87680846	0.84294856	0.8864137	0.81991684	0.892234	0.912166	0.9155477	0.9021573	0.77931035	0.9107149	0.9420191	0.8325533	0.7664478	0.84317756	0.9017735	0.81588316	0.9392252	0.92234755	0.9082097	0.8585653	0.8606931	0.9239005	0.8901211
gericht/adj	0.8648273	0.0	0.77485085	0.8076366	0.85757124	0.8614835	0.85783273	0.83093756	0.8646555	0.7798108	0.82057786	0.88324124	0.88817585	0.90838933	0.8447474	0.8590653	0.9074658	0.83167905	0.66060686	0.7925669	0.7806257	0.6422491	0.873991	0.9294865	0.7891469	0.8904433	0.89211303	0.90094924	0.89082956	0.8432467	0.7382075	0.852397	0.84620446	0.7822163	0.87945145	0.7568163	0.8302985	0.80175793	0.84697115	0.826157	0.807181	0.8311577	0.86567265	0.862431	0.8173628	0.88403857	0.85819	0.8854202	0.8859015	0.8465642	0.819256	0.75980675	0.76612806	0.8047445	0.8406502	0.8901482	0.9248153	0.76805675	0.73645604	0.8071227	0.82445586	0.83006376	0.8439443	0.87868214	0.6826916	0.74293387	0.93987197	0.77288294	0.81590605	0.75811905	0.8414593	0.8727276	0.75824267	0.8867771	0.9267068	0.87267655	0.86178076	0.8205517	0.9070193	0.8324835	0.90519935	0.9496448	0.8961541	0.911783	0.86946315	0.7966596	0.8959837	0.7200726	0.86476237	0.90245044	0.86330867	0.8580102	0.8821086	0.8652539	0.7899959	0.870031	0.8755175	0.8477361	0.89460886	0.8364567	0.9403826	0.8060678	0.8799006	0.91139865	0.88849634	0.90980446	0.9287183	0.7767532	0.9316882	0.9149715	0.82862127	0.83745337	0.84195375	0.84507215	0.91513896	0.79147404	0.87424743	0.9412109	0.8030759	0.831468	0.8657507	0.7823284	0.85814095	0.87827003	0.9319294	0.8866498	0.8829023	0.83217025	0.7749629	0.8519567	0.8254247	0.87637496	0.9052427	0.82730496	0.8945123	0.90840596	0.8706738	0.88600516	0.8767833	0.80189663	0.8460201	0.8834572	0.8044848	0.90399647	0.78801143	0.7770705	0.8968926	0.8011476	0.8106303	0.8587938	0.91341823	0.8396806	0.8379258	0.87690634	0.8718867	0.8621362	0.9231908	0.8353168	0.9028896	0.82066536	0.80443025	0.9094998	0.7393922	0.86052734	0.8636596	0.82841355	0.93927467	0.8379164	0.7683093	0.87948704	0.819125	0.68878657	0.87284267	0.8270682	0.77384233	0.81391346	0.8748251	0.78772885	0.7913733	0.9040836	0.8408731	0.8649318	0.86045617	0.8779063	0.8732765	0.667233	0.8457092	0.87803155	0.8290384	0.9459819	0.811677	0.87244093	0.90162164	0.89762044	0.81948406	0.8371821	0.8564847	0.7849079	0.8796652	0.8382753	0.8747166	0.90364987	0.85083836	0.8875979	0.836221	0.6969063	0.77149844	0.86240256	0.89376396	0.94445676	0.7349125	0.7565558	0.75165623	0.7529054	0.8867456	0.7804885	0.7331759	0.7934471	0.778152	0.8883653	0.92944056	0.9125843	0.853028	0.86642885	0.9006656	0.8551283	0.78262454	0.8216543	0.9250069	0.845819	0.8992462	0.8652588	0.8549808	0.86903906	0.89269155	0.85758567	0.78329754	0.7840593	0.7818839	0.80437034	0.92714214	0.90082693	0.7757796	0.82551277	0.91023433	0.9209793	0.8181458	0.8861534	0.84396374	0.79721767	0.8035073	0.9241533	0.82837754	0.90827787	0.8895336	0.8438179	0.7924982	0.8599565	0.86345303	0.8655168	0.85590434	0.87188226	0.89050066	0.9264171	0.8954463	0.83657897	0.8773665	0.8637024	0.9041252	0.93491113	0.8086927	0.8677897	0.7991375	0.89596426	0.8719914	0.86731625	0.7916893	0.85069245	0.86604017	0.85235	0.8873678	0.85199016	0.8054631	0.9291579	0.78754365	0.8184346	0.8592385	0.92199844	0.9169617	0.8213005	0.9133688	0.81531745	0.85237586	0.89881986
oorsprong/noun	0.87079793	0.77485085	0.0	0.80732733	0.8032659	0.87829304	0.8109488	0.93548244	0.8660811	0.7882974	0.900435	0.8972075	0.89766836	0.9195011	0.7761294	0.90914106	0.901611	0.87283957	0.805543	0.8788924	0.8246767	0.83938795	0.83253175	0.92512757	0.8941669	0.8749912	0.91600037	0.92290086	0.7946684	0.8545872	0.8561655	0.8913286	0.84939057	0.857998	0.85014176	0.8935719	0.8560165	0.8609492	0.81450385	0.8495215	0.86662227	0.92561305	0.9101145	0.82130516	0.85269237	0.8554697	0.90154356	0.8739646	0.9297621	0.8570381	0.8283504	0.8469211	0.6666386	0.766052	0.87599844	0.90656954	0.7876712	0.77469945	0.7586211	0.87521636	0.89291286	0.8084656	0.8081259	0.86524415	0.78473175	0.8699477	0.95747125	0.82413036	0.8037995	0.81055546	0.84818435	0.9148727	0.8172667	0.7997074	0.8832954	0.9029005	0.8666209	0.8556213	0.8992952	0.8141989	0.93888986	0.9435294	0.8830104	0.9095669	0.8590701	0.8109042	0.79545	0.8313532	0.8667575	0.85751224	0.87995225	0.8935751	0.71541476	0.8194011	0.8302832	0.8740424	0.8746173	0.806681	0.8665053	0.896688	0.91891426	0.81295174	0.85284793	0.9022084	0.65173286	0.9162922	0.93072665	0.8330541	0.8356144	0.9376372	0.7546673	0.8420184	0.8855534	0.7927914	0.86907554	0.8233761	0.83821404	0.9357603	0.8506675	0.78193617	0.89112836	0.8358326	0.8722692	0.8169634	0.9231887	0.88674074	0.8640684	0.83068824	0.84827054	0.8715018	0.83440125	0.7429262	0.83774066	0.7724352	0.8134713	0.900188	0.92842513	0.8869466	0.9444314	0.85372055	0.8269167	0.8868326	0.8324465	0.9007193	0.7851747	0.8487918	0.93647313	0.8368401	0.87892973	0.7636968	0.920184	0.8408123	0.83383113	0.84990937	0.79886794	0.8954131	0.9200722	0.86842835	0.90746367	0.90615046	0.8668788	0.9068854	0.7941909	0.87301004	0.850553	0.8144779	0.94662046	0.8176364	0.77782536	0.85857385	0.8382822	0.8533584	0.9074527	0.7510381	0.7412639	0.83148587	0.8664652	0.7928007	0.7703123	0.83587635	0.84643185	0.901244	0.93711257	0.8617837	0.8596648	0.784955	0.8298007	0.90014356	0.7908276	0.9546655	0.88280237	0.8692588	0.80518615	0.8996119	0.83329725	0.8791088	0.65935946	0.7578162	0.93566185	0.78091294	0.8556088	0.8771304	0.8915265	0.85037905	0.8393966	0.7770302	0.79575944	0.8063117	0.820752	0.927294	0.7641928	0.86054105	0.8061561	0.6166872	0.88262945	0.80231476	0.79445374	0.87867993	0.876426	0.8904744	0.94271153	0.9182203	0.7426702	0.8276335	0.8169372	0.80968183	0.81174976	0.77792096	0.8956218	0.9046411	0.91321146	0.873441	0.8376666	0.90116096	0.902674	0.92509186	0.7553509	0.72781074	0.7906879	0.9053889	0.92081183	0.8983411	0.8527498	0.86315227	0.9222852	0.86389	0.88550806	0.8945091	0.8677866	0.80007964	0.76484144	0.9518699	0.8432478	0.74196744	0.8381089	0.7912255	0.8398133	0.81236726	0.92326427	0.84364295	0.8594709	0.7910787	0.8651761	0.9732681	0.9309016	0.8796101	0.7975318	0.9018647	0.91897494	0.952957	0.87371385	0.7965485	0.74809897	0.8783974	0.8723647	0.8694786	0.87804776	0.90756106	0.8906216	0.8667714	0.93291825	0.89541006	0.790346	0.86038303	0.8598033	0.7985889	0.86635876	0.935678	0.9315508	0.59492195	0.8971315	0.51600873	0.78388035	0.72798157
bijzonder/adj	0.83850175	0.8076366	0.80732733	0.0	0.8357189	0.7846884	0.8269489	0.85543483	0.7490668	0.837374	0.7681252	0.8651701	0.84251	0.8539044	0.8868252	0.8621875	0.8557279	0.8421198	0.7085482	0.89214665	0.8065877	0.76429117	0.66465414	0.90732986	0.9100468	0.8710601	0.714389	0.8626516	0.7337674	0.7551061	0.82260317	0.89715725	0.83546674	0.55972326	0.88929284	0.7923178	0.88119906	0.87180024	0.8790779	0.8438312	0.90452623	0.82829857	0.85528195	0.8422209	0.7437551	0.88246334	0.8505417	0.8385291	0.8944603	0.8074798	0.7541103	0.6626003	0.8217874	0.8853484	0.8284508	0.9132961	0.8100381	0.74388325	0.5934688	0.82497656	0.87926966	0.80212605	0.8976684	0.85350746	0.81135297	0.870354	0.87662196	0.7852504	0.7123499	0.80977046	0.8490329	0.8949248	0.34420836	0.817904	0.8906067	0.8765308	0.8584391	0.8769364	0.8820984	0.6518002	0.8952853	0.81590116	0.8918709	0.9261285	0.7940554	0.3100276	0.846761	0.8229524	0.5854292	0.81144166	0.8794079	0.8735845	0.866466	0.75646627	0.89648455	0.8688008	0.7727635	0.86704206	0.84930116	0.84413654	0.88207805	0.6424141	0.8769272	0.7737852	0.7978237	0.9072211	0.87436163	0.86930245	0.71764594	0.9053978	0.857327	0.84206164	0.8368432	0.6529428	0.9559265	0.87771	0.8402435	0.89269334	0.8734365	0.7868595	0.8809089	0.8203849	0.39763302	0.83618706	0.80411315	0.8881148	0.8646057	0.745196	0.84192395	0.8663239	0.8618353	0.90546024	0.8801707	0.78373677	0.7682892	0.9385128	0.87896913	0.87749076	0.9156939	0.63277936	0.7233126	0.8385157	0.76072353	0.8571797	0.9133991	0.8628871	0.8876001	0.81537527	0.81503844	0.6966513	0.88040745	0.76006556	0.75502694	0.7915685	0.68612224	0.8582567	0.87407017	0.82763994	0.6875025	0.78528047	0.764402	0.8655634	0.81212413	0.88950104	0.8708631	0.6405761	0.8232522	0.6898023	0.67277527	0.6908818	0.8910948	0.7544559	0.86652213	0.8310822	0.8731166	0.83654034	0.91473776	0.73503184	0.7808876	0.91067576	0.8371568	0.9028548	0.89195937	0.8668992	0.5663351	0.75945836	0.86003107	0.8498688	0.7363245	0.85272837	0.8165172	0.78793836	0.8396447	0.85607255	0.7990191	0.85268146	0.7806839	0.8388197	0.8639746	0.77955866	0.69462264	0.844408	0.8843071	0.8190504	0.82374734	0.75659955	0.870004	0.70447326	0.8038211	0.86472595	0.76468873	0.8256951	0.90422136	0.6636641	0.8606677	0.69800174	0.7068388	0.8530644	0.8540747	0.7322106	0.9017994	0.91177756	0.83014816	0.8437329	0.8616417	0.851865	0.83813924	0.77624476	0.7990781	0.8900176	0.8477725	0.7976885	0.6986754	0.9088057	0.8971984	0.78034353	0.7230628	0.9123085	0.85379857	0.88883746	0.8889258	0.76042145	0.6427923	0.86681765	0.89331007	0.8356607	0.83234656	0.8151729	0.7956697	0.7534777	0.8297583	0.867893	0.83161145	0.783796	0.88169336	0.84334224	0.8964968	0.90534866	0.8375236	0.76654285	0.83754504	0.79657036	0.8913516	0.9103519	0.9126923	0.8212593	0.7356054	0.81236887	0.8921332	0.9383443	0.84736747	0.8123226	0.7731525	0.9364066	0.7136204	0.8831191	0.8484435	0.9012295	0.92201537	0.69620216	0.8797162	0.927569	0.83929086	0.8029166	0.6085363	0.8603873	0.8519363	0.92825454	0.9103868	0.74378806	0.86630327	0.8823273	0.92539185	0.7742604
getal/noun	0.8837679	0.85757124	0.8032659	0.8357189	0.0	0.8332346	0.7898616	0.8678513	0.8552777	0.8626741	0.8978148	0.84879506	0.87953645	0.828079	0.8559918	0.8967305	0.81694776	0.8709193	0.82572794	0.91239744	0.683714	0.88451344	0.8320623	0.91443276	0.8528005	0.91116023	0.81276363	0.9106613	0.8208361	0.88885915	0.8370856	0.8947818	0.841951	0.7938417	0.86486065	0.86907655	0.865185	0.8618937	0.90286195	0.84679013	0.90749186	0.8692931	0.8885958	0.86046493	0.84399843	0.906584	0.82187593	0.84835315	0.89051306	0.8250473	0.7441199	0.7803966	0.8144758	0.8220053	0.8526112	0.9125416	0.89469075	0.74989486	0.7596655	0.78228325	0.93302023	0.8212354	0.8962053	0.868536	0.8634996	0.84291697	0.92919624	0.85916877	0.70312977	0.7955683	0.9011667	0.87628603	0.7959235	0.8658673	0.8901092	0.8475077	0.8889049	0.8940868	0.88977027	0.8591348	0.9007764	0.89114445	0.83783704	0.896513	0.82234037	0.7997078	0.8678744	0.84934145	0.77054214	0.87466604	0.8555549	0.8702467	0.8772691	0.8363824	0.8795679	0.86251956	0.8490166	0.83721924	0.8941433	0.892105	0.91264355	0.73323	0.8894583	0.85107905	0.82634705	0.9040217	0.9025296	0.87112486	0.8704132	0.88495415	0.8650274	0.9063652	0.89779353	0.7989179	0.90232855	0.8422446	0.8589399	0.7853902	0.8831271	0.903375	0.85241616	0.82234865	0.8393326	0.89256555	0.8279999	0.9007263	0.8985481	0.8297042	0.8342695	0.8848443	0.8517941	0.9073643	0.8777531	0.76542556	0.8785468	0.9265337	0.9273743	0.9066369	0.8282215	0.79462546	0.8379563	0.8589781	0.8501125	0.8570887	0.8786733	0.85857666	0.9229213	0.87014025	0.8250079	0.8379388	0.84327006	0.80279684	0.7812809	0.8617099	0.83269095	0.86634773	0.9372977	0.86649334	0.7999387	0.85784596	0.75901985	0.85678846	0.8553066	0.8816637	0.8781927	0.74707466	0.8705317	0.7978171	0.8285874	0.8403246	0.83533907	0.8757907	0.85051805	0.8863553	0.8687714	0.8753754	0.9237664	0.85769564	0.77251387	0.91539156	0.8268857	0.9272361	0.8788856	0.8720079	0.86066437	0.843307	0.82521725	0.77077657	0.77467513	0.8957271	0.79332674	0.8639021	0.8658184	0.89440936	0.8617431	0.83138674	0.8104587	0.8381908	0.78101534	0.8574073	0.76845413	0.85511684	0.87468976	0.8484497	0.7926291	0.7787058	0.8732182	0.7929182	0.8791882	0.87905693	0.8487409	0.8471313	0.89173704	0.8138513	0.86019015	0.7879713	0.85507405	0.8416109	0.87770796	0.8358735	0.91947556	0.9204484	0.8603172	0.8673838	0.85123664	0.7767422	0.8555075	0.828668	0.8802275	0.8798156	0.89228034	0.81431	0.8071427	0.8877452	0.8929518	0.74667037	0.7993459	0.9195203	0.86717296	0.91345584	0.92712516	0.83565676	0.8358743	0.8989855	0.890131	0.9339747	0.8794067	0.89298713	0.73786294	0.7656214	0.8117904	0.9018081	0.8881677	0.8916558	0.8657047	0.8561653	0.888912	0.8797388	0.9125773	0.8194223	0.9071349	0.8411	0.8856583	0.8091341	0.892329	0.8656262	0.787885	0.8910893	0.8896142	0.93513936	0.77191675	0.84020585	0.77042556	0.9275416	0.83295554	0.90694517	0.8515612	0.87695783	0.90399086	0.7880204	0.8910298	0.90061694	0.84360546	0.9126767	0.825402	0.8734404	0.8327524	0.929238	0.89878696	0.83063525	0.8745114	0.862332	0.8987753	0.88216394
commentaar/noun	0.85090286	0.8614835	0.87829304	0.7846884	0.8332346	0.0	0.8495346	0.90100396	0.8106005	0.85446066	0.61205286	0.90126234	0.880332	0.8769808	0.86232847	0.8690996	0.8791588	0.87715167	0.8182029	0.84937024	0.7864202	0.90662414	0.74863327	0.93397176	0.8236215	0.94400644	0.851671	0.8907002	0.76995647	0.8157741	0.8319092	0.9206813	0.9172068	0.83511645	0.74176383	0.9090512	0.7442969	0.90717846	0.9042116	0.8987582	0.8970212	0.8305579	0.8220944	0.85427266	0.82722515	0.92250836	0.9112018	0.8912513	0.94811535	0.80767477	0.84679717	0.8035728	0.8746278	0.91182685	0.72398365	0.9439276	0.8764151	0.6555698	0.7581101	0.78484994	0.8751702	0.6813549	0.9199839	0.8748798	0.9093362	0.9279524	0.96308184	0.9110094	0.74933934	0.8250033	0.88805217	0.87618715	0.75237703	0.7229564	0.95171773	0.86299485	0.7262312	0.9151599	0.91369504	0.78477263	0.9229959	0.9345705	0.9147191	0.92756563	0.83004105	0.7689401	0.90179026	0.89903456	0.7919434	0.86380696	0.7276545	0.8281678	0.92332196	0.8896776	0.9295138	0.89577097	0.8788581	0.8569441	0.8755489	0.9178968	0.787985	0.74993336	0.88436675	0.8932947	0.8092893	0.9477458	0.9169813	0.9380296	0.86314636	0.9494849	0.918965	0.87130505	0.8445981	0.762999	0.8310895	0.888792	0.8383714	0.84872216	0.8291198	0.91148454	0.86740863	0.7502059	0.8118745	0.85799986	0.8845536	0.9200699	0.9087112	0.7798921	0.89245445	0.9189458	0.88843906	0.8797715	0.9257416	0.823194	0.8466584	0.9545989	0.9429796	0.91112554	0.95184124	0.8200252	0.8020105	0.92454547	0.83659226	0.91943103	0.8756344	0.8992452	0.9071714	0.87716866	0.77950907	0.78916585	0.9279002	0.7485409	0.68984437	0.8744521	0.7928237	0.88556427	0.9339204	0.88007677	0.8381924	0.80734354	0.8650062	0.92417145	0.8974034	0.85661614	0.9006274	0.81463337	0.93826175	0.787467	0.80855894	0.904316	0.8475641	0.8891582	0.91271913	0.905581	0.91793454	0.8996702	0.858188	0.8773127	0.8479946	0.9526618	0.88224065	0.83266634	0.9450739	0.8016299	0.8303361	0.8587875	0.87202877	0.81650615	0.78995955	0.941129	0.85244787	0.7318816	0.8883645	0.8365689	0.69415087	0.9011487	0.7198354	0.7710086	0.9026705	0.85077757	0.8196378	0.81133723	0.913515	0.89460444	0.80140746	0.81960833	0.86701554	0.7569407	0.8537742	0.94725686	0.861079	0.8691299	0.8401846	0.8037394	0.8475745	0.8508601	0.89328986	0.82854	0.91733307	0.9179834	0.954542	0.92084384	0.87918234	0.8880153	0.9311282	0.71868247	0.880484	0.81205565	0.7652886	0.87728554	0.87059057	0.85153085	0.849005	0.9324678	0.91395897	0.84017223	0.83832306	0.89137584	0.92412317	0.84101164	0.9219688	0.8549871	0.83099985	0.913606	0.88994056	0.9282369	0.8821926	0.81682557	0.7873812	0.7832971	0.8850399	0.96521616	0.91488266	0.837153	0.9239249	0.759267	0.91027194	0.9276514	0.91943294	0.8457468	0.8833755	0.79373544	0.91501075	0.95280683	0.8669507	0.88926387	0.7420467	0.88907444	0.95473087	0.9354048	0.8855265	0.9165752	0.7345215	0.9383392	0.8655112	0.92091906	0.91607517	0.91210043	0.9232513	0.8017272	0.9375114	0.9529899	0.79967463	0.80049026	0.87997675	0.9448069	0.8862951	0.9054905	0.9216665	0.8314066	0.91641504	0.9092791	0.86465263	0.8071939
