	riek/verb	word/verb	vroeger/adv	pijnlijk/adj	alleen/adj	carrière/noun	blijf/adj	hoe/adj	kerkelijk/adj	stem/noun	eiland/noun	cardioloog/noun	nog/adv	communistisch/adj	junior/adv	houten/adj	gozer/noun	procédé/noun	voor_woord/noun	muur/noun	Amerikaan/noun	bepaald/adj	gisteren/adv	lief/adj	bar/noun	gespannen/adj	kerst_avond/noun	maar/adv	documentaire/noun	plek/noun	alles/noun	versregel/noun	MKZ_crisis/noun	kunstenares/noun	inwoner/noun	plaquette/noun	begrafenis/noun	grap/noun	woord/noun	hoofd_redactie/noun	ook/adv	perfect/adj	macht_overdracht/noun	passage/noun	bitter/adj	staal_industrie/noun	dagelijks/adj	zelfs/adv	altijd/adv	pakket_DIM/noun	gooi_weg/verb	zeer/adv	niets/noun	onpersoonlijk/adj	gesprek/noun	feit/noun	niets/adv	naam/noun	er/noun	leeg/adj	alleen/adv	enorm/adj	producer/noun	uitspraak/noun	zal/verb	mentor/noun	gebeur/verb	zo/adv	lezer/noun	toegang_weg/noun	acht_baan/noun	brief/noun	geweeklaag/noun	goed/adj	echt/adv	amper/adv	moment/noun	weleer/adv	bewindsman/noun	gevel/noun	nota/noun	commotie/noun	tijd/noun	gebeuren/noun	verrot/adj	tv_kijker/noun	iemand/noun	Merksemse/adj	periode/noun	tekst/noun	magie/noun	ding/noun	anders/adj	vrijzinnig/adj	jong/adj	schilderij/noun	laat/adj	vroeg/adj	Ten/adv	uitgeroepen/adj	voornaam/noun	kan/verb	graag/adv	destijds/adv	toen/adv	schoonheid/noun	niet/adv	man/noun	iets/noun	weer/adv	wanneer/adv	manier/noun	context/noun	gras/noun	ons/noun	midden/noun	plaat_zaak/noun	tweedelige/adj	onraad/noun	visser_dorp/noun	engagement/noun	verhaal/noun	kast/noun	maak_mee/verb	mooi/adj	atmosfeer/noun	jeugd/noun	lui/adj	heel/adj	bestaan/noun	ingeslagen/adj	vooral/adv	meer/adv	zomer/noun	meisje/noun	duur_voort/adj	krampachtig/adj	vader/noun	sarcastisch/adj	gezicht/noun	mens/noun	kapitein/noun	levendig/adj	song/noun	misschien/adv	vervallen/adj	mevrouw/noun	oprisping/noun	1990/noun	schilder/verb	plaat/noun	stijlvol/adj	klassieker/noun	partij_genoot/noun	hoofdpersoon/noun	protestants/adj	na_maak/noun	voorts/adv	wellicht/adv	homeopathisch/adj	correct/adj	vele/adj	enig/adj	herkomst/noun	absurdistische/adj	landing/noun	gevoel/noun	bloed_heet/adj	jongeman/noun	meen/verb	concert/noun	meer/adj	voorlichting/noun	aangrijpend/adj	geleden/adj	vast/adj	vorig/adj	foto/noun	heroïsch/adj	storm/noun	weinig/adj	opkomst/noun	gelukkig/adj	kardinaal/noun	lang/adj	dag/noun	kiezer/noun	begin_periode/noun	atlete/noun	oud/adj	eerder/adj	verleden/noun	vaak/adj	redactioneel/adj	politicus/noun	veld_slag/noun	werk_dag/noun	voorzitter/noun	meneer/noun	ooit/adv	niks/noun	liefst/adj	detail/noun	schildering/noun	veel/adj	pub/noun	het/adj	muziek/noun	Europeaan/noun	krant/noun	1992/noun	satire/noun	café_bezoeker/noun	zwart/adj	kwaad/noun	artikel/noun	eens/adv
riek/verb	0.0	0.8350998	0.86757493	0.8605274	0.8250459	0.9189521	0.82202095	0.8373009	0.8520582	0.8915705	0.8564857	0.91069144	0.8722964	0.8257123	0.8790883	0.80891746	0.894688	0.8460495	0.89791024	0.8114532	0.8573181	0.81708205	0.897301	0.7686442	0.7437496	0.83009887	0.84356976	0.8173877	0.8919232	0.82880324	0.8394711	0.9182378	0.9164862	0.8756269	0.9104881	0.93131995	0.86475986	0.82098514	0.840453	0.89247376	0.82957387	0.8661094	0.93320435	0.84304607	0.78532815	0.9340737	0.80271757	0.7304826	0.7839014	0.8369256	0.79821396	0.8340057	0.88978636	0.8563657	0.8968971	0.9168477	0.8278555	0.9024401	0.893287	0.7858219	0.7846906	0.8173082	0.8816191	0.87733835	0.8687562	0.8969668	0.899479	0.8136677	0.85057896	0.90228873	0.8961203	0.901777	0.8845103	0.8754324	0.8513258	0.876382	0.8759536	0.7774202	0.87111586	0.826227	0.8952533	0.84887743	0.8984911	0.8695086	0.83857536	0.88082033	0.7574074	0.9264433	0.89301	0.87389255	0.8125126	0.83016956	0.89736664	0.87166893	0.8297685	0.8968397	0.889098	0.8452726	0.8213897	0.9214737	0.8796987	0.8338102	0.7963163	0.84018075	0.8341832	0.8232164	0.85817206	0.7952523	0.8194324	0.8102603	0.82315916	0.8575108	0.8502469	0.7515482	0.81236243	0.8240843	0.90105224	0.9236976	0.8459991	0.90612274	0.85161966	0.8639385	0.8062894	0.8625865	0.8410129	0.80274886	0.8091674	0.7677288	0.81881124	0.87098205	0.88167506	0.7908432	0.8359572	0.8537601	0.7969855	0.7758759	0.818321	0.8463431	0.88414735	0.81322366	0.78440404	0.89106095	0.8075385	0.85518056	0.80844706	0.84061635	0.8023752	0.8547323	0.8942991	0.8090761	0.86685675	0.79463965	0.8748194	0.87914604	0.8173286	0.86041135	0.82919335	0.84297055	0.83733	0.88483244	0.84921753	0.8037492	0.8963835	0.81199026	0.93013567	0.88708955	0.82160294	0.8556663	0.78538156	0.86385703	0.916007	0.848903	0.82309425	0.874983	0.9242935	0.89922833	0.9237145	0.9020621	0.838318	0.85516536	0.8540605	0.87213266	0.8330709	0.85100996	0.87436646	0.83474636	0.8683968	0.9148219	0.8759305	0.81358063	0.88956946	0.86109847	0.7150708	0.90922767	0.8478275	0.86254936	0.8848935	0.94821465	0.7871085	0.8259423	0.87169343	0.77577806	0.8711389	0.8454943	0.7827261	0.8027595	0.89770085	0.8237212	0.8208594	0.9078007	0.891805	0.83690727	0.90735924	0.77807	0.83359146	0.90217364	0.8132884
word/verb	0.8350998	0.0	0.91170955	0.8443506	0.74535555	0.8615253	0.7656557	0.7983067	0.78450936	0.87134314	0.82395166	0.81359553	0.8318684	0.8071159	0.8240262	0.8182683	0.92075974	0.7982097	0.8672534	0.82980007	0.7436806	0.71312875	0.7290593	0.8274338	0.8172617	0.8578894	0.8241687	0.8481722	0.8529992	0.817988	0.789836	0.9158773	0.81369686	0.8375725	0.7784051	0.8940587	0.79686004	0.8430647	0.8307487	0.7954036	0.76213276	0.8392007	0.8211541	0.79110914	0.8651911	0.8668301	0.7495795	0.74338686	0.84605175	0.76945055	0.80819535	0.8214201	0.8926805	0.88778573	0.84337014	0.7802759	0.8819112	0.83622193	0.8953263	0.8408861	0.8007853	0.8528762	0.85201705	0.77741826	0.54042447	0.8343673	0.8252926	0.77496195	0.7966151	0.779766	0.88444686	0.8258245	0.92126405	0.8527719	0.8332266	0.8591182	0.85871434	0.8506345	0.7050889	0.7888093	0.7641019	0.82495356	0.8499184	0.78933984	0.8725129	0.8345051	0.6866238	0.87147886	0.84163463	0.7882698	0.8377875	0.8426572	0.8551563	0.85251033	0.8560552	0.82385457	0.8163961	0.8412409	0.6698346	0.8986394	0.8287413	0.5980594	0.80624944	0.695199	0.7580921	0.8524445	0.7498425	0.71421313	0.86029625	0.8058475	0.72530043	0.69777286	0.81087685	0.83698165	0.72179085	0.86170334	0.88830054	0.91331553	0.83862036	0.8940798	0.8005412	0.8621785	0.8366479	0.9232208	0.89474183	0.79544926	0.8357289	0.85168	0.7918571	0.8363025	0.8526455	0.8456286	0.8082491	0.7852795	0.7756305	0.70346034	0.84645844	0.8050641	0.8876679	0.87578416	0.7293853	0.7839781	0.862215	0.84246105	0.86032176	0.8223068	0.8040423	0.87777734	0.7497328	0.8724328	0.8386378	0.84358656	0.8657719	0.770717	0.82770944	0.81575704	0.9141051	0.6500529	0.7492002	0.83201134	0.7393448	0.8046975	0.92325354	0.77264595	0.90730137	0.7709011	0.86431766	0.89207405	0.6897731	0.84724164	0.84834975	0.85604644	0.78562874	0.8739195	0.77290624	0.8720342	0.7587679	0.84515965	0.85233164	0.8187057	0.86930597	0.85615003	0.8517232	0.7765107	0.85308045	0.78059447	0.7988553	0.88001674	0.81436026	0.8259943	0.7176912	0.80251527	0.71791756	0.8360132	0.80617803	0.85205156	0.78718996	0.8739362	0.8180331	0.81517744	0.8943967	0.80743057	0.78058016	0.8292273	0.832392	0.8207177	0.8401093	0.8546776	0.78917056	0.8531837	0.731243	0.86500555	0.86338234	0.8673954	0.8146513	0.8082707	0.80702794
vroeger/adv	0.86757493	0.91170955	0.0	0.8548332	0.8696749	0.9044668	0.8626976	0.81178415	0.8946163	0.8857977	0.93547416	0.9520609	0.8818671	0.9011249	0.92255104	0.91414386	0.91436195	0.911198	0.91271454	0.9166104	0.9248524	0.8894998	0.9516958	0.8560368	0.88848925	0.87940264	0.91918975	0.8215947	0.89417666	0.895723	0.87923616	0.91302013	0.91421306	0.9230047	0.9385791	0.9050999	0.89670527	0.8718629	0.88404614	0.9137878	0.84900314	0.89400977	0.9325808	0.8595162	0.8769177	0.93982327	0.9114625	0.8739013	0.80422145	0.9213854	0.9207655	0.86601335	0.8858007	0.89780253	0.90159017	0.9199877	0.85444635	0.9302627	0.88905436	0.9274105	0.83877623	0.84048474	0.9044433	0.91080624	0.8957475	0.9267062	0.90654176	0.8383466	0.8731257	0.9388174	0.93382794	0.92762417	0.92943287	0.8868034	0.87770236	0.9200925	0.9023059	0.84536767	0.89182675	0.91087896	0.9272729	0.926386	0.8965267	0.9027543	0.91471976	0.9027719	0.862773	0.9453505	0.87622935	0.86821353	0.8654902	0.83217967	0.90486413	0.9035482	0.9041643	0.866372	0.9308481	0.84253293	0.9143134	0.9316125	0.8984306	0.87157786	0.855584	0.88290685	0.8919709	0.8332126	0.87497646	0.9097551	0.8505746	0.86368966	0.8710315	0.86512965	0.8798171	0.9050153	0.86697364	0.91165274	0.9340653	0.9375505	0.94635314	0.90982264	0.85978854	0.8219695	0.919051	0.87104636	0.8248504	0.86112034	0.8400189	0.8774049	0.8611164	0.9017669	0.9592263	0.8422613	0.9024947	0.93148714	0.87551296	0.85360014	0.8576275	0.8871261	0.85903895	0.87439597	0.8613221	0.92123806	0.821168	0.86665297	0.81340253	0.9164609	0.8717958	0.90394986	0.9433396	0.8590512	0.8905272	0.8613085	0.89872414	0.9249039	0.8525577	0.9228272	0.9100209	0.8989979	0.8665937	0.92530704	0.88670695	0.8546612	0.9096261	0.9231392	0.89655083	0.92957306	0.83967733	0.9343103	0.91086054	0.9212842	0.9030283	0.888474	0.8950764	0.8388947	0.9480058	0.92591274	0.94010425	0.89178926	0.8448082	0.9453028	0.8423718	0.89027095	0.88437027	0.8981537	0.9050331	0.9271487	0.9100409	0.88393134	0.94157505	0.8555146	0.91616166	0.83833814	0.82113343	0.92204344	0.88147694	0.91299677	0.9198468	0.94466907	0.8533915	0.86454546	0.88293195	0.868318	0.8546164	0.87967366	0.80820507	0.8736836	0.942354	0.85297436	0.8586322	0.9551072	0.93690646	0.8937721	0.93146145	0.89894813	0.8890067	0.9345406	0.85824823
pijnlijk/adj	0.8605274	0.8443506	0.8548332	0.0	0.84419346	0.8468677	0.73733366	0.73711324	0.8373331	0.8728642	0.9164742	0.89835525	0.86034656	0.8409886	0.8691949	0.90488625	0.92140424	0.85129654	0.8675603	0.8826057	0.8708211	0.79947615	0.8547185	0.85508305	0.9228801	0.73586357	0.8925798	0.84433615	0.79223937	0.8550837	0.87816507	0.93520737	0.8703327	0.8823823	0.92071396	0.90929484	0.8032346	0.7649642	0.82744795	0.8937621	0.81876814	0.82701385	0.8793767	0.74473524	0.69949555	0.88970554	0.82805806	0.76889336	0.7989535	0.92416763	0.89166796	0.74361867	0.89264107	0.84487665	0.85472536	0.81064254	0.85414153	0.933637	0.90492654	0.9144635	0.8280299	0.78952456	0.9159194	0.8240894	0.82019174	0.8983466	0.8406677	0.76453215	0.7943455	0.9401729	0.9031924	0.8817103	0.87781686	0.86684525	0.90143543	0.8865824	0.7737076	0.84723115	0.8130639	0.9049376	0.8415817	0.7723025	0.86233664	0.81473035	0.8873907	0.86715025	0.8092147	0.9506485	0.83598506	0.8334575	0.830817	0.8245946	0.86650443	0.88353574	0.90542305	0.8668986	0.8685474	0.87726384	0.8623724	0.95427614	0.89446163	0.8442675	0.838928	0.7988749	0.8474049	0.76479614	0.87434906	0.87532943	0.8475266	0.8587132	0.82107097	0.79320705	0.7879243	0.87949526	0.8293599	0.9052434	0.94938123	0.9156091	0.92953944	0.92337215	0.81881136	0.73966783	0.91360694	0.7503946	0.78255624	0.8527539	0.84512126	0.8441745	0.8010468	0.8097512	0.93149877	0.77833414	0.909481	0.91342604	0.86243844	0.7530463	0.7608309	0.85995233	0.79760766	0.78649706	0.83069277	0.86166596	0.7441161	0.81463486	0.76712465	0.90732944	0.8256952	0.83494776	0.8812659	0.84264535	0.8804936	0.8289131	0.8674902	0.853537	0.7265476	0.89299196	0.8233316	0.86425996	0.7318984	0.8797316	0.811185	0.73486406	0.88326955	0.8892709	0.8335892	0.8564161	0.7524795	0.91823035	0.84828603	0.8469331	0.904028	0.8917364	0.8460216	0.65827084	0.9143723	0.92258525	0.869239	0.88061357	0.76370525	0.8365385	0.8219477	0.8446914	0.7897604	0.82346654	0.84755737	0.8914193	0.85103154	0.8752684	0.8765735	0.8906642	0.81541264	0.74806523	0.6651213	0.86527026	0.8290274	0.825489	0.90027887	0.9430468	0.84523904	0.8555631	0.88688195	0.87978494	0.75151217	0.87933004	0.8031318	0.9066324	0.88017416	0.8696515	0.83177733	0.9217387	0.877827	0.79360807	0.9265406	0.87703425	0.805786	0.8885325	0.8560983
alleen/adj	0.8250459	0.74535555	0.8696749	0.84419346	0.0	0.86377853	0.7315246	0.7026667	0.77829015	0.84236354	0.87940466	0.8662584	0.7452204	0.8545104	0.8825256	0.8742965	0.878267	0.80072343	0.8682654	0.8861239	0.8061061	0.6842506	0.9009759	0.73505354	0.85712016	0.84533924	0.87273496	0.66250074	0.8564323	0.8452863	0.7508474	0.9052963	0.8653914	0.87134206	0.8449423	0.9195316	0.85790986	0.8273746	0.81134474	0.8334063	0.56567883	0.7648562	0.8799568	0.8194679	0.82408196	0.85739046	0.77059007	0.71952987	0.6770441	0.82932496	0.8244514	0.7581982	0.7679011	0.8325029	0.8652841	0.8019242	0.74739563	0.83676714	0.8092217	0.8547092	0.39597344	0.8024398	0.85090816	0.82191074	0.6865797	0.8614478	0.8682389	0.74210095	0.7625372	0.88041204	0.87886566	0.8791954	0.9283265	0.7565798	0.72344184	0.7703398	0.8583229	0.81384116	0.77549607	0.8881333	0.823812	0.8415383	0.85057425	0.8026789	0.8967038	0.8441096	0.70940244	0.9254401	0.88398993	0.80493516	0.8055795	0.7235971	0.7907288	0.8464475	0.8474734	0.8568506	0.9115933	0.85519207	0.76449305	0.93317866	0.81777215	0.6442974	0.7393867	0.79936993	0.81841993	0.7596849	0.61545116	0.845978	0.7882815	0.8390486	0.73577	0.70551026	0.7298245	0.8498713	0.73558295	0.8973238	0.8655287	0.92067677	0.88794816	0.9084677	0.77027464	0.8213136	0.8796793	0.89693844	0.82420826	0.84383875	0.7823374	0.8129901	0.8126014	0.8189466	0.8824143	0.59884894	0.62054414	0.8904345	0.84129846	0.7658474	0.8261677	0.85136706	0.885254	0.86614764	0.7031726	0.86824614	0.8210986	0.83135307	0.72433364	0.86596775	0.8028184	0.8350488	0.8882263	0.84190613	0.8521089	0.82575554	0.8486209	0.8555809	0.80224967	0.85312015	0.87891227	0.7300974	0.7472625	0.7841359	0.7259947	0.77831686	0.7608595	0.77902776	0.92193854	0.87484807	0.79618156	0.93023854	0.8518644	0.80053586	0.88546735	0.6966058	0.74269736	0.85263187	0.94737077	0.86906254	0.9302385	0.90323746	0.8418993	0.88320816	0.6903987	0.8311205	0.7888335	0.8375909	0.8613061	0.8733227	0.79560137	0.89313364	0.8655999	0.83645713	0.83671016	0.8419776	0.6426438	0.8082743	0.7837868	0.8641835	0.8255804	0.9399295	0.7904626	0.80055445	0.7707158	0.7625103	0.76920295	0.8731449	0.6797387	0.85723054	0.8203973	0.8159264	0.7342671	0.8905996	0.8977316	0.83352876	0.9015408	0.86381376	0.7951929	0.8025141	0.79756725
carrière/noun	0.9189521	0.8615253	0.9044668	0.8468677	0.86377853	0.0	0.8666832	0.8602044	0.8733356	0.8883128	0.9252256	0.9069745	0.84884727	0.87920284	0.8328453	0.9100168	0.93874526	0.86001337	0.90294147	0.91927093	0.8888075	0.8871247	0.88913894	0.8929691	0.9275077	0.87843955	0.8907524	0.88098645	0.7832847	0.9049153	0.8651789	0.9317576	0.88091487	0.8658829	0.9423854	0.9358867	0.8818955	0.87593037	0.911377	0.9246025	0.86524916	0.87310004	0.88208526	0.84579027	0.8633432	0.9078705	0.91947764	0.8324626	0.86173356	0.9456484	0.922187	0.8198413	0.94067454	0.9138639	0.81185704	0.9119457	0.91429484	0.87981856	0.91890657	0.95078695	0.8746321	0.8647768	0.7777436	0.9147631	0.8536896	0.8243601	0.94791776	0.85563445	0.88870674	0.91050655	0.8884888	0.9583671	0.9411294	0.84677565	0.9149005	0.8856993	0.8410682	0.8215865	0.8911575	0.9082519	0.9127529	0.8898984	0.8461322	0.8073912	0.90445673	0.92683315	0.882748	0.91991043	0.7850435	0.87710387	0.8799729	0.8798978	0.92805016	0.8906151	0.7824116	0.89059865	0.8373164	0.8692987	0.9101448	0.8941505	0.90039253	0.86946225	0.8892863	0.83110356	0.84918314	0.8258072	0.90161425	0.93136483	0.90009654	0.8601461	0.8938531	0.86191666	0.85793626	0.9222009	0.8819532	0.88676006	0.93036735	0.9060434	0.9382448	0.94313896	0.8023603	0.8010841	0.92213845	0.8409414	0.81394315	0.88739	0.79429936	0.87502134	0.86029375	0.7427217	0.8844196	0.8262649	0.9096457	0.8077802	0.9241095	0.8656875	0.8741996	0.8712849	0.8919251	0.9120184	0.91797966	0.8826476	0.8425354	0.81742394	0.8627995	0.9394056	0.9275207	0.8782421	0.8257476	0.8791643	0.80570215	0.8412457	0.8081299	0.9116866	0.8208112	0.91411316	0.903562	0.8656878	0.80384266	0.9476001	0.8853134	0.8094468	0.88197297	0.92266667	0.8853168	0.8456994	0.8874522	0.9063157	0.9077847	0.89670557	0.8028723	0.8963453	0.9125315	0.826272	0.8683232	0.91154176	0.8469004	0.93296146	0.80920863	0.89433897	0.8760267	0.85747284	0.8623395	0.8941336	0.8770239	0.86792505	0.9218193	0.8551218	0.81290287	0.90632325	0.8531277	0.8024384	0.8528774	0.92213243	0.8582009	0.8253691	0.8683248	0.9215778	0.9042457	0.7310368	0.9249471	0.8685385	0.8810967	0.9143558	0.8618728	0.91805565	0.90534204	0.8418669	0.89353245	0.9357824	0.8012173	0.83147717	0.94696516	0.89610857	0.92561454	0.91129553	0.91101533
blijf/adj	0.82202095	0.7656557	0.8626976	0.73733366	0.7315246	0.8666832	0.0	0.8111379	0.78553927	0.88423294	0.8414732	0.8684239	0.84032047	0.794061	0.862827	0.88405895	0.9545019	0.85333896	0.8870996	0.8649128	0.81473804	0.6882809	0.88692045	0.8733575	0.9086082	0.7985412	0.9110574	0.8541937	0.85569525	0.83807474	0.8711675	0.9389769	0.8332241	0.86545753	0.819795	0.9033732	0.8582608	0.8702823	0.8792489	0.8597561	0.7299448	0.81267726	0.84095526	0.83928907	0.81319517	0.826755	0.82145894	0.77492535	0.7699733	0.87374395	0.8652581	0.747546	0.8891099	0.85733527	0.8926189	0.8335054	0.8444234	0.894659	0.87493294	0.9155987	0.7428716	0.640627	0.8829805	0.8638113	0.69321674	0.8486926	0.87172073	0.827188	0.81519914	0.85965097	0.9180001	0.91030955	0.9193311	0.8129353	0.8708111	0.85275716	0.8713592	0.7961378	0.7965572	0.85558474	0.84369516	0.80116796	0.8472868	0.78188515	0.8874086	0.88158673	0.81432134	0.9108907	0.8052367	0.8701962	0.8197864	0.86308885	0.9116668	0.84513783	0.851319	0.8681566	0.90871793	0.8720868	0.73687273	0.9197291	0.8661163	0.73324907	0.84935564	0.8112394	0.8827838	0.76274663	0.8188993	0.8536971	0.8653428	0.8554346	0.8332349	0.77283835	0.75471234	0.8935149	0.8046762	0.89743704	0.90961194	0.92378545	0.9236007	0.90292925	0.71353126	0.8580252	0.90209997	0.8708523	0.84962624	0.7837636	0.7545943	0.8420244	0.852317	0.77325773	0.86303806	0.6581931	0.7871924	0.8978823	0.8648872	0.7013818	0.8076891	0.84129214	0.90187013	0.851279	0.74241626	0.87369907	0.7912068	0.851681	0.8188975	0.84901464	0.8503605	0.81951094	0.8518292	0.86229074	0.8946907	0.85184884	0.8709543	0.85356987	0.8019022	0.8261458	0.8997365	0.7447514	0.7535068	0.840205	0.8085477	0.71784395	0.7931918	0.7900744	0.909501	0.8444629	0.7689544	0.9341065	0.82858765	0.79859936	0.89887756	0.7326106	0.74981683	0.8272147	0.92953014	0.84196204	0.89758635	0.918337	0.83096874	0.8291603	0.7250785	0.792367	0.8282506	0.83830833	0.86051446	0.91023487	0.7963889	0.85862195	0.870069	0.8320904	0.83326066	0.7892751	0.73206687	0.8080134	0.8135429	0.8338667	0.87473756	0.92957586	0.8692605	0.8491621	0.90015405	0.86263263	0.85242105	0.8416325	0.72797	0.90438765	0.879091	0.83943826	0.7570665	0.93759876	0.86962765	0.83159465	0.9004408	0.87604004	0.78862536	0.8692112	0.89566386
hoe/adj	0.8373009	0.7983067	0.81178415	0.73711324	0.7026667	0.8602044	0.8111379	0.0	0.8680707	0.8558715	0.90889746	0.8895397	0.74672276	0.888658	0.8835758	0.9028251	0.8589291	0.7967947	0.848829	0.9019768	0.83757466	0.7781477	0.9108017	0.77408004	0.8982991	0.7695902	0.8916619	0.69068	0.7840404	0.82716393	0.71987593	0.88987637	0.8578338	0.8535808	0.9169053	0.9067202	0.8646654	0.73841685	0.76802605	0.8781832	0.69440645	0.78826845	0.88436115	0.753273	0.8073124	0.9078196	0.8270248	0.77736604	0.6556395	0.88466585	0.8606911	0.62702435	0.80518305	0.8356852	0.8564729	0.8171688	0.7954918	0.89486086	0.7998285	0.91050225	0.75332713	0.8377495	0.8567558	0.8203422	0.7449378	0.8814753	0.7954825	0.46042025	0.69944715	0.9179459	0.8778352	0.88544106	0.89666915	0.74807835	0.74200356	0.86072516	0.7579662	0.8323219	0.8168851	0.89399195	0.8407916	0.8424846	0.84816706	0.8118585	0.85849243	0.80806226	0.6741514	0.91720444	0.84832865	0.7840199	0.8194092	0.60467017	0.6402525	0.8679445	0.8435259	0.8214518	0.92902666	0.87441206	0.82574344	0.9484794	0.86357915	0.68588734	0.81072384	0.80521685	0.7840389	0.75783026	0.7173704	0.83221674	0.683379	0.86305046	0.6211059	0.5877532	0.7354934	0.87024903	0.76620734	0.91800046	0.93053657	0.91238356	0.90049446	0.8947512	0.79278517	0.69403607	0.9016825	0.78670883	0.7939724	0.809189	0.79654425	0.778806	0.7627178	0.8065432	0.9000334	0.76351976	0.82674897	0.90543747	0.81041294	0.78597647	0.78783	0.8324762	0.8124838	0.7697935	0.67637664	0.844303	0.74491155	0.8014682	0.63580984	0.9117584	0.78932893	0.8633459	0.9332609	0.816198	0.8480496	0.83391446	0.88595223	0.87862283	0.72370744	0.9015188	0.87413496	0.814671	0.7508508	0.8609108	0.71405816	0.801033	0.8849523	0.7950811	0.87064993	0.8593535	0.74765193	0.9308303	0.8357663	0.8373012	0.9117072	0.82876545	0.8338692	0.7279639	0.9195066	0.9332458	0.9501418	0.8532995	0.81684434	0.87157416	0.76141894	0.84836376	0.7742241	0.84540886	0.85334903	0.88797945	0.8141122	0.86043745	0.89780796	0.8764673	0.8859442	0.7826984	0.66087353	0.8921823	0.78557765	0.8562266	0.8809931	0.93957055	0.7565255	0.7401757	0.8055907	0.8154067	0.67624533	0.85261095	0.6649297	0.89829457	0.7967471	0.82190263	0.7501121	0.8913702	0.9287073	0.8125993	0.91364676	0.8737434	0.80698305	0.86540335	0.70836335
kerkelijk/adj	0.8520582	0.78450936	0.8946163	0.8373331	0.77829015	0.8733356	0.78553927	0.8680707	0.0	0.86310196	0.8728385	0.87105554	0.9092139	0.70232475	0.8346036	0.8754976	0.9556439	0.8835185	0.8283308	0.8825891	0.82756245	0.69995016	0.8033065	0.87621856	0.9092462	0.83078444	0.86688066	0.89973223	0.8461852	0.87814367	0.8867861	0.9315617	0.9022443	0.85108155	0.86793315	0.92013526	0.71472245	0.8675841	0.84451294	0.8501706	0.80398905	0.83138394	0.8672738	0.7918521	0.8211725	0.91474503	0.8259396	0.80573213	0.81933784	0.8924521	0.90989923	0.81326836	0.9187225	0.85050905	0.8350002	0.83032525	0.84071994	0.86382085	0.92399645	0.9179525	0.8015202	0.8691791	0.8682078	0.75513864	0.78555703	0.8276648	0.8911051	0.8629709	0.8272862	0.88711095	0.92657244	0.8489939	0.90502816	0.86742836	0.90612507	0.91935015	0.8928847	0.7976735	0.7496586	0.8717179	0.81478137	0.8024691	0.9130957	0.7892071	0.89421535	0.89273405	0.8540688	0.9177035	0.8820827	0.7974626	0.82816297	0.8909476	0.9039197	0.65044296	0.87999564	0.8350842	0.9002905	0.8722799	0.788272	0.8651199	0.8465935	0.8318081	0.8386623	0.74209	0.87611115	0.79294926	0.86587274	0.8871508	0.9119099	0.90312684	0.829629	0.83103496	0.74664164	0.90270793	0.8382526	0.85024637	0.91974574	0.89172363	0.9182599	0.89416146	0.7255808	0.8330997	0.89043254	0.88087934	0.8600241	0.8498722	0.8319761	0.8793523	0.8582008	0.7803131	0.90853685	0.788156	0.863309	0.89531916	0.88545024	0.7995969	0.8120801	0.8243774	0.87318075	0.9018397	0.84649354	0.8547963	0.80337155	0.8455565	0.8883427	0.8604474	0.8585584	0.85401523	0.8454339	0.8468911	0.89109236	0.8239665	0.8639572	0.7958606	0.8298426	0.62461746	0.9232534	0.7678139	0.85356265	0.8521644	0.7529185	0.74833727	0.860443	0.77967876	0.8861022	0.888651	0.83311296	0.9554305	0.8948	0.77223873	0.8595197	0.8597634	0.78259313	0.8225252	0.89316523	0.8605945	0.9033682	0.8647627	0.8223401	0.88453066	0.8474582	0.8479091	0.89592326	0.6523585	0.89168715	0.87607944	0.8090231	0.8863367	0.8679434	0.8353925	0.8080604	0.8138513	0.7754832	0.78406304	0.72843647	0.82688534	0.8915476	0.85983086	0.8657931	0.8509927	0.92959905	0.8665157	0.8250618	0.85051525	0.86696655	0.8955214	0.9031816	0.8206245	0.7771876	0.8638879	0.8220359	0.8395041	0.95525134	0.8507778	0.7866951	0.8018434	0.9165107
