	riek/verb	word/verb	die/pron	Hewitt/name	en/comp	vroeger/adv	pijnlijk/adj	Berg/name	eraan/pp	alleen/adj	carrière/noun	Nelson/name	Eerste/name	blijf/adj	hoe/adj	als/prep	alsof/comp	eiland/noun	Wood/name	nog/adv	jij/pron	gozer/noun	voor_woord/noun	muur/noun	bepaald/adj	gisteren/adv	lief/adj	bar/noun	gespannen/adj	kerst_avond/noun	maar/adv	plek/noun	alles/noun	Eddy/name	Lily/name	Bush/name	versregel/noun	Ferry/name	Michiels/name	inwoner/noun	plaquette/noun	kunstenares/noun	hoofd_redactie/noun	dat/comp	ook/adv	bitter/adj	staal_industrie/noun	dagelijks/adj	zelfs/adv	altijd/adv	uit/prep	Madonna/name	Chris/name	Hainan/name	niets/noun	gesprek/noun	daaraan/pp	niets/adv	feit/noun	Ria/name	er/noun	alleen/adv	te/comp	die/det	producer/noun	Blok/name	zij/pron	Postma/name	zal/verb	gebeur/verb	zo/adv	Bryan/name	lezer/noun	Roets/name	acht_baan/noun	geweeklaag/noun	je/pron	echt/adv	goed/adj	amper/adv	moment/noun	nota/noun	commotie/noun	tijd/noun	gebeuren/noun	verrot/adj	Museeuw/name	tv_kijker/noun	iemand/noun	Merksemse/adj	periode/noun	Jansen/name	al/det	tekst/noun	California/name	wie/pron	Von/name	Marja/name	Riemer/name	schilderij/noun	mijn/det	vroeg/adj	iedereen/pron	Ten/adv	Kabul/name	kan/verb	ze/pron	graag/adv	schoonheid/noun	Basten/name	SP/name	niet/adv	Stravinsky/name	man/noun	iets/noun	welk/det	weer/adv	wanneer/adv	gras/noun	context/noun	aan/prep	Vietnam/name	ons/noun	midden/noun	plaat_zaak/noun	onraad/noun	Bram/name	dertig/num	visser_dorp/noun	The/name	kast/noun	niemand/pron	men/pron	Alma/name	mooi/adj	atmosfeer/noun	jeugd/noun	lui/adj	vooral/adv	meer/adv	ingeslagen/adj	haar/pron	zomer/noun	meisje/noun	Croes/name	zich/pron	duur_voort/adj	Lord/name	sarcastisch/adj	Rijswijk/name	Grosjean/name	Tomislav/name	mens/noun	één/pron	ogen/fixed	misschien/adv	vervallen/adj	Gerard/name	plaat/noun	ik/pron	264/num	Rosenmöller/name	partij_genoot/noun	protestants/adj	ieder/det	Iran/name	voorts/adv	homeopathisch/adj	Lamine/name	dat/det	dat/pron	correct/adj	haar/det	herkomst/noun	bloed_heet/adj	jongeman/noun	achteraf/pp	meen/verb	concert/noun	meer/adj	Beiroet/name	Visser/name	u/pron	mij/pron	aangrijpend/adj	toen/comp	vorig/adj	hij/pron	we/pron	eerste/num	heroïsch/adj	weinig/adj	me/pron	ons/pron	gelukkig/adj	lang/adj	Robert/name	dag/noun	kiezer/noun	atlete/noun	oud/adj	Ids/name	zijn/det	Peper/name	verleden/noun	vaak/adj	Ivic/name	politicus/noun	wat/pron	veld_slag/noun	voorzitter/noun	Boeykens/name	meneer/noun	ooit/adv	niks/noun	liefst/adj	detail/noun	veel/adj	AT/name	Bianchi/name	Van/name	Calster/name	het/adj	hem/pron	kwaad/noun	eens/adv
riek/verb	0.0	0.8105309	0.74576867	0.88481647	0.69829726	0.8105714	0.8388802	0.90980726	0.8693155	0.8042683	0.9112309	0.8822106	0.9195513	0.83881545	0.82077134	0.8219355	0.7135665	0.86414963	0.8853155	0.81401974	0.71811503	0.8236757	0.8737446	0.8221185	0.83051085	0.8732605	0.7211989	0.7695608	0.795486	0.83347476	0.7790618	0.83185565	0.8045875	0.9508765	0.8760914	0.87608314	0.88864005	0.86329323	0.9344458	0.8932315	0.90010905	0.8644269	0.86257267	0.83369714	0.79257447	0.7859546	0.9171193	0.81525683	0.7415464	0.75993586	0.8231758	0.85290164	0.9376736	0.9347539	0.84723383	0.8778225	0.87786627	0.8090178	0.8849243	0.85101783	0.838157	0.7670847	0.81173563	0.7595485	0.8900937	0.8904282	0.77334803	0.84856486	0.819931	0.81236386	0.778712	0.89797485	0.8269262	0.93324137	0.86193204	0.8369721	0.68751407	0.8177874	0.8524559	0.8947746	0.86925614	0.89345086	0.8203272	0.87883663	0.8668745	0.7973362	0.9007153	0.8482623	0.7216705	0.92442375	0.8932702	0.8841326	0.76577747	0.86662877	0.8995414	0.8020787	0.83100027	0.86733675	0.92319304	0.8808044	0.7849835	0.813398	0.77823967	0.83938867	0.8548081	0.7738483	0.69521797	0.7601797	0.8239866	0.8538456	0.9216957	0.8173444	0.8724023	0.793522	0.77810425	0.84517217	0.7585294	0.819034	0.73819095	0.853629	0.8742189	0.85956407	0.7919581	0.83585703	0.8784699	0.81306446	0.9215983	0.8794806	0.8671773	0.9357954	0.8035559	0.83442503	0.7922569	0.845331	0.81360817	0.7824483	0.8167325	0.7283356	0.7826818	0.8108884	0.86948097	0.7565038	0.85536224	0.786443	0.9029282	0.83420223	0.7512145	0.9072291	0.82453895	0.8844536	0.9086664	0.9270402	0.77577394	0.87302804	0.8678043	0.777015	0.8118361	0.90094024	0.8591548	0.7509954	0.9281384	0.8176975	0.8774874	0.84078026	0.81762093	0.86573553	0.8465999	0.84408	0.8531233	0.79570675	0.82239044	0.84232235	0.80919576	0.8257102	0.8179904	0.81275797	0.80412066	0.8480366	0.9075523	0.8469802	0.85963523	0.8582267	0.7975814	0.7829814	0.8516966	0.77404666	0.90668213	0.7598993	0.7942357	0.9135538	0.82819	0.83052003	0.78096795	0.8207009	0.808148	0.856007	0.92581487	0.84188324	0.84263986	0.87313694	0.8163196	0.9059856	0.81767625	0.8619337	0.86607146	0.7133491	0.8733359	0.8212264	0.80940604	0.8587989	0.93465286	0.94781816	0.7662455	0.8362263	0.82977587	0.7374003	0.8509846	0.7684504	0.8869566	0.9009652	0.9368726	0.94879967	0.8624599	0.7732272	0.8065914	0.7838588
word/verb	0.8105309	0.0	0.6355758	0.8500809	0.84706014	0.89055604	0.8444333	0.9252456	0.92390984	0.7554846	0.8568107	0.8157493	0.84981364	0.76263225	0.8015737	0.7856569	0.85381573	0.8466227	0.89039475	0.8013977	0.8684793	0.9003474	0.85439473	0.84353393	0.7179901	0.77194977	0.8488791	0.84354985	0.8689701	0.7973	0.8603282	0.82040566	0.81660503	0.92357457	0.87164134	0.8034817	0.8944079	0.84976506	0.92876154	0.8364725	0.8665161	0.8309803	0.7778068	0.79556084	0.76245224	0.8849294	0.8340485	0.7796532	0.77920485	0.861929	0.8299862	0.82321703	0.944059	0.9141665	0.8699677	0.8370552	0.84770393	0.88695264	0.75905246	0.86289793	0.8775379	0.8272835	0.4880514	0.70377564	0.8743334	0.82595813	0.5180589	0.83328205	0.56141293	0.781464	0.79920053	0.86991894	0.8016274	0.92096484	0.85468626	0.88786465	0.7593425	0.87942576	0.8510217	0.8852628	0.87789476	0.7584557	0.8318037	0.84640175	0.7973853	0.8429457	0.87789154	0.81521446	0.7009384	0.8500655	0.8196753	0.90052706	0.86223495	0.80378395	0.8962514	0.75651765	0.7828553	0.88187516	0.9331299	0.8400235	0.8803667	0.85015213	0.8031324	0.7065784	0.7699642	0.59605193	0.59521025	0.829126	0.8531655	0.853259	0.8892516	0.784286	0.87757236	0.69669175	0.8466226	0.74705887	0.7883181	0.75796825	0.85749125	0.8120585	0.8163578	0.81520677	0.7554568	0.8760757	0.8624508	0.7971708	0.9343726	0.8227633	0.8797122	0.942542	0.85069406	0.7817795	0.60384154	0.8312393	0.88821846	0.7789537	0.8579513	0.84569234	0.8451878	0.8149728	0.8331753	0.67479104	0.7821451	0.7880292	0.8530267	0.76311374	0.76471937	0.85953176	0.86972874	0.81694764	0.8595145	0.8959137	0.75483066	0.86884415	0.8819577	0.87188137	0.80040616	0.8980865	0.8300508	0.82994163	0.8895259	0.78158915	0.8530287	0.8026748	0.78846014	0.7845193	0.6791757	0.7905475	0.7725475	0.785148	0.71215343	0.7303789	0.8013909	0.7771524	0.85476094	0.6766957	0.76385903	0.89466536	0.83935344	0.8429831	0.8041955	0.8591413	0.78433895	0.8355413	0.85447025	0.7358123	0.7636981	0.60184073	0.69893646	0.8675711	0.8400968	0.85986245	0.8121216	0.7699321	0.8603229	0.85283256	0.9204306	0.7868129	0.80165505	0.8064767	0.841424	0.8476328	0.7956379	0.77020156	0.81793284	0.73527145	0.8543828	0.80063534	0.8494613	0.827533	0.9217255	0.92951053	0.88299847	0.82756567	0.8977107	0.84129214	0.7816382	0.8331662	0.81136394	0.8625388	0.96484387	0.9153383	0.82769126	0.6263345	0.83291745	0.8248354
die/pron	0.74576867	0.6355758	0.0	0.8538629	0.8502617	0.82537425	0.82099605	0.892886	0.8669982	0.6645113	0.80963016	0.7535215	0.83115226	0.71795404	0.79009366	0.5733297	0.7452832	0.7709907	0.79517555	0.83595145	0.79431903	0.8642848	0.8042141	0.8421135	0.59980494	0.82844	0.7533396	0.7961836	0.82018113	0.80414975	0.8521534	0.78442824	0.8754284	0.9117493	0.8077514	0.7932303	0.85403466	0.8101154	0.92395383	0.7850218	0.8696445	0.7528548	0.8180063	0.7922126	0.7390319	0.8127244	0.81296414	0.71008646	0.76843715	0.7676476	0.7005696	0.7409054	0.8931864	0.90044194	0.90829015	0.8021039	0.79537654	0.8551952	0.78221875	0.81961524	0.88738364	0.72191703	0.72804785	0.58816254	0.76680803	0.85282016	0.5607486	0.80956686	0.7146058	0.8799614	0.83578753	0.8147737	0.75081515	0.9249609	0.84147483	0.85481906	0.80076396	0.87098837	0.7974422	0.8370376	0.864012	0.81948346	0.80485266	0.865366	0.7956424	0.8096626	0.8848308	0.7822549	0.7212234	0.8725596	0.84314287	0.8582169	0.6750304	0.7491268	0.85944647	0.58940625	0.74553335	0.8476565	0.929098	0.7652428	0.75656474	0.8206552	0.8158653	0.7138754	0.73351455	0.7360777	0.69897354	0.7402781	0.7599453	0.8348094	0.89699584	0.83895504	0.82857716	0.6994393	0.86652803	0.6171925	0.8598701	0.802459	0.8437849	0.7664927	0.77381146	0.7348038	0.7480809	0.847131	0.8283199	0.81703657	0.8844222	0.72529924	0.8132718	0.8914819	0.8277638	0.8445416	0.7917335	0.8122043	0.7954137	0.79895425	0.76865447	0.7305076	0.66301036	0.8224761	0.8584186	0.705413	0.84679466	0.7010174	0.8429254	0.7109306	0.7067705	0.8198588	0.78997386	0.83785784	0.88619566	0.88748133	0.66663647	0.6701265	0.7949226	0.84358925	0.78127354	0.84672767	0.76845586	0.82993954	0.8969639	0.80720043	0.84379417	0.6974124	0.6413083	0.7286678	0.71311855	0.7622659	0.81223106	0.8686363	0.63890743	0.73844767	0.6915635	0.72414637	0.8699597	0.7336527	0.84024715	0.8090218	0.8287699	0.7531568	0.7785526	0.78102016	0.82941854	0.8170371	0.7376995	0.7280526	0.8407074	0.68747795	0.8348183	0.857499	0.708503	0.79769635	0.8427515	0.8143792	0.8261751	0.82288635	0.8218877	0.83582175	0.7912886	0.78595227	0.68543696	0.8620283	0.69569343	0.80165696	0.7444242	0.61162186	0.8596149	0.6545546	0.82728696	0.7612749	0.9090048	0.93325275	0.8371084	0.7137271	0.9232712	0.7760936	0.80523396	0.742903	0.8269604	0.848483	0.961509	0.9283467	0.80850387	0.704604	0.8216896	0.8694843
Hewitt/name	0.88481647	0.8500809	0.8538629	0.0	0.8888824	0.9275097	0.8380671	0.84596866	0.93246716	0.90914357	0.83469987	0.782635	0.9048554	0.90245867	0.9054187	0.82454395	0.88252056	0.91087765	0.7556572	0.86764026	0.8896295	0.89984095	0.88886863	0.9185264	0.9294791	0.8317156	0.89553016	0.88645697	0.8837441	0.8825443	0.89455277	0.8908704	0.90873057	0.8333812	0.8321473	0.83370245	0.9173695	0.8456474	0.7977535	0.92024994	0.9030307	0.8889663	0.88328946	0.89004904	0.88636154	0.86002403	0.92133504	0.9085366	0.82786787	0.8740422	0.8858837	0.79029393	0.8031185	0.9726922	0.91099495	0.89257056	0.9313194	0.91168505	0.9102361	0.84847665	0.9200569	0.89482975	0.8421831	0.8698923	0.8431683	0.89525044	0.82932824	0.7617886	0.86001325	0.93307173	0.88574624	0.7199143	0.876634	0.89586115	0.8880907	0.93255794	0.8792332	0.932179	0.8907369	0.8141867	0.8936076	0.91098624	0.8831324	0.90403086	0.89831185	0.9054476	0.76184404	0.877016	0.8794562	0.92425114	0.8919085	0.7988724	0.89463747	0.9168422	0.88352513	0.87809736	0.8074395	0.8670763	0.9305574	0.90907395	0.8344107	0.9140716	0.86985755	0.87849516	0.8932942	0.86933786	0.82323474	0.8739221	0.8785428	0.80497384	0.9215011	0.8724346	0.87193453	0.8598803	0.9085701	0.92925835	0.86340916	0.9115845	0.8414082	0.9330269	0.9188152	0.85219157	0.86268574	0.9377764	0.9137902	0.90506446	0.8104713	0.9271657	0.91424876	0.8548063	0.93063724	0.88580894	0.8745799	0.850783	0.89396316	0.9131233	0.899827	0.86672705	0.8778861	0.9161556	0.93381846	0.8257326	0.877828	0.8396125	0.7906589	0.87114525	0.8678398	0.8386701	0.85456634	0.8991733	0.47841573	0.88717943	0.9080482	0.8846651	0.92485934	0.8905501	0.8971735	0.8623047	0.87938607	0.8590917	0.8356054	0.8579927	0.8869631	0.8763335	0.8782301	0.9032509	0.89948976	0.94291604	0.87157696	0.8879193	0.88734245	0.9076136	0.7800046	0.9391357	0.9079396	0.87420785	0.84604746	0.9088756	0.9031578	0.91638076	0.8793339	0.85057414	0.87786067	0.86519426	0.87471974	0.8128369	0.8283181	0.76391906	0.8271231	0.795138	0.77844465	0.8808833	0.8670989	0.85617757	0.85079247	0.9009675	0.7926676	0.8621933	0.9004042	0.76769614	0.8882	0.7853023	0.77861655	0.8804669	0.88869905	0.8743898	0.8449757	0.8892571	0.9103645	0.81823266	0.9143726	0.81309354	0.8988932	0.8262646	0.90944284	0.88977826	0.9145882	0.889384	0.8914727	0.8134868	0.8310722	0.8947711	0.8882634	0.8243952	0.9008476	0.89726865
en/comp	0.69829726	0.84706014	0.8502617	0.8888824	0.0	0.7524961	0.8020218	0.96056306	0.7984678	0.6762699	0.8844639	0.9197365	0.95317614	0.87692744	0.6145519	0.8780277	0.6155282	0.92340374	0.8900212	0.6487795	0.42155516	0.7042135	0.8772529	0.8798028	0.87670696	0.9556333	0.5757722	0.8549386	0.8220834	0.8258717	0.50230646	0.8265637	0.62555546	0.954354	0.86737275	0.9077176	0.8617967	0.8722992	0.9636754	0.95204407	0.9276816	0.9019298	0.8768674	0.72610205	0.56166	0.76882136	0.91692287	0.87428886	0.7244229	0.5390614	0.9218215	0.829457	0.969564	0.9533817	0.68908787	0.9257832	0.8234881	0.7146067	0.8762733	0.8591556	0.6407765	0.6584011	0.7566415	0.6312885	0.89857846	0.8941151	0.7261693	0.8586955	0.6779733	0.7074058	0.592825	0.9152122	0.75776744	0.9492525	0.82048714	0.84353805	0.38994586	0.5360942	0.695951	0.8735594	0.7676815	0.9257271	0.84193486	0.80692536	0.8652555	0.787302	0.8615887	0.82873446	0.5602585	0.93764246	0.9025289	0.91366136	0.65707797	0.85118896	0.93317723	0.6427538	0.85169506	0.83117175	0.8892239	0.9035588	0.65753007	0.8086769	0.5528669	0.84656286	0.9288938	0.60811615	0.5059266	0.7076181	0.75964135	0.8247686	0.9527979	0.52610415	0.8494495	0.83444667	0.5987971	0.7969836	0.636572	0.67308986	0.77544737	0.8276042	0.9080693	0.9022855	0.65373397	0.9155536	0.87803787	0.8688849	0.93156993	0.9235628	0.9074748	0.9686158	0.84022045	0.62611663	0.63286316	0.845131	0.6834023	0.8392498	0.83380395	0.7103482	0.81690246	0.70184743	0.84277624	0.68309575	0.8942002	0.8228222	0.90293604	0.8367797	0.77943116	0.9291727	0.78458357	0.9219194	0.90149	0.90773433	0.69035256	0.9124373	0.834527	0.51103663	0.8910976	0.9443312	0.81756335	0.3933847	0.946913	0.8512264	0.92453265	0.905504	0.78856206	0.9450263	0.89227885	0.884547	0.8663215	0.50115585	0.8966805	0.8145081	0.85322124	0.9046477	0.8780126	0.8880319	0.6583077	0.87205124	0.92232114	0.78473425	0.9264734	0.88826174	0.5639012	0.51353085	0.825755	0.7987288	0.9516865	0.63631517	0.5110401	0.95504034	0.8339676	0.7702706	0.5644907	0.62216365	0.61479914	0.83770525	0.97506577	0.8641967	0.827928	0.8966953	0.8694851	0.89349735	0.86145705	0.89608014	0.855202	0.6884738	0.83188117	0.8283922	0.5364213	0.8896721	0.9812539	0.95323074	0.6333137	0.7595739	0.5803989	0.698208	0.82368046	0.6849064	0.897031	0.87619627	0.9808617	0.96037036	0.8320303	0.6911958	0.77322185	0.5827019
vroeger/adv	0.8105714	0.89055604	0.82537425	0.9275097	0.7524961	0.0	0.8251174	0.9308861	0.8465293	0.826812	0.8687824	0.89765763	0.92272246	0.8596113	0.7966727	0.86675745	0.81330895	0.9310106	0.9006153	0.8206613	0.7880714	0.876508	0.8999887	0.8981613	0.87135684	0.9384822	0.79529196	0.8834527	0.86545014	0.8819376	0.7695101	0.8837943	0.831692	0.9292439	0.87371933	0.9144601	0.8796131	0.8883805	0.92661446	0.93918926	0.9021503	0.92174417	0.90802056	0.8359199	0.81310403	0.83834815	0.92228377	0.91897684	0.84441864	0.77515984	0.9089612	0.8680996	0.92849326	0.92965513	0.8483513	0.89046496	0.8656601	0.8172089	0.8980061	0.8509866	0.8190527	0.818718	0.8464954	0.76265574	0.89531344	0.9159598	0.8452728	0.87953246	0.8599156	0.8509376	0.8242318	0.8915881	0.85700136	0.94140387	0.8965388	0.89089996	0.76148564	0.8227518	0.8521099	0.9117814	0.8638172	0.9191474	0.88961405	0.87473583	0.8821748	0.87051976	0.92144793	0.8828689	0.81789863	0.93211764	0.8692863	0.8959024	0.7892989	0.8375404	0.91692173	0.8462462	0.87329125	0.89592516	0.9199964	0.8795912	0.76933986	0.82310253	0.8110372	0.90141714	0.9293669	0.82279235	0.7797417	0.83044845	0.8254163	0.85549545	0.94967365	0.84319055	0.8845854	0.8967242	0.8090075	0.8657756	0.8112875	0.8467869	0.88453114	0.85723317	0.88174194	0.8603333	0.831613	0.9131038	0.9226129	0.91372806	0.91888374	0.9307625	0.9000243	0.95228827	0.8872429	0.84748703	0.8019153	0.8820907	0.7989799	0.8481941	0.8295956	0.8543792	0.83401924	0.88016915	0.9140839	0.82015264	0.918743	0.87215114	0.9316164	0.8654564	0.8366716	0.92774373	0.8309864	0.9302087	0.92642677	0.9467093	0.8379936	0.8917405	0.88079315	0.78126657	0.8916019	0.9137025	0.85614	0.75439954	0.95145667	0.8902521	0.9194486	0.9015555	0.84497875	0.9173381	0.8865598	0.896456	0.9057146	0.80145836	0.8677143	0.8615253	0.83732134	0.90240264	0.9193941	0.9120249	0.8093071	0.89941746	0.8926009	0.8847307	0.90307176	0.87588763	0.84060985	0.78397465	0.82121444	0.8965682	0.9152764	0.81038445	0.8140354	0.9387779	0.82770467	0.8280141	0.80880946	0.83424115	0.83217406	0.8894545	0.9358333	0.9162285	0.8956811	0.9157522	0.84905803	0.9001818	0.84602594	0.9102237	0.82105625	0.8022749	0.90357983	0.87585133	0.783757	0.87778085	0.93404686	0.93914026	0.8305499	0.83942044	0.84315234	0.8498232	0.81802464	0.791163	0.927706	0.9194022	0.9415557	0.941339	0.9152644	0.8420718	0.85400486	0.81411207
pijnlijk/adj	0.8388802	0.8444333	0.82099605	0.8380671	0.8020218	0.8251174	0.0	0.9482744	0.8799623	0.8227351	0.84245974	0.88559616	0.89745265	0.74631107	0.75472486	0.84094685	0.7932732	0.92790604	0.8919817	0.83404577	0.8724876	0.90505636	0.8590372	0.894481	0.81245786	0.84990364	0.8462239	0.9358418	0.694197	0.8892259	0.81642044	0.86681044	0.86410284	0.9434252	0.89473057	0.85950893	0.9146298	0.8842813	0.9385558	0.9453887	0.9056278	0.8738562	0.8732647	0.7500704	0.79182196	0.65655845	0.8721816	0.87202334	0.7999673	0.78164864	0.8797307	0.8796157	0.9431411	0.9218958	0.8568987	0.8552489	0.8489717	0.84909904	0.7884315	0.8923606	0.8577287	0.8196224	0.84124964	0.71698123	0.930216	0.921598	0.7997307	0.85732466	0.80133307	0.8170208	0.7876705	0.89476526	0.7810379	0.9295144	0.8880507	0.8609051	0.79639965	0.89055634	0.8049533	0.90295637	0.7765008	0.85232544	0.76500237	0.86029065	0.83292687	0.86475515	0.87796074	0.84728694	0.8094443	0.9404006	0.81573594	0.9126437	0.7857661	0.8608669	0.94618124	0.88681436	0.85643333	0.8876647	0.9477726	0.8954225	0.7781291	0.86370444	0.8223368	0.8854194	0.90691173	0.83180034	0.797884	0.82899994	0.7704979	0.8615671	0.9428921	0.84199214	0.88699424	0.88225704	0.8247218	0.82482314	0.8537395	0.85779065	0.88001597	0.7785037	0.8732146	0.82721645	0.83077276	0.9248624	0.93581176	0.9161191	0.9012892	0.94210047	0.91118395	0.94839734	0.9234296	0.8556729	0.79525244	0.8975478	0.7524928	0.8434894	0.83584154	0.8165803	0.80125076	0.893235	0.89848155	0.8009806	0.89603335	0.8829652	0.8796483	0.8582147	0.75346744	0.9232362	0.76682454	0.9268786	0.8814826	0.91093445	0.8320588	0.86922544	0.8030202	0.7734969	0.8988319	0.9433274	0.8945308	0.81168246	0.9517826	0.8278283	0.8802176	0.9040173	0.8167978	0.88738084	0.88844323	0.8725543	0.86259454	0.7555827	0.8660786	0.7872877	0.7626946	0.90744984	0.89897203	0.8674969	0.7262443	0.86274385	0.9294477	0.86459893	0.89857745	0.88174397	0.8759627	0.8060665	0.64765155	0.82088715	0.862198	0.7773928	0.80529034	0.8556404	0.73285985	0.7890096	0.8377514	0.81682456	0.7632098	0.8254055	0.94528663	0.9002979	0.8408629	0.89177805	0.8951851	0.88422865	0.75549114	0.82229435	0.7490088	0.6831243	0.8801476	0.8213668	0.83967626	0.8107823	0.9565281	0.9461363	0.8663448	0.8618979	0.86390585	0.86693025	0.7704601	0.7692897	0.8812392	0.8948433	0.93849456	0.93400234	0.8913851	0.80958414	0.7911928	0.83481663
Berg/name	0.90980726	0.9252456	0.892886	0.84596866	0.96056306	0.9308861	0.9482744	0.0	0.9535791	0.94837403	0.9232603	0.79389936	0.8702292	0.96022195	0.9504116	0.8239362	0.9507584	0.9354336	0.76094395	0.9578012	0.919439	0.90116715	0.7928269	0.95767117	0.9632924	0.80211246	0.94653034	0.9206003	0.92533004	0.90392965	0.9756188	0.942282	0.9685363	0.6659258	0.8025072	0.89092493	0.9158481	0.7492398	0.6408572	0.9026993	0.93021554	0.82991546	0.87218666	0.92367244	0.9478426	0.9439652	0.9701123	0.93746746	0.94070184	0.958788	0.85151875	0.8352569	0.579287	0.9710223	0.96526164	0.82815194	0.94369715	0.93258286	0.946594	0.69138706	0.9660373	0.957097	0.9424731	0.95009583	0.7329867	0.8771109	0.9003168	0.7426871	0.95211715	0.96479213	0.9470689	0.7750497	0.9133873	0.77582717	0.93862534	0.9571093	0.95506454	0.96182185	0.95295185	0.92161417	0.98064446	0.9012496	0.8871678	0.97259355	0.9156622	0.93988156	0.8092865	0.913398	0.94166064	0.8983518	0.96344423	0.4929338	0.959428	0.87085015	0.84402823	0.9187696	0.77691495	0.72865045	0.8456966	0.8652779	0.9492227	0.9245931	0.95232546	0.9091254	0.92014915	0.9581835	0.93030614	0.90701675	0.9330958	0.7708242	0.8372208	0.95906377	0.8356766	0.93455464	0.9683294	0.95613134	0.95280844	0.93864	0.93499136	0.95193183	0.9331447	0.92003	0.9391359	0.9377471	0.9163442	0.9097337	0.6284542	0.96310824	0.94319534	0.8348635	0.96157116	0.93664086	0.9361232	0.83429027	0.95661366	0.9565352	0.93065923	0.91956025	0.94005823	0.96843606	0.9466142	0.92070675	0.9355861	0.9307139	0.76031244	0.93293047	0.9512262	0.79718673	0.88755476	0.7444341	0.83325493	0.8909695	0.956204	0.9305906	0.91534036	0.96078426	0.8792381	0.544304	0.93651444	0.9480743	0.9004484	0.81450516	0.7578403	0.88106155	0.93624526	0.93651783	0.883238	0.94410485	0.8708523	0.9624003	0.929583	0.9353727	0.9048059	0.9550459	0.9340062	0.9233972	0.9236423	0.6792978	0.8759717	0.9574631	0.9002654	0.5323979	0.92096317	0.9489053	0.8971139	0.9047624	0.9060241	0.8777796	0.95628005	0.94284093	0.89320034	0.9648386	0.9551563	0.9609232	0.9447927	0.96962225	0.6282767	0.9672092	0.9280474	0.8679713	0.9072489	0.8166267	0.8745314	0.82427144	0.96015453	0.94238895	0.87582886	0.8996788	0.95927775	0.9151497	0.6218827	0.71909976	0.7923764	0.8774362	0.9710987	0.9287154	0.9553838	0.96389365	0.86768264	0.81450945	0.54910314	0.797459	0.94969976	0.91891575	0.9625357	0.9650714
eraan/pp	0.8693155	0.92390984	0.8669982	0.93246716	0.7984678	0.8465293	0.8799623	0.9535791	0.0	0.8580843	0.912743	0.9149675	0.9318765	0.86743146	0.86018777	0.9137976	0.85966384	0.9519964	0.9349004	0.79287595	0.80492836	0.8936307	0.8923136	0.94396144	0.8945583	0.88249826	0.83781	0.95751405	0.91613454	0.9116253	0.8481954	0.9348571	0.835288	0.9135274	0.9134817	0.88383627	0.9346318	0.90665025	0.92881614	0.9442942	0.9075639	0.9129161	0.91527605	0.80034304	0.8167189	0.88307416	0.92382395	0.92195046	0.82687926	0.83632314	0.94417053	0.90822935	0.9307482	0.9247547	0.84839106	0.8925771	0.3903739	0.8382338	0.8643662	0.8805438	0.6748725	0.87875247	0.8184278	0.85657114	0.9040705	0.8994268	0.78877926	0.8836917	0.8105137	0.90194994	0.87885344	0.91456336	0.84221363	0.9451455	0.9366694	0.9056706	0.7735003	0.809002	0.86678356	0.9097587	0.8839584	0.9165054	0.89065063	0.8848308	0.89610904	0.92166144	0.91302156	0.88103694	0.79482937	0.9519108	0.9460544	0.9204727	0.87016505	0.92068785	0.9358223	0.81413007	0.91802	0.9068987	0.95866287	0.94068265	0.8382514	0.89304733	0.8108288	0.8637034	0.9413986	0.8246175	0.7615557	0.8179879	0.9015961	0.9049763	0.8924358	0.7889242	0.9336254	0.926425	0.82333267	0.88801235	0.86879766	0.8434717	0.9093684	0.92481333	0.56495535	0.90989083	0.805936	0.9503358	0.9486649	0.8858748	0.9392013	0.9464134	0.9464802	0.9687448	0.9271687	0.77882016	0.7903271	0.91136825	0.9226368	0.92403823	0.9045584	0.8975105	0.8695288	0.8450793	0.9129128	0.8025758	0.905136	0.92921597	0.902147	0.80943954	0.8751482	0.9331496	0.8929283	0.9286514	0.9310298	0.9311258	0.8547241	0.9486216	0.8769936	0.82515264	0.9347764	0.9309613	0.9303249	0.75006586	0.9602165	0.88482964	0.8506426	0.9322704	0.9045247	0.9315338	0.85180867	0.9172499	0.8847129	0.8530797	0.9163589	0.9000434	0.87805516	0.9296423	0.93147886	0.9230065	0.8333292	0.838128	0.94757926	0.8699104	0.91329896	0.92304283	0.79399276	0.7562102	0.93614405	0.88150984	0.9268013	0.7690034	0.8238789	0.94957334	0.9069195	0.85130537	0.7617738	0.80404687	0.87501836	0.885031	0.9243865	0.9117092	0.86511666	0.89806277	0.9182268	0.9195999	0.86485475	0.8789227	0.92191756	0.88252	0.9124111	0.86999327	0.8144911	0.91035587	0.91711557	0.9540081	0.84662557	0.8277333	0.84805506	0.86893463	0.8964615	0.85396856	0.92727	0.9133707	0.9275934	0.9289925	0.8685908	0.79351825	0.9049522	0.8392829
