	*/tag	1/num	10/num	1930/noun	2.500/num	30%/num	30/num	400/num	6,5/num	Albanees/noun	Amerikaan/noun	Amerikaans/adj	Angenent/name	Arabisch/adj	Brits/adj	Brussel/name	Camiel/name	Decoster/name	Europees/adj	Francis/name	Henk/name	Johan/name	KLM/name	LPF_minister/noun	Lanaken/name	Leandro/name	Litmanen/name	Londens/adj	Máxima/name	Nederlands/adj	Nico/name	VS/name	Van/name	Vlaams/adj	aan/prep	aandeel/noun	aantal/noun	aanvankelijk/adj	accijns/noun	administratie/noun	afgelopen/adj	afkomst/noun	afkomstig/adj	al/adv	alleenstaand/adj	als/comp	als/prep	ander/adj	anders/adj	arm/adj	arm/noun	avond/noun	beeld_DIM/noun	been/noun	begin/noun	behaal/verb	behoorlijk/adj	belasting/noun	ben/verb	besluit/verb	bestuur_kamer/noun	bij/prep	binnenlands/adj	blijf/verb	blik_DIM/noun	boer_DIM/noun	borst/noun	boven/prep	bovendien/adv	bovenop/prep	box/noun	café/noun	college_geld/noun	daarna/adv	daarvoor/pp	dan/adv	dan/comparative	dankbaar/adj	dat/comp	dat/det	de/det	deelstaat/noun	destijds/adv	dezelfde/det	die/det	die/pron	dochter/noun	door/comp	door/prep	dringend/adj	duizendste/num	dwingend/adj	echter/adv	een/det	eerst/adj	eerste/num	en/noun	en/vg	enkel/adv	enorm/adj	entree/noun	er/adv	er/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebruik/noun	gedachte/noun	geen/det	gehuld/adj	gemeente/noun	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	gouden/adj	graag/adj	grif/adj	groen/adj	groot/adj	haar/det	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	heb/verb	heer/noun	hemel/noun	her_stelling_werk/noun	het/adj	het/det	het/noun	hierover/pp	hij/pron	hoe/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	huize/noun	hulpeloos/adj	hun/det	ik/pron	immers/adv	in/adv	in/prep	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	internationaal/adj	invoer_recht/noun	jaar/noun	je/pron	juist/adj	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	kind/noun	koers_winst/noun	kom/verb	kop_positie/noun	laat/adj	land/noun	landelijk/adj	langzaam/adj	leerling/noun	leg_op/verb	leven/noun	lidstaat/noun	liter/noun	lokaal/adj	loon_belasting/noun	loop/verb	luistergeld/noun	maak_bekend/verb	maandag/noun	maandag_avond/noun	maar/vg	mag/verb	makkelijk/adj	man/noun	meen/verb	meer/adj	meest/adj	men/pron	met/prep	meteen/adv	middel/prep	minder/det	miniem/adj	ministerie/noun	moeilijk/adj	moet/verb	mogelijk/adj	mogelijkheid/noun	na/prep	neem_in/verb	nergens/adv	netjes/adj	niet/adv	nieuw/adj	nog/adv	nooit/adv	nu/adv	of/comp	of/vg	ogenblik/noun	oktober/noun	om/comp	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ons/det	ontbreek/adj	ook/adv	op/part	op/prep	opnieuw/adv	oud/adj	over/prep	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	paar/noun	parkeer_plaats/noun	particulier/noun	pensioen_premie/noun	per/prep	poot/noun	premie/noun	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provinciaal/adj	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rente/noun	roerend/adj	rond/prep	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	snel/adj	soort/noun	spaar_geld/noun	sport_wereld/noun	sta/verb	staal/noun	staat/noun	stad/noun	statie_geld/noun	steenkool/noun	stel/verb	stel_voor/verb	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	taks/noun	taksen/noun	tarief/noun	te/adv	te/comp	te/prep	teatraal/adj	teelt/noun	tegelijk/adj	tegenwoordig/adj	tel/noun	tentoonstelling/noun	ter/prep	terecht/adj	terwijl/comp	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	triomfantelijk/adj	troon/noun	van/prep	vanaf/prep	veel/det	ver/adj	verder/adv	verlaag/verb	verlies/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verschil/adj	verschil/noun	vertrek/verb	verzekerd/adj	vier/verb	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voldoende/det	voor/adj	voor/prep	vooral/adv	voorheffing/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorig/adj	vorm/noun	vriendschap/noun	vrijwel/adv	waar/adv	waarde/prep	waarover/pp	waarschuw/verb	want/comp	wat/pron	we/pron	week/noun	weg/noun	weinig/det	wel/adv	wereld/noun	wil/verb	word/verb	zal/verb	ze/pron	zeg/verb	zeker/adj	zelf/adv	zelfs/adv	zenuwachtig/adj	zeventien/num	zich/pron	zichzelf/pron	zie/verb	zij/pron	zijn/det	zo/adv	zoals/comp	zondag_middag/noun	zonder/comp	zonder/prep	zoveel/num	zwaar/adj
*/tag	0.0	0.73460865	0.7917837	0.8779384	0.7629014	0.9157184	0.78587997	0.75308675	0.86071116	0.866547	0.9342785	0.9246353	0.9432927	0.93456	0.9123895	0.7640393	0.89142674	0.89367443	0.94452804	0.8809459	0.9190044	0.9079064	0.9076686	0.9634773	0.5797074	0.9648566	0.94282997	0.8500231	0.8805145	0.9217007	0.9135486	0.9454591	0.95631593	0.8688912	0.8534681	0.9387259	0.79629266	0.90268236	0.86849964	0.8644109	0.8586504	0.91150707	0.83085513	0.9110866	0.84808767	0.903358	0.91049635	0.8672255	0.97963536	0.90320385	0.8810578	0.8405062	0.8469684	0.85214293	0.91876847	0.93697035	0.90397537	0.8895414	0.90412474	0.8829591	0.921002	0.7821217	0.9353617	0.8842266	0.7529145	0.9547471	0.8920098	0.8520353	0.8513526	0.8252346	0.85078585	0.70122194	0.9505586	0.7849134	0.8893901	0.9184059	0.90730923	0.9180466	0.96071196	0.9564216	0.7495753	0.9139642	0.90239525	0.8697534	0.9152603	0.85408056	0.89161885	0.8531151	0.7780028	0.836397	0.88301414	0.9335522	0.90711355	0.7357544	0.9324645	0.9166991	0.9200652	0.6762326	0.7691261	0.8954044	0.83603865	0.84822655	0.9481925	0.91303736	0.86016995	0.8840059	0.7959491	0.78914326	0.8019103	0.8119028	0.8359371	0.9342336	0.9015964	0.755224	0.8225597	0.81003964	0.8652023	0.82600236	0.95277226	0.89192015	0.8783605	0.7827481	0.8705684	0.8360771	0.7719244	0.8145347	0.8888112	0.9160095	0.9387567	0.79001987	0.89529574	0.86775696	0.9044047	0.77963334	0.8408693	0.9281645	0.9181208	0.91006434	0.8978268	0.93010134	0.9125803	0.7899742	0.95743406	0.83108044	0.97677696	0.90305984	0.8815627	0.95687115	0.934267	0.8807924	0.93419355	0.92643565	0.84486187	0.9061906	0.844556	0.9553096	0.86424506	0.83312654	0.7657145	0.85495466	0.917786	0.8690126	0.93776363	0.9204339	0.87283707	0.9145677	0.9188945	0.88289213	0.8604535	0.88680404	0.9166966	0.8685589	0.93973607	0.84389734	0.94402766	0.85519695	0.96026045	0.90014267	0.9388724	0.8710282	0.8689559	0.8779037	0.8563435	0.9293966	0.9463545	0.7879317	0.8035685	0.9498683	0.84421974	0.93108356	0.9079506	0.7247336	0.5902212	0.8981791	0.851311	0.8968617	0.745185	0.95038986	0.8554236	0.89488745	0.89856285	0.8056182	0.83536947	0.83209616	0.84363514	0.8780583	0.92503595	0.9596283	0.8474098	0.8609011	0.8974803	0.8153515	0.9035625	0.8508573	0.82706803	0.9599747	0.84237576	0.92027706	0.9376866	0.92848134	0.9326804	0.6604377	0.8256982	0.7951618	0.8651133	0.88293535	0.94775474	0.93771785	0.8741347	0.84076875	0.8785824	0.8899483	0.7970746	0.8031607	0.8262191	0.8922764	0.9634076	0.90471625	0.77503544	0.9208009	0.89073926	0.842209	0.7261368	0.83366597	0.9335197	0.7934013	0.86902964	0.89967763	0.88431275	0.8996018	0.92286634	0.85339147	0.9054627	0.86266834	0.8403094	0.8375588	0.9407938	0.91154146	0.9077712	0.9503433	0.8558213	0.7246987	0.92398936	0.87642527	0.90684116	0.72407436	0.8480429	0.8477014	0.86287224	0.9000876	0.9422011	0.8488686	0.8382777	0.91753435	0.80495995	0.89805245	0.88736016	0.9433935	0.8945755	0.9024245	0.85983163	0.7892669	0.93714535	0.8676318	0.87982607	0.8849543	0.89772016	0.86798877	0.8780827	0.93043333	0.86461747	0.87567776	0.8775815	0.8964994	0.86802185	0.65250444	0.8794923	0.81574225	0.95722854	0.81210345	0.8542357	0.94063216	0.8542242	0.8897631	0.84757787	0.8874598	0.9369717	0.831517	0.77382815	0.8929584	0.9138821	0.85648346	0.89612603	0.9230523	0.94674176	0.94146365	0.9048316	0.81800735	0.9470045	0.82487726	0.8450736	0.8516021	0.91363317	0.9225539	0.80661607	0.8244754	0.8758138	0.9450976	0.7976786	0.8767493	0.9145968	0.75373983	0.8922047	0.92368144	0.8549472	0.8922562	0.9446367	0.8806589	0.7866638	0.85243535	0.91396666	0.8763446	0.9234405	0.9755951	0.9267326	0.8709779	0.76926476	0.9305059	0.9616507	0.93023515	0.8911971	0.7600595	0.9011202	0.84141666	0.9682933	0.95628345	0.9038715	0.8701946	0.91309416	0.7869618	0.9503362	0.9462751	0.92022556	0.8781939	0.8843082	0.93827987	0.8540357	0.6789222	0.8484305	0.80286723	0.85128456	0.75776017
1/num	0.73460865	0.0	0.47417325	0.90987724	0.7587261	0.85215807	0.5384717	0.64861	0.66162944	0.9724188	0.95230156	0.95137775	0.93419224	0.96435344	0.97425514	0.93351567	0.9618715	0.9481209	0.91795266	0.9418661	0.96765375	0.9626511	0.89294213	0.9853235	0.9205848	0.96464896	0.9453045	0.9258481	0.95373774	0.95053667	0.89418525	0.9322008	0.9175964	0.9490896	0.9422892	0.84359497	0.8860878	0.9242969	0.85023	0.96490175	0.9090853	0.97211504	0.8960036	0.9503498	0.9265756	0.9547553	0.9504361	0.9462845	0.9832049	0.9518883	0.94728905	0.92083895	0.9037099	0.9371194	0.9292666	0.81031466	0.90419954	0.8368258	0.9577456	0.9547416	0.9546321	0.9329218	0.8794708	0.9355515	0.7858707	0.9659158	0.9220438	0.8160572	0.9159615	0.7988935	0.87653273	0.9534698	0.9342277	0.89206094	0.92612934	0.95657873	0.7862901	0.9617606	0.98424405	0.947982	0.87063384	0.9583161	0.94953185	0.88855433	0.9199431	0.9411495	0.98271656	0.8879726	0.9381345	0.9604043	0.8361783	0.9512982	0.95038736	0.84332865	0.9506136	0.81883156	0.97822285	0.82404417	0.89704376	0.9284994	0.921853	0.9571959	0.93013644	0.97176164	0.6883551	0.9466415	0.93002397	0.8487353	0.79333675	0.9460339	0.9727004	0.95334417	0.9048524	0.7935325	0.7794113	0.684515	0.9441013	0.9215818	0.98246723	0.9346808	0.931913	0.9288649	0.7874576	0.9128568	0.79328495	0.83032453	0.85222465	0.95233595	0.9368194	0.8102519	0.89083266	0.9461628	0.9030011	0.9402385	0.9079638	0.954686	0.9371029	0.9131272	0.96379215	0.93997186	0.95347166	0.9369777	0.9391104	0.9239698	0.9824858	0.96415234	0.96670055	0.9755275	0.9405145	0.91630864	0.8460467	0.949713	0.94902235	0.96374726	0.9320049	0.9770735	0.91922635	0.7925839	0.8636894	0.8558717	0.85565865	0.9231201	0.96142256	0.9070307	0.84933585	0.94315344	0.9104095	0.95754856	0.93579835	0.900759	0.9387288	0.9304079	0.9232235	0.9751147	0.8750381	0.95925695	0.88046235	0.8796645	0.94658905	0.9150001	0.89384466	0.9550916	0.9202415	0.9714503	0.95056015	0.68503934	0.94169617	0.9042694	0.9191549	0.9224815	0.90218586	0.9080448	0.94667256	0.95173144	0.9442319	0.94423753	0.9533774	0.98142916	0.86225724	0.9399943	0.9465748	0.8085793	0.9186987	0.9332164	0.7965126	0.8604702	0.9633588	0.9729839	0.95831853	0.9555647	0.9655258	0.9069163	0.9231252	0.9361407	0.90945125	0.97841984	0.925951	0.9323954	0.9800768	0.94095415	0.95352495	0.795609	0.95493954	0.91739464	0.94671834	0.8070605	0.9266361	0.9331772	0.9393629	0.89239943	0.96104795	0.95099723	0.86950487	0.92841685	0.9433485	0.94548714	0.9635522	0.9347115	0.9698139	0.9099233	0.94302833	0.79738617	0.9536473	0.8995368	0.8692977	0.6614492	0.92619944	0.838615	0.96518147	0.791881	0.73202276	0.85668576	0.92189133	0.8939427	0.9448348	0.9558799	0.95558447	0.9119909	0.95132154	0.82514876	0.78744376	0.9354922	0.950944	0.914851	0.93846107	0.87742084	0.7747371	0.9390687	0.9117955	0.8765017	0.96536535	0.897223	0.85466933	0.9532077	0.95317197	0.8984547	0.90208036	0.9688044	0.95483506	0.7501177	0.9262939	0.7858662	0.9340501	0.89091575	0.8989485	0.8578211	0.91460824	0.9615013	0.95812064	0.9603456	0.8787414	0.93249625	0.93219507	0.9046017	0.9609035	0.92245585	0.92130864	0.83517015	0.96292293	0.9421795	0.86195827	0.97881424	0.8950955	0.85688984	0.9448842	0.93876827	0.94966185	0.8672779	0.8629945	0.93633884	0.9200969	0.8939565	0.80907357	0.8574598	0.98141307	0.8612629	0.9431694	0.91084534	0.88966703	0.9489364	0.9066391	0.9420921	0.9215729	0.9408645	0.7550314	0.95678914	0.9118567	0.9673471	0.8880457	0.9382985	0.8840213	0.91906816	0.9024372	0.9472785	0.8540106	0.93377995	0.9673076	0.9316394	0.9521682	0.8290383	0.93993956	0.97698057	0.9574559	0.98136145	0.9622922	0.9566405	0.9746706	0.94577473	0.97003275	0.9595604	0.96378464	0.9314511	0.93445337	0.94898057	0.99657756	0.9543941	0.97150743	0.88150173	0.94909465	0.7844721	0.97563446	0.97088695	0.9458194	0.970511	0.94392574	0.95267355	0.9341993	0.9306446	0.9291829	0.89052165	0.8849916	0.921039
10/num	0.7917837	0.47417325	0.0	0.9211783	0.64310306	0.7563755	0.2735247	0.51487267	0.44664633	0.97021997	0.9433305	0.9223881	0.9011438	0.9671873	0.9563863	0.85544354	0.95193326	0.93857574	0.8990808	0.95158684	0.9738041	0.9748879	0.81556153	0.9741304	0.9038744	0.9709474	0.9397227	0.9119986	0.9553981	0.9398063	0.9206228	0.88765186	0.9306619	0.9202043	0.9172316	0.70411575	0.7760308	0.9039041	0.7843466	0.9416276	0.77323705	0.9702779	0.92602724	0.90101266	0.87755865	0.9458744	0.96788687	0.95793784	0.97247785	0.92746484	0.9521348	0.8903843	0.9118026	0.95895886	0.8959092	0.7781682	0.8775394	0.7349477	0.9528395	0.9220747	0.96214914	0.9016733	0.81063175	0.9158054	0.8979412	0.97181714	0.94660527	0.7814288	0.857304	0.77767575	0.8585075	0.9078481	0.8656029	0.9091639	0.88879794	0.93864673	0.6904477	0.963057	0.9713224	0.9251035	0.85891557	0.9402993	0.955272	0.8883829	0.9115073	0.93089247	0.9789518	0.8755503	0.9356343	0.9521175	0.82609844	0.9549428	0.93751806	0.85042006	0.8944939	0.85051626	0.96798265	0.868457	0.85045356	0.8891254	0.8599878	0.91910005	0.9622027	0.96126086	0.48251837	0.951738	0.931526	0.8908093	0.7744677	0.9422938	0.96224654	0.9225113	0.87744236	0.90726006	0.7493923	0.5163628	0.9348688	0.909385	0.989529	0.9244772	0.9528489	0.8952262	0.7879022	0.91104215	0.90415686	0.9293599	0.91661423	0.9504553	0.9254626	0.9056641	0.888846	0.9488728	0.93520206	0.9241086	0.92173606	0.9406101	0.9717185	0.9416231	0.9429643	0.9643612	0.94790137	0.9237316	0.9295529	0.9055125	0.986815	0.94309545	0.9572181	0.9725505	0.92767954	0.9504655	0.77065563	0.95583975	0.9548523	0.96517855	0.9031193	0.9692067	0.88398254	0.7395109	0.87178814	0.85462236	0.80549353	0.8929119	0.9466288	0.8572953	0.7482847	0.93986374	0.9182137	0.902478	0.9059742	0.8502878	0.90520215	0.94567865	0.8804341	0.93241143	0.79704005	0.9515618	0.93596965	0.87600577	0.9308953	0.86442626	0.8945862	0.9042013	0.8981689	0.967932	0.9274103	0.73410827	0.92621154	0.840564	0.8714249	0.8910236	0.8257411	0.78353953	0.9294673	0.9419077	0.91712064	0.9064541	0.96140206	0.97119707	0.7837665	0.9431909	0.9249998	0.8474678	0.92326164	0.9119844	0.7298605	0.8150285	0.9533715	0.9521075	0.92031693	0.927113	0.9260168	0.8926773	0.9296964	0.93125665	0.91905165	0.9718153	0.9200324	0.90657866	0.9746314	0.9128089	0.9710066	0.83884776	0.9329477	0.757231	0.9283335	0.7507967	0.9010649	0.8582713	0.9286668	0.9113901	0.92540586	0.9329466	0.8096838	0.87738484	0.9484094	0.93323964	0.9639982	0.9034639	0.9327933	0.86682224	0.9150801	0.8077632	0.90743905	0.84246224	0.79714024	0.52837944	0.9493245	0.754128	0.9702932	0.70733786	0.5051279	0.8595356	0.92718107	0.9046325	0.919122	0.9368148	0.9483133	0.8510381	0.92938626	0.7076628	0.86762995	0.8903138	0.94631004	0.9406843	0.96347296	0.89695346	0.9287579	0.8945823	0.9555111	0.83293027	0.9678729	0.910681	0.8677225	0.94687706	0.9418446	0.88971156	0.9035436	0.96648043	0.9263456	0.6074126	0.8976926	0.9039336	0.86264145	0.83242077	0.8438928	0.7648412	0.92364645	0.9296955	0.927011	0.9605872	0.9062748	0.9195516	0.93190515	0.87642884	0.8992733	0.8815947	0.93300563	0.7966473	0.95973665	0.8286984	0.7175175	0.97732323	0.8231379	0.7750714	0.90714794	0.92661834	0.95845574	0.8159715	0.68360716	0.92918414	0.85827816	0.8670966	0.71480477	0.84503317	0.9604081	0.78293216	0.9170502	0.9190341	0.8622694	0.8845238	0.8402077	0.9089413	0.97236055	0.9727565	0.8995044	0.8833289	0.9055168	0.92100453	0.8410622	0.92229986	0.77713794	0.87015957	0.93696153	0.9375128	0.7453964	0.9383692	0.9724137	0.89640784	0.9398832	0.79361653	0.93604594	0.9563446	0.95647377	0.9676186	0.93366313	0.90951675	0.9507892	0.9284327	0.9679022	0.9599619	0.9251388	0.9029019	0.87518513	0.9490509	0.98913795	0.9312009	0.9538348	0.8652324	0.95593685	0.66986346	0.9789484	0.9677851	0.91662586	0.94357014	0.94288653	0.9525863	0.9480269	0.88180834	0.90773696	0.91644657	0.8695483	0.93092066
1930/noun	0.8779384	0.90987724	0.9211783	0.0	0.9031611	0.92706114	0.91115826	0.8834764	0.9185793	0.8805237	0.8754745	0.8445479	0.9293073	0.86024344	0.8289863	0.84659165	0.8816405	0.88792926	0.8665018	0.78989244	0.8264187	0.8620554	0.9014863	0.9612182	0.88983727	0.93000436	0.88614726	0.79971576	0.8344641	0.8076275	0.881225	0.9005034	0.90378135	0.86032224	0.8899525	0.935029	0.87007266	0.8506908	0.95295376	0.896941	0.8505724	0.8573217	0.83640635	0.8626346	0.8777933	0.87966585	0.78969526	0.8722599	0.909725	0.8668853	0.88854575	0.8641424	0.81934595	0.9316691	0.8202727	0.89970636	0.89253515	0.9468893	0.8532281	0.8745612	0.92316407	0.85772526	0.91881585	0.90085787	0.90851456	0.9246429	0.8868016	0.87952864	0.88812757	0.8985184	0.86831295	0.8702968	0.9396475	0.8276457	0.90236825	0.8960411	0.89295363	0.90452754	0.92949563	0.9173957	0.79657817	0.89477724	0.74157095	0.86650085	0.8436713	0.75382173	0.8085276	0.84263355	0.81013614	0.8892621	0.8753189	0.86642396	0.89344114	0.7854382	0.82994086	0.8484282	0.8974092	0.7801626	0.8537481	0.882257	0.8421586	0.8921381	0.9420435	0.8795661	0.9494513	0.8928697	0.8439611	0.9010822	0.94368756	0.90353477	0.9518868	0.91922325	0.9110887	0.8871749	0.91782504	0.9464016	0.8912022	0.90813965	0.8727092	0.9054929	0.87037057	0.8958802	0.9017017	0.9040232	0.85860765	0.9036731	0.8507972	0.87975633	0.90073586	0.88561463	0.8705633	0.7813517	0.8896113	0.82968456	0.83326656	0.8915031	0.8840483	0.9412384	0.8742007	0.89097136	0.8421377	0.89691246	0.8767479	0.815348	0.9441042	0.91006	0.78648627	0.8881188	0.9215722	0.9053399	0.93332374	0.879932	0.85786676	0.89477193	0.8343584	0.888576	0.8369414	0.8667567	0.7574545	0.89134765	0.9413753	0.7752779	0.86846566	0.9480225	0.74763584	0.8935846	0.9309172	0.8922577	0.88129985	0.9210874	0.9198367	0.81371206	0.9522464	0.86062956	0.91121465	0.92782253	0.8998714	0.8279727	0.85709274	0.8827256	0.8509514	0.9077472	0.9446559	0.8378788	0.92417574	0.9372037	0.89852667	0.94999796	0.91131085	0.9508512	0.89457095	0.8592128	0.8629515	0.8612601	0.88325036	0.9273522	0.86510795	0.9097543	0.90387714	0.84436095	0.8754821	0.8414925	0.87166244	0.8370206	0.8926437	0.87526304	0.9377914	0.93326074	0.88964814	0.8990709	0.9216554	0.8372412	0.894122	0.8469694	0.88380575	0.9249704	0.8052532	0.8847964	0.87344813	0.86019003	0.94183123	0.8239439	0.887606	0.7941459	0.8787019	0.92451453	0.950493	0.9523893	0.84811985	0.8839706	0.8881725	0.92944956	0.8470242	0.8414553	0.77557176	0.87471277	0.89799577	0.9184158	0.928424	0.9374219	0.89166576	0.86000776	0.90653	0.8813403	0.9531638	0.91250455	0.877587	0.93020976	0.77354586	0.90638185	0.9348425	0.88899064	0.9040029	0.90159166	0.895528	0.8530453	0.9067685	0.9440643	0.91959083	0.94119704	0.9018657	0.84004927	0.9333714	0.9030243	0.9200521	0.910133	0.8909153	0.89896697	0.83150697	0.91220677	0.87745893	0.8883234	0.8399979	0.86500055	0.8373605	0.9497241	0.88352203	0.95223296	0.8776205	0.919437	0.88414484	0.86273724	0.92255163	0.9204904	0.9422694	0.9193557	0.9348827	0.8464823	0.85620856	0.8407084	0.8970574	0.81457275	0.801512	0.90255487	0.79939884	0.8784421	0.9101079	0.8569955	0.904506	0.9087641	0.90222645	0.8899925	0.93085766	0.9397003	0.8866844	0.8687891	0.82813513	0.78855073	0.8438682	0.89167243	0.9061337	0.90607107	0.9457253	0.9283109	0.9268738	0.91387063	0.88768756	0.8424828	0.9164271	0.8756297	0.91679347	0.81290114	0.9252841	0.90474415	0.91863036	0.8915038	0.9380301	0.8812583	0.8644198	0.87007445	0.9301713	0.86745256	0.8271218	0.9221312	0.77174443	0.84981734	0.8504278	0.83215654	0.78675216	0.9104232	0.88602	0.92725366	0.86607975	0.916838	0.8950726	0.86773944	0.92139393	0.9247761	0.93294084	0.8461157	0.8437939	0.8196785	0.85015345	0.8371589	0.95202357	0.9251379	0.8457945	0.8395921	0.89672023	0.8003469	0.9047852	0.87109184	0.8818921	0.82731605	0.78028584	0.88571185	0.80642176	0.83676624	0.85446364	0.8793208	0.88563025	0.9331474
2.500/num	0.7629014	0.7587261	0.64310306	0.9031611	0.0	0.8264918	0.58637446	0.44160384	0.6404175	0.8397982	0.87970775	0.8514122	0.9102062	0.87777275	0.85357463	0.8364235	0.90942824	0.8988897	0.864953	0.8937991	0.9172733	0.9430095	0.8263539	0.9320011	0.82209533	0.96672887	0.91806084	0.8363198	0.9108807	0.8554368	0.9240088	0.8725052	0.9595036	0.84520006	0.8230845	0.7800912	0.6748219	0.8590033	0.8018288	0.80864614	0.8514591	0.87139255	0.782378	0.8566769	0.7875489	0.8900295	0.851318	0.85253775	0.9595375	0.8485524	0.8807605	0.84467995	0.7919418	0.9122196	0.93103516	0.87330025	0.85033995	0.75195557	0.8958921	0.884128	0.91507745	0.8435153	0.8548013	0.91070217	0.80986357	0.92923254	0.8859186	0.81594366	0.7684264	0.7204432	0.7814612	0.84216666	0.8419808	0.8337157	0.7668186	0.8891839	0.72359	0.8843645	0.92224455	0.8974761	0.75681823	0.8649447	0.83887994	0.8548813	0.83092195	0.7271369	0.9069506	0.80083364	0.813859	0.8747278	0.8221342	0.8939557	0.8795946	0.723379	0.9128473	0.8852099	0.91185844	0.76563084	0.76722395	0.82728344	0.7916384	0.8397636	0.9209154	0.90690625	0.5406428	0.9193975	0.8908326	0.79599714	0.69242024	0.85751086	0.8926964	0.8583654	0.7860218	0.8044386	0.77696013	0.47815323	0.87201834	0.8314121	0.9501938	0.844324	0.876828	0.73107004	0.7863695	0.85342944	0.83715576	0.8738504	0.84142584	0.8861149	0.8649564	0.8541471	0.8269157	0.8691344	0.9163205	0.8019592	0.83040863	0.92083466	0.90105367	0.9164524	0.8665579	0.90740746	0.8939893	0.87894166	0.9269201	0.8525518	0.9618109	0.905538	0.88180083	0.92427146	0.89445424	0.9168255	0.8089551	0.90970856	0.8961468	0.9078796	0.7645763	0.9370019	0.7942761	0.5934731	0.83508134	0.810918	0.81188357	0.78003407	0.8711165	0.8500417	0.8138684	0.89528507	0.8787433	0.8291936	0.90670997	0.8451817	0.8385855	0.86888236	0.8523361	0.86469674	0.85506094	0.8679013	0.9307997	0.89929533	0.8374064	0.8261842	0.8773986	0.8337283	0.8380547	0.91711026	0.8575026	0.74398375	0.83447367	0.8156579	0.87883496	0.87124115	0.87476665	0.86952066	0.81986195	0.8952185	0.80926776	0.8829514	0.8638794	0.90524036	0.7199397	0.83457696	0.8581425	0.8103106	0.8644662	0.8022979	0.7185517	0.8316152	0.860013	0.9252589	0.8344702	0.84681046	0.8632312	0.9011172	0.8604506	0.8666952	0.80766356	0.92638147	0.8335258	0.877897	0.9244473	0.8494597	0.91569275	0.7402637	0.85365796	0.86800444	0.81457126	0.8260147	0.88288385	0.86632025	0.8446659	0.82044446	0.8577856	0.8496008	0.84678596	0.8473415	0.8381036	0.8917774	0.9096199	0.8071528	0.8506954	0.8317055	0.8304509	0.7989832	0.7937676	0.7116776	0.81490326	0.5779674	0.8742	0.70201606	0.881047	0.7507043	0.72352934	0.8129898	0.85669315	0.8862346	0.7824237	0.86520827	0.86363924	0.8328258	0.89173806	0.782832	0.87395275	0.845308	0.8636145	0.8500627	0.9122879	0.81123984	0.8961756	0.88230085	0.84917057	0.78805584	0.91081643	0.8814131	0.81472266	0.86129737	0.80512667	0.86180687	0.8657751	0.903533	0.8923424	0.76948756	0.82598555	0.869645	0.8433733	0.7740371	0.81418943	0.7767115	0.89779586	0.81794655	0.8747347	0.8941355	0.85563445	0.85133845	0.82296824	0.86612797	0.8744303	0.78498256	0.8725062	0.75660735	0.9143895	0.80874974	0.7891817	0.93891025	0.70876116	0.7243167	0.84501535	0.8845796	0.92737657	0.74431884	0.7990099	0.81018674	0.8865732	0.88816744	0.7885258	0.8936526	0.92313725	0.79195225	0.8839552	0.79165584	0.8854712	0.8649425	0.7754371	0.9059062	0.9209534	0.9232617	0.8557137	0.83442694	0.791158	0.9209514	0.73724437	0.8521515	0.79324347	0.7045915	0.88581043	0.8496268	0.8463725	0.8719531	0.9101259	0.83390015	0.7985544	0.7184169	0.87067103	0.8884035	0.90011424	0.9243252	0.8785479	0.8794142	0.8927063	0.85619366	0.92396647	0.9094106	0.8386632	0.7713151	0.798414	0.8369168	0.9418892	0.8952533	0.8582283	0.832402	0.88598317	0.6891891	0.902627	0.90153813	0.8990018	0.81620467	0.87101203	0.9309038	0.86485636	0.83625925	0.8385925	0.8283551	0.7561408	0.8456371
