	Close/name	eind_overwinning/noun	tot/comp	mag/verb	aantal/noun	na/prep	bericht/noun	Reed/name	schaal/noun	stelling/noun	gisteren/adv	beschuldiging/noun	Conte/name	keer/adv	maar/adv	wederom/adv	Roda/name	kort/adj	Bush/name	op/adv	RTL/name	46-jarige/adj	WK/noun	bedoeling/noun	hoogtepunt/noun	kroeg_tocht/noun	ding/verb	diens/det	Murat/name	die/det	te/comp	aanbod/noun	zodoende/adv	volg/adj	onderzoek/noun	Fortuyn/name	Engels/name	test/noun	uitgebreid/adj	Simitis/name	gemeente_bestuur/noun	Financial/name	mededeling/noun	hieronder/pp	Antinori/name	laat/adj	kan/verb	's/adv	Cortebeeck/name	criminoloog/noun	onderwijs_inspectie/noun	Wilhelmina/name	snit/noun	maximum/adj	begroting/noun	maandag/noun	weer/adv	voorstel/noun	maand/noun	Athene/name	graag/adj	als/comp	bewoording/noun	jaar/noun	Rolling/name	Mugabe/name	dus/adv	platvloers/adj	woordvoerster/noun	zwijg/verb	opnieuw/adv	Kostas/name	1982/noun	Teheran/name	Deze/name	initiatief/noun	Waalse/name	slavernij/noun	dat/det	dat/pron	wil/verb	situatie/noun	Mohammed/name	cru/adj	afloop/noun	vijf/num	garantie/noun	vorig/adj	we/pron	oorspronkelijk/adj	makelaar/noun	keer/noun	dinsdag/noun	wanneer/comp	zender/noun	Barghouti/name	seizoen/noun	pers/noun	wethouder/noun	Real/name	zijn/det	week/noun	vaak/adj	Agfa/name	houd_vast/verb	wat/pron	CVP/name	durend/adj	halfuur/noun	debutant/noun	Van/name	eindeloos/adj	zichzelf/pron	Cresson/name	vrijgegeven/adj	Bernardo/name	president/noun	november/noun	JV/name	pauze/noun	dit/det	vergadering/noun	Christiaan/name	daarom/pp	Jospin/name	sla_neer/verb	avond/noun	medeplichtige/noun	show/noun	kunst_DIM/noun	dat/comp	operatie/noun	bespreking/noun	Norbert/name	want/vg	Pijl/name	zit_tussen/verb	bezwaar/noun	radio/noun	dan/comp	Dewael/name	ons/det	enscenering/noun	ettelijk/det	uitspraak/noun	Johan/name	1988/noun	VARA/name	februari/noun	nu/adv	daarna/pp	ether/noun	Kunst/name	waarna/pp	Sharon/name	Nolf/name	experiment/noun	bewindsman/noun	omstreden/adj	Smeets/name	Toye/name	paar/noun	slechts/adv	injectie/noun	Electrabel/name	Engels/noun	door/adj	oppositie/noun	dezelfde/det	boodschap/noun	ABN/noun	deze/det	om/prep	woensdag/noun	Ballegeer/name	ze/pron	toen/adv	2003/noun	investering_bank/noun	tijdens/prep	item/noun	zinnig/adj	eenvoudig/adj	Elsevier/name	Barnard/name	camera/noun	toon/noun	Lee/name	Vara/name	Zaken/name	nadruk/noun	Pfaffs/name	visie/noun	rapport/noun	VLD/name	Software/name	poos_DIM/noun	gisteravond/adv	stout/adj	zomer/noun	duur_voort/adj	Ivoriaanse/adj	evaluatie/noun	Markets/name	Hein/name	ieder/det	Hecke/name	UCI_voorzitter/noun	Gaston/name	vele/adj	alle/det	diplomaat/noun	werkelijk/adj	blijf/verb	man_DIM/noun	onbegrensd/adj	Clinton/name	grond_gebied/noun	nieuws/noun	zodat/comp	Peper/name	zeker/adj	zin/noun	drama/noun	Galen/name	Dehaene/name	voorkeur/noun	Sandrine/name	afloop/prep	daarbij/pp	verkoop_advies/noun	zeker/adv	bekeken/adj	eens/adv	Desmond/name	alleen/adj	onszelf/pron	tv/noun	Willebroek/name	evolutie/noun	doem_scenario/noun	gevolgd/adj	succes_story/noun	in/adv	slagzin/noun	film_DIM/noun	IAEA/name	grap/noun	enkel/det	woord/noun	koop_advies/noun	Net5/name	beantwoord/verb	niets/noun	smeek/verb	der/name	Limburger/noun	vierjarige/adj	zij/pron	eind/noun	zal/verb	zo/adv	Nieuwkerken/name	ING/name	nadien/pp	Evelien/name	Indonesisch/adj	Brasschaatse/adj	Traa/name	uitdrukkelijk/adj	driemaal/noun	genoeg/adv	docu/noun	premier/noun	lijn/noun	Wim/name	fout/noun	Commissie/name	iedereen/pron	ongelovig/adj	fragiel/adj	programma/noun	overtreding/noun	niet/adv	televisie/noun	woensdag_avond/noun	systematisch/adj	Gbagbo/name	daarmee/pp	vraag/noun	behandeling/noun	huzaar_stuk_DIM/noun	W/name	trip/noun	door/comp	uur/noun	het/det	advies/noun	1998/noun	heenmatch/noun	inspanning/noun	drie/num	zich/pron	Josef/name	reeks/noun	bang/adj	commissaris/noun	Commissie-Van/name	zacht/adj	dreigement/noun	ik/pron	tegen/prep	Lubbe/name	al/comp	Vets/name	zaterdag/noun	JC/name	steeds/adv	verklaring/noun	grand/noun	Voet/name	1986/noun	Hoogendijk/name	hij/pron	Dutroux/name	even/adj	Stones/name	D'Ieteren/name	absoluut/adj	oud/adj	scenario/noun	maar/comp	patroon/noun	maal/noun	David/name	feite/adv	pleidooi/noun	april/noun	betover/adj	aanbeveling/noun	Goldman/name	zelfoverschatting/noun	binnenkort/adv	Geel/name	geschiedenis/noun	Tweede/name	interview/noun	blik_DIM/noun	word/verb	bank/noun	Regenboogstadion/name	kanselier/noun	instructie/noun	dan/adv	nog/adv	noodzakelijk/adj	Kok/name	hoewel/comp	project/noun	zaterdag_avond/noun	Sporza/name	jaarlijks/adj	alles/noun	Up/name	bond_voorzitter/noun	loop_door/adj	divers/adj	lijk/verb	onzin/noun	serie/noun	net/adv	Gaal/name	10/noun	recept/noun	persconferentie/noun	vanmiddag/adv	evenement/noun	toespraak/noun	Bastien/name	durf/verb	alleen/adv	letterlijk/adj	beheersing/noun	Europees/name	Amerikaans/noun	circulaire/noun	11/noun	waard/adj	Steen/name	inhoudelijk/adj	overtref/verb	Anciaux/name	Duisenberg/name	schriftelijk/adj	deputatie/noun	Russisch/adj	tafereel/noun	moet/verb	dood/verb	Keulen/name	kriebels/noun	Sachs/name	dreig/verb	hetzelfde/det	oneindig/adj	opmerking/noun	vandaag/adv	herfst_vakantie/noun	Lokomotiv/noun	geuit/adj	5/name	bedremmeld/adj	heel/adj	soms/adv	succes/noun	meer/adv	geduld/noun	aanzien/prep	uitzending/noun	daarin/pp	den/name	houd_op/verb	wens/noun	ondertussen/adv	pathologisch/adj	allang/adv	telkens/adv	berokken/verb	Johanna/name	kunst_stuk_DIM/noun	beklijf/adj	prestatie/noun	zege/noun	haar/det	Pim/name	medium_belangstelling/noun	beweging/noun	Levy/name	kort_film/noun	elektriciteit_producent/noun	handeling/noun	recht_zaak/noun	september/noun	Verbruggen/name	fractie/noun	belofte/noun	resultaat/noun	ACV/name	effect/noun	dag/noun	Aa/name	Jakarta/name	eerder/adj	onmogelijk/adj	verleden/noun	jezelf/pron	blijkbaar/adj	standpunt/noun	voorzitter/noun	zonder/comp	zend_uit/verb	verschijnsel/noun	Male/name	Hezbollah/name	dring_aan/verb	mezelf/pron	homogeen/adj	coke/noun	wij/pron	burger_slachtoffer/noun	twee/num	elk/det
Close/name	0.0	0.9043895	0.90060705	0.8975917	0.9116893	0.89295775	0.9262032	0.7776147	0.93905884	0.90910244	0.89059114	0.921377	0.8451493	0.89124143	0.9064694	0.8313441	0.89166594	0.91326356	0.88771623	0.91386896	0.7683969	0.8824842	0.9107189	0.92989635	0.8050402	0.87407833	0.85117745	0.8083417	0.8871702	0.873194	0.89517254	0.9084828	0.85867697	0.9054164	0.9208135	0.88253653	0.86121637	0.8988266	0.88326335	0.93039876	0.93635607	0.87899286	0.9137091	0.8747691	0.9152672	0.8923009	0.90736866	0.9178406	0.9543897	0.8821066	0.935212	0.83567995	0.88434136	0.92224455	0.95676315	0.8562842	0.8874225	0.95433474	0.935014	0.898614	0.86890644	0.89166504	0.89434755	0.914728	0.7427319	0.92194355	0.90307856	0.8654215	0.92695725	0.90410954	0.88779086	0.92092454	0.80861723	0.88820577	0.8467757	0.89941853	0.8871788	0.8969302	0.89176697	0.86809325	0.9076595	0.92068374	0.8830677	0.8861504	0.8929919	0.8973412	0.9430733	0.89184797	0.887283	0.8695473	0.8600414	0.93577975	0.84877956	0.8755659	0.831995	0.9275028	0.8897655	0.91245943	0.91633654	0.8737194	0.8275703	0.90036815	0.8725489	0.91123617	0.941768	0.8946779	0.93269044	0.82463086	0.92197263	0.83226067	0.8705738	0.86497253	0.883397	0.90851	0.916997	0.8746567	0.9061426	0.8600705	0.91795653	0.91899663	0.895964	0.9148389	0.8242214	0.91454536	0.90881777	0.89444065	0.8170606	0.8901259	0.6962317	0.8529729	0.91235477	0.92250943	0.91011435	0.85345936	0.8813777	0.88762015	0.9228057	0.9463485	0.84566003	0.88138574	0.91889024	0.8933554	0.79921144	0.8779944	0.9200379	0.8664656	0.8054628	0.8041418	0.8616667	0.9008118	0.8808376	0.8650287	0.82462084	0.86293906	0.88944775	0.90964997	0.86437994	0.9108778	0.84690624	0.8395336	0.8991116	0.90250814	0.9062366	0.9130537	0.9269656	0.8815835	0.88220584	0.9389448	0.9079537	0.92333627	0.9220551	0.83545583	0.8874702	0.8378626	0.92709523	0.8732852	0.86391675	0.9056158	0.9117851	0.87639153	0.81495297	0.9111532	0.9226105	0.9025857	0.8478726	0.8455475	0.88450754	0.69276524	0.7841518	0.93510467	0.9019601	0.81636536	0.9041376	0.90390795	0.93380994	0.8998101	0.886202	0.85705626	0.8697529	0.85833585	0.88680536	0.9107324	0.91932523	0.906484	0.8340788	0.88240254	0.8643611	0.93623036	0.8667198	0.8767849	0.90683144	0.8910043	0.8853374	0.92532504	0.9042938	0.91505504	0.88494945	0.94725275	0.87378216	0.88452864	0.8999244	0.92234975	0.9115703	0.7148669	0.8721195	0.89249206	0.89097565	0.8305171	0.87970734	0.91241014	0.9525147	0.9039384	0.83660424	0.8974297	0.8215603	0.90276057	0.9184275	0.8244829	0.87956107	0.8954268	0.8953861	0.83505046	0.9034048	0.9285885	0.8324208	0.76805544	0.9391845	0.8714934	0.9018098	0.90347415	0.91639686	0.64261097	0.91558254	0.94326687	0.8662734	0.85499775	0.89383703	0.9016695	0.87964267	0.92672884	0.8998317	0.8846497	0.8792379	0.938714	0.90911645	0.8549801	0.9053657	0.9292191	0.92208976	0.8958103	0.89182025	0.92616284	0.84147185	0.9130758	0.9243224	0.83670515	0.9354445	0.92810816	0.89707196	0.88002527	0.8695307	0.76966846	0.9225125	0.9252696	0.82614774	0.8629083	0.90960765	0.9260868	0.91582346	0.9453169	0.93126464	0.8590371	0.88156354	0.8786369	0.8995432	0.8268496	0.90166384	0.93571067	0.8643583	0.90448725	0.9187231	0.8865688	0.9106333	0.83432114	0.79483116	0.9264229	0.9107012	0.9168103	0.9077309	0.9031889	0.88941884	0.9197768	0.8509341	0.8845679	0.9025092	0.827675	0.88853866	0.9055297	0.91759366	0.84236336	0.8836738	0.79410076	0.88134784	0.8545957	0.85549426	0.89909834	0.74198943	0.92795825	0.9096641	0.8848697	0.8036148	0.9019915	0.87444353	0.9151144	0.7815649	0.9171164	0.8905811	0.85999966	0.8100115	0.9149585	0.867805	0.9181844	0.8855001	0.8908739	0.8833728	0.93160367	0.81051123	0.92733896	0.8796835	0.9449186	0.93986154	0.8985235	0.8954241	0.90935016	0.9023554	0.9531479	0.87678814	0.8696435	0.9071673	0.83474886	0.8381752	0.9018944	0.8993168	0.64824677	0.90672386	0.83781743	0.8760758	0.88613534	0.9110474	0.67469984	0.8818879	0.89280903	0.87306976	0.8775618	0.88510174	0.8855154	0.8539186	0.8655845	0.918512	0.91819423	0.9113432	0.8620212	0.8847284	0.948256	0.88059336	0.9164623	0.8975861	0.92715865	0.859396	0.88584346	0.8708476	0.9209515	0.91414976	0.9213568	0.9426376	0.88318694	0.8194104	0.9099262	0.9222749	0.866176	0.9247209	0.89223766	0.93203783	0.91677535	0.86971325	0.9101391	0.8764514	0.8922006	0.9378184	0.92850876	0.8226562	0.9082474	0.8839139	0.86816597	0.88067394	0.93683845	0.9236688	0.9324641	0.77287847	0.88576317	0.8447411	0.92983305	0.9258193	0.88083434	0.8813021	0.8716223	0.8496256	0.9298597	0.8382322	0.87906635	0.7827494	0.88798785	0.9052595	0.8254204	0.87809134	0.9072447	0.8832727	0.82915956	0.7452178	0.9471157	0.8884546	0.89661825	0.8729644	0.8589828	0.9391191	0.9102777	0.9203361	0.9150592	0.918837	0.9063368	0.9088177	0.8974	0.8678566	0.9352311	0.8905168	0.8999371	0.9156262	0.9242608	0.8778918	0.8955981	0.7672231	0.8824903	0.839005	0.91864175	0.93043935	0.9131657	0.87424046	0.8923172	0.89623576	0.9256182	0.8776356	0.86875385
eind_overwinning/noun	0.9043895	0.0	0.9009354	0.862958	0.9372196	0.84013414	0.9326669	0.9024964	0.9344201	0.88623714	0.87309235	0.92477137	0.8810937	0.88825005	0.87947387	0.81416684	0.84897363	0.9385903	0.8768218	0.9050681	0.92256653	0.9193768	0.76092166	0.94705546	0.8750004	0.8900517	0.8815254	0.85613054	0.9005316	0.8840083	0.8625023	0.9121996	0.8180165	0.84815484	0.9557483	0.92782384	0.9037545	0.88584185	0.9391633	0.92645943	0.9442823	0.93273693	0.90737486	0.9023191	0.9059794	0.83410585	0.88474274	0.91970044	0.9199213	0.9340708	0.9509306	0.92560446	0.89633703	0.9014195	0.9388578	0.93107736	0.86832976	0.9417758	0.91182214	0.7970831	0.9008745	0.8881845	0.9113452	0.90182495	0.91486883	0.9061776	0.8468997	0.93846816	0.94958586	0.940248	0.8314422	0.9016606	0.89498276	0.9050487	0.9175693	0.92506486	0.79060626	0.93943083	0.87305695	0.90905344	0.9123273	0.9223385	0.9164776	0.92888755	0.8549577	0.87378395	0.91432554	0.854571	0.82276875	0.94076383	0.91458815	0.79982996	0.93142146	0.89758193	0.9258908	0.9117971	0.78280866	0.9302344	0.9257813	0.8358551	0.8339335	0.89358145	0.9097748	0.90390337	0.91180104	0.90500915	0.9067676	0.918113	0.8803957	0.7654487	0.8989628	0.90086955	0.86761713	0.9117467	0.9322603	0.92945945	0.926461	0.93138117	0.9012662	0.8854802	0.8853792	0.935634	0.8872789	0.89983964	0.87438613	0.89776224	0.90574765	0.91129065	0.89291155	0.89633596	0.8966644	0.9059466	0.92020416	0.9086713	0.85426205	0.7463399	0.92863417	0.93532443	0.94111335	0.92098904	0.921101	0.86354506	0.91176534	0.88260484	0.93070096	0.8793663	0.85994756	0.9033604	0.9338592	0.9003843	0.8547648	0.9109396	0.9489681	0.8704896	0.8926692	0.91330147	0.90855825	0.90718323	0.90810317	0.85861325	0.902466	0.8963573	0.8622861	0.89892805	0.89316446	0.9200463	0.91295403	0.9109889	0.91858506	0.93431866	0.92906964	0.89253694	0.90367913	0.9155382	0.93861616	0.85368735	0.8381207	0.8974772	0.9109261	0.85966206	0.89266616	0.91611004	0.9325633	0.9152017	0.91661704	0.9288205	0.921076	0.898888	0.8951196	0.9501711	0.92215717	0.9129026	0.9138889	0.9445316	0.9147932	0.9013298	0.8862445	0.8563953	0.8842869	0.9015575	0.9046163	0.88581765	0.9019294	0.93442154	0.906855	0.88931173	0.8983749	0.9221968	0.88958	0.9007615	0.9173719	0.9129436	0.8939482	0.87058735	0.87762773	0.89812875	0.90355873	0.91189486	0.9306337	0.8864017	0.9277116	0.8968962	0.922168	0.92807186	0.88173294	0.8868467	0.88987124	0.8702548	0.8771855	0.9115146	0.959788	0.8511385	0.8726749	0.8982672	0.91113156	0.8980716	0.8730093	0.929811	0.8490423	0.9092718	0.88373643	0.8492642	0.89749116	0.9360763	0.91452724	0.90611446	0.9397988	0.9349023	0.8809478	0.92223185	0.8854676	0.9362111	0.93829215	0.9218236	0.9033254	0.9287018	0.7408587	0.8910819	0.85843176	0.8912931	0.87283814	0.8925074	0.8367637	0.9089916	0.842776	0.8926773	0.926283	0.9275211	0.94672525	0.9039812	0.79682684	0.89395916	0.9506262	0.9155469	0.92398363	0.8863822	0.918651	0.9284103	0.8767011	0.8917611	0.90422964	0.91872704	0.9331284	0.8645352	0.9453386	0.9010853	0.94103694	0.89746	0.8449573	0.948443	0.92944777	0.8654832	0.9511679	0.8476882	0.8769603	0.9332667	0.90364146	0.9386668	0.8760125	0.8423698	0.90419716	0.8560987	0.9093185	0.8997937	0.8508071	0.94265586	0.9312583	0.9419418	0.9409842	0.89419246	0.86694217	0.8543496	0.9137355	0.83690417	0.90275955	0.88280195	0.8554322	0.8981907	0.9099393	0.86846334	0.8714598	0.8760998	0.9188283	0.8268988	0.9227083	0.885091	0.908622	0.9104485	0.8544173	0.94173485	0.9028103	0.8586793	0.9247038	0.8330791	0.87695515	0.90695554	0.9224988	0.93053484	0.90856457	0.92131627	0.9008184	0.89846724	0.9429937	0.89464915	0.9137345	0.92515296	0.9364748	0.9150644	0.9034674	0.91672736	0.8900943	0.88652486	0.91273963	0.8603178	0.8506224	0.9195693	0.92352605	0.87704784	0.91717696	0.8754442	0.8905939	0.91448766	0.8926794	0.8805787	0.89456016	0.90803915	0.9415023	0.8343629	0.92245185	0.87148726	0.8690919	0.8593309	0.925403	0.93507487	0.90704465	0.9070006	0.89376307	0.90802896	0.9320626	0.9068486	0.87101233	0.92438716	0.9002706	0.92328095	0.8870538	0.9407286	0.9367203	0.9280806	0.9010308	0.91282725	0.8700261	0.9023937	0.9056805	0.92486894	0.9243147	0.90483624	0.91458046	0.90223134	0.9255842	0.8756849	0.9106082	0.9000664	0.9081911	0.92792064	0.8886572	0.92500895	0.8901093	0.92315876	0.88259065	0.9255424	0.95290273	0.91778696	0.91252166	0.88846105	0.80657095	0.9022082	0.9082167	0.91798466	0.91285485	0.88351303	0.8851367	0.9071789	0.9130512	0.88694096	0.9363271	0.8929434	0.85795903	0.92885	0.909558	0.87260896	0.88396883	0.8100158	0.6333871	0.88344556	0.928994	0.9117957	0.92280304	0.9052007	0.902493	0.9022936	0.92389303	0.92129314	0.9347844	0.8534946	0.90591145	0.83069336	0.86824906	0.9106452	0.9307926	0.885263	0.91403747	0.91363263	0.91133755	0.9353729	0.9014994	0.8858527	0.85580456	0.9134282	0.91463995	0.90120137	0.9276515	0.9362265	0.9042687	0.88971066	0.93558085	0.8778367	0.89438826	0.90400004	0.8441384	0.9434668	0.8566511	0.9015878
tot/comp	0.90060705	0.9009354	0.0	0.76831925	0.90204316	0.7738636	0.8950386	0.88414633	0.82719684	0.85409755	0.8561569	0.87148863	0.90269536	0.7907079	0.7140945	0.77047086	0.9084661	0.8626864	0.88982636	0.7597796	0.9031728	0.85816586	0.91933125	0.9075659	0.9084965	0.891676	0.7939423	0.8456745	0.835582	0.76090264	0.6900061	0.9064506	0.751229	0.8239355	0.88387364	0.8781381	0.9165402	0.87154925	0.9051238	0.9029712	0.88376737	0.94407237	0.86204535	0.87700605	0.8793584	0.767395	0.71634406	0.7332157	0.89858824	0.9106129	0.90202636	0.8624193	0.87786466	0.8686353	0.90611273	0.8670074	0.6172313	0.9059096	0.8048961	0.89984757	0.79602814	0.58121574	0.87087923	0.8608447	0.8842325	0.8239439	0.7085205	0.91385955	0.9552414	0.80335444	0.72866285	0.9148308	0.83913463	0.8538374	0.914386	0.92412114	0.9124712	0.8869971	0.8146407	0.8183019	0.76630574	0.8916078	0.8631522	0.8818618	0.83937114	0.83576375	0.88651663	0.8780794	0.6934451	0.86975014	0.849665	0.8348874	0.8942025	0.5276501	0.9146706	0.89341474	0.87081987	0.88216	0.9336291	0.9252147	0.77559537	0.78044176	0.77096355	0.88357365	0.8437445	0.7822194	0.91750056	0.8964442	0.7570261	0.88706714	0.957292	0.7063451	0.81233984	0.8511764	0.9180517	0.92669713	0.90372795	0.87543625	0.89901954	0.78106344	0.854727	0.88721013	0.88707423	0.80923307	0.86098474	0.79997545	0.7922139	0.84060216	0.86676	0.8216211	0.7931185	0.8350672	0.8660203	0.8849924	0.7111169	0.902524	0.8828049	0.9095529	0.8870518	0.8188934	0.89237803	0.8292582	0.870687	0.7673531	0.8816603	0.9470121	0.8469901	0.8460891	0.86909544	0.68535984	0.5647073	0.8442745	0.95448405	0.58541965	0.867483	0.88976705	0.848476	0.8858431	0.8809356	0.90060127	0.929028	0.7142736	0.8508382	0.85001296	0.8443067	0.8566962	0.77170634	0.88891375	0.8566565	0.847614	0.913877	0.8605021	0.8728174	0.89428854	0.9142488	0.6111213	0.60494727	0.8749395	0.9138615	0.8576439	0.8458694	0.8373035	0.8516137	0.8819212	0.871725	0.8113378	0.85313696	0.8824173	0.8690606	0.9722427	0.9195498	0.8984856	0.928751	0.9141331	0.9354799	0.8547068	0.66789865	0.8460666	0.79947627	0.76409084	0.74005127	0.8553699	0.85998535	0.9345237	0.8937317	0.8136332	0.8947225	0.8953304	0.8924168	0.85925245	0.82995164	0.89466465	0.7926264	0.7207707	0.7515344	0.8939372	0.86462694	0.8872118	0.88007295	0.5921405	0.88441	0.873807	0.8326503	0.87931174	0.87032187	0.8563453	0.86399525	0.8854601	0.9362956	0.85179543	0.9233995	0.8513917	0.86172944	0.7388597	0.89888597	0.7980994	0.8186607	0.861001	0.8717558	0.8605033	0.8425876	0.84333146	0.92458177	0.907676	0.8802091	0.82538193	0.8795519	0.82973516	0.79294854	0.8618237	0.89242923	0.8917147	0.8911431	0.80923253	0.73719156	0.9664956	0.8304804	0.8270415	0.7508672	0.8240503	0.72646785	0.762398	0.8599935	0.92342067	0.668995	0.7979922	0.871535	0.8923063	0.9071784	0.8740021	0.81065434	0.8004586	0.9264586	0.916215	0.82251096	0.9377598	0.88029766	0.8865855	0.7304901	0.785194	0.79911137	0.9256567	0.88141185	0.75030947	0.89449936	0.81307006	0.8464105	0.8921872	0.83210576	0.8925035	0.8581364	0.8778984	0.95526546	0.86584246	0.7278528	0.8731971	0.81084275	0.9048305	0.86947644	0.8862396	0.896915	0.81292826	0.8282691	0.8752872	0.9082179	0.80344635	0.9234056	0.9038539	0.6950465	0.82992125	0.6978662	0.8610631	0.8871869	0.7551532	0.8869004	0.9251412	0.91882163	0.7764043	0.9099236	0.8643503	0.85658514	0.8395933	0.85557115	0.6643864	0.78481734	0.6200918	0.88024014	0.9067554	0.88468254	0.830185	0.8815742	0.72691	0.7969452	0.85422975	0.9333581	0.830149	0.87034285	0.8724436	0.8259222	0.90736866	0.91038626	0.9269314	0.8002959	0.91837835	0.9234871	0.9337561	0.923276	0.73597807	0.7497885	0.8979608	0.90010035	0.8607675	0.8129388	0.5910735	0.6871959	0.8988517	0.8757533	0.8016189	0.9097935	0.83732677	0.9094617	0.9220019	0.69806194	0.909555	0.8868558	0.8561566	0.89145696	0.72895944	0.8507228	0.9162013	0.78412426	0.8771685	0.89816594	0.83515453	0.90271056	0.82422596	0.93144745	0.9009527	0.91579473	0.7781313	0.8013119	0.70002145	0.8635892	0.9180554	0.8935677	0.8786178	0.91915345	0.8935956	0.9201656	0.86774737	0.902935	0.877987	0.82617193	0.90433466	0.8719392	0.88864195	0.8381739	0.70053077	0.8226702	0.89945346	0.8512473	0.90226793	0.76496595	0.848142	0.7456411	0.8912634	0.8179302	0.8733628	0.93799233	0.91595995	0.97734463	0.83368576	0.7740324	0.6843383	0.8994047	0.78611445	0.81415194	0.9220235	0.87224627	0.8596964	0.967632	0.76874375	0.87865084	0.6288028	0.89409095	0.76637757	0.7652833	0.86533165	0.8655257	0.8845306	0.8669627	0.92000806	0.91231555	0.76811683	0.8956379	0.90378994	0.8223098	0.88183546	0.8980482	0.9311277	0.8442154	0.84416795	0.8784404	0.884162	0.8902418	0.90007937	0.8994444	0.9043514	0.9013033	0.743842	0.8904401	0.84705174	0.8506161	0.8355349	0.8578737	0.7800844	0.7707969	0.891907	0.952443	0.6772101	0.91952866	0.8754078	0.9030574	0.847393	0.892988	0.80371135	0.8582159	0.83154845	0.7533935	0.8834424	0.79463387	0.8061334
