	eind_overwinning/noun	november/noun	word/verb	bank/noun	alleen/adj	mag/verb	aantal/noun	tv/noun	kanselier/noun	instructie/noun	dan/adv	nog/adv	evolutie/noun	gevolgd/adj	schaal/noun	succes_story/noun	stelling/noun	in/adv	gisteren/adv	beschuldiging/noun	keer/adv	slagzin/noun	maar/adv	wederom/adv	jaarlijks/adj	alles/noun	avond/noun	bond_voorzitter/noun	kort/adj	loop_door/adj	medeplichtige/noun	divers/adj	grap/noun	lijk/verb	kunst_DIM/noun	onzin/noun	koop_advies/noun	46-jarige/adj	op/adv	operatie/noun	net/adv	serie/noun	WK/noun	woord/noun	bespreking/noun	recept/noun	hoogtepunt/noun	vanmiddag/adv	evenement/noun	bezwaar/noun	toespraak/noun	niets/noun	ding/verb	enscenering/noun	letterlijk/adj	zodoende/adv	aanbod/noun	1988/noun	vierjarige/adj	nu/adv	volg/adj	zal/verb	zo/adv	ether/noun	Amerikaans/noun	circulaire/noun	waard/adj	bewindsman/noun	overtref/verb	test/noun	paar/noun	Indonesisch/adj	Brasschaatse/adj	uitdrukkelijk/adj	uitgebreid/adj	Engels/noun	door/adj	genoeg/adv	docu/noun	oppositie/noun	gemeente_bestuur/noun	ABN/noun	lijn/noun	laat/adj	woensdag/noun	ongelovig/adj	deputatie/noun	fragiel/adj	's/adv	kan/verb	criminoloog/noun	toen/adv	Russisch/adj	2003/noun	investering_bank/noun	overtreding/noun	niet/adv	moet/verb	onderwijs_inspectie/noun	programma/noun	tafereel/noun	televisie/noun	woensdag_avond/noun	systematisch/adj	zinnig/adj	maandag/noun	eenvoudig/adj	weer/adv	voorstel/noun	dreig/verb	maand/noun	vraag/noun	oneindig/adj	opmerking/noun	vandaag/adv	camera/noun	graag/adj	toon/noun	herfst_vakantie/noun	huzaar_stuk_DIM/noun	jaar/noun	nadruk/noun	dus/adv	geuit/adj	uur/noun	platvloers/adj	woordvoerster/noun	advies/noun	zwijg/verb	rapport/noun	bedremmeld/adj	1998/noun	heenmatch/noun	inspanning/noun	heel/adj	succes/noun	meer/adv	geduld/noun	poos_DIM/noun	gisteravond/adv	stout/adj	uitzending/noun	zomer/noun	duur_voort/adj	reeks/noun	wens/noun	pathologisch/adj	allang/adv	telkens/adv	commissaris/noun	initiatief/noun	kunst_stuk_DIM/noun	beklijf/adj	slavernij/noun	zege/noun	UCI_voorzitter/noun	zaterdag/noun	vele/adj	steeds/adv	wil/verb	beweging/noun	handeling/noun	september/noun	recht_zaak/noun	verklaring/noun	werkelijk/adj	grand/noun	cru/adj	1986/noun	afloop/noun	blijf/verb	fractie/noun	belofte/noun	onbegrensd/adj	vorig/adj	resultaat/noun	grond_gebied/noun	nieuws/noun	even/adj	makelaar/noun	keer/noun	dinsdag/noun	zender/noun	dag/noun	absoluut/adj	seizoen/noun	onmogelijk/adj	eerder/adj	wethouder/noun	scenario/noun	verleden/noun	zeker/adj	blijkbaar/adj	week/noun	vaak/adj	houd_vast/verb	patroon/noun	maal/noun	standpunt/noun	drama/noun	voorzitter/noun	zin/noun	feite/adv	pleidooi/noun	voorkeur/noun	april/noun	verschijnsel/noun	halfuur/noun	aanbeveling/noun	zelfoverschatting/noun	debutant/noun	dring_aan/verb	coke/noun	eindeloos/adj	binnenkort/adv	vrijgegeven/adj	zeker/adv	burger_slachtoffer/noun	geschiedenis/noun	interview/noun	president/noun	eens/adv
eind_overwinning/noun	0.0	0.93138117	0.9034674	0.91672736	0.8980716	0.862958	0.9372196	0.929811	0.88652486	0.91273963	0.8603178	0.8506224	0.9092718	0.8492642	0.9344201	0.89749116	0.88623714	0.9360763	0.87309235	0.92477137	0.88825005	0.91452724	0.87947387	0.81416684	0.91448766	0.8926794	0.90574765	0.89456016	0.9385903	0.90803915	0.91129065	0.9415023	0.9349023	0.8343629	0.89633596	0.92245185	0.8854676	0.9193768	0.9050681	0.9059466	0.8690919	0.87148726	0.76092166	0.92223185	0.92020416	0.93507487	0.8750004	0.9070006	0.89376307	0.93532443	0.90802896	0.9218236	0.8815254	0.91176534	0.92438716	0.8180165	0.9121996	0.85994756	0.8910819	0.9003843	0.84815484	0.87283814	0.8925074	0.9109396	0.8870538	0.9407286	0.9280806	0.90718323	0.8700261	0.88584185	0.8963573	0.926283	0.9275211	0.9039812	0.9391633	0.9200463	0.91295403	0.89395916	0.9506262	0.9109889	0.9442823	0.92906964	0.92398363	0.83410585	0.9155382	0.8917611	0.9243147	0.90422964	0.91970044	0.88474274	0.9340708	0.8381207	0.90483624	0.8974772	0.9109261	0.9331284	0.8645352	0.90223134	0.9509306	0.91872704	0.91458046	0.9453386	0.9010853	0.94103694	0.91611004	0.93107736	0.9325633	0.86832976	0.9417758	0.9081911	0.91182214	0.948443	0.8886572	0.92500895	0.8901093	0.9288205	0.9008745	0.921076	0.92315876	0.8654832	0.90182495	0.92215717	0.8468997	0.9255424	0.9332667	0.93846816	0.94958586	0.9386668	0.940248	0.9445316	0.91778696	0.8760125	0.8423698	0.90419716	0.91252166	0.80657095	0.9022082	0.9082167	0.8862445	0.8563953	0.8842869	0.91285485	0.9015575	0.9046163	0.8508071	0.9130512	0.9363271	0.8929434	0.85795903	0.9312583	0.92506486	0.87260896	0.88396883	0.93943083	0.6333871	0.9221968	0.88280195	0.9007615	0.8981907	0.9123273	0.92280304	0.92389303	0.9347844	0.92129314	0.9099393	0.8939482	0.86846334	0.92888755	0.8760998	0.8549577	0.87058735	0.90591145	0.83069336	0.89812875	0.854571	0.86824906	0.91189486	0.9306337	0.885091	0.91458815	0.79982996	0.93142146	0.9258908	0.885263	0.8544173	0.78280866	0.9353729	0.91133755	0.9257813	0.9028103	0.9014994	0.8968962	0.85580456	0.89358145	0.9097748	0.91180104	0.9247038	0.8330791	0.9134282	0.92807186	0.91463995	0.922168	0.90695554	0.9224988	0.88987124	0.93053484	0.9362265	0.8803957	0.92131627	0.89846724	0.7654487	0.93558085	0.90400004	0.90086955	0.9429937	0.9322603	0.8511385	0.9434668	0.9137345	0.9364748	0.926461	0.8982672
november/noun	0.93138117	0.0	0.76946056	0.9142011	0.9621366	0.91773045	0.917572	0.93306315	0.89561117	0.927058	0.9463111	0.9185407	0.9583932	0.86272764	0.90847075	0.9246285	0.9433007	0.92138845	0.7542774	0.9096345	0.9390514	0.9110402	0.97758776	0.8608119	0.7891404	0.96686566	0.74721646	0.8977258	0.9098244	0.65913284	0.89613944	0.8882211	0.9705236	0.9704133	0.92742324	0.97084546	0.91909885	0.8232839	0.96959186	0.8963946	0.9305906	0.8707069	0.80657756	0.97394264	0.8330576	0.95195365	0.82993233	0.73508286	0.8018821	0.9305505	0.8545235	0.9777902	0.88164324	0.9313306	0.9582657	0.9103509	0.9533647	0.57088536	0.8752156	0.9243453	0.64927423	0.8461317	0.95242316	0.8425721	0.9251994	0.86855185	0.959579	0.90353036	0.8970748	0.90986526	0.9336112	0.88804805	0.9025436	0.912393	0.89527524	0.9557967	0.92868906	0.9883254	0.9309483	0.9319416	0.8562584	0.895698	0.9400985	0.85309875	0.300582	0.94038886	0.8269813	0.9446031	0.7766019	0.9400387	0.9275941	0.81913906	0.9193175	0.40205634	0.90726227	0.927523	0.96986914	0.9077016	0.90653145	0.8121545	0.9433195	0.91587025	0.63748467	0.92517126	0.95375794	0.29882985	0.9801364	0.9055752	0.90107083	0.9042841	0.731826	0.9537851	0.96242726	0.9466928	0.56750107	0.9539783	0.96281576	0.96463937	0.76110905	0.87752783	0.74979067	0.97086155	0.96073437	0.9346605	0.46275443	0.9638352	0.92634296	0.91922426	0.95770615	0.8682957	0.9495436	0.45020127	0.8573743	0.97837377	0.9560616	0.9324367	0.96003985	0.95995957	0.92760956	0.757771	0.9468063	0.7607639	0.6518755	0.9668239	0.8648881	0.9584722	0.9661294	0.936429	0.5787804	0.9123745	0.9186598	0.9217086	0.92047894	0.9162678	0.9062058	0.9116916	0.2959264	0.9552684	0.9665774	0.9265414	0.9675194	0.9356103	0.09671152	0.84747034	0.9448747	0.96117884	0.8538788	0.93640685	0.574371	0.948992	0.9517797	0.9299224	0.88858366	0.962533	0.5925428	0.91046536	0.9128505	0.8757026	0.9608589	0.9375034	0.9019132	0.30360442	0.9101001	0.77266395	0.96899897	0.8520645	0.9735892	0.81826663	0.9019492	0.9478506	0.96802074	0.9632384	0.9773084	0.6867305	0.97155654	0.95204115	0.9609693	0.8608409	0.9393778	0.9139286	0.8915768	0.9787271	0.94933754	0.9095248	0.9656326	0.06705308	0.95639724	0.9140675	0.90434843	0.9695218	0.90889674	0.9172859	0.9390035	0.9410951	0.7585677	0.88830256	0.9437939	0.9431287	0.94317096	0.8557808	0.8478296	0.9634165
word/verb	0.9034674	0.76946056	0.0	0.78188694	0.7554846	0.6779508	0.74024975	0.8506876	0.78269756	0.745296	0.7972167	0.8013977	0.81777036	0.8770344	0.69864523	0.9103232	0.79419816	0.8350384	0.77194977	0.77041715	0.7641366	0.8535414	0.8603282	0.7666198	0.76707816	0.81660503	0.8185116	0.8126632	0.8792548	0.811404	0.7359767	0.7418783	0.85393846	0.8624718	0.81741244	0.87448925	0.85932803	0.7791964	0.8108035	0.75257766	0.89395595	0.8366356	0.87719876	0.82346255	0.80610764	0.80786747	0.8842318	0.7995442	0.8052189	0.8304718	0.8290463	0.8699677	0.79329145	0.8241683	0.82817733	0.7008922	0.7893146	0.7711463	0.81031775	0.77715415	0.7655528	0.56141293	0.79920053	0.7903396	0.8452336	0.78940946	0.90253466	0.74492484	0.87112755	0.75233793	0.8615938	0.78321344	0.8710201	0.75692827	0.7731111	0.8435879	0.8225703	0.8502186	0.9123309	0.79285276	0.66222715	0.8579236	0.8126278	0.81177276	0.7882405	0.8083695	0.7151195	0.83020276	0.8438185	0.59605193	0.84779775	0.77029634	0.8189392	0.72464716	0.8450869	0.70350957	0.784286	0.55638766	0.8056718	0.7606276	0.8298142	0.83974314	0.7372885	0.5955001	0.8215951	0.754979	0.77078766	0.7883181	0.7847316	0.78830254	0.7758584	0.85415787	0.8277065	0.8307724	0.7747474	0.76385677	0.8531991	0.84622395	0.84861887	0.8350243	0.83243024	0.8671814	0.7807429	0.8554181	0.84654284	0.85909873	0.8935238	0.7942653	0.8471853	0.78376675	0.88836515	0.72819686	0.89115256	0.8218215	0.8165564	0.83696413	0.8149728	0.8583615	0.81990254	0.79120415	0.8390873	0.7799455	0.7821451	0.76471937	0.8110251	0.82736516	0.8617718	0.79829884	0.7579492	0.84029716	0.8290527	0.8646874	0.8720279	0.7745233	0.91682047	0.8606683	0.84187484	0.83005595	0.77455056	0.6791908	0.7962731	0.68459713	0.7759071	0.77152973	0.79195404	0.80159515	0.8425399	0.8681541	0.7634356	0.8604256	0.8377129	0.81431705	0.8686415	0.86883414	0.7636981	0.8075219	0.7572042	0.8294728	0.83607936	0.7733154	0.82738364	0.7747142	0.78908074	0.7868129	0.88862324	0.8713876	0.77698606	0.73335373	0.8431993	0.8171313	0.81793284	0.8904894	0.8440304	0.7652125	0.73527145	0.8583868	0.75136393	0.7737899	0.81592864	0.8735801	0.9217255	0.8730403	0.7806926	0.8182733	0.8457042	0.7641623	0.7763309	0.83926153	0.76912725	0.8874971	0.8586918	0.8695004	0.8117931	0.8113994	0.67344254	0.84016687	0.8441032	0.8243225	0.8972409	0.87252855	0.8208363	0.8248354
bank/noun	0.91672736	0.9142011	0.78188694	0.0	0.84073687	0.85967296	0.8099251	0.8823097	0.83142704	0.8709936	0.8857346	0.903058	0.8951637	0.8723037	0.819038	0.9159354	0.88998824	0.8669095	0.74643695	0.88460255	0.87872016	0.9123478	0.93111604	0.7737675	0.8002674	0.9133159	0.92537975	0.8494412	0.9130648	0.90023893	0.870086	0.8076299	0.9348412	0.91693836	0.9186071	0.93861294	0.7060205	0.9074336	0.9286414	0.84752786	0.91961163	0.91572773	0.90434307	0.93510103	0.8302624	0.8954465	0.94649196	0.7753156	0.87409264	0.8629032	0.895286	0.9234239	0.88257784	0.92056113	0.91015273	0.801742	0.81729615	0.8819616	0.87440526	0.87114906	0.8754885	0.7639238	0.91891253	0.8870202	0.8643555	0.85305005	0.83084935	0.80501664	0.7967734	0.88756037	0.905187	0.8194767	0.9053396	0.8331012	0.875383	0.87932944	0.9044229	0.9387042	0.947626	0.8582271	0.7968273	0.83184946	0.90014887	0.9244944	0.8823274	0.91958714	0.85782593	0.88669264	0.92484033	0.81904423	0.8999613	0.88761306	0.85723305	0.82717055	0.5943332	0.8892695	0.90049833	0.78599465	0.8636719	0.9005682	0.9232127	0.842661	0.88152844	0.81461656	0.89578277	0.85971427	0.89012074	0.8825855	0.85620123	0.8094785	0.8651338	0.9084817	0.91329575	0.91211957	0.7979968	0.90929246	0.90649694	0.9190015	0.9253925	0.9161522	0.8816854	0.90184706	0.8536329	0.88957727	0.94288385	0.93588436	0.8197273	0.7816366	0.9114381	0.84532744	0.9016564	0.8076652	0.92507553	0.8794564	0.9237438	0.8835368	0.87376	0.91252846	0.8794934	0.8306488	0.9146644	0.90185314	0.89517945	0.8738088	0.9048186	0.8857354	0.9448564	0.88677025	0.8979232	0.7535912	0.84468067	0.9226338	0.9331785	0.88927025	0.92202085	0.91019243	0.9432727	0.86746716	0.8454114	0.7945932	0.8930696	0.8626952	0.92261386	0.7982273	0.8578701	0.8832131	0.9086613	0.9331498	0.8804271	0.91320765	0.8546636	0.8454986	0.8972061	0.8927286	0.80155456	0.8270885	0.8299076	0.7992851	0.9036696	0.65824056	0.90667903	0.8820767	0.7584115	0.91260755	0.9364937	0.9126549	0.88458306	0.77794874	0.88854825	0.88718766	0.91267097	0.940752	0.903156	0.86422503	0.8745395	0.8665372	0.88382745	0.87480587	0.88115287	0.92984915	0.9115392	0.946177	0.85797036	0.8858852	0.87332374	0.9180677	0.9021162	0.9170768	0.7866378	0.9358227	0.86106366	0.85594046	0.89743805	0.91141725	0.771723	0.8871322	0.9211775	0.90278697	0.8870902	0.9046434	0.8361982	0.9252328
alleen/adj	0.8980716	0.9621366	0.7554846	0.84073687	0.0	0.69409156	0.8223806	0.8320482	0.8390796	0.7615607	0.68259287	0.73469543	0.7870435	0.9180465	0.80895257	0.885435	0.82565904	0.84372663	0.90612686	0.8739812	0.82370913	0.855539	0.6656547	0.8175663	0.89235145	0.73796993	0.8789606	0.8781195	0.8945905	0.8669747	0.8972912	0.8237492	0.81848013	0.7748083	0.8024319	0.772774	0.884211	0.93003535	0.8189133	0.82307816	0.8609271	0.9029259	0.9390933	0.7892699	0.8836706	0.7715931	0.9039539	0.89788043	0.8582597	0.831277	0.9004096	0.7128729	0.7878819	0.8338491	0.7843461	0.7432344	0.7810658	0.9347782	0.8545514	0.7096951	0.90149415	0.6750319	0.7264876	0.8504352	0.8656911	0.8301452	0.88840973	0.804194	0.8523545	0.79282296	0.85579276	0.8774301	0.9139842	0.73726094	0.84242463	0.7813694	0.8081965	0.74237883	0.9155877	0.85824096	0.84335065	0.899841	0.88473123	0.9134372	0.95912606	0.7930284	0.85778546	0.8044069	0.85605526	0.63122404	0.8864773	0.8097243	0.89562523	0.93072426	0.88103974	0.815759	0.5624279	0.6697978	0.84038323	0.83310664	0.84512883	0.84636587	0.9247379	0.77611494	0.74149007	0.943926	0.71919405	0.82509404	0.85413784	0.86493945	0.9406079	0.79141206	0.759274	0.81129044	0.89145005	0.82726973	0.7069283	0.8521403	0.8997223	0.8424932	0.9495452	0.80976444	0.6188713	0.86739755	0.95034736	0.8473427	0.9179566	0.8155644	0.7686113	0.87954295	0.85479057	0.9391813	0.90581065	0.8130036	0.79535806	0.8301638	0.62641555	0.8211084	0.77910113	0.91370666	0.825224	0.8846359	0.9147308	0.7440355	0.9101942	0.82697505	0.8426138	0.7177111	0.8380245	0.8962501	0.84609205	0.87813145	0.86324644	0.8163042	0.93568754	0.8939969	0.9653936	0.80748194	0.68213683	0.70387715	0.843481	0.71482027	0.96142673	0.858332	0.8468635	0.69699407	0.9030804	0.8743191	0.92464286	0.85386145	0.7624738	0.8383524	0.8872061	0.80659056	0.94290394	0.82061005	0.8481401	0.8498041	0.7996197	0.78627485	0.8985897	0.95606464	0.84042275	0.8950374	0.82072645	0.91885114	0.716699	0.84906596	0.8926968	0.8332207	0.84215426	0.7844068	0.7256724	0.9280804	0.6391411	0.84186506	0.79818714	0.90228486	0.80574936	0.87022805	0.9664943	0.7872411	0.7130949	0.84045655	0.7770412	0.9605512	0.7455019	0.90717566	0.81378335	0.85163456	0.8995514	0.88620067	0.84518564	0.8021468	0.8319975	0.8806349	0.7582408	0.85492074	0.8837753	0.9061651	0.9187111	0.76723063
mag/verb	0.862958	0.91773045	0.6779508	0.85967296	0.69409156	0.0	0.8400199	0.83476055	0.8473352	0.79940236	0.6057679	0.7059209	0.897254	0.9062716	0.825933	0.8856696	0.8709043	0.870939	0.8668667	0.8937188	0.8336983	0.8782477	0.68386054	0.7955901	0.83045906	0.77932954	0.84199464	0.84790593	0.9053155	0.834996	0.8779198	0.8566457	0.83982164	0.83927476	0.8152196	0.80969214	0.89568913	0.90963006	0.8316418	0.8664047	0.83235836	0.91497606	0.8436952	0.8325756	0.89048123	0.8502226	0.91185546	0.84571904	0.8277091	0.8635611	0.89877003	0.8130448	0.770068	0.89571995	0.8211337	0.77508974	0.86035174	0.8742782	0.8519729	0.6914724	0.78778183	0.5986854	0.8001077	0.8568761	0.9005488	0.869614	0.8562873	0.83406657	0.86602056	0.8103931	0.80771923	0.88765293	0.88616514	0.78289986	0.851191	0.8411753	0.8321879	0.8405915	0.92268854	0.8738174	0.82891476	0.9045576	0.8887014	0.84782773	0.8936332	0.8152971	0.85322195	0.8912971	0.8110345	0.5119643	0.8976677	0.7636727	0.91592216	0.884947	0.90816975	0.8007849	0.6237786	0.60057366	0.85416377	0.8613007	0.9012582	0.8769832	0.8484579	0.8042199	0.8002248	0.88079464	0.8588027	0.729508	0.88734746	0.8348124	0.8623076	0.8634979	0.85634756	0.8518972	0.7996448	0.8432618	0.6609396	0.91339475	0.87055564	0.83852667	0.88395774	0.8996515	0.6114551	0.9007303	0.88468313	0.89096665	0.9307078	0.8681754	0.8048291	0.898177	0.87944436	0.8973356	0.8435669	0.84944797	0.8400966	0.8636651	0.7272345	0.80308443	0.7812817	0.85476846	0.7932029	0.8554878	0.8330221	0.81443816	0.887447	0.8586778	0.88720584	0.74662447	0.80862975	0.88014543	0.8715721	0.89270693	0.89897645	0.8873037	0.8593469	0.9079663	0.8900606	0.8492117	0.79694986	0.6158991	0.91302425	0.83226395	0.9159048	0.87529796	0.85707486	0.7958728	0.8718546	0.84639555	0.88097	0.7708499	0.7767379	0.87763804	0.83962595	0.8673036	0.8722136	0.8670337	0.84644824	0.8875665	0.74050415	0.8181663	0.791996	0.90353096	0.8696891	0.80799776	0.8338998	0.8071268	0.7974917	0.8406577	0.89875984	0.89266974	0.85685205	0.80508304	0.7487365	0.8151497	0.71509194	0.8414886	0.8830013	0.85100496	0.8627832	0.93172175	0.94272715	0.81782806	0.7929476	0.8869144	0.834378	0.9157331	0.87431693	0.82172006	0.8769729	0.87096196	0.84762037	0.8910701	0.81978446	0.8527274	0.7569849	0.91653585	0.7359141	0.89621174	0.92895544	0.91783166	0.9093375	0.68487847
aantal/noun	0.9372196	0.917572	0.74024975	0.8099251	0.8223806	0.8400199	0.0	0.91109586	0.89220405	0.8027048	0.9197992	0.8682295	0.783039	0.85708636	0.8012974	0.91114557	0.8744475	0.7840177	0.8758758	0.869028	0.8730794	0.8959147	0.8881038	0.7737887	0.69865435	0.9274956	0.91651	0.90269774	0.8620926	0.89559054	0.85323006	0.6372447	0.919273	0.88071036	0.8644819	0.9149228	0.8769968	0.8677421	0.89666265	0.8183321	0.91929185	0.84020674	0.90737355	0.9391849	0.86844003	0.85113317	0.8869232	0.8703753	0.8272387	0.83885705	0.91221243	0.93451995	0.8684672	0.8632781	0.90291375	0.7986378	0.66514534	0.877525	0.84276366	0.86948323	0.8851512	0.7476291	0.90669817	0.8798296	0.9191041	0.84495515	0.8862669	0.8418539	0.81108344	0.80820316	0.8043742	0.863562	0.8947875	0.8189887	0.81838894	0.87919044	0.88202494	0.9105589	0.9272982	0.8852937	0.8114692	0.8551851	0.84780777	0.87941664	0.93175083	0.8698567	0.839249	0.84780145	0.9343267	0.8123774	0.85747534	0.8989857	0.86046314	0.75785166	0.8485558	0.78664744	0.91388416	0.7769824	0.8299746	0.83787537	0.8651618	0.91262096	0.8505273	0.7185941	0.84636223	0.9098455	0.81781924	0.8923477	0.8478774	0.8003994	0.8060878	0.79565567	0.8449433	0.8572733	0.8956771	0.87134373	0.9039172	0.89079356	0.882528	0.8866444	0.8130836	0.8318879	0.8437832	0.88516724	0.93525875	0.8997024	0.929021	0.8315533	0.899469	0.8435801	0.9061942	0.77477574	0.9302924	0.78599954	0.8725896	0.81010693	0.89043576	0.8957356	0.89290464	0.8879066	0.90088177	0.8787103	0.8711134	0.7970108	0.7372166	0.82667553	0.885646	0.8473369	0.8312963	0.8875065	0.8415003	0.909716	0.9010293	0.85279346	0.93763554	0.92414206	0.95559466	0.6016708	0.741344	0.8390688	0.8497971	0.7764973	0.905588	0.84120286	0.8171819	0.83990693	0.90999997	0.9100673	0.8816149	0.89628124	0.8380054	0.86834484	0.91144735	0.87609786	0.8032975	0.7617904	0.8187735	0.8508736	0.9363163	0.8013491	0.9317787	0.91889286	0.8590274	0.8711678	0.8674805	0.9044169	0.8340648	0.7711259	0.91083735	0.86258787	0.87027764	0.8836529	0.8841734	0.8717173	0.7209207	0.8491163	0.81734884	0.88436794	0.85734653	0.8815294	0.9569764	0.9389394	0.8614572	0.8599448	0.8199542	0.9073555	0.76511264	0.9002088	0.80516344	0.88456416	0.89331836	0.84552586	0.87068987	0.8580084	0.7964202	0.88372475	0.83226097	0.8143766	0.8753352	0.8912005	0.9390702	0.9245659
tv/noun	0.929811	0.93306315	0.8506876	0.8823097	0.8320482	0.83476055	0.91109586	0.0	0.87060505	0.81659764	0.81050307	0.8681709	0.8954488	0.83823735	0.8770011	0.9278898	0.87715137	0.9306761	0.86565965	0.9024962	0.87742096	0.8665215	0.8307766	0.85507023	0.9298242	0.8450384	0.7615873	0.8932781	0.8817605	0.8233126	0.9174943	0.8098642	0.8022224	0.8772071	0.78327155	0.84665716	0.91883725	0.9125747	0.89919496	0.9347287	0.8716175	0.71131706	0.9077325	0.86380035	0.88902587	0.8580833	0.8336011	0.86763835	0.8421893	0.92947245	0.80460626	0.9059586	0.8278529	0.8547661	0.8394273	0.84869474	0.844476	0.90706086	0.89451724	0.8729343	0.9124257	0.8623782	0.84312296	0.67784834	0.83754504	0.93386406	0.91620094	0.8953576	0.85916936	0.901335	0.8617932	0.9130678	0.94354093	0.8791694	0.7935231	0.8206733	0.8347186	0.9093239	0.8656855	0.9014918	0.94022214	0.92157096	0.8917442	0.859843	0.8937126	0.8701375	0.9373795	0.8850543	0.7857757	0.8189813	0.9176434	0.8631687	0.8741438	0.9498457	0.92434025	0.92739254	0.86990595	0.8800053	0.9237577	0.62707233	0.80528855	0.16957939	0.8257323	0.8854295	0.8656855	0.8892878	0.86432624	0.8314183	0.94035447	0.8889036	0.95071715	0.8974385	0.8305686	0.86088806	0.843327	0.644313	0.8064426	0.8588337	0.89914435	0.90346575	0.9566022	0.8670955	0.86319494	0.9048565	0.83749276	0.8384572	0.93481004	0.9474826	0.84737974	0.9246152	0.89288676	0.92976105	0.921349	0.92719257	0.84208786	0.87783283	0.8667233	0.9040333	0.8417995	0.84768605	0.82917804	0.58937335	0.868898	0.8149781	0.8194226	0.9243083	0.8966077	0.8477657	0.85373163	0.9465605	0.8982971	0.8889829	0.8430023	0.91570616	0.9435308	0.9177434	0.9054635	0.87416947	0.8542845	0.8488877	0.86665356	0.84132123	0.9340193	0.90029085	0.9039724	0.86026245	0.8685814	0.8886818	0.9054121	0.8740194	0.89727354	0.9322251	0.914439	0.881215	0.91413295	0.93538	0.8802792	0.6890818	0.8287888	0.8477729	0.894946	0.9060502	0.56583816	0.86878633	0.92243046	0.9279331	0.89969367	0.856838	0.9432452	0.8817959	0.9019982	0.9193174	0.8635072	0.87708485	0.7941769	0.91281474	0.85607046	0.91079795	0.8944671	0.821211	0.9446334	0.8565556	0.8854967	0.88924694	0.8762777	0.93223226	0.85913783	0.89494145	0.926225	0.92001444	0.8884272	0.9200133	0.867165	0.79276025	0.8211631	0.8933441	0.88425106	0.8832898	0.8657471	0.6996205	0.8911584	0.8046251
kanselier/noun	0.88652486	0.89561117	0.78269756	0.83142704	0.8390796	0.8473352	0.89220405	0.87060505	0.0	0.82042944	0.865585	0.8751612	0.86616135	0.8693563	0.9116434	0.8973767	0.80408764	0.9185076	0.6891627	0.7957875	0.7995807	0.85529363	0.89058137	0.7793922	0.8978757	0.88464284	0.8935243	0.7556435	0.88480896	0.8948022	0.87131166	0.8387214	0.8653306	0.8349299	0.8799402	0.87170506	0.8989111	0.8344251	0.8774784	0.84254146	0.8748471	0.8886875	0.9035625	0.818182	0.76182294	0.88930506	0.8784057	0.769626	0.8854106	0.81773925	0.6369429	0.876602	0.84106123	0.83329916	0.8644807	0.7999548	0.8871243	0.85163575	0.86731046	0.87292665	0.8671639	0.74376386	0.8434914	0.8939119	0.85459757	0.89359534	0.9307218	0.6135984	0.8781	0.87930214	0.9128332	0.726822	0.9361365	0.72735167	0.8440737	0.8471463	0.89596057	0.88867897	0.91902447	0.6091083	0.8052834	0.8685076	0.88171643	0.88578063	0.8558448	0.81183475	0.83397937	0.8478613	0.9436076	0.8387124	0.86262476	0.81441724	0.72219074	0.89605	0.860386	0.9051351	0.85384196	0.81517375	0.86838263	0.8768188	0.86422735	0.8448035	0.82944244	0.83555996	0.82808924	0.8473654	0.9058071	0.8855754	0.7339667	0.7558377	0.893121	0.85851395	0.86589384	0.7889428	0.7865138	0.89365464	0.86437607	0.8287291	0.92613924	0.86515284	0.9220457	0.8565088	0.87018204	0.8420193	0.9335831	0.90396136	0.85270184	0.8305356	0.8242093	0.8036303	0.8805746	0.8471228	0.9046685	0.86117935	0.9092248	0.8606488	0.9061885	0.8795885	0.8736859	0.7446357	0.853071	0.8378242	0.8812093	0.81771946	0.87953997	0.82638395	0.88210875	0.8358433	0.88953185	0.73874056	0.8422878	0.8941182	0.90107447	0.83956826	0.91780794	0.8484504	0.9235264	0.84918475	0.8269217	0.7814805	0.8176801	0.8356086	0.8986343	0.81001794	0.76627934	0.8555135	0.85508555	0.8980652	0.83226156	0.7952504	0.8542852	0.7277153	0.8249057	0.8782836	0.83124715	0.8761944	0.87752545	0.862555	0.8689097	0.83623224	0.91010666	0.8575382	0.85611516	0.8980363	0.868496	0.9220644	0.8646683	0.75800014	0.7683308	0.8678386	0.8402132	0.9230257	0.8671117	0.81420594	0.8442266	0.8485681	0.8639984	0.8615609	0.7467357	0.8864471	0.7966564	0.884616	0.8362384	0.73872733	0.8501	0.9043756	0.84429336	0.91824776	0.77448314	0.85821015	0.8710555	0.73311967	0.9012142	0.87350214	0.8327105	0.8713559	0.8821813	0.87957853	0.87335074	0.7844057	0.5299946	0.86245054
