	amok/noun	slecht/adj	passie/noun	als/prep	stem/noun	ziektekiem/noun	affiche/noun	hard/adj	daarentegen/adv	Saddam/name	wel/adv	onjuist/adj	schilder_af/verb	beschuldiging/noun	kijk/verb	daartussen/pp	hier/noun	bocht/noun	teken/verb	schrijnend/adj	je/det	steek/fixed	dan/comparative	schakel_over/verb	smaak/noun	wantrouwend/adj	bega/verb	Marguerite/name	dier/noun	wegens/prep	die/det	soort/noun	door/adv	Kim/name	treed_op/verb	gemeen/adj	Jacqueline/name	zaak/noun	en/vg	in_borst/noun	meestal/adv	ding_DIM/noun	iemand/noun	ding/noun	Kirk/name	inheems/adj	voorwaardelijk/adv	brug/noun	minstens/adv	wat/det	kan/verb	Serena/name	glimlach/noun	man/noun	oog_DIM/noun	manier/noun	Louis/det	doe/verb	excuseer/verb	als/comp	wie/det	inzicht/noun	tot/adv	zie/verb	broodje/noun	ben/verb	val_partij/noun	wars/adj	gespierd/adj	behalve/comp	incident/noun	schurk/noun	heb/verb	goedkoop/adj	te/adv	6-3/num	lief/noun	dat/det	dat/pron	ander/adj	drugs_handelaar/noun	groen/adj	kop/noun	racist/noun	heel/adv	vlieg/adj	gedurfd/adj	als/comparative	zijn/det	slachtoffer/noun	vaak/adj	wat/pron	speel/verb	Merlijn/name	veelvoud/noun	ronduit/adv	beurt/noun	chef/noun	Beate/name	slinks/adj	Robbie/name	beide/pron	vijandig/adj	die/pron	bijzonder/adj	spreek_aan/verb	verpest/verb	1997/noun	kop_stoot/noun	sliert/noun	ontaard/verb	bijtend/adj	verschrikkelijk/adj	Paauwe/name	collega/noun	zo_niet/sbar	stel/verb	ondertoon/noun	stapel_op/verb	dat/comp	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	guy/noun	want/vg	klein/adj	scheld/verb	rap/adj	verontwaardiging/noun	niets/adv	raak_kwijt/verb	transfer/noun	jong/noun	god/noun	vind/verb	polder/noun	favoriet/noun	groot/adj	Vos/name	kenmerk/noun	geen/det	Victor/name	het/noun	uiterst/adj	ze/pron	Nottingham/name	honderdduizend/num	traumatisch/adj	iets/noun	Mulisch/name	criticus/noun	vrolijk/adj	totdat/comp	toch/adv	des/adj	haai/noun	gruwelijk/adj	loer/noun	nogal/adv	Coltrane/name	zogenaamd/adj	door/prep	geblesseerd/adj	ondoorzichtig/adj	voorts/adv	vele/adj	Grass/name	gevoel/noun	val/noun	alle/det	aantijging/noun	bal/noun	bezet/verb	versperring/noun	woonhuis/noun	lek/noun	senior/noun	rauw/adj	eigenschap/noun	me/pron	op_stoot_DIM/noun	zoek/adj	deler/noun	jegens/prep	laag/adj	tante/noun	zeker/adj	spectaculair/adj	beetje/noun	jood/noun	iets/adv	zowel/vg	boos/adj	spel/noun	ieder/adv	windstoot/noun	brutaal/adj	hoe/adj	zesde/num	helling/noun	bedrieger/noun	onbetrouwbaar/adj	klink/verb	blok/noun	live_band/noun	spel_DIM/noun	moeder/noun	ruïneer/verb	elleboog_stoot/noun	klauw/noun	de/fixed	elleboog/noun	doortrapt/adj	kunst/noun	ook/adv	waarin/pp	respect_loos/adj	syfilis/noun	Madonna/name	gevaarlijk/adj	volwassene/noun	pleeg_ouder/noun	weide/noun	bevind/verb	zij/pron	streek/noun	verliefd/adj	lach/verb	chagrijnig/adj	zo/adv	Günter/name	je/pron	tand_DIM/noun	Waal/noun	woed/verb	ontvlucht/verb	keihard/adj	maar/vg	Douglas/name	genoeg/adv	erg/adj	Kuip/name	fout/noun	overtreding/noun	louter/adv	wijze/noun	on_gefundeerd/adj	egoïstisch/adj	truc/noun	vraag/noun	bad/noun	klank/noun	door/comp	net/noun	blessure/noun	dat/noun	ernstig/adj	rotzooi/noun	vader/noun	Aalders/name	drang_hek/noun	maak/verb	overdreven/adj	dreigement/noun	nicht_DIM/noun	ik/pron	tegen/prep	tackle/noun	beveilig/verb	daad/noun	muzikaal/adj	steel/verb	onder/prep	metalen/adj	complot/noun	stel/noun	hoek/noun	hij/pron	stroper/noun	weet/verb	even/adj	recht/noun	60/num	overval/noun	worstel/verb	trap/noun	maar/comp	portret/noun	onderdruk/verb	wat/adv	elf/noun	sprookje/noun	veel/adj	spartel/verb	papa/noun	Chantal/name	Colombiaans/adj	drempel/noun	geschiedenis/noun	paal_DIM/noun	beide/det	gericht/adj	notabene/adv	en/comp	dan/adv	Aalbers/name	immigrant/noun	min/adj	vermoeden/noun	postuur/noun	death/noun	overduidelijk/adj	roep_af/verb	bond_genoot/noun	lijk/verb	Spanje/name	leer/verb	Vaticaan/noun	groep_DIM/noun	nummer/noun	begeer/verb	ouder/noun	handvol/noun	schuiver/noun	onverbiddelijk/adj	durf/verb	en/adv	ontdek/verb	campagne/noun	vernedering/noun	dijk/noun	meest/adj	Duisenberg/name	daarna/adv	tovenaar/noun	blaas_in/verb	midden/prep	bas_lijn/noun	wie/pron	producent/noun	schilderij/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	één/num	hang/verb	misdadiger/noun	stekelig/adj	ontroerend/adj	op/part	Verkest/name	opmerking/noun	rivale/noun	make-up/noun	buitenlander/noun	echt/adj	kindervriend/noun	Esther/name	heel/adj	ontzettend/adj	soms/adv	Osama/name	spul/noun	web/noun	ambtenaar/noun	misdrijf/noun	met/prep	bluesy/noun	mens/noun	ervan/pp	wel_gemikt/adj	volk/noun	over/prep	ontsier/verb	guitig/adj	beklijf/adj	hoofdpersoon/noun	terwijl/comp	winnaar/noun	gewoon/adj	hypocrisie/noun	haar/det	kwasi/adj	monarchie/noun	schuldig/adj	jullie/pron	kanker/noun	humor/noun	plant/noun	charmant/adj	hen/pron	Blue/name	partner/noun	machine/noun	Unilever/name	naar/adj	virus/noun	tegenover/prep	zielig/adj	fel/adj	jaloers/adj	Weide/name	een/det	leger/noun	sheriff/noun	Nederlander/noun	of/vg
amok/noun	0.0	0.93317074	0.90239877	0.86135805	0.91489786	0.8191545	0.91297215	0.7501712	0.91833967	0.9121307	0.83920336	0.9183783	0.8785691	0.8806466	0.81153494	0.8417487	0.84330845	0.78107965	0.92616826	0.9383669	0.85840845	0.91627973	0.92100424	0.82651234	0.83915323	0.7717822	0.84613013	0.87202066	0.92819446	0.92127246	0.8893953	0.8655487	0.8615561	0.8502246	0.8643639	0.8309864	0.8951657	0.79912615	0.8060814	0.8063746	0.807379	0.86140394	0.82561845	0.8103051	0.9129807	0.87068486	0.80765724	0.87921476	0.9414558	0.8181226	0.8498183	0.91403776	0.8699527	0.8100379	0.87142926	0.8844013	0.85834455	0.8417057	0.8707684	0.83576286	0.88164824	0.88757026	0.8887578	0.85342085	0.79564863	0.89335966	0.87664974	0.83511055	0.8562211	0.8651606	0.9439441	0.7905396	0.80793583	0.8651388	0.94393504	0.9852787	0.8696166	0.8386476	0.8744838	0.9048078	0.83687526	0.92734206	0.8004823	0.79915637	0.7934498	0.8894972	0.8917348	0.9020468	0.89357066	0.8952394	0.8165779	0.8897827	0.8974388	0.86185265	0.7659729	0.815709	0.87441826	0.90176666	0.85781956	0.83383626	0.8009323	0.89193267	0.8475787	0.82063127	0.8788684	0.7811951	0.8061843	0.907207	0.8084655	0.882218	0.82586026	0.848122	0.8968417	0.8633708	0.8805081	0.8718698	0.9093107	0.87438595	0.8971959	0.84326935	0.859406	0.8968978	0.8591846	0.90222394	0.8956532	0.82727784	0.792439	0.6948745	0.7775042	0.9027692	0.78862256	0.9049805	0.9629903	0.8727004	0.9061061	0.8603151	0.826771	0.8705981	0.90447646	0.9436287	0.8496774	0.83005583	0.9505845	0.9062035	0.8593281	0.75703	0.874663	0.8316363	0.85987055	0.81697285	0.9199406	0.8596984	0.84075916	0.8176179	0.8748526	0.84703106	0.79171157	0.79627585	0.77107716	0.8670443	0.8604791	0.9096012	0.8846991	0.9281035	0.84253585	0.89903855	0.85549283	0.9183175	0.9173911	0.9191555	0.89469016	0.82666636	0.8873197	0.8716322	0.70235574	0.82399976	0.93981886	0.8613294	0.921176	0.8365274	0.84947985	0.799484	0.8853807	0.77881753	0.8581952	0.9105767	0.8907999	0.95801795	0.8952717	0.90100235	0.8067456	0.84231806	0.8939254	0.83849555	0.8437365	0.87282073	0.84207535	0.76274395	0.8722608	0.9879546	0.8942719	0.83787274	0.84673214	0.86319226	0.83786744	0.84566927	0.84147674	0.9257399	0.8075619	0.87508	0.85669565	0.8549391	0.77918506	0.8165908	0.8796264	0.8495319	0.8822338	0.8621479	0.7971537	0.9086048	0.8961084	0.85164714	0.8544767	0.80425274	0.8932971	0.8848697	0.80342627	0.8559328	0.75901127	0.80661714	0.88566947	0.90632087	0.834983	0.87985766	0.9194723	0.9330797	0.7954372	0.80911887	0.82557744	0.953546	0.91659445	0.89510906	0.9160783	0.7897639	0.85241073	0.9031012	0.8621305	0.83043385	0.79659474	0.831891	0.89969295	0.94777834	0.9022581	0.8635348	0.92778146	0.9156988	0.8999206	0.85857475	0.7679118	0.94832253	0.8626825	0.9037887	0.8669058	0.90755904	0.8384742	0.90587795	0.8650441	0.8235526	0.8003686	0.8985493	0.909481	0.918113	0.8677788	0.83223224	0.845271	0.8804162	0.84225583	0.8100647	0.8295239	0.74212354	0.901826	0.8304427	0.75821304	0.97444713	0.8850639	0.8677974	0.8536826	0.8352472	0.8900928	0.9036725	0.8249717	0.8814504	0.8084628	0.86380756	0.852414	0.8116096	0.9220846	0.90201855	0.86342585	0.937907	0.81564146	0.93887067	0.8561071	0.7453629	0.8191261	0.8718415	0.8710026	0.86735415	0.8735928	0.89554304	0.8143691	0.82902503	0.8840318	0.8336619	0.9181629	0.9069283	0.8756369	0.86894274	0.88171995	0.7858252	0.9733826	0.86017436	0.84015703	0.7891667	0.8282631	0.91655123	0.80998504	0.6932197	0.9270496	0.92758	0.85837495	0.8672142	0.9039085	0.9147121	0.82463896	0.8699557	0.8976692	0.7955047	0.8440808	0.8235404	0.9592382	0.9149665	0.86824197	0.90723085	0.85584295	0.88734037	0.9296859	0.83472395	0.8347981	0.7965083	0.81265116	0.8545145	0.9031085	0.76681614	0.9051634	0.85544103	0.7743828	0.86926067	0.83930373	0.9207336	0.8916111	0.7918956	0.7885488	0.86728877	0.7645141	0.9419352	0.8392377	0.9090555	0.7654445	0.8466694	0.76242125	0.8983388	0.7993157	0.80479085	0.87834895	0.9066843	0.8116501	0.83831334	0.86119294	0.8250566	0.9051666	0.8318603	0.8526862	0.9117269	0.8985235	0.8479984	0.8266955	0.8136353	0.8686008	0.8838606	0.90706426	0.8591174	0.8709235	0.90076876	0.9163351	0.8572055	0.94772977	0.85871893	0.89111	0.84427476	0.7555587	0.8768828	0.84040314	0.8921454	0.85406244	0.9396252	0.8961824	0.7804598	0.7820569
slecht/adj	0.93317074	0.0	0.8616065	0.7800283	0.81686634	0.80501056	0.9276661	0.67127216	0.6906376	0.8431889	0.70790195	0.72481537	0.7974117	0.7921401	0.8219007	0.8651426	0.80444837	0.84958017	0.93001544	0.6936043	0.7394323	0.8870252	0.75098014	0.877834	0.6557804	0.798304	0.82073736	0.9544092	0.81511647	0.8943707	0.6219271	0.74172294	0.6787199	0.92919487	0.87504953	0.6433409	0.91059977	0.71853316	0.7584977	0.8233565	0.6857749	0.8117726	0.6910044	0.6753849	0.96366197	0.89332616	0.90504926	0.8677234	0.8866365	0.79807365	0.7290093	0.8903426	0.88455534	0.81683075	0.8890545	0.7704972	0.9187198	0.70476186	0.835259	0.7641015	0.79822576	0.7718736	0.8309169	0.8027872	0.846956	0.56362534	0.8221296	0.89986235	0.7675632	0.8193434	0.7770355	0.7912794	0.7373042	0.7225301	0.70342165	0.9836642	0.83813274	0.62175757	0.8449994	0.7683436	0.8595754	0.87480456	0.8594568	0.787785	0.7014055	0.8976325	0.75670797	0.727514	0.78280663	0.8618705	0.57540494	0.8038949	0.7581706	0.8416823	0.8709363	0.7355825	0.87273884	0.91167766	0.91272426	0.86714023	0.96580136	0.77246344	0.7333851	0.7174035	0.6363528	0.7433489	0.75782144	0.8894384	0.8880049	0.89893913	0.82360494	0.82691294	0.62579775	0.9237638	0.8214127	0.8466119	0.8021549	0.78843474	0.8758792	0.7693879	0.7622066	0.86404896	0.82858825	0.9309775	0.8180874	0.5958525	0.7741953	0.7760899	0.7099725	0.8162874	0.77153605	0.69472086	0.89280975	0.8413499	0.81559	0.62064797	0.88036656	0.88807195	0.8323598	0.9102317	0.8242657	0.75022256	0.9018136	0.62170005	0.7035356	0.7139328	0.95215064	0.80722195	0.7603562	0.7047515	0.8479746	0.7657738	0.70847183	0.83487064	0.66917884	0.91062707	0.8260765	0.79831886	0.8528533	0.706991	0.82970273	0.83176243	0.79814816	0.9471142	0.78943294	0.84591967	0.79219174	0.9063641	0.7391104	0.8745636	0.87236935	0.81773627	0.8630127	0.90095466	0.9149609	0.8745147	0.8249953	0.8795061	0.74527955	0.74172205	0.70151067	0.85391426	0.87527186	0.8577983	0.8646408	0.7451123	0.90473956	0.7745925	0.67440206	0.75486267	0.8435462	0.7156129	0.8335727	0.6377499	0.66536206	0.8471815	0.89043635	0.7464547	0.7541322	0.9255665	0.8969432	0.7571336	0.66235334	0.65595734	0.8059247	0.8894393	0.7619655	0.8772158	0.8634571	0.87419343	0.8530365	0.9044286	0.9101054	0.85842955	0.89995337	0.7274499	0.81638986	0.81463844	0.86513036	0.80806786	0.5610056	0.83125746	0.8634815	0.9293176	0.937632	0.7814927	0.8143139	0.80088425	0.80327183	0.7064777	0.63636667	0.9635138	0.6803261	0.85563767	0.82521635	0.9173908	0.9102427	0.8279691	0.61900234	0.9093927	0.7495046	0.6464043	0.88901705	0.7232626	0.8519937	0.7675128	0.79825175	0.8499709	0.6526953	0.77616084	0.8488587	0.8132275	0.6814396	0.7662067	0.8545213	0.79654723	0.670663	0.7829155	0.7422787	0.8376576	0.86213267	0.95868057	0.78891766	0.6885822	0.84567153	0.9517101	0.65644085	0.83312535	0.84902185	0.82117486	0.79339755	0.66861403	0.92933464	0.89384896	0.9058591	0.9283374	0.82568085	0.8598919	0.70863026	0.8271191	0.7980341	0.76670396	0.855359	0.9551806	0.8972997	0.7865781	0.92562795	0.6600383	0.91622174	0.84950835	0.6790594	0.84674835	0.8569687	0.63181335	0.8763648	0.8361376	0.9328659	0.908423	0.85446715	0.8807465	0.8687886	0.82978773	0.82063067	0.9008599	0.6672662	0.714033	0.82289857	0.9076338	0.635554	0.8006481	0.9051448	0.8683516	0.7539686	0.9353333	0.83641416	0.6928368	0.89428467	0.7843571	0.90268695	0.8843122	0.9050457	0.8457818	0.80450946	0.8260046	0.8686326	0.87654215	0.70511395	0.7525278	0.78415614	0.8767049	0.8078761	0.8680616	0.7453519	0.8969256	0.79261726	0.8602575	0.91377485	0.8654832	0.8536871	0.8509623	0.941436	0.8670943	0.78685737	0.89638203	0.8586048	0.78411216	0.8575948	0.9128474	0.78495586	0.88857895	0.7463596	0.84466535	0.88600194	0.7821125	0.8971431	0.8039366	0.86799026	0.64439553	0.8384372	0.94356966	0.71450424	0.70226026	0.6209264	0.9161393	0.7529148	0.8922388	0.8464475	0.8670722	0.81560683	0.88119835	0.6940879	0.8001011	0.9060843	0.78562546	0.801961	0.8586469	0.8558001	0.7855667	0.7862628	0.7536398	0.93375516	0.6220009	0.8756916	0.8385818	0.74064875	0.88599396	0.82643616	0.72020155	0.8640785	0.72417736	0.8373946	0.7233223	0.8182665	0.91821235	0.86860603	0.8655232	0.88044745	0.62996554	0.7653948	0.78557944	0.5978286	0.84213257	0.7167308	0.8978144	0.794714	0.9430752	0.8937362	0.81337625	0.73199666
passie/noun	0.90239877	0.8616065	0.0	0.85620904	0.7195004	0.88079625	0.8389688	0.7598361	0.8817515	0.853227	0.87595975	0.88391674	0.8982536	0.8304558	0.85532326	0.85746425	0.8448381	0.9282131	0.6948278	0.7403701	0.6981752	0.82753056	0.88120425	0.84496665	0.59897524	0.872406	0.8941312	0.8240384	0.7671729	0.90109074	0.7834961	0.6920949	0.82615846	0.85980654	0.8477222	0.65218174	0.71146256	0.823438	0.6005173	0.75492066	0.7071221	0.7731045	0.7891792	0.78002894	0.85472584	0.7663045	0.8562001	0.8513935	0.85353446	0.84071934	0.7467515	0.9056447	0.7247951	0.7481088	0.7939877	0.72898626	0.8626996	0.87381005	0.86474323	0.8126178	0.7214886	0.63052166	0.8572043	0.8429148	0.85438466	0.80333734	0.87601495	0.741095	0.82919466	0.71308625	0.88535416	0.81987584	0.7254467	0.9095549	0.8782847	0.9748031	0.74218106	0.8397728	0.7316547	0.82834154	0.83571965	0.78744054	0.82603765	0.8764062	0.8077756	0.8856102	0.776698	0.7809911	0.6806256	0.891346	0.7585012	0.8557627	0.7899046	0.9221238	0.89764166	0.8136556	0.80780137	0.8517183	0.7732684	0.8621534	0.8937202	0.7934476	0.8911293	0.73644006	0.7434418	0.8471973	0.8253894	0.8073318	0.8753363	0.875974	0.7477213	0.6675321	0.8004732	0.89350426	0.7568387	0.9193117	0.9508818	0.7136971	0.91564095	0.8650807	0.7742939	0.6958635	0.5284963	0.89314383	0.88985324	0.80054736	0.817333	0.8926405	0.8778959	0.780123	0.81157815	0.78438795	0.8142191	0.7712344	0.78775394	0.8773953	0.8069955	0.8597359	0.8260783	0.86676955	0.71777546	0.83748305	0.89276576	0.8914535	0.8250928	0.7485786	0.8015311	0.87555236	0.7805797	0.8069705	0.82281476	0.74812955	0.732292	0.78842485	0.843145	0.8802523	0.7730757	0.766238	0.8831978	0.7988145	0.86209255	0.8715764	0.7271656	0.9530641	0.84532666	0.80713236	0.79082775	0.8948764	0.6189844	0.9017845	0.8776243	0.88380283	0.87607384	0.8132187	0.9223341	0.83896804	0.9137567	0.84256864	0.71438074	0.597197	0.85947645	0.86748767	0.8484799	0.7722341	0.7817042	0.93863446	0.7298941	0.83115196	0.824856	0.78722167	0.8769738	0.7872243	0.79202354	0.85428524	0.69770825	0.7219925	0.8686875	0.7513466	0.8170784	0.85858786	0.8228187	0.79249036	0.8901678	0.79590976	0.90856093	0.81661034	0.61254334	0.7117355	0.6544025	0.9243907	0.85588056	0.94125223	0.877273	0.8227304	0.58519626	0.7790518	0.6588299	0.85279316	0.8351388	0.86185455	0.7990775	0.80431026	0.8309759	0.827818	0.9085752	0.76746404	0.8130429	0.70775187	0.78935844	0.8044236	0.79855597	0.9200288	0.7760916	0.82750726	0.8620802	0.83390737	0.8229748	0.7800484	0.7727379	0.8499946	0.8363479	0.8380591	0.9151592	0.8730191	0.9101221	0.7810549	0.7705964	0.89512974	0.8508707	0.8377493	0.83703136	0.8642906	0.6194678	0.7576413	0.86721283	0.90473855	0.84751207	0.87426674	0.8683772	0.7331287	0.90147865	0.8874274	0.81406933	0.8293679	0.92085475	0.7020684	0.8572263	0.90934265	0.8639041	0.8998494	0.8459476	0.5906339	0.88263476	0.8841105	0.8863678	0.88543326	0.78665316	0.9217177	0.7917504	0.8556696	0.90610963	0.8429383	0.80526364	0.831982	0.8897927	0.8116655	0.91054714	0.79037434	0.7377256	0.80771166	0.7943351	0.8169005	0.7123426	0.8028116	0.89601177	0.7199783	0.8543595	0.8983625	0.8912033	0.74168456	0.93827945	0.84757257	0.85910165	0.89846236	0.7910094	0.8839834	0.87031114	0.82256365	0.8481029	0.90128165	0.8330912	0.9219593	0.75338817	0.8946271	0.8489203	0.83124274	0.89307415	0.78865063	0.9241779	0.8602805	0.84780407	0.8491033	0.7746813	0.8190584	0.8686833	0.7510331	0.7947315	0.79015857	0.72339636	0.842565	0.7765068	0.8667707	0.86335874	0.89890724	0.81351364	0.84699476	0.7663843	0.7853533	0.86303496	0.8420029	0.8968567	0.75249094	0.8684963	0.9096049	0.74373376	0.85102767	0.89006835	0.8198972	0.8779383	0.75505114	0.7187981	0.8693143	0.89719564	0.7612853	0.83259624	0.7929362	0.82946956	0.76539814	0.82688314	0.8270021	0.7452993	0.80704015	0.69038486	0.8693875	0.77599674	0.7704915	0.8716254	0.9292741	0.685536	0.7668358	0.79551065	0.8109945	0.91466725	0.77025914	0.7833691	0.90187705	0.80625904	0.74398553	0.6366414	0.7483549	0.84116733	0.8299147	0.74057716	0.6749644	0.85568666	0.8762023	0.8975677	0.80817103	0.7459961	0.5469635	0.66116947	0.7137029	0.8428736	0.8770316	0.7368461	0.84202236	0.8914241	0.7827897	0.76728743	0.9069846	0.85734785	0.7859838	0.8338897	0.8702247	0.74464726	0.91175795	0.83569825	0.8296652	0.7549367
als/prep	0.86135805	0.7800283	0.85620904	0.0	0.7378409	0.8973537	0.8715695	0.7748301	0.6931913	0.6885631	0.88602126	0.8361215	0.52151644	0.81356436	0.82934433	0.7707609	0.84392726	0.9088466	0.8545315	0.85826516	0.76445025	0.8134327	0.8323822	0.8398001	0.76896816	0.84869766	0.8104025	0.84583443	0.7700642	0.8646725	0.77482176	0.61402184	0.75361884	0.76410484	0.68140554	0.46256495	0.8183358	0.8652944	0.5344831	0.87709516	0.6015047	0.89341	0.7001178	0.84966534	0.69521976	0.81120825	0.933435	0.8977691	0.8868122	0.87377137	0.8459391	0.85917294	0.78230774	0.7150374	0.77058005	0.7712876	0.9094987	0.88872284	0.8901617	0.75497746	0.5599139	0.8113454	0.79536086	0.79045236	0.80850273	0.69086146	0.88775903	0.8221084	0.76003957	0.7259995	0.84357524	0.5851331	0.83566934	0.85608137	0.8293458	0.97714645	0.82519555	0.85126776	0.738505	0.7377759	0.7816552	0.80582106	0.8269956	0.5981288	0.8309935	0.802634	0.845759	0.6179124	0.6675799	0.67891747	0.61828756	0.8745163	0.6484479	0.8461916	0.81325704	0.70036477	0.7962944	0.7762385	0.92080164	0.8902965	0.7449349	0.72967494	0.75218475	0.48737693	0.79331005	0.71231335	0.80474687	0.8060312	0.8719835	0.89264464	0.8509518	0.85817146	0.74900746	0.91659445	0.67262745	0.8814951	0.868439	0.83579993	0.87414116	0.77630556	0.7456885	0.86112016	0.7714356	0.8697298	0.75934005	0.7868981	0.76919746	0.8212509	0.8535525	0.7623061	0.75324816	0.7100831	0.88434744	0.7474816	0.7384347	0.743435	0.9299936	0.7190852	0.60988367	0.872811	0.7537097	0.66712546	0.6792444	0.8769702	0.61347157	0.80081534	0.84350115	0.85856414	0.86880946	0.8781402	0.7360635	0.6960148	0.71968645	0.6944916	0.8108554	0.8327521	0.67418003	0.7109915	0.78486645	0.7091813	0.72258806	0.69238675	0.6448284	0.9223123	0.85538673	0.76138854	0.712257	0.7589246	0.8365897	0.8269695	0.7103596	0.8125212	0.84614486	0.8457993	0.96017045	0.8342892	0.8587095	0.89505374	0.7726213	0.7155114	0.8263926	0.9189713	0.68063366	0.8685634	0.70117813	0.87737346	0.7865188	0.8899987	0.8067533	0.7932051	0.70800877	0.8066872	0.5681454	0.75397104	0.7475732	0.8038256	0.8776079	0.68813974	0.74200845	0.8855377	0.84277135	0.62264025	0.60211796	0.7700428	0.77345127	0.8511079	0.7723521	0.74423295	0.8322052	0.9171246	0.7360859	0.84894323	0.9052191	0.6590133	0.833478	0.8002922	0.515997	0.8348737	0.90539694	0.7170816	0.6715047	0.6912297	0.74144393	0.9039364	0.80598503	0.7087194	0.7103901	0.67820203	0.81137973	0.81901807	0.7712559	0.78598005	0.822703	0.9044458	0.7806706	0.85892653	0.818908	0.7638805	0.7666255	0.68063724	0.7681558	0.78068525	0.86260664	0.8857385	0.87198424	0.7080449	0.75152093	0.8838807	0.67966455	0.7389316	0.8713703	0.75802696	0.8036123	0.74598634	0.8377077	0.94751704	0.6882873	0.8140429	0.87163997	0.6679419	0.89842665	0.9191238	0.8396085	0.84047127	0.8398391	0.81870806	0.8558582	0.69945735	0.90051764	0.824759	0.6769186	0.69750047	0.76643014	0.72162175	0.88763607	0.76195884	0.6105197	0.78051376	0.70415163	0.81971145	0.86450917	0.8231709	0.7573692	0.8710873	0.853389	0.7901844	0.88645625	0.8200029	0.7315285	0.83538306	0.8299271	0.86638176	0.71380687	0.880372	0.8851217	0.7625	0.8082347	0.7995201	0.89989907	0.71773237	0.9221933	0.76775384	0.7555916	0.7427347	0.76431006	0.85316443	0.7560168	0.7181078	0.7843343	0.80792916	0.8789219	0.8605979	0.7039963	0.8369698	0.6600197	0.80246496	0.69477576	0.82824326	0.8755018	0.66050833	0.6988438	0.8381759	0.7661397	0.7252363	0.91673774	0.7790519	0.7909791	0.78753674	0.69724023	0.7916635	0.7800335	0.92810386	0.64685255	0.8519668	0.79172564	0.775121	0.8461646	0.7745416	0.89032525	0.6494291	0.7443816	0.84867674	0.83483243	0.87298936	0.8356114	0.71159005	0.75543696	0.84364676	0.5728283	0.8444905	0.7801143	0.80661166	0.91534376	0.73264223	0.7338753	0.796484	0.78300947	0.62812924	0.8766359	0.8389919	0.7976415	0.7989205	0.74787533	0.75945073	0.8207288	0.8249483	0.7648668	0.8494493	0.73398393	0.86417687	0.8072666	0.73193103	0.8912025	0.72421753	0.8126302	0.9054075	0.789658	0.8665262	0.6618027	0.5944748	0.7537527	0.7587197	0.8320031	0.6902205	0.8529812	0.832831	0.7772933	0.7871093	0.8056032	0.77473116	0.8215671	0.67257047	0.7195004	0.73893803	0.7203877	0.80109465	0.82150424	0.74454546	0.84967315	0.6511419	0.62500095	0.8361736	0.73325706	0.93455505	0.6319066	0.77902335	0.68275225	0.7804855	0.572825
