	om_kade_ring/noun	bijzonder/adj	commentaar/noun	hoe/adj	onnavolgbaar/adj	toneelstuk/noun	variatie/noun	min/adj	reactie/noun	behoorlijk/adj	waanzinnig/adj	combinatie/noun	film_DIM/noun	presentator/noun	Rowan/name	ook/adv	passage/noun	speel_film_debuut/noun	gesprekspartner/noun	zelfs/adv	stuk/noun	antwoord/noun	zeer/adv	anekdote/noun	onwaarschijnlijk/adj	onderdeel/noun	column/noun	gesprek/noun	obsessie/noun	buitengewoon/adj	zo/adv	oneliner/noun	aflevering/noun	typering/noun	onbedaarlijk/adj	moment/noun	script/noun	sketch/noun	vondst/noun	debuut/noun	uitval/noun	werk_DIM/noun	trailer/noun	en/vg	cynisme/noun	draai/noun	genoeg/adv	erg/adj	lied/noun	contrasteer/adj	ze/pron	arrogantie/noun	bijrol/noun	wijze/noun	variant/noun	man/noun	zelden/adj	weerzinwekkend/adj	gedicht/noun	heerlijk/adj	manier/noun	verslag/noun	opmerking/noun	performance/noun	film/noun	duivel_DIM/noun	The/name	bedoeld/adj	toch/adv	verhaal/noun	zo/adj	aankondiging/noun	echt/adj	onweerstaanbaar/adj	heel/adj	mix/noun	scène/noun	soms/adv	vooral/adv	bloes_DIM/noun	vooruitzicht/noun	mengeling/noun	nogal/adv	af/adv	ongelooflijk/adj	voorstelling/noun	gezicht/noun	Self/name	geweldig/adj	Risseeuw/name	aria/noun	even/adv	plaat/noun	rol/noun	gewoon/adj	dat/det	Hot/name	voordracht/noun	ongekend/adj	dandy/noun	lady/noun	musical/noun	heel/adv	hij/pron	kwartet/noun	even/adj	rap/noun	effect/noun	bijdrage/noun	cast/noun	portret/noun	boek/noun	vaak/adj	vers/noun	opvallend/adj	vervolg/noun	wat/pron	beeld/noun	observatie/noun	wissel_af/adj	detail/noun	veel/adj	gast/noun	beschrijving/noun	dialoog/noun	roman/noun	stoutmoedig/adj	karikatuur/noun	satire/noun	of/vg	actie_film/noun
aria/noun	0.9127568	0.78358674	0.8554653	0.8654198	0.7570075	0.71125287	0.7086119	0.85891324	0.9055733	0.8184038	0.7776725	0.77709013	0.76254374	0.81949335	0.9100222	0.8616576	0.66816425	0.8517715	0.88040006	0.81365275	0.73188055	0.9195535	0.798594	0.7395381	0.7837591	0.8919669	0.81531847	0.86239207	0.85804504	0.8055159	0.807044	0.8166186	0.81200486	0.828892	0.8796302	0.8234359	0.80427784	0.732318	0.82437485	0.7867782	0.8777111	0.7943453	0.93726933	0.74967265	0.8518415	0.88632286	0.84797	0.8294712	0.5391113	0.78981596	0.8463819	0.86429095	0.8197425	0.79125214	0.8139652	0.9044186	0.7501879	0.87340933	0.6902908	0.75856555	0.83567727	0.8470041	0.8587325	0.793316	0.715575	0.91669494	0.7803706	0.8332561	0.86724776	0.71054995	0.822941	0.8925116	0.84217155	0.7740477	0.83997416	0.7534136	0.6348395	0.7034209	0.8210032	0.92866826	0.93237936	0.7709852	0.7937169	0.80354655	0.77346414	0.6963066	0.8645873	0.86620194	0.7922482	0.9261309	0.0	0.7690429	0.6796689	0.8280885	0.8809859	0.8827944	0.8511395	0.7867093	0.8252063	0.91123945	0.8592593	0.6731415	0.79448104	0.8435763	0.6691263	0.8290093	0.74273765	0.8675372	0.8875235	0.7357137	0.75593805	0.7727481	0.79522985	0.7321522	0.79921573	0.88036615	0.9113606	0.74912417	0.806313	0.71109104	0.82492864	0.85612345	0.84692246	0.77259755	0.7282058	0.7503433	0.94607586	0.82634604	0.7933569	0.8447151	0.8196671
even/adv	0.8813616	0.5618131	0.79096454	0.65358204	0.7175522	0.7712814	0.7314174	0.59284115	0.7830915	0.6563696	0.68977857	0.6612029	0.7369179	0.7783113	0.88227564	0.7985137	0.6566633	0.84407467	0.7872348	0.6581121	0.68699986	0.77878195	0.5179005	0.70137167	0.6832168	0.8360656	0.8391323	0.8747519	0.7879784	0.54125273	0.5296818	0.71153796	0.8205837	0.76406825	0.84443825	0.7062302	0.76936716	0.75197643	0.71105945	0.73715574	0.8052149	0.7602506	0.8707634	0.6268354	0.7625546	0.7157365	0.57023716	0.52659786	0.74524003	0.8274933	0.7509731	0.8085196	0.80642	0.57896006	0.6899641	0.7262285	0.6893183	0.7871492	0.76441765	0.66969395	0.6602916	0.7908666	0.7365895	0.7550024	0.69395685	0.8986689	0.8604711	0.7193222	0.6968829	0.6330143	0.5857818	0.805739	0.7324916	0.6696159	0.752115	0.6634466	0.62019813	0.5068428	0.7366723	0.9005138	0.833724	0.6614969	0.58309925	0.6869953	0.62271833	0.70401585	0.7008221	0.8959351	0.7626223	0.9165326	0.7690429	0.0	0.74003047	0.8366237	0.80372196	0.8186821	0.876037	0.80059576	0.72205484	0.8194683	0.83753693	0.78195775	0.5692273	0.76538724	0.7535295	0.54204595	0.7436646	0.7876014	0.84622777	0.76299	0.6738715	0.7631376	0.65086627	0.76164395	0.6967932	0.7415012	0.8624506	0.6520307	0.68233895	0.63735056	0.73329085	0.73514223	0.7675552	0.67247486	0.68798983	0.70696735	0.87047535	0.76863045	0.70621216	0.75730175	0.7084382
plaat/noun	0.8765861	0.75261	0.84753966	0.8480496	0.7570473	0.73578906	0.7062204	0.8177572	0.8907929	0.81406546	0.77901936	0.70101273	0.6897758	0.7663269	0.9111135	0.8054274	0.69834167	0.86240315	0.8622575	0.79572904	0.6479704	0.88489795	0.7736986	0.7335762	0.793994	0.81831604	0.796569	0.8824874	0.8775746	0.7934951	0.76997435	0.7839707	0.738847	0.8488393	0.9056519	0.83092594	0.7383189	0.74257886	0.74278927	0.6771053	0.89814025	0.7320609	0.87901986	0.7043494	0.85674214	0.8000491	0.80782723	0.79344845	0.6050132	0.81484306	0.8077123	0.8798938	0.8525753	0.77374494	0.7585594	0.8923497	0.7624644	0.8741038	0.65252316	0.75747365	0.7955415	0.81249714	0.8534272	0.7546959	0.61392164	0.9256134	0.6529012	0.8134856	0.8107208	0.7137742	0.8267769	0.86493933	0.78479636	0.74292666	0.8020227	0.6466486	0.6769123	0.7261058	0.79876935	0.8683563	0.8953941	0.73093057	0.78074217	0.78981113	0.7517621	0.68354475	0.8006236	0.87498057	0.77552843	0.9605198	0.6796689	0.74003047	0.0	0.9067251	0.8352252	0.8546718	0.7387679	0.80497503	0.81733584	0.90003645	0.83871746	0.6767436	0.7627028	0.8348749	0.6476697	0.8233606	0.65360785	0.8885174	0.85244447	0.7405763	0.6936379	0.6276227	0.8111451	0.7388371	0.7514957	0.8520891	0.87006617	0.69318926	0.80123353	0.6765058	0.7954641	0.8316026	0.80885875	0.7928111	0.779482	0.69883716	0.93206334	0.83352643	0.7815466	0.7926636	0.8023795
rol/noun	0.87761515	0.83588785	0.8603376	0.8601194	0.8224957	0.80380857	0.8440976	0.8432019	0.8972521	0.8710271	0.86292744	0.82027006	0.8697698	0.82832944	0.8868826	0.8029438	0.81430084	0.89406717	0.7845365	0.8549576	0.8855705	0.8910623	0.7971765	0.86031514	0.8458212	0.81218505	0.87023914	0.8821439	0.8099679	0.81110334	0.8823779	0.83897406	0.89070356	0.8935361	0.9554179	0.8391983	0.84467125	0.85739034	0.85238695	0.8551147	0.8659921	0.8755175	0.95784783	0.7827714	0.85662794	0.86855507	0.8910399	0.85684	0.82826173	0.9039863	0.89123994	0.8610822	0.6649904	0.7768265	0.83211535	0.89620054	0.79837227	0.8861329	0.88698167	0.9096363	0.8179898	0.89140075	0.8451231	0.85050446	0.78001416	0.94470453	0.87071013	0.8267218	0.8910474	0.8150314	0.89855945	0.88839996	0.86906815	0.84234107	0.8982509	0.8303605	0.77214164	0.8354222	0.7760322	0.96502906	0.8856258	0.8421796	0.8176292	0.8953249	0.87580603	0.8390226	0.91083103	0.9421227	0.8741393	0.9267662	0.8280885	0.8366237	0.9067251	0.0	0.9322301	0.89189166	0.8991501	0.8353921	0.86166334	0.91099226	0.85522723	0.81746286	0.8601194	0.85870796	0.8309851	0.904628	0.9014529	0.82614666	0.7397593	0.8005214	0.828807	0.85496527	0.8037709	0.8560134	0.8432211	0.85517114	0.9062439	0.83257806	0.8388066	0.8349395	0.82360196	0.87673557	0.8662039	0.82724965	0.7636236	0.82671654	0.92785376	0.83941257	0.80295444	0.8500927	0.87936383
gewoon/adj	0.8895003	0.8245721	0.8989649	0.7317455	0.8654416	0.88952047	0.81031317	0.7918412	0.8859364	0.7555083	0.7845748	0.80035365	0.7782197	0.82682055	0.91291344	0.69493306	0.88619256	0.9519513	0.85068846	0.70002186	0.78632236	0.8705201	0.8627183	0.8366625	0.8403958	0.87779987	0.8800861	0.9036927	0.8755843	0.81460303	0.67827344	0.8323884	0.87972766	0.86981815	0.8854882	0.8374791	0.83204275	0.83601516	0.8615623	0.9200709	0.8879554	0.8310084	0.8560695	0.6748259	0.86961097	0.8485553	0.7986085	0.7847275	0.88108885	0.92904514	0.55327207	0.8489309	0.886809	0.85379153	0.83004665	0.78678524	0.753316	0.84953934	0.8768404	0.6711954	0.7884058	0.9087716	0.8247769	0.8596131	0.85887706	0.89765847	0.9485445	0.84029764	0.62890744	0.84605193	0.7835269	0.9037437	0.63537955	0.82680786	0.71714544	0.83070785	0.8290987	0.6594254	0.7960794	0.8512004	0.90454584	0.84297025	0.7817944	0.6745404	0.7037673	0.8558189	0.80944014	0.93174756	0.7818102	0.9148484	0.8809859	0.80372196	0.8352252	0.9322301	0.0	0.7163594	0.9015536	0.8911574	0.8733315	0.8923888	0.90327907	0.8697157	0.69715667	0.7007779	0.87003195	0.6473899	0.84869397	0.9032729	0.92425317	0.88080305	0.90012276	0.86251956	0.6690674	0.8457918	0.8611064	0.85871637	0.74395216	0.8643745	0.8556398	0.81440645	0.85952264	0.7087815	0.75715446	0.8592303	0.8662392	0.9105596	0.9315899	0.84014344	0.8657056	0.5897743	0.86238873
dat/det	0.8598231	0.7848289	0.8549794	0.6445417	0.83595407	0.8937981	0.80495954	0.7424127	0.7813255	0.7300103	0.77592057	0.79026264	0.82262313	0.8780425	0.93054914	0.5895743	0.796826	0.91859657	0.8086423	0.72553337	0.8467698	0.79850435	0.77891064	0.8237623	0.78177226	0.90016985	0.8664367	0.8762276	0.7977389	0.7593927	0.62415373	0.81904316	0.91055954	0.80254406	0.8976354	0.8172123	0.8226036	0.8735146	0.7928003	0.88349646	0.82313246	0.84473026	0.9287886	0.8752629	0.7539968	0.8380374	0.7544375	0.72194505	0.8724283	0.90286016	0.6866368	0.77172047	0.88955945	0.7576249	0.8539786	0.9184265	0.74543405	0.83025074	0.85122895	0.8662097	0.72545385	0.9089377	0.705387	0.85082257	0.8370069	0.9431919	0.9526837	0.8360318	0.5321194	0.76769304	0.77535653	0.84150934	0.6739424	0.8492863	0.7884731	0.8438486	0.8133304	0.6513168	0.77689683	0.93272007	0.836962	0.84313864	0.6874021	0.8191907	0.7115055	0.8482417	0.85716623	0.9202942	0.7564825	0.86242306	0.8827944	0.8186821	0.8546718	0.89189166	0.7163594	0.0	0.92155844	0.88933814	0.836699	0.91418165	0.8996583	0.9011089	0.6746124	0.7478186	0.8758124	0.79930115	0.8733392	0.77817607	0.85818064	0.85475254	0.9151502	0.8623562	0.69965506	0.84700537	0.87407064	0.8305979	0.51684004	0.80140376	0.8080319	0.8696618	0.77162623	0.68387693	0.8790946	0.8165831	0.8015495	0.8637831	0.9019926	0.8134275	0.82847583	0.8500604	0.8862462
Hot/name	0.9102338	0.8808205	0.9108658	0.9167423	0.8787544	0.8416971	0.82108927	0.88638204	0.9360983	0.88223815	0.8572076	0.84088826	0.8198916	0.8312348	0.8924055	0.85508335	0.86611843	0.9241891	0.91015625	0.83060163	0.8756788	0.9526398	0.8974022	0.8977508	0.8898262	0.869757	0.88377696	0.8994289	0.9034624	0.898419	0.90156597	0.89727294	0.848225	0.9132538	0.93026805	0.91581297	0.86161864	0.83197856	0.8865251	0.8197557	0.9227202	0.8982443	0.9172806	0.829262	0.91814613	0.89306843	0.9009198	0.9089933	0.8085319	0.90291137	0.8718728	0.9237955	0.8646151	0.88078344	0.86674994	0.917055	0.81109387	0.91403383	0.8753674	0.8499124	0.8837925	0.9025175	0.92444205	0.82740927	0.790298	0.94196737	0.70542175	0.86662585	0.9054997	0.89307946	0.92947537	0.89444876	0.84637797	0.8413634	0.8940506	0.81877273	0.85511065	0.86886287	0.8591614	0.93398637	0.92313725	0.840263	0.87896323	0.88144416	0.8908374	0.8456403	0.89783806	0.89042675	0.8495624	0.95114523	0.8511395	0.876037	0.7387679	0.8991501	0.9015536	0.92155844	0.0	0.8930663	0.87683886	0.9323913	0.8622844	0.81004643	0.91269034	0.87873876	0.7764688	0.8938939	0.83158374	0.91179967	0.89487916	0.8387592	0.8549807	0.8515135	0.8722943	0.86336625	0.8396852	0.89662826	0.9095237	0.8847064	0.9061909	0.8105274	0.894503	0.9074118	0.86227214	0.89782035	0.88489556	0.88781476	0.9121318	0.89511156	0.8674536	0.8465523	0.8631963
voordracht/noun	0.8456663	0.7575398	0.8003795	0.8526616	0.7773199	0.76966083	0.7745013	0.8658136	0.86619353	0.8632329	0.8501965	0.7689026	0.77198315	0.81690836	0.89866626	0.8044491	0.7424129	0.9106984	0.8421253	0.8155879	0.81116337	0.8757729	0.80631	0.77347875	0.84852725	0.8572387	0.7588084	0.77574897	0.8052171	0.76498497	0.8401795	0.8347171	0.81503844	0.85390294	0.91618735	0.8708622	0.8280563	0.76518905	0.8144173	0.82861245	0.88671595	0.7983712	0.94401324	0.69557923	0.846913	0.86037606	0.88211703	0.85866684	0.7270678	0.8758532	0.84646416	0.8623878	0.8772513	0.7503664	0.81575644	0.9214845	0.7870712	0.8856492	0.7118101	0.79583156	0.788581	0.73269284	0.8379682	0.6968665	0.7489728	0.92817825	0.8587179	0.7721379	0.89669484	0.76317716	0.86663723	0.80019724	0.8729943	0.8020811	0.863737	0.7490883	0.7788328	0.76343596	0.79153854	0.9365114	0.9035369	0.76206416	0.81466335	0.83872205	0.8180424	0.6713234	0.90464455	0.9165192	0.846057	0.89399034	0.7867093	0.80059576	0.80497503	0.8353921	0.8911574	0.88933814	0.8930663	0.0	0.84278625	0.8964703	0.85594726	0.77729166	0.8346271	0.8232013	0.8119971	0.88124025	0.7713734	0.8440778	0.81548995	0.80630684	0.77444106	0.75881076	0.7867385	0.776088	0.8044699	0.84959614	0.901469	0.7794569	0.79308844	0.7296647	0.80403924	0.8545705	0.83326256	0.7675266	0.72865	0.76424646	0.917652	0.8582192	0.81212425	0.7729198	0.8725855
ongekend/adj	0.86084455	0.6852015	0.8599558	0.82611436	0.7681925	0.83386034	0.6995287	0.7256415	0.8002677	0.67707443	0.6591728	0.70217156	0.8054873	0.8405957	0.9229564	0.8022895	0.7841828	0.892172	0.85312253	0.7323188	0.8165382	0.8845637	0.7087604	0.7885763	0.65334976	0.8350954	0.84441376	0.907989	0.76634145	0.67616737	0.7832501	0.8182682	0.8654071	0.85034764	0.8781667	0.8054533	0.8351937	0.8364624	0.76450914	0.81690675	0.79871595	0.83373374	0.89759827	0.6487519	0.7449235	0.83395207	0.7941249	0.7814935	0.7909372	0.8324278	0.8513038	0.76490086	0.84052575	0.75874114	0.7796489	0.8909896	0.7091262	0.8036109	0.8293297	0.7831181	0.8061844	0.855661	0.85527545	0.8098764	0.78080714	0.93833464	0.88280344	0.73039746	0.82616067	0.79583615	0.77296036	0.77902687	0.76434386	0.7162386	0.792897	0.7203357	0.77903557	0.7031884	0.668581	0.9430973	0.75888115	0.69795954	0.7486832	0.8352046	0.6085706	0.7874844	0.8520843	0.95750296	0.6469536	0.9133917	0.8252063	0.72205484	0.81733584	0.86166334	0.8733315	0.836699	0.87683886	0.84278625	0.0	0.8736743	0.86573505	0.8143157	0.7545315	0.83067364	0.78711665	0.8341354	0.7800046	0.7488394	0.8053467	0.8221309	0.8142161	0.81277937	0.76118505	0.8194714	0.7194057	0.78864014	0.8582743	0.75854445	0.7981298	0.74773675	0.8003319	0.71318495	0.8533793	0.77200013	0.75571597	0.78342605	0.88194966	0.8292997	0.77738005	0.81052727	0.79584616
dandy/noun	0.9391799	0.84331334	0.91150427	0.86338866	0.8620201	0.8506146	0.872053	0.8824978	0.93308175	0.8750323	0.8479158	0.8805921	0.88482875	0.8541024	0.93026644	0.88711387	0.85286665	0.9322022	0.8851327	0.8685689	0.9160101	0.9464617	0.8698658	0.8369318	0.8786012	0.9507733	0.8760234	0.91688603	0.8263956	0.84353435	0.8649082	0.8851422	0.93006057	0.860077	0.92640436	0.9244956	0.8758477	0.8977086	0.8882028	0.8629358	0.92679775	0.87358236	0.93452024	0.8196231	0.8835452	0.9027858	0.8855759	0.8776107	0.8568925	0.89406365	0.8709777	0.8897289	0.8878617	0.88794535	0.83200014	0.80448383	0.8557972	0.89983106	0.86136806	0.87883407	0.9002697	0.9257025	0.87679327	0.8671663	0.84349394	0.9353812	0.8670515	0.8715942	0.89976066	0.83766854	0.88176215	0.9473243	0.8921753	0.84766495	0.9143509	0.8634206	0.8361477	0.84185493	0.84312654	0.8809012	0.9450064	0.8327515	0.82774055	0.9022392	0.8580407	0.88601047	0.846843	0.9293123	0.8973365	0.93003577	0.91123945	0.8194683	0.90003645	0.91099226	0.8923888	0.91418165	0.9323913	0.8964703	0.8736743	0.0	0.86251915	0.84500355	0.8674654	0.84150255	0.8757998	0.9007676	0.84761	0.9588576	0.9274595	0.87725276	0.77831656	0.85194665	0.8413757	0.867019	0.84301764	0.9266827	0.9108599	0.86189866	0.8755388	0.8527845	0.8718803	0.89082706	0.8433056	0.8477075	0.88498163	0.8121251	0.92138803	0.8055645	0.8274092	0.8632059	0.8817801
lady/noun	0.9157596	0.8325969	0.90122443	0.8746592	0.84014267	0.81163865	0.85087883	0.86043847	0.908428	0.8632211	0.83865875	0.8399183	0.8471625	0.8126849	0.8887314	0.86885345	0.8442959	0.9029001	0.8470314	0.812642	0.8847738	0.93208957	0.851076	0.8441753	0.85430825	0.91687244	0.8401879	0.8824526	0.86234045	0.83239025	0.8388742	0.86392117	0.869442	0.87792015	0.92988575	0.90823066	0.8728863	0.84293723	0.87283087	0.8189783	0.91864944	0.86284035	0.94513345	0.8054051	0.862116	0.88726294	0.9067547	0.8512789	0.7802069	0.8875143	0.8160993	0.8772773	0.8430687	0.84428483	0.8390696	0.8263242	0.8127172	0.9019648	0.8308614	0.83896327	0.8691865	0.89364517	0.90362245	0.8662379	0.7857432	0.9147541	0.7919724	0.8452219	0.8715485	0.853187	0.89442486	0.90936446	0.8434406	0.8395935	0.91068053	0.81267715	0.7964858	0.839321	0.8525781	0.9110107	0.93440753	0.8251797	0.85014045	0.8964113	0.8389876	0.84381044	0.8655417	0.9218414	0.85169125	0.92921466	0.8592593	0.83753693	0.83871746	0.85522723	0.90327907	0.8996583	0.8622844	0.85594726	0.86573505	0.86251915	0.0	0.7733996	0.8741595	0.80505663	0.81636393	0.8708297	0.81226206	0.93022907	0.90747213	0.8164898	0.7886771	0.851697	0.8600551	0.8469233	0.8545392	0.8930423	0.89294565	0.8713294	0.8924948	0.80945086	0.8822527	0.8943894	0.8201313	0.86648417	0.86416125	0.81272775	0.89938426	0.8570535	0.8577704	0.86941445	0.8788204
musical/noun	0.8870926	0.7706493	0.87579095	0.88429904	0.7322	0.43730187	0.7252236	0.85132945	0.9354788	0.85264164	0.7620783	0.7474832	0.686965	0.7636551	0.85757023	0.830829	0.77590823	0.77001244	0.89771885	0.8206899	0.7056985	0.935997	0.82545346	0.77433777	0.8063555	0.8640986	0.8128447	0.8880072	0.8425868	0.8028574	0.84402305	0.7974494	0.69501126	0.8566468	0.8793018	0.8754225	0.63245666	0.6390611	0.8271072	0.67348003	0.91832274	0.7798735	0.8860746	0.7539885	0.8606231	0.82340103	0.8724551	0.8526767	0.57406855	0.8341597	0.86214614	0.8786206	0.7099625	0.7808561	0.76814944	0.9199095	0.7427916	0.85568136	0.68810713	0.7503516	0.8092357	0.8333848	0.8967392	0.6667001	0.42559206	0.9112264	0.53926134	0.7601168	0.89187896	0.6888186	0.871608	0.87615246	0.7955541	0.7306466	0.8499494	0.6398239	0.6314634	0.79439545	0.78676236	0.90866876	0.9184351	0.70294315	0.81432074	0.8335852	0.7988942	0.46138674	0.8801126	0.85968834	0.7758719	0.9599733	0.6731415	0.78195775	0.6767436	0.81746286	0.8697157	0.9011089	0.81004643	0.77729166	0.8143157	0.84500355	0.7733996	0.0	0.8404503	0.8537145	0.67224634	0.8751192	0.6851945	0.9026687	0.8887399	0.6073498	0.74839413	0.6907923	0.8282958	0.7463177	0.79653955	0.7673598	0.9079294	0.80656433	0.81969476	0.6930889	0.8532242	0.8724373	0.8377438	0.8051693	0.7339702	0.6110771	0.92230904	0.786829	0.68789774	0.8348612	0.68177176
heel/adv	0.81369716	0.43833733	0.8101464	0.5597312	0.7786617	0.8477952	0.7321247	0.5565455	0.7319819	0.57913524	0.71118337	0.67697406	0.7640613	0.8302866	0.9088516	0.6105844	0.7216838	0.8468404	0.7869763	0.7087811	0.6894707	0.770293	0.3777148	0.7436539	0.7259718	0.87385345	0.8583919	0.84714675	0.82515764	0.48891735	0.41658944	0.78554046	0.87487316	0.78438216	0.85158384	0.7329226	0.7854456	0.8076885	0.7559216	0.79060274	0.8264789	0.7506711	0.8824793	0.6866943	0.7875695	0.7481102	0.50648427	0.3340757	0.7895947	0.8159178	0.66429937	0.83550596	0.828887	0.66076785	0.7484205	0.8271035	0.6818249	0.8591698	0.8085628	0.7249087	0.58749086	0.8353335	0.73716724	0.80216455	0.76069385	0.889478	0.94903094	0.7813295	0.5218928	0.7005596	0.5374389	0.8396638	0.63432825	0.7498696	0.5826224	0.68724376	0.71629393	0.5066197	0.63834614	0.8478473	0.8152267	0.72180074	0.49794358	0.71754867	0.5089113	0.7404722	0.7262857	0.93157375	0.70438427	0.87958205	0.79448104	0.5692273	0.7627028	0.8601194	0.69715667	0.6746124	0.91269034	0.8346271	0.7545315	0.8674654	0.8741595	0.8404503	0.0	0.7532494	0.8203161	0.65661013	0.7734511	0.8049102	0.84425724	0.7990013	0.77500206	0.8167749	0.64722013	0.8113452	0.69867337	0.8129446	0.7150667	0.7264894	0.71322703	0.71621335	0.7417869	0.42888707	0.7551159	0.7441653	0.7319313	0.8110798	0.8975745	0.8138735	0.7837713	0.8074937	0.79228354
hij/pron	0.9191035	0.8150741	0.78179216	0.70155644	0.7801251	0.8164816	0.8600756	0.83240336	0.79736733	0.7693299	0.7601095	0.86600053	0.8081385	0.6919882	0.8456521	0.69261193	0.77276266	0.9096544	0.70580876	0.6404115	0.8455852	0.80108505	0.8040315	0.76557016	0.80682766	0.9216695	0.7471798	0.8409938	0.8034265	0.79808843	0.6680098	0.77332115	0.8572315	0.81571895	0.8474326	0.7718555	0.7751576	0.83534324	0.80022794	0.82780254	0.805178	0.8287586	0.8716618	0.7309337	0.750084	0.8170861	0.79436105	0.7788127	0.8004699	0.9052603	0.2543298	0.7466855	0.8336468	0.7457135	0.8546324	0.5495515	0.67939997	0.8215366	0.7799699	0.81387043	0.76190096	0.8514074	0.70412666	0.83402526	0.84206915	0.8596895	0.8858662	0.84609896	0.64306414	0.80223024	0.7887029	0.80853283	0.7052628	0.80163705	0.7979514	0.8826421	0.77768046	0.64837104	0.8034763	0.9085221	0.8964475	0.842147	0.76745737	0.65382373	0.7192925	0.8546575	0.731612	0.8998529	0.75506663	0.8154346	0.8435763	0.76538724	0.8348749	0.85870796	0.7007779	0.7478186	0.87873876	0.8232013	0.83067364	0.84150255	0.80505663	0.8537145	0.7532494	0.0	0.7537043	0.6369411	0.8460364	0.8984997	0.9060845	0.8206657	0.8465953	0.8192362	0.6682469	0.7814913	0.8308145	0.82494843	0.70346546	0.84015435	0.8050995	0.77775466	0.78839326	0.76063496	0.740088	0.83586705	0.81319237	0.816596	0.8586398	0.8059915	0.81906986	0.76626885	0.871081
kwartet/noun	0.88993436	0.77435184	0.8571722	0.871567	0.7329197	0.74588096	0.7130767	0.8379365	0.8775141	0.7986101	0.79142857	0.7238236	0.7704104	0.7791575	0.8730663	0.81854177	0.7430415	0.86678046	0.85323924	0.76680017	0.76365983	0.8957404	0.7820165	0.7782607	0.77340174	0.8212512	0.8244633	0.86797893	0.8637642	0.78505504	0.82229906	0.83780545	0.7926024	0.855947	0.9305528	0.85720336	0.7914076	0.771037	0.8093101	0.70483506	0.8336673	0.8112506	0.9116835	0.70595324	0.83415425	0.825803	0.83646995	0.83747035	0.62633234	0.8203026	0.80037177	0.84703887	0.8018041	0.7798366	0.7693844	0.8727386	0.7470875	0.89662313	0.76202047	0.778258	0.8278403	0.8351191	0.868822	0.75764227	0.74130356	0.8998106	0.69904065	0.8122116	0.81819206	0.77515036	0.85738254	0.8589766	0.8088202	0.74454355	0.8419532	0.71595854	0.7304885	0.7544476	0.784475	0.92000157	0.89051855	0.7602721	0.79376185	0.80159736	0.76744115	0.692815	0.86567444	0.8965688	0.7638027	0.93020654	0.6691263	0.7535295	0.6476697	0.8309851	0.87003195	0.8758124	0.7764688	0.8119971	0.78711665	0.8757998	0.81636393	0.67224634	0.8203161	0.7537043	0.0	0.826551	0.7455378	0.86484635	0.8528312	0.696192	0.768241	0.79642373	0.7976961	0.77624464	0.76719946	0.8232557	0.8834149	0.79252684	0.82010496	0.6922461	0.8398204	0.84581155	0.7728773	0.7981672	0.78160834	0.7587183	0.8784646	0.83460426	0.8070569	0.8327984	0.83442867
even/adj	0.92822266	0.76042145	0.8549871	0.7224097	0.8116431	0.87812215	0.83212054	0.744577	0.8432686	0.72621703	0.76368356	0.8124038	0.80721545	0.7975178	0.91806006	0.77032095	0.78588676	0.91253763	0.77625316	0.68296987	0.77061135	0.836421	0.75126266	0.79408973	0.7949463	0.92737913	0.8584733	0.86066407	0.86739314	0.7723479	0.6284292	0.7944317	0.8550577	0.82904243	0.8344252	0.70014197	0.82743704	0.8345481	0.8150221	0.8447193	0.83919615	0.8198359	0.8683504	0.7216161	0.8210149	0.77187526	0.714252	0.6753066	0.84366506	0.8861227	0.57988876	0.850376	0.8704848	0.79487336	0.8385328	0.78765357	0.73380256	0.8733517	0.86043376	0.6723141	0.79373956	0.88630384	0.79809076	0.83649373	0.8530785	0.88776815	0.93947643	0.86803186	0.5987869	0.81258047	0.73847616	0.8381534	0.70453215	0.78404933	0.7648284	0.8285166	0.77738845	0.60091305	0.83183706	0.8722988	0.871142	0.81891584	0.7375328	0.53269696	0.72607344	0.8298148	0.73252285	0.9115803	0.79290885	0.89373004	0.8290093	0.54204595	0.8233606	0.904628	0.6473899	0.79930115	0.8938939	0.88124025	0.8341354	0.9007676	0.8708297	0.8751192	0.65661013	0.6369411	0.826551	0.0	0.83996594	0.881199	0.92326415	0.8466795	0.8537758	0.86492234	0.7246673	0.81190395	0.79590505	0.83627915	0.80841553	0.8207718	0.81658375	0.7635932	0.8149606	0.75197005	0.736653	0.8447695	0.8397898	0.8689282	0.9231515	0.8514079	0.8391618	0.7685152	0.85946524
