	ketting/noun	immers/adv	langzaam/adj	deur/noun	alsof/comp	Claeys/name	dan/adv	touw_DIM/noun	leverancier/noun	nog/adv	Ruth/name	wielertoeristen/noun	onderaan/adv	onhandig/adj	alles/noun	pyjama/noun	beneden/adv	alweer/adv	wetswijziging/noun	poot_DIM/noun	achter/prep	hand/noun	oog/noun	ineen/pp	systeem/noun	of/comp	naar/prep	kwartier/noun	Cliteur/name	minuut/noun	schrijver/noun	component/noun	Hugo/name	White/name	achter/adv	echter/adv	energiek/adj	naam/noun	vervolgens/adv	bijvoorbeeld/adv	die/det	fiets/noun	Dirk/name	demonstratief/adj	ideaal/adj	zondag_avond/noun	arm/adj	outfit/noun	zo/adv	harnas/noun	je/pron	Koller/name	gaandeweg/adv	snel/adj	tijd/noun	De/name	en/vg	punt/noun	iemand/noun	gemeente_personeel/noun	foutief/adj	Ma/name	wagen_DIM/noun	gedachte/noun	tas/noun	design/noun	om/prep	Rossi/name	laat/adj	blik/noun	Kristof/name	iedereen/pron	in/prep	Bangoura/noun	tegenstander/noun	nadrukkelijk/adj	ze/pron	toen/adv	h/noun	sluimer/adj	ergens/adv	beugel/noun	aan/prep	graag/adj	rechter_been/noun	gek/noun	door/comp	Mike/name	Pasanen/name	wagen/noun	zak_DIM/noun	men/pron	opnieuw/adv	soms/adv	daarop/pp	halfweg/prep	af/adv	zich/pron	geluid/noun	met/prep	rugzak/noun	daarin/pp	Thomas/name	meteen/adv	door/prep	donderdag_morgen/noun	Adriaens/name	telkens/adv	zodra/comp	duim/noun	Gino/name	vinger/noun	song/noun	getrokken/adj	ter/prep	oma/noun	volk/noun	licht/adj	ik/pron	klassieker/noun	voet/noun	terwijl/comp	Baouf/name	Vermant/name	al/comp	auto/noun	daardoor/pp	gewoon/adj	regisseur/noun	stuk/adv	dimensie/noun	zweet/adj	Kanu/name	voertuig/noun	zuiver/adj	arm/noun	mij/pron	toen/comp	Armstrong/name	hij/pron	Stijn/name	zakdoek/noun	me/pron	zodat/comp	stuur/noun	kar/noun	naar/adj	Crasson/noun	Mutavdzic/name	uitblinker/noun	Vereecke/name	Bouma/name	trein/noun	dief/noun	renner/noun	traditioneel/adj	Mpenza/name	wolk/noun	lijf_DIM/noun	beeld/noun	beetje/noun	wagon_DIM/noun	fietser/noun	Penders/name	trein_DIM/noun	Van/name	eindeloos/adj	Mestdagh/name	sjaal_DIM/noun	brom_fietser/noun	twee/num	er/adv	beide/pron	of/vg	Marion/name
naam/noun	0.87282836	0.81814617	0.9232346	0.92497015	0.85929334	0.90203613	0.8695901	0.90830773	0.8519893	0.8732367	0.8675374	0.9303901	0.8473439	0.8798201	0.87914646	0.8880309	0.95106727	0.8774294	0.9184873	0.92417616	0.87314075	0.9185911	0.92242324	0.89396656	0.8887253	0.9128812	0.89587283	0.9470802	0.8802634	0.94183105	0.7669901	0.8850858	0.8644681	0.83648133	0.88155603	0.87733716	0.8776025	0.0	0.83024764	0.83703434	0.8037735	0.90792626	0.89659446	0.9055519	0.9172443	0.8885168	0.93580836	0.80066323	0.8548374	0.892825	0.85121	0.8983206	0.86228025	0.9170368	0.93512595	0.90991837	0.85202163	0.93582743	0.81781834	0.9346671	0.85413814	0.87652946	0.88827705	0.8438573	0.85090256	0.8491741	0.9277501	0.88393563	0.8967915	0.8661172	0.93658453	0.8943048	0.88975096	0.95316935	0.90170467	0.80377305	0.8098349	0.8634007	0.8933669	0.9215397	0.8636222	0.93851566	0.86749816	0.8472884	0.9384005	0.8957808	0.84866154	0.88474476	0.9660462	0.928533	0.88290554	0.8287469	0.8806171	0.85664815	0.80135167	0.9258683	0.9029708	0.8836374	0.84512484	0.8635508	0.89434564	0.81321865	0.8759606	0.84800786	0.87816054	0.9383352	0.9263642	0.8473996	0.85752934	0.9107385	0.8984083	0.9388814	0.76573205	0.8913918	0.9327121	0.88821137	0.86257696	0.9340052	0.88544774	0.81447905	0.95674753	0.90005887	0.96475834	0.9310554	0.83509547	0.92565966	0.8921478	0.8951032	0.824888	0.7983866	0.8391908	0.9369824	0.912851	0.92966306	0.8897169	0.94929457	0.8743813	0.91451204	0.8983942	0.8003656	0.919973	0.9119439	0.90978384	0.85704064	0.9459272	0.92508197	0.8701467	0.9512255	0.9691998	0.9010887	0.9222483	0.91664934	0.9511207	0.93123394	0.892374	0.8594957	0.90828	0.9203055	0.9482574	0.77839065	0.9185877	0.9681835	0.9486084	0.95027924	0.92694664	0.9406803	0.88203037	0.9201508	0.88518673	0.9734625	0.8870811	0.87715495	0.86091334	0.83100635	0.88304293
vervolgens/adv	0.6991012	0.7659321	0.633149	0.726344	0.6866027	0.7934404	0.62658167	0.7822642	0.7389482	0.8345101	0.82110363	0.8517672	0.7690751	0.73472583	0.75090384	0.78757185	0.6557607	0.6953422	0.8317987	0.7316785	0.75673425	0.72420424	0.7873236	0.80445576	0.78762424	0.78653896	0.7077421	0.68666244	0.8767445	0.7249118	0.8718304	0.8131193	0.80499566	0.8145985	0.6421292	0.7499416	0.8293494	0.83024764	0.0	0.71363413	0.70522684	0.6889049	0.8550365	0.7315841	0.8619361	0.6914097	0.8400815	0.8248044	0.79850817	0.8238627	0.68228257	0.7802846	0.71368253	0.66936624	0.84517014	0.87915075	0.6047221	0.85697883	0.6296054	0.8503672	0.73501277	0.83860767	0.7478715	0.8163439	0.64486134	0.83887875	0.8425143	0.80140704	0.72054714	0.73362434	0.8320463	0.7877336	0.744642	0.8422115	0.7622401	0.7703416	0.47542322	0.6247188	0.82924604	0.8733413	0.690835	0.81419843	0.79358137	0.76183164	0.78877246	0.70966625	0.5745067	0.78013206	0.8864443	0.63204134	0.6981845	0.71368295	0.630299	0.7284913	0.5130619	0.7036928	0.66374546	0.761145	0.746169	0.7043747	0.66870075	0.71618056	0.8601695	0.5424042	0.6331042	0.7318893	0.83540845	0.63853574	0.544524	0.7617267	0.77276886	0.72592866	0.79880965	0.7451416	0.7556891	0.71980083	0.84037334	0.7855391	0.7837244	0.84730786	0.70559597	0.59841895	0.9005042	0.8192901	0.8260102	0.6202853	0.70072675	0.7053174	0.85217726	0.75212467	0.85126746	0.8019773	0.8079858	0.65646154	0.7972825	0.7043987	0.803337	0.58795595	0.7861562	0.5307702	0.8352913	0.8033986	0.77566475	0.5463432	0.68863904	0.7384159	0.75684905	0.90947187	0.8778918	0.76190794	0.82961375	0.77809894	0.7149288	0.6842102	0.78304195	0.83334154	0.7723502	0.73655486	0.8456372	0.786151	0.82712126	0.9185922	0.7802009	0.8518197	0.7925537	0.846034	0.6956481	0.83756316	0.8455179	0.76238716	0.6814927	0.8107341	0.7333235	0.6161661	0.8002237
bijvoorbeeld/adv	0.81124747	0.6363792	0.8168187	0.8611007	0.7991843	0.8890889	0.7968834	0.8697606	0.6311088	0.8835229	0.87737995	0.90671027	0.81955713	0.7659448	0.8355812	0.8557205	0.8648799	0.8998308	0.81265926	0.8625287	0.89228916	0.8935179	0.8871677	0.82781833	0.64460766	0.76318014	0.83603835	0.9173308	0.87841576	0.9224527	0.8648251	0.65886045	0.8907818	0.87487435	0.8202081	0.81161416	0.84766674	0.83703434	0.71363413	0.0	0.6588627	0.7899539	0.9181682	0.8688653	0.792742	0.90000194	0.7631928	0.8309915	0.7920892	0.88460314	0.7123654	0.9082893	0.7752428	0.79725766	0.88670224	0.9388512	0.49462312	0.94600636	0.7560748	0.7973867	0.7982389	0.8666239	0.82254976	0.83827716	0.78260946	0.7252351	0.8559216	0.9098413	0.9191302	0.81553227	0.9439845	0.8213436	0.7821188	0.9424124	0.90408427	0.7687717	0.7292107	0.8918649	0.86264724	0.84385484	0.80973613	0.84219253	0.7479644	0.77539575	0.92493844	0.839611	0.5906073	0.8907391	0.949848	0.86671704	0.73849046	0.71777326	0.8664059	0.7174913	0.7787663	0.8966398	0.80057347	0.8684753	0.74902475	0.6839766	0.8036379	0.723024	0.9220948	0.859987	0.749937	0.88844496	0.9436594	0.8038191	0.703462	0.86379856	0.9148359	0.88212514	0.81275195	0.83516234	0.83772403	0.78325397	0.8925127	0.7879578	0.84476405	0.83486557	0.91070896	0.72285897	0.97192514	0.9330025	0.8482742	0.82142645	0.67297757	0.6936399	0.8859136	0.75403404	0.7511963	0.8782569	0.94115096	0.849092	0.6906011	0.8582793	0.8611083	0.9067328	0.9187206	0.8486037	0.9272374	0.868734	0.8782794	0.5891639	0.8857959	0.8246645	0.78556657	0.9714706	0.9733873	0.9301252	0.9315791	0.897066	0.8520648	0.87557214	0.9145754	0.66153747	0.92844504	0.8563608	0.9200713	0.76942027	0.8382745	0.9444553	0.85135275	0.9323808	0.8639001	0.9610574	0.7208923	0.934255	0.88360405	0.91958886	0.85469115	0.7711266	0.8314734	0.42906195	0.878715
die/det	0.78987926	0.59493613	0.75758994	0.90013665	0.73182166	0.8563983	0.6599945	0.8466109	0.78392446	0.77415335	0.8506194	0.860473	0.77176046	0.7018837	0.7141193	0.8413909	0.82565534	0.75592357	0.7778386	0.82277346	0.81744206	0.8800427	0.8371585	0.8168627	0.7284576	0.7532828	0.8242482	0.8242527	0.80108035	0.8496573	0.8426564	0.7680899	0.86942875	0.83984923	0.7877701	0.59480965	0.7919489	0.8037735	0.70522684	0.6588627	0.0	0.8288673	0.92817384	0.8410293	0.7636062	0.8656217	0.8199	0.823382	0.7058457	0.84996563	0.6283959	0.80829567	0.6736311	0.7213771	0.82809	0.9571065	0.7086248	0.8534813	0.6806737	0.839803	0.7001507	0.8622375	0.82592297	0.7085897	0.7929525	0.7667849	0.83903843	0.82660836	0.77352023	0.7937436	0.8943754	0.7200578	0.8024342	0.9007495	0.8136171	0.7271031	0.6427799	0.78945166	0.8675321	0.7637743	0.7723079	0.8446935	0.75841975	0.7680062	0.8565923	0.7981314	0.6119138	0.8632422	0.89877236	0.8788353	0.82426226	0.6373298	0.79244655	0.62798315	0.7750413	0.7956713	0.7948954	0.80629355	0.73196137	0.71354115	0.807247	0.68827593	0.912554	0.7125732	0.7245445	0.8890299	0.88464403	0.7052825	0.67082834	0.84639513	0.8729999	0.8684243	0.74713266	0.8137722	0.894225	0.81121445	0.78096956	0.79436374	0.6989548	0.8065817	0.87520206	0.77035505	0.9183789	0.8518552	0.64642787	0.8698473	0.6735227	0.69293857	0.85944486	0.7421778	0.74855393	0.84550774	0.8684684	0.8664932	0.7178056	0.8479146	0.71502316	0.82788694	0.8104583	0.710523	0.884501	0.8264783	0.75927705	0.63488984	0.8684771	0.84278375	0.72911596	0.9275964	0.91852677	0.8397734	0.8724113	0.822087	0.85834324	0.8837904	0.8240308	0.7214844	0.82308483	0.79964054	0.8847174	0.7353452	0.7451861	0.9080189	0.86136186	0.8944266	0.8544035	0.93827313	0.68363714	0.8724587	0.85671455	0.9141547	0.8189485	0.7296996	0.7416028	0.7270824	0.83324325
fiets/noun	0.73591745	0.8489041	0.808836	0.7841493	0.8405926	0.90876037	0.7834527	0.8496551	0.8438168	0.8618701	0.9040441	0.74970317	0.8453228	0.80347717	0.8160463	0.8031976	0.75400686	0.7959772	0.9504958	0.8242724	0.8100635	0.8552449	0.8879839	0.8863135	0.83689666	0.90839195	0.76611745	0.8417794	0.96113384	0.8775689	0.9542732	0.89339817	0.9201607	0.9108947	0.75481635	0.9036813	0.89330643	0.90792626	0.6889049	0.7899539	0.8288673	0.0	0.93736637	0.84419984	0.84612197	0.7942841	0.90623975	0.8025566	0.88182765	0.88050795	0.7637397	0.91027206	0.8681345	0.7960962	0.89101	0.9730409	0.7406285	0.9377437	0.8039019	0.8700704	0.88351184	0.9124185	0.6391641	0.8935303	0.6326935	0.8409735	0.8928772	0.85939765	0.8720874	0.8685274	0.9113693	0.8391742	0.84456694	0.9271426	0.9229533	0.91435033	0.71003103	0.83882487	0.86456335	0.9321865	0.7777197	0.7991192	0.83588266	0.83254194	0.8601934	0.8261714	0.8076104	0.9160859	0.92147464	0.46280938	0.7503389	0.85829616	0.8252944	0.8446727	0.8232276	0.84626967	0.7945537	0.904299	0.84377176	0.8050866	0.6045089	0.89242595	0.9439095	0.7934234	0.8130151	0.7590878	0.93106776	0.78258705	0.77967966	0.8833797	0.88149774	0.8694225	0.899347	0.8026237	0.78241396	0.80192006	0.93854547	0.82913	0.81748056	0.87795675	0.75354683	0.77756876	0.9373605	0.9182606	0.8930464	0.41967827	0.81395954	0.74529135	0.95076066	0.8557315	0.915346	0.8608316	0.9090743	0.54260194	0.90656567	0.8222628	0.87873626	0.78735554	0.7973717	0.7900311	0.89946914	0.8510533	0.8606387	0.692139	0.6865146	0.6499858	0.85029566	0.9436752	0.9386902	0.91778684	0.92166567	0.9135363	0.6082559	0.6756729	0.7479803	0.8892153	0.8917797	0.85335207	0.8899607	0.8923388	0.8687897	0.9073253	0.5932063	0.9294123	0.74635565	0.9750896	0.81143284	0.9180563	0.8656949	0.7193209	0.7770257	0.85328126	0.83739114	0.70801365	0.89110035
Dirk/name	0.93601954	0.91634125	0.9465655	0.95730865	0.9140463	0.66646814	0.92701644	0.92915106	0.90597326	0.92543906	0.82170045	0.91920406	0.9234996	0.88821393	0.92768824	0.92698	0.9488561	0.8765868	0.9270622	0.94649625	0.9098414	0.9141465	0.94947785	0.9224223	0.9416758	0.9462004	0.9282326	0.895591	0.9169964	0.91010094	0.81687045	0.9302542	0.5671742	0.8153009	0.90399516	0.9057793	0.8456359	0.89659446	0.8550365	0.9181682	0.92817384	0.93736637	0.0	0.928484	0.8990072	0.87193054	0.9630637	0.9180071	0.9164276	0.95134574	0.9334843	0.8261368	0.9072966	0.922597	0.95413756	0.49603176	0.80093145	0.9484301	0.90553164	0.92513865	0.94117385	0.8725779	0.9356146	0.9301461	0.93738353	0.9054497	0.9524255	0.8413635	0.93390733	0.9298332	0.71096313	0.9150875	0.9398197	0.9002228	0.92697304	0.8696201	0.88079304	0.8700802	0.8271553	0.9604747	0.9414326	0.9185537	0.92531276	0.85190046	0.93610376	0.9032195	0.9144021	0.67416453	0.90994054	0.9392617	0.9284171	0.92407745	0.8554891	0.92255294	0.90195435	0.87532014	0.91912407	0.9357847	0.9237459	0.89419484	0.9459143	0.8677309	0.6274229	0.88126963	0.8337361	0.9165144	0.8327589	0.8915905	0.92532665	0.920264	0.64219785	0.9387725	0.8894041	0.941081	0.9131477	0.8799988	0.9479621	0.9340725	0.9092378	0.8646028	0.9254029	0.8830226	0.90392447	0.8663199	0.9119288	0.9447592	0.94196725	0.9239006	0.7777987	0.86492896	0.9073298	0.9139911	0.861993	0.9480941	0.9154252	0.92806816	0.9106551	0.88424575	0.84224886	0.76308876	0.6332253	0.93939054	0.9110525	0.9182955	0.9362804	0.9025848	0.9233605	0.9013058	0.9412151	0.8441508	0.79049194	0.83377826	0.95894355	0.96427435	0.87466204	0.90218896	0.81961846	0.944614	0.9769622	0.9019257	0.93524283	0.974138	0.92911696	0.85668916	0.93927807	0.45941573	0.9283253	0.7415563	0.97531044	0.94586533	0.868489	0.965777	0.85828817	0.8991457	0.81543237
demonstratief/adj	0.78760695	0.87259513	0.8218626	0.8349703	0.78681827	0.8937519	0.82683015	0.8541205	0.9191696	0.9193197	0.87896234	0.87434244	0.84954715	0.8241862	0.9030303	0.81356823	0.80979943	0.80074453	0.89414877	0.8126552	0.805726	0.7414258	0.8551056	0.8538686	0.9320938	0.93058884	0.84729683	0.85053456	0.8989297	0.8699915	0.89902544	0.9204451	0.88989955	0.8881396	0.7998938	0.8514046	0.85429657	0.9055519	0.7315841	0.8688653	0.8410293	0.84419984	0.928484	0.0	0.91570395	0.7999263	0.8746066	0.8190691	0.90996253	0.84676814	0.845599	0.86364526	0.8582732	0.86281097	0.9273645	0.9168879	0.7654274	0.91663736	0.81310797	0.89028597	0.8830877	0.8843914	0.85853386	0.88822955	0.77388775	0.91473323	0.8475666	0.8879786	0.8539666	0.8158817	0.9210055	0.8589159	0.8010611	0.9239477	0.85047674	0.8281268	0.76407087	0.80854607	0.88799053	0.89453644	0.839044	0.8548752	0.853436	0.8828604	0.87761927	0.82089853	0.81305647	0.85922563	0.9236507	0.87048787	0.83126926	0.86869144	0.83157176	0.8530777	0.76542246	0.85534644	0.82807523	0.8549787	0.8658078	0.7974801	0.78093445	0.8660518	0.91027653	0.7900856	0.8042381	0.86183345	0.9267278	0.8518276	0.78285116	0.80905306	0.87958914	0.7884038	0.9003502	0.8135193	0.8447379	0.8220722	0.8262621	0.87816185	0.865384	0.9099059	0.82155144	0.72640145	0.90937454	0.87735003	0.87396705	0.86382985	0.8742433	0.80605346	0.9018813	0.88655865	0.9021655	0.80388916	0.8755486	0.88925123	0.8905543	0.7828967	0.87534446	0.78707784	0.86169696	0.75870883	0.90831256	0.80236727	0.8730823	0.8166893	0.843506	0.82507443	0.8848469	0.91920847	0.92386365	0.9045457	0.89077884	0.87434113	0.85470325	0.88593835	0.8707836	0.8105337	0.8833392	0.86620986	0.89423406	0.8926767	0.8981404	0.9197664	0.87440234	0.9350572	0.8607861	0.9134044	0.81764257	0.9109095	0.80223554	0.90525043	0.8202571	0.88251305	0.84251034	0.7949129	0.8855386
ideaal/adj	0.883877	0.7858504	0.8185036	0.93890953	0.8294868	0.876	0.9007418	0.8962178	0.8830533	0.8921611	0.89077455	0.8541319	0.87838435	0.80342555	0.8789825	0.8982513	0.89072573	0.8446503	0.9344821	0.8925337	0.8798189	0.93139464	0.9165679	0.8268413	0.8782034	0.90955424	0.82354605	0.88780093	0.93407696	0.89899075	0.86226976	0.85144013	0.867662	0.860261	0.8636178	0.87885904	0.80454516	0.9172443	0.8619361	0.792742	0.7636062	0.84612197	0.8990072	0.91570395	0.0	0.8889894	0.90479696	0.84995353	0.86912084	0.88186115	0.83527005	0.8569703	0.8031018	0.8471469	0.912919	0.9139995	0.7088191	0.94732374	0.87302446	0.8976844	0.91187537	0.8482462	0.8629168	0.8862512	0.885633	0.7944894	0.9315903	0.8968771	0.8709225	0.8767294	0.8962216	0.88696	0.8203627	0.93419373	0.8761325	0.8132965	0.8700527	0.9249739	0.86420053	0.8993398	0.84201866	0.92058945	0.8891123	0.8176558	0.9203303	0.88207114	0.83859384	0.87112135	0.9072438	0.9169079	0.8848954	0.8701854	0.8544199	0.8177205	0.90000266	0.85250604	0.8584076	0.8974419	0.82739204	0.7967301	0.8531557	0.88465816	0.8733498	0.84032404	0.8543686	0.91810006	0.90124446	0.78971803	0.84017766	0.9103124	0.86850584	0.9238949	0.8303285	0.86020106	0.89927334	0.8672437	0.9136766	0.84663045	0.88239354	0.80963254	0.892382	0.8323817	0.91618675	0.877133	0.85154927	0.8952355	0.849535	0.83541346	0.8428297	0.76894915	0.8297219	0.88676506	0.8906536	0.9204817	0.7602962	0.9140143	0.89319855	0.91535634	0.8514279	0.87114483	0.8725007	0.91748095	0.9202428	0.76509035	0.90880597	0.8854147	0.80492485	0.92722696	0.92913884	0.8794999	0.9073621	0.8522804	0.9089905	0.932438	0.8470075	0.73395836	0.8763896	0.8378179	0.93886465	0.84164083	0.8650811	0.9522079	0.86502343	0.91373056	0.88443196	0.9108155	0.79033506	0.9235827	0.9078128	0.94944006	0.85157895	0.86005306	0.8538012	0.777312	0.88247633
zondag_avond/noun	0.82189816	0.8335056	0.84006625	0.78953373	0.820763	0.8715166	0.8083896	0.90834445	0.8948975	0.8501344	0.87265074	0.80362856	0.8606803	0.860327	0.86555547	0.8353661	0.81905246	0.70810294	0.89639896	0.8666437	0.83636904	0.90612555	0.8695896	0.89615315	0.9036925	0.89203185	0.7963748	0.7587487	0.92842656	0.79371893	0.8919152	0.92337096	0.8424982	0.82176995	0.78431517	0.8294801	0.8534908	0.8885168	0.6914097	0.90000194	0.8656217	0.7942841	0.87193054	0.7999263	0.8889894	0.0	0.9015721	0.85767496	0.8746435	0.9158191	0.8554001	0.8565533	0.84327656	0.8142391	0.8680175	0.87631035	0.7846794	0.8915169	0.8075558	0.8706697	0.8635254	0.8733076	0.84975386	0.8991558	0.82064307	0.8975428	0.7481717	0.8550284	0.7445624	0.86560726	0.8343246	0.8402904	0.74469465	0.9197005	0.8519212	0.87455034	0.74327374	0.6884644	0.8385636	0.913848	0.78191453	0.909446	0.8684553	0.8521831	0.8858721	0.8394172	0.83541644	0.82683665	0.9190357	0.6527077	0.8664899	0.86448646	0.69932735	0.815318	0.7166462	0.7901689	0.79446507	0.87258697	0.8483043	0.79893327	0.8054241	0.86063886	0.8819462	0.7239951	0.7418164	0.5552087	0.9128051	0.6676027	0.7495428	0.862689	0.8346536	0.8972524	0.88560355	0.8684393	0.6805848	0.7974755	0.86326516	0.8057624	0.8516923	0.85236	0.8777626	0.7560417	0.9218534	0.8892161	0.85024977	0.6544117	0.81749856	0.8384361	0.86808676	0.8371824	0.9070453	0.851273	0.8882476	0.6647835	0.9083858	0.85176486	0.8866129	0.5710486	0.8328552	0.73824495	0.8509625	0.8900707	0.88346004	0.7745247	0.7459415	0.83381754	0.84197205	0.9316176	0.94252443	0.85643804	0.88360596	0.8825621	0.73846716	0.70017725	0.83347493	0.8600587	0.8481738	0.8332245	0.96189296	0.8429921	0.86199206	0.9221858	0.7106261	0.92539597	0.85891527	0.9106295	0.8157036	0.8922745	0.92595327	0.67742646	0.6250322	0.78752	0.76093376	0.78937346	0.84743804
arm/adj	0.85391814	0.77730083	0.81984717	0.93114537	0.79856527	0.9464877	0.87771696	0.8666433	0.8706168	0.9326934	0.866062	0.8979892	0.8453807	0.83107543	0.894147	0.9026837	0.8898616	0.88871133	0.9189203	0.8510696	0.9261012	0.8237395	0.85217845	0.8779632	0.8567641	0.91491973	0.8641528	0.94647014	0.91397005	0.94942594	0.8638559	0.8732022	0.92347544	0.9101796	0.8448261	0.8864799	0.8713807	0.93580836	0.8400815	0.7631928	0.8199	0.90623975	0.9630637	0.8746066	0.90479696	0.9015721	0.0	0.904222	0.8502446	0.8954846	0.848152	0.9184931	0.8402773	0.8730094	0.9111642	0.9762096	0.6835766	0.92332107	0.8209316	0.89758855	0.9275447	0.8791025	0.8979674	0.8698249	0.87894684	0.90582186	0.88654447	0.9218103	0.93815076	0.85610515	0.94360393	0.8524334	0.8076964	0.9400077	0.88572097	0.9005883	0.79602104	0.88816756	0.9270301	0.8332412	0.83273804	0.8908534	0.8541397	0.87024724	0.8956857	0.81687486	0.7778675	0.9054764	0.9219225	0.93407124	0.8790474	0.8702811	0.9050919	0.825199	0.9100988	0.91410744	0.8710111	0.8574312	0.8936023	0.8461147	0.8697987	0.9039285	0.9352085	0.9262188	0.78562474	0.91913795	0.95948786	0.9182827	0.8251819	0.83041596	0.9145773	0.86274636	0.9112874	0.8733501	0.92106354	0.77549547	0.7257137	0.88990986	0.8868151	0.9117525	0.87511015	0.7072315	0.9641505	0.9430281	0.88979775	0.91451865	0.7777655	0.8311975	0.91042155	0.85388994	0.88609505	0.845217	0.922658	0.9345583	0.8597965	0.64227766	0.88331336	0.8809404	0.9094883	0.8567817	0.94830906	0.86477196	0.8737508	0.7985524	0.9266437	0.8588625	0.8618986	0.9760457	0.9564361	0.93117493	0.9319086	0.93063504	0.9143013	0.917215	0.9206882	0.78242254	0.9212285	0.8479164	0.88746965	0.8722588	0.8430839	0.9564595	0.8967943	0.930239	0.92711	0.9754084	0.8539669	0.95638937	0.89208275	0.9428593	0.86725426	0.9004536	0.85225266	0.74520385	0.90492344
outfit/noun	0.7984076	0.84075105	0.8826181	0.911747	0.7861345	0.91448206	0.8408535	0.86943233	0.86902297	0.8884253	0.85641044	0.85402775	0.8340329	0.8034481	0.8331381	0.7558584	0.88747203	0.8427975	0.9109761	0.84722483	0.88181967	0.8429105	0.8299093	0.8084239	0.8403523	0.8881892	0.9018509	0.91267514	0.9325335	0.92098165	0.8558688	0.8641113	0.8874626	0.8303329	0.8292557	0.871322	0.7609727	0.80066323	0.8248044	0.8309915	0.823382	0.8025566	0.9180071	0.8190691	0.84995353	0.85767496	0.904222	0.0	0.80282545	0.78554976	0.7918876	0.89100105	0.8143031	0.89295787	0.8831333	0.9542893	0.74612164	0.94462985	0.82621837	0.87890947	0.9034431	0.8834347	0.7918579	0.8402193	0.7338495	0.7353381	0.91774994	0.85756826	0.92331195	0.78939	0.92243016	0.81517744	0.86935246	0.9151954	0.8974727	0.843161	0.75618434	0.85438	0.88062954	0.90962213	0.85041416	0.83164966	0.91046506	0.8317494	0.8980154	0.8250641	0.8500432	0.86513484	0.9242227	0.8898201	0.8136691	0.83572066	0.8911494	0.7789037	0.8423545	0.907443	0.8228779	0.87027097	0.8032042	0.75838685	0.7415271	0.8518268	0.8971548	0.8537709	0.8454741	0.92065245	0.9016641	0.8457476	0.8434474	0.8594756	0.9027788	0.8731068	0.7620492	0.830938	0.8871228	0.8033909	0.86396766	0.8231485	0.8383553	0.8205174	0.8853251	0.80101126	0.9406535	0.8976571	0.83136576	0.86648256	0.8737918	0.80973655	0.8330851	0.79331696	0.85952055	0.8163393	0.88767684	0.90259904	0.8479717	0.8188547	0.8558284	0.8860301	0.85245234	0.8113361	0.884158	0.8053205	0.85893047	0.8123559	0.8678522	0.8490863	0.8174648	0.94388443	0.93018293	0.89053476	0.93545747	0.90270877	0.8981041	0.9074962	0.8713632	0.77158535	0.8984817	0.84281147	0.8211805	0.7996899	0.81202763	0.9422039	0.8836828	0.94743305	0.8882067	0.95537096	0.8282735	0.93204474	0.7299511	0.93251	0.8848618	0.8896179	0.8471879	0.786999	0.8604219
zo/adv	0.8497656	0.730994	0.8032839	0.9211517	0.68156874	0.888983	0.6488614	0.880924	0.89984834	0.7625136	0.8568861	0.8921115	0.8363742	0.7132057	0.6989968	0.86803347	0.88102144	0.8083477	0.8506987	0.8303819	0.8952554	0.88535583	0.8063032	0.83233434	0.7894038	0.7744619	0.9156703	0.8653653	0.839835	0.86499107	0.83479226	0.85250175	0.8529506	0.85881233	0.8276135	0.7091428	0.71186614	0.8548374	0.79850817	0.7920892	0.7058457	0.88182765	0.9164276	0.90996253	0.86912084	0.8746435	0.8502446	0.80282545	0.0	0.8636924	0.5662847	0.84419435	0.7333282	0.7498239	0.82291734	0.9316827	0.7344121	0.8950238	0.6760956	0.89377797	0.85239416	0.8472948	0.82907367	0.6955161	0.8589241	0.787474	0.9031899	0.878217	0.9157763	0.7219572	0.92936563	0.6724949	0.92654663	0.9024403	0.7992866	0.8266622	0.6066388	0.7526754	0.8859273	0.88652223	0.8310658	0.85406923	0.91386276	0.7952362	0.87947446	0.77508664	0.7106487	0.86181265	0.8962296	0.91880745	0.8679379	0.6547941	0.84380126	0.5204554	0.8722444	0.86680377	0.74261326	0.7991727	0.7140858	0.8397521	0.8596885	0.7807925	0.9123866	0.82700175	0.8371403	0.8974787	0.9080885	0.8230945	0.7905634	0.858511	0.864601	0.8524116	0.72441083	0.86131966	0.9534156	0.78789407	0.82454634	0.8275601	0.6030623	0.8219274	0.8817339	0.77313554	0.9216382	0.8806274	0.6157123	0.90714824	0.67908704	0.67827344	0.8353259	0.7645771	0.8042337	0.86389476	0.9052216	0.92549706	0.76775587	0.8667848	0.695544	0.84886307	0.83081657	0.6680098	0.9206339	0.88023674	0.6760876	0.718898	0.8799433	0.8665848	0.74415493	0.9276409	0.95642906	0.869429	0.9087146	0.87372494	0.906628	0.92577684	0.88709474	0.85620236	0.86660063	0.8234358	0.8760063	0.69519216	0.61089796	0.9104836	0.88228554	0.9256023	0.89579904	0.9170761	0.78126574	0.901013	0.8923471	0.93981004	0.93948346	0.8024602	0.8139395	0.81009185	0.8723293
