	angst/noun	schoon/adj	en/comp	loot/noun	mag/verb	droom/noun	technologisch/adj	belangstellende/noun	dan/adv	geld/noun	daarom/pp	Org/noun	tikkeltje/noun	nog/adv	daar/adv	Blair/name	multi_etnisch/adj	nogmaals/adv	reëel/adj	bevrediging/noun	loop_mis/verb	wel/adv	blijk/verb	stang/noun	in/verb	geef/verb	talent/noun	maar/adv	uit/part	gooi_af/verb	heen/adv	alles/noun	leef_op/verb	gevestigd/adj	Goliath/name	stel/verb	alweer/adv	levend/adj	juweel_DIM/noun	pelgrim/noun	genezing/noun	lijk/verb	gelul/verb	dat/comp	deel/verb	uit_weg/noun	vod/noun	onzin/noun	tij/noun	constructief/adj	leer/verb	om/comp	vooraf/adv	Belgisch/adj	kortom/adv	Israëliër/noun	hoop/noun	ontleen/verb	veel/det	Newark/name	408/num	altijd/adv	al/adv	want/vg	staal/noun	nieuw/adj	vaag/adj	zorg/verb	scheel/verb	stort/verb	internationaal/adj	ons/det	spoedig/adj	Noord-Korea/name	cent/noun	achter/adv	echter/adv	IS/name	lucht/noun	slordig/adj	er/noun	feit/noun	schenk/verb	te/comp	die/det	verlies/verb	Di/name	alleen/vg	puin/noun	nauwelijks/det	veeg/verb	nu/adv	zij/pron	leugen/noun	rechtvaardigheid/noun	redding/noun	zo/adv	lezer/noun	verzamel/verb	onderzoeker/noun	gelid/noun	in/part	je/pron	vrede/noun	wanhoop/noun	nadien/pp	goed/adj	over/part	Jaya/name	snel/adj	krijg/verb	cosmisch/adj	Fiat/name	tijd/noun	vooralsnog/adv	thuisploeg/noun	arts/noun	verlies/noun	roofdier/noun	en/vg	extra/adj	belegger/noun	breng/verb	iemand/noun	daartoe/pp	groot/adj	kabaal/noun	maar/vg	ding/noun	zak_af/verb	huilbui/noun	politiek/adj	geef_op/verb	jong/adj	boodschap/noun	rommel/noun	geen/det	enig/det	miljonair/noun	Xerox/name	gooi/verb	laat/adj	mijn/det	verandering/noun	grond/noun	slot_set/noun	in/prep	besmeurd/adj	kind_DIM/noun	wat/det	Francesco/name	DAT/name	ze/pron	één/num	laatst/adj	weinig/det	overleving/noun	iets/noun	overlast/noun	spreek_uit/verb	wek_op/verb	alvast/adv	weer/adv	vestig/verb	hele/adj	op/part	bovendien/adv	daarmee/pp	koppig/adj	wacht/verb	groei/verb	sprankje/noun	rechtvaardig/verb	1-5/name	doe/verb	Engels/adj	Zwaan/name	plotseling/adj	zegen/noun	terug/part	vreugde/noun	ijdel/adj	dader/noun	fan_club/noun	gooi/noun	Totti/name	vrees/noun	koop/verb	toch/adv	dus/adv	Beel/name	bewijsstuk/noun	rust/noun	waardoor/pp	ben/verb	stil/adj	materiaal/noun	pril/adj	waarheid/noun	rotzooi/noun	Titanic/name	genees_middel/noun	lig/verb	opnieuw/adv	bied/verb	heel/adj	familie/noun	sterf/verb	hartstocht/noun	succes/noun	vooral/adv	medelijden/noun	geduld/noun	koester/verb	mis/part	heb/verb	gezond/adj	meteen/adv	poen/noun	laat/verb	goedkoop/adj	op/prep	blijf_over/verb	wek/verb	want/comp	beterschap/noun	mens/noun	licht_DIM/noun	verwachting/noun	Meggelen/name	verdien/verb	Al/det	terug/adv	flauw/adj	ik/pron	daar/noun	steek_aan/verb	Pinte/name	Lede/name	kost/verb	leven_DIM/noun	dat/det	wereld_klasse/noun	daardoor/pp	haar/det	ballast/noun	enig/adj	werk/noun	waarschijnlijk/adj	boor_in/verb	steeds/adv	townships/noun	alle/det	jullie/pron	Colombiaan/noun	ingevallen/adj	voor/prep	blijf/verb	mij/pron	herstructurering/noun	Kampen/name	de/det	ervaring/noun	gelijkmaker/noun	we/pron	hulpverlener/noun	hij/pron	conventie/noun	kennis/noun	allicht/adv	ongenade/noun	even/adj	hun/det	weinig/adj	vurig/adj	me/pron	ons/pron	vals/adj	kijk_cijfer/noun	toekomst/noun	tussen/prep	dag/noun	zie_tegemoet/verb	verwrongen/adj	rijs/verb	teken/noun	potentieel/adj	vuur/noun	zijn/det	verg/verb	renner/noun	opinie/noun	leven/noun	Brits/adj	uiteindelijk/adj	aanvankelijk/adj	bevat/verb	kielzog/noun	Albayrak/name	gerechtigheid/noun	Fuji/name	solidariteit/noun	rumoer/noun	benzine/noun	mee/adv	Amis/name	menswaardig/adj	beetje/noun	een/det	Kennedy/name	veel/adj	gloor/verb	onderweg/adj	leef/verb	put/verb	irritant/adj	herstel/noun	vertrouwen/noun	verstook/verb	koers_stijging/noun	gezeur/noun	zet/verb	E-Plus/name	geluk/noun	meer/det	waai_over/verb	wij/pron	inspireer/adj	reclame_maker/noun	ondanks/prep	garen/noun	ellende/noun	lever_op/verb	er/adv
angst/noun	0.0	0.8766581	0.7716449	0.93350554	0.87148726	0.75659907	0.7943114	0.90097433	0.81215036	0.86897415	0.8183755	0.97157776	0.85151297	0.8509422	0.8284023	0.8534829	0.86489433	0.855464	0.70738876	0.7613392	0.90683705	0.84454477	0.84953576	0.8418936	0.88037014	0.8728413	0.85613406	0.82480097	0.8846927	0.8404889	0.8527341	0.84769315	0.84204006	0.88835686	0.90581447	0.9184908	0.87429595	0.81266415	0.891838	0.82743406	0.77839804	0.78045666	0.87979984	0.7854313	0.7786428	0.7269784	0.8715912	0.8273525	0.8886624	0.8638364	0.8090608	0.7791351	0.84564996	0.9521569	0.72999465	0.75240415	0.64641273	0.81699264	0.67866254	0.95247185	0.9577977	0.7647923	0.9013626	0.7518281	0.8942565	0.90203553	0.756017	0.77434444	0.88092905	0.8578517	0.85266525	0.79787517	0.82108593	0.81770515	0.94713473	0.8596412	0.78028655	0.9194173	0.8629141	0.88951015	0.8547163	0.8217093	0.9094102	0.7492068	0.7240417	0.88669467	0.9467795	0.75595564	0.8496485	0.782714	0.85770655	0.85461146	0.74034774	0.6955124	0.7333982	0.8961701	0.82458234	0.80999535	0.9172047	0.87618566	0.7821786	0.8836445	0.75822145	0.78133005	0.50183576	0.890378	0.86629605	0.91189253	0.91580266	0.82944536	0.8959812	0.791597	0.8953655	0.86517096	0.8108177	0.8914566	0.82425576	0.857299	0.779537	0.7361455	0.8948479	0.769601	0.8805416	0.75276065	0.8795285	0.7689396	0.8003405	0.75255	0.79676634	0.9261512	0.8058791	0.7401389	0.86280614	0.8664523	0.819913	0.82593477	0.7936933	0.73574066	0.8557944	0.91720355	0.86988986	0.92452013	0.7676116	0.777015	0.89762294	0.88800734	0.8733153	0.8657001	0.8321208	0.79525566	0.94464225	0.907792	0.7380718	0.92000055	0.89727956	0.79749864	0.85446846	0.83332205	0.7636032	0.8463352	0.6484317	0.8799539	0.8232335	0.9193279	0.8695946	0.86589223	0.7655489	0.76900667	0.8015668	0.892871	0.8084682	0.85606503	0.7591814	0.99087614	0.8689945	0.9365986	0.93802965	0.68775827	0.84129703	0.9148033	0.65306246	0.8023858	0.83932245	0.92518723	0.92835027	0.9076911	0.399262	0.9285634	0.79065144	0.797295	0.94269145	0.90336174	0.90279496	0.7554449	0.7930125	0.8199497	0.87399656	0.8339562	0.7656463	0.7796167	0.8905382	0.8617542	0.9004807	0.84932834	0.8739245	0.85677576	0.8548401	0.79213953	0.6639422	0.8471181	0.7518546	0.67250204	0.8362576	0.71256626	0.90625477	0.790303	0.775759	0.84098613	0.8472457	0.84931624	0.9069966	0.8946255	0.8883894	0.732304	0.69489276	0.87573665	0.7316514	0.86129725	0.79334617	0.9510471	0.9324414	0.8574944	0.9101249	0.8560399	0.78806925	0.83077544	0.857713	0.9527691	0.949703	0.94317365	0.8729403	0.7893535	0.9241504	0.7332792	0.7816885	0.82622963	0.87130916	0.8981323	0.77258736	0.8480351	0.7138368	0.86266434	0.801429	0.803386	0.8284153	0.91580534	0.83091414	0.8079717	0.79032296	0.8831649	0.9228238	0.79698986	0.8066895	0.9347932	0.82937664	0.7735988	0.78825283	0.8522377	0.78821385	0.8483542	0.9044018	0.8241282	0.7005462	0.821546	0.8039048	0.79215014	0.80602616	0.82506603	0.8365603	0.83508927	0.83479136	0.91262054	0.8066244	0.77257645	0.8175845	0.73623484	0.7728269	0.8616904	0.7961117	0.85843897	0.9265027	0.76101965	0.7357898	0.9331041	0.8509836	0.7961137	0.8945736	0.87901306	0.90210885	0.769216	0.95583415	0.72863346	0.75698864	0.8934683	0.8677662	0.9265593	0.84303164	0.7487689	0.8188429	0.87949073	0.7522838	0.85476106	0.85779274	0.661342	0.8343961	0.7942865	0.8355051	0.73423064	0.8478005	0.8600956	0.8209946	0.93426555	0.91624874	0.77731144	0.8067848	0.8405112	0.79773754	0.82974404	0.8558005	0.74949646	0.83106726	0.5927086	0.87571836	0.80071145
schoon/adj	0.8766581	0.0	0.7429341	0.8870118	0.8578496	0.83780503	0.80397093	0.872964	0.80345166	0.8200303	0.84408563	0.9303946	0.84108496	0.86643595	0.7794692	0.9363848	0.89621913	0.88341653	0.8678435	0.8491442	0.9050028	0.8502612	0.8816639	0.8509631	0.8474938	0.8606411	0.8490603	0.80281997	0.8969429	0.85879385	0.8022527	0.78601354	0.84952843	0.8997431	0.904364	0.9337367	0.8508932	0.7923792	0.8184932	0.8242731	0.8556282	0.82239324	0.84241563	0.8845327	0.85123205	0.8438642	0.80508024	0.84813756	0.87976384	0.8662269	0.846598	0.7666877	0.8717653	0.9212841	0.7256333	0.89614964	0.83281046	0.8406145	0.7924472	0.9486725	0.9575249	0.7593079	0.91276777	0.77946895	0.7414254	0.82806885	0.8506757	0.8325425	0.8428328	0.8127651	0.90951186	0.80153865	0.8614568	0.8956749	0.88499993	0.8235214	0.8640934	0.92636347	0.6816459	0.8323695	0.837536	0.935293	0.81915176	0.8159423	0.77810913	0.91781485	0.95971704	0.79188657	0.78379637	0.79596865	0.76811326	0.8519347	0.86803424	0.8444192	0.8034122	0.87496746	0.77449125	0.88099873	0.8343124	0.91911083	0.87311774	0.8628994	0.7618611	0.8227819	0.85991514	0.8686993	0.80372846	0.8610233	0.9394104	0.81453264	0.85578847	0.8339211	0.88271177	0.8651466	0.8539239	0.9142574	0.9071161	0.9450129	0.84657055	0.6672358	0.8249522	0.87899625	0.88728714	0.81928253	0.8909191	0.839173	0.7846023	0.7819579	0.8346094	0.8672193	0.9005661	0.8828702	0.9175428	0.8678959	0.8648394	0.7106178	0.8024943	0.8911913	0.8658155	0.92581075	0.7420484	0.93482834	0.78873086	0.87670445	0.7893959	0.953353	0.8324556	0.74151516	0.8175335	0.77396345	0.93599087	0.9061373	0.7771052	0.8722272	0.9196796	0.8116169	0.88268536	0.8429213	0.88072586	0.9446873	0.7266613	0.8679682	0.775044	0.8938109	0.8602165	0.87040305	0.77038527	0.87022734	0.8537155	0.86023235	0.86655146	0.8981921	0.87971324	0.97043294	0.8562124	0.92151666	0.90795827	0.8160425	0.84497595	0.8932363	0.86464053	0.81744117	0.9247315	0.91448575	0.9129551	0.92358035	0.9082103	0.74570215	0.8027212	0.7612668	0.9135367	0.9059065	0.89427215	0.7222363	0.7922548	0.7487079	0.7448939	0.8559028	0.84487695	0.72846425	0.89396167	0.8262326	0.767656	0.8641741	0.8201782	0.7878073	0.91773725	0.8794632	0.8016852	0.8975094	0.83208203	0.8543456	0.8548227	0.83113873	0.90850544	0.8695603	0.6676988	0.8680105	0.8508321	0.83059686	0.6800517	0.8558963	0.80857456	0.8683159	0.7402259	0.8945856	0.8118317	0.742076	0.93204904	0.9544362	0.8684894	0.85718316	0.8370333	0.8596598	0.82521427	0.87060314	0.8108543	0.95721173	0.929464	0.8759093	0.83464867	0.8181132	0.8933174	0.79710805	0.8371707	0.8151099	0.891808	0.87049115	0.8689073	0.89044935	0.82638294	0.9121436	0.81481934	0.80205834	0.89646745	0.9212451	0.82232964	0.8192061	0.84827965	0.89803666	0.8963728	0.830358	0.88714087	0.930854	0.83667517	0.89009416	0.8662329	0.89996994	0.8328383	0.8825544	0.92866	0.7729913	0.7970269	0.81479955	0.814449	0.86012197	0.8599906	0.8631578	0.8804538	0.8509098	0.8710799	0.8823146	0.90865016	0.81527865	0.86957	0.8576481	0.87995476	0.81648105	0.84998876	0.8287311	0.89566517	0.8887328	0.84031284	0.9296422	0.8982603	0.8817204	0.81202644	0.88133603	0.9468485	0.8367049	0.92143714	0.837242	0.85231715	0.7017713	0.8241364	0.9183884	0.862534	0.7734794	0.7638594	0.9162381	0.76388395	0.8634474	0.79427665	0.7935103	0.86901206	0.81542253	0.8639345	0.89417243	0.75002444	0.9004583	0.8158124	0.8276075	0.9159428	0.8491795	0.79404634	0.8576417	0.8293633	0.8106643	0.8720134	0.8688964	0.8470566	0.83335125	0.860427	0.82511914
en/comp	0.7716449	0.7429341	0.0	0.9021763	0.62625945	0.759991	0.8841195	0.88817465	0.38706118	0.8115519	0.72043455	0.95627755	0.7279905	0.6487795	0.5907607	0.8878213	0.9006281	0.8296068	0.85970753	0.7906609	0.8017125	0.504339	0.7976812	0.8490423	0.8295343	0.86297435	0.8211962	0.50230646	0.89286244	0.8313509	0.81657875	0.62555546	0.83939403	0.9340756	0.86702085	0.90839404	0.7722165	0.85149294	0.84251297	0.8362543	0.82651055	0.69637436	0.69872963	0.72610205	0.85208434	0.86077785	0.8184372	0.65436244	0.84231824	0.8667609	0.7049856	0.7910975	0.83952343	0.9569955	0.67949104	0.8734306	0.79611725	0.862236	0.7206446	0.9555087	0.9706259	0.5390614	0.81482416	0.43225932	0.8978535	0.92932296	0.804327	0.86376834	0.6791088	0.8731923	0.94433826	0.7915551	0.85534453	0.91364205	0.8806242	0.8077409	0.7600829	0.92073977	0.8393421	0.8431628	0.6407765	0.8762733	0.8545469	0.7566415	0.6312885	0.8943045	0.9366418	0.835384	0.8754417	0.8170365	0.84370434	0.5913551	0.7261693	0.7624239	0.8179096	0.86351526	0.592825	0.75776744	0.9012474	0.9237987	0.8763087	0.9261384	0.38994586	0.86547315	0.7992043	0.84008753	0.695951	0.87770206	0.95204353	0.7891337	0.85608476	0.8571198	0.90516603	0.80692536	0.8413497	0.8791025	0.91388386	0.9435593	0.817181	0.7906251	0.8882977	0.85710174	0.89517033	0.5602585	0.92850596	0.889382	0.7612318	0.53299576	0.57643867	0.902002	0.83082354	0.9175014	0.86642164	0.89028275	0.78335917	0.7359166	0.76766133	0.8643116	0.80341834	0.92222816	0.82350373	0.8920349	0.65753007	0.86399615	0.892309	0.9242306	0.9345514	0.8655708	0.7578989	0.67369485	0.9363408	0.9043924	0.5059266	0.8853856	0.86269814	0.78753525	0.9014411	0.5987971	0.88984066	0.92417395	0.81337523	0.8271933	0.636572	0.94941986	0.82694346	0.8648824	0.7634378	0.8561829	0.74635196	0.82487494	0.85593486	0.8479079	0.86120224	0.9942024	0.6456149	0.93996775	0.8988189	0.7621136	0.817038	0.8820499	0.79227674	0.689525	0.9192091	0.88036025	0.8999886	0.89504373	0.86616063	0.82555914	0.45582443	0.5368875	0.92888707	0.88357973	0.8815354	0.83544266	0.63143367	0.77198315	0.8786584	0.8593807	0.77116334	0.6952487	0.86728454	0.9035071	0.8401695	0.8595987	0.8915232	0.7671267	0.9043679	0.83787024	0.7792259	0.8721443	0.81690246	0.72735786	0.78388804	0.8026694	0.766759	0.7382941	0.7468252	0.7643634	0.74868214	0.76149464	0.85111576	0.9142943	0.80349827	0.8630167	0.29100347	0.84342986	0.69035256	0.7745098	0.9039613	0.929105	0.8059157	0.843663	0.8116666	0.69767493	0.3933847	0.60773075	0.83745444	0.94256335	0.9490243	0.900807	0.78639764	0.50115585	0.8896987	0.8082194	0.85322124	0.80250597	0.8710736	0.8666871	0.7737639	0.85348105	0.7645761	0.90226007	0.86774313	0.4223745	0.8832715	0.90542614	0.8873497	0.77135354	0.51353085	0.93428737	0.88026965	0.93502474	0.8098213	0.8893396	0.5110401	0.8856014	0.63631517	0.9029521	0.86129045	0.77433634	0.91809464	0.6143317	0.83432186	0.7702706	0.8354729	0.5644907	0.62216365	0.9059422	0.78514475	0.87333274	0.9375507	0.8641967	0.9080867	0.8375811	0.81322443	0.8427782	0.8800145	0.9083136	0.86145705	0.8606361	0.8845149	0.8638692	0.79013526	0.97572434	0.78561985	0.844789	0.89514226	0.8992972	0.9053606	0.79425037	0.94722146	0.85650903	0.831867	0.8704946	0.73619103	0.86401415	0.8902762	0.53445375	0.87115824	0.89326215	0.6849064	0.8196232	0.7695395	0.7533003	0.8604847	0.7042751	0.9111717	0.8284775	0.8552528	0.8892599	0.7265208	0.8756343	0.9095193	0.713124	0.83636576	0.83870435	0.53594	0.7850097	0.79515934	0.8765868	0.8599466	0.7286028	0.8620454	0.65443593
loot/noun	0.93350554	0.8870118	0.9021763	0.0	0.8487124	0.9351615	0.8646818	0.7073909	0.8910922	0.8077722	0.8671661	0.9120783	0.8970748	0.8713577	0.88076776	0.9243776	0.924662	0.8997899	0.89304376	0.91070616	0.83995414	0.92286956	0.8794575	0.89141035	0.8607861	0.90934706	0.8908481	0.8643203	0.89940536	0.9248258	0.9177405	0.8794113	0.9150834	0.8978814	0.89301544	0.9062464	0.8719773	0.88139504	0.8494453	0.832978	0.88235366	0.90166086	0.940363	0.9108991	0.9028196	0.87454313	0.9028521	0.91423774	0.9326446	0.9039672	0.93062246	0.8512718	0.875815	0.86380076	0.8892511	0.8465895	0.9077864	0.8815874	0.8608733	0.9147202	0.85819876	0.9080721	0.8052182	0.88572544	0.7891081	0.8452172	0.90181917	0.8893525	0.8604309	0.8072986	0.9029465	0.90523386	0.87287635	0.90774107	0.749903	0.9104329	0.8788893	0.8880723	0.90056145	0.7626004	0.91642356	0.90216583	0.79490674	0.84405136	0.8596753	0.8912775	0.91035604	0.8952278	0.8811321	0.8114689	0.89846486	0.85843205	0.8477477	0.8985598	0.9155794	0.8992998	0.91265476	0.87440306	0.7803645	0.86437273	0.90610176	0.9088229	0.8822809	0.9348535	0.92147774	0.8694713	0.9270878	0.91261894	0.9195955	0.8837561	0.85150814	0.9064673	0.82327586	0.8791102	0.87843156	0.918817	0.8817026	0.83922577	0.8584775	0.81033945	0.77806324	0.850542	0.92640316	0.89589745	0.8531162	0.887433	0.908403	0.8946824	0.8805228	0.85779166	0.9202403	0.924985	0.91683435	0.87811714	0.9070426	0.8414158	0.88689166	0.9102283	0.8176199	0.86675256	0.92604196	0.87927926	0.9345774	0.92365634	0.82049406	0.94624835	0.88171893	0.89431083	0.8879199	0.8491299	0.90941143	0.86174685	0.85636926	0.82566255	0.88901484	0.88794994	0.9151975	0.8828117	0.87545276	0.9230441	0.86502326	0.8651726	0.8957714	0.8871826	0.9098441	0.9027691	0.8207321	0.86366475	0.8805846	0.905983	0.83557945	0.93529284	0.8895325	0.9404556	0.91411114	0.92480344	0.8856952	0.8952522	0.8893754	0.9359006	0.9211672	0.9095509	0.91340363	0.8652476	0.9155225	0.8992903	0.8974527	0.7508019	0.8984264	0.852055	0.90000015	0.86958784	0.93656874	0.8047964	0.8609078	0.9128161	0.7920979	0.9090475	0.9122687	0.8696821	0.8639439	0.7844486	0.8774719	0.8612531	0.8445219	0.8991395	0.9026576	0.8538896	0.8936961	0.9057177	0.8766603	0.89268243	0.9045861	0.8975636	0.8715213	0.8688646	0.8947106	0.8815128	0.8938453	0.89864993	0.7954515	0.8887975	0.8029138	0.9027933	0.8853223	0.9082384	0.758311	0.8477042	0.8787489	0.9570674	0.81173664	0.87991804	0.92456675	0.90302753	0.9204408	0.92663324	0.88539076	0.9077273	0.83306444	0.680464	0.916564	0.89942706	0.90449077	0.8334524	0.9137464	0.89386666	0.9137194	0.8700594	0.8692336	0.91185755	0.87172085	0.9173073	0.8267645	0.9087721	0.8795067	0.93719774	0.8125419	0.90211034	0.9298073	0.85711926	0.87954754	0.8482731	0.90657973	0.9267663	0.86880994	0.85642	0.8841846	0.8883884	0.89308363	0.8989203	0.9448674	0.9058616	0.8699566	0.89096886	0.9082448	0.9315945	0.9156402	0.8309182	0.8751471	0.91393554	0.83617556	0.7725146	0.8503965	0.9129909	0.8876455	0.92498565	0.79995376	0.9177671	0.9087537	0.82826734	0.7820517	0.90592736	0.92692065	0.8927151	0.8548467	0.88539267	0.77982223	0.9017904	0.9185096	0.8985522	0.89060086	0.915749	0.89903516	0.7885688	0.8987984	0.93701327	0.9373499	0.923016	0.8117466	0.9097861	0.8741398	0.89420706	0.8579174	0.8938232	0.8767676	0.91048133	0.91839665	0.926613	0.8241171	0.8443658	0.9196908	0.92828035	0.8130867	0.9267081	0.7637919	0.9021104	0.8753103	0.9015782	0.88385713	0.9056458	0.8501153	0.9095638	0.77245075	0.78777623
mag/verb	0.87148726	0.8578496	0.62625945	0.8487124	0.0	0.8256485	0.8880218	0.82631165	0.6057679	0.8078525	0.7102885	0.9401694	0.81114304	0.7059209	0.7024343	0.85639095	0.89392716	0.78942287	0.8601731	0.8431743	0.790766	0.72109586	0.864154	0.86353296	0.8361751	0.84191203	0.8411823	0.68386054	0.8478687	0.86527234	0.86494803	0.77932954	0.87011266	0.9166621	0.9029762	0.8518617	0.77530015	0.8625862	0.8744463	0.8301107	0.8274916	0.83927476	0.8542935	0.7327165	0.863974	0.865157	0.8575865	0.80969214	0.87287974	0.8541936	0.79090464	0.7484299	0.75421107	0.8390722	0.8173903	0.8558855	0.8348812	0.87488145	0.7839009	0.95640963	0.9378309	0.72613704	0.8122188	0.648212	0.8657499	0.8634516	0.85247964	0.88337076	0.78059137	0.8783857	0.889101	0.7743399	0.8207912	0.8657536	0.8593508	0.8522159	0.7386099	0.9353078	0.8767242	0.85713995	0.74210906	0.8453858	0.8125832	0.6743764	0.7339022	0.8609303	0.92432964	0.8590975	0.8902124	0.8123846	0.8699561	0.6914724	0.629856	0.8400878	0.85685825	0.8514506	0.8001077	0.8169216	0.8822907	0.87258387	0.89004964	0.8682337	0.62359	0.87367713	0.8791182	0.7306773	0.804451	0.88915265	0.9070942	0.823135	0.7963165	0.89336133	0.88379186	0.84575474	0.7889822	0.8290733	0.79634804	0.93055815	0.8581544	0.8045548	0.8198885	0.8393753	0.9010357	0.6914991	0.81287	0.9032919	0.8524838	0.69780725	0.79645693	0.8650523	0.8884565	0.8881312	0.83106065	0.872661	0.8328148	0.8110218	0.7504856	0.8244292	0.84479123	0.91847503	0.8566271	0.84782773	0.7515576	0.89699763	0.8720035	0.9017989	0.8975707	0.8722452	0.81088424	0.75600445	0.90317374	0.8500879	0.60060036	0.81896484	0.8060303	0.82571626	0.8982202	0.7562361	0.84471864	0.8867552	0.88337564	0.7496785	0.729508	0.92903155	0.86400545	0.86155725	0.72266793	0.836375	0.81226057	0.7956801	0.91192573	0.88672364	0.81669945	0.96932787	0.7825596	0.90321034	0.86507964	0.8455702	0.82453763	0.8633777	0.8447973	0.80977315	0.871171	0.8606548	0.84943426	0.8693769	0.86018825	0.8075395	0.65256166	0.6114551	0.8984087	0.85051274	0.8520182	0.7915156	0.79207456	0.84963715	0.8452513	0.8670385	0.84280217	0.7859798	0.87442005	0.81517416	0.8752856	0.745644	0.8769828	0.8400966	0.8553022	0.8852764	0.84528965	0.8636651	0.8518116	0.78887856	0.80308443	0.8393266	0.8078157	0.7367568	0.8091394	0.7667723	0.821488	0.7092134	0.807222	0.8502552	0.81626487	0.8855558	0.65136284	0.8065693	0.786406	0.8481785	0.8685108	0.91447806	0.8142474	0.7724166	0.7925529	0.84599096	0.6109406	0.7329794	0.8522494	0.88532794	0.89443696	0.87692124	0.83734643	0.7299316	0.8928158	0.8103131	0.8206299	0.85979575	0.862199	0.8651371	0.7842433	0.88508534	0.79694986	0.9145154	0.80466294	0.6411449	0.8443273	0.87801415	0.77711225	0.7767379	0.70287716	0.90142405	0.8651929	0.85178	0.86981213	0.85890615	0.57575434	0.83292335	0.661729	0.84850836	0.862515	0.7211598	0.91988677	0.74050415	0.7260827	0.8057442	0.84650344	0.7478504	0.7033713	0.82999504	0.8332391	0.8590013	0.90647256	0.80799776	0.84101295	0.895555	0.8712989	0.879097	0.8341947	0.9146397	0.8092593	0.8702557	0.8213994	0.85342413	0.84820515	0.9113917	0.77036047	0.8059206	0.88887906	0.8669199	0.8919867	0.8411294	0.93239355	0.87090814	0.87047774	0.8365803	0.72104824	0.9046709	0.8563298	0.760973	0.8271707	0.896224	0.77499616	0.8518944	0.7840683	0.8300327	0.8817028	0.829064	0.9052743	0.8266654	0.83442295	0.89973325	0.8276259	0.9073803	0.886142	0.79032546	0.820742	0.89082754	0.57525086	0.8669051	0.83638155	0.89262617	0.8873001	0.8400341	0.85996795	0.7343219
