	angst/noun	schoon/adj	loot/noun	mag/verb	droom/noun	technologisch/adj	belangstellende/noun	dan/adv	geld/noun	Org/noun	tikkeltje/noun	nog/adv	daar/adv	multi_etnisch/adj	nogmaals/adv	reëel/adj	bevrediging/noun	loop_mis/verb	wel/adv	blijk/verb	stang/noun	in/verb	geef/verb	talent/noun	maar/adv	gooi_af/verb	heen/adv	alles/noun	leef_op/verb	gevestigd/adj	stel/verb	alweer/adv	levend/adj	juweel_DIM/noun	pelgrim/noun	genezing/noun	lijk/verb	gelul/verb	deel/verb	uit_weg/noun	onzin/noun	vod/noun	leer/verb	tij/noun	constructief/adj	vooraf/adv	Belgisch/adj	kortom/adv	Israëliër/noun	hoop/noun	ontleen/verb	altijd/adv	stort/verb	staal/noun	al/adv	nieuw/adj	vaag/adj	zorg/verb	scheel/verb	internationaal/adj	spoedig/adj	cent/noun	achter/adv	feit/noun	echter/adv	lucht/noun	slordig/adj	er/noun	verlies/verb	schenk/verb	puin/noun	veeg/verb	nu/adv	leugen/noun	rechtvaardigheid/noun	redding/noun	zo/adv	lezer/noun	verzamel/verb	onderzoeker/noun	gelid/noun	goed/adj	vrede/noun	wanhoop/noun	snel/adj	krijg/verb	cosmisch/adj	tijd/noun	vooralsnog/adv	thuisploeg/noun	arts/noun	verlies/noun	roofdier/noun	extra/adj	belegger/noun	breng/verb	iemand/noun	groot/adj	kabaal/noun	ding/noun	zak_af/verb	huilbui/noun	politiek/adj	geef_op/verb	jong/adj	boodschap/noun	rommel/noun	miljonair/noun	gooi/verb	laat/adj	verandering/noun	grond/noun	slot_set/noun	besmeurd/adj	kind_DIM/noun	laatst/adj	overleving/noun	iets/noun	overlast/noun	spreek_uit/verb	wek_op/verb	alvast/adv	weer/adv	vestig/verb	hele/adj	bovendien/adv	koppig/adj	wacht/verb	groei/verb	sprankje/noun	rechtvaardig/verb	doe/verb	Engels/adj	ingevallen/adj	plotseling/adj	zegen/noun	vreugde/noun	ijdel/adj	dader/noun	fan_club/noun	gooi/noun	koop/verb	vrees/noun	toch/adv	dus/adv	bewijsstuk/noun	rust/noun	waarheid/noun	ben/verb	stil/adj	materiaal/noun	pril/adj	rotzooi/noun	genees_middel/noun	lig/verb	opnieuw/adv	bied/verb	heel/adj	familie/noun	sterf/verb	hartstocht/noun	succes/noun	vooral/adv	medelijden/noun	geduld/noun	koester/verb	heb/verb	gezond/adj	meteen/adv	poen/noun	laat/verb	goedkoop/adj	blijf_over/verb	wek/verb	beterschap/noun	mens/noun	licht_DIM/noun	verwachting/noun	verdien/verb	terug/adv	flauw/adj	daar/noun	steek_aan/verb	kost/verb	leven_DIM/noun	wereld_klasse/noun	ballast/noun	enig/adj	werk/noun	waarschijnlijk/adj	boor_in/verb	steeds/adv	townships/noun	Colombiaan/noun	blijf/verb	herstructurering/noun	ervaring/noun	gelijkmaker/noun	allicht/adv	hulpverlener/noun	conventie/noun	kennis/noun	ongenade/noun	even/adj	weinig/adj	vurig/adj	vals/adj	kijk_cijfer/noun	toekomst/noun	dag/noun	zie_tegemoet/verb	verwrongen/adj	rijs/verb	teken/noun	potentieel/adj	vuur/noun	verg/verb	leven/noun	renner/noun	opinie/noun	bevat/verb	Brits/adj	uiteindelijk/adj	aanvankelijk/adj	kielzog/noun	gerechtigheid/noun	rumoer/noun	solidariteit/noun	benzine/noun	mee/adv	menswaardig/adj	beetje/noun	gloor/verb	veel/adj	onderweg/adj	leef/verb	put/verb	irritant/adj	herstel/noun	vertrouwen/noun	verstook/verb	koers_stijging/noun	gezeur/noun	zet/verb	geluk/noun	waai_over/verb	inspireer/adj	reclame_maker/noun	garen/noun	ellende/noun	lever_op/verb	er/adv
angst/noun	0.0	0.8849536	0.93820584	0.8868311	0.7587991	0.799176	0.8961739	0.824565	0.9182762	0.95118225	0.85928583	0.8670005	0.85665166	0.8601217	0.8296126	0.7072904	0.7872962	0.89273566	0.86360085	0.82546735	0.8680934	0.851879	0.88585746	0.86368835	0.80627644	0.8656208	0.8398122	0.8457682	0.8279026	0.83710504	0.9213013	0.8446209	0.80734366	0.9073977	0.8514877	0.79745823	0.74490696	0.9139115	0.75036067	0.7632527	0.8064904	0.90483993	0.8487038	0.871289	0.8611604	0.83980656	0.94454736	0.70613754	0.73514336	0.6487852	0.81080115	0.7681669	0.82998395	0.8768271	0.8896717	0.90634894	0.75866246	0.78178	0.8656244	0.853001	0.78596616	0.95609087	0.8501723	0.8196802	0.7635163	0.85754704	0.8803198	0.8981105	0.87929547	0.9111273	0.86302567	0.84966654	0.85021293	0.68568027	0.765498	0.8694212	0.8163813	0.8166939	0.90985304	0.8395051	0.7764149	0.8922368	0.7885313	0.4902289	0.8329339	0.91153127	0.83100516	0.8767515	0.78017586	0.88802844	0.82377934	0.83067507	0.80372614	0.90272546	0.7613438	0.8791513	0.763626	0.7505651	0.84153825	0.82798606	0.8932564	0.8054671	0.7294293	0.8808954	0.86569536	0.8356805	0.8710667	0.86811346	0.8907363	0.9049496	0.7861047	0.8907757	0.9183837	0.90371287	0.8269259	0.8538361	0.8654386	0.8600076	0.78990054	0.8063426	0.6370518	0.8784479	0.8277204	0.9210127	0.88927764	0.75419724	0.7867532	0.8906226	0.79384	0.8534323	0.73677397	0.89916843	0.90199614	0.9094629	0.695145	0.8537911	0.6269367	0.8251835	0.8383771	0.9364734	0.9399729	0.94680804	0.37594128	0.792167	0.8090147	0.9192468	0.89539284	0.74640214	0.7793521	0.83425474	0.875396	0.81533223	0.83072037	0.84485227	0.9121011	0.83984786	0.8839945	0.8555244	0.85081047	0.7679587	0.6681291	0.8529757	0.7323513	0.67608446	0.8348868	0.6900279	0.78508806	0.7875202	0.85233724	0.8765918	0.8761022	0.9137651	0.86633563	0.70685697	0.86618435	0.71191627	0.8861842	0.7918679	0.946393	0.91030216	0.84874475	0.8627432	0.8439079	0.9482783	0.9030761	0.9372072	0.85054433	0.88044286	0.91910577	0.73797345	0.85607195	0.7149869	0.9002981	0.832381	0.8324163	0.88136667	0.8138231	0.91768676	0.8077674	0.7663494	0.8531444	0.8048719	0.917969	0.84974694	0.84841025	0.81388587	0.81833875	0.82081527	0.8804517	0.89236814	0.8196118	0.8039993	0.8029882	0.7152282	0.766337	0.85804975	0.84621656	0.7616816	0.9282224	0.71759385	0.8736413	0.8930039	0.80310386	0.77007854	0.87053883	0.784325	0.79539585	0.7241697	0.8953167	0.890661	0.8859507	0.7869455	0.86752933	0.76463664	0.864215	0.6893579	0.83146775	0.8096058	0.829064	0.7664597	0.8615932	0.8268243	0.8397247	0.94653726	0.79831994	0.81628704	0.8613246	0.85511	0.8478228	0.5877662	0.8696035	0.82057095
schoon/adj	0.8849536	0.0	0.89814365	0.8679453	0.8473143	0.79861724	0.8889386	0.8238659	0.84873843	0.90672135	0.8646122	0.89068043	0.79278386	0.9171365	0.8507317	0.87002575	0.8830446	0.91313577	0.8737235	0.8895765	0.85177445	0.81014884	0.8730174	0.8683393	0.8200739	0.85644376	0.7841102	0.79940325	0.8648904	0.8879174	0.94007325	0.8336407	0.7838466	0.8305779	0.8438943	0.86919034	0.82563823	0.8978041	0.8504882	0.83132374	0.8679693	0.79896164	0.86775583	0.8967926	0.8835001	0.87518257	0.90507966	0.7314283	0.88957226	0.8329187	0.84678745	0.773056	0.81385434	0.74420303	0.9258182	0.8110628	0.85384953	0.83045226	0.82613075	0.90726745	0.8659172	0.8315629	0.79391736	0.9431667	0.87131524	0.71231496	0.81515294	0.8659894	0.91917586	0.79686	0.7870018	0.76505184	0.8756473	0.8599677	0.824636	0.8628654	0.79340875	0.8800263	0.83329964	0.89439845	0.88691956	0.84371877	0.8412545	0.8659787	0.82276833	0.8794446	0.8490403	0.8804262	0.86699426	0.88881105	0.9069404	0.94511455	0.87118167	0.81880677	0.8874439	0.88138676	0.8283996	0.8445297	0.8451619	0.85031474	0.8595451	0.91883105	0.888482	0.92747986	0.8692109	0.8488015	0.7628056	0.87528896	0.75583386	0.9329574	0.87267035	0.78564435	0.95270765	0.71540844	0.80301887	0.88651204	0.90011585	0.8544299	0.8890201	0.94295406	0.76245415	0.86689603	0.7893016	0.89737934	0.9034693	0.7598974	0.8689716	0.887763	0.88297856	0.9111067	0.88674676	0.89052224	0.90015066	0.899716	0.80060077	0.84838617	0.86974084	0.85714424	0.91353536	0.915679	0.9395751	0.7529323	0.903571	0.83297753	0.78465605	0.90941143	0.8744606	0.84049565	0.812749	0.7797938	0.75148606	0.85034496	0.7786055	0.8132701	0.7777743	0.8555738	0.8385761	0.81230056	0.9097581	0.8732895	0.826521	0.9129908	0.8254853	0.85815793	0.8686724	0.83250934	0.8836822	0.7162617	0.854634	0.8993432	0.824091	0.68313307	0.81119996	0.8851168	0.9126318	0.8179736	0.76813066	0.94046724	0.9224841	0.83191144	0.86396027	0.89819086	0.8095657	0.8442974	0.8493705	0.89014566	0.85728216	0.88620436	0.8839208	0.86902684	0.9176074	0.8206071	0.9319211	0.9035948	0.8497978	0.9014215	0.90757877	0.92325026	0.86681414	0.8706657	0.90984875	0.851998	0.9294907	0.77224296	0.81111825	0.82641315	0.8616396	0.8901661	0.859279	0.8693435	0.90733784	0.84879833	0.84632826	0.864455	0.87505543	0.817026	0.8190689	0.8495909	0.888898	0.891142	0.8067969	0.91899836	0.89290464	0.8784027	0.8770835	0.86680794	0.87928486	0.83196545	0.67544204	0.82833797	0.87630916	0.81414294	0.89867896	0.78417987	0.79523534	0.8107885	0.8554362	0.84799904	0.8734038	0.9144255	0.7567377	0.9159675	0.86477077	0.8433831	0.85508484	0.8789676	0.84498966	0.89279616	0.86778766	0.8414993	0.87556934	0.8457553
loot/noun	0.93820584	0.89814365	0.0	0.8616432	0.9460271	0.87749267	0.82303554	0.8877093	0.80963373	0.9504397	0.93943286	0.89886725	0.88772106	0.9375922	0.896015	0.9111771	0.9363185	0.8780047	0.92867184	0.9011643	0.91070616	0.8903009	0.9364966	0.8962033	0.9171271	0.9425365	0.9185504	0.88041085	0.93572664	0.91673356	0.94626004	0.8903582	0.8899152	0.88190234	0.90094304	0.9193695	0.9240872	0.9506613	0.9238966	0.9098342	0.9200125	0.9191248	0.9446496	0.9608098	0.9131628	0.8906348	0.883783	0.8863286	0.92640996	0.9129089	0.91173995	0.91064787	0.8693253	0.8337803	0.8804822	0.84511876	0.91492105	0.9135033	0.90470636	0.90706307	0.8877136	0.8801869	0.90222067	0.93700176	0.9044775	0.9181465	0.8595121	0.94579834	0.9236543	0.8470183	0.9046158	0.9046503	0.88100356	0.9220338	0.9390737	0.91568935	0.9051732	0.9006662	0.8565434	0.88798195	0.9052764	0.93176186	0.94997585	0.92331225	0.88957834	0.8923122	0.93068576	0.9044004	0.8880657	0.9209374	0.90008706	0.92086965	0.8994403	0.85705477	0.87109375	0.94513434	0.90319914	0.8981742	0.9488344	0.91151917	0.9262046	0.9676461	0.93535924	0.9253504	0.9113918	0.9341433	0.8650227	0.86957145	0.9198539	0.9200569	0.9310938	0.7999066	0.95883906	0.9184791	0.9032019	0.8977437	0.9525062	0.89384997	0.90479636	0.935231	0.90374035	0.8570771	0.90588075	0.9071412	0.9303418	0.8324735	0.91782063	0.9205684	0.8906374	0.94301945	0.92135894	0.94293845	0.91021895	0.94234926	0.9002783	0.9065803	0.9416225	0.93154633	0.94342333	0.8953043	0.94891393	0.78012896	0.9208895	0.90808594	0.8627254	0.88981557	0.93428636	0.9332916	0.8735494	0.9175063	0.7999207	0.9077296	0.89339066	0.8101966	0.8886777	0.88037956	0.88824856	0.8949002	0.90453124	0.92820966	0.93172455	0.9240542	0.8678656	0.93603617	0.91851205	0.9091541	0.8891355	0.9089852	0.8830571	0.9091344	0.9028868	0.80729866	0.86690897	0.91672176	0.9364241	0.8794914	0.89097816	0.9205253	0.8975629	0.9316741	0.9304706	0.9450444	0.9168742	0.8738881	0.9183914	0.93336415	0.9422757	0.9255589	0.89634484	0.8816635	0.9359375	0.8937907	0.94580036	0.93178546	0.9211357	0.88594526	0.90619755	0.9257072	0.9040272	0.89597666	0.9185954	0.89421487	0.95860326	0.9170942	0.904338	0.918879	0.8562529	0.9213463	0.9261703	0.89264244	0.91590506	0.92344433	0.9124888	0.94690216	0.8455843	0.9385595	0.87038195	0.92549855	0.8976495	0.9350059	0.8565436	0.8915651	0.87345046	0.8901944	0.93609977	0.92590076	0.9347023	0.9202218	0.8369032	0.9044546	0.96152425	0.92452484	0.94027174	0.87772554	0.89525634	0.9284458	0.8907099	0.91812354	0.928632	0.93961775	0.88646156	0.89953935	0.925631	0.92347294	0.9498141	0.912317	0.91816205	0.8936717	0.87382007	0.93489766	0.8658888	0.87089396
mag/verb	0.8868311	0.8679453	0.8616432	0.0	0.86009055	0.8866317	0.79842925	0.65264314	0.8160323	0.9247995	0.863045	0.7797103	0.754117	0.9070597	0.793139	0.8842818	0.90500355	0.8400691	0.7692564	0.89855635	0.8841226	0.82848436	0.87984544	0.85303485	0.72804266	0.89737415	0.8738291	0.8030455	0.9055387	0.88502556	0.8742482	0.7725542	0.85667044	0.9103321	0.8136883	0.85388577	0.8921122	0.93321216	0.89555347	0.89474523	0.8362465	0.8883182	0.85371476	0.9128484	0.87562907	0.76666194	0.8217528	0.8098613	0.85620606	0.87113565	0.88710755	0.7808779	0.8793459	0.8649605	0.794958	0.8531139	0.86933494	0.92336947	0.85675	0.87018216	0.8145528	0.85695225	0.8481975	0.8624245	0.77504015	0.8879052	0.8484689	0.82645947	0.9117929	0.8265936	0.88964283	0.87669677	0.73137355	0.8768456	0.8842708	0.86592185	0.8383659	0.8259741	0.87445706	0.8645188	0.88721955	0.8583295	0.89586866	0.880835	0.84111357	0.8292127	0.9104058	0.8727829	0.80492914	0.8492951	0.8046018	0.93981516	0.88263416	0.8233372	0.8389593	0.9271873	0.7122518	0.8988446	0.8939695	0.8334358	0.862803	0.93268865	0.8783873	0.8746847	0.85689545	0.8389122	0.84374917	0.85532427	0.8994554	0.8434178	0.92887795	0.84557235	0.9208676	0.88620204	0.7921422	0.7560394	0.9216	0.8470785	0.8561843	0.9023123	0.89311564	0.7237516	0.7549919	0.92761135	0.9035085	0.71982014	0.8480171	0.86958367	0.95304316	0.91667986	0.8502893	0.89104027	0.8677368	0.88389987	0.84739107	0.8221772	0.8415429	0.863044	0.8645804	0.86265904	0.90612686	0.82442	0.86209047	0.7340015	0.67322254	0.8696059	0.85506606	0.8830114	0.854529	0.8837175	0.83507323	0.8590791	0.84366643	0.8298094	0.9208968	0.7497957	0.8995228	0.8471186	0.83097285	0.8755505	0.86583036	0.881939	0.8539637	0.83615845	0.8516629	0.8741598	0.7704208	0.8388561	0.76376706	0.88104975	0.7217246	0.81675136	0.84246	0.90371007	0.8512636	0.79362965	0.87414664	0.89488316	0.8771981	0.82305455	0.87381643	0.8119445	0.8532831	0.88941205	0.8780733	0.91222984	0.90291935	0.8785018	0.8762977	0.79795474	0.9241938	0.8131047	0.9305641	0.8503695	0.8392915	0.91225225	0.89431757	0.8854784	0.724127	0.8234593	0.83303165	0.8696385	0.9158425	0.755805	0.8301554	0.843167	0.8291668	0.86149347	0.8886959	0.78375626	0.87686205	0.9160899	0.8948403	0.88200617	0.83176863	0.91414404	0.88352877	0.880376	0.8149689	0.8428347	0.9082695	0.88125956	0.7880949	0.8153192	0.8588938	0.8704905	0.9007786	0.8633188	0.85646296	0.7572806	0.87186456	0.8228708	0.89911926	0.79357475	0.7846621	0.87885153	0.90057147	0.8638726	0.9109467	0.8888332	0.8733325	0.8803216	0.8769106	0.92792815	0.8599094	0.92363274	0.89855033	0.8624674	0.9240997	0.8647832	0.8996454	0.8059758
droom/noun	0.7587991	0.8473143	0.9460271	0.86009055	0.0	0.8666098	0.9242017	0.8454796	0.9300466	0.9583442	0.85029584	0.83547187	0.8732922	0.86099946	0.8697767	0.83880925	0.8445406	0.9132147	0.84966624	0.8954927	0.92349136	0.8799796	0.92675865	0.8310225	0.8334702	0.86711574	0.8639737	0.82805026	0.8670573	0.88243526	0.93320596	0.8360534	0.79064614	0.82693326	0.8595016	0.8752818	0.7792263	0.8885102	0.8350518	0.84474635	0.8626653	0.88551074	0.88083905	0.91783476	0.8960826	0.87782806	0.90057933	0.752595	0.8680833	0.7452135	0.81051743	0.7834333	0.8975304	0.9034406	0.8806592	0.9105149	0.8046196	0.9076373	0.9262901	0.9167266	0.83746433	0.9446785	0.885576	0.8999487	0.83303845	0.88700885	0.89829695	0.89599407	0.9131746	0.86379933	0.8822408	0.8955559	0.85129505	0.78090966	0.780439	0.8295509	0.8063388	0.8224334	0.8770912	0.9140653	0.8784757	0.89502156	0.813743	0.7588619	0.88563013	0.9509362	0.84602785	0.8643825	0.8471572	0.92582184	0.92920226	0.91276395	0.8344506	0.9557985	0.88735867	0.89149195	0.82936716	0.85971576	0.84859186	0.773253	0.9062296	0.8771119	0.8471397	0.8750604	0.81832683	0.8708198	0.88600606	0.8544177	0.90457296	0.9081483	0.89083105	0.90070987	0.954483	0.9128874	0.84212416	0.8782854	0.9037861	0.832011	0.9427991	0.9062207	0.8155284	0.88888097	0.83031887	0.90151536	0.92607856	0.87988055	0.81066746	0.8974049	0.90111	0.85836816	0.87956095	0.9234313	0.85142165	0.94157165	0.78966707	0.8822118	0.7716156	0.7940274	0.93197316	0.9142689	0.847447	0.9361881	0.8254255	0.8061122	0.8500948	0.9345293	0.91492087	0.75008416	0.82207763	0.83383536	0.8886304	0.79631215	0.8776905	0.9385119	0.90006596	0.8668984	0.902278	0.85061705	0.8874546	0.8328389	0.7499269	0.8614606	0.8507118	0.8277207	0.8816999	0.63864183	0.8760872	0.8665412	0.86599684	0.9079676	0.89034057	0.93507826	0.8735704	0.83133525	0.9043561	0.8381202	0.8615829	0.8054728	0.9234619	0.87802017	0.8623302	0.90138525	0.8766469	0.9587533	0.8340382	0.9222415	0.8904114	0.8728102	0.88845736	0.8727602	0.9114682	0.8265611	0.9273168	0.87803346	0.8276557	0.9323789	0.81508815	0.9262848	0.8285897	0.90699387	0.88944125	0.87726974	0.9418718	0.8365612	0.8717512	0.7882206	0.8699836	0.8975484	0.8473023	0.89882827	0.9006463	0.8221198	0.88432086	0.8554667	0.8924738	0.9124086	0.90087986	0.7179548	0.90886	0.8503313	0.8676793	0.91771424	0.8466766	0.8604064	0.89667666	0.8004502	0.89490944	0.82395184	0.93006325	0.8787322	0.9162483	0.82981086	0.8321149	0.8387946	0.87140405	0.728192	0.8397157	0.8769264	0.887718	0.90162337	0.880885	0.90891683	0.89745235	0.9543472	0.7755498	0.92261356	0.8231424	0.85066247	0.91883826	0.8114289	0.8918309	0.89853007
technologisch/adj	0.799176	0.79861724	0.87749267	0.8866317	0.8666098	0.0	0.8767848	0.878946	0.847769	0.94271463	0.8586886	0.8731817	0.89418566	0.81788003	0.8363943	0.7216271	0.838686	0.8675081	0.8546474	0.82599974	0.8887255	0.85029554	0.8667668	0.77601683	0.8802795	0.9069082	0.8901773	0.8625348	0.83204424	0.7897406	0.8688977	0.85303915	0.83875585	0.87918574	0.8641467	0.8038124	0.76385856	0.91813123	0.8184917	0.82288414	0.82384586	0.9336941	0.84642863	0.8460688	0.7605927	0.84785557	0.837992	0.6863005	0.86784726	0.8184775	0.78202	0.83517647	0.8527061	0.76730937	0.87440574	0.70883477	0.8051784	0.7654667	0.88650286	0.73700064	0.7691533	0.9000583	0.8542488	0.87102115	0.7551875	0.88897514	0.8475337	0.9117464	0.9006613	0.87864166	0.8659959	0.8748555	0.8386228	0.8192735	0.7532836	0.86091125	0.8199434	0.85543966	0.8627842	0.7390908	0.86484236	0.82651436	0.81341326	0.82583666	0.74263155	0.9007605	0.7986007	0.8535073	0.7423197	0.86434615	0.81874204	0.8476248	0.86566246	0.77115774	0.79185927	0.8539537	0.8880159	0.72329736	0.8923276	0.8440081	0.91228724	0.94255584	0.68039453	0.87310636	0.872091	0.8463792	0.8627257	0.8536132	0.9305779	0.9030252	0.6514903	0.86413705	0.9260699	0.93687826	0.910404	0.8940722	0.8099339	0.8778073	0.8460482	0.90738463	0.80061466	0.8190106	0.87027496	0.8576959	0.90537274	0.64673376	0.837416	0.8970224	0.7606915	0.9122674	0.7633977	0.89888394	0.88038695	0.9166046	0.8060119	0.8410403	0.86097586	0.8574067	0.9377902	0.8902269	0.9056226	0.86592424	0.7945141	0.847979	0.7654055	0.8896941	0.87822384	0.8424219	0.76142305	0.88251024	0.70728713	0.78160125	0.87876546	0.69183356	0.88731486	0.8508241	0.7173902	0.8165269	0.91431427	0.943987	0.83056724	0.79264724	0.6724634	0.8809248	0.82640016	0.8091431	0.83563554	0.77742076	0.863274	0.9144496	0.8982379	0.7489455	0.8279408	0.8765991	0.86987096	0.83158576	0.8958835	0.8344479	0.9136757	0.9078629	0.8612681	0.8634173	0.90610266	0.8943694	0.892467	0.8934184	0.8448398	0.83005846	0.8189204	0.82684135	0.89703757	0.72244644	0.92590225	0.87460524	0.86140984	0.73986423	0.79524225	0.91570246	0.8306316	0.817379	0.8068206	0.6285808	0.92862374	0.8798454	0.7431013	0.85381806	0.87856907	0.8198247	0.7504167	0.92913896	0.8318731	0.8683953	0.79928935	0.7949184	0.7707206	0.9135939	0.63661945	0.83785146	0.8829129	0.82325345	0.817956	0.84905547	0.86182797	0.8117388	0.8618562	0.80769455	0.8521514	0.73887384	0.8657666	0.8827024	0.8372682	0.88225436	0.8565488	0.7668122	0.8708866	0.8373719	0.80184734	0.84829485	0.7109012	0.8329917	0.8108458	0.80091727	0.87475294	0.9155301	0.88243973	0.8427894	0.7730472	0.8155205	0.8500648	0.8218044	0.80692214	0.8326409
belangstellende/noun	0.8961739	0.8889386	0.82303554	0.79842925	0.9242017	0.8767848	0.0	0.84512734	0.85793126	0.87628025	0.87993747	0.86447585	0.7961367	0.9428529	0.83938557	0.8752873	0.9240968	0.8437723	0.8880132	0.8740701	0.9066981	0.848606	0.8516382	0.8469311	0.85818785	0.9063768	0.8555765	0.8911711	0.90628934	0.85429114	0.9030307	0.8258805	0.87853646	0.86281127	0.7321675	0.88026965	0.9119923	0.9384585	0.8800843	0.88655144	0.89914143	0.91966414	0.8807298	0.9200161	0.8608906	0.78952134	0.86260736	0.8440106	0.8523925	0.8821884	0.86364645	0.85203993	0.8510176	0.8717598	0.81130457	0.8174593	0.85651875	0.8837545	0.8642276	0.86387527	0.82232255	0.8777633	0.8533459	0.9029782	0.8519563	0.88407606	0.87815255	0.909782	0.91919565	0.84826374	0.86758727	0.8771067	0.8687281	0.9042172	0.9170261	0.8770702	0.8784215	0.7423439	0.7533097	0.85674393	0.8655951	0.8819357	0.9244933	0.8757652	0.87120175	0.82347584	0.9123346	0.9037294	0.8419439	0.9036911	0.82370883	0.8863585	0.8945413	0.81817377	0.79970706	0.8862494	0.86033964	0.8604145	0.85390943	0.8894572	0.7679751	0.93833673	0.8996122	0.8893263	0.84216285	0.82630384	0.84248585	0.8540884	0.8824601	0.87408024	0.89504105	0.88777035	0.96835554	0.8762599	0.8408287	0.8172955	0.9186832	0.9031046	0.88258636	0.90570974	0.8634155	0.72772837	0.84867406	0.8693327	0.88807136	0.8020138	0.8838082	0.86299413	0.88774973	0.9275433	0.8961671	0.93214834	0.8548809	0.9366832	0.8501937	0.8654447	0.8632221	0.8944236	0.89137274	0.7901179	0.9040741	0.83917284	0.87391293	0.8690289	0.84265083	0.87675077	0.93077904	0.905479	0.863534	0.84569	0.8422921	0.8755383	0.8547503	0.86574423	0.8795332	0.7889049	0.8192783	0.8471439	0.8067166	0.8859591	0.88815695	0.8909589	0.83418226	0.8749147	0.8619832	0.8919367	0.84995437	0.8926979	0.8206042	0.9047028	0.86247224	0.8377158	0.86022466	0.8814712	0.8892663	0.7407017	0.83511925	0.88155824	0.8982475	0.8787362	0.89264774	0.9015187	0.8561925	0.80599725	0.93571365	0.91062534	0.90827537	0.89502794	0.8648366	0.84932667	0.9078421	0.843804	0.90797156	0.8923756	0.89092135	0.88564014	0.851997	0.92741776	0.8430368	0.76491773	0.87626076	0.83603275	0.9337131	0.8508318	0.8661912	0.8479843	0.8668339	0.8708329	0.9039678	0.7778767	0.88072693	0.899173	0.8646147	0.87367547	0.77070034	0.9066572	0.86528903	0.9144299	0.82591474	0.86888343	0.8465065	0.8632825	0.8759642	0.84915423	0.8315337	0.87892175	0.85327184	0.87389284	0.8828848	0.83523184	0.9188001	0.8995917	0.903241	0.8433427	0.79743916	0.9048619	0.8395723	0.8933366	0.88339853	0.92909646	0.8474357	0.8692176	0.9003426	0.90155965	0.90570724	0.91277623	0.85128784	0.87819755	0.9158804	0.9008443	0.83579814	0.797348
dan/adv	0.824565	0.8238659	0.8877093	0.65264314	0.8454796	0.878946	0.84512734	0.0	0.7870648	0.9588298	0.8035388	0.6499856	0.6235316	0.92509913	0.77335346	0.8489599	0.85653305	0.8363676	0.5405066	0.86394304	0.86485344	0.82665217	0.9035678	0.87683874	0.5268066	0.8769598	0.7828265	0.647431	0.8836378	0.8978583	0.9169154	0.6792945	0.9012589	0.9022666	0.84855664	0.84451467	0.72362286	0.8310038	0.9220978	0.8371861	0.7692425	0.83786595	0.8248794	0.8229691	0.8452286	0.7885939	0.9521216	0.7387003	0.85682696	0.8239005	0.9075641	0.62355137	0.8835117	0.86812556	0.76460177	0.906271	0.845752	0.9083117	0.77878976	0.9289776	0.7700256	0.8074699	0.7819052	0.8769402	0.6623511	0.8326752	0.83314264	0.65218866	0.918678	0.90284973	0.8552193	0.8393098	0.52093136	0.8266675	0.8724949	0.82743114	0.6488614	0.7684232	0.9305587	0.87476677	0.86553997	0.76405644	0.8738681	0.8203913	0.6688997	0.8764074	0.89408886	0.7732724	0.7760317	0.7810935	0.8453597	0.8813958	0.85648614	0.8474867	0.7735118	0.9317611	0.5646857	0.9165101	0.84639484	0.67965007	0.8967293	0.8587903	0.89732236	0.89145774	0.92298365	0.7986102	0.80217457	0.8430306	0.8849137	0.76871216	0.87622595	0.8399714	0.8945115	0.8916697	0.782295	0.80267763	0.9250031	0.65535843	0.86814696	0.92206615	0.8671923	0.7573209	0.56091535	0.97244865	0.8951283	0.6880056	0.8218174	0.8268391	0.9263898	0.88601696	0.8803524	0.78700256	0.94130236	0.82006097	0.6796286	0.8634003	0.8248063	0.83052456	0.8702724	0.8967852	0.91105926	0.8831702	0.84275144	0.460315	0.42782325	0.8708516	0.78646326	0.8267929	0.70290124	0.83221436	0.87774056	0.8648162	0.7684219	0.86634976	0.8912957	0.7165979	0.9135971	0.7669493	0.8855519	0.9009403	0.8721875	0.88961446	0.8428458	0.8218306	0.81356	0.8951176	0.7863418	0.83705586	0.61320806	0.81405234	0.73160577	0.8473231	0.8246379	0.9020648	0.8241624	0.70981437	0.8296658	0.8667158	0.88508046	0.7571198	0.8014105	0.6460999	0.84432846	0.9073119	0.84437335	0.9006518	0.85983557	0.86515903	0.87550986	0.727322	0.88705665	0.7453134	0.93905944	0.83644325	0.7868658	0.87116575	0.87587744	0.81928563	0.6852656	0.83450913	0.86483234	0.8912822	0.9437648	0.527248	0.7719239	0.8594065	0.8816237	0.7977845	0.86366713	0.7771468	0.8873863	0.8645836	0.85912097	0.8920787	0.8589778	0.8819091	0.8800271	0.8478246	0.8369509	0.8428196	0.9225488	0.9651931	0.6414343	0.75593734	0.86401445	0.8474705	0.8490249	0.86298376	0.84472024	0.72964793	0.90322983	0.6312145	0.8750688	0.71310335	0.7461621	0.88691014	0.8967586	0.8095325	0.8621663	0.8862152	0.90252143	0.8474807	0.7662572	0.91006416	0.81810194	0.8804206	0.89628243	0.85083485	0.9080219	0.7848736	0.889392	0.6407074
