	drukkerij/noun	symptoom/noun	mag/verb	droom/noun	stem/verb	tikkeltje/noun	bericht/noun	multi_etnisch/adj	nogmaals/adv	reëel/adj	wel/adv	in/verb	alternatief/adj	maar/adv	leef_op/verb	sla_stuk/verb	alweer/adv	onafhankelijkheid/noun	genezing/noun	tij/noun	constructief/adj	alsnog/adv	Israëliër/noun	hoop/noun	ontleen/verb	al/adv	echter/adv	lucht/noun	slordig/adj	verbeter/verb	onderzoeker/noun	geavanceerd/adj	brand/verb	tijd/noun	vooralsnog/adv	arts/noun	roofdier/noun	breng/verb	iemand/noun	liefde/noun	kabaal/noun	ding/noun	gooi/verb	laat/adj	tevergeefs/adj	slot_set/noun	laatst/adj	verbetering/noun	overleving/noun	spreek_uit/verb	weer/adv	koppig/adj	wacht/verb	groei/verb	doe/verb	plotseling/adj	zegen/noun	vrees/noun	dus/adv	ben/verb	sterk/verb	materiaal/noun	schiet_af/verb	genees_middel/noun	lig/verb	opnieuw/adv	verdenking/noun	heb/verb	gezond/adj	Oosteuropees/adj	goedkoop/adj	beterschap/noun	verdien/verb	verdriet/noun	erkenning/noun	drijf_op/verb	enig/adj	werk/noun	licht/noun	waarschijnlijk/adj	situatie/noun	kop/noun	ideaal/noun	afloop/noun	ervaring/noun	gelijkmaker/noun	weinig/adj	vurig/adj	rijs/verb	teken/noun	vuur/noun	aanvankelijk/adj	verdwijn/verb	kielzog/noun	solidariteit/noun	mee/adv	universum/noun	overleef/adj	bevredigend/adj	hart/noun	leef/verb	put/verb	koers_stijging/noun	garen/noun	ongetwijfeld/adv	troost/noun	technologisch/adj	theater/noun	bevrediging/noun	druk_uit/verb	terrorist/noun	vrede_regeling/noun	gooi_af/verb	heen/adv	stel/verb	gelul/verb	deel/verb	uit_weg/noun	vod/noun	toepassing/noun	altijd/adv	nieuw/adj	sla/verb	vaag/adj	spoedig/adj	er/noun	plaats_DIM/noun	bedwing/verb	houd/verb	veeg/verb	nu/adv	lezer/noun	geschied/verb	vrede/noun	wanhoop/noun	cosmisch/adj	extra/adj	groot/adj	huilbui/noun	oppositie/noun	geef_op/verb	jong/adj	boodschap/noun	verandering/noun	pik_op/verb	iets/noun	rente/noun	hele/adj	verhuur/noun	vreugde/noun	ijdel/adj	toch/adv	bewijsstuk/noun	rust/noun	stil/adj	pril/adj	familie/noun	hartstocht/noun	verbrijzel/verb	bel_af/verb	vernieuwing/noun	meteen/adv	laat/verb	flauw/adj	boor_in/verb	gevoel/noun	blijf/verb	hulpverlener/noun	schouder/noun	toekomst/noun	punt_loos/adj	renner/noun	opinie/noun	druk_in/verb	beetje/noun	ooit/adv	kracht/noun	goddelijk/adj	vertrouwen/noun	verstook/verb	inspireer/adj	ellende/noun	lever_op/verb	er/adv	schoon/adj	loot/noun	belangstellende/noun	Org/noun	daar/adv	loop_mis/verb	geef/verb	gevestigd/adj	stimuleer/verb	juweel_DIM/noun	pelgrim/noun	zoon_DIM/noun	vooraf/adv	staal/noun	schenk/verb	puin/noun	leugen/noun	zo/adv	verzamel/verb	bos_gebied/noun	snel/adj	zak_af/verb	besmeurd/adj	kind_DIM/noun	terug_match/noun	wek_op/verb	bovendien/adv	gras/noun	sprankje/noun	Engels/adj	dader/noun	mis_viering/noun	fan_club/noun	gooi/noun	credits/noun	koop/verb	positief/adj	waarheid/noun	rotzooi/noun	bodem/noun	sterf/verb	kom/adj	papier/noun	blijf_over/verb	wek/verb	licht_DIM/noun	verwachting/noun	terug/adv	steek_aan/verb	leven_DIM/noun	wereld_klasse/noun	ballast/noun	steeds/adv	townships/noun	Colombiaan/noun	vind_terug/verb	Palestijns/adj	conventie/noun	kennis/noun	even/adj	nuttig/adj	verwrongen/adj	tv_ploeg/noun	verg/verb	leven/noun	Brits/adj	uiteindelijk/adj	plaatselijk/adj	gerechtigheid/noun	veel/adj	dialoog/noun	zet/verb	rente_verlaging/noun	binnenkort/adv	reclame_maker/noun	angst/noun	dan/adv	geld/noun	nog/adv	blijk/verb	stang/noun	talent/noun	alles/noun	geraak/verb	levend/adj	lijk/verb	heb_op/verb	behoed/verb	onzin/noun	leer/verb	Belgisch/adj	kortom/adv	stort/verb	horizon/noun	zorg/verb	scheel/verb	internationaal/adj	cent/noun	achter/adv	feit/noun	en/adv	incasseringsvermogen/noun	verlies/verb	publiek/noun	rechtvaardigheid/noun	redding/noun	gelid/noun	goed/adj	definitief/adj	krijg/verb	jongere/noun	thuisploeg/noun	verlies/noun	belegger/noun	politiek/adj	balanceer/verb	paradijs/noun	rommel/noun	miljonair/noun	grond/noun	einde/noun	westers/adj	overlast/noun	alvast/adv	vestig/verb	rechtvaardig/verb	ingevallen/adj	verzet/noun	make-up/noun	bied/verb	nazi_Duitsland/noun	heel/adj	bestaan/noun	succes/noun	vooral/adv	medelijden/noun	geduld/noun	koester/verb	poen/noun	mens/noun	daar/noun	kost/verb	natuurlijk/adj	herstructurering/noun	resultaat/noun	allicht/adv	ongenade/noun	vals/adj	kijk_cijfer/noun	dag/noun	zie_tegemoet/verb	zielig/adj	potentieel/adj	sommig/adj	bevat/verb	rumoer/noun	benzine/noun	menswaardig/adj	schuld/noun	gloor/verb	onderweg/adj	irritant/adj	herstel/noun	gezeur/noun	geluk/noun	waai_over/verb	latex/noun	reddingswerker/noun
drukkerij/noun	0.0	0.96363604	0.8569432	0.9236348	0.9690795	0.94839287	0.905897	0.90199876	0.9391433	0.92190814	0.9495471	0.7982525	0.9087226	0.942062	0.92117655	0.95856977	0.8846097	0.9563879	0.9272831	0.9632262	0.89767736	0.9384318	0.97038585	0.81206787	0.89294744	0.9164903	0.9364431	0.8932275	0.81213236	0.919629	0.9036629	0.64170945	0.90733343	0.9361435	0.8880779	0.9617335	0.96397173	0.9615668	0.8398907	0.94820875	0.9007942	0.9207171	0.91098106	0.9211453	0.9368809	0.92485595	0.8990604	0.9217196	0.93466014	0.9513005	0.9323685	0.95654553	0.9276419	0.9410259	0.97270364	0.96202046	0.95080125	0.9057138	0.8616062	0.8842298	0.9555227	0.7578422	0.94026047	0.85914063	0.9195836	0.863519	0.9152531	0.8975333	0.95413804	0.80405074	0.8896278	0.9248944	0.9904728	0.94142705	0.9577698	0.90981984	0.91979337	0.8881808	0.90745807	0.84694475	0.96160805	0.9771643	0.901039	0.97842044	0.93716115	0.9566495	0.8951633	0.954543	0.9176491	0.972093	0.89887285	0.95556134	0.8625694	0.9180515	0.9678929	0.88359624	0.95404077	0.9578467	0.9460772	0.935265	0.9602415	0.8887505	0.94686276	0.83369696	0.934651	0.93529093	0.69247913	0.89232624	0.93968725	0.96937615	0.90311015	0.97903913	0.9401212	0.9556123	0.9844331	0.97520465	0.8744545	0.9536604	0.7489377	0.71034765	0.97169673	0.6955544	0.92859703	0.9474088	0.9402291	0.9147703	0.8868127	0.97952855	0.9549899	0.8529972	0.8331686	0.9345487	0.9350773	0.93754506	0.9481865	0.9302812	0.9320117	0.9144598	0.98197436	0.9623139	0.87464213	0.9641901	0.9832938	0.8744857	0.9185856	0.888879	0.92527175	0.851315	0.97878367	0.921359	0.9212456	0.94156027	0.7610553	0.9892592	0.90404254	0.9485094	0.8564693	0.93298966	0.9676302	0.96236014	0.8589128	0.9308862	0.9475223	0.92828715	0.9354635	0.92939305	0.952858	0.9632735	0.8732274	0.8910515	0.9739007	0.8855306	0.9128945	0.9437538	0.90135556	0.90340376	0.9489422	0.96205145	0.9338757	0.9386813	0.96655804	0.9437907	0.90799224	0.87415314	0.94014907	0.8698462	0.8771932	0.97156674	0.78842217	0.81478554	0.9375251	0.81006765	0.88564074	0.9324036	0.94542503	0.92667717	0.93712497	0.88837665	0.9007089	0.9320037	0.9303316	0.92626256	0.93281645	0.8175131	0.9176269	0.9743794	0.9183739	0.8452405	0.9352323	0.96481496	0.8533686	0.93757594	0.9535807	0.8990039	0.8665302	0.9450278	0.88356775	0.9474461	0.87962973	0.8271536	0.9598909	0.9448203	0.9107254	0.93349	0.97990674	0.9561851	0.5426277	0.9081013	0.8951645	0.90517044	0.90137327	0.95237076	0.84250796	0.96276534	0.8822727	0.9628475	0.86324203	0.8949111	0.9616678	0.82997483	0.96331614	0.9233325	0.79960084	0.95519435	0.8848413	0.8223879	0.93161273	0.89034295	0.93904394	0.9006258	0.89613503	0.89259446	0.9553764	0.8952997	0.9798844	0.9164859	0.9529467	0.78938216	0.9456001	0.9332106	0.87682116	0.8406657	0.927993	0.82714444	0.92599773	0.91773766	0.90930915	0.8620707	0.9272197	0.93518263	0.9100786	0.92253214	0.9569011	0.9741876	0.8876728	0.95321393	0.95380765	0.93370426	0.905488	0.9309398	0.9220642	0.93447244	0.9086133	0.95728683	0.8863108	0.96986634	0.9819094	0.92507213	0.945359	0.97268224	0.9659859	0.9329259	0.81045187	0.91679484	0.8692708	0.97571915	0.9625709	0.9326655	0.9301127	0.9655033	0.84685516	0.85547817	0.8799839	0.91605496	0.96333134	0.80563116	0.8723198	0.9098484	0.7106991	0.9270775	0.9594705	0.9419423	0.9042341	0.916531	0.9145478	0.9372253	0.9036572	0.9389673	0.89616615	0.9318805	0.99126023	0.88854504	0.938595	0.91820335	0.8364775	0.96425176	0.9401383	0.9050544	0.9684055	0.85010767	0.98903817	0.7020552	0.98274934	0.9774858	0.95363855	0.9520292	0.8637768	0.878356	0.896181	0.96531177	0.77836096	0.92830145	0.94285685	0.92636967	0.90178025	0.9294671	0.96919096	0.93661356	0.96562225	0.958418	0.82056206	0.9476844
symptoom/noun	0.96363604	0.0	0.87821764	0.86235845	0.9217452	0.90191376	0.84060967	0.91222924	0.93476754	0.8354142	0.8199418	0.90101576	0.77789307	0.84200937	0.82968336	0.90464306	0.82988083	0.91558516	0.7283957	0.8100846	0.83210874	0.91005224	0.8867661	0.67414033	0.9152324	0.8586994	0.78990173	0.91928977	0.8780863	0.71651447	0.6051295	0.89965034	0.9474324	0.8998958	0.8144469	0.7053697	0.8698013	0.81159425	0.77250415	0.812969	0.7592218	0.6847682	0.9204791	0.9354357	0.87853557	0.96856093	0.8913453	0.7367137	0.655856	0.85564315	0.85457563	0.8223856	0.8928407	0.8724045	0.893939	0.64082956	0.91517305	0.8050215	0.8660797	0.74265844	0.8932482	0.8781368	0.9452801	0.72125745	0.9057527	0.879236	0.8487315	0.8501144	0.6822939	0.8336649	0.8171419	0.7808063	0.9281555	0.6986588	0.8449725	0.9130606	0.83323014	0.78747314	0.933904	0.80227447	0.7078963	0.8585292	0.85738355	0.9210459	0.8223975	0.9353281	0.8189149	0.8094279	0.8820322	0.69194984	0.96136904	0.8026069	0.8062862	0.92062235	0.8671961	0.7864208	0.8682319	0.8717487	0.92343813	0.9079778	0.80041474	0.927631	0.91120315	0.84496343	0.86699176	0.8347691	0.7465139	0.7772068	0.87952805	0.7958166	0.8505042	0.8261442	0.9203187	0.8986923	0.8586785	0.886345	0.88858044	0.8683922	0.94152594	0.880689	0.82829374	0.8836018	0.91018784	0.71796465	0.7906551	0.8521756	0.97733355	0.9005703	0.90505445	0.90358186	0.81825864	0.7084807	0.9139788	0.9084776	0.6527174	0.8836558	0.870678	0.87468684	0.5645358	0.93645555	0.8673469	0.8616005	0.8416914	0.7569818	0.92972475	0.8408865	0.94060946	0.8347242	0.9798155	0.8209856	0.8146953	0.82003415	0.8740741	0.9112796	0.864313	0.85547006	0.818539	0.83857554	0.9476579	0.82057637	0.77153456	0.8734097	0.9278145	0.837892	0.9036746	0.74682796	0.8837342	0.59562993	0.9297735	0.8568166	0.96827525	0.8678344	0.80188966	0.81015176	0.8081873	0.8618322	0.8738623	0.9071163	0.8784761	0.7948239	0.90779763	0.70005023	0.8349127	0.7499925	0.8774102	0.9271143	0.8971852	0.80895954	0.83076054	0.94391197	0.89848	0.88997155	0.80392027	0.9589826	0.9463525	0.78140104	0.78401744	0.9241673	0.93409306	0.9284718	0.9002718	0.797039	0.84097195	0.89956367	0.79340625	0.9429872	0.87056327	0.8332247	0.90946805	0.7921572	0.75418496	0.9688059	0.9254647	0.8970042	0.91834867	0.98504525	0.964821	0.9840062	0.9553633	0.85635847	0.84434074	0.9477584	0.76802766	0.9246936	0.75762594	0.8843966	0.84396935	0.87263685	0.8501406	0.91095257	0.8746746	0.94252205	0.9553077	0.84275717	0.9594216	0.8506185	0.79401636	0.90516734	0.8882339	0.8882123	0.88304967	0.9280928	0.779048	0.8630858	0.78699076	0.9122395	0.9200973	0.9155291	0.8296776	0.8998853	0.8109621	0.84049076	0.9220683	0.7876593	0.87316066	0.9673123	0.86034924	0.86554646	0.8308352	0.6125014	0.829355	0.8257127	0.84371376	0.8295882	0.94248646	0.8770704	0.87992495	0.9651496	0.9225728	0.7218065	0.78707725	0.87535113	0.7738211	0.8133283	0.8781213	0.8547331	0.8066281	0.788016	0.861869	0.6924416	0.9203495	0.9660198	0.8735843	0.89240426	0.88513255	0.9132931	0.9149609	0.8842367	0.92271733	0.93208194	0.92293715	0.83405834	0.9275422	0.82950765	0.814727	0.8973751	0.91440916	0.832721	0.775905	0.88637763	0.8454286	0.90339446	0.9467963	0.9561476	0.93166065	0.7803484	0.7911739	0.8975032	0.8814552	0.75076956	0.9481593	0.8732326	0.97345114	0.8108959	0.8932003	0.8551105	0.8855113	0.84794396	0.7285019	0.6975454	0.89875686	0.80977523	0.8950351	0.7243392	0.83026946	0.8901067	0.74566716	0.73964536	0.8211469	0.93035144	0.91998357	0.8150384	0.87849057	0.9140589	0.8889594	0.88932747	0.7521149	0.70040405	0.713346	0.84190595	0.9500507	0.92004085	0.75702786	0.8590363	0.88725704	0.756279	0.90214986	0.86611944	0.8450976	0.7662374	0.875814	0.87719995
mag/verb	0.8569432	0.87821764	0.0	0.76905394	0.71227455	0.6824787	0.89605206	0.9040542	0.83394325	0.80735135	0.587983	0.826835	0.81600463	0.65989685	0.78452885	0.90409595	0.806157	0.7861935	0.7510127	0.7769446	0.85074186	0.74543846	0.9056427	0.63689065	0.8589866	0.77612007	0.7319068	0.8250455	0.85282433	0.8528619	0.86389387	0.9495974	0.81125194	0.8066014	0.8216448	0.8900714	0.88023746	0.7970039	0.676349	0.7661551	0.78856575	0.7648659	0.8107449	0.7570844	0.8424607	0.8675601	0.86427987	0.8857783	0.881959	0.8558126	0.7025745	0.7880424	0.7539755	0.82032883	0.7105034	0.81535363	0.81136906	0.7877544	0.62967384	0.70111793	0.8888623	0.856339	0.84006613	0.86051404	0.79238164	0.7172073	0.8148993	0.6856368	0.7233455	0.90595233	0.78564507	0.7714606	0.84350634	0.820375	0.78233206	0.82992494	0.8380408	0.89016306	0.7786268	0.63171935	0.88732684	0.80991817	0.8259906	0.7416083	0.85083514	0.8095631	0.79665786	0.8158988	0.80457044	0.9272882	0.8542927	0.83536977	0.7876426	0.77261776	0.863886	0.71598184	0.9369258	0.8806613	0.8073515	0.71521664	0.81331193	0.81135285	0.8893889	0.8950096	0.69575447	0.7497833	0.92822814	0.8528837	0.86868334	0.85840774	0.93425214	0.82116234	0.84004116	0.85024554	0.8699597	0.87622154	0.8574131	0.91137856	0.831685	0.9686961	0.55181575	0.8188056	0.8329865	0.81255364	0.86392134	0.6763084	0.76093405	0.9230621	0.8772313	0.80556333	0.6621279	0.7709898	0.85825646	0.86968154	0.8799187	0.9593921	0.7655498	0.8456394	0.86388886	0.8391466	0.87689155	0.846231	0.8410194	0.8018296	0.84673184	0.6689872	0.8108992	0.8376534	0.9328381	0.77438074	0.78488266	0.56343335	0.87305295	0.85666174	0.7625752	0.84816504	0.7938467	0.8129033	0.9117045	0.8516997	0.9274678	0.7187836	0.7356403	0.7770106	0.8748771	0.8102062	0.7514769	0.8861047	0.77889144	0.7679265	0.833712	0.8636151	0.89318	0.88171583	0.67782295	0.7393209	0.860335	0.854972	0.68891704	0.78710955	0.8294001	0.79476476	0.8207831	0.6352805	0.8392143	0.86087203	0.9019341	0.9215063	0.65698665	0.677108	0.7789009	0.928245	0.86931336	0.7826524	0.90612817	0.8193649	0.75031525	0.9297555	0.8545933	0.901553	0.9001716	0.83045834	0.813856	0.8793351	0.83443564	0.77982646	0.90000993	0.81482923	0.74523544	0.8918772	0.7814409	0.85455334	0.72856635	0.85716176	0.9194779	0.90395033	0.92099047	0.80028194	0.8310777	0.7715702	0.7217872	0.846153	0.8205347	0.8969697	0.86405855	0.8053298	0.8563773	0.74880445	0.87149525	0.78065777	0.7032608	0.80421656	0.81641054	0.8904026	0.9035836	0.8337935	0.78096724	0.90477604	0.88469946	0.8830161	0.9166861	0.88339686	0.8551692	0.71629536	0.7898233	0.9260914	0.8982626	0.85312843	0.7851465	0.85369194	0.6961468	0.83690256	0.8743128	0.74775267	0.88780046	0.84539676	0.89567715	0.69961405	0.78175956	0.83413446	0.5489533	0.759451	0.6598612	0.77773285	0.87969095	0.869241	0.7132043	0.8421421	0.8980177	0.7681951	0.81953585	0.84718573	0.79354477	0.8257577	0.7998858	0.8470541	0.852042	0.8696367	0.79922426	0.7616388	0.9319997	0.8283427	0.8319023	0.84030104	0.6965437	0.93586725	0.8147062	0.8069976	0.8981173	0.78483796	0.81549	0.6967603	0.79382837	0.7516724	0.88253534	0.7980606	0.89544123	0.7529476	0.90977937	0.8917544	0.92284477	0.8104735	0.85614806	0.8701251	0.8794661	0.8462392	0.89661163	0.7003898	0.86399347	0.8822338	0.8575819	0.92620504	0.8796871	0.8020607	0.8637807	0.80706763	0.89836156	0.83605945	0.8387655	0.7544912	0.7861644	0.792811	0.8452663	0.79879475	0.73058134	0.8974962	0.6729764	0.8643406	0.8620713	0.6781498	0.9394065	0.80696607	0.83456874	0.86746716	0.86367565	0.7953024	0.77406895	0.66229445	0.85758406	0.81308687	0.800849	0.94921345	0.85756564	0.75940925	0.71010983	0.82793975	0.9075593	0.87045276	0.72785294	0.8503314	0.88194805	0.87424046
droom/noun	0.9236348	0.86235845	0.76905394	0.0	0.83524376	0.75520813	0.88646716	0.64511347	0.8744527	0.7617268	0.8102694	0.7468959	0.90322095	0.8397126	0.83913815	0.78639275	0.7522966	0.6885865	0.72304	0.779415	0.88832396	0.810734	0.7924886	0.56880885	0.8155229	0.8086599	0.70873797	0.8206356	0.8867379	0.92825645	0.9022401	0.9017683	0.79713976	0.86445814	0.7530794	0.8655537	0.8264099	0.79434437	0.7815093	0.5344427	0.8509033	0.7761519	0.85747445	0.87886626	0.8727556	0.90066636	0.82976735	0.84000987	0.8130866	0.79756284	0.8316947	0.5891248	0.8813206	0.89176273	0.89042413	0.83206457	0.80704933	0.7172625	0.73854053	0.67784995	0.8445833	0.86705637	0.935528	0.9290118	0.8285188	0.8882798	0.76398635	0.8335878	0.73250985	0.78319854	0.9172115	0.7833394	0.8540511	0.7014542	0.79686636	0.9270533	0.75269246	0.8666852	0.7928021	0.83236104	0.8953323	0.88083225	0.37818617	0.8133112	0.8302683	0.89571214	0.8015255	0.5691005	0.86899245	0.81200504	0.8960327	0.75822127	0.7525307	0.93901664	0.70739675	0.89816666	0.7123628	0.8529776	0.85739905	0.75708425	0.6568826	0.809798	0.9260218	0.8700646	0.8091662	0.7543796	0.89117575	0.7138391	0.82492584	0.7319549	0.7668311	0.83555007	0.8447938	0.9068267	0.92550606	0.8528447	0.7357893	0.8425548	0.9081007	0.9022466	0.6798909	0.8354448	0.86196446	0.6522913	0.8112442	0.8587202	0.8375176	0.8275896	0.79346806	0.8235609	0.85331297	0.8450859	0.8277058	0.63043106	0.6383527	0.8245585	0.9201163	0.7108198	0.9000513	0.8915908	0.7226764	0.83511585	0.7654754	0.83757174	0.90953416	0.83270717	0.9062478	0.9156037	0.95686066	0.7352688	0.6484227	0.7698456	0.91702807	0.9221972	0.6639488	0.8445085	0.85022557	0.5882517	0.7819551	0.8632732	0.86522377	0.9014755	0.88049614	0.88150394	0.87002265	0.6792615	0.69770575	0.8990353	0.8726581	0.71851885	0.87189305	0.8717972	0.8361349	0.8739362	0.72464025	0.6062343	0.7966091	0.7917874	0.84215605	0.80905163	0.7570299	0.74254847	0.8701908	0.792828	0.76089025	0.93667936	0.88066435	0.9223366	0.82890296	0.878039	0.8690234	0.8619542	0.7969287	0.8234263	0.82236403	0.8630444	0.79815054	0.8409928	0.86177737	0.8820774	0.7393262	0.7301283	0.86689085	0.9206842	0.88008285	0.8939177	0.8686351	0.8277117	0.91298544	0.7148443	0.83097154	0.8977168	0.63253593	0.8381384	0.765158	0.92211115	0.877233	0.8583419	0.9022904	0.9094199	0.8773393	0.70426214	0.8804125	0.87234837	0.7352671	0.93080145	0.92969733	0.79302144	0.75821155	0.8568411	0.6942191	0.90861934	0.88006234	0.82964027	0.88813245	0.9073146	0.73051023	0.91803813	0.8610873	0.8474283	0.85551536	0.9043321	0.79761684	0.7610548	0.8430791	0.8933007	0.8652555	0.8925632	0.69507927	0.9011706	0.78551346	0.92740643	0.7175207	0.8091891	0.85358876	0.97423774	0.8970364	0.88837296	0.6499183	0.6739054	0.84111255	0.89851475	0.7711912	0.77057946	0.9460839	0.79765725	0.74573195	0.82787555	0.7787348	0.7031086	0.8596922	0.812355	0.7694049	0.8140571	0.8987802	0.70933616	0.82285035	0.66226083	0.86085415	0.88256365	0.84198916	0.9377241	0.88658094	0.8752684	0.88888335	0.82930815	0.8476772	0.7403406	0.6689223	0.80159307	0.88586396	0.84100497	0.8305394	0.94602287	0.8909606	0.92709756	0.8526867	0.78619576	0.734923	0.6442903	0.65258116	0.9095221	0.8389875	0.9096247	0.80763596	0.8157086	0.9169439	0.88313645	0.7896416	0.80504835	0.93900645	0.78973156	0.8835956	0.82278985	0.8649857	0.8152079	0.80811834	0.8364471	0.7964277	0.68944764	0.84516317	0.45739812	0.83364916	0.75447965	0.8277194	0.89982134	0.73606575	0.9459132	0.9007909	0.8457082	0.90962833	0.695377	0.89209193	0.8996725	0.89893	0.8986595	0.8738361	0.6341467	0.86308026	0.79726064	0.94896823	0.77808017	0.8751921	0.702281	0.8386639	0.83037007	0.7595409	0.87622845	0.6768731	0.85737026	0.89610106	0.8733565
stem/verb	0.9690795	0.9217452	0.71227455	0.83524376	0.0	0.91887844	0.8045088	0.6939465	0.8725009	0.86022264	0.76728874	0.94199246	0.9269955	0.81849515	0.81423956	0.9114901	0.8657096	0.76329195	0.9039248	0.8240417	0.69799274	0.7983545	0.90153617	0.7300179	0.82366824	0.88905245	0.73583776	0.8984661	0.9627022	0.90754956	0.8750813	0.977546	0.9165685	0.92674744	0.8050042	0.943993	0.93499994	0.8042271	0.8426998	0.86891353	0.95598054	0.8468154	0.9260407	0.92784214	0.92294383	0.94630235	0.8350856	0.8407217	0.85599434	0.63093907	0.8104138	0.8607501	0.82098687	0.86891174	0.85276103	0.87216324	0.84534574	0.78961074	0.78771234	0.8228641	0.750206	0.919585	0.9147192	0.92629844	0.88388425	0.8648586	0.92418635	0.79751563	0.91494095	0.9227522	0.9249314	0.8803628	0.8974104	0.804113	0.8481666	0.895396	0.823774	0.9534931	0.86503357	0.801345	0.872622	0.86046517	0.7664978	0.7637409	0.82604504	0.8389128	0.78499794	0.9056887	0.7987677	0.79766834	0.9091287	0.712103	0.8744372	0.8877349	0.9079725	0.79349154	0.95393175	0.90312994	0.80793583	0.87850136	0.8510702	0.7712958	0.7421252	0.7550141	0.8245945	0.8253362	0.91291064	0.91091585	0.86683506	0.78865916	0.9389919	0.85342073	0.93920875	0.94410217	0.85027146	0.89933485	0.69728357	0.8098183	0.9108373	0.92911035	0.8525146	0.82126266	0.9055241	0.8355456	0.78959185	0.81801796	0.9398559	0.83645767	0.88196933	0.8932975	0.8157692	0.8030198	0.89968044	0.7682398	0.80080384	0.89171994	0.9180256	0.77605957	0.8804489	0.65396166	0.81745553	0.8762132	0.7704829	0.80748886	0.8573384	0.7811008	0.77814734	0.8751379	0.9642994	0.7450663	0.91733825	0.7302583	0.9001592	0.9368134	0.9312211	0.810063	0.9365842	0.8807969	0.9802511	0.92866355	0.9073429	0.8493463	0.84708154	0.8211304	0.9054956	0.80169046	0.80431026	0.93329865	0.92151636	0.75285685	0.92214453	0.89514214	0.85246885	0.806116	0.83322257	0.8827244	0.8628655	0.8999092	0.7983782	0.88151157	0.894773	0.80920523	0.7734349	0.76318616	0.92663395	0.90607995	0.902351	0.98901236	0.8245828	0.8381962	0.80771273	0.79795533	0.7962366	0.93866485	0.9613226	0.9150387	0.8496541	0.8445289	0.8360491	0.8922282	0.8666668	0.92346823	0.8727362	0.905694	0.8842498	0.8926788	0.9322508	0.8990887	0.94575405	0.7911672	0.82708234	0.9522161	0.80638856	0.9688422	0.93407774	0.94427425	0.8943145	0.8744538	0.92052287	0.8432038	0.6536783	0.8871534	0.9206665	0.9128163	0.8905173	0.84349966	0.90635055	0.8369958	0.8247379	0.87715894	0.7933835	0.9576286	0.91034997	0.93753195	0.9108912	0.91486317	0.88045585	0.8812631	0.8644309	0.9051046	0.8022706	0.8712042	0.90010864	0.8316089	0.8815337	0.9416411	0.9143261	0.86946213	0.8941463	0.88286483	0.7572868	0.93811655	0.8369158	0.8583252	0.7880093	0.9327335	0.7685332	0.8112589	0.88661045	0.78130573	0.7779469	0.9066334	0.88359326	0.80665493	0.7916552	0.9052762	0.88366723	0.9282511	0.90325665	0.8044788	0.8664411	0.90334964	0.8990099	0.9034943	0.8785938	0.776935	0.8677019	0.8593322	0.8436631	0.8794147	0.7789105	0.92700565	0.9190005	0.869068	0.87143284	0.9247152	0.8086629	0.77292	0.8640854	0.8214929	0.85555995	0.8465168	0.78694427	0.84688944	0.9139786	0.8703034	0.79334176	0.70968467	0.7131965	0.8335995	0.9114523	0.9408376	0.9044012	0.93618417	0.8770036	0.8146647	0.8921176	0.7388264	0.8495395	0.7672414	0.9390708	0.77893925	0.96741855	0.8450192	0.88891095	0.9077814	0.92572725	0.862748	0.77178425	0.8306436	0.86233175	0.7946708	0.92005074	0.8793155	0.7764247	0.9208331	0.8579866	0.91369516	0.77680594	0.8097721	0.89010614	0.8616202	0.8643524	0.9412801	0.6831955	0.85731053	0.90560114	0.8242952	0.90713364	0.8905691	0.951993	0.92470646	0.87279785	0.8456934	0.9393093	0.8981284	0.7386747	0.9068244	0.83176893	0.90003407	0.966438	0.8900454
