	tot/comp	gedrag/noun	bevrijd/verb	mag/verb	middel/noun	Zoff/name	economisch/adj	aldus/prep	tolk/noun	trek_uit/verb	dergelijke/vg	familiaal/adj	wel/adv	Amerikaan/noun	getroffen/adj	lief/adj	maar/adv	brand/noun	keer/verb	opvoeding/noun	Bush/name	Afrikaan/noun	namelijk/adv	genezing/noun	wapen/noun	op/adv	zwanger/adj	Eline/name	proces/noun	systeem/noun	alsnog/adv	bereid/adj	betwijfel/verb	je/det	dagelijks/adj	een/fixed	veel/det	beleid/noun	Shearer/name	nauwkeurig/adj	agent/noun	weer/verb	sociaal/adj	ginds/adj	vriend/noun	elkaar/pron	diens/det	isolement/noun	GSG/name	bijvoorbeeld/adv	te/comp	baan/noun	die/det	streep/noun	onderzoek/noun	arm/adj	contact/noun	prostitutie/noun	bouw/noun	contact/fixed	kweek_vijver/noun	moslim/noun	moeilijk/adj	brandstof_cel/noun	opbouw/noun	zaak/noun	iemand/noun	nee/tag	broer/noun	vijand/noun	betaling/noun	wissel/noun	depressie/noun	gemeente_bestuur/noun	aandelen/prefix	schuilnaam/noun	zolang/adv	red/verb	instelling/noun	opstandeling/noun	kan/verb	Fien/name	bouw/verb	vlot/adj	baat/noun	man/noun	vrijwillig_organisatie/noun	professioneel/adj	schrijf_voor/verb	weer/adv	manier/noun	aan/prep	graag/adj	LDP/name	als/comp	ons/noun	honderdduizenden/noun	ja/tag	ploeg_maat/noun	Westen/name	geval/prep	bemiddel/verb	dus/adv	niemand/pron	wereld/noun	Abidjan/name	haar/pron	plaats/comp	hulp/noun	trouwens/tag	meisje/noun	heb/verb	stilte/noun	gezond/adj	straks/adv	ruil/noun	omstandigheid/noun	Wereld/name	Kosovo/name	zend/verb	misschien/adv	vooruit/adv	dat/det	Brazilië/name	dat/pron	ander/adj	werk/noun	wil/verb	zalf/noun	bel/verb	prima/adj	allochtoon/noun	kloof/noun	meen/verb	goed/tag	deurwaarder/noun	zoon/noun	ervaring/noun	we/pron	bovenop/prep	vul_in/verb	uitstekend/adj	visum/noun	kiezer/noun	persoon/noun	tevens/adv	overwinning/noun	refs/noun	slachtoffer/noun	kraak/noun	wat/pron	mee/adv	vraag/verb	eventueel/adj	lichaam/noun	terrorisme/noun	Antillen/name	taak/noun	Raphael/name	zichzelf/pron	handjevol/noun	droog_leg/verb	Ambiorix/name	hem/pron	bedrijf/noun	communicatie/noun	president/noun	gehandicapt/adj	Himalaya/name	spoor_op/verb	steun/verb	die/pron	daarom/pp	geregeld/adj	in/comp	wel/tag	aanschaf/noun	tijdig/adj	langdurig/adj	cursus/noun	bepaald/adj	weg/noun	professional/noun	doorgrond/verb	vang_op/verb	kneep/noun	besmettelijk/adj	Rus/noun	trouwens/adv	allerlei/det	waarom/adv	Angolees/adj	duizenden/noun	of/comp	om/comp	realiseer/verb	altijd/adv	want/vg	winst/noun	Juppé/name	complimenteer/verb	probeer/verb	ons/det	er/noun	bedwing/verb	fiets/noun	personeel/noun	koffie/noun	god/noun	Sparta/name	lezer/noun	jongen/noun	maaltijd/noun	plaatse/noun	mentaliteit/noun	financier/verb	Oost-Duitsland/name	Nobels/name	fysio_therapeut/noun	veiligheid/noun	gedicht_DIM/noun	zet_op/verb	extra/adj	verlamming/noun	buur/noun	job/noun	jong/adj	Robbé/name	het/noun	deze/det	mijn/det	tip/noun	erbij/pp	Gilis/name	ze/pron	zadel/noun	gang/noun	voer_uit/verb	want/noun	straf/noun	bij/prep	Balkan/name	familie_lid/noun	thuis/adv	schuldgevoelen/noun	toch/adv	stage/noun	familie/noun	gemeenschap/noun	lot/noun	overkill/noun	droog_af/verb	crisis/noun	Oeganda/name	Amerika/name	creativiteit/noun	tijdelijk/adj	door/prep	dame/noun	ooggetuige/noun	niks/adv	klant/noun	autoriteit/noun	Irakees/noun	specialist/noun	stand/part	troost/verb	boek_DIM/noun	straatarm/adj	verdeler/noun	dienst/noun	allochtoon/adj	mij/pron	kopman/noun	ANWB/name	betaalbaar/adj	hun/det	me/pron	Famke/name	Severen/name	organiseer/verb	marketing/noun	zeker/adj	allemaal/adv	openheid/noun	gestrand/adj	bouw_op/verb	wederoptredende/adj	boer/noun	bejaardenhuis/noun	beetje/noun	help/verb	spijs/noun	gecontacteerd/verb	daarbij/pp	jood/noun	bestuur_crisis/noun	Delta/name	onbesta/adj	schoon/adj	dosis/noun	babysit/noun	brood_heer/noun	alleen/adj	carrière/noun	Fransen/name	ver/adj	Rineke/name	wen/noun	vooruit/adj	daar/adv	regering/noun	daarnaast/pp	tracht/verb	strijd/noun	toe/adv	om/fixed	probleem/noun	Argentijns/adj	werknemer/noun	lobby/verb	geval/noun	elders/adv	de/fixed	stimuleer/verb	schets/noun	Emily/name	ook/adv	Geena/name	bolletjesslikker/noun	zoon_DIM/noun	Evers/name	begrijp/verb	passend/adj	Project/name	niets/noun	drug/noun	daaraan/pp	juist/adj	zij/pron	zal/verb	zo/adv	Afghanistan/name	cursist/noun	Europa/name	je/pron	land/noun	stichting/noun	snel/adj	designer/noun	maar/vg	treed_in/verb	pech/noun	markt_economie/noun	Kuurne-Brussel-Kuurne/name	iedereen/pron	Uruguay/name	wijze/noun	vijandschap/noun	niet/adv	automobilist/noun	verplicht/verb	tennisser/noun	Pakistan/name	vrouw/noun	bovendien/adv	daarmee/pp	gevraagd/adj	etnisch/adj	op/fixed	drank/noun	omdat/comp	verantwoord/adj	knaag/verb	door/comp	het/det	advies/noun	Marokkaans/adj	stap/noun	gratis/adj	buitenlands/adj	papier/noun	ongedierte/noun	vader/noun	buurland/noun	bruid/noun	nodig/adj	apotheker/noun	overeind/adv	ik/pron	Grieks/adj	zoveel/adv	tegen/prep	huis_bezitter/noun	al/comp	stuur/verb	uitbouw/noun	al-Sadr/name	hij/pron	kennis/noun	even/adj	Congo/name	nuttig/adj	tiener/noun	ons/pron	bestrijd/verb	tussenstap/noun	vriendin/noun	amateur_club/noun	juist/adv	maar/comp	meneer/noun	surf/verb	veel/adj	structureer/verb	zeg_toe/verb	politie_hond/noun	tekort/noun	eindzege/noun	index/noun	IBA/name	kom_voor/verb	angst/noun	Sentjens/name	weiger/verb	versterk/verb	opticien/noun	word/verb	Bullock/name	en/comp	mogelijk/adj	zelfs/tag	instructie/noun	dan/adv	geld/noun	zus_DIM/noun	aanpak/noun	telefonisch/adj	as_verschuiving/noun	roep/verb	C2/name	ondersteun/verb	zeep/noun	project/noun	Maxim/name	stationeer/verb	Republikeins/adj	alles/noun	merknaam/noun	bond_genoot/noun	desnoods/adv	op/adj	leer/verb	weduwe/noun	Kabila/det	boel/noun	zelfs/adv	vertaal/verb	uit/prep	lamentabele/adj	ouder/noun	Derde/name	kind/noun	pil_DIM/noun	internationaal/adj	zogezegd/adj	en/adv	alleen/adv	D66'er/noun	Somaliër/noun	Helmut/name	hoop/verb	Afrikaans/adj	computer/noun	particulier/adj	goed/adj	Laurent/name	jongere/noun	Québec/name	just/name	Tadzjikistan/name	imago/noun	Nederlands/noun	informatie/noun	Mobutu/name	mede/adv	vaderland/noun	vakantieganger/noun	wie/pron	Greenspan/name	maatschappelijk/adj	zwijg_dood/verb	les_reeks/noun	deugdelijk/adj	dokter/noun	oproep/noun	weinig/det	Zuid-Afrika/name	moet/verb	handje/fixed	alvast/adv	regeringstroepen/noun	valk/noun	bereidheid/noun	werkloos/adj	Cecile/name	humanitair/adj	wil/noun	maatregel/noun	drugsverslaafd/adj	1-1_gelijkspel/noun	terugkeer/noun	gezondheidszorg/noun	verzet/noun	los_op/verb	buitenlander/noun	student/noun	kamer_voorzitter/noun	echt/adj	Congolees/adj	begeleiding/noun	taal/noun	zeep/fixed	van/comp	soms/adv	democratie/noun	meer/adv	ontwikkeling/noun	af/adv	apotheek/noun	cultuur_schepen/noun	met/prep	bestraling/noun	mens/noun	titel/noun	u/det	intensief/adj	instrument/noun	ziek/adj	daar/noun	Greg/name	oog_arts/noun	Kabila/name	therapeut/noun	zone_vreemd/adj	zege/noun	haar/det	verblijfsvergunning/noun	hier/adv	u/pron	landbouw/noun	natuurlijk/adj	hen/pron	kanaliseer/verb	partner/noun	gelukkig/adj	Jestrovic/noun	ontsteking/noun	leer_aan/verb	zoek/verb	jezelf/pron	club/noun	on_gezouten/adj	zelf/adv	gemeente/noun	taal_grens/noun	verstoot/verb	ontwikkel/verb	niks/noun	Koetsjma/name	mezelf/pron	om/adj	onmiddellijk/adj	weg/adj	accu/noun	wij/pron	bijstand/noun	wetenschap/noun	chauffeur/noun	of/vg
tot/comp	0.0	0.8950956	0.8126626	0.76831925	0.88711345	0.86912245	0.9159597	0.92960626	0.852468	0.90951324	0.84487605	0.87544185	0.78383404	0.8587227	0.87521493	0.6986302	0.7140945	0.8386021	0.8008397	0.8951786	0.88982636	0.8134085	0.78260124	0.8298176	0.8460417	0.7597796	0.79950804	0.8878592	0.79398537	0.8751342	0.7625985	0.8534692	0.86678994	0.6886764	0.83687466	0.931846	0.8570713	0.9066811	0.8897742	0.84423524	0.7875369	0.84462285	0.91589683	0.757072	0.8111188	0.7703466	0.8456745	0.85392225	0.9434611	0.85501003	0.6900061	0.8897799	0.76090264	0.8019786	0.88387364	0.8693337	0.90034664	0.87776846	0.8749725	0.86382055	0.91143024	0.8894971	0.8567884	0.89135176	0.8648971	0.83220005	0.7121439	0.7994863	0.86471015	0.83191335	0.86174756	0.8305987	0.8480128	0.88376737	0.94078124	0.90714866	0.62128574	0.82277894	0.9103993	0.8513324	0.71634406	0.8693398	0.8648366	0.8360231	0.90641105	0.75618297	0.9207404	0.8969959	0.8849144	0.6172313	0.86516315	0.8754697	0.79602814	0.8446788	0.58121574	0.7283566	0.83016324	0.82578504	0.84668654	0.85801744	0.8416927	0.8737807	0.7085205	0.7627124	0.84829366	0.8795994	0.71531045	0.6571953	0.876433	0.75162965	0.76958466	0.80798686	0.7420738	0.78216183	0.71633816	0.84555995	0.838146	0.92511666	0.8674317	0.829293	0.7874491	0.78365666	0.8146407	0.91707563	0.8183019	0.8835634	0.8741285	0.76630574	0.8652711	0.7992324	0.8360393	0.9122396	0.8724434	0.91365576	0.7520442	0.80428815	0.8490434	0.932142	0.6934451	0.83807623	0.87929016	0.86515445	0.8656651	0.88244236	0.88175106	0.8957075	0.910689	0.88279265	0.84388036	0.840961	0.7822194	0.75690883	0.83590436	0.8177024	0.7429963	0.9060073	0.892956	0.8773966	0.9212497	0.81233984	0.8146622	0.91588676	0.9011866	0.73389995	0.90427804	0.9169687	0.90372795	0.886787	0.8800159	0.8377032	0.89537764	0.7767734	0.80923307	0.72424304	0.75923455	0.83702284	0.8554464	0.738797	0.8172816	0.8935169	0.88116413	0.80345845	0.8459299	0.838649	0.84928256	0.8807359	0.86343503	0.8421725	0.8252324	0.8302443	0.7795619	0.8848941	0.81334496	0.75523746	0.7279707	0.87899506	0.74113715	0.7111169	0.9186991	0.8909221	0.8620642	0.7381536	0.8292582	0.7989039	0.80624413	0.78617585	0.86016953	0.74381983	0.8176381	0.90109104	0.86121583	0.7592403	0.8031118	0.83583754	0.87212884	0.9275363	0.8567134	0.92824996	0.8632059	0.9226191	0.8671979	0.8673142	0.8904563	0.86544394	0.7981441	0.88451225	0.87800044	0.91293025	0.8621456	0.8605021	0.7259222	0.8751638	0.74290895	0.9419141	0.6111213	0.78386754	0.8053664	0.8784758	0.8262167	0.87503314	0.8355756	0.86645335	0.8182654	0.73794556	0.8088603	0.70031273	0.8908468	0.87166226	0.9132852	0.85866475	0.90827805	0.81620544	0.8878015	0.86120164	0.86438996	0.8682809	0.8070847	0.79182017	0.7819746	0.79409003	0.78969073	0.86063474	0.8664064	0.8217851	0.90159035	0.8318745	0.7917218	0.8512454	0.863829	0.90968984	0.91511846	0.9136185	0.79849434	0.86396015	0.8906224	0.82990795	0.7807225	0.7742241	0.9120572	0.95223254	0.95404917	0.9243788	0.873807	0.7467737	0.8851033	0.801205	0.85049736	0.9074185	0.8331855	0.8443417	0.7375008	0.8206006	0.84277475	0.89476025	0.85179543	0.88162875	0.89113444	0.9028292	0.8721389	0.745451	0.85850966	0.8420809	0.87351173	0.7980994	0.86090297	0.87145233	0.82363456	0.93736094	0.8741596	0.84967387	0.68172777	0.88668257	0.8919211	0.75975835	0.88176244	0.69482803	0.91589856	0.9059613	0.8892291	0.9013111	0.8626948	0.9097479	0.8087192	0.8656526	0.89594555	0.8726468	0.8565161	0.8471449	0.9080992	0.8606285	0.79922795	0.8709203	0.8546911	0.8612597	0.9293104	0.80923253	0.87846196	0.8930553	0.85712206	0.7508672	0.72646785	0.762398	0.87410355	0.834665	0.90739226	0.6975206	0.89681387	0.92899776	0.6968214	0.8756386	0.69239926	0.79148924	0.81752056	0.8759435	0.8916573	0.7304901	0.88395846	0.86001563	0.885079	0.75030947	0.8273392	0.8526459	0.869405	0.88673127	0.78721565	0.81428623	0.83210576	0.8409195	0.9133227	0.85968316	0.8027718	0.7194188	0.86288637	0.7831045	0.7278528	0.81084275	0.9048305	0.8913048	0.87507886	0.8993425	0.9219328	0.81172574	0.82595754	0.80757576	0.89713806	0.818617	0.8681185	0.8797836	0.7897388	0.6978662	0.89372987	0.81499195	0.8610631	0.88378215	0.7551532	0.84867436	0.9178424	0.9170145	0.6643864	0.9038014	0.6200918	0.8739138	0.9001513	0.77923155	0.77575696	0.8928022	0.906451	0.78595144	0.887653	0.88171417	0.72691	0.7935497	0.8375843	0.82145315	0.8742177	0.90928084	0.87010527	0.901695	0.9030336	0.90542597	0.87435126	0.8832711	0.82050335	0.920724	0.8404317	0.91249466	0.8927897	0.7497885	0.9103769	0.68101335	0.82188296	0.7732781	0.8129388	0.5910735	0.86460316	0.81038684	0.9017646	0.89732075	0.8828068	0.7753516	0.93204933	0.9016912	0.762023	0.9097935	0.89528334	0.89700854	0.9001022	0.69806194	0.87821615	0.90799356	0.6825651	0.84792167	0.8004745	0.8354436	0.8880871	0.71029687	0.73874044	0.87844086	0.824077	0.92583525	0.84724206	0.9176551	0.8256936	0.78731894	0.927369	0.745678	0.70859563	0.8013119	0.8832155	0.83700395	0.85865706	0.8093303	0.8849965	0.86830467	0.9077892	0.83417165	0.9188715	0.8713406	0.9106004	0.9472737	0.8852629	0.8873002	0.90601736	0.9026104	0.85413504	0.8961059	0.839838	0.8131933	0.77801746	0.8488188	0.9215097	0.85418886	0.900081	0.8686681	0.8095014	0.89066744	0.8586242	0.890598	0.70053077	0.86275566	0.82919234	0.89109826	0.8703083	0.8657818	0.8749094	0.9112376	0.8896036	0.84951377	0.89118236	0.8701775	0.92501616	0.8527597	0.92031497	0.87662864	0.8622727	0.8647915	0.90275013	0.8993463	0.77765054	0.86781025	0.89706135	0.90909564	0.8627571	0.7450856	0.6843383	0.8898588	0.78611445	0.90780246	0.71037054	0.86563087	0.9254232	0.78310955	0.87594575	0.7920267	0.93271303	0.79691815	0.8881777	0.8569948	0.79794043	0.8389405	0.8626244	0.88762283	0.81895316	0.8332669	0.86799574	0.91231555	0.76811683	0.849918	0.7018062	0.8291082	0.9054413	0.80166465	0.7588818	0.88387454	0.90222734	0.718723	0.85940176	0.7805208	0.86039114	0.83112335	0.7800844	0.91436124	0.85212994	0.80324674	0.914322	0.8649232	0.84074306	0.89667183	0.8036871	0.8611909	0.80371135	0.7358624	0.74053645	0.8635129	0.82198703	0.7533935	0.8856531	0.9072875	0.805329	0.7136413
gedrag/noun	0.8950956	0.0	0.84709483	0.827055	0.7914019	0.89748764	0.7497327	0.895156	0.825981	0.93315905	0.81162304	0.77840245	0.8065604	0.8536217	0.89217883	0.85982394	0.87532693	0.9069856	0.8901951	0.67744803	0.84226245	0.8024494	0.7193272	0.79850036	0.8371727	0.8415344	0.850987	0.94695497	0.72381127	0.75225544	0.85313725	0.85201496	0.8349106	0.81837296	0.847961	0.8836646	0.7371361	0.6853486	0.9399464	0.77332133	0.78695273	0.77270234	0.767943	0.8691516	0.86062384	0.84036386	0.7695427	0.76333207	0.98901075	0.71735674	0.7516357	0.91259664	0.72726667	0.9350226	0.7824912	0.86429334	0.7857778	0.72342724	0.9202565	0.8237424	0.8896433	0.779216	0.8280467	0.92071307	0.8291425	0.7624506	0.7519292	0.8962723	0.909517	0.804726	0.8160494	0.854573	0.7245709	0.88168025	0.89542544	0.9112131	0.8505533	0.9200345	0.76794124	0.880258	0.7551676	0.9328995	0.94598484	0.91447335	0.81078434	0.80863786	0.91101295	0.8157306	0.80153495	0.9131183	0.6894244	0.8459113	0.8860496	0.87886345	0.7830448	0.8266619	0.8438117	0.9195121	0.9243047	0.7830663	0.78625816	0.84322107	0.8112109	0.8282682	0.8550358	0.93099356	0.7921057	0.7909473	0.8331516	0.81310046	0.83095235	0.80129457	0.896143	0.76211715	0.8827243	0.85657823	0.67926073	0.9147642	0.870116	0.88077176	0.806392	0.91329557	0.7478298	0.9510863	0.82077646	0.7967987	0.84347945	0.83036476	0.9084421	0.9048985	0.9007236	0.7163329	0.90483195	0.82983625	0.8531482	0.89208674	0.8934665	0.7546669	0.86816704	0.92650205	0.85976887	0.89134777	0.87601143	0.775776	0.79271674	0.81280583	0.93357676	0.82384956	0.79136026	0.84685415	0.7978659	0.8983463	0.8478557	0.79325897	0.74689996	0.75444114	0.8518946	0.81711435	0.9449754	0.7631859	0.80619055	0.9294828	0.9656445	0.76372826	0.8408222	0.75484574	0.8820481	0.80711466	0.9337958	0.762637	0.8670616	0.6719136	0.7863934	0.7946314	0.79466194	0.8557066	0.8496682	0.83578384	0.7698324	0.8530321	0.685845	0.8996371	0.80722547	0.75650525	0.8386334	0.90186214	0.7671276	0.86421204	0.8123357	0.70254546	0.81131494	0.8592243	0.8368302	0.80053496	0.7892314	0.9081355	0.80910015	0.8157853	0.92171675	0.86566985	0.8603388	0.80875534	0.7954845	0.8806168	0.8557427	0.88873166	0.8091359	0.9377555	0.834682	0.95069075	0.79091495	0.7920214	0.89428425	0.90677524	0.6790393	0.8947434	0.89004314	0.96124107	0.8642063	0.78571504	0.89862406	0.9036265	0.8605484	0.8308738	0.8463968	0.88431734	0.8091217	0.94517744	0.83081055	0.77291864	0.85106033	0.851528	0.9232913	0.9477575	0.7818377	0.89421636	0.845239	0.87829345	0.8448787	0.74698055	0.87505686	0.8449867	0.800614	0.90809524	0.7058542	0.833977	0.9076406	0.8692103	0.800696	0.80773544	0.8522822	0.9517315	0.82421285	0.8872867	0.8577151	0.7501016	0.87877053	0.75506115	0.877157	0.82892823	0.88585454	0.8276433	0.78166467	0.83817905	0.82353276	0.92092776	0.83651364	0.87703264	0.8859211	0.93682647	0.87594885	0.71557194	0.8004025	0.9294197	0.82406646	0.88392186	0.69105375	0.81980544	0.942962	0.95507354	0.9530311	0.8344932	0.8927038	0.85613906	0.73644054	0.87392926	0.8835612	0.97605693	0.8353708	0.89174205	0.8343751	0.8373107	0.91576535	0.90718174	0.78725904	0.8186137	0.9125389	0.9219209	0.85356945	0.88600785	0.8006525	0.88575596	0.87014335	0.7484707	0.8694175	0.8623657	0.90755844	0.92584646	0.9007674	0.8980772	0.8940503	0.83569396	0.7986563	0.79208577	0.8834723	0.88027513	0.8909835	0.7309419	0.8805344	0.8435305	0.8711583	0.7654921	0.86813164	0.9332453	0.75772667	0.81920063	0.8924986	0.7571807	0.94489276	0.8314911	0.8894199	0.9054136	0.8049127	0.78734523	0.9124795	0.8665051	0.76020557	0.8114126	0.7531643	0.7054899	0.77740675	0.8034957	0.89676696	0.82472414	0.8708882	0.80441165	0.86388904	0.90575576	0.85371995	0.88205194	0.7852124	0.87086684	0.89520466	0.79369944	0.95213586	0.84806484	0.9104781	0.6883451	0.8017878	0.80316645	0.7597132	0.8012141	0.87923986	0.87229735	0.80528176	0.6948372	0.8100527	0.8200213	0.74942327	0.9127391	0.8606026	0.70581865	0.7367635	0.8595829	0.7339419	0.87248343	0.829198	0.7618849	0.8962953	0.93713254	0.8469902	0.9055027	0.8597564	0.8385915	0.8623504	0.8589461	0.86387473	0.8460476	0.87843776	0.86819637	0.88692844	0.8350745	0.881028	0.87468415	0.8196291	0.88832533	0.8895097	0.8850886	0.79143226	0.75981414	0.9096341	0.89349794	0.7990831	0.77090347	0.8222414	0.7631427	0.9253578	0.8826529	0.8979558	0.6835662	0.82314247	0.8760376	0.90658474	0.7731088	0.8436258	0.91628104	0.8923127	0.7890272	0.9461535	0.90747315	0.89914244	0.7739816	0.71870464	0.98205626	0.80008745	0.825572	0.8902397	0.7235445	0.93422234	0.87197566	0.7861885	0.8149988	0.7684499	0.8603767	0.8954743	0.878853	0.673959	0.86580956	0.91283363	0.8772708	0.94347155	0.82074845	0.88054657	0.85327965	0.91014844	0.920409	0.86027724	0.8707209	0.87072825	0.8441081	0.8132315	0.91649634	0.81361973	0.8962395	0.9171348	0.894393	0.7767662	0.8390378	0.89364517	0.86055046	0.73044497	0.88899666	0.7778087	0.82899034	0.83636975	0.7587699	0.88881916	0.7833403	0.86267084	0.8460739	0.9039743	0.91048825	0.8429233	0.86412704	0.8384027	0.857636	0.96046424	0.7196959	0.9197158	0.9519202	0.9045327	0.7428028	0.8497159	0.793623	0.89099157	0.74045473	0.86968493	0.8338856	0.8245536	0.8287489	0.67562735	0.8230663	0.90853035	0.80749005	0.8396547	0.83103704	0.7807695	0.91360176	0.7708304	0.8645121	0.88644046	0.91544545	0.9102151	0.7265537	0.85056067	0.94139147	0.8045646	0.75725454	0.7565561	0.78800166	0.96189404	0.86780655	0.8234471	0.8099354	0.8592318	0.78491765	0.8186049	0.9064295	0.84211975	0.8495444	0.78391385	0.7559507	0.8803001	0.8530345	0.696149	0.79579747	0.854424	0.712103	0.88825417	0.91102564	0.94352734	0.8438469	0.8481784	0.7589158	0.95526206	0.8039925	0.82033896	0.8129714	0.8234248	0.82752955	0.9192904	0.88785344	0.85321003	0.74395	0.89051527	0.955102	0.818138	0.85639733	0.87162215	0.8592479	0.8233073	0.7848128	0.75094026	0.8050159	0.8195797	0.87657976	0.95234734	0.8240352	0.72792864	0.8422121	0.7549939	0.9159786	0.83806896	0.8222056	0.878089	0.880834	0.81620175	0.7885912	0.8958411	0.8477933	0.8068397	0.87248373	0.8137916	0.95436364	0.90577316	0.8048959	0.81958455	0.7742132	0.7881866	0.76475036
