	gehandicapt/adj	opticien/noun	en/comp	alleen/adj	carrière/noun	dan/adv	ver/adj	Rineke/name	aanschaf/noun	C2/name	Amerikaan/noun	wel/adv	weg/noun	maar/adv	probleem/noun	trouwens/adv	ook/adv	op/adj	weduwe/noun	systeem/noun	of/comp	om/comp	zelfs/adv	uit/prep	ouder/noun	ginds/adj	niets/noun	vriend/noun	zogezegd/adj	daaraan/pp	elkaar/pron	juist/adj	te/comp	fiets/noun	zij/pron	god/noun	zo/adv	Sparta/name	cursist/noun	jongen/noun	computer/noun	lezer/noun	Europa/name	bouw/noun	je/pron	snel/adj	imago/noun	iemand/noun	broer/noun	buur/noun	mede/adv	markt_economie/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	dokter/noun	ze/pron	weinig/det	niet/adv	wijze/noun	regeringstroepen/noun	weer/adv	werkloos/adj	valk/noun	vrouw/noun	bovendien/adv	daarmee/pp	bij/prep	aan/prep	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	als/comp	ons/noun	honderdduizenden/noun	buitenlander/noun	door/comp	toch/adv	dus/adv	het/det	niemand/pron	echt/adj	stage/noun	soms/adv	democratie/noun	familie/noun	wereld/noun	haar/pron	hulp/noun	af/adv	met/prep	Amerika/name	creativiteit/noun	tijdelijk/adj	vader/noun	dame/noun	door/prep	mens/noun	klant/noun	overeind/adv	Kosovo/name	misschien/adv	vooruit/adv	ik/pron	oog_arts/noun	tegen/prep	huis_bezitter/noun	al/comp	therapeut/noun	dat/det	allochtoon/noun	u/pron	mij/pron	natuurlijk/adj	zoon/noun	hen/pron	ervaring/noun	hij/pron	kopman/noun	we/pron	bovenop/prep	partner/noun	even/adj	me/pron	ons/pron	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	zeker/adj	mee/adv	boer/noun	beetje/noun	gemeente/noun	niks/noun	veel/adj	mezelf/pron	daarbij/pp	tekort/noun	handjevol/noun	index/noun	zichzelf/pron	Ambiorix/name	IBA/name	hem/pron	chauffeur/noun	president/noun	of/vg
af/adv	0.90863305	0.91404676	0.6662419	0.80664945	0.9385292	0.61433613	0.8836048	0.8966299	0.90439427	0.94150096	0.91462356	0.67246145	0.86904204	0.71015227	0.9086404	0.80630505	0.73458666	0.90880316	0.91799295	0.9370265	0.8458988	0.7963594	0.6625261	0.87203443	0.8687161	0.77826136	0.86663204	0.81489533	0.821954	0.8908534	0.7652955	0.8817194	0.7641579	0.8083486	0.8233799	0.8519694	0.7522211	0.9295792	0.8521569	0.76184267	0.88885707	0.808756	0.92262936	0.9658457	0.62798274	0.82697254	0.88221455	0.6545607	0.92047834	0.8002572	0.9400559	0.9324305	0.8328273	0.95133	0.8206613	0.8647156	0.64945793	0.8532829	0.8045316	0.87399566	0.9346087	0.6556159	0.95083827	0.8675891	0.84505576	0.810153	0.9144014	0.8916131	0.911659	0.949923	0.9080998	0.7011499	0.95026326	0.8589838	0.6530032	0.76500326	0.88864475	0.88304216	0.7932003	0.67021435	0.7743562	0.8776165	0.7640765	0.7340262	0.9296102	0.48255247	0.9465151	0.8880623	0.87225324	0.7152968	0.9194558	0.0	0.7970643	0.89280766	0.87023175	0.8616018	0.8858889	0.754392	0.833138	0.7833286	0.8841382	0.81367975	0.9397919	0.7045237	0.7986024	0.65631557	0.914842	0.91173434	0.9275071	0.7187562	0.84275186	0.8060167	0.915243	0.7750547	0.74135673	0.7398334	0.9326406	0.8072834	0.8876399	0.70826846	0.90019536	0.7528883	0.86920595	0.92767626	0.5728699	0.71484435	0.77988994	0.7791052	0.868539	0.9304809	0.90530187	0.9331971	0.90017676	0.73747075	0.887232	0.62543344	0.95466316	0.8188668	0.74503505	0.74903536	0.82419485	0.9254174	0.81784344	0.9396705	0.819252	0.9536649	0.94067264	0.7491474	0.82155454	0.95977014	0.72558653
met/prep	0.8269746	0.8835832	0.8539938	0.8108116	0.84050953	0.8598796	0.8291054	0.90237486	0.75834453	0.895582	0.86022055	0.8782959	0.87174237	0.83916765	0.8475636	0.82410175	0.8435242	0.89723563	0.8494251	0.8422418	0.8737074	0.7753397	0.7657802	0.8039276	0.799359	0.76940215	0.92734194	0.8015321	0.7673092	0.8867749	0.7206501	0.8367519	0.78805375	0.80756277	0.7935485	0.85159266	0.86686105	0.8385187	0.7883922	0.7932096	0.7833394	0.8298459	0.83511734	0.847079	0.8135015	0.8251382	0.8373225	0.82097983	0.87252975	0.7857285	0.79218495	0.8571538	0.79922134	0.83543456	0.94264734	0.86190355	0.76958966	0.8271734	0.87881154	0.7803474	0.8850511	0.8179588	0.84360516	0.8856378	0.7895353	0.7572566	0.6898594	0.8091425	0.82936573	0.8519838	0.83489347	0.78747094	0.8948781	0.80698234	0.80430394	0.826599	0.83449924	0.8352972	0.7186767	0.8377769	0.845201	0.8113646	0.8929517	0.8099765	0.87058777	0.7393785	0.87615114	0.82360435	0.8643179	0.7855121	0.88360435	0.7970643	0.0	0.8537237	0.80608004	0.8290812	0.8501132	0.7741915	0.76133424	0.80513525	0.81102437	0.82041043	0.88166046	0.8961637	0.86067116	0.84179157	0.8593057	0.8194407	0.8653324	0.85738677	0.7996122	0.8758247	0.8218153	0.86315584	0.8634931	0.84947586	0.87947375	0.8100462	0.84157044	0.8011872	0.87242675	0.78877884	0.801636	0.7483528	0.833519	0.8655275	0.85196775	0.84035265	0.78410554	0.87288237	0.8538043	0.8272327	0.8927668	0.7552997	0.8434551	0.8216049	0.8331845	0.91630286	0.78430414	0.8749741	0.79378104	0.8399292	0.81317645	0.8490295	0.85140693	0.90171605	0.84850764	0.8361299	0.8321978	0.8927436	0.6865927
Amerika/name	0.904252	0.87817526	0.84978914	0.8226249	0.86926806	0.8699845	0.83500063	0.8841535	0.8998463	0.94428676	0.5869497	0.90154386	0.89963806	0.8971224	0.88146704	0.8587419	0.84053856	0.9077681	0.85500664	0.8627501	0.90901464	0.83197355	0.8024321	0.7514914	0.8362968	0.8037343	0.90954703	0.8303273	0.79045653	0.89562017	0.87380826	0.88087106	0.8199845	0.9062475	0.7750085	0.79095125	0.85990953	0.93987	0.894254	0.8618183	0.9152948	0.85367966	0.44085813	0.94156635	0.8526379	0.8529683	0.8274678	0.8465787	0.89019334	0.8573898	0.83447176	0.7862308	0.7455975	0.92386264	0.914142	0.9065519	0.796011	0.85568714	0.8766984	0.85783297	0.80357885	0.8547504	0.9006091	0.8860364	0.82214653	0.8391425	0.80408776	0.85914725	0.9053683	0.8836085	0.8677187	0.865808	0.9334749	0.83595	0.81817645	0.80320764	0.7652261	0.7070255	0.8189137	0.8759872	0.86572605	0.8423413	0.87646717	0.81866693	0.8272113	0.87137663	0.68369824	0.77927125	0.6543762	0.83897245	0.81468666	0.89280766	0.8537237	0.0	0.8829378	0.884471	0.8427477	0.88821685	0.75487673	0.82866514	0.88506174	0.8592969	0.72529364	0.8765698	0.8558674	0.85477453	0.87638557	0.7639142	0.86095476	0.8564564	0.87425953	0.8723953	0.81970495	0.8871444	0.86752176	0.85835063	0.86803114	0.83205205	0.87072206	0.78144026	0.9028156	0.86138195	0.92836666	0.8348855	0.892511	0.8742368	0.8502391	0.89875805	0.89403766	0.90101594	0.89136404	0.89428526	0.9108381	0.83208334	0.81456864	0.8843025	0.91715306	0.9201672	0.8646131	0.86746466	0.86845	0.9023794	0.7896908	0.83170766	0.8187355	0.92955446	0.86261034	0.8379093	0.8857839	0.730852	0.8106555
creativiteit/noun	0.8426058	0.90876305	0.7899448	0.7867479	0.8434138	0.84738684	0.84714365	0.9078958	0.8340204	0.92250466	0.89045256	0.8107858	0.89279664	0.8369306	0.8079	0.79177046	0.7449833	0.8960042	0.9300784	0.77993214	0.87837446	0.69787025	0.8306121	0.88731915	0.8256856	0.83040214	0.82946026	0.8803842	0.79726833	0.81506777	0.81215966	0.73203135	0.7393569	0.87494254	0.78599817	0.7928072	0.8372688	0.9000193	0.7887243	0.87787724	0.8132342	0.77341783	0.85086215	0.9024648	0.75793606	0.83558047	0.7795715	0.79770374	0.93140984	0.88398564	0.77198035	0.76893765	0.8454751	0.87221175	0.86161643	0.89714587	0.7922693	0.72898793	0.80575633	0.7797719	0.92652637	0.8530841	0.873961	0.8851428	0.88909864	0.6784324	0.8202725	0.8628371	0.81904125	0.82269144	0.87874234	0.8418256	0.9106854	0.87552005	0.8179774	0.7990267	0.88029134	0.8391532	0.7175381	0.7907394	0.7549347	0.85011595	0.8371569	0.779085	0.8739966	0.7445322	0.7408443	0.8953729	0.8246098	0.8171457	0.84272456	0.87023175	0.80608004	0.8829378	0.0	0.8623961	0.89463377	0.8760068	0.80093056	0.7699056	0.81351715	0.8436742	0.9128998	0.79634523	0.8510664	0.8220454	0.90153104	0.9042935	0.8832766	0.7908524	0.7969187	0.76812536	0.79246044	0.84301794	0.7958214	0.7563714	0.9229564	0.7899921	0.63451636	0.8270416	0.8898351	0.77574366	0.91154736	0.83304703	0.8812986	0.8177992	0.784792	0.82688093	0.76051927	0.8761964	0.88821363	0.8690392	0.8280526	0.85707825	0.8542512	0.79823226	0.86895776	0.83595896	0.68758	0.7945911	0.7750231	0.8382498	0.844531	0.91910183	0.7863046	0.92791486	0.86122787	0.7990925	0.88681036	0.9439215	0.8275169
tijdelijk/adj	0.73563755	0.8919558	0.945052	0.8198283	0.91979396	0.86493415	0.835577	0.93491304	0.82470167	0.93866116	0.88549745	0.9193349	0.8402215	0.9030074	0.8053574	0.87900317	0.83325344	0.87520826	0.8764832	0.7676577	0.8983032	0.7298702	0.8307185	0.8490983	0.81592274	0.84271145	0.937469	0.89699656	0.7824086	0.88174295	0.915739	0.8624523	0.7132342	0.84436184	0.75907004	0.89765567	0.93640804	0.8975926	0.81752115	0.9330034	0.81585014	0.9228474	0.8281768	0.7105767	0.9047061	0.80554986	0.894644	0.8677965	0.9229272	0.86099553	0.79507875	0.84196985	0.7748065	0.7004796	0.9480224	0.87311506	0.83412194	0.8563068	0.88740003	0.8840824	0.8736633	0.8427163	0.7167077	0.907806	0.8941194	0.7173608	0.7966169	0.76867926	0.8019185	0.7271893	0.7524198	0.9107201	0.95717025	0.78399557	0.8445547	0.89389	0.7882223	0.75720596	0.7620096	0.9158451	0.83993065	0.77332765	0.90946895	0.92185557	0.8625113	0.8696997	0.8534638	0.8417989	0.9263948	0.89071536	0.74618423	0.8616018	0.8290812	0.884471	0.8623961	0.0	0.897853	0.9300735	0.7656128	0.840305	0.8055788	0.877428	0.78855467	0.9159846	0.9193585	0.9351926	0.8526552	0.8799232	0.82970643	0.8989098	0.821229	0.8833859	0.7901736	0.91089946	0.9296652	0.9152223	0.92454314	0.791607	0.90609944	0.84477603	0.8921854	0.86302364	0.8041406	0.8375699	0.89537954	0.9329513	0.89441735	0.9110547	0.8741275	0.7937175	0.84527147	0.79803675	0.90959394	0.8746303	0.7993794	0.9245268	0.67115283	0.9452847	0.8721343	0.91985804	0.8313883	0.7551241	0.82081306	0.8957314	0.86179155	0.92662674	0.82158124	0.84758574	0.8023957	0.8881002	0.73668
vader/noun	0.75529724	0.8559925	0.8551469	0.8820355	0.8297646	0.8710965	0.92866975	0.8693066	0.93740505	0.9374204	0.75184536	0.91467285	0.9440891	0.90820754	0.9429639	0.88540643	0.8978275	0.934708	0.53011537	0.93886393	0.9007631	0.8847439	0.86208165	0.8498663	0.46120083	0.85832834	0.92208266	0.45805222	0.80553055	0.9282601	0.83641374	0.9324577	0.847806	0.8671056	0.7076261	0.7468344	0.88668036	0.9033943	0.8685623	0.64681	0.9150154	0.8676723	0.93711674	0.9602952	0.8433372	0.9177538	0.8969029	0.7135438	0.34507036	0.75492054	0.91429245	0.9309774	0.8627924	0.9360775	0.9565199	0.65516526	0.68790895	0.9340143	0.91091275	0.87977946	0.8948664	0.8964574	0.8708691	0.8992257	0.5226631	0.921321	0.9392152	0.8701134	0.89060104	0.9576961	0.858017	0.81714153	0.95509595	0.5791421	0.82012224	0.8391762	0.85563153	0.85369325	0.87846166	0.9052327	0.9136932	0.929666	0.85846645	0.876444	0.8839002	0.84822804	0.91395855	0.5382477	0.8921215	0.6246246	0.8639044	0.8858889	0.8501132	0.8427477	0.89463377	0.897853	0.0	0.7773837	0.78108114	0.780324	0.86996704	0.8773552	0.9101891	0.90486324	0.91270816	0.7723968	0.8230457	0.906097	0.9392847	0.8987847	0.7758788	0.9251292	0.87722677	0.8438605	0.8238289	0.86706173	0.29235876	0.76355755	0.8743706	0.6703282	0.8180971	0.86999196	0.9391992	0.74556625	0.87157875	0.827662	0.8824765	0.8274374	0.9133409	0.95546067	0.9128677	0.8563144	0.92402387	0.87615687	0.8025929	0.87569857	0.9386972	0.9093023	0.906073	0.85587704	0.9022443	0.95442533	0.86571145	0.9681686	0.8287261	0.9141979	0.9488823	0.720175	0.8280426	0.764838	0.7806189
dame/noun	0.8170379	0.8197857	0.79332423	0.8375739	0.8847926	0.82282853	0.9227263	0.8663015	0.8768155	0.92874515	0.8435904	0.8466979	0.8933171	0.8445655	0.9355389	0.8251583	0.8463552	0.9108234	0.7072599	0.937131	0.8834218	0.86544126	0.7988467	0.80799425	0.77283984	0.8408081	0.9174689	0.7425265	0.77191764	0.9294396	0.78724754	0.88329756	0.8508033	0.7962116	0.7834683	0.83757734	0.8131924	0.9372826	0.7984866	0.5858758	0.870367	0.79197854	0.9349317	0.93976355	0.7719687	0.8831098	0.84683824	0.7119622	0.8269075	0.7520279	0.9316939	0.9282923	0.7859249	0.90917116	0.8822492	0.79195815	0.6635403	0.90698147	0.8702139	0.8544028	0.9232901	0.80905163	0.87442714	0.84346604	0.5091307	0.8765554	0.929401	0.86094475	0.86086714	0.9503965	0.86458325	0.7876402	0.94660753	0.7659274	0.81367445	0.7833798	0.87138456	0.8178957	0.8567198	0.8256937	0.8641467	0.8736482	0.83577394	0.81960464	0.9092037	0.75076646	0.9237002	0.78584135	0.87135863	0.6601117	0.89534074	0.754392	0.7741915	0.88821685	0.8760068	0.9300735	0.7773837	0.0	0.8024197	0.7584325	0.79842186	0.8342747	0.9444058	0.852242	0.84649694	0.7850504	0.86764705	0.9149712	0.8936595	0.83570594	0.8345906	0.88902485	0.84444326	0.7935781	0.7861836	0.8493904	0.82347846	0.79502654	0.8716798	0.7338857	0.8810801	0.8438236	0.8600109	0.83568466	0.7376756	0.79164	0.82039034	0.8395889	0.86969423	0.938633	0.88538796	0.8241513	0.93047976	0.80061674	0.8059181	0.78549457	0.91877705	0.9072005	0.8527066	0.84069246	0.8599233	0.9499397	0.78936434	0.91896695	0.8343414	0.90493035	0.9150323	0.7601371	0.7612264	0.9088629	0.75751346
door/prep	0.7931926	0.86000764	0.90870464	0.8206462	0.88065577	0.89747924	0.85386884	0.88632715	0.83687866	0.9252297	0.71366894	0.9316771	0.8342947	0.9262055	0.84208435	0.87360996	0.853493	0.89277166	0.77708316	0.78688455	0.8790128	0.78903747	0.7956382	0.75603616	0.8132417	0.82859594	0.9374827	0.7709788	0.70555055	0.8690241	0.8068987	0.84337854	0.7504154	0.8262402	0.7189492	0.8283239	0.8815239	0.87865245	0.8326721	0.8036751	0.8137257	0.84162605	0.7789021	0.85857046	0.87451994	0.79026484	0.8194579	0.8107932	0.7845503	0.78445345	0.6771309	0.81464225	0.75260466	0.8103822	0.9483725	0.7810166	0.7984156	0.8544911	0.89921343	0.74860144	0.7764069	0.85404813	0.82290816	0.8677943	0.75389796	0.7148116	0.7613871	0.7450995	0.8305853	0.8027097	0.7635426	0.8732529	0.94642854	0.7122264	0.8413992	0.76031643	0.7137709	0.7398948	0.6870863	0.912072	0.8876285	0.7644129	0.8661065	0.88582206	0.86923766	0.7758574	0.79590297	0.80362713	0.8340641	0.7274416	0.75378215	0.833138	0.76133424	0.75487673	0.80093056	0.7656128	0.78108114	0.8024197	0.0	0.79111266	0.82153606	0.79618645	0.7495721	0.91347015	0.8726933	0.9216853	0.851576	0.7710448	0.8494252	0.89245445	0.7756982	0.8829287	0.79656595	0.91342896	0.8737698	0.8967179	0.7816045	0.7025558	0.8603358	0.77608347	0.8108076	0.9001192	0.84751594	0.81222796	0.8861373	0.85401535	0.8421984	0.8583989	0.8290606	0.88817483	0.87425077	0.7886572	0.91071147	0.7956066	0.76072377	0.884305	0.79995984	0.9555875	0.8299515	0.8938202	0.699155	0.81327504	0.70835644	0.8595519	0.77020866	0.922943	0.83253276	0.7069017	0.71125007	0.74290967	0.7193823
mens/noun	0.6903207	0.8499592	0.69035256	0.72264063	0.90227544	0.73157716	0.87115014	0.8946195	0.83681476	0.93438977	0.6965043	0.7122314	0.8783689	0.7257787	0.78821486	0.7330363	0.7210848	0.90357506	0.81449145	0.82670546	0.7877685	0.69399035	0.76934665	0.85831237	0.61542994	0.7766074	0.8447244	0.7543416	0.74820685	0.8179991	0.7398397	0.78742087	0.7040294	0.8284509	0.6039904	0.7345567	0.6946691	0.9466701	0.6541584	0.58416855	0.79019684	0.64763176	0.85523486	0.90636504	0.56414425	0.8180424	0.8293101	0.48892367	0.8518894	0.76480186	0.87748295	0.83916587	0.62706953	0.88857543	0.7902957	0.78435415	0.54260767	0.7781587	0.7050863	0.7721737	0.8715512	0.8101041	0.65747833	0.8421241	0.5914935	0.7149664	0.8529737	0.839212	0.84535944	0.8573837	0.71531105	0.764346	0.94582975	0.64293766	0.6721686	0.68444526	0.6875812	0.59502894	0.73645663	0.69060856	0.72791994	0.88723767	0.6267029	0.7075543	0.8941901	0.63327277	0.8108742	0.77385044	0.77098393	0.6638912	0.8004046	0.7833286	0.80513525	0.82866514	0.7699056	0.840305	0.780324	0.7584325	0.79111266	0.0	0.63502324	0.8592315	0.86687225	0.7156074	0.8610963	0.60638165	0.8102516	0.9282387	0.7642238	0.7483736	0.71847427	0.75139904	0.6537416	0.6948355	0.65042365	0.7085682	0.83512664	0.57001525	0.76764345	0.6694331	0.91557235	0.66920644	0.7865531	0.81448734	0.7773755	0.652678	0.66550404	0.75612533	0.8986531	0.8762369	0.8403465	0.5098429	0.77411354	0.8192116	0.6337299	0.72654796	0.8247603	0.8248028	0.68640304	0.7142414	0.7082309	0.82657945	0.798752	0.90263706	0.738404	0.9192364	0.8786771	0.67853725	0.7266506	0.9398722	0.7048085
klant/noun	0.807451	0.7781016	0.84409887	0.75795996	0.9169875	0.7991677	0.886904	0.9384658	0.72116256	0.93481785	0.8386699	0.82738304	0.8722449	0.8371509	0.8233304	0.8179358	0.72553754	0.89586836	0.8645082	0.7536266	0.83694637	0.7210969	0.8101037	0.883371	0.7057594	0.8493852	0.8756594	0.79614395	0.75516474	0.840093	0.84482765	0.8094481	0.69322824	0.7954815	0.6679827	0.8801334	0.83203423	0.93576026	0.7024926	0.8360343	0.6832111	0.65030754	0.82420975	0.8801389	0.7424196	0.8073646	0.82319415	0.7391537	0.90746033	0.7713014	0.84639627	0.86953866	0.62406945	0.78641105	0.8962855	0.82299626	0.6831796	0.82441664	0.81186396	0.8313165	0.91257447	0.8616411	0.7671786	0.8819303	0.81377363	0.6330858	0.7662556	0.8005124	0.7979969	0.8299343	0.7928067	0.83182436	0.948051	0.7401009	0.78445506	0.74991894	0.78817904	0.73881406	0.70537376	0.8304311	0.76663065	0.8878269	0.7894545	0.8636757	0.890955	0.81640553	0.9015329	0.82795745	0.88213897	0.7570944	0.80099666	0.8841382	0.81102437	0.88506174	0.81351715	0.8055788	0.86996704	0.79842186	0.82153606	0.63502324	0.0	0.88899827	0.9173568	0.87132686	0.8751298	0.80297554	0.840951	0.9267156	0.7049935	0.8408351	0.76896745	0.83765364	0.76903814	0.72688985	0.8028392	0.8510769	0.89612573	0.67899233	0.8438783	0.7734601	0.895075	0.7452228	0.7925763	0.68173015	0.82148916	0.81721985	0.7571397	0.8799911	0.8696518	0.87844175	0.86321557	0.740988	0.8763399	0.8472384	0.71218836	0.87495697	0.73730886	0.8820651	0.7909193	0.8291599	0.7903049	0.8273552	0.81019944	0.8300371	0.83033174	0.9107185	0.79224044	0.7466254	0.74062127	0.91997296	0.7407211
overeind/adv	0.8738749	0.8848236	0.79615915	0.8438148	0.88037974	0.8156558	0.8469436	0.931106	0.86933184	0.93699515	0.8546429	0.83314186	0.8676786	0.78485346	0.8789338	0.8207685	0.8235235	0.874846	0.89507425	0.8704635	0.8851525	0.8340452	0.7980685	0.8227483	0.8994052	0.77947927	0.895306	0.87469745	0.84252316	0.87508065	0.7913091	0.8362806	0.84672487	0.8607664	0.8254109	0.851551	0.83201396	0.823551	0.8720578	0.81814545	0.89634585	0.8545246	0.8409105	0.87860984	0.79577434	0.83684695	0.8553839	0.8044414	0.88858855	0.84909	0.8211127	0.8656068	0.848884	0.9273725	0.85336363	0.89113724	0.78810316	0.82160634	0.8409283	0.8384342	0.9149605	0.77021575	0.8861763	0.9039044	0.87445027	0.81325614	0.8245053	0.85260355	0.87208116	0.89034456	0.881314	0.87669426	0.88072157	0.8899714	0.81476694	0.79825306	0.8777646	0.84854233	0.8053895	0.7650596	0.81707513	0.8207451	0.85929936	0.8172585	0.89443624	0.76049995	0.84500587	0.8896253	0.8549633	0.8037579	0.8863938	0.81367975	0.82041043	0.8592969	0.8436742	0.877428	0.8773552	0.8342747	0.79618645	0.8592315	0.88899827	0.0	0.88858354	0.8141973	0.73569596	0.82181424	0.8931567	0.8005968	0.8821776	0.7846401	0.84821475	0.8262244	0.86623937	0.8838253	0.83198583	0.8260436	0.9055828	0.8523942	0.8836996	0.78145885	0.8332242	0.809861	0.78863573	0.8845267	0.80264235	0.82399917	0.83674514	0.83123934	0.7982674	0.90023464	0.87459147	0.90789676	0.8491759	0.8464265	0.89260304	0.8028722	0.911025	0.8985989	0.83971035	0.8280113	0.84459156	0.8995737	0.7937513	0.83693695	0.79673386	0.94605726	0.8887415	0.8084797	0.8823093	0.9035984	0.8402475
Kosovo/name	0.90310216	0.9203827	0.9433805	0.8686153	0.909904	0.9275635	0.8549704	0.94567436	0.9192867	0.9689212	0.71650434	0.9551855	0.8714891	0.9309973	0.8897716	0.9348238	0.9163872	0.92456067	0.8733797	0.88244724	0.9311971	0.8106883	0.90246975	0.8171731	0.8886032	0.8700172	0.92389363	0.9074077	0.80788815	0.90396124	0.9053248	0.92211515	0.7874887	0.92448896	0.75788504	0.89922094	0.9376485	0.94245106	0.9067561	0.9181748	0.92841554	0.9283814	0.7200432	0.90869	0.9374558	0.89122856	0.8998093	0.9033759	0.92685115	0.86271137	0.8546815	0.8171955	0.8260814	0.8750472	0.96180063	0.89568275	0.85361826	0.90072924	0.9176437	0.8734391	0.5861369	0.89430416	0.8804431	0.91982144	0.8771063	0.8663243	0.81683886	0.87622726	0.9005163	0.8519629	0.874061	0.94049054	0.91890687	0.78819853	0.8717509	0.86195064	0.66092837	0.7490908	0.8221357	0.9405083	0.91471756	0.8354317	0.9006847	0.91966057	0.9238565	0.92071664	0.7259681	0.8270895	0.85268617	0.8856432	0.72862446	0.9397919	0.88166046	0.72529364	0.9128998	0.78855467	0.9101891	0.9444058	0.7495721	0.86687225	0.9173568	0.88858354	0.0	0.954008	0.9351119	0.94825673	0.9048171	0.7855025	0.91333544	0.9237118	0.88852954	0.9140788	0.84243697	0.94733125	0.9353552	0.94396764	0.90784395	0.7991374	0.9127473	0.8453014	0.91537136	0.90235496	0.9277183	0.8734668	0.93035233	0.9368708	0.89697134	0.9490477	0.9502323	0.8789613	0.9292346	0.8632834	0.90380144	0.9023322	0.8121957	0.96324253	0.84832996	0.95323294	0.9313609	0.9235839	0.8265648	0.8894929	0.8025364	0.9325616	0.8671202	0.955512	0.90830886	0.8685545	0.86930096	0.69200444	0.8999399
misschien/adv	0.91626304	0.9023724	0.51103663	0.7335024	0.8812117	0.4803385	0.8481573	0.91415614	0.8863553	0.93546987	0.8746338	0.43795413	0.90715915	0.5635911	0.8307743	0.6154254	0.5724521	0.85917735	0.9388616	0.8659937	0.6385572	0.75214994	0.6732495	0.9310037	0.8617283	0.7222004	0.7485236	0.8727014	0.7883442	0.8351452	0.8512788	0.75700706	0.7946303	0.8899009	0.771772	0.7577583	0.60758734	0.9125686	0.8649402	0.76890016	0.9000924	0.72762877	0.89027905	0.9637334	0.5554898	0.80495375	0.8067415	0.6273553	0.949874	0.87017584	0.8585308	0.90922	0.8469008	0.9401491	0.6125635	0.8569524	0.65078425	0.78508526	0.5767969	0.83244	0.9676785	0.710037	0.90340847	0.8806511	0.8844285	0.73496616	0.8560494	0.8898277	0.90163153	0.8858748	0.9016848	0.71695644	0.93181074	0.9034256	0.5420302	0.71479243	0.8937862	0.8483222	0.79017067	0.3959232	0.5124585	0.87440467	0.69011813	0.582889	0.9262422	0.48961115	0.8762463	0.9253124	0.83000344	0.7649988	0.9202512	0.7045237	0.8961637	0.8765698	0.79634523	0.9159846	0.90486324	0.852242	0.91347015	0.7156074	0.87132686	0.8141973	0.954008	0.0	0.81331074	0.52627575	0.8914513	0.9214568	0.8690609	0.5144417	0.838229	0.5351951	0.8666128	0.6405853	0.56911623	0.4519267	0.9381646	0.7887617	0.7886032	0.7209586	0.9141044	0.60821044	0.8992911	0.91717255	0.66893244	0.6111573	0.6490032	0.64072925	0.86225647	0.85857254	0.88220966	0.9191927	0.66804755	0.84308386	0.8908161	0.5081996	0.94409287	0.6799129	0.65434706	0.6547961	0.8491759	0.9171567	0.86817765	0.92679054	0.78827465	0.93818825	0.90044785	0.74921215	0.90894675	0.9680825	0.7959325
vooruit/adv	0.91221917	0.92380244	0.7769172	0.86660767	0.8560001	0.7607739	0.74682295	0.920134	0.91023785	0.9198177	0.8979812	0.8345565	0.8278435	0.7828858	0.8790596	0.87147313	0.8280675	0.8460456	0.9441122	0.9130421	0.8721689	0.8274348	0.82440054	0.85486764	0.91894394	0.79499686	0.88237554	0.8951937	0.8506871	0.89237046	0.7931873	0.8592169	0.798126	0.8106147	0.85508215	0.87038493	0.8420682	0.87932414	0.8807901	0.82726926	0.8992764	0.88695365	0.84816796	0.9461452	0.7771392	0.7847819	0.8743713	0.81282663	0.9205923	0.88287103	0.8804343	0.8783745	0.8634624	0.9243723	0.88533306	0.8867476	0.7677825	0.87924993	0.8280731	0.91541743	0.94769144	0.7177366	0.8964511	0.9038094	0.88654065	0.8534225	0.8586768	0.88535106	0.904854	0.90498245	0.90269715	0.82646126	0.9134946	0.93060523	0.8038384	0.79374874	0.88673735	0.88993764	0.7960106	0.77255833	0.800213	0.8929654	0.8362709	0.8404818	0.8879594	0.7964607	0.87296534	0.9399971	0.87780637	0.83504444	0.9069134	0.7986024	0.86067116	0.8558674	0.8510664	0.9193585	0.91270816	0.84649694	0.8726933	0.8610963	0.8751298	0.73569596	0.9351119	0.81331074	0.0	0.7789969	0.91806376	0.87042433	0.89459014	0.811968	0.88014185	0.8563163	0.8922374	0.86850554	0.8306197	0.8531002	0.9241207	0.85168666	0.8969911	0.790267	0.79516995	0.74789166	0.824626	0.91984606	0.7734274	0.8299185	0.79943514	0.8318314	0.8402677	0.8888679	0.8877536	0.9125347	0.86117226	0.7366984	0.90693504	0.7998266	0.93699986	0.8468532	0.8110945	0.79512316	0.8541758	0.894997	0.8646613	0.81062824	0.816486	0.9287203	0.88624	0.8269474	0.85031563	0.94923025	0.8573397
