	koopwaar/noun	meter_DIM/noun	explosief/adj	aantal/noun	als/prep	ontvlambare/adj	lever/verb	verbied/verb	ofwel/vg	medicijn/noun	toe/part	kort/adj	combinatie/noun	blauw/adj	kilo_gram/noun	test/verb	maak_aan/verb	zee/noun	je/det	trek_aan/verb	hoop/noun	ervoor/pp	stuk/noun	veel/det	verbod/noun	dan/comparative	cel/noun	doe_op/verb	lucht/noun	enorm/adj	zaad/noun	bijvoorbeeld/adv	die/det	gemaakt/adj	examen/noun	enzovoorts/vg	bijgevolg/adv	soort/noun	bedekt/adj	onderzoek/noun	werkzaam/adj	rot_weg/verb	test/noun	beoordeling/noun	kleding/noun	en/vg	lap/verb	Edinburgh/name	design/noun	voldoende/det	in/prep	wat/det	kan/verb	soortgelijk/adj	snit/noun	welk/det	weer/adv	aan/prep	onschuldig/adj	doe/verb	over/adj	als/comp	wit/adj	dus/adv	grijs/noun	koraal_rif/noun	ben/verb	men/pron	lig/verb	overspan/verb	spring_stof/noun	lawaai/noun	dring_door/verb	snuif_op/verb	te/adv	spons/noun	genoeg/adj	droog/adj	dat/pron	ander/adj	werk/verb	teveel/det	chemisch/adj	ontsta/verb	achter/part	overal/adv	long/noun	heel/adv	Schelde/name	stimuleer/adj	benzeen/noun	monster/noun	blaas/verb	wanneer/comp	lang/adj	pil/noun	3,2/num	sommige/det	vuil/adj	vaak/adj	wolk/noun	lichaam/noun	toestel/noun	roman/noun	kleed/noun	meer/det	spuw_uit/verb	laat_achter/verb	spot/noun	glans/adj	vrij/part	die/pron	haal/verb	bekend/adj	vermeng/verb	laag/noun	vluchtig/adj	zoals/comp	vanwege/prep	uit/adj	cosmetische/adj	weg/part	pantalon/noun	sla_neer/verb	voorkom/adj	bepaald/adj	weg/noun	zoveel/det	discussie/noun	allerlei/det	verboden/adj	verdacht/adj	duizenden/noun	thuisland/noun	public/noun	of/comp	vervoer/noun	om/comp	exotisch/adj	hersenen/noun	klein/adj	nieuw/adj	voeg_toe/verb	bedrukt/adj	verplicht/adj	vul/verb	ontwerper/noun	zorgvuldig/adj	moet_op/verb	glijd/verb	vloer/noun	diep/adj	trek_op/verb	rustgevend/adj	blaas_weg/verb	bijeen/adj	vind/verb	geschilderd/adj	omstreden/adj	terecht/part	waardevol/adj	verwerkt/adj	wild_card/noun	dezelfde/det	geen/det	uiterst/adj	deze/det	om/prep	draad/noun	vreemdsoortig/adj	kies/verb	verwerking/noun	aanmaak/noun	kleur/noun	voeding_supplement/noun	nogal/adv	benodigd/adj	kilo/noun	schrap/verb	gedecoreerd/adj	verga/verb	door/prep	aan/part	aandoenlijk/adj	kom_vrij/verb	flink/adj	opwekkend/adj	gebruik/verb	bloed_monster/noun	overheers/verb	dik/adj	rat/noun	alle/det	alles/adv	kameel/noun	omgeef/verb	melk/noun	gevuld/adj	van/prep	verspreid/verb	dompel_onder/verb	ijzeren/adj	vast/adj	brandbaar/adj	botsing/noun	interessant/adj	waar/noun	drugs_gebruik/noun	roestig/adj	woensdag_middag/noun	schadelijk/adj	spier_versterkend/adj	hoop_DIM/noun	verf/verb	drama/noun	ene/adj	boeiend/adj	gevoerd/adj	tot/prep	giftig/adj	lever_op/verb	er/adv	zinvol/adj	tabak_fabrikant/noun	immers/adv	gemakkelijk/adj	actief/adj	vorm/verb	tweeduizend/num	maak_vrij/verb	signeer/verb	vervuil/adj	rits/noun	douche/noun	doordat/comp	geef/verb	gebruik/noun	enkel/det	ook/adv	waarin/pp	Collen/name	analyse/noun	ga_tegen/verb	gevaarlijk/adj	water/noun	stel_bloot/verb	vrouw_tennis/noun	Kent/name	puin/noun	rapporteer/verb	splinter/noun	besmet/verb	lichaam_eigen/adj	bovenstaand/adj	overhemd/noun	concentratie/noun	vrij/noun	aangezien/comp	genoeg/adv	meet/verb	frekwent/adj	uitstoot/noun	ziekteverwekker/noun	spuit_in/verb	Ramdas/name	plastic/adj	niet_werk/adj	bepaal/verb	bovendien/adv	dun/adj	omdat/comp	koop/verb	zit/verb	speciaal/adj	het/det	ontwikkeld/adj	walm/noun	modern/adj	blijf_achter/verb	nodig/adj	maak/verb	vandaan/part	na/part	leven_middel/noun	elegant/adj	vermoedelijk/adj	opslag/noun	voor/prep	onder/prep	bevang/verb	straal/noun	de/det	bescherm/verb	aanhang_wagen/noun	Umicore/name	nadenken/noun	oud/adj	loos/verb	verf/noun	maquette/noun	professor/noun	bloot/adj	veel/adj	lijst/noun	warm/adj	besta/verb	kom_voor/verb	los/adj	af/part	centi_meter/noun	word/verb	transporteer/verb	neem_op/verb	aangetroffen/adj	reageer/verb	mogelijk/adj	inmiddels/adv	genoeg/det	blijk/verb	combineer/verb	hoeveelheid/noun	ontplof/verb	gespecialiseerd/adj	kom_terecht/verb	buitenaf/adv	divers/adj	verwerk/verb	Anil/name	uit/prep	zorg/verb	open_lucht/noun	geef_af/verb	zeer/adv	willoos/adj	relatief/adj	kort/adv	gesprek/noun	alleen/adv	letterlijk/adj	ontdek/verb	zand/noun	zet_om/verb	vleug_DIM/noun	meest/adj	deeltje/noun	aromatisch/adj	ton/noun	container/noun	gaas/noun	bacterie/noun	afkomstig/adj	neder_wiet/noun	vanonder/prep	laai_op/verb	overvloedig/adj	stank/noun	buitenissig/adj	vreemd/adj	lap_DIM/noun	op/part	roddel/noun	akelig/adj	stuk_DIM/noun	bied/verb	mooi/adj	heel/adj	soms/adv	strak/adj	bevat/adj	stook_olie/noun	vooral/adv	kom_vrij/adj	explodeer/verb	prikkel/adj	nandrolon/noun	met/prep	verschil/adj	heen/part	fris_op/verb	kankerverwekkend/adj	ergernis/noun	omgang/noun	smetteloos/adj	minder/det	honger/noun	kleurrijk/adj	meer/adj	meter/noun	natuurlijk/adj	zonder/prep	zichtbaar/adj	korrel/noun	eiwit/noun	lap/noun	hoop_op/verb	slik/verb	steek_af/verb	toxische/adj	bevat/verb	TNT/name	fel/adj	ontwerp/verb	sigaret/noun	waai_op/verb	puriteins/adj	een/det	verricht/verb	13.000/num	rood/adj	geheimzinnig/adj	voorzie/verb	gordijn/noun	smelt/verb	tapijt/noun	werking/noun	8.000/num	elk/det	of/vg
koopwaar/noun	0.0	0.8381249	0.8747886	0.9163292	0.77124596	0.8710753	0.7561357	0.8054436	0.8339639	0.788278	0.92485064	0.8889178	0.80321944	0.82467276	0.8756626	0.8080683	0.7732096	0.8053515	0.7091451	0.83774495	0.8195594	0.8630731	0.7133312	0.86879134	0.90049875	0.8347169	0.91308534	0.8195895	0.8317254	0.8488315	0.6891303	0.79875433	0.73398346	0.73440635	0.88899755	0.872324	0.8019562	0.68480855	0.6944627	0.91591233	0.9367782	0.71552896	0.839842	0.92261535	0.68873405	0.7037191	0.9021025	0.8726591	0.8131541	0.8215997	0.8651612	0.80026186	0.78796995	0.84815955	0.87471986	0.84814674	0.85231173	0.8632826	0.8456211	0.8881142	0.8306377	0.8062643	0.77335775	0.8067189	0.87418133	0.7645869	0.7992561	0.77740836	0.71094096	0.82108593	0.8159859	0.7554862	0.88953555	0.82105017	0.86164	0.71561086	0.852394	0.7438425	0.79125226	0.7675588	0.86204	0.73157156	0.7734173	0.8353429	0.7957567	0.68348765	0.8058665	0.83572924	0.86010206	0.80963427	0.90964556	0.77173537	0.85202754	0.7691755	0.8605556	0.81779635	0.8870143	0.7590674	0.7769579	0.7986229	0.80670214	0.77716935	0.8397895	0.8062466	0.7189387	0.88538754	0.8266856	0.7037268	0.80854666	0.7526663	0.8694192	0.7326663	0.807821	0.89299595	0.7312361	0.7116684	0.8955016	0.73924255	0.8441041	0.8268714	0.8778034	0.8210465	0.88626987	0.8693104	0.88599575	0.83532286	0.82212746	0.8606705	0.9054687	0.6605567	0.87191725	0.8109892	0.67943555	0.88603896	0.9563904	0.8366468	0.8633792	0.7162492	0.6076547	0.83172315	0.81635964	0.8363497	0.77999544	0.7578832	0.83168995	0.64472985	0.8518091	0.7966031	0.87023866	0.7016819	0.76589257	0.8229079	0.87225187	0.8460494	0.81909114	0.75142914	0.7729188	0.77100486	0.91712093	0.86146265	0.6630579	0.8137386	0.9004135	0.8676212	0.8458746	0.8754913	0.7965354	0.8151415	0.81761587	0.71307963	0.82895184	0.839988	0.8518736	0.76178837	0.85938066	0.8456201	0.81174785	0.8187915	0.8984253	0.7942256	0.8494288	0.85318494	0.8221169	0.7955675	0.8567604	0.8311765	0.84566385	0.7997259	0.8793004	0.89680755	0.7528914	0.76950634	0.73242486	0.7857001	0.72147036	0.77639985	0.6948265	0.68952453	0.89797556	0.7523716	0.6866117	0.82818913	0.83452004	0.82582	0.93531686	0.70388424	0.70996165	0.82956	0.8012229	0.90708405	0.80371773	0.90913343	0.75645673	0.8358418	0.8897009	0.7648667	0.81051254	0.8389229	0.9188519	0.7847323	0.7640188	0.7724606	0.8296577	0.8144759	0.74666023	0.84372413	0.8957862	0.77593774	0.8066179	0.9095317	0.8958498	0.83946425	0.8263532	0.83997816	0.79362327	0.76427925	0.87474775	0.7531273	0.8223555	0.7415613	0.91892976	0.8316321	0.92124194	0.87532914	0.6790083	0.84968495	0.86872905	0.87239695	0.7309294	0.8691677	0.8294377	0.8073385	0.9109193	0.80203617	0.8481674	0.89682084	0.8543867	0.78742814	0.7429342	0.83806324	0.84959257	0.9344172	0.8008466	0.78325593	0.94639224	0.65524745	0.8916076	0.8824109	0.7907543	0.77602506	0.75592744	0.7850357	0.7794448	0.8274294	0.8427945	0.8173827	0.8330866	0.8465798	0.8642312	0.8293941	0.778618	0.7796761	0.8786339	0.7144855	0.80170673	0.8666907	0.86812884	0.8794061	0.7466085	0.9306175	0.7971946	0.8825181	0.75402105	0.8481312	0.9393217	0.84896356	0.84323573	0.7890091	0.7614629	0.8256732	0.91979146	0.7209766	0.8702135	0.86194944	0.73624206	0.7908056	0.83499813	0.7692473	0.9085891	0.7518196	0.7362642	0.7913815	0.9206908	0.82011753	0.90672046	0.81298614	0.8689456	0.8424352	0.869549	0.783242	0.8214675	0.8589084	0.826082	0.8441267	0.81214446	0.73682797	0.77569556	0.9506108	0.74290955	0.85939175	0.834784	0.8069915	0.8241602	0.8795279	0.8933957	0.9629226	0.89797103	0.834373	0.7632506	0.76424575	0.67306256	0.8253125	0.8809738	0.77543676	0.7665647	0.8242722	0.82108116	0.69500524	0.8020115	0.76398045	0.8333169	0.8847215	0.7305927	0.8919409	0.7633287	0.7923452	0.7746762	0.75307286	0.73555136	0.87955564	0.8074713	0.83899283	0.6956255	0.8043196	0.8090468	0.77589715	0.7377716	0.87233853	0.7851782	0.7740162	0.8214816	0.8359945	0.8302192	0.72442293	0.8606426	0.75227773	0.7367138	0.7416452	0.85123104	0.8525811	0.856406	0.8264313	0.8286071	0.8594469	0.8582645	0.706826	0.85401547	0.82780004	0.8263029	0.82044804	0.7653965	0.6947899	0.77138454	0.6907226	0.8271807	0.8341614	0.84564304	0.82270086	0.7193183	0.87263143	0.92877394	0.81293154	0.7158774	0.8493426	0.8232202	0.7560078	0.82698554	0.8849369	0.8367401	0.7138146	0.79557335	0.791947	0.7441803	0.6753808	0.89644533	0.7904273	0.75615215	0.735608
meter_DIM/noun	0.8381249	0.0	0.915482	0.9470708	0.8238784	0.9497095	0.9021024	0.95389277	0.9218556	0.9201063	0.9007888	0.93377626	0.9167951	0.7863868	0.9604003	0.8993704	0.8827728	0.85916686	0.8596862	0.9165801	0.8273036	0.92152005	0.7443512	0.8685411	0.95489043	0.8933036	0.892574	0.85244846	0.8067057	0.7522253	0.83100766	0.87349755	0.7980036	0.76928425	0.94610584	0.88680583	0.8807757	0.7746	0.7575494	0.95875764	0.96167886	0.89139974	0.9400987	0.871409	0.797426	0.8129815	0.8047175	0.941718	0.71364266	0.86340284	0.8592591	0.84007627	0.91062593	0.96037614	0.88753223	0.92295575	0.7856696	0.8719687	0.93527293	0.8688202	0.8298991	0.86589	0.6968979	0.8236012	0.8297477	0.907383	0.82090735	0.8818866	0.82340807	0.58842766	0.8862159	0.82886326	0.8899418	0.8997817	0.8667991	0.8371495	0.7492571	0.81943834	0.8289028	0.8694124	0.86215156	0.93227416	0.9280971	0.9014715	0.9264707	0.78866875	0.8868136	0.8913425	0.8679218	0.91401577	0.94017786	0.9251442	0.9225378	0.9024405	0.8523936	0.9142571	0.9381067	0.8972908	0.8421467	0.8180045	0.8004688	0.82703155	0.824151	0.91295505	0.7905859	0.9089972	0.9010192	0.89441884	0.9341564	0.6033046	0.9246777	0.8650736	0.9327495	0.92728055	0.8800256	0.6505134	0.9144381	0.8882231	0.92313516	0.8913212	0.90106606	0.9358288	0.87962633	0.9134345	0.94996494	0.89155734	0.8357338	0.88109404	0.95172787	0.8998101	0.9434131	0.93271077	0.9231741	0.98599756	0.9167332	0.9014029	0.93135875	0.77549475	0.83861285	0.8673145	0.77665925	0.8328165	0.8512712	0.80997026	0.9012738	0.80257803	0.834352	0.75133204	0.91153497	0.644206	0.6204392	0.7370119	0.93275857	0.91605335	0.8701963	0.7821993	0.86300683	0.74236816	0.952115	0.81042904	0.8576861	0.8152654	0.92317355	0.8216193	0.84867793	0.868688	0.9215375	0.84701824	0.64246786	0.8306829	0.88969547	0.93295234	0.9118415	0.6630627	0.9276443	0.9272023	0.8535743	0.91688734	0.9024975	0.9211049	0.94520795	0.8301543	0.9079541	0.8690854	0.927752	0.8074137	0.91585577	0.905738	0.95396036	0.8396337	0.75370556	0.9350005	0.7805059	0.6977186	0.85978097	0.80572844	0.8747866	0.852316	0.9096568	0.9246128	0.9159261	0.72021127	0.91755396	0.85286176	0.92942876	0.8910543	0.7601291	0.9242472	0.8472501	0.87260425	0.9301766	0.94392246	0.83757585	0.804402	0.9051903	0.7987766	0.87787575	0.9687508	0.9466542	0.9074149	0.8349869	0.7644887	0.93391347	0.93269706	0.854848	0.89809567	0.95270264	0.82170606	0.9209411	0.8598986	0.9265014	0.9057415	0.84328526	0.8851248	0.8976133	0.7592704	0.9224692	0.8885305	0.8983036	0.7978962	0.9630177	0.9595447	0.95268667	0.9124773	0.79336333	0.9357751	0.85238606	0.94659734	0.8832506	0.9449951	0.8566452	0.9662883	0.9131395	0.9382852	0.83449775	0.90845937	0.89739585	0.8975412	0.92756516	0.8796372	0.91538775	0.96490145	0.9395335	0.9135314	0.9564961	0.72512764	0.9580044	0.9049551	0.8496691	0.67659134	0.903992	0.8391318	0.80331784	0.8675164	0.8798808	0.90233135	0.8945331	0.8229979	0.8551142	0.85936666	0.83438766	0.86819774	0.9164386	0.88155293	0.74138445	0.9592355	0.9495506	0.84903234	0.7828609	0.9429122	0.9179871	0.8426382	0.9399406	0.91570985	0.9692158	0.8485601	0.8358636	0.93547666	0.7745833	0.85099983	0.9897022	0.8321574	0.8793977	0.92678815	0.83178484	0.7814878	0.9056983	0.80608666	0.91554964	0.7868367	0.92971325	0.90381896	0.8954373	0.88937044	0.9488539	0.9327803	0.87219775	0.7966579	0.9124047	0.7630533	0.87388635	0.94285583	0.89056635	0.8131806	0.8914597	0.8165341	0.88284224	0.97605383	0.8597011	0.8918105	0.92101943	0.9389657	0.9126769	0.9172948	0.89625484	0.96864986	0.92372614	0.8637346	0.7999899	0.8912486	0.81849056	0.9435409	0.8448185	0.95870817	0.85439575	0.844989	0.951915	0.8003774	0.5715703	0.89436144	0.93311715	0.9059373	0.8816612	0.93754613	0.89506537	0.9506128	0.9239592	0.91155565	0.7174027	0.8924183	0.9171192	0.8220841	0.7337128	0.82481647	0.7701283	0.83699983	0.81800973	0.747448	0.8752973	0.84973764	0.9390074	0.88968134	0.90839225	0.8794602	0.93782455	0.82132864	0.8597507	0.6996061	0.8739674	0.88891184	0.90146035	0.9332931	0.8399853	0.95371085	0.88644993	0.8367902	0.8442159	0.80210155	0.7793085	0.85372674	0.6889458	0.795804	0.8677052	0.6211921	0.8737533	0.89870495	0.8448193	0.9061674	0.8123181	0.9337902	0.8781931	0.8508475	0.90441346	0.9056717	0.8394112	0.7194909	0.91446173	0.9339674	0.66689503	0.8531457	0.7203575	0.7406217	0.84842014	0.75912184	0.96674925	0.8874344	0.7831012	0.75594926
explosief/adj	0.8747886	0.915482	0.0	0.7622055	0.84299207	0.44637907	0.78226435	0.7405237	0.8627594	0.7290198	0.9174014	0.82015157	0.6663905	0.8400074	0.633895	0.79283845	0.75896335	0.82362777	0.899956	0.84107983	0.8861375	0.80765736	0.83791614	0.80591035	0.78179455	0.814	0.7904211	0.9403665	0.63832116	0.6686762	0.76481354	0.7199175	0.7463378	0.8235124	0.91584533	0.8764922	0.74892676	0.73729014	0.79415137	0.8381958	0.80520886	0.85799766	0.8574691	0.826934	0.73879206	0.6777802	0.9283329	0.9484457	0.9009382	0.78160125	0.82907873	0.8034085	0.7582943	0.8674713	0.8249686	0.841018	0.89491594	0.90643525	0.86905503	0.8116927	0.9279708	0.8391906	0.8628228	0.7323098	0.9062051	0.90727484	0.7020737	0.80463064	0.7584833	0.8335122	0.5078915	0.80547976	0.8036889	0.9115434	0.7573932	0.81968176	0.7942017	0.7918396	0.6673626	0.825322	0.8424818	0.7881841	0.49674267	0.6244882	0.8729922	0.82345074	0.79554754	0.801671	0.8659481	0.8207918	0.6611239	0.77341163	0.7601387	0.7321243	0.86766875	0.7001721	0.8949066	0.70527875	0.7971294	0.72419405	0.667959	0.72006094	0.62299854	0.80990714	0.8570522	0.79205185	0.7835313	0.67454135	0.81390333	0.8788564	0.6978837	0.6432815	0.8870258	0.86494654	0.814325	0.8124975	0.62672544	0.72922134	0.6545948	0.90724945	0.87155116	0.8950945	0.9195064	0.7216977	0.84569585	0.67419386	0.85692394	0.769976	0.86210805	0.69815487	0.77620345	0.79582477	0.7260345	0.9026548	0.9736402	0.8582982	0.6656431	0.8564968	0.7900986	0.7971977	0.7513366	0.82499444	0.83147097	0.865582	0.8458258	0.65874445	0.87510973	0.845839	0.90281034	0.89109933	0.91737616	0.87262857	0.86718035	0.8613816	0.78631365	0.881599	0.8325292	0.8660662	0.7463989	0.9235885	0.7683145	0.77828	0.9357028	0.8713362	0.7646498	0.48978662	0.7293494	0.8605237	0.8507207	0.7557324	0.8966575	0.7032445	0.786577	0.8356103	0.807423	0.7283994	0.7764435	0.53504384	0.85337305	0.8965544	0.93349993	0.7917371	0.84677637	0.8978511	0.518581	0.7640902	0.853983	0.6208393	0.9161407	0.9247395	0.8401406	0.6562612	0.820158	0.9447298	0.906615	0.8395918	0.8310315	0.621446	0.7887151	0.6551728	0.87303036	0.85207474	0.8520049	0.4001608	0.80833155	0.76014304	0.89070344	0.8168214	0.8737151	0.82617056	0.5965424	0.8232661	0.81592035	0.871184	0.8303304	0.886001	0.78368044	0.87228286	0.85537004	0.4296764	0.7721684	0.7875071	0.8530651	0.87506616	0.68924266	0.7222241	0.81411695	0.67597723	0.86350834	0.8800218	0.9377703	0.6335939	0.9162701	0.8708286	0.6787032	0.9192542	0.6840242	0.7765803	0.82223797	0.7509623	0.9285334	0.86126757	0.8118582	0.4251908	0.70951486	0.6345762	0.9025673	0.96672475	0.82836163	0.9222451	0.9034669	0.74381804	0.8214995	0.8164612	0.8885699	0.62688774	0.89397407	0.69005007	0.87417185	0.6763922	0.8112844	0.6783468	0.8440526	0.7840939	0.9539089	0.680526	0.8498882	0.8129624	0.5775778	0.78174925	0.74361277	0.8332788	0.7695822	0.85322416	0.7754103	0.90039665	0.82318294	0.82175326	0.83219063	0.75402313	0.85685456	0.88064694	0.94111323	0.8064941	0.8370525	0.6021103	0.51922524	0.795033	0.89088595	0.80724406	0.7660945	0.77443534	0.8010223	0.8720576	0.86536753	0.92217284	0.84698	0.7313585	0.66607785	0.85799676	0.8839475	0.86865383	0.76540446	0.7865993	0.7935953	0.8095634	0.73271406	0.7387027	0.90616727	0.8676102	0.78088886	0.77699167	0.83934355	0.6062056	0.76700336	0.66492665	0.82425565	0.839083	0.6914523	0.9242816	0.5809401	0.49543792	0.8424613	0.76420903	0.85733265	0.77939785	0.6084539	0.9819868	0.83398664	0.7929428	0.8729666	0.7667519	0.5478659	0.9403825	0.6885682	0.7197718	0.87993395	0.79579693	0.7920246	0.6853745	0.7735245	0.70126575	0.8965816	0.804799	0.64698553	0.69627404	0.54631287	0.6045965	0.88801396	0.6715926	0.7406409	0.86765295	0.9345243	0.8255519	0.74650514	0.8029525	0.8855436	0.75790155	0.91177595	0.88088745	0.8665523	0.7924765	0.8374535	0.8385267	0.8809704	0.82093275	0.70289564	0.8847774	0.81279635	0.71243656	0.7561389	0.74242103	0.54253083	0.7860997	0.82947445	0.7575612	0.81448144	0.8201314	0.93237436	0.6002652	0.87190974	0.83281446	0.88331723	0.73441076	0.81576836	0.82571197	0.77625513	0.8809132	0.72090554	0.8695408	0.8543794	0.72464037	0.70663583	0.8347324	0.7000485	0.87240577	0.8652617	0.49826014	0.5367724	0.60378146	0.835444	0.9235089	0.757323	0.84448206	0.8746244	0.71289337	0.8407884	0.7916261	0.8016086	0.787526	0.8359748	0.7633798	0.7397969	0.88620704	0.8317636	0.8362885	0.7498071	0.74687976
aantal/noun	0.9163292	0.9470708	0.7622055	0.0	0.80006707	0.8418271	0.6932172	0.7859659	0.8095584	0.6623157	0.85989016	0.75427264	0.7509791	0.9060156	0.87009484	0.74451375	0.7937407	0.88540673	0.9163661	0.8402144	0.888946	0.88156533	0.6717192	0.7175176	0.78966767	0.76751304	0.7782639	0.8734099	0.81938636	0.7867702	0.7797718	0.7537483	0.77982426	0.8623034	0.76703244	0.90225345	0.6912234	0.74637985	0.90550405	0.7161021	0.73028445	0.88160884	0.68783015	0.85974294	0.8083658	0.7765192	0.9558409	0.9055472	0.8905427	0.79152083	0.79826975	0.81003153	0.73846656	0.8174709	0.93690246	0.7909014	0.90955055	0.8272165	0.78851485	0.9324249	0.92465997	0.8843025	0.87270224	0.7999146	0.93818194	0.9126226	0.7333193	0.85408854	0.847104	0.8753616	0.76372874	0.83504176	0.865257	0.9551232	0.8691523	0.89854527	0.887332	0.87573904	0.76721036	0.8346692	0.8777252	0.8479414	0.7277342	0.6767239	0.83550286	0.8783723	0.8712516	0.89231616	0.9433608	0.82771736	0.85425717	0.78258896	0.87089014	0.8031304	0.9043163	0.7383293	0.8155124	0.66288316	0.8580084	0.72784793	0.8640486	0.80801374	0.6842022	0.8915432	0.9030865	0.73358154	0.8987247	0.8579294	0.91248375	0.9150447	0.8618414	0.70736843	0.87948936	0.7897857	0.86178863	0.856487	0.8375706	0.7293507	0.71214634	0.92225826	0.8189124	0.93619287	0.95407486	0.90446556	0.8345621	0.75091624	0.93053824	0.8305399	0.89399546	0.7574078	0.7740202	0.74633867	0.7551288	0.8869984	0.9477009	0.79308784	0.8332012	0.7965689	0.89405394	0.7929705	0.76672626	0.8089285	0.8308506	0.8518145	0.77821255	0.8066269	0.84540486	0.8546188	0.8907788	0.95758176	0.8744328	0.881343	0.8556362	0.9150938	0.94285405	0.83943856	0.88578784	0.9197835	0.8335962	0.87897563	0.8227771	0.8070791	0.79356813	0.85016704	0.83788276	0.75474215	0.72351503	0.83172476	0.8781927	0.9114705	0.88609004	0.80997425	0.782961	0.91448164	0.7452378	0.8206066	0.82354265	0.7677441	0.6891693	0.94270444	0.91167617	0.77952266	0.861877	0.89857125	0.79514134	0.8157781	0.90257305	0.7837013	0.85632855	0.9221026	0.89767253	0.80272007	0.5984796	0.89866424	0.96315426	0.8922026	0.7865852	0.8235366	0.8159753	0.7867253	0.7842836	0.8592231	0.7775678	0.7714511	0.83182657	0.8412278	0.8174144	0.74824667	0.9144857	0.7870973	0.77723867	0.8788289	0.8930793	0.9370795	0.8159596	0.82382643	0.87938833	0.87061125	0.8417362	0.7050166	0.71357983	0.8176321	0.8092638	0.84993935	0.7587524	0.6995158	0.7686988	0.715874	0.7745871	0.89099586	0.9249612	0.8196973	0.90093535	0.86853856	0.6959083	0.8665685	0.7574631	0.7201262	0.75876236	0.77680975	0.9351689	0.8343429	0.8316256	0.7655912	0.80505204	0.8132393	0.9004414	0.9489306	0.87948996	0.81771845	0.8698407	0.7810314	0.82033926	0.78025305	0.89796686	0.67502695	0.9127756	0.6353433	0.87795836	0.7747499	0.76248693	0.83788335	0.7988788	0.820601	0.9800101	0.8640472	0.6415172	0.87708163	0.662079	0.8811884	0.75781035	0.76909834	0.77194434	0.8181298	0.7690594	0.83494264	0.8664506	0.8593555	0.8636043	0.8221978	0.880289	0.91938215	0.8386834	0.7624353	0.9413884	0.727417	0.85366046	0.7820563	0.80283415	0.9029594	0.89901453	0.75303364	0.8157644	0.87102836	0.8884765	0.9466601	0.7334379	0.88295484	0.897194	0.85767484	0.8612896	0.8952657	0.7682715	0.67214125	0.8709314	0.7886908	0.710047	0.8601085	0.8752718	0.84439063	0.6911154	0.85640085	0.8388456	0.7973444	0.87482095	0.7297276	0.6639284	0.8702336	0.7152853	0.9114977	0.5762338	0.8193468	0.77999806	0.8629275	0.82241076	0.6868999	0.7551385	0.9595799	0.81903243	0.81052446	0.84553474	0.7899302	0.7660637	0.94212866	0.6400169	0.8075312	0.8920081	0.80550766	0.84096	0.7648369	0.82904387	0.84379756	0.870805	0.74177766	0.7776169	0.8481735	0.75132215	0.7455696	0.8259401	0.7108438	0.76568276	0.844801	0.9447582	0.8774923	0.8556769	0.8782119	0.85926616	0.9072937	0.88325864	0.8508165	0.9141593	0.84839475	0.84498096	0.7707834	0.869333	0.8415729	0.80651754	0.93312526	0.8767882	0.85644734	0.6768955	0.81884265	0.8209026	0.88951933	0.7909416	0.8194953	0.7559074	0.96191174	0.8320956	0.72300375	0.8078702	0.89828575	0.9331617	0.77865624	0.9264972	0.8725848	0.80516446	0.8635064	0.8213028	0.8371184	0.85185045	0.84381217	0.67961085	0.835768	0.86081374	0.8391746	0.8588562	0.8673754	0.68373394	0.77754664	0.9272119	0.8273327	0.80317295	0.86296743	0.92433345	0.74156034	0.7414155	0.82645714	0.92847586	0.91590554	0.7478379	0.9174685	0.86206055	0.75708187	0.7686118	0.74504614	0.7427902	0.7516172
